
[00:00:00.000 --> 00:00:04.780]  亞述國 春秋
[00:08:20.180 --> 00:08:20.880]  阿蘭
[00:08:20.880 --> 00:08:22.380]  阿蘭人拉班
[00:08:22.380 --> 00:08:23.680]  大家從頭拉班
[00:08:23.680 --> 00:08:24.480]  阿蘭人
[00:08:24.480 --> 00:08:26.280]  斯蒂伯加
[00:08:26.280 --> 00:08:28.480]  叫做Rebecca
[00:08:28.480 --> 00:08:33.080]  明白嗎
[00:08:33.080 --> 00:08:33.880]  然後呢
[00:08:33.880 --> 00:08:35.880]  拉班有兩個女兒
[00:08:35.880 --> 00:08:36.680]  拉班有兩個女兒
[00:08:36.680 --> 00:08:38.080]  小女兒很漂亮
[00:08:38.080 --> 00:08:38.680]  小女兒很漂亮
[00:08:38.680 --> 00:08:40.880]  她叫做Rachel
[00:08:40.880 --> 00:08:41.880]  甚麼叫Rachel
[00:08:41.880 --> 00:08:44.080]  有很多女兒叫Rachel
[00:08:44.080 --> 00:08:45.680]  拉傑
[00:08:45.680 --> 00:08:47.480]  拉傑很喜歡那個
[00:08:47.480 --> 00:08:49.080]  長大了眼睛蒙蒙的女兒
[00:08:49.080 --> 00:08:50.280]  叫做李婭
[00:08:50.280 --> 00:08:51.480]  大家聽不聽得到
[00:08:51.480 --> 00:08:52.480]  阿蘭人
[00:08:52.480 --> 00:08:53.480]  亞蘭人
[00:08:53.480 --> 00:08:54.480]  OK
[00:08:54.480 --> 00:08:56.880]  現在來到我們的聖經
[00:08:56.880 --> 00:08:58.480]  我們阿蘭人變哈達
[00:08:58.480 --> 00:08:59.680]  我們講了很多次了
[00:08:59.680 --> 00:09:03.880]  亞蘭人變哈達
[00:09:03.880 --> 00:09:05.480]  全部是親戚來的
[00:09:05.480 --> 00:09:07.480]  他們都是親戚
[00:09:07.480 --> 00:09:09.680]  阿伯拉罕是第三兒子
[00:09:09.680 --> 00:09:10.880]  阿伯拉罕是第三兒子
[00:09:10.880 --> 00:09:12.280]  沈的第三兒子後裔
[00:09:12.280 --> 00:09:14.280]  沈的第三兒子後裔
[00:09:14.280 --> 00:09:15.880]  阿伯拉罕的媳婦呢
[00:09:15.880 --> 00:09:18.080]  阿伯拉罕的兒媳呢
[00:09:18.080 --> 00:09:19.280]  孫媳婦呢
[00:09:19.280 --> 00:09:20.880]  孫媳婦呢
[00:09:20.880 --> 00:09:21.880]  阿蘭呢
[00:09:21.880 --> 00:09:22.480]  阿蘭
[00:09:22.480 --> 00:09:25.480]  五弟那裏來的
[00:09:25.480 --> 00:09:27.080]  阿蘭是五弟
[00:09:27.080 --> 00:09:28.480]  沈第五個兒子
[00:09:28.480 --> 00:09:30.080]  沈的第五個兒子
[00:09:30.080 --> 00:09:31.280]  全部都是一家人來的
[00:09:31.280 --> 00:09:32.080]  全部都是一家人
[00:09:32.080 --> 00:09:33.080]  OK
[00:09:33.080 --> 00:09:36.280]  所以經過很多年
[00:09:36.280 --> 00:09:37.280]  是大俗
[00:09:37.280 --> 00:09:39.080]  每個人都佔了一些國家
[00:09:39.080 --> 00:09:40.880]  佔了一些城市就成為一個國家
[00:09:40.880 --> 00:09:42.480]  每個人佔一個城市都成為一個國家
[00:09:42.480 --> 00:09:44.280]  誰強出來就聯合
[00:09:44.280 --> 00:09:45.280]  誰強了出來就聯合
[00:09:45.280 --> 00:09:46.680]  誰變哈達呢
[00:09:46.680 --> 00:09:47.480]  變哈達
[00:09:47.480 --> 00:09:48.680]  他就是阿蘭人
[00:09:48.680 --> 00:09:49.080]  他是阿蘭人
[00:09:49.080 --> 00:09:49.880]  他強
[00:09:49.880 --> 00:09:52.080]  他就將他聯合起來
[00:09:52.080 --> 00:09:53.080]  他就將各國聯合起來
[00:09:53.080 --> 00:09:54.080]  菲律賓人
[00:09:54.080 --> 00:09:55.080]  菲律賓人
[00:09:55.080 --> 00:09:56.080]  菲律賓人我沒有研究到
[00:09:56.080 --> 00:09:57.080]  一樣
[00:09:57.080 --> 00:09:58.080]  菲律賓有很多城市的
[00:09:58.080 --> 00:10:00.080]  菲律賓有很多城市
[00:10:00.080 --> 00:10:02.080]  參選在哪裏
[00:10:02.080 --> 00:10:04.080]  哪裏被人剃光頭
[00:10:04.080 --> 00:10:06.080]  參選在哪裏被人剃光頭
[00:10:06.080 --> 00:10:07.080]  你回去公開了
[00:10:07.080 --> 00:10:08.080]  這些全部曾經有的
[00:10:08.080 --> 00:10:11.080]  其實菲律賓一樣有很多城市國
[00:10:11.080 --> 00:10:13.080]  菲律賓也有很多城市國
[00:10:13.080 --> 00:10:15.080]  你見到這些城市呢
[00:10:15.080 --> 00:10:18.080]  City State是城市國
[00:10:18.080 --> 00:10:20.080]  這些城市是城市國
[00:10:20.080 --> 00:10:21.080]  趙國
[00:10:21.080 --> 00:10:22.080]  魏國
[00:10:22.080 --> 00:10:23.080]  魏國
[00:10:23.080 --> 00:10:25.080]  魏國是吧
[00:10:25.080 --> 00:10:28.080]  全部都是很多人自己有自己的首都
[00:10:28.080 --> 00:10:31.080]  所以你看到這裏是這麽多人聯合起來
[00:10:31.080 --> 00:10:32.080]  這麽多人聯合起來
[00:10:32.080 --> 00:10:33.080]  所以你明白這件事
[00:10:33.080 --> 00:10:35.080]  當這個亞述王呢
[00:10:35.080 --> 00:10:36.080]  當亞述王
[00:10:36.080 --> 00:10:40.080]  就是他們亞述的秦始皇
[00:10:40.080 --> 00:10:42.080]  相當於他們的秦始皇
[00:10:42.080 --> 00:10:43.080]  明不明白
[00:10:43.080 --> 00:10:44.080]  他將所有人聯合起來
[00:10:44.080 --> 00:10:45.080]  他就強了
[00:10:45.080 --> 00:10:47.080]  讓他們聯合而強壯
[00:10:47.080 --> 00:10:48.080]  所以鄧兄姐妹
[00:10:48.080 --> 00:10:50.080]  我們有中國歷史底
[00:10:50.080 --> 00:10:52.080]  其實人類歷史就是這樣演變的
[00:10:52.080 --> 00:10:54.080]  人類歷史就是這樣演變的
[00:10:54.080 --> 00:10:55.080]  好
[00:10:55.080 --> 00:10:57.080]  亞述國的首都是尼尼尼
[00:10:57.080 --> 00:10:59.080]  亞述國的首都是尼尼威
[00:10:59.080 --> 00:11:01.080]  所以今天如果你有
[00:11:01.080 --> 00:11:03.080]  你又退休又有空
[00:11:03.080 --> 00:11:05.080]  就去Mosul
[00:11:05.080 --> 00:11:06.080]  今天也退休了
[00:11:06.080 --> 00:11:08.080]  有空就可以去Mosul
[00:11:08.080 --> 00:11:09.080]  你有沒有見到尼尼尼
[00:11:09.080 --> 00:11:10.080]  就見到尼尼尼
[00:11:10.080 --> 00:11:13.080]  不過尼尼尼今天就不是很安穩
[00:11:13.080 --> 00:11:14.080]  因為當今的
[00:11:14.080 --> 00:11:17.080]  ISIS那裏在開槍
[00:11:17.080 --> 00:11:18.080]  知不知道
[00:11:18.080 --> 00:11:20.080]  ISIS那裏是甚麼
[00:11:20.080 --> 00:11:23.080]  伊斯蘭國
[00:11:23.080 --> 00:11:24.080]  伊斯蘭
[00:11:24.080 --> 00:11:26.080]  這些不是經常報導
[00:11:26.080 --> 00:11:28.080]  很亂
[00:11:28.080 --> 00:11:31.080]  所以鄧兄姐妹讀聖經
[00:11:31.080 --> 00:11:35.080]  也是幫助我們今天聽新聞
[00:11:35.080 --> 00:11:38.080]  讀聖經也是幫助我們聽好今天的新聞
[00:11:38.080 --> 00:11:41.080]  尼尼尼是一個古城
[00:11:41.080 --> 00:11:42.080]  是很大
[00:11:42.080 --> 00:11:44.080]  尼尼尼是一個古城很大
[00:11:44.080 --> 00:11:46.080]  約拿去走了多少天才走穩
[00:11:46.080 --> 00:11:48.080]  約拿走了多少日子
[00:11:48.080 --> 00:11:49.080]  三天
[00:11:49.080 --> 00:11:51.080]  約拿書自己講的
[00:11:51.080 --> 00:11:52.080]  約拿講的
[00:11:52.080 --> 00:11:56.080]  考古學家就說
[00:11:56.080 --> 00:11:58.080]  這個尼尼尼是
[00:11:58.080 --> 00:12:01.080]  米索不達米亞
[00:12:01.080 --> 00:12:04.080]  Mesopotamia
[00:12:04.080 --> 00:12:06.080]  怎樣翻譯
[00:12:06.080 --> 00:12:10.080]  是在米索不達米亞
[00:12:10.080 --> 00:12:12.080]  Mesopotamia
[00:12:12.080 --> 00:12:14.080]  是人類文明發源地
[00:12:14.080 --> 00:12:16.080]  第四大發源地之一
[00:12:16.080 --> 00:12:19.080]  是人類四大發明地之一
[00:12:19.080 --> 00:12:21.080]  中國就是黃河
[00:12:21.080 --> 00:12:23.080]  中國就是黃河
[00:12:23.080 --> 00:12:25.080]  印度的恆河
[00:12:25.080 --> 00:12:27.080]  Ganges River
[00:12:27.080 --> 00:12:29.080]  印度恆河
[00:12:29.080 --> 00:12:30.080]  很奇妙
[00:12:30.080 --> 00:12:31.080]  所有河都是打相的
[00:12:31.080 --> 00:12:32.080]  那這裏呢
[00:12:32.080 --> 00:12:34.080]  這裏米索不達米亞有兩條河
[00:12:34.080 --> 00:12:36.080]  叫做Tigris
[00:12:36.080 --> 00:12:38.080]  Euphrates
[00:12:38.080 --> 00:12:40.080]  幼發拉底
[00:12:40.080 --> 00:12:41.080]  幼發拉底河
[00:12:41.080 --> 00:12:43.080]  Tigris怎樣翻譯
[00:12:43.080 --> 00:12:45.080]  吉拉斯
[00:12:45.080 --> 00:12:47.080]  Tigris
[00:12:47.080 --> 00:12:49.080]  你知道這兩條河在哪裏嗎
[00:12:49.080 --> 00:12:51.080]  伊拉克
[00:12:51.080 --> 00:12:53.080]  伊拉克在伊朗
[00:12:53.080 --> 00:12:55.080]  Mesopotamia是一個大平原
[00:12:55.080 --> 00:12:57.080]  所以你看歷史
[00:12:57.080 --> 00:12:59.080]  黃河
[00:12:59.080 --> 00:13:01.080]  我們中國黃河
[00:13:01.080 --> 00:13:03.080]  黃河
[00:13:03.080 --> 00:13:05.080]  黃河是甚麼
[00:13:05.080 --> 00:13:07.080]  是否有很多平原
[00:13:07.080 --> 00:13:09.080]  我忘了讀中學歷史
[00:13:09.080 --> 00:13:11.080]  黃土高原
[00:13:11.080 --> 00:13:13.080]  到處都是黃土
[00:13:13.080 --> 00:13:15.080]  所以人類是怎樣
[00:13:15.080 --> 00:13:17.080]  在河裏
[00:13:17.080 --> 00:13:19.080]  也就是在平原
[00:13:19.080 --> 00:13:21.080]  這裏是共同的
[00:13:21.080 --> 00:13:23.080]  米索不達米亞
[00:13:23.080 --> 00:13:25.080]  所以亞述人就在這個
[00:13:25.080 --> 00:13:29.080]  米索不達米亞平原
[00:13:29.080 --> 00:13:31.080]  在一個城市叫做
[00:13:31.080 --> 00:13:33.080]  尼尼尼
[00:13:33.080 --> 00:13:35.080]  Mosul
[00:13:35.080 --> 00:13:37.080]  還有一樣東西
[00:13:37.080 --> 00:13:39.080]  聞以食為天
[00:13:39.080 --> 00:13:41.080]  聞以食為天
[00:13:41.080 --> 00:13:43.080]  如果這個國家強呢
[00:13:43.080 --> 00:13:45.080]  國家強壯呢
[00:13:45.080 --> 00:13:47.080]  是他們的糧倉有米
[00:13:47.080 --> 00:13:49.080]  我不知道當時他們吃甚麼
[00:13:49.080 --> 00:13:51.080]  中國人吃飯
[00:13:51.080 --> 00:13:53.080]  吃米
[00:13:53.080 --> 00:13:55.080]  中國人吃米
[00:13:55.080 --> 00:13:57.080]  中國人吃粟米
[00:13:57.080 --> 00:13:59.080]  麥
[00:13:59.080 --> 00:14:01.080]  他們當時可能也是吃
[00:14:01.080 --> 00:14:03.080]  說到人類歷史
[00:14:03.080 --> 00:14:05.080]  你要強壯
[00:14:05.080 --> 00:14:07.080]  有地
[00:14:07.080 --> 00:14:09.080]  強壯就要有地
[00:14:09.080 --> 00:14:11.080]  要出產
[00:14:11.080 --> 00:14:15.080]  為甚麼今天有這麼多人做地產呢
[00:14:15.080 --> 00:14:17.080]  現在很多人在做地產
[00:14:17.080 --> 00:14:19.080]  現在很多人在做地產
[00:14:19.080 --> 00:14:21.080]  做很多地產
[00:14:21.080 --> 00:14:23.080]  歷史高位
[00:14:23.080 --> 00:14:25.080]  歷史高位
[00:14:25.080 --> 00:14:27.080]  個個都成為百萬富翁
[00:14:27.080 --> 00:14:29.080]  個個都成為百萬富翁
[00:14:29.080 --> 00:14:31.080]  很快就做到百萬了
[00:14:31.080 --> 00:14:33.080]  很快就做到百萬了
[00:14:35.080 --> 00:14:37.080]  大家看到一件事
[00:14:37.080 --> 00:14:39.080]  聖經所講的和我們的生活沒有甚麼脫節
[00:14:39.080 --> 00:14:41.080]  聖經所講的和我們的生活沒有甚麼脫節
[00:14:41.080 --> 00:14:43.080]  聖經所講的和我們的生活沒有甚麼脫節
[00:14:43.080 --> 00:14:45.080]  我們講了地獄
[00:14:45.080 --> 00:14:47.080]  我們講了地獄
[00:14:47.080 --> 00:14:49.080]  還有很多
[00:14:49.080 --> 00:14:51.080]  有農作物
[00:14:51.080 --> 00:14:53.080]  根本是打仗的本錢
[00:14:53.080 --> 00:14:55.080]  農作物是打仗的本錢
[00:14:55.080 --> 00:14:57.080]  三軍未動
[00:14:57.080 --> 00:14:59.080]  三軍未動
