
[00:00:00.000 --> 00:00:01.180]  頂智明早晨
[00:02:14.720 --> 00:02:17.240]  就是等一會又夢到什麼數字
[00:02:17.240 --> 00:02:19.400]  那麼就照那個數字去買
[00:02:19.400 --> 00:02:21.760]  而是想告訴我們
[00:02:21.760 --> 00:02:24.200]  夢不一定準確的
[00:02:24.200 --> 00:02:25.560]  不一定準確的
[00:02:25.560 --> 00:02:26.680]  那麼
[00:02:26.680 --> 00:02:28.160]  請問
[00:02:28.160 --> 00:02:29.720]  你們所夢見的東西
[00:02:29.720 --> 00:02:32.680]  到底準不準確呢?
[00:02:32.680 --> 00:02:34.400]  有很多人認為
[00:02:34.400 --> 00:02:37.000]  相信夢會成真
[00:02:37.000 --> 00:02:39.960]  那麼這件事就是迷信來的
[00:02:39.960 --> 00:02:44.200]  基督徒就不應該信這一套的
[00:02:44.200 --> 00:02:44.680]  那麼
[00:02:44.680 --> 00:02:47.400]  到底基督徒是不是應該信呢?
[00:02:47.400 --> 00:02:50.720]  聖經就告訴我們
[00:02:50.720 --> 00:02:53.120]  神也會透過一些夢
[00:02:53.120 --> 00:02:55.760]  來對人說話的
[00:02:55.760 --> 00:02:56.800]  那麼你說
[00:02:56.800 --> 00:02:59.240]  夢是不是應該相信呢?
[00:02:59.240 --> 00:03:00.960]  到了今天
[00:03:00.960 --> 00:03:04.360]  神可能已經不會透過夢
[00:03:04.360 --> 00:03:05.840]  去對人說話
[00:03:05.840 --> 00:03:07.920]  或者去溝通
[00:03:07.920 --> 00:03:10.120]  那麼我們看到很奇妙的就是
[00:03:10.120 --> 00:03:12.480]  最初神是自己顯示
[00:03:12.480 --> 00:03:14.160]  就是跟人溝通的
[00:03:14.160 --> 00:03:17.320]  那麼後來就很多時候都會透過夢境
[00:03:17.320 --> 00:03:20.160]  去跟人溝通的
[00:03:20.160 --> 00:03:21.480]  或者說到了今天
[00:03:21.480 --> 00:03:24.480]  夢已經不是唯一的渠道
[00:03:24.480 --> 00:03:25.400]  是神
[00:03:25.400 --> 00:03:28.120]  就是跟我們人去溝通
[00:03:28.120 --> 00:03:31.080]  但是夢在我們的生命當中
[00:03:31.080 --> 00:03:34.280]  就是有一定的作用的
[00:03:34.280 --> 00:03:36.600]  我不知道你們喜不喜歡做夢
[00:03:36.600 --> 00:03:37.480]  那麼
[00:03:37.480 --> 00:03:38.560]  當然
[00:03:38.560 --> 00:03:40.200]  這個不是白日夢
[00:03:40.200 --> 00:03:41.880]  那真的是在夢境當中
[00:03:41.880 --> 00:03:44.800]  就是睡覺的時候去做夢的
[00:03:44.800 --> 00:03:48.160]  那麼其實可以做一場好夢
[00:03:48.160 --> 00:03:50.480]  都是好事來的
[00:03:50.480 --> 00:03:54.480]  那麼如果那個夢可以讓你開心到笑出來
[00:03:54.480 --> 00:03:56.080]  笑醒那一種
[00:03:56.080 --> 00:03:59.080]  那麼你就會更加開心的
[00:03:59.080 --> 00:03:59.840]  那麼
[00:03:59.840 --> 00:04:02.760]  可能你也經常都會做夢
[00:04:02.760 --> 00:04:04.760]  這個夢就是白日夢來的
[00:04:04.760 --> 00:04:07.200]  那麼就是可能夢一下
[00:04:07.200 --> 00:04:10.840]  就是做了什麼澳洲總理啊
[00:04:10.840 --> 00:04:13.600]  或者是做了英女皇啊
[00:04:13.600 --> 00:04:16.560]  或者是嫁給什麼皇子啊之類的東西
[00:04:16.560 --> 00:04:18.360]  這些白日夢
[00:04:18.360 --> 00:04:20.720]  那麼可能你真是夢
[00:04:20.720 --> 00:04:21.680]  做夢當中
[00:04:21.680 --> 00:04:23.160]  就是夢到這些的
[00:04:23.160 --> 00:04:24.040]  你就會
[00:04:24.040 --> 00:04:24.880]  哈哈
[00:04:24.880 --> 00:04:25.840]  就是好笑
[00:04:25.840 --> 00:04:27.600]  就是笑醒的
[00:04:27.600 --> 00:04:31.120]  那麼我自己也曾經夢到笑醒的
[00:04:31.120 --> 00:04:33.440]  但是不要問我什麼了
[00:04:33.440 --> 00:04:36.080]  那麼我不記得了
[00:04:36.080 --> 00:04:37.760]  那麼雖然這麼開心的事
[00:04:37.760 --> 00:04:40.400]  那麼我們也喜歡美夢的
[00:04:40.400 --> 00:04:41.520]  是不是
[00:04:41.520 --> 00:04:44.360]  就是我們不喜歡噁夢的
[00:04:44.360 --> 00:04:45.120]  但是其實
[00:04:45.120 --> 00:04:46.960]  無論是什麼夢也好
[00:04:46.960 --> 00:04:48.440]  無論噁夢也好
[00:04:48.440 --> 00:04:50.120]  好夢也好
[00:04:50.120 --> 00:04:51.600]  sweet dream也好
[00:04:51.600 --> 00:04:52.720]  那麼其實
[00:04:52.720 --> 00:04:55.600]  據說都是相當豪神的
[00:04:55.600 --> 00:04:56.840]  就是豪理精神的
[00:04:56.840 --> 00:04:57.920]  而且
[00:04:57.920 --> 00:05:00.440]  就是表示你不是很健康
[00:05:00.440 --> 00:05:02.320]  那麼因為表示你
[00:05:02.320 --> 00:05:03.920]  睡不好的嘛
[00:05:03.920 --> 00:05:07.240]  那麼才有很多的夢來纏繞你
[00:05:07.240 --> 00:05:08.800]  就是在我們人生當中
[00:05:08.800 --> 00:05:11.120]  除了睡覺的時候發夢
[00:05:11.120 --> 00:05:12.880]  那麼我們可能也會
[00:05:12.880 --> 00:05:15.360]  就是發下白日夢啊
[00:05:15.360 --> 00:05:16.120]  所以
[00:05:16.120 --> 00:05:16.680]  其實
[00:05:16.680 --> 00:05:19.760]  白日夢不一定是貶義來的
[00:05:19.760 --> 00:05:22.000]  那麼發白日夢就表示
[00:05:22.000 --> 00:05:23.880]  就是你有理想
[00:05:23.880 --> 00:05:27.080]  那麼或者對人生有期盼
[00:05:27.080 --> 00:05:28.000]  那麼就盼望
[00:05:28.000 --> 00:05:31.280]  日後會發生什麼事
[00:05:31.280 --> 00:05:32.080]  那在這裡就
[00:05:32.080 --> 00:05:33.480]  如果你真的有這種夢呢
[00:05:33.480 --> 00:05:34.600]  就祝福你了
[00:05:34.600 --> 00:05:36.280]  那麼希望你的夢想呢
[00:05:36.280 --> 00:05:38.760]  能夠成真的
[00:05:38.760 --> 00:05:41.440]  我們剛才就讀過經文
[00:05:41.440 --> 00:05:44.040]  就講到一位聖經人物的
[00:05:44.040 --> 00:05:46.480]  那就是約瑟
[00:05:46.480 --> 00:05:47.960]  那麼他被稱為
[00:05:47.960 --> 00:05:49.160]  dreamer
[00:05:49.160 --> 00:05:51.200]  就是夢想家
[00:05:51.200 --> 00:05:53.680]  那麼他不單止夜間有夢
[00:05:53.680 --> 00:05:54.440]  同時呢
[00:05:54.440 --> 00:05:56.720]  他都認為這些夢呢
[00:05:56.720 --> 00:05:58.640]  是可以實現的
[00:05:58.640 --> 00:06:00.720]  所以他很重視這些夢
[00:06:00.720 --> 00:06:01.920]  他很重視這些夢
[00:06:01.920 --> 00:06:03.760]  因此他很認真的
[00:06:03.760 --> 00:06:06.200]  去對待每一個夢
[00:06:06.200 --> 00:06:08.360]  認為神會透過這些夢呢
[00:06:08.360 --> 00:06:09.800]  去跟他講說話
[00:06:09.800 --> 00:06:11.880]  去解釋的
[00:06:11.880 --> 00:06:15.280]  那麼在這些夢實現之前呢
[00:06:15.280 --> 00:06:19.320]  他是經歷了很多的噩夢
[00:06:19.320 --> 00:06:20.840]  他夢到的是美夢
[00:06:20.840 --> 00:06:22.880]  但是他經歷了很多的噩夢
[00:06:22.880 --> 00:06:24.880]  就是先去到他的
[00:06:24.880 --> 00:06:26.400]  就是這個美夢
[00:06:26.400 --> 00:06:29.200]  那麼到底他經歷了什麼噩夢呢
[00:06:29.200 --> 00:06:30.120]  那麼第一個就是
[00:06:30.120 --> 00:06:33.520]  被人背棄的一種噩夢
[00:06:33.520 --> 00:06:35.600]  那麼約瑟就生長在一個
[00:06:35.600 --> 00:06:37.560]  在現代人看來呢
[00:06:37.560 --> 00:06:40.840]  是一個很複雜的家庭
[00:06:40.840 --> 00:06:43.360]  那麼我不知道我是否算是現代人
[00:06:43.360 --> 00:06:44.960]  但是呢
[00:06:44.960 --> 00:06:46.000]  他的情況
[00:06:46.000 --> 00:06:49.120]  跟我家裡的情況是差不多的
[00:06:49.120 --> 00:06:50.960]  只是差一點點
[00:06:50.960 --> 00:06:52.960]  他有四個媽媽
[00:06:52.960 --> 00:06:54.600]  有十個哥哥
[00:06:54.600 --> 00:06:56.360]  一個弟弟
[00:06:56.360 --> 00:06:58.000]  加起來有十二個
[00:06:58.000 --> 00:06:59.440]  而這些兄弟
[00:06:59.440 --> 00:07:01.320]  除了他的弟弟
[00:07:01.320 --> 00:07:04.400]  跟他同扶同母之外呢
[00:07:04.400 --> 00:07:06.040]  那麼其他的十個哥哥
[00:07:06.040 --> 00:07:10.640]  都是同扶而母生的兄弟
[00:07:10.640 --> 00:07:11.520]  其實
[00:07:11.520 --> 00:07:13.000]  我很容易體會的
[00:07:13.000 --> 00:07:14.040]  很容易體會
[00:07:14.040 --> 00:07:17.120]  在這種的家庭當中生存
[00:07:17.120 --> 00:07:19.040]  到底是怎樣的
[00:07:19.040 --> 00:07:21.680]  或者要怎樣去相處的
[00:07:21.680 --> 00:07:22.320]  我都說了
[00:07:22.320 --> 00:07:26.680]  因為我的家裡也有十二個兄弟姐妹
[00:07:26.680 --> 00:07:29.080]  也有姐妹
[00:07:29.080 --> 00:07:31.720]  但是我跟他有略略不同的就是
[00:07:31.720 --> 00:07:34.440]  我們是出自三個媽媽的
[00:07:34.440 --> 00:07:36.840]  但是也有些不同的就是
[00:07:36.840 --> 00:07:39.760]  這三個媽媽不是同時存在的
[00:07:39.760 --> 00:07:41.720]  是一個接一個的
[00:07:41.720 --> 00:07:47.400]  因此就生了我們十二個的兄弟姐妹
[00:07:47.400 --> 00:07:51.240]  那麼我從小到大
[00:07:51.240 --> 00:07:52.800]  到離開家裡
[00:07:52.800 --> 00:07:54.880]  我都感受到這種
[00:07:54.880 --> 00:07:58.760]  跟同扶而母的兄弟相處
[00:07:58.760 --> 00:08:01.840]  有多大的張力
[00:08:01.840 --> 00:08:05.040]  在當中可能有很多的吵架
[00:08:05.040 --> 00:08:09.040]  很多的搶奪等等
[00:08:09.040 --> 00:08:10.760]  那麼我經歷過的
[00:08:10.760 --> 00:08:13.720]  直到我們成長到長大了
[00:08:13.720 --> 00:08:15.920]  長大了已經出來了
[00:08:15.920 --> 00:08:19.360]  那麼這種張力先不要再有
[00:08:19.360 --> 00:08:20.960]  所以你可以看到
[00:08:20.960 --> 00:08:24.280]  生存在一個多兒女的家庭已經很複雜
[00:08:24.280 --> 00:08:26.160]  所以生長在一個
[00:08:26.160 --> 00:08:30.680]  很多同扶而母的兒女在一起
[00:08:30.680 --> 00:08:33.720]  就更加的很複雜了
[00:08:33.720 --> 00:08:36.640]  約瑟成長的這個家庭當中
[00:08:36.640 --> 00:08:39.280]  不單止有這些問題
[00:08:39.280 --> 00:08:41.440]  同時更大的問題就是
[00:08:41.440 --> 00:08:43.240]  他父親就是瓦割
[00:08:43.240 --> 00:08:45.000]  或者叫做以色列
[00:08:45.000 --> 00:08:46.480]  偏心
[00:08:46.480 --> 00:08:48.920]  聖經說以色列就是瓦割
[00:08:48.920 --> 00:08:51.240]  原來愛約瑟
[00:08:51.240 --> 00:08:53.640]  過於他的重子
[00:08:53.640 --> 00:08:56.240]  就是所有的兒子
[00:08:56.240 --> 00:08:57.440]  理由是什麼呢
[00:08:57.440 --> 00:09:01.840]  就是因為約瑟是他年老生的
[00:09:01.840 --> 00:09:03.720]  那麼其實我就覺得
[00:09:03.720 --> 00:09:07.040]  這個不是真正的原因
[00:09:07.040 --> 00:09:08.200]  那麼
[00:09:08.200 --> 00:09:10.200]  或者這個不是唯一的原因
[00:09:10.200 --> 00:09:13.000]  他那麼疼愛約瑟
[00:09:13.000 --> 00:09:15.400]  反而最可能的原因
[00:09:15.400 --> 00:09:19.960]  就是說約瑟是瓦割最疼愛的太太
[00:09:19.960 --> 00:09:22.800]  就是瓦割所生的
[00:09:22.800 --> 00:09:25.960]  這個才是那個主要的原因
[00:09:25.960 --> 00:09:28.200]  因為瓦割只不過生了兩個
[00:09:28.200 --> 00:09:33.000]  就是約瑟和最小的兒子比亞敏
[00:09:33.000 --> 00:09:36.440]  約瑟作為他父親的最愛
[00:09:36.440 --> 00:09:38.560]  那麼應該很幸福
[00:09:38.560 --> 00:09:40.640]  得一家之主
[00:09:40.640 --> 00:09:42.600]  這樣的去痛惜
[00:09:42.600 --> 00:09:43.920]  但是沒有
[00:09:43.920 --> 00:09:47.840]  沒有想到他就是因為他父親對他的重愛
[00:09:47.840 --> 00:09:49.600]  就引來其他哥哥
[00:09:49.600 --> 00:09:52.280]  就是對他的嫉妒
[00:09:52.280 --> 00:09:53.920]  對他的妒忌
[00:09:53.920 --> 00:09:57.360]  或者是憎恨
[00:09:57.360 --> 00:09:58.440]  聖經說
[00:09:58.440 --> 00:10:02.920]  哥哥們都不與他說和睦的話
[00:10:02.920 --> 00:10:04.800]  意思是說從來都沒有一句
[00:10:04.800 --> 00:10:09.200]  很好的相處的說話可以說的
[00:10:09.200 --> 00:10:10.440]  我很感謝主祀
[00:10:10.440 --> 00:10:13.120]  我父親當時未信主
[00:10:13.120 --> 00:10:14.880]  但是他也是一個
[00:10:14.880 --> 00:10:16.400]  懂得平等去對待
[00:10:16.400 --> 00:10:20.200]  每一個子女的一個父親
[00:10:20.200 --> 00:10:21.480]  我的印象當中
[00:10:21.480 --> 00:10:23.360]  他是不偏心的
[00:10:23.360 --> 00:10:24.400]  但是呢
[00:10:24.400 --> 00:10:26.480]  他就算做得如何不偏心呢
[00:10:26.480 --> 00:10:27.840]  我們每個子女都要覺得
[00:10:27.840 --> 00:10:29.600]  他是偏心的
[00:10:29.600 --> 00:10:30.680]  他是偏心這個的
[00:10:30.680 --> 00:10:31.480]  偏心那個的
[00:10:31.480 --> 00:10:33.560]  偏心大哥的
[00:10:33.560 --> 00:10:37.840]  所以我們都仍然心裡面會產生這種
[00:10:37.840 --> 00:10:40.280]  就是這樣的一種感覺
[00:10:40.280 --> 00:10:44.120]  所以當瓦割真是偏心
[00:10:44.120 --> 00:10:45.400]  就是約瑟的時候
[00:10:45.400 --> 00:10:48.400]  難免就會招來其他的弟兄
[00:10:48.400 --> 00:10:51.680]  他們的那個妒忌
[00:10:51.680 --> 00:10:54.040]  那麼另一方面約瑟當時
[00:10:54.040 --> 00:10:55.760]  可能叫做還年輕
[00:10:55.760 --> 00:10:58.920]  因為聖經說他是十七歲
[00:10:58.920 --> 00:11:01.720]  十七歲應該很會想的
[00:11:01.720 --> 00:11:04.480]  但是他就很單純的
[00:11:04.480 --> 00:11:08.000]  性格就很天真的
[00:11:08.000 --> 00:11:11.040]  他不懂得怎樣叫做人的道理
[00:11:11.040 --> 00:11:15.360]  或者怎樣和他的哥哥們相處的道理
[00:11:15.360 --> 00:11:17.280]  他就整天在爸爸面前
[00:11:17.280 --> 00:11:20.320]  捉大哥的背部
[00:11:20.320 --> 00:11:23.680]  我們通常聽捉背部
[00:11:23.680 --> 00:11:27.480]  就是說那個人可能做得稍為不好
[00:11:27.480 --> 00:11:29.480]  或者都未必不好
[00:11:29.480 --> 00:11:34.320]  我們就和上司去捉他的背部
[00:11:34.320 --> 00:11:37.240]  但是他哥哥他們真的有惡行的
[00:11:37.240 --> 00:11:38.600]  聖經裡面說
[00:11:38.600 --> 00:11:40.720]  他們有惡行的
[00:11:40.720 --> 00:11:42.240]  約瑟就見到
[00:11:42.240 --> 00:11:45.040]  和他們一起牧羊
[00:11:45.040 --> 00:11:48.560]  見到之後就把這些報給他爸爸知道
[00:11:48.560 --> 00:11:50.480]  打小報告
[00:11:50.480 --> 00:11:55.640]  這個就更加令到他處在一個不利的情況當中
[00:11:55.640 --> 00:11:57.680]  還有就是
[00:11:57.680 --> 00:12:00.320]  他竟然很天真的
[00:12:00.320 --> 00:12:06.200]  到一個地步是對人沒有防備之心的
[00:12:06.200 --> 00:12:12.920]  他是將他所發的夢和哥哥他們去分享
[00:12:12.920 --> 00:12:16.280]  告訴他們他所夢見的是什麼
[00:12:16.280 --> 00:12:21.280]  這個就令到哥哥他們愈發的去憎恨他
[00:12:21.280 --> 00:12:26.480]  所以令到他後來差一點惹上殺身之禍
[00:12:26.480 --> 00:12:32.480]  約瑟所發的到底是什麼夢令到哥哥他們這麼憎恨他
[00:12:32.480 --> 00:12:33.880]  其實就是
[00:12:33.880 --> 00:12:35.080]  他夢到
[00:12:35.080 --> 00:12:39.840]  哥哥他們在田裡面所捆的和假
[00:12:39.840 --> 00:12:44.080]  都向他所捆的和假下敗
[00:12:44.080 --> 00:12:45.920]  然後他還要夢到
[00:12:45.920 --> 00:12:49.720]  十一顆星和太陽和月亮
[00:12:49.720 --> 00:12:52.560]  一起的向他下敗
[00:12:52.560 --> 00:12:55.760]  這兩個夢好像有點不同
[00:12:55.760 --> 00:12:57.800]  但是所象徵的就是
[00:12:57.800 --> 00:13:03.920]  有一天他要成為在這個家族當中最大的那個
[00:13:03.920 --> 00:13:05.400]  所有的人
[00:13:05.400 --> 00:13:06.880]  包括爸爸媽媽
[00:13:06.880 --> 00:13:08.400]  都要向他下敗
[00:13:08.400 --> 00:13:11.320]  其實哥哥聽了之後都很不開心的
[00:13:11.320 --> 00:13:11.960]  都不喜歡
[00:13:11.960 --> 00:13:14.920]  但是哥哥就放在心裡面的
[00:13:14.920 --> 00:13:16.760]  意思就是當真
[00:13:16.760 --> 00:13:20.320]  認為有可能會發生
[00:13:20.320 --> 00:13:21.840]  他們就認為
[00:13:21.840 --> 00:13:26.120]  約瑟你是不是想作我們的王來管轄我們
[00:13:26.120 --> 00:13:28.440]  所以發這些白日夢
[00:13:28.440 --> 00:13:32.160]  這就令到哥哥他們覺得受到威脅
[00:13:32.160 --> 00:13:33.720]  所以一旦有機會的時候
[00:13:33.720 --> 00:13:37.720]  他們就想剷除他
[00:13:37.720 --> 00:13:39.080]  後來呢
[00:13:39.080 --> 00:13:42.120]  幸好有一位哥哥
[00:13:42.120 --> 00:13:43.360]  去保護他
[00:13:43.360 --> 00:13:44.840]  想保護他
[00:13:44.840 --> 00:13:46.760]  阻止其他哥哥下毒手
[00:13:46.760 --> 00:13:48.640]  沒有取得他的性命
[00:13:48.640 --> 00:13:51.920]  所以就將他埋到埃及圍牢
[00:13:51.920 --> 00:13:53.000]  即是送走他
[00:13:53.000 --> 00:13:55.920]  送遠一點
[00:13:55.920 --> 00:13:58.240]  約瑟他發了兩個夢
[00:13:58.240 --> 00:13:59.960]  是同樣一個意思
[00:13:59.960 --> 00:14:01.560]  就是將來
[00:14:01.560 --> 00:14:03.840]  他要令到爸爸媽媽
[00:14:03.840 --> 00:14:08.840]  連哥哥他們全部都要撫撫敗他
[00:14:08.840 --> 00:14:09.960]  意思就是有一天
[00:14:09.960 --> 00:14:14.200]  他的地位將會超越他們的
[00:14:14.200 --> 00:14:15.920]  他比起一家之住的爸爸
[00:14:15.920 --> 00:14:19.840]  就更加高的地位
[00:14:19.840 --> 00:14:22.480]  這是一個美夢來的
[00:14:22.480 --> 00:14:26.240]  對他來說最少是一個美夢
[00:14:26.240 --> 00:14:29.440]  令到約瑟他尖尖自喜
[00:14:29.440 --> 00:14:33.440]  將來原來我是這樣的身份地位
[00:14:33.440 --> 00:14:35.920]  但沒想到這個美夢實現之前
[00:14:35.920 --> 00:14:38.920]  就招來一個噩夢
[00:14:38.920 --> 00:14:42.640]  這個就是哥哥他們背棄了他
[00:14:42.640 --> 00:14:44.600]  出賣了他
[00:14:44.600 --> 00:14:50.080]  被人背棄被人出賣是很心痛的
[00:14:50.080 --> 00:14:51.720]  耶穌經歷過
[00:14:51.720 --> 00:14:54.400]  幼大出賣他最心痛
[00:14:54.400 --> 00:14:56.320]  信任的十二個門徒
[00:14:56.320 --> 00:14:59.520]  其中有一個這樣的出賣他
[00:14:59.520 --> 00:15:02.240]  約瑟可能覺得更痛
[00:15:02.240 --> 00:15:04.520]  為何是被自己的哥哥
[00:15:04.520 --> 00:15:07.920]  或者被自己的兄弟背棄他
[00:15:07.920 --> 00:15:10.640]  這個就更加難受
[00:15:10.640 --> 00:15:14.840]  約瑟一定不想發一個這樣的噩夢
[00:15:14.840 --> 00:15:16.920]  他只想他的美夢去實現
[00:15:16.920 --> 00:15:21.640]  無奈卻是偏偏就發生了
[00:15:21.640 --> 00:15:28.360]  而且這個只不過是一連串噩夢的開始
[00:15:28.360 --> 00:15:31.120]  約瑟由一個美夢變成一個噩夢
[00:15:31.120 --> 00:15:33.760]  看來他在這個噩夢當中
[00:15:33.760 --> 00:15:36.480]  是很難再醒過來的
[00:15:36.480 --> 00:15:39.920]  被賣到埃及什麼希望都沒有了
[00:15:39.920 --> 00:15:43.280]  但是神有特別的計劃在他身上
[00:15:43.280 --> 00:15:45.800]  所以神插手在當中
[00:15:45.800 --> 00:15:50.200]  令到他可以脫離險境
[00:15:50.200 --> 00:15:53.880]  不用有殺身之禍
[00:15:53.880 --> 00:15:55.200]  他在那個樓面
[00:15:55.200 --> 00:15:57.600]  令到他可以脫離這個險境
[00:15:57.600 --> 00:16:01.080]  可以得保存他的生命
[00:16:01.080 --> 00:16:06.920]  表面上看來是這位哥哥救了他
[00:16:06.920 --> 00:16:10.640]  事實上是神與他同在
[00:16:10.640 --> 00:16:12.320]  保守了他
[00:16:12.320 --> 00:16:14.960]  不住喪失生命
[00:16:14.960 --> 00:16:20.440]  我們怎樣看一個人身上的一些事情呢
[00:16:20.440 --> 00:16:22.200]  就是看你會不會看
[00:16:22.200 --> 00:16:24.400]  這個是神的計劃
[00:16:24.400 --> 00:16:26.840]  是神的旨意
[00:16:26.840 --> 00:16:30.000]  我們說約瑟的噩夢只不過是一個開始
[00:16:30.000 --> 00:16:34.880]  第二個噩夢就是被冤枉的噩夢
[00:16:34.880 --> 00:16:36.800]  約瑟沒有喪失生命
[00:16:36.800 --> 00:16:38.880]  他被賣到埃及
[00:16:38.880 --> 00:16:43.000]  然後他被埃及的護衛長
[00:16:43.000 --> 00:16:48.320]  波提法買了他當老婆
[00:16:48.320 --> 00:16:50.160]  他在波提法的家裡
[00:16:50.160 --> 00:16:54.400]  約瑟一開始當然只不過是一個小老婆
[00:16:54.400 --> 00:16:58.000]  但是他很忠心地去工作
[00:16:58.000 --> 00:16:59.920]  表現很出色
[00:16:59.920 --> 00:17:05.280]  所以他就被提升為給主人信任的管家
[00:17:05.280 --> 00:17:06.880]  這樣就好了
[00:17:06.880 --> 00:17:12.160]  試想想一個年輕人被父親所寵愛的
[00:17:12.160 --> 00:17:16.080]  後來被賣到這個作為老婆
[00:17:16.080 --> 00:17:18.600]  心裡是會痛苦的
[00:17:18.600 --> 00:17:19.960]  但是在這種情況之下
[00:17:19.960 --> 00:17:23.840]  你看約瑟是很積極的
[00:17:23.840 --> 00:17:26.240]  很多人遇到不好的事情
[00:17:26.240 --> 00:17:29.440]  心裡是會很扭曲的
[00:17:29.440 --> 00:17:31.520]  會產生苦毒的
[00:17:31.520 --> 00:17:33.240]  但是約瑟不是
[00:17:33.240 --> 00:17:38.040]  他是忠心地去做好他的工作
[00:17:38.040 --> 00:17:43.160]  去過好他的生活
[00:17:43.160 --> 00:17:48.160]  他是一個很常進的年輕人
[00:17:48.160 --> 00:17:51.160]  而且是一個有信心的年輕人
[00:17:51.160 --> 00:17:52.840]  在這種心態之下
[00:17:52.840 --> 00:17:55.440]  他是嘗試見到波提法見到的
[00:17:55.440 --> 00:17:58.760]  因此你很欣賞他
[00:17:58.760 --> 00:18:00.040]  太白他
[00:18:00.040 --> 00:18:02.240]  他變成了管家
