
[00:00:00.000 --> 00:00:05.000]  四年一度的世界盃早幾天就結束了
[00:04:26.000 --> 00:04:27.000]  這個球是圓的
[00:04:27.000 --> 00:04:28.000]  這個球是圓的
[00:04:28.000 --> 00:04:29.000]  這個球是圓的
[00:04:29.000 --> 00:04:30.000]  這個球是圓的
[00:04:30.000 --> 00:04:32.000]  這個球要滾到哪就哪了
[00:04:32.000 --> 00:04:35.000]  中國人很明白這個生命上的現實
[00:04:35.000 --> 00:04:38.000]  中國人很明白這個生命上的現實
[00:04:38.000 --> 00:04:39.000]  所以中國人有一句說話
[00:04:39.000 --> 00:04:41.000]  所以中國人有一句說話
[00:04:41.000 --> 00:04:44.000]  中國人說一命二運三風水
[00:04:44.000 --> 00:04:47.000]  中國人說一命二運三風水
[00:04:47.000 --> 00:04:49.000]  四職應得五讀書
[00:04:49.000 --> 00:04:52.000]  四職應得五讀書
[00:04:52.000 --> 00:04:54.000]  五六七八九一直去到十二
[00:04:54.000 --> 00:04:56.000]  五六七八九一直去到十二
[00:04:56.000 --> 00:04:58.000]  我不知道大家認不認同這句說話
[00:04:58.000 --> 00:05:00.000]  我不知道大家認不認同這句說話
[00:05:00.000 --> 00:05:01.000]  我不知道大家認不認同這句說話
[00:05:01.000 --> 00:05:03.000]  這句說話其實說了一個人生的事實
[00:05:03.000 --> 00:05:04.000]  這句說話其實說了一個人生的事實
[00:05:04.000 --> 00:05:05.000]  這句說話其實說了一個人生的事實
[00:05:05.000 --> 00:05:06.000]  這句說話其實說了一個人生的事實
[00:05:06.000 --> 00:05:07.000]  這句說話其實說了一個人生的事實
[00:05:07.000 --> 00:05:08.000]  這句說話其實說了一個人生的事實
[00:05:08.000 --> 00:05:09.000]  這句說話其實說了一個人生的事實
[00:05:09.000 --> 00:05:10.000]  這句說話其實說了一個人生的事實
[00:05:10.000 --> 00:05:14.000]  這句說話其實說了一個人生的事實
[00:05:14.000 --> 00:05:15.000]  這句說話其實說了一個人生的事實
[00:05:15.000 --> 00:05:16.000]  這句說話其實說了一個人生的事實
[00:05:16.000 --> 00:05:17.000]  這句說話其實說了一個人生的事實
[00:05:17.000 --> 00:05:18.000]  這句說話其實說了一個人生的事實
[00:05:18.000 --> 00:05:19.000]  這句說話其實說了一個人生的事實
[00:05:19.000 --> 00:05:20.000]  這句說話其實說了一個人生的事實
[00:05:20.000 --> 00:05:21.000]  這句說話其實說了一個人生的事實
[00:05:21.000 --> 00:05:22.000]  這句說話其實說了一個人生的事實
[00:05:22.000 --> 00:05:23.000]  這句說話其實說了一個人生的事實
[00:05:23.000 --> 00:05:24.000]  這句說話其實說了一個人生的事實
[00:05:24.000 --> 00:05:25.000]  這句說話其實說了一個人生的事實
[00:05:25.000 --> 00:05:26.000]  這句說話其實說了一個人生的事實
[00:05:26.000 --> 00:05:27.000]  這句說話其實說了一個人生的事實
[00:05:27.000 --> 00:05:41.000]  這句說話其實說了一個人生的事實
[00:05:41.000 --> 00:05:42.000]  這句說話其實說了一個人生的事實
[00:05:42.000 --> 00:05:43.000]  這句說話其實說了一個人生的事實
[00:05:43.000 --> 00:05:44.000]  這句說話其實說了一個人生的事實
[00:05:44.000 --> 00:05:45.000]  這句說話其實說了一個人生的事實
[00:05:45.000 --> 00:05:46.000]  這句說話其實說了一個人生的事實
[00:05:46.000 --> 00:05:47.000]  這句說話其實說了一個人生的事實
[00:05:47.000 --> 00:05:48.000]  這句說話其實說了一個人生的事實
[00:05:48.000 --> 00:05:49.000]  這句說話其實說了一個人生的事實
[00:05:49.000 --> 00:05:50.000]  這句說話其實說了一個人生的事實
[00:05:50.000 --> 00:05:51.000]  這句說話其實說了一個人生的事實
[00:05:51.000 --> 00:05:52.000]  這句說話其實說了一個人生的事實
[00:05:52.000 --> 00:05:53.000]  這句說話其實說了一個人生的事實
[00:05:53.000 --> 00:05:54.000]  這句說話其實說了一個人生的事實
[00:05:54.000 --> 00:06:00.000]  這句說話其實說了一個人生的事實
[00:06:00.000 --> 00:06:01.000]  這句說話其實說了一個人生的事實
[00:06:01.000 --> 00:06:02.000]  這句說話其實說了一個人生的事實
[00:06:02.000 --> 00:06:03.000]  這句說話其實說了一個人生的事實
[00:06:03.000 --> 00:06:04.000]  這句說話其實說了一個人生的事實
[00:06:04.000 --> 00:06:05.000]  這句說話其實說了一個人生的事實
[00:06:05.000 --> 00:06:06.000]  這句說話其實說了一個人生的事實
[00:06:06.000 --> 00:06:07.000]  這句說話其實說了一個人生的事實
[00:06:07.000 --> 00:06:08.000]  這句說話其實說了一個人生的事實
[00:06:08.000 --> 00:06:09.000]  這句說話其實說了一個人生的事實
[00:06:09.000 --> 00:06:10.000]  這句說話其實說了一個人生的事實
[00:06:10.000 --> 00:06:11.000]  這句說話其實說了一個人生的事實
[00:06:11.000 --> 00:06:12.000]  這句說話其實說了一個人生的事實
[00:06:12.000 --> 00:06:13.000]  這句說話其實說了一個人生的事實
[00:06:13.000 --> 00:06:25.000]  這句說話其實說了一個人生的事實
[00:06:44.000 --> 00:06:45.000]  這句說話其實說了一個人生的事實
[00:06:45.000 --> 00:06:46.000]  這句說話其實說了一個人生的事實
[00:06:46.000 --> 00:06:47.000]  這句說話其實說了一個人生的事實
[00:06:47.000 --> 00:06:48.000]  這句說話其實說了一個人生的事實
[00:06:48.000 --> 00:06:49.000]  這句說話其實說了一個人生的事實
[00:06:49.000 --> 00:06:50.000]  這句說話其實說了一個人生的事實
[00:06:50.000 --> 00:06:51.000]  這句說話其實說了一個人生的事實
[00:06:51.000 --> 00:06:52.000]  這句說話其實說了一個人生的事實
[00:06:52.000 --> 00:06:53.000]  這句說話其實說了一個人生的事實
[00:06:53.000 --> 00:06:54.000]  這句說話其實說了一個人生的事實
[00:06:54.000 --> 00:06:55.000]  這句說話其實說了一個人生的事實
[00:06:55.000 --> 00:06:56.000]  這句說話其實說了一個人生的事實
[00:06:56.000 --> 00:06:57.000]  這句說話其實說了一個人生的事實
[00:06:57.000 --> 00:06:58.000]  這句說話其實說了一個人生的事實
[00:06:58.000 --> 00:07:26.000]  這句說話其實說了一個人生的事實
[00:07:28.000 --> 00:07:47.000]  這句說話其實說了一個人生的事實
[00:07:47.000 --> 00:07:48.000]  這句說話其實說了一個人生的事實
[00:07:48.000 --> 00:07:58.000]  這句說話其實說了一個人生的事實
[00:07:58.000 --> 00:07:59.000]  這句說話其實說了一個人生的事實
[00:07:59.000 --> 00:08:00.000]  這句說話其實說了一個人生的事實
[00:08:00.000 --> 00:08:01.000]  這句說話其實說了一個人生的事實
[00:08:01.000 --> 00:08:02.000]  這句說話其實說了一個人生的事實
[00:08:02.000 --> 00:08:03.000]  這句說話其實說了一個人生的事實
[00:08:03.000 --> 00:08:04.000]  這句說話其實說了一個人生的事實
[00:08:04.000 --> 00:08:05.000]  這句說話其實說了一個人生的事實
[00:08:05.000 --> 00:08:06.000]  這句說話其實說了一個人生的事實
[00:08:06.000 --> 00:08:07.000]  這句說話其實說了一個人生的事實
[00:08:07.000 --> 00:08:08.000]  這句說話其實說了一個人生的事實
[00:08:08.000 --> 00:08:09.000]  這句說話其實說了一個人生的事實
[00:08:09.000 --> 00:08:10.000]  這句說話其實說了一個人生的事實
[00:08:10.000 --> 00:08:11.000]  這句說話其實說了一個人生的事實
[00:08:11.000 --> 00:08:21.000]  這句說話其實說了一個人生的事實
[00:08:21.000 --> 00:08:22.000]  這句說話其實說了一個人生的事實
[00:08:22.000 --> 00:08:23.000]  這句說話其實說了一個人生的事實
[00:08:23.000 --> 00:08:24.000]  這句說話其實說了一個人生的事實
[00:08:24.000 --> 00:08:25.000]  這句說話其實說了一個人生的事實
[00:08:25.000 --> 00:08:26.000]  這句說話其實說了一個人生的事實
[00:08:26.000 --> 00:08:27.000]  這句說話其實說了一個人生的事實
[00:08:27.000 --> 00:08:28.000]  這句說話其實說了一個人生的事實
[00:08:28.000 --> 00:08:29.000]  這句說話其實說了一個人生的事實
[00:08:29.000 --> 00:08:30.000]  這句說話其實說了一個人生的事實
[00:08:30.000 --> 00:08:31.000]  這句說話其實說了一個人生的事實
[00:08:31.000 --> 00:08:32.000]  這句說話其實說了一個人生的事實
[00:08:32.000 --> 00:08:33.000]  這句說話其實說了一個人生的事實
[00:08:33.000 --> 00:08:34.000]  這句說話其實說了一個人生的事實
[00:08:34.000 --> 00:08:45.000]  這句說話其實說了一個人生的事實
[00:08:45.000 --> 00:08:46.000]  這句說話其實說了一個人生的事實
[00:08:46.000 --> 00:08:47.000]  這句說話其實說了一個人生的事實
[00:08:47.000 --> 00:08:48.000]  這句說話其實說了一個人生的事實
[00:08:48.000 --> 00:08:49.000]  這句說話其實說了一個人生的事實
[00:08:49.000 --> 00:08:50.000]  這句說話其實說了一個人生的事實
[00:08:50.000 --> 00:08:51.000]  這句說話其實說了一個人生的事實
[00:08:51.000 --> 00:08:52.000]  這句說話其實說了一個人生的事實
[00:08:52.000 --> 00:08:53.000]  這句說話其實說了一個人生的事實
[00:08:53.000 --> 00:08:54.000]  這句說話其實說了一個人生的事實
[00:08:54.000 --> 00:08:55.000]  這句說話其實說了一個人生的事實
[00:08:55.000 --> 00:08:56.000]  這句說話其實說了一個人生的事實
[00:08:56.000 --> 00:08:57.000]  這句說話其實說了一個人生的事實
[00:08:57.000 --> 00:08:58.000]  這句說話其實說了一個人生的事實
[00:08:58.000 --> 00:09:04.000]  這句說話其實說了一個人生的事實
[00:09:04.000 --> 00:09:05.000]  這句說話其實說了一個人生的事實
[00:09:05.000 --> 00:09:06.000]  這句說話其實說了一個人生的事實
[00:09:06.000 --> 00:09:07.000]  這句說話其實說了一個人生的事實
[00:09:07.000 --> 00:09:08.000]  這句說話其實說了一個人生的事實
[00:09:08.000 --> 00:09:09.000]  這句說話其實說了一個人生的事實
[00:09:09.000 --> 00:09:10.000]  這句說話其實說了一個人生的事實
[00:09:10.000 --> 00:09:11.000]  這句說話其實說了一個人生的事實
[00:09:11.000 --> 00:09:12.000]  這句說話其實說了一個人生的事實
[00:09:12.000 --> 00:09:13.000]  這句說話其實說了一個人生的事實
[00:09:13.000 --> 00:09:14.000]  這句說話其實說了一個人生的事實
[00:09:14.000 --> 00:09:15.000]  這句說話其實說了一個人生的事實
[00:09:15.000 --> 00:09:16.000]  這句說話其實說了一個人生的事實
[00:09:16.000 --> 00:09:17.000]  這句說話其實說了一個人生的事實
[00:09:17.000 --> 00:09:29.000]  這句說話其實說了一個人生的事實
[00:09:47.000 --> 00:09:53.000]  這句說話其實說了一個人生的事實
[00:09:53.000 --> 00:09:57.000]  這句說話其實說了一個人生的事實
[00:09:57.000 --> 00:09:58.000]  這句說話其實說了一個人生的事實
[00:09:58.000 --> 00:09:59.000]  這句說話其實說了一個人生的事實
[00:09:59.000 --> 00:10:00.000]  這句說話其實說了一個人生的事實
[00:10:00.000 --> 00:10:01.000]  這句說話其實說了一個人生的事實
[00:10:01.000 --> 00:10:02.000]  這句說話其實說了一個人生的事實
[00:10:02.000 --> 00:10:03.000]  這句說話其實說了一個人生的事實
[00:10:03.000 --> 00:10:04.000]  這句說話其實說了一個人生的事實
[00:10:04.000 --> 00:10:05.000]  這句說話其實說了一個人生的事實
[00:10:05.000 --> 00:10:06.000]  這句說話其實說了一個人生的事實
[00:10:06.000 --> 00:10:07.000]  這句說話其實說了一個人生的事實
[00:10:07.000 --> 00:10:08.000]  這句說話其實說了一個人生的事實
[00:10:08.000 --> 00:10:09.000]  這句說話其實說了一個人生的事實
[00:10:09.000 --> 00:10:19.000]  這句說話其實說了一個人生的事實
[00:10:19.000 --> 00:10:20.000]  這句說話其實說了一個人生的事實
[00:10:20.000 --> 00:10:21.000]  這句說話其實說了一個人生的事實
[00:10:21.000 --> 00:10:22.000]  這句說話其實說了一個人生的事實
[00:10:22.000 --> 00:10:23.000]  這句說話其實說了一個人生的事實
[00:10:23.000 --> 00:10:24.000]  這句說話其實說了一個人生的事實
[00:10:24.000 --> 00:10:25.000]  這句說話其實說了一個人生的事實
[00:10:25.000 --> 00:10:26.000]  這句說話其實說了一個人生的事實
[00:10:26.000 --> 00:10:27.000]  這句說話其實說了一個人生的事實
[00:10:27.000 --> 00:10:28.000]  這句說話其實說了一個人生的事實
[00:10:28.000 --> 00:10:29.000]  這句說話其實說了一個人生的事實
[00:10:29.000 --> 00:10:30.000]  這句說話其實說了一個人生的事實
[00:10:30.000 --> 00:10:31.000]  這句說話其實說了一個人生的事實
[00:10:31.000 --> 00:10:32.000]  這句說話其實說了一個人生的事實
[00:10:32.000 --> 00:10:43.000]  這句說話其實說了一個人生的事實
[00:10:43.000 --> 00:10:44.000]  這句說話其實說了一個人生的事實
[00:10:44.000 --> 00:10:45.000]  這句說話其實說了一個人生的事實
[00:10:45.000 --> 00:10:46.000]  這句說話其實說了一個人生的事實
[00:10:46.000 --> 00:10:47.000]  這句說話其實說了一個人生的事實
[00:10:47.000 --> 00:10:48.000]  這句說話其實說了一個人生的事實
[00:10:48.000 --> 00:10:49.000]  這句說話其實說了一個人生的事實
[00:10:49.000 --> 00:10:50.000]  這句說話其實說了一個人生的事實
[00:10:50.000 --> 00:10:51.000]  這句說話其實說了一個人生的事實
[00:10:51.000 --> 00:10:52.000]  這句說話其實說了一個人生的事實
[00:10:52.000 --> 00:10:53.000]  這句說話其實說了一個人生的事實
[00:10:53.000 --> 00:10:54.000]  這句說話其實說了一個人生的事實
[00:10:54.000 --> 00:10:55.000]  這句說話其實說了一個人生的事實
[00:10:55.000 --> 00:10:56.000]  這句說話其實說了一個人生的事實
[00:10:56.000 --> 00:11:02.000]  這句說話其實說了一個人生的事實
[00:11:02.000 --> 00:11:03.000]  這句說話其實說了一個人生的事實
[00:11:03.000 --> 00:11:04.000]  這句說話其實說了一個人生的事實
[00:11:04.000 --> 00:11:05.000]  這句說話其實說了一個人生的事實
[00:11:05.000 --> 00:11:06.000]  這句說話其實說了一個人生的事實
[00:11:06.000 --> 00:11:07.000]  這句說話其實說了一個人生的事實
[00:11:07.000 --> 00:11:08.000]  這句說話其實說了一個人生的事實
[00:11:08.000 --> 00:11:09.000]  這句說話其實說了一個人生的事實
[00:11:09.000 --> 00:11:10.000]  這句說話其實說了一個人生的事實
[00:11:10.000 --> 00:11:11.000]  這句說話其實說了一個人生的事實
[00:11:11.000 --> 00:11:12.000]  這句說話其實說了一個人生的事實
[00:11:12.000 --> 00:11:13.000]  這句說話其實說了一個人生的事實
[00:11:13.000 --> 00:11:14.000]  這句說話其實說了一個人生的事實
[00:11:14.000 --> 00:11:15.000]  這句說話其實說了一個人生的事實
[00:11:15.000 --> 00:11:26.000]  這句說話其實說了一個人生的事實
[00:11:26.000 --> 00:11:27.000]  這句說話其實說了一個人生的事實
[00:11:27.000 --> 00:11:28.000]  這句說話其實說了一個人生的事實
[00:11:28.000 --> 00:11:29.000]  這句說話其實說了一個人生的事實
[00:11:29.000 --> 00:11:30.000]  這句說話其實說了一個人生的事實
[00:11:30.000 --> 00:11:31.000]  這句說話其實說了一個人生的事實
[00:11:31.000 --> 00:11:32.000]  這句說話其實說了一個人生的事實
[00:11:32.000 --> 00:11:33.000]  這句說話其實說了一個人生的事實
[00:11:33.000 --> 00:11:34.000]  這句說話其實說了一個人生的事實
[00:11:34.000 --> 00:11:35.000]  這句說話其實說了一個人生的事實
[00:11:35.000 --> 00:11:36.000]  這句說話其實說了一個人生的事實
[00:11:36.000 --> 00:11:37.000]  這句說話其實說了一個人生的事實
[00:11:37.000 --> 00:11:38.000]  這句說話其實說了一個人生的事實
[00:11:38.000 --> 00:11:39.000]  這句說話其實說了一個人生的事實
[00:11:39.000 --> 00:11:51.000]  這句說話其實說了一個人生的事實
[00:11:51.000 --> 00:11:52.000]  這句說話其實說了一個人生的事實
[00:11:52.000 --> 00:11:53.000]  這句說話其實說了一個人生的事實
[00:11:53.000 --> 00:11:54.000]  這句說話其實說了一個人生的事實
[00:11:54.000 --> 00:11:55.000]  這句說話其實說了一個人生的事實
[00:11:55.000 --> 00:11:56.000]  這句說話其實說了一個人生的事實
[00:11:56.000 --> 00:11:57.000]  這句說話其實說了一個人生的事實
[00:11:57.000 --> 00:11:58.000]  這句說話其實說了一個人生的事實
[00:11:58.000 --> 00:11:59.000]  這句說話其實說了一個人生的事實
[00:11:59.000 --> 00:12:00.000]  這句說話其實說了一個人生的事實
[00:12:00.000 --> 00:12:01.000]  這句說話其實說了一個人生的事實
[00:12:01.000 --> 00:12:02.000]  這句說話其實說了一個人生的事實
[00:12:02.000 --> 00:12:03.000]  這句說話其實說了一個人生的事實
[00:12:03.000 --> 00:12:04.000]  這句說話其實說了一個人生的事實
[00:12:04.000 --> 00:12:10.000]  這句說話其實說了一個人生的事實
[00:12:10.000 --> 00:12:11.000]  這句說話其實說了一個人生的事實
[00:12:11.000 --> 00:12:12.000]  這句說話其實說了一個人生的事實
[00:12:12.000 --> 00:12:13.000]  這句說話其實說了一個人生的事實
[00:12:13.000 --> 00:12:14.000]  這句說話其實說了一個人生的事實
[00:12:14.000 --> 00:12:15.000]  這句說話其實說了一個人生的事實
[00:12:15.000 --> 00:12:16.000]  這句說話其實說了一個人生的事實
[00:12:16.000 --> 00:12:17.000]  這句說話其實說了一個人生的事實
[00:12:17.000 --> 00:12:18.000]  這句說話其實說了一個人生的事實
[00:12:18.000 --> 00:12:19.000]  這句說話其實說了一個人生的事實
[00:12:19.000 --> 00:12:20.000]  這句說話其實說了一個人生的事實
[00:12:20.000 --> 00:12:21.000]  這句說話其實說了一個人生的事實
[00:12:21.000 --> 00:12:22.000]  這句說話其實說了一個人生的事實
[00:12:22.000 --> 00:12:23.000]  這句說話其實說了一個人生的事實
[00:12:23.000 --> 00:12:34.000]  這句說話其實說了一個人生的事實
[00:12:34.000 --> 00:12:35.000]  這句說話其實說了一個人生的事實
[00:12:35.000 --> 00:12:36.000]  這句說話其實說了一個人生的事實
[00:12:36.000 --> 00:12:37.000]  這句說話其實說了一個人生的事實
[00:12:37.000 --> 00:12:38.000]  這句說話其實說了一個人生的事實
[00:12:38.000 --> 00:12:39.000]  這句說話其實說了一個人生的事實
[00:12:39.000 --> 00:12:40.000]  這句說話其實說了一個人生的事實
[00:12:40.000 --> 00:12:41.000]  這句說話其實說了一個人生的事實
[00:12:41.000 --> 00:12:42.000]  這句說話其實說了一個人生的事實
[00:12:42.000 --> 00:12:43.000]  這句說話其實說了一個人生的事實
[00:12:43.000 --> 00:12:44.000]  這句說話其實說了一個人生的事實
[00:12:44.000 --> 00:12:45.000]  這句說話其實說了一個人生的事實
[00:12:45.000 --> 00:12:46.000]  這句說話其實說了一個人生的事實
[00:12:46.000 --> 00:12:47.000]  這句說話其實說了一個人生的事實
[00:12:47.000 --> 00:12:53.000]  這句說話其實說了一個人生的事實
[00:12:53.000 --> 00:12:54.000]  這句說話其實說了一個人生的事實
[00:12:54.000 --> 00:12:55.000]  這句說話其實說了一個人生的事實
[00:12:55.000 --> 00:12:56.000]  這句說話其實說了一個人生的事實
[00:12:56.000 --> 00:12:57.000]  這句說話其實說了一個人生的事實
[00:12:57.000 --> 00:12:58.000]  這句說話其實說了一個人生的事實
[00:12:58.000 --> 00:12:59.000]  這句說話其實說了一個人生的事實
[00:12:59.000 --> 00:13:00.000]  這句說話其實說了一個人生的事實
[00:13:00.000 --> 00:13:01.000]  這句說話其實說了一個人生的事實
[00:13:01.000 --> 00:13:02.000]  這句說話其實說了一個人生的事實
[00:13:02.000 --> 00:13:03.000]  這句說話其實說了一個人生的事實
[00:13:03.000 --> 00:13:04.000]  這句說話其實說了一個人生的事實
[00:13:04.000 --> 00:13:05.000]  這句說話其實說了一個人生的事實
[00:13:05.000 --> 00:13:06.000]  這句說話其實說了一個人生的事實
[00:13:06.000 --> 00:13:17.000]  這句說話其實說了一個人生的事實
[00:13:17.000 --> 00:13:18.000]  這句說話其實說了一個人生的事實
[00:13:18.000 --> 00:13:19.000]  這句說話其實說了一個人生的事實
[00:13:19.000 --> 00:13:20.000]  這句說話其實說了一個人生的事實
