
[00:00:00.000 --> 00:00:02.000]  好 讓我們低頭禱告
[00:02:21.640 --> 00:02:24.280]  因為有時候是因為現在人
[00:02:24.280 --> 00:02:26.880]  我們現在的人都很忙 是不是
[00:02:26.880 --> 00:02:28.760]  我們常常都很忙很忙
[00:02:28.760 --> 00:02:31.880]  忙來忙去 那我們身體就不夠
[00:02:31.880 --> 00:02:33.200]  休息就不夠了
[00:02:33.200 --> 00:02:35.680]  休息不夠的時候呢
[00:02:35.680 --> 00:02:38.840]  你的體就開始影響你的魂
[00:02:38.840 --> 00:02:41.240]  你的情緒 魂就是你的情緒
[00:02:41.240 --> 00:02:43.840]  然後你開始就產生焦慮
[00:02:43.840 --> 00:02:46.120]  這焦慮就出來了
[00:02:46.120 --> 00:02:49.400]  像我 我隨著年齡在增長
[00:02:49.400 --> 00:02:52.840]  那當然體力也越來越差啦
[00:02:52.840 --> 00:02:56.360]  可是 我的智慧有在增長啊
[00:02:56.360 --> 00:02:58.640]  當我智慧有增長的時候
[00:02:58.640 --> 00:03:00.560]  我就會碰到事情的時候
[00:03:00.560 --> 00:03:03.480]  我就早一點開始準備
[00:03:03.480 --> 00:03:06.760]  當我開始把事情都安排好 準備好之後
[00:03:06.760 --> 00:03:12.480]  這個焦慮的指數就下來了
[00:03:12.480 --> 00:03:14.920]  我就不那麼焦慮了
[00:03:14.920 --> 00:03:19.000]  而且當別人跟我意見不一樣的時候
[00:03:19.000 --> 00:03:22.720]  就禱告 問主 祂的對
[00:03:22.720 --> 00:03:24.800]  Maybe 是祂的對哦
[00:03:24.800 --> 00:03:28.960]  然後該放下來的 你就放下來
[00:03:28.960 --> 00:03:30.040]  不要顧面子
[00:03:30.040 --> 00:03:33.240]  沒有什麼 你的周圍
[00:03:33.240 --> 00:03:36.200]  不是你的家人 就是你的朋友
[00:03:36.200 --> 00:03:38.160]  有什麼好顧面子的
[00:03:38.160 --> 00:03:40.280]  可以 該放下來就放下來
[00:03:40.280 --> 00:03:42.600]  不要去想要改變對方
[00:03:42.600 --> 00:03:44.200]  你不要想要改變對方
[00:03:44.200 --> 00:03:47.000]  然後你面對那些脾氣不好的人
[00:03:47.000 --> 00:03:49.160]  在家裡面
[00:03:49.160 --> 00:03:52.000]  丈夫 兒女
[00:03:52.000 --> 00:03:54.360]  盡量避免衝突
[00:03:54.360 --> 00:03:55.720]  不要避免衝突
[00:03:55.720 --> 00:03:57.720]  那
[00:03:57.720 --> 00:04:00.600]  你知道 容易生氣的人啊
[00:04:00.600 --> 00:04:02.040]  他一生氣啊
[00:04:02.040 --> 00:04:04.160]  他就把他自己關起來了
[00:04:04.160 --> 00:04:07.920]  那你如果能夠帶著一個憐憫的心
[00:04:07.920 --> 00:04:09.680]  你說 你先不要自己覺得
[00:04:09.680 --> 00:04:12.640]  哎呦 我好可憐哦 又來了
[00:04:12.640 --> 00:04:14.400]  我們常常都這樣自憐
[00:04:14.400 --> 00:04:17.120]  不要自憐 不要覺得你委屈
[00:04:17.120 --> 00:04:19.040]  你去為對方禱告
[00:04:19.040 --> 00:04:19.920]  為對方禱告
[00:04:19.920 --> 00:04:23.360]  你知道河川冰凍非一日之寒
[00:04:23.360 --> 00:04:25.240]  這個人為什麼會這樣子
[00:04:25.240 --> 00:04:27.720]  你要去找出來
[00:04:27.720 --> 00:04:29.600]  也許從他家庭一直傳
[00:04:29.600 --> 00:04:30.760]  他爸爸就是這樣子
[00:04:30.760 --> 00:04:32.240]  他媽媽就是這樣子
[00:04:32.240 --> 00:04:34.720]  所以一直到他動不動就生氣
[00:04:34.720 --> 00:04:36.120]  動不動就有
[00:04:36.120 --> 00:04:37.640]  你不知道為什麼
[00:04:37.640 --> 00:04:42.040]  但是不見得是這個人的問題
[00:04:42.040 --> 00:04:43.400]  或他的錯
[00:04:43.400 --> 00:04:45.400]  所以我們帶著一個感恩的心
[00:04:45.400 --> 00:04:46.680]  說主啊 謝謝你
[00:04:46.680 --> 00:04:50.120]  幫助我 打開我的眼睛
[00:04:50.120 --> 00:04:52.640]  不要跟人家之間有什麼事情
[00:04:52.640 --> 00:04:55.160]  都是人家錯
[00:04:55.160 --> 00:04:57.240]  尤其是我們基督徒
[00:04:57.240 --> 00:04:59.160]  我們不要常常都是怪
[00:04:59.160 --> 00:05:00.800]  不要怪袁牧師以前都想
[00:05:00.800 --> 00:05:05.720]  四個手指出去 四個指頭是指自己的
[00:05:05.720 --> 00:05:12.720]  所以我們不但要憑著信心
[00:05:12.720 --> 00:05:14.400]  你既然是神的兒女
[00:05:14.400 --> 00:05:15.680]  你就憑著信心
[00:05:15.680 --> 00:05:17.760]  你不斷地禱告祈求
[00:05:17.760 --> 00:05:19.080]  求聖靈做功
[00:05:19.080 --> 00:05:21.240]  求主約書的寶血遮蓋
[00:05:21.240 --> 00:05:24.240]  通常當你這樣子不斷地禱告的時候
[00:05:24.240 --> 00:05:27.640]  你就會看到整個環境跟氣氛
[00:05:27.640 --> 00:05:29.840]  就開始變化了
[00:05:29.840 --> 00:05:31.640]  沒有那麼緊張了
[00:05:31.640 --> 00:05:35.520]  對方也許以前也是很會生氣
[00:05:35.520 --> 00:05:39.160]  可是那個生氣的時間越來越短了
[00:05:39.160 --> 00:05:40.680]  感謝讚美主
[00:05:40.680 --> 00:05:43.040]  壓力 緊張跟不安
[00:05:43.040 --> 00:05:47.440]  剛才謙也做了這個見證
[00:05:47.440 --> 00:05:48.960]  中國大陸的弟兄姊妹
[00:05:48.960 --> 00:05:50.080]  你看到沒有
[00:05:50.080 --> 00:05:52.840]  壓力越大
[00:05:52.840 --> 00:05:56.520]  愛主的心越多
[00:05:56.520 --> 00:05:58.360]  所以不要怕壓力
[00:05:58.360 --> 00:06:02.240]  只要我們願意在主的面前追求
[00:06:02.240 --> 00:06:03.120]  主是樂意
[00:06:03.120 --> 00:06:04.480]  剛才牧師講的
[00:06:04.480 --> 00:06:07.240]  祂的恩典是樂意要給我們的
[00:06:07.240 --> 00:06:10.480]  只要你願意追求那個美好的人生
[00:06:10.480 --> 00:06:13.240]  不只是你自己的生命有改變
[00:06:13.240 --> 00:06:15.040]  不只是你自己有得著
[00:06:15.040 --> 00:06:16.480]  而且你還可以成為
[00:06:16.480 --> 00:06:19.600]  你身邊所有的人的祝福
[00:06:19.600 --> 00:06:21.200]  這是我們的 goal
[00:06:21.200 --> 00:06:22.800]  我們要去影響這個社會
[00:06:22.800 --> 00:06:24.720]  影響這個世代
[00:06:24.720 --> 00:06:27.200]  感謝讚美主
[00:06:27.200 --> 00:06:29.960]  那最近我們貝利小組
[00:06:29.960 --> 00:06:33.800]  從回到Bellevue
[00:06:33.800 --> 00:06:37.440]  那小遠跟閻彬他們在Renton那邊
[00:06:37.440 --> 00:06:39.120]  那有兩個小組
[00:06:39.120 --> 00:06:42.720]  都很穩定地在進行在成長
[00:06:42.720 --> 00:06:45.240]  那牧師就給Renton小組
[00:06:45.240 --> 00:06:47.520]  取了一個名字叫做雷頓
[00:06:47.520 --> 00:06:49.160]  雷就是打雷的雷
[00:06:49.160 --> 00:06:50.160]  頓牌的頓
[00:06:50.160 --> 00:06:51.440]  那意思就是說
[00:06:51.440 --> 00:06:55.000]  雷頓小組是有神做他們頓牌的小組
[00:06:55.000 --> 00:06:56.280]  Hallelujah
[00:06:56.280 --> 00:06:57.320]  那貝利呢
[00:06:57.320 --> 00:07:01.680]  就是何欣還有Laura跟燕子
[00:07:01.680 --> 00:07:03.320]  他們在那裡打天下
[00:07:03.320 --> 00:07:06.200]  他們也是很認真的在那裡打天下
[00:07:06.200 --> 00:07:08.120]  那我剛才講過
[00:07:08.120 --> 00:07:10.680]  Laura每次說邀請新人的時候
[00:07:10.680 --> 00:07:12.680]  都是充滿熱忱的
[00:07:12.680 --> 00:07:14.040]  所以人家來的時候
[00:07:14.040 --> 00:07:16.000]  我們是說
[00:07:16.000 --> 00:07:18.600]  你要早點來
[00:07:18.600 --> 00:07:19.320]  早點來
[00:07:19.320 --> 00:07:23.360]  然後你跟人家講講話
[00:07:23.360 --> 00:07:28.280]  讓人家覺得他有被接納有被歡迎的感覺
[00:07:28.280 --> 00:07:32.960]  所以上個禮拜我們有五個姐妹
[00:07:32.960 --> 00:07:35.040]  五個弟兄姐妹
[00:07:35.040 --> 00:07:36.280]  絕緻姓氏
[00:07:36.280 --> 00:07:40.000]  那以前我小孩小的時候呢
[00:07:40.000 --> 00:07:42.400]  我禮拜天早上起來就很趕
[00:07:42.400 --> 00:07:44.080]  趕著幫他們換衣服
[00:07:44.080 --> 00:07:45.360]  他們換好衣服以後
[00:07:45.360 --> 00:07:47.800]  我自己就趕快去梳妝打扮
[00:07:47.800 --> 00:07:50.440]  這樣匆匆趕呀趕
[00:07:50.440 --> 00:07:53.080]  現在我跟牧師兩個人我們約好
[00:07:53.080 --> 00:07:55.480]  每個禮拜天早上八點半
[00:07:55.480 --> 00:07:56.960]  我們就離開家
[00:07:56.960 --> 00:07:58.560]  到教會來
[00:07:58.560 --> 00:07:59.600]  到教會來做什麼
[00:07:59.600 --> 00:08:00.440]  這麼早來
[00:08:00.440 --> 00:08:04.720]  當然也是一方面也是做做一些
[00:08:04.720 --> 00:08:05.880]  躲事啦
[00:08:05.880 --> 00:08:10.720]  但是我們要高高興興地來到教會
[00:08:10.720 --> 00:08:13.520]  來參加這個屬靈的Party
[00:08:13.520 --> 00:08:14.800]  到主的面前
[00:08:14.800 --> 00:08:16.320]  到我們天父面前來
[00:08:16.320 --> 00:08:18.080]  參加這個屬靈的Party
[00:08:18.080 --> 00:08:20.640]  所以我們也希望主日進來
[00:08:20.640 --> 00:08:22.440]  人家一走進來的時候
[00:08:22.440 --> 00:08:24.320]  別人一進到這個教會來的時候
[00:08:24.320 --> 00:08:27.960]  就有一種很喜樂的氣氛在這裡
[00:08:27.960 --> 00:08:30.720]  所以教會十點半聚會
[00:08:30.720 --> 00:08:33.080]  你學著早一點來
[00:08:33.080 --> 00:08:34.440]  早一點來你坐在那裡
[00:08:34.440 --> 00:08:36.080]  你開始禱告
[00:08:36.080 --> 00:08:37.120]  你開始禱告
[00:08:37.120 --> 00:08:40.880]  會聖殿被聖靈充滿來禱告
[00:08:40.880 --> 00:08:42.480]  所以有人進來的時候
[00:08:42.480 --> 00:08:45.320]  他就會你趕快過去寒暄溫暖
[00:08:45.320 --> 00:08:46.400]  你好啊
[00:08:46.400 --> 00:08:47.560]  這個禮拜好不好啊
[00:08:47.560 --> 00:08:49.200]  很高興看到你啊
[00:08:49.200 --> 00:08:52.280]  你不要以為你講這幾句話沒什麼
[00:08:52.280 --> 00:08:53.880]  那個被你問候的人
[00:08:53.880 --> 00:08:58.160]  那個感覺是完全不一樣的
[00:08:58.160 --> 00:09:00.360]  所以弟兄姊妹
[00:09:00.360 --> 00:09:03.360]  主日我們來教會聚會
[00:09:03.360 --> 00:09:05.640]  是來領受祝福的
[00:09:05.640 --> 00:09:08.160]  但是同時神也要使用我們
[00:09:08.160 --> 00:09:11.080]  Reaching out
[00:09:11.080 --> 00:09:13.360]  我們最近其實一直都是這樣子
[00:09:13.360 --> 00:09:14.560]  我們禱告會裡面
[00:09:14.560 --> 00:09:17.080]  大家都一直在為教會的復興禱告
[00:09:17.080 --> 00:09:19.400]  希望我們聖殿坐得滿滿的
[00:09:19.400 --> 00:09:22.600]  好 就是這樣
[00:09:22.600 --> 00:09:24.720]  弟兄姊妹
[00:09:24.720 --> 00:09:27.760]  把你的心獻給主
[00:09:27.760 --> 00:09:29.360]  早一點來
[00:09:29.360 --> 00:09:31.600]  你坐在那邊禱告的時候
[00:09:31.600 --> 00:09:33.200]  你不要小看哦
[00:09:33.200 --> 00:09:34.960]  人家今天來聚會的人
[00:09:34.960 --> 00:09:36.400]  病就要得醫治
[00:09:36.400 --> 00:09:38.840]  心就要得安慰
[00:09:38.840 --> 00:09:44.800]  所以我們
[00:09:44.800 --> 00:09:45.920]  病要得醫治
[00:09:45.920 --> 00:09:47.560]  心要得安慰
[00:09:47.560 --> 00:09:49.040]  神機騎士
[00:09:49.040 --> 00:09:50.800]  那個不可能的事情
[00:09:50.800 --> 00:09:54.360]  就要不斷的在我們教會發生
[00:09:54.360 --> 00:09:55.680]  感謝讚美主
[00:09:55.680 --> 00:09:58.880]  所以這是教會存在的意義
[00:09:58.880 --> 00:10:02.000]  為什麼我們要有一個教會
[00:10:02.000 --> 00:10:03.760]  你信耶穌沒有關係
[00:10:03.760 --> 00:10:07.600]  你就在家裡面自己讀經
[00:10:07.600 --> 00:10:08.800]  自己禱告
[00:10:08.800 --> 00:10:09.920]  自己唱詩歌
[00:10:09.920 --> 00:10:14.640]  現在很多網上的微信教堂
[00:10:14.640 --> 00:10:16.760]  但是為什麼我們要到教會來
[00:10:16.760 --> 00:10:18.680]  因為我們是人
[00:10:18.680 --> 00:10:22.200]  我們需要那個實際的touch
[00:10:22.200 --> 00:10:23.680]  那個touch在那邊
[00:10:23.680 --> 00:10:26.000]  我們需要彼此的來touch
[00:10:26.000 --> 00:10:29.800]  所以感謝讚美主
[00:10:29.800 --> 00:10:32.960]  我們到教會來
[00:10:32.960 --> 00:10:34.880]  還有就是說
[00:10:34.880 --> 00:10:38.280]  聖靈可以來更新變化我們
[00:10:38.280 --> 00:10:40.480]  讓我們每一個人
[00:10:40.480 --> 00:10:44.560]  成為轉化這個世代的關鍵
[00:10:44.560 --> 00:10:46.080]  神靠 神用我們
[00:10:46.080 --> 00:10:49.600]  神不 天使不侍奉的
[00:10:49.600 --> 00:10:52.560]  神是靠我們來轉化這個世代的
[00:10:52.560 --> 00:10:53.960]  感謝讚美主
[00:10:53.960 --> 00:10:57.280]  而且你說
[00:10:57.280 --> 00:10:58.320]  我那天碰到
[00:10:58.320 --> 00:11:00.320]  我那天在Laura家碰到一個人
[00:11:00.320 --> 00:11:02.280]  他說我以前是去教會的
[00:11:02.280 --> 00:11:06.200]  那他很念電說我現在不去了
[00:11:06.200 --> 00:11:07.640]  我說為什麼不去了
[00:11:07.640 --> 00:11:12.120]  他說因為教會裡面有紛爭
[00:11:12.120 --> 00:11:13.800]  我也不曉得在哪一派
[00:11:13.800 --> 00:11:15.320]  所以我就不去了
[00:11:15.320 --> 00:11:18.640]  那我今天我們教會沒有紛爭
[00:11:18.640 --> 00:11:20.000]  在我們沒有紛爭之前
[00:11:20.000 --> 00:11:21.720]  我說我送你一句話
[00:11:21.720 --> 00:11:24.560]  我們請那個教子幫我們打出來
[00:11:24.560 --> 00:11:26.480]  我們大家一起來念
[00:11:26.480 --> 00:11:28.440]  真言書
[00:11:28.440 --> 00:11:29.800]  來一起念真言書
[00:11:29.800 --> 00:11:31.360]  二十七章十七節
[00:11:31.360 --> 00:11:33.880]  且磨且磨出刃來
[00:11:33.880 --> 00:11:37.520]  同有相感也是如此
[00:11:37.520 --> 00:11:40.520]  你覺得教會裡面是誰
[00:11:40.520 --> 00:11:43.040]  不是我們這群罪人嗎
[00:11:43.040 --> 00:11:45.480]  罪人罪會怎麼樣犯罪啊
[00:11:45.480 --> 00:11:48.440]  口舌犯罪對不對
[00:11:48.440 --> 00:11:52.000]  情感犯罪不高興臉就拉下來了
[00:11:52.000 --> 00:11:54.680]  但是你記不記得我每次最愛講的話
[00:11:54.680 --> 00:11:57.240]  I love you no matter what
[00:11:57.240 --> 00:12:00.520]  我就是愛你不管怎麼樣我都愛你
[00:12:00.520 --> 00:12:04.520]  所以這邊講的且磨且
[00:12:04.520 --> 00:12:08.840]  你不要講說我跟什麼人沒有chemistry
[00:12:08.840 --> 00:12:11.440]  所以我就躲他遠遠的
[00:12:11.440 --> 00:12:14.400]  No 在教會裡面
[00:12:14.400 --> 00:12:15.840]  神把你們擺在一起
[00:12:15.840 --> 00:12:18.560]  我們一起祀奉且磨且
[00:12:18.560 --> 00:12:20.320]  且磨且
[00:12:20.320 --> 00:12:23.080]  所以越跟你不一樣的人
[00:12:23.080 --> 00:12:24.640]  你越要跟他在一起
[00:12:24.640 --> 00:12:27.440]  才能夠有火花感謝主
[00:12:27.440 --> 00:12:32.200]  而且才能夠常常的藉著別人來更新我們
[00:12:32.200 --> 00:12:34.320]  更新我們感謝讚美主
[00:12:34.320 --> 00:12:37.800]  所以我們在教會裡面
[00:12:37.800 --> 00:12:39.480]  我們被更新
[00:12:39.480 --> 00:12:41.440]  我們跟主連接
[00:12:41.440 --> 00:12:44.200]  然後我們就會能夠經歷那一份
[00:12:44.200 --> 00:12:46.520]  主天的平安和喜樂
[00:12:46.520 --> 00:12:48.160]  那是我們要的
[00:12:48.160 --> 00:12:53.000]  因為這裡
[00:12:53.000 --> 00:12:54.280]  我在這裡
[00:12:54.280 --> 00:12:56.560]  這裡有神的同在
[00:12:56.560 --> 00:12:58.360]  當你有神的同在的時候
[00:12:58.360 --> 00:13:00.480]  你的智慧就被打開來了
[00:13:00.480 --> 00:13:03.480]  你心就柔軟就寬廣
[00:13:03.480 --> 00:13:05.720]  Hallelujah 感謝主
[00:13:05.720 --> 00:13:08.800]  你知道不認識神的人
[00:13:08.800 --> 00:13:10.680]  他一生下來
[00:13:10.680 --> 00:13:13.360]  就活在一個
[00:13:13.360 --> 00:13:16.840]  墮落有罪的環境裡面
[00:13:16.840 --> 00:13:18.760]  而且在一個
[00:13:18.760 --> 00:13:22.320]  撒旦控制的權勢之下
[00:13:22.320 --> 00:13:25.520]  我們常常被迷惑被欺騙
[00:13:25.520 --> 00:13:29.040]  你知道常常就有一些
[00:13:29.040 --> 00:13:31.720]  批評比方說
[00:13:31.720 --> 00:13:33.960]  重男輕女啊
[00:13:33.960 --> 00:13:36.920]  那個比較窮的人啊
[00:13:36.920 --> 00:13:39.280]  哎呀你太矮啦
[00:13:39.280 --> 00:13:41.720]  哎呀你太醜啦
[00:13:41.720 --> 00:13:46.080]  一大堆很負面的論斷
[00:13:46.080 --> 00:13:49.920]  這些我們從小就聽這些聲音
[00:13:49.920 --> 00:13:51.680]  你知道我媽媽從小說我什麼
[00:13:51.680 --> 00:13:53.080]  其實你們覺得我長得醜不醜
[00:13:53.080 --> 00:13:53.880]  不醜嘛
[00:13:53.880 --> 00:13:55.360]  但我媽她說什麼
[00:13:55.360 --> 00:13:57.720]  有一天我媽去吃喜酒
[00:13:57.720 --> 00:13:58.800]  她帶我哥哥去
[00:13:58.800 --> 00:13:59.760]  人家問我說
[00:13:59.760 --> 00:14:01.400]  人家問她說你女兒呢
[00:14:01.400 --> 00:14:03.360]  我們那個Mike
[00:14:03.360 --> 00:14:04.840]  就是我們那個醜的
[00:14:04.840 --> 00:14:05.960]  在家裡面
[00:14:05.960 --> 00:14:07.960]  今天沒有來
[00:14:07.960 --> 00:14:10.480]  她回來還講給我聽哦
[00:14:10.480 --> 00:14:11.720]  她回來還講給我聽
[00:14:11.720 --> 00:14:14.600]  所以我從小就覺得我很醜
[00:14:14.600 --> 00:14:16.640]  因為只有哥哥跟弟弟是帥的
[00:14:16.640 --> 00:14:17.920]  我是最醜的
[00:14:17.920 --> 00:14:19.640]  其實我也不醜嘛
[00:14:19.640 --> 00:14:20.200]  對
[00:14:20.200 --> 00:14:21.080]  因為那個
[00:14:21.080 --> 00:14:22.000]  重男輕女
[00:14:22.000 --> 00:14:22.960]  但是你知道我媽媽
[00:14:22.960 --> 00:14:23.840]  後來我跟她講說
[00:14:23.840 --> 00:14:25.400]  媽媽你重男輕女
[00:14:25.400 --> 00:14:27.200]  你知道她
[00:14:27.200 --> 00:14:29.440]  生氣掉眼淚跟我說
[00:14:29.440 --> 00:14:32.520]  你沒有良心
[00:14:32.520 --> 00:14:33.880]  她其實也很疼我
[00:14:33.880 --> 00:14:34.760]  但是你知道嗎
[00:14:34.760 --> 00:14:37.320]  我們中國人講話
[00:14:37.320 --> 00:14:40.280]  他不知道他自己在講什麼
[00:14:40.280 --> 00:14:41.880]  所以感謝讚美組
[00:14:41.880 --> 00:14:43.920]  聽啊聽啊
[00:14:43.920 --> 00:14:46.400]  所以我們其實
[00:14:46.400 --> 00:14:48.880]  常常就在一個魔鬼
[00:14:48.880 --> 00:14:50.560]  掌握的權勢之下
[00:14:50.560 --> 00:14:52.200]  所以就被迷惑
[00:14:52.200 --> 00:14:54.960]  被欺騙
[00:14:54.960 --> 00:14:56.560]  所以這些論斷呢
[00:14:56.560 --> 00:14:59.680]  就讓我們聽不到神的聲音
[00:14:59.680 --> 00:15:03.600]  看不到自己是神所造的
[00:15:03.600 --> 00:15:06.280]  你知道我們是神所造的
[00:15:06.280 --> 00:15:10.120]  我們是照著祂的形象造的
[00:15:10.120 --> 00:15:12.680]  所以
[00:15:12.680 --> 00:15:15.560]  我們是非常尊貴的弟兄姊妹
[00:15:15.560 --> 00:15:17.840]  弟兄姊妹我們是非常尊貴的
[00:15:17.840 --> 00:15:21.120]  而且你知道神照我們在萬物之上
[00:15:21.120 --> 00:15:22.400]  在萬物之上
[00:15:22.400 --> 00:15:25.560]  是有智慧有能力的
[00:15:25.560 --> 00:15:27.960]  常常我們因為我們不認識神
[00:15:27.960 --> 00:15:30.920]  我們更不認識我們自己
[00:15:30.920 --> 00:15:33.320]  所以呢
[00:15:33.320 --> 00:15:39.160]  常常我們活得像個乞丐一樣
[00:15:39.160 --> 00:15:42.960]  真的是不願意
[00:15:42.960 --> 00:15:45.120]  常常就每天為了生活
[00:15:45.120 --> 00:15:49.080]  就不斷地忙啊忙啊
[00:15:49.080 --> 00:15:53.440]  不斷地退而居其次
[00:15:53.440 --> 00:15:55.160]  我怎麼樣我怎麼樣
[00:15:55.160 --> 00:15:57.480]  給自己找很多藉口
[00:15:57.480 --> 00:16:01.160]  常常地被環境折磨到精疲力竭
[00:16:01.160 --> 00:16:02.040]  有沒有
[00:16:02.040 --> 00:16:05.680]  你常常就為了環境
[00:16:05.680 --> 00:16:07.320]  為了生活
[00:16:07.320 --> 00:16:09.080]  把你折磨到精疲力竭
[00:16:09.080 --> 00:16:13.240]  你不但沒有享受你做兒女的好處
[00:16:13.240 --> 00:16:16.240]  你整天就被身邊的萬事萬物
[00:16:16.240 --> 00:16:19.880]  把你磨得抬不起頭來
[00:16:19.880 --> 00:16:20.960]  我們需要突破
[00:16:20.960 --> 00:16:22.240]  是的
[00:16:22.240 --> 00:16:23.880]  那有一個姐妹跟我說
[00:16:23.880 --> 00:16:26.120]  她說
[00:16:26.120 --> 00:16:27.880]  我那個不信主的丈夫
[00:16:27.880 --> 00:16:29.840]  他很愛生氣
[00:16:29.840 --> 00:16:32.240]  他也不願意跟人家打交道
[00:16:32.240 --> 00:16:34.520]  他在家裡面也從來不跟我講話
[00:16:34.520 --> 00:16:36.000]  也不跟我溝通
[00:16:36.000 --> 00:16:39.840]  她說我非常的
[00:16:39.840 --> 00:16:40.640]  以前呢
[00:16:40.640 --> 00:16:43.720]  我們教會有時候一個晚上
[00:16:43.720 --> 00:16:45.520]  我們會在晚上十點
[00:16:45.520 --> 00:16:47.760]  有一個那種餐飲事工
[00:16:47.760 --> 00:16:50.960]  都是一些廚師他們會來
[00:16:50.960 --> 00:16:53.160]  那其中呢有一個師父
[00:16:53.160 --> 00:16:55.680]  他來美國已經很久很久
[00:16:55.680 --> 00:16:57.280]  我都不知道他來多久了
[00:16:57.280 --> 00:17:00.360]  然後他好賭
[00:17:00.360 --> 00:17:01.360]  他好賭
[00:17:01.360 --> 00:17:04.960]  所以呢他所有的工資全部都輸光
[00:17:04.960 --> 00:17:06.080]  他來了那麼久
[00:17:06.080 --> 00:17:07.560]  他沒有身份
[00:17:07.560 --> 00:17:09.280]  然後他也不能夠回家
[00:17:09.280 --> 00:17:11.760]  所以他整個人都很
[00:17:11.760 --> 00:17:13.840]  都很乾扁
[00:17:13.840 --> 00:17:15.240]  黑瘦
[00:17:15.240 --> 00:17:16.760]  又黑又瘦
[00:17:16.760 --> 00:17:18.400]  因為他
[00:17:18.400 --> 00:17:24.160]  痛苦的根本就無法自拔
[00:17:24.160 --> 00:17:26.320]  還有一個很漂亮的女孩子
[00:17:26.320 --> 00:17:28.520]  她是在美國長大的
[00:17:28.520 --> 00:17:30.520]  她從小在美國長大
[00:17:30.520 --> 00:17:31.680]  所以她媽媽呢
[00:17:31.680 --> 00:17:32.880]  就幫她安排
[00:17:32.880 --> 00:17:35.840]  嫁給一個從中國來的留學生
[00:17:35.840 --> 00:17:36.800]  這個不是現在
[00:17:36.800 --> 00:17:40.160]  這個是差不多十五二十年前的事情
[00:17:40.160 --> 00:17:43.200]  他們那時候的中國留學生不像你們
[00:17:43.200 --> 00:17:45.160]  你們現在都
[00:17:45.160 --> 00:17:46.920]  很光鮮亮麗的
[00:17:46.920 --> 00:17:49.800]  他們那個時候來的人是非常辛苦的
[00:17:49.800 --> 00:17:51.440]  所以這個漂亮女生呢
[00:17:51.440 --> 00:17:53.360]  她從小是她爸爸媽媽
[00:17:53.360 --> 00:17:56.880]  寵大的 因為她媽媽認為這個男孩子是有前途的
