
[00:00:00.000 --> 00:00:01.800]  看來才會平安
[00:03:15.200 --> 00:03:17.200]  而知道神要忍到他
[00:03:17.200 --> 00:03:24.040]  不是因為他聽了一個好人,而知道神要忍到他
[00:03:24.040 --> 00:03:32.240]  詩人在上文的「祈禱」,是出於神本身自己對人的憐憫
[00:03:32.240 --> 00:03:38.000]  所以,詩人在上文中的慈愛,對人憐憫他
[00:03:38.160 --> 00:03:45.520]  你都是去祈禱他,完全是出於神本身的慈愛和憐憫
[00:03:45.520 --> 00:03:50.760]  所以,詩人不知會背後有什麼
[00:03:50.760 --> 00:03:54.200]  我當然不知會是甚麼詩,但你又會怎樣求我
[00:03:54.200 --> 00:03:59.200]  詩人都會這樣回答我,為何會這樣呢?
[00:03:59.200 --> 00:04:04.560]  我都會問,為何?他都很希望知道他的原因
[00:04:04.560 --> 00:04:09.280]  因為他可能會投煩我,因為他想知道我的困局
[00:04:09.280 --> 00:04:12.640]  他希望我聽到這裡的困局
[00:04:12.640 --> 00:04:16.280]  剛才提到的困境不及我好
[00:04:16.280 --> 00:04:25.480]  因為他希望我會做些什麼,以致我能夠治理這個困局
[00:04:25.480 --> 00:04:30.560]  我做些什麼,能夠滿足神眼的人的願望
[00:04:30.560 --> 00:04:35.640]  但詩人在這裡我們看到,當你求無路天際的時候
[00:04:35.640 --> 00:04:41.200]  你是求神,很容易的,你都可以引導他
[00:04:41.200 --> 00:04:44.360]  今天我們求的是什麼呢?
[00:04:44.360 --> 00:04:51.240]  我們是求神的引導者,還是我們是求引導神呢?
[00:04:51.240 --> 00:04:58.760]  我們今天有《漢國詩篇》,第25篇《百字上節》
[00:04:58.760 --> 00:05:06.760]  可以學習一個題目,《敬畏常主,無神引導》
[00:05:06.760 --> 00:05:11.360]  《敬畏常主,無神引導》在《經文》中
[00:05:11.360 --> 00:05:16.960]  希望我們能夠由三個方向去學習
[00:05:16.960 --> 00:05:21.880]  就是認識的無法,走在聖職的路上
[00:05:21.880 --> 00:05:27.320]  敬畏的無法,選擇當兵當的路
[00:05:27.320 --> 00:05:34.560]  走後的無法,選擇當行的路
[00:05:34.560 --> 00:05:39.600]  認識的無法,走在聖職的路
[00:05:39.600 --> 00:05:48.480]  在第9篇至第10篇,我們看到這個主題
[00:05:48.480 --> 00:05:57.720]  我們同心一體讀出這篇文章,預備起
[00:05:57.720 --> 00:06:01.280]  「無法是人,是聖職職,是人脈,是聖職職」
[00:06:01.280 --> 00:06:07.160]  「無法是人,是聖職職,是人脈,是聖職職」
[00:06:07.160 --> 00:06:10.880]  「無法是人,是聖職職,是人脈,是聖職職」
[00:06:10.880 --> 00:06:15.320]  「無法是人,是聖職職,是人脈,是聖職職」
[00:06:15.320 --> 00:06:23.440]  在第10篇,第5篇第10篇,我們看到認識的無法的人
[00:06:23.440 --> 00:06:26.440]  是會走在聖職的路上
[00:06:26.440 --> 00:06:31.680]  第5篇這篇文章,我們只是求神賜福給我們
[00:06:31.680 --> 00:06:38.800]  因為祂想我們走在我們安排的路上,順順利利
[00:06:38.800 --> 00:06:44.600]  而認識的人,他在求神引導在聖職的路上
[00:06:44.600 --> 00:06:50.160]  因為知道祂想的路,才是一條無福的路
[00:06:50.160 --> 00:06:55.040]  這條路,才是一條正直的路
[00:06:55.040 --> 00:07:00.560]  人在祂祈求的裏面,非常勇氣
[00:07:00.560 --> 00:07:03.880]  作為祂祈求的基礎
[00:07:03.880 --> 00:07:08.640]  在聖誕節那裏,我們沒有說是良善正直的
[00:07:08.640 --> 00:07:12.520]  所以現在祂只是叫人走正路
[00:07:12.520 --> 00:07:15.320]  在聖誕節那裏,我們看到
[00:07:15.320 --> 00:07:18.280]  私人太高尚在我的本性
[00:07:18.280 --> 00:07:23.640]  第一是良善,第二是正直
[00:07:23.640 --> 00:07:27.320]  私人在道路的基礎裏面
[00:07:27.320 --> 00:07:33.400]  他以人的本性作為祂的基礎和方向
[00:07:33.400 --> 00:07:37.280]  良善和正直一定要並行
[00:07:37.280 --> 00:07:40.960]  至少有一個合宜的界線
[00:07:40.960 --> 00:07:43.240]  至少能夠有界線
[00:07:43.240 --> 00:07:46.960]  有界線就是讓我們知道
[00:07:46.960 --> 00:07:52.800]  神不單止有良善,而且也有正直
[00:07:52.800 --> 00:07:58.240]  神不單止有良善,而也有正直
[00:07:58.240 --> 00:08:04.400]  而神的良善就是讓祂有一份憐憫的生存
[00:08:04.400 --> 00:08:08.720]  因為神的良善
[00:08:08.720 --> 00:08:12.440]  就是讓對聖人光明敏的生命
[00:08:12.440 --> 00:08:16.840]  祂不願意聖人正直,走在錯的路上
[00:08:16.840 --> 00:08:22.560]  祂不願意聖人走在一條不正確的路上
[00:08:22.560 --> 00:08:27.240]  而是祂願意只因人而有一條正路
[00:08:27.240 --> 00:08:30.080]  當祂出路的時候,祂的心意
[00:08:30.080 --> 00:08:34.640]  就是要人回轉,走一條正直的路
[00:08:34.640 --> 00:08:39.520]  亦或是神良善的生長
[00:08:39.520 --> 00:08:42.240]  送來給我們那個的聖神
[00:08:42.240 --> 00:08:47.400]  而良善的生長同樣是祂為父的生長
[00:08:47.400 --> 00:08:51.600]  前面兩頁書第四章第六節後面一段話
[00:08:51.600 --> 00:08:55.040]  真是以父親為神主良人之類
[00:08:55.040 --> 00:08:57.640]  而你的心願為父親
[00:08:57.640 --> 00:09:01.080]  不得,我來當作天敵
[00:09:01.080 --> 00:09:06.400]  令我們知道祂不願意生長的本意是愛
[00:09:06.400 --> 00:09:09.560]  祖師有憐憫,祖師有感動
[00:09:09.560 --> 00:09:16.440]  但祂的目的就是讓犯錯的人都回轉
[00:09:16.440 --> 00:09:21.000]  走一條正確的路,走一條正確的路
[00:09:21.000 --> 00:09:25.440]  我小時候也有時做錯事
[00:09:25.440 --> 00:09:29.320]  做錯事,媽媽會救我,媽媽會救我
[00:09:29.320 --> 00:09:32.360]  有時來來去去,媽媽會救我
[00:09:32.360 --> 00:09:35.160]  那時候,其實我心不在焉的
[00:09:35.160 --> 00:09:37.440]  都是有一種憤慮
[00:09:37.440 --> 00:09:40.960]  我媽媽也知道我心不在焉的
[00:09:40.960 --> 00:09:44.680]  我媽媽也知道我心不在焉的
[00:09:44.680 --> 00:09:49.200]  如果祢不是我的良人,我不會教祢
[00:09:49.200 --> 00:09:54.040]  如果祢不是我的良人,我不會受祢
[00:09:54.040 --> 00:09:58.640]  祢不必拿走祂的良人
[00:09:58.640 --> 00:10:02.680]  如果祢是我的良人,我不會浪費祢的良人
[00:10:02.680 --> 00:10:07.760]  祢可以去挖掘祢,教挖掘佛
[00:10:07.760 --> 00:10:14.200]  願祢能夠走一條正確的路,不要再錯下去
[00:10:14.200 --> 00:10:17.000]  同樣,這是為人痛苦的心腸
[00:10:17.000 --> 00:10:21.320]  同樣,仍然是神的心腸
[00:10:21.320 --> 00:10:30.560]  人家的良心告訴我們,祂要人走一條正確的路
[00:10:30.560 --> 00:10:36.000]  人自信的良心,不是正在懲救
[00:10:36.000 --> 00:10:39.160]  而是有原則的
[00:10:39.160 --> 00:10:43.480]  而這個原則就是正直
[00:10:43.480 --> 00:10:46.040]  人家的良心,如果只是有懲救
[00:10:46.040 --> 00:10:49.280]  而沒有正直的時候
[00:10:49.280 --> 00:10:53.080]  這就是一個沒有原則的良心
[00:10:53.080 --> 00:11:01.640]  所以這就能看到神的本性,又是神的正直
[00:11:01.640 --> 00:11:06.480]  所以神願意我們要走一條正確的路
[00:11:06.480 --> 00:11:09.240]  神正正正在這裏看到
[00:11:09.240 --> 00:11:13.400]  神正正正在剛才出現的公義上
[00:11:13.400 --> 00:11:18.240]  是指人對祂不會姑息的態度
[00:11:18.240 --> 00:11:25.400]  因此,斯文公義的神是會引人走一條正直的路
[00:11:25.400 --> 00:11:27.080]  一條正確的路
[00:11:27.080 --> 00:11:30.680]  一條正直的路,就是一條神喜悅的路
[00:11:30.680 --> 00:11:34.320]  就是人的痛苦為方向的路
[00:11:34.320 --> 00:11:39.120]  就是走一條不會犯罪的路
[00:11:39.120 --> 00:11:43.600]  一條就是神的路,是一條正直的路
[00:11:43.600 --> 00:11:46.560]  這條路和西人的路是很不同的
[00:11:46.560 --> 00:11:48.720]  反正人的路是會覺得
[00:11:48.720 --> 00:11:50.960]  條條大路通路吧
[00:11:50.960 --> 00:11:53.040]  可能大家都會經過
[00:11:53.040 --> 00:11:55.520]  你不覺得這種方法不得了嗎?
[00:11:55.520 --> 00:11:57.000]  那我不會覺得
[00:11:57.000 --> 00:12:01.240]  因為所有人的路都是跟著不同的方法的
[00:12:01.240 --> 00:12:04.160]  那總之,所有人都是不同的
[00:12:04.160 --> 00:12:05.440]  甚至更好
[00:12:05.440 --> 00:12:08.680]  這才是一種自我執行
[00:12:08.680 --> 00:12:13.120]  不是用人的智慧來執行
[00:12:13.120 --> 00:12:19.760]  今天,人都可以用好多的方法來解決自己的問題
[00:12:19.760 --> 00:12:23.120]  但是,不一定是正確的
[00:12:23.120 --> 00:12:27.120]  人又不一定可以用一些不正確的方法
[00:12:27.120 --> 00:12:30.440]  來表達自己的事
[00:12:30.440 --> 00:12:34.280]  去求達到我的目的
[00:12:34.280 --> 00:12:38.640]  也就是人的智慧
[00:12:38.640 --> 00:12:40.920]  今天都很有智慧的
[00:12:40.920 --> 00:12:43.720]  能夠看見所有人的想法
[00:12:43.720 --> 00:12:46.600]  總之,人的智慧就以為
[00:12:46.600 --> 00:12:50.480]  可以用好多的方法來解決自己的問題
[00:12:50.480 --> 00:12:55.760]  現在,很多網上的電郵都不同
[00:12:55.760 --> 00:13:01.240]  很多人以為可以真正供給他們的電郵
[00:13:01.240 --> 00:13:06.920]  但其實,人的智慧是不一樣的
[00:13:06.920 --> 00:13:11.240]  現在,既然人的智慧是不一樣的
[00:13:11.240 --> 00:13:12.680]  你也可以去騙人
[00:13:12.680 --> 00:13:16.600]  有人說,我想去曬曬
[00:13:16.600 --> 00:13:18.720]  但現在的智慧就叫做「B圖」
[00:13:18.720 --> 00:13:21.360]  人的智慧跟人的想法是一樣的
[00:13:21.360 --> 00:13:24.640]  於是,我可以做到另一種的智慧
[00:13:24.640 --> 00:13:28.840]  人的智慧,基本上,人的智慧都不一樣的
[00:13:28.840 --> 00:13:31.560]  人的智慧可以靠「B圖」
[00:13:31.560 --> 00:13:38.120]  你也可以去掩飾一些均衡的情況
[00:13:38.120 --> 00:13:42.320]  當然,很多時候,最終都會被發現
[00:13:42.320 --> 00:13:45.280]  但聖經提醒我們什麼?
[00:13:45.280 --> 00:13:51.760]  聖經提醒我們要專心地去仰靠「B圖」
[00:13:51.760 --> 00:13:54.560]  走在神智慧的路上
[00:13:54.560 --> 00:13:58.960]  走在神智慧的路上,跪在神智慧的路上
[00:13:58.960 --> 00:14:01.640]  也就是說,我們要專心地去仰靠「B圖」
[00:14:01.640 --> 00:14:03.960]  不可以靠自己的聰明
[00:14:03.960 --> 00:14:07.520]  在你一切的事上,都會被人看
[00:14:07.520 --> 00:14:11.360]  差別不一樣,不可以逼迫
[00:14:11.360 --> 00:14:15.480]  從人的智慧走人生的路
[00:14:15.480 --> 00:14:18.640]  可能會讓人想像
[00:14:18.640 --> 00:14:22.880]  可能,人的智慧,很多時候,會讓人想像
[00:14:22.880 --> 00:14:27.360]  但是,這條,就是一條智慧路
[00:14:27.360 --> 00:14:29.080]  我們要認識神
[00:14:29.080 --> 00:14:32.600]  我們才能夠知道神的心意
[00:14:32.600 --> 00:14:37.920]  我們才知道,我們走的一條定極的路
[00:14:37.920 --> 00:14:40.000]  是一條堅強的路
[00:14:40.000 --> 00:14:44.560]  就是,剛才,我們可以透過聖經
[00:14:44.560 --> 00:14:48.040]  透過祈禱,我們可以認識神
[00:14:48.040 --> 00:14:52.600]  以至乎,我們有更多的去明白神的心意
[00:14:52.600 --> 00:14:55.920]  更多的去明白,神所說的定極的路
[00:14:55.920 --> 00:14:58.880]  是見鬼見鬼見的
[00:14:58.880 --> 00:15:01.880]  同時,我們亦都可以透過聖徒心
[00:15:01.880 --> 00:15:04.760]  在我們每個人生命上面
[00:15:04.760 --> 00:15:08.200]  很獨特的安排,大靈
[00:15:08.200 --> 00:15:10.760]  亦都可以透過神
[00:15:10.760 --> 00:15:16.000]  所謂的安排,在他們智慧裡面的路
[00:15:16.000 --> 00:15:21.000]  同時,在這一段經文裡面
[00:15:21.000 --> 00:15:24.280]  亦都可以找到那個底線
[00:15:24.280 --> 00:15:27.160]  就是我們以認識神
[00:15:27.160 --> 00:15:29.240]  還有認識自己
[00:15:29.240 --> 00:15:34.520]  為我們祈求的一個道場
[00:15:34.520 --> 00:15:37.840]  是否可以靈,可以透過認識神
[00:15:37.840 --> 00:15:41.640]  亦都可以透過認識自己
[00:15:41.640 --> 00:15:43.400]  這段認識自己
[00:15:43.400 --> 00:15:45.320]  認識自己的定極定極
[00:15:45.320 --> 00:15:47.480]  如何靈,我們認識自己
[00:15:47.480 --> 00:15:49.880]  就是我們一定要認識
[00:15:49.880 --> 00:15:55.520]  神所操縱我的我,的本意是怎樣
[00:15:55.520 --> 00:15:58.480]  因為我們身上的我,它是要靠
[00:15:58.480 --> 00:16:01.960]  全體都是一個人,我們是要認識神
[00:16:01.960 --> 00:16:04.600]  同樣的,我們一定要認識到神
[00:16:04.600 --> 00:16:08.440]  在我們生命的路裡面,去想我怎樣
[00:16:08.440 --> 00:16:12.440]  在創造的裡面,你的本意是怎樣
[00:16:12.440 --> 00:16:17.600]  以至到我們能夠,這個神殺我們怎樣
[00:16:17.600 --> 00:16:23.120]  能要謙卑,才能夠認識真正的自己
[00:16:23.120 --> 00:16:25.560]  和神
[00:16:25.560 --> 00:16:29.240]  所以這一節的經文
[00:16:29.240 --> 00:16:32.840]  都提醒我們要做一個謙卑的人
[00:16:32.840 --> 00:16:37.120]  現在這個農立法案公平引領謙卑的人
[00:16:37.120 --> 00:16:40.960]  將他的道教訓他們
[00:16:40.960 --> 00:16:44.600]  這就提醒我們要做一個謙卑的人
[00:16:44.600 --> 00:16:48.920]  謙卑的人是忠守神法道的人
[00:16:48.920 --> 00:16:51.640]  唯有謙卑的人知道
[00:16:51.640 --> 00:16:56.120]  我們不能夠靠自己的通病智慧
[00:16:56.120 --> 00:16:58.920]  只能夠靠神
[00:16:58.920 --> 00:17:00.760]  於是我們就會知道
[00:17:00.760 --> 00:17:04.840]  怎樣走在神的正直路上面
[00:17:04.840 --> 00:17:08.960]  現在我們要做一個謙卑的人
[00:17:08.960 --> 00:17:12.920]  謙卑的人有甚麼條件
[00:17:12.920 --> 00:17:18.600]  首先,一個謙卑的人要承認自己的有限
[00:17:18.600 --> 00:17:21.400]  我們知道我們不能夠靠自己
[00:17:21.400 --> 00:17:24.520]  唯有依靠神的指引
[00:17:24.520 --> 00:17:29.280]  第二,謙卑的人要知道自己是一個罪人
[00:17:29.280 --> 00:17:31.440]  一個謙卑的人首先要承認
[00:17:31.440 --> 00:17:34.200]  其實我們真的不是那麼好
[00:17:34.200 --> 00:17:38.520]  歸來裏面其實仍然可能有些脆弱性
[00:17:38.520 --> 00:17:40.440]  我們有很多偏見
[00:17:40.440 --> 00:17:43.080]  但我們都可以限制
[00:17:43.080 --> 00:17:47.200]  我們靈性最多可能會飄過
[00:17:47.200 --> 00:17:49.800]  一個謙卑的人
[00:17:49.800 --> 00:17:52.840]  首先我們要知道
[00:17:52.840 --> 00:17:56.920]  其實我們自己都是一個罪人
[00:17:56.920 --> 00:17:58.520]  我們都有限
[00:17:58.520 --> 00:18:03.600]  我們需要神來引領我們走一條正路
[00:18:03.600 --> 00:18:08.400]  不是我們自己可以走一條正路
[00:18:08.400 --> 00:18:10.080]  不是我們自己有多好
[00:18:10.080 --> 00:18:14.680]  而是我們真的需要神指引我們走一條正路
[00:18:14.680 --> 00:18:18.480]  譬如說謙卑的人亦都是帶著敬愛人心的人
[00:18:18.480 --> 00:18:20.320]  因為敬愛神的心
[00:18:20.320 --> 00:18:23.520]  就不會依賴自己的愛神
[00:18:23.520 --> 00:18:26.320]  原來人可傷俗神
[00:18:26.320 --> 00:18:29.400]  可能後來我都不會這樣想
[00:18:29.400 --> 00:18:33.080]  但很多時候我們獨行
[00:18:33.080 --> 00:18:36.000]  我們可傷俗神一樣
[00:18:36.000 --> 00:18:40.320]  先天下當所面對的依賴就是
[00:18:40.320 --> 00:18:41.680]  他傷俗神
[00:18:41.680 --> 00:18:43.600]  我們覺得怎樣才是傷俗神
[00:18:43.600 --> 00:18:45.200]  最好我自己說
[00:18:45.200 --> 00:18:48.280]  最好我教好的東西就是好
[00:18:48.280 --> 00:18:51.760]  最好由我來幫你去掌管
[00:18:51.760 --> 00:18:53.040]  踩一踩
[00:18:53.040 --> 00:18:56.960]  如果同樣有一個這樣的依賴就是
[00:18:56.960 --> 00:18:58.960]  我們傷俗神
[00:18:58.960 --> 00:19:02.240]  敬畏神
[00:19:02.240 --> 00:19:06.080]  就是我們不要以為自己是神
[00:19:06.080 --> 00:19:09.080]  因為謙卑的人有敬畏神的心
[00:19:09.080 --> 00:19:12.480]  我們是以神為神
[00:19:12.480 --> 00:19:16.040]  對方其實想創造一個很獨特的你
[00:19:16.040 --> 00:19:18.440]  和很獨特的我
[00:19:18.440 --> 00:19:22.480]  神亦都讓在你的生命裏面
[00:19:22.480 --> 00:19:24.600]  有很獨特的帶領
[00:19:24.600 --> 00:19:27.080]  不知道大家有沒有認識一些人
[00:19:27.080 --> 00:19:31.320]  和你是同年同月同日生的
[00:19:31.320 --> 00:19:33.080]  可能有吧
[00:19:33.080 --> 00:19:34.080]  可能沒有吧
[00:19:34.080 --> 00:19:37.080]  可能是你最喜歡的楊歌
[00:19:37.080 --> 00:19:42.080]  和你是同名同姓同鄉下的
[00:19:42.080 --> 00:19:42.920]  沒有吧
[00:19:42.920 --> 00:19:43.880]  可能有吧
[00:19:43.880 --> 00:19:44.880]  可能沒有吧
[00:19:44.880 --> 00:19:45.880]  都會有吧
[00:19:45.880 --> 00:19:47.120]  可能都會有吧
[00:19:47.120 --> 00:19:50.040]  將來應該會有
[00:19:50.040 --> 00:19:51.040]  變異的
[00:19:51.040 --> 00:19:56.040]  各個社區的綜合評估和傳承
[00:19:56.040 --> 00:19:58.040]  所以會找一個
[00:19:58.040 --> 00:20:00.320]  和很多藝人同名同姓的
[00:20:00.320 --> 00:20:02.880]  就去探討他
[00:20:02.880 --> 00:20:05.480]  然後找一個能夠一起去探討他
[00:20:05.480 --> 00:20:06.480]  去看他
[00:20:06.480 --> 00:20:08.480]  去做他的節目
[00:20:08.480 --> 00:20:11.680]  帶領才是同年同月同日生
[00:20:11.680 --> 00:20:14.680]  和你是同名同姓同鄉下的
[00:20:14.680 --> 00:20:17.240]  那個還是你
[00:20:17.240 --> 00:20:20.640]  其實各人都很獨特
[00:20:20.640 --> 00:20:22.320]  各人都是很獨特的
[00:20:22.320 --> 00:20:27.040]  同樣在他的創造裏面
[00:20:27.040 --> 00:20:28.960]  都是不同
[00:20:28.960 --> 00:20:32.920]  所以有不同的帶領
[00:20:32.920 --> 00:20:35.720]  因此我們要透過這個系統
[00:20:35.720 --> 00:20:37.720]  去認識自己
[00:20:37.720 --> 00:20:41.200]  我們就能夠走在這條
[00:20:41.200 --> 00:20:46.200]  要我們走的正確路上
[00:20:46.200 --> 00:20:48.040]  今天充滿著你好漢
[00:20:48.040 --> 00:20:49.480]  資源豐富
[00:20:49.480 --> 00:20:51.480]  財物的科技發達
[00:20:51.480 --> 00:20:52.920]  的世界裏面
[00:20:52.920 --> 00:20:55.520]  是非常之好
[00:20:55.520 --> 00:20:57.040]  但卻幫助我們
[00:20:57.040 --> 00:20:59.240]  找一個謙卑的人
[00:20:59.240 --> 00:21:01.600]  去經歷人的引導
[00:21:01.600 --> 00:21:03.360]  同樣我們謙卑的人
[00:21:03.360 --> 00:21:05.440]  認知自己的本性
[00:21:05.440 --> 00:21:06.640]  我們曾經以前
[00:21:06.640 --> 00:21:09.440]  讓你赤裸旁漢
[00:21:09.440 --> 00:21:12.320]  求生生念我們
[00:21:12.320 --> 00:21:15.200]  你都帶著一個願意
[00:21:15.200 --> 00:21:17.680]  精辣誠實安排
[00:21:17.680 --> 00:21:19.000]  多的心
[00:21:19.000 --> 00:21:21.800]  你都是去找人生的路
[00:21:21.800 --> 00:21:26.760]  才能夠無上引導
[00:21:26.760 --> 00:21:30.880]  當我們要求神引導的時候
[00:21:30.880 --> 00:21:33.080]  通常是甚麼環境
[00:21:33.080 --> 00:21:37.320]  不論是在人生的關口
[00:21:37.320 --> 00:21:39.320]  我們都會討伐神
[00:21:39.320 --> 00:21:41.800]  求神引導
[00:21:41.800 --> 00:21:45.440]  經歷人也會知道
[00:21:45.440 --> 00:21:48.480]  你應該去選擇
[00:21:48.480 --> 00:21:51.720]  特別是在經歷關口的裏面
[00:21:51.720 --> 00:21:53.840]  經歷人也會知道
[00:21:53.840 --> 00:21:56.880]  你應該去選擇
[00:21:56.880 --> 00:21:59.120]  所以在世間
[00:21:59.120 --> 00:22:00.000]  我們看到
[00:22:00.000 --> 00:22:02.920]  誰會讓我們選擇
[00:22:02.920 --> 00:22:05.840]  真正的道路
[00:22:05.840 --> 00:22:08.360]  我們也同樣會讀出
[00:22:08.360 --> 00:22:10.000]  神經的經話
[00:22:10.000 --> 00:22:11.480]  給大家看
[00:22:24.840 --> 00:22:27.680]  在真正經的裏面
[00:22:27.680 --> 00:22:28.840]  我們看到
[00:22:28.840 --> 00:22:32.000]  一個敬畏惹禍華的人
[00:22:32.000 --> 00:22:36.320]  是建基於教導神的關係
[00:22:36.320 --> 00:22:37.880]  教導神的關係
[00:22:37.880 --> 00:22:40.120]  是一個社長的關係
[00:22:40.120 --> 00:22:42.280]  在這裏我們看到
[00:22:42.280 --> 00:22:43.760]  教導神的關係
[00:22:43.760 --> 00:22:47.400]  是建基於教導神的關係
[00:22:47.400 --> 00:22:49.040]  教導神的關係
[00:22:49.040 --> 00:22:51.640]  是一個社長的關係
[00:22:51.640 --> 00:22:54.040]  教導神的關係
[00:22:54.040 --> 00:22:56.360]  是建基於教導神的關係
[00:22:56.360 --> 00:22:57.640]  教導神的關係
[00:22:57.640 --> 00:22:59.480]  是建基於教導神的關係
[00:22:59.480 --> 00:23:00.760]  教導神的關係
[00:23:00.760 --> 00:23:02.400]  是建基於教導神的關係
[00:23:02.400 --> 00:23:03.600]  教導神的關係
[00:23:03.600 --> 00:23:06.040]  是建基於教導神的關係
[00:23:06.040 --> 00:23:07.240]  教導神的關係
[00:23:07.240 --> 00:23:09.240]  是建基於教導神的關係
[00:23:09.240 --> 00:23:10.840]  教導神的關係
[00:23:10.840 --> 00:23:13.400]  是建基於教導神的關係
[00:23:13.400 --> 00:23:14.800]  教導神的關係
[00:23:14.800 --> 00:23:18.360]  是建基於教導神的關係
[00:23:18.360 --> 00:23:19.760]  教導神的關係
[00:23:19.760 --> 00:23:21.000]  是建基於教導神的關係
[00:23:21.000 --> 00:23:23.760]  首先我們就要認罪
[00:23:23.760 --> 00:23:25.080]  即是你不認
[00:23:25.080 --> 00:23:26.920]  神聖寫意你都不得
[00:23:26.920 --> 00:23:29.000]  大家都有經歷過
[00:23:29.000 --> 00:23:30.240]  即是當你
[00:23:30.240 --> 00:23:31.800]  真相要宣佈給他們
[00:23:31.800 --> 00:23:33.120]  但那些人
[00:23:33.120 --> 00:23:34.520]  現在都說我錯了
[00:23:34.520 --> 00:23:35.480]  不考試了
[00:23:35.480 --> 00:23:36.240]  這時候
[00:23:36.240 --> 00:23:37.280]  我們很難
[00:23:37.280 --> 00:23:39.480]  你都是去原諒他
[00:23:39.480 --> 00:23:40.800]  所以今天
[00:23:40.800 --> 00:23:43.280]  當我們要跟神聖基督的粉絲
[00:23:43.280 --> 00:23:45.000]  聚聚在一起的時候
[00:23:45.000 --> 00:23:47.280]  我們首先要在神聖面前
[00:23:47.280 --> 00:23:49.440]  我們先認我們的罪
[00:23:49.440 --> 00:23:51.760]  然後我們才能跟神
[00:23:51.760 --> 00:23:54.200]  有一個和好的關係
[00:23:54.200 --> 00:23:58.400]  這個就是關係的開始
[00:23:58.400 --> 00:24:00.840]  一個和善和好關係的人
[00:24:00.840 --> 00:24:05.320]  才願意走在神的路上
[00:24:05.320 --> 00:24:07.240]  因為同樣地
[00:24:07.240 --> 00:24:09.600]  這就是我們第三個關係
[00:24:09.600 --> 00:24:11.040]  這個關係
[00:24:11.040 --> 00:24:13.640]  就是一個納入的關係
[00:24:13.640 --> 00:24:16.000]  在第14節的同學
[00:24:16.000 --> 00:24:19.240]  神已經是對別人親密
[00:24:19.240 --> 00:24:23.760]  特別向自己的約指示他活
[00:24:23.760 --> 00:24:26.120]  這個納入的關係
[00:24:26.120 --> 00:24:28.560]  就是神讓我們
