
[00:00:00.000 --> 00:00:07.400]  今天的題目應該是「學習牧養弱勢的群體」
[00:02:55.800 --> 00:02:57.000]  為甚麼呢?
[00:02:57.000 --> 00:03:01.200]  寡婦是一個一無所有的女人
[00:03:01.200 --> 00:03:08.200]  這不是看完經文寡婦很富有的意思
[00:03:08.200 --> 00:03:14.400]  寡婦這個希臘文的原文是這樣寫的
[00:03:14.400 --> 00:03:17.800]  英文叫做 woman has not
[00:03:17.800 --> 00:03:21.200]  即是沒有一無所有的女人
[00:03:21.600 --> 00:03:23.000]  woman has not
[00:03:23.000 --> 00:03:25.000]  即是為甚麼呢?
[00:03:25.000 --> 00:03:27.000]  她是一個雙重的弱者
[00:03:27.000 --> 00:03:33.000]  在那時 看聖經保羅寫提摩太前書那時
[00:03:33.000 --> 00:03:35.800]  或者以後一段很長的日子
[00:03:35.800 --> 00:03:37.400]  以及之前很長的日子
[00:03:37.400 --> 00:03:40.000]  寡婦都是弱者
[00:03:40.000 --> 00:03:42.800]  因為她有雙重的弱
[00:03:42.800 --> 00:03:45.000]  第一 她是寡婦
[00:03:45.000 --> 00:03:48.000]  婦女已經是弱者
[00:03:48.000 --> 00:03:49.600]  她是寡婦
[00:03:50.200 --> 00:03:54.000]  聖經裏面記載了很多無依無靠的寡婦
[00:03:54.000 --> 00:03:54.800]  譬如路德基
[00:03:54.800 --> 00:03:56.200]  我們看到了
[00:03:56.200 --> 00:04:00.000]  聖經裏面說要照顧孤兒寡婦
[00:04:00.000 --> 00:04:02.800]  寡婦是一個需要照顧的人
[00:04:02.800 --> 00:04:08.600]  而且希臘文說是沒有東西的寡婦
[00:04:08.600 --> 00:04:13.600]  奧米爾還有一些田產可以找親戚
[00:04:13.600 --> 00:04:17.400]  去幫他贖回田產
[00:04:18.000 --> 00:04:22.200]  寡婦希臘文的意思是甚麼都沒有
[00:04:22.200 --> 00:04:25.800]  所以她是雙重的弱者
[00:04:25.800 --> 00:04:28.800]  所以她是否追逐的?
[00:04:28.800 --> 00:04:33.200]  你明白希臘文原文的意思嗎?
[00:04:33.200 --> 00:04:34.800]  寡婦的意思是甚麼都沒有
[00:04:34.800 --> 00:04:36.600]  雙重 你是女人已經是弱者了
[00:04:36.600 --> 00:04:38.400]  沒有丈夫 甚麼都沒有
[00:04:38.400 --> 00:04:39.600]  雙重的弱
[00:04:39.600 --> 00:04:45.400]  所以她是獨居的 無靠的
[00:04:45.400 --> 00:04:47.600]  只仰賴上帝
[00:04:47.600 --> 00:04:49.400]  正面來說她有信心
[00:04:49.400 --> 00:04:50.800]  只能仰賴上帝
[00:04:50.800 --> 00:04:52.200]  第二 她甚麼都沒有
[00:04:52.200 --> 00:04:53.600]  只能靠上帝
[00:04:53.600 --> 00:04:54.800]  是這個意思
[00:04:54.800 --> 00:04:59.200]  真正的窮人是甚麼意思呢?
[00:04:59.200 --> 00:05:03.000]  我們看看以塞亞書給我們的定義
[00:05:03.000 --> 00:05:06.200]  以塞亞書是耶穌
[00:05:06.200 --> 00:05:09.200]  主耶穌是在耶路撒勒
[00:05:09.200 --> 00:05:10.400]  離開了拿撒勒
[00:05:10.400 --> 00:05:13.000]  去到祂長大的地方
[00:05:13.000 --> 00:05:15.400]  應該是加伯隆的地方
[00:05:15.800 --> 00:05:17.600]  就在安息日
[00:05:17.600 --> 00:05:19.800]  按照祂掃上的規矩
[00:05:19.800 --> 00:05:20.600]  去到會堂
[00:05:20.600 --> 00:05:23.200]  剛剛那天讀的經文就是這一段
[00:05:23.200 --> 00:05:24.800]  我們一起讀好嗎?
[00:05:24.800 --> 00:05:28.200]  主的靈在我身上
[00:05:28.200 --> 00:05:30.800]  因為祂用高告我
[00:05:30.800 --> 00:05:34.000]  叫我傳福音給貧窮的人
[00:05:34.000 --> 00:05:36.000]  差矣我宣告
[00:05:36.000 --> 00:05:38.200]  被老的得釋放
[00:05:38.200 --> 00:05:40.200]  失明的得看見
[00:05:40.200 --> 00:05:42.400]  受壓迫的得自由
[00:05:42.600 --> 00:05:45.800]  宣告神越立人的犀利
[00:05:45.800 --> 00:05:47.800]  你說甚麼是貧窮人?
[00:05:47.800 --> 00:05:48.800]  以塞亞書說
[00:05:48.800 --> 00:05:50.600]  《路加福音》第五章
[00:05:50.600 --> 00:05:52.400]  在這裡
[00:05:52.400 --> 00:05:57.200]  耶穌沒有用錢來定義貧窮人
[00:05:57.200 --> 00:06:00.400]  祂是用被老的得釋放
[00:06:00.400 --> 00:06:02.000]  失明的得看見
[00:06:02.000 --> 00:06:05.600]  受壓迫的得自由來定義
[00:06:05.600 --> 00:06:07.400]  被老的是甚麼人呢?
[00:06:07.400 --> 00:06:10.200]  被老就是那些captives
[00:06:10.200 --> 00:06:14.000]  就是被人戰爭捉去做奴隸的人
[00:06:14.000 --> 00:06:16.800]  他被人剝奪了他的自主
[00:06:16.800 --> 00:06:18.000]  記住
[00:06:18.000 --> 00:06:21.000]  有些被老的人
[00:06:21.000 --> 00:06:25.400]  包括那些猶太人被巴比倫去老奏的人
[00:06:25.400 --> 00:06:28.400]  其中有很多不是沒錢的
[00:06:28.400 --> 00:06:32.400]  為甚麼巴比倫要搬他們去
[00:06:32.400 --> 00:06:34.400]  捉他們去巴比倫呢?
[00:06:34.400 --> 00:06:35.800]  因為他們有錢
[00:06:35.800 --> 00:06:38.000]  可以在那裡繼續做生意
[00:06:38.200 --> 00:06:42.000]  貢獻巴比倫的經濟
[00:06:42.000 --> 00:06:43.200]  所以
[00:06:43.200 --> 00:06:48.800]  經濟不是貧窮人的第一個定義
[00:06:48.800 --> 00:06:51.200]  馬太福音說
[00:06:51.200 --> 00:06:53.000]  上寶信說
[00:06:53.000 --> 00:06:56.600]  在零裏貧窮的人
[00:06:56.600 --> 00:06:58.800]  有福了
[00:06:58.800 --> 00:07:02.800]  有些人比那些沒錢的人還窮
[00:07:02.800 --> 00:07:04.200]  他在零裏的貧窮
[00:07:04.200 --> 00:07:06.400]  是貧窮過那些沒錢的人
[00:07:06.800 --> 00:07:12.800]  不過貧窮被老的得自由
[00:07:12.800 --> 00:07:16.800]  就是指他們的自主權被剝奪了
[00:07:16.800 --> 00:07:18.600]  如果他們剝奪了自主權
[00:07:18.600 --> 00:07:21.600]  就是說他們在一個奴隸的身份的時候
[00:07:21.600 --> 00:07:24.200]  他們處於一個很不利的地位
[00:07:24.200 --> 00:07:27.400]  所以他們有錢有時也幫不了他們
[00:07:27.400 --> 00:07:33.000]  失明的就得罕見復明
[00:07:33.000 --> 00:07:34.000]  失明是甚麼?
[00:07:34.000 --> 00:07:37.400]  是那些殘缺了他的身體
[00:07:37.400 --> 00:07:40.800]  身體的能力
[00:07:40.800 --> 00:07:44.800]  我們現在不流行的這個詞叫disable
[00:07:44.800 --> 00:07:47.200]  或者不流行的那些叫handicap
[00:07:47.200 --> 00:07:49.800]  我們叫physically challenged
[00:07:49.800 --> 00:07:51.800]  即是甚麼意思呢?
[00:07:51.800 --> 00:07:56.200]  即是視力是有挑戰
[00:07:56.200 --> 00:07:59.400]  你要看清楚一些東西是有挑戰的
[00:07:59.400 --> 00:08:01.600]  你怎樣定義都好
[00:08:01.600 --> 00:08:05.000]  就是看不到東西的意思,好聽一點而已
[00:08:05.000 --> 00:08:07.000]  是好聽一點
[00:08:07.000 --> 00:08:10.400]  但是這個好聽一點的解釋是幫不了他的視力的
[00:08:10.400 --> 00:08:11.400]  因為他看不到
[00:08:11.400 --> 00:08:13.200]  或者看得夢叉叉
[00:08:13.200 --> 00:08:17.200]  那些是visibly impaired
[00:08:17.200 --> 00:08:19.800]  殘缺的,看不到東西
[00:08:19.800 --> 00:08:20.800]  還有呢
[00:08:20.800 --> 00:08:23.600]  被壓制的
[00:08:23.600 --> 00:08:25.600]  被壓制的是那些甚麼?
[00:08:25.600 --> 00:08:28.600]  我們現在所謂的disadvantaged
[00:08:28.600 --> 00:08:31.400]  即是那些無權無勢的人
[00:08:31.600 --> 00:08:33.400]  他們在社會上面
[00:08:33.400 --> 00:08:36.400]  現在有一個新的名詞叫做韭菜
[00:08:36.400 --> 00:08:37.800]  有沒有聽過?
[00:08:37.800 --> 00:08:39.400]  被人割的韭菜
[00:08:39.400 --> 00:08:44.800]  不過割的韭菜都不能夠充分解釋他是disadvantaged
[00:08:44.800 --> 00:08:46.800]  起碼他都是有韭菜
[00:08:46.800 --> 00:08:48.400]  他被人割了他會生回來
[00:08:48.400 --> 00:08:49.800]  可以被人割而已
[00:08:49.800 --> 00:08:51.400]  他是任人宰割而已
[00:08:51.400 --> 00:08:52.400]  是不是?
[00:08:52.400 --> 00:08:56.200]  disadvantaged
[00:08:56.200 --> 00:08:58.800]  即是那些無權無勢的人
[00:08:58.800 --> 00:09:00.600]  那些真正弱勢的人
[00:09:01.200 --> 00:09:02.000]  就甚麼都沒有了
[00:09:02.000 --> 00:09:03.400]  因為他沒有社會地位
[00:09:03.400 --> 00:09:05.400]  他是被剝奪的
[00:09:05.400 --> 00:09:06.800]  是一個社會的階層
[00:09:06.800 --> 00:09:07.800]  或者是他的種族
[00:09:07.800 --> 00:09:09.000]  他的性別
[00:09:09.000 --> 00:09:10.200]  他的宗教
[00:09:10.200 --> 00:09:11.000]  被排擠
[00:09:11.000 --> 00:09:14.800]  被排除到一個邊緣
[00:09:14.800 --> 00:09:18.000]  所以他有一個英文叫marginalized
[00:09:18.000 --> 00:09:19.200]  邊緣化
[00:09:19.200 --> 00:09:21.400]  那我初初看甚麼叫邊緣化呢?
[00:09:21.400 --> 00:09:23.000]  我真的不太明白這個字
[00:09:23.000 --> 00:09:24.600]  甚麼叫邊緣化呢?
[00:09:24.600 --> 00:09:28.000]  其實廣東話一句說話就很清楚了
[00:09:28.000 --> 00:09:29.200]  你沒有訂企
[00:09:30.400 --> 00:09:31.200]  就明白了
[00:09:31.200 --> 00:09:33.200]  甚麼叫邊緣化呢?
[00:09:33.200 --> 00:09:37.000]  被人迫到沒有訂企
[00:09:37.000 --> 00:09:40.200]  你明白甚麼叫邊緣化嗎?
[00:09:40.200 --> 00:09:41.200]  是沒有訂企
[00:09:41.200 --> 00:09:42.800]  即是沒有權利
[00:09:42.800 --> 00:09:43.800]  甚麼都沒有了
[00:09:43.800 --> 00:09:46.200]  因為他經濟、資訊
[00:09:46.200 --> 00:09:47.400]  社會地位的差距
[00:09:47.400 --> 00:09:48.600]  因為他甚麼都不懂
[00:09:48.600 --> 00:09:49.800]  他又沒有電腦
[00:09:49.800 --> 00:09:51.600]  或者他做韭菜
[00:09:51.600 --> 00:09:53.200]  他沒有市場的消息
[00:09:53.200 --> 00:09:54.600]  所以跟了風
[00:09:54.600 --> 00:09:56.800]  其實是別人找他笨而已
[00:09:56.800 --> 00:09:58.800]  他買了就被人割了韭菜
[00:09:58.800 --> 00:10:01.600]  所以他是處於資訊上的一個不利的位置
[00:10:01.600 --> 00:10:02.600]  是不是?
[00:10:02.600 --> 00:10:04.200]  被人割得多
[00:10:04.200 --> 00:10:05.400]  他沒有了
[00:10:05.400 --> 00:10:09.800]  於是不能再參與賣股票了
[00:10:09.800 --> 00:10:12.200]  在股票市場就沒有訂企了
[00:10:12.200 --> 00:10:13.600]  舉個例子甚麼叫沒有訂企
[00:10:13.600 --> 00:10:16.400]  沒有訂企在社會上是沒有訂企的
[00:10:16.400 --> 00:10:18.800]  你會變成窮的
[00:10:18.800 --> 00:10:21.000]  因為你沒有揭發資訊
[00:10:21.000 --> 00:10:22.200]  你沒有了社會地位
[00:10:22.200 --> 00:10:24.000]  你就被人剝削、割韭菜
[00:10:24.000 --> 00:10:24.800]  就是這個意思了
[00:10:24.800 --> 00:10:25.800]  OK
[00:10:26.400 --> 00:10:29.800]  好了,為甚麼要尊敬真正的寡婦呢?
[00:10:29.800 --> 00:10:33.200]  有假寡婦嗎?
[00:10:33.200 --> 00:10:37.400]  尊敬真正手寡的婦人
[00:10:37.400 --> 00:10:40.200]  要尊敬寡婦
[00:10:40.200 --> 00:10:41.600]  為甚麼要尊敬寡婦?
[00:10:41.600 --> 00:10:42.600]  很奇怪
[00:10:42.600 --> 00:10:45.400]  尊敬寡婦
[00:10:45.400 --> 00:10:50.000]  我特地加上下個星期的那段經文
[00:10:50.000 --> 00:10:53.600]  就是第17節的那段經文
[00:10:53.600 --> 00:10:55.200]  是講長老的
[00:10:55.200 --> 00:10:57.400]  你記不記得讀經突然間多了節節
[00:10:57.400 --> 00:10:58.600]  是不是我搞錯了?
[00:10:58.600 --> 00:10:59.800]  我有時候會搞錯的
[00:10:59.800 --> 00:11:00.600]  那些數目字
[00:11:00.600 --> 00:11:01.800]  不過這次是故意的
[00:11:01.800 --> 00:11:02.600]  不是搞錯的
[00:11:02.600 --> 00:11:06.000]  其實它是將敬重寡婦
[00:11:06.000 --> 00:11:12.000]  跟在第17節那裡說要善於足道教會的那些牧者
[00:11:12.000 --> 00:11:13.400]  長老是牧者
[00:11:13.400 --> 00:11:16.800]  尤其是勤勞講道教導的人
[00:11:16.800 --> 00:11:19.400]  應該得到加倍的敬奉這個字
[00:11:19.400 --> 00:11:20.800]  同一個字來的
[00:11:20.800 --> 00:11:21.800]  一個是動詞
[00:11:21.800 --> 00:11:22.600]  尊敬
[00:11:22.600 --> 00:11:24.000]  敬奉是名詞
[00:11:24.200 --> 00:11:26.200]  還有第六章第一節
[00:11:26.200 --> 00:11:27.200]  我不再讀下去了
[00:11:27.200 --> 00:11:28.400]  因為跳得太遠了
[00:11:28.400 --> 00:11:31.000]  我們做奴僕的人
[00:11:31.000 --> 00:11:33.800]  在那時候那些仍然是被奴了
[00:11:33.800 --> 00:11:38.600]  或者是沒有了人身自由的那些奴人
[00:11:38.600 --> 00:11:39.600]  那些叫奴隸
[00:11:39.600 --> 00:11:43.800]  你要尊敬你的主人
[00:11:43.800 --> 00:11:49.000]  所以尊敬在這樣的情況下
[00:11:49.000 --> 00:11:51.800]  不是那些敬老的那種尊敬
[00:11:51.800 --> 00:11:54.400]  就是說你老了
[00:11:54.400 --> 00:11:55.600]  你不行了
[00:11:55.600 --> 00:11:57.600]  所以就讓你幾分吧
[00:11:57.600 --> 00:11:59.000]  那些是尊敬的
[00:11:59.000 --> 00:12:02.400]  是一種的尊敬
[00:12:02.400 --> 00:12:04.000]  honor
[00:12:04.000 --> 00:12:05.000]  英文說的
[00:12:05.000 --> 00:12:07.400]  是一種的尊敬尊重
[00:12:07.400 --> 00:12:10.400]  好像尊敬牧師那樣尊敬那些寡婦
[00:12:10.400 --> 00:12:18.200]  因為主耶穌都是向那些弱者
[00:12:18.200 --> 00:12:21.800]  就是講到向他們傳福音
[00:12:21.800 --> 00:12:22.800]  健康的人用不著醫生
[00:12:22.800 --> 00:12:24.800]  有病的人才用得著
[00:12:24.800 --> 00:12:28.200]  耶穌跟那些社會邊緣
[00:12:28.200 --> 00:12:30.800]  猶太社區裡面邊緣的人士
[00:12:30.800 --> 00:12:33.800]  那些瑞利那些罪人
[00:12:33.800 --> 00:12:36.600]  甚至妓女同台吃飯
[00:12:36.600 --> 00:12:37.200]  是不是
[00:12:37.200 --> 00:12:39.200]  被人家說他
[00:12:39.200 --> 00:12:42.000]  說你也不顧體統
[00:12:42.000 --> 00:12:45.800]  耶穌說在天國裡面小孩子是最大的
[00:12:45.800 --> 00:12:49.400]  小孩子是從前那些不備受重視
[00:12:49.400 --> 00:12:53.600]  跟女人一樣是不備受重視的人
[00:12:53.600 --> 00:12:57.200]  如果你是孤兒的話更加不備受重視
[00:12:57.200 --> 00:12:58.400]  不同於現在
[00:12:58.400 --> 00:12:59.800]  小孩子是最大的
[00:12:59.800 --> 00:13:01.200]  跟加拿大現在不同
[00:13:01.200 --> 00:13:03.800]  現在小孩子是最大的
[00:13:03.800 --> 00:13:06.800]  老人家是最大的
[00:13:06.800 --> 00:13:08.600]  不同啊
[00:13:08.600 --> 00:13:09.800]  那時候不是的
[00:13:09.800 --> 00:13:13.000]  所以如果是這樣的話
[00:13:13.000 --> 00:13:14.800]  教會主耶穌
[00:13:14.800 --> 00:13:16.400]  要呼召
[00:13:16.400 --> 00:13:19.600]  要向這些人傳福音的話
[00:13:19.600 --> 00:13:20.800]  就是弱者
[00:13:20.800 --> 00:13:23.800]  那教會好像什麼
[00:13:23.800 --> 00:13:25.400]  好像溫哥華還有
[00:13:25.400 --> 00:13:26.000]  這裡沒有
[00:13:26.000 --> 00:13:27.600]  有一個倫敦大藥房
[00:13:27.600 --> 00:13:29.800]  倫敦大藥房有名字你叫
[00:13:29.800 --> 00:13:31.000]  什麼藥都有
[00:13:31.000 --> 00:13:39.600]  我們叫Shopper's Drug Mark
[00:13:39.600 --> 00:13:40.800]  或者是什麼
[00:13:40.800 --> 00:13:43.000]  不過這裡我們沒這麼說過
[00:13:43.000 --> 00:13:45.200]  我們在溫哥華的唐人
[00:13:45.200 --> 00:13:47.800]  是有這樣的說法的
[00:13:47.800 --> 00:13:49.400]  在倫敦大藥房
[00:13:49.400 --> 00:13:51.400]  就是說什麼藥都有
[00:13:51.400 --> 00:13:55.000]  是什麼
[00:13:55.000 --> 00:13:57.200]  教會什麼藥都有
[00:13:57.200 --> 00:13:58.000]  好
[00:13:58.000 --> 00:14:01.400]  所以剛才問這個調查
[00:14:01.400 --> 00:14:02.600]  就是沒有人舉手
[00:14:02.600 --> 00:14:05.400]  就是說我們需要多一點藥
[00:14:05.400 --> 00:14:08.000]  弱者
[00:14:08.000 --> 00:14:09.800]  弱勢群體
[00:14:13.800 --> 00:14:16.800]  不過認弱者是沒有什麼大好處的
[00:14:16.800 --> 00:14:17.800]  拿小狗嘛
[00:14:17.800 --> 00:14:18.400]  是不是
[00:14:18.400 --> 00:14:19.600]  下輩子說
[00:14:19.600 --> 00:14:22.800]  我們要學習
[00:14:22.800 --> 00:14:26.400]  牧養教會中的弱者
[00:14:26.400 --> 00:14:29.600]  第二就是要去關心他們
[00:14:29.600 --> 00:14:30.800]  照顧他們
[00:14:30.800 --> 00:14:32.200]  要關顧他們
[00:14:32.200 --> 00:14:34.000]  關顧是一個很重要的
[00:14:34.000 --> 00:14:37.200]  一個教會這邊的侍奉
[00:14:37.200 --> 00:14:39.800]  我們也有關顧長者
[00:14:39.800 --> 00:14:43.000]  我們也有關顧長者
[00:14:43.000 --> 00:14:44.800]  我們去老人院
[00:14:44.800 --> 00:14:46.800]  去護理院探訪
[00:14:46.800 --> 00:14:48.000]  都有關顧
[00:14:48.000 --> 00:14:48.800]  是不是
[00:14:48.800 --> 00:14:53.200]  弱勢搞這些的寡婦
[00:14:53.200 --> 00:14:54.400]  曾經或者是
[00:14:54.400 --> 00:14:57.800]  到提摩太盟會的時候
[00:14:57.800 --> 00:14:59.800]  都是一個問題
[00:14:59.800 --> 00:15:01.000]  史唐絕講
[00:15:01.000 --> 00:15:03.600]  在那些日子門徒增加的時候
[00:15:03.600 --> 00:15:05.800]  搞人數越多的時候
[00:15:05.800 --> 00:15:08.800]  當中有些講希臘話的猶太人
[00:15:08.800 --> 00:15:10.400]  他們有些
[00:15:10.400 --> 00:15:12.600]  因為他們不懂得講阿蘭文
[00:15:12.600 --> 00:15:14.200]  不懂得講本地話
[00:15:14.200 --> 00:15:17.200]  都是一個他們的弱勢
[00:15:17.200 --> 00:15:18.800]  是他們的缺點
[00:15:18.800 --> 00:15:19.800]  意願上
[00:15:19.800 --> 00:15:23.600]  雖然多數人都懂得聽希臘文
[00:15:23.600 --> 00:15:24.400]  不過在教會裡面
[00:15:24.400 --> 00:15:27.200]  多數人除了讀經
[00:15:27.200 --> 00:15:29.000]  寫聖經之外
[00:15:29.000 --> 00:15:31.400]  都是講阿蘭文的
[00:15:31.400 --> 00:15:34.200]  就是讀經的書上用希臘文寫
[00:15:34.200 --> 00:15:35.600]  都有人翻譯成阿蘭文
[00:15:35.600 --> 00:15:37.600]  給一般人聽的
[00:15:37.600 --> 00:15:40.000]  那些寡婦就發言
[00:15:40.000 --> 00:15:42.200]  他們在日常供給上面
[00:15:42.200 --> 00:15:44.000]  忽略了他們的寡婦
[00:15:44.000 --> 00:15:48.800]  那些只懂得講希臘話的弟兄姊妹
[00:15:48.800 --> 00:15:53.000]  《亞國書》又這樣講我
[00:15:53.000 --> 00:15:54.000]  第一章講我
[00:15:54.000 --> 00:15:56.000]  在上帝我們的父面前
[00:15:56.000 --> 00:15:58.800]  清潔沒有玷污的虔誠
[00:15:58.800 --> 00:16:01.000]  就是看顧在患難中的
[00:16:01.000 --> 00:16:04.000]  患難中的孤兒寡婦
[00:16:04.000 --> 00:16:05.200]  並且保守自己
[00:16:05.200 --> 00:16:07.000]  不兼染世俗
[00:16:07.000 --> 00:16:10.800]  那時亞國對於亞哥的教會
[00:16:10.800 --> 00:16:12.200]  有些提醒我
[00:16:12.200 --> 00:16:16.000]  說你們忽略了照顧孤兒寡婦
[00:16:16.000 --> 00:16:19.800]  這個不只是你敬拜好虔誠
[00:16:19.800 --> 00:16:25.000]  每個星期都去聚會等等等等
[00:16:25.000 --> 00:16:29.200]  你還要去關心那些
[00:16:29.200 --> 00:16:33.400]  在患難中的孤兒寡婦
[00:16:33.400 --> 00:16:36.000]  患難中就是缺乏的
[00:16:36.000 --> 00:16:39.000]  但是教會怎麼照顧
[00:16:39.000 --> 00:16:43.400]  所有患難中的孤兒寡婦呢
[00:16:43.400 --> 00:16:49.000]  尤其初期教會都不太富有
[00:16:49.000 --> 00:16:51.400]  教會的能力有限
[00:16:51.400 --> 00:16:52.400]  牧師的能力有限
[00:16:52.400 --> 00:16:54.000]  怎麼照顧呢
[00:16:54.000 --> 00:16:56.000]  我們讀一下經文
[00:16:56.000 --> 00:16:57.800]  保樂地提醒提摩太王
[00:16:57.800 --> 00:17:00.800]  寡婦若有兒女或孫兒女
[00:17:00.800 --> 00:17:04.200]  要讓兒孫先在自己家中學習行孝
[00:17:04.200 --> 00:17:05.800]  要報答親恩
[00:17:05.800 --> 00:17:10.400]  因為這在上帝面前是可矇如立的
[00:17:10.400 --> 00:17:11.600]  第十六節
[00:17:11.600 --> 00:17:14.200]  信主的婦女若有親戚
[00:17:14.200 --> 00:17:15.200]  親戚是親子
[00:17:15.200 --> 00:17:16.200]  是寡婦
[00:17:16.200 --> 00:17:17.400]  要救濟她們
[00:17:17.400 --> 00:17:19.200]  不可拖累教會
[00:17:19.200 --> 00:17:21.200]  好使教會能救濟
[00:17:21.200 --> 00:17:26.800]  真正無助的寡婦
[00:17:26.800 --> 00:17:29.000]  為什麼呢
[00:17:29.000 --> 00:17:30.200]  教會不理他們嗎
[00:17:30.200 --> 00:17:31.400]  不是
[00:17:31.400 --> 00:17:32.600]  教會說
[00:17:32.600 --> 00:17:35.000]  保樂提醒提摩太王說
[00:17:35.000 --> 00:17:42.400]  教會要建立一個親緣的網絡
[00:17:42.400 --> 00:17:44.600]  主來的親緣的網絡
[00:17:44.600 --> 00:17:46.200]  就是家裏面有寡婦
[00:17:46.200 --> 00:17:49.000]  你要家人去照顧
[00:17:49.000 --> 00:17:51.400]  兒孫去照顧
[00:17:51.400 --> 00:17:53.400]  牧羊是什麼意思呢
[00:17:53.400 --> 00:17:58.000]  牧羊的意思就是要使教會成為一家人
[00:17:58.000 --> 00:18:00.000]  照顧家裏的人一樣
[00:18:00.000 --> 00:18:01.400]  一家人
[00:18:01.400 --> 00:18:02.600]  我們都知道
[00:18:02.600 --> 00:18:04.200]  我們有首歌唱
[00:18:04.200 --> 00:18:05.400]  在耶穌裏
[00:18:05.400 --> 00:18:07.200]  我們是什麼
[00:18:07.200 --> 00:18:10.600]  在耶穌裏
[00:18:10.600 --> 00:18:11.400]  我們是什麼
[00:18:11.400 --> 00:18:19.400]  我們是一堆人
[00:18:19.400 --> 00:18:20.800]  如果是一堆人
[00:18:20.800 --> 00:18:22.200]  就沒有網絡了
[00:18:22.200 --> 00:18:23.600]  那就不行了
[00:18:23.600 --> 00:18:24.600]  自己會做
[00:18:24.600 --> 00:18:27.000]  在耶穌裏
[00:18:27.000 --> 00:18:30.000]  我們是一堆人
[00:18:30.000 --> 00:18:31.600]  一家人
[00:18:31.600 --> 00:18:34.600]  所以普通話國語不是太準
[00:18:34.600 --> 00:18:36.800]  你沒有用
[00:18:36.800 --> 00:18:38.000]  變成一堆人
[00:18:38.000 --> 00:18:40.800]  你做一家人好了
[00:18:40.800 --> 00:18:44.800]  我們是一堆人還是一家人
[00:18:44.800 --> 00:18:45.600]  一家人
[00:18:45.600 --> 00:18:47.000]  什麼叫一家人
[00:18:47.000 --> 00:18:48.200]  只有一個「港」字
