
[00:00:00.000 --> 00:00:05.000]  他後來成為一個很頂尖的會計師
[00:01:32.000 --> 00:01:34.000]  在堂會侍奉
[00:01:34.000 --> 00:01:37.000]  跟以前的職場完全沒有得比
[00:01:37.000 --> 00:01:40.000]  他覺得自己這麼大的犧牲
[00:01:40.000 --> 00:01:43.000]  為甚麼做一個小小的傳道人
[00:01:43.000 --> 00:01:46.000]  上帝好像也沒有很多祝福給我
[00:01:46.000 --> 00:01:49.000]  這種戴犧牲的精神
[00:01:49.000 --> 00:01:53.000]  會引申一種期望的回報
[00:01:53.000 --> 00:01:57.000]  我期望我的侍奉上帝必須要回報
[00:01:57.000 --> 00:02:00.000]  而一種很普遍的回報
[00:02:00.000 --> 00:02:02.000]  起碼的回報
[00:02:02.000 --> 00:02:04.000]  或很多人想要的回報
[00:02:04.000 --> 00:02:08.000]  就是被認同、被讚賞、被稱讚
[00:02:08.000 --> 00:02:10.000]  所以很多人的侍奉
[00:02:10.000 --> 00:02:13.000]  無論是平信徒、傳道人
[00:02:13.000 --> 00:02:16.000]  很想有人認同、讚賞、稱讚
[00:02:16.000 --> 00:02:18.000]  你會問我的侍奉
[00:02:18.000 --> 00:02:21.000]  被人認同、讚賞有甚麼問題呢
[00:02:21.000 --> 00:02:23.000]  可能沒有問題
[00:02:23.000 --> 00:02:25.000]  如果這是一個結果是沒有問題的
[00:02:25.000 --> 00:02:28.000]  但如果這是一個期望、動機
[00:02:28.000 --> 00:02:30.000]  是你侍奉的目的
[00:02:30.000 --> 00:02:32.000]  那就很有問題
[00:02:32.000 --> 00:02:36.000]  這就是戴犧牲精神所引申的一個普遍問題
[00:02:36.000 --> 00:02:40.000]  我們的侍奉背後有一些動機
[00:02:40.000 --> 00:02:42.000]  未必很純正
[00:02:42.000 --> 00:02:45.000]  在我們的侍奉裡
[00:02:45.000 --> 00:02:49.000]  我們很容易會陷入這種戴犧牲的精神
[00:02:49.000 --> 00:02:51.000]  但我覺得在聖經裡
[00:02:51.000 --> 00:02:53.000]  另外一個人物
[00:02:53.000 --> 00:02:56.000]  給我們一個侍奉的典範
[00:02:56.000 --> 00:02:58.000]  如果你有機會回到祖堂和中堂
[00:02:58.000 --> 00:03:01.000]  你一路聽我們講尼希米記
[00:03:01.000 --> 00:03:03.000]  尼希米的侍奉
[00:03:03.000 --> 00:03:06.000]  是一個我覺得非常經典
[00:03:06.000 --> 00:03:08.000]  值得我們學習
[00:03:08.000 --> 00:03:11.000]  尼希米本身是波斯的高官
[00:03:11.000 --> 00:03:13.000]  他去到猶大地
[00:03:13.000 --> 00:03:15.000]  雖然做省長
[00:03:15.000 --> 00:03:17.000]  但完全不同的生活
[00:03:17.000 --> 00:03:21.000]  在猶大地他奉主的召命
[00:03:21.000 --> 00:03:23.000]  去重建這個城牆
[00:03:23.000 --> 00:03:25.000]  在他重建的過程裡
[00:03:25.000 --> 00:03:27.000]  內憂外患
[00:03:27.000 --> 00:03:30.000]  自己人又欺壓自己的百姓
[00:03:30.000 --> 00:03:32.000]  外面的敵人又想殺他
[00:03:32.000 --> 00:03:34.000]  想綁架他
[00:03:34.000 --> 00:03:37.000]  寫信造謠去誣告他
[00:03:37.000 --> 00:03:39.000]  想他死
[00:03:39.000 --> 00:03:41.000]  在這樣的狀況之下
[00:03:41.000 --> 00:03:43.000]  他完全堅持不理
[00:03:43.000 --> 00:03:45.000]  他堅持完成主的召命
[00:03:45.000 --> 00:03:47.000]  重建這個城牆
[00:03:47.000 --> 00:03:50.000]  這個就是尼希米去侍奉的典範
[00:03:50.000 --> 00:03:53.000]  他的侍奉是完全一樣東西
[00:03:53.000 --> 00:03:57.000]  能夠做到上帝對他的召命
[00:03:57.000 --> 00:03:59.000]  而不是期望其他的東西
[00:03:59.000 --> 00:04:01.000]  今天這段經文
[00:04:01.000 --> 00:04:03.000]  耶穌講他自己的工作
[00:04:03.000 --> 00:04:05.000]  講他一班的工人
[00:04:05.000 --> 00:04:07.000]  他想我們和他同工
[00:04:07.000 --> 00:04:10.000]  但當我們與主同工的時候
[00:04:10.000 --> 00:04:14.000]  我們抱著一個什麼同工的心態
[00:04:14.000 --> 00:04:16.000]  這個很重要
[00:04:16.000 --> 00:04:19.000]  遠遠重要過我們做什麼
[00:04:19.000 --> 00:04:24.000]  我們有什麼可以在會友大會去分享
[00:04:24.000 --> 00:04:25.000]  去報告
[00:04:25.000 --> 00:04:27.000]  這些不是很重要
[00:04:27.000 --> 00:04:31.000]  我們侍奉的心態的過程可能更加重要
[00:04:31.000 --> 00:04:33.000]  這段經文會分開兩段
[00:04:33.000 --> 00:04:36.000]  第一段是七節到十二節
[00:04:36.000 --> 00:04:38.000]  第二段是十三到十九節
[00:04:38.000 --> 00:04:41.000]  七到十二節在馬化鋒這裡
[00:04:41.000 --> 00:04:43.000]  可以說是一個轉折的段落
[00:04:43.000 --> 00:04:45.000]  一個起承轉合
[00:04:45.000 --> 00:04:47.000]  承上啟下
[00:04:47.000 --> 00:04:51.000]  這一段可以說是二章一到三章六
[00:04:51.000 --> 00:04:55.000]  耶穌這一段侍奉的結語
[00:04:55.000 --> 00:04:56.000]  一個Closing
[00:04:56.000 --> 00:05:00.000]  他講了耶穌的工作和帶來的果效
[00:05:00.000 --> 00:05:02.000]  亦都帶出下一大段
[00:05:02.000 --> 00:05:06.000]  由三章十三到八章三十
[00:05:06.000 --> 00:05:09.000]  這裡講到耶穌在加里尼後期的侍奉
[00:05:09.000 --> 00:05:12.000]  然後就要上耶路撒冷
[00:05:12.000 --> 00:05:14.000]  所以這一段是有起承轉合
[00:05:14.000 --> 00:05:16.000]  講耶穌的工作是怎樣
[00:05:16.000 --> 00:05:18.000]  在第七節
[00:05:18.000 --> 00:05:21.000]  他說耶穌和門徒就退到海邊
[00:05:21.000 --> 00:05:23.000]  如果大家都記得第六節
[00:05:23.000 --> 00:05:24.000]  有一班人
[00:05:24.000 --> 00:05:25.000]  希律黨的人
[00:05:25.000 --> 00:05:27.000]  法利塞人和民事
[00:05:27.000 --> 00:05:29.000]  想去除掉耶穌
[00:05:29.000 --> 00:05:31.000]  想去殺害耶穌
[00:05:31.000 --> 00:05:33.000]  耶穌就退去
[00:05:33.000 --> 00:05:34.000]  退到海邊
[00:05:34.000 --> 00:05:35.000]  耶穌不是怕
[00:05:35.000 --> 00:05:37.000]  你不要以為耶穌很膽怯
[00:05:37.000 --> 00:05:38.000]  很懦弱
[00:05:38.000 --> 00:05:40.000]  人家想殺祂就走
[00:05:40.000 --> 00:05:41.000]  耶穌不是怕
[00:05:41.000 --> 00:05:43.000]  耶穌祂知道
[00:05:43.000 --> 00:05:45.000]  祂現在要暫時離開
[00:05:45.000 --> 00:05:46.000]  原因就是
[00:05:46.000 --> 00:05:49.000]  祂的時候未到
[00:05:49.000 --> 00:05:50.000]  祂的時候未到
[00:05:50.000 --> 00:05:53.000]  祂還要完成天父給祂的使命
[00:05:53.000 --> 00:05:55.000]  祂要建立一班門徒
[00:05:55.000 --> 00:05:57.000]  然後才上十字架
[00:05:57.000 --> 00:05:59.000]  所以祂暫時離開
[00:05:59.000 --> 00:06:02.000]  這個最大的衝擊
[00:06:02.000 --> 00:06:03.000]  去到哪裡呢
[00:06:03.000 --> 00:06:05.000]  祂就去到海邊
[00:06:05.000 --> 00:06:08.000]  有很多人從加里尼
[00:06:08.000 --> 00:06:10.000]  就是祂的北邊
[00:06:10.000 --> 00:06:13.000]  接著就是猶太和耶路撒冷
[00:06:13.000 --> 00:06:14.000]  就是南邊
[00:06:14.000 --> 00:06:16.000]  以土買就是以東
[00:06:16.000 --> 00:06:20.000]  是猶太和耶路撒冷再南邊的地方
[00:06:20.000 --> 00:06:23.000]  約旦河的東邊就是東邊
[00:06:23.000 --> 00:06:28.000]  推羅西頓就是西北一些外邦人的城市
[00:06:28.000 --> 00:06:31.000]  馬可的形容就是東南西北四方八面
[00:06:31.000 --> 00:06:35.000]  有很多人都是慕名跟從耶穌
[00:06:35.000 --> 00:06:38.000]  如果你的侍奉有這樣的果效
[00:06:38.000 --> 00:06:41.000]  東南西北九龍新界香港來到
[00:06:41.000 --> 00:06:44.000]  人們慕名而來到窩福堂
[00:06:44.000 --> 00:06:47.000]  你有什麼感受
[00:06:47.000 --> 00:06:49.000]  飄飄然
[00:06:49.000 --> 00:06:51.000]  很開心
[00:06:51.000 --> 00:06:53.000]  飄飄然
[00:06:53.000 --> 00:06:55.000]  但想想這班人來做什麼呢
[00:06:55.000 --> 00:06:57.000]  我們要留意這班人來到
[00:06:57.000 --> 00:06:59.000]  有一個字就是
[00:06:59.000 --> 00:07:02.000]  擁擠他
[00:07:02.000 --> 00:07:03.000]  逼住他
[00:07:03.000 --> 00:07:06.000]  這個字你不要以為是一個逼住他
[00:07:06.000 --> 00:07:09.000]  這個字在舊約的七十事曰本和新約
[00:07:09.000 --> 00:07:11.000]  這個字是很負面的
[00:07:11.000 --> 00:07:14.000]  這個字的意思就是欺壓傷害
[00:07:14.000 --> 00:07:18.000]  令到困難受困遭患難的意思
[00:07:18.000 --> 00:07:20.000]  就是說這班人來到
[00:07:20.000 --> 00:07:22.000]  是令到耶穌的工作很困難
[00:07:22.000 --> 00:07:24.000]  是阻住他的
[00:07:24.000 --> 00:07:26.000]  令到耶穌困難重重
[00:07:26.000 --> 00:07:28.000]  所以這班人他未必是故意的
[00:07:28.000 --> 00:07:30.000]  不過他來到的效果
[00:07:30.000 --> 00:07:33.000]  就令到你的侍奉你要做的事情
[00:07:33.000 --> 00:07:35.000]  你要完成天父的旨意
[00:07:35.000 --> 00:07:37.000]  令到困難重重
[00:07:37.000 --> 00:07:39.000]  那耶穌怎樣呢
[00:07:39.000 --> 00:07:40.000]  他就上船了
[00:07:40.000 --> 00:07:43.000]  他和他的門徒就上了一隻預備的船
[00:07:43.000 --> 00:07:45.000]  如果你看科林書
[00:07:45.000 --> 00:07:48.000]  耶穌上船這個景象你不會陌生
[00:07:48.000 --> 00:07:50.000]  他上船多數做什麼呢
[00:07:50.000 --> 00:07:51.000]  港渡
[00:07:51.000 --> 00:07:53.000]  他不是上船做其他的活動
[00:07:53.000 --> 00:07:55.000]  多數是退後一點
[00:07:55.000 --> 00:07:57.000]  去港渡、去教渡
[00:07:57.000 --> 00:07:59.000]  所以這裡你可以認真想想
[00:07:59.000 --> 00:08:02.000]  耶穌雖然有很多人令他困難
[00:08:02.000 --> 00:08:04.000]  擁擠他、阻住他
[00:08:04.000 --> 00:08:06.000]  他不會停手
[00:08:06.000 --> 00:08:10.000]  他依然是做天父呼召他做的事情
[00:08:10.000 --> 00:08:12.000]  去傳福音、去港渡
[00:08:12.000 --> 00:08:14.000]  他不單止這樣
[00:08:14.000 --> 00:08:17.000]  在上船之前他會做一些事情
[00:08:17.000 --> 00:08:19.000]  他治好了很多人
[00:08:19.000 --> 00:08:22.000]  凡有疾病的都要上去摸他
[00:08:22.000 --> 00:08:24.000]  一摸他有能力流出
[00:08:24.000 --> 00:08:25.000]  治好那些人
[00:08:25.000 --> 00:08:28.000]  當烏靈見到他就俯伏在他面前
[00:08:28.000 --> 00:08:31.000]  喊哭著說你是神的兒子
[00:08:31.000 --> 00:08:33.000]  即是說他又趕鬼又治病
[00:08:33.000 --> 00:08:35.000]  所以這個是耶穌的工作
[00:08:35.000 --> 00:08:38.000]  教導、傳導、服侍人
[00:08:38.000 --> 00:08:41.000]  趕鬼治病就是去服侍人
[00:08:41.000 --> 00:08:43.000]  你要留意那個烏靈
[00:08:43.000 --> 00:08:45.000]  他見到耶穌會怎樣呢
[00:08:45.000 --> 00:08:48.000]  他會俯伏在耶穌的面前
[00:08:48.000 --> 00:08:52.000]  馬開宗這個字我想是有些特意的意思
[00:08:52.000 --> 00:08:56.000]  俯伏這個字的希臘文就是prospipto
[00:08:56.000 --> 00:08:59.000]  和剛才眾人擁擠他
[00:08:59.000 --> 00:09:03.000]  aptipipto這個字是同一個字根
[00:09:03.000 --> 00:09:06.000]  你發覺原來人是阻礙著耶穌的工作
[00:09:06.000 --> 00:09:10.000]  反而烏靈他明白耶穌多一些
[00:09:10.000 --> 00:09:12.000]  是俯伏在耶穌面前
[00:09:12.000 --> 00:09:14.000]  好像一個對比
[00:09:14.000 --> 00:09:17.000]  原來人甚至是一些門徒
[00:09:17.000 --> 00:09:21.000]  對耶穌明白的理解都不及烏靈
[00:09:21.000 --> 00:09:24.000]  令到我們好像可以反省
[00:09:24.000 --> 00:09:27.000]  但是烏靈對於耶穌的理解
[00:09:27.000 --> 00:09:30.000]  是否很完全呢 也不是
[00:09:30.000 --> 00:09:32.000]  因為烏靈怎樣稱呼耶穌呢
[00:09:32.000 --> 00:09:34.000]  你是神的兒子
[00:09:34.000 --> 00:09:36.000]  神的兒子這個字
[00:09:36.000 --> 00:09:39.000]  不是一個很技術性的神學名詞
[00:09:39.000 --> 00:09:42.000]  是在當時很普遍
[00:09:42.000 --> 00:09:45.000]  當時的羅馬王奧古士督之後
[00:09:45.000 --> 00:09:48.000]  每一個皇帝叫做甚麼 神的兒子
[00:09:48.000 --> 00:09:51.000]  埃及皇帝又叫自己做神的兒子
[00:09:51.000 --> 00:09:54.000]  而神的兒子在舊約有很多用法
[00:09:54.000 --> 00:09:57.000]  天使叫做神的兒子
[00:09:57.000 --> 00:10:00.000]  以色列民叫做神的兒子
[00:10:00.000 --> 00:10:03.000]  以色列王又叫做神的兒子
[00:10:03.000 --> 00:10:05.000]  即使在《賜經》裏面
[00:10:05.000 --> 00:10:07.000]  在《變西拉自訓》裏面
[00:10:07.000 --> 00:10:10.000]  他都說那些義人叫做神的兒子
[00:10:10.000 --> 00:10:13.000]  這個term是當時經常用
[00:10:13.000 --> 00:10:15.000]  不是一個專有
[00:10:15.000 --> 00:10:17.000]  你就是聖父 聖子 聖靈
[00:10:17.000 --> 00:10:19.000]  這個神的兒子
[00:10:19.000 --> 00:10:21.000]  那甚麼叫做兒子呢
[00:10:21.000 --> 00:10:23.000]  其實兒子所表達就是很親近
[00:10:23.000 --> 00:10:25.000]  很有關係的意思
[00:10:25.000 --> 00:10:28.000]  所以烏靈雖然明白耶穌比人多些
[00:10:28.000 --> 00:10:31.000]  但他都不是完全明白的
[00:10:31.000 --> 00:10:33.000]  你是很親近神
[00:10:33.000 --> 00:10:35.000]  跟神很有關係
[00:10:35.000 --> 00:10:37.000]  很有能力
[00:10:37.000 --> 00:10:39.000]  但他都未必明白到
[00:10:39.000 --> 00:10:42.000]  耶穌就是那位聖父 聖子 聖靈
[00:10:42.000 --> 00:10:45.000]  上帝的兒子要成就這個救恩
[00:10:45.000 --> 00:10:48.000]  所以鬼不是最認識耶穌
[00:10:48.000 --> 00:10:50.000]  人就更加不要說了
[00:10:50.000 --> 00:10:53.000]  完全是誤解了彌賽亞
[00:10:53.000 --> 00:10:55.000]  祂期望的彌賽亞是一個
[00:10:55.000 --> 00:10:57.000]  很威榮的
[00:10:57.000 --> 00:11:01.000]  能夠帶領猶太人去打敗羅馬
[00:11:01.000 --> 00:11:04.000]  能夠恢復以色列國的
[00:11:04.000 --> 00:11:06.000]  一個這樣的彌賽亞
[00:11:06.000 --> 00:11:08.000]  但耶穌完全不是這個觀念
[00:11:08.000 --> 00:11:10.000]  是一個很卑微的
[00:11:10.000 --> 00:11:13.000]  服侍人致死的一個彌賽亞
[00:11:13.000 --> 00:11:15.000]  所以耶穌在這個時候
[00:11:15.000 --> 00:11:16.000]  所以先不要傳
[00:11:16.000 --> 00:11:19.000]  你不要誤傳這個彌賽亞觀念
[00:11:19.000 --> 00:11:23.000]  所以耶穌就吩咐污靈不要出聲
[00:11:23.000 --> 00:11:25.000]  「祝福」這個字在後面都出現過
[00:11:25.000 --> 00:11:28.000]  就是當耶穌斥責風浪的時候
[00:11:28.000 --> 00:11:30.000]  就是斥責這個字
[00:11:30.000 --> 00:11:32.000]  所以耶穌不是單單祝福
[00:11:32.000 --> 00:11:34.000]  其實祂是斥責污靈不要說
[00:11:34.000 --> 00:11:36.000]  現在不准說
[00:11:36.000 --> 00:11:39.000]  因為現在未是時候
[00:11:39.000 --> 00:11:41.000]  耶穌的侍奉很有果效
[00:11:41.000 --> 00:11:44.000]  大家看到東南西北很多人來到
[00:11:44.000 --> 00:11:48.000]  但祂不沉醉於這種榮譽感裏面
[00:11:48.000 --> 00:11:50.000]  祂不會覺得飄飄然
[00:11:50.000 --> 00:11:52.000]  很多人去崇拜祂
[00:11:52.000 --> 00:11:54.000]  找祂幫忙
[00:11:54.000 --> 00:11:56.000]  祂不沉醉於這種
[00:11:56.000 --> 00:11:58.000]  要人去肯定讚賞
[00:11:58.000 --> 00:12:00.000]  祂的門徒就會
[00:12:00.000 --> 00:12:02.000]  你看到後面的雅各和約翰
[00:12:02.000 --> 00:12:05.000]  他說當耶穌你得榮耀的時候
[00:12:05.000 --> 00:12:08.000]  可不可以我一個坐你左邊一個坐你右邊
[00:12:08.000 --> 00:12:10.000]  想榮譽、榮耀
[00:12:10.000 --> 00:12:14.000]  但耶穌完全不會給這種榮譽感去蒙蔽
[00:12:14.000 --> 00:12:17.000]  祂完全沒有這種大犧牲的精神
[00:12:17.000 --> 00:12:20.000]  我做這麼多事都應該被人去
[00:12:20.000 --> 00:12:22.000]  欣賞、讚賞
[00:12:22.000 --> 00:12:24.000]  祂沒有
[00:12:24.000 --> 00:12:27.000]  所以侍奉我們要很小心
[00:12:27.000 --> 00:12:29.000]  不要被這種榮譽感
[00:12:29.000 --> 00:12:31.000]  所謂我叫大犧牲精神
[00:12:31.000 --> 00:12:33.000]  去蒙蔽你
[00:12:33.000 --> 00:12:36.000]  我們侍奉的動機和我們的目的只有一個
[00:12:36.000 --> 00:12:39.000]  就是成就神的旨意
[00:12:39.000 --> 00:12:40.000]  上帝叫你做什麼
[00:12:40.000 --> 00:12:41.000]  成就祂的旨意
[00:12:41.000 --> 00:12:43.000]  你被人罵你都要做
[00:12:43.000 --> 00:12:45.000]  你被人唾棄你都要做
[00:12:45.000 --> 00:12:47.000]  你被人羞辱你都要做
[00:12:47.000 --> 00:12:49.000]  你被人打被人殺都要做
[00:12:49.000 --> 00:12:52.000]  這就是耶穌的榜樣
[00:12:52.000 --> 00:12:55.000]  但耶穌要做祂不單止一腔熱血
[00:12:55.000 --> 00:12:57.000]  祂有策略去做
[00:12:57.000 --> 00:13:01.000]  祂呼召了有十二個人去幫助祂
[00:13:01.000 --> 00:13:06.000]  和要完成祂的使命
[00:13:06.000 --> 00:13:08.000]  祂接著上了山
[00:13:08.000 --> 00:13:10.000]  祂離開了海邊上了山
[00:13:10.000 --> 00:13:13.000]  祂把自己所要的人召來
[00:13:13.000 --> 00:13:17.000]  把自己所要的字在舊的話本
[00:13:17.000 --> 00:13:20.000]  就是隨自己的意思
[00:13:20.000 --> 00:13:23.000]  其實這個字可能舊的更加傳神
[00:13:23.000 --> 00:13:26.000]  其實耶穌是隨自己的意思去叫人來
[00:13:26.000 --> 00:13:28.000]  所以代表的是什麼呢
[00:13:28.000 --> 00:13:29.000]  主權
[00:13:29.000 --> 00:13:31.000]  不是這班人有多厲害
[00:13:31.000 --> 00:13:33.000]  這班人有多厲害
[00:13:33.000 --> 00:13:35.000]  你多有能力
[00:13:35.000 --> 00:13:38.000]  耶穌是按我的意思去找他們
[00:13:38.000 --> 00:13:40.000]  你往後看下去
[00:13:40.000 --> 00:13:42.000]  這十二個人真的一點都不厲害
[00:13:42.000 --> 00:13:44.000]  一點都不厲害
[00:13:44.000 --> 00:13:47.000]  甚至靈命都很軟弱
[00:13:47.000 --> 00:13:52.000]  耶穌的所謂的大弟子都會三次不認祂
[00:13:52.000 --> 00:13:54.000]  所以不是這些人有多厲害
[00:13:54.000 --> 00:13:56.000]  耶穌說我隨自己的意思
[00:13:56.000 --> 00:13:59.000]  是我的主權去找你做事
[00:13:59.000 --> 00:14:02.000]  我們一無可誇
[00:14:02.000 --> 00:14:04.000]  我們更加看到祂找他們來做什麼呢
[00:14:04.000 --> 00:14:05.000]  他們來了
[00:14:05.000 --> 00:14:07.000]  於是耶穌就設立十二個人
[00:14:07.000 --> 00:14:09.000]  設立這個字是很特殊的
[00:14:09.000 --> 00:14:12.000]  這個字其實在原文是指製造
[00:14:12.000 --> 00:14:14.000]  在《創世紀》第一章
[00:14:14.000 --> 00:14:17.000]  神造萬物就是用這個字
[00:14:17.000 --> 00:14:19.000]  即是七十四本就用這個字
[00:14:19.000 --> 00:14:20.000]  製造
[00:14:20.000 --> 00:14:21.000]  從無到有
[00:14:21.000 --> 00:14:23.000]  這十二個人不是本身有些東西
[00:14:23.000 --> 00:14:25.000]  耶穌說我幫你加工
[00:14:25.000 --> 00:14:26.000]  我訓練一下你
[00:14:26.000 --> 00:14:28.000]  你是一無是處的
[00:14:28.000 --> 00:14:30.000]  是耶穌製造出來的
[00:14:30.000 --> 00:14:31.000]  是由耶穌的能力
[00:14:31.000 --> 00:14:32.000]  祂的恩典
[00:14:32.000 --> 00:14:34.000]  令到這十二個人
[00:14:34.000 --> 00:14:36.000]  或者十一個人
[00:14:36.000 --> 00:14:39.000]  將來能夠為主服侍
[00:14:39.000 --> 00:14:41.000]  我們有沒有這種心態呢
[00:14:41.000 --> 00:14:43.000]  我們試奉的時候
[00:14:43.000 --> 00:14:46.000]  都是我有些厲害的地方
[00:14:46.000 --> 00:14:47.000]  可以給主去用
[00:14:47.000 --> 00:14:49.000]  都是我願意
[00:14:49.000 --> 00:14:52.000]  我連上班都不會
[00:14:52.000 --> 00:14:55.000]  盡心去打工
[00:14:55.000 --> 00:14:57.000]  都為教會服侍
[00:14:57.000 --> 00:14:59.000]  真的不要這樣想
[00:14:59.000 --> 00:15:01.000]  是耶穌是主製造
[00:15:01.000 --> 00:15:03.000]  能夠服侍祂的人
[00:15:03.000 --> 00:15:06.000]  我想起一個牧師
[00:15:06.000 --> 00:15:08.000]  一個美國牧師
[00:15:08.000 --> 00:15:11.000]  他的譯音叫羅瑞斯牧師
[00:15:11.000 --> 00:15:14.000]  這個牧師在做牧師之前
[00:15:14.000 --> 00:15:15.000]  他要服役
[00:15:15.000 --> 00:15:17.000]  在海軍陸戰隊服役
[00:15:17.000 --> 00:15:19.000]  接著被警察打仗
[00:15:19.000 --> 00:15:20.000]  在打仗裏面
[00:15:20.000 --> 00:15:22.000]  因為當時他不是一個牧者
[00:15:22.000 --> 00:15:23.000]  他打仗是很勇猛的
[00:15:23.000 --> 00:15:24.000]  不斷殺人
[00:15:24.000 --> 00:15:26.000]  他殺了很多人
[00:15:26.000 --> 00:15:28.000]  成為一個殺人狂
[00:15:28.000 --> 00:15:29.000]  他退役之後
[00:15:29.000 --> 00:15:31.000]  要見一個心理醫生
[00:15:31.000 --> 00:15:33.000]  這個心理醫生評估之後
[00:15:33.000 --> 00:15:34.000]  就說你沒救了
[00:15:34.000 --> 00:15:36.000]  你的心理已經沒救了
[00:15:36.000 --> 00:15:38.000]  你是一個殺人狂魔
[00:15:38.000 --> 00:15:41.000]  但後來主夫趙羅瑞斯
[00:15:41.000 --> 00:15:44.000]  他讀神學成為一個牧師
[00:15:44.000 --> 00:15:48.000]  這個經歷給我們一個反省
[00:15:48.000 --> 00:15:53.000]  即使一個被專家評估是殺人狂魔的人
[00:15:53.000 --> 00:15:57.000]  最後上帝可以製造成為一個牧師
[00:15:57.000 --> 00:15:59.000]  神的能力多大
[00:15:59.000 --> 00:16:02.000]  所以你不要小看自己
[00:16:02.000 --> 00:16:03.000]  即使你多卑微
[00:16:03.000 --> 00:16:05.000]  我們本身也是卑微的
[00:16:05.000 --> 00:16:06.000]  你覺得自己多卑微
[00:16:06.000 --> 00:16:09.000]  沒用,不行,沒東西可以貢獻的時候
[00:16:09.000 --> 00:16:10.000]  你記住
[00:16:10.000 --> 00:16:12.000]  上帝可以製造你
[00:16:12.000 --> 00:16:14.000]  成為一個服侍他的人
[00:16:14.000 --> 00:16:17.000]  成為一個很有能力的人
[00:16:17.000 --> 00:16:19.000]  而這十二個人
[00:16:19.000 --> 00:16:22.000]  又被稱為使徒
[00:16:22.000 --> 00:16:25.000]  使徒這個字本身在原文
[00:16:25.000 --> 00:16:29.000]  意思是軍艦或軍隊遠征
[00:16:29.000 --> 00:16:31.000]  去執行一個任務
[00:16:31.000 --> 00:16:34.000]  所以去到使徒這個字
[00:16:34.000 --> 00:16:37.000]  是一班受託的人
[00:16:37.000 --> 00:16:40.000]  去執行上帝給他的任務
[00:16:40.000 --> 00:16:41.000]  是一個messenger
[00:16:41.000 --> 00:16:43.000]  去傳講上帝的訊息
[00:16:43.000 --> 00:16:45.000]  執行上帝的任務
[00:16:45.000 --> 00:16:47.000]  可能你會問
[00:16:47.000 --> 00:16:49.000]  如果你在查經查到這裡
[00:16:49.000 --> 00:16:51.000]  為什麼會是十二個人呢?
[00:16:51.000 --> 00:16:53.000]  為什麼不十一個呢?
[00:16:53.000 --> 00:16:55.000]  為什麼不十三個呢?
[00:16:55.000 --> 00:16:57.000]  或者為什麼不七個呢?
[00:16:57.000 --> 00:16:59.000]  有很多的推測
[00:16:59.000 --> 00:17:02.000]  其中一個可能的解釋是這樣
[00:17:02.000 --> 00:17:04.000]  原來這十二個人
[00:17:04.000 --> 00:17:08.000]  就是預表要恢復以色列十二個支派
[00:17:08.000 --> 00:17:09.000]  這樣的image
[00:17:09.000 --> 00:17:12.000]  即是預表整個屬神的子民
[00:17:12.000 --> 00:17:14.000]  我們叫做真以色列人
[00:17:14.000 --> 00:17:16.000]  能夠得到重新的建立
[00:17:16.000 --> 00:17:18.000]  這一班是一班新的
[00:17:18.000 --> 00:17:20.000]  屬神的群體
[00:17:20.000 --> 00:17:22.000]  所以在路加福音第22章有說
