
[00:00:00.000 --> 00:00:03.580]  感謝天父帶領孩子來到大家當中去服事
[00:02:29.520 --> 00:02:32.640]  其實這個情況就好像在新約時代那些
[00:02:32.640 --> 00:02:35.280]  跟隨猶太教的追隨者那樣
[00:02:35.280 --> 00:02:37.320]  裏面可能是有猶太人
[00:02:37.320 --> 00:02:40.720]  但同一時間可能有些外邦人
[00:02:40.720 --> 00:02:42.920]  律法對於他們的影響
[00:02:42.920 --> 00:02:48.160]  可能更加的深遠
[00:02:48.160 --> 00:02:51.800]  今日經文保羅提到一班他關注的對象
[00:02:51.800 --> 00:02:54.160]  就是一班明白律法的人
[00:02:54.160 --> 00:02:56.360]  保羅稱呼他們是弟兄
[00:02:56.360 --> 00:02:59.160]  所以這班明白律法的人
[00:02:59.160 --> 00:03:00.720]  他們應該很明白律法
[00:03:00.720 --> 00:03:03.200]  應該很熟悉
[00:03:03.200 --> 00:03:04.320]  對於他們來說
[00:03:04.320 --> 00:03:06.840]  律法最直接的是什麼呢
[00:03:06.840 --> 00:03:10.680]  一定離不開摩西律法
[00:03:10.680 --> 00:03:14.560]  摩西律法不單止剛纔大家有大家默想的十戒
[00:03:14.560 --> 00:03:19.040]  其實裏面還包括很多憲制的制度、安排
[00:03:19.040 --> 00:03:24.400]  當然裏面也不能少的就是有戒命、律例、典章
[00:03:24.400 --> 00:03:26.520]  牽涉的層面很廣的
[00:03:26.520 --> 00:03:29.040]  不單止是關於宗教活動
[00:03:29.040 --> 00:03:31.440]  是關於整個社會的制度
[00:03:31.440 --> 00:03:33.880]  他們的社羣如何生活
[00:03:33.880 --> 00:03:36.920]  他們的所有的倫理規範
[00:03:36.920 --> 00:03:40.400]  所以你應該有可能舉個例子
[00:03:40.400 --> 00:03:41.720]  比如李美記說過
[00:03:41.720 --> 00:03:45.520]  那些地主收割的時候不能收到盡債
[00:03:45.520 --> 00:03:47.680]  要留一點給那些窮人
[00:03:47.680 --> 00:03:49.720]  大家都記得這個條例
[00:03:49.720 --> 00:03:53.360]  或者對於那些窮困的弟兄
[00:03:53.360 --> 00:03:54.680]  你借錢給他們的時候
[00:03:54.680 --> 00:03:56.280]  你不可以收利息
[00:03:56.280 --> 00:03:57.720]  不可以通宗取利
[00:03:57.720 --> 00:04:01.320]  這個在《出壓及記》裏面已經說了
[00:04:01.320 --> 00:04:05.160]  這一切律例、戒命、典章是做什麼的
[00:04:05.160 --> 00:04:07.920]  就是上帝說我是耶和
[00:04:07.920 --> 00:04:09.040]  我是你的神
[00:04:09.040 --> 00:04:09.920]  我是聖潔的
[00:04:09.920 --> 00:04:13.840]  所以你要守這些律例、戒命、典章
[00:04:13.840 --> 00:04:15.000]  是要將以色列人
[00:04:15.000 --> 00:04:20.560]  你們從其他世界、其他族裔裏面去分辨出來
[00:04:20.560 --> 00:04:26.840]  所以律法在以色列人當中的地位很重要、很關鍵
[00:04:26.840 --> 00:04:30.680]  這裏說牽涉到他們關於他們的禍福
[00:04:30.680 --> 00:04:32.480]  這裏摩西跟他們說
[00:04:32.480 --> 00:04:34.920]  跟你禍福有關係的
[00:04:34.920 --> 00:04:35.680]  我們都見到
[00:04:35.680 --> 00:04:42.560]  跟他們整個國家的命運、甚至整個子民的身份都有關係
[00:04:42.560 --> 00:04:45.240]  猶太人他們代代相傳
[00:04:45.240 --> 00:04:50.480]  而且律法也將他們凝聚在一起
[00:04:50.480 --> 00:04:52.840]  所以正正因爲這樣
[00:04:52.840 --> 00:04:55.840]  保羅是被指責爲
[00:04:55.840 --> 00:05:00.360]  傳一個不守律法的福音
[00:05:00.360 --> 00:05:03.440]  在這幫人當中他們見到保羅是怎樣的
[00:05:03.440 --> 00:05:06.680]  保羅是將律法放在一旁
[00:05:06.680 --> 00:05:11.840]  保羅是打破了他們所有的核心價值
[00:05:11.840 --> 00:05:14.120]  對於這幫明白律法的人
[00:05:14.120 --> 00:05:17.080]  這幫弟兄他們想
[00:05:17.080 --> 00:05:20.320]  不守律法怎麼行
[00:05:20.320 --> 00:05:21.680]  怎麼得救
[00:05:21.680 --> 00:05:24.120]  怎麼能生存
[00:05:24.120 --> 00:05:26.520]  不過在保羅的眼中
[00:05:26.520 --> 00:05:29.600]  其實他們不明白
[00:05:29.600 --> 00:05:33.160]  所以保羅一直爲這幫弟兄姐妹很用緊
[00:05:33.160 --> 00:05:39.160]  也爲了阻止福音的繼續擴展、繼續傳開
[00:05:39.160 --> 00:05:42.480]  爲了這件事他很着急
[00:05:42.480 --> 00:05:45.960]  所以當這幫明白律法的弟兄
[00:05:45.960 --> 00:05:50.840]  他們仍然以他們自己的方法守律法的時候
[00:05:50.840 --> 00:05:51.960]  保羅就說
[00:05:51.960 --> 00:05:54.840]  你知不知道
[00:05:54.840 --> 00:05:59.880]  律法約束人只是在人活着的時候
[00:05:59.880 --> 00:06:04.120]  死了 律法就失效了
[00:06:04.120 --> 00:06:06.880]  大家還記得第六章說過
[00:06:06.880 --> 00:06:08.920]  其實形容這種關係
[00:06:08.920 --> 00:06:12.000]  是好像主人和僕人一樣的關係
[00:06:12.000 --> 00:06:14.760]  不過在這段經文裏面
[00:06:14.760 --> 00:06:21.880]  保羅就用夫妻作一個比喻
[00:06:21.880 --> 00:06:25.120]  死了就脫離了律法
[00:06:25.120 --> 00:06:28.200]  死了律法就約束不了
[00:06:28.200 --> 00:06:31.800]  其實這段經文 我看的時候想起
[00:06:31.800 --> 00:06:34.040]  其實可以拍成一個電視劇
[00:06:34.040 --> 00:06:35.920]  這個電視劇是怎樣的呢
[00:06:35.920 --> 00:06:37.280]  大家喜歡追劇嘛
[00:06:37.280 --> 00:06:39.760]  就當作電視劇這麼看吧
[00:06:39.760 --> 00:06:43.640]  這個電視劇是一個婦女 一個女人
[00:06:43.640 --> 00:06:47.120]  嫁給了一個嫁錯郎
[00:06:47.120 --> 00:06:51.640]  嫁給了一個壞的老公 壞的男人
[00:06:51.640 --> 00:06:52.600]  不單止這個男人
[00:06:52.600 --> 00:06:54.920]  不單止你一點都不關心他
[00:06:54.920 --> 00:06:57.440]  還當他是工人一樣
[00:06:57.440 --> 00:06:59.360]  甚至比工人差
[00:06:59.360 --> 00:07:01.800]  每天這個男人去外出的時候
[00:07:01.800 --> 00:07:07.040]  只寫下什麼再見 什麼面都不說
[00:07:07.040 --> 00:07:09.520]  只留下一張清單
[00:07:09.520 --> 00:07:11.920]  是關於在家裏面上上下下
[00:07:11.920 --> 00:07:15.720]  要這個女人做完所有的事情
[00:07:15.720 --> 00:07:17.320]  這個男人當他回來的時候
[00:07:17.320 --> 00:07:21.200]  不單止不讚 不單止不說謝謝
[00:07:21.200 --> 00:07:24.920]  甚至當這個女人做得不好的時候
[00:07:24.920 --> 00:07:29.480]  做得不夠的時候 就扎爛 就扎打
[00:07:29.480 --> 00:07:30.720]  這個女人就只能說
[00:07:30.720 --> 00:07:34.600]  好不好過啊 好不好過啊
[00:07:34.600 --> 00:07:36.240]  很難過吧 是不是
[00:07:36.240 --> 00:07:38.400]  但她看不到出路的
[00:07:38.400 --> 00:07:40.920]  因爲一個女人只能夠怎麼樣
[00:07:40.920 --> 00:07:46.480]  從一而終 是不是
[00:07:46.480 --> 00:07:49.680]  但是 我的弟兄
[00:07:49.680 --> 00:07:54.080]  你已經不同了
[00:07:54.080 --> 00:07:56.760]  因爲 耶穌基督
[00:07:56.760 --> 00:07:59.800]  爲你已經擺上了自己的身體
[00:07:59.800 --> 00:08:04.440]  祂的道成肉身被釘在十字架上
[00:08:04.440 --> 00:08:09.280]  你對於律法的那種約束
[00:08:09.280 --> 00:08:10.600]  已經不在了
[00:08:10.600 --> 00:08:14.920]  你們已經與耶穌一起死了
[00:08:14.920 --> 00:08:22.160]  律法對你的約束已經失效了
[00:08:22.160 --> 00:08:25.800]  保羅華記得 當你們仍然在律法的時候
[00:08:25.800 --> 00:08:30.480]  你的私慾令到你根本守不了
[00:08:30.480 --> 00:08:33.560]  很明顯在舊約的例子你會記得
[00:08:33.560 --> 00:08:38.000]  先知他不斷不斷地責備以色列人
[00:08:38.000 --> 00:08:41.160]  他說 沒錯 表面你們守了節
[00:08:41.160 --> 00:08:44.240]  守了所有的憲制那些東西
[00:08:44.240 --> 00:08:45.680]  以爲做得很好
[00:08:45.680 --> 00:08:48.800]  不過他們仍然忘記了
[00:08:48.800 --> 00:08:51.560]  對人仍然是不公不義
[00:08:51.560 --> 00:08:55.080]  結果我們見到就是他們各破家亡
[00:08:55.080 --> 00:08:57.920]  所以你們繼續在律法裏面的時候
[00:08:57.920 --> 00:09:00.880]  你們仍然被律法審判定罪
[00:09:00.880 --> 00:09:04.520]  而結果只有死
[00:09:04.520 --> 00:09:06.800]  律法主義的合制就是這樣
[00:09:06.800 --> 00:09:09.440]  當人仍然在熟肉體的時候
[00:09:09.440 --> 00:09:11.640]  在一箇舊的勢力之下
[00:09:11.640 --> 00:09:17.320]  罪就會利用律法去判定我們去死亡
[00:09:17.320 --> 00:09:19.720]  好像一個漩渦一樣
[00:09:19.720 --> 00:09:21.280]  將人拉下去
[00:09:21.280 --> 00:09:23.200]  除非人很努力地守着
[00:09:23.200 --> 00:09:26.080]  不然人就會沉淪下去
[00:09:26.080 --> 00:09:32.000]  所以保羅說我們要剪斷這種律法主義的合制
[00:09:32.000 --> 00:09:35.120]  保羅說 弟兄
[00:09:35.120 --> 00:09:36.880]  弟兄 你要記得
[00:09:36.880 --> 00:09:38.880]  你已經歸屬了
[00:09:38.880 --> 00:09:40.040]  你已經脫離了
[00:09:40.040 --> 00:09:41.520]  你已經歸屬了另一位
[00:09:41.520 --> 00:09:43.040]  那位是誰
[00:09:43.040 --> 00:09:44.920]  那位是耶穌基督
[00:09:44.920 --> 00:09:47.400]  你已經在恩典之下
[00:09:47.400 --> 00:09:49.520]  因爲耶穌基督已經爲你死
[00:09:49.520 --> 00:09:51.160]  而且爲你復活
[00:09:51.160 --> 00:09:53.640]  你已經不再在律法之下
[00:09:53.640 --> 00:09:56.000]  你已經有一個新的生命
[00:09:56.000 --> 00:10:01.320]  不再被律法去定罪
[00:10:01.320 --> 00:10:05.000]  你已經在耶穌基督裏面死了
[00:10:05.000 --> 00:10:09.160]  歸給了耶穌基督
[00:10:09.160 --> 00:10:11.880]  向着一個新的開始進發
[00:10:11.880 --> 00:10:15.680]  你的生命會成爲一種果子去獻給上帝
[00:10:15.680 --> 00:10:19.680]  你接着下去就去服侍你的主
[00:10:19.680 --> 00:10:22.280]  就像第六章所說的那樣
[00:10:22.280 --> 00:10:23.480]  更加這裏說到
[00:10:23.480 --> 00:10:27.440]  不是按照以前移民的舊樣
[00:10:27.440 --> 00:10:29.360]  他說我們服侍主的時候
[00:10:29.360 --> 00:10:31.880]  是要按照聖靈的新樣
[00:10:31.880 --> 00:10:33.960]  不按照移民的舊樣
[00:10:33.960 --> 00:10:35.600]  這個移民的舊樣
[00:10:35.600 --> 00:10:36.880]  就像他們這樣
[00:10:36.880 --> 00:10:39.560]  他們的條文是在代相傳的
[00:10:39.560 --> 00:10:41.480]  世世代代地流下來
[00:10:41.480 --> 00:10:42.720]  這些條文
[00:10:42.720 --> 00:10:44.000]  其實當寫下來
[00:10:44.000 --> 00:10:45.720]  當傳下來的時候
[00:10:45.720 --> 00:10:48.720]  是想讓以色列人去知道
[00:10:48.720 --> 00:10:50.920]  希望他們去明白
[00:10:50.920 --> 00:10:52.600]  但是他們明白了
[00:10:52.600 --> 00:10:54.360]  不代表他們做得到
[00:10:54.360 --> 00:10:55.480]  他們做了
[00:10:55.480 --> 00:10:57.560]  又不代表他們真的做得足
[00:10:57.560 --> 00:10:59.200]  這些文字的律法
[00:10:59.200 --> 00:11:02.280]  幫不了他們去服侍主
[00:11:02.280 --> 00:11:03.760]  只有在主裏面
[00:11:03.760 --> 00:11:05.560]  一個失的生命
[00:11:05.560 --> 00:11:09.600]  他們纔可以服侍主
[00:11:09.600 --> 00:11:12.000]  所以剛纔記不記得那部電視劇
[00:11:12.000 --> 00:11:15.960]  那部電視劇如果繼續拍下去怎麼拍
[00:11:15.960 --> 00:11:18.280]  就是這個婦人
[00:11:18.280 --> 00:11:21.400]  她的前夫死了
[00:11:21.400 --> 00:11:23.600]  她嫁給了另一個
[00:11:23.600 --> 00:11:27.840]  很愛惜她的丈夫
[00:11:27.840 --> 00:11:30.560]  他們之間是彼此真心相愛的
[00:11:30.560 --> 00:11:32.840]  而他們是互相尊重
[00:11:32.840 --> 00:11:33.680]  還有什麼形容
[00:11:33.680 --> 00:11:35.600]  一個這麼美好的婚姻
[00:11:35.600 --> 00:11:37.600]  相敬如賓
[00:11:37.600 --> 00:11:39.440]  很恩愛他們
[00:11:39.440 --> 00:11:43.080]  互相很享受在大家的婚姻裏面
[00:11:43.080 --> 00:11:45.120]  這個妻子每一天就戴着
[00:11:45.120 --> 00:11:48.040]  幸福快樂的樣子
[00:11:48.040 --> 00:11:50.760]  去爲家裏打掂一切
[00:11:50.760 --> 00:11:54.160]  很希望她的丈夫可以很放心
[00:11:54.160 --> 00:11:56.360]  可以打掂家裏很好
[00:11:56.360 --> 00:11:57.160]  很放心
[00:11:57.160 --> 00:12:00.800]  很集中地在外面工作
[00:12:00.800 --> 00:12:02.040]  回到家裏的時候
[00:12:02.040 --> 00:12:03.600]  就可以一家人
[00:12:03.600 --> 00:12:05.120]  他們很溫馨
[00:12:05.120 --> 00:12:05.760]  很快樂
[00:12:05.760 --> 00:12:08.240]  很溫暖地一起共聚
[00:12:08.240 --> 00:12:10.040]  一起生活
[00:12:10.040 --> 00:12:12.400]  是在望着一個很美好的家庭
[00:12:12.400 --> 00:12:16.040]  一個很美好的生活
[00:12:16.040 --> 00:12:18.840]  保羅很想他們的弟兄
[00:12:18.840 --> 00:12:21.160]  他們眼前這幫弟兄
[00:12:21.160 --> 00:12:23.160]  可以真正明白
[00:12:23.160 --> 00:12:28.480]  不要再停留在舊世界裏面
[00:12:28.480 --> 00:12:29.760]  你已經有新的生命了
[00:12:29.760 --> 00:12:31.600]  你已經有新的生命了
[00:12:31.600 --> 00:12:32.560]  可以很興奮
[00:12:32.560 --> 00:12:33.360]  很開心
[00:12:33.360 --> 00:12:37.160]  很雀躍
[00:12:37.160 --> 00:12:39.440]  但是就在這個時候
[00:12:39.440 --> 00:12:42.240]  那幫明白律法的弟兄
[00:12:42.240 --> 00:12:45.040]  他們心裏面就想
[00:12:45.040 --> 00:12:46.240]  保羅
[00:12:46.240 --> 00:12:51.280]  你說律法和罪的關係這麼密切
[00:12:51.280 --> 00:12:54.000]  好像一個漩渦走在一起一樣
[00:12:54.000 --> 00:12:55.880]  兩個走得這麼近
[00:12:55.880 --> 00:12:59.440]  那是不是律法本身就是罪?
[00:12:59.440 --> 00:13:01.360]  保羅說不是
[00:13:01.360 --> 00:13:02.800]  絕對不是
[00:13:02.800 --> 00:13:05.000]  絕對不是
[00:13:05.000 --> 00:13:09.640]  保羅說罪纔是罪魁禍首
[00:13:09.640 --> 00:13:11.680]  保羅說律法本身是神聖的
[00:13:11.680 --> 00:13:12.960]  是聖的
[00:13:12.960 --> 00:13:16.280]  是從神而來的
[00:13:16.280 --> 00:13:19.240]  所以保羅怎麼做呢?
[00:13:19.240 --> 00:13:21.680]  保羅就用一個
[00:13:21.680 --> 00:13:23.000]  第十戒
[00:13:23.000 --> 00:13:24.760]  剛纔大家都讀過了
[00:13:24.760 --> 00:13:28.000]  不可貪心去做演繹
[00:13:28.000 --> 00:13:31.200]  剛纔大家十戒裏面的版本里面
[00:13:31.200 --> 00:13:34.640]  那個貪戀是有些對象的
[00:13:34.640 --> 00:13:39.480]  是講到特別着重那些外顯的行爲的
[00:13:39.480 --> 00:13:44.400]  但保羅這裏的版本更加強調內心
[00:13:44.400 --> 00:13:47.320]  他強調內心的私慾
[00:13:47.320 --> 00:13:50.520]  因爲其實這種貪心
[00:13:50.520 --> 00:13:55.360]  其實是可以用任何形式去發出來的
[00:13:55.360 --> 00:13:58.400]  貪是可以我們貪那些有形的東西
[00:13:58.400 --> 00:14:01.080]  但也可以貪那些無形的東西
[00:14:01.080 --> 00:14:03.160]  只要你繞過上帝
[00:14:03.160 --> 00:14:05.200]  繞過一些上帝認爲對的東西
[00:14:05.200 --> 00:14:09.520]  或者你用一些上帝認爲錯的、不對的方法
[00:14:09.520 --> 00:14:12.160]  去尋求你滿足的時候
[00:14:12.160 --> 00:14:13.840]  這個就已經是貪了
[00:14:13.840 --> 00:14:16.120]  去貪那些不應該有的東西
[00:14:16.120 --> 00:14:19.360]  去貪那些不是神給你的東西
[00:14:19.360 --> 00:14:20.840]  你有沒有試過?
[00:14:20.840 --> 00:14:22.760]  你有沒有試過貪心?
[00:14:22.760 --> 00:14:24.360]  你有沒有試過?
[00:14:24.360 --> 00:14:27.360]  但當聖結的主去刺下律法的時候
[00:14:27.360 --> 00:14:29.040]  是要讓我們知道
[00:14:29.040 --> 00:14:30.360]  原來我們是這樣的
[00:14:30.360 --> 00:14:32.680]  我們是有這樣的罪
[00:14:32.680 --> 00:14:34.960]  當聖結的主去刺下律法的時候
[00:14:34.960 --> 00:14:38.040]  希望我們知道什麼是應該
[00:14:38.040 --> 00:14:39.920]  什麼是不應該
[00:14:39.920 --> 00:14:42.760]  但當我們不管、不聽
[00:14:42.760 --> 00:14:44.840]  只是任由我們心裏面
[00:14:44.840 --> 00:14:46.800]  自己做我們自己喜歡做的東西
[00:14:46.800 --> 00:14:48.840]  想我們想的東西的時候
[00:14:48.840 --> 00:14:50.800]  其實我們就看到我們自己
[00:14:50.800 --> 00:14:53.400]  我們人的罪惡的本性
[00:14:53.400 --> 00:14:55.200]  就原形不露
[00:14:55.200 --> 00:14:58.600]  看到我們自己是一個怎樣的人
[00:14:58.600 --> 00:15:02.720]  但更甚的是
[00:15:02.720 --> 00:15:05.560]  罪還利用了律法
[00:15:05.560 --> 00:15:07.560]  去作爲一個據點
[00:15:07.560 --> 00:15:11.040]  去挑動那些罪行
[00:15:11.040 --> 00:15:12.960]  當大家讀這段經文的時候
[00:15:12.960 --> 00:15:14.520]  你會讀到很多
[00:15:14.520 --> 00:15:16.880]  有生有死
[00:15:16.880 --> 00:15:17.920]  到底是什麼意思呢?
[00:15:17.920 --> 00:15:19.800]  特別是想留意
[00:15:19.800 --> 00:15:21.880]  這裏保羅用的那個字
[00:15:21.880 --> 00:15:23.240]  罪是怎樣的?
[00:15:23.240 --> 00:15:25.840]  是趁着機會
[00:15:25.840 --> 00:15:29.280]  好像用一個《議人法》這樣去說
[00:15:29.280 --> 00:15:32.440]  原來罪是可以趁着機會
[00:15:32.440 --> 00:15:37.480]  去引發一些罪行出來
[00:15:37.480 --> 00:15:41.880]  我試下用我兩個兒子做例子
[00:15:41.880 --> 00:15:43.640]  他小時候
[00:15:43.640 --> 00:15:44.880]  你可以想想
[00:15:44.880 --> 00:15:47.480]  當他們去公園看到遊樂場的時候
[00:15:47.480 --> 00:15:49.720]  很興奮的時候他們會怎樣?
[00:15:49.720 --> 00:15:51.400]  他們會怎樣?
[00:15:51.400 --> 00:15:52.320]  「是啦!」
[00:15:52.320 --> 00:15:52.960]  大家都聽到了
[00:15:52.960 --> 00:15:54.560]  我都聽到大家說
[00:15:54.560 --> 00:15:57.280]  即是他們跑去、衝去
[00:15:57.280 --> 00:15:59.120]  但是這個時候
[00:15:59.120 --> 00:16:00.560]  爸爸媽媽會怎樣?
[00:16:00.560 --> 00:16:02.280]  立刻會說什麼?
[00:16:02.280 --> 00:16:04.400]  「不要跑啊!不要衝啊!」
[00:16:04.400 --> 00:16:06.520]  一定會這樣說
[00:16:06.520 --> 00:16:09.560]  當他們沒有聽到
[00:16:09.560 --> 00:16:11.160]  爸爸媽媽沒有發出這句
[00:16:11.160 --> 00:16:12.840]  「不要衝!不要跑!」的時候
[00:16:12.840 --> 00:16:16.000]  其實他們真的多麼無拘無束
[00:16:16.000 --> 00:16:17.880]  多麼自由自在
[00:16:17.880 --> 00:16:19.880]  很奔放地衝上去
[00:16:19.880 --> 00:16:20.680]  就跑了
[00:16:20.680 --> 00:16:23.280]  因爲很想玩
[00:16:23.280 --> 00:16:26.680]  就好像我們如果沒有任何誡命
[00:16:26.680 --> 00:16:29.080]  沒有任何規限的時候
[00:16:29.080 --> 00:16:29.960]  爸爸媽媽那句
[00:16:29.960 --> 00:16:32.000]  「不要跑啊!不要衝!」的時候
[00:16:32.000 --> 00:16:34.080]  即是戒命來了
[00:16:34.080 --> 00:16:35.200]  當他們沒有的時候
[00:16:35.200 --> 00:16:36.920]  其實他們就是很無拘無束
[00:16:36.920 --> 00:16:40.360]  因爲沒有說犯不犯
[00:16:40.360 --> 00:16:41.600]  聽不聽話
[00:16:41.600 --> 00:16:43.000]  他們無所限制
[00:16:43.000 --> 00:16:43.880]  也沒有作用
[00:16:43.880 --> 00:16:45.800]  沒有任何東西限制着他們
[00:16:45.800 --> 00:16:49.120]  所以不會說任何定罪的問題
[00:16:49.120 --> 00:16:50.160]  但是當爸爸媽媽說
[00:16:50.160 --> 00:16:53.240]  「不要衝!不要跑!」的時候
[00:16:53.240 --> 00:16:54.520]  那些小朋友會怎樣?
[00:16:54.520 --> 00:16:55.920]  我問問大家
[00:16:55.920 --> 00:16:59.080]  那些小朋友會怎樣?
[00:16:59.080 --> 00:17:00.240]  會不會很乖地
[00:17:00.240 --> 00:17:03.400]  有些可能會很乖地聽着
[00:17:03.400 --> 00:17:04.720]  「不要跑啦!不要衝!」
[00:17:04.720 --> 00:17:07.520]  但是很多是會聽不到的
[00:17:07.520 --> 00:17:11.280]  其實大致上是會聽不到的
[00:17:11.280 --> 00:17:11.960]  聽到又怎樣呢?
[00:17:11.960 --> 00:17:13.200]  就心想
[00:17:13.200 --> 00:17:17.840]  「我很想去跑啊!是不是?」
[00:17:17.840 --> 00:17:19.880]  聽又沒有得跑
[00:17:19.880 --> 00:17:22.120]  那不如不要理了
[00:17:22.120 --> 00:17:23.560]  接着就再想
[00:17:23.560 --> 00:17:25.400]  不聽又怎樣?
[00:17:25.400 --> 00:17:27.160]  不聽沒東西的
[00:17:27.160 --> 00:17:28.040]  甚至看到
[00:17:28.040 --> 00:17:31.160]  旁邊有很多小朋友在跑
[00:17:31.160 --> 00:17:31.760]  就想想
[00:17:31.760 --> 00:17:34.360]  「不如跑啦!跑啦!跑啦!」
[00:17:34.360 --> 00:17:35.480]  直到什麼時候呢?
[00:17:35.480 --> 00:17:37.400]  直到跌倒
[00:17:37.400 --> 00:17:38.480]  都說了
[00:17:38.480 --> 00:17:39.960]  都說你跑會跌倒
[00:17:39.960 --> 00:17:41.440]  直到跌倒
[00:17:41.440 --> 00:17:43.400]  或者直到爸爸媽媽說
[00:17:43.400 --> 00:17:45.480]  「我們不玩了!走吧!」
[00:17:45.480 --> 00:17:48.840]  甚至有些爸爸媽媽說
[00:17:48.840 --> 00:17:52.440]  「不聽話!不要理了!」
[00:17:52.440 --> 00:17:55.360]  這就要看看小朋友有多反叛
[00:17:55.360 --> 00:17:57.200]  會不會真的停下來了
[00:17:57.200 --> 00:18:00.400]  你想想有多少罪在活着
[00:18:00.400 --> 00:18:02.960]  在發揮作用
[00:18:02.960 --> 00:18:05.120]  在小朋友的心裏
[00:18:05.120 --> 00:18:06.960]  所以他跌是對的
[00:18:06.960 --> 00:18:10.160]  希望不會跌死
[00:18:10.160 --> 00:18:14.880]  其實親子專家以前經常都說
[00:18:14.880 --> 00:18:16.800]  不要說不好
[00:18:16.800 --> 00:18:19.280]  因爲小朋友不會聽到不好的
[00:18:19.280 --> 00:18:21.120]  只會聽到跑的
[00:18:21.120 --> 00:18:23.120]  只會聽到要那樣東西的
[00:18:23.120 --> 00:18:24.080]  你引了他
[00:18:24.080 --> 00:18:24.800]  告訴他
[00:18:24.800 --> 00:18:26.720]  「可以跑啊!可以跑!」
[00:18:26.720 --> 00:18:28.200]  但我心想
[00:18:28.200 --> 00:18:29.600]  就算你用什麼
[00:18:29.600 --> 00:18:30.880]  你慢慢走
[00:18:30.880 --> 00:18:32.200]  其實不夠快的
[00:18:32.200 --> 00:18:34.800]  通常要制止都要說不好不好的
[00:18:34.800 --> 00:18:35.760]  你慢慢
