
[00:00:00.000 --> 00:00:04.000]  講這個系列的時候,我便想到一個問題
[00:03:39.000 --> 00:03:40.000]  是污穢的
[00:03:40.000 --> 00:03:42.000]  是有貪心的
[00:03:42.000 --> 00:03:45.000]  在基督和神的國裡
[00:03:45.000 --> 00:03:47.000]  都是無份的
[00:03:47.000 --> 00:03:48.000]  有貪心的
[00:03:48.000 --> 00:03:51.000]  就與拜偶像的一樣
[00:03:51.000 --> 00:03:54.000]  不要被人虛浮的說稀哄
[00:03:54.000 --> 00:03:57.000]  因這些事神的憤怒
[00:03:57.000 --> 00:04:00.000]  必臨到那叛逆之子
[00:04:00.000 --> 00:04:03.000]  所以你們不要與他們同伙
[00:04:03.000 --> 00:04:05.000]  好 謝謝
[00:04:05.000 --> 00:04:07.000]  我想第五章開始
[00:04:07.000 --> 00:04:11.000]  保羅提醒一群信徒
[00:04:11.000 --> 00:04:12.000]  要做一件事
[00:04:12.000 --> 00:04:13.000]  就是效法神
[00:04:13.000 --> 00:04:14.000]  即是說
[00:04:14.000 --> 00:04:15.000]  以神為榜樣
[00:04:15.000 --> 00:04:17.000]  我相信大家從小到大
[00:04:17.000 --> 00:04:20.000]  都有一些模仿過的對象
[00:04:20.000 --> 00:04:21.000]  小時候
[00:04:21.000 --> 00:04:25.000]  我那時候還有看漫畫
[00:04:25.000 --> 00:04:28.000]  漫畫、電影人物、角色
[00:04:28.000 --> 00:04:31.000]  或者一些成功的人物
[00:04:31.000 --> 00:04:32.000]  我又想起
[00:04:32.000 --> 00:04:35.000]  剛剛大學畢業出來工作的時候
[00:04:35.000 --> 00:04:38.000]  我和同學們就很想
[00:04:38.000 --> 00:04:41.000]  學一些上司高層那樣
[00:04:41.000 --> 00:04:43.000]  快點賺到第一桶金
[00:04:43.000 --> 00:04:45.000]  接著四十歲左右
[00:04:45.000 --> 00:04:48.000]  就開始想退休了
[00:04:48.000 --> 00:04:49.000]  於是
[00:04:49.000 --> 00:04:52.000]  當然學別人開始炒股票
[00:04:52.000 --> 00:04:56.000]  但最後就交學費
[00:04:56.000 --> 00:04:59.000]  但保羅不是這樣
[00:04:59.000 --> 00:05:00.000]  他提醒我們
[00:05:00.000 --> 00:05:04.000]  是上帝同愛的兒女
[00:05:04.000 --> 00:05:06.000]  有這個身份的時候
[00:05:06.000 --> 00:05:07.000]  有什麼不同呢
[00:05:07.000 --> 00:05:10.000]  我們人生所效法的對象
[00:05:10.000 --> 00:05:11.000]  就不是其他人了
[00:05:11.000 --> 00:05:13.000]  應該是上帝
[00:05:13.000 --> 00:05:15.000]  而且還有一件重要的事
[00:05:15.000 --> 00:05:18.000]  就是要憑愛心去行事
[00:05:18.000 --> 00:05:20.000]  這個愛心
[00:05:20.000 --> 00:05:21.000]  又不是說
[00:05:21.000 --> 00:05:24.000]  我喜歡怎樣就怎樣
[00:05:24.000 --> 00:05:25.000]  不是
[00:05:25.000 --> 00:05:28.000]  而是因為人的愛是很有限的
[00:05:28.000 --> 00:05:30.000]  有時候我們喜歡怎樣就怎樣
[00:05:30.000 --> 00:05:33.000]  做著做著就不知道自己想怎樣
[00:05:33.000 --> 00:05:35.000]  有時候做著做著又覺得很失望
[00:05:35.000 --> 00:05:37.000]  做也沒有結果
[00:05:37.000 --> 00:05:39.000]  又會灰心
[00:05:39.000 --> 00:05:41.000]  所以我們的愛心
[00:05:41.000 --> 00:05:44.000]  是要好像基督社稷的愛
[00:05:44.000 --> 00:05:46.000]  不是因為自己的喜好
[00:05:46.000 --> 00:05:49.000]  或者甚至乎很吃虧的
[00:05:49.000 --> 00:05:52.000]  而這裡行事在原文
[00:05:52.000 --> 00:05:54.000]  它是用了一個現在進行式
[00:05:54.000 --> 00:05:55.000]  就是說
[00:05:55.000 --> 00:05:58.000]  當我們用我們的愛心去行事的時候
[00:05:58.000 --> 00:06:01.000]  不是一次性說職興
[00:06:01.000 --> 00:06:03.000]  我有空就做一下
[00:06:03.000 --> 00:06:05.000]  而是很恆常地去做
[00:06:05.000 --> 00:06:06.000]  很持續地去做
[00:06:06.000 --> 00:06:07.000]  甚至乎
[00:06:07.000 --> 00:06:08.000]  做到你覺得
[00:06:08.000 --> 00:06:11.000]  好像一個生活習慣了那樣
[00:06:11.000 --> 00:06:15.000]  而這件事是純粹喜悅的生命
[00:06:15.000 --> 00:06:20.000]  但是什麼呢
[00:06:20.000 --> 00:06:23.000]  是以基督的愛去行事呢
[00:06:23.000 --> 00:06:25.000]  剛才說了
[00:06:25.000 --> 00:06:26.000]  要有愛心
[00:06:26.000 --> 00:06:28.000]  有愛心是否等同於
[00:06:28.000 --> 00:06:30.000]  我肯幫人就夠呢
[00:06:30.000 --> 00:06:32.000]  不是的
[00:06:32.000 --> 00:06:35.000]  因為其實很多未信耶穌的人
[00:06:35.000 --> 00:06:37.000]  他都會做的
[00:06:37.000 --> 00:06:38.000]  他都會去幫人的
[00:06:38.000 --> 00:06:40.000]  所以在基督圖裡面
[00:06:40.000 --> 00:06:42.000]  當我們說用愛心去行事的時候
[00:06:42.000 --> 00:06:44.000]  其實更加重要
[00:06:44.000 --> 00:06:46.000]  保羅想提醒信徒
[00:06:46.000 --> 00:06:49.000]  我們要遠離一些神不喜歡的事
[00:06:49.000 --> 00:06:51.000]  在第三和第四節
[00:06:51.000 --> 00:06:54.000]  他說在那個時代
[00:06:54.000 --> 00:06:56.000]  有一些很普遍的行為
[00:06:56.000 --> 00:06:57.000]  是什麼呢
[00:06:57.000 --> 00:07:00.000]  就是淫亂
[00:07:00.000 --> 00:07:01.000]  一些污穢
[00:07:01.000 --> 00:07:03.000]  貪婪的事
[00:07:03.000 --> 00:07:05.000]  又會有一些淫詞妄語
[00:07:05.000 --> 00:07:07.000]  嬉笑的話
[00:07:07.000 --> 00:07:09.000]  原來因為當時
[00:07:09.000 --> 00:07:10.000]  在希羅的文化
[00:07:10.000 --> 00:07:15.000]  是容許男人去嫖妓的
[00:07:15.000 --> 00:07:17.000]  但是就要求
[00:07:17.000 --> 00:07:20.000]  女人要忠於一個丈夫
[00:07:20.000 --> 00:07:24.000]  姐妹當然聽到就不高興
[00:07:24.000 --> 00:07:27.000]  確實是不對
[00:07:27.000 --> 00:07:29.000]  而在爾弗所這個地區
[00:07:29.000 --> 00:07:32.000]  信徒難免受到
[00:07:32.000 --> 00:07:34.000]  這些希羅文化的影響
[00:07:34.000 --> 00:07:36.000]  於是他們都會一起
[00:07:36.000 --> 00:07:38.000]  跟外邦人說些污穢的話
[00:07:38.000 --> 00:07:40.000]  而裡面的內容
[00:07:40.000 --> 00:07:42.000]  是關乎一些性行為
[00:07:42.000 --> 00:07:44.000]  色情的笑話
[00:07:44.000 --> 00:07:46.000]  一些污穢的話
[00:07:46.000 --> 00:07:49.000]  保羅就勸信徒
[00:07:49.000 --> 00:07:51.000]  面對著這些淫亂的風氣
[00:07:51.000 --> 00:07:53.000]  他們的取態
[00:07:53.000 --> 00:07:55.000]  其實應該是連提都不可以提
[00:07:55.000 --> 00:07:58.000]  原因上帝是聖潔的
[00:07:58.000 --> 00:08:01.000]  我們是要去分別出來
[00:08:01.000 --> 00:08:04.000]  是不可以去做這些事
[00:08:04.000 --> 00:08:06.000]  跟那些人一起同流合污
[00:08:06.000 --> 00:08:09.000]  甚至乎當貪愛物慾
[00:08:09.000 --> 00:08:10.000]  去到一個地步
[00:08:10.000 --> 00:08:12.000]  你取替了上帝的位置
[00:08:12.000 --> 00:08:14.000]  都是不恰當的
[00:08:14.000 --> 00:08:16.000]  那我們看回
[00:08:16.000 --> 00:08:18.000]  其實我們這個時代
[00:08:18.000 --> 00:08:21.000]  都會有類似的情況出現
[00:08:21.000 --> 00:08:24.000]  因為這個時代
[00:08:24.000 --> 00:08:27.000]  很高舉自主、自由
[00:08:27.000 --> 00:08:29.000]  社會裡面兩性的關係
[00:08:29.000 --> 00:08:32.000]  其實越來越混亂
[00:08:32.000 --> 00:08:34.000]  最恐怖的是
[00:08:34.000 --> 00:08:37.000]  有時人不單單是做
[00:08:37.000 --> 00:08:39.000]  他甚至乎
[00:08:39.000 --> 00:08:41.000]  我們常在晚間的電視節目
[00:08:41.000 --> 00:08:44.000]  或者網絡媒體上面
[00:08:44.000 --> 00:08:48.000]  看到有人公開講自己
[00:08:48.000 --> 00:08:50.000]  性開放的行為
[00:08:50.000 --> 00:08:51.000]  當中有很多粗俗
[00:08:51.000 --> 00:08:53.000]  很多色情的對話
[00:08:53.000 --> 00:08:55.000]  又或者在網絡上面
[00:08:55.000 --> 00:08:57.000]  會用別人的私隱
[00:08:57.000 --> 00:08:59.000]  來做一些笑料
[00:08:59.000 --> 00:09:01.000]  去娛樂
[00:09:01.000 --> 00:09:03.000]  我不知道大家會不會
[00:09:03.000 --> 00:09:05.000]  無意間看過
[00:09:05.000 --> 00:09:07.000]  甚至乎like了
[00:09:07.000 --> 00:09:09.000]  又或者在你同時
[00:09:09.000 --> 00:09:11.000]  茶餘飯後的時候
[00:09:11.000 --> 00:09:14.000]  都有機會牽涉到這些
[00:09:14.000 --> 00:09:16.000]  污穢淫褻的話題
[00:09:16.000 --> 00:09:18.000]  笑一下而已
[00:09:18.000 --> 00:09:19.000]  又或者
[00:09:19.000 --> 00:09:21.000]  做事做得很辛苦
[00:09:21.000 --> 00:09:23.000]  就說兩句髒話
[00:09:23.000 --> 00:09:26.000]  有什麼問題呢
[00:09:26.000 --> 00:09:27.000]  久而久之
[00:09:27.000 --> 00:09:29.000]  可能人家聽著聽著
[00:09:29.000 --> 00:09:30.000]  自己都不覺得
[00:09:30.000 --> 00:09:32.000]  跟自己的身份有問題
[00:09:32.000 --> 00:09:33.000]  甚至乎
[00:09:33.000 --> 00:09:35.000]  我不知道你會不會有時
[00:09:35.000 --> 00:09:37.000]  在工作的環境
[00:09:37.000 --> 00:09:41.000]  令你迫不得已接觸了
[00:09:41.000 --> 00:09:44.000]  一些有色情
[00:09:44.000 --> 00:09:46.000]  或者去色情的場所
[00:09:46.000 --> 00:09:47.000]  去喝東西
[00:09:47.000 --> 00:09:48.000]  談生意
[00:09:48.000 --> 00:09:50.000]  其實你不要說
[00:09:50.000 --> 00:09:52.000]  不可能
[00:09:52.000 --> 00:09:53.000]  就是這樣
[00:09:53.000 --> 00:09:54.000]  在這個時代
[00:09:54.000 --> 00:09:56.000]  這些文化是會影響我們的
[00:09:56.000 --> 00:09:58.000]  所以保羅就勸我們
[00:09:58.000 --> 00:09:59.000]  我們要靠著神
[00:09:59.000 --> 00:10:01.000]  去遠離這些惡事
[00:10:01.000 --> 00:10:04.000]  保羅就給了我們兩招
[00:10:04.000 --> 00:10:06.000]  第一招是什麼呢
[00:10:06.000 --> 00:10:08.000]  他就叫信徒
[00:10:08.000 --> 00:10:10.000]  要說感謝的話
[00:10:10.000 --> 00:10:13.000]  面對著這些吟詞妄語
[00:10:13.000 --> 00:10:15.000]  為什麼要說感謝的話呢
[00:10:15.000 --> 00:10:17.000]  其實是說
[00:10:17.000 --> 00:10:19.000]  我們常常要提醒自己
[00:10:19.000 --> 00:10:21.000]  我們的身份
[00:10:21.000 --> 00:10:23.000]  原本就是不配
[00:10:23.000 --> 00:10:26.000]  是被神去憐愛的
[00:10:26.000 --> 00:10:27.000]  所以我們的心
[00:10:27.000 --> 00:10:29.000]  是要心存感恩
[00:10:29.000 --> 00:10:32.000]  當我們的心常常去感謝神
[00:10:32.000 --> 00:10:34.000]  記著神的恩典
[00:10:34.000 --> 00:10:36.000]  很多時候我們的口
[00:10:36.000 --> 00:10:37.000]  說什麼呢
[00:10:37.000 --> 00:10:39.000]  是從心而出的
[00:10:39.000 --> 00:10:40.000]  你想想是不是
[00:10:40.000 --> 00:10:42.000]  當我們心裡面
[00:10:42.000 --> 00:10:44.000]  想得越多什麼
[00:10:44.000 --> 00:10:46.000]  我們的口就會說什麼
[00:10:46.000 --> 00:10:48.000]  所以當我們常常
[00:10:48.000 --> 00:10:50.000]  心裡面去感謝神的時候
[00:10:50.000 --> 00:10:52.000]  我們自然會有節制
[00:10:52.000 --> 00:10:55.000]  少說一些不合神心意的說話
[00:10:55.000 --> 00:10:57.000]  對別人所說的一些
[00:10:57.000 --> 00:10:59.000]  淫穢或污穢的說話
[00:10:59.000 --> 00:11:00.000]  或是行為
[00:11:00.000 --> 00:11:02.000]  都會有更多的警惕
[00:11:02.000 --> 00:11:04.000]  以及去防備的
[00:11:04.000 --> 00:11:05.000]  而第二招呢
[00:11:05.000 --> 00:11:07.000]  就是警告我們
[00:11:07.000 --> 00:11:09.000]  如果我們跟他們一起這樣做
[00:11:09.000 --> 00:11:11.000]  是有後果的
[00:11:11.000 --> 00:11:13.000]  第五節就說
[00:11:13.000 --> 00:11:16.000]  會在基督和神的國裡面
[00:11:16.000 --> 00:11:18.000]  沒有份
[00:11:18.000 --> 00:11:19.000]  就是說呢
[00:11:19.000 --> 00:11:22.000]  原本我們屬神的兒女
[00:11:22.000 --> 00:11:23.000]  上帝呢
[00:11:23.000 --> 00:11:25.000]  是應許賜下我們
[00:11:25.000 --> 00:11:27.000]  很多的恩典
[00:11:27.000 --> 00:11:29.000]  但是就因為我們
[00:11:29.000 --> 00:11:31.000]  不聽話亂來
[00:11:31.000 --> 00:11:33.000]  就會沒有我們的份
[00:11:33.000 --> 00:11:35.000]  所以就不要被
[00:11:35.000 --> 00:11:37.000]  外邦人去欺騙
[00:11:37.000 --> 00:11:39.000]  通常外面的人都會覺得
[00:11:39.000 --> 00:11:41.000]  基督和你不要那麼認真
[00:11:41.000 --> 00:11:42.000]  說一下而已
[00:11:42.000 --> 00:11:44.000]  說一下不用死的
[00:11:44.000 --> 00:11:46.000]  說一下而已
[00:11:46.000 --> 00:11:52.000]  說一下不用死
[00:11:52.000 --> 00:11:54.000]  我會覺得
[00:11:54.000 --> 00:11:56.000]  死人人人都會的
[00:11:56.000 --> 00:11:58.000]  是不是
[00:11:58.000 --> 00:11:59.000]  但是呢
[00:11:59.000 --> 00:12:00.000]  到最後尾
[00:12:00.000 --> 00:12:02.000]  我們知道不只是死
[00:12:02.000 --> 00:12:04.000]  因為神是會審判
[00:12:04.000 --> 00:12:05.000]  到時候
[00:12:05.000 --> 00:12:06.000]  我們後悔呢
[00:12:06.000 --> 00:12:07.000]  就太遲了
[00:12:07.000 --> 00:12:09.000]  真的什麼都沒有我們的份
[00:12:09.000 --> 00:12:10.000]  所以呢
[00:12:10.000 --> 00:12:11.000]  我們呢
[00:12:11.000 --> 00:12:13.000]  是真的要在這方面
[00:12:13.000 --> 00:12:15.000]  好好地反省
[00:12:15.000 --> 00:12:16.000]  我知道呢
[00:12:16.000 --> 00:12:17.000]  其實
[00:12:17.000 --> 00:12:19.000]  可能大家回教會了一段時間
[00:12:19.000 --> 00:12:20.000]  你可能會說
[00:12:20.000 --> 00:12:21.000]  Pastor Sandy
[00:12:21.000 --> 00:12:22.000]  這些事情不用說了
[00:12:22.000 --> 00:12:23.000]  我早就知道了
[00:12:23.000 --> 00:12:24.000]  我不會做的
[00:12:24.000 --> 00:12:26.000]  但是你試想一下
[00:12:26.000 --> 00:12:28.000]  當你出來社會
[00:12:28.000 --> 00:12:30.000]  做了一段時間
[00:12:30.000 --> 00:12:33.000]  會不會呢
[00:12:33.000 --> 00:12:35.000]  對這些淫亂
[00:12:35.000 --> 00:12:36.000]  污穢
[00:12:36.000 --> 00:12:37.000]  貪心的事情
[00:12:37.000 --> 00:12:39.000]  那條界線越來越模糊
[00:12:39.000 --> 00:12:41.000]  有時候真的
[00:12:41.000 --> 00:12:42.000]  想說就說
[00:12:42.000 --> 00:12:44.000]  不要想那麼多了
[00:12:44.000 --> 00:12:46.000]  如果你想起有呢
[00:12:46.000 --> 00:12:47.000]  不要緊
[00:12:47.000 --> 00:12:48.000]  我鼓勵你
[00:12:48.000 --> 00:12:50.000]  你不要覺得
[00:12:50.000 --> 00:12:51.000]  害怕
[00:12:51.000 --> 00:12:52.000]  就不承認
[00:12:52.000 --> 00:12:53.000]  反而呢
[00:12:53.000 --> 00:12:55.000]  真的要找人去幫你
[00:12:55.000 --> 00:12:57.000]  找你信任一個牧者
[00:12:57.000 --> 00:12:58.000]  你相熟的朋友
[00:12:58.000 --> 00:13:00.000]  去為你祈禱
[00:13:00.000 --> 00:13:02.000]  去悔改
[00:13:02.000 --> 00:13:03.000]  還有呢
[00:13:03.000 --> 00:13:04.000]  堅持要拒絕
[00:13:04.000 --> 00:13:07.000]  再去跟他們一起去做
[00:13:07.000 --> 00:13:10.000]  因為呢
[00:13:10.000 --> 00:13:11.000]  很多時候我們就是怕
[00:13:11.000 --> 00:13:12.000]  我們怕呢
[00:13:12.000 --> 00:13:15.000]  被人覺得我們不一樣
[00:13:15.000 --> 00:13:17.000]  但其實我們根本就是不一樣
[00:13:17.000 --> 00:13:18.000]  所以有需要的時候
[00:13:18.000 --> 00:13:20.000]  我覺得你是需要找幫助
[00:13:20.000 --> 00:13:25.000]  而且如果你常常身陷這個險境
[00:13:25.000 --> 00:13:28.000]  周圍都是這些污穢的說話
[00:13:28.000 --> 00:13:29.000]  淫亂的事情
[00:13:29.000 --> 00:13:30.000]  就是讓你看到
[00:13:30.000 --> 00:13:31.000]  讓你知道
[00:13:31.000 --> 00:13:33.000]  甚至叫你一起參加的話
[00:13:33.000 --> 00:13:37.000]  如果那是你在打工的環境
[00:13:37.000 --> 00:13:41.000]  我真的積極鼓勵你
[00:13:41.000 --> 00:13:44.000]  你是應該轉另一份工的
[00:13:44.000 --> 00:13:45.000]  因為呢
[00:13:45.000 --> 00:13:46.000]  這些事情一定會去影響
[00:13:46.000 --> 00:13:48.000]  我們的身心靈
[00:13:52.000 --> 00:13:55.000]  保羅繼續跟信徒說
[00:13:55.000 --> 00:13:58.000]  當他們有天國子民身份的
[00:13:58.000 --> 00:13:59.000]  第二個特質是什麼呢
[00:13:59.000 --> 00:14:01.000]  就是光明之子
[00:14:01.000 --> 00:14:03.000]  保羅用了從前
[00:14:03.000 --> 00:14:04.000]  以及如今
[00:14:04.000 --> 00:14:05.000]  去再次提醒我們
[00:14:05.000 --> 00:14:07.000]  信主前信主後
[00:14:07.000 --> 00:14:10.000]  我們的生命應該有改變
[00:14:10.000 --> 00:14:13.000]  而當我們生命有改變的時候
[00:14:13.000 --> 00:14:16.000]  我們不應該再在黑暗裡面
[00:14:16.000 --> 00:14:18.000]  因為約翰福音
[00:14:18.000 --> 00:14:20.000]  八章十二節是這麼說的
[00:14:20.000 --> 00:14:22.000]  我請大家一起讀好嗎
[00:14:22.000 --> 00:14:25.000]  耶穌又對眾人說
[00:14:25.000 --> 00:14:27.000]  我是世界的光
[00:14:27.000 --> 00:14:29.000]  跟從我的人
[00:14:29.000 --> 00:14:32.000]  必不在黑暗裡走
[00:14:32.000 --> 00:14:35.000]  卻要得著生命的光
[00:14:35.000 --> 00:14:37.000]  這裡說耶穌說
[00:14:37.000 --> 00:14:41.000]  我是世界的光
[00:14:41.000 --> 00:14:43.000]  所以我們信了耶穌的人
[00:14:43.000 --> 00:14:46.000]  跟黑暗、暗會的事
[00:14:46.000 --> 00:14:49.000]  應該是完全分隔的
[00:14:49.000 --> 00:14:51.000]  暗會的事其實就是指
[00:14:51.000 --> 00:14:53.000]  罪惡的權勢
[00:14:53.000 --> 00:14:56.000]  也是被世界的邪惡
[00:14:56.000 --> 00:14:58.000]  或者撒旦所操控的事
[00:14:58.000 --> 00:14:59.000]  我們信了主
[00:14:59.000 --> 00:15:01.000]  跟隨耶穌的時候
[00:15:01.000 --> 00:15:03.000]  我們的生命不應該
[00:15:03.000 --> 00:15:05.000]  走回這些黑暗裡面
[00:15:05.000 --> 00:15:07.000]  應該站在光明那裡
[00:15:07.000 --> 00:15:10.000]  保羅前幾節跟我們說
[00:15:10.000 --> 00:15:12.000]  要遠離這些淫亂
[00:15:12.000 --> 00:15:14.000]  妄語、嬉笑的說話
[00:15:14.000 --> 00:15:16.000]  而第八和第九節
[00:15:16.000 --> 00:15:17.000]  他繼續勸我們
[00:15:17.000 --> 00:15:19.000]  我們要在行為
[00:15:19.000 --> 00:15:21.000]  和思想上
[00:15:21.000 --> 00:15:23.000]  是有良善
[00:15:23.000 --> 00:15:25.000]  有公義
[00:15:25.000 --> 00:15:27.000]  有誠實
[00:15:27.000 --> 00:15:30.000]  能夠讓別人看得見
[00:15:30.000 --> 00:15:33.000]  就好像你進屋裡
[00:15:33.000 --> 00:15:34.000]  裝了燈泡
[00:15:34.000 --> 00:15:36.000]  它應該是發光的
[00:15:36.000 --> 00:15:38.000]  但是你有沒有想過
[00:15:38.000 --> 00:15:40.000]  有時候我們會忘記了
[00:15:40.000 --> 00:15:41.000]  自己的身份
[00:15:41.000 --> 00:15:43.000]  和我們的用處
[00:15:43.000 --> 00:15:46.000]  就好像我們在黑暗裡面
[00:15:46.000 --> 00:15:49.000]  其實是不懂得開燈
[00:15:49.000 --> 00:15:51.000]  那麼究竟
[00:15:51.000 --> 00:15:54.000]  我們應該怎樣去
[00:15:54.000 --> 00:15:56.000]  跟這些暗會無益的事
[00:15:56.000 --> 00:15:58.000]  去劃清界線呢
[00:15:58.000 --> 00:16:01.000]  保羅呢
[00:16:01.000 --> 00:16:05.000]  又給了我們兩個貼士
[00:16:05.000 --> 00:16:07.000]  他叫我們要有意識
[00:16:07.000 --> 00:16:09.000]  和要有吉士
[00:16:09.000 --> 00:16:12.000]  為什麼要有意識和吉士呢
[00:16:12.000 --> 00:16:15.000]  保羅提出信徒
[00:16:15.000 --> 00:16:17.000]  就要測看
[00:16:17.000 --> 00:16:20.000]  測驗何為主所喜悅的事
[00:16:20.000 --> 00:16:21.000]  就是說
[00:16:21.000 --> 00:16:22.000]  作為信徒
[00:16:22.000 --> 00:16:27.000]  我們應該有屬靈的分辨能力
[00:16:27.000 --> 00:16:28.000]  你要知道
[00:16:28.000 --> 00:16:31.000]  這個世代近 末世
[00:16:31.000 --> 00:16:33.000]  黑暗暗會的事是越來越多
[00:16:33.000 --> 00:16:35.000]  我們都看到
[00:16:35.000 --> 00:16:37.000]  但是有時候
[00:16:37.000 --> 00:16:40.000]  那些東西是很含糊的
[00:16:40.000 --> 00:16:42.000]  很含糊的陷阱
[00:16:42.000 --> 00:16:44.000]  你踩下去都不知道
[00:16:44.000 --> 00:16:47.000]  而有時候又是出於人性的軟弱
[00:16:47.000 --> 00:16:50.000]  所以我們要小心去思考
[00:16:50.000 --> 00:16:53.000]  一定要在聖經裡面
[00:16:53.000 --> 00:16:54.000]  去分辨
[00:16:54.000 --> 00:16:59.000]  究竟神最厭惡的是什麼
[00:16:59.000 --> 00:17:01.000]  那當然啦
[00:17:01.000 --> 00:17:02.000]  說到這裡
[00:17:02.000 --> 00:17:04.000]  都是那一句
[00:17:04.000 --> 00:17:06.000]  大家一定要認真去讀聖經
[00:17:06.000 --> 00:17:07.000]  才會知道
[00:17:07.000 --> 00:17:11.000]  神說什麼是祂所厭惡的
[00:17:11.000 --> 00:17:13.000]  而你記住
[00:17:13.000 --> 00:17:15.000]  是用來分辨的
[00:17:15.000 --> 00:17:16.000]  第二件事
[00:17:16.000 --> 00:17:18.000]  就是要有吉祥
[00:17:18.000 --> 00:17:20.000]  那是什麼呢
[00:17:20.000 --> 00:17:23.000]  就是要擇避行
[00:17:23.000 --> 00:17:26.000]  暗諱無益的事的人
[00:17:26.000 --> 00:17:29.000]  基督徒有時候有愛心
[00:17:29.000 --> 00:17:31.000]  是好的
[00:17:31.000 --> 00:17:33.000]  我相信職場
[00:17:33.000 --> 00:17:36.000]  大部分人都喜歡基督徒的愛心
[00:17:36.000 --> 00:17:37.000]  但是
