
[00:00:00.000 --> 00:00:08.000]  最近一段時間,我在國語堂跟弟兄姊妹分享的講道系列叫做「樓房上的講論」。
[00:04:33.000 --> 00:04:38.000]  今天就跟大家分享這幾個方面怎樣得到這個應許。
[00:04:38.000 --> 00:04:41.000]  剛才我們看到耶穌基督祂上來就說:
[00:04:41.000 --> 00:04:47.000]  「等不多時你們就不得見我,再等不多時你們還要見我。」
[00:04:47.000 --> 00:04:50.000]  經文當中祂說:
[00:04:50.000 --> 00:04:55.000]  「等不多時你們就不得見我,再等不多時你們還要見我。」
[00:04:55.000 --> 00:04:59.000]  這句話當時門徒們是聽不明白的。
[00:04:59.000 --> 00:05:02.000]  這句話當時門徒們是聽不明白的。
[00:05:02.000 --> 00:05:08.000]  但是我們今天從歷史的角度,我們非常容易理解主耶穌的這兩句話。
[00:05:08.000 --> 00:05:14.000]  但是我們從歷史的角度看,其實是非常容易理解這句話的。
[00:05:14.000 --> 00:05:21.000]  第一個「等不多時」是指很快,耶穌基督會被出賣,會被捕,會受死,定時之下。
[00:05:21.000 --> 00:05:26.000]  第一句話是:「等不用多久,你們都見不到我。」
[00:05:26.000 --> 00:05:31.000]  這句話是指祂很快就會被釘十字架。
[00:05:31.000 --> 00:05:38.000]  「再等不多時」就是指耶穌基督第三天從死裡復活,然後向門徒們寫謝。
[00:05:38.000 --> 00:05:42.000]  第二句話是:「再等不多時你們還要見我。」
[00:05:42.000 --> 00:05:47.000]  就是指主耶穌基督受死之後,祂第三天復活。
[00:05:47.000 --> 00:05:52.000]  所以我們來分析,為什麼門徒們聽不懂耶穌基督的話呢?
[00:05:52.000 --> 00:05:57.000]  我們分析一下,為什麼門徒會聽不明白主耶穌基督說的話呢?
[00:05:57.000 --> 00:06:03.000]  首先門徒們是不明白「兩個等不多時」究竟是什麼意思?
[00:06:03.000 --> 00:06:06.000]  首先門徒,我們要看看門徒。
[00:06:06.000 --> 00:06:10.000]  耶穌基督也說過,祂說:「我要往父那裡去。」
[00:06:10.000 --> 00:06:15.000]  那麼到底門徒們在想,你這位耶穌是要去還是要留呢?
[00:06:15.000 --> 00:06:18.000]  主耶穌也說過:「我要往父那裡去。」
[00:06:18.000 --> 00:06:23.000]  那麼到底門徒們在想,你這位耶穌是要去還是要留呢?
[00:06:23.000 --> 00:06:31.000]  那麼我剛才也說了,這個「等不多時」究竟是多少時間,其實門徒們也是不明白的。
[00:06:31.000 --> 00:06:37.000]  剛剛也說了,等不多多久,即是多長時間呢?我們也不明白。
[00:06:37.000 --> 00:06:40.000]  我們今天是講具體時間。
[00:06:40.000 --> 00:06:51.000]  像剛才我們都在報告、禱告的時候,我也是知道下個禮拜六、二十七號早上我們去哪裡哪裡,有學教會的野餐,對不對?
[00:06:51.000 --> 00:06:54.000]  這個就是要等一個禮拜。
[00:06:54.000 --> 00:07:04.000]  如果我們是講一個時間呢,譬如我們講下個禮拜去野餐,那我們也會有一個時間,很確定的一個時間。
[00:07:04.000 --> 00:07:11.000]  那的確「等不多時」這個詞句是太模糊的概念了,所以沒有人能夠聽明白。
[00:07:11.000 --> 00:07:17.000]  所以說他說「等不久」,即是一個什麼時間概念,我們不明白。
[00:07:17.000 --> 00:07:24.000]  不過我們注意這段經文當中,就是這四個字「等不多時」總共出現了好多次。
[00:07:24.000 --> 00:07:31.000]  但是在這段經文當中,「等不多時」總共出現了好幾次。
[00:07:31.000 --> 00:07:39.000]  剛才我們唸的過程當中,有哪一位弟兄姊妹留心到這四個字出現了幾次?有沒有誰留心到?
[00:07:39.000 --> 00:07:47.000]  我們讀這段經文的時候,有沒有哪位可以知道「等不多時」出現了多少次?
[00:07:47.000 --> 00:07:48.000]  有沒有誰?
[00:07:48.000 --> 00:07:50.000]  有沒有誰知道?
[00:07:50.000 --> 00:07:55.000]  不好意思,我相信有人留心到。總共出現了七次。
[00:07:55.000 --> 00:07:59.000]  可能大家都沒有留意,其實總共出現了七次。
[00:07:59.000 --> 00:08:08.000]  不過我們對聖經有所基本的了解的話,七這個數字是一個非常重要的,是表明完全的意思。
[00:08:08.000 --> 00:08:20.000]  如果我們熟悉聖經的話,聖經七次,七這個數字是一個經常出現的,代表是完全的意思。
[00:08:20.000 --> 00:08:27.000]  我們通常中文裡面說重要的事講三遍,但是在希伯來文裡面重要的事有時候要講七遍。
[00:08:27.000 --> 00:08:35.000]  我們通常中文裡面說重要的事講三遍,但是在希伯來文裡面重要的事有時候要講七遍。
[00:08:35.000 --> 00:08:40.000]  所以我們不要忽略「等不多時」的意思。
[00:08:40.000 --> 00:08:45.000]  所以我們不要忽略這個時間片語「等不多時」。
[00:08:45.000 --> 00:08:52.000]  「等不多時」這四個字我們可以拆成兩部分,第一部分是「不多時」,第二部分是「等」。
[00:08:52.000 --> 00:09:00.000]  「等不多時」這個片語我們可以拆成兩個部分,第一部分是「不多時」,第二部分是「等」。
[00:09:00.000 --> 00:09:06.000]  「不多時」表明不會太久,主耶穌的應許並非遙不可及。
[00:09:06.000 --> 00:09:14.000]  「不多時」的意思是說,主耶穌基督已經不是一個很遙遠的事情。
[00:09:14.000 --> 00:09:19.000]  「等」需要我們有耐心,在主裡有盼望有耐心。
[00:09:19.000 --> 00:09:24.000]  「等」即是說我們需要有耐心。
[00:09:24.000 --> 00:09:27.000]  不過我們這裡有沒有誰喜歡等待的?有沒有誰?
[00:09:27.000 --> 00:09:30.000]  我喜歡等,慢慢來,慢慢來,有沒有誰?
[00:09:30.000 --> 00:09:33.000]  有沒有人喜歡等待的?
[00:09:33.000 --> 00:09:40.000]  我相信古往今來沒有人喜歡等的,大家都喜歡快,要立刻馬上現在,對吧?
[00:09:40.000 --> 00:09:44.000]  我相信我們當代的人都不喜歡等的。
[00:09:44.000 --> 00:09:48.000]  尤其我們當中,對,做老闆的對手下就是這樣。
[00:09:48.000 --> 00:09:51.000]  我們交代的事情馬上給我做完,對吧?
[00:09:51.000 --> 00:09:54.000]  所以我們很希望馬上就去做。
[00:09:54.000 --> 00:09:57.000]  但有些事情是急不了的。
[00:09:57.000 --> 00:10:00.000]  但其實有些事情是不可以急的。
[00:10:00.000 --> 00:10:05.000]  不願意等待的結果,往往就是來得快,去得也快。
[00:10:05.000 --> 00:10:10.000]  如果不願意等這個情況,就會是來得快,去得快。
[00:10:10.000 --> 00:10:17.000]  我們可以舉很多例子,比如說有人喜歡金錢,有人盼望愛情,現在有很多人希望出名,對不對?
[00:10:17.000 --> 00:10:25.000]  在這裡可以舉一些例子,就是有些人很喜歡金錢,愛情,或者是想出名。
[00:10:25.000 --> 00:10:27.000]  其實都需要等待。
[00:10:27.000 --> 00:10:29.000]  其實都是需要等的。
[00:10:29.000 --> 00:10:33.000]  否則的話,可以一夜報復,也可以一夜反平。
[00:10:33.000 --> 00:10:38.000]  否則的話,可以一夜報復,也可以一夜反平。
[00:10:38.000 --> 00:10:43.000]  愛情也是這樣,散婚的結果很往往就帶來什麼?散離。
[00:10:43.000 --> 00:10:48.000]  愛情也是一樣,會散婚,散離。
[00:10:48.000 --> 00:10:53.000]  今天還有很多人一夜之間,莫名其妙在網上成了網紅了。
[00:10:53.000 --> 00:10:58.000]  甚至有些人是一夜之間在網絡時代變得網紅。
[00:10:58.000 --> 00:11:00.000]  但很快全世界就把他遺忘了。
[00:11:00.000 --> 00:11:03.000]  但很快消失了。
[00:11:03.000 --> 00:11:06.000]  這樣例子太多,我們不要再舉了。
[00:11:06.000 --> 00:11:11.000]  其實這些例子是很多很多,我們沒有辦法一一舉例。
[00:11:11.000 --> 00:11:14.000]  耶穌基督也知道,門徒們不想等。
[00:11:14.000 --> 00:11:18.000]  耶穌基督也知道,門徒們不想再等。
[00:11:18.000 --> 00:11:21.000]  但是耶穌基督重點強調了,他們還是要等。
[00:11:21.000 --> 00:11:26.000]  但是耶穌基督是很重點在強調,是需要等的。
[00:11:26.000 --> 00:11:31.000]  在門徒們等待的過程當中,耶穌基督告訴他們。
[00:11:31.000 --> 00:11:36.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:11:36.000 --> 00:11:41.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:11:41.000 --> 00:11:46.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:11:46.000 --> 00:11:51.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:11:51.000 --> 00:11:56.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:11:56.000 --> 00:12:00.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:12:00.000 --> 00:12:05.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:12:05.000 --> 00:12:10.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:12:10.000 --> 00:12:15.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:12:15.000 --> 00:12:20.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:12:20.000 --> 00:12:25.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:12:25.000 --> 00:12:30.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:12:30.000 --> 00:12:35.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:12:35.000 --> 00:12:40.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:12:40.000 --> 00:12:45.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:12:45.000 --> 00:12:50.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:12:50.000 --> 00:12:55.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:12:55.000 --> 00:13:00.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:13:00.000 --> 00:13:05.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:13:05.000 --> 00:13:10.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:13:10.000 --> 00:13:15.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:13:15.000 --> 00:13:20.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:13:20.000 --> 00:13:25.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:13:25.000 --> 00:13:30.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:13:30.000 --> 00:13:35.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:13:35.000 --> 00:13:40.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:13:40.000 --> 00:13:45.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:13:45.000 --> 00:13:50.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:13:50.000 --> 00:13:55.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:13:55.000 --> 00:14:00.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:14:00.000 --> 00:14:05.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:14:05.000 --> 00:14:10.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:14:10.000 --> 00:14:15.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:14:15.000 --> 00:14:20.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:14:20.000 --> 00:14:25.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:14:25.000 --> 00:14:30.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:14:30.000 --> 00:14:35.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:14:35.000 --> 00:14:40.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:14:40.000 --> 00:14:45.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:14:45.000 --> 00:14:50.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:14:50.000 --> 00:14:55.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:14:55.000 --> 00:15:00.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:15:00.000 --> 00:15:05.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:15:05.000 --> 00:15:10.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:15:10.000 --> 00:15:15.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:15:15.000 --> 00:15:20.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:15:20.000 --> 00:15:25.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:15:25.000 --> 00:15:30.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:15:30.000 --> 00:15:35.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:15:35.000 --> 00:15:40.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:15:40.000 --> 00:15:45.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:15:45.000 --> 00:15:50.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:15:50.000 --> 00:15:55.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:15:55.000 --> 00:16:00.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:16:00.000 --> 00:16:05.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:16:05.000 --> 00:16:10.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:16:10.000 --> 00:16:15.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:16:15.000 --> 00:16:20.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:16:20.000 --> 00:16:25.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:16:25.000 --> 00:16:30.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:16:30.000 --> 00:16:35.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:16:35.000 --> 00:16:40.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:16:40.000 --> 00:16:45.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:16:45.000 --> 00:16:50.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:16:50.000 --> 00:16:55.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:16:55.000 --> 00:17:00.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:17:00.000 --> 00:17:05.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:17:05.000 --> 00:17:10.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:17:10.000 --> 00:17:15.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:17:15.000 --> 00:17:20.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:17:20.000 --> 00:17:25.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:17:25.000 --> 00:17:30.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:17:30.000 --> 00:17:35.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:17:35.000 --> 00:17:40.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:17:40.000 --> 00:17:45.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:17:45.000 --> 00:17:50.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:17:50.000 --> 00:17:55.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:17:55.000 --> 00:18:00.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:18:00.000 --> 00:18:05.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:18:05.000 --> 00:18:10.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:18:10.000 --> 00:18:15.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:18:15.000 --> 00:18:20.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:18:20.000 --> 00:18:25.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:18:25.000 --> 00:18:30.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:18:30.000 --> 00:18:35.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:18:35.000 --> 00:18:40.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:18:40.000 --> 00:18:45.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:18:45.000 --> 00:18:50.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:18:50.000 --> 00:18:55.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:18:55.000 --> 00:19:00.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:19:00.000 --> 00:19:05.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:19:05.000 --> 00:19:10.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:19:10.000 --> 00:19:15.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:19:15.000 --> 00:19:20.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:19:20.000 --> 00:19:25.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:19:25.000 --> 00:19:30.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:19:30.000 --> 00:19:35.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:19:35.000 --> 00:19:40.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:19:40.000 --> 00:19:45.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:19:45.000 --> 00:19:50.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:19:50.000 --> 00:19:55.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:19:55.000 --> 00:20:00.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:20:00.000 --> 00:20:05.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:20:05.000 --> 00:20:10.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:20:10.000 --> 00:20:15.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:20:15.000 --> 00:20:20.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:20:20.000 --> 00:20:25.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:20:25.000 --> 00:20:30.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:20:30.000 --> 00:20:35.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:20:35.000 --> 00:20:40.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:20:40.000 --> 00:20:45.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:20:45.000 --> 00:20:50.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:20:50.000 --> 00:20:55.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:20:55.000 --> 00:21:00.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:21:00.000 --> 00:21:05.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:21:05.000 --> 00:21:10.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:21:10.000 --> 00:21:15.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:21:15.000 --> 00:21:20.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:21:20.000 --> 00:21:25.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:21:25.000 --> 00:21:30.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:21:30.000 --> 00:21:35.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:21:35.000 --> 00:21:40.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:21:40.000 --> 00:21:45.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:21:45.000 --> 00:21:50.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:21:50.000 --> 00:21:55.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:21:55.000 --> 00:22:00.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:22:00.000 --> 00:22:05.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:22:05.000 --> 00:22:10.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:22:10.000 --> 00:22:15.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:22:15.000 --> 00:22:20.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:22:20.000 --> 00:22:25.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:22:25.000 --> 00:22:30.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:22:30.000 --> 00:22:35.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:22:35.000 --> 00:22:40.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:22:40.000 --> 00:22:45.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:22:45.000 --> 00:22:50.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:22:50.000 --> 00:22:55.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:22:55.000 --> 00:23:00.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:23:00.000 --> 00:23:05.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:23:05.000 --> 00:23:10.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:23:10.000 --> 00:23:15.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:23:15.000 --> 00:23:20.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:23:20.000 --> 00:23:25.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:23:25.000 --> 00:23:30.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:23:30.000 --> 00:23:35.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:23:35.000 --> 00:23:40.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:23:40.000 --> 00:23:45.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:23:45.000 --> 00:23:50.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:23:50.000 --> 00:23:55.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:23:55.000 --> 00:24:00.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:24:00.000 --> 00:24:05.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:24:05.000 --> 00:24:10.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:24:10.000 --> 00:24:15.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:24:15.000 --> 00:24:20.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:24:20.000 --> 00:24:25.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
[00:24:25.000 --> 00:24:30.000]  在門徒們等待的過程當中,主耶穌基督告訴他們。
