
[00:00:00.000 --> 00:00:03.400]  今天我們處在一個資訊爆炸的年代
[00:03:16.840 --> 00:03:22.960]  如今那些在基督耶穌裡的就不定罪了
[00:03:22.960 --> 00:03:25.360]  首先我們要深入了解這句話
[00:03:25.360 --> 00:03:29.720]  我們首先要界定清楚什麼是定罪
[00:03:29.720 --> 00:03:32.560]  很多時候當我們說定罪的時候
[00:03:32.560 --> 00:03:36.440]  我們都會覺得是我們在一個國家的法律
[00:03:36.440 --> 00:03:40.520]  我們犯了事所以就被定罪
[00:03:40.520 --> 00:03:45.960]  但是保羅這裡所說的並不是世上的罪
[00:03:45.960 --> 00:03:49.480]  因為世上的法律是相對的
[00:03:49.480 --> 00:03:52.760]  就是說你在一個國家裡面犯罪
[00:03:52.760 --> 00:03:58.000]  未必那個罪在另外一個國家裡面是可以被成立的
[00:03:58.000 --> 00:04:00.200]  我舉個例子
[00:04:00.200 --> 00:04:04.160]  例如買賣或者是運送毒品
[00:04:04.160 --> 00:04:07.040]  在一些地方是死刑來的
[00:04:07.040 --> 00:04:10.240]  有些地方可能罰款
[00:04:10.240 --> 00:04:13.280]  有些地方可能甚至是無傷大雅
[00:04:13.280 --> 00:04:19.280]  因為地上的法律是因應當地的人民狀況
[00:04:19.280 --> 00:04:22.880]  和需要而制定出來的
[00:04:22.880 --> 00:04:27.400]  但是保羅所說的法律所說的定罪
[00:04:27.400 --> 00:04:31.200]  並不是說相對地上的法律
[00:04:31.200 --> 00:04:32.960]  而是說一個絕對性
[00:04:32.960 --> 00:04:37.520]  因為保羅所說的是神的律法
[00:04:37.520 --> 00:04:43.160]  神的律法並不是經過地上某一些的立法機關
[00:04:43.160 --> 00:04:48.000]  或者是人民投票出來所制定出來的法律
[00:04:48.000 --> 00:04:49.560]  神的法律
[00:04:49.560 --> 00:04:54.440]  神說了就算
[00:04:54.440 --> 00:04:58.600]  那你說究竟神的律法是甚麼律法呢?
[00:04:58.600 --> 00:05:03.320]  神對人的期望與要求又是甚麼呢?
[00:05:03.320 --> 00:05:06.120]  我們看看耶穌自己怎麼說
[00:05:06.120 --> 00:05:09.240]  經文在《馬太福音》的二十二章
[00:05:09.240 --> 00:05:16.280]  耶穌說你們要盡心盡性盡義愛主你的神
[00:05:16.280 --> 00:05:19.520]  第二就是要愛人如己
[00:05:19.520 --> 00:05:25.360]  這兩條的誡明就是律法和先知一切道理的總綱
[00:05:25.360 --> 00:05:26.600]  簡單來說
[00:05:26.600 --> 00:05:31.760]  愛神、愛人就是整個律法的精要
[00:05:31.760 --> 00:05:35.400]  也是神對人的要求與期望
[00:05:35.400 --> 00:05:37.320]  而要愛一個這樣的神
[00:05:37.320 --> 00:05:42.680]  我們首先要知道和接受這個神的存在
[00:05:42.680 --> 00:05:48.320]  在羅馬書的一章二十節和二十一節有這樣的記載
[00:05:48.320 --> 00:05:51.520]  保羅說從造天地以來
[00:05:51.520 --> 00:05:55.560]  神的永能和神性是明明可知的
[00:05:55.560 --> 00:05:57.480]  雖然我們眼睛看不到
[00:05:57.480 --> 00:06:00.360]  但是藉著這個世界所造之物
[00:06:00.360 --> 00:06:01.560]  我們就可以了解
[00:06:01.560 --> 00:06:03.720]  叫人無可推諉
[00:06:03.720 --> 00:06:06.560]  雖然人知道神
[00:06:06.560 --> 00:06:10.640]  但是沒有當作這個神來榮耀祂
[00:06:10.640 --> 00:06:12.360]  也不感謝祂
[00:06:12.360 --> 00:06:15.320]  以致人的思念變為虛妄
[00:06:15.320 --> 00:06:19.440]  無知的心也因此而昏暗了
[00:06:19.440 --> 00:06:20.440]  換言之
[00:06:20.440 --> 00:06:25.080]  知道神而不當神來榮耀祂
[00:06:25.080 --> 00:06:26.320]  也不感謝祂
[00:06:26.320 --> 00:06:30.480]  這就是人被定罪的原因
[00:06:30.480 --> 00:06:32.680]  但是保羅在這裡告訴我們
[00:06:32.680 --> 00:06:40.600]  如今那就是基督耶穌裡的就不定罪了
[00:06:40.600 --> 00:06:44.120]  「在耶穌裡」是什麼意思呢?
[00:06:44.120 --> 00:06:48.040]  讓我嘗試用一個生活的例子來解釋
[00:06:48.040 --> 00:06:50.840]  什麼叫做「在基督裡」
[00:06:50.840 --> 00:06:54.680]  我們大家都參加過旅遊團
[00:06:54.680 --> 00:06:57.960]  當旅遊的時候
[00:06:57.960 --> 00:07:03.480]  很多時候那個導遊會收集我們的旅遊證件
[00:07:03.480 --> 00:07:08.040]  然後幫我們一次過辦理一些過關手續
[00:07:08.040 --> 00:07:10.120]  或者買票等等
[00:07:10.120 --> 00:07:11.480]  搞定了之後
[00:07:11.480 --> 00:07:14.680]  我們很多時候就會通過另外一個通道
[00:07:14.680 --> 00:07:22.280]  不需要排很長的人龍過關等等
[00:07:22.280 --> 00:07:23.560]  那你說
[00:07:23.560 --> 00:07:27.400]  我為什麼可以避開這些人龍不用排隊呢?
[00:07:27.400 --> 00:07:32.360]  因為那個導遊已經幫我們辦理好手續
[00:07:32.360 --> 00:07:36.920]  因為我們是那個旅遊團的團友
[00:07:36.920 --> 00:07:41.960]  同樣我們得到這個不被定罪的自由
[00:07:41.960 --> 00:07:44.200]  並不是因為我們沒有罪
[00:07:44.200 --> 00:07:49.560]  也不是因為神對人的要求突然間改變了
[00:07:49.560 --> 00:07:54.360]  而是因為我們相信耶穌的時候
[00:07:54.360 --> 00:07:55.880]  用剛才的例子
[00:07:55.880 --> 00:07:59.480]  就是說當我們參加了這個旅遊團的時候
[00:07:59.480 --> 00:08:05.240]  主耶穌就為我們辦理了上天堂的手續
[00:08:05.240 --> 00:08:08.680]  這個手續就是主耶穌為人的緣故
[00:08:08.680 --> 00:08:13.800]  在十字架上為我們承擔了罪的刑罰
[00:08:13.800 --> 00:08:16.120]  所以當我們參加旅遊團的時候
[00:08:16.120 --> 00:08:18.040]  大概大家有個經驗
[00:08:18.040 --> 00:08:22.920]  就是我們都會被分一個名牌掛在身上
[00:08:22.920 --> 00:08:25.960]  就代表我們是屬於這個旅遊團
[00:08:25.960 --> 00:08:31.480]  同樣當我們成為神的兒女的時候
[00:08:31.480 --> 00:08:35.720]  聖經告訴我們在哥林多後書
[00:08:35.720 --> 00:08:39.480]  神又用印印了我們
[00:08:39.480 --> 00:08:46.280]  並賜聖靈在我們心裡作憑據
[00:08:46.280 --> 00:08:48.280]  在這裡的應許
[00:08:48.280 --> 00:08:51.720]  就是說當我們真心相信主耶穌基督的時候
[00:08:51.720 --> 00:08:56.600]  我們就從聖靈得著這個生命的印記
[00:08:56.600 --> 00:09:02.840]  而這個印記就是我們在基督裡的證據
[00:09:02.840 --> 00:09:05.240]  所以當我們在基督裡的時候
[00:09:05.240 --> 00:09:10.280]  我們就得到這個不被定罪的自由
[00:09:10.280 --> 00:09:14.280]  接下來我們看第二個的自由
[00:09:14.280 --> 00:09:18.040]  我叫這個自由是聖靈所賜的自由
[00:09:18.040 --> 00:09:23.800]  我們看看保羅在第二節這樣說
[00:09:23.800 --> 00:09:26.360]  「賜生命聖靈的律」
[00:09:26.360 --> 00:09:29.880]  這個翻譯其實不是很準確
[00:09:29.880 --> 00:09:33.320]  更加貼近原文的翻譯
[00:09:33.320 --> 00:09:38.280]  應該是「賜生命之聖靈的律」
[00:09:38.280 --> 00:09:40.600]  就好像我們剛才所說
[00:09:40.600 --> 00:09:42.600]  當我們信耶穌之後
[00:09:42.600 --> 00:09:45.560]  我們就從聖靈得著這個印記
[00:09:45.560 --> 00:09:53.720]  或者這樣說我們就在聖靈裡得著新的屬靈生命
[00:09:53.720 --> 00:09:55.400]  從這個角度看的時候
[00:09:55.400 --> 00:10:01.320]  聖靈就是賜予我們新的生命的靈
[00:10:01.320 --> 00:10:05.720]  那你說什麼叫做「聖靈的律」呢?
[00:10:05.720 --> 00:10:08.440]  我們看看聖經怎麼說
[00:10:08.440 --> 00:10:09.960]  我們大家都知道
[00:10:09.960 --> 00:10:12.920]  昔日神童以色列民納藥
[00:10:12.920 --> 00:10:19.560]  他納的藥的內容就記載在聖經的舊約部分
[00:10:19.560 --> 00:10:22.200]  在大概主前六百年左右
[00:10:22.200 --> 00:10:26.600]  神就和當時一個先知叫做耶利米這樣說
[00:10:26.600 --> 00:10:28.680]  「日子將到
[00:10:28.680 --> 00:10:32.760]  我要和以色列家與猶大家另立新約」
[00:10:32.760 --> 00:10:34.200]  而這個約是什麼呢?
[00:10:34.200 --> 00:10:39.160]  就是「我要將我的律法放在他們裡面
[00:10:39.160 --> 00:10:43.000]  寫在他們的心上」
[00:10:43.000 --> 00:10:45.240]  將律法寫在人的心上
[00:10:45.240 --> 00:10:47.320]  當然我們不可以照字面解釋
[00:10:47.320 --> 00:10:48.520]  不是剖開胸部
[00:10:48.520 --> 00:10:50.280]  然後拿個心出來刻一些字上去
[00:10:50.280 --> 00:10:51.320]  不是這個意思
[00:10:51.320 --> 00:10:53.160]  而在幾百年以來
[00:10:53.160 --> 00:10:59.960]  人都會覺得這句話其實是一個文學的修辭的技巧
[00:10:59.960 --> 00:11:02.040]  意思就是說我們要很認真
[00:11:02.040 --> 00:11:04.360]  很留心的將神的說話放在心裡面
[00:11:04.360 --> 00:11:06.200]  不要忘記
[00:11:06.200 --> 00:11:08.440]  但是到了主耶穌的年代
[00:11:08.440 --> 00:11:10.680]  主耶穌說得很清楚
[00:11:10.680 --> 00:11:12.200]  當祂升天之後
[00:11:12.200 --> 00:11:18.440]  聖靈就會降臨在每一個信徒的生命裡面
[00:11:18.440 --> 00:11:22.280]  而在《羅馬書》的八章二節
[00:11:22.280 --> 00:11:25.000]  保羅再進一步告訴我們
[00:11:25.000 --> 00:11:30.120]  聖靈不單止住在人的生命裡面
[00:11:30.120 --> 00:11:37.240]  祂也將神的律例帶入人的生命裡面
[00:11:37.240 --> 00:11:40.360]  之前我們的廣報也提過
[00:11:40.360 --> 00:11:43.400]  在條文上的律法
[00:11:43.400 --> 00:11:46.840]  不會讓人成為一個無罪的人
[00:11:46.840 --> 00:11:48.040]  因為律法
[00:11:48.040 --> 00:11:52.760]  條文的律法只不過是讓人知道什麼是罪
[00:11:52.760 --> 00:11:55.320]  相反
[00:11:55.320 --> 00:11:57.320]  律法的存在
[00:11:57.320 --> 00:12:02.120]  反而會變成我們被判罪的基礎
[00:12:02.120 --> 00:12:03.800]  從這個角度來看的時候
[00:12:03.800 --> 00:12:10.040]  條文上的律法就是保羅這裡所說的罪和死的律
[00:12:10.040 --> 00:12:10.840]  換言之
[00:12:10.840 --> 00:12:13.720]  我們每一個人生在世上
[00:12:13.720 --> 00:12:17.000]  如果不是在基督裡的時候
[00:12:17.000 --> 00:12:23.240]  我們就是被罪與死的律所掌控
[00:12:23.240 --> 00:12:26.440]  而結局就是永遠的死亡
[00:12:26.440 --> 00:12:27.480]  你可以說
[00:12:27.480 --> 00:12:29.720]  牧師你不是在嚇人吧
[00:12:29.720 --> 00:12:33.720]  我從來都沒有感受到這種死亡的威脅
[00:12:34.760 --> 00:12:38.120]  或者讓我用一個生活的例子
[00:12:38.120 --> 00:12:40.520]  來跟大家說一個事實
[00:12:40.520 --> 00:12:44.280]  我記得很多年前在加拿大讀大學
[00:12:44.280 --> 00:12:47.800]  有一次我開車去美國玩
[00:12:47.800 --> 00:12:49.320]  回程的時候
[00:12:49.320 --> 00:12:50.360]  超速
[00:12:50.360 --> 00:12:54.200]  給警察給我一張超速的告票
[00:12:54.200 --> 00:12:57.000]  警察看到我加拿大牌
[00:12:57.000 --> 00:12:58.360]  好心提醒我
[00:12:58.360 --> 00:13:00.760]  你要給這張美國告票
[00:13:00.760 --> 00:13:04.600]  如果你不給的時候你下次入境就有問題了
[00:13:04.600 --> 00:13:07.160]  當然我會給
[00:13:07.160 --> 00:13:08.440]  給了之後我就在想
[00:13:08.440 --> 00:13:11.000]  為什麼這個警察會這樣提醒我呢
[00:13:11.000 --> 00:13:13.560]  當然很多人沒有給錢
[00:13:13.560 --> 00:13:15.880]  我就在想為什麼那些人不給錢呢
[00:13:15.880 --> 00:13:17.160]  我想大概就是因為
[00:13:17.160 --> 00:13:20.200]  我現在在加拿大生活
[00:13:20.200 --> 00:13:23.560]  我將來入美國境是兩件事來的
[00:13:23.560 --> 00:13:27.000]  將來我入不入美國境我都還不知道
[00:13:27.000 --> 00:13:32.120]  所以將來的事 將來再說吧
[00:13:32.120 --> 00:13:37.240]  有時候這個想法也未必完全錯的
[00:13:37.240 --> 00:13:39.800]  因為你一入不入美國境的時候
[00:13:39.800 --> 00:13:43.640]  你不給的他也沒有你扶的
[00:13:43.640 --> 00:13:44.920]  沒錯
[00:13:44.920 --> 00:13:47.480]  入不入美國境
[00:13:47.480 --> 00:13:48.760]  是我們的決定
[00:13:48.760 --> 00:13:50.040]  但是
[00:13:50.040 --> 00:13:55.160]  當人生在地上的生命完結的時候
[00:13:55.160 --> 00:13:59.000]  我們去到生命的下一站
[00:13:59.000 --> 00:14:02.840]  就不到我們決不決定去不去了
[00:14:02.840 --> 00:14:06.680]  這個是必然會發生的事情
[00:14:06.680 --> 00:14:09.000]  如果去到那個時候
[00:14:09.000 --> 00:14:11.800]  我們還沒給這張告票的時候
[00:14:11.800 --> 00:14:13.080]  對不起
[00:14:13.080 --> 00:14:14.360]  我們就沒得入境
[00:14:14.360 --> 00:14:16.920]  如果我們在基督裡
[00:14:16.920 --> 00:14:23.320]  主耶穌就已經為我們給了這張罰單的錢
[00:14:23.320 --> 00:14:25.880]  這張在我們的口袋裡面
[00:14:25.880 --> 00:14:28.440]  如果這張罰單已經給了錢的話
[00:14:28.440 --> 00:14:32.280]  我們就不會再受這張告票所威嚇
[00:14:32.280 --> 00:14:34.840]  同樣 保羅告訴我們
[00:14:34.840 --> 00:14:37.400]  罪和死的律
[00:14:37.400 --> 00:14:41.240]  是在我們以前未信耶穌之前的生命裡面
[00:14:41.240 --> 00:14:45.080]  但是當我們信了耶穌之後
[00:14:45.080 --> 00:14:47.640]  這張告票就已經是給了錢的告票
[00:14:47.640 --> 00:14:54.040]  這張告票已經不再能夠在我們生命裡面有任何的影響
[00:14:54.040 --> 00:14:56.600]  所以保羅告訴我們
[00:14:56.600 --> 00:15:02.760]  不要容讓罪在我們必死的身上作王
[00:15:02.760 --> 00:15:06.840]  因為罪利用律法對我們的指控
[00:15:06.840 --> 00:15:08.120]  已經沒效了
[00:15:08.120 --> 00:15:11.720]  已經被聖靈的律所取締
[00:15:11.720 --> 00:15:15.160]  沒有人會為一張給了錢的罰單
[00:15:15.160 --> 00:15:16.840]  而天天提心吊膽的
[00:15:16.840 --> 00:15:20.680]  同樣 這個罪和死的律
[00:15:20.680 --> 00:15:23.240]  在我們過去的生命裡面
[00:15:23.240 --> 00:15:27.720]  已經被聖靈的律所取締了
[00:15:27.720 --> 00:15:32.200]  故此 我們不需要活在罪的控制底下
[00:15:32.200 --> 00:15:38.600]  因為我們已經得到聖靈所賜的自由
[00:15:38.600 --> 00:15:42.200]  讓我們看看第三個的自由
[00:15:42.200 --> 00:15:46.280]  我叫這個自由是生命成性的自由
[00:15:46.280 --> 00:15:48.840]  當我們得到不被定罪的自由
[00:15:48.840 --> 00:15:52.440]  也都得到聖靈所賜的自由
[00:15:52.440 --> 00:15:59.080]  我們就有自由去做一些以前我們沒有自由做的事情
[00:15:59.080 --> 00:16:01.000]  那你說什麼事情?
[00:16:01.000 --> 00:16:04.200]  有些什麼事情我未信耶穌之前不能夠做
[00:16:04.200 --> 00:16:06.760]  而信了耶穌之後又能夠做
[00:16:06.760 --> 00:16:09.320]  大家覺得是什麼?
[00:16:09.320 --> 00:16:11.880]  答案在第四節
[00:16:11.880 --> 00:16:17.640]  保羅說 耶穌使律法的義成就在我們這不隨從肉體
[00:16:17.640 --> 00:16:20.840]  只隨從聖靈的人
[00:16:20.840 --> 00:16:23.160]  就是說在我們信耶穌之前
[00:16:23.160 --> 00:16:28.280]  我們的思想言語行為是隨從肉體
[00:16:28.280 --> 00:16:30.840]  那你說什麼意思?
[00:16:30.840 --> 00:16:34.920]  意思並不是我們肚子餓就要吃東西
[00:16:34.920 --> 00:16:36.840]  頸渴就要喝水
[00:16:36.840 --> 00:16:39.400]  我們很生氣的時候就罵人
[00:16:39.400 --> 00:16:44.280]  或者我們愛意濃郁的時候就說兩句甜言蜜語
[00:16:44.280 --> 00:16:46.040]  並不單止是這樣
[00:16:46.040 --> 00:16:50.120]  如果我們要明白這個隨從肉體的意思
[00:16:50.120 --> 00:16:54.120]  我們需要連同第三節一起去理解
[00:16:54.120 --> 00:16:55.080]  第三節說
[00:16:55.080 --> 00:17:01.640]  「律法既因肉體軟弱,有所不能行的。」
[00:17:01.640 --> 00:17:03.160]  這就是我們所說的
[00:17:03.160 --> 00:17:10.760]  人不能夠靠自己的意志與能力去達到神的標準
[00:17:10.760 --> 00:17:12.120]  也由於這個原因
[00:17:12.120 --> 00:17:14.840]  神才需要差派他的獨生子
[00:17:14.840 --> 00:17:21.080]  來到這個世界上為罪人的緣故成就公義
[00:17:21.080 --> 00:17:22.600]  用回我們剛才的例子
[00:17:22.600 --> 00:17:26.200]  就是為我們付這種罰單的錢
[00:17:26.200 --> 00:17:28.040]  接著我們看第四節
[00:17:28.040 --> 00:17:34.360]  「以致律法的意能夠成就在我們這個不隨從肉體
[00:17:34.360 --> 00:17:37.240]  只隨從聖靈的人身上。」
[00:17:37.240 --> 00:17:44.440]  就是說當我們不再依靠自己去達到神的標準
[00:17:44.440 --> 00:17:49.320]  而是依靠聖靈所賜的能力
[00:17:49.320 --> 00:17:52.520]  主耶穌基督所成就的公義
[00:17:52.520 --> 00:17:55.400]  就能夠成就在我們的身上
[00:17:55.400 --> 00:18:00.520]  而當我們從聖靈得到這個新的生命
[00:18:00.520 --> 00:18:05.000]  或者是從聖靈得到這個新的印記之後
[00:18:05.000 --> 00:18:11.000]  我們就能夠得到從聖靈而來的引導和能力
[00:18:11.000 --> 00:18:13.880]  去過我們每一天的生活
[00:18:13.880 --> 00:18:17.800]  那麼你說聖靈所引導的生活是怎樣的呢?
[00:18:17.800 --> 00:18:20.840]  答案也是在第四節
[00:18:20.840 --> 00:18:25.960]  「不隨從肉體 只隨從聖靈的生活。」
[00:18:25.960 --> 00:18:30.200]  就是說這個說法有兩重的意思
[00:18:30.200 --> 00:18:33.640]  第一重的意思就是說我們不要依靠自己
[00:18:33.640 --> 00:18:38.680]  而是依靠主耶穌基督那個成就救恩的公義
[00:18:38.680 --> 00:18:41.800]  去得到從神而來的公義
[00:18:41.800 --> 00:18:48.360]  以及是依靠聖靈去得到這個新的永恆的生命
[00:18:48.360 --> 00:18:53.640]  而第二重的意思就是說我們要依靠聖靈的能力
[00:18:53.640 --> 00:18:59.240]  來跟從聖靈的引導去過我們每一天的生活
[00:18:59.240 --> 00:19:01.560]  所以說當我們信耶穌的時候
[00:19:01.560 --> 00:19:03.560]  當我們認耶穌為主的時候
[00:19:03.560 --> 00:19:05.720]  其實有兩重的意思
[00:19:05.720 --> 00:19:11.480]  第一重的意思就是說我們承認耶穌是我們的救主
[00:19:11.480 --> 00:19:14.760]  通過主耶穌的救恩
[00:19:14.760 --> 00:19:16.520]  我們得到拯救
[00:19:16.520 --> 00:19:20.760]  第二重的主的意思就是說
[00:19:20.760 --> 00:19:22.840]  祂不單只是我們拯救的主
[00:19:22.840 --> 00:19:25.160]  也是我們生命的主
[00:19:25.160 --> 00:19:27.320]  通過聖靈的引導
[00:19:27.320 --> 00:19:31.000]  我們可以得到力量和方向
[00:19:31.000 --> 00:19:32.760]  去過我們每一天的生活
[00:19:32.760 --> 00:19:36.040]  過一個合神心意的生活
[00:19:36.040 --> 00:19:38.760]  由於祂就是我們的主
[00:19:38.760 --> 00:19:42.360]  所以我們的思想、言語、行為
[00:19:42.360 --> 00:19:47.880]  不再按照我們的價值觀而是按照神的心意
[00:19:47.880 --> 00:19:51.320]  而我們在地上所做的決定
[00:19:51.320 --> 00:19:55.240]  也不是建基於我們的好處
[00:19:55.240 --> 00:19:58.600]  而是建基於神的國度
[00:19:58.600 --> 00:19:59.720]  你聽到這裡的時候
[00:19:59.720 --> 00:20:04.600]  你會說跟從耶穌有這麼大的代價
[00:20:04.600 --> 00:20:07.560]  要犧牲這麼多東西嗎?
[00:20:07.560 --> 00:20:10.840]  如果大家這樣想的時候
[00:20:10.840 --> 00:20:17.240]  我恐怕你們對神的認識不是太深
[00:20:17.240 --> 00:20:22.120]  雖然神做事的方式是超乎人的所能想像
[00:20:22.120 --> 00:20:26.600]  但神所做的事情其實很多時候是有跡可尋的
[00:20:26.600 --> 00:20:31.160]  從耶穌基督的身上我們可以看到一個模式
[00:20:31.160 --> 00:20:35.080]  先失去 後得著
[00:20:35.080 --> 00:20:37.080]  大家有沒有留意
[00:20:37.080 --> 00:20:42.200]  主耶穌首先要降卑進入人間
[00:20:42.200 --> 00:20:47.640]  然後才能夠被升高進到天上
[00:20:47.640 --> 00:20:51.560]  祂要首先經歷人世上的羞辱
[00:20:51.560 --> 00:20:54.760]  然後才得到榮耀
[00:20:54.760 --> 00:20:57.800]  祂要首先進入死亡
[00:20:57.800 --> 00:21:03.160]  然後才能夠為人得著永遠不死的生命
[00:21:03.160 --> 00:21:10.680]  同樣如果我們想得到神從神而來的所有美善
[00:21:10.680 --> 00:21:14.680]  我們首先需要學習失去
[00:21:14.680 --> 00:21:18.680]  何況嚴格來說這個不是失去
[00:21:18.680 --> 00:21:26.200]  因為只要我們願意為神暫時的失去
[00:21:26.200 --> 00:21:30.440]  神就會讓我們永遠的得著
[00:21:30.440 --> 00:21:32.040]  當我們這樣做的時候
[00:21:32.040 --> 00:21:36.840]  我們就是跟隨著主耶穌的榜樣來生活
[00:21:36.840 --> 00:21:39.480]  我們越多的跟從主耶穌
[00:21:39.480 --> 00:21:41.720]  越多的學校主耶穌
[00:21:41.720 --> 00:21:45.320]  我們就越像主耶穌基督
[00:21:45.320 --> 00:21:49.320]  聖經說這個過程叫做「成性」
[00:21:49.320 --> 00:21:53.240]  而我們能夠走在「成性」的路上
[00:21:53.240 --> 00:21:59.080]  這個就是我們今天所說的第三種自由
[00:21:59.080 --> 00:22:02.120]  這個是救恩的真相
[00:22:02.120 --> 00:22:06.200]  回到我們一開始的時候所問的問題
[00:22:06.200 --> 00:22:12.200]  你覺得當人知道真相或者明白真理之後
[00:22:12.200 --> 00:22:18.280]  是會帶來人的負擔還是帶來人的自由?
[00:22:18.280 --> 00:22:25.240]  我相信是取決於我們怎樣回應這個真相
[00:22:25.240 --> 00:22:27.560]  我們每一個人正如我所說
[00:22:27.560 --> 00:22:32.440]  口袋裏面都有一張佛丹
[00:22:32.440 --> 00:22:36.600]  我的那張佛丹神已經為我付了錢
[00:22:36.600 --> 00:22:39.400]  如果還沒有付錢的話
[00:22:39.400 --> 00:22:44.360]  你要知道你是付不了這張佛丹的錢
[00:22:44.360 --> 00:22:48.600]  我們都願意希望你能夠讓耶穌基督
[00:22:48.600 --> 00:22:50.760]  為你付這張佛丹的錢
[00:22:50.760 --> 00:22:54.360]  請我們一同低頭祈禱
[00:22:54.360 --> 00:22:57.240]  主耶穌基督我們多謝你
[00:22:57.240 --> 00:22:59.720]  因為你願意也有能力
[00:22:59.720 --> 00:23:03.640]  為我們付這張佛丹的錢
[00:23:03.640 --> 00:23:06.920]  以致我們將來見主面的時候
[00:23:06.920 --> 00:23:11.400]  我們去到生命的另一站的時候
[00:23:11.400 --> 00:23:13.640]  我們可以被你稱為義
[00:23:13.640 --> 00:23:18.680]  因為我們人生罪惡的代價
[00:23:18.680 --> 00:23:20.840]  你已經為我們付上
[00:23:20.840 --> 00:23:22.360]  我們再一次向你感恩
[00:23:22.360 --> 00:23:24.120]  多謝你給我們一切
