
[00:00:00.000 --> 00:00:02.720]  啟示錄第六章的第二節
[00:01:32.000 --> 00:01:34.160]  槍而已嘛 都沒有子彈
[00:01:34.160 --> 00:01:35.600]  你不會這樣想的
[00:01:35.600 --> 00:01:38.760]  拿著槍就等於有子彈了
[00:01:38.760 --> 00:01:40.480]  所以這個不成立的
[00:01:40.480 --> 00:01:42.680]  我給了很多聖經的經文給大家看
[00:01:42.680 --> 00:01:45.720]  不是說每次都要有箭才打仗
[00:01:45.720 --> 00:01:47.440]  其實有弓就代表了
[00:01:47.440 --> 00:01:50.840]  是用來打仗的武器
[00:01:50.840 --> 00:01:53.040]  接著就是有冠冕
[00:01:53.040 --> 00:01:55.040]  這個冠冕這個字
[00:01:55.040 --> 00:01:58.560]  有時候在一些中文的聖經裡面特別翻譯
[00:01:58.560 --> 00:02:00.320]  是有一點混淆的
[00:02:00.320 --> 00:02:01.200]  為什麼呢
[00:02:01.200 --> 00:02:02.560]  冠冕這個字眼
[00:02:02.560 --> 00:02:04.800]  有人想著 咦 冠冕
[00:02:04.800 --> 00:02:09.600]  會不會是代表了帶著過別人的皇冠
[00:02:09.600 --> 00:02:12.840]  大家也知道選美的那些 講者
[00:02:12.840 --> 00:02:15.360]  第一名 第二第三名有沒有分大的
[00:02:15.360 --> 00:02:16.640]  有沒有的 沒有的
[00:02:16.640 --> 00:02:17.800]  就是第一名才有的
[00:02:17.800 --> 00:02:19.960]  那就加冕他了 是不是
[00:02:19.960 --> 00:02:24.120]  但其實冠冕這個字在原文可以有兩個不同的字眼的
[00:02:24.120 --> 00:02:26.720]  這個字嚴格不應該翻譯成冠冕
[00:02:26.720 --> 00:02:28.400]  應該翻譯成貴冠
[00:02:28.400 --> 00:02:29.920]  貴就是貴林的貴
[00:02:29.920 --> 00:02:30.760]  是什麼意思呢
[00:02:30.760 --> 00:02:34.280]  其實是英文我們叫Reve
[00:02:34.280 --> 00:02:35.360]  是什麼來的呢
[00:02:35.360 --> 00:02:37.440]  是好像奧林匹克運動會
[00:02:37.440 --> 00:02:38.880]  贏了就
[00:02:38.880 --> 00:02:40.800]  以前舊時 現在不是了
[00:02:40.800 --> 00:02:42.520]  現在給一個金牌 銀牌的了
[00:02:42.520 --> 00:02:47.920]  以前是給一個用葉啊 弄了一個花環給他戴著的
[00:02:47.920 --> 00:02:48.720]  那個代表什麼
[00:02:48.720 --> 00:02:50.120]  那個代表勝利
[00:02:50.120 --> 00:02:52.080]  不是代表做了皇帝
[00:02:52.080 --> 00:02:53.240]  是兩件事來的
[00:02:53.240 --> 00:02:54.920]  所以戴著這個冠
[00:02:54.920 --> 00:02:56.720]  是看他是贏了
[00:02:56.720 --> 00:02:58.920]  還是他做了一個皇帝
[00:02:58.920 --> 00:03:01.160]  所以這個白馬其實是
[00:03:01.160 --> 00:03:03.040]  還有這裡跟著刺給他
[00:03:03.040 --> 00:03:05.520]  他出來征服聖義佑聖
[00:03:05.520 --> 00:03:06.400]  很明顯
[00:03:06.400 --> 00:03:08.400]  這個白馬是很厲害的
[00:03:08.400 --> 00:03:10.120]  差不多戰無不勝的
[00:03:10.120 --> 00:03:11.560]  那麼白馬是誰來的呢
[00:03:11.560 --> 00:03:13.720]  上一次我跟大家講
[00:03:13.720 --> 00:03:16.720]  其實根據很多不同的學者
[00:03:16.720 --> 00:03:18.240]  我真的列了一堆出來的
[00:03:18.240 --> 00:03:20.640]  這一堆十幾個
[00:03:20.640 --> 00:03:21.960]  就說是這樣的解釋
[00:03:21.960 --> 00:03:25.120]  這一堆有幾個就是另一個解釋
[00:03:25.120 --> 00:03:26.000]  那當然啦
[00:03:26.000 --> 00:03:27.840]  牧師你選那些
[00:03:27.840 --> 00:03:29.920]  這樣選的當然有十幾個啦
[00:03:29.920 --> 00:03:31.720]  我可以這裡也選十幾個給你的
[00:03:31.720 --> 00:03:32.480]  那不是的
[00:03:32.480 --> 00:03:33.600]  我不是故意選的
[00:03:33.600 --> 00:03:36.880]  我都是去找一些我覺得挺好的參考書
[00:03:36.880 --> 00:03:38.640]  那我就去看
[00:03:38.640 --> 00:03:41.600]  看完我手頭那二十多本之後呢
[00:03:41.600 --> 00:03:43.160]  不要以為整本都看完了
[00:03:43.160 --> 00:03:44.200]  就是看這一部分
[00:03:44.200 --> 00:03:45.080]  就發覺呢
[00:03:45.080 --> 00:03:47.720]  原來絕大部分很多很多學者
[00:03:47.720 --> 00:03:49.920]  其實將這個白色的馬
[00:03:49.920 --> 00:03:52.840]  不是當它是耶穌基督
[00:03:52.840 --> 00:03:54.280]  因為在啟示錄裡面
[00:03:54.280 --> 00:03:56.440]  有些經文都令我們以為
[00:03:56.440 --> 00:03:58.480]  這個就是代表了耶穌基督
[00:03:58.480 --> 00:04:00.520]  它是得勝的
[00:04:00.520 --> 00:04:03.000]  甚至有些不當它是耶穌基督
[00:04:03.000 --> 00:04:04.760]  它就說是一個symbolical
[00:04:04.760 --> 00:04:05.760]  很寓意地
[00:04:05.760 --> 00:04:08.000]  就是代表了福音廣傳
[00:04:08.000 --> 00:04:10.360]  福音是勝利的
[00:04:10.360 --> 00:04:12.120]  那其實呢
[00:04:12.120 --> 00:04:13.560]  講到尾
[00:04:13.560 --> 00:04:15.520]  你說是代表耶穌基督
[00:04:15.520 --> 00:04:17.680]  或者福音廣傳
[00:04:17.680 --> 00:04:19.240]  又或者你說這個白馬
[00:04:19.240 --> 00:04:20.080]  其實呢
[00:04:20.080 --> 00:04:21.360]  其實就是馬上的
[00:04:21.360 --> 00:04:22.800]  是敵基督
[00:04:22.800 --> 00:04:25.480]  它是扮耶穌基督
[00:04:25.480 --> 00:04:26.960]  所以它學到很足
[00:04:26.960 --> 00:04:28.160]  正如聖經說
[00:04:28.160 --> 00:04:31.680]  撒旦都好像扮作光明的天使那樣
[00:04:31.680 --> 00:04:32.240]  是不是?
[00:04:32.240 --> 00:04:33.600]  你騙人啊
[00:04:33.600 --> 00:04:37.520]  你當然要是像個好人了
[00:04:37.520 --> 00:04:39.960]  你整個面目猙獰那樣
[00:04:39.960 --> 00:04:43.160]  就是別人看到你都嚇了一跳
[00:04:43.160 --> 00:04:44.000]  是不是?
[00:04:44.000 --> 00:04:45.640]  所以呢
[00:04:45.640 --> 00:04:48.640]  所以這裡究竟誰是正確呢?
[00:04:48.640 --> 00:04:51.720]  我用一個這樣的說法
[00:04:51.720 --> 00:04:54.600]  如果主張是白馬
[00:04:54.600 --> 00:04:56.600]  是代表了耶穌基督
[00:04:56.600 --> 00:04:58.840]  福音廣傳的呢
[00:04:58.840 --> 00:05:00.480]  你可以說
[00:05:00.480 --> 00:05:01.840]  從某個角度來說
[00:05:01.840 --> 00:05:03.120]  你可以說
[00:05:03.120 --> 00:05:05.920]  其實它沒有什麼大錯的
[00:05:05.920 --> 00:05:07.440]  你可以不贊成
[00:05:07.440 --> 00:05:09.960]  但是它未必一定是叫做全錯
[00:05:09.960 --> 00:05:12.000]  你說牧師什麼都可以嗎?
[00:05:12.000 --> 00:05:12.560]  解經
[00:05:12.560 --> 00:05:14.960]  你可以說不贊成
[00:05:14.960 --> 00:05:17.040]  但是你又不可以當它全錯
[00:05:17.040 --> 00:05:17.880]  為什麼呢?
[00:05:17.880 --> 00:05:20.880]  因為有很多的學者認為
[00:05:20.880 --> 00:05:23.120]  這個世界就是越來越敗壞
[00:05:23.120 --> 00:05:24.600]  對不對?
[00:05:24.600 --> 00:05:26.600]  越來越敗壞的
[00:05:26.600 --> 00:05:29.320]  30年前
[00:05:29.320 --> 00:05:31.400]  有很多東西是不合法的
[00:05:31.400 --> 00:05:33.800]  現在居然有些世界各地是比較合法
[00:05:33.800 --> 00:05:36.360]  好像最近在美國
[00:05:36.360 --> 00:05:37.840]  通過大麻合法法
[00:05:37.840 --> 00:05:38.600]  某些地方
[00:05:38.600 --> 00:05:39.840]  是不是?
[00:05:39.840 --> 00:05:40.920]  還有以前
[00:05:40.920 --> 00:05:42.760]  同性戀30年前
[00:05:42.760 --> 00:05:44.040]  你想像不到
[00:05:44.040 --> 00:05:45.920]  會是能夠可以說合法的
[00:05:45.920 --> 00:05:46.760]  對不對?
[00:05:46.760 --> 00:05:48.680]  但是現在是不是有一方面
[00:05:48.680 --> 00:05:50.800]  我不跟你討論它對不對
[00:05:50.800 --> 00:05:52.000]  是不是又合法了?
[00:05:52.000 --> 00:05:53.760]  還有我小時候
[00:05:53.760 --> 00:05:54.560]  我聽別人說
[00:05:54.560 --> 00:05:55.840]  在台灣
[00:05:55.840 --> 00:05:58.160]  有些叫紅燈區的
[00:05:58.160 --> 00:05:59.360]  紅燈區是什麼意思?
[00:05:59.360 --> 00:06:00.840]  大家明白我的意思吧
[00:06:00.840 --> 00:06:02.320]  是合法的
[00:06:02.320 --> 00:06:03.960]  是不是?
[00:06:03.960 --> 00:06:05.160]  你想想
[00:06:05.160 --> 00:06:06.200]  我小時候
[00:06:06.200 --> 00:06:08.480]  可能是50年前
[00:06:08.480 --> 00:06:12.520]  你猜80年前能不能夠有這樣的合法化呢?
[00:06:12.520 --> 00:06:14.480]  其實我也不知道怎麼說
[00:06:14.480 --> 00:06:15.440]  我聽別人說
[00:06:15.440 --> 00:06:16.640]  石塘嘴那裡
[00:06:16.640 --> 00:06:17.880]  其實有很多記載的
[00:06:17.880 --> 00:06:19.440]  是不是合法化呢?
[00:06:19.440 --> 00:06:23.160]  還是因為有些修規華的存在
[00:06:23.160 --> 00:06:26.240]  所以他就能夠好像不合法也變成合法呢?
[00:06:26.240 --> 00:06:27.240]  這個我不知道
[00:06:27.240 --> 00:06:30.400]  所以有些人認為
[00:06:30.400 --> 00:06:31.960]  這個世界是越來越敗壞的
[00:06:31.960 --> 00:06:33.560]  這個絕對沒有說錯的
[00:06:33.560 --> 00:06:35.040]  但是也有人認為
[00:06:35.040 --> 00:06:36.000]  這個世界
[00:06:36.000 --> 00:06:37.800]  福音越來越廣傳的
[00:06:37.800 --> 00:06:39.400]  這個是不是真的呢?
[00:06:39.400 --> 00:06:40.640]  是不是真的呢?
[00:06:40.640 --> 00:06:41.480]  以前
[00:06:41.480 --> 00:06:43.200]  如果主耶穌基督的時候
[00:06:43.200 --> 00:06:44.480]  祂想跟人傳福音
[00:06:44.480 --> 00:06:46.400]  祂是不是要面對面跟人說呢?
[00:06:46.400 --> 00:06:47.840]  你可不可以WhatsApp啊?
[00:06:47.840 --> 00:06:49.400]  你可不可以上網啊?
[00:06:49.400 --> 00:06:52.880]  你可不可以拿個大聲公在那裡對著幾萬人說啊?
[00:06:52.880 --> 00:06:53.720]  你可不可以啊?
[00:06:53.720 --> 00:06:55.040]  擺上電視啊
[00:06:55.040 --> 00:06:56.160]  擺上Facebook啊
[00:06:56.160 --> 00:06:57.240]  擺上YouTube可不可以啊?
[00:06:57.240 --> 00:06:58.200]  不可以的嘛
[00:06:58.200 --> 00:06:59.160]  但是現在
[00:06:59.160 --> 00:07:00.840]  我現在在說這些東西
[00:07:00.840 --> 00:07:01.960]  如果有人要做的話
[00:07:01.960 --> 00:07:02.960]  他馬上可以
[00:07:02.960 --> 00:07:04.880]  世界各地即時可以聽到
[00:07:04.880 --> 00:07:05.760]  對不對?
[00:07:05.760 --> 00:07:06.520]  所以
[00:07:06.520 --> 00:07:08.080]  有些學者都認為
[00:07:08.080 --> 00:07:10.000]  就算將白馬解造
[00:07:10.000 --> 00:07:11.680]  福音廣傳
[00:07:11.680 --> 00:07:13.240]  其實也不是完全錯的
[00:07:13.240 --> 00:07:14.760]  因為這個世界
[00:07:14.760 --> 00:07:16.600]  就是這樣在發展著
[00:07:16.600 --> 00:07:18.440]  但是
[00:07:18.440 --> 00:07:20.240]  根據我自己的看法
[00:07:20.240 --> 00:07:21.680]  參考了這些書
[00:07:21.680 --> 00:07:24.400]  我認為這個是指的嫡督的
[00:07:24.400 --> 00:07:25.920]  今天給大家的筆記
[00:07:25.920 --> 00:07:27.520]  第一個就是講馬的那個
[00:07:27.520 --> 00:07:28.400]  講馬的
[00:07:28.400 --> 00:07:31.440]  這是六章第二節
[00:07:31.440 --> 00:07:33.240]  上次是講到馬還沒講完
[00:07:33.240 --> 00:07:37.040]  他說從撒加利亞書第六章一至八節的背景來看
[00:07:37.040 --> 00:07:38.120]  撒加利亞書
[00:07:38.120 --> 00:07:39.920]  也是有講四隻馬的
[00:07:39.920 --> 00:07:41.320]  不過次序不同
[00:07:41.320 --> 00:07:42.920]  顏色也類似
[00:07:42.920 --> 00:07:44.760]  他有紅馬、黑馬、白馬
[00:07:44.760 --> 00:07:47.360]  但是最後那一隻叫斑點馬
[00:07:47.360 --> 00:07:48.880]  斑點馬
[00:07:48.880 --> 00:07:51.720]  我們這裡講第一隻是白馬
[00:07:51.720 --> 00:07:52.360]  第二隻是什麼呢?
[00:07:52.360 --> 00:07:53.520]  第二隻是紅馬
[00:07:53.520 --> 00:07:54.960]  第三隻就是黑馬
[00:07:54.960 --> 00:07:56.880]  第四隻究竟是什麼馬呢?
[00:07:56.880 --> 00:07:57.680]  我告訴你
[00:07:57.680 --> 00:07:59.080]  可能你說灰馬
[00:07:59.080 --> 00:08:00.720]  其實第四隻馬
[00:08:00.720 --> 00:08:04.520]  到我下一次主要去跟大家講第四隻馬的時候
[00:08:04.520 --> 00:08:07.280]  其實第四隻馬不知道是不是真的灰馬
[00:08:07.280 --> 00:08:08.320]  為什麼呢?
[00:08:08.320 --> 00:08:09.440]  因為第四隻馬
[00:08:09.440 --> 00:08:11.000]  在原文的含義
[00:08:11.000 --> 00:08:12.080]  是Coral
[00:08:12.080 --> 00:08:13.160]  Coral是什麼意思呢?
[00:08:13.160 --> 00:08:14.800]  我們很多人都會知道
[00:08:14.800 --> 00:08:15.960]  葉綠素是什麼呢?
[00:08:15.960 --> 00:08:16.760]  Coral fill
[00:08:16.760 --> 00:08:17.440]  對不對?
[00:08:17.440 --> 00:08:18.440]  葉綠素
[00:08:18.440 --> 00:08:19.720]  英文叫Coral fill
[00:08:19.720 --> 00:08:23.160]  葉綠素Coral fill應該是什麼顏色呢?
[00:08:23.160 --> 00:08:24.480]  是青色的
[00:08:24.480 --> 00:08:25.840]  原來呢
[00:08:25.840 --> 00:08:27.880]  為什麼又說灰又說青呢?
[00:08:27.880 --> 00:08:29.880]  原來這個字可以用作什麼呢?
[00:08:29.880 --> 00:08:33.040]  當你病得臉色蒼白的時候
[00:08:33.040 --> 00:08:35.160]  當你人家說
[00:08:35.160 --> 00:08:37.960]  為什麼你最近臉色這麼灰色呢?
[00:08:37.960 --> 00:08:39.040]  有沒有人這樣說呢?
[00:08:39.040 --> 00:08:41.000]  好像臉色灰白
[00:08:41.000 --> 00:08:42.200]  臉色蒼白
[00:08:42.200 --> 00:08:48.000]  所以第四隻馬其實是介乎於灰和青之間
[00:08:48.000 --> 00:08:50.120]  所以不是很肯定它是什麼顏色
[00:08:50.120 --> 00:08:53.800]  而這個撒加利亞書第六章一至八節那裡的第四隻馬
[00:08:53.800 --> 00:08:55.400]  它說叫做斑點馬
[00:08:55.400 --> 00:08:57.520]  它沒有告訴你什麼顏色的斑點
[00:08:57.520 --> 00:08:58.040]  是不是?
[00:08:58.040 --> 00:08:59.040]  斑點馬
[00:08:59.040 --> 00:09:02.000]  我們最熟悉的就是斑點狗
[00:09:02.000 --> 00:09:02.600]  是不是?
[00:09:02.600 --> 00:09:03.560]  斑點狗
[00:09:03.560 --> 00:09:05.560]  所以有很多學者認為
[00:09:05.560 --> 00:09:10.040]  啟示錄其實是透過舊約這個撒加利亞書
[00:09:10.040 --> 00:09:13.200]  而去演繹
[00:09:13.200 --> 00:09:15.800]  不過在這個新約啟示的時代
[00:09:15.800 --> 00:09:16.760]  它是這麼做的
[00:09:16.760 --> 00:09:18.360]  那你說這樣也可以嗎?
[00:09:18.360 --> 00:09:19.080]  其實是可以的
[00:09:19.080 --> 00:09:19.400]  為什麼呢?
[00:09:19.400 --> 00:09:21.360]  因為如果研究啟示錄的時候
[00:09:21.360 --> 00:09:23.000]  你會發覺很多很多東西
[00:09:23.000 --> 00:09:25.360]  它的基礎是從舊約而來的
[00:09:25.360 --> 00:09:26.640]  例如很簡單
[00:09:26.640 --> 00:09:27.760]  我經常都說過
[00:09:27.760 --> 00:09:31.040]  耶和華臣在舊約裡面有三次
[00:09:31.040 --> 00:09:32.200]  在這個以創教之書
[00:09:32.200 --> 00:09:34.400]  四十一章、第四十四章和第四十八章
[00:09:34.400 --> 00:09:36.200]  是說到他是首先的、是末後的
[00:09:36.200 --> 00:09:37.400]  記不記得我說過?
[00:09:37.400 --> 00:09:38.400]  有沒有印象?
[00:09:38.400 --> 00:09:39.440]  不記得不要緊
[00:09:39.440 --> 00:09:40.760]  在這個以塞瓦書
[00:09:40.760 --> 00:09:42.520]  第四十一、四十四、四十八章
[00:09:42.520 --> 00:09:45.320]  有說到耶和華臣是首先的、是末後的
[00:09:45.320 --> 00:09:47.520]  其中如果我沒有記錯
[00:09:47.520 --> 00:09:48.400]  這個可能記錯了
[00:09:48.400 --> 00:09:50.320]  四十四章的第六節那裡
[00:09:50.320 --> 00:09:52.760]  它說到他是首先是末後
[00:09:52.760 --> 00:09:54.200]  接著說了什麼?
[00:09:54.200 --> 00:10:00.240]  他說我就是除他之外別無真神
[00:10:00.240 --> 00:10:05.040]  所以能夠可以被稱呼為首先、末後的
[00:10:05.040 --> 00:10:06.000]  是代表了什麼?
[00:10:06.000 --> 00:10:07.960]  他是除了他之外
[00:10:07.960 --> 00:10:11.840]  沒有別的可以用這個首先、末後的這個銜頭
[00:10:11.840 --> 00:10:13.200]  是不是?
[00:10:13.200 --> 00:10:14.360]  譬如你說一個人
[00:10:14.360 --> 00:10:17.600]  他是從2000年到2014年
[00:10:17.600 --> 00:10:19.200]  他是這個公司的總裁
[00:10:19.200 --> 00:10:20.880]  有一個時間限制的
[00:10:20.880 --> 00:10:21.920]  你會不會說
[00:10:21.920 --> 00:10:26.760]  他是永恆地做這個公司的總裁呢?
[00:10:26.760 --> 00:10:28.160]  不可能是永恆地的
[00:10:28.160 --> 00:10:30.000]  公司是有一個開始的年日的
[00:10:30.000 --> 00:10:32.600]  所以這個首先、末後的
[00:10:32.600 --> 00:10:35.120]  其實就是代表了阿拉伯和梅亞
[00:10:35.120 --> 00:10:36.480]  此是終
[00:10:36.480 --> 00:10:38.480]  即是從永遠到永遠的意思
[00:10:38.480 --> 00:10:40.320]  但是在啟示錄裡面
[00:10:40.320 --> 00:10:44.440]  三次主耶穌基督是被稱為首先、末後的
[00:10:44.440 --> 00:10:46.360]  反而在啟示錄裡面
[00:10:46.360 --> 00:10:49.560]  耶和華神從來沒有被稱為首先、末後的
[00:10:49.560 --> 00:10:52.600]  只是有稱為此是中
[00:10:52.600 --> 00:10:54.000]  是Alpha and Omega
[00:10:54.000 --> 00:10:56.320]  而主耶穌基督是Alpha、Omega
[00:10:56.320 --> 00:10:58.560]  是此是中和首先、末後的
[00:10:58.560 --> 00:11:00.400]  所以一說到首先、末後
[00:11:00.400 --> 00:11:02.560]  你從舊約的背景看得到什麼?
[00:11:02.560 --> 00:11:04.240]  原來主耶穌基督
[00:11:04.240 --> 00:11:08.200]  祂就好像昔日的耶和華神一樣
[00:11:08.200 --> 00:11:10.200]  甚至有些神學家
[00:11:10.200 --> 00:11:12.920]  這件事情我也曾經在神學院讀書的時候
[00:11:12.920 --> 00:11:15.200]  有些教授也有一點不同的看法
[00:11:15.200 --> 00:11:17.600]  不過好像偏向傾向是這樣的
[00:11:17.600 --> 00:11:21.360]  耶穌基督一樣是稱為耶和華
[00:11:21.360 --> 00:11:22.520]  這個你去研究一下
[00:11:22.520 --> 00:11:24.120]  永利或者你研究一下
[00:11:24.120 --> 00:11:27.440]  耶穌基督也是被稱為耶和華
[00:11:27.440 --> 00:11:28.040]  為什麼?
[00:11:28.040 --> 00:11:30.640]  因為耶和華這個名字的意思是什麼?
[00:11:30.640 --> 00:11:33.160]  就是有自有、永有
[00:11:33.160 --> 00:11:35.480]  是從永遠到永遠存在的意思
[00:11:35.480 --> 00:11:36.880]  這個比較特別一點
[00:11:36.880 --> 00:11:37.800]  我以前讀實學
[00:11:37.800 --> 00:11:39.760]  曾經有一個教授來講完之後
[00:11:39.760 --> 00:11:41.880]  一群同學都很震驚
[00:11:41.880 --> 00:11:43.240]  立刻去問教授
[00:11:43.240 --> 00:11:43.880]  這樣也可以
[00:11:43.880 --> 00:11:46.000]  教授也有些東西分享過的
[00:11:46.000 --> 00:11:47.000]  OK 好了
[00:11:47.000 --> 00:11:52.480]  所以這裡說根據《撒加利亞書》第六章一至八字的背景
[00:11:52.480 --> 00:11:54.840]  我們知道這四個碼
[00:11:54.840 --> 00:11:55.720]  從《撒加利亞書》
[00:11:55.720 --> 00:11:58.920]  都是神用來對列國的刑罰
[00:11:58.920 --> 00:12:01.520]  如果福音講全不是刑罰
[00:12:01.520 --> 00:12:04.120]  如果說耶穌基督騎的白馬不是刑罰
[00:12:04.120 --> 00:12:04.600]  是不是?
[00:12:04.600 --> 00:12:07.280]  是去將福音講全而已
[00:12:07.280 --> 00:12:10.520]  所以根據這個其中一個原因
[00:12:10.520 --> 00:12:11.520]  他們就認為
[00:12:11.520 --> 00:12:13.280]  這個第一隻白馬
[00:12:13.280 --> 00:12:16.120]  其實都是跟其他那三隻的馬
[00:12:16.120 --> 00:12:17.840]  紅馬、黑馬、灰馬
[00:12:17.840 --> 00:12:19.800]  是審判
[00:12:19.800 --> 00:12:21.560]  是神的審判、神的懲罰
[00:12:21.560 --> 00:12:24.080]  因此啟示錄這一處的白色的馬
[00:12:24.080 --> 00:12:25.120]  都是一樣
[00:12:25.120 --> 00:12:27.480]  撒旦和他的同黨
[00:12:27.480 --> 00:12:29.200]  撒旦有同黨的
[00:12:29.440 --> 00:12:32.120]  撒旦和他的同黨是用恥神
[00:12:32.120 --> 00:12:36.600]  或者是仗基督的方法去迷惑世人和信徒
[00:12:36.600 --> 00:12:39.200]  龍、海獸和假先知
[00:12:39.200 --> 00:12:41.240]  是假的三一真神
[00:12:41.240 --> 00:12:45.240]  現在盧全道在VIP ROOM教浸泥班
[00:12:45.240 --> 00:12:46.760]  我真是烏龍
[00:12:46.760 --> 00:12:48.760]  今天早上遇到兩位姐妹
[00:12:48.760 --> 00:12:49.640]  她跟我說
[00:12:49.640 --> 00:12:50.320]  牧師
[00:12:50.320 --> 00:12:51.320]  今天有浸泥班
[00:12:51.320 --> 00:12:51.840]  我說沒有啊
[00:12:51.840 --> 00:12:53.840]  我要早堂講課嘛
[00:12:53.840 --> 00:12:55.240]  一個就說
[00:12:55.240 --> 00:12:58.240]  我說牧師你上個禮拜說有的
[00:12:58.240 --> 00:13:00.240]  哎呀我的記性不好
[00:13:00.240 --> 00:13:03.440]  然後她說不要緊我住在附近而已
[00:13:03.440 --> 00:13:07.120]  其實又是真又是假
[00:13:07.120 --> 00:13:09.600]  我現在怎麼教浸泥班我在這裡
[00:13:09.600 --> 00:13:10.640]  但原來呢
[00:13:10.640 --> 00:13:13.440]  早就安排了盧全道教浸泥班
[00:13:13.440 --> 00:13:14.800]  所以是有浸泥班
[00:13:14.800 --> 00:13:16.120]  不過不是我教
[00:13:16.120 --> 00:13:17.680]  我就擺了烏龍
[00:13:17.680 --> 00:13:19.680]  我說我不教浸泥班了
[00:13:19.680 --> 00:13:20.880]  我提到這件事
[00:13:20.880 --> 00:13:23.200]  因為盧全道現在正在掙扎
[00:13:23.200 --> 00:13:24.000]  在講什麼
[00:13:24.000 --> 00:13:25.440]  三維一體
[00:13:25.440 --> 00:13:27.040]  他就在講三維一體
[00:13:27.040 --> 00:13:29.320]  所以我拉了他去講三維一體而已
[00:13:29.320 --> 00:13:31.240]  這裡講到這個龍
[00:13:31.240 --> 00:13:32.640]  紅龍魔鬼撒旦
[00:13:32.640 --> 00:13:33.560]  那條古蛇
[00:13:33.560 --> 00:13:35.160]  他被稱為紅龍
[00:13:35.160 --> 00:13:38.160]  然後有一隻海獸跑出來
[00:13:38.160 --> 00:13:39.920]  是從海裡跑出來的獸
[00:13:39.920 --> 00:13:42.640]  然後從陸地裡跑出來的獸
[00:13:42.640 --> 00:13:44.840]  所以我拒絕叫它綠獸
[00:13:44.840 --> 00:13:47.440]  就是假的三一神
[00:13:47.440 --> 00:13:48.760]  他們都是神
[00:13:48.760 --> 00:13:51.400]  不過是這個世界的神
[00:13:51.400 --> 00:13:54.200]  所以無論聖父、聖子、聖靈
[00:13:54.200 --> 00:13:55.320]  三維一體的神
[00:13:55.720 --> 00:13:57.720]  聖父耶華神
[00:13:57.720 --> 00:13:59.120]  天父神
[00:13:59.120 --> 00:14:01.200]  聖子耶穌基督
[00:14:01.200 --> 00:14:05.160]  是我們敬拜的對象
[00:14:05.160 --> 00:14:07.160]  奉祂的名
[00:14:07.160 --> 00:14:08.680]  能夠得著救恩
[00:14:08.680 --> 00:14:10.120]  聖靈是做什麼的?
