
[00:00:00.000 --> 00:00:06.280]  今天我們就 如果你照我們的讀經的計劃
[00:03:31.400 --> 00:03:34.860]  這個聽從我的話 遵守我的約是說些什麼呢?
[00:03:34.860 --> 00:03:38.940]  其實很快就會有個答案出來了
[00:03:38.940 --> 00:03:40.940]  答案就是十誡
[00:03:40.940 --> 00:03:45.060]  你去到第二十章就很清楚了
[00:03:45.060 --> 00:03:47.620]  二十章講到上帝的十誡
[00:03:47.620 --> 00:03:51.360]  上帝吩咐我這一切的話說
[00:03:51.360 --> 00:03:54.060]  我是耶和華你的上帝
[00:03:54.060 --> 00:03:57.800]  曾將你從埃及地遺老之家領出來
[00:03:57.800 --> 00:04:00.960]  除了我以外你不可有別的神
[00:04:00.960 --> 00:04:02.960]  這個開始十誡了
[00:04:02.960 --> 00:04:06.720]  我幾次講十誡 我都很強調一樣東西
[00:04:06.720 --> 00:04:10.820]  十誡就不是上帝一些律法去框著你
[00:04:10.820 --> 00:04:17.980]  也都不是要你守十誡 而上帝才救你
[00:04:17.980 --> 00:04:20.960]  你想一下 其實上帝已經救了你
[00:04:20.960 --> 00:04:28.280]  二十誡不單止不是一個負面的一些捆綁
[00:04:28.280 --> 00:04:32.980]  甚至它是一個正面非常之美麗的禮物
[00:04:32.980 --> 00:04:36.520]  待會你再講多一次 你又會知道禮物究竟是什麼
[00:04:36.520 --> 00:04:38.520]  從一個國度的角度來講
[00:04:38.520 --> 00:04:41.780]  你出了埃及你要進入天國的時候
[00:04:41.780 --> 00:04:44.940]  天國每一個國家都有它的律法
[00:04:44.940 --> 00:04:46.680]  你與上帝納養
[00:04:46.680 --> 00:04:50.480]  這個律法本身就是一個好像
[00:04:50.480 --> 00:04:54.620]  歡迎你進來這個國家
[00:04:54.620 --> 00:04:58.300]  譬如我如果我回美國的時候
[00:04:58.300 --> 00:05:00.900]  一去到美國移民局那裡
[00:05:00.900 --> 00:05:04.920]  你見到我們總統的照片那些東西
[00:05:04.920 --> 00:05:06.920]  你現在進了美國境內
[00:05:06.920 --> 00:05:12.660]  你現在是在美國的法律之下
[00:05:12.660 --> 00:05:16.000]  這件事其實是好的 除非你說
[00:05:16.000 --> 00:05:18.000]  我根本就不喜歡去美國
[00:05:18.000 --> 00:05:20.000]  不喜歡做美國人 那就沒得說了
[00:05:20.000 --> 00:05:23.100]  假設天國是我們嚮往的話
[00:05:23.100 --> 00:05:25.760]  見到這個律法的出來
[00:05:25.760 --> 00:05:28.640]  其實是一個絕對美麗的事情
[00:05:28.640 --> 00:05:33.920]  代表我們已經是進入了上帝的領土範圍
[00:05:33.920 --> 00:05:37.700]  這個應該是可喜可賀的事情
[00:05:37.700 --> 00:05:39.700]  好 講到這裡
[00:05:39.700 --> 00:05:44.160]  他說「除我以外不可有別的神」
[00:05:44.160 --> 00:05:46.160]  這個通常我們叫第一界
[00:05:46.160 --> 00:05:50.580]  你會發現其實有聖經學者都說
[00:05:50.580 --> 00:05:53.580]  其實十界十界其實就是一界
[00:05:53.580 --> 00:05:55.980]  一界就是唯有獨一的真神
[00:05:55.980 --> 00:05:58.680]  除以外別無他神
[00:05:58.680 --> 00:06:03.180]  其他九界都是註腳的
[00:06:03.180 --> 00:06:09.820]  其實有一點像太陽系
[00:06:09.820 --> 00:06:13.040]  九大行星圍繞著太陽
[00:06:13.040 --> 00:06:17.380]  不過雖然後來有人說只有八大行星
[00:06:17.380 --> 00:06:20.660]  現在又有人說其實還有第九個行星
[00:06:20.660 --> 00:06:23.160]  但是你明白那個意思
[00:06:23.160 --> 00:06:26.620]  其實所有九界都是圍繞著第一界的
[00:06:26.620 --> 00:06:32.380]  第一界就是「我是耶和華 除我以外沒有別的神」
[00:06:32.380 --> 00:06:35.120]  所以你看看我的題目是什麼「我是耶和華」
[00:06:35.120 --> 00:06:38.960]  那你讀一讀吧 我們沒有時間去講這十界了
[00:06:38.960 --> 00:06:40.460]  不過我會讀一讀
[00:06:40.460 --> 00:06:44.120]  「不可為自己雕刻偶像 不可妄稱耶和華
[00:06:44.120 --> 00:06:48.220]  你上帝的名 當紀念安息日
[00:06:48.220 --> 00:06:51.420]  受為聖日 當孝敬父母 不可殺人
[00:06:51.420 --> 00:06:54.560]  不可姦淫 不可偷渡 不可造假見證
[00:06:54.560 --> 00:06:57.700]  不可貪戀理論 捨一切所有的」
[00:06:57.700 --> 00:07:00.500]  你會發覺除了一兩界裡面
[00:07:00.500 --> 00:07:05.180]  就是說「守安息日 當孝敬父母」
[00:07:05.180 --> 00:07:08.340]  其實全部都是負面的 為什麼是負面呢?
[00:07:08.340 --> 00:07:12.520]  因為我們已經是墮落了自由的世界
[00:07:12.520 --> 00:07:15.040]  所以十界有一個功能
[00:07:15.040 --> 00:07:18.060]  就是會告訴我們 我們要照一照鏡子
[00:07:18.060 --> 00:07:24.960]  照一照鏡子 知道自己其實是完全沒辦法承擔
[00:07:24.960 --> 00:07:28.320]  就是和上帝的距離有多遠
[00:07:28.320 --> 00:07:31.960]  知道我們自己是有罪的 於是更加渴慕
[00:07:31.960 --> 00:07:36.280]  去上帝給我們的寬恕等等
[00:07:36.280 --> 00:07:38.040]  Having said that
[00:07:38.040 --> 00:07:40.980]  我想幫你正面的去看十界
[00:07:40.980 --> 00:07:45.160]  如果我用一個正面的角度去看十界
[00:07:45.160 --> 00:07:48.160]  十界就是「我是耶和華」
[00:07:48.160 --> 00:07:52.800]  其實在十界裡面 上帝想將自己啟示給我們看的
[00:07:52.800 --> 00:07:56.500]  我給你看多一樣東西 接著你就會明白了
[00:07:56.500 --> 00:08:01.780]  我想給你看《出埃及記》
[00:08:01.780 --> 00:08:05.080]  其實這個應該是第31章 我打錯了
[00:08:05.080 --> 00:08:10.100]  31章第18節 講耶和華在西乃山河
[00:08:10.100 --> 00:08:15.880]  摩西說完了話 就把兩塊法板給他
[00:08:15.880 --> 00:08:20.660]  是用上帝的指頭寫的石板
[00:08:20.660 --> 00:08:23.160]  我想講兩件事 第一就是
[00:08:23.160 --> 00:08:26.520]  雖然我們今天再沒有那兩塊法板
[00:08:26.520 --> 00:08:31.120]  但是這個是講上帝寫在石頭上面
[00:08:31.120 --> 00:08:33.380]  你想一下 其實舊的聖經、新的聖經
[00:08:33.380 --> 00:08:37.340]  都是寫在我們所謂的紙張上面
[00:08:37.340 --> 00:08:39.160]  Papyrus 其它的那些
[00:08:39.160 --> 00:08:43.660]  但是這個十界其實是寫在石板上面
[00:08:43.660 --> 00:08:45.380]  當然這個和納藥有關係
[00:08:45.380 --> 00:08:47.180]  這個講的有兩塊法板
[00:08:47.180 --> 00:08:50.000]  很多時候我們的圖畫就是
[00:08:50.000 --> 00:08:53.180]  左邊是頭五界 右邊是後五界
[00:08:53.180 --> 00:08:56.180]  其實聖經學者相信那兩塊法板
[00:08:56.180 --> 00:08:59.420]  其實兩塊法板都寫了十界的
[00:08:59.420 --> 00:09:02.500]  一塊代表上帝 一塊代表我們
[00:09:02.500 --> 00:09:05.460]  Anyway 我想跟你講另外一個角度
[00:09:05.460 --> 00:09:06.960]  重要的東西就是
[00:09:06.960 --> 00:09:11.040]  它是用上帝的指頭所寫的 有沒有留意?
[00:09:11.040 --> 00:09:12.740]  你整本聖經裡面
[00:09:12.740 --> 00:09:16.620]  上帝指頭寫的東西就是寫這裡的
[00:09:16.620 --> 00:09:18.800]  其實十界是什麼來的呢?
[00:09:18.800 --> 00:09:22.520]  十界其實耶和華的那個名字
[00:09:22.520 --> 00:09:26.880]  我想你可能聽過叫「I am」「我是」
[00:09:26.880 --> 00:09:30.900]  「我是」有很多不同的神學解釋
[00:09:30.900 --> 00:09:33.620]  「我是」「自有」「永有」那些
[00:09:33.620 --> 00:09:37.380]  如果耶和華的名字「我是」
[00:09:37.380 --> 00:09:39.140]  耶和華這個名字
[00:09:39.140 --> 00:09:42.040]  是耶和華整個全名的縮寫的話
[00:09:42.040 --> 00:09:46.800]  可以說十界其實是耶和華的全名
[00:09:46.800 --> 00:09:50.480]  就是將那個東西unpack了出來
[00:09:50.480 --> 00:09:53.260]  十誡一開始就是「我是耶和華 你的神」
[00:09:53.260 --> 00:09:55.520]  「但祢卻是埃及的神 除我以外不可以讓」
[00:09:55.520 --> 00:09:57.240]  接著就這樣拼命的
[00:09:57.240 --> 00:10:01.120]  這次最終上帝是用自己的指頭所寫的
[00:10:01.120 --> 00:10:02.720]  我不知道你可不可以想象
[00:10:02.720 --> 00:10:07.320]  其實十誡是耶和華的簽名來的
[00:10:07.320 --> 00:10:12.280]  不過簽了很長很長很長很長很長很長很長的名字
[00:10:12.280 --> 00:10:15.720]  我們有時叫某個人叫John
[00:10:15.720 --> 00:10:18.560]  但其實祂除了John之外 祂還有祂的姓
[00:10:18.560 --> 00:10:20.280]  祂又有祂的中文名
[00:10:20.280 --> 00:10:26.440]  有很多不同的民族 還有很多其它的Middle name
[00:10:26.440 --> 00:10:28.960]  中間又有其它的名字等等的
[00:10:28.960 --> 00:10:33.460]  我想告訴你 上帝的全名其實就是十誡
[00:10:33.460 --> 00:10:37.400]  而十誡裡面是講到上帝是一個怎樣的上帝
[00:10:37.400 --> 00:10:40.600]  祂是一個恨惡雕刻偶像的
[00:10:40.600 --> 00:10:42.920]  祂恨惡人枉稱祂的名
[00:10:42.920 --> 00:10:47.800]  祂是一個喜愛這個安息日的
[00:10:47.800 --> 00:10:54.400]  孝敬父母是有一點不是那麼容易去明白的
[00:10:54.400 --> 00:10:58.120]  你假設上帝是喜歡你孝敬父母
[00:10:58.120 --> 00:11:01.760]  其實最終孝敬父母只是我們和上帝有關係
[00:11:01.760 --> 00:11:03.360]  我們要孝敬祂
[00:11:03.360 --> 00:11:05.480]  上帝是一個不喜愛殺人的人
[00:11:05.480 --> 00:11:08.280]  不恨惡奸淫等等
[00:11:08.280 --> 00:11:12.280]  但你也可以將很多東西正面化的
[00:11:12.280 --> 00:11:14.680]  正如當紀念安息日
[00:11:14.680 --> 00:11:17.920]  這是一個正面的東西 當孝敬父母
[00:11:17.920 --> 00:11:21.800]  不僅僅是不殺人 上帝是喜愛我們去愛人
[00:11:21.800 --> 00:11:24.800]  不僅僅是不奸淫 上帝要我們忠貞
[00:11:24.800 --> 00:11:29.200]  不僅僅是不偷渡 上帝要我們很慷慨的事如
[00:11:29.200 --> 00:11:33.280]  不僅僅是不做假戰證 而是要積極的做真見證
[00:11:33.280 --> 00:11:37.280]  不僅僅是不貪戀別人所有的
[00:11:37.280 --> 00:11:43.680]  更加反過來是嚮往上帝所要我們所追求的事情
[00:11:43.680 --> 00:11:45.840]  這個就是我們的上帝
[00:11:45.840 --> 00:11:49.400]  如果我們說這個十戒
[00:11:49.400 --> 00:11:54.440]  是祂自己反映了祂自己的本性、祂的一切
[00:11:54.440 --> 00:11:58.480]  更加讓我們清清楚楚看到祂的眼、耳、口、鼻的時候
[00:11:58.480 --> 00:12:00.880]  我可以這麼說
[00:12:00.880 --> 00:12:04.360]  十戒也是反映了另外一個人的眼、耳、口、鼻
[00:12:04.360 --> 00:12:09.360]  祂整個人的特性 那個人是誰呢?
[00:12:09.360 --> 00:12:12.160]  當然是耶和華的兒子耶穌
[00:12:12.160 --> 00:12:16.040]  耶穌是誰呢? 耶穌其實就是十戒的化身
[00:12:16.040 --> 00:12:18.600]  我想你真的明白這件事
[00:12:18.600 --> 00:12:21.600]  就是耶穌和十戒是有一個很直接的關係
[00:12:21.600 --> 00:12:27.160]  而這個直接的關係就不在於耶穌是那個律法師
[00:12:27.160 --> 00:12:30.240]  於是祂就給了一些律法你去守
[00:12:30.240 --> 00:12:35.720]  耶穌就給了一個使你去考 有時你老師
[00:12:35.720 --> 00:12:38.480]  我們很多時候在想一個知識的傳遞
[00:12:38.480 --> 00:12:40.480]  就是老師給你一個考試
[00:12:40.480 --> 00:12:43.880]  不代表老師自己真的完全相信
[00:12:43.880 --> 00:12:48.280]  祂自己給你的考卷 或者完全愛慕、很愛這個人
[00:12:48.280 --> 00:12:52.200]  但是耶穌就是那個十戒的化身
[00:12:52.200 --> 00:12:54.520]  耶穌不只是給一些律法我們去守
[00:12:54.520 --> 00:12:56.720]  在十戒裡面 如果我有機會
[00:12:56.720 --> 00:13:00.240]  這是我其中的一個夢想 就是有一天我會有機會
[00:13:00.240 --> 00:13:05.440]  在教會裡面講一個系列的講道 就是講十戒
[00:13:05.440 --> 00:13:08.920]  我很想告訴你 十戒每一戒都是指向耶穌的
[00:13:08.920 --> 00:13:11.960]  每一戒正如《舊約聖經》裡面
[00:13:11.960 --> 00:13:15.040]  就是《路加夫音》第24章講到
[00:13:15.040 --> 00:13:17.640]  《舊約聖經》都是指向耶穌 我想告訴你
[00:13:17.640 --> 00:13:21.120]  每一戒都是一個預言 主耶穌基督怎樣成就
[00:13:21.120 --> 00:13:23.400]  而每一戒都是將祂的樣式彰顯
[00:13:23.400 --> 00:13:26.880]  OK 你先順著我吧 所以呢
[00:13:26.880 --> 00:13:30.880]  去到新約的時候 新約也提到很多十戒的東西
[00:13:30.880 --> 00:13:35.280]  但是新約提到的一切就是將舊約的東西
[00:13:35.280 --> 00:13:43.120]  完全轉化成為了跟耶穌有關的教導
[00:13:43.120 --> 00:13:44.480]  就是新約的福音
[00:13:44.480 --> 00:13:46.360]  在我們還沒有進入新約之前
[00:13:46.360 --> 00:13:51.600]  我想你記得我之前 因為我現在真的在帶你遊花園
[00:13:51.600 --> 00:13:55.980]  就是為什麼我們要講上帝的話語十戒呢?
[00:13:55.980 --> 00:13:59.360]  是因為上帝的話語和十戒最後是
[00:13:59.360 --> 00:14:02.840]  讓我們成為上帝子民的關鍵
[00:14:02.840 --> 00:14:06.440]  OK 你記得吧 你記得《川普記》前面那裡說
[00:14:06.440 --> 00:14:12.660]  他說 你若真聽從我的話 遵守我的約
[00:14:12.660 --> 00:14:16.760]  那你才可以成為我屬神的子民 OK
[00:14:16.760 --> 00:14:20.260]  那好吧 你記住這件事 所以上帝的話
[00:14:20.260 --> 00:14:23.280]  十戒所指向的耶穌
[00:14:23.280 --> 00:14:27.840]  最終會是成為上帝子民的關鍵
[00:14:27.840 --> 00:14:29.840]  那我們現在進入新約了
[00:14:29.840 --> 00:14:32.740]  進入新約的時候 你會發現
[00:14:32.740 --> 00:14:35.940]  新約有些東西很像舊約的
[00:14:35.940 --> 00:14:38.420]  我給你讀一讀這個大家都很熟悉的《大使命》
[00:14:38.420 --> 00:14:40.420]  耶穌進前來對他們說
[00:14:40.420 --> 00:14:42.800]  天上地下所有的權柄都似給我
[00:14:42.800 --> 00:14:45.220]  雖然你們要去使萬民作我的門徒
[00:14:45.220 --> 00:14:48.140]  豐夫子聖靈的名給他們施洗
[00:14:48.140 --> 00:14:53.260]  一個更好的翻譯可能是 為他們施洗
[00:14:53.260 --> 00:14:55.260]  進入父子聖靈的名
[00:14:55.260 --> 00:14:58.460]  就好像一個人嫁進去澳門
[00:14:58.460 --> 00:15:04.180]  我現在有一個新的城市
[00:15:04.180 --> 00:15:06.180]  我的新城市就是父子聖靈
[00:15:06.180 --> 00:15:09.320]  因為我現在成為了一個新的家庭
[00:15:09.320 --> 00:15:13.180]  一個新的王國裡面的一個子民
[00:15:13.180 --> 00:15:16.240]  好 那還沒完呢 還沒完呢 要怎麼樣呢?
[00:15:16.240 --> 00:15:20.360]  凡我所吩咐你們的 都教導他們遵守
[00:15:20.360 --> 00:15:23.660]  看啊 我天天與你們同在 直到世界的末了
[00:15:23.660 --> 00:15:26.340]  終結 你猜他在說什麼呢?
[00:15:26.340 --> 00:15:28.640]  他在說 上帝在這裡說
[00:15:28.640 --> 00:15:30.440]  當我們受洗進入基督的時候
[00:15:30.440 --> 00:15:34.780]  我們的罪得赦免 我們已經出了埃及 你明白嗎?
[00:15:34.780 --> 00:15:38.420]  但是出了埃及之後 為什麼還要教導遵守呢?
[00:15:38.420 --> 00:15:40.420]  因為你還沒完的
[00:15:40.420 --> 00:15:46.620]  如果我說 你出埃及從前是一個乞丐
[00:15:46.620 --> 00:15:48.620]  現在上帝領養了你
[00:15:48.620 --> 00:15:51.820]  你受洗就是幫你洗白白 洗乾淨
[00:15:51.820 --> 00:15:54.600]  你現在進入了王宮裡面
[00:15:54.600 --> 00:15:58.580]  成為天國的君王的兒女
[00:15:58.580 --> 00:16:03.200]  現在接著 但你這個還沒完
[00:16:03.200 --> 00:16:06.200]  你要真正成為王國的兒女
[00:16:06.200 --> 00:16:10.460]  他要什麼呢?他所有的教導你去遵守
[00:16:10.460 --> 00:16:14.680]  這個遵守不是說 你如果不遵守
[00:16:14.680 --> 00:16:18.660]  你就明天被人踢出去
[00:16:18.660 --> 00:16:21.620]  不是說這個靠你的行為
[00:16:21.620 --> 00:16:24.320]  而是這個整個教導
[00:16:24.320 --> 00:16:30.460]  是你實踐你君王天國身份的一個很重要的一部分
[00:16:30.460 --> 00:16:32.460]  是吧?好
[00:16:32.460 --> 00:16:34.660]  我想和你看一看《耳發鎖書》
[00:16:34.660 --> 00:16:38.540]  接著我們最後回到《彼得前書》
[00:16:38.540 --> 00:16:43.180]  《耳發鎖書》講到我們學基督
[00:16:43.180 --> 00:16:47.680]  但它講的方式是講我們穿上基督
[00:16:47.680 --> 00:16:51.880]  原來你來教會我們做主教學也好
[00:16:51.880 --> 00:16:54.140]  查經也好 講道也好
[00:16:54.140 --> 00:16:56.640]  其實我不是叫你學一些道理
[00:16:56.640 --> 00:16:58.640]  你去很多其它宗教
[00:16:58.640 --> 00:17:02.080]  其實從頭到尾他們都是叫你做好人
[00:17:02.080 --> 00:17:05.360]  就是將所有的東西變成了論理
[00:17:05.360 --> 00:17:07.060]  所以我看一看
[00:17:07.060 --> 00:17:09.320]  很多人今天基督徒都是將十誡
[00:17:09.320 --> 00:17:12.560]  變成了基督教的道德論理
[00:17:12.560 --> 00:17:18.220]  你這樣想 我不可以說完全不正確
[00:17:18.220 --> 00:17:20.880]  但我覺得你錯過了很多東西
[00:17:20.880 --> 00:17:24.860]  也將它最中心的東西放下了
[00:17:24.860 --> 00:17:28.560]  原來在聖經教我們 在新約裡面
[00:17:28.560 --> 00:17:32.620]  當我們學習我們的聖經的時候
[00:17:32.620 --> 00:17:36.400]  其實我們是學習穿上基督
[00:17:36.400 --> 00:17:38.400]  我想和你看一節聖經
[00:17:38.400 --> 00:17:40.400]  《耳發鎖書》第四章第20節
[00:17:40.400 --> 00:17:43.760]  「但你們從基督學的不是這樣」
[00:17:43.760 --> 00:17:45.900]  這個翻譯是翻得不多好的
[00:17:45.900 --> 00:17:50.260]  如果你看英文就比較清晰一點
[00:17:50.260 --> 00:17:53.420]  「But that is not the way you learn Christ」
[00:17:53.420 --> 00:17:59.400]  它說「這不是你學習基督的模式」
[00:17:59.400 --> 00:18:02.800]  但這個重要的地方 神學家告訴你
[00:18:02.800 --> 00:18:06.420]  「This is not the way you learn about Christ」
[00:18:06.420 --> 00:18:08.780]  它說 其實它在講教導
[00:18:08.780 --> 00:18:11.980]  原來當新約去講
[00:18:11.980 --> 00:18:14.540]  《新約聖經》裡面的教導福音的時候
[00:18:14.540 --> 00:18:19.400]  就不是你學一些關於耶穌的事情
[00:18:19.400 --> 00:18:20.900]  而是你學耶穌
[00:18:20.900 --> 00:18:23.220]  所以當我們傳揚福音的時候
[00:18:23.220 --> 00:18:25.220]  假設我們傳揚得正確
[00:18:25.220 --> 00:18:27.220]  我們傳揚這個聖經的時候
[00:18:27.220 --> 00:18:31.340]  其實我是將耶穌展示在人的面前
[00:18:31.340 --> 00:18:35.160]  這個人所聽的、所聞的、所學的
[00:18:35.160 --> 00:18:37.440]  就不是耶穌做過些什麼
[00:18:37.440 --> 00:18:39.440]  於是我又去做些什麼
[00:18:39.440 --> 00:18:41.840]  不是一些道德理論
[00:18:41.840 --> 00:18:44.480]  我就是學曉、在學做什麼呢?
[00:18:44.480 --> 00:18:46.480]  穿上了耶穌
[00:18:46.480 --> 00:18:48.480]  OK 第21節
[00:18:48.480 --> 00:18:51.540]  「如果你們聽過他的道、領受了他的教
[00:18:51.540 --> 00:18:53.540]  因為真理在耶穌裡面
[00:18:53.540 --> 00:18:55.540]  你們要脫去從前的行為
[00:18:55.540 --> 00:19:00.840]  脫去舊我 將舊我是因私欲的
[00:19:00.840 --> 00:19:02.840]  這舊我是因私欲的
[00:19:02.840 --> 00:19:04.840]  迷惑而漸漸敗壞的」
[00:19:04.840 --> 00:19:07.660]  我知道很多時候我們想到這些東西
[00:19:07.660 --> 00:19:10.000]  脫去啊 我們很自然就在想
[00:19:10.000 --> 00:19:12.000]  OK 我們要戒掉一些舊的東西
[00:19:12.000 --> 00:19:18.460]  然後我們要學一些新的好的習慣等等
[00:19:18.460 --> 00:19:21.680]  但是我想 保羅是在用一個
[00:19:21.680 --> 00:19:26.200]  真的脫去和穿上的模式
[00:19:26.200 --> 00:19:32.780]  就是神的道不是我們在道德上面去改造
[00:19:32.780 --> 00:19:35.280]  而是真是在上帝的道裡面
[00:19:35.280 --> 00:19:37.280]  在這個真理在耶穌基督裡面
[00:19:37.280 --> 00:19:39.040]  是遇上了基督的
[00:19:39.040 --> 00:19:42.340]  於是我們脫去舊人 我們穿上新人
[00:19:42.340 --> 00:19:46.300]  「你們要把自己的心智更新 穿上新我」
[00:19:46.300 --> 00:19:48.300]  不是穿上耶穌的教導
[00:19:48.300 --> 00:19:51.540]  是穿上耶穌 你們看到這個分別嗎?
[00:19:51.540 --> 00:19:53.540]  在耶穌的教導裡面
[00:19:53.540 --> 00:19:57.280]  其實是耶穌自己啟示在我們身上
[00:19:57.280 --> 00:20:01.880]  所以我一直說 十誡其實是耶穌自己來的
[00:20:01.880 --> 00:20:07.100]  所以當我們去學習十誡的時候
[00:20:07.100 --> 00:20:10.500]  我們進行十誡的時候
[00:20:10.500 --> 00:20:13.260]  我們不是做一些耶穌教我們的東西
[00:20:13.260 --> 00:20:16.520]  而是我們自己與耶穌結連
[00:20:16.520 --> 00:20:18.520]  並且穿上新我
[00:20:18.520 --> 00:20:21.160]  「這新我是照著上帝的形象
[00:20:21.160 --> 00:20:26.820]  造的有從真理來的公義和聖潔」
[00:20:26.820 --> 00:20:29.680]  這個上帝的形象現在說的是耶穌
[00:20:29.680 --> 00:20:31.680]  因為我們的聖像是上帝的形象
[00:20:31.680 --> 00:20:34.040]  因為罪的緣故已經失去了
[00:20:34.040 --> 00:20:36.040]  唯有我們穿上耶穌
[00:20:36.040 --> 00:20:38.400]  得到一個新的形象
[00:20:38.400 --> 00:20:42.400]  OK 最後帶你去彼得前書
[00:20:42.400 --> 00:20:44.140]  彼得前書
[00:20:44.140 --> 00:20:46.140]  你記得我最後帶你去彼得前書
[00:20:46.140 --> 00:20:50.680]  因為它回應了《初一及記》第19章
[00:20:50.680 --> 00:20:52.680]  但是我想看你告訴你
[00:20:52.680 --> 00:20:54.680]  我們怎麼成為上帝的子民
[00:20:54.680 --> 00:20:57.380]  彼得前書也是強調上帝的道
[00:20:57.380 --> 00:21:00.000]  而這個道是與耶穌有直接的關係
[00:21:00.000 --> 00:21:02.560]  是聽這個道 思想這個道
[00:21:02.560 --> 00:21:05.400]  就是吸取這個道 穿上耶穌
