
[00:00:00.000 --> 00:00:02.000]  第一節會議,早安!
[00:03:03.000 --> 00:03:05.000]  信了耶穌的基督徒
[00:03:05.000 --> 00:03:07.000]  反而是剩下所有的外邦人
[00:03:07.000 --> 00:03:10.000]  在當中帶領著教會
[00:03:10.000 --> 00:03:14.000]  直到主後54年
[00:03:14.000 --> 00:03:18.000]  這班基督徒的猶太人
[00:03:18.000 --> 00:03:20.000]  能夠回到羅馬城的時候
[00:03:20.000 --> 00:03:23.000]  發現教會不同了
[00:03:23.000 --> 00:03:26.000]  以前我們所見到的教會
[00:03:26.000 --> 00:03:27.000]  五年後發現了
[00:03:27.000 --> 00:03:31.000]  現在是一班外邦人主導的教會之餘
[00:03:31.000 --> 00:03:33.000]  發現很多生活的習慣
[00:03:33.000 --> 00:03:36.000]  文化完全完全不同
[00:03:36.000 --> 00:03:37.000]  其實可以試想像
[00:03:37.000 --> 00:03:38.000]  回流的弟兄姊妹
[00:03:38.000 --> 00:03:40.000]  十年前來悉尼
[00:03:40.000 --> 00:03:41.000]  十年後回來的時候
[00:03:41.000 --> 00:03:44.000]  發覺城市很不同
[00:03:44.000 --> 00:03:46.000]  連教會都很不同
[00:03:46.000 --> 00:03:51.000]  信了耶穌的猶太人回來之後
[00:03:51.000 --> 00:03:53.000]  為什麼整個教會不同了呢?
[00:03:53.000 --> 00:03:55.000]  有什麼不同呢?
[00:03:55.000 --> 00:03:57.000]  在第二節說到
[00:03:57.000 --> 00:03:59.000]  有人信什麼都可以吃
[00:03:59.000 --> 00:04:01.000]  但軟弱的就說只可以吃蔬菜
[00:04:01.000 --> 00:04:03.000]  有人說不要輕看
[00:04:03.000 --> 00:04:05.000]  有些人就輕看不吃的人
[00:04:05.000 --> 00:04:06.000]  吃的人
[00:04:06.000 --> 00:04:07.000]  不吃的人
[00:04:07.000 --> 00:04:08.000]  不可以論吃的人
[00:04:08.000 --> 00:04:10.000]  因為神已經收納他們
[00:04:10.000 --> 00:04:12.000]  是在說什麼呢?
[00:04:12.000 --> 00:04:14.000]  是在說有些人覺得
[00:04:14.000 --> 00:04:17.000]  不要隨便吃東西
[00:04:17.000 --> 00:04:20.000]  吃東西很容易得罪上帝
[00:04:20.000 --> 00:04:22.000]  有些人只會吃蔬菜
[00:04:22.000 --> 00:04:24.000]  另外一個議題就是
[00:04:24.000 --> 00:04:25.000]  那班猶太人回來的時候
[00:04:25.000 --> 00:04:28.000]  覺得有些日子是特別的
[00:04:28.000 --> 00:04:29.000]  有些特質
[00:04:29.000 --> 00:04:31.000]  每天都是一樣的
[00:04:31.000 --> 00:04:32.000]  在這個議題上
[00:04:32.000 --> 00:04:33.000]  很多的衝突
[00:04:33.000 --> 00:04:34.000]  吃什麼
[00:04:34.000 --> 00:04:36.000]  日期是什麼
[00:04:36.000 --> 00:04:37.000]  都是衝突當中
[00:04:37.000 --> 00:04:39.000]  究竟是什麼衝突呢?
[00:04:39.000 --> 00:04:41.000]  一班猶太基督徒
[00:04:41.000 --> 00:04:44.000]  長期守摩西律法
[00:04:44.000 --> 00:04:46.000]  尤其是注重利未忌
[00:04:46.000 --> 00:04:47.000]  或者生命忌
[00:04:47.000 --> 00:04:50.000]  當你看到利未忌和生命忌
[00:04:50.000 --> 00:04:52.000]  覺得很悶的時候
[00:04:52.000 --> 00:04:53.000]  哪些可以吃
[00:04:53.000 --> 00:04:54.000]  哪些不可以吃
[00:04:54.000 --> 00:04:56.000]  究竟是什麼呢?
[00:04:56.000 --> 00:04:57.000]  就算我初信主的時候
[00:04:57.000 --> 00:04:58.000]  你有沒有疑問
[00:04:58.000 --> 00:04:59.000]  究竟豬籠可以吃嗎?
[00:04:59.000 --> 00:05:01.000]  其實我很喜歡吃豬籠
[00:05:01.000 --> 00:05:03.000]  都很多疑問在當中
[00:05:03.000 --> 00:05:05.000]  一班猶太人說
[00:05:05.000 --> 00:05:07.000]  摩西律法這些東西
[00:05:07.000 --> 00:05:08.000]  不可以胡亂吃的
[00:05:08.000 --> 00:05:10.000]  這些吃了的話
[00:05:10.000 --> 00:05:13.000]  其實影響我們敬拜上帝的
[00:05:13.000 --> 00:05:16.000]  所以猶太人的文化和習慣改變了
[00:05:16.000 --> 00:05:18.000]  看到教會改變了的時候
[00:05:18.000 --> 00:05:21.000]  他覺得外邦人太過自由了
[00:05:21.000 --> 00:05:23.000]  太過不敬虔了
[00:05:23.000 --> 00:05:25.000]  這樣的狀況之下
[00:05:25.000 --> 00:05:28.000]  來論斷一班外邦的信徒
[00:05:28.000 --> 00:05:31.000]  但是外邦人的信徒是怎麼樣呢?
[00:05:31.000 --> 00:05:36.000]  過往他們沒有律法背景的包袱
[00:05:36.000 --> 00:05:38.000]  所以很容易接受耶穌基督
[00:05:38.000 --> 00:05:40.000]  在裡面很自由
[00:05:40.000 --> 00:05:42.000]  對於猶太人的看法就是
[00:05:42.000 --> 00:05:44.000]  你這班人太過迂腐
[00:05:44.000 --> 00:05:47.000]  太過守律法在裡面
[00:05:47.000 --> 00:05:49.000]  形形成成就覺得
[00:05:49.000 --> 00:05:52.000]  你們信心這麼差
[00:05:52.000 --> 00:05:54.000]  我們信耶穌應該自由的
[00:05:54.000 --> 00:05:55.000]  什麼都可以吃的
[00:05:55.000 --> 00:05:56.000]  不應該這樣的
[00:05:56.000 --> 00:05:59.000]  所以輕看他們的行為
[00:05:59.000 --> 00:06:02.000]  保羅怎麼教導他們呢?
[00:06:02.000 --> 00:06:04.000]  保羅說什麼呢?
[00:06:04.000 --> 00:06:06.000]  憑著主耶穌基督的心信
[00:06:06.000 --> 00:06:08.000]  什麼都是沒有不潔的
[00:06:08.000 --> 00:06:10.000]  唯獨人以為不潔的就是不潔
[00:06:10.000 --> 00:06:12.000]  說的是什麼呢?
[00:06:12.000 --> 00:06:13.000]  真正的不潔
[00:06:13.000 --> 00:06:14.000]  不是食物那裡
[00:06:14.000 --> 00:06:16.000]  吃吃豬肉都可以的
[00:06:16.000 --> 00:06:18.000]  而是基督
[00:06:18.000 --> 00:06:20.000]  你怎麼依靠基督
[00:06:20.000 --> 00:06:22.000]  基督已經成為那個律法
[00:06:22.000 --> 00:06:26.000]  所以我們每個人已經在耶穌裡面被接納
[00:06:26.000 --> 00:06:29.000]  保羅說在耶穌裡面
[00:06:29.000 --> 00:06:31.000]  沒有東西是不潔的
[00:06:31.000 --> 00:06:34.000]  問題不是在於食物
[00:06:34.000 --> 00:06:37.000]  問題不是在於那個節旗
[00:06:37.000 --> 00:06:41.000]  問題是在於你怎麼看待對方
[00:06:41.000 --> 00:06:45.000]  所以今天來到當中
[00:06:45.000 --> 00:06:48.000]  我想用三個問題來高呼
[00:06:48.000 --> 00:06:50.000]  整個我今天講的講章
[00:06:50.000 --> 00:06:54.000]  在《馬太福音》第七章有登山補訓
[00:06:54.000 --> 00:06:57.000]  《路加福音》第六章有平原補訓
[00:06:57.000 --> 00:06:58.000]  在這兩個補訓當中
[00:06:58.000 --> 00:07:01.000]  都不斷講不要論斷
[00:07:01.000 --> 00:07:04.000]  而《羅馬書》第二章都講不要論斷
[00:07:04.000 --> 00:07:06.000]  今天來到第十四章的時候
[00:07:06.000 --> 00:07:08.000]  我們看看如何看待論斷是什麼呢?
[00:07:08.000 --> 00:07:11.000]  為什麼我們很容易論斷別人呢?
[00:07:11.000 --> 00:07:14.000]  論斷真正的問題是什麼呢?
[00:07:14.000 --> 00:07:18.000]  而同時福音怎麼在改變我們呢?
[00:07:18.000 --> 00:07:21.000]  為什麼我們會論斷呢?
[00:07:21.000 --> 00:07:23.000]  第一件事是屬靈的優越感
[00:07:23.000 --> 00:07:26.000]  當時我們經常覺得
[00:07:26.000 --> 00:07:28.000]  很多時候是跟別人比較
[00:07:28.000 --> 00:07:30.000]  你這麼不衛生
[00:07:30.000 --> 00:07:32.000]  你這樣做事的
[00:07:32.000 --> 00:07:33.000]  你回來教這麼久
[00:07:33.000 --> 00:07:35.000]  你都不熟悉聖經的
[00:07:35.000 --> 00:07:36.000]  你這樣服侍
[00:07:36.000 --> 00:07:37.000]  不是行的
[00:07:37.000 --> 00:07:38.000]  這個話是
[00:07:38.000 --> 00:07:39.000]  我們內心裡面
[00:07:39.000 --> 00:07:41.000]  很多的評價
[00:07:41.000 --> 00:07:43.000]  對人的評語都在當中
[00:07:43.000 --> 00:07:46.000]  我們很容易看低別人
[00:07:46.000 --> 00:07:48.000]  這些評價
[00:07:48.000 --> 00:07:49.000]  我在這裡深講
[00:07:49.000 --> 00:07:51.000]  你都不要承諾
[00:07:51.000 --> 00:07:54.000]  你的靈性很淺
[00:07:54.000 --> 00:07:55.000]  你信耶穌很淺
[00:07:55.000 --> 00:07:57.000]  或者你不成熟
[00:07:57.000 --> 00:08:00.000]  我形容這些人是暗爽自嗨
[00:08:00.000 --> 00:08:01.000]  為什麼呢?
[00:08:01.000 --> 00:08:04.000]  通常你說別人的時候
[00:08:04.000 --> 00:08:05.000]  你覺得你不熟悉靈
[00:08:05.000 --> 00:08:06.000]  不讀聖經
[00:08:06.000 --> 00:08:07.000]  說你不行的時候
[00:08:07.000 --> 00:08:09.000]  其實你內心在說
[00:08:09.000 --> 00:08:11.000]  我至少不像你
[00:08:11.000 --> 00:08:12.000]  我比你好
[00:08:12.000 --> 00:08:13.000]  我比你熟悉靈
[00:08:13.000 --> 00:08:14.000]  我是不知道的
[00:08:14.000 --> 00:08:16.000]  你裡面內心的狀況
[00:08:16.000 --> 00:08:17.000]  告訴自己
[00:08:17.000 --> 00:08:19.000]  我比你好
[00:08:19.000 --> 00:08:21.000]  我勁過你
[00:08:21.000 --> 00:08:23.000]  我怎樣都有價值過你
[00:08:23.000 --> 00:08:24.000]  所以
[00:08:24.000 --> 00:08:26.000]  在這個論斷的過程當中
[00:08:26.000 --> 00:08:28.000]  其實是在說
[00:08:28.000 --> 00:08:31.000]  在說自嗨的時候
[00:08:31.000 --> 00:08:33.000]  其實好像聖經故事一樣
[00:08:33.000 --> 00:08:35.000]  耶穌講的故事就是
[00:08:35.000 --> 00:08:38.000]  一個法利塞人和一個瑞利的祈禱
[00:08:38.000 --> 00:08:40.000]  有兩個人在電的祈禱的時候
[00:08:40.000 --> 00:08:41.000]  法利塞人
[00:08:41.000 --> 00:08:42.000]  一個是瑞利
[00:08:42.000 --> 00:08:45.000]  法利塞人站在街口自然說
[00:08:45.000 --> 00:08:46.000]  神啊
[00:08:46.000 --> 00:08:47.000]  我感謝你
[00:08:47.000 --> 00:08:49.000]  不像這些人好像勒索一樣
[00:08:49.000 --> 00:08:50.000]  或者不義
[00:08:50.000 --> 00:08:51.000]  或者姦淫
[00:08:51.000 --> 00:08:53.000]  不像那些瑞利一樣
[00:08:53.000 --> 00:08:55.000]  我每個星期都有兩次
[00:08:55.000 --> 00:08:56.000]  來禁食
[00:08:56.000 --> 00:08:59.000]  我還要有十分一個奉獻在當中
[00:08:59.000 --> 00:09:03.000]  其實當我們不斷去論斷的時候
[00:09:03.000 --> 00:09:04.000]  其實不是在說
[00:09:04.000 --> 00:09:06.000]  我們有多麼勁虔
[00:09:06.000 --> 00:09:08.000]  是直接比較
[00:09:08.000 --> 00:09:09.000]  你和別人比較
[00:09:09.000 --> 00:09:10.000]  你不行
[00:09:10.000 --> 00:09:12.000]  而我覺得我行
[00:09:12.000 --> 00:09:14.000]  在裡面的心靈當中
[00:09:15.000 --> 00:09:17.000]  不單純是在說你勁不勁
[00:09:17.000 --> 00:09:18.000]  你直接比較
[00:09:18.000 --> 00:09:19.000]  告訴別人
[00:09:19.000 --> 00:09:20.000]  告訴自己
[00:09:20.000 --> 00:09:21.000]  我行
[00:09:21.000 --> 00:09:22.000]  我很厲害
[00:09:22.000 --> 00:09:23.000]  我很熟練
[00:09:23.000 --> 00:09:24.000]  我有價值
[00:09:24.000 --> 00:09:26.000]  透過踩低別人
[00:09:26.000 --> 00:09:28.000]  來對比
[00:09:28.000 --> 00:09:31.000]  換來自己覺得自己好一點
[00:09:31.000 --> 00:09:32.000]  這個就是論斷
[00:09:32.000 --> 00:09:34.000]  其中一個要處理的問題
[00:09:34.000 --> 00:09:36.000]  覺得自己聖人一籌
[00:09:36.000 --> 00:09:38.000]  我不像你
[00:09:38.000 --> 00:09:39.000]  這些全部都在裡面
[00:09:39.000 --> 00:09:40.000]  內心當中
[00:09:40.000 --> 00:09:42.000]  發生在裡面
[00:09:42.000 --> 00:09:43.000]  沒有人知道
[00:09:43.000 --> 00:09:44.000]  是你自己知道
[00:09:44.000 --> 00:09:45.000]  是上帝都知道
[00:09:45.000 --> 00:09:48.000]  另一種
[00:09:48.000 --> 00:09:49.000]  就是什麼呢
[00:09:49.000 --> 00:09:50.000]  就是那種
[00:09:50.000 --> 00:09:52.000]  自我價值低
[00:09:52.000 --> 00:09:54.000]  或者白痰齋主
[00:09:54.000 --> 00:09:56.000]  內心是什麼呢
[00:09:56.000 --> 00:09:58.000]  雖然他們不會覺得我比你強
[00:09:58.000 --> 00:10:00.000]  我不會覺得好像比你強
[00:10:00.000 --> 00:10:02.000]  但是裡面這一類的人
[00:10:02.000 --> 00:10:04.000]  通常是怎麼樣呢
[00:10:04.000 --> 00:10:06.000]  就是很喜歡
[00:10:06.000 --> 00:10:08.000]  先讓我看這裡
[00:10:08.000 --> 00:10:10.000]  這裡就是
[00:10:10.000 --> 00:10:14.000]  他們這類就不是說
[00:10:14.000 --> 00:10:16.000]  剛才說的我比你強
[00:10:16.000 --> 00:10:18.000]  但是這類型的朋友
[00:10:18.000 --> 00:10:20.000]  就是怎麼說呢
[00:10:20.000 --> 00:10:22.000]  他怕自己被否定
[00:10:22.000 --> 00:10:24.000]  自己覺得自己裡面
[00:10:24.000 --> 00:10:26.000]  很容易怕被人說出自己的問題
[00:10:26.000 --> 00:10:29.000]  於是不斷指控別人的問題
[00:10:29.000 --> 00:10:31.000]  不斷批評
[00:10:31.000 --> 00:10:33.000]  不斷很容易敏感一些事情
[00:10:33.000 --> 00:10:35.000]  很容易挑錯處
[00:10:35.000 --> 00:10:39.000]  有時候覺得不是驕傲的問題
[00:10:39.000 --> 00:10:41.000]  而是內心有很多不安
[00:10:41.000 --> 00:10:43.000]  所以你看得到
[00:10:43.000 --> 00:10:45.000]  有些人不斷左彈右彈的時候
[00:10:45.000 --> 00:10:47.000]  你不要被他表面壓倒
[00:10:47.000 --> 00:10:49.000]  他是白痰齋主
[00:10:49.000 --> 00:10:51.000]  而他裡面也不安穩
[00:10:51.000 --> 00:10:53.000]  在裡面很害怕
[00:10:53.000 --> 00:10:55.000]  很害怕被人指出自己的問題
[00:10:55.000 --> 00:10:57.000]  所以來批判
[00:10:57.000 --> 00:10:59.000]  而遮蓋了裡面自己的問題
[00:10:59.000 --> 00:11:03.000]  背後的東西是什麼呢
[00:11:03.000 --> 00:11:05.000]  很多時候
[00:11:05.000 --> 00:11:07.000]  他不是關注那個真相
[00:11:07.000 --> 00:11:09.000]  他不是關注那個問題
[00:11:09.000 --> 00:11:11.000]  而是很想別人直接批評
[00:11:11.000 --> 00:11:13.000]  讓自己好過一些
[00:11:13.000 --> 00:11:15.000]  是別人不好
[00:11:15.000 --> 00:11:17.000]  人家差 比我還差
[00:11:17.000 --> 00:11:19.000]  指出對方的時候
[00:11:19.000 --> 00:11:21.000]  就算專注在對方
[00:11:21.000 --> 00:11:23.000]  也不在自己身上
[00:11:23.000 --> 00:11:25.000]  就好像在馬大馬利亞一樣
[00:11:25.000 --> 00:11:27.000]  馬大馬利亞不斷做事
[00:11:27.000 --> 00:11:29.000]  我們上次在節目說
[00:11:29.000 --> 00:11:31.000]  心裡煩擾煩擾什麼呢
[00:11:31.000 --> 00:11:33.000]  不單是沒有看著上帝
[00:11:33.000 --> 00:11:35.000]  而是覺得 咦 為什麼我不斷做事的時候
[00:11:35.000 --> 00:11:37.000]  馬大馬利亞不斷做事的時候
[00:11:37.000 --> 00:11:39.000]  馬利亞為什麼這麼好
[00:11:39.000 --> 00:11:41.000]  就是坐在耶穌身上
[00:11:41.000 --> 00:11:43.000]  而什麼都沒有做
[00:11:43.000 --> 00:11:45.000]  而我在這裡做這麼多事
[00:11:45.000 --> 00:11:47.000]  有沒有人看見我呢
[00:11:47.000 --> 00:11:49.000]  很多時候就是我們內心沒有平安
[00:11:49.000 --> 00:11:51.000]  很多的衝突在裡面
[00:11:51.000 --> 00:11:53.000]  為什麼我做這麼多事
[00:11:53.000 --> 00:11:55.000]  而他沒有做事呢
[00:11:55.000 --> 00:11:57.000]  為什麼這樣都可以呢
[00:11:57.000 --> 00:11:59.000]  為什麼這麼不公平呢
[00:11:59.000 --> 00:12:01.000]  整天不斷左彈右彈
[00:12:01.000 --> 00:12:03.000]  其實自己裡面很多不安穩
[00:12:03.000 --> 00:12:05.000]  在裡面
[00:12:05.000 --> 00:12:07.000]  究竟真正的問題
[00:12:07.000 --> 00:12:09.000]  是什麼呢
[00:12:09.000 --> 00:12:11.000]  聖經告訴我們
[00:12:11.000 --> 00:12:13.000]  不單是內心的問題
[00:12:13.000 --> 00:12:15.000]  而是一個屬靈上的問題
[00:12:15.000 --> 00:12:17.000]  在裡面的當中
[00:12:17.000 --> 00:12:19.000]  你坐了上帝的位
[00:12:19.000 --> 00:12:21.000]  當你批判別人的時候
[00:12:21.000 --> 00:12:23.000]  在論斷的時候
[00:12:23.000 --> 00:12:25.000]  你坐上帝的位
[00:12:25.000 --> 00:12:27.000]  亞國書說什麼呢
[00:12:27.000 --> 00:12:29.000]  設立律法和論斷的人只有一位
[00:12:29.000 --> 00:12:31.000]  這個就是能救人和滅人的位
[00:12:31.000 --> 00:12:33.000]  你是誰
[00:12:33.000 --> 00:12:35.000]  究竟論斷別人
[00:12:35.000 --> 00:12:37.000]  你坐上帝的位
[00:12:37.000 --> 00:12:39.000]  那個什麼
[00:12:39.000 --> 00:12:41.000]  能夠救人和滅人的那個
[00:12:41.000 --> 00:12:43.000]  是在說耶穌自己
[00:12:43.000 --> 00:12:45.000]  當我們
[00:12:45.000 --> 00:12:47.000]  論斷別人的頓基的時候
[00:12:47.000 --> 00:12:49.000]  你想定他的忠告
[00:12:49.000 --> 00:12:51.000]  他是這樣的
[00:12:51.000 --> 00:12:53.000]  我明白了
[00:12:53.000 --> 00:12:55.000]  我認識他這麼久
[00:12:55.000 --> 00:12:57.000]  他沒有救了
[00:12:57.000 --> 00:12:59.000]  我認識他這麼久
[00:12:59.000 --> 00:13:01.000]  已經定了結局
[00:13:01.000 --> 00:13:03.000]  已經定了營
[00:13:03.000 --> 00:13:05.000]  彷彿我們正在做上帝正在做的事情
[00:13:05.000 --> 00:13:09.000]  如果
[00:13:09.000 --> 00:13:11.000]  耶穌今天
[00:13:11.000 --> 00:13:13.000]  承擔了
[00:13:13.000 --> 00:13:15.000]  我們的罪
[00:13:15.000 --> 00:13:17.000]  來接受審判的時候
[00:13:17.000 --> 00:13:19.000]  為什麼我們
[00:13:19.000 --> 00:13:21.000]  依然能繼續
[00:13:21.000 --> 00:13:23.000]  急著來審判別人呢
[00:13:23.000 --> 00:13:25.000]  今天耶穌已經承受了審判
[00:13:25.000 --> 00:13:27.000]  為我們承受審判
[00:13:27.000 --> 00:13:29.000]  為什麼我們要急著
[00:13:29.000 --> 00:13:31.000]  來審判別人呢
[00:13:31.000 --> 00:13:33.000]  這個會不會代表
[00:13:33.000 --> 00:13:35.000]  你不相信十字架
[00:13:35.000 --> 00:13:37.000]  那個拯救呢
[00:13:37.000 --> 00:13:39.000]  這個會不會代表
[00:13:39.000 --> 00:13:41.000]  你不相信十字架
[00:13:41.000 --> 00:13:43.000]  已經完成了審判
[00:13:43.000 --> 00:13:45.000]  他為你承擔了一切呢
[00:13:45.000 --> 00:13:49.000]  我們一切過犯已經被耶穌
[00:13:49.000 --> 00:13:51.000]  擔當了一切
[00:13:51.000 --> 00:13:53.000]  福音說什麼呢
[00:13:53.000 --> 00:13:55.000]  福音說
[00:13:55.000 --> 00:13:57.000]  我們已經知道一切
[00:13:57.000 --> 00:13:59.000]  神是公義的 神是斯聯文的
[00:13:59.000 --> 00:14:01.000]  所以我們可以放下
[00:14:01.000 --> 00:14:03.000]  這一切的審判權
[00:14:03.000 --> 00:14:07.000]  你這個位置是治癒的
[00:14:07.000 --> 00:14:09.000]  當我們論斷的時候
[00:14:09.000 --> 00:14:11.000]  我們內心說我比你好
[00:14:11.000 --> 00:14:13.000]  我比你厲害
[00:14:13.000 --> 00:14:15.000]  我比你更熟悉
[00:14:15.000 --> 00:14:17.000]  在一個比較當中
[00:14:17.000 --> 00:14:19.000]  當我們論斷的時候
[00:14:19.000 --> 00:14:21.000]  在羅馬書三章說
[00:14:21.000 --> 00:14:23.000]  世人都犯了再規決了神的榮耀
[00:14:23.000 --> 00:14:25.000]  你要知道
[00:14:25.000 --> 00:14:27.000]  在世上沒有一個是義人
[00:14:27.000 --> 00:14:29.000]  包括我和你一樣不是一個義人
[00:14:29.000 --> 00:14:31.000]  世界每個人都在犯罪
[00:14:31.000 --> 00:14:33.000]  得罪上帝
[00:14:33.000 --> 00:14:35.000]  但是我們經常透過踩低別人的時候
[00:14:35.000 --> 00:14:37.000]  感覺自己很好
[00:14:37.000 --> 00:14:41.000]  這個是世界給我們的價值觀
[00:14:41.000 --> 00:14:45.000]  可能是職場好
[00:14:45.000 --> 00:14:47.000]  家庭的家族關係也好
[00:14:47.000 --> 00:14:49.000]  在教會關係也好
[00:14:49.000 --> 00:14:51.000]  我們直接踩低別人的時候
[00:14:51.000 --> 00:14:53.000]  我比你好
[00:14:53.000 --> 00:14:55.000]  我比你幸福
[00:14:55.000 --> 00:14:57.000]  但是我們這樣的心態
[00:14:57.000 --> 00:14:59.000]  從來沒有經歷過
[00:14:59.000 --> 00:15:01.000]  福音的能力在當中
[00:15:01.000 --> 00:15:05.000]  論斷不是在說
[00:15:05.000 --> 00:15:07.000]  那個人有多壞
[00:15:07.000 --> 00:15:09.000]  是在說我有多好
[00:15:09.000 --> 00:15:13.000]  是在證明我有多好
[00:15:13.000 --> 00:15:15.000]  不是在說那個人有多差
[00:15:15.000 --> 00:15:17.000]  是在說我有多好
[00:15:17.000 --> 00:15:19.000]  換句話說
[00:15:19.000 --> 00:15:21.000]  我們不斷在質疑自己
[00:15:21.000 --> 00:15:25.000]  在浪子的比喻當中
[00:15:25.000 --> 00:15:29.000]  在浪子的故事當中
[00:15:29.000 --> 00:15:31.000]  小兒子
[00:15:31.000 --> 00:15:33.000]  你知道
[00:15:33.000 --> 00:15:35.000]  爸爸還沒死
[00:15:35.000 --> 00:15:37.000]  就問爸爸要家產
[00:15:37.000 --> 00:15:39.000]  離開了之後
[00:15:39.000 --> 00:15:41.000]  走這麼遠
[00:15:41.000 --> 00:15:43.000]  去到一個地方
[00:15:43.000 --> 00:15:45.000]  花他的錢
[00:15:45.000 --> 00:15:47.000]  不再影響爸爸
[00:15:49.000 --> 00:15:51.000]  小兒子回來的時候
[00:15:51.000 --> 00:15:53.000]  大兒子怎麼想呢
[00:15:53.000 --> 00:15:55.000]  爸爸
[00:15:55.000 --> 00:15:57.000]  這個小兒子
[00:15:57.000 --> 00:15:59.000]  還沒死就問你要家產
[00:15:59.000 --> 00:16:01.000]  現在花光所有錢回來
[00:16:01.000 --> 00:16:03.000]  做些不道德的事情
[00:16:03.000 --> 00:16:05.000]  你這樣對他
[00:16:05.000 --> 00:16:07.000]  為什麼你和他宰牛
[00:16:07.000 --> 00:16:09.000]  為什麼你給他戒指
[00:16:09.000 --> 00:16:11.000]  為什麼你給他衣服
[00:16:11.000 --> 00:16:13.000]  為什麼你從來沒有為我宰牛
