
[00:00:00.000 --> 00:00:03.920]  我哋睇呢個嘅健康教會嘅題目
[00:01:35.220 --> 00:01:39.300]  到底聖經點樣去到講教會
[00:01:39.300 --> 00:01:42.360]  所以呢諗一諗啦,你返咗教會好耐喎也好
[00:01:42.360 --> 00:01:46.020]  或者唔係好多,啱啱開始返教會㗎
[00:01:46.020 --> 00:01:48.000]  到底個教會應該係點㗎呢?
[00:01:48.000 --> 00:01:52.420]  最主要唔係你點諗,係上帝點諗
[00:01:52.420 --> 00:01:56.140]  上帝嘅話語點樣去教導我哋
[00:01:56.140 --> 00:01:58.060]  咁我哋開始嘅時候呢,不如呢
[00:01:58.060 --> 00:02:03.820]  我哋試下去到睇聖經裡面一啲嘅經文之前
[00:02:03.820 --> 00:02:06.840]  咁不如我哋做少少QA好唔好,我哋有個pop quiz畀你
[00:02:06.840 --> 00:02:11.220]  有個測驗畀大家,準備好未?
[00:02:11.220 --> 00:02:15.760]  咁我就準備咗一啲講保羅書信嘅pop quiz
[00:02:15.760 --> 00:02:18.140]  咁就同你隔離嗰個你partner
[00:02:18.140 --> 00:02:20.740]  問一問佢,到底個答案係乜嘢呢?
[00:02:20.740 --> 00:02:25.140]  點解呢?因為有好多新約嘅書信
[00:02:25.140 --> 00:02:27.740]  新約嘅一啲嘅書卷
[00:02:27.740 --> 00:02:31.080]  都係講到教會應該係點樣㗎
[00:02:31.080 --> 00:02:35.460]  好多都係出自保羅嘅書信
[00:02:35.460 --> 00:02:38.220]  ok,準備好未?同你隔離嗰個partner
[00:02:38.220 --> 00:02:41.300]  到底有幾多本書係保羅寫㗎?
[00:02:41.300 --> 00:02:43.900]  教會嘅書信,有幾多卷呀?
[00:02:43.900 --> 00:02:46.240]  ok,你同你隔離我傾傾好嗎?
[00:02:46.240 --> 00:02:50.700]  前後左右都得,幾多卷?
[00:02:50.700 --> 00:02:53.100]  知唔知幾多卷呀?
[00:02:53.100 --> 00:02:56.220]  ok,有邊個話係四卷㗎?
[00:02:56.220 --> 00:02:59.020]  有邊個話係四卷㗎?四卷,ok
[00:02:59.020 --> 00:03:00.700]  有邊個話係十三卷㗎?
[00:03:00.700 --> 00:03:03.180]  十三,ok,廿七呢?
[00:03:03.180 --> 00:03:08.100]  做考試嘅時候有一個嘅技巧係做咩?
[00:03:08.100 --> 00:03:12.100]  就係illumination,點解唔會係廿七?
[00:03:12.100 --> 00:03:18.180]  新約已經廿七卷啦,點可能廿七卷都佢寫,佢玩曬咩?
[00:03:18.180 --> 00:03:22.660]  咁所以呢只能夠係四,或者係十三呀,四定係十三?
[00:03:22.660 --> 00:03:25.700]  係十三㗎,ok,十三
[00:03:25.700 --> 00:03:31.700]  羅馬書,幾多前後書,迦太書,爾弗所書,菲勒比書
[00:03:31.700 --> 00:03:36.820]  戈河西書,接受人家前後書,提摩泰前後書
[00:03:36.820 --> 00:03:40.980]  提多書同埋菲利門書,等等,ok
[00:03:40.980 --> 00:03:44.660]  加加埋埋呢十三卷,ok,得唔得?ok 吖?
[00:03:44.660 --> 00:03:51.300]  之後答案下有人錄低呢個答案下,要加,要知㗎,十三卷,ok
[00:03:51.300 --> 00:03:55.060]  就係傳統嚟講我哋話係十三卷啦,嗱,呢一條,ok
[00:03:55.060 --> 00:03:57.940]  邊一卷書以下邊一卷書唔係保羅寫㗎?
[00:03:57.940 --> 00:04:04.180]  A係迦太書,B係爾弗所書,C係接受人家前後書
[00:04:04.180 --> 00:04:11.860]  D係保羅一書,E係提多書,ok,邊個答案,邊個唔係保羅寫㗎?
[00:04:11.860 --> 00:04:15.300]  係咪保羅一書呀?但係有約翰一書喎,知唔知?
[00:04:15.300 --> 00:04:21.140]  約翰一書係約翰寫㗎,ok,所以係保羅一書㗎,ok
[00:04:21.140 --> 00:04:26.500]  呢個好清楚,大家都知道,冇保羅一書呢舊嘢㗎,ok
[00:04:26.500 --> 00:04:33.460]  但係保羅寫嗰啲書信呢,係冇歸納喺,或者冇收喺新約書信,知唔知?
[00:04:33.460 --> 00:04:39.140]  我哋唔係話佢十三卷嘅寫咗,但其實佢寫多過十三卷,等下話比你聽,ok
[00:04:39.140 --> 00:04:46.100]  ok,第三,愛係恆久忍耐有因子,愛是不擇道,不折跨,不張狂,係從哪一卷書出嚟㗎?
[00:04:46.100 --> 00:04:51.620]  《解太書》,《哥倫多後書》,《哥倫多前書》,或者《爾弗所書》,邊卷呀?
[00:04:51.620 --> 00:04:57.300]  係喇,《哥倫多後書》,係咪呀?《前書》,冇錯,係《前書》,我特登咁講啦
[00:04:57.300 --> 00:05:04.420]  等你醒一醒先,ok,係喇,冇錯喇,係《哥倫多前書》㗎,ok,仲有冇呀?
[00:05:04.420 --> 00:05:14.820]  仲有,係呢卷喇,係呢個喇,《哥倫多前書》,係咪保羅寫畀《哥倫多教會》嘅第一封書信呢?
[00:05:14.820 --> 00:05:21.700]  是定否呢?奇怪,問啲咁嘅嘢,係咪呀?《哥倫多前書》,冇理由有《前書》㗎嘛,係咪?
[00:05:21.700 --> 00:05:32.660]  ok,是定否?是定否?《哥倫多前書》,係咪保羅寫畀《哥倫多教會》嘅第一封信呀?
[00:05:32.660 --> 00:05:42.100]  有邊個話係㗎?有邊個話唔係㗎?有啲驚吓?咩料呀?唔係咩?
[00:05:42.100 --> 00:05:49.460]  答案呢係唔係㗎,點解呢?因為《哥倫多前書》嗰度話畀你聽,五章第九節佢寫一寫下嘅時候
[00:05:49.460 --> 00:05:57.140]  佢就話,保羅講咩?佢話我之前寫信過畀你哋㗎,I wrote that to you,right?
[00:05:57.140 --> 00:06:05.460]  即係話有個《哥倫多前書》呀,係咪?真㗎,真㗎,真㗎,過癮㗎,係咪?好過癮,好得意,但係去咗邊呀,嗰本書?
[00:06:05.460 --> 00:06:12.580]  It's ok,唔見咗,唔緊要,因為做最重要嘅嘢已經收納喺呢個新約嘅正典裡面啦
[00:06:12.580 --> 00:06:18.100]  所以寫多咗嘅可能都唔係話最重要嘅嘢,so that's ok
[00:06:18.100 --> 00:06:25.220]  《哥倫多前書》五章九節,講咩呢?話我寫過信畀你哋㗎,之前,而家我先再寫畀你
[00:06:25.220 --> 00:06:32.900]  所以我哋而家有嘅所謂《First Corinthians》,《哥倫多前書》,其實就係佢,起碼佢嘅第二封信
[00:06:32.900 --> 00:06:39.060]  係寫畀哥倫多教會㗎,點解需要諗呢樣嘢呢?睇親新約嘅書卷嘅時候呢,我哋要知道呢
[00:06:39.060 --> 00:06:44.100]  所謂新約嘅書卷呢,就係一啲嘅,所謂 occasional value
[00:06:44.100 --> 00:06:51.940]  即係話一啲,去回應一啲情況,回應一啲嘅問題,而去寫嘅書信嚟㗎
[00:06:51.940 --> 00:07:00.740]  好似你去寫一個電郵咁,你係覆一個電郵,係咪?有人寫個電郵畀你先,然之後你係覆一個電郵
[00:07:00.740 --> 00:07:08.900]  你覆嘅當中,你就去回答一啲嘢,或者回應某一個嘅問題,回應某一個嘅處境
[00:07:08.900 --> 00:07:19.460]  所以係一個 occasional value,等於你睇一個回覆嘅email,你冇本身個email嘅
[00:07:19.460 --> 00:07:26.180]  但係喺個回覆嘅email裡面,你嘗試去領略,到底佢答緊啲乜嘢問題,回應緊乜嘢處境
[00:07:26.180 --> 00:07:36.420]  我記得好幾日前,我揸車,我老婆坐我隔離,因為佢去一個所謂after school program嗰度做
[00:07:36.420 --> 00:07:43.540]  咁有人寫,咁唔夠人打電話畀佢,咁佢就打電話畀佢,咁佢就會回答佢
[00:07:43.540 --> 00:07:50.420]  咁我聽完一大輪,因為我只係聽到佢嗰個對話裡面,佢嗰一節,係咪
[00:07:50.420 --> 00:07:56.340]  咁佢收線之後我就同佢講,我歸納咗你頭先嗰個問題係咩問題
[00:07:56.340 --> 00:08:06.660]  我話第一,呢個家長一定係好麻煩,第二,從你嗰個對話裡面,你嗰個忽嘅對話,淨係得我聽到你一邊咋,係咪
[00:08:06.660 --> 00:08:13.620]  我話呢個家長應該係有啲咁樣咁樣嘅問題,咁然之後佢就氣定神態咁樣同我講
[00:08:13.620 --> 00:08:20.100]  佢話其實唔係嘅,其實係咁樣咁樣咁樣咁樣,咁佢同我分析咗之後我就話
[00:08:20.100 --> 00:08:26.660]  咁我起碼估中咗一樣嘢係咪,就係嗰個家長好麻煩,係咪
[00:08:26.660 --> 00:08:36.660]  所以我哋睇書信其實都係要咁樣嘅,所以特別睇哥倫多前書或者保羅啲書信,全部都係Try to address some of the problems
[00:08:36.660 --> 00:08:42.020]  教會裡面到底係咩問題,佢點樣去糾正嗰啲嘅問題,點樣去處理同埋教導嗰啲問題
[00:08:42.020 --> 00:08:50.820]  我哋畀少少嘅sample畀大家,你睇哥倫多前書,我知好多時我哋好難one sitting睇晒成卷哥倫多前書
[00:08:50.820 --> 00:09:00.260]  或者一卷長啲嘅一卷嘅書信,但你睇下裏面字裏行間佢講緊乜嘢,哥倫多前書特別多嘅,譬如七章第一節
[00:09:00.260 --> 00:09:10.340]  佢話regarding the questions you asked,即係話你曾經send過email畀我,而家我呢就答返你嘅問題,寫咗六章
[00:09:10.340 --> 00:09:14.980]  佢講咗一大輪嘢,知道佢哋嘅問題等等,哥倫多教會發生咩事咁
[00:09:14.980 --> 00:09:25.220]  第七章佢就話我而家開始處理你信上所提的事,八章第一節講乜嘢?
[00:09:25.220 --> 00:09:32.420]  就另外一啲問題,就可能佢哋信裏面曾經問過佢嘅問題,寄過偶像的食物
[00:09:32.420 --> 00:09:39.620]  你哋曾經喺你email嗰度問過,而家我回覆你,話畀你聽,呢封書信話畀你聽點樣處理呢啲咁嘅事
[00:09:39.620 --> 00:09:47.620]  第十一章第二節佢又跳另一個主題,就係講到我要讚下你哋,鬧咗你咁耐
[00:09:47.620 --> 00:09:54.260]  你哋凡事都記得我同堅守我曾經傳過畀你哋嘅教導
[00:09:54.260 --> 00:10:04.020]  第十七節又轉了,講乜嘢?我而家吩咐你哋嘅話,唔係要讚你,而係鬧你
[00:10:04.020 --> 00:10:10.020]  去責備你因為你哋敬拜嘅罪惡裏面係有損而無益嘅
[00:10:10.020 --> 00:10:14.740]  咁佢又處理一大輪佢哋公眾敬拜嘅問題
[00:10:14.740 --> 00:10:21.780]  十二章第一節,大兄姐妹,關於屬靈嘅恩賜,我不怨你哋不明白
[00:10:21.780 --> 00:10:28.980]  到底乜嘢叫做spiritual gifts,乜嘢叫做屬靈恩賜,十二章開始佢就係處理呢個問題
[00:10:28.980 --> 00:10:37.540]  寫咗好幾章,十五章第一節,大兄們,你哋要認清我先前傳給你哋嘅福音
[00:10:37.540 --> 00:10:42.740]  唔好搞錯,跟住佢就講復活,呢個復活節時常會講,講唔得前奏就係十五章
[00:10:42.740 --> 00:10:52.020]  所以我哋睇到呢啲嘅letter,呢啲嘅書信嘅時候,保羅就係去回應緊一啲嘅問題
[00:10:52.020 --> 00:10:58.180]  一啲可能教會裏面錯亂咗嘅嘢,我返去開頭問大家嗰個問題
[00:10:58.180 --> 00:11:05.620]  你係咪話你返教會耐咗你就知道教會係一回咩事,唔一定,過唔多教會就係咁
[00:11:05.620 --> 00:11:10.820]  一個已經成立咗嘅教會,但係裏面有好多嘅混亂嘅地方或者搞唔清楚嘅地方
[00:11:10.820 --> 00:11:16.980]  所以過唔多前書或者後書都係去寫畀佢哋,你都去處理某啲嘅問題
[00:11:16.980 --> 00:11:21.700]  所以點樣都好,我哋都要返返去上帝嘅說話
[00:11:21.700 --> 00:11:28.980]  一個健康嘅教會一定要返返去上帝嘅說話,去問清楚到底上帝對教會嘅要求係啲乜嘢
[00:11:28.980 --> 00:11:34.580]  十二章第一節,今日我哋嘅主題嘅經文,就係關於屬靈嘅恩賜
[00:11:34.580 --> 00:11:39.220]  我哋大兄姐妹你哋知道,我想話畀你聽乜嘢叫做屬靈嘅恩賜
[00:11:39.220 --> 00:11:43.780]  乜嘢叫做spiritual gifts,我不願你哋不明白
[00:11:43.780 --> 00:11:56.340]  你哋知道,你哋曾經做外邦人嘅時候,隨時被引誘,受咗迷惑去拜,不能出聲嘅偶像
[00:11:56.340 --> 00:12:05.060]  所以,我要你哋知道,被上帝嘅靈感動嘅,沒有人能說耶穌發出咒詛
[00:12:05.060 --> 00:12:12.180]  若不是被聖靈感動的,也沒有人能說耶穌就是主
[00:12:12.180 --> 00:12:16.100]  我哋喺度劈頭一句,佢就話要處理spiritual gifts嘅問題
[00:12:16.100 --> 00:12:19.460]  即係話,過唔多嘅教會,唔係好清楚乜嘢叫做spiritual gifts
[00:12:19.460 --> 00:12:23.540]  如果你睇治療行間,或者上文夏理,你知佢哋嘅教會
[00:12:23.540 --> 00:12:35.540]  佢哋覺得某一啲嘅屬靈嘅表達,某一啲屬靈嘅表現,先至算係更加好,更加屬靈嘅
[00:12:35.540 --> 00:12:40.180]  一種咁嘅,即係叫做gifts,恩賜,一種咁嘅能力
[00:12:40.180 --> 00:12:50.820]  如果你睇上下文,你知佢哋覺得講謊言,就係最高超,或者最好嘅現象
[00:12:50.820 --> 00:12:58.180]  如果一個人有聖靈嘅話,佢一定要,唔係一定嘅,即係講謊言嗰啲就最好
[00:12:58.180 --> 00:13:02.020]  所以佢就處理緊呢個spiritual gifts嘅問題,發出幾章嘅聖經
[00:13:02.020 --> 00:13:05.220]  去到話畀佢聽,到底乜嘢叫做spiritual gifts
[00:13:05.220 --> 00:13:11.860]  呢度我處理一下有少少翻譯嘅問題先,呢個中英文翻譯都有少少亂進
[00:13:11.860 --> 00:13:18.020]  呢度講乜嘢呢,佢話你哋曾經未信主嘅時候,你哋就係拜嗰啲
[00:13:18.020 --> 00:13:25.620]  不能出聲嘅偶像嗰啲嘅idols,呢啲當然係當時嘅背景,甚至我哋今日嘅背景都會係
[00:13:25.620 --> 00:13:35.380]  有好多人佢哋係從一啲可能異教嘅風俗,或者一啲嘅即係民間嘅信仰
[00:13:35.380 --> 00:13:38.740]  嗰種嘅背景而走出嚟嘅,而去信主嘅
[00:13:38.740 --> 00:13:43.540]  咁所以呢佢哋嗰陣時係拜一啲嘅偶像等等下,而保羅就同佢講
[00:13:43.540 --> 00:13:47.700]  呢啲嘅偶像係唔能夠出聲嘅
[00:13:47.700 --> 00:13:55.540]  喺當時一啲嘅廟,希臘神嘅廟,或者羅馬神嘅廟
[00:13:55.540 --> 00:14:03.540]  好多時就會搵到一啲佢哋,即係啲人去廟嗰度拜嗰啲嘅偶像,點解呢?
[00:14:03.540 --> 00:14:13.220]  因為好多時佢哋會為咗某一啲嘅目的嘅,就會搵到一啲嘅信,或者一啲嘅雕版
[00:14:13.220 --> 00:14:18.660]  咁佢哋就會叫某某嘅神明,嚟到去發出一個奏助
[00:14:18.660 --> 00:14:25.860]  即係話,譬如你公司有個人,唔係幾順眼嘅
[00:14:25.860 --> 00:14:29.140]  咁你就呢,初一十五你就走去嗰個廟嗰度
[00:14:29.140 --> 00:14:33.460]  你就叫嗰個某某嘅神明,不如發出個奏助,走去...
[00:14:33.460 --> 00:14:37.540]  I don't know,即係燉佢冬菇又好,乜嘢都好啦
[00:14:37.540 --> 00:14:41.620]  咁你知唔知,咁樣嘅宗教嘅環境裏面
[00:14:41.620 --> 00:14:46.180]  就好多時佢哋會覺得,神明嗰嚟做咩㗎?
[00:14:46.180 --> 00:14:50.820]  神明係聽你使,冇錯啦,神明其實就係你嘅工人嚟嘅
[00:14:50.820 --> 00:14:56.100]  發出個奏助,等佢燉咗冬菇,咁我就唔使咁辛苦啦,返工
[00:14:56.100 --> 00:15:00.100]  等等,係咪?呢個就係嗰種嘅背景
[00:15:00.100 --> 00:15:04.340]  咁所以如果你咁樣翻譯嘅話呢,呢度係我嘅翻譯
[00:15:04.340 --> 00:15:06.420]  就係耶穌發出奏助
[00:15:06.420 --> 00:15:08.980]  所以佢哋咁樣嘅背景入咗嚟教會
[00:15:08.980 --> 00:15:13.140]  佢入咗信咗主,信咗耶穌之後
[00:15:13.140 --> 00:15:16.980]  佢哋好多時就帶住一種咁嘅心態,一種咁嘅mentality
[00:15:16.980 --> 00:15:19.300]  就係覺得,耶穌應該幫一幫我,係咪?
[00:15:19.300 --> 00:15:21.620]  所以我祈禱嘅時候就係希望做咩?
[00:15:21.620 --> 00:15:24.500]  奏一奏嗰個人好,係咪?
[00:15:24.500 --> 00:15:26.500]  其實就係當耶穌係乜嘢?
[00:15:26.500 --> 00:15:29.620]  係你嘅工人啦,係咪?就係等於以前你嘅背景一樣
[00:15:29.620 --> 00:15:34.500]  你當邊個邊個神明就係你嘅工人,然之後你就去做啲嘢去整壓佢咁樣
[00:15:34.500 --> 00:15:38.020]  你而家信咗耶穌,你就當耶穌又係咁樣
[00:15:38.020 --> 00:15:40.740]  所以保羅就係糾正第一樣嘢
[00:15:40.740 --> 00:15:46.660]  如果你真係有聖靈嘅話,如果你真係信主嘅
[00:15:46.660 --> 00:15:50.500]  就唔會講一種咁樣嘅嘢,或者帶一種咁嘅心態
[00:15:50.500 --> 00:15:56.660]  Jesus grant a curse on somebody else
[00:15:56.660 --> 00:16:02.420]  耶穌可唔可以服侍一下我,等我達到我嘅目的
[00:16:02.420 --> 00:16:06.500]  保羅話唔係,唔應該有咁嘅心態
[00:16:06.500 --> 00:16:09.540]  如果你真係信主嘅話,你係講乜嘢?
[00:16:09.540 --> 00:16:14.660]  耶穌是主,right?Jesus is Lord
[00:16:14.660 --> 00:16:20.260]  只有耶穌先係主,我係佢邊個?我係佢個僕人
[00:16:20.260 --> 00:16:22.340]  我係畀佢使用嘅
[00:16:22.340 --> 00:16:25.460]  呢種嘅心態先至係正確嘅
[00:16:25.460 --> 00:16:29.540]  You are a servant,Jesus is Lord
[00:16:29.540 --> 00:16:32.580]  搞清楚呢度,搞清楚呢三節
[00:16:32.580 --> 00:16:35.540]  跟住佢就講屬靈嘅恩賜
[00:16:35.540 --> 00:16:38.660]  佢話,恩賜有好多種
[00:16:38.660 --> 00:16:42.260]  確實係同一位聖靈所賜
[00:16:42.260 --> 00:16:44.660]  侍奉亦都有唔同嘅種類
[00:16:44.660 --> 00:16:47.940]  確實侍奉同一位嘅主
[00:16:47.940 --> 00:16:50.660]  工作亦都有唔同嘅種類
[00:16:50.660 --> 00:16:55.220]  確實同一位嘅上帝在萬人當中運行萬事
[00:16:55.220 --> 00:16:59.860]  聖靈去到彰顯喺各人嘅身上,喺教會嘅各人身上
[00:16:59.860 --> 00:17:02.900]  是要使人得益處
[00:17:02.900 --> 00:17:08.420]  呢一切都係由唯一同一位聖靈所運行嘅
[00:17:08.420 --> 00:17:11.140]  去著自己嘅旨意
[00:17:11.140 --> 00:17:13.940]  留意上下文,自己嘅旨意唔係我嘅旨意
[00:17:13.940 --> 00:17:15.380]  係聖靈嘅旨意
[00:17:15.380 --> 00:17:18.740]  去分給畀各人
[00:17:18.740 --> 00:17:20.820]  呢度就講到屬靈嘅恩賜
[00:17:20.820 --> 00:17:23.140]  原來喺教會裏面
[00:17:23.140 --> 00:17:26.420]  聖靈就隨住佢自己嘅主權
[00:17:26.420 --> 00:17:28.740]  上帝照住佢自己嘅主權
[00:17:28.740 --> 00:17:32.740]  畀每一個人有唔同嘅所謂屬靈嘅恩賜
[00:17:32.740 --> 00:17:34.260]  Spiritual gifts
[00:17:34.260 --> 00:17:36.900]  或者Grace gifts,有唔同嘅翻譯
[00:17:36.900 --> 00:17:39.460]  或者唔同嘅能力
[00:17:39.460 --> 00:17:42.900]  甚至有啲現代啲嘅英文嘅翻譯
[00:17:42.900 --> 00:17:46.020]  就叫做Just abilities
[00:17:46.020 --> 00:17:47.540]  有唔同嘅能力
[00:17:47.540 --> 00:17:50.260]  就係去到構成一個教會
[00:17:50.260 --> 00:17:54.900]  而構成嘅方法係藉住聖靈自己嘅主權嘅
[00:17:54.900 --> 00:17:56.180]  然之後下文我哋唔睇咁多
[00:17:56.180 --> 00:17:58.820]  就係佢講到有唔同種類嘅恩賜
[00:17:58.820 --> 00:18:00.900]  佢就做一個嘅列表
[00:18:00.900 --> 00:18:02.260]  個列表裏面講啲乜嘢呢?
[00:18:02.260 --> 00:18:05.780]  譬如有啲係做使徒嘅
[00:18:05.780 --> 00:18:07.300]  建立教會嘅人
[00:18:07.300 --> 00:18:08.980]  有啲人真係去plant churches
[00:18:08.980 --> 00:18:11.620]  特別喺我哋UV嘅嗰個嘅網絡裏面
[00:18:11.620 --> 00:18:13.460]  有好多嘅Church planters
[00:18:13.460 --> 00:18:15.620]  佢周圍去唔同嘅地方
[00:18:15.620 --> 00:18:17.380]  佢係去建立教會嘅
[00:18:17.380 --> 00:18:20.820]  第一個列表裏面有嘅恩賜
[00:18:20.820 --> 00:18:22.420]  第二個恩賜就係先知
[00:18:22.420 --> 00:18:24.100]  先知就唔係未book先知
[00:18:24.100 --> 00:18:25.620]  就唔係話我聽日落唔落書啦
[00:18:25.620 --> 00:18:27.220]  聽日有幾多度呀等等
[00:18:27.220 --> 00:18:28.660]  即係聖經裏面講先知
[00:18:28.660 --> 00:18:31.860]  係權威嘅宣廣上帝嘅華語
[00:18:31.860 --> 00:18:37.380]  ok?係spoken person of God
[00:18:37.380 --> 00:18:39.060]  即係上帝嘅代言人咁樣
[00:18:39.060 --> 00:18:42.420]  按照上帝嘅啟示
[00:18:42.420 --> 00:18:44.500]  嚟到中心宣廣上帝嘅道
[00:18:44.500 --> 00:18:46.900]  呢個叫做先知
[00:18:46.900 --> 00:18:48.660]  第三就係教師
[00:18:48.660 --> 00:18:53.380]  就係教導人嚟到上帝嘅真理
[00:18:53.380 --> 00:18:55.220]  然之後有行神蹟呀
[00:18:55.220 --> 00:18:56.580]  醫治呀
[00:18:56.580 --> 00:18:58.100]  幫助人嘅都有
[00:18:58.100 --> 00:19:01.300]  有啲人特別有嗰種能力
[00:19:01.300 --> 00:19:03.140]  去到幫助其他人嘅
[00:19:03.140 --> 00:19:04.580]  去serve其他人嘅
[00:19:04.580 --> 00:19:05.940]  然之後呢佢哋都講過
[00:19:05.940 --> 00:19:08.740]  有治理leadership
[00:19:08.740 --> 00:19:10.340]  有啲人喺教會裏面
[00:19:10.340 --> 00:19:14.180]  係有一種嘅才幹
[00:19:14.180 --> 00:19:15.780]  spiritual gifts
[00:19:15.780 --> 00:19:18.980]  可以去帶領教會嘅
[00:19:18.980 --> 00:19:19.780]  等等等等
[00:19:19.780 --> 00:19:21.460]  最後佢先講謊言
[00:19:21.460 --> 00:19:23.220]  當然保羅係特登嘅
[00:19:23.220 --> 00:19:26.100]  因為國民黨教會啲人好嚮往
[00:19:26.100 --> 00:19:28.500]  佢哋去講謊言
[00:19:28.500 --> 00:19:30.420]  保羅就話調返轉
[00:19:30.420 --> 00:19:32.020]  真係可以做到教會嘅
[00:19:32.020 --> 00:19:33.220]  好多時就係嗰啲
[00:19:33.220 --> 00:19:35.300]  做教導呀領導呀
[00:19:35.300 --> 00:19:38.580]  去建立基督身體嘅恩賜
[00:19:38.580 --> 00:19:39.780]  當然呢啲咁嘅
[00:19:39.780 --> 00:19:42.500]  即係屬靈恩賜嘅清單
[00:19:42.500 --> 00:19:44.900]  冇一個係comprehensive嘅
[00:19:44.900 --> 00:19:46.500]  喺新約嘅書信裏面
[00:19:46.500 --> 00:19:47.620]  唔同嘅地方
[00:19:47.620 --> 00:19:48.820]  都提過呢啲咁嘅
[00:19:48.820 --> 00:19:50.820]  所謂list of spiritual gifts
[00:19:50.820 --> 00:19:52.900]  list of talents
[00:19:52.900 --> 00:19:55.700]  list of special abilities
[00:19:55.700 --> 00:19:58.660]  冇一個list係comprehensive
[00:19:58.660 --> 00:20:01.780]  佢只係畀一啲嘅例子畀大家
[00:20:01.780 --> 00:20:03.540]  最重要嘅就係話畀你聽乜嘢呢
[00:20:03.540 --> 00:20:04.420]  你睇完啲經文
[00:20:04.420 --> 00:20:06.820]  最重要嗰啲字係乜嘢
[00:20:06.820 --> 00:20:09.060]  最重要嗰啲字或者上下文
[00:20:09.060 --> 00:20:10.180]  唔係列出
[00:20:10.180 --> 00:20:11.940]  到底我係有啲乜嘢嘅abilities
[00:20:11.940 --> 00:20:13.060]  或者有啲乜嘢嘅talents
[00:20:13.060 --> 00:20:14.580]  或者有乜嘢嘅spiritual gifts
[00:20:14.580 --> 00:20:17.540]  最重要嗰個字係邊呀
[00:20:17.540 --> 00:20:20.020]  英文就係兩個字母
[00:20:20.020 --> 00:20:21.780]  so
[00:20:21.780 --> 00:20:23.140]  so that
[00:20:23.140 --> 00:20:25.860]  in order to
[00:20:25.860 --> 00:20:28.260]  中文係要使人
[00:20:28.260 --> 00:20:30.260]  要使其他嘅
[00:20:30.260 --> 00:20:32.260]  要使教會嘅
[00:20:32.260 --> 00:20:33.700]  有啲乜嘢
[00:20:33.700 --> 00:20:34.740]  益處
[00:20:34.740 --> 00:20:36.420]  common good
[00:20:36.420 --> 00:20:38.820]  一啲舊啲嘅英文翻譯就會益處
[00:20:38.820 --> 00:20:40.580]  so that
[00:20:40.580 --> 00:20:42.180]  能夠
[00:20:42.180 --> 00:20:44.660]  實現到common good
[00:20:44.660 --> 00:20:46.180]  畀整個嘅身體
[00:20:46.180 --> 00:20:47.460]  畀整個嘅社群
[00:20:47.460 --> 00:20:50.020]  能夠有好處嘅
[00:20:50.020 --> 00:20:51.620]  呢啲又係希臘
[00:20:51.620 --> 00:20:54.740]  羅馬嘅一啲嘅字眼嚟嘅
[00:20:54.740 --> 00:20:56.020]  common good
[00:20:56.020 --> 00:20:58.340]  好多時佢哋講到市政府呀
