
[00:00:00.000 --> 00:00:04.520]  今天講的是《你是神精心的傑作》
[00:01:51.100 --> 00:01:53.400]  我覺得真的很美
[00:01:53.400 --> 00:01:56.200]  地球的創造
[00:01:56.200 --> 00:01:57.800]  或者宇宙創造很美
[00:01:57.800 --> 00:01:59.100]  不過不單止這樣
[00:01:59.100 --> 00:02:00.300]  有個科學家
[00:02:00.300 --> 00:02:01.700]  他開玩笑說不知你認不認同
[00:02:01.700 --> 00:02:02.400]  他說
[00:02:02.400 --> 00:02:04.200]  這麼美、這麼複雜、這麼好的地方
[00:02:04.200 --> 00:02:07.500]  都不及人體的偉大
[00:02:07.500 --> 00:02:10.300]  這位Biochemistry的教授
[00:02:10.300 --> 00:02:11.700]  在波士頓大學
[00:02:11.700 --> 00:02:13.700]  他說最奇妙的
[00:02:13.700 --> 00:02:14.500]  最複雜的
[00:02:14.500 --> 00:02:15.700]  最有條理的
[00:02:15.700 --> 00:02:18.100]  他的看法是人的腦袋
[00:02:18.100 --> 00:02:19.100]  你覺得是不是
[00:02:19.100 --> 00:02:21.500]  你看看你旁邊的腦袋
[00:02:21.500 --> 00:02:22.300]  看到嗎
[00:02:22.300 --> 00:02:25.300]  看不到拿一把刀給你開手術
[00:02:25.300 --> 00:02:26.800]  他說很厲害
[00:02:26.800 --> 00:02:28.500]  很奇妙
[00:02:28.500 --> 00:02:30.700]  無與倫比
[00:02:30.700 --> 00:02:32.800]  有一段聖經這樣說
[00:02:32.800 --> 00:02:33.500]  我們一起讀
[00:02:33.500 --> 00:02:36.300]  詩篇139:14-16
[00:02:36.300 --> 00:02:37.200]  1、2、3
[00:02:37.200 --> 00:02:40.700]  「我要稱謝你,因我受造」
[00:02:40.700 --> 00:02:42.300]  「奇妙可畏」
[00:02:42.300 --> 00:02:44.300]  「你的作為奇妙」
[00:02:44.300 --> 00:02:47.100]  「這是我深深知道的」
[00:02:47.100 --> 00:02:48.800]  「奇妙受造」
[00:02:48.800 --> 00:02:50.100]  「可畏」
[00:02:50.100 --> 00:02:53.600]  原來人體都很奇妙
[00:02:53.600 --> 00:02:56.500]  在文章中說到
[00:02:56.500 --> 00:02:58.500]  宇宙中最好的訊息處理
[00:02:58.500 --> 00:03:00.800]  不是超級電腦
[00:03:00.800 --> 00:03:02.000]  超級電腦
[00:03:02.000 --> 00:03:03.700]  他說人類和無東西
[00:03:03.700 --> 00:03:07.200]  世上最複雜的訊息處理系統
[00:03:07.200 --> 00:03:09.800]  每天我們的處理
[00:03:09.800 --> 00:03:14.100]  是多達10^24次方
[00:03:14.100 --> 00:03:15.100]  其實我不知道是什麼
[00:03:15.100 --> 00:03:16.000]  很多個零
[00:03:16.000 --> 00:03:17.400]  這麼多的元素
[00:03:17.400 --> 00:03:19.200]  即是等於什麼呢
[00:03:19.200 --> 00:03:21.200]  他的比喻是全球
[00:03:21.200 --> 00:03:24.300]  全世界的圖書館
[00:03:24.300 --> 00:03:27.900]  收藏的知識總和
[00:03:27.900 --> 00:03:29.000]  都不夠你的人腦
[00:03:29.000 --> 00:03:30.700]  一天處理的訊息多
[00:03:30.700 --> 00:03:32.800]  你還要比他多100萬倍
[00:03:32.800 --> 00:03:34.000]  厲害嗎
[00:03:34.000 --> 00:03:36.200]  大家覺得自己厲害嗎
[00:03:36.200 --> 00:03:38.200]  你看看你旁邊那個厲害嗎
[00:03:38.200 --> 00:03:39.400]  你看看自己的腦子
[00:03:39.400 --> 00:03:40.600]  厲害嗎
[00:03:40.600 --> 00:03:41.700]  看不到吧
[00:03:41.700 --> 00:03:42.600]  有些人覺得很厲害
[00:03:42.600 --> 00:03:44.700]  有些人覺得不是很厲害
[00:03:44.700 --> 00:03:47.000]  我覺得真的很厲害
[00:03:47.000 --> 00:03:48.900]  你欣賞你旁邊那個嗎
[00:03:48.900 --> 00:03:49.900]  大家很欣賞是吧
[00:03:49.900 --> 00:03:50.900]  很厲害
[00:03:50.900 --> 00:03:52.400]  原來他是這麼厲害的
[00:03:52.400 --> 00:03:54.600]  人的腦用得百分之十而已
[00:03:54.600 --> 00:03:55.900]  科學家說可以嗎
[00:03:55.900 --> 00:03:56.900]  好了
[00:03:56.900 --> 00:03:58.200]  有些腦比較新鮮一點
[00:03:58.200 --> 00:04:00.000]  沒什麼用是吧
[00:04:00.000 --> 00:04:05.000]  即是有些人體
[00:04:05.000 --> 00:04:06.800]  內臟去到捐輸的時候
[00:04:06.800 --> 00:04:07.900]  有些腦如果有捐
[00:04:07.900 --> 00:04:09.100]  比較新鮮一點
[00:04:09.100 --> 00:04:09.700]  有人說
[00:04:09.700 --> 00:04:11.100]  還有一些血管
[00:04:11.100 --> 00:04:11.800]  知不知道多厲害
[00:04:11.800 --> 00:04:13.600]  你知不知道一個人的血管
[00:04:13.600 --> 00:04:16.200]  有多長
[00:04:16.200 --> 00:04:18.800]  真的厲害
[00:04:18.800 --> 00:04:21.200]  九萬六千五百
[00:04:21.200 --> 00:04:22.100]  不是米
[00:04:22.100 --> 00:04:23.700]  公里
[00:04:23.700 --> 00:04:24.900]  一個人而已
[00:04:24.900 --> 00:04:26.500]  所以你有很多血管
[00:04:26.500 --> 00:04:28.500]  你讓你旁邊那個拔掉也可以
[00:04:28.500 --> 00:04:29.500]  很厲害
[00:04:29.500 --> 00:04:30.800]  我們給個掌聲
[00:04:30.800 --> 00:04:33.100]  一個很奇妙的創造
[00:04:33.100 --> 00:04:34.100]  還有很多很多
[00:04:34.100 --> 00:04:35.900]  當然純粹是奇妙的創造
[00:04:35.900 --> 00:04:38.100]  在外觀、外形、地球、宇宙
[00:04:38.100 --> 00:04:39.700]  人類都很厲害
[00:04:39.700 --> 00:04:41.200]  不過不單止
[00:04:41.200 --> 00:04:42.900]  有一個更厲害
[00:04:42.900 --> 00:04:44.700]  就是今天說的經文
[00:04:44.700 --> 00:04:46.200]  是我們內在生命
[00:04:46.200 --> 00:04:47.900]  我們裡面那個
[00:04:47.900 --> 00:04:52.800]  好像海那麼深的闊度的塑造
[00:04:52.800 --> 00:04:54.500]  經文有這樣說
[00:04:54.500 --> 00:04:55.800]  我今天將會重入
[00:04:55.800 --> 00:04:58.200]  這個已不所需第二章
[00:04:58.200 --> 00:05:00.100]  其中一個很出名的章節
[00:05:00.100 --> 00:05:00.700]  是這樣說的
[00:05:00.700 --> 00:05:01.300]  我們一起讀
[00:05:01.300 --> 00:05:02.300]  一二三
[00:05:02.300 --> 00:05:05.900]  我們源自他的工作
[00:05:05.900 --> 00:05:08.900]  在基督耶穌裡造成的
[00:05:08.900 --> 00:05:11.300]  為了叫我們行事
[00:05:11.300 --> 00:05:14.500]  就是神所預備叫我們行事
[00:05:14.500 --> 00:05:18.500]  我們知道我們人的塑造是外表
[00:05:18.500 --> 00:05:20.300]  加上內在生命
[00:05:20.300 --> 00:05:21.400]  而我們每個人都知道
[00:05:21.400 --> 00:05:23.200]  內在生命塑造
[00:05:23.200 --> 00:05:25.800]  遠遠高深
[00:05:25.800 --> 00:05:27.500]  和重要
[00:05:27.500 --> 00:05:29.700]  它裡面說的這個STAR的工作
[00:05:29.700 --> 00:05:32.000]  是神的工作
[00:05:32.000 --> 00:05:33.900]  HANDY WORK
[00:05:33.900 --> 00:05:35.500]  不是HANDYCAP
[00:05:35.500 --> 00:05:36.500]  差很遠
[00:05:36.500 --> 00:05:38.700]  我們沒有人是HANDYCAP的
[00:05:38.700 --> 00:05:40.400]  個個是神的工作
[00:05:40.400 --> 00:05:41.500]  WORKMANS
[00:05:41.500 --> 00:05:42.600]  如果直譯
[00:05:42.600 --> 00:05:43.800]  或者所造的物
[00:05:43.800 --> 00:05:46.100]  或者是神的創造
[00:05:46.100 --> 00:05:49.400]  如果我們看那個TEN的時態
[00:05:49.400 --> 00:05:51.600]  在希臘文是用ARIO
[00:05:51.600 --> 00:05:53.200]  即是完成了
[00:05:53.200 --> 00:05:55.600]  不過又是Participal
[00:05:55.600 --> 00:05:57.700]  即是繼續進行
[00:05:57.700 --> 00:05:59.900]  即是說你又繼續進行
[00:05:59.900 --> 00:06:00.800]  又在完成
[00:06:00.800 --> 00:06:03.900]  很奇妙的形態
[00:06:03.900 --> 00:06:05.500]  我們今天就會進入
[00:06:05.500 --> 00:06:07.400]  究竟我們學了些什麼
[00:06:07.400 --> 00:06:10.000]  在上次
[00:06:10.000 --> 00:06:12.000]  即是第一章主要
[00:06:12.000 --> 00:06:14.500]  梁牧師開始和帕蘇米尼第二章
[00:06:14.500 --> 00:06:19.200]  其實主要說保留神的永恆的計劃
[00:06:19.200 --> 00:06:20.000]  如果我們記得
[00:06:20.000 --> 00:06:20.800]  我們提到什麼
[00:06:20.800 --> 00:06:23.200]  創世先
[00:06:23.200 --> 00:06:24.800]  已經揀選了你
[00:06:24.800 --> 00:06:25.800]  可以嗎
[00:06:25.800 --> 00:06:27.300]  很奇妙的事
[00:06:27.300 --> 00:06:28.500]  創世先
[00:06:28.500 --> 00:06:29.400]  你今天幾歲
[00:06:29.400 --> 00:06:31.200]  這世是幾百萬
[00:06:31.200 --> 00:06:32.500]  MILLION YEARS
[00:06:32.500 --> 00:06:33.700]  LIGHT YEARS
[00:06:33.700 --> 00:06:34.400]  還有
[00:06:34.400 --> 00:06:36.600]  有講到屬靈的福氣
[00:06:36.600 --> 00:06:38.000]  你為什麼會有
[00:06:38.000 --> 00:06:41.700]  神的榮耀直著基督
[00:06:41.700 --> 00:06:44.600]  聖靈的基業
[00:06:44.600 --> 00:06:48.900]  說的是基督和教會的手
[00:06:48.900 --> 00:06:49.900]  如果你大家記得
[00:06:49.900 --> 00:06:51.600]  在最後第一章說到
[00:06:51.600 --> 00:06:54.500]  萬有福在他的腳下
[00:06:54.500 --> 00:06:55.500]  說的是什麼
[00:06:55.500 --> 00:06:57.000]  是說的是What
[00:06:57.000 --> 00:06:59.200]  即是很厲害的事
[00:06:59.200 --> 00:07:00.900]  第二章開始
[00:07:00.900 --> 00:07:01.600]  是說什麼
[00:07:01.600 --> 00:07:02.400]  說How
[00:07:02.400 --> 00:07:04.400]  和你有什麼關係
[00:07:04.400 --> 00:07:05.700]  他這麼厲害了
[00:07:05.700 --> 00:07:08.500]  創世先又已經揀選了
[00:07:08.500 --> 00:07:09.700]  那對我也是怎樣
[00:07:09.700 --> 00:07:12.300]  有個大前線家很有錢
[00:07:12.300 --> 00:07:13.200]  很厲害
[00:07:13.200 --> 00:07:15.200]  和你有什麼關係
[00:07:15.200 --> 00:07:16.500]  今天說的
[00:07:16.500 --> 00:07:17.700]  對你
[00:07:17.700 --> 00:07:18.900]  有什麼關係
[00:07:18.900 --> 00:07:20.100]  怎樣才是經歷
[00:07:20.100 --> 00:07:21.800]  這種屬靈的福氣
[00:07:21.800 --> 00:07:23.800]  怎樣經歷他描述那種
[00:07:23.800 --> 00:07:26.200]  奇妙永恆的計劃
[00:07:26.200 --> 00:07:29.600]  我立刻先讀了經文
[00:07:29.600 --> 00:07:31.400]  今天會講十字的經文
[00:07:31.400 --> 00:07:33.000]  我們一次過先讀完
[00:07:33.000 --> 00:07:34.400]  看一看有什麼學習
[00:07:34.400 --> 00:07:35.100]  我們一起讀
[00:07:35.100 --> 00:07:36.500]  預備起
[00:07:36.500 --> 00:07:40.100]  你們死在過犯罪惡之中
[00:07:40.100 --> 00:07:42.500]  他叫你們不要過來
[00:07:42.500 --> 00:07:46.000]  那時你本在其中行事為人
[00:07:46.000 --> 00:07:48.300]  最屬感世的孔雀
[00:07:48.300 --> 00:07:51.400]  信奉孔雀上人者的首領
[00:07:51.400 --> 00:07:54.000]  舊時已經淡在回憶之中
[00:07:54.000 --> 00:07:56.300]  心中不堪的寫的
[00:07:56.300 --> 00:07:59.700]  我們從此解奴在彈幕中間
[00:07:59.700 --> 00:08:02.000]  放縱肉體的屍肉
[00:08:02.000 --> 00:08:03.500]  取若肉體獲
[00:08:03.500 --> 00:08:05.900]  心中所喜好地去行
[00:08:05.900 --> 00:08:07.900]  本為可老之子
[00:08:07.900 --> 00:08:09.700]  我天仍一樣
[00:08:09.700 --> 00:08:13.300]  然而神既有豐富的憐憫
[00:08:13.300 --> 00:08:15.900]  引發在我們的大愛
[00:08:15.900 --> 00:08:19.300]  當我們死在過犯罪惡之中的時候
[00:08:19.300 --> 00:08:22.900]  他叫我們與基督一同活過來
[00:08:22.900 --> 00:08:27.100]  他又叫我們與基督耶穌一同復活
[00:08:27.100 --> 00:08:29.100]  一同坐在天上
[00:08:29.100 --> 00:08:31.900]  要引發極豐富的恩義
[00:08:31.900 --> 00:08:36.900]  就像下在基督耶穌裡在我們所死的恩賜
[00:08:36.900 --> 00:08:39.900]  顯明下在我們身上的快樂
[00:08:39.900 --> 00:08:42.900]  你們得救是本福音
[00:08:42.900 --> 00:08:44.400]  也因著信
[00:08:44.400 --> 00:08:46.700]  這令得是信天賜地
[00:08:46.700 --> 00:08:48.700]  乃是神所賜地
[00:08:48.700 --> 00:08:50.700]  也得是出於難為
[00:08:50.700 --> 00:08:52.700]  願得有人賜花
[00:08:52.700 --> 00:08:55.100]  我們原先下的工作
[00:08:55.100 --> 00:08:57.500]  在基督耶穌裡造成的
[00:08:57.500 --> 00:08:59.900]  所以要叫我們行事
[00:08:59.900 --> 00:09:03.400]  就是神所賜地叫我們行事
[00:09:03.400 --> 00:09:08.400]  這段經文大家剛剛讀完不少東西
[00:09:08.400 --> 00:09:09.700]  為什麼呢
[00:09:09.700 --> 00:09:13.900]  因為很多學者已經定性了
[00:09:13.900 --> 00:09:17.700]  這一段經文是整個新約
[00:09:17.700 --> 00:09:21.900]  對舊恩最清晰
[00:09:21.900 --> 00:09:23.600]  最生動
[00:09:23.600 --> 00:09:26.100]  最受歡迎的描述之一
[00:09:26.100 --> 00:09:28.700]  短短十節的經文
[00:09:28.700 --> 00:09:33.300]  包含了從前和現在的對比
[00:09:33.300 --> 00:09:37.500]  將我們以往在罪惡疏離的生活
[00:09:37.500 --> 00:09:42.700]  對比今日在基督裡信仰的生活區分
[00:09:42.700 --> 00:09:43.700]  所以剛剛我們讀
[00:09:43.700 --> 00:09:46.700]  你會讀到如果你有留意仔細
[00:09:46.700 --> 00:09:49.900]  他講到世界天上的對比
[00:09:49.900 --> 00:09:52.100]  生死的對比
[00:09:52.100 --> 00:09:53.700]  肉體的屍肉
[00:09:53.700 --> 00:09:56.300]  與基督再活下來的對比
[00:09:56.300 --> 00:10:00.900]  可怒之子 可怒與憐憫的對比
[00:10:00.900 --> 00:10:04.100]  就是說我們今天將會見到很重要
[00:10:04.100 --> 00:10:06.300]  你猜我今天講了多少點
[00:10:06.300 --> 00:10:07.700]  三點
[00:10:07.700 --> 00:10:08.700]  第一件事
[00:10:08.700 --> 00:10:13.300]  你會見到第一點是關於你的過去
[00:10:13.300 --> 00:10:14.700]  第二點
[00:10:14.700 --> 00:10:16.900]  關於你的今天
[00:10:16.900 --> 00:10:18.300]  嘩 很厲害
[00:10:18.300 --> 00:10:19.700]  所以說你的腦子很厲害
[00:10:19.700 --> 00:10:21.300]  第三是關於什麼
[00:10:21.300 --> 00:10:22.700]  未來 行不行
[00:10:22.700 --> 00:10:26.700]  跟旁邊的人說你真的很厲害
[00:10:26.700 --> 00:10:28.700]  果然神創造的腦袋
[00:10:28.700 --> 00:10:32.500]  立刻進入第一點
[00:10:32.500 --> 00:10:36.100]  我們第一點再讀頭三字關於什麼
[00:10:36.100 --> 00:10:37.500]  一起讀 1 2 3
[00:10:37.500 --> 00:10:40.700]  你們死在過犯之中
[00:10:40.700 --> 00:10:59.700]  我們從前也都在他們中間
[00:10:59.700 --> 00:11:01.900]  放縱肉體的屍肉
[00:11:01.900 --> 00:11:05.700]  隨著肉體和心中所喜好的去行
[00:11:05.700 --> 00:11:10.700]  本是可怒之子 可怒與憐憫的對比
[00:11:10.700 --> 00:11:13.500]  這個保羅真是麻煩
[00:11:13.500 --> 00:11:16.700]  第一章講完 嘩 上帝偉大揀選
[00:11:16.700 --> 00:11:18.700]  第二章一講到跟我們關係
[00:11:18.700 --> 00:11:20.100]  第一句講什麼
[00:11:20.100 --> 00:11:22.500]  死人啊你
[00:11:22.500 --> 00:11:24.700]  死了啊你
[00:11:24.700 --> 00:11:25.700]  你想想
[00:11:25.700 --> 00:11:27.500]  如果每一次你回教會
[00:11:27.500 --> 00:11:29.700]  下面的迎新在門口
[00:11:29.700 --> 00:11:31.300]  今天就是Winnie Chan
[00:11:31.300 --> 00:11:35.100]  一見到你就 你死啦你
[00:11:35.100 --> 00:11:36.500]  他真是很憤怒
[00:11:36.500 --> 00:11:37.900]  保羅想講什麼呢
[00:11:37.900 --> 00:11:40.900]  保羅想講我們要回望重戰
[00:11:40.900 --> 00:11:43.100]  我們在最終的生活
[00:11:43.100 --> 00:11:46.500]  我們的生活狀態是什麼來的
[00:11:46.500 --> 00:11:52.300]  而且我們要懂得它帶來恐怖的結果
[00:11:52.300 --> 00:11:56.100]  我們的生命很特別
[00:11:56.100 --> 00:11:57.100]  當然我們一想
[00:11:57.100 --> 00:11:58.900]  嘩 很多人以往過去
[00:11:58.900 --> 00:12:00.100]  和今天的改變很大
[00:12:00.100 --> 00:12:02.900]  特別我們想起有些 嘩 殺人老闆
[00:12:02.900 --> 00:12:06.100]  我們見到很多的報道 信了主生命改變
[00:12:06.100 --> 00:12:09.300]  有些是瘀酒的 有些是吃白粉的
[00:12:09.300 --> 00:12:12.300]  有些可能是沉溺在女人的
[00:12:12.300 --> 00:12:15.500]  他信了主經歷了一個藥物不得
[00:12:15.500 --> 00:12:18.300]  很多治療不得 但是神改變
[00:12:18.300 --> 00:12:20.500]  嘩 感不感恩啊 感恩啊
[00:12:20.500 --> 00:12:22.700]  有沒有聽過這些 有沒有認識過
[00:12:22.700 --> 00:12:24.500]  都不少啊 我們給掌聲主
[00:12:24.500 --> 00:12:27.700]  真的啊
[00:12:27.700 --> 00:12:30.500]  不過保羅不單止講這些
[00:12:30.500 --> 00:12:35.100]  他在講有些人日日生活覺得很好
[00:12:35.100 --> 00:12:38.500]  以為沒事 其實你已經死了
[00:12:38.500 --> 00:12:41.100]  行不行 嘩 嚇一嚇
[00:12:41.100 --> 00:12:43.900]  他講一個很重要的道理就是
[00:12:43.900 --> 00:12:48.700]  其實我們活在一個最終的結果是死亡
[00:12:48.700 --> 00:12:52.900]  而這個死亡已經成為一個暴君
[00:12:52.900 --> 00:12:57.900]  強勢入侵了未獲救贖的人類
[00:12:57.900 --> 00:13:02.700]  就是說我們每個人必定會死
[00:13:02.700 --> 00:13:04.700]  這裡有沒有人不用死
[00:13:04.700 --> 00:13:06.300]  有啊 你就舉手啊
[00:13:06.300 --> 00:13:07.900]  讓我認識一下你 學一下
[00:13:07.900 --> 00:13:08.900]  一定會
[00:13:08.900 --> 00:13:13.300]  而這個人已經無力改變的事實
[00:13:13.300 --> 00:13:14.900]  活現在眼前
[00:13:14.900 --> 00:13:16.700]  而且這個事實
[00:13:16.700 --> 00:13:20.900]  不是因為你末日或者你死亡才發生
[00:13:20.900 --> 00:13:23.900]  今天已經滲透了我們的生命
[00:13:23.900 --> 00:13:26.500]  影響著我們的生命
[00:13:26.500 --> 00:13:28.500]  侵入我們的生命
[00:13:28.500 --> 00:13:30.100]  混亂著我們的生命
[00:13:30.100 --> 00:13:32.300]  所以我們很多人都很害怕
[00:13:32.300 --> 00:13:34.100]  很怕失去
[00:13:34.100 --> 00:13:36.100]  很沒有安全感
[00:13:36.100 --> 00:13:40.900]  很怕失去財產
[00:13:40.900 --> 00:13:43.100]  很怕失去關係
[00:13:43.100 --> 00:13:44.500]  很害怕
[00:13:44.500 --> 00:13:47.300]  已經影響著我們人生
[00:13:47.300 --> 00:13:49.500]  怎樣影響呢
[00:13:49.500 --> 00:13:51.500]  我們會抓著有些東西
[00:13:51.500 --> 00:13:53.500]  我們覺得想舒服
[00:13:53.500 --> 00:13:56.700]  所以會跌入一些陷阱 有些沉溺
[00:13:56.700 --> 00:13:58.300]  其實是神的代替品
[00:13:58.300 --> 00:14:00.300]  好了 如果我們再仔細看一下
[00:14:00.300 --> 00:14:05.100]  保羅說有三個強大的入侵力量
[00:14:05.100 --> 00:14:07.100]  第一個強大的入侵力量
[00:14:07.100 --> 00:14:10.700]  是隨從跟著今世的風俗
[00:14:10.700 --> 00:14:12.900]  即是文化
[00:14:12.900 --> 00:14:14.900]  第二個強勢的力量
[00:14:14.900 --> 00:14:17.300]  是空中掌權者的首領
[00:14:17.300 --> 00:14:19.100]  即是邪靈
[00:14:19.100 --> 00:14:20.900]  我們有神的靈
[00:14:20.900 --> 00:14:23.700]  有我們生命還有邪靈的這個世界
[00:14:23.700 --> 00:14:29.100]  第三就是放縱我們自己裡面肉體的情慾
[00:14:29.100 --> 00:14:31.500]  隨著心中所好
[00:14:31.500 --> 00:14:33.700]  即是這三種的力量
[00:14:33.700 --> 00:14:36.700]  已經入侵了
[00:14:36.700 --> 00:14:38.900]  很想拿別人的東西
[00:14:38.900 --> 00:14:41.900]  所以為什麼這麼多戰役
[00:14:41.900 --> 00:14:44.100]  覺得別人的東西越來越亂
[00:14:44.100 --> 00:14:45.900]  沒有東西吃的了這個世界
[00:14:45.900 --> 00:14:50.300]  糧食都要被別人打沉了
[00:14:50.300 --> 00:14:53.500]  為什麼會有販賣人口感冒量
[00:14:53.500 --> 00:14:54.900]  為什麼
[00:14:54.900 --> 00:14:57.700]  因為這些東西籠罩著我們
[00:14:57.700 --> 00:14:58.700]  好像活死人
[00:14:58.700 --> 00:15:02.900]  我先講一些簡單的輕鬆的例子
[00:15:02.900 --> 00:15:05.900]  這些文化其實籠罩著我們都不知道
[00:15:05.900 --> 00:15:07.300]  例如
[00:15:07.300 --> 00:15:13.100]  在Insider一個歐洲最大的媒體公司
[00:15:13.100 --> 00:15:14.700]  網絡媒體公司說
[00:15:14.700 --> 00:15:21.500]  現在年輕人有20個壞的習慣已經控制他們了
[00:15:21.500 --> 00:15:24.700]  我看看這20個
[00:15:24.700 --> 00:15:26.300]  我都中的
[00:15:26.300 --> 00:15:28.100]  所以我都是年輕的
[00:15:28.100 --> 00:15:28.700]  看看你中不中
[00:15:28.700 --> 00:15:30.500]  第一個
[00:15:30.500 --> 00:15:32.900]  不夠睡
[00:15:32.900 --> 00:15:35.100]  有沒有不夠睡在這裡
[00:15:35.100 --> 00:15:37.900]  明知長遠不夠睡都不行
[00:15:37.900 --> 00:15:39.700]  你總是不夠睡
[00:15:39.700 --> 00:15:41.500]  你總是會做些事
[00:15:41.500 --> 00:15:43.400]  所以我們這些年輕人可不可以
[00:15:43.400 --> 00:15:44.700]  剛才哪個舉手不夠睡
[00:15:44.700 --> 00:15:45.700]  舉多一次
[00:15:45.700 --> 00:15:48.700]  你看看你年輕
[00:15:48.700 --> 00:15:50.300]  第二個真的好笑了
[00:15:50.300 --> 00:15:53.100]  不塗太陽油
[00:15:53.100 --> 00:15:56.100]  你舉手
[00:15:56.100 --> 00:15:57.800]  他明知你外出不塗太陽油
[00:15:57.800 --> 00:16:00.300]  曬曬你的皮膚一定是不行的
[00:16:00.300 --> 00:16:01.300]  有時會懶
[00:16:01.300 --> 00:16:01.900]  會脫皮
[00:16:01.900 --> 00:16:02.700]  甚至癌症
[00:16:02.700 --> 00:16:04.200]  也是
[00:16:04.200 --> 00:16:07.000]  總之舒服
[00:16:07.000 --> 00:16:08.100]  喝不夠水
[00:16:08.100 --> 00:16:10.600]  有沒有人喝水少過八杯
[00:16:10.600 --> 00:16:11.400]  有沒有
[00:16:11.400 --> 00:16:15.300]  好了 明知長遠不夠睡
[00:16:15.300 --> 00:16:17.100]  看上去有些比較有趣的
[00:16:17.100 --> 00:16:18.300]  喝酒過度
[00:16:18.300 --> 00:16:20.800]  大家也知道對肋骨不好
[00:16:20.800 --> 00:16:21.700]  乾也要喝
[00:16:21.700 --> 00:16:22.800]  高血壓
[00:16:22.800 --> 00:16:25.800]  喝酒過度會令你抑鬱
[00:16:25.800 --> 00:16:27.600]  你知道嗎
[00:16:27.600 --> 00:16:28.600]  吸煙
[00:16:28.600 --> 00:16:30.800]  有些有趣
[00:16:30.800 --> 00:16:34.000]  他說不刷牙
[00:16:34.000 --> 00:16:35.600]  有沒有人不刷牙
[00:16:35.600 --> 00:16:36.500]  就是不舉手
[00:16:36.500 --> 00:16:38.300]  就是不舉手
[00:16:38.300 --> 00:16:40.100]  證明我們不夠年輕
[00:16:40.100 --> 00:16:42.500]  不弄了 不卸妝睡覺
[00:16:42.500 --> 00:16:44.200]  太煩了
[00:16:44.200 --> 00:16:45.600]  看上去還有些有趣的
[00:16:45.600 --> 00:16:47.800]  很吃那些製成食物
[00:16:47.800 --> 00:16:49.000]  人工的食物
[00:16:49.000 --> 00:16:49.800]  明知不好
[00:16:49.800 --> 00:16:50.900]  腸
[00:16:50.900 --> 00:16:52.900]  火腿昨天才吃
[00:16:52.900 --> 00:16:54.900]  經常在電腦上看
[00:16:54.900 --> 00:16:56.400]  還有一樣
[00:16:56.400 --> 00:16:57.500]  我老婆還在工作
