
[00:00:00.000 --> 00:00:01.920]  好,今天的講道題目
[00:03:22.580 --> 00:03:23.900]  鋪排起來
[00:03:23.900 --> 00:03:25.560]  他最想說的
[00:03:25.560 --> 00:03:27.260]  前面那些全部都很重要
[00:03:27.260 --> 00:03:28.960]  這個更重要
[00:03:28.960 --> 00:03:30.480]  是什麼呢?
[00:03:30.480 --> 00:03:32.320]  這次第六個神蹟
[00:03:32.320 --> 00:03:34.980]  主要的經文是在第九章的
[00:03:34.980 --> 00:03:37.040]  不過在第九章之前
[00:03:37.040 --> 00:03:39.040]  我們要看看第九章怎麼來的
[00:03:39.040 --> 00:03:42.700]  所以就要很快地納入第七章、第八章裡面
[00:03:42.700 --> 00:03:44.300]  究竟說過些什麼
[00:03:44.780 --> 00:03:46.820]  在這個投影片上
[00:03:46.820 --> 00:03:50.660]  我只是很重點式地點出了幾節的經文
[00:03:50.660 --> 00:03:53.000]  打出來跟大家一起去看而已
[00:03:53.000 --> 00:03:54.580]  其他的我就會說
[00:03:54.580 --> 00:03:56.500]  在第七章
[00:03:56.500 --> 00:03:57.420]  如果大家有聖經
[00:03:57.420 --> 00:03:57.840]  揭開它
[00:03:57.840 --> 00:04:00.780]  拿一拿標題或者大概的內容
[00:04:00.780 --> 00:04:01.580]  就看到說
[00:04:01.580 --> 00:04:04.860]  "這是以後耶穌在加利利遊行"
[00:04:04.860 --> 00:04:07.660]  "不願意在猶太來遊行"
[00:04:07.660 --> 00:04:10.060]  猶太只是一個區域
[00:04:10.060 --> 00:04:12.260]  只是圍著耶路撒冷的區域
[00:04:12.580 --> 00:04:16.020]  加利利就是耶穌住的地方
[00:04:16.020 --> 00:04:21.820]  在猶太地以北去到加利利海旁邊的區域
[00:04:21.820 --> 00:04:26.940]  這裡說耶穌寧願在上邊北部四處遊行
[00:04:26.940 --> 00:04:30.060]  就不想去到猶太地
[00:04:30.060 --> 00:04:31.900]  為什麼呢?
[00:04:31.900 --> 00:04:35.460]  第七章第一節尾說
[00:04:35.460 --> 00:04:36.500]  原因是說
[00:04:36.500 --> 00:04:38.500]  因為猶太人想殺他
[00:04:38.500 --> 00:04:40.660]  想要殺他
[00:04:40.660 --> 00:04:43.260]  為什麼猶太人想要殺他呢?
[00:04:43.260 --> 00:04:45.940]  大家看聖經就好像追故事一樣
[00:04:45.940 --> 00:04:47.180]  好像有時候劇集
[00:04:47.180 --> 00:04:48.300]  為什麼這裡這樣呢?
[00:04:48.300 --> 00:04:49.900]  拆開前面就知道了
[00:04:49.900 --> 00:04:54.940]  前面就有說耶穌為什麼會去到一個地步
[00:04:54.940 --> 00:04:56.380]  猶太人想殺他
[00:04:56.380 --> 00:04:58.060]  再數回去之前
[00:04:58.060 --> 00:04:59.380]  我剛才不是說五餅二魚
[00:04:59.380 --> 00:05:00.580]  海上行走的嗎?
[00:05:00.580 --> 00:05:02.580]  再去之前是什麼呢?
[00:05:02.580 --> 00:05:06.060]  治好了一個病了38年的人
[00:05:06.060 --> 00:05:08.860]  還在安息日治好他
[00:05:09.140 --> 00:05:13.540]  就在那些猶太人當中起哄
[00:05:13.540 --> 00:05:15.700]  到了五章十八節那一說
[00:05:15.700 --> 00:05:16.500]  因為這樣
[00:05:16.500 --> 00:05:20.340]  那裡說猶太人越發想要殺他
[00:05:20.340 --> 00:05:23.660]  因為他在安息日治好一個人
[00:05:23.660 --> 00:05:26.620]  這句話來到這裡又提一提
[00:05:26.620 --> 00:05:28.660]  因為猶太人這樣想要殺他
[00:05:28.660 --> 00:05:31.500]  耶穌就不想下去
[00:05:31.500 --> 00:05:32.820]  故意引起衝突
[00:05:32.820 --> 00:05:34.180]  所以他就暫時不下去
[00:05:34.180 --> 00:05:37.700]  在上邊北部這樣轉來轉去
[00:05:38.100 --> 00:05:40.620]  到了一個節期
[00:05:40.620 --> 00:05:42.740]  因為猶太人的律法
[00:05:42.740 --> 00:05:44.980]  這裡說耶穌不想下去
[00:05:44.980 --> 00:05:47.740]  其實是三兩個月之間不想下去而已
[00:05:47.740 --> 00:05:49.820]  因為他們一年都要下去幾次
[00:05:49.820 --> 00:05:52.540]  去到耶路撒冷城那裡按照律法
[00:05:52.540 --> 00:05:53.780]  要這麼做
[00:05:53.780 --> 00:05:55.580]  耶穌就不會違反律法
[00:05:55.580 --> 00:05:57.060]  所以他一定會下去
[00:05:57.060 --> 00:05:59.140]  不過下去的時候
[00:05:59.140 --> 00:06:02.260]  以前的人遇到的時間很鬆動
[00:06:02.260 --> 00:06:04.940]  就等於我們看武俠片
[00:06:04.940 --> 00:06:13.500]  就約八月十五在某某大飯店那裡等
[00:06:13.500 --> 00:06:15.780]  那些人八月頭就已經去了
[00:06:15.780 --> 00:06:16.940]  每天在那裡喝茶等
[00:06:16.940 --> 00:06:17.940]  等到八月十五
[00:06:17.940 --> 00:06:19.180]  等幾天就會了
[00:06:19.180 --> 00:06:20.380]  好像耶穌也是
[00:06:20.380 --> 00:06:21.820]  猶太人也是
[00:06:21.820 --> 00:06:24.140]  說要下去過駐彭節
[00:06:24.140 --> 00:06:27.140]  不會前一天才出發的
[00:06:27.140 --> 00:06:29.100]  可能有些前七天
[00:06:29.100 --> 00:06:31.300]  前十天已經開始走了
[00:06:31.300 --> 00:06:34.020]  前一個月甚至已經說起走了
[00:06:34.020 --> 00:06:35.380]  所以有些人
[00:06:35.380 --> 00:06:38.220]  起行的時間有些早一些有些遲一點
[00:06:38.220 --> 00:06:42.020]  耶穌家裡的人也會去的
[00:06:42.020 --> 00:06:43.540]  第七章那裡
[00:06:43.540 --> 00:06:44.940]  耶穌的兄弟就說
[00:06:44.940 --> 00:06:48.020]  你看看第七章開頭
[00:06:48.020 --> 00:06:48.780]  哇
[00:06:48.780 --> 00:06:51.060]  好像我們今天講的廣東話
[00:06:51.060 --> 00:06:52.620]  就是在責備耶穌
[00:06:52.620 --> 00:06:55.020]  你也去猶太地吧
[00:06:55.020 --> 00:06:56.780]  你想成名的嘛
[00:06:56.780 --> 00:06:59.060]  成名當然是去猶太的地方
[00:06:59.060 --> 00:07:01.460]  在那裡表現一下
[00:07:01.460 --> 00:07:02.980]  這樣才會出名的
[00:07:03.500 --> 00:07:05.860]  就是這樣去諷刺祂
[00:07:05.860 --> 00:07:07.980]  那麼耶穌就不聽他們的話
[00:07:07.980 --> 00:07:10.380]  說我的時候還沒到
[00:07:10.380 --> 00:07:12.180]  你們先走你們先走
[00:07:12.180 --> 00:07:13.740]  就不跟他們一起去
[00:07:13.740 --> 00:07:17.180]  也不想他的兄弟這樣講的時候
[00:07:17.180 --> 00:07:18.300]  他就跟著他們去
[00:07:18.300 --> 00:07:20.780]  所以耶穌沒有跟他們一起
[00:07:20.780 --> 00:07:23.700]  但是過了之後他們出發了
[00:07:23.700 --> 00:07:25.340]  耶穌自己才再出發去
[00:07:25.340 --> 00:07:28.780]  這個就好像有些插曲告訴你
[00:07:28.780 --> 00:07:31.260]  其實耶穌的兄弟
[00:07:31.260 --> 00:07:33.860]  在那個時候雖然聽到
[00:07:33.860 --> 00:07:35.620]  或者看到耶穌行過一些神蹟
[00:07:35.620 --> 00:07:36.500]  做過一些事
[00:07:36.500 --> 00:07:37.780]  發表了一些言論
[00:07:37.780 --> 00:07:40.420]  他的兄弟基本上是不信祂的
[00:07:40.420 --> 00:07:41.700]  不接受祂
[00:07:41.700 --> 00:07:45.940]  但是耶穌暫時沒有理會這件事
[00:07:45.940 --> 00:07:48.500]  到了他認為適當的時間
[00:07:48.500 --> 00:07:50.060]  他就真的上了耶路撒冷
[00:07:50.060 --> 00:07:52.260]  過了這個鑄棚節
[00:07:52.260 --> 00:07:55.220]  鑄棚節的時候去到
[00:07:55.220 --> 00:07:59.940]  在聖殿那裡就跟一些人
[00:07:59.940 --> 00:08:03.020]  又講解一些事情
[00:08:03.020 --> 00:08:04.780]  那些人又認得他
[00:08:04.780 --> 00:08:07.940]  這個不是上次在這裡的那個
[00:08:07.940 --> 00:08:11.020]  他又講過什麼做過什麼
[00:08:11.020 --> 00:08:12.340]  就是很多的議論
[00:08:12.340 --> 00:08:14.180]  其中一些的議論
[00:08:14.180 --> 00:08:15.940]  我們看前面的影片
[00:08:15.940 --> 00:08:20.180]  開始我引述七章二十六節那一段
[00:08:20.180 --> 00:08:21.260]  大家可以看一看
[00:08:21.260 --> 00:08:24.540]  七章二十五節二十六節那一段講什麼
[00:08:24.540 --> 00:08:26.580]  七章二十五二十六那一段
[00:08:26.580 --> 00:08:29.060]  說耶路撒冷人中有一些人是這麼說的
[00:08:29.380 --> 00:08:33.580]  這不是他們想要殺的人嗎?
[00:08:33.580 --> 00:08:36.380]  就是那些普通的人在說
[00:08:36.380 --> 00:08:38.340]  他們就是指那些猶太人
[00:08:38.340 --> 00:08:40.420]  特別是那些當權的猶太人
[00:08:40.420 --> 00:08:42.020]  他們想殺耶路撒冷
[00:08:42.020 --> 00:08:43.700]  現在他們見到這個人
[00:08:43.700 --> 00:08:46.500]  就說這不就是他們想殺的那個嗎?
[00:08:46.500 --> 00:08:51.100]  就是我們平時普羅大眾在說話的那些事情
[00:08:51.100 --> 00:08:54.260]  接著二十六節再繼續講
[00:08:54.260 --> 00:08:55.180]  你看
[00:08:55.180 --> 00:08:57.460]  他還明明地講道
[00:08:58.140 --> 00:09:00.540]  他們也不向他說什麼
[00:09:00.540 --> 00:09:03.780]  難道官長真知道這是基督嗎?
[00:09:03.780 --> 00:09:05.620]  就是那些人說
[00:09:05.620 --> 00:09:07.940]  這不就是他們想殺的嗎?
[00:09:07.940 --> 00:09:09.900]  為什麼還在那裡講道呢?
[00:09:09.900 --> 00:09:11.380]  官長又不理他
[00:09:11.380 --> 00:09:14.460]  會不會是那些長輩呢?
[00:09:14.460 --> 00:09:18.100]  這裡引起了一個很重要的詞彙
[00:09:18.100 --> 00:09:19.980]  為什麼說著說著會想到
[00:09:19.980 --> 00:09:21.260]  他是不是基督呢?
[00:09:21.260 --> 00:09:23.060]  是不是救世主?
[00:09:23.060 --> 00:09:26.780]  是不是神要差派來拯救我們這個民族的那個呢?
[00:09:27.260 --> 00:09:28.860]  希臘文就叫基督
[00:09:28.860 --> 00:09:29.740]  Christos
[00:09:29.740 --> 00:09:32.660]  那些人開始這樣問
[00:09:32.660 --> 00:09:34.180]  就是說他這麼特別
[00:09:34.180 --> 00:09:35.220]  這麼有權柄
[00:09:35.220 --> 00:09:37.500]  又依人說話又這麼有道理
[00:09:37.500 --> 00:09:38.460]  哇
[00:09:38.460 --> 00:09:40.740]  今天講得很厲害
[00:09:40.740 --> 00:09:43.060]  會不會他就是那個救世主呢?
[00:09:43.060 --> 00:09:47.500]  開始讓那些人有這個話題討論
[00:09:47.500 --> 00:09:51.020]  接著再講著講著
[00:09:51.020 --> 00:09:52.780]  眾人中間
[00:09:52.780 --> 00:09:54.260]  有一些人就
[00:09:54.700 --> 00:09:57.620]  覺得耶穌所講的那些是對的
[00:09:57.620 --> 00:09:58.980]  就相信了
[00:09:58.980 --> 00:10:00.220]  就說
[00:10:00.220 --> 00:10:02.100]  基督來的時候
[00:10:02.100 --> 00:10:03.700]  他所行的神蹟
[00:10:03.700 --> 00:10:07.100]  豈能比這人所行的更多嗎?
[00:10:07.100 --> 00:10:08.900]  耶穌行了很多神蹟
[00:10:08.900 --> 00:10:10.180]  人們看著眼淚
[00:10:10.180 --> 00:10:12.260]  問是不是基督
[00:10:12.260 --> 00:10:13.620]  那些人就覺得
[00:10:13.620 --> 00:10:15.380]  哇,他已經行了這麼多神蹟
[00:10:15.380 --> 00:10:17.460]  真的基督來的時候
[00:10:17.460 --> 00:10:21.060]  真的基督行的神蹟會不會比他多呢?
[00:10:21.060 --> 00:10:22.900]  言下之意就是說
[00:10:22.900 --> 00:10:24.660]  他行了這麼多神蹟
[00:10:24.660 --> 00:10:27.260]  都足夠讓他們相信
[00:10:27.260 --> 00:10:28.740]  這個是對的
[00:10:28.740 --> 00:10:29.900]  這樣的意思
[00:10:29.900 --> 00:10:32.060]  就是可信性高了一點
[00:10:32.060 --> 00:10:34.020]  人們就覺得
[00:10:34.020 --> 00:10:37.140]  是的成數越來越高
[00:10:37.140 --> 00:10:38.660]  發展下去
[00:10:38.660 --> 00:10:39.820]  三一節之後
[00:10:39.820 --> 00:10:41.940]  第七章如果大家看看那個聖經
[00:10:41.940 --> 00:10:44.100]  那些觀察法利賽的人
[00:10:44.100 --> 00:10:46.380]  聽到那些人在那裡議論紛紛
[00:10:46.380 --> 00:10:49.580]  就心裡面很疑惑了
[00:10:49.580 --> 00:10:50.900]  就覺得這樣子
[00:10:50.900 --> 00:10:52.100]  哇,糟糕了
[00:10:52.340 --> 00:10:56.820]  眾人的心都被他這樣子拉了過去了
[00:10:56.820 --> 00:10:59.820]  人們怎麼說都不停地在那裡說
[00:10:59.820 --> 00:11:05.500]  這個就好像我們那時候看一些宮廷片
[00:11:05.500 --> 00:11:09.140]  那些皇朝的鬥爭那些
[00:11:09.140 --> 00:11:10.140]  就是說
[00:11:10.140 --> 00:11:11.740]  人們在製造輿論
[00:11:11.740 --> 00:11:14.220]  就像今天在網上製造輿論那樣
[00:11:14.220 --> 00:11:16.540]  哇,很多人都這麼說的時候
[00:11:16.540 --> 00:11:18.460]  當權者就會覺得
[00:11:18.460 --> 00:11:19.540]  哇,糟糕了
[00:11:19.540 --> 00:11:22.260]  就是不得悠悠眾口嘛
[00:11:22.380 --> 00:11:24.740]  所以這個是自古至今
[00:11:24.740 --> 00:11:26.500]  都是一個很重要的策略
[00:11:26.500 --> 00:11:29.860]  就是你使得大部分的人都這麼說的時候
[00:11:29.860 --> 00:11:33.860]  就會成為一個很不可逆轉的趨勢
[00:11:33.860 --> 00:11:35.540]  那些官將就覺得
[00:11:35.540 --> 00:11:36.180]  哇,糟糕了
[00:11:36.180 --> 00:11:36.780]  這樣子
[00:11:36.780 --> 00:11:40.100]  派人出去抓耶穌了
[00:11:40.100 --> 00:11:41.780]  真的要出去抓他
[00:11:41.780 --> 00:11:44.340]  那個事件就是說
[00:11:44.340 --> 00:11:46.820]  在環繞著聖殿在猶太省
[00:11:46.820 --> 00:11:48.980]  越來越緊張這樣子
[00:11:48.980 --> 00:11:49.540]  是不是?
[00:11:49.540 --> 00:11:50.940]  我們再看
[00:11:51.420 --> 00:11:55.140]  那些人在當中的說話的反應
[00:11:55.140 --> 00:11:57.060]  到了40節41節
[00:11:57.060 --> 00:11:59.300]  眾人聽見
[00:11:59.300 --> 00:12:00.980]  就是這樣子
[00:12:00.980 --> 00:12:02.180]  那些人就有很多話要說
[00:12:02.180 --> 00:12:03.220]  就有些人說
[00:12:03.220 --> 00:12:05.340]  "這真是那先知"
[00:12:05.340 --> 00:12:08.060]  因為在舊約也都答應了
[00:12:08.060 --> 00:12:10.580]  到時候有一個先知要來
[00:12:10.580 --> 00:12:12.260]  有救世主要來這樣子
[00:12:12.260 --> 00:12:16.100]  猶太人一直都在他們的觀念裡面等候著
[00:12:16.100 --> 00:12:17.660]  有一個先知要來
[00:12:17.660 --> 00:12:19.220]  有一個救主要來
[00:12:19.220 --> 00:12:20.660]  那很明顯
[00:12:20.660 --> 00:12:23.460]  先知的地位好像低於救主一點了
[00:12:23.460 --> 00:12:23.980]  是不是?
[00:12:23.980 --> 00:12:25.020]  那有些人就覺得
[00:12:25.020 --> 00:12:26.540]  哇,這個很厲害很厲害
[00:12:26.540 --> 00:12:28.260]  應該是那個先知了
[00:12:28.260 --> 00:12:30.100]  但是呢
[00:12:30.100 --> 00:12:33.260]  有些人又更加直接說
[00:12:33.260 --> 00:12:34.860]  "這是基督"
[00:12:34.860 --> 00:12:35.940]  哇
[00:12:35.940 --> 00:12:37.020]  剛才
[00:12:37.020 --> 00:12:38.140]  問
[00:12:38.140 --> 00:12:42.180]  官長難道都知道他是基督嗎?
[00:12:42.180 --> 00:12:43.980]  接著又說基督來的時候
[00:12:43.980 --> 00:12:45.220]  哪有這麼厲害啊?
[00:12:45.220 --> 00:12:47.420]  到了401節就直接說
[00:12:47.420 --> 00:12:49.220]  這個就是基督了
[00:12:50.100 --> 00:12:55.100]  哇,民情民意開始現在很確定了
[00:12:55.100 --> 00:12:57.580]  不過當然有兩邊的
[00:12:57.580 --> 00:12:58.660]  也有些人說
[00:12:58.660 --> 00:12:59.540]  咦
[00:12:59.540 --> 00:13:03.020]  基督為什麼從加利利出來呢?
[00:13:03.020 --> 00:13:05.060]  這個就大問題了
[00:13:05.060 --> 00:13:08.180]  就是我們一直以來的概念
[00:13:08.180 --> 00:13:09.780]  譬如我們在香港
[00:13:09.780 --> 00:13:14.100]  很多時候到年中的時候說
[00:13:14.100 --> 00:13:16.540]  考DSE放榜之類的
[00:13:16.540 --> 00:13:21.260]  哇,哪裡出了一個10A狀元啊?
[00:13:21.260 --> 00:13:23.620]  那麼你第一句當然會開始想
[00:13:23.620 --> 00:13:24.180]  咦?
[00:13:24.180 --> 00:13:25.460]  哪間學校出來呢?
[00:13:25.460 --> 00:13:26.740]  黃銀啊?
[00:13:26.740 --> 00:13:27.780]  特稅啊?
[00:13:27.780 --> 00:13:28.820]  英皇啊?
[00:13:28.820 --> 00:13:30.460]  NASA啊?
[00:13:30.460 --> 00:13:32.060]  不是的
[00:13:32.060 --> 00:13:34.860]  是天水圍的中學啊
[00:13:34.860 --> 00:13:36.100]  你有沒有搞錯啊?
[00:13:36.100 --> 00:13:38.860]  天水圍都出了10優狀元嗎?
[00:13:38.860 --> 00:13:39.980]  明白嗎?
[00:13:39.980 --> 00:13:41.260]  就是這個心態
[00:13:42.860 --> 00:13:46.780]  基督從加利利出來?有沒有搞錯啊?
[00:13:46.780 --> 00:13:48.100]  那麼這些人呢
[00:13:48.100 --> 00:13:49.820]  其實他們也很熟悉聖經的
[00:13:49.820 --> 00:13:51.620]  因為聖經有說過
[00:13:51.620 --> 00:13:53.020]  基督是從哪裡來的呢?
[00:13:53.020 --> 00:13:56.180]  來自伯利恆
[00:13:56.180 --> 00:13:58.340]  來自伯利恆
[00:13:58.340 --> 00:14:00.300]  那麼耶穌是不是來自伯利恆呢?
[00:14:00.300 --> 00:14:02.900]  為什麼會靈透呢?
[00:14:02.900 --> 00:14:05.460]  過了聖誕節沒多久而已
[00:14:05.460 --> 00:14:08.820]  上聖詩來唱的
[00:14:08.820 --> 00:14:10.580]  基督是來自伯利恆的
[00:14:10.580 --> 00:14:13.660]  不過由於身份轉折間
[00:14:13.660 --> 00:14:16.700]  他成長地在拿撒勒
[00:14:16.700 --> 00:14:20.580]  那些人就當他是加利利的拿撒勒人
[00:14:20.580 --> 00:14:24.100]  就不知道他是伯利恆出生的
[00:14:24.100 --> 00:14:25.540]  所以聖經沒有錯的
[00:14:25.540 --> 00:14:28.780]  預言基督是來自伯利恆是對的
[00:14:28.780 --> 00:14:31.380]  只不過那些人知道一點又不知道一點
[00:14:31.380 --> 00:14:34.700]  所以就誤解了耶穌來自加利利
[00:14:34.700 --> 00:14:35.300]  就說
[00:14:35.300 --> 00:14:38.380]  基督怎麼會從加利利而出呢?
[00:14:38.380 --> 00:14:40.180]  那麼兩派就在爭論
[00:14:40.580 --> 00:14:41.860]  不斷地爭論
[00:14:41.860 --> 00:14:43.780]  那麼爭論的時候
[00:14:43.780 --> 00:14:45.260]  耶穌繼續有些話要說
[00:14:45.260 --> 00:14:47.380]  大家重點納入聖經
[00:14:47.380 --> 00:14:48.300]  到了第八章
[00:14:48.300 --> 00:14:49.420]  耶穌就說了很多話
[00:14:49.420 --> 00:14:52.060]  其中在八章中間
[00:14:52.060 --> 00:14:54.100]  十二節到二十節
[00:14:54.100 --> 00:14:56.380]  就有一個很重要的主題
[00:14:56.380 --> 00:14:58.180]  耶穌就說
[00:14:58.180 --> 00:15:01.940]  祂是世界的光
[00:15:01.940 --> 00:15:03.460]  我是世界的光
[00:15:03.460 --> 00:15:06.420]  跟從我的就不會在黑暗裡面走
[00:15:06.420 --> 00:15:08.500]  必要得著生命的光
[00:15:08.500 --> 00:15:10.540]  哇!這個很震撼
[00:15:10.900 --> 00:15:13.100]  但是如果我們看《約翰福音》
[00:15:13.100 --> 00:15:14.620]  我們曾經稍早查過
[00:15:14.620 --> 00:15:18.100]  開頭在第一章的《約翰福音》
[00:15:18.100 --> 00:15:19.780]  已經提過
[00:15:19.780 --> 00:15:24.060]  這個世界的光這件事了
[00:15:24.060 --> 00:15:24.980]  到了這一章
[00:15:24.980 --> 00:15:27.500]  又將這個主題重複一下
[00:15:27.500 --> 00:15:30.300]  第一章在《約翰福音》就說
[00:15:30.300 --> 00:15:33.060]  他
[00:15:33.060 --> 00:15:35.780]  先不說聖經
[00:15:35.780 --> 00:15:37.660]  第一章
[00:15:37.660 --> 00:15:39.100]  就說
[00:15:39.100 --> 00:15:40.700]  生命在他裡頭
[00:15:40.700 --> 00:15:42.900]  這生命就是人的光
[00:15:42.900 --> 00:15:44.420]  光照在黑暗裡
[00:15:44.420 --> 00:15:45.900]  黑暗卻不接受光
[00:15:45.900 --> 00:15:47.300]  已經用這個光
[00:15:47.300 --> 00:15:49.180]  去讓人明白
[00:15:49.180 --> 00:15:50.740]  這個救主的身份
[00:15:50.740 --> 00:15:51.500]  到了這裡
[00:15:51.500 --> 00:15:53.300]  耶穌又說
[00:15:53.300 --> 00:15:55.300]  我是世界的光
[00:15:55.300 --> 00:15:56.540]  哇!這樣就很震撼了
[00:15:56.540 --> 00:15:58.740]  直接說我是
[00:15:58.740 --> 00:16:00.980]  不是我似世界的光
[00:16:00.980 --> 00:16:02.980]  或者我像世界的光
[00:16:02.980 --> 00:16:04.500]  一樣地照亮你們
[00:16:04.500 --> 00:16:06.900]  是說我是世界的光
[00:16:06.900 --> 00:16:08.180]  這樣就很不一樣了
[00:16:08.180 --> 00:16:10.860]  耶穌就用一個很強烈的信息說了出來
[00:16:10.860 --> 00:16:12.700]  一邊說的時候
[00:16:12.700 --> 00:16:14.580]  人們就越來越氣憤了
[00:16:14.580 --> 00:16:17.260]  到了第九章前面一點點
[00:16:17.260 --> 00:16:18.500]  就是第八章尾
[00:16:18.500 --> 00:16:21.980]  說到他們先祖阿伯拉罕
[00:16:21.980 --> 00:16:23.500]  耶穌就說
[00:16:23.500 --> 00:16:25.420]  我實實在在告訴你
[00:16:25.420 --> 00:16:28.060]  未曾有阿伯拉罕而先
[00:16:28.060 --> 00:16:29.340]  就已經有了我
