
[00:00:00.000 --> 00:00:01.300]  各位領子們 早晨
[00:01:29.200 --> 00:01:33.800]  所以我們怎樣能夠在這個課題裏面
[00:01:33.800 --> 00:01:36.400]  我們能夠喜樂
[00:01:36.400 --> 00:01:40.200]  Jesus over your situation
[00:01:40.200 --> 00:01:42.400]  耶穌那份的能力
[00:01:42.400 --> 00:01:45.200]  怎樣能夠去勝過 敗過
[00:01:45.200 --> 00:01:49.200]  超乎此刻我們所面對的處境呢
[00:01:49.200 --> 00:01:52.000]  很想今天在這個過程裏面
[00:01:52.000 --> 00:01:54.200]  我們真的嘗試讓聖靈
[00:01:54.200 --> 00:01:56.200]  再一次來到向我們說話
[00:01:56.200 --> 00:01:57.200]  在面對人生
[00:01:57.200 --> 00:02:00.800]  可能我不知道此刻你所面對的是什麼
[00:02:00.800 --> 00:02:03.200]  就是每個人都有
[00:02:03.200 --> 00:02:05.600]  你有壓力 我有壓力
[00:02:05.600 --> 00:02:07.600]  我們都面對著很多不同的事情
[00:02:07.600 --> 00:02:10.600]  我們怎樣去把握
[00:02:10.600 --> 00:02:13.000]  信得過萬事都互相效力
[00:02:13.000 --> 00:02:15.800]  叫愛神的人都能夠得益處
[00:02:15.800 --> 00:02:19.200]  深信上帝都容讓這些試煉在我們當中
[00:02:19.200 --> 00:02:24.000]  讓我們成長 是一個成長的契機
[00:02:24.000 --> 00:02:27.200]  在乎我們怎樣去選擇
[00:02:27.200 --> 00:02:30.000]  神學家馬丁路德說過一句話
[00:02:30.000 --> 00:02:34.600]  他說你不能夠防止雀鳥在你頭上飛過
[00:02:34.600 --> 00:02:39.800]  但是你絕對能夠阻止它在你頭上去捉賊
[00:02:39.800 --> 00:02:44.800]  意思就是神就是要透過今天雅各書
[00:02:44.800 --> 00:02:47.800]  給我們什麼提醒教導
[00:02:47.800 --> 00:02:50.800]  以至到馬丁路德這一番話
[00:02:50.800 --> 00:02:52.800]  都成為我們一個的勉勵
[00:02:52.800 --> 00:02:56.200]  能夠經得起考驗喜樂的答案
[00:02:56.200 --> 00:02:57.800]  當我們進入雅各書的時候
[00:02:57.800 --> 00:03:01.000]  一開始剛才Alex為我們讀出的時候
[00:03:01.000 --> 00:03:05.200]  都給了我們兩個的體會
[00:03:05.200 --> 00:03:09.800]  第一個體會就是我們有很大的共鳴
[00:03:09.800 --> 00:03:12.600]  經文說 我們再一起讀一次
[00:03:12.600 --> 00:03:14.400]  預備 一二三
[00:03:14.400 --> 00:03:19.200]  我的弟兄們 你們遭受各種試煉時
[00:03:19.200 --> 00:03:22.200]  都要認為是大喜樂
[00:03:22.200 --> 00:03:27.600]  當他說到我們遭受各種試煉時
[00:03:27.600 --> 00:03:30.200]  這個似乎也表明了剛才我所說的
[00:03:30.200 --> 00:03:35.000]  我們人生有很多不同的遭遇 試煉
[00:03:35.000 --> 00:03:36.800]  特別如果看回雅各書的背景
[00:03:36.800 --> 00:03:41.600]  當時第一代信耶穌復活的猶太人
[00:03:41.600 --> 00:03:45.400]  其實他們正直面臨著很大的迫害
[00:03:45.400 --> 00:03:49.200]  包括他們要面對著猶太傳統
[00:03:49.200 --> 00:03:56.400]  強烈的排擠 當時他們相信的是舊約
[00:03:56.400 --> 00:03:59.800]  對於耶穌的復活 他們不能夠去接受
[00:03:59.800 --> 00:04:03.400]  同時間 使提反的殉道之後
[00:04:03.400 --> 00:04:09.600]  當時猶太 猶太的信徒就四散逃難
[00:04:09.600 --> 00:04:15.200]  所以也面臨教會當時有內外的逼迫
[00:04:15.200 --> 00:04:17.200]  以及試煉的挑戰
[00:04:17.200 --> 00:04:20.400]  雖然今天我們未必能夠體會到
[00:04:20.400 --> 00:04:22.400]  當時他們因為信仰的緣故
[00:04:22.400 --> 00:04:26.600]  而受到當時的情況的迫害
[00:04:26.600 --> 00:04:29.400]  不過其實我們都好像剛才所說
[00:04:29.400 --> 00:04:33.400]  我們都面對著人生各種的衝擊
[00:04:33.400 --> 00:04:36.200]  我還記得剛才主席的祈禱裡面
[00:04:36.200 --> 00:04:37.600]  其實都提及到
[00:04:37.600 --> 00:04:42.000]  其實你和我都面對著生老病死
[00:04:42.000 --> 00:04:45.600]  也都可能面對著很多經濟的壓力
[00:04:45.600 --> 00:04:49.600]  現在就說加拿大會不會成為第五十一個州郡呢
[00:04:49.600 --> 00:04:53.600]  對大家經濟都有好處
[00:04:53.600 --> 00:05:00.200]  等等 我們都面對著很多變化得太嚴重
[00:05:00.200 --> 00:05:01.600]  甚或乎我們的工作
[00:05:01.600 --> 00:05:04.200]  我們的飯碗都可能不保
[00:05:04.200 --> 00:05:08.000]  也都在人世的關係裡面
[00:05:08.000 --> 00:05:11.400]  不知道大家你會怎樣去感受一下
[00:05:11.400 --> 00:05:14.000]  這段時間你和你的家人
[00:05:14.000 --> 00:05:16.800]  和教會裡面的頂智媒的關係
[00:05:16.800 --> 00:05:18.400]  有沒有張力呢
[00:05:18.400 --> 00:05:21.800]  我們會發現好像人與人之間的信任
[00:05:21.800 --> 00:05:26.000]  或者有時候的坦誠都好像不是很舊
[00:05:26.000 --> 00:05:29.800]  以致到有形成很多的誤會
[00:05:29.800 --> 00:05:31.400]  一些不開心
[00:05:31.400 --> 00:05:34.800]  面對社會著很多不公義的事情
[00:05:34.800 --> 00:05:36.600]  現在打劫好像很平常
[00:05:36.600 --> 00:05:39.600]  大家拿著手機拍著
[00:05:39.600 --> 00:05:42.000]  都好像很荒謬
[00:05:42.000 --> 00:05:45.200]  以前都不會想像到為什麼今時今日
[00:05:45.200 --> 00:05:48.600]  可以去到一個這麼極端的層面
[00:05:48.600 --> 00:05:51.400]  很多的計劃不似預期
[00:05:51.400 --> 00:05:55.400]  我們尤其是很喜歡去計劃
[00:05:55.400 --> 00:05:58.000]  做計劃我們是很需要的
[00:05:58.000 --> 00:05:59.200]  由我們的成長的時候
[00:05:59.200 --> 00:06:02.000]  但是很多事情因為種種的事情發生
[00:06:02.000 --> 00:06:03.400]  打亂了節奏
[00:06:03.400 --> 00:06:07.000]  令到我們都不知道怎麼辦
[00:06:07.000 --> 00:06:09.200]  也都在教會裡面
[00:06:09.200 --> 00:06:13.200]  有人的地方就有什麼
[00:06:13.200 --> 00:06:14.000]  有什麼
[00:06:14.000 --> 00:06:16.600]  有人的地方就有問題了
[00:06:16.600 --> 00:06:18.600]  我們都會面對著很多
[00:06:18.600 --> 00:06:22.200]  教會一個不完美的地方的時候
[00:06:22.200 --> 00:06:24.000]  有些不完全的時候
[00:06:24.000 --> 00:06:28.000]  我們怎樣去面對呢
[00:06:28.000 --> 00:06:29.000]  中國人都有句說話
[00:06:29.000 --> 00:06:30.600]  人生不如意的事
[00:06:30.600 --> 00:06:32.200]  十常八九
[00:06:32.200 --> 00:06:36.200]  其實我們都成為了一個提醒
[00:06:36.200 --> 00:06:38.200]  也都在聖經裡面
[00:06:38.200 --> 00:06:40.600]  其實也都一早告訴過我們
[00:06:40.600 --> 00:06:42.800]  如果我們真的去看聖經
[00:06:42.800 --> 00:06:43.800]  在不同的章節
[00:06:43.800 --> 00:06:46.800]  我特別抽了這三節來講
[00:06:46.800 --> 00:06:48.600]  在約翰福音十六章三十三節
[00:06:48.600 --> 00:06:50.800]  耶穌說在西上
[00:06:50.800 --> 00:06:52.000]  你們是有什麼
[00:06:52.000 --> 00:06:53.000]  苦難
[00:06:53.000 --> 00:06:55.200]  在彼得前書四章
[00:06:55.200 --> 00:06:56.800]  特別是講苦難一章
[00:06:56.800 --> 00:06:58.600]  多麼重要的一章
[00:06:58.600 --> 00:06:59.400]  親愛的
[00:06:59.400 --> 00:07:02.400]  有火一般的考驗臨到你們
[00:07:02.400 --> 00:07:03.800]  不要怎樣說
[00:07:03.800 --> 00:07:05.200]  奇怪
[00:07:05.200 --> 00:07:08.400]  似乎遭遇非常的事
[00:07:08.400 --> 00:07:11.400]  也都在仕途行傳十四章二十二節
[00:07:11.400 --> 00:07:13.600]  我們進入神的國
[00:07:13.600 --> 00:07:15.200]  必須怎樣說
[00:07:15.200 --> 00:07:18.800]  經歷許多艱難
[00:07:18.800 --> 00:07:20.600]  所以原來在聖經裡面
[00:07:20.600 --> 00:07:25.400]  已經告訴了我們一個事實
[00:07:25.400 --> 00:07:26.600]  這個事實就是說
[00:07:26.600 --> 00:07:29.600]  我們是必然去經歷苦難
[00:07:29.600 --> 00:07:31.800]  試煉一些人生裡面
[00:07:31.800 --> 00:07:33.400]  種種的衝擊
[00:07:33.400 --> 00:07:35.400]  我們不應該覺得奇怪
[00:07:35.400 --> 00:07:38.400]  反而我們怎樣以一個平靜
[00:07:38.400 --> 00:07:41.000]  一個勇氣去面對
[00:07:41.000 --> 00:07:43.800]  使這些考驗都成為
[00:07:43.800 --> 00:07:46.400]  我們生命的一個磨練
[00:07:46.400 --> 00:07:48.800]  好像聖經裡面所提及到
[00:07:48.800 --> 00:07:51.400]  我們能夠變成一個貞金
[00:07:51.400 --> 00:07:54.600]  貞金不怕紅爐火
[00:07:54.600 --> 00:07:56.000]  能夠在信仰裡面
[00:07:56.000 --> 00:07:59.600]  我們繼續去持守神的話語
[00:07:59.600 --> 00:08:02.200]  在整個雅各書裡面
[00:08:02.200 --> 00:08:05.000]  我們經常都會見到三個「試」字
[00:08:05.000 --> 00:08:08.400]  包括就是試煉、試探和試驗
[00:08:08.400 --> 00:08:10.400]  究竟意思是怎樣呢
[00:08:10.400 --> 00:08:12.200]  試煉和試探
[00:08:12.200 --> 00:08:14.800]  其實原文都是同一個字根
[00:08:14.800 --> 00:08:18.000]  它有正和負兩個的含義
[00:08:18.000 --> 00:08:20.600]  正面的含義就是試煉
[00:08:20.600 --> 00:08:24.000]  讓試驗的生命裡頭
[00:08:24.000 --> 00:08:26.000]  更加趨向成熟
[00:08:26.000 --> 00:08:27.600]  以及對它有益處
[00:08:27.600 --> 00:08:29.600]  試煉是出於神的
[00:08:29.600 --> 00:08:33.400]  使人的生命能夠得到更大的詛咒
[00:08:33.400 --> 00:08:35.200]  成為神合用的器皿
[00:08:35.200 --> 00:08:38.000]  而負面的含義就是試探
[00:08:38.000 --> 00:08:41.000]  就是說受試驗者的生命
[00:08:41.000 --> 00:08:44.600]  陷在罪惡的結局裡面
[00:08:44.600 --> 00:08:47.600]  試探是出於撒旦
[00:08:47.600 --> 00:08:49.800]  使人犯罪墮落
[00:08:49.800 --> 00:08:51.800]  繼而離棄神
[00:08:51.800 --> 00:08:55.200]  而試驗其實就是一個中性的詞
[00:08:55.200 --> 00:08:59.200]  就好像在《盧家福音》十四章十九節裡面
[00:08:59.200 --> 00:09:01.600]  說到我們試一試
[00:09:01.600 --> 00:09:03.600]  或者在羅馬書十二章二節
[00:09:03.600 --> 00:09:05.000]  我們都很熟悉的
[00:09:05.000 --> 00:09:07.800]  就是我們怎樣去測驗神的善良
[00:09:07.800 --> 00:09:09.400]  順著可喜悅的旨意
[00:09:09.400 --> 00:09:12.400]  那個測驗就是試驗的意思
[00:09:12.400 --> 00:09:14.000]  其實就是要顯示
[00:09:14.000 --> 00:09:15.600]  藉著那件事情
[00:09:15.600 --> 00:09:18.800]  顯示那個人的真偽
[00:09:18.800 --> 00:09:25.000]  所以當我們承受著
[00:09:25.000 --> 00:09:27.600]  剛才我們所提及到的那些打擊
[00:09:27.600 --> 00:09:32.600]  其實可以成為摧毀你的信仰的試探
[00:09:32.600 --> 00:09:34.200]  但是與此同時
[00:09:34.200 --> 00:09:38.000]  如果我們能夠把握在過程裡面
[00:09:38.000 --> 00:09:40.600]  亦都可以幫助我們
[00:09:40.600 --> 00:09:45.200]  磨練我們能夠更加邁向成熟的試煉
[00:09:45.200 --> 00:09:49.200]  究竟在每一個事情的背後
[00:09:49.200 --> 00:09:51.800]  是成為了打低我們信仰的試探
[00:09:51.800 --> 00:09:55.200]  抑或是幫助我們信仰的試煉
[00:09:55.200 --> 00:09:58.000]  究竟是一個生命的路
[00:09:58.000 --> 00:10:00.800]  試煉當我們願意在過程裡面
[00:10:00.800 --> 00:10:02.400]  去仰賴神的時候
[00:10:02.400 --> 00:10:05.000]  我們就會踏上生命的路
[00:10:05.000 --> 00:10:05.600]  否則的話
[00:10:05.600 --> 00:10:09.600]  我們就會步向試探一條死亡的路
[00:10:09.600 --> 00:10:11.800]  所以在人生的裡面
[00:10:11.800 --> 00:10:14.200]  我們必須要謹記
[00:10:14.200 --> 00:10:16.000]  其實我們是預了
[00:10:16.000 --> 00:10:17.600]  必然是會經歷試煉
[00:10:17.600 --> 00:10:20.800]  我們是必須要去接受這件事情
[00:10:20.800 --> 00:10:22.400]  這個是第一件事
[00:10:22.400 --> 00:10:26.400]  給我們一個很有共鳴的提出
[00:10:26.400 --> 00:10:30.600]  第二個令我們有另一個感受
[00:10:30.600 --> 00:10:32.800]  就是很大的震撼
[00:10:32.800 --> 00:10:34.400]  在這個過程裡面
[00:10:34.400 --> 00:10:39.200]  雅各認為都要認為是大喜樂
[00:10:39.200 --> 00:10:40.200]  不知道每一次
[00:10:40.200 --> 00:10:43.200]  其實可能這段經文太熟悉了
[00:10:43.200 --> 00:10:44.200]  我不知道你
[00:10:44.200 --> 00:10:46.200]  即時可能在腦袋裡面
[00:10:46.200 --> 00:10:51.200]  已經有很多色經走出來
[00:10:51.200 --> 00:10:52.800]  我不知道你會不會覺得
[00:10:52.800 --> 00:10:55.400]  是一個很奇怪的要求
[00:10:55.400 --> 00:10:58.600]  即是在面對各種的苦難的時候
[00:10:58.600 --> 00:11:00.000]  我們要有一個喜樂的心
[00:11:00.000 --> 00:11:03.000]  其實這個意思不單止是說
[00:11:03.000 --> 00:11:06.800]  要有一個超越環境的喜樂心態
[00:11:06.800 --> 00:11:09.200]  更重要其實雅各是說
[00:11:09.200 --> 00:11:13.000]  我們因著這個苦難而喜樂
[00:11:13.000 --> 00:11:17.600]  苦難導致我們喜樂這個原因
[00:11:17.600 --> 00:11:19.200]  簡直聽起來的時候
[00:11:19.200 --> 00:11:22.200]  其實有一點點違反常理
[00:11:22.200 --> 00:11:25.000]  我還記得以前我認識一個朋友
[00:11:25.000 --> 00:11:26.200]  他是微信主
[00:11:26.200 --> 00:11:28.200]  他經常覺得我們基督徒很奇怪
[00:11:28.200 --> 00:11:30.400]  究竟你們是否一班有問題的人
[00:11:30.400 --> 00:11:34.000]  即是當面對患難又要說開心
[00:11:34.000 --> 00:11:37.200]  即是有人離世你又說感謝神
[00:11:37.200 --> 00:11:39.200]  面對疾病你又要讚美
[00:11:39.200 --> 00:11:41.400]  其實你們不是真的有病嗎
[00:11:41.400 --> 00:11:45.600]  你們好像很自然企說一樣
[00:11:45.600 --> 00:11:48.000]  其實雅各這裡並不是要我們
[00:11:48.000 --> 00:11:50.800]  去成為一個屬靈的超人
[00:11:50.800 --> 00:11:52.200]  亦都不是要我們
[00:11:52.200 --> 00:11:55.600]  去將這些憂傷抑壓
[00:11:55.600 --> 00:11:58.200]  扮到喜樂的樣子
[00:11:58.200 --> 00:12:01.000]  相反其實雅各在這裡所說的
[00:12:01.000 --> 00:12:04.600]  就是要我們要有一個全新的視覺
[00:12:04.600 --> 00:12:07.400]  去看甚麼是試煉
[00:12:07.400 --> 00:12:09.600]  上帝從來都沒有要求我們
[00:12:09.600 --> 00:12:12.400]  要否認我們個人的軟弱
[00:12:12.400 --> 00:12:14.400]  因為無論你信了主也好
[00:12:14.400 --> 00:12:15.400]  未信主也好
[00:12:15.400 --> 00:12:17.800]  其實我們都會面對著剛才所提及
[00:12:17.800 --> 00:12:20.000]  人生不同的困境
[00:12:20.000 --> 00:12:21.400]  作為主的門徒
[00:12:21.400 --> 00:12:25.600]  我們都知道我們所行的路和方向
[00:12:25.600 --> 00:12:28.800]  神其實是指引我們
[00:12:28.800 --> 00:12:32.000]  要從一個軟弱的道路上
[00:12:32.000 --> 00:12:34.000]  走向一個喜樂的路
[00:12:34.000 --> 00:12:37.200]  並且要我們在心智上
[00:12:37.200 --> 00:12:40.400]  帶來一個更生和轉變
[00:12:40.400 --> 00:12:43.800]  雖然在座我們很多都已經成為主的門徒
[00:12:43.800 --> 00:12:45.400]  成為了基督徒
[00:12:45.400 --> 00:12:48.600]  不過我們的思想我們的觀念
[00:12:48.600 --> 00:12:51.600]  是否已經被改變過來呢
[00:12:51.600 --> 00:12:54.200]  還記得有一句標語
[00:12:54.200 --> 00:12:56.400]  就是「信耶穌得永生」
[00:12:56.400 --> 00:12:59.600]  可能你都聽過這個可能是笑話
[00:12:59.600 --> 00:13:00.800]  不過都很值得我們反思
[00:13:00.800 --> 00:13:04.200]  在風雨侵蝕之下就變成
[00:13:04.200 --> 00:13:07.000]  「信耶穌得水牛」
[00:13:07.000 --> 00:13:10.000]  即是沒有了那一句
[00:13:10.000 --> 00:13:11.400]  下雨交加的時候
[00:13:11.400 --> 00:13:13.200]  當人們見到
[00:13:13.200 --> 00:13:15.600]  「信耶穌得水牛」
[00:13:15.600 --> 00:13:17.000]  結果很多人就說
[00:13:17.000 --> 00:13:20.000]  「我要舉手信耶穌」
[00:13:20.000 --> 00:13:24.400]  我不知道我們會否抱著一個這樣的心態
[00:13:24.400 --> 00:13:27.400]  認為信耶穌會帶來給我們人生
[00:13:27.400 --> 00:13:30.400]  很多的順利、成功、發達
[00:13:30.400 --> 00:13:32.200]  這些價值觀
[00:13:32.200 --> 00:13:35.400]  其實這些價值觀在我們信主之前
[00:13:35.400 --> 00:13:37.400]  已經很根深蒂固了
[00:13:37.400 --> 00:13:39.000]  例如我們會說
[00:13:39.000 --> 00:13:43.000]  「拜得神多就得到神庇佑」
[00:13:43.000 --> 00:13:46.200]  我們曾幾何時都被這個世界的價值觀
[00:13:46.200 --> 00:13:48.000]  甚或乎此刻
[00:13:48.000 --> 00:13:50.000]  這些價值觀都成為了
[00:13:50.000 --> 00:13:53.200]  我們一些習以為常的行事方式
[00:13:53.200 --> 00:13:54.800]  或者是觀念
[00:13:54.800 --> 00:13:56.600]  這些觀念
[00:13:56.600 --> 00:13:58.400]  當我們信主之後
[00:13:58.400 --> 00:14:01.400]  有沒有被根深改變過來呢
[00:14:01.400 --> 00:14:06.200]  抑或依然影響我們生活的態度
[00:14:06.200 --> 00:14:08.200]  或者行為模式呢
[00:14:08.200 --> 00:14:10.200]  當我們看回舊約
[00:14:10.200 --> 00:14:12.200]  摩西大令以色列人
[00:14:12.200 --> 00:14:13.600]  離開埃及
[00:14:13.600 --> 00:14:15.600]  在四十年的曠野的道路
[00:14:15.600 --> 00:14:18.600]  其實本來這段路
[00:14:18.600 --> 00:14:22.200]  只需要四十多天就已經可以走完
[00:14:22.200 --> 00:14:25.400]  為何要走多四十年呢
[00:14:25.400 --> 00:14:27.800]  為何要走這麼久呢
[00:14:27.800 --> 00:14:29.000]  其實就關乎到
[00:14:29.000 --> 00:14:31.400]  這班以色列人他們的內心
[00:14:31.400 --> 00:14:34.800]  仍然都有很多的問題和掙扎
[00:14:34.800 --> 00:14:39.600]  過去可能他們在埃及裏面成為奴隸
[00:14:39.600 --> 00:14:43.400]  長期受到埃及的文化影響
[00:14:43.400 --> 00:14:46.600]  他們不單止學會了埃及的知識
[00:14:46.600 --> 00:14:51.200]  甚至乎亦都驗上了拜偶像的習慣
[00:14:51.200 --> 00:14:52.200]  作為奴隸
[00:14:52.200 --> 00:14:54.200]  你想想他們的心態
[00:14:54.200 --> 00:14:56.400]  其實都頗為扭曲的
[00:14:56.400 --> 00:15:01.000]  他們對於人的思想價值都被扭曲
[00:15:01.000 --> 00:15:03.600]  當每當困難挑戰的時候
[00:15:03.600 --> 00:15:06.800]  他們第一個反應會是怎樣
[00:15:06.800 --> 00:15:09.200]  第一個反應就是抱怨
[00:15:09.200 --> 00:15:10.800]  埋怨
[00:15:10.800 --> 00:15:14.600]  所以縱然他們離開了圍爐之地
[00:15:14.600 --> 00:15:17.600]  但他們的內心依然未被釋放
[00:15:17.600 --> 00:15:19.400]  仍然都被捆綁
[00:15:19.400 --> 00:15:21.600]  當在曠野裏面面對著
[00:15:21.600 --> 00:15:23.800]  沒有東西吃沒有水喝
[00:15:23.800 --> 00:15:26.800]  有很多問題的時候
[00:15:26.800 --> 00:15:30.200]  他們的抱怨就衝口而出
[00:15:30.200 --> 00:15:34.400]  反映著他們過去價值觀的生命習慣
[00:15:34.400 --> 00:15:36.600]  仍然未被改變
[00:15:36.600 --> 00:15:41.000]  我們知道曠野只不過是生命的一段路程
[00:15:41.000 --> 00:15:43.000]  神為他們預備了一個
[00:15:43.000 --> 00:15:46.000]  「迦南美地」這個目的
[00:15:46.000 --> 00:15:49.600]  這個Destination 終點
[00:15:49.600 --> 00:15:51.200]  在這個曠野的路上
[00:15:51.200 --> 00:15:53.800]  神亦給予他們不同的試煉
[00:15:53.800 --> 00:15:56.800]  這些試煉就是要幫助他們
[00:15:56.800 --> 00:15:58.400]  在那個觀念裏面
[00:15:58.400 --> 00:16:01.000]  能夠不斷地被調教
[00:16:01.000 --> 00:16:05.400]  幫助他們怎樣去敬拜神
[00:16:05.400 --> 00:16:06.800]  各位頂智媒
[00:16:06.800 --> 00:16:09.800]  不知道此刻我們的生命
[00:16:09.800 --> 00:16:13.600]  我們的旅途又是怎樣一回事
[00:16:13.600 --> 00:16:16.800]  可能我們信了主不同的年日
[00:16:16.800 --> 00:16:19.000]  但我們有沒有真的不斷地
[00:16:19.000 --> 00:16:21.400]  去被神的話語
[00:16:21.400 --> 00:16:24.200]  去更新改變我們的生命
[00:16:24.200 --> 00:16:27.400]  特別亞國書在上一次吳牧師
[00:16:27.400 --> 00:16:28.800]  都提醒我們
[00:16:28.800 --> 00:16:31.200]  我們不單止是「知道」
[00:16:31.200 --> 00:16:34.000]  其實我們知道不少神的話語
[00:16:34.000 --> 00:16:36.000]  不過我們有沒有將神的話語
[00:16:36.000 --> 00:16:38.800]  實踐出來呢
[00:16:38.800 --> 00:16:42.800]  神的話語是不能改變我們的生命的
[00:16:42.800 --> 00:16:46.600]  唯有我們要去實踐神的話語
[00:16:46.600 --> 00:16:49.400]  實踐上帝給我們的吩咐教導
[00:16:49.400 --> 00:16:53.400]  我們的生命才能夠被轉化過來
[00:16:53.400 --> 00:16:56.200]  我們需要持續地這樣去悔改
[00:16:56.200 --> 00:16:58.200]  持續地求主去憐憫
[00:16:58.200 --> 00:16:59.600]  使得我們的心
[00:16:59.600 --> 00:17:00.800]  我們的思想
[00:17:00.800 --> 00:17:02.000]  我們的行為
[00:17:02.000 --> 00:17:04.800]  都能夠與我們夢照的恩
[00:17:04.800 --> 00:17:06.400]  能夠去相呈
[00:17:06.400 --> 00:17:08.200]  特別羅馬書十二章二節
[00:17:08.200 --> 00:17:09.200]  我們一起讀出來好不好
[00:17:09.200 --> 00:17:11.000]  預備一二三
[00:17:11.000 --> 00:17:13.600]  「不要效法這個世界
[00:17:13.600 --> 00:17:16.400]  只要心意更新而變化
[00:17:16.400 --> 00:17:18.600]  要你們測驗何謂神的
[00:17:18.600 --> 00:17:22.800]  善良順傳可喜悅的旨意」
[00:17:22.800 --> 00:17:25.600]  這次的經文再一次告訴我們
[00:17:25.600 --> 00:17:29.000]  之所以我們能夠心意更新而變化
[00:17:29.000 --> 00:17:32.600]  不僅是頭腦理性上的認知
[00:17:32.600 --> 00:17:34.000]  更重要的是
[00:17:34.000 --> 00:17:39.800]  聖靈在當中不斷地轉化我們的思想
[00:17:39.800 --> 00:17:41.800]  這是一個paradigm shift
[00:17:41.800 --> 00:17:44.200]  從一個全新的角度
[00:17:44.200 --> 00:17:47.000]  來看本來我們所面對的處境
[00:17:47.000 --> 00:17:48.600]  心境環境
[00:17:48.600 --> 00:17:52.200]  突破舊有的思想框架
[00:17:52.200 --> 00:17:55.600]  進入在耶穌基督所期盼
[00:17:55.600 --> 00:17:59.400]  在聖經中給予我們真理的思考方式
[00:17:59.400 --> 00:18:02.600]  以及生活態度的過程
[00:18:02.600 --> 00:18:03.600]  所以
[00:18:03.600 --> 00:18:05.800]  當我們接受了耶穌基督
[00:18:05.800 --> 00:18:07.000]  成為我們個人的救主
[00:18:07.000 --> 00:18:10.400]  其實就是一個思想轉變
[00:18:10.400 --> 00:18:12.000]  一個paradigm shift
[00:18:12.000 --> 00:18:14.400]  一個生命的革新
[00:18:14.400 --> 00:18:16.800]  改變了我們的身份
[00:18:16.800 --> 00:18:19.400]  人生的目標和意義
[00:18:19.400 --> 00:18:23.000]  如果我們回顧在《仕途行傳》中
[00:18:23.000 --> 00:18:26.200]  本來那群跟隨主的門徒
[00:18:26.200 --> 00:18:28.200]  其實都很脆弱
[00:18:28.200 --> 00:18:31.400]  生命都有很多軟弱
[00:18:31.400 --> 00:18:35.400]  當我們看《四福音》的時候
[00:18:35.400 --> 00:18:37.000]  一直看《新約》的時候
[00:18:37.000 --> 00:18:38.800]  其實他們都很怕人
[00:18:38.800 --> 00:18:40.800]  很怕當時的政權
[00:18:40.800 --> 00:18:43.200]  當他們面對逼迫的時候
[00:18:43.200 --> 00:18:45.200]  其實他們可能跟我們一樣
[00:18:45.200 --> 00:18:47.000]  會選擇逃避
[00:18:47.000 --> 00:18:50.400]  尤其是當耶穌被捉拿的時候
[00:18:50.400 --> 00:18:52.000]  門徒四散
[00:18:52.000 --> 00:18:55.000]  那位說我怎麼都不會離開神的彼得
[00:18:55.000 --> 00:18:57.200]  三次不認主
[00:18:57.200 --> 00:19:00.800]  不過後來我們發現了一個很傳奇的事情
[00:19:00.800 --> 00:19:03.800]  就是當聖靈降臨在他們生命的時候
[00:19:03.800 --> 00:19:07.200]  他們的生命發生了劇變
