
[00:00:00.000 --> 00:00:03.500]  我們來到與神同行的第二講
[00:03:06.800 --> 00:03:08.500]  也不是流心月餅的流月
[00:03:08.500 --> 00:03:10.000]  是基斯流月
[00:03:10.000 --> 00:03:12.700]  就和現在大概十一月左右
[00:03:12.700 --> 00:03:14.200]  十一二月左右
[00:03:14.200 --> 00:03:16.900]  至於第二章的尼散月是幾時呢
[00:03:16.900 --> 00:03:18.900]  大概是三四月左右
[00:03:18.900 --> 00:03:20.900]  大家都會數一數手指
[00:03:20.900 --> 00:03:22.500]  經歷了那段時間
[00:03:22.500 --> 00:03:24.900]  第一章和第二章中間有幾多個月
[00:03:24.900 --> 00:03:27.300]  大概三四個月左右
[00:03:27.300 --> 00:03:29.500]  那將近四個月裏面
[00:03:29.500 --> 00:03:33.300]  究竟尼軒米做了什麼呢
[00:03:33.300 --> 00:03:35.400]  你猜祂做了什麼呢
[00:03:35.400 --> 00:03:37.500]  聖經沒有說
[00:03:37.500 --> 00:03:39.600]  我就覺得
[00:03:39.600 --> 00:03:41.200]  我就相信
[00:03:41.200 --> 00:03:42.900]  祂是祈禱
[00:03:42.900 --> 00:03:44.900]  因為祂是祈禱的人
[00:03:44.900 --> 00:03:47.200]  祂是一個祈禱的人
[00:03:47.200 --> 00:03:49.900]  祂在國王的酒精
[00:03:49.900 --> 00:03:52.400]  這段時間祂也會很多次
[00:03:52.400 --> 00:03:54.500]  站在國王面前
[00:03:54.500 --> 00:03:56.600]  但是聖經沒有說
[00:03:56.600 --> 00:03:59.600]  祂和國王主動分享什麼
[00:03:59.600 --> 00:04:02.100]  祂一直在等
[00:04:02.100 --> 00:04:03.800]  寂寞到夜深
[00:04:03.800 --> 00:04:04.700]  不寂寞的
[00:04:04.700 --> 00:04:06.300]  因為祈禱有神同在
[00:04:06.300 --> 00:04:07.600]  一直在等
[00:04:07.600 --> 00:04:09.800]  等待一個時機
[00:04:09.800 --> 00:04:12.300]  等待神的一個時機
[00:04:12.300 --> 00:04:13.400]  有些學者說
[00:04:13.400 --> 00:04:16.900]  祂其實沒有機會說
[00:04:16.900 --> 00:04:17.600]  為什麼
[00:04:17.600 --> 00:04:20.100]  因為國王要去避寒
[00:04:20.100 --> 00:04:21.100]  有些避暑
[00:04:21.100 --> 00:04:23.000]  就去了佛羅里達
[00:04:23.000 --> 00:04:24.700]  或者避寒就回到香港
[00:04:24.700 --> 00:04:26.200]  但是祂避寒就去了其他地方
[00:04:26.200 --> 00:04:27.300]  出了城市
[00:04:27.300 --> 00:04:28.200]  出了埠
[00:04:28.200 --> 00:04:29.600]  所以就沒有機會說
[00:04:29.600 --> 00:04:32.200]  不過我相信就算祂真的在國王
[00:04:32.200 --> 00:04:34.800]  經常要事走
[00:04:34.800 --> 00:04:37.100]  其實我覺得祂也是
[00:04:37.100 --> 00:04:39.700]  真的在等候
[00:04:39.700 --> 00:04:41.700]  專心等候
[00:04:41.700 --> 00:04:43.500]  禱告中等候
[00:04:43.500 --> 00:04:44.800]  聆聽
[00:04:44.800 --> 00:04:45.900]  雖然第一章的結尾
[00:04:45.900 --> 00:04:47.200]  沒有說祂是一個渴望
[00:04:47.200 --> 00:04:48.000]  但是我們知道
[00:04:48.000 --> 00:04:49.500]  神已經將一項任務
[00:04:49.500 --> 00:04:50.400]  一個使命
[00:04:50.400 --> 00:04:52.400]  擺在了你希米的心
[00:04:52.400 --> 00:04:55.200]  就是要計劃重建這個城牆
[00:04:55.200 --> 00:04:57.800]  祂甚願神賜給祂有這個恩典
[00:04:57.800 --> 00:05:00.500]  但是祂知道時機尚未成熟
[00:05:00.500 --> 00:05:02.400]  所以在這幾個月裡面
[00:05:02.400 --> 00:05:03.600]  等候
[00:05:03.600 --> 00:05:05.000]  大兄姊妹
[00:05:05.000 --> 00:05:07.100]  我們在渴望神的引領當中
[00:05:07.100 --> 00:05:09.400]  可能很大的功課要學的
[00:05:09.400 --> 00:05:11.800]  就是等
[00:05:11.800 --> 00:05:13.900]  我們不是很喜歡等
[00:05:13.900 --> 00:05:16.100]  因為什麼都要快
[00:05:16.100 --> 00:05:17.100]  不過很有趣
[00:05:17.100 --> 00:05:21.400]  在這個禮拜預備講章的時候
[00:05:21.400 --> 00:05:23.400]  有個叫做YouVersion的App
[00:05:23.400 --> 00:05:24.500]  不知道大家有沒有用
[00:05:24.500 --> 00:05:26.300]  YouVersion的聖經App
[00:05:26.300 --> 00:05:27.600]  有Verse of the Day
[00:05:27.600 --> 00:05:28.600]  每日
[00:05:28.600 --> 00:05:29.800]  金句
[00:05:29.800 --> 00:05:32.000]  祂早幾天的每日金句
[00:05:32.000 --> 00:05:35.500]  就是CP27篇的十四節
[00:05:35.500 --> 00:05:36.100]  祂這樣說
[00:05:36.100 --> 00:05:38.000]  要等候耶和華
[00:05:38.000 --> 00:05:39.300]  當壯膽
[00:05:39.300 --> 00:05:40.700]  兼顧你的心
[00:05:40.700 --> 00:05:42.600]  要等候耶和華
[00:05:42.600 --> 00:05:43.700]  英文祂是說
[00:05:43.700 --> 00:05:49.100]  You wait for and confidently expect the Lord
[00:05:49.100 --> 00:05:51.700]  這個等候不是被動
[00:05:51.700 --> 00:05:52.700]  不是不管
[00:05:52.700 --> 00:05:55.100]  而是有個心去期待
[00:05:55.100 --> 00:05:57.300]  期盼因為神會做事
[00:05:57.300 --> 00:06:00.700]  亦都相信神是會做事
[00:06:00.700 --> 00:06:02.900]  我們大多數人都很高效率
[00:06:02.900 --> 00:06:04.500]  要什麼都快
[00:06:04.500 --> 00:06:06.300]  因為有句說話就是
[00:06:06.300 --> 00:06:06.700]  不要急
[00:06:06.700 --> 00:06:08.200]  最重要快
[00:06:08.200 --> 00:06:09.500]  但是
[00:06:09.500 --> 00:06:11.200]  我們在快那裡
[00:06:11.200 --> 00:06:13.300]  不是馬上有結果的
[00:06:13.300 --> 00:06:14.200]  很多時候
[00:06:14.200 --> 00:06:17.100]  我們等候其實是生活的一部份
[00:06:17.100 --> 00:06:18.400]  總之
[00:06:18.400 --> 00:06:20.600]  要等候成為食物
[00:06:20.600 --> 00:06:23.000]  就好像我們其中一個Youth
[00:06:23.000 --> 00:06:25.200]  不說名字了
[00:06:25.200 --> 00:06:26.600]  大家都知道
[00:06:26.600 --> 00:06:29.100]  他要種蕃茄
[00:06:29.100 --> 00:06:31.300]  每日拍照
[00:06:31.300 --> 00:06:32.900]  每日在種蕃茄
[00:06:32.900 --> 00:06:34.700]  真的看到蕃茄
[00:06:34.700 --> 00:06:36.100]  很好吃
[00:06:36.100 --> 00:06:36.700]  又不見了
[00:06:36.700 --> 00:06:37.800]  給我吃的
[00:06:37.800 --> 00:06:39.900]  我們由一個季度
[00:06:39.900 --> 00:06:41.800]  去到下一個季度
[00:06:41.800 --> 00:06:44.700]  嬰兒又要等他做一個小童
[00:06:44.700 --> 00:06:45.800]  成人
[00:06:45.800 --> 00:06:47.900]  樹木也要等他長大
[00:06:47.900 --> 00:06:50.300]  成為一個提供陰涼的地方
[00:06:50.300 --> 00:06:52.500]  所以無論我們喜不喜歡
[00:06:52.500 --> 00:06:54.400]  其實等是需要耐性
[00:06:54.400 --> 00:06:55.900]  我們可能要等幾天
[00:06:55.900 --> 00:06:57.200]  幾個星期
[00:06:57.200 --> 00:06:58.000]  幾個月
[00:06:58.000 --> 00:06:59.400]  甚至幾十年
[00:06:59.400 --> 00:07:02.000]  我們或者都未必可以
[00:07:02.000 --> 00:07:04.700]  先得到禱告的回應
[00:07:04.700 --> 00:07:06.000]  可能要過了很久
[00:07:06.000 --> 00:07:07.900]  我們才見到家人信主
[00:07:07.900 --> 00:07:09.900]  才見到浪子回頭
[00:07:09.900 --> 00:07:12.000]  才可以聽到
[00:07:12.000 --> 00:07:13.700]  等了很久的道歉
[00:07:13.700 --> 00:07:17.000]  才可能等到合適的時機
[00:07:17.000 --> 00:07:19.500]  令我們的夢想成真
[00:07:19.500 --> 00:07:21.800]  但當我們內心等候主的時候
[00:07:21.800 --> 00:07:23.900]  我們並不是什麼都不做
[00:07:23.900 --> 00:07:25.400]  就等吧
[00:07:25.400 --> 00:07:26.500]  做一個藉口
[00:07:26.500 --> 00:07:28.800]  其實裏面真的有一個expectancy
[00:07:28.800 --> 00:07:30.200]  有一個滿心
[00:07:30.200 --> 00:07:31.900]  去仰望主耶穌
[00:07:31.900 --> 00:07:33.200]  所以我們可以在
[00:07:33.200 --> 00:07:35.000]  等候裏面做什麼呢
[00:07:35.000 --> 00:07:37.800]  就是積極地繼續去尋求神
[00:07:37.800 --> 00:07:39.500]  跟祂建立關係
[00:07:39.500 --> 00:07:40.700]  等候祂
[00:07:40.700 --> 00:07:42.400]  在日常生活裏面
[00:07:42.400 --> 00:07:44.700]  處處跟祂祈禱
[00:07:44.700 --> 00:07:46.800]  處處見到祂的作為
[00:07:46.800 --> 00:07:48.100]  去敬拜祂
[00:07:48.100 --> 00:07:50.400]  可以再回想一下
[00:07:50.400 --> 00:07:52.100]  神祟過往的日子裏面
[00:07:52.100 --> 00:07:53.900]  怎樣帶我
[00:07:53.900 --> 00:07:55.500]  或者我們在教會內
[00:07:55.500 --> 00:07:56.600]  外的人
[00:07:56.600 --> 00:07:58.100]  都有服侍
[00:07:58.100 --> 00:08:01.800]  用我們的服侍侍奉去感恩
[00:08:01.800 --> 00:08:02.700]  我們的等候
[00:08:02.700 --> 00:08:05.600]  並不是一個被動的等候
[00:08:05.600 --> 00:08:06.600]  因為我們相信
[00:08:06.600 --> 00:08:10.200]  即使現在我們未見到有門開
[00:08:10.200 --> 00:08:12.600]  不代表神沒有做事
[00:08:12.600 --> 00:08:13.700]  即使我們在等待
[00:08:13.700 --> 00:08:17.000]  好像不見有事發生
[00:08:17.000 --> 00:08:21.300]  不代表神不在工作當中
[00:08:21.300 --> 00:08:22.900]  若然神要我們等
[00:08:22.900 --> 00:08:25.100]  一定是為我們自己的益處
[00:08:25.100 --> 00:08:26.700]  以及有祂自己的目的
[00:08:26.700 --> 00:08:29.100]  我們知道祂有主權
[00:08:29.100 --> 00:08:30.900]  安排著一切
[00:08:30.900 --> 00:08:32.400]  所以我們在
[00:08:32.400 --> 00:08:32.900]  不要急
[00:08:32.900 --> 00:08:35.900]  最重要是快的這個 mentality 當中
[00:08:35.900 --> 00:08:37.200]  我們會不會
[00:08:37.200 --> 00:08:38.400]  等一等
[00:08:38.400 --> 00:08:39.300]  靜一靜
[00:08:39.300 --> 00:08:40.900]  停一停
[00:08:40.900 --> 00:08:42.200]  安靜聆聽
[00:08:42.200 --> 00:08:44.500]  問問是否合神心意
[00:08:44.500 --> 00:08:46.100]  合神時間
[00:08:46.100 --> 00:08:47.300]  我有沒有信心
[00:08:47.300 --> 00:08:49.700]  給神處理
[00:08:49.700 --> 00:08:51.200]  所以紀錄當中
[00:08:51.200 --> 00:08:54.100]  其實尼希米是沒有主動
[00:08:54.100 --> 00:08:58.300]  去跟皇上分享她的擔憂
[00:08:58.300 --> 00:08:59.700]  如今四個月
[00:08:59.700 --> 00:09:03.300]  安靜禱告等候的時間過了
[00:09:03.300 --> 00:09:04.800]  合適的時機
[00:09:04.800 --> 00:09:07.600]  終於來到
[00:09:07.600 --> 00:09:10.700]  她就將酒拿到皇上面前
[00:09:10.700 --> 00:09:12.600]  正常地試酒
[00:09:12.600 --> 00:09:15.100]  其實不可以有什麼情緒
[00:09:15.100 --> 00:09:16.400]  不過皇上就說
[00:09:16.400 --> 00:09:17.400]  皇上看到
[00:09:17.400 --> 00:09:19.500]  你都沒有病
[00:09:19.500 --> 00:09:23.900]  為何這樣愁眉苦臉
[00:09:23.900 --> 00:09:26.900]  你心裡當然有心事
[00:09:26.900 --> 00:09:29.700]  是否尼希米
[00:09:29.700 --> 00:09:33.200]  尼希米當然有心事
[00:09:33.200 --> 00:09:37.700]  他的人民的城牆倒塌
[00:09:37.700 --> 00:09:39.500]  又被火燒
[00:09:39.500 --> 00:09:42.900]  他每一件事都很上心
[00:09:42.900 --> 00:09:44.400]  他就是不斷禱告
[00:09:44.400 --> 00:09:45.400]  如果他沒有禱告
[00:09:45.400 --> 00:09:46.400]  也不記得
[00:09:46.400 --> 00:09:47.000]  可能他會說
[00:09:47.000 --> 00:09:48.600]  多多的希望
[00:09:48.600 --> 00:09:49.300]  大家好
[00:09:49.300 --> 00:09:51.000]  又來到時你走吧
[00:09:51.000 --> 00:09:52.600]  但他就是四個月內
[00:09:52.600 --> 00:09:54.100]  不斷地禱告
[00:09:54.100 --> 00:09:55.500]  不斷地紀念
[00:09:55.500 --> 00:09:56.800]  不斷地尋求
[00:09:56.800 --> 00:09:58.200]  不斷地等候
[00:09:58.200 --> 00:10:00.900]  那些在內的情緒
[00:10:00.900 --> 00:10:03.800]  就上到皇上面前
[00:10:03.800 --> 00:10:07.400]  他可能在這幾個月內
[00:10:07.400 --> 00:10:11.500]  嘗試得不太明顯
[00:10:11.500 --> 00:10:13.500]  不過對於國王
[00:10:13.500 --> 00:10:15.300]  那麼熟悉尼希米
[00:10:15.300 --> 00:10:18.500]  他真的看到他心事重重
[00:10:18.500 --> 00:10:20.100]  尼希米寫
[00:10:20.100 --> 00:10:21.400]  他說
[00:10:21.400 --> 00:10:25.300]  於是我非常懼怕
[00:10:25.300 --> 00:10:28.300]  他突然告訴我們
[00:10:28.300 --> 00:10:30.000]  我很害怕
[00:10:30.000 --> 00:10:31.200]  王這樣說
[00:10:31.200 --> 00:10:33.000]  我很害怕
[00:10:33.000 --> 00:10:34.600]  害怕是有道理的
[00:10:34.600 --> 00:10:36.800]  因為在古時的時候
[00:10:36.800 --> 00:10:38.300]  其實你想想
[00:10:38.300 --> 00:10:41.000]  那些皇宮片
[00:10:41.000 --> 00:10:42.600]  大家有沒有看過劇集
[00:10:42.600 --> 00:10:43.800]  你見到皇上
[00:10:43.800 --> 00:10:45.800]  你沒理由那些神
[00:10:45.800 --> 00:10:48.200]  那些是可以有很大情緒的
[00:10:48.200 --> 00:10:49.800]  我不發脾氣
[00:10:49.800 --> 00:10:51.200]  今天不做了
[00:10:51.200 --> 00:10:52.300]  不可以的
[00:10:52.300 --> 00:10:53.600]  即是你在皇上面前
[00:10:53.600 --> 00:10:54.900]  你要說
[00:10:54.900 --> 00:10:56.200]  皇上你好
[00:10:56.200 --> 00:10:57.500]  因為如果你仇未悔然
[00:10:57.500 --> 00:10:59.500]  你就剝奪了他的喜樂
[00:10:59.500 --> 00:11:01.800]  剝奪了他的喜樂就是不忠
[00:11:01.800 --> 00:11:03.000]  不忠那怎麼辦
[00:11:03.000 --> 00:11:04.400]  會不會生氣
[00:11:04.400 --> 00:11:05.800]  他會不會
[00:11:05.800 --> 00:11:07.100]  會不會懲罰我
[00:11:07.100 --> 00:11:07.800]  收我監
[00:11:07.800 --> 00:11:09.300]  砍我頭
[00:11:09.300 --> 00:11:10.500]  很害怕
[00:11:10.500 --> 00:11:11.500]  那個時刻
[00:11:11.500 --> 00:11:12.400]  雖然他一句
[00:11:12.400 --> 00:11:14.700]  於是我非常懼怕
[00:11:14.700 --> 00:11:17.500]  但是真的很懼怕
[00:11:17.500 --> 00:11:19.400]  縱使國王和尼希米
[00:11:19.400 --> 00:11:22.100]  是有密切的關係
[00:11:22.100 --> 00:11:23.800]  只不過
[00:11:23.800 --> 00:11:25.300]  只不過
[00:11:25.300 --> 00:11:28.100]  他並沒有因為他的懼怕
[00:11:28.100 --> 00:11:31.300]  令到他癱瘓了
[00:11:31.300 --> 00:11:34.800]  他沒有讓懼怕來收服他
[00:11:34.800 --> 00:11:38.300]  他沒有因為懼怕
[00:11:38.300 --> 00:11:42.300]  而令到神開的門關了
[00:11:42.300 --> 00:11:43.600]  因為他知道
[00:11:43.600 --> 00:11:44.800]  他在祈禱
[00:11:44.800 --> 00:11:47.300]  神在引領著他
[00:11:47.300 --> 00:11:48.600]  弟兄姊妹
[00:11:48.600 --> 00:11:51.300]  你有沒有試過因為害怕
[00:11:51.300 --> 00:11:52.600]  懼怕
[00:11:52.600 --> 00:11:54.800]  去很衝動做了些事
[00:11:54.800 --> 00:11:57.000]  或者不做了些事
[00:11:57.000 --> 00:11:58.000]  有沒有
[00:11:58.000 --> 00:11:59.100]  想想有沒有
[00:11:59.100 --> 00:12:00.300]  我就是一個
[00:12:00.300 --> 00:12:02.400]  中學的時候
[00:12:02.400 --> 00:12:03.900]  在香港讀書
[00:12:03.900 --> 00:12:06.500]  我們住的那條街
[00:12:06.500 --> 00:12:09.600]  是單線單程路
[00:12:09.600 --> 00:12:10.600]  就是一輛車
[00:12:10.600 --> 00:12:11.600]  單線單程路
[00:12:11.600 --> 00:12:13.300]  我可以走回學校
[00:12:13.300 --> 00:12:14.600]  從這裡走回學校
[00:12:14.600 --> 00:12:16.800]  車子就這樣走
[00:12:16.800 --> 00:12:18.100]  那時候是中學
[00:12:18.100 --> 00:12:21.300]  因為我記得穿著長衫校服
[00:12:21.300 --> 00:12:22.900]  但是我小時候
[00:12:22.900 --> 00:12:23.800]  被狗咬過
[00:12:23.800 --> 00:12:25.500]  所以有點害怕狗
[00:12:25.500 --> 00:12:28.700]  然後不知道為什麼
[00:12:28.700 --> 00:12:30.900]  在那條街有人放狗
[00:12:30.900 --> 00:12:33.500]  放狗在那裡亂走
[00:12:33.500 --> 00:12:36.600]  所以當我走在左邊的時候
[00:12:36.600 --> 00:12:38.100]  我就離遠看到狗
[00:12:38.100 --> 00:12:40.300]  走過來我這邊
[00:12:40.300 --> 00:12:40.900]  那怎麼辦
[00:12:40.900 --> 00:12:42.100]  害怕
[00:12:42.100 --> 00:12:43.700]  害怕我就看看過馬路
[00:12:43.700 --> 00:12:45.300]  過馬路就過這邊
[00:12:45.300 --> 00:12:46.800]  過去這邊之後
[00:12:46.800 --> 00:12:49.100]  我就繼續走在那裡看著
[00:12:49.100 --> 00:12:51.100]  沒想到那邊有個小朋友
[00:12:51.100 --> 00:12:52.900]  嚇著狗
[00:12:52.900 --> 00:12:55.100]  那隻狗就飆過來我那邊
[00:12:55.100 --> 00:12:55.600]  那怎麼辦
[00:12:55.600 --> 00:12:56.700]  我當然飆過去
[00:12:56.700 --> 00:12:58.200]  看著它飆過去
[00:12:58.200 --> 00:12:59.700]  一飆出來馬路的時候
[00:12:59.700 --> 00:13:02.200]  就「咦」這樣
[00:13:02.200 --> 00:13:03.400]  那麼
[00:13:03.400 --> 00:13:05.000]  就有一輛的士在我前面
[00:13:05.000 --> 00:13:07.800]  停在那裡
[00:13:07.800 --> 00:13:09.700]  那我就嚇了一跳
[00:13:09.700 --> 00:13:10.800]  對不起對不起對不起
[00:13:10.800 --> 00:13:12.200]  我被它撞到
[00:13:12.200 --> 00:13:13.700]  我是很嚴重的
[00:13:13.700 --> 00:13:14.600]  但是
[00:13:14.600 --> 00:13:15.300]  撞到我之後
[00:13:15.300 --> 00:13:16.600]  它也很嚴重的
[00:13:16.600 --> 00:13:17.200]  是不是
[00:13:17.200 --> 00:13:18.700]  真的對不起
[00:13:18.700 --> 00:13:20.600]  真的嚇了一跳
[00:13:20.600 --> 00:13:21.300]  哇
[00:13:21.300 --> 00:13:22.900]  害怕的時候所做的事
[00:13:22.900 --> 00:13:25.400]  是可以不需要想的
[00:13:25.400 --> 00:13:27.700]  因為害怕要麼就freeze
[00:13:27.700 --> 00:13:29.400]  要麼就fly
[00:13:29.400 --> 00:13:29.900]  是不是
[00:13:29.900 --> 00:13:31.400]  要麼就什麼都做不到
[00:13:31.400 --> 00:13:33.800]  要麼就走掉
[00:13:33.800 --> 00:13:37.400]  所以我們在恐懼裡面
[00:13:37.400 --> 00:13:38.900]  我們不要被恐懼
[00:13:38.900 --> 00:13:41.400]  支配了我們的內心
[00:13:41.400 --> 00:13:42.500]  我們知道恐懼
[00:13:42.500 --> 00:13:44.900]  即便是上帝的指紋
[00:13:44.900 --> 00:13:46.400]  都是會有影響的
[00:13:46.400 --> 00:13:47.600]  好像阿巴拉罕那樣
[00:13:47.600 --> 00:13:50.000]  他害怕會死
[00:13:50.000 --> 00:13:50.900]  所以
[00:13:50.900 --> 00:13:53.600]  他未成為阿巴拉罕的時候
[00:13:53.600 --> 00:13:54.700]  阿巴蘭
[00:13:54.700 --> 00:13:57.000]  就說他的太太殺來
[00:13:57.000 --> 00:13:58.200]  是他妹妹
[00:13:58.200 --> 00:14:00.600]  所以法老王就不會殺他
[00:14:00.600 --> 00:14:01.600]  因為害怕
[00:14:01.600 --> 00:14:02.800]  所以說了這麼大的謊話
[00:14:02.800 --> 00:14:04.800]  其實是收不到科的
[00:14:04.800 --> 00:14:06.600]  不過上帝介入當中
[00:14:06.600 --> 00:14:08.700]  就很奇妙地帶了他
[00:14:08.700 --> 00:14:10.300]  拯救了他出來
[00:14:10.300 --> 00:14:12.100]  所以其實我們屬神的
[00:14:12.100 --> 00:14:13.200]  是我們會害怕
[00:14:13.200 --> 00:14:14.900]  但是不要讓害怕
[00:14:14.900 --> 00:14:16.800]  來支配我們所做
[00:14:16.800 --> 00:14:19.100]  或者不做了
[00:14:19.100 --> 00:14:20.100]  我們恐懼裡面
[00:14:20.100 --> 00:14:21.900]  我們要安靜
[00:14:21.900 --> 00:14:23.400]  我們要等候
[00:14:23.400 --> 00:14:25.400]  要安靜
[00:14:25.400 --> 00:14:29.100]  要知道
[00:14:29.100 --> 00:14:31.000]  上帝是神
[00:14:31.000 --> 00:14:31.900]  要安靜
[00:14:31.900 --> 00:14:32.900]  要知道
[00:14:32.900 --> 00:14:34.400]  祂是神
[00:14:34.400 --> 00:14:36.900]  所以尼希米就回答王
[00:14:36.900 --> 00:14:38.100]  他說
[00:14:38.100 --> 00:14:39.900]  王萬歲
[00:14:39.900 --> 00:14:41.400]  我的祖先墳墓
[00:14:41.400 --> 00:14:42.700]  在那裡荒涼
[00:14:42.700 --> 00:14:44.900]  城門又被火焚燒
[00:14:44.900 --> 00:14:48.000]  我怎麼可以不憂愁
[00:14:48.000 --> 00:14:49.400]  尼希米知道
[00:14:49.400 --> 00:14:51.000]  神開路給他
[00:14:51.000 --> 00:14:53.600]  不過他也沒有提耶路撒冷這個詞
[00:14:53.600 --> 00:14:55.300]  他就是用一個祖墳
[00:14:55.300 --> 00:14:58.100]  看看可不可以用一些
[00:14:58.100 --> 00:14:59.500]  一些同情心
[00:14:59.500 --> 00:15:02.400]  祖先墳墓很重要的東西
[00:15:02.400 --> 00:15:03.600]  用這個
[00:15:03.600 --> 00:15:06.100]  用這個去告訴王
[00:15:06.100 --> 00:15:07.600]  王就說
[00:15:07.600 --> 00:15:10.800]  那你想求什麼呢
[00:15:10.800 --> 00:15:11.900]  嘩
