
[00:00:00.000 --> 00:00:05.000]  失明大哥別將恐懼放大
[00:02:25.000 --> 00:02:29.000]  我們讀這張經文的時候
[00:02:29.000 --> 00:02:34.000]  很容易會將焦點集中在經文的第一部分
[00:02:34.000 --> 00:02:43.000]  耶穌去回應門徒這個身內黑眼和苦罪關係的問題
[00:02:43.000 --> 00:02:48.000]  還有耶穌醫好這個人的方法
[00:02:48.000 --> 00:02:53.000]  耶穌和門徒遇見這個身內黑眼的人
[00:02:53.000 --> 00:02:56.000]  門徒隨即去問耶穌
[00:02:56.000 --> 00:03:01.000]  拉比,這個人身內黑眼是誰犯了罪?
[00:03:01.000 --> 00:03:05.000]  是這個人還是他的父母?
[00:03:05.000 --> 00:03:09.000]  門徒的提問其實是代表了當時
[00:03:09.000 --> 00:03:14.000]  人是認定疾病和苦罪是有因果關係
[00:03:14.000 --> 00:03:18.000]  在當時這個想法也是很普遍
[00:03:18.000 --> 00:03:22.000]  耶穌就是否定門徒的看法
[00:03:22.000 --> 00:03:26.000]  既不是這個人犯罪,又不是他的父母
[00:03:26.000 --> 00:03:31.000]  而是要在他身上顯出上帝的作為
[00:03:31.000 --> 00:03:36.000]  耶穌是回應人類歷史以來的困惑
[00:03:36.000 --> 00:03:42.000]  也是同時去質疑苦難必定是罪惡的結果
[00:03:42.000 --> 00:03:46.000]  是太過簡單和弱化的解答
[00:03:46.000 --> 00:03:50.000]  耶穌是邀請門徒去看
[00:03:50.000 --> 00:03:55.000]  由苦難當中去看見上帝工作的可能性
[00:03:55.000 --> 00:03:58.000]  提升到一個新的層面
[00:03:58.000 --> 00:04:03.000]  是要在他的身上顯出上帝的作為
[00:04:03.000 --> 00:04:08.000]  如果我嘗試以原來的文字和文法
[00:04:08.000 --> 00:04:11.000]  再去看第三第四節
[00:04:11.000 --> 00:04:14.000]  嘗試做這兩節的翻譯
[00:04:14.000 --> 00:04:20.000]  也不是這人犯了罪,也不是他父母犯了罪
[00:04:20.000 --> 00:04:25.000]  我們必須趁著白日,做那差我來者的工
[00:04:25.000 --> 00:04:31.000]  是為了在他身上顯出上帝的作為來
[00:04:31.000 --> 00:04:37.000]  耶穌就是用了很奇特的方法去醫治這個人
[00:04:37.000 --> 00:04:40.000]  就是把他抹在地上
[00:04:40.000 --> 00:04:46.000]  用他抹和泥抹在這個失明的人的眼睛上
[00:04:46.000 --> 00:04:50.000]  有一些聖經學者的解釋是
[00:04:50.000 --> 00:04:57.000]  耶穌是用了創世紀以來神做人的方法
[00:04:57.000 --> 00:05:01.000]  就是這個失明的人是沒有眼珠的
[00:05:01.000 --> 00:05:07.000]  是用泥重新塑造一對眼珠給他
[00:05:07.000 --> 00:05:13.000]  然後對他說你到西羅亞池子裡去洗
[00:05:13.000 --> 00:05:16.000]  從經文裡很清楚看到
[00:05:16.000 --> 00:05:19.000]  西羅亞翻出來就是奉差遣
[00:05:19.000 --> 00:05:22.000]  耶穌是用了唾沫和泥
[00:05:22.000 --> 00:05:27.000]  以神跡醫治令到他得見光明
[00:05:27.000 --> 00:05:31.000]  西羅亞池是位於耶路撒冷城的南面
[00:05:31.000 --> 00:05:35.000]  它是很重要,是有兩個因素
[00:05:35.000 --> 00:05:42.000]  第一是它是鑄盤節儀式裡水的一個源頭
[00:05:42.000 --> 00:05:47.000]  這個是城裡唯一的泉水
[00:05:47.000 --> 00:05:52.000]  所以是很有宗教和禮儀上的價值
[00:05:52.000 --> 00:05:57.000]  另外就是這個池名也是很有象徵的意義
[00:05:57.000 --> 00:06:01.000]  因為在約翰福音裡曾經有二十多次
[00:06:01.000 --> 00:06:07.000]  去將耶穌描述為是上帝所差遣的那一位
[00:06:07.000 --> 00:06:10.000]  換言之上帝所差遣的這一位
[00:06:10.000 --> 00:06:16.000]  吩咐何子去到名叫奉差遣的地方去洗自己
[00:06:16.000 --> 00:06:21.000]  所以如果耶穌是鑄盤節這個水的源頭
[00:06:21.000 --> 00:06:26.000]  他這個得醫治的源頭就是耶穌
[00:06:26.000 --> 00:06:28.000]  這個人去服從了
[00:06:28.000 --> 00:06:32.000]  他就是經歷了這個水
[00:06:32.000 --> 00:06:34.000]  就是被醫好
[00:06:34.000 --> 00:06:38.000]  除了耶穌和這位失明的人士之外
[00:06:38.000 --> 00:06:41.000]  經文還有一批法利賽人
[00:06:41.000 --> 00:06:45.000]  他們來來往往在這個故事當中
[00:06:45.000 --> 00:06:49.000]  都扮演著很重要的角色
[00:06:49.000 --> 00:06:55.000]  這個何子他得醫治的時間是鑄盤節的日子
[00:06:55.000 --> 00:06:58.000]  在經文第七章二節
[00:06:58.000 --> 00:07:02.000]  是說到當時猶太人的鑄盤節近了
[00:07:02.000 --> 00:07:07.000]  鑄盤節是除了對上帝所賜的農作物
[00:07:07.000 --> 00:07:12.000]  那個收穫那個收成去表示感謝之外
[00:07:12.000 --> 00:07:16.000]  主要是為了紀念以色列人他們在曠野
[00:07:16.000 --> 00:07:18.000]  居住在鑄盤的事
[00:07:18.000 --> 00:07:21.000]  這個是一個慶祝的日子
[00:07:21.000 --> 00:07:25.000]  應該是恭賀喜樂和歡慶
[00:07:25.000 --> 00:07:30.000]  但是當這個何子他得見光明之後
[00:07:30.000 --> 00:07:33.000]  會令到我們很詫異的就是
[00:07:33.000 --> 00:07:39.000]  竟然是沒有人戴上任何對上帝的稱讚
[00:07:39.000 --> 00:07:43.000]  因為他的論寫和素相見到他是土範的
[00:07:43.000 --> 00:07:48.000]  就說這是不是之前坐在土範的那個人
[00:07:48.000 --> 00:07:50.000]  有人就說是他
[00:07:50.000 --> 00:07:53.000]  有人說不是好像是他
[00:07:53.000 --> 00:07:56.000]  他自己很確定地說是我
[00:07:56.000 --> 00:08:02.000]  反而是一幕又一幕的妄言疏離和恐懼
[00:08:02.000 --> 00:08:05.000]  這個重見光明的人
[00:08:05.000 --> 00:08:09.000]  他很清晰毫不含糊地說是我
[00:08:09.000 --> 00:08:13.000]  去回應這些論寫的疑問
[00:08:13.000 --> 00:08:16.000]  這個重見光明的人
[00:08:16.000 --> 00:08:21.000]  他是被這些論寫帶到法利塞人那裏
[00:08:21.000 --> 00:08:25.000]  在經文第十三節至第十七節
[00:08:25.000 --> 00:08:30.000]  法利塞人對於耶穌的事蹟一定不會陌生
[00:08:30.000 --> 00:08:35.000]  因為在第五章十六節至第十八節所說
[00:08:35.000 --> 00:08:37.000]  他說猶太人逼迫耶穌
[00:08:37.000 --> 00:08:40.000]  因為他在安息日做了這事
[00:08:40.000 --> 00:08:42.000]  耶穌就對他們說
[00:08:42.000 --> 00:08:46.000]  我父做事到如今我也做事
[00:08:46.000 --> 00:08:49.000]  所以猶太人愈發想要殺他
[00:08:49.000 --> 00:08:52.000]  因他不但犯了安息日
[00:08:52.000 --> 00:08:55.000]  並且稱神為他的父
[00:08:55.000 --> 00:08:58.000]  將自己和神當作平等
[00:08:58.000 --> 00:09:04.000]  法利塞人對於核子得到醫治的時間
[00:09:04.000 --> 00:09:08.000]  方法和過程很著緊
[00:09:08.000 --> 00:09:12.000]  法利塞人為了耶穌究竟是否由上帝而來
[00:09:12.000 --> 00:09:16.000]  他們之間都有產生分歧
[00:09:16.000 --> 00:09:19.000]  在第十六節至第十七節
[00:09:19.000 --> 00:09:21.000]  法利塞人當中說
[00:09:21.000 --> 00:09:23.000]  這個人不是從神來的
[00:09:23.000 --> 00:09:25.000]  因為他不受安息日
[00:09:25.000 --> 00:09:28.000]  又有人說如果一個罪人
[00:09:28.000 --> 00:09:31.000]  怎樣可以行這樣的神蹟呢?
[00:09:31.000 --> 00:09:34.000]  他們就起了紛爭
[00:09:34.000 --> 00:09:36.000]  他們就對核子說
[00:09:36.000 --> 00:09:39.000]  他既然開了你的眼睛
[00:09:39.000 --> 00:09:41.000]  你說他是怎樣的人呢?
[00:09:41.000 --> 00:09:44.000]  他就說他是先知
[00:09:44.000 --> 00:09:47.000]  他們甚至先後兩次去盤問
[00:09:47.000 --> 00:09:51.000]  這個身內核眼的人
[00:09:51.000 --> 00:09:54.000]  還盤問他的父母
[00:09:54.000 --> 00:09:56.000]  他的父母怎樣回答呢?
[00:09:56.000 --> 00:09:58.000]  他是我們的兒子
[00:09:58.000 --> 00:10:00.000]  身內就核眼
[00:10:00.000 --> 00:10:01.000]  這個是我們知道的
[00:10:01.000 --> 00:10:04.000]  至於他現在怎樣可以看得見
[00:10:04.000 --> 00:10:06.000]  我們卻是不知道
[00:10:06.000 --> 00:10:08.000]  是誰開了他的眼睛
[00:10:08.000 --> 00:10:10.000]  我們都不知道
[00:10:10.000 --> 00:10:12.000]  他已經是成人了
[00:10:12.000 --> 00:10:14.000]  你們問他吧
[00:10:14.000 --> 00:10:17.000]  他自己必定可以說到
[00:10:17.000 --> 00:10:19.000]  特別留意在二十二節
[00:10:19.000 --> 00:10:23.000]  他父母說這番話是怕猶太人
[00:10:23.000 --> 00:10:26.000]  因為猶太人已經商議
[00:10:26.000 --> 00:10:30.000]  如果有人認耶穌是基督的話
[00:10:30.000 --> 00:10:33.000]  要將他趕出會堂
[00:10:33.000 --> 00:10:35.000]  所以他的父母就說
[00:10:35.000 --> 00:10:37.000]  他已經成人了
[00:10:37.000 --> 00:10:39.000]  你們問他吧
[00:10:39.000 --> 00:10:42.000]  後來更加是因為
[00:10:42.000 --> 00:10:46.000]  這個可以得見光明的人
[00:10:46.000 --> 00:10:48.000]  這件事件
[00:10:48.000 --> 00:10:50.000]  一直在糾纏
[00:10:50.000 --> 00:10:52.000]  他們在很憤怒之下
[00:10:52.000 --> 00:10:56.000]  就將這個人趕出去了
[00:10:56.000 --> 00:10:58.000]  會堂是一個什麼地方呢?
[00:10:58.000 --> 00:11:03.000]  為什麼他們會怕被趕出會堂呢?
[00:11:03.000 --> 00:11:06.000]  會堂是猶太人的禮拜堂
[00:11:06.000 --> 00:11:08.000]  也是他們從小到大
[00:11:08.000 --> 00:11:13.000]  接受教育和社交的生活中心
[00:11:13.000 --> 00:11:15.000]  一般學者認為
[00:11:15.000 --> 00:11:19.000]  《約翰福音》是一卷較後期的作品
[00:11:19.000 --> 00:11:21.000]  書中的內容
[00:11:21.000 --> 00:11:24.000]  反映了成書時期
[00:11:24.000 --> 00:11:27.000]  猶太人和猶太基督徒
[00:11:27.000 --> 00:11:30.000]  這個緊張的關係
[00:11:30.000 --> 00:11:33.000]  就是說《約翰福音》的內容
[00:11:33.000 --> 00:11:37.000]  一方面是記述耶穌的事蹟
[00:11:37.000 --> 00:11:40.000]  另一方面是同時反映了
[00:11:40.000 --> 00:11:45.000]  耶穌復活升天之後幾十年
[00:11:45.000 --> 00:11:48.000]  幾十年之後的時代形勢
[00:11:48.000 --> 00:11:53.000]  早期的基督徒大多數都是猶太人
[00:11:53.000 --> 00:11:57.000]  他們和猶太人是同一個根源
[00:11:57.000 --> 00:12:00.000]  活在同一個天空之下
[00:12:00.000 --> 00:12:03.000]  在寫作《約翰福音》的時候
[00:12:03.000 --> 00:12:06.000]  耶路撒冷的聖殿已經被毀
[00:12:06.000 --> 00:12:08.000]  人心虛怯
[00:12:08.000 --> 00:12:12.000]  聖殿這個宗教中心被摧毀
[00:12:12.000 --> 00:12:17.000]  意味著心靈的無家可歸
[00:12:17.000 --> 00:12:19.000]  人心虛怯
[00:12:19.000 --> 00:12:24.000]  就是需要找一些東西來安頓自己
[00:12:24.000 --> 00:12:26.000]  信仰的傳統
[00:12:26.000 --> 00:12:29.000]  當時的猶太信仰領袖
[00:12:29.000 --> 00:12:32.000]  就是很緊張地要力保
[00:12:32.000 --> 00:12:35.000]  這個傳統的純正
[00:12:35.000 --> 00:12:38.000]  這個不單只是信仰
[00:12:38.000 --> 00:12:43.000]  因為更加是他們身份的認同
[00:12:43.000 --> 00:12:47.000]  當這個世界什麼都可以瓦解的時候
[00:12:47.000 --> 00:12:52.000]  可以做的就是要力保自己的身份
[00:12:52.000 --> 00:12:56.000]  而身份的核心就是信仰
[00:12:56.000 --> 00:12:58.000]  失去了這一切
[00:12:58.000 --> 00:13:03.000]  將會失去了自己和民族的將來
[00:13:03.000 --> 00:13:06.000]  就是在這個混亂的時候
[00:13:06.000 --> 00:13:10.000]  猶太信仰的一個新興的分支
[00:13:10.000 --> 00:13:15.000]  就是塑造著一種新的猶太人身份
[00:13:15.000 --> 00:13:19.000]  他們是期盼著一種新的歷史前景
[00:13:19.000 --> 00:13:22.000]  這個就是基督徒群體的興起
[00:13:22.000 --> 00:13:25.000]  漸漸地猶太人意識到
[00:13:25.000 --> 00:13:27.000]  基督徒的語別不同
[00:13:27.000 --> 00:13:31.000]  縱使這些基督徒都是猶太人
[00:13:31.000 --> 00:13:34.000]  但是基督徒對耶穌的了解
[00:13:34.000 --> 00:13:38.000]  和一般猶太人截然不同
[00:13:38.000 --> 00:13:40.000]  同一個天空底下
[00:13:40.000 --> 00:13:45.000]  這兩種猶太人是分享著很多相同的東西
[00:13:45.000 --> 00:13:48.000]  但是就在一點上面
[00:13:48.000 --> 00:13:51.000]  他們是有不同的理解
[00:13:51.000 --> 00:13:54.000]  這一點就是涉及到上帝
[00:13:54.000 --> 00:13:56.000]  上帝是愛猶太人
[00:13:56.000 --> 00:14:01.000]  但是上帝能不能夠愛猶太人以外的人呢?
[00:14:01.000 --> 00:14:05.000]  上帝是關心猶太人的歷史
[00:14:05.000 --> 00:14:08.000]  但是上帝是否會更加關心
[00:14:08.000 --> 00:14:11.000]  整個世界的歷史前程呢?
[00:14:11.000 --> 00:14:16.000]  猶太基督徒是一批對耶穌所產生的異議
[00:14:16.000 --> 00:14:18.000]  是很敏感的人
[00:14:18.000 --> 00:14:21.000]  因為他們在耶穌的裏面
[00:14:21.000 --> 00:14:23.000]  他們找得到上帝
[00:14:23.000 --> 00:14:27.000]  他們看得見上帝的新的作為
[00:14:27.000 --> 00:14:29.000]  他們在耶穌的裏面
[00:14:29.000 --> 00:14:32.000]  找到一個新的身份
[00:14:32.000 --> 00:14:37.000]  找到新的安心立命的基礎
[00:14:37.000 --> 00:14:40.000]  找到新的歷史使命
[00:14:40.000 --> 00:14:44.000]  他們堅信在耶穌裏面
[00:14:44.000 --> 00:14:47.000]  才有真正的明天
[00:14:47.000 --> 00:14:50.000]  但是一般的猶太人
[00:14:50.000 --> 00:14:54.000]  看不到耶穌這一種新的景象
[00:14:54.000 --> 00:14:56.000]  他們一口咬定
[00:14:56.000 --> 00:14:59.000]  耶穌是褻瀆上帝的人
[00:14:59.000 --> 00:15:04.000]  他們認為一定要去清除耶穌和他的跟從者
[00:15:04.000 --> 00:15:09.000]  才可以保存著這個傳統的信仰
[00:15:09.000 --> 00:15:11.000]  沒有了這個傳統的信仰
[00:15:11.000 --> 00:15:14.000]  他們將會失去身份
[00:15:14.000 --> 00:15:16.000]  失去了自己
[00:15:16.000 --> 00:15:20.000]  到了《約翰福音》寫作的時期
[00:15:20.000 --> 00:15:22.000]  猶太人對基督徒的敵對
[00:15:22.000 --> 00:15:25.000]  看來是到了一個高峰
[00:15:25.000 --> 00:15:28.000]  到了一個勢不兩立的局面
[00:15:28.000 --> 00:15:30.000]  在《約翰福音》裏面
[00:15:30.000 --> 00:15:33.000]  猶太人去趕基督徒離開會堂
[00:15:33.000 --> 00:15:37.000]  就是剛才所看的第二十二節
[00:15:37.000 --> 00:15:39.000]  在第十二章的四十二節
[00:15:39.000 --> 00:15:40.000]  也有提到
[00:15:40.000 --> 00:15:42.000]  雖然如此
[00:15:42.000 --> 00:15:44.000]  官長終卻又好奢信他的
[00:15:44.000 --> 00:15:46.000]  只因法利塞人的緣故
[00:15:46.000 --> 00:15:51.000]  就不承認恐怕被趕出會堂
[00:15:51.000 --> 00:15:53.000]  第十六章的二至三節
[00:15:53.000 --> 00:15:56.000]  人要把你們趕出會堂
[00:15:56.000 --> 00:15:58.000]  並且時候將到
[00:15:58.000 --> 00:16:02.000]  凡殺你們的就以為是侍奉神
[00:16:02.000 --> 00:16:06.000]  這個是耶穌生前沒有過的事
[00:16:06.000 --> 00:16:09.000]  對猶太基督徒來說
[00:16:09.000 --> 00:16:11.000]  被趕離會堂
[00:16:11.000 --> 00:16:16.000]  意味著他們在家鄉被視為外人
[00:16:16.000 --> 00:16:22.000]  在自己的土地被視為不適宜居住
[00:16:22.000 --> 00:16:24.000]  在衝突的裏面
[00:16:24.000 --> 00:16:26.000]  他們忘記了
[00:16:26.000 --> 00:16:28.000]  這裏就是這些衝突裏面
[00:16:28.000 --> 00:16:31.000]  所有人的家園
[00:16:31.000 --> 00:16:34.000]  這個是很叫人心酸的局面
[00:16:34.000 --> 00:16:36.000]  社群的撕裂
[00:16:36.000 --> 00:16:41.000]  猶太基督徒被猶太的同胞排斥
[00:16:41.000 --> 00:16:46.000]  這個排斥的程度是去到正邪兩難
[00:16:46.000 --> 00:16:49.000]  就是約翰福音很著重所講的
[00:16:49.000 --> 00:16:52.000]  光明和黑暗
[00:16:52.000 --> 00:16:55.000]  這種對立的形勢
[00:16:55.000 --> 00:16:59.000]  各自都是為了建立自己的身份而努力
[00:16:59.000 --> 00:17:03.000]  各自都在這個混亂的歷史的情境當中
[00:17:03.000 --> 00:17:05.000]  去找出路
[00:17:05.000 --> 00:17:09.000]  這個就是約翰福音寫作的背景
[00:17:09.000 --> 00:17:12.000]  這個新來核眼
[00:17:12.000 --> 00:17:15.000]  後來得見光明的朋友
[00:17:15.000 --> 00:17:19.000]  他是由黑暗進入光明
[00:17:19.000 --> 00:17:22.000]  他確是看見真光
[00:17:22.000 --> 00:17:24.000]  他信心的旅程
[00:17:24.000 --> 00:17:27.000]  是歷盡了淪舍的懷疑
[00:17:27.000 --> 00:17:29.000]  父母親的逃避
[00:17:29.000 --> 00:17:32.000]  似乎這個兒子是可以康復
[00:17:32.000 --> 00:17:35.000]  都沒有去為他們帶來興奮
[00:17:35.000 --> 00:17:39.000]  反而更加是增加他們的麻煩
[00:17:39.000 --> 00:17:41.000]  令到他們不能夠不可以
[00:17:41.000 --> 00:17:46.000]  去跟這個兒子去劃清界線
[00:17:46.000 --> 00:17:51.000]  是什麼會去抑壓了他們這一份感恩的理由
[00:17:51.000 --> 00:17:55.000]  消滅了他們可以值得歡慶的原因
[00:17:55.000 --> 00:17:57.000]  就是恐懼
[00:17:57.000 --> 00:18:02.000]  恐懼壓在他們應該可以喜樂的心上面
[00:18:02.000 --> 00:18:05.000]  消滅了他們應該感恩的靈
[00:18:05.000 --> 00:18:09.000]  令到他們不能夠去承認
[00:18:09.000 --> 00:18:14.000]  這個兒子去得見真光
[00:18:14.000 --> 00:18:16.000]  化理賽人的威嚇
[00:18:16.000 --> 00:18:18.000]  甚至趕俗
[00:18:18.000 --> 00:18:21.000]  他們究竟是否要去沉覓
[00:18:21.000 --> 00:18:26.000]  和見證上帝的工作和美善
[00:18:26.000 --> 00:18:30.000]  還是他們要致力去證明其他人的罪行
[00:18:30.000 --> 00:18:36.000]  他們會是因為見證上帝的作為而喜樂
[00:18:36.000 --> 00:18:41.000]  還是因為斷定其他人而恣意
[00:18:41.000 --> 00:18:45.000]  他們的信仰究竟是否可以讓人去經驗光明
[00:18:45.000 --> 00:18:50.000]  還是叫人被黑暗所吞噬
[00:18:50.000 --> 00:18:54.000]  然而這個人他的信心歷程
[00:18:54.000 --> 00:18:57.000]  他是一個知道耶穌
[00:18:57.000 --> 00:18:59.000]  名叫耶穌
[00:18:59.000 --> 00:19:01.000]  道道先知
[00:19:01.000 --> 00:19:04.000]  道道是由上帝而來的人
[00:19:04.000 --> 00:19:06.000]  最後他是看見人子
[00:19:06.000 --> 00:19:09.000]  並且敬拜耶穌為主
[00:19:09.000 --> 00:19:11.000]  這個重見光明的人
[00:19:11.000 --> 00:19:14.000]  他是由黑暗進到光明
[00:19:14.000 --> 00:19:19.000]  確實是顯出上帝作為的經歷
[00:19:19.000 --> 00:19:21.000]  化理賽人的心眼
[00:19:21.000 --> 00:19:24.000]  反而是如見昏暗
[00:19:24.000 --> 00:19:26.000]  由接受神蹟
[00:19:26.000 --> 00:19:29.000]  道道企圖去否定神蹟
[00:19:29.000 --> 00:19:32.000]  以至於抹殺神蹟
[00:19:32.000 --> 00:19:35.000]  道道最終去否定耶穌
[00:19:35.000 --> 00:19:41.000]  他們無疑是至今墮入在這個黑暗當中
[00:19:41.000 --> 00:19:43.000]  我們或許都會留意到
[00:19:43.000 --> 00:19:46.000]  耶穌在醫好這個人之後
[00:19:46.000 --> 00:19:49.000]  直至到經文第35節
[00:19:49.000 --> 00:19:51.000]  他是再出現
[00:19:51.000 --> 00:19:53.000]  耶穌主動去找那個人
[00:19:53.000 --> 00:19:55.000]  並且問他
[00:19:55.000 --> 00:19:57.000]  你信人子嗎
[00:19:57.000 --> 00:20:01.000]  那個人開頭表示不知道誰是人子
[00:20:01.000 --> 00:20:04.000]  耶穌親自去做見證
[00:20:04.000 --> 00:20:07.000]  現在跟你說話的就是他
[00:20:07.000 --> 00:20:11.000]  這個人立即去敬拜耶穌
[00:20:11.000 --> 00:20:13.000]  耶穌總結道
[00:20:13.000 --> 00:20:16.000]  我是為審判來到世上
[00:20:16.000 --> 00:20:18.000]  使不能看見的看見
[00:20:18.000 --> 00:20:21.000]  能看見的反而失明
[00:20:21.000 --> 00:20:24.000]  化理賽人的看不見
[00:20:24.000 --> 00:20:27.000]  他們是說相信摩西
[00:20:27.000 --> 00:20:30.000]  但是在五章46節的時候
[00:20:30.000 --> 00:20:32.000]  耶穌已經提到
[00:20:32.000 --> 00:20:35.000]  如果信摩西也必信我
[00:20:35.000 --> 00:20:39.000]  因為他書上有指著我寫的話
[00:20:39.000 --> 00:20:41.000]  或者說到這裡
[00:20:41.000 --> 00:20:44.000]  我們看看其實這個核子
[00:20:44.000 --> 00:20:48.000]  它的看見又有多清楚呢
[00:20:48.000 --> 00:20:50.000]  在這一章裡面
[00:20:50.000 --> 00:20:53.000]  總共有十四條的問題
[00:20:53.000 --> 00:20:55.000]  而最重要的一條
[00:20:55.000 --> 00:20:58.000]  就是在第35節
[00:20:58.000 --> 00:21:00.000]  你信神的兒子嗎
[00:21:00.000 --> 00:21:02.000]  這個核子的回答就是
[00:21:02.000 --> 00:21:04.000]  主啊,我信
[00:21:04.000 --> 00:21:07.000]  就拜耶穌
[00:21:07.000 --> 00:21:10.000]  所以在這裡我們會看到
[00:21:10.000 --> 00:21:14.000]  疾病和罪是否存在因果關係
[00:21:14.000 --> 00:21:19.000]  並不是在這段經文的一個焦點
[00:21:19.000 --> 00:21:23.000]  反而靈性上的看見和失明
[00:21:23.000 --> 00:21:26.000]  才是一個關鍵
[00:21:26.000 --> 00:21:29.000]  整段的經文都是挑戰我們
[00:21:29.000 --> 00:21:31.000]  去重新思考
[00:21:31.000 --> 00:21:35.000]  看見和失明的對比
[00:21:35.000 --> 00:21:39.000]  今天我們生活在這個時代
[00:21:39.000 --> 00:21:42.000]  科技是實在改變了我們
[00:21:42.000 --> 00:21:45.000]  很多的視野
[00:21:45.000 --> 00:21:50.000]  過往我們要去查一些資料的時候
[00:21:50.000 --> 00:21:52.000]  我們去到圖書館
[00:21:52.000 --> 00:21:54.000]  可能要找一些書籍
[00:21:54.000 --> 00:22:01.000]  或者要看一些書籍裡面的圖片照片
[00:22:01.000 --> 00:22:04.000]  但是現在網絡上面很方便
[00:22:04.000 --> 00:22:08.000]  我們可以去找到很多的資料
[00:22:08.000 --> 00:22:11.000]  就算坐巴士
[00:22:11.000 --> 00:22:13.000]  一些不同的交通工具
[00:22:13.000 --> 00:22:15.000]  我們只要上網找一下
[00:22:15.000 --> 00:22:17.000]  是哪個地方坐
[00:22:17.000 --> 00:22:19.000]  那裡都可以顯示到
[00:22:19.000 --> 00:22:21.000]  那個巴士站周圍是怎樣
[00:22:21.000 --> 00:22:24.000]  都可以虛擬我們去到那裡
[00:22:24.000 --> 00:22:28.000]  怎樣可以走到那裡
[00:22:28.000 --> 00:22:32.000]  但是我們的耳目
[00:22:32.000 --> 00:22:38.000]  一直這樣去提升
[00:22:38.000 --> 00:22:40.000]  會不會和我們這個
[00:22:40.000 --> 00:22:45.000]  屬靈的視野都成正比呢
[00:22:45.000 --> 00:22:47.000]  我們是否明白
[00:22:47.000 --> 00:22:53.000]  看見和屬靈視野的關係
[00:22:53.000 --> 00:22:56.000]  就是在一個筵席裡面
[00:22:56.000 --> 00:23:01.000]  當時那個燈光是暗暗的
[00:23:01.000 --> 00:23:04.000]  筵席差不多開始的時候
[00:23:04.000 --> 00:23:06.000]  有一個人
[00:23:06.000 --> 00:23:10.000]  他去找他的座位
[00:23:10.000 --> 00:23:13.000]  他去到優惠台的時候
[00:23:13.000 --> 00:23:17.000]  他見到坐著一群衣衫藍柳的人
[00:23:17.000 --> 00:23:20.000]  於是他就走去另外一張桌子
[00:23:20.000 --> 00:23:26.000]  他去到見到坐著一群殘疾的人
[00:23:26.000 --> 00:23:29.000]  於是他又走到去另外一張桌子
[00:23:29.000 --> 00:23:33.000]  去找適合他自己的一張桌子
[00:23:33.000 --> 00:23:35.000]  一路這樣找 一路這樣找
[00:23:35.000 --> 00:23:41.000]  到最後他終於找到一張適合的桌子
[00:23:41.000 --> 00:23:44.000]  然後全場的燈光都亮了
[00:23:44.000 --> 00:23:50.000]  全部的人立即為他拍掌歡迎他
[00:23:50.000 --> 00:23:56.000]  今天的經文是看到一個見到光明的人
[00:23:56.000 --> 00:24:01.000]  他的生命經歷的改變 更新
[00:24:01.000 --> 00:24:03.000]  他說主啊我信
[00:24:03.000 --> 00:24:05.000]  他就拜耶穌
