
[00:00:00.000 --> 00:00:02.000]  今年的年提是什麼呢?
[00:04:52.460 --> 00:04:58.940]  就不是在《創世紀》才創造這個宇宙萬物
[00:04:58.940 --> 00:05:01.900]  而是在《創世紀》第一章第一節那一段
[00:05:01.900 --> 00:05:04.100]  有沒有留意到第一章第一節是什麼
[00:05:04.100 --> 00:05:07.620]  "起初神創造天地"
[00:05:07.620 --> 00:05:08.700]  接着再問你
[00:05:08.700 --> 00:05:12.420]  "地"字後面的標點符號是什麼
[00:05:12.420 --> 00:05:13.620]  是句號
[00:05:13.620 --> 00:05:17.300]  即是說這個"起初神創造天地"
[00:05:17.300 --> 00:05:18.380]  就創造了
[00:05:18.380 --> 00:05:23.580]  這個天地就應該包括我們能夠看到的天地萬物那些
[00:05:23.580 --> 00:05:25.220]  完了
[00:05:25.220 --> 00:05:26.980]  接着那句是什麼
[00:05:26.980 --> 00:05:31.820]  "地是空虛混沌冤冥黑暗"
[00:05:31.820 --> 00:05:33.500]  很多人就應該要問
[00:05:33.500 --> 00:05:38.220]  爲什麼神創造天地會這樣的呢
[00:05:38.220 --> 00:05:40.780]  很多神學家就認爲
[00:05:40.780 --> 00:05:44.660]  應該第一節的句號之後
[00:05:44.660 --> 00:05:48.140]  跟着那個"地是空虛混沌"
[00:05:48.140 --> 00:05:51.420]  就有一段很長的時間沒有記載
[00:05:51.420 --> 00:05:52.980]  就發生了很多事情
[00:05:52.980 --> 00:05:56.300]  令到我們住在這個地球的大氣地
[00:05:56.300 --> 00:05:58.620]  用這個角度看上去
[00:05:58.620 --> 00:06:01.340]  就"冤冥黑暗空虛混沌"
[00:06:01.340 --> 00:06:02.780]  亂七八糟
[00:06:02.780 --> 00:06:04.260]  亂七八糟
[00:06:04.260 --> 00:06:06.980]  於是神就不知道過了多久
[00:06:06.980 --> 00:06:08.700]  就開始做事
[00:06:08.700 --> 00:06:11.860]  就是開始這六天
[00:06:11.860 --> 00:06:13.740]  所謂的創造天地
[00:06:13.740 --> 00:06:17.980]  其實是將這個混亂的一片
[00:06:17.980 --> 00:06:21.740]  重新去搞回事實正正
[00:06:21.740 --> 00:06:23.100]  有條理
[00:06:23.100 --> 00:06:24.780]  有規模等等
[00:06:24.780 --> 00:06:25.820]  明白嗎
[00:06:25.820 --> 00:06:26.900]  所以呢
[00:06:26.900 --> 00:06:30.340]  我剛纔說那些因此而不信的人
[00:06:30.340 --> 00:06:32.340]  可惜就是這個意思
[00:06:32.340 --> 00:06:35.300]  他們當時以爲自己很有頭腦
[00:06:35.300 --> 00:06:36.940]  認爲這個聖經不可信
[00:06:36.940 --> 00:06:39.900]  誰知道原來他們誤會了
[00:06:39.900 --> 00:06:42.100]  誤會了就失去了這個機會
[00:06:42.100 --> 00:06:44.900]  所以看聖經很重要的就是"信"
[00:06:44.900 --> 00:06:46.620]  有很多事情你真的不明白
[00:06:46.620 --> 00:06:47.940]  不過聖經既然真的這麼說
[00:06:47.940 --> 00:06:51.500]  你信你就答覆
[00:06:51.500 --> 00:06:53.180]  即使到現在有很多地方
[00:06:53.180 --> 00:06:54.940]  我們都其實不太明白
[00:06:54.940 --> 00:06:56.060]  那你去挑戰他
[00:06:56.060 --> 00:06:57.340]  你不信他
[00:06:57.340 --> 00:06:58.500]  捨棄這個信仰
[00:06:58.500 --> 00:07:01.260]  還是你去接受他
[00:07:01.260 --> 00:07:02.940]  承認你自己的不足
[00:07:02.940 --> 00:07:04.300]  你信呢
[00:07:04.300 --> 00:07:06.940]  這個就是很重要的分別
[00:07:06.940 --> 00:07:08.540]  沿着這個可以講很久
[00:07:08.540 --> 00:07:11.060]  不過我們今次講分別爲性
[00:07:11.060 --> 00:07:13.900]  神就將光與暗分開
[00:07:13.900 --> 00:07:17.020]  即是說分開了有光的時段
[00:07:17.020 --> 00:07:19.820]  也有暗的時段
[00:07:19.820 --> 00:07:22.780]  所以太陽就會
[00:07:22.780 --> 00:07:25.300]  我們見到它從東邊升起
[00:07:25.300 --> 00:07:26.180]  從西邊下去
[00:07:26.180 --> 00:07:27.140]  這樣一個循環
[00:07:27.140 --> 00:07:29.580]  令到地上有光有暗
[00:07:29.580 --> 00:07:31.140]  那就分開了
[00:07:31.140 --> 00:07:32.900]  接着第七節又說
[00:07:32.900 --> 00:07:35.620]  做出了空氣將空氣以上的水
[00:07:35.620 --> 00:07:37.500]  空氣以下的水分開
[00:07:37.500 --> 00:07:41.060]  就是說以前沒有空氣的空間的時候
[00:07:41.060 --> 00:07:44.500]  那些水由天上全部都是水汽
[00:07:44.500 --> 00:07:47.220]  溼到大地全部都是水
[00:07:47.220 --> 00:07:51.140]  我們見過春天有時候溼到100%
[00:07:51.140 --> 00:07:52.460]  那時候真的很溼
[00:07:52.460 --> 00:07:53.340]  周圍都是水
[00:07:53.340 --> 00:07:55.540]  你好像活在水裏面
[00:07:55.540 --> 00:07:57.540]  幸好這些日子不多
[00:07:57.540 --> 00:07:59.140]  大回南也是一兩天而已
[00:07:59.140 --> 00:08:00.460]  那就過了
[00:08:00.460 --> 00:08:03.380]  那沒有空氣的時候就是這樣
[00:08:03.380 --> 00:08:04.900]  周圍都是水汽
[00:08:04.900 --> 00:08:06.620]  那神就做出了一個空間
[00:08:06.620 --> 00:08:07.380]  叫那些水
[00:08:07.380 --> 00:08:10.260]  找一些水上去
[00:08:10.260 --> 00:08:11.340]  全部升上去
[00:08:11.340 --> 00:08:12.540]  有一些水下去下去
[00:08:12.540 --> 00:08:13.500]  下去下面
[00:08:13.500 --> 00:08:15.380]  中間留下一個空間
[00:08:15.380 --> 00:08:16.820]  一個空氣
[00:08:16.820 --> 00:08:19.020]  那就事成了
[00:08:19.020 --> 00:08:21.060]  就變成了我們現在這個世界
[00:08:21.060 --> 00:08:25.860]  這裏牽涉到兩個很重要的詞
[00:08:25.860 --> 00:08:28.100]  我們今天講分別爲性
[00:08:28.100 --> 00:08:30.940]  神將光與暗又分開
[00:08:30.940 --> 00:08:34.500]  空氣又將水上下又分開
[00:08:34.500 --> 00:08:37.380]  我們主要是看這個分開
[00:08:37.380 --> 00:08:38.620]  那到了
[00:08:38.620 --> 00:08:47.420]  到了創世紀再下一些的時候
[00:08:47.420 --> 00:08:52.100]  就做這個青草蔬菜
[00:08:52.100 --> 00:08:53.660]  第十二節那句話
[00:08:53.660 --> 00:09:00.140]  "大地就發生了青草和結種子的菜蔬各從其類"
[00:09:00.140 --> 00:09:03.740]  "並結果子的樹木各從其類"
[00:09:03.740 --> 00:09:06.300]  "果子都包着雲,神看着是好的"
[00:09:06.300 --> 00:09:07.340]  這些沒有分開
[00:09:07.340 --> 00:09:09.140]  不過有一個字差不多意思
[00:09:09.140 --> 00:09:11.540]  各從其類
[00:09:11.540 --> 00:09:13.820]  神做的事情很有趣
[00:09:13.820 --> 00:09:17.140]  是那樣的物種就是那樣的物種
[00:09:17.140 --> 00:09:22.500]  不會跨界別地變成了另一種物種
[00:09:22.500 --> 00:09:25.020]  你用種子來種東西
[00:09:25.020 --> 00:09:27.500]  是那種菜種回那種菜
[00:09:27.500 --> 00:09:31.340]  不會將生菜種成了唐窩菜
[00:09:31.340 --> 00:09:35.980]  也不會將白菜種成了菜心
[00:09:35.980 --> 00:09:36.940]  不會的
[00:09:36.940 --> 00:09:38.540]  那叫做各從其類
[00:09:38.540 --> 00:09:42.580]  下面做大魚
[00:09:42.580 --> 00:09:44.300]  各種有生命的動物
[00:09:44.300 --> 00:09:45.980]  也是各從其類
[00:09:45.980 --> 00:09:48.180]  飛鳥也是各從其類
[00:09:48.180 --> 00:09:53.780]  我們知道馬就是馬,鹿就是鹿
[00:09:53.780 --> 00:09:55.700]  人們很聰明
[00:09:55.700 --> 00:10:00.620]  看到鹿大隻骨頭也挺有力
[00:10:00.620 --> 00:10:07.020]  就試驗了它們繁殖交配的時候
[00:10:07.020 --> 00:10:09.740]  就出了驢仔
[00:10:09.740 --> 00:10:12.260]  那些驢仔又小又能喫小東西
[00:10:12.260 --> 00:10:14.580]  又能熬,挺好的
[00:10:14.580 --> 00:10:18.540]  不過那些驢仔生不了驢仔
[00:10:18.540 --> 00:10:22.420]  馬和鹿結合了生了驢仔
[00:10:22.420 --> 00:10:24.060]  驢仔是沒有繁殖能力
[00:10:24.060 --> 00:10:27.300]  它生不了驢仔出來
[00:10:27.300 --> 00:10:28.500]  各從其類
[00:10:28.500 --> 00:10:30.500]  馬是馬,鹿是鹿
[00:10:30.500 --> 00:10:33.340]  人強行搞了驢仔出來也可以
[00:10:33.340 --> 00:10:34.940]  不過就停止在那裏
[00:10:34.940 --> 00:10:36.780]  驢仔死了就死了
[00:10:36.780 --> 00:10:37.900]  它沒有繁殖能力
[00:10:37.900 --> 00:10:39.220]  生不了驢仔出來
[00:10:39.220 --> 00:10:40.660]  各從其類
[00:10:40.660 --> 00:10:43.820]  這個是神創造的心意
[00:10:43.820 --> 00:10:45.820]  神喜歡那些東西分開
[00:10:45.820 --> 00:10:47.180]  井井有條
[00:10:47.180 --> 00:10:48.740]  喜歡各從其類
[00:10:48.740 --> 00:10:50.100]  是那類就是那類
[00:10:50.100 --> 00:10:54.740]  我們留意神的喜好是這樣的
[00:10:54.740 --> 00:10:58.740]  各從其類的喜歡
[00:10:58.740 --> 00:11:01.020]  下一章
[00:11:01.020 --> 00:11:04.780]  《出埃及記》去到第八章的時候
[00:11:04.780 --> 00:11:07.060]  摩西去跟法老說
[00:11:07.060 --> 00:11:11.300]  說要將他的百姓離開埃及
[00:11:11.300 --> 00:11:12.820]  那時候是怎樣說的
[00:11:12.820 --> 00:11:17.580]  他說我要將我的百姓和你的百姓分別出來
[00:11:17.580 --> 00:11:19.940]  接着明天就有神蹟
[00:11:19.940 --> 00:11:23.780]  很多神蹟去逼使法老讓那些以色列人走
[00:11:23.780 --> 00:11:25.900]  神所用的詞是
[00:11:25.900 --> 00:11:27.980]  我要將我的百姓以色列人
[00:11:27.980 --> 00:11:30.260]  和你的百姓埃及的百姓
[00:11:30.260 --> 00:11:31.460]  分別出來
[00:11:31.460 --> 00:11:32.780]  分開
[00:11:32.780 --> 00:11:35.260]  我要將他們分開
[00:11:35.260 --> 00:11:36.820]  下一章
[00:11:36.820 --> 00:11:40.220]  去到《利尼記》也有說清楚一點
[00:11:40.220 --> 00:11:41.820]  分開爲什麼要分開
[00:11:41.820 --> 00:11:46.260]  將聖的、俗的、潔淨的、不潔淨的
[00:11:46.260 --> 00:11:47.540]  分別出來
[00:11:47.540 --> 00:11:49.100]  神要將那些東西分開
[00:11:49.100 --> 00:11:51.740]  就是說這些是神聖
[00:11:51.740 --> 00:11:52.820]  屬於他的
[00:11:52.820 --> 00:11:53.860]  這些是潔淨的
[00:11:53.860 --> 00:11:54.860]  這些是不潔淨的
[00:11:54.860 --> 00:11:56.300]  將它分開
[00:11:56.300 --> 00:11:57.700]  不要混在一起
[00:11:57.700 --> 00:12:00.580]  神是不喜歡將東西混在一起的
[00:12:00.580 --> 00:12:02.180]  喜歡將東西分開
[00:12:02.180 --> 00:12:03.820]  清清楚楚的
[00:12:03.820 --> 00:12:05.540]  下一章
[00:12:05.540 --> 00:12:11.020]  到了《獵王紀上》八章五十三節
[00:12:11.020 --> 00:12:16.180]  這些是所羅門將聖殿奉獻給神的時候
[00:12:16.180 --> 00:12:18.660]  在祈禱裏面所說的說話
[00:12:18.660 --> 00:12:19.780]  他向神說
[00:12:19.780 --> 00:12:20.820]  主耶穌說
[00:12:20.820 --> 00:12:22.020]  你將他們
[00:12:22.020 --> 00:12:23.180]  就是將以色列人
[00:12:23.180 --> 00:12:27.460]  從地上萬民中分別出來
[00:12:27.460 --> 00:12:32.260]  將以色列人從世界的萬民分別出來
[00:12:32.260 --> 00:12:33.300]  分別出來做什麼
[00:12:33.300 --> 00:12:35.860]  作你的產業
[00:12:35.860 --> 00:12:39.860]  這是叫你領我們的列祖出埃及的時候
[00:12:39.860 --> 00:12:42.580]  直在你穆人摩西所應許的話
[00:12:42.580 --> 00:12:48.620]  這個神將以色列人從世界各樣的人當中分出來
[00:12:48.620 --> 00:12:49.980]  歸他自己
[00:12:49.980 --> 00:12:51.300]  做他的產業
[00:12:51.300 --> 00:12:52.300]  下一章
[00:12:52.300 --> 00:12:54.940]  到了新約
[00:12:54.940 --> 00:12:56.140]  新約萬代書音
[00:12:56.140 --> 00:12:58.420]  我們也有聽到耶穌說分別出來
[00:12:58.420 --> 00:13:02.980]  這是很出名的三約面
[00:13:02.980 --> 00:13:07.060]  這一段其實是講到末世的審判
[00:13:07.060 --> 00:13:08.700]  那時候是怎樣呢?
[00:13:08.700 --> 00:13:11.420]  耶穌說萬民都要聚集在祂的面前
[00:13:11.420 --> 00:13:14.060]  祂要將他們分別出來
[00:13:14.060 --> 00:13:18.580]  好像牧羊的分別綿羊、山羊一樣
[00:13:18.580 --> 00:13:20.780]  將綿羊安置在右邊
[00:13:20.780 --> 00:13:23.300]  山羊安置在左邊
[00:13:23.300 --> 00:13:25.540]  要將他們分開
[00:13:25.540 --> 00:13:27.380]  這個分開就嚴重了
[00:13:27.380 --> 00:13:31.060]  分開來審判
[00:13:31.060 --> 00:13:33.020]  就等於有一羣人
[00:13:33.020 --> 00:13:34.540]  有些人做錯了事
[00:13:34.540 --> 00:13:36.340]  是誰犯了事
[00:13:36.340 --> 00:13:39.460]  你站出來分開
[00:13:39.460 --> 00:13:41.820]  有事有罪的站在一邊
[00:13:41.820 --> 00:13:43.140]  沒有罪的站在一邊
[00:13:43.140 --> 00:13:44.340]  分開
[00:13:44.340 --> 00:13:46.260]  要分開
[00:13:46.260 --> 00:13:47.900]  很簡單
[00:13:47.900 --> 00:13:48.860]  講了這麼多
[00:13:48.860 --> 00:13:49.740]  又辟邪爲聖
[00:13:49.740 --> 00:13:50.380]  又分開
[00:13:50.380 --> 00:13:52.420]  又各從其類
[00:13:52.420 --> 00:13:53.700]  那是怎樣呢?
[00:13:53.700 --> 00:13:56.860]  新約裏面也有講一個很特別的詞彙
[00:13:56.860 --> 00:13:59.180]  大家有聽過成聖
[00:13:59.180 --> 00:14:00.860]  我們信了耶穌之後
[00:14:00.860 --> 00:14:02.940]  我們要成聖
[00:14:02.940 --> 00:14:06.740]  聖在中文來說
[00:14:06.740 --> 00:14:11.500]  中意兩個字才容易記得
[00:14:11.500 --> 00:14:13.500]  所以將神聖
[00:14:13.500 --> 00:14:15.300]  英文叫holy
[00:14:15.300 --> 00:14:17.540]  我們懂一點英文也會明白
[00:14:17.540 --> 00:14:18.740]  holy這個字
[00:14:18.740 --> 00:14:20.220]  很神聖的
[00:14:20.220 --> 00:14:22.980]  中文譯經的人將這個很神聖
[00:14:22.980 --> 00:14:25.060]  他們想如何譯呢?
[00:14:25.060 --> 00:14:28.020]  終於他們譯了聖潔這兩個字出來
[00:14:28.020 --> 00:14:29.740]  聖潔這兩個字是好的
[00:14:29.740 --> 00:14:30.420]  沒錯的
[00:14:30.420 --> 00:14:39.300]  不過就將重點偏向了潔淨與污穢的那方面
[00:14:39.300 --> 00:14:40.140]  有的
[00:14:40.140 --> 00:14:41.860]  有這方面的特質
[00:14:41.860 --> 00:14:44.860]  但是更重要的特質是神聖
[00:14:44.860 --> 00:14:46.340]  講多幾次大家看看
[00:14:46.340 --> 00:14:50.260]  幻不幻想到很神聖很神聖呢?
[00:14:50.260 --> 00:14:52.180]  除了他潔淨無罪
[00:14:52.180 --> 00:14:53.580]  就是很神聖
[00:14:53.580 --> 00:14:54.500]  那叫神聖
[00:14:54.500 --> 00:14:55.460]  holy
[00:14:55.460 --> 00:14:57.460]  我們成爲聖潔
[00:14:57.460 --> 00:15:01.100]  就是成爲像神那樣神聖
[00:15:01.100 --> 00:15:02.420]  可以嗎?
[00:15:02.420 --> 00:15:07.700]  翻譯的聖經叫做《成聖聖潔》
[00:15:07.700 --> 00:15:09.660]  分別爲這兩個字
[00:15:09.660 --> 00:15:14.660]  剛纔我們看《採及記》十三章二節的時候
[00:15:14.660 --> 00:15:15.900]  那個字
[00:15:15.900 --> 00:15:20.060]  英文的聖經翻譯是saintified
[00:15:20.060 --> 00:15:21.260]  就跟
[00:15:21.260 --> 00:15:22.260]  成聖
[00:15:22.260 --> 00:15:25.500]  你們要be sanctified一樣
[00:15:25.500 --> 00:15:28.940]  成爲像神一樣的神聖
[00:15:28.940 --> 00:15:29.980]  可以嗎?
[00:15:29.980 --> 00:15:33.300]  所以分別爲聖這個字翻譯得好
[00:15:33.300 --> 00:15:35.540]  翻譯得好的意思就是
[00:15:35.540 --> 00:15:37.220]  包括了第一個動作
[00:15:37.220 --> 00:15:42.100]  要從其他的東西分開出來
[00:15:42.100 --> 00:15:44.100]  分開出來之後
[00:15:44.100 --> 00:15:48.180]  是專門給神使用
[00:15:48.180 --> 00:15:52.660]  就是說以色列人分別出來作神的產業
[00:15:52.660 --> 00:15:54.300]  給了神
[00:15:54.300 --> 00:15:57.860]  十三章《採及記》二節說要分別爲聖
[00:15:57.860 --> 00:15:59.660]  歸我
[00:15:59.660 --> 00:16:01.060]  歸了神
[00:16:01.060 --> 00:16:03.540]  分開出來就是給了神
[00:16:03.540 --> 00:16:06.100]  給了神就是不屬於任何人了
[00:16:06.100 --> 00:16:07.700]  給了神使用
[00:16:07.700 --> 00:16:10.020]  其他所有人都用不了
[00:16:10.020 --> 00:16:11.020]  明白嗎?
[00:16:11.020 --> 00:16:13.820]  所以分別爲聖這個概念很重要
[00:16:13.820 --> 00:16:16.060]  分開出來就是給了神
[00:16:16.060 --> 00:16:17.540]  就給了神了
[00:16:17.540 --> 00:16:18.860]  其他人
[00:16:18.860 --> 00:16:20.700]  不能去佔用他
[00:16:20.700 --> 00:16:21.980]  沒份
[00:16:21.980 --> 00:16:23.740]  只是神而已
[00:16:23.740 --> 00:16:25.860]  這個叫分別爲聖
[00:16:25.860 --> 00:16:28.220]  我們今天提這四個字
[00:16:28.220 --> 00:16:32.780]  就是要大家清楚背後的理念
[00:16:32.780 --> 00:16:35.260]  分別爲聖是這個意思
[00:16:35.260 --> 00:16:36.900]  講分別爲聖這四個字
[00:16:36.900 --> 00:16:39.740]  李思敬博士引用了一些例子
[00:16:39.740 --> 00:16:42.220]  所以要給他一個名字
[00:16:42.220 --> 00:16:44.700]  他說很多人的家裏
[00:16:44.700 --> 00:16:47.540]  有一張凳子
[00:16:47.540 --> 00:16:49.580]  是給老人家坐的
[00:16:49.580 --> 00:16:51.700]  他永遠都會坐在那個位置
[00:16:51.700 --> 00:16:53.180]  我家裏現在開始了
[00:16:54.060 --> 00:16:55.500]  我媽媽看電視的時候
[00:16:55.500 --> 00:16:57.900]  永遠坐在那個位置
[00:16:57.900 --> 00:16:58.980]  有一天
[00:16:58.980 --> 00:17:00.540]  就不知怎樣
[00:17:00.540 --> 00:17:02.540]  她走開了一會兒
[00:17:02.540 --> 00:17:05.300]  我女兒就坐下去
[00:17:05.300 --> 00:17:07.460]  在那裏弄手機
[00:17:07.460 --> 00:17:09.660]  我看到我媽媽走出來的時候
[00:17:09.660 --> 00:17:11.380]  我已經留意着
[00:17:11.380 --> 00:17:12.860]  看她有什麼反應
[00:17:12.860 --> 00:17:14.380]  她就沒什麼反應
[00:17:14.380 --> 00:17:17.340]  就坐在旁邊繼續看電視
[00:17:17.340 --> 00:17:18.260]  過了一會兒
[00:17:18.260 --> 00:17:19.660]  我女兒走開了
[00:17:19.660 --> 00:17:21.020]  她就立刻坐回來
[00:17:23.740 --> 00:17:25.380]  專用座位
