
[00:00:00.000 --> 00:00:03.480]  今天主要跟大家講一節的經文
[00:08:26.060 --> 00:08:28.500]  很開心 很開心
[00:08:28.500 --> 00:08:30.260]  上到這裏 為甚麼這麼開心
[00:08:30.260 --> 00:08:34.540]  他說 因為他們所負的重壓和肩頭上的障
[00:08:34.540 --> 00:08:36.180]  並欺壓者的棍
[00:08:36.180 --> 00:08:39.620]  你都已經截斷如同在米田的紙一樣
[00:08:39.620 --> 00:08:41.260]  第五節 他說
[00:08:41.260 --> 00:08:45.500]  戰時在戰亂中所穿的靴子
[00:08:45.500 --> 00:08:47.660]  以及那滾在血中的衣服
[00:08:47.660 --> 00:08:49.900]  都必當柴火燃燒
[00:08:49.900 --> 00:08:52.140]  即是不用打仗了 是不是
[00:08:52.140 --> 00:08:54.620]  怎樣才知道不用再打仗
[00:08:54.620 --> 00:08:56.220]  你連槍都扔了
[00:08:56.220 --> 00:08:58.260]  都不知道是不是
[00:08:58.260 --> 00:08:59.980]  敵軍再繼續來怎麼辦
[00:08:59.980 --> 00:09:03.580]  當然會收起兵器 武器 那些制服
[00:09:03.580 --> 00:09:05.660]  現在不用了 甚麼都不要 全都扔了
[00:09:05.660 --> 00:09:07.860]  因為知道這次真的勝利了
[00:09:07.860 --> 00:09:11.540]  好了 去到這個最重要 最重要的這一節的經文
[00:09:11.540 --> 00:09:13.260]  就是 因為
[00:09:13.260 --> 00:09:14.740]  所以這個因詞
[00:09:14.740 --> 00:09:17.300]  就是為甚麼會這麼開心 這麼開心
[00:09:17.300 --> 00:09:18.060]  為甚麼呢
[00:09:18.060 --> 00:09:21.580]  就是因為有一個嬰孩為我們而生
[00:09:21.580 --> 00:09:24.020]  有一個嬰孩出生可以這麼開心的嗎
[00:09:24.020 --> 00:09:25.700]  嬰孩
[00:09:25.700 --> 00:09:27.780]  最軟弱無助的 是不是
[00:09:27.780 --> 00:09:29.980]  特別是人生的嬰孩
[00:09:29.980 --> 00:09:31.340]  我們有時看電視
[00:09:31.340 --> 00:09:32.540]  見到那些 我都說了
[00:09:32.540 --> 00:09:35.460]  見到一隻馬生一個嬰孩出來
[00:09:35.460 --> 00:09:37.580]  馬上會站在那裡 是不是
[00:09:37.580 --> 00:09:39.980]  馬上站在那裡 會走的
[00:09:39.980 --> 00:09:43.420]  人生的嬰孩
[00:09:43.420 --> 00:09:44.620]  沒有人照顧他
[00:09:44.620 --> 00:09:48.100]  他一定生存不了 對不對 是不是
[00:09:48.100 --> 00:09:49.020]  他一定不可以生
[00:09:49.020 --> 00:09:52.060]  就讓他在那裡 過幾天來看看他
[00:09:52.060 --> 00:09:55.780]  我告訴你 肯定是很艱難
[00:09:55.780 --> 00:09:59.100]  分分鐘是沒命 是不是
[00:09:59.100 --> 00:10:02.260]  有一個嬰孩為我們而生就可以這麼開心
[00:10:02.260 --> 00:10:05.300]  有一個兒子賜給我們
[00:10:05.300 --> 00:10:07.300]  接著就說到這個嬰孩
[00:10:07.300 --> 00:10:07.860]  他會怎樣
[00:10:07.860 --> 00:10:11.460]  他說政權必擔在他的肩頭上
[00:10:11.460 --> 00:10:14.620]  即是他的肩膀可以背起來的
[00:10:14.620 --> 00:10:17.940]  他是背得起那個政權的
[00:10:17.940 --> 00:10:20.860]  他名稱為 他的名稱為甚麼呢
[00:10:20.860 --> 00:10:22.460]  為甚麼叫他名稱為甚麼呢
[00:10:22.460 --> 00:10:25.420]  因為在這個《聖經》的時代裏面來說
[00:10:25.420 --> 00:10:27.500]  當你給個名字
[00:10:27.500 --> 00:10:29.380]  就等於他是甚麼東西
[00:10:29.380 --> 00:10:31.060]  正如我有時說過
[00:10:31.060 --> 00:10:32.700]  我姓梁的
[00:10:32.700 --> 00:10:36.220]  我家裡就排行 排到我就是裕
[00:10:36.220 --> 00:10:38.300]  名裕的裕
[00:10:38.300 --> 00:10:39.700]  那個排下去的
[00:10:39.700 --> 00:10:44.500]  所以我的輩 個個都是叫梁裕甚麼梁裕物的
[00:10:44.500 --> 00:10:46.620]  下一輩就是賢字輩
[00:10:46.620 --> 00:10:48.540]  這個排兒子不排女的 賢字
[00:10:48.540 --> 00:10:51.540]  所以我弟弟有個兒子 他叫梁賢禮
[00:10:51.540 --> 00:10:53.340]  梁賢禮
[00:10:53.340 --> 00:10:55.180]  我和我弟弟三兄弟
[00:10:55.180 --> 00:10:56.620]  我就梁裕豪
[00:10:56.620 --> 00:10:59.500]  我弟弟那個就梁裕傑
[00:10:59.500 --> 00:11:01.620]  再弟弟那個就梁賢滿
[00:11:01.620 --> 00:11:02.580]  豪傑滿
[00:11:02.580 --> 00:11:04.860]  不過生到滿 我媽媽沒再生了
[00:11:04.860 --> 00:11:06.620]  所以我就說沒了天下了
[00:11:06.620 --> 00:11:09.820]  不然就梁裕天 梁裕夏
[00:11:09.820 --> 00:11:11.180]  弄了兩個
[00:11:11.180 --> 00:11:13.260]  豪傑滿天下
[00:11:13.260 --> 00:11:16.260]  他這裏的名字
[00:11:16.260 --> 00:11:19.020]  媽媽說我做阿豪 當然有意思
[00:11:19.020 --> 00:11:24.420]  就是說夠豪 夠傑 滿
[00:11:24.420 --> 00:11:26.460]  我記得我弟弟小時候說
[00:11:26.460 --> 00:11:28.900]  媽媽為甚麼我的名字經常在報紙裏有
[00:11:28.900 --> 00:11:32.900]  因為報紙會賣「裕滿天下」
[00:11:32.900 --> 00:11:36.740]  裕滿天下 我的名字經常是裕滿出現的
[00:11:36.740 --> 00:11:40.940]  「奇妙的策士 全能的神 永在的父和平的君」
[00:11:40.940 --> 00:11:42.580]  好 我們逐一看一看
[00:11:42.580 --> 00:11:44.700]  還沒看這個之前再看最後一次
[00:11:44.700 --> 00:11:47.660]  「他的政權與平安必加增無窮」
[00:11:47.660 --> 00:11:49.300]  是無窮的
[00:11:49.300 --> 00:11:53.100]  「他必在大位的寶座上治理他的國」
[00:11:53.100 --> 00:11:56.740]  「以公平公義使國堅定穩立」
[00:11:56.740 --> 00:11:58.380]  「從今直到永遠」
[00:11:58.380 --> 00:12:05.700]  有哪個國家的元首可以說自己的國位是永遠的
[00:12:05.700 --> 00:12:06.540]  沒有的
[00:12:06.540 --> 00:12:07.580]  人來的
[00:12:07.580 --> 00:12:08.500]  人人都有甚麼
[00:12:08.500 --> 00:12:11.020]  整個人人都有得死 對不對
[00:12:11.020 --> 00:12:12.260]  所以唯有甚麼
[00:12:12.260 --> 00:12:13.780]  唯有神的兒子
[00:12:13.780 --> 00:12:15.020]  他才能夠
[00:12:15.020 --> 00:12:16.140]  我們很簡單的
[00:12:16.140 --> 00:12:17.380]  小朋友都明白的
[00:12:17.380 --> 00:12:18.820]  小朋友明白嗎
[00:12:18.820 --> 00:12:22.780]  看著我這裏 不是看著我妹妹
[00:12:22.780 --> 00:12:23.860]  狗生甚麼
[00:12:23.860 --> 00:12:24.980]  狗仔
[00:12:24.980 --> 00:12:26.460]  你心裏找牧師
[00:12:26.460 --> 00:12:28.460]  傻傻的 問我狗生甚麼
[00:12:28.460 --> 00:12:29.380]  當然是狗仔
[00:12:29.380 --> 00:12:30.620]  雞生甚麼
[00:12:30.620 --> 00:12:32.140]  不是雞仔 生雞蛋
[00:12:32.140 --> 00:12:33.740]  然後才有雞仔
[00:12:33.740 --> 00:12:36.100]  結果都是雞仔
[00:12:36.100 --> 00:12:38.100]  但神的兒子是甚麼
[00:12:38.100 --> 00:12:39.300]  神的兒子很簡單
[00:12:39.300 --> 00:12:40.020]  小朋友都知道
[00:12:40.020 --> 00:12:41.860]  神的兒子就是神
[00:12:41.860 --> 00:12:42.860]  神的兒子就是神
[00:12:42.860 --> 00:12:43.820]  這個複雜一點
[00:12:43.820 --> 00:12:44.500]  三為一體
[00:12:44.500 --> 00:12:48.380]  有機會才和大家研究三為一體
[00:12:48.380 --> 00:12:51.620]  「萬君之而華的熱心必成就者是」
[00:12:51.620 --> 00:12:53.780]  甚麼叫萬君之而華的熱心
[00:12:53.780 --> 00:12:55.540]  神是全能的
[00:12:55.540 --> 00:12:57.380]  如果祂要做 一定做得到
[00:12:57.380 --> 00:12:59.580]  但還加上祂的熱心
[00:12:59.580 --> 00:13:00.980]  甚麼叫熱心
[00:13:00.980 --> 00:13:03.380]  有些人都不知道行不行
[00:13:03.380 --> 00:13:06.500]  努力一點
[00:13:06.500 --> 00:13:08.340]  多付兩錢肉緊
[00:13:08.340 --> 00:13:10.380]  多熱心
[00:13:10.380 --> 00:13:11.740]  多付兩錢肉緊
[00:13:11.740 --> 00:13:12.940]  做得到的
[00:13:12.940 --> 00:13:14.180]  多艱難都做得到的
[00:13:14.180 --> 00:13:15.820]  When there is a will, there is a way
[00:13:15.820 --> 00:13:17.180]  當你有這個意志的時候
[00:13:17.180 --> 00:13:18.860]  就有那條路可走
[00:13:18.860 --> 00:13:20.140]  There is a will, there is a way
[00:13:20.140 --> 00:13:22.660]  這些人鼓勵人 當然是這樣說的
[00:13:22.660 --> 00:13:25.300]  現在是神的熱心
[00:13:25.300 --> 00:13:27.340]  即是神決定了
[00:13:27.340 --> 00:13:30.140]  祂說一定要做 一定要做 一定要做
[00:13:30.140 --> 00:13:31.860]  一定要成就的
[00:13:31.860 --> 00:13:33.780]  我就很強調想看一看
[00:13:33.780 --> 00:13:35.380]  究竟這個人
[00:13:35.380 --> 00:13:36.540]  這個人物
[00:13:36.540 --> 00:13:38.700]  祂是一個嬰兒出生
[00:13:38.700 --> 00:13:40.580]  祂是奇妙的測試
[00:13:40.580 --> 00:13:43.380]  全能的神 永在的父 和平的君
[00:13:43.380 --> 00:13:44.980]  首先奇妙的測試
[00:13:44.980 --> 00:13:46.100]  在第一個部分
[00:13:46.100 --> 00:13:48.020]  我還要看兩節的經文
[00:13:48.020 --> 00:13:50.180]  詩篇77篇第14節
[00:13:50.180 --> 00:13:53.100]  「你是行奇事的神」
[00:13:53.100 --> 00:13:55.980]  「你曾在萬民中彰顯能力」
[00:13:55.980 --> 00:13:58.500]  在這裡用原文同一個字
[00:13:58.500 --> 00:14:00.580]  奇妙的測試
[00:14:00.580 --> 00:14:02.180]  就是奇事的意思
[00:14:02.180 --> 00:14:04.340]  行奇妙的事情
[00:14:04.340 --> 00:14:07.300]  這個字是用來形容神的
[00:14:07.300 --> 00:14:10.340]  你是行奇事的神
[00:14:10.340 --> 00:14:12.300]  所以形容這個嬰孩
[00:14:12.300 --> 00:14:15.660]  是用來形容神的形容方法
[00:14:15.660 --> 00:14:17.700]  去形容這個嬰孩
[00:14:17.700 --> 00:14:19.820]  這個絕對不簡單
[00:14:19.820 --> 00:14:22.940]  然後在詩篇111篇第4節
[00:14:22.940 --> 00:14:26.180]  「他行了奇事使人紀念」
[00:14:26.180 --> 00:14:28.220]  「耶和華又因為有憐憫」
[00:14:28.220 --> 00:14:29.900]  這個肯定更加是講到神
[00:14:29.900 --> 00:14:31.460]  耶和華神
[00:14:31.460 --> 00:14:33.700]  「他行了奇事使人紀念」
[00:14:33.700 --> 00:14:35.620]  「耶和華又因為有憐憫」
[00:14:35.620 --> 00:14:37.540]  所以我給這兩節經文給大家看
[00:14:37.540 --> 00:14:39.780]  這個奇妙的測試
[00:14:39.780 --> 00:14:43.980]  或者行奇事的測試是誰呢?
[00:14:43.980 --> 00:14:45.740]  是神級
[00:14:45.740 --> 00:14:47.100]  是神級
[00:14:47.100 --> 00:14:50.020]  人是做不到這種奇妙的測試
[00:14:50.020 --> 00:14:51.180]  是神級
[00:14:51.180 --> 00:14:54.620]  或者應該清楚講是神才能夠做得到
[00:14:54.620 --> 00:14:56.020]  所以我們的信仰裏面
[00:14:56.020 --> 00:14:59.660]  有聖父、聖子、聖靈三位一體的神
[00:14:59.660 --> 00:15:02.300]  其實要判斷一個異端是不是異端呢?
[00:15:02.300 --> 00:15:04.060]  其中一件事不是只有這件事
[00:15:04.060 --> 00:15:06.060]  這件事其中一件事就是甚麼?
[00:15:06.060 --> 00:15:09.740]  他們通常一般是否定三位一體的
[00:15:09.740 --> 00:15:13.060]  例如魔派那些是否定三位一體的
[00:15:13.060 --> 00:15:15.900]  耶派那些都是否定三位一體的
[00:15:15.900 --> 00:15:17.820]  我曾經在不同的時代裏面
[00:15:17.820 --> 00:15:20.860]  都有機會遇到魔派和耶派的
[00:15:20.860 --> 00:15:21.980]  都有跟他們一談
[00:15:21.980 --> 00:15:23.220]  談到不夠兩句
[00:15:23.220 --> 00:15:26.620]  我就跟他們講聖父、聖子、聖靈三位一體的神
[00:15:26.620 --> 00:15:28.900]  我都不跟他們講那麼多古靈精怪
[00:15:28.900 --> 00:15:31.180]  一講這些他就知道大家不同
[00:15:31.180 --> 00:15:35.340]  我很多時候都會用這節聖經來跟他們分析
[00:15:35.340 --> 00:15:37.980]  不過這節聖經在分析的時候
[00:15:37.980 --> 00:15:39.820]  其實是有難度的
[00:15:39.820 --> 00:15:42.620]  接著難度就在第二點那裏
[00:15:42.620 --> 00:15:44.260]  第二點那裏就是說
[00:15:44.260 --> 00:15:45.380]  大能的神
[00:15:45.380 --> 00:15:48.300]  你看到牧師翻譯做大能的神
[00:15:48.300 --> 00:15:50.380]  不是全能的神是不是?
[00:15:50.380 --> 00:15:53.340]  我給他的翻譯不是全能的神
[00:15:53.340 --> 00:15:54.900]  是大能的神
[00:15:54.900 --> 00:16:00.420]  為什麼我要改了不用全能用大能呢?
[00:16:00.420 --> 00:16:01.980]  全能大家知道什麼意思嗎?
[00:16:01.980 --> 00:16:03.780]  全能是不是?
[00:16:03.780 --> 00:16:05.180]  全能就是什麼?
[00:16:05.180 --> 00:16:06.900]  就是全能
[00:16:06.900 --> 00:16:07.900]  Almighty
[00:16:07.900 --> 00:16:10.300]  英文就叫做Almighty
[00:16:10.300 --> 00:16:13.820]  但是大能就叫做Mighty
[00:16:13.820 --> 00:16:16.900]  那Mighty和Almighty是不是有分別?
[00:16:16.900 --> 00:16:18.780]  是有分別的
[00:16:18.780 --> 00:16:21.060]  所以很多時候撞牌就撞在這裏了
[00:16:21.060 --> 00:16:25.740]  因為當我們拿著和合本聖經去背誦的時候
[00:16:25.740 --> 00:16:28.500]  它就真的叫做全能的神
[00:16:28.500 --> 00:16:32.780]  但是如果你拿一本英文聖經來看的時候
[00:16:32.780 --> 00:16:35.220]  很多時候它都不譯做Almighty God
[00:16:35.220 --> 00:16:37.020]  而是做Mighty God
[00:16:37.020 --> 00:16:40.100]  話說很多年前我還在讀神學
[00:16:40.100 --> 00:16:44.460]  就有摩門教的兩個女孩子
[00:16:44.460 --> 00:16:47.020]  她就跟我談這些事情
[00:16:47.020 --> 00:16:51.100]  我一拿就拿這節的聖經給她看
[00:16:51.100 --> 00:16:52.980]  我就說在我們的聖經裏面
[00:16:52.980 --> 00:16:54.540]  因為我拿著一本中文聖經
[00:16:54.540 --> 00:16:55.460]  我就譯給她
[00:16:55.460 --> 00:16:58.020]  全能的神就說Almighty God
[00:16:58.020 --> 00:17:00.260]  她就說你拿一本英文聖經來看
[00:17:00.260 --> 00:17:01.380]  拿一本英文聖經來看
[00:17:01.380 --> 00:17:03.820]  嗯?Mighty God?
[00:17:03.820 --> 00:17:07.260]  她說所以你所信的耶穌基督
[00:17:07.260 --> 00:17:10.740]  祂不是全能是大能
[00:17:10.740 --> 00:17:12.660]  死火了
[00:17:12.660 --> 00:17:15.340]  我無言以對
[00:17:15.340 --> 00:17:18.380]  但是我還沒認輸
[00:17:18.380 --> 00:17:19.980]  為什麼我還沒認輸
[00:17:19.980 --> 00:17:21.820]  如果有人這樣說
[00:17:21.820 --> 00:17:23.700]  我要先研究一下
[00:17:23.700 --> 00:17:26.900]  那時候讀神學就開始讀希伯來文
[00:17:26.900 --> 00:17:28.500]  希臘文希伯來文都要讀的
[00:17:28.500 --> 00:17:29.900]  開始讀希伯來文
[00:17:29.900 --> 00:17:31.220]  我教的時候
[00:17:31.220 --> 00:17:32.820]  Dr. Forster
[00:17:32.820 --> 00:17:33.980]  Professor Forster
[00:17:33.980 --> 00:17:36.180]  他已經回到天父那裏了
[00:17:36.180 --> 00:17:37.980]  就教我們希伯來文
[00:17:37.980 --> 00:17:40.420]  還有教一些舊約的書卷
[00:17:40.420 --> 00:17:42.060]  我就跟這兩個人說
[00:17:42.060 --> 00:17:43.460]  OK
[00:17:43.460 --> 00:17:45.140]  我遲些再跟你談
[00:17:45.140 --> 00:17:47.060]  日後再約跟你談
[00:17:47.060 --> 00:17:49.820]  我就立即去找教授
[00:17:49.820 --> 00:17:51.060]  我說Professor
[00:17:51.060 --> 00:17:52.460]  我說這次不行
[00:17:52.460 --> 00:17:56.060]  這個字我以為是Almighty
[00:17:56.060 --> 00:17:59.660]  但是拿著一本英文聖經叫做Mighty
[00:17:59.660 --> 00:18:02.900]  我說Almighty和Mighty是不同的
