
[00:00:00.000 --> 00:00:02.340]  今天和大家分享的聖經是
[00:01:53.080 --> 00:01:57.120]  剛才我們讀的那段聖經也很相似
[00:01:57.120 --> 00:01:59.960]  剛才讀的那段聖經裏面有兩個人
[00:01:59.960 --> 00:02:02.240]  一個人有名一個人沒有名
[00:02:02.240 --> 00:02:04.960]  有名的那個叫格劉巴
[00:02:04.960 --> 00:02:07.200]  另一個人沒有名
[00:02:07.200 --> 00:02:09.080]  但是也告訴我們
[00:02:09.080 --> 00:02:12.400]  他們聽到耶穌復活的事
[00:02:12.400 --> 00:02:15.120]  不是很開心的
[00:02:15.120 --> 00:02:17.640]  在第17節的下半段
[00:02:17.640 --> 00:02:20.440]  聖經說他們當時和那個
[00:02:20.440 --> 00:02:22.680]  後來知道是耶穌的人
[00:02:22.680 --> 00:02:24.400]  在聊天的時候站在那裏的時候
[00:02:24.400 --> 00:02:29.520]  他們的念上面是帶著愁容
[00:02:29.520 --> 00:02:32.480]  很憂愁
[00:02:32.480 --> 00:02:34.200]  然後聖經告訴我們
[00:02:34.200 --> 00:02:36.680]  他們原來去的一個地方
[00:02:36.680 --> 00:02:39.080]  叫做二萬五師
[00:02:39.080 --> 00:02:40.640]  我們對這個地方很熟悉
[00:02:40.640 --> 00:02:43.720]  因為有一些活動或者一些營會
[00:02:43.720 --> 00:02:45.520]  是用這個名字來做的
[00:02:45.520 --> 00:02:48.320]  叫做二萬五師的旅程
[00:02:48.320 --> 00:02:50.440]  但是二萬五師在哪裏呢
[00:02:50.440 --> 00:02:52.200]  聖經學者也嘗試去找
[00:02:52.200 --> 00:02:56.120]  因為這麼重要的一個地方
[00:02:56.120 --> 00:02:59.160]  但是很多學者找來找去也找不到
[00:02:59.160 --> 00:03:03.200]  剛才我們讀的那段聖經只有一個提示
[00:03:03.200 --> 00:03:08.440]  就是告訴我們離開耶路撒冷約有25里
[00:03:08.440 --> 00:03:10.800]  如果我們今天懂得地理知識
[00:03:10.800 --> 00:03:15.120]  就在耶路撒冷中間畫一個圈
[00:03:15.120 --> 00:03:16.400]  這樣去找就行了
[00:03:16.400 --> 00:03:18.200]  當然學者也有我們這麼聰明的
[00:03:18.200 --> 00:03:21.840]  也嘗試 但是也不知道在哪裏
[00:03:21.840 --> 00:03:25.280]  但我們估計就是這兩個門徒
[00:03:25.280 --> 00:03:27.280]  聽到耶穌復活的消息
[00:03:27.280 --> 00:03:29.080]  其中一個我覺得很憂愁的就是
[00:03:29.080 --> 00:03:31.320]  哇 剛剛耶穌才死了
[00:03:31.320 --> 00:03:33.840]  裏面還很亂
[00:03:33.840 --> 00:03:39.120]  還是不要留在風暴最猛的地方
[00:03:39.120 --> 00:03:42.000]  離開那個地方出去
[00:03:42.000 --> 00:03:43.400]  很有可能就是這個原因
[00:03:43.400 --> 00:03:45.760]  所以他們離開耶路撒冷
[00:03:45.760 --> 00:03:50.840]  去到這個叫做二萬五師的村裏
[00:03:50.840 --> 00:03:52.360]  我讀剛才那段聖經
[00:03:52.360 --> 00:03:54.720]  我覺得很有趣的其中一個地方是
[00:03:54.720 --> 00:03:57.480]  耶穌出現的方式
[00:03:57.480 --> 00:03:59.560]  耶穌已經復活了
[00:03:59.560 --> 00:04:04.400]  我們想耶穌應該像一個光一樣突然間出現
[00:04:04.400 --> 00:04:10.240]  這樣才有戲劇的效果
[00:04:10.240 --> 00:04:16.400]  又或者耶穌像我們中式的騰雲駕霧那樣來
[00:04:16.400 --> 00:04:17.240]  耶穌不是這樣的
[00:04:17.240 --> 00:04:18.040]  剛才讀那段聖經
[00:04:18.040 --> 00:04:19.920]  如果大家手上有電子版
[00:04:19.920 --> 00:04:22.320]  可以看回第十五節
[00:04:22.320 --> 00:04:24.920]  耶穌是怎樣出現的呢
[00:04:24.920 --> 00:04:27.280]  耶穌是親自走近他們
[00:04:27.280 --> 00:04:29.440]  和他們同行
[00:04:29.440 --> 00:04:32.640]  我想好像突然間有個人
[00:04:32.640 --> 00:04:34.920]  插著褲袋走來走去
[00:04:34.920 --> 00:04:36.320]  然後就走到那兩個人那裏
[00:04:36.320 --> 00:04:40.400]  在看甚麼 有甚麼好看 聊甚麼
[00:04:40.400 --> 00:04:42.680]  就是這麼平常
[00:04:42.680 --> 00:04:45.480]  就是這樣出現
[00:04:45.480 --> 00:04:48.160]  和那兩個人聊天
[00:04:48.160 --> 00:04:51.160]  我很喜歡這個耶穌
[00:04:51.160 --> 00:04:55.480]  原來我們的耶穌就是這麼可親 這麼可愛
[00:04:55.480 --> 00:04:58.840]  好像一個路邊的人走過一樣
[00:04:58.840 --> 00:05:05.520]  祂就是這麼簡單直接地來到我們的身邊
[00:05:05.520 --> 00:05:07.680]  弟兄姊妹
[00:05:07.680 --> 00:05:10.240]  你有沒有遇到耶穌
[00:05:10.240 --> 00:05:12.200]  零零這個問題也要問
[00:05:12.200 --> 00:05:14.240]  遇不到耶穌不會坐在這裏吧
[00:05:14.240 --> 00:05:17.840]  進來也一定會遇到耶穌才坐在這裏
[00:05:17.840 --> 00:05:19.760]  可能會說 有啊 我遇到耶穌
[00:05:19.760 --> 00:05:21.000]  我告訴你
[00:05:21.000 --> 00:05:23.320]  三十年前我就是這樣相信耶穌
[00:05:23.320 --> 00:05:24.560]  遇到耶穌
[00:05:24.560 --> 00:05:26.560]  不是啊 弟兄姊妹
[00:05:26.560 --> 00:05:28.040]  我想問的是
[00:05:28.040 --> 00:05:32.320]  你最近一次何時遇到耶穌
[00:05:32.320 --> 00:05:35.520]  這個要考慮一下
[00:05:35.520 --> 00:05:38.480]  我回答你 我剛才那一刻遇到耶穌
[00:05:38.480 --> 00:05:41.640]  剛才在那裏敬拜的時候
[00:05:41.640 --> 00:05:43.640]  很有趣
[00:05:43.640 --> 00:05:45.320]  作為童工
[00:05:45.320 --> 00:05:47.120]  崇拜唱詩
[00:05:47.120 --> 00:05:49.720]  每個星期都會做
[00:05:49.720 --> 00:05:51.720]  但多數在自己的教會
[00:05:51.720 --> 00:05:53.720]  就是帶著一些工作去做
[00:05:53.720 --> 00:05:55.560]  腦裏想著很多東西
[00:05:55.560 --> 00:05:56.840]  可能Grace牧師現在也是
[00:05:56.840 --> 00:05:58.880]  她現在身體在擦大眼睛
[00:05:58.880 --> 00:06:00.400]  但她在想明天主日崇拜唱詩
[00:06:00.400 --> 00:06:02.640]  很多這些瑣碎的事還沒做完
[00:06:02.640 --> 00:06:03.960]  牧師 寧寧快點說
[00:06:03.960 --> 00:06:05.960]  說完我會處理那些事
[00:06:05.960 --> 00:06:07.720]  人在這裏
[00:06:07.720 --> 00:06:09.880]  眼睛也擦大了
[00:06:09.880 --> 00:06:11.600]  但心好像不在這裏
[00:06:11.600 --> 00:06:12.600]  說Grace可能在這裏
[00:06:12.600 --> 00:06:14.200]  我不是在這裏
[00:06:14.200 --> 00:06:14.920]  我很久沒有試過
[00:06:14.920 --> 00:06:16.200]  弟兄姊妹 我很感謝你們
[00:06:16.200 --> 00:06:18.600]  今天和我一起在這裏敬拜上帝
[00:06:18.600 --> 00:06:21.800]  我很久沒有試過
[00:06:21.800 --> 00:06:23.280]  我剛才很感謝主耶穌
[00:06:23.280 --> 00:06:24.280]  主耶穌 我很感謝你
[00:06:24.280 --> 00:06:26.560]  給我機會來這裏跟大家分享
[00:06:26.560 --> 00:06:31.200]  其實不是我要說甚麼 或者祝福大家
[00:06:31.200 --> 00:06:32.440]  原來大家先祝福我
[00:06:32.440 --> 00:06:34.920]  我很感謝你們
[00:06:34.920 --> 00:06:41.920]  你最近一次是怎樣遇到耶穌?
[00:06:41.920 --> 00:06:45.320]  有些靈體可能很快想到
[00:06:45.320 --> 00:06:46.320]  你說遇到耶穌
[00:06:46.320 --> 00:06:48.840]  在香港這個時勢很難遇到耶穌
[00:06:48.840 --> 00:06:52.400]  又很憂愁 怎麼遇到耶穌呢?
[00:06:52.400 --> 00:06:55.400]  我有兩個小朋友
[00:06:55.400 --> 00:06:58.240]  我小朋友今年五歲
[00:06:58.240 --> 00:07:00.120]  他早兩年 大概三歲的時候
[00:07:00.120 --> 00:07:02.040]  有一次我們在家裏聊天
[00:07:02.040 --> 00:07:08.040]  我說你在家裏哪裏最常遇到耶穌?
[00:07:08.040 --> 00:07:09.600]  我大兒子就比較聰明
[00:07:09.600 --> 00:07:12.200]  懂得回答一些模特兒的答案
[00:07:12.200 --> 00:07:13.800]  當然是晚上晚上肚子餓時
[00:07:13.800 --> 00:07:15.680]  最常遇到耶穌
[00:07:15.680 --> 00:07:17.040]  回答這些模特兒的答案
[00:07:17.040 --> 00:07:18.480]  我們都是香港教授
[00:07:18.480 --> 00:07:19.600]  傳出來的答案
[00:07:19.600 --> 00:07:21.080]  就回答這些
[00:07:21.080 --> 00:07:22.640]  家裏有個傳導人媽媽
[00:07:22.640 --> 00:07:25.640]  回答這些一定可以收工
[00:07:25.640 --> 00:07:26.960]  不用再說了
[00:07:26.960 --> 00:07:28.120]  我小朋友想來想去
[00:07:28.120 --> 00:07:29.120]  想不到當時只有三歲
[00:07:29.120 --> 00:07:30.360]  想不到很正常
[00:07:30.360 --> 00:07:31.680]  我說不要緊
[00:07:31.680 --> 00:07:33.680]  今天晚上肚子餓
[00:07:33.680 --> 00:07:36.000]  你們去預備睡覺
[00:07:36.000 --> 00:07:37.920]  他們就去刷牙
[00:07:37.920 --> 00:07:39.080]  我小朋友就說
[00:07:39.080 --> 00:07:41.720]  我要去做一些很重要的事
[00:07:41.720 --> 00:07:43.160]  辦大事
[00:07:43.160 --> 00:07:44.360]  喝泡泡
[00:07:44.360 --> 00:07:45.840]  我說好吧 你去吧
[00:07:45.840 --> 00:07:49.640]  他在廁所裏突然大喊媽媽
[00:07:49.640 --> 00:07:51.080]  我以為他掉進去廁所裏
[00:07:51.080 --> 00:07:53.080]  什麼事什麼事
[00:07:53.080 --> 00:07:58.760]  我剛才遇到耶穌
[00:07:58.760 --> 00:08:01.760]  他說當他在廁所裏一個人
[00:08:01.760 --> 00:08:03.880]  做著一些很重要的事
[00:08:03.880 --> 00:08:06.600]  他突然覺得耶穌跟他很近
[00:08:06.600 --> 00:08:09.800]  你千萬不要問我為什麼
[00:08:09.800 --> 00:08:13.080]  正如Grace帶大家靈修的時候
[00:08:13.080 --> 00:08:13.840]  是不是
[00:08:13.840 --> 00:08:15.560]  有些時候都不知道為什麼
[00:08:15.560 --> 00:08:19.120]  在某個空間見到某個物件
[00:08:19.120 --> 00:08:22.240]  然後你就覺得你跟耶穌很近
[00:08:22.240 --> 00:08:25.600]  但是我小朋友的經歷告訴我
[00:08:25.600 --> 00:08:30.280]  其實耶穌真的隨時隨刻都跟我們相遇
[00:08:30.280 --> 00:08:33.640]  不一定要坐在聖殿裏面
[00:08:33.640 --> 00:08:35.440]  耶穌才在
[00:08:35.440 --> 00:08:37.240]  請姐妹多點留意
[00:08:37.240 --> 00:08:38.720]  耶穌可能就是這樣
[00:08:38.720 --> 00:08:41.640]  插著褲袋經過你身邊
[00:08:41.640 --> 00:08:44.040]  但我們認不出祂
[00:08:44.040 --> 00:08:47.080]  跟這兩個門徒一樣
[00:08:47.080 --> 00:08:50.160]  當耶穌來到這兩個門徒身邊
[00:08:50.160 --> 00:08:51.640]  靠近他們
[00:08:51.640 --> 00:08:53.400]  經文告訴我們
[00:08:53.400 --> 00:08:56.160]  這兩個門徒認不出耶穌
[00:08:56.160 --> 00:09:00.000]  學者很努力地幫助這兩個門徒解畫
[00:09:00.000 --> 00:09:02.440]  為什麼耶穌這樣都認不出呢
[00:09:02.440 --> 00:09:03.360]  有些學者就說
[00:09:03.360 --> 00:09:06.960]  因為他們向著太陽下山的方向
[00:09:06.960 --> 00:09:08.040]  向著西邊走
[00:09:08.040 --> 00:09:09.600]  所以陽光照著
[00:09:09.600 --> 00:09:11.440]  所以看不清楚
[00:09:11.440 --> 00:09:13.600]  我心想這麼近都看不清楚
[00:09:13.600 --> 00:09:14.920]  沒有理由
[00:09:14.920 --> 00:09:15.880]  有些學者就說
[00:09:15.880 --> 00:09:18.560]  不是,因為耶穌復活後改變了形象
[00:09:18.560 --> 00:09:20.040]  所以看不見他們
[00:09:20.040 --> 00:09:23.000]  很明顯跟其他經文不配合
[00:09:23.000 --> 00:09:25.320]  耶穌出現的門徒是認得的
[00:09:25.320 --> 00:09:26.440]  我們就說不是
[00:09:26.440 --> 00:09:27.560]  究竟是什麼原因呢
[00:09:27.560 --> 00:09:28.800]  有些學者就說
[00:09:28.800 --> 00:09:31.200]  一定是撒旦的阻止
[00:09:31.200 --> 00:09:35.480]  所以看不見耶穌的光明的面
[00:09:35.480 --> 00:09:37.000]  什麼原因呢
[00:09:37.000 --> 00:09:39.280]  似乎都沒有辦法
[00:09:39.280 --> 00:09:41.400]  完全合理地告訴我們
[00:09:41.400 --> 00:09:46.240]  為什麼兩個門徒不認得耶穌
[00:09:46.240 --> 00:09:49.120]  但不認得就是事實
[00:09:49.120 --> 00:09:51.840]  他們不認得耶穌
[00:09:51.840 --> 00:09:55.200]  只是悠悠愁愁地問這個過路的人
[00:09:55.200 --> 00:09:58.600]  你竟然不知道耶路撒冷這幾天發生什麼事
[00:09:58.600 --> 00:10:01.440]  讓我告訴你
[00:10:01.440 --> 00:10:03.520]  如果大家手上有電子版聖經
[00:10:03.520 --> 00:10:06.720]  可以再回去看《路加福音》二十四章
[00:10:06.720 --> 00:10:09.040]  十九至二十四節
[00:10:09.040 --> 00:10:12.000]  沒有的話讀給大家聽
[00:10:12.000 --> 00:10:13.360]  當時是這樣的
[00:10:13.360 --> 00:10:14.480]  他說你竟然不知道
[00:10:14.480 --> 00:10:15.800]  我告訴你
[00:10:15.800 --> 00:10:16.680]  發生什麼事
[00:10:16.680 --> 00:10:19.760]  是有拿撒勒人耶穌的事
[00:10:19.760 --> 00:10:21.200]  祂是什麼人
[00:10:21.200 --> 00:10:22.760]  他說祂是先知
[00:10:22.760 --> 00:10:27.520]  在上帝和眾百姓面前說話行事都大有能力
[00:10:27.520 --> 00:10:29.520]  祭司掌門和我們的觀長警
[00:10:29.520 --> 00:10:30.560]  將祂戒去
[00:10:30.560 --> 00:10:32.280]  定了死罪
[00:10:32.280 --> 00:10:34.040]  釘在十字架上
[00:10:34.040 --> 00:10:36.480]  但我們素來所盼望要救贖的
[00:10:36.480 --> 00:10:38.320]  以色列民的就是祂
[00:10:38.320 --> 00:10:39.480]  不單如此
[00:10:39.480 --> 00:10:42.920]  這事發生後現在已經三天了
[00:10:42.920 --> 00:10:45.040]  還有我們中間的幾個婦女
[00:10:45.040 --> 00:10:45.960]  使我們驚奇
[00:10:45.960 --> 00:10:47.840]  她們清早就去了墳墓那裡
[00:10:47.840 --> 00:10:50.600]  不見祂的身體就回來告訴我們
[00:10:50.600 --> 00:10:53.520]  說她們看見了天使顯現
[00:10:53.520 --> 00:10:55.240]  說祂活了
[00:10:55.240 --> 00:10:58.440]  又有我們幾個人再去墳墓那裡
[00:10:58.440 --> 00:11:01.600]  所發現的就好像婦女們所說的
[00:11:01.600 --> 00:11:06.200]  只是沒有看見祂
[00:11:06.200 --> 00:11:08.680]  我可以說這個
[00:11:08.680 --> 00:11:12.960]  格劉巴和另一個沒有名字的門徒
[00:11:12.960 --> 00:11:15.200]  要介紹耶穌的話
[00:11:15.200 --> 00:11:17.600]  是100分的
[00:11:17.600 --> 00:11:20.160]  很清楚地說了耶穌是什麼
[00:11:20.160 --> 00:11:21.040]  祂的身份
[00:11:21.040 --> 00:11:22.440]  祂做了什麼
[00:11:22.440 --> 00:11:24.120]  後來祂復活的事
[00:11:24.120 --> 00:11:27.760]  全部都說得很清楚
[00:11:27.760 --> 00:11:28.560]  如果要界定的話
[00:11:28.560 --> 00:11:31.400]  他們一定有一個成熟的信徒
[00:11:31.400 --> 00:11:35.280]  有一定的知識基礎
[00:11:35.280 --> 00:11:37.960]  但是奈何
[00:11:37.960 --> 00:11:41.000]  他們都認不出耶穌
[00:11:41.000 --> 00:11:43.720]  原來真的會的
[00:11:43.720 --> 00:11:47.520]  耶穌當時怎麼回應他們呢
[00:11:47.520 --> 00:11:49.240]  在《和收本》裡面這樣說的
[00:11:49.240 --> 00:11:50.600]  耶穌對他們說
[00:11:50.600 --> 00:11:52.160]  無知的人啊
[00:11:52.160 --> 00:11:54.160]  先知所說的一切話
[00:11:54.160 --> 00:11:58.600]  你們的心信得太遲鈍了
[00:11:58.600 --> 00:11:59.360]  我很喜歡的
[00:11:59.360 --> 00:12:00.720]  有一個英文聖經版本
[00:12:00.720 --> 00:12:02.000]  叫做《The Message Bible》
[00:12:02.000 --> 00:12:02.840]  如果大家有興趣的話
[00:12:02.840 --> 00:12:04.080]  你可以去看一下
[00:12:04.080 --> 00:12:07.160]  它基本上不是逐個字逐個字
[00:12:07.160 --> 00:12:09.400]  它是逆個意思出來
[00:12:09.400 --> 00:12:11.960]  逆個意境出來
[00:12:11.960 --> 00:12:12.960]  其中有一個
[00:12:12.960 --> 00:12:14.560]  我很喜歡它這個地方
[00:12:14.560 --> 00:12:17.560]  我都用了雄性
[00:12:17.560 --> 00:12:18.720]  耶穌說
[00:12:18.720 --> 00:12:21.720]  Why can't you simply believe
[00:12:21.720 --> 00:12:26.440]  為什麼你不可以簡單地相信
[00:12:26.440 --> 00:12:26.880]  丁小妹
[00:12:26.880 --> 00:12:28.680]  今天是不是都打在你的心裡
[00:12:28.680 --> 00:12:28.960]  是的
[00:12:28.960 --> 00:12:30.280]  我看的時候打在我的心裡
[00:12:30.280 --> 00:12:32.320]  因為我是很理性的人
[00:12:32.320 --> 00:12:36.000]  我都經常問為什麼
[00:12:36.000 --> 00:12:37.240]  當然很多時候
[00:12:37.240 --> 00:12:39.600]  問為什麼就是我不服氣的時候
[00:12:39.600 --> 00:12:40.600]  他做的事情不對
[00:12:40.600 --> 00:12:41.680]  我就問他為什麼你這樣做
[00:12:41.680 --> 00:12:44.880]  為什麼你不是這樣做
[00:12:44.880 --> 00:12:47.800]  格劉巴和另一個門徒
[00:12:47.800 --> 00:12:49.120]  其實他們真的知道很多東西
[00:12:49.120 --> 00:12:51.080]  頭腦上認知很多東西
[00:12:51.080 --> 00:12:52.840]  他們都知道
[00:12:52.840 --> 00:12:54.040]  耶穌為什麼要來
[00:12:54.040 --> 00:12:55.280]  耶穌所受的事
[00:12:55.280 --> 00:12:56.880]  耶穌復活之後的事
[00:12:56.880 --> 00:12:58.120]  全部都知道
[00:12:58.120 --> 00:13:02.440]  但是中文聖經說
[00:13:02.440 --> 00:13:05.040]  耶穌說你們的心
[00:13:05.040 --> 00:13:05.960]  英文聖經說
[00:13:05.960 --> 00:13:08.760]  Why can't you simply believe
[00:13:08.760 --> 00:13:13.280]  都是不可以簡單地相信
[00:13:13.280 --> 00:13:15.000]  可能這兩個門徒
[00:13:15.000 --> 00:13:17.560]  甚至更多的門徒
[00:13:17.560 --> 00:13:19.360]  在這段時間問得最多的就是
[00:13:19.360 --> 00:13:21.960]  究竟發生了什麼事
[00:13:21.960 --> 00:13:25.000]  為什麼會這樣
[00:13:25.000 --> 00:13:28.400]  究竟要等到什麼時候才會
[00:13:28.400 --> 00:13:32.480]  柳暗花明又一村呢
[00:13:32.480 --> 00:13:34.720]  這三個問題可能我們這兩年都經常問的
[00:13:34.720 --> 00:13:38.160]  包括究竟發生了什麼事
[00:13:38.160 --> 00:13:40.720]  為什麼會這樣
[00:13:40.720 --> 00:13:48.080]  還有等到什麼時候才會完
[00:13:48.080 --> 00:13:49.200]  不僅僅是你們
[00:13:49.200 --> 00:13:51.720]  我也是
[00:13:51.720 --> 00:13:54.640]  不斷地問
[00:13:54.640 --> 00:13:57.840]  對了
[00:13:57.840 --> 00:14:01.720]  Why can't me simply believe
[00:14:01.720 --> 00:14:06.040]  為什麼我不可以簡單地相信
[00:14:06.040 --> 00:14:10.200]  差點什麼
[00:14:10.200 --> 00:14:13.560]  我真的很喜歡看故事書
[00:14:13.560 --> 00:14:15.480]  不是那些童話故事那些
[00:14:15.480 --> 00:14:18.320]  我喜歡看一種台灣叫繪本
[00:14:18.320 --> 00:14:19.600]  有些叫故事書
[00:14:19.600 --> 00:14:21.800]  即是叫Storybook
[00:14:21.800 --> 00:14:24.640]  公仔多於字
[00:14:24.640 --> 00:14:26.640]  稍後會介紹這本書
[00:14:26.640 --> 00:14:28.560]  今天跟大家分享一個
[00:14:28.560 --> 00:14:31.040]  我很喜歡的一個繪本故事
[00:14:31.040 --> 00:14:32.560]  這個繪本故事很有歷史
[00:14:32.560 --> 00:14:35.440]  它是1945年的時候畫的
[00:14:35.440 --> 00:14:36.920]  1945年是什麼事呢
[00:14:36.920 --> 00:14:39.120]  是第二次世界大戰
[00:14:39.120 --> 00:14:41.840]  打完的那一年
[00:14:41.840 --> 00:14:45.480]  整個世界翻天覆地
[00:14:45.480 --> 00:14:49.240]  基本上沒有一個地方是倖免
[00:14:49.240 --> 00:14:55.520]  所有人都是身心靈殘廢
[00:14:55.520 --> 00:14:56.760]  在這一年
[00:14:56.760 --> 00:15:00.920]  這個作者就畫了和寫了這個故事
[00:15:00.920 --> 00:15:03.080]  跟大家分享
[00:15:03.080 --> 00:15:04.960]  這個故事叫做胡蘿蔔種子
[00:15:04.960 --> 00:15:09.240]  即是紅蘿蔔種子
[00:15:09.240 --> 00:15:10.360]  故事是這樣開始
[00:15:10.360 --> 00:15:11.120]  很少的
[00:15:11.120 --> 00:15:14.200]  每個圖畫都是很簡單
[00:15:14.200 --> 00:15:17.360]  他說有一個小朋友
[00:15:17.360 --> 00:15:23.120]  他把一粒紅蘿蔔種子放在泥土裏面
[00:15:23.120 --> 00:15:24.160]  他媽媽來跟他說
[00:15:24.160 --> 00:15:28.480]  這粒種子似乎是不會發芽的
[00:15:28.480 --> 00:15:30.560]  背後意思是什麼
[00:15:30.560 --> 00:15:32.080]  叫他死心
[00:15:32.080 --> 00:15:35.680]  不要搞了
[00:15:35.680 --> 00:15:36.600]  不止媽媽
[00:15:36.600 --> 00:15:38.000]  爸爸也來說
[00:15:38.000 --> 00:15:45.200]  很可能都不會發芽的
[00:15:45.200 --> 00:15:47.320]  連他哥哥也說
[00:15:47.320 --> 00:15:49.240]  這粒種子是不會發芽的
[00:15:49.240 --> 00:15:50.360]  其實這個小朋友很細心
[00:15:50.360 --> 00:15:51.360]  你看看地上
[00:15:51.360 --> 00:15:54.040]  他特意為了這粒期待的種子
[00:15:54.040 --> 00:15:55.040]  把東西放在那裏
[00:15:55.040 --> 00:15:55.760]  告訴別人
[00:15:55.760 --> 00:15:56.520]  我這裏在種東西
[00:15:56.520 --> 00:15:57.960]  不要踩下去
[00:15:57.960 --> 00:16:00.560]  這是很重要的地方
[00:16:00.560 --> 00:16:01.760]  但三個人都跟他說
[00:16:01.760 --> 00:16:05.680]  不會發芽的
[00:16:05.680 --> 00:16:06.440]  聰明的你
[00:16:06.440 --> 00:16:08.080]  這個故事一定會繼續
[00:16:08.080 --> 00:16:10.240]  小朋友竭力繼續做下去
[00:16:10.240 --> 00:16:11.520]  果然是真的
[00:16:11.520 --> 00:16:12.560]  每一天
[00:16:12.560 --> 00:16:16.000]  這個小男孩就拔走地上的草
[00:16:16.000 --> 00:16:17.520]  然後淋水
[00:16:17.520 --> 00:16:23.680]  很努力去照顧這個胡蘿蔔種子
[00:16:23.680 --> 00:16:25.200]  但是
[00:16:25.200 --> 00:16:31.920]  什麼都沒有生出來
[00:16:31.920 --> 00:16:33.000]  是的
[00:16:33.000 --> 00:16:34.200]  什麼都沒有生出來
[00:16:34.200 --> 00:16:34.920]  你沒有看錯
[00:16:34.920 --> 00:16:37.920]  兩幅圖畫是很相似的
[00:16:37.920 --> 00:16:38.520]  這個告訴你
[00:16:38.520 --> 00:16:39.800]  什麼都沒有生出來
[00:16:39.800 --> 00:16:40.720]  然後我再下一張
[00:16:40.720 --> 00:16:42.120]  再雙倍地告訴你
[00:16:42.120 --> 00:16:43.840]  什麼都沒有生出來
[00:16:43.840 --> 00:16:45.880]  聰明的香港人
[00:16:45.880 --> 00:16:48.560]  這個時候你應該怎樣
[00:16:48.560 --> 00:16:51.680]  斬纜吧
[00:16:51.680 --> 00:16:53.280]  剛才有三個人告訴你
[00:16:53.280 --> 00:16:54.520]  是種不成的
[00:16:54.520 --> 00:16:56.880]  雖然你死心不息
[00:16:56.880 --> 00:16:59.680]  也要努力一下
[00:16:59.680 --> 00:17:01.040]  一次又是這樣
[00:17:01.040 --> 00:17:02.360]  兩次又是這樣
[00:17:02.360 --> 00:17:05.040]  什麼都沒有生出來
[00:17:05.040 --> 00:17:06.560]  種個別的吧
