
[00:00:00.000 --> 00:00:03.940]  今天我們的題目就是公民責任
[00:04:23.060 --> 00:04:27.340]  就是說是沒有宗教的一個基金
[00:04:27.340 --> 00:04:29.380]  我看過他的網站
[00:04:29.380 --> 00:04:33.860]  網站其中有一條是什麼呢?
[00:04:33.860 --> 00:04:37.460]  是關於《聖經》50條的問題
[00:04:37.460 --> 00:04:40.820]  他提出了50條問題來反駁《聖經》
[00:04:40.820 --> 00:04:42.900]  和告訴那些人
[00:04:42.900 --> 00:04:45.300]  為什麼《聖經》是不可信的
[00:04:45.300 --> 00:04:47.940]  為什麼這個神是不可信的
[00:04:47.940 --> 00:04:48.820]  我覺得奇怪
[00:04:48.820 --> 00:04:49.740]  因為他的名字叫做
[00:04:49.740 --> 00:04:51.220]  Freedom from Religion
[00:04:51.220 --> 00:04:53.620]  就是說所有的宗教
[00:04:53.620 --> 00:04:57.700]  你都不應該信他們的
[00:04:57.700 --> 00:04:58.380]  為什麼呢?
[00:04:58.380 --> 00:05:01.820]  但是為什麼只是針對基督教呢?
[00:05:01.820 --> 00:05:03.180]  我看了一個網站
[00:05:03.180 --> 00:05:04.140]  他沒有說
[00:05:04.140 --> 00:05:06.580]  比如說《可蘭經》50個問題
[00:05:06.580 --> 00:05:07.340]  沒有
[00:05:07.340 --> 00:05:10.900]  《佛經》50個問題也沒有說
[00:05:10.900 --> 00:05:13.580]  為什麼是針對基督教呢?
[00:05:13.580 --> 00:05:15.660]  為什麼是針對《聖經》呢?
[00:05:15.660 --> 00:05:18.900]  為什麼是針對這位耶穌呢?
[00:05:18.900 --> 00:05:20.900]  你可以看到
[00:05:20.900 --> 00:05:23.380]  今天我們所面對的挑戰
[00:05:23.380 --> 00:05:25.620]  我們成為天上的國民
[00:05:25.620 --> 00:05:27.780]  我們在地上住的時候
[00:05:27.780 --> 00:05:29.380]  我們的責任又在哪裡呢?
[00:05:29.380 --> 00:05:32.420]  我相信我們有一個很神聖的任務
[00:05:32.420 --> 00:05:34.940]  好像主耶穌在這裡這樣說
[00:05:34.940 --> 00:05:37.980]  我們要成為這個世界的炎
[00:05:37.980 --> 00:05:39.500]  成為世界的光
[00:05:39.500 --> 00:05:40.900]  我們需要參與
[00:05:40.900 --> 00:05:42.900]  我們需要下手下腳
[00:05:42.900 --> 00:05:48.740]  來參與這個世界裡面很多的事務
[00:05:48.740 --> 00:05:51.900]  這樣我們就能夠造炎和造光
[00:05:51.900 --> 00:05:53.460]  我們看看
[00:05:53.460 --> 00:05:56.500]  剛才看到《馬達福音》第五章
[00:05:56.500 --> 00:05:59.900]  耶穌說到我們要造炎和造光
[00:05:59.900 --> 00:06:01.900]  但是你再看前一點
[00:06:01.900 --> 00:06:05.660]  耶穌說完天國的八福
[00:06:05.660 --> 00:06:07.660]  然後再說
[00:06:07.660 --> 00:06:09.380]  你們要成為這個炎
[00:06:09.380 --> 00:06:11.380]  你們要成為這個光
[00:06:11.380 --> 00:06:13.500]  天國的八福是說什麼呢?
[00:06:13.500 --> 00:06:17.020]  就是說我們成為天上的國民
[00:06:17.020 --> 00:06:22.500]  天上的國民那種特點、那種特質
[00:06:22.500 --> 00:06:25.780]  然後祂就說我們是天上的國民
[00:06:25.780 --> 00:06:27.980]  所以我們在這個世界上
[00:06:27.980 --> 00:06:29.780]  我們就要造炎、造光
[00:06:29.780 --> 00:06:31.580]  我們就要做一個好的公民
[00:06:31.580 --> 00:06:33.300]  去影響這個世界
[00:06:33.300 --> 00:06:34.740]  去參與這個世界
[00:06:34.740 --> 00:06:36.740]  去調和這個世界
[00:06:36.740 --> 00:06:38.100]  剛才說了
[00:06:38.100 --> 00:06:41.220]  我們有一個雙重的國籍
[00:06:41.220 --> 00:06:45.060]  我們最重要的國籍就是天上的國民
[00:06:45.060 --> 00:06:48.900]  然後我們才是在地上某個國度裡面
[00:06:48.900 --> 00:06:51.420]  我們成為這個國度裡面的國民
[00:06:51.420 --> 00:06:52.780]  我記得
[00:06:52.780 --> 00:06:54.220]  我很多年前
[00:06:54.220 --> 00:06:59.140]  差不多是二千年前
[00:06:59.140 --> 00:07:03.140]  2000年
[00:07:03.140 --> 00:07:05.140]  2000年的時候
[00:07:05.140 --> 00:07:07.940]  我就成為美國的公民
[00:07:07.940 --> 00:07:10.220]  我記得我去到
[00:07:10.220 --> 00:07:14.220]  和師母去到
[00:07:14.220 --> 00:07:17.460]  去到三藩市的美生堂那裡
[00:07:17.460 --> 00:07:19.460]  參加這個入籍的儀式
[00:07:19.460 --> 00:07:23.060]  在裡面差不多有過千個人
[00:07:23.060 --> 00:07:26.580]  一同宣誓入籍
[00:07:26.580 --> 00:07:28.420]  我還記得那天有一個
[00:07:28.420 --> 00:07:30.420]  法官在那裡和我們說話
[00:07:30.420 --> 00:07:33.820]  說到成為美國公民
[00:07:33.820 --> 00:07:35.820]  是一件很令人驕傲的事
[00:07:35.820 --> 00:07:38.300]  去到這裡那個感覺真的很好
[00:07:38.300 --> 00:07:41.100]  很多人一起去宣誓
[00:07:41.100 --> 00:07:42.740]  成為美國的公民
[00:07:42.740 --> 00:07:44.740]  我站在裡面的時候
[00:07:44.740 --> 00:07:47.140]  我突然間有個感覺
[00:07:47.140 --> 00:07:48.140]  就是說
[00:07:48.140 --> 00:07:50.620]  我是等了七年
[00:07:50.620 --> 00:07:53.220]  才成為美國的公民
[00:07:53.220 --> 00:07:54.420]  等了很久
[00:07:54.420 --> 00:07:56.020]  花了很多時間
[00:07:56.020 --> 00:07:57.220]  填了很多表
[00:07:57.220 --> 00:07:59.220]  還請了律師之類的
[00:07:59.220 --> 00:08:00.980]  才成為美國的公民
[00:08:00.980 --> 00:08:02.780]  當時我就這麼想
[00:08:02.780 --> 00:08:04.580]  我就說如果成為美國的公民
[00:08:04.580 --> 00:08:05.660]  需不需要等
[00:08:05.660 --> 00:08:07.060]  成為天國的公民
[00:08:07.060 --> 00:08:08.300]  需不需要等這麼久
[00:08:08.300 --> 00:08:09.580]  不需要
[00:08:09.580 --> 00:08:12.060]  馬上就可以成為天上的國民
[00:08:12.060 --> 00:08:16.260]  我覺得成為天上的國民是比較好的
[00:08:16.260 --> 00:08:18.540]  快一點
[00:08:18.540 --> 00:08:19.300]  是吧
[00:08:19.300 --> 00:08:22.300]  所以我們今天要看的就是
[00:08:22.300 --> 00:08:24.620]  最重要的身份是天上的國民
[00:08:24.620 --> 00:08:25.940]  但是主耶穌說
[00:08:25.940 --> 00:08:29.700]  我們要成為世上的鹽和世上的光
[00:08:29.700 --> 00:08:32.020]  我們不能夠避開
[00:08:32.020 --> 00:08:34.940]  不能夠避免進入這個世界
[00:08:34.940 --> 00:08:37.220]  進入這個國度裡面居住
[00:08:37.220 --> 00:08:38.460]  既然是這樣的時候
[00:08:38.460 --> 00:08:40.020]  我們究竟有什麼責任呢
[00:08:40.020 --> 00:08:41.860]  我們要做些什麼呢
[00:08:41.860 --> 00:08:45.180]  原來我們責任就是以天上國民的身份
[00:08:45.180 --> 00:08:48.980]  去影響這個世界
[00:08:48.980 --> 00:08:50.780]  我們有什麼責任呢
[00:08:50.780 --> 00:08:51.900]  我們的責任
[00:08:51.900 --> 00:08:57.300]  第一就是要有保存和調和這個社會國家的責任
[00:08:57.300 --> 00:08:58.300]  主耶穌這麼說
[00:08:58.300 --> 00:09:00.100]  祂說你們是世上的鹽
[00:09:00.100 --> 00:09:01.460]  鹽若失了味
[00:09:01.460 --> 00:09:03.380]  怎能叫它再咸
[00:09:03.380 --> 00:09:04.500]  以後無用
[00:09:04.500 --> 00:09:06.060]  不過碉在外面
[00:09:06.060 --> 00:09:07.900]  避人遣答了
[00:09:07.900 --> 00:09:09.820]  鹽有很多的功能
[00:09:09.820 --> 00:09:12.580]  其中一個最主要的功能是什麼呢
[00:09:12.580 --> 00:09:15.900]  是保存和調和
[00:09:15.900 --> 00:09:19.780]  保存的意思是防腐的意思
[00:09:19.780 --> 00:09:21.540]  是防止扭壞
[00:09:21.540 --> 00:09:23.380]  是防止腐敗
[00:09:23.380 --> 00:09:27.420]  是防止毀壞的意思
[00:09:27.420 --> 00:09:29.260]  我記得我
[00:09:29.260 --> 00:09:30.980]  那時候在沙特國居住
[00:09:30.980 --> 00:09:33.500]  因為沙特國是一個漁村
[00:09:33.500 --> 00:09:36.060]  我父親也是一個牧師
[00:09:36.060 --> 00:09:41.820]  他專門為漁民服務
[00:09:41.820 --> 00:09:44.500]  傳福音給漁民聽
[00:09:44.500 --> 00:09:46.420]  那些漁民很愛我們
[00:09:46.420 --> 00:09:48.500]  他們出海
[00:09:48.500 --> 00:09:51.260]  那些魚太多了
[00:09:51.260 --> 00:09:53.580]  拿回來可能怕它壞了
[00:09:53.580 --> 00:09:57.100]  他們有一桶鹽
[00:09:57.100 --> 00:09:58.300]  一大桶鹽
[00:09:58.300 --> 00:10:01.340]  他們將新鮮的魚
[00:10:01.340 --> 00:10:03.580]  例如黃花魚
[00:10:03.580 --> 00:10:07.220]  那些魚立刻放入鹽裡面
[00:10:07.220 --> 00:10:09.060]  醃著它
[00:10:09.060 --> 00:10:11.420]  就成為咸魚了
[00:10:11.420 --> 00:10:13.100]  一上岸
[00:10:13.100 --> 00:10:16.340]  他們就拿咸魚過來我們家
[00:10:16.340 --> 00:10:18.340]  讓我們享用
[00:10:18.340 --> 00:10:19.380]  我還記得
[00:10:19.380 --> 00:10:22.140]  很多時候出海遠
[00:10:22.140 --> 00:10:25.900]  他們就拿著咸魚給我們
[00:10:25.900 --> 00:10:27.660]  咸魚很香
[00:10:27.660 --> 00:10:29.460]  完全沒有壞的
[00:10:29.460 --> 00:10:32.900]  原來鹽有防腐的作用
[00:10:32.900 --> 00:10:34.020]  防腐是什麼意思呢
[00:10:34.020 --> 00:10:36.260]  其實我們在這個世界里看到
[00:10:36.260 --> 00:10:39.100]  我們周圍有很多很黑暗的東西
[00:10:39.100 --> 00:10:41.980]  我們周圍有很多很腐敗的東西
[00:10:41.980 --> 00:10:43.300]  很腐爛的東西
[00:10:43.300 --> 00:10:44.980]  我們身為基督徒
[00:10:44.980 --> 00:10:46.500]  我們就有這個責任
[00:10:46.500 --> 00:10:49.220]  去防止腐敗
[00:10:49.220 --> 00:10:52.420]  防止扭壞
[00:10:52.420 --> 00:10:55.060]  不要以為我們在美國的社會里
[00:10:55.060 --> 00:10:57.060]  我們是沒有這些腐敗的東西
[00:10:57.060 --> 00:10:58.420]  我們有很多
[00:10:58.420 --> 00:11:02.140]  一會兒我舉一些例子給你
[00:11:02.140 --> 00:11:03.740]  有一個很好的例子就是
[00:11:03.740 --> 00:11:08.060]  基督徒我們如何成為鹽
[00:11:08.060 --> 00:11:12.220]  防止這個社會或者防止這個國家
[00:11:12.220 --> 00:11:14.380]  走向一個滅亡的道路
[00:11:14.380 --> 00:11:17.660]  或者走向一個腐敗的方向呢
[00:11:17.660 --> 00:11:22.220]  有一個人叫做William Wilberforce
[00:11:22.220 --> 00:11:24.380]  他在1800年的時代
[00:11:24.380 --> 00:11:28.900]  在英國他是其中的一個議員
[00:11:28.900 --> 00:11:32.100]  他就是因為他的緣故
[00:11:32.100 --> 00:11:37.900]  整個英國的帝國廢除了奴隸的制度
[00:11:37.900 --> 00:11:39.540]  他就是為這件事
[00:11:39.540 --> 00:11:43.820]  在他的國家裡貢獻了有20年的日子
[00:11:43.820 --> 00:11:50.140]  來挑戰奴隸的制度
[00:11:50.140 --> 00:11:54.460]  最後在1807年3月25日
[00:11:54.460 --> 00:11:59.300]  在英國的國會裡面
[00:11:59.300 --> 00:12:03.340]  他們通過了這條是廢除奴隸的制度
[00:12:03.340 --> 00:12:05.740]  整個英國的帝國
[00:12:05.740 --> 00:12:08.660]  所有的附屬地
[00:12:08.660 --> 00:12:12.660]  都不再有奴隸的制度的存在
[00:12:12.660 --> 00:12:16.140]  就是因為這個人叫做William Wilberforce
[00:12:16.140 --> 00:12:19.060]  他是一個基督徒
[00:12:19.060 --> 00:12:22.900]  你可能不認識他,但是你認識John Newton
[00:12:22.900 --> 00:12:26.180]  John Newton他寫了一首歌叫做《Amazing Grace》
[00:12:26.180 --> 00:12:27.620]  叫做《奇異恩典》
[00:12:27.620 --> 00:12:29.460]  你知道嗎,這個William Wilberforce
[00:12:29.460 --> 00:12:35.100]  原來他的導師,他的老師就是John Newton
[00:12:35.100 --> 00:12:37.180]  John Newton他自己本身
[00:12:37.180 --> 00:12:38.460]  年輕的時代
[00:12:38.460 --> 00:12:41.820]  他是販賣奴隸的一個人
[00:12:41.820 --> 00:12:43.620]  但是當他信了主之後
[00:12:43.620 --> 00:12:48.060]  他獻身在這個全道的侍奉裡面
[00:12:48.060 --> 00:12:56.380]  他甚至是獻身去廢除奴隸的制度
[00:12:56.380 --> 00:13:02.780]  William Wilberforce就是他的學生之一
[00:13:02.780 --> 00:13:04.740]  有一個電影
[00:13:04.740 --> 00:13:08.900]  就是紀念William Wilberforce的事跡
[00:13:08.900 --> 00:13:12.460]  這個電影的名字叫做《Amazing Grace》
[00:13:12.460 --> 00:13:14.740]  你們可以有空捉來看看
[00:13:14.740 --> 00:13:15.780]  DVD
[00:13:15.780 --> 00:13:18.500]  非常好看的一個電影
[00:13:18.500 --> 00:13:22.820]  很難得荷里活能夠拍一些基督徒的電影
[00:13:22.820 --> 00:13:25.620]  所以你們不要錯過
[00:13:25.620 --> 00:13:26.900]  這裡說出些什麼呢?
[00:13:26.900 --> 00:13:31.700]  說出基督徒在世上我們要造業
[00:13:31.700 --> 00:13:36.060]  看到社會或者看到國家走向一條
[00:13:36.060 --> 00:13:39.460]  滅亡的道路的時候、腐敗的道路的時候
[00:13:39.460 --> 00:13:41.060]  我們就要站起來
[00:13:41.060 --> 00:13:42.220]  我們要造業
[00:13:42.220 --> 00:13:43.620]  我們要造光
[00:13:43.620 --> 00:13:45.060]  在聖經裡面就很奇怪
[00:13:45.060 --> 00:13:48.220]  聖經裡面原來有一條叫做炎若的
[00:13:48.220 --> 00:13:50.700]  我們有新若、我們有舊若
[00:13:50.700 --> 00:13:52.980]  原來有一條叫做炎若的
[00:13:52.980 --> 00:13:56.620]  在聖經裡面里美記二章十三節那裡
[00:13:56.620 --> 00:14:00.820]  它說你所獻各樣的素制都要用炎來調和
[00:14:00.820 --> 00:14:03.700]  因為炎代表上帝與你們定立的若
[00:14:03.700 --> 00:14:07.540]  你必須用炎調和各種的祭物
[00:14:07.540 --> 00:14:10.820]  就是說當時候那些以色列人他們獻祭的時候
[00:14:10.820 --> 00:14:13.340]  贖罪的時候、獻祭給上帝的時候
[00:14:13.340 --> 00:14:16.900]  他們要用炎加入那些祭物裡面
[00:14:16.900 --> 00:14:18.980]  用作調和
[00:14:18.980 --> 00:14:22.420]  這個就叫做炎祭
[00:14:22.420 --> 00:14:24.260]  你會問這麼有趣的
[00:14:24.260 --> 00:14:26.100]  為什麼有一條叫做炎祭呢?
[00:14:26.100 --> 00:14:28.100]  原來很有意思的
[00:14:28.100 --> 00:14:31.700]  炎是代表持久、代表保存
[00:14:31.700 --> 00:14:34.580]  代表免受污染的意思
[00:14:34.580 --> 00:14:39.380]  其實這個炎祭就是說我們要與神立一個若
[00:14:39.380 --> 00:14:41.980]  就是說我們要做世上的炎
[00:14:41.980 --> 00:14:46.940]  我們要持久、我們要保存、我們要免受污染
[00:14:46.940 --> 00:14:49.140]  炎另外一個作用
[00:14:49.140 --> 00:14:54.980]  除了是防止腐敗、防止腐爛的作用之外
[00:14:54.980 --> 00:14:57.740]  另外一個作用是調和食物
[00:14:57.740 --> 00:15:03.380]  就是說食物你加點炎進去味道會變得非常之好
[00:15:03.380 --> 00:15:07.100]  如果你家裡有些長者
[00:15:07.100 --> 00:15:10.260]  比如他們有高血壓的時候
[00:15:10.260 --> 00:15:15.300]  醫生就會叫他吃東西不要放那麼咸
[00:15:15.300 --> 00:15:17.980]  有些甚至是很嚴重的
[00:15:17.980 --> 00:15:21.420]  甚至醫生說你什麼東西都不要放炎
[00:15:21.420 --> 00:15:22.540]  是不是?
[00:15:22.540 --> 00:15:25.020]  你會發覺那些長者
[00:15:25.020 --> 00:15:30.420]  未必是長者 比如有高血壓的問題的時候
[00:15:30.420 --> 00:15:35.180]  你想想那些食物沒有了炎味、沒有了咸味、沒有了這些味道的時候
[00:15:35.180 --> 00:15:37.260]  哇!真的很難吃
[00:15:37.260 --> 00:15:39.380]  是不是?真的很難吃
[00:15:39.380 --> 00:15:41.300]  所以這裡
[00:15:41.300 --> 00:15:43.060]  他告訴我們有個意思就是說
[00:15:43.060 --> 00:15:47.340]  在這個世界裡面我們好像炎一樣要調和這個世界
[00:15:47.340 --> 00:15:48.860]  調和這個世界就是說
[00:15:48.860 --> 00:15:52.860]  令到別人的生命活得更加好
[00:15:52.860 --> 00:15:58.020]  能夠成為他們的祝福
[00:15:58.020 --> 00:16:03.500]  我們在這個世界裡面有沒有成為調和的炎呢?
[00:16:03.500 --> 00:16:07.140]  有沒有成為別人的祝福?
[00:16:07.140 --> 00:16:13.660]  有沒有使別人的生活或者生命過得更加好呢?
[00:16:13.660 --> 00:16:17.060]  前一段時間
[00:16:17.060 --> 00:16:18.780]  我比較晚回家
[00:16:18.780 --> 00:16:21.660]  差不多是九點多、九點半
[00:16:21.660 --> 00:16:25.620]  在我家附近有一個Walgreens的藥房
[00:16:25.620 --> 00:16:28.380]  那裡有中文報紙買的
[00:16:28.380 --> 00:16:32.460]  所以我們就去那裡買一份報紙
[00:16:32.460 --> 00:16:35.260]  去到那裡的時候
[00:16:35.260 --> 00:16:36.900]  還沒有泊車
[00:16:36.900 --> 00:16:40.700]  看到一個無家可歸的人
[00:16:40.700 --> 00:16:43.540]  在垃圾桶里找東西
[00:16:43.540 --> 00:16:45.660]  我自己心裡想一想
[00:16:45.660 --> 00:16:48.540]  他是不是在找東西吃呢?
[00:16:48.540 --> 00:16:51.700]  無論如何我進去想著買一份報紙
[00:16:51.700 --> 00:16:54.020]  但是神感動了我的心
[00:16:54.020 --> 00:16:55.380]  感動我的心就是
[00:16:55.380 --> 00:16:58.260]  我心裡覺得如果我出來還看到他
[00:16:58.260 --> 00:17:00.620]  又在垃圾堆里找東西吃的時候
[00:17:00.620 --> 00:17:01.860]  我要做一些事
[00:17:01.860 --> 00:17:04.540]  我要做一些事
[00:17:04.540 --> 00:17:07.900]  我出來之後他去了第二個垃圾桶
[00:17:07.900 --> 00:17:09.580]  在那個Plaza裡面
[00:17:09.580 --> 00:17:11.380]  原來有一家McDonalds
[00:17:11.380 --> 00:17:15.020]  另外還有一家日本餐館
[00:17:15.020 --> 00:17:19.700]  我看到他打開一些飯盒
[00:17:19.700 --> 00:17:23.140]  打開看看有沒有食物在裡面
[00:17:23.140 --> 00:17:27.420]  有的時候他就拿起來吃
[00:17:27.420 --> 00:17:30.820]  我看到之後
[00:17:30.820 --> 00:17:32.660]  非常之感動
[00:17:32.660 --> 00:17:34.780]  我就立刻停車
[00:17:34.780 --> 00:17:37.340]  我就走過去專稱他
[00:17:37.340 --> 00:17:39.300]  Sir
[00:17:39.300 --> 00:17:41.820]  我就問他
[00:17:41.820 --> 00:17:47.020]  你需不需要我買一份飲料給你?McDonalds就在後面
[00:17:47.020 --> 00:17:48.740]  他看著我
[00:17:48.740 --> 00:17:50.140]  突然
[00:17:50.140 --> 00:17:51.780]  他都不知道怎麼回應
[00:17:51.780 --> 00:17:52.940]  接著他說
[00:17:52.940 --> 00:17:56.420]  我只要兩個hamburger就夠了
[00:17:56.420 --> 00:17:59.940]  我以為他是為我省錢
[00:17:59.940 --> 00:18:01.820]  兩個hamburger就夠了
[00:18:01.820 --> 00:18:05.780]  我跟他說我可以買一份飲料給你
[00:18:05.780 --> 00:18:07.140]  他說不是
[00:18:07.140 --> 00:18:09.780]  他說因為我自己本身有糖尿病
[00:18:09.780 --> 00:18:11.820]  他是一個西人
[00:18:11.820 --> 00:18:15.180]  他有糖尿病所以不能吃薯條
[00:18:15.180 --> 00:18:18.620]  不能喝soft drink
[00:18:18.620 --> 00:18:21.820]  就是汽水
[00:18:21.820 --> 00:18:25.620]  他說兩個hamburger就夠了
[00:18:25.620 --> 00:18:28.660]  兩個漢堡包就夠了
[00:18:28.660 --> 00:18:29.540]  我說好啊好啊
[00:18:29.540 --> 00:18:30.700]  他說你在這裡等我
[00:18:30.700 --> 00:18:33.180]  我現在過去買
[00:18:33.180 --> 00:18:36.540]  我買了兩個hamburger
[00:18:36.540 --> 00:18:41.820]  那天晚上天氣開始冷
[00:18:41.820 --> 00:18:44.820]  他一個人在這沒有熱的東西喝
[00:18:44.820 --> 00:18:46.460]  不太好
[00:18:46.460 --> 00:18:48.620]  我買了一杯熱的咖啡
[00:18:48.620 --> 00:18:50.140]  當然我不放糖
[00:18:50.140 --> 00:18:51.700]  有點奶油在裡面
[00:18:51.700 --> 00:18:53.100]  就拿了過去
[00:18:53.100 --> 00:18:54.420]  我跟他說
[00:18:54.420 --> 00:18:55.780]  Sir
[00:18:55.780 --> 00:18:57.420]  Here is your meal
[00:18:57.420 --> 00:18:59.540]  Enjoy it
[00:18:59.540 --> 00:19:02.100]  我心裡也有這種感動
[00:19:02.100 --> 00:19:05.780]  我跟他握手
[00:19:05.780 --> 00:19:07.700]  我說我是Tim
[00:19:07.700 --> 00:19:08.780]  我的名字是Tim
[00:19:08.780 --> 00:19:10.780]  我說你叫什麼名字
[00:19:10.780 --> 00:19:12.980]  他說我的名字是John
[00:19:12.980 --> 00:19:14.500]  我說John
[00:19:14.500 --> 00:19:18.900]  你介不介意我為你做個祝福的禱告呢
[00:19:18.900 --> 00:19:20.740]  他看著我
