
[00:00:00.000 --> 00:00:07.000]  各位弟兄姊妹 平安聖經向你説話
[00:08:44.000 --> 00:08:46.000]  因為每一個字母
[00:08:46.000 --> 00:08:48.000]  有8節聖經
[00:08:48.000 --> 00:08:50.000]  用A字開頭
[00:08:50.000 --> 00:08:54.000]  然後8節聖經就用B字開頭
[00:08:54.000 --> 00:08:56.000]  如此類推
[00:08:56.000 --> 00:08:58.000]  另外還有
[00:08:58.000 --> 00:09:02.000]  詩篇裡面有很多的愛歌
[00:09:02.000 --> 00:09:06.000]  表達他們一些民族的感情
[00:09:06.000 --> 00:09:10.000]  為過去他們有一些失敗
[00:09:10.000 --> 00:09:11.000]  他們悲哀
[00:09:11.000 --> 00:09:14.000]  為他們要尋找神
[00:09:14.000 --> 00:09:19.000]  再一次來到神的面前去悔罪
[00:09:19.000 --> 00:09:23.000]  所以希望你去讀詩篇的時候
[00:09:23.000 --> 00:09:26.000]  你以後能夠更多的投入
[00:09:26.000 --> 00:09:30.000]  有些詩被稱為君王詩
[00:09:30.000 --> 00:09:32.000]  就因為他歌頌我們的神
[00:09:32.000 --> 00:09:34.000]  他就是那位君王
[00:09:34.000 --> 00:09:37.000]  要讚頌他 要高舉他
[00:09:37.000 --> 00:09:42.000]  也有很多詩是描寫關於耶穌基督
[00:09:42.000 --> 00:09:46.000]  他將來要來到這個地上的一些景況
[00:09:46.000 --> 00:09:49.000]  所以詩篇是新約裡面
[00:09:49.000 --> 00:09:52.000]  引用最多的一卷書
[00:09:52.000 --> 00:09:57.000]  也是很多元化的一個書卷
[00:09:57.000 --> 00:10:00.000]  有不同類型的詩
[00:10:00.000 --> 00:10:02.000]  而且是讓我們認識到
[00:10:02.000 --> 00:10:04.000]  有些是講歷史的
[00:10:04.000 --> 00:10:06.000]  有些是講個人的
[00:10:06.000 --> 00:10:09.000]  有些是預言將來關於基督的
[00:10:09.000 --> 00:10:12.000]  所以各類的詩都有
[00:10:12.000 --> 00:10:14.000]  希望你愛詩篇
[00:10:14.000 --> 00:10:16.000]  你常讀詩篇
[00:10:16.000 --> 00:10:17.000]  透過詩篇
[00:10:17.000 --> 00:10:20.000]  你心裡面時時充滿重贊
[00:10:20.000 --> 00:10:23.000]  來歌頌感謝我們的神
[00:10:23.000 --> 00:10:25.000]  天父祝福你
