
[00:00:00.000 --> 00:00:03.020]  (主席)好,各位親愛的弟兄姊妹,特別是鏡頭前的弟兄姊妹
[00:02:06.920 --> 00:02:12.600]  從強權的埃及國裡面,走出來解放他們
[00:02:12.600 --> 00:02:18.880]  帶領他們進入加南美地,於是他成為民族英雄
[00:02:18.880 --> 00:02:23.680]  我們看到彼得,彼得不是一個窮的漁夫,他有船隊
[00:02:23.680 --> 00:02:29.120]  當彼得被神呼召,主耶穌說你撇下你的漁網來跟隨我
[00:02:29.120 --> 00:02:31.640]  我要你得人如得魚一樣
[00:02:31.640 --> 00:02:35.000]  他馬上有這個回應,去跟隨主
[00:02:35.000 --> 00:02:38.320]  結果他成為首席門徒
[00:02:38.320 --> 00:02:41.800]  還有蘇羅,我們後稱保羅
[00:02:41.800 --> 00:02:46.200]  他去追殺基督徒,但神沒有放棄他
[00:02:46.200 --> 00:02:49.000]  在大馬塞的路上,他蒙神呼召
[00:02:49.000 --> 00:02:51.640]  他的生命是180度的轉變
[00:02:51.640 --> 00:02:55.480]  本來很高的地位,在議會裡面有議席
[00:02:55.480 --> 00:03:00.160]  但因為跟隨主的緣故,反而要成為階下之囚
[00:03:00.160 --> 00:03:04.800]  但他的忠心,卻是成為最偉大的宣教士
[00:03:04.800 --> 00:03:09.480]  也是歷世歷代很多基督徒,去景仰和學習
[00:03:09.480 --> 00:03:12.040]  所以可能一個的召命,一個的意象
[00:03:12.040 --> 00:03:14.680]  是會將那個人扭轉過來
[00:03:14.680 --> 00:03:19.480]  而聖經最出名的一個意象,就是馬其頓意象
[00:03:19.480 --> 00:03:23.680]  我們今天就會探討這個意象,怎樣在彌大人去發生
[00:03:23.680 --> 00:03:27.440]  發生之後,他們怎樣去回應,回應之後有什麼果效
[00:03:27.440 --> 00:03:28.920]  從而再去想一想
[00:03:28.920 --> 00:03:32.960]  神在我們身上,有沒有另外一個馬其頓意象呢?
[00:03:32.960 --> 00:03:34.880]  我們如果要看到的時候
[00:03:34.880 --> 00:03:37.560]  當他們彌大人去傳神的道的時候
[00:03:37.560 --> 00:03:42.920]  保羅他不是四處碰壁,但也是三處碰壁
[00:03:42.920 --> 00:03:49.000]  我們先留意到,當日仕途行傳裡面所發生的地方
[00:03:49.000 --> 00:03:53.000]  就是今天的土耳其的所在地
[00:03:53.000 --> 00:03:57.400]  所以我每隔三年就會帶弟兄姊妹去土耳其
[00:03:57.400 --> 00:03:59.520]  看啟示錄的七教會
[00:03:59.520 --> 00:04:03.760]  大家留意土耳其原來是世界上一個最獨特的地方
[00:04:03.760 --> 00:04:10.200]  你在地圖上的左手邊,就是屬於歐洲區
[00:04:10.200 --> 00:04:13.560]  而右手邊就屬於亞洲區
[00:04:13.560 --> 00:04:19.560]  而世界只有這個地方,它的領土是橫跨歐亞的
[00:04:19.560 --> 00:04:21.560]  好像很遙遠
[00:04:21.560 --> 00:04:25.240]  但你留意到中間其實是一個很狹窄的海岸
[00:04:25.240 --> 00:04:27.040]  就是一個海灘
[00:04:27.040 --> 00:04:29.560]  在這個海灘上面,就有一條橋
[00:04:29.560 --> 00:04:32.040]  就好像我們的青馬大橋一樣
[00:04:32.040 --> 00:04:34.920]  所以那些人早上可能在亞洲住
[00:04:34.920 --> 00:04:39.120]  他就坐車或者坐船,就過歐洲
[00:04:39.120 --> 00:04:42.520]  下班就由歐洲回到亞洲
[00:04:42.520 --> 00:04:44.280]  就好像我們在大埔
[00:04:44.280 --> 00:04:48.120]  我們出中環上班,我們可能坐307
[00:04:48.120 --> 00:04:51.600]  或者坐271去到天星碼頭再過海
[00:04:51.600 --> 00:04:53.400]  就是這麼簡單
[00:04:53.400 --> 00:04:55.760]  而這個地方是很特別的
[00:04:55.760 --> 00:05:00.640]  好了,保羅一直都是在亞洲這邊工作
[00:05:00.640 --> 00:05:03.520]  他在特比的盧斯德
[00:05:03.520 --> 00:05:05.320]  現在大家看到圈了那裡
[00:05:05.320 --> 00:05:07.200]  他的左手邊就是特比
[00:05:07.200 --> 00:05:10.680]  在盧斯德遇到一個年輕人,就叫提摩泰
[00:05:10.680 --> 00:05:13.440]  收納了提摩泰做他屬靈的兒子
[00:05:13.440 --> 00:05:17.480]  加入這個宣教團隊裡面,來這裡工作
[00:05:17.480 --> 00:05:21.000]  好了,保羅預備是在小亞細亞裡面來傳道
[00:05:21.000 --> 00:05:23.800]  在亞細亞講道,但是很特別
[00:05:23.800 --> 00:05:27.800]  聖靈來到阻止他,不讓他來這裡講道
[00:05:27.800 --> 00:05:31.160]  我們看《史特行主義》第16章的第6節
[00:05:31.160 --> 00:05:32.800]  我們一起來看
[00:05:32.800 --> 00:05:38.520]  聖靈既然禁止他們在亞細亞講道
[00:05:38.520 --> 00:05:43.800]  他們就經過弗雷加,加拉泰一大地方
[00:05:43.800 --> 00:05:46.800]  很奇怪,保羅去講道而已
[00:05:46.800 --> 00:05:49.640]  但是聖靈來阻止
[00:05:49.640 --> 00:05:52.920]  我到現在都沒有經歷過聖靈阻止我講道
[00:05:52.920 --> 00:05:54.720]  只有催逼我去講道
[00:05:54.720 --> 00:05:59.400]  但是這次很獨特的聖靈阻止保羅來講道
[00:05:59.400 --> 00:06:04.720]  於是他就要去弗雷加和加拉泰這個地方
[00:06:04.720 --> 00:06:08.720]  所以你留意到他們就預備北上
[00:06:08.720 --> 00:06:10.520]  但是去到這個地方裡面
[00:06:10.520 --> 00:06:15.600]  仍然的被神靈阻止,我們沒有打這段經文出來
[00:06:15.600 --> 00:06:17.200]  耶穌的靈阻止他
[00:06:17.200 --> 00:06:19.200]  於是他就要去哪裡呢?
[00:06:19.200 --> 00:06:22.800]  就是去彼推尼這個地方
[00:06:22.800 --> 00:06:25.200]  你見到其實都幾遙遠
[00:06:25.200 --> 00:06:27.800]  但這是一個很大的城市
[00:06:27.800 --> 00:06:29.800]  是一個邊境的地方
[00:06:29.800 --> 00:06:32.200]  聖經沒有告訴我們
[00:06:32.200 --> 00:06:37.200]  為什麼神阻止他們在這一帶的地方裡面去做工作
[00:06:37.200 --> 00:06:40.200]  沒有,我們不知道什麼原因
[00:06:40.200 --> 00:06:43.800]  但如果我們來看的時候,保羅的策略是非常好的
[00:06:43.800 --> 00:06:47.000]  因為加拉泰這個地方是一個大城市
[00:06:47.000 --> 00:06:49.600]  而彼推尼也是一個邊防城
[00:06:49.600 --> 00:06:51.800]  所以是一個交通樞紐
[00:06:51.800 --> 00:06:54.200]  是很多人人來人往的
[00:06:54.200 --> 00:06:58.200]  這個是城市宣教很重要的地方
[00:06:58.200 --> 00:07:03.800]  更加的就是保羅他不是為自己的利益
[00:07:03.800 --> 00:07:05.800]  他為了神的角度
[00:07:05.800 --> 00:07:11.200]  為了神的事來不斷的去尋索
[00:07:11.200 --> 00:07:14.200]  不斷的去找機會去講道
[00:07:14.200 --> 00:07:17.000]  但是神阻止
[00:07:17.000 --> 00:07:19.400]  什麼原因我們不是很清楚
[00:07:19.400 --> 00:07:23.600]  正如我們不是很清楚為什麼神要阿伯拉罕
[00:07:23.600 --> 00:07:26.800]  離開本地本族父家
[00:07:26.800 --> 00:07:29.400]  要往他所指示的地方去
[00:07:29.400 --> 00:07:32.400]  我不知道大家在你的生命歷程裡面
[00:07:32.400 --> 00:07:36.400]  你有沒有經歷過一些神給你的指示
[00:07:36.400 --> 00:07:41.600]  如果這個指示是和你的心意相同的話
[00:07:41.600 --> 00:07:42.800]  你會感恩嗎?
[00:07:42.800 --> 00:07:43.800]  我很感謝神
[00:07:43.800 --> 00:07:47.400]  因為神來配合我自己的想法
[00:07:47.400 --> 00:07:48.400]  神來祝福
[00:07:48.400 --> 00:07:50.800]  於是我很樂意的去做
[00:07:50.800 --> 00:07:54.400]  但是如果神給你的呼召
[00:07:54.400 --> 00:07:59.800]  和你的原意計劃是相反的
[00:07:59.800 --> 00:08:02.000]  或者是你從來沒有想過的
[00:08:02.000 --> 00:08:04.000]  你會怎樣?
[00:08:04.000 --> 00:08:05.800]  我十七八歲的時候
[00:08:05.800 --> 00:08:10.000]  就好像慢慢感受到神呼召我做傳道人
[00:08:10.000 --> 00:08:11.800]  這個是我從來沒有想過
[00:08:11.800 --> 00:08:14.000]  也都不是我所想的
[00:08:14.000 --> 00:08:18.400]  在我的計劃裡面就是我要承繼我爸爸的工作
[00:08:18.400 --> 00:08:21.000]  我小學已經幫爸爸守了
[00:08:21.000 --> 00:08:23.200]  中學之後更加
[00:08:23.200 --> 00:08:26.400]  所以很清楚是應該要走這條路
[00:08:26.400 --> 00:08:28.600]  但是當神慢慢呼召的時候
[00:08:28.600 --> 00:08:30.000]  是嗎?
[00:08:30.000 --> 00:08:32.400]  我真的可以走這條路嗎?
[00:08:32.400 --> 00:08:34.000]  其實我是拒絕的
[00:08:34.000 --> 00:08:37.800]  但是如果我們真的很清楚神的心意的時候
[00:08:37.800 --> 00:08:44.000]  我們願不願意信服甘心樂意的尼大爺去跟從呢?
[00:08:44.000 --> 00:08:45.800]  但是我們再留意到
[00:08:45.800 --> 00:08:49.800]  這次保羅來到見到這個議長是很特別
[00:08:49.800 --> 00:08:53.800]  他沒有尼大爺去在一個很特別的聚會裡面
[00:08:53.800 --> 00:08:56.000]  在一個禁食祈禱的裡面
[00:08:56.000 --> 00:09:00.400]  他尼大爺去領受到一個馬其頓議長
[00:09:00.400 --> 00:09:03.400]  《聖經》記載他們去了哪裡呢?
[00:09:03.400 --> 00:09:07.200]  他們就去了一個地方叫「特羅亞」
[00:09:07.200 --> 00:09:09.400]  在特羅亞這個地方裡面
[00:09:09.400 --> 00:09:14.200]  他就尼大爺去收到神給他的一個議長
[00:09:14.200 --> 00:09:17.200]  我們一起來看第十六章的第九節
[00:09:17.200 --> 00:09:20.600]  「在夜間有議長言語保羅
[00:09:20.600 --> 00:09:24.400]  有一個馬其頓人站著求他說
[00:09:24.400 --> 00:09:28.200]  請你過渡馬其頓來幫助我們」
[00:09:28.200 --> 00:09:30.600]  我們先了解
[00:09:30.600 --> 00:09:33.200]  這次是一個很自然發生的事情
[00:09:33.200 --> 00:09:34.600]  剛才我說
[00:09:34.600 --> 00:09:36.800]  保羅不是禁食祈禱
[00:09:36.800 --> 00:09:39.200]  不是參加完一個陪寧大會
[00:09:39.200 --> 00:09:42.600]  然後聽到這個呼召
[00:09:42.600 --> 00:09:45.400]  有時候我們絕對不可以輕忽
[00:09:45.400 --> 00:09:48.400]  需要在神面前安靜等候
[00:09:48.400 --> 00:09:50.400]  特別當你在神面前安靜等候的時候
[00:09:50.400 --> 00:09:53.400]  你會有一些特別的感受
[00:09:53.400 --> 00:09:55.600]  另外一個議長可能大家都很熟悉
[00:09:55.600 --> 00:09:57.200]  就是彼得
[00:09:57.200 --> 00:10:00.600]  彼得他在約翰這個地方裡面
[00:10:00.600 --> 00:10:04.400]  在正午的時候上到去那個屋的上面
[00:10:04.400 --> 00:10:06.200]  那個平台就是天台
[00:10:06.200 --> 00:10:07.800]  你帶他去祈禱
[00:10:07.800 --> 00:10:10.200]  彼得在祈禱的時候就看到那個議長
[00:10:10.200 --> 00:10:12.200]  天上有一塊布飄下來
[00:10:12.200 --> 00:10:15.400]  上面有很多在律法上被視為
[00:10:15.400 --> 00:10:19.000]  污穢不潔的動物或者一些食物
[00:10:19.000 --> 00:10:20.200]  他聽到聲音說
[00:10:20.200 --> 00:10:21.200]  你吃掉它吧
[00:10:21.200 --> 00:10:22.400]  彼得說怎麼可能
[00:10:22.400 --> 00:10:23.800]  這個根本就是
[00:10:23.800 --> 00:10:25.600]  律法裡面所謂不潔的
[00:10:25.600 --> 00:10:27.000]  三次的拒絕
[00:10:27.000 --> 00:10:28.800]  三次的呼召
[00:10:28.800 --> 00:10:31.400]  終於這塊布收走了
[00:10:31.400 --> 00:10:34.000]  彼得在想發生什麼事了
[00:10:34.000 --> 00:10:36.800]  但就在這個時候
[00:10:36.800 --> 00:10:38.600]  有人來敲門
[00:10:38.600 --> 00:10:40.800]  原來是神在做工作
[00:10:40.800 --> 00:10:45.200]  有外邦人來找彼得
[00:10:45.200 --> 00:10:50.000]  請你來跟我們分享你的信仰
[00:10:50.000 --> 00:10:53.800]  原來這個議長是打開彼得
[00:10:53.800 --> 00:10:55.800]  那個固有的思想
[00:10:55.800 --> 00:10:59.400]  他認為外邦人是神所棄絕的
[00:10:59.400 --> 00:11:03.200]  但原來這些外邦人都需要神的福音
[00:11:03.200 --> 00:11:06.000]  所以在一個禱告
[00:11:06.000 --> 00:11:07.800]  在一個安靜裡面
[00:11:07.800 --> 00:11:10.800]  你會聽到神給你特別的呼召
[00:11:10.800 --> 00:11:14.200]  我自己都很深的一個經歷
[00:11:14.200 --> 00:11:17.000]  我們第二間的堂會就是粉嶺堂
[00:11:17.000 --> 00:11:18.400]  我們粉嶺堂開的時候
[00:11:18.400 --> 00:11:20.400]  是在雍盛苑
[00:11:20.400 --> 00:11:23.400]  借一個社會服務中心裡面的飯堂
[00:11:23.400 --> 00:11:24.800]  這個飯堂非常小
[00:11:24.800 --> 00:11:26.600]  只可以坐七八十人
[00:11:26.600 --> 00:11:28.400]  沒有任何的配套
[00:11:28.400 --> 00:11:31.600]  但很感恩我們開了一兩年之後
[00:11:31.600 --> 00:11:33.800]  我們都有百多二百人
[00:11:33.800 --> 00:11:37.200]  但我們覺得那個地方是不可以再容納我們
[00:11:37.200 --> 00:11:39.000]  於是我們要找地方
[00:11:39.000 --> 00:11:41.200]  如果大家熟悉粉嶺很特別的
[00:11:41.200 --> 00:11:44.800]  粉嶺一條鐵路是將它兩個地方分隔了
[00:11:44.800 --> 00:11:46.800]  我們就在一邊
[00:11:46.800 --> 00:11:49.400]  於是我們就不斷在那一邊裡面
[00:11:49.400 --> 00:11:51.200]  去找不同的地方
[00:11:51.200 --> 00:11:52.200]  去不同的屋苑裡面找
[00:11:52.200 --> 00:11:54.000]  找多少都沒有
[00:11:54.000 --> 00:11:55.400]  但是那時候我已經知道
[00:11:55.400 --> 00:11:58.200]  在另外一邊就是長華邨
[00:11:58.200 --> 00:12:00.800]  有個單位以前是銀行
[00:12:00.800 --> 00:12:02.600]  如果沒有記錯就是永隆銀行
[00:12:02.600 --> 00:12:04.000]  它已經結束了
[00:12:04.000 --> 00:12:05.800]  就空置了出來
[00:12:05.800 --> 00:12:08.000]  但在我的意識裡面就是說
[00:12:08.000 --> 00:12:09.400]  我們一定是在這邊的
[00:12:09.400 --> 00:12:11.800]  我們不會過那邊的
[00:12:11.800 --> 00:12:13.000]  但我很記得有一次
[00:12:13.000 --> 00:12:15.000]  我們是同工祈禱會
[00:12:15.000 --> 00:12:16.000]  我祈禱
[00:12:16.000 --> 00:12:17.800]  但我們沒有為這件事祈禱
[00:12:17.800 --> 00:12:21.000]  但在禱告裡面我很深感受到聖靈跟我說
[00:12:21.000 --> 00:12:22.600]  為什麼你這麼硬頸
[00:12:22.600 --> 00:12:24.400]  去都不去看看呢
[00:12:24.400 --> 00:12:26.000]  你應該要先去了解一下
[00:12:26.000 --> 00:12:27.800]  你為什麼這麼快就否定呢
[00:12:27.800 --> 00:12:29.200]  某個程度是聖靈責備我
[00:12:29.200 --> 00:12:31.000]  不過不是很嚴厲的責備
[00:12:31.000 --> 00:12:31.400]  好了
[00:12:31.400 --> 00:12:33.600]  我沒有跟同工分享
[00:12:33.600 --> 00:12:34.800]  於是我一個人
[00:12:34.800 --> 00:12:37.400]  自己就走過去那邊
[00:12:37.400 --> 00:12:40.000]  當我去到長華邨一看的時候
[00:12:40.000 --> 00:12:42.200]  其實是在鐵閘外面看的
[00:12:42.200 --> 00:12:43.800]  我就很深感受
[00:12:43.800 --> 00:12:45.800]  是這個地方
[00:12:45.800 --> 00:12:47.600]  於是後來跟同工分享
[00:12:47.600 --> 00:12:48.600]  再跟執事
[00:12:48.600 --> 00:12:51.200]  我們一大班人後來就去看那個地方
[00:12:51.200 --> 00:12:53.200]  甚至叫他們開門讓我們進去看
[00:12:53.200 --> 00:12:55.400]  然後我們在那個地方祈禱
[00:12:55.400 --> 00:12:57.200]  我們很覺得是
[00:12:57.200 --> 00:12:58.800]  但是當時執事的分析
[00:12:58.800 --> 00:13:01.000]  因為只有200人不夠
[00:13:01.000 --> 00:13:02.800]  如果我們移過去的時候
[00:13:02.800 --> 00:13:04.400]  那時候是2006年
[00:13:04.400 --> 00:13:07.000]  我們都要搬來這裡
[00:13:07.000 --> 00:13:08.000]  如果我們移過去
[00:13:08.000 --> 00:13:10.600]  以當時我們的財政狀況
[00:13:10.600 --> 00:13:11.800]  我們的人數
[00:13:11.800 --> 00:13:15.400]  他們會來來去去投石下去
[00:13:15.400 --> 00:13:17.000]  因為租金都不便宜
[00:13:17.000 --> 00:13:19.400]  差不多十萬元租金
[00:13:19.400 --> 00:13:20.800]  三年
[00:13:20.800 --> 00:13:22.800]  我們會清了袋
[00:13:22.800 --> 00:13:24.800]  教會會沒錢
[00:13:24.800 --> 00:13:27.400]  我就說不要想三年這麼久
[00:13:27.400 --> 00:13:29.000]  如果我們覺得是的時候
[00:13:29.000 --> 00:13:30.000]  去吧
[00:13:30.000 --> 00:13:32.000]  神是會祝福的
[00:13:32.000 --> 00:13:33.400]  很感恩
[00:13:33.400 --> 00:13:34.400]  我們沒有想過
[00:13:34.400 --> 00:13:35.800]  我真的沒有想過
[00:13:35.800 --> 00:13:38.600]  我們搬了去長華邨
[00:13:38.600 --> 00:13:40.800]  短短不夠兩年
[00:13:40.800 --> 00:13:42.800]  我們由200人
[00:13:42.800 --> 00:13:45.600]  是倍增到400多人
[00:13:45.600 --> 00:13:47.200]  當然那個風險都繼續的
[00:13:47.200 --> 00:13:49.000]  但是去增加
[00:13:49.000 --> 00:13:51.400]  當日投石下去
[00:13:51.400 --> 00:13:53.800]  我們教會會清袋這件事
[00:13:53.800 --> 00:13:56.200]  是沒有出現過
[00:13:56.200 --> 00:13:58.400]  但我很記得那次是聖靈
[00:13:58.400 --> 00:14:00.400]  在我禱告會裏面
[00:14:00.400 --> 00:14:03.800]  來驅使我去面對這件事
[00:14:03.800 --> 00:14:05.400]  所以我們絕對不可以輕忽
[00:14:05.400 --> 00:14:06.600]  我們需要安靜
[00:14:06.600 --> 00:14:08.200]  我們需要依靠神
[00:14:08.200 --> 00:14:09.600]  但記住神也不是特別
[00:14:09.600 --> 00:14:12.000]  在這種情況裏面才出現的
[00:14:12.000 --> 00:14:13.000]  今天現在鏡頭前面
[00:14:13.000 --> 00:14:15.000]  正在看崇拜的弟兄姊妹
[00:14:15.000 --> 00:14:16.600]  神都在你身邊
[00:14:16.600 --> 00:14:17.600]  在你的家庭裏面
[00:14:17.600 --> 00:14:19.200]  跟你在一起
[00:14:19.200 --> 00:14:20.000]  你工作的時候
[00:14:20.000 --> 00:14:21.800]  神都跟你在一起
[00:14:21.800 --> 00:14:22.800]  只要我們跟神
[00:14:22.800 --> 00:14:24.600]  有一個很親密的交往
[00:14:24.600 --> 00:14:28.000]  神隨時都會向我們有啟示
[00:14:28.000 --> 00:14:32.400]  不需要風火雷電的出現
[00:14:32.400 --> 00:14:34.400]  正如你跟你的愛侶
[00:14:34.400 --> 00:14:37.200]  跟你的配偶的關係很密切
[00:14:37.200 --> 00:14:41.000]  有時不需要在特定的地方裏面
[00:14:41.000 --> 00:14:42.200]  走到上山頂
[00:14:42.200 --> 00:14:45.000]  然後才來大廈宣告某些事
[00:14:45.000 --> 00:14:46.600]  可能就在一間餐室裏面
[00:14:46.600 --> 00:14:48.600]  你就可以來大廈去聊天
[00:14:48.600 --> 00:14:49.400]  所以很重要就是
[00:14:49.400 --> 00:14:52.000]  我們跟神的關係是怎樣
[00:14:52.000 --> 00:14:54.000]  如果我跟神的關係密切的時候
[00:14:54.000 --> 00:14:57.600]  我隨時會感受到神給我們的指示
[00:14:57.600 --> 00:14:59.200]  讓我們作出回應
[00:14:59.200 --> 00:15:00.800]  這個是很重要
[00:15:00.800 --> 00:15:01.600]  相反地
[00:15:01.600 --> 00:15:03.400]  如果你有一些很重要的抉擇
[00:15:03.400 --> 00:15:05.400]  但是你平時跟神的關係不好的時候
[00:15:05.400 --> 00:15:07.400]  你尤其是尋索神的心意
[00:15:07.400 --> 00:15:10.600]  我很怕有時你會收錯消息
[00:15:10.600 --> 00:15:13.600]  所以希望我們能夠在新一年裏面反思
[00:15:13.600 --> 00:15:15.800]  你跟神的關係是如何
[00:15:15.800 --> 00:15:17.400]  會不會立志積極地
[00:15:17.400 --> 00:15:19.600]  好好的跟神建立一個好的關係
[00:15:19.600 --> 00:15:21.200]  這個很重要
[00:15:21.200 --> 00:15:22.600]  剛才我們看到
[00:15:22.600 --> 00:15:24.400]  就在夜間有一個人
[00:15:24.400 --> 00:15:25.800]  你可以跟他講
[00:15:25.800 --> 00:15:27.000]  你過來幫我們
[00:15:27.000 --> 00:15:28.800]  這個是馬其頓人
[00:15:28.800 --> 00:15:30.200]  即是希臘
[00:15:30.200 --> 00:15:31.600]  即是歐洲人
[00:15:31.600 --> 00:15:32.800]  怎樣可以看到呢
[00:15:32.800 --> 00:15:33.600]  不要忘記
[00:15:33.600 --> 00:15:37.200]  保羅是中東屬於亞洲的人
[00:15:37.200 --> 00:15:41.400]  在歐洲的人很容易看到
[00:15:41.400 --> 00:15:44.000]  正如我們現在看到一些外籍人士
[00:15:44.000 --> 00:15:47.400]  金頭髮的、高鼻樑的、高高大大的
[00:15:47.400 --> 00:15:49.200]  雖然我們分不到他們究竟是
[00:15:49.200 --> 00:15:50.600]  羅馬尼亞
[00:15:50.600 --> 00:15:52.200]  還是奧地利
[00:15:52.200 --> 00:15:53.400]  大家都知道是甚麼
[00:15:53.400 --> 00:15:55.200]  是外籍人士
[00:15:55.200 --> 00:15:56.400]  還有
[00:15:56.400 --> 00:15:58.000]  可能他的服飾
[00:15:58.000 --> 00:15:59.400]  很簡單舉個例
[00:15:59.400 --> 00:16:01.400]  你去泰北看到一些少數民族
[00:16:01.400 --> 00:16:03.000]  或者你回國內的時候
[00:16:03.000 --> 00:16:03.800]  他穿的衣服
[00:16:03.800 --> 00:16:06.800]  你就會知道他是屬於哪一類的人
[00:16:06.800 --> 00:16:09.200]  所以很清楚你會看到
[00:16:09.200 --> 00:16:10.800]  有一個馬其頓人跟他說
[00:16:10.800 --> 00:16:15.000]  你過來歐洲這邊幫助我們
[00:16:15.000 --> 00:16:18.200]  我想保羅看到這個異象之後
[00:16:18.200 --> 00:16:20.800]  他就跟同工分享
[00:16:20.800 --> 00:16:23.000]  於是我們作出回應
[00:16:23.000 --> 00:16:27.200]  就展開了這個歐洲之旅
[00:16:27.200 --> 00:16:28.600]  將我們原本的計劃
[00:16:28.600 --> 00:16:29.600]  你見到之前
[00:16:29.600 --> 00:16:32.400]  他是不斷在亞洲不同的地方裡面
[00:16:32.400 --> 00:16:34.600]  很想你去做福音工作
[00:16:34.600 --> 00:16:36.600]  但是神阻止
[00:16:36.600 --> 00:16:40.400]  於是福音就傳到歐洲
[00:16:40.400 --> 00:16:44.800]  改寫了整個基督教和世界的歷史
[00:16:44.800 --> 00:16:48.000]  雖然今天在歐洲很多的國家
[00:16:48.000 --> 00:16:50.600]  他們仍然是基督教的國家
[00:16:50.600 --> 00:16:53.800]  但是他們的信仰有些的沒落
[00:16:53.800 --> 00:16:55.600]  但是不得不承認
[00:16:55.600 --> 00:16:59.000]  基督教的信仰影響歐洲很重要
[00:16:59.000 --> 00:17:02.200]  後來也都在宣教的年代裡面
[00:17:02.200 --> 00:17:05.000]  有很多歐美的宣教士
[00:17:05.000 --> 00:17:07.400]  就來中國傳福音
[00:17:07.400 --> 00:17:08.800]  香港有一個叫崇禎會
[00:17:08.800 --> 00:17:10.000]  崇禎會是去德國的
[00:17:10.000 --> 00:17:13.800]  德國的人專門向客家的人傳福音
[00:17:13.800 --> 00:17:14.800]  所以也都有人說
[00:17:14.800 --> 00:17:17.000]  現在反而是華人的社會
[00:17:17.000 --> 00:17:19.400]  華人的教會接這個棒
[00:17:19.400 --> 00:17:21.600]  將福音傳回去
[00:17:21.600 --> 00:17:23.000]  無論如何
[00:17:23.000 --> 00:17:24.600]  這個馬其頓異象
[00:17:24.600 --> 00:17:28.400]  原來影響得非常非常深遠
[00:17:28.400 --> 00:17:32.400]  甚至是保羅自己都看不到的果效
[00:17:32.400 --> 00:17:34.200]  但是他去實踐
[00:17:34.200 --> 00:17:35.200]  今天很重要的一件事
[00:17:35.200 --> 00:17:38.400]  就是我們要好好的去工作
[00:17:38.400 --> 00:17:40.800]  去回應神的照明
[00:17:40.800 --> 00:17:43.200]  有時候那個果效是你自己意想不到
[00:17:43.200 --> 00:17:46.000]  甚至是你自己看不到的
[00:17:46.000 --> 00:17:47.400]  保德感恩
[00:17:47.400 --> 00:17:50.000]  可能在這幾年或者這八九年裡面
[00:17:50.000 --> 00:17:51.400]  有時候我去一些聚會裡面
[00:17:51.400 --> 00:17:53.600]  都會見到一些傳道人
[00:17:53.600 --> 00:17:55.200]  走來跟我講
[00:17:55.200 --> 00:17:59.600]  我去年去錫鎮定傳福音教會
[00:17:59.600 --> 00:18:00.800]  是牧師
[00:18:00.800 --> 00:18:02.800]  很開心見到你
[00:18:02.800 --> 00:18:04.000]  你知不知道
