
[00:00:00.000 --> 00:00:03.480]  今天我是要跟各位講我們第一個禮拜的
[00:05:07.840 --> 00:05:11.640]  Takoa這個谷
[00:05:11.640 --> 00:05:14.600]  這個德加谷這個地方
[00:05:14.600 --> 00:05:16.680]  然後King Jehoshaphat
[00:05:16.680 --> 00:05:20.680]  Jehoshaphat王就帶著大軍來到那邊
[00:05:20.680 --> 00:05:22.240]  他們要出戰
[00:05:22.240 --> 00:05:23.280]  雅門人
[00:05:23.280 --> 00:05:25.080]  摩押人等
[00:05:25.080 --> 00:05:27.720]  所以他就在那裡宣告
[00:05:27.720 --> 00:05:30.360]  因為Jehoshaphat王是一個很好的王
[00:05:30.360 --> 00:05:31.880]  他潔淨聖淵
[00:05:31.880 --> 00:05:33.320]  他驅逐偶像
[00:05:33.320 --> 00:05:36.280]  他效法他主大衛所行的事
[00:05:36.280 --> 00:05:38.640]  所以後來打了一個勝仗
[00:05:38.640 --> 00:05:40.600]  但是二十章二十節
[00:05:40.600 --> 00:05:41.600]  他說
[00:05:41.600 --> 00:05:43.920]  我要使你亨通
[00:05:43.920 --> 00:05:44.760]  Hallelujah
[00:05:44.760 --> 00:05:46.480]  所以2020年
[00:05:46.480 --> 00:05:47.920]  我們要亨通
[00:05:47.920 --> 00:05:48.480]  是的
[00:05:48.480 --> 00:05:50.400]  我要用嘴巴來宣告
[00:05:50.400 --> 00:05:53.360]  我們不要講一些負面的話
[00:05:53.360 --> 00:05:55.560]  感謝神讚美神
[00:05:55.560 --> 00:05:58.160]  尤其我自己就知道
[00:05:58.160 --> 00:06:00.040]  我一家都是人
[00:06:00.040 --> 00:06:00.960]  我從小長大
[00:06:00.960 --> 00:06:02.160]  我都不知道怎麼長大
[00:06:02.160 --> 00:06:02.680]  感謝神
[00:06:02.680 --> 00:06:04.720]  我身體好得不得了
[00:06:04.720 --> 00:06:05.760]  對不對
[00:06:05.760 --> 00:06:07.760]  神在保守我
[00:06:07.760 --> 00:06:10.080]  我小時候好像沒有人管一樣
[00:06:10.080 --> 00:06:12.080]  也沒有人要一樣
[00:06:12.080 --> 00:06:14.360]  我在小時候
[00:06:14.360 --> 00:06:15.480]  我出去玩
[00:06:15.480 --> 00:06:17.000]  玩躲貓貓
[00:06:17.000 --> 00:06:18.640]  躲咪咪
[00:06:18.640 --> 00:06:19.920]  seek and hide
[00:06:19.920 --> 00:06:21.480]  hide and seek
[00:06:21.480 --> 00:06:22.040]  我很厲害
[00:06:22.040 --> 00:06:25.120]  我躲到臭水溝裡面
[00:06:25.120 --> 00:06:26.840]  躲著躲著沒有人找得到我
[00:06:26.840 --> 00:06:30.000]  出來的時候天都黑了
[00:06:30.000 --> 00:06:30.920]  我回家的時候
[00:06:30.920 --> 00:06:34.360]  我家沒有人知道我不在家
[00:06:34.360 --> 00:06:35.840]  我媽說你自己到廚房裡面
[00:06:35.840 --> 00:06:37.360]  看有什麼吃的
[00:06:37.360 --> 00:06:38.280]  Hallelujah
[00:06:38.280 --> 00:06:40.480]  都不知道怎麼長大的
[00:06:40.480 --> 00:06:41.400]  Hallelujah
[00:06:41.400 --> 00:06:42.560]  有的時候碰動一下
[00:06:42.560 --> 00:06:44.840]  跳到那個水池裡面去游泳
[00:06:44.840 --> 00:06:46.480]  扒到那個大水管
[00:06:46.480 --> 00:06:48.480]  那不知道從哪邊出來的水
[00:06:48.480 --> 00:06:51.120]  哇那個是水場的水
[00:06:51.120 --> 00:06:53.360]  哇那個工人來趕我們
[00:06:53.360 --> 00:06:54.960]  哇我就在裡面這樣子
[00:06:54.960 --> 00:06:57.440]  從小在那裡面游泳一樣
[00:06:57.440 --> 00:07:00.440]  哇那個一望無際的水池
[00:07:00.440 --> 00:07:01.280]  Hallelujah
[00:07:01.280 --> 00:07:03.200]  感謝神
[00:07:03.200 --> 00:07:06.880]  這是神祂的恩代
[00:07:06.880 --> 00:07:08.240]  我常常喜歡講
[00:07:08.240 --> 00:07:12.480]  用十篇九十篇這個摩西說的
[00:07:12.480 --> 00:07:15.800]  我們在日的年齡是七十歲
[00:07:15.800 --> 00:07:17.760]  我現在夠本了
[00:07:17.760 --> 00:07:20.360]  但是強壯的活到八十歲
[00:07:20.360 --> 00:07:22.360]  我相信我可以活到八十歲
[00:07:22.360 --> 00:07:26.400]  而且我宣告我要活到九十九歲
[00:07:26.400 --> 00:07:27.880]  不止一個人跟我說
[00:07:27.880 --> 00:07:30.160]  誒大七啊余牧師啊
[00:07:30.160 --> 00:07:32.240]  你不是早就已經六十五歲
[00:07:32.240 --> 00:07:36.600]  你不是有做過一輩子在做事情
[00:07:36.600 --> 00:07:39.240]  你可以去領你的401K啊
[00:07:39.240 --> 00:07:42.720]  你去領你的Social Security Benefit
[00:07:42.720 --> 00:07:44.520]  是不是
[00:07:44.520 --> 00:07:46.120]  我說不急勒
[00:07:46.120 --> 00:07:47.520]  我要活到九十九歲
[00:07:47.520 --> 00:07:49.400]  反正我不差那幾年
[00:07:49.400 --> 00:07:52.800]  晚領一年可以多個幾百塊不是嗎
[00:07:52.800 --> 00:07:53.320]  感謝神
[00:07:53.320 --> 00:07:56.160]  不過今年七十歲非要我領不可了
[00:07:56.160 --> 00:07:57.960]  感謝主我就領吧
[00:07:57.960 --> 00:08:00.320]  Hallelujah
[00:08:00.320 --> 00:08:01.720]  太好了
[00:08:01.720 --> 00:08:02.640]  感謝主
[00:08:02.640 --> 00:08:05.640]  Hallelujah
[00:08:05.640 --> 00:08:07.160]  感謝神啊
[00:08:07.160 --> 00:08:10.840]  太棒了太棒了神太愛我了
[00:08:10.840 --> 00:08:13.120]  所以
[00:08:13.120 --> 00:08:16.240]  你說以前你受虧待
[00:08:16.240 --> 00:08:18.080]  神通通要補給你
[00:08:18.080 --> 00:08:20.600]  你說你以前好像缺少了愛
[00:08:20.600 --> 00:08:22.400]  神通通要補給你
[00:08:22.400 --> 00:08:24.600]  你說你以前怎麼樣怎麼樣
[00:08:24.600 --> 00:08:27.440]  神通通要加倍還給你
[00:08:27.440 --> 00:08:27.960]  Hallelujah
[00:08:27.960 --> 00:08:29.560]  讚美神
[00:08:29.560 --> 00:08:31.080]  所以我們現在來講
[00:08:31.080 --> 00:08:33.320]  舌頭是一個罪惡的事件
[00:08:33.320 --> 00:08:35.200]  雅各書三章六節
[00:08:35.200 --> 00:08:36.680]  我們一起來念
[00:08:36.680 --> 00:08:38.800]  舌頭就是火
[00:08:38.800 --> 00:08:42.920]  在我們白體中舌頭是一個罪惡的事件
[00:08:42.920 --> 00:08:44.720]  能汙穢全身
[00:08:44.720 --> 00:08:47.560]  也能把生命的輪子點起來
[00:08:47.560 --> 00:08:50.760]  並且是從地獄裡點著的
[00:08:50.760 --> 00:08:51.400]  Hallelujah
[00:08:51.400 --> 00:08:52.960]  這是雅各講的
[00:08:52.960 --> 00:08:54.280]  你想那個舌頭
[00:08:54.280 --> 00:08:54.960]  我們身體
[00:08:54.960 --> 00:08:57.440]  他說我們身體最小的是舌頭
[00:08:57.440 --> 00:09:00.400]  但是舌頭能夠做最壞的事情
[00:09:00.400 --> 00:09:02.040]  Hallelujah
[00:09:02.040 --> 00:09:05.680]  夫妻反目成仇都是舌頭開始的
[00:09:05.680 --> 00:09:06.880]  人越長越胖
[00:09:06.880 --> 00:09:07.560]  橫著長
[00:09:07.560 --> 00:09:09.440]  躺下去比站起來高
[00:09:09.440 --> 00:09:11.320]  也是從舌頭開始的
[00:09:11.320 --> 00:09:12.200]  是不是
[00:09:12.200 --> 00:09:15.920]  或者是我們對神的信心不夠
[00:09:15.920 --> 00:09:16.440]  或者什麼
[00:09:16.440 --> 00:09:18.640]  也是從舌頭開始的
[00:09:18.640 --> 00:09:20.080]  冤天尤人
[00:09:20.080 --> 00:09:22.560]  有哪些口舌之罪
[00:09:22.560 --> 00:09:23.960]  話多
[00:09:23.960 --> 00:09:25.800]  話多必失
[00:09:25.800 --> 00:09:29.120]  還有喜歡講閒話
[00:09:29.120 --> 00:09:32.080]  還有喜歡搬弄是非
[00:09:32.080 --> 00:09:34.600]  還有想一些口舌
[00:09:34.600 --> 00:09:37.080]  心口不合一的話
[00:09:37.080 --> 00:09:39.360]  還有講一些禪內的話
[00:09:39.360 --> 00:09:40.400]  是不是
[00:09:40.400 --> 00:09:41.400]  禪內的話
[00:09:41.400 --> 00:09:42.640]  見人說人話
[00:09:42.640 --> 00:09:43.760]  見鬼說鬼話
[00:09:43.760 --> 00:09:45.360]  見官說官話
[00:09:45.360 --> 00:09:47.440]  見乞丐說乞丐話
[00:09:47.440 --> 00:09:48.840]  是不是
[00:09:48.840 --> 00:09:50.160]  還有
[00:09:50.160 --> 00:09:53.160]  其實大部分人
[00:09:53.160 --> 00:09:57.240]  口舌的罪最大就是激昭
[00:09:57.240 --> 00:09:59.160]  那話一下子出來了
[00:09:59.160 --> 00:10:00.480]  不經過大腦思考
[00:10:00.480 --> 00:10:02.200]  那個話一下就出來
[00:10:02.200 --> 00:10:03.400]  像個利劍一樣
[00:10:03.400 --> 00:10:05.200]  射出去收不回來了
[00:10:05.200 --> 00:10:06.880]  人家已經給你射死了
[00:10:06.880 --> 00:10:08.760]  還有發冤言
[00:10:08.760 --> 00:10:09.960]  纏磅
[00:10:09.960 --> 00:10:13.680]  就是說人家壞話之類的
[00:10:13.680 --> 00:10:15.720]  還有引起紛爭的話
[00:10:15.720 --> 00:10:18.280]  還有淫蕩的話
[00:10:18.280 --> 00:10:22.200]  就是什麼黃色小花啦等等
[00:10:22.200 --> 00:10:25.320]  以前我年輕的時候很會的
[00:10:25.320 --> 00:10:28.040]  人家就說你把肉麻當有趣了
[00:10:28.040 --> 00:10:29.640]  現在我不會了
[00:10:29.640 --> 00:10:31.440]  感謝神
[00:10:31.440 --> 00:10:33.440]  哈利路亞
[00:10:33.440 --> 00:10:35.160]  讓我們來看
[00:10:35.160 --> 00:10:36.680]  什麼叫言多必失
[00:10:36.680 --> 00:10:38.080]  真言十章十九節
[00:10:38.080 --> 00:10:39.160]  來一起來
[00:10:39.160 --> 00:10:43.040]  多言多語難免有過
[00:10:43.040 --> 00:10:44.760]  講得明白嘛
[00:10:44.760 --> 00:10:47.480]  能少講一句就少講一句了
[00:10:47.480 --> 00:10:48.640]  是不是
[00:10:48.640 --> 00:10:50.640]  而且要看場合
[00:10:50.640 --> 00:10:52.120]  是不是
[00:10:52.120 --> 00:10:54.080]  大家都在那邊寂寞禱告的時候
[00:10:54.080 --> 00:10:55.600]  你就不要講話了
[00:10:55.600 --> 00:10:58.040]  幹什麼要看場合
[00:10:58.040 --> 00:10:59.600]  還有另外就是閒話
[00:10:59.600 --> 00:11:02.000]  馬太福音十二章三十六節
[00:11:02.000 --> 00:11:04.560]  凡人所說的閒話
[00:11:04.560 --> 00:11:06.680]  當審判的日子
[00:11:06.680 --> 00:11:08.680]  必要句句供出來
[00:11:08.680 --> 00:11:09.760]  因為篇幅有限
[00:11:09.760 --> 00:11:11.680]  它下面還有一句話
[00:11:11.680 --> 00:11:14.640]  你就要根據你所講的要來審判
[00:11:14.640 --> 00:11:15.680]  哦
[00:11:15.680 --> 00:11:16.840]  你講了很多閒話
[00:11:16.840 --> 00:11:17.640]  那個審
[00:11:17.640 --> 00:11:19.440]  通通要來審判你
[00:11:19.440 --> 00:11:20.400]  是不是
[00:11:20.400 --> 00:11:22.000]  我常常喜歡講
[00:11:22.000 --> 00:11:25.760]  神耶穌為什麼要倒臣肉身來到世界上
[00:11:25.760 --> 00:11:28.760]  然後受苦受難呢
[00:11:28.760 --> 00:11:30.440]  到時候我們上天國的時候
[00:11:30.440 --> 00:11:31.560]  我們不要跟耶穌說
[00:11:31.560 --> 00:11:33.560]  耶穌你不知道我的怎麼樣怎麼樣
[00:11:33.560 --> 00:11:34.560]  我的情況怎麼樣
[00:11:34.560 --> 00:11:36.640]  耶穌說
[00:11:36.640 --> 00:11:37.360]  I've been there
[00:11:37.360 --> 00:11:38.840]  I've done that
[00:11:38.840 --> 00:11:39.520]  我到過那個
[00:11:39.520 --> 00:11:40.320]  我來過你們這裡
[00:11:40.320 --> 00:11:41.520]  我也受過苦
[00:11:41.520 --> 00:11:43.120]  我也被人家講過
[00:11:43.120 --> 00:11:44.200]  我也被人家打過
[00:11:44.200 --> 00:11:45.880]  我也被人家殺過
[00:11:45.880 --> 00:11:48.600]  我都知道
[00:11:48.600 --> 00:11:51.960]  還有一個是立位記十九章十六節
[00:11:51.960 --> 00:11:56.160]  搬弄是非必被置之於死
[00:11:56.160 --> 00:11:58.440]  這是搬弄是非呀
[00:11:58.440 --> 00:12:00.080]  有的時候
[00:12:00.080 --> 00:12:01.840]  我們常常講話
[00:12:01.840 --> 00:12:03.680]  為了自己的目的
[00:12:03.680 --> 00:12:05.080]  或者講別人壞話
[00:12:05.080 --> 00:12:07.800]  結果搬弄是非
[00:12:07.800 --> 00:12:09.560]  我問你
[00:12:09.560 --> 00:12:16.360]  到底什麼叫是非呀
[00:12:16.360 --> 00:12:19.880]  世界上面沒有是非
[00:12:19.880 --> 00:12:23.200]  都是為了從自己的角度講話嘛
[00:12:23.200 --> 00:12:26.160]  對不對
[00:12:26.160 --> 00:12:27.640]  但是呢
[00:12:27.640 --> 00:12:29.520]  我們華人也要自重啦
[00:12:29.520 --> 00:12:30.440]  是不是
[00:12:30.440 --> 00:12:34.440]  你不要吃猴子吃狗吃蝙蝠
[00:12:34.440 --> 00:12:35.920]  是不是
[00:12:35.920 --> 00:12:39.160]  難怪人家給他逮到畫頂了嘛
[00:12:39.160 --> 00:12:40.200]  是不是
[00:12:40.200 --> 00:12:41.880]  所以自己要自愛
[00:12:41.880 --> 00:12:45.040]  免得不要說人家搬弄是非
[00:12:45.040 --> 00:12:46.000]  是有這回事
[00:12:46.000 --> 00:12:49.000]  只不過你把它放大了而已啦
[00:12:49.000 --> 00:12:50.600]  有的時候真的搬弄是非
[00:12:50.600 --> 00:12:52.680]  是看你強調的角度
[00:12:52.680 --> 00:12:53.600]  我常常喜歡講
[00:12:53.600 --> 00:12:57.440]  這國的英雄可能是內國的叛徒啦
[00:12:57.440 --> 00:12:58.720]  對不對
[00:12:58.720 --> 00:13:01.560]  就是你看你站在哪一邊嘛
[00:13:01.560 --> 00:13:03.200]  是不是
[00:13:03.200 --> 00:13:05.560]  天下的道理不是神的真理
[00:13:05.560 --> 00:13:07.200]  OK
[00:13:07.200 --> 00:13:10.040]  好的十篇一百二十二篇第二節
[00:13:10.040 --> 00:13:12.920]  他說嘴唇油滑
[00:13:12.920 --> 00:13:14.760]  心口不一
[00:13:14.760 --> 00:13:16.760]  這是謊言
[00:13:16.760 --> 00:13:18.400]  太多啦
[00:13:18.400 --> 00:13:20.480]  開始勒住你的舌頭吧
[00:13:20.480 --> 00:13:22.960]  我們
[00:13:22.960 --> 00:13:24.920]  我們常常會這樣子啦
[00:13:24.920 --> 00:13:25.560]  是不是
[00:13:25.560 --> 00:13:27.640]  然後下面一節說
[00:13:27.640 --> 00:13:31.680]  防油滑的嘴唇和誇大的舌頭
[00:13:31.680 --> 00:13:35.000]  也和滑臂要減除啊
[00:13:35.000 --> 00:13:35.840]  哎呦
[00:13:35.840 --> 00:13:38.840]  什麼叫油滑的嘴唇誇大的舌頭
[00:13:38.840 --> 00:13:40.960]  諂媚嘛
[00:13:40.960 --> 00:13:42.000]  是不是
[00:13:42.000 --> 00:13:43.600]  看到有錢有勢的人
[00:13:43.600 --> 00:13:44.080]  哇
[00:13:44.080 --> 00:13:47.000]  恭維八節
[00:13:47.000 --> 00:13:49.840]  是不是
[00:13:49.840 --> 00:13:51.440]  但是我們都不會
[00:13:51.440 --> 00:13:52.040]  是不是
[00:13:52.040 --> 00:13:54.080]  感謝神
[00:13:54.080 --> 00:13:55.560]  阿賴洛亞
[00:13:55.560 --> 00:13:56.080]  是的
[00:13:56.080 --> 00:13:58.840]  真言二十九章二十節
[00:13:58.840 --> 00:13:59.480]  來
[00:13:59.480 --> 00:14:02.720]  你見言語急躁的人嘛
[00:14:02.720 --> 00:14:05.280]  愚昧的人比他更有指望
[00:14:05.280 --> 00:14:06.920]  你嫌那個人傻
[00:14:06.920 --> 00:14:09.240]  人家還嫌你講話急躁
[00:14:09.240 --> 00:14:12.560]  急躁的人比愚昧的人都比不過
[00:14:12.560 --> 00:14:15.560]  因為急躁你知道
[00:14:15.560 --> 00:14:17.600]  話一出就是什麼
[00:14:17.600 --> 00:14:19.280]  覆水難收啊
[00:14:19.280 --> 00:14:21.000]  破鏡難圓啊
[00:14:21.000 --> 00:14:22.320]  人家聽進去了
[00:14:22.320 --> 00:14:23.560]  你可能明天就忘了
[00:14:23.560 --> 00:14:25.720]  人家記得一輩子啊
[00:14:25.720 --> 00:14:27.120]  你懂嗎
[00:14:27.120 --> 00:14:29.600]  所以嘴巴講話要經過腦袋
[00:14:29.600 --> 00:14:31.520]  要經過心
[00:14:31.520 --> 00:14:35.080]  有的時候我們講的是真話
[00:14:35.080 --> 00:14:37.640]  但是這個時候不要講
[00:14:37.640 --> 00:14:40.360]  對不對
[00:14:40.360 --> 00:14:42.640]  真言十章十八節
[00:14:42.640 --> 00:14:47.160]  口出纏擺的是愚妄的人
[00:14:47.160 --> 00:14:50.200]  愚妄又比愚昧要凶一點
[00:14:50.200 --> 00:14:51.840]  有的人他笨歸笨了
[00:14:51.840 --> 00:14:52.600]  他不太講話
[00:14:52.600 --> 00:14:54.040]  他也是蠻謙卑的
[00:14:54.040 --> 00:14:56.880]  但是愚妄就是又笨又怎麼樣
[00:14:56.880 --> 00:14:58.040]  不謙卑
[00:14:58.040 --> 00:14:59.960]  還自以為自己厲害
[00:14:59.960 --> 00:15:01.720]  還自以為自己聰明
[00:15:01.720 --> 00:15:02.560]  對不對
[00:15:02.560 --> 00:15:06.480]  他說這種人真的是不好
[00:15:06.480 --> 00:15:09.640]  民宿紀十四章二十七節
[00:15:09.640 --> 00:15:10.520]  來
[00:15:10.520 --> 00:15:14.000]  這惡惠眾向我發冤言
[00:15:14.000 --> 00:15:17.080]  我忍耐他們要到幾時呢
[00:15:17.080 --> 00:15:18.360]  這是神說的
[00:15:18.360 --> 00:15:21.240]  對以色列百姓他們發冤言
[00:15:21.240 --> 00:15:23.560]  沒東西吃沒水喝
[00:15:23.560 --> 00:15:26.760]  或者是走路走得累了等等
[00:15:26.760 --> 00:15:29.920]  這冤言有的時候我們不知不覺
[00:15:29.920 --> 00:15:32.360]  會出來
[00:15:32.360 --> 00:15:35.520]  冤言跟建議不太一樣
[00:15:35.520 --> 00:15:36.640]  你知道嗎
[00:15:36.640 --> 00:15:39.880]  建議是從一個正面的態度來
[00:15:39.880 --> 00:15:42.880]  譬如說你的孩子考到九十五分
[00:15:42.880 --> 00:15:45.440]  你說怎麼不考一百分打五百
[00:15:45.440 --> 00:15:49.400]  那我不被打死了
[00:15:49.400 --> 00:15:51.600]  但是你可以從正面的角度來講
[00:15:51.600 --> 00:15:52.440]  好棒啊
[00:15:52.440 --> 00:15:53.800]  你看隔壁那個
[00:15:53.800 --> 00:15:58.920]  余某某才考六十分
[00:15:58.920 --> 00:16:01.720]  感謝主
[00:16:01.720 --> 00:16:02.080]  好了
[00:16:02.080 --> 00:16:04.280]  箴言十五章十八節
[00:16:04.280 --> 00:16:07.560]  暴怒的人挑起爭端
[00:16:07.560 --> 00:16:08.320]  是不是
[00:16:08.320 --> 00:16:11.160]  講話有的時候會造成爭端
[00:16:11.160 --> 00:16:12.880]  是不是會吵架
[00:16:12.880 --> 00:16:14.640]  吵起來會打架
[00:16:14.640 --> 00:16:16.160]  打起來會打情架
[00:16:16.160 --> 00:16:18.720]  打起來最後兩國打起仗來了
[00:16:18.720 --> 00:16:20.240]  常常是這樣子
[00:16:20.240 --> 00:16:21.360]  是不是
[00:16:21.360 --> 00:16:24.080]  那最後就是講的淫褻妄語
