
[00:00:00.000 --> 00:00:01.120]  各位弟子妹 早晨
[00:01:54.280 --> 00:01:56.720]  他必蒙耶華賜福
[00:01:56.720 --> 00:02:00.640]  又蒙救他的神使他成義
[00:02:00.640 --> 00:02:03.880]  這是尋求耶和華的族類
[00:02:03.880 --> 00:02:07.800]  是尋求裡面的雅各
[00:02:07.800 --> 00:02:09.040]  忠誠們啊
[00:02:09.040 --> 00:02:11.240]  你們要抬起頭來
[00:02:11.240 --> 00:02:14.760]  永久的門戶你們要被抬起
[00:02:14.760 --> 00:02:17.600]  那榮耀的王將要進來
[00:02:17.600 --> 00:02:19.920]  榮耀的王是誰呢?
[00:02:19.920 --> 00:02:23.440]  就是有力、有能的耶和華
[00:02:23.440 --> 00:02:26.760]  在戰場上有能的耶和華
[00:02:26.760 --> 00:02:27.880]  忠誠們啊
[00:02:27.880 --> 00:02:29.760]  你們要抬起頭來
[00:02:29.760 --> 00:02:33.680]  永久的門戶你們要把頭抬起
[00:02:33.680 --> 00:02:36.720]  那榮耀的王將要進來
[00:02:36.720 --> 00:02:38.520]  榮耀的王是誰呢?
[00:02:38.520 --> 00:02:40.160]  萬君之耶和華
[00:02:40.160 --> 00:02:45.080]  他是榮耀的王」
[00:02:45.080 --> 00:02:48.520]  很有趣的一首詩也是很值得我們思想
[00:02:48.520 --> 00:02:50.920]  因為這首詩在詩篇裡
[00:02:50.920 --> 00:02:53.440]  是屬於一首君王詩
[00:02:53.440 --> 00:02:55.920]  君王詩基本上有它的歷史背景
[00:02:55.920 --> 00:02:58.360]  是談論到一個君王
[00:02:58.360 --> 00:03:02.040]  他去預備打一場戰爭
[00:03:02.040 --> 00:03:03.800]  或者因為其他的緣故
[00:03:03.800 --> 00:03:06.000]  於是他作了一首詩
[00:03:06.000 --> 00:03:09.520]  然後將它交給當時的靈長
[00:03:09.520 --> 00:03:12.720]  然後在進入聖殿的時候
[00:03:12.720 --> 00:03:15.560]  獻上這首詩
[00:03:15.560 --> 00:03:19.120]  同時也是作詩的詩人
[00:03:19.120 --> 00:03:21.240]  他怎樣去表達出
[00:03:21.240 --> 00:03:25.560]  這位君王願意在一場戰爭的開首
[00:03:25.560 --> 00:03:29.800]  將他的生命交在主的耶和華手上
[00:03:29.800 --> 00:03:32.080]  為什麼會想到要跟大家分享
[00:03:32.080 --> 00:03:35.680]  詩篇第24篇這篇的詩呢?
[00:03:35.680 --> 00:03:37.280]  其實有幾個原因
[00:03:37.280 --> 00:03:37.960]  第一
[00:03:37.960 --> 00:03:40.160]  就是當我想起耶穌基督
[00:03:40.160 --> 00:03:43.600]  進入耶路撒冷的那幅圖畫
[00:03:43.600 --> 00:03:45.840]  另外一個原因就是
[00:03:45.840 --> 00:03:50.680]  當我記起在二十多年前的時候
[00:03:50.680 --> 00:03:52.160]  應該是二十年前
[00:03:52.160 --> 00:03:54.120]  當時我曾經有一段時間
[00:03:54.120 --> 00:03:56.000]  去過耶路撒冷
[00:03:56.000 --> 00:03:57.920]  裡面去以希伯來文
[00:03:57.920 --> 00:04:03.240]  去修讀一科專注研究創世紀的經文
[00:04:03.240 --> 00:04:06.920]  當時我有機會跟一些學者
[00:04:06.920 --> 00:04:08.480]  或者一些拉比
[00:04:08.480 --> 00:04:12.080]  去到不同的聖地的一些地點裡面
[00:04:12.080 --> 00:04:16.080]  一邊去重溫去看那些經文的記載
[00:04:16.080 --> 00:04:17.520]  同時間去看看
[00:04:17.520 --> 00:04:19.680]  究竟跟經文出入有多少
[00:04:19.680 --> 00:04:21.640]  跟我們所見到的環境
[00:04:21.640 --> 00:04:25.280]  但是有一個地方是我很深刻的
[00:04:25.280 --> 00:04:29.080]  就是稱之為「Ecce Homo」
[00:04:29.080 --> 00:04:34.280]  今天我們改它的中文名叫「經免堂」
[00:04:34.280 --> 00:04:36.280]  「經免堂」或者「Ecce Homo」
[00:04:36.280 --> 00:04:37.480]  是一個什麼地方呢?
[00:04:37.480 --> 00:04:38.480]  在今天理解
[00:04:38.480 --> 00:04:41.640]  原來它是一家修道院的旅館
[00:04:41.640 --> 00:04:44.120]  是一個天主教
[00:04:44.120 --> 00:04:46.920]  它在裡面是一個修道院
[00:04:46.920 --> 00:04:49.960]  但是它同時是租出來給人去做修道的
[00:04:49.960 --> 00:04:54.880]  它是屬於耶路撒冷舊城區的北部份
[00:04:54.880 --> 00:05:00.280]  甚至可以說是正中北部的地方
[00:05:00.280 --> 00:05:02.920]  它是在哪一個地方呢?
[00:05:02.920 --> 00:05:07.160]  它直達可以去到我們稱之為獅子門的地方
[00:05:07.160 --> 00:05:10.920]  也是在歷史上我們所記載過的
[00:05:10.920 --> 00:05:15.080]  叫做聖安東尼城堡或者碉樓的地方
[00:05:15.080 --> 00:05:19.120]  如果大家熟悉在《司徒函傳》裡面
[00:05:19.120 --> 00:05:20.400]  我們也記載過
[00:05:20.400 --> 00:05:24.200]  原來保羅也曾經被抓進碉樓裡面
[00:05:24.200 --> 00:05:28.200]  被當時一些猶太人逼走進去
[00:05:28.200 --> 00:05:32.520]  慶幸的是當時羅馬的長官將他拯救了
[00:05:32.520 --> 00:05:33.320]  把他放進去了
[00:05:33.320 --> 00:05:38.160]  那個地方就是今天我們所知道的叫做經冕堂的地方
[00:05:38.160 --> 00:05:39.000]  Eccehomo
[00:05:39.000 --> 00:05:48.320]  Eccehomo本身這個字原來是源自於一句拉丁聖經的翻譯
[00:05:48.320 --> 00:05:55.720]  它原本的意思原來是記載在約翰福音第十九章第五節
[00:05:55.720 --> 00:06:02.200]  是談論到本丟彼拉多當時將耶穌已經鞭打了一輪
[00:06:02.200 --> 00:06:04.800]  希望能夠藉此息事寧人
[00:06:04.800 --> 00:06:11.040]  希望猶太人和他們的祭司民士不會再去逼耶穌基督
[00:06:11.040 --> 00:06:14.440]  或者逼甚至逼彼拉多去殺耶穌
[00:06:14.440 --> 00:06:22.920]  但是當彼拉多差士兵去鞭打完耶穌
[00:06:22.920 --> 00:06:26.680]  然後再帶一個荊棘的冠冕在他頭上
[00:06:26.680 --> 00:06:28.560]  帶他出去的時候
[00:06:28.560 --> 00:06:32.720]  他第一句就這樣說「這就是這個人」
[00:06:32.720 --> 00:06:35.240]  就是Eccehomo這句話
[00:06:35.240 --> 00:06:40.640]  換句話說Eccehomo這個意思提及到原來一段的聖經歷史
[00:06:40.640 --> 00:06:49.520]  告訴我們知道原來彼拉多在外在的因素受逼的時候
[00:06:49.520 --> 00:06:56.520]  他很不願意地仍然判了耶穌要去被殺
[00:06:56.520 --> 00:06:58.800]  而這段聖經亦都給我們看見
[00:06:58.800 --> 00:07:02.880]  其實今天我們作為基督徒也有些類似的情況
[00:07:02.880 --> 00:07:06.920]  我們今天不是不知道上帝要我們做些什麼
[00:07:06.920 --> 00:07:09.640]  如果我這樣說你不知道的話
[00:07:09.640 --> 00:07:12.920]  那我真是枉費了你聽了這麼多年道
[00:07:12.920 --> 00:07:14.760]  或者看了這麼多屬靈的書籍
[00:07:14.760 --> 00:07:16.560]  或者做了這麼多年的靈修
[00:07:16.560 --> 00:07:18.240]  你一定知道的
[00:07:18.240 --> 00:07:20.160]  但是有很多事情當我們知道的時候
[00:07:20.160 --> 00:07:23.640]  但是我們也都肯願意去做呢
[00:07:23.640 --> 00:07:28.160]  我們經常說「為勢所迫,人在江湖,身不由己」
[00:07:28.160 --> 00:07:30.400]  雖然我們自己做不到什麼
[00:07:30.400 --> 00:07:33.040]  到時候我唯有屈膝
[00:07:33.040 --> 00:07:39.680]  或者去屈服在群眾的壓力之下
[00:07:39.680 --> 00:07:43.160]  本雕彼拉多就是這樣的情況
[00:07:43.160 --> 00:07:47.960]  而當時最後他就把耶穌帶到鋪華石柱
[00:07:47.960 --> 00:07:51.760]  或者今天仍然有那條街叫Villa de la Rosa
[00:07:51.760 --> 00:07:57.560]  這條路的上面的一個城門的地方
[00:07:57.560 --> 00:07:59.160]  然後就宣告
[00:07:59.160 --> 00:08:01.280]  既然你要去殺耶穌
[00:08:01.280 --> 00:08:06.120]  那你就將祂帶去殺死祂吧
[00:08:06.120 --> 00:08:09.760]  這段經文讓我重新去看一看
[00:08:09.760 --> 00:08:13.280]  其實今天我們自己做基督徒
[00:08:13.280 --> 00:08:17.280]  其實我們對我們的主有多少的尊重
[00:08:17.280 --> 00:08:21.840]  其實我們也都明不明白祂為我們的拯救
[00:08:21.840 --> 00:08:27.800]  而做了多少根本不需要做的苦況
[00:08:27.800 --> 00:08:30.560]  而祂也仍然願意經歷
[00:08:30.560 --> 00:08:33.440]  而這一場屬靈的戰爭
[00:08:33.440 --> 00:08:37.000]  祂不是不知道的
[00:08:37.000 --> 00:08:38.600]  所以剛才我在開頭說
[00:08:38.600 --> 00:08:40.760]  這段經文同時提到一樣東西
[00:08:40.760 --> 00:08:42.680]  讓我想起的就是
[00:08:42.680 --> 00:08:45.280]  耶穌基督進入耶路撒冷
[00:08:45.280 --> 00:08:49.240]  在祂臨被釘死之前的一個禮拜
[00:08:49.240 --> 00:08:53.040]  忠誠的人打開城門
[00:08:53.040 --> 00:08:59.240]  甚至在地上鋪上所有他們的鐘籃樹的樹葉
[00:08:59.240 --> 00:09:01.480]  迎接一位好像君王一樣
[00:09:01.480 --> 00:09:04.800]  進入到耶路撒冷城的當中
[00:09:04.800 --> 00:09:07.480]  這段經文詩篇第24篇
[00:09:07.480 --> 00:09:10.880]  其實就是形容一個這樣的情況
[00:09:10.880 --> 00:09:14.600]  但是作為那位被迎接的君王
[00:09:14.600 --> 00:09:17.200]  祂知道這場仗不好受
[00:09:17.200 --> 00:09:19.200]  所以即使這段聖經裡面
[00:09:19.200 --> 00:09:22.720]  詩篇第24篇裡面介紹到這位君王
[00:09:22.720 --> 00:09:25.000]  我們儘管說他是大位
[00:09:25.000 --> 00:09:29.240]  他要預備打一場真的很劇烈的戰爭
[00:09:29.240 --> 00:09:32.880]  但這場戰爭究竟結果是如何呢?
[00:09:32.880 --> 00:09:36.280]  在他手上他其實未必知道
[00:09:36.280 --> 00:09:38.840]  但是在他不知道的情況下
[00:09:38.840 --> 00:09:41.360]  他卻知道一件事
[00:09:41.360 --> 00:09:43.320]  這場仗不是為自己打
[00:09:43.320 --> 00:09:47.080]  這場仗是為上帝所交託的事情
[00:09:47.080 --> 00:09:49.840]  而去竭力去打
[00:09:49.840 --> 00:09:53.480]  而耶穌進入耶路撒冷的時候
[00:09:53.480 --> 00:09:55.280]  眾人歡樂
[00:09:55.280 --> 00:09:57.160]  其實在他心裡面他知道
[00:09:57.160 --> 00:10:00.200]  這場屬靈的爭戰
[00:10:00.200 --> 00:10:01.760]  絕對不容易受
[00:10:01.760 --> 00:10:03.880]  因為這個屬靈的爭戰
[00:10:03.880 --> 00:10:06.120]  不只是靈界的爭戰
[00:10:06.120 --> 00:10:09.760]  是一個人的身心靈的一個爭戰
[00:10:09.760 --> 00:10:12.560]  所以今天讓我們去看看這段的聖經
[00:10:12.560 --> 00:10:14.160]  從而藉著這段聖經
[00:10:14.160 --> 00:10:17.840]  我們重新在這個復活節的節期裡面
[00:10:17.840 --> 00:10:21.560]  去思想到我們這位主究竟是怎樣的一位主
[00:10:21.560 --> 00:10:23.880]  我們今天會看詩篇第24篇
[00:10:23.880 --> 00:10:26.560]  我們談論到的是迎來受苦的君王
[00:10:26.560 --> 00:10:30.120]  下個主日我們會轉去看詩篇第20篇
[00:10:30.120 --> 00:10:32.320]  我們去看看一位德聖的君王
[00:10:32.320 --> 00:10:35.840]  究竟是怎樣在聖經的詩篇裡面去記載
[00:10:35.840 --> 00:10:39.760]  我們再去看看這篇詩篇
[00:10:39.760 --> 00:10:42.160]  看看這篇詩篇究竟講些什麼
[00:10:42.160 --> 00:10:45.600]  我們首先看看這篇詩有什麼特色
[00:10:45.600 --> 00:10:47.560]  這篇詩,全篇詩
[00:10:47.560 --> 00:10:55.800]  是作為一個君王帶領眾人進入一個聖殿裡敬拜的時候
[00:10:55.800 --> 00:11:02.240]  當祭司步行上這個聖殿的路程的過程當中
[00:11:02.240 --> 00:11:05.280]  一邊走一邊唱的一首詩
[00:11:05.280 --> 00:11:10.280]  這篇詩不是用來讓大家娛樂一下
[00:11:10.280 --> 00:11:13.440]  這篇詩其實是一個詩人
[00:11:13.440 --> 00:11:16.720]  或者我們說作詩的大衛的話
[00:11:16.720 --> 00:11:22.720]  他要表達出一種他對上帝那份的理解和認知
[00:11:22.720 --> 00:11:24.480]  和那份尊重
[00:11:24.480 --> 00:11:30.720]  然後才進入到去請求上帝怎樣預備他去迎接這場的爭戰
[00:11:30.720 --> 00:11:35.120]  甚至邀請上帝和他一起去打這場的爭戰
[00:11:35.120 --> 00:11:40.360]  這一點其實今天很多的就算是聖樂的研究的學者
[00:11:40.360 --> 00:11:42.360]  都未必能夠真的掌握到
[00:11:42.360 --> 00:11:46.680]  因為很多時候他以為聖樂是一種自己個人的感受
[00:11:46.680 --> 00:11:48.960]  對上帝的一種抒發
[00:11:48.960 --> 00:11:53.160]  甚至有些人說讀詩篇可以隨著你自己的感覺
[00:11:53.160 --> 00:11:55.280]  覺得他講些什麼
[00:11:55.280 --> 00:12:00.840]  但其實原來在詩篇裡面是很清楚地去介紹給我們知道
[00:12:00.840 --> 00:12:06.080]  原來這位詩人他原來有一個宗旨是要告訴我們知道
[00:12:06.080 --> 00:12:08.080]  不是講感受
[00:12:08.080 --> 00:12:11.680]  而是一個神的有啟示的時候
[00:12:11.680 --> 00:12:14.720]  一個作為詩人去領受了這個啟示之後
[00:12:14.720 --> 00:12:16.840]  他有的回應是怎樣樣
[00:12:16.840 --> 00:12:20.840]  換句話來說是上帝有從上而下的啟示
[00:12:20.840 --> 00:12:23.240]  而人從下而上承接之後
[00:12:23.240 --> 00:12:25.240]  兩者怎樣連在一起
[00:12:26.840 --> 00:12:31.160]  所以這首詩也有一個很重要的訊息擺在裡面
[00:12:31.160 --> 00:12:33.360]  重要的訊息就是「誰」
[00:12:33.360 --> 00:12:35.760]  「哪一個」廣東話就是「哪一個」
[00:12:35.760 --> 00:12:37.760]  和合般翻譯就是「誰」
[00:12:37.760 --> 00:12:40.560]  所以在這段聖經裡面我們不斷去看見
[00:12:40.560 --> 00:12:44.520]  「誰」「誰」這個講法
[00:12:44.520 --> 00:12:47.920]  而且甚至是以一些反問的句子來提出
[00:12:47.920 --> 00:12:51.160]  一會兒我們會分開逐個段落去看
[00:12:51.160 --> 00:12:55.240]  但是在這段聖經裡面最重要的是「誰」
[00:12:55.240 --> 00:12:58.120]  這位「誰」究竟的性情是怎樣呢?
[00:12:58.120 --> 00:13:03.680]  這就是我們今天首先從這首詩裡面去了解的重點
[00:13:03.680 --> 00:13:05.680]  全首詩分為三個部份
[00:13:05.680 --> 00:13:08.880]  第一部份是從第一到第二節
[00:13:08.880 --> 00:13:11.680]  「地和其中所充滿的
[00:13:11.680 --> 00:13:14.880]  世界和住在其間的都屬耶和華
[00:13:14.880 --> 00:13:17.680]  他把地建立在海上
[00:13:17.680 --> 00:13:20.680]  安定在大水之上」這兩節
[00:13:20.680 --> 00:13:23.160]  在這兩節裡面我們看見
[00:13:23.160 --> 00:13:26.000]  詩人他身處之地
[00:13:26.000 --> 00:13:30.320]  他反而走來去重新清楚界定
[00:13:30.320 --> 00:13:35.680]  究竟這個他所身處之地的擁有權是哪一個
[00:13:35.680 --> 00:13:37.440]  又是哪一個
[00:13:37.440 --> 00:13:39.440]  一會兒我們會再仔細看
[00:13:39.440 --> 00:13:43.600]  然後從第三到第六節裡面我們就看見
[00:13:43.600 --> 00:13:46.760]  詩人原來不單止說他存在這個地方裡面
[00:13:46.760 --> 00:13:48.360]  他更加進一步講到
[00:13:48.360 --> 00:13:53.040]  誰才有資格存留在這個地方裡面
[00:13:53.040 --> 00:13:56.440]  到最後一部份第七至十節就是講到
[00:13:56.440 --> 00:14:01.680]  究竟這一位我們已經認識的這一位
[00:14:01.680 --> 00:14:04.160]  他是創造的
[00:14:04.160 --> 00:14:06.160]  他是擁有者
[00:14:06.160 --> 00:14:10.760]  他也有這樣的條件讓我們可以存在裡面
[00:14:10.760 --> 00:14:13.400]  其實他最終想做些什麼呢?
[00:14:13.400 --> 00:14:17.880]  原來整首詩雖然是這麼簡短的短短十節
[00:14:17.880 --> 00:14:19.400]  原來分為這三個部份
[00:14:19.400 --> 00:14:23.440]  那我們就看一下這三個部份究竟是想講些什麼
[00:14:23.440 --> 00:14:24.840]  在先前我們已經講過
[00:14:24.840 --> 00:14:28.080]  這首詩其實從歷史的界定裡面
[00:14:28.080 --> 00:14:31.520]  很多人都認為這首詩是當時大衛
[00:14:31.520 --> 00:14:36.880]  將要預備去迎接一場大戰之前
[00:14:36.880 --> 00:14:38.880]  他著名要作了這首詩
[00:14:38.880 --> 00:14:40.880]  然後交給靈長
[00:14:40.880 --> 00:14:43.080]  去進入聖殿敬拜的時候
[00:14:43.080 --> 00:14:45.800]  去將它陳述
[00:14:45.800 --> 00:14:47.240]  整個戰爭的目的
[00:14:47.240 --> 00:14:49.800]  原來不是去打贏仗這麼簡單
[00:14:49.800 --> 00:14:53.040]  最重要是上帝這位
[00:14:53.040 --> 00:14:54.880]  我有沒有認準清楚他是
[00:14:54.880 --> 00:14:56.240]  而我就算打場仗
[00:14:56.240 --> 00:15:00.160]  我都是在上帝的榮耀裡面去打的
[00:15:00.160 --> 00:15:03.160]  這位君王他進入這個聖殿的時候
[00:15:03.160 --> 00:15:06.120]  原來是受了很多人的迎接
[00:15:06.120 --> 00:15:07.640]  所有的門大開
[00:15:07.640 --> 00:15:09.640]  這個在第三部份我們已經講過
[00:15:09.640 --> 00:15:12.440]  那我們會逐個部份去看
[00:15:12.440 --> 00:15:13.960]  我們先看第一部份
[00:15:13.960 --> 00:15:15.960]  第一和第二節
[00:15:15.960 --> 00:15:18.840]  地和其中所充滿的
[00:15:18.840 --> 00:15:20.840]  世界和住在其間的
[00:15:20.840 --> 00:15:22.480]  都屬耶和華
[00:15:22.480 --> 00:15:24.480]  他把地建立在海上
[00:15:24.480 --> 00:15:27.360]  安定在大水之上
[00:15:27.360 --> 00:15:32.200]  詩人他明白到他現在處在的天地
[00:15:32.200 --> 00:15:34.480]  甚至他所處的陸地
[00:15:34.480 --> 00:15:36.480]  被海水包圍的地方
[00:15:36.480 --> 00:15:38.800]  那個擁有者是哪一個
[00:15:38.800 --> 00:15:41.680]  他開章明義在第一節講
[00:15:41.680 --> 00:15:43.680]  都屬耶和華
[00:15:43.680 --> 00:15:46.600]  如果用希伯來文講
[00:15:46.600 --> 00:15:50.640]  一開始耶和華就擁有天地一切
[00:15:50.640 --> 00:15:56.160]  詩人他明白到原來他身處其中的地方
[00:15:56.160 --> 00:15:59.680]  如果擁有權是上帝耶和華
[00:15:59.680 --> 00:16:04.480]  而詩人更加巧妙地去介紹這個創造
[00:16:04.480 --> 00:16:05.800]  這個世界
[00:16:05.800 --> 00:16:09.080]  他特別用了一個女性的代名詞
[00:16:09.080 --> 00:16:11.480]  去介紹這個創造
[00:16:11.480 --> 00:16:15.840]  這個讓我們更加覺得詫異的地方
[00:16:15.840 --> 00:16:18.480]  如果當我們作為熟悉希伯來文
[00:16:18.480 --> 00:16:19.480]  或者熟悉舊約的時候
[00:16:19.480 --> 00:16:20.640]  我們就會明白到
[00:16:20.640 --> 00:16:25.800]  原來上帝當他用了一個女性的詞彙
[00:16:25.800 --> 00:16:28.400]  介紹這個創造的時候
[00:16:28.400 --> 00:16:31.640]  表現出上帝和他好像一個partner
[00:16:31.640 --> 00:16:34.600]  一個伴侶的關係
[00:16:34.600 --> 00:16:38.000]  上帝視這個天地
[00:16:38.000 --> 00:16:43.000]  是整個創造是與他一起為伴的
[00:16:43.000 --> 00:16:46.480]  而不是好像今天我們所看
[00:16:46.480 --> 00:16:49.000]  上帝做了好像不理這個世界
[00:16:49.000 --> 00:16:50.280]  我們就真是不理了
[00:16:50.280 --> 00:16:53.000]  我們將這個世界污染得非常厲害
[00:16:53.000 --> 00:16:55.000]  但上帝不是這樣
[00:16:55.000 --> 00:16:57.680]  上帝很看重他的創造
[00:16:57.680 --> 00:17:00.000]  上帝對他的創造很保護
[00:17:00.000 --> 00:17:01.280]  好像一個女士一樣
[00:17:01.280 --> 00:17:02.600]  好像他的太太一樣
[00:17:02.600 --> 00:17:04.600]  好好保護他的
[00:17:04.600 --> 00:17:08.200]  而能夠讓我們身居其中
[00:17:08.200 --> 00:17:10.200]  詩人他就表達出
[00:17:10.200 --> 00:17:12.200]  讓他重新認定
[00:17:12.200 --> 00:17:13.600]  這個地方的擁有權
[00:17:13.600 --> 00:17:16.600]  不是我們這班住在其中的人
[00:17:16.600 --> 00:17:18.600]  而是我們的上帝
[00:17:18.600 --> 00:17:22.200]  只有他才能夠給我們存在在裡面
[00:17:22.200 --> 00:17:25.200]  不過很可惜今天究竟有多少人是這樣想
[00:17:25.200 --> 00:17:27.000]  今天這個世界的人
[00:17:27.000 --> 00:17:29.600]  竭力去剝削這個創造
[00:17:29.600 --> 00:17:31.000]  希望在這個創造裡面
[00:17:31.000 --> 00:17:33.000]  拿取一些的利益
[00:17:33.000 --> 00:17:36.000]  從而能夠使自己更加富有
[00:17:36.000 --> 00:17:38.000]  有沒有想過是上帝?
[00:17:38.000 --> 00:17:41.000]  有沒有想過去保護他?
[00:17:41.000 --> 00:17:44.000]  有沒有想過很善用他?
[00:17:44.000 --> 00:17:47.000]  今天的人只一拿取
[00:17:47.000 --> 00:17:50.000]  詩人有這個表現
[00:17:50.000 --> 00:17:54.000]  也是表現出詩人對上帝創造的感恩
[00:17:54.000 --> 00:17:57.000]  能夠讓他可以存留在其間
[00:17:57.000 --> 00:17:59.000]  詩人不是表達出
[00:17:59.000 --> 00:18:03.000]  只是一種很輕易
[00:18:03.000 --> 00:18:05.000]  我們英文說的take it for granted
[00:18:05.000 --> 00:18:07.000]  很輕來就手就可以得到
[00:18:07.000 --> 00:18:08.000]  不是的
[00:18:08.000 --> 00:18:11.000]  是原來上帝有這麼愛惜的東西
[00:18:11.000 --> 00:18:14.000]  他都願意給我擺在裡面
[00:18:14.000 --> 00:18:19.000]  而作者更加利用到上帝的創造系統
[00:18:19.000 --> 00:18:21.000]  英文叫order
[00:18:21.000 --> 00:18:23.000]  講出原來在期間
[00:18:23.000 --> 00:18:26.000]  原來上帝有他的設計鋪排
[00:18:26.000 --> 00:18:31.000]  怎樣將地又怎樣建造在海上
[00:18:31.000 --> 00:18:35.000]  怎樣安定在大水之上
[00:18:35.000 --> 00:18:37.000]  大水其實在聖經裡面
[00:18:37.000 --> 00:18:40.000]  可以表達出一種可以說戰爭的狀態
[00:18:40.000 --> 00:18:41.000]  不穩定的狀態
[00:18:41.000 --> 00:18:43.000]  甚至可以說是一種威脅
[00:18:43.000 --> 00:18:44.000]  在這篇詩裡面
[00:18:44.000 --> 00:18:46.000]  其實詩人同樣明白到
[00:18:46.000 --> 00:18:48.000]  他將要面對一場戰爭
[00:18:48.000 --> 00:18:50.000]  這個威脅是存在的
[00:18:50.000 --> 00:18:54.000]  但是他知道只要在上帝的系統裡面
[00:18:54.000 --> 00:18:56.000]  in the order of God
[00:18:56.000 --> 00:18:59.000]  他就可以得到上帝的同在
[00:18:59.000 --> 00:19:02.000]  詩人不是停在這裡
[00:19:02.000 --> 00:19:04.000]  詩人在第三和第六節裡面
[00:19:04.000 --> 00:19:06.000]  接著就說
[00:19:06.000 --> 00:19:10.000]  誰才有資格能夠在上帝的創造當中
[00:19:10.000 --> 00:19:12.000]  詩人在第二部分裡面
[00:19:12.000 --> 00:19:14.000]  一開始開章明義
[00:19:14.000 --> 00:19:16.000]  就用了兩個反問句
[00:19:16.000 --> 00:19:17.000]  我們再看看第三節
[00:19:17.000 --> 00:19:20.000]  「誰能登耶華的山
[00:19:20.000 --> 00:19:23.000]  誰能站在他的聖所」
[00:19:23.000 --> 00:19:27.000]  其實從第二部分、第三部分
[00:19:27.000 --> 00:19:29.000]  即是第三節一直到第十節
[00:19:29.000 --> 00:19:32.000]  其實作者很善用了這個反問句
[00:19:32.000 --> 00:19:34.000]  而且每次問的都是「誰」
[00:19:34.000 --> 00:19:39.000]  誰才能夠登上耶華的山
[00:19:39.000 --> 00:19:42.000]  誰才能夠站在他的聖所
[00:19:42.000 --> 00:19:46.000]  這兩句話故意以一個平衡句式
[00:19:46.000 --> 00:19:50.000]  去平衡耶華的山和他的聖所
[00:19:50.000 --> 00:19:52.000]  是讓讀者明白一點
[00:19:52.000 --> 00:19:56.000]  原來這個地方不是一個一般的地方
[00:19:56.000 --> 00:19:58.000]  不是隨便找一座山
[00:19:58.000 --> 00:20:01.000]  不是好像其他古晉東的文化
[00:20:01.000 --> 00:20:04.000]  說所有的神都聚居在山裡面
[00:20:04.000 --> 00:20:06.000]  然後他們在裡面開會
