
[00:00:00.000 --> 00:00:03.000]  今天要講的主題就是
[00:01:53.000 --> 00:01:55.000]  成了一個強烈的對比
[00:01:55.000 --> 00:01:57.000]  就是裡外一致
[00:01:57.000 --> 00:02:01.000]  所以這是真理的意思
[00:02:01.000 --> 00:02:06.000]  所以有一位傳道的尼拓森就說
[00:02:06.000 --> 00:02:11.000]  真理的重點不在理而在真
[00:02:11.000 --> 00:02:14.000]  就真理是完全的真實
[00:02:14.000 --> 00:02:18.000]  另外一個有名的人叫漢彌敦
[00:02:18.000 --> 00:02:21.000]  他說聽真理而不接受
[00:02:21.000 --> 00:02:23.000]  不能使真理無效
[00:02:23.000 --> 00:02:26.000]  因為它是那麼真實
[00:02:26.000 --> 00:02:28.000]  你聽了以後你否認它
[00:02:28.000 --> 00:02:29.000]  你不要接受它
[00:02:29.000 --> 00:02:31.000]  你都不能讓它無效的
[00:02:31.000 --> 00:02:33.000]  因為它就是很真實
[00:02:33.000 --> 00:02:38.000]  實實在在的存在
[00:02:38.000 --> 00:02:40.000]  所以在聖經中就提到
[00:02:40.000 --> 00:02:46.000]  三種這樣真實的真理的樣式
[00:02:46.000 --> 00:02:51.000]  第一個樣式是講耶穌是真理
[00:02:51.000 --> 00:02:53.000]  在約翰福音十字章六節
[00:02:53.000 --> 00:02:56.000]  耶穌說我就是道路真理生命
[00:02:56.000 --> 00:02:58.000]  若不藉著我沒有人
[00:02:58.000 --> 00:03:00.000]  人到父那裡去
[00:03:00.000 --> 00:03:03.000]  我們的耶穌是真理
[00:03:03.000 --> 00:03:06.000]  耶穌是真實的存在
[00:03:06.000 --> 00:03:11.000]  他道成肉身住在我們中間
[00:03:11.000 --> 00:03:14.000]  充充滿滿有恩典有真理
[00:03:14.000 --> 00:03:18.000]  那我們也見過他的榮光
[00:03:18.000 --> 00:03:23.000]  是很真實的耶穌真實的存在著
[00:03:23.000 --> 00:03:25.000]  那有一個一戶人家
[00:03:25.000 --> 00:03:29.000]  這戶人家妻子很敬錢愛主
[00:03:29.000 --> 00:03:32.000]  但是先生不信主
[00:03:32.000 --> 00:03:36.000]  那有一天冬天大風雪的日子
[00:03:36.000 --> 00:03:39.000]  這個妻子還堅持要帶著小孩做禮拜
[00:03:39.000 --> 00:03:41.000]  這個丈夫就很生氣
[00:03:41.000 --> 00:03:43.000]  說天氣這麼不好
[00:03:43.000 --> 00:03:44.000]  你還要帶孩子
[00:03:44.000 --> 00:03:46.000]  你信什麼
[00:03:46.000 --> 00:03:49.000]  你信了耶穌
[00:03:49.000 --> 00:03:53.000]  祂是神成為人的樣子來到人間
[00:03:53.000 --> 00:03:55.000]  那是騙人的事情
[00:03:55.000 --> 00:03:58.000]  你怎麼可以信這種東西呢
[00:03:58.000 --> 00:04:00.000]  就大罵一頓
[00:04:00.000 --> 00:04:02.000]  但是這個妻子就含著眼淚
[00:04:02.000 --> 00:04:06.000]  還是堅持帶著孩子去做禮拜去
[00:04:06.000 --> 00:04:09.000]  那這個丈夫就在家裡享受
[00:04:09.000 --> 00:04:11.000]  那個碧如爐火的溫暖
[00:04:11.000 --> 00:04:13.000]  正在享受的時候
[00:04:13.000 --> 00:04:15.000]  就聽到外面衰衰的聲音
[00:04:15.000 --> 00:04:18.000]  他就從窗戶就看出去
[00:04:18.000 --> 00:04:22.000]  看出去就看見有一群天鵝
[00:04:22.000 --> 00:04:24.000]  我們知道天鵝是那種候鳥
[00:04:24.000 --> 00:04:27.000]  在冬天的時候它要飛往南方的
[00:04:27.000 --> 00:04:30.000]  但是這群天鵝可能起飛的時間晚了
[00:04:30.000 --> 00:04:32.000]  結果在大風雪的天
[00:04:32.000 --> 00:04:37.000]  就降落在它的龍舍的廣場上
[00:04:37.000 --> 00:04:40.000]  那風雪就一直飄在天鵝的身上
[00:04:40.000 --> 00:04:42.000]  這天鵝就不斷地抖動身體
[00:04:42.000 --> 00:04:45.000]  要讓雪從它身上滑下去
[00:04:45.000 --> 00:04:47.000]  那這個農夫他有經驗
[00:04:47.000 --> 00:04:50.000]  他知道這風雪這麼大
[00:04:50.000 --> 00:04:53.000]  這天鵝如果不趕快進到屋子裡面
[00:04:53.000 --> 00:04:55.000]  它再怎麼抖動它的身體
[00:04:55.000 --> 00:04:58.000]  它遲早會凍僵會死掉
[00:04:58.000 --> 00:05:01.000]  所以這農夫就起了惻隱之心
[00:05:01.000 --> 00:05:02.000]  他說好吧
[00:05:02.000 --> 00:05:05.000]  我去開我家的穀倉的門
[00:05:05.000 --> 00:05:06.000]  讓它們進去
[00:05:06.000 --> 00:05:08.000]  所以他就穿上他的外套
[00:05:08.000 --> 00:05:11.000]  就到外面去把穀倉的門打開
[00:05:11.000 --> 00:05:12.000]  打開了以後
[00:05:12.000 --> 00:05:15.000]  他就一直叫這些鵝
[00:05:15.000 --> 00:05:18.000]  挪動它們的身體進入穀倉
[00:05:18.000 --> 00:05:20.000]  可是這些鵝
[00:05:20.000 --> 00:05:23.000]  因為它們已經在這個風雪當中
[00:05:23.000 --> 00:05:25.000]  已經受到驚嚇
[00:05:25.000 --> 00:05:29.000]  因為要防衛寒冷
[00:05:29.000 --> 00:05:33.000]  所以就不理這個農夫死叫活叫
[00:05:33.000 --> 00:05:40.000]  然後怎麼拉都拉不動
[00:05:40.000 --> 00:05:43.000]  結果農夫很生氣
[00:05:43.000 --> 00:05:46.000]  就很生氣的罵
[00:05:46.000 --> 00:05:49.000]  就說難怪人家叫你們呆頭鵝
[00:05:49.000 --> 00:05:51.000]  那你還真呆
[00:05:51.000 --> 00:05:52.000]  那罵歸罵
[00:05:52.000 --> 00:05:55.000]  可是怎麼樣就沒有辦法叫這些鵝進去
[00:05:55.000 --> 00:05:57.000]  他就脫口而出
[00:05:57.000 --> 00:06:00.000]  他說如果我是一隻鵝就好了
[00:06:00.000 --> 00:06:02.000]  因為如果他是一隻鵝
[00:06:02.000 --> 00:06:04.000]  他就可以跟它們對話
[00:06:04.000 --> 00:06:06.000]  就可以叫它進去
[00:06:06.000 --> 00:06:10.000]  當他這樣子講說如果我是一隻鵝就好了
[00:06:10.000 --> 00:06:13.000]  突然之間他就想到
[00:06:13.000 --> 00:06:16.000]  我也是一隻呆頭鵝
[00:06:16.000 --> 00:06:17.000]  為什麼呢
[00:06:17.000 --> 00:06:20.000]  因為剛剛還在罵妻子說
[00:06:20.000 --> 00:06:22.000]  耶穌是神
[00:06:22.000 --> 00:06:25.000]  怎麼可以變成人的樣子來到人間
[00:06:25.000 --> 00:06:28.000]  那是騙人的
[00:06:28.000 --> 00:06:30.000]  突然間他就明白
[00:06:30.000 --> 00:06:33.000]  耶穌他一定要成為人的樣子
[00:06:33.000 --> 00:06:36.000]  道成肉身來到人間
[00:06:36.000 --> 00:06:38.000]  不然我們這一群呆頭鵝
[00:06:38.000 --> 00:06:41.000]  都不曉得神的愛心跟恩典
[00:06:41.000 --> 00:06:45.000]  我們不能夠領會神的恩典
[00:06:45.000 --> 00:06:47.000]  耶穌是真理
[00:06:47.000 --> 00:06:48.000]  他是真實的
[00:06:48.000 --> 00:06:50.000]  他真的是神的兒子
[00:06:50.000 --> 00:06:53.000]  道成肉身來到我們中間
[00:06:53.000 --> 00:06:56.000]  為了要讓我們明白神的心意
[00:06:56.000 --> 00:06:59.000]  好能夠回到神的面前
[00:06:59.000 --> 00:07:01.000]  希伯來書13章8節說
[00:07:01.000 --> 00:07:05.000]  耶穌基督昨日今日一直到永遠是一樣的
[00:07:05.000 --> 00:07:09.000]  告訴我們耶穌的真實是不變的
[00:07:09.000 --> 00:07:11.000]  所以我們可以全然的依靠他
[00:07:11.000 --> 00:07:15.000]  耶穌拯救我們就拯救到底
[00:07:15.000 --> 00:07:20.000]  他不會因為我們的不忠心
[00:07:20.000 --> 00:07:23.000]  不會因為我們的軟弱
[00:07:23.000 --> 00:07:27.000]  他就說上一次的拯救無效
[00:07:27.000 --> 00:07:28.000]  不會的
[00:07:28.000 --> 00:07:30.000]  你信了耶穌
[00:07:30.000 --> 00:07:34.000]  耶穌已經拯救你就拯救到底
[00:07:34.000 --> 00:07:36.000]  所以我們上次說有恩典
[00:07:36.000 --> 00:07:38.000]  什麼時候有恩典呢
[00:07:38.000 --> 00:07:41.000]  軟弱的時候還是有恩典
[00:07:41.000 --> 00:07:43.000]  信了耶穌以後會不會軟弱
[00:07:43.000 --> 00:07:44.000]  會啊
[00:07:44.000 --> 00:07:47.000]  因為我們都不是很有恆心毅力的人
[00:07:47.000 --> 00:07:49.000]  可是耶穌是真實的
[00:07:49.000 --> 00:07:52.000]  他昨日今日一直到永遠不改變
[00:07:52.000 --> 00:07:55.000]  他說救我們就救我們到底
[00:07:55.000 --> 00:07:59.000]  不會因為我們的軟弱而失去這個恩典
[00:07:59.000 --> 00:08:01.000]  耶穌是真理
[00:08:01.000 --> 00:08:04.000]  然後真理的第二個樣式是什麼樣式呢
[00:08:04.000 --> 00:08:06.000]  聖靈是真理
[00:08:06.000 --> 00:08:09.000]  約翰一書五章七節說
[00:08:09.000 --> 00:08:11.000]  並且有聖靈做見證
[00:08:11.000 --> 00:08:13.000]  因為聖靈就是真理
[00:08:13.000 --> 00:08:17.000]  聖靈也是很真實的
[00:08:17.000 --> 00:08:18.000]  聖靈做見證
[00:08:18.000 --> 00:08:19.000]  做什麼見證
[00:08:19.000 --> 00:08:21.000]  他見證耶穌基督
[00:08:21.000 --> 00:08:28.000]  所以耶穌來是見證父神
[00:08:28.000 --> 00:08:32.000]  耶穌把神顯明出來
[00:08:32.000 --> 00:08:36.000]  所以藉著耶穌我們可以認識神
[00:08:36.000 --> 00:08:38.000]  那聖靈做什麼
[00:08:38.000 --> 00:08:40.000]  聖靈是顯明耶穌
[00:08:40.000 --> 00:08:42.000]  藉著聖靈的工作
[00:08:42.000 --> 00:08:46.000]  我們就可以承認耶穌是主
[00:08:46.000 --> 00:08:48.000]  聖靈是真實的
[00:08:48.000 --> 00:08:52.000]  所以聖靈在我們心中的見證也是真實的
[00:08:52.000 --> 00:08:54.000]  所以聖靈感動我們的心
[00:08:54.000 --> 00:08:58.000]  讓我們可想要來信耶穌
[00:08:58.000 --> 00:09:00.000]  這件事情是真實的
[00:09:00.000 --> 00:09:02.000]  聖靈是真理
[00:09:02.000 --> 00:09:06.000]  我們可以相信聖靈的感動
[00:09:06.000 --> 00:09:08.000]  在我們的心中
[00:09:08.000 --> 00:09:10.000]  然後呢
[00:09:10.000 --> 00:09:12.000]  真理的第三種樣式
[00:09:12.000 --> 00:09:14.000]  聖經告訴我們說
[00:09:14.000 --> 00:09:16.000]  神的話是真理
[00:09:16.000 --> 00:09:18.000]  約翰福音十七章十七節
[00:09:18.000 --> 00:09:20.000]  求你用真理使他們成聖
[00:09:20.000 --> 00:09:23.000]  你的道就是真理
[00:09:23.000 --> 00:09:25.000]  這裡是耶穌的一個禱告
[00:09:25.000 --> 00:09:27.000]  他禱告呢
[00:09:27.000 --> 00:09:33.000]  讓神用真理讓我們成為聖傑
[00:09:33.000 --> 00:09:35.000]  然後他說
[00:09:35.000 --> 00:09:37.000]  神的道是真理
[00:09:37.000 --> 00:09:39.000]  神的話語真理
[00:09:39.000 --> 00:09:42.000]  所以整本聖經是真理
[00:09:42.000 --> 00:09:44.000]  這是真實的
[00:09:44.000 --> 00:09:46.000]  有的人會懷疑說
[00:09:46.000 --> 00:09:49.000]  哇 聖經流傳那麼多年
[00:09:49.000 --> 00:09:53.000]  然後古代又沒有電腦打字
[00:09:53.000 --> 00:09:55.000]  然後也沒有印刷
[00:09:55.000 --> 00:09:57.000]  聖經全靠手抄
[00:09:57.000 --> 00:09:59.000]  這手抄抄來抄去會不會抄錯呢
[00:09:59.000 --> 00:10:01.000]  有可能
[00:10:01.000 --> 00:10:03.000]  所以有的人就說聖經不真實
[00:10:03.000 --> 00:10:05.000]  但是呢
[00:10:05.000 --> 00:10:07.000]  以後的人就比對
[00:10:07.000 --> 00:10:11.000]  最早出土的古代的經文
[00:10:11.000 --> 00:10:15.000]  跟現代經過手抄印刷之後的經文比對
[00:10:15.000 --> 00:10:21.000]  發現除了幾個標點符號有問題之外
[00:10:21.000 --> 00:10:23.000]  全然無誤
[00:10:23.000 --> 00:10:27.000]  所以聖經是那樣的真實
[00:10:27.000 --> 00:10:29.000]  很奇妙
[00:10:29.000 --> 00:10:32.000]  所以你可以相信聖經上的話
[00:10:32.000 --> 00:10:37.000]  聖經上所記載的是真理
[00:10:37.000 --> 00:10:39.000]  是真實的
[00:10:39.000 --> 00:10:41.000]  聖經上所記載的話
[00:10:41.000 --> 00:10:47.000]  你相信的句句要成就在你生命的裡面
[00:10:47.000 --> 00:10:49.000]  是可以相信的
[00:10:49.000 --> 00:10:51.000]  他跟一般的書不一樣
[00:10:51.000 --> 00:10:53.000]  一般的書會因為傳抄錯誤
[00:10:53.000 --> 00:10:57.000]  但是聖經在神的保守底下
[00:10:57.000 --> 00:11:04.000]  他保證他的話語是真實的
[00:11:04.000 --> 00:11:11.000]  這些真理在我們的生命會帶來什麼功能什麼益處呢
[00:11:11.000 --> 00:11:29.000]  第一個功能
[00:11:29.000 --> 00:11:33.000]  第一個功能使人得自由
[00:11:33.000 --> 00:11:35.000]  看福音八章三十二節
[00:11:35.000 --> 00:11:37.000]  你們必曉得真理
[00:11:37.000 --> 00:11:40.000]  真理必教你們得以自由
[00:11:40.000 --> 00:11:43.000]  真理
[00:11:43.000 --> 00:11:44.000]  耶穌是真理
[00:11:44.000 --> 00:11:46.000]  聖靈是真理
[00:11:46.000 --> 00:11:47.000]  神的話是真理
[00:11:47.000 --> 00:11:49.000]  我們相信耶穌
[00:11:49.000 --> 00:11:50.000]  相信聖靈
[00:11:50.000 --> 00:11:53.000]  相信神的話
[00:11:53.000 --> 00:11:55.000]  會給我們帶來自由
[00:11:55.000 --> 00:11:57.000]  這個自由呢
[00:11:57.000 --> 00:12:00.000]  是真自由
[00:12:00.000 --> 00:12:01.000]  會有什麼自由呢
[00:12:01.000 --> 00:12:03.000]  很多自由
[00:12:03.000 --> 00:12:06.000]  我只舉幾個例子
[00:12:06.000 --> 00:12:10.000]  會帶來你可以有夢想的自由
[00:12:10.000 --> 00:12:13.000]  你可以夢想的
[00:12:13.000 --> 00:12:19.000]  耶穌來脫去我們生命中最的瑕疵
[00:12:19.000 --> 00:12:25.000]  最叫我們沒有夢想的自由
[00:12:25.000 --> 00:12:34.000]  讓我們能夠恢復神創造我們裡頭神的形象跟樣式
[00:12:34.000 --> 00:12:38.000]  讓我們可以夢想
[00:12:38.000 --> 00:12:39.000]  夢想什麼呢
[00:12:39.000 --> 00:12:41.000]  做你自己
[00:12:41.000 --> 00:12:44.000]  你可以不要去模仿別人
[00:12:44.000 --> 00:12:46.000]  你可以做原創的你
[00:12:46.000 --> 00:12:48.000]  神創造你什麼樣子
[00:12:48.000 --> 00:12:52.000]  你可以全然活出那個真實
[00:12:52.000 --> 00:12:56.000]  夢想的可以有一個夢想的自由
[00:12:56.000 --> 00:13:00.000]  在你的生命的裡面
[00:13:00.000 --> 00:13:02.000]  還有什麼自由呢
[00:13:02.000 --> 00:13:07.000]  遠離罪的自由
[00:13:07.000 --> 00:13:10.000]  有的人就嘲笑基督徒說
[00:13:10.000 --> 00:13:12.000]  哎呀你們基督徒真可憐
[00:13:12.000 --> 00:13:15.000]  信了耶穌以後連抽菸都不行
[00:13:15.000 --> 00:13:20.000]  那個基督徒被這樣一講
[00:13:20.000 --> 00:13:22.000]  他剛開始不知道怎麼回話
[00:13:22.000 --> 00:13:26.000]  突然間神給他智慧
[00:13:26.000 --> 00:13:31.000]  他說我是不能抽菸
[00:13:31.000 --> 00:13:36.000]  但是我有不抽菸的自由
[00:13:36.000 --> 00:13:39.000]  當真理在我們心中的時候
[00:13:39.000 --> 00:13:45.000]  我們就有不犯罪的自由
[00:13:45.000 --> 00:13:48.000]  整個世界在向我們說話
[00:13:48.000 --> 00:13:53.000]  要吸引我們進入他們的世界裡面
[00:13:53.000 --> 00:13:57.000]  如果沒有真理在我們心中
[00:13:57.000 --> 00:14:04.000]  我們就會失去我們的自由
[00:14:04.000 --> 00:14:07.000]  被世界吸引了去
[00:14:07.000 --> 00:14:09.000]  但是真理在我們心中呢
[00:14:09.000 --> 00:14:13.000]  我們可以有遠離世界的自由
[00:14:13.000 --> 00:14:14.000]  不受他們的影響
[00:14:14.000 --> 00:14:17.000]  我們可以做我們自己
[00:14:17.000 --> 00:14:19.000]  可以做我們自己
[00:14:19.000 --> 00:14:23.000]  真理的功能使人得自由
[00:14:23.000 --> 00:14:28.000]  所以以前有一位范大林
[00:14:28.000 --> 00:14:31.000]  以前他年輕的時候才二十出頭
[00:14:31.000 --> 00:14:34.000]  他應該是高考及格
[00:14:34.000 --> 00:14:41.000]  考上鐵路局當一名職員
[00:14:41.000 --> 00:14:43.000]  結果他一進去呢
[00:14:43.000 --> 00:14:47.000]  大家就教他
[00:14:47.000 --> 00:14:53.000]  要怎麼樣假報出差
[00:14:53.000 --> 00:14:57.000]  然後領那些差旅費
[00:14:57.000 --> 00:15:01.000]  因為他才剛剛出社會不懂
[00:15:01.000 --> 00:15:03.000]  他就很單純的說
[00:15:03.000 --> 00:15:04.000]  我沒有出差啊
[00:15:04.000 --> 00:15:06.000]  我怎麼可以報差旅費
[00:15:06.000 --> 00:15:08.000]  他同時說大家都這樣子啊
[00:15:08.000 --> 00:15:10.000]  你就報嘛你就報
[00:15:10.000 --> 00:15:12.000]  反正我們就給你車票啊
[00:15:12.000 --> 00:15:15.000]  旅館的各種票券
[00:15:15.000 --> 00:15:16.000]  說一疊給他說
[00:15:16.000 --> 00:15:18.000]  你趕快簽簽簽
[00:15:18.000 --> 00:15:21.000]  他就說不可以
[00:15:21.000 --> 00:15:24.000]  我的信仰叫我不可以這樣做
[00:15:24.000 --> 00:15:25.000]  我沒有出差
[00:15:25.000 --> 00:15:26.000]  我也沒有坐車
[00:15:26.000 --> 00:15:27.000]  我也沒有住旅館
[00:15:27.000 --> 00:15:30.000]  我根本就坐在辦公室沒有出去過
[00:15:30.000 --> 00:15:33.000]  我不可以
[00:15:33.000 --> 00:15:36.000]  接著大家就來威脅他
[00:15:36.000 --> 00:15:38.000]  整個辦公室的人都來威脅他
[00:15:38.000 --> 00:15:39.000]  因為大家都這麼做
[00:15:39.000 --> 00:15:41.000]  你怎麼可以不做
[00:15:41.000 --> 00:15:46.000]  但是他就堅持不做
[00:15:46.000 --> 00:15:50.000]  因為這樣子堅持的緣故
[00:15:50.000 --> 00:15:53.000]  最後他就待不下去了
[00:15:53.000 --> 00:15:58.000]  就只好辭職
[00:15:58.000 --> 00:16:01.000]  但是後來神就祝福他
[00:16:01.000 --> 00:16:03.000]  後來神就給他開路
[00:16:03.000 --> 00:16:06.000]  讓他去做當時候的外交部長
[00:16:06.000 --> 00:16:11.000]  沈昌煥的秘書
[00:16:11.000 --> 00:16:13.000]  所以後來人家就很佩服他
[00:16:13.000 --> 00:16:17.000]  就說你怎麼有那個勇氣
[00:16:17.000 --> 00:16:24.000]  在那種環境底下不做那些事情
[00:16:24.000 --> 00:16:25.000]  為什麼呢
[00:16:25.000 --> 00:16:28.000]  其實就是因為真理在他的心中
[00:16:28.000 --> 00:16:30.000]  叫他有這個自由不犯罪
[00:16:30.000 --> 00:16:32.000]  叫他有這個自由
[00:16:32.000 --> 00:16:34.000]  不然在那種壓力底下
[00:16:34.000 --> 00:16:36.000]  我們不會有自由的
[00:16:36.000 --> 00:16:38.000]  所以這是真理的第一個功能
[00:16:38.000 --> 00:16:44.000]  第二個功能是死人們恩典
[00:16:44.000 --> 00:16:46.000]  約翰福音一章十七節說
[00:16:46.000 --> 00:16:49.000]  律法本是藉著摩西傳的恩典和真理
[00:16:49.000 --> 00:16:51.000]  都是由耶穌基督來的
[00:16:51.000 --> 00:16:53.000]  那耶穌是真理
[00:16:53.000 --> 00:16:56.000]  所以真理在我們心中恩典就跟著來
[00:16:56.000 --> 00:16:57.000]  恩典跟著來
[00:16:57.000 --> 00:17:01.000]  所以真理會在我們生命中帶來恩典
[00:17:01.000 --> 00:17:04.000]  四篇一篇二節說為喜愛耶華的律法
[00:17:04.000 --> 00:17:07.000]  奏業思想這人便為有福
[00:17:07.000 --> 00:17:09.000]  耶華的律法就是神的話
[00:17:09.000 --> 00:17:10.000]  神的話是真理
[00:17:10.000 --> 00:17:12.000]  當這個真理在我們心中
[00:17:12.000 --> 00:17:16.000]  我們要奏業思想就成為一個有福的人
[00:17:16.000 --> 00:17:19.000]  有福的人就是有恩典的人
[00:17:19.000 --> 00:17:23.000]  所以真理會在我們生命中
[00:17:23.000 --> 00:17:27.000]  讓我們門恩典
[00:17:27.000 --> 00:17:32.000]  所以那個范大林弟兄他不跟著造假
[00:17:32.000 --> 00:17:35.000]  拿那些不該得的錢
[00:17:35.000 --> 00:17:41.000]  雖然最後他被逼著要辭職離開那個單位
[00:17:41.000 --> 00:17:46.000]  那別人就覺得他很傻
[00:17:46.000 --> 00:17:48.000]  覺得他很傻然後就覺得說
[00:17:48.000 --> 00:17:51.000]  他的前途就到這裡為止了
[00:17:51.000 --> 00:17:53.000]  因為就不能再進公家機關
[00:17:53.000 --> 00:17:56.000]  因為已經有一個黑名單了
[00:17:56.000 --> 00:17:59.000]  就是別人會問說你前一個工作怎麼被辭退的
[00:17:59.000 --> 00:18:02.000]  結果理由是這個樣子
[00:18:02.000 --> 00:18:04.000]  但是很奇妙的
[00:18:04.000 --> 00:18:09.000]  神就讓當時候的外交部長沈昌煥先生
[00:18:09.000 --> 00:18:11.000]  他就發出一個要求
[00:18:11.000 --> 00:18:13.000]  就是他要找一個秘書
[00:18:13.000 --> 00:18:16.000]  但是這秘書必須是正直良善的
[00:18:16.000 --> 00:18:18.000]  剛剛從學校畢業出來
[00:18:18.000 --> 00:18:24.000]  但是他的品性是正直良善是誠實的
[00:18:24.000 --> 00:18:29.000]  然後因為范大林已經在公務體系有了名聲
[00:18:29.000 --> 00:18:32.000]  因為大家就知道他是一個頑固份子
[00:18:32.000 --> 00:18:37.000]  就是大家都領這些差旅費他不要領
[00:18:37.000 --> 00:18:39.000]  這個名氣已經傳開了
[00:18:39.000 --> 00:18:45.000]  所以就在公務體系的人家就知道有這麼一號人物
[00:18:45.000 --> 00:18:50.000]  所以就傳到沈昌煥的耳中
[00:18:50.000 --> 00:18:53.000]  他就說我就要這種人
[00:18:53.000 --> 00:19:00.000]  所以就把他約談
[00:19:00.000 --> 00:19:03.000]  然後就請他當秘書
[00:19:03.000 --> 00:19:06.000]  那沈昌煥他是外交部長
[00:19:06.000 --> 00:19:11.000]  他的秘書的級數是比當一個鐵路局職員的級數
[00:19:11.000 --> 00:19:17.000]  是一下子從反正就那個跳級就跳上去
[00:19:17.000 --> 00:19:22.000]  所以那個范大林先生的弟兄的薪資
[00:19:22.000 --> 00:19:25.000]  馬上成倍數成長
[00:19:25.000 --> 00:19:28.000]  就才沒幾個月功夫
[00:19:28.000 --> 00:19:29.000]  那這個是恩典
[00:19:29.000 --> 00:19:35.000]  當你有真理的時候會有恩典的
[00:19:35.000 --> 00:19:40.000]  然後真理第三個功能使人顯出愛心
[00:19:40.000 --> 00:19:42.000]  彼勒前書一章二十二節
[00:19:42.000 --> 00:19:45.000]  你們基因順從真理潔淨了自己的心
[00:19:45.000 --> 00:19:47.000]  以致愛弟兄沒有虛假
[00:19:47.000 --> 00:19:50.000]  就當從心裡彼此切實相愛
[00:19:50.000 --> 00:19:52.000]  當真理在我們心中
[00:19:52.000 --> 00:19:54.000]  我們的心會潔淨的
[00:19:54.000 --> 00:19:59.000]  潔淨的時候愛心很自然會流露出來
[00:19:59.000 --> 00:20:02.000]  我們會沒有愛心是因為我們裡頭不潔淨
[00:20:02.000 --> 00:20:04.000]  當我們內心潔淨的時候
[00:20:04.000 --> 00:20:10.000]  愛會自動的表達出來
[00:20:10.000 --> 00:20:18.000]  我剛開始到中國大陸去做培訓的時候
[00:20:18.000 --> 00:20:23.000]  那個時候就是整個大陸才開放沒多久
[00:20:23.000 --> 00:20:25.000]  很封閉
[00:20:25.000 --> 00:20:28.000]  那我就很驚訝一件事情就是
[00:20:28.000 --> 00:20:32.000]  在整個共產一個無神論的政權底下
[00:20:32.000 --> 00:20:34.000]  怎麼會有這麼多人信耶穌
[00:20:34.000 --> 00:20:36.000]  所以我就問他們說
[00:20:36.000 --> 00:20:39.000]  在這樣一個不能傳福音
[00:20:39.000 --> 00:20:42.000]  信仰受逼迫的年代
[00:20:42.000 --> 00:20:46.000]  為什麼還會有這麼多信耶穌的人
[00:20:46.000 --> 00:20:49.000]  你們是怎麼傳福音的
[00:20:49.000 --> 00:20:52.000]  基本上是不能傳福音
[00:20:52.000 --> 00:20:55.000]  但是為什麼這麼多人信耶穌
[00:20:55.000 --> 00:20:58.000]  他們就跟我講
[00:20:58.000 --> 00:21:00.000]  他說因為那個時候
[00:21:00.000 --> 00:21:04.000]  中國大陸是你要吃飯是要用糧票的
[00:21:04.000 --> 00:21:09.000]  但是每一家發的糧票永遠是不夠用的
[00:21:09.000 --> 00:21:14.000]  所以常常就是有一些人要挨餓
[00:21:14.000 --> 00:21:23.000]  還有一些人是根本糧票都缺少的人
[00:21:23.000 --> 00:21:28.000]  所以大家把那個糧票就當命根子一樣
[00:21:28.000 --> 00:21:34.000]  抓在手中是不可以輕易給別人的
[00:21:34.000 --> 00:21:38.000]  但是他們就發現有一群人
[00:21:38.000 --> 00:21:45.000]  他們很慷慨的把糧票給出來給有需要的人
[00:21:45.000 --> 00:21:49.000]  給比他們更需要的人
