
[00:00:00.000 --> 00:00:00.920]  各位兄弟姐妹
[00:02:13.360 --> 00:02:17.040]  禾場是一個處理
[00:02:17.040 --> 00:02:18.320]  做processing
[00:02:18.320 --> 00:02:20.680]  處理墨紙的地方
[00:02:20.680 --> 00:02:22.800]  不是禾田
[00:02:22.800 --> 00:02:23.640]  禾場
[00:02:23.640 --> 00:02:25.880]  這個禾場也要很大
[00:02:25.880 --> 00:02:29.080]  他就將那些麥放在那裡
[00:02:29.080 --> 00:02:30.640]  然後掃開
[00:02:30.640 --> 00:02:32.200]  曬乾
[00:02:32.200 --> 00:02:35.960]  現在如果去以色列也看到的
[00:02:35.960 --> 00:02:37.840]  就是他們找一塊木板
[00:02:37.840 --> 00:02:40.040]  做回第一世紀的那些
[00:02:40.040 --> 00:02:42.600]  一塊厚的木板
[00:02:42.600 --> 00:02:46.240]  然後在底部挖很多個洞
[00:02:46.240 --> 00:02:47.640]  將那些石
[00:02:47.640 --> 00:02:50.880]  特別是圓卵、鵝卵的石
[00:02:50.880 --> 00:02:54.760]  塞在那裡,塞穩它不掉
[00:02:54.760 --> 00:02:57.680]  於是就將它找牛
[00:02:57.680 --> 00:03:00.600]  拉著在這個地方走
[00:03:00.600 --> 00:03:02.000]  走來走去
[00:03:02.000 --> 00:03:04.160]  有時找兩個小朋友坐上去
[00:03:04.160 --> 00:03:05.160]  做什麼呢?
[00:03:05.160 --> 00:03:08.000]  就是等地面那些
[00:03:08.000 --> 00:03:11.160]  那些墨紙一粒粒有殼
[00:03:11.160 --> 00:03:15.440]  跟這塊木板之間的石磨擦
[00:03:15.440 --> 00:03:16.440]  磨擦
[00:03:16.440 --> 00:03:19.120]  這樣走來走去轉
[00:03:19.120 --> 00:03:21.040]  就將它的殼
[00:03:21.040 --> 00:03:24.560]  強行在那個墨紙上擦掉
[00:03:24.560 --> 00:03:26.840]  於是有墨紙的肉
[00:03:26.840 --> 00:03:28.760]  無論大墨還是小墨
[00:03:28.760 --> 00:03:30.920]  然後就有那些殼分開了
[00:03:30.920 --> 00:03:32.920]  其實是這樣壓開了它
[00:03:32.920 --> 00:03:34.240]  然後壓開到怎樣?
[00:03:34.240 --> 00:03:35.000]  逐粒逐粒嗎?
[00:03:35.000 --> 00:03:35.640]  不行的
[00:03:35.640 --> 00:03:37.640]  那就找一個時間
[00:03:37.640 --> 00:03:39.640]  就是大風的
[00:03:39.640 --> 00:03:42.120]  然後就找一個好像鏟一樣的東西
[00:03:42.120 --> 00:03:43.120]  但不是鏟來的
[00:03:43.120 --> 00:03:44.680]  就一鏟踩下去
[00:03:44.680 --> 00:03:47.120]  然後向天空揚起
[00:03:47.120 --> 00:03:50.080]  於是那些肉重了就掉下來了
[00:03:50.080 --> 00:03:52.320]  那些碎了的殼等等
[00:03:52.320 --> 00:03:54.080]  就要被風吹才行
[00:03:54.080 --> 00:03:55.440]  就吹走了
[00:03:55.440 --> 00:03:57.960]  「康披被風吹散」
[00:03:57.960 --> 00:03:59.360]  那些肉掉在地上
[00:03:59.360 --> 00:04:01.360]  它就掃掉地上的那些
[00:04:01.360 --> 00:04:03.040]  然後再做幾次
[00:04:03.040 --> 00:04:06.960]  就變成比較肉和殼分開了
[00:04:06.960 --> 00:04:08.960]  比較順滑
[00:04:08.960 --> 00:04:12.240]  那些墨紙的肉
[00:04:12.240 --> 00:04:13.480]  無論大墨還是小墨
[00:04:13.480 --> 00:04:15.960]  它就拿回去用一個石磨
[00:04:15.960 --> 00:04:17.440]  磨啊
[00:04:17.440 --> 00:04:18.400]  不放水的
[00:04:18.400 --> 00:04:20.200]  硬是兩塊石之間
[00:04:20.200 --> 00:04:23.640]  就磨到它變成碎了的
[00:04:23.640 --> 00:04:27.160]  好像是墨粉一樣
[00:04:27.160 --> 00:04:29.240]  那你這樣用石來磨
[00:04:29.240 --> 00:04:30.960]  會不會這樣研磨呢?
[00:04:30.960 --> 00:04:35.360]  會不會有些很小很小很小的沙粒在裡面呢?
[00:04:35.360 --> 00:04:37.160]  是可能有的
[00:04:37.160 --> 00:04:39.160]  那就是墨粉啦
[00:04:39.160 --> 00:04:40.360]  然後要吃啦
[00:04:40.360 --> 00:04:42.160]  就將這些墨粉拿出來
[00:04:42.160 --> 00:04:44.360]  就用水開了,搓
[00:04:44.360 --> 00:04:46.360]  然後就把它壓開
[00:04:46.360 --> 00:04:48.960]  就變成一塊圓形的餅
[00:04:48.960 --> 00:04:52.560]  然後這塊餅就放進一個鍋裡
[00:04:52.560 --> 00:04:55.960]  那個鍋就好像我們中國人的鐵鍋一樣
[00:04:55.960 --> 00:04:57.360]  不過是反過來的
[00:04:57.360 --> 00:04:58.560]  柴火在裡面
[00:04:58.560 --> 00:05:02.160]  於是圓形的鐵鍋就燒熱了
[00:05:02.160 --> 00:05:06.560]  他們就將餅圓形疊在上面
[00:05:06.560 --> 00:05:08.160]  那差不多這邊熟了
[00:05:08.160 --> 00:05:10.040]  就拿開它反轉
[00:05:10.040 --> 00:05:14.360]  那又將另一邊又燒熟它
[00:05:14.360 --> 00:05:16.760]  那有些泡泡會出來
[00:05:16.760 --> 00:05:19.160]  當然它將那些麵硬的時候
[00:05:19.160 --> 00:05:21.760]  就要有個發酵的過程
[00:05:21.760 --> 00:05:23.560]  不然就變成無膠餅了
[00:05:23.560 --> 00:05:25.160]  那有個發酵的過程
[00:05:25.160 --> 00:05:27.360]  讓那些麵發酵了,然後硬好
[00:05:27.360 --> 00:05:29.560]  就黏上去做餅
[00:05:29.560 --> 00:05:33.960]  他們主要是吃這些餅為主的
[00:05:33.960 --> 00:05:36.760]  吃飯的時候其實就是吃餅
[00:05:36.760 --> 00:05:42.760]  由於這個麥子是很有營養的
[00:05:42.760 --> 00:05:45.360]  有蛋白質成分在裡面
[00:05:45.360 --> 00:05:47.760]  還有各樣的氨基酸
[00:05:47.760 --> 00:05:49.360]  有很多礦物質
[00:05:49.360 --> 00:05:51.360]  雖然有蛋白質
[00:05:51.360 --> 00:05:54.160]  但他們主要是用來做氣力的
[00:05:54.160 --> 00:05:56.560]  做熱量的
[00:05:56.560 --> 00:05:58.760]  如果真的直接一點的蛋白質
[00:05:58.760 --> 00:06:02.160]  就抓幾條小魚
[00:06:02.160 --> 00:06:04.360]  魚仔、魚
[00:06:04.360 --> 00:06:07.760]  牛肉、羊肉那些很貴重
[00:06:07.760 --> 00:06:10.160]  吃飯的時候就是吃餅
[00:06:10.160 --> 00:06:15.360]  我們會做好很多大堆大麥餅
[00:06:15.360 --> 00:06:17.960]  那些工人多數都是吃大麥的
[00:06:17.960 --> 00:06:20.560]  因為便宜一點,粗一點
[00:06:20.560 --> 00:06:24.160]  波亞斯對路德說
[00:06:24.160 --> 00:06:26.360]  第一點,怎樣愛護呢?
[00:06:26.360 --> 00:06:29.760]  第一,你道謝女來吃餅
[00:06:29.760 --> 00:06:35.760]  這個只不過是一個愛幫女子窮人
[00:06:35.760 --> 00:06:43.760]  以色列規矩是給你問准了進來和田
[00:06:43.760 --> 00:06:45.760]  當人家收割的時候
[00:06:45.760 --> 00:06:48.160]  捆起一捆放在那裡
[00:06:48.160 --> 00:06:50.160]  有些掉在地上不撿
[00:06:50.160 --> 00:06:53.160]  故意不撿是給窮人可以撿的
[00:06:53.160 --> 00:06:55.360]  然後後面撿一條,撿一條
[00:06:55.360 --> 00:06:56.760]  可能幾條這樣
[00:06:56.760 --> 00:07:00.160]  人家一捆掉了幾條就撿幾條
[00:07:00.160 --> 00:07:06.560]  於是就可以在那裡有些墨水熟了
[00:07:06.560 --> 00:07:09.560]  可以將來打了它就吃了
[00:07:09.560 --> 00:07:12.160]  現在是叫他
[00:07:12.160 --> 00:07:15.960]  路德,你道謝女來吃餅
[00:07:15.960 --> 00:07:20.560]  你見到波亞斯是當了他叫他
[00:07:20.560 --> 00:07:23.360]  和那些工人一起
[00:07:23.360 --> 00:07:25.560]  你來這裡吃餅
[00:07:25.560 --> 00:07:28.360]  其實這個路德應該是怎樣的?
[00:07:28.360 --> 00:07:31.360]  他應該是自己帶東西吃的
[00:07:31.360 --> 00:07:34.960]  沒有東西供應,你在那裡撿東西
[00:07:34.960 --> 00:07:39.360]  撿那些遺留下來的墨水
[00:07:39.360 --> 00:07:42.360]  是沒有義務供應你吃飯的
[00:07:42.360 --> 00:07:44.560]  他愛護她就跟路德說
[00:07:44.560 --> 00:07:46.360]  你道謝女來吃餅
[00:07:46.360 --> 00:07:50.760]  而且不只是餅,很難吃的
[00:07:50.760 --> 00:07:52.760]  他們在地中海式
[00:07:52.760 --> 00:07:57.960]  如果你去那邊,地中海式的食物
[00:07:57.960 --> 00:08:00.960]  如果你吃麵包,沒有牛油的
[00:08:00.960 --> 00:08:02.160]  不是塗牛油的
[00:08:02.160 --> 00:08:04.360]  是塗什麼的?沒有東西塗的
[00:08:04.360 --> 00:08:07.760]  有一個碟,或者一個碗
[00:08:07.760 --> 00:08:10.360]  裡面有橄欖油
[00:08:10.360 --> 00:08:13.560]  然後放了些醋
[00:08:13.560 --> 00:08:16.960]  醋沉在底,橄欖油浮在上面
[00:08:16.960 --> 00:08:19.960]  麵包或者餅
[00:08:19.960 --> 00:08:23.560]  這些麥餅是沾那些醋和橄欖油吃的
[00:08:23.560 --> 00:08:27.360]  你道謝女來吃餅,跟我們一起吃
[00:08:27.360 --> 00:08:30.560]  將餅沾在醋裡
[00:08:30.560 --> 00:08:34.360]  每個人都懂的,不用教的
[00:08:34.360 --> 00:08:38.360]  為什麼要教?怕他是外邦女子不懂
[00:08:38.360 --> 00:08:40.360]  來來來,一起來吃飯
[00:08:40.360 --> 00:08:45.960]  餅是這樣吃的,撕開然後沾醋吃
[00:08:45.960 --> 00:08:50.360]  否則每個人都懂,工人都懂,本地人
[00:08:50.360 --> 00:08:53.760]  是怕摩訶女子不懂
[00:08:53.760 --> 00:08:55.760]  其實她已經懂很久了
[00:08:55.760 --> 00:08:57.760]  不過她怕她不懂,很細心
[00:08:57.760 --> 00:09:02.360]  所以你道謝女來吃餅,是表示恩代她可以跟工人一起吃
[00:09:02.360 --> 00:09:06.160]  另外是教她怎樣吃,很細心
[00:09:06.160 --> 00:09:08.160]  很關心又細心
[00:09:08.160 --> 00:09:11.360]  老爹在修葛的人旁邊坐下
[00:09:11.360 --> 00:09:13.760]  老爹很聰明的,你叫我我不會
[00:09:13.760 --> 00:09:16.760]  阿sir我坐你旁邊行不行?他沒有
[00:09:16.760 --> 00:09:20.760]  他就坐在偏偏的角落
[00:09:20.760 --> 00:09:22.760]  多謝多謝
[00:09:22.760 --> 00:09:25.760]  坐在那些人旁邊坐下
[00:09:25.760 --> 00:09:27.760]  他們也很疼他
[00:09:27.760 --> 00:09:33.760]  將烘好的水紙遞給他,他吃飽了
[00:09:33.760 --> 00:09:36.760]  烘好的水紙即是做好了餅
[00:09:36.760 --> 00:09:40.760]  他吃完之後,還有剩
[00:09:40.760 --> 00:09:45.760]  有些時候,你見到有一次
[00:09:45.760 --> 00:09:50.760]  主耶穌的門徒肚餓
[00:09:50.760 --> 00:09:53.760]  經過麥田,見到麥紙成熟
[00:09:53.760 --> 00:09:57.760]  將水掠了出來,擦了殼
[00:09:57.760 --> 00:10:00.760]  然後剩下麥紙的肉
[00:10:00.760 --> 00:10:03.760]  就這樣生吃麥紙,因為很餓
[00:10:03.760 --> 00:10:07.760]  他們另一個吃法就是將麥紙敲熟
[00:10:07.760 --> 00:10:11.760]  吃的時候沒有做到餅
[00:10:11.760 --> 00:10:14.760]  但照樣挺有趣,挺有嚼勁
[00:10:14.760 --> 00:10:17.760]  又香,兩種
[00:10:17.760 --> 00:10:20.760]  吃飽了,還有餘剩
[00:10:20.760 --> 00:10:24.760]  甚至他起來又吃墨水了
[00:10:24.760 --> 00:10:28.760]  他很賣力,吃完又撿了
[00:10:28.760 --> 00:10:30.760]  不過阿sir就吩咐那些暴人
[00:10:30.760 --> 00:10:32.760]  他就是,怎樣關心法呢?
[00:10:32.760 --> 00:10:34.760]  怎樣愛護法呢?第二
[00:10:34.760 --> 00:10:39.760]  如果他在菌中拾取墨水
[00:10:39.760 --> 00:10:42.760]  也可以容他,不可羞辱他
[00:10:42.760 --> 00:10:46.760]  而且還要在菌裡抽一些出來
[00:10:46.760 --> 00:10:49.760]  留在地上,任他拾取
[00:10:49.760 --> 00:10:52.760]  不可戚客他
[00:10:52.760 --> 00:10:56.760]  再說一次,兩件事
[00:10:56.760 --> 00:11:00.760]  他吩咐那些暴人
[00:11:00.760 --> 00:11:04.760]  任他在地上拾取
[00:11:04.760 --> 00:11:07.760]  就算地上沒有了
[00:11:07.760 --> 00:11:17.760]  他在菌裡拾取墨水
[00:11:17.760 --> 00:11:20.760]  也給他,不可羞辱,為什麼呢?
[00:11:20.760 --> 00:11:24.760]  喂!老鄧,你只可以拾地上那些
[00:11:24.760 --> 00:11:28.760]  在我菌裡拾取那些,你拔幾條?不是吧?
[00:11:28.760 --> 00:11:31.760]  有沒有搞錯?那些你只可以拾地上
[00:11:31.760 --> 00:11:35.760]  在菌裡,你不可以拿,是我們收割的
[00:11:35.760 --> 00:11:39.760]  但其實老鄧應該不會
[00:11:39.760 --> 00:11:42.760]  他很懂得規矩,地上那些才拾
[00:11:42.760 --> 00:11:44.760]  不過幫阿sir愛護他
[00:11:44.760 --> 00:11:47.760]  就算他拿我菌裡那些也給他
[00:11:47.760 --> 00:11:50.760]  不要嚇他,不要罵他
[00:11:50.760 --> 00:11:53.760]  甚至在菌裡抽一些出來
[00:11:53.760 --> 00:11:55.760]  還要怎樣?主動度
[00:11:55.760 --> 00:11:59.760]  地上沒有了,還要在菌裡抽一些出來
[00:11:59.760 --> 00:12:02.760]  扔在地上,當剩下的在地上給他拾
[00:12:02.760 --> 00:12:06.760]  不要戳他,不要嚇他
[00:12:06.760 --> 00:12:09.760]  喂!不要了,還看什麼?
[00:12:09.760 --> 00:12:14.760]  他很疼愛他,很關照他
[00:12:14.760 --> 00:12:18.760]  這樣老鄧在田間拾取墨水直到晚上
[00:12:18.760 --> 00:12:21.760]  拾到多少?很多
[00:12:21.760 --> 00:12:24.760]  你拾了很多一條,這些墨水很多
[00:12:24.760 --> 00:12:26.760]  拾了很多,拾了很多,多到怎樣呢?
[00:12:26.760 --> 00:12:30.760]  拾了之後可以捆自己一捆,又怎樣?
[00:12:30.760 --> 00:12:34.760]  或者兩捆,自己可以去打墨
[00:12:34.760 --> 00:12:37.760]  明白嗎?多到這樣,不是幾條
[00:12:37.760 --> 00:12:40.760]  拾到可以打墨,有多少呢?
[00:12:40.760 --> 00:12:43.760]  打了一個墨紙,打了一粒墨紙
[00:12:43.760 --> 00:12:46.760]  如果用一個袋子,用一個容器裝著,有多少呢?
[00:12:46.760 --> 00:12:49.760]  又有一個eva
[00:12:49.760 --> 00:12:54.760]  eva,或者叫eva,eva
[00:12:54.760 --> 00:12:57.760]  一個eva,eva,eva
[00:12:57.760 --> 00:13:02.760]  一個eva,eva,是等於22公升
[00:13:02.760 --> 00:13:08.760]  嘩!如果你想想我們現在這樣一個高
[00:13:08.760 --> 00:13:13.760]  四方形的屋仔牛奶,這樣的size是一升
[00:13:13.760 --> 00:13:16.760]  是容量來的,不過牛奶是液體
[00:13:16.760 --> 00:13:19.760]  倒了它,然後裝墨紙進去
[00:13:19.760 --> 00:13:22.760]  這樣四方形,差不多大,這麼高
[00:13:22.760 --> 00:13:25.760]  就一升,22升
[00:13:25.760 --> 00:13:28.760]  嘩!路德都不知道拿不拿得起
[00:13:28.760 --> 00:13:31.760]  嘩!竟然給了他,拾了這麼多
[00:13:31.760 --> 00:13:35.760]  有些還要,沒有東西留,拿些出來扔在地上
[00:13:35.760 --> 00:13:37.760]  這樣就給他
[00:13:37.760 --> 00:13:42.760]  路德就將拾取帶進城去給婆婆看
[00:13:42.760 --> 00:13:46.760]  婆婆,今天很有收成,拾到很多
[00:13:46.760 --> 00:13:50.760]  嘩!這麼多,又放在吃飽了所
[00:13:50.760 --> 00:13:53.760]  剩下的什麼?餅給婆婆
[00:13:53.760 --> 00:13:56.760]  嘩!太好了,不用煮飯了
[00:13:56.760 --> 00:13:59.760]  婆婆不用煮飯了,有餅剩
[00:13:59.760 --> 00:14:02.760]  他們因袋給我們
[00:14:02.760 --> 00:14:05.760]  還拾到22升大麥
[00:14:05.760 --> 00:14:08.760]  哎呀!好了,拾這麼多做什麼?
[00:14:08.760 --> 00:14:11.760]  其實波亞斯有意給他拾的,原因是什麼呢?
[00:14:11.760 --> 00:14:15.760]  只是拾回去吃餅夠,填飽肚子嗎?
[00:14:15.760 --> 00:14:19.760]  不行的,你也要拿去賣了
[00:14:19.760 --> 00:14:23.760]  換件買件衣服,行不行?
[00:14:23.760 --> 00:14:26.760]  買少少用品,你也要的
[00:14:26.760 --> 00:14:30.760]  所以其實可以拿去換錢
[00:14:30.760 --> 00:14:35.760]  婆婆就問他,你今天這麼好,拾這麼多
[00:14:35.760 --> 00:14:39.760]  你在哪裡拾?你在哪裡做工?
[00:14:39.760 --> 00:14:43.760]  你拾到這麼多,好像別人上班一樣
[00:14:43.760 --> 00:14:48.760]  哎呀!一定是有人顧恤你
[00:14:48.760 --> 00:14:52.760]  連這個婆婆也知道
[00:14:52.760 --> 00:14:57.760]  沒有人關照你,你根本不可以拾到這麼多
[00:14:57.760 --> 00:15:01.760]  一定有人關照你,你在哪裡做事?你在哪裡拾?
[00:15:01.760 --> 00:15:05.760]  誰那麼關照你?怨他蒙福
[00:15:05.760 --> 00:15:09.760]  奴隸就告訴婆婆,今天我做事的時候
[00:15:09.760 --> 00:15:12.760]  有一個人叫波亞斯·鮑威斯
[00:15:12.760 --> 00:15:15.760]  大家記不記得是誰?
[00:15:15.760 --> 00:15:22.760]  鮑威斯的意思是快速,很爽快速的人做工
[00:15:22.760 --> 00:15:27.760]  那奴隸就對兒婦說,怨那個人蒙耶和赤福
[00:15:27.760 --> 00:15:31.760]  他不斷地恩待活人死人
[00:15:31.760 --> 00:15:35.760]  活人死人是什麼意思呢?
[00:15:35.760 --> 00:15:39.760]  其實他養活我們就是活人
[00:15:39.760 --> 00:15:43.760]  他養活我們,為什麼會養活我們呢?
[00:15:43.760 --> 00:15:46.760]  因為我們是他的親屬
[00:15:46.760 --> 00:15:50.760]  因為我們的親人,我們的丈夫死了
[00:15:50.760 --> 00:15:53.760]  留下了我們,所以他恩待我們
[00:15:53.760 --> 00:15:56.760]  也是恩待我們和我們的丈夫
[00:15:56.760 --> 00:15:59.760]  雖然死了,但恩待活人死人
[00:15:59.760 --> 00:16:02.760]  奴隸就說,其實
[00:16:02.760 --> 00:16:05.760]  波亞斯和我們本族
[00:16:05.760 --> 00:16:09.760]  是我們一個至近的親屬
[00:16:09.760 --> 00:16:15.760]  留意,是一個親屬,而且是至近的
[00:16:15.760 --> 00:16:19.760]  我們有個遠房親戚
[00:16:19.760 --> 00:16:22.760]  我們香港人很多人的親戚
[00:16:22.760 --> 00:16:25.760]  很久都不見了
[00:16:25.760 --> 00:16:29.760]  疫情更加不見,有瘟疫更加不見
[00:16:29.760 --> 00:16:31.760]  平時都少見
[00:16:31.760 --> 00:16:35.760]  如果不是有什麼紅白意識,根本都不見
[00:16:35.760 --> 00:16:37.760]  電話都沒接過
[00:16:37.760 --> 00:16:41.760]  但是在猶太人來說,或者以色列人來說
[00:16:41.760 --> 00:16:45.760]  以色列人來說,親屬是很重要的
[00:16:45.760 --> 00:16:48.760]  他們就是親屬,你見到
[00:16:48.760 --> 00:16:51.760]  譬如,雅各的媽媽
[00:16:51.760 --> 00:16:56.760]  死了,兒子以掃殺雅各
[00:16:56.760 --> 00:17:00.760]  於是叫雅各逃命
[00:17:00.760 --> 00:17:03.760]  去親戚的小孩那裡
[00:17:03.760 --> 00:17:05.760]  去自己的親戚那裡
[00:17:05.760 --> 00:17:08.760]  所以親戚很重要,而且是至親
[00:17:08.760 --> 00:17:12.760]  女子路德就說,她對我這樣說
[00:17:12.760 --> 00:17:15.760]  第三點,波亞斯怎樣愛護路德呢?
[00:17:15.760 --> 00:17:20.760]  你要緊隨我的僕人,拾取墨水
[00:17:20.760 --> 00:17:23.760]  等到他們收完我的莊稼
[00:17:23.760 --> 00:17:27.760]  不要去別人那裡
[00:17:27.760 --> 00:17:32.760]  跟著我的僕人,我田地很多,要收很久
[00:17:32.760 --> 00:17:34.760]  收完再算
[00:17:34.760 --> 00:17:37.760]  然後再看日子夠不夠食,怎樣過
[00:17:37.760 --> 00:17:39.760]  不要緊,那些我幫你想
[00:17:39.760 --> 00:17:42.760]  總之跟著我們收,收完再說
[00:17:42.760 --> 00:17:45.760]  緊隨我的僕人
[00:17:45.760 --> 00:17:50.760]  當然這裡有很多人解釋路德記
[00:17:50.760 --> 00:17:53.760]  路德就像我們基督徒
[00:17:53.760 --> 00:17:56.760]  波亞斯就像主耶穌
[00:17:56.760 --> 00:18:00.760]  主耶穌叫我們緊緊地跟隨他
[00:18:00.760 --> 00:18:02.760]  不要跟別人,緊緊地跟隨我
[00:18:02.760 --> 00:18:05.760]  直到收割的日子完結
[00:18:05.760 --> 00:18:06.760]  收割的日子完結
[00:18:06.760 --> 00:18:08.760]  就好像我們人生的路一直走到尾
[00:18:08.760 --> 00:18:10.760]  你跟著我,不要跟別人
[00:18:10.760 --> 00:18:13.760]  他恩待我們,他供應我們屬靈的需要
[00:18:13.760 --> 00:18:15.760]  供應我們生活的需要
[00:18:15.760 --> 00:18:18.760]  你看到有三樣東西
[00:18:18.760 --> 00:18:22.760]  他很照顧她
[00:18:22.760 --> 00:18:26.760]  第一個,你坐下來一起吃餅
[00:18:26.760 --> 00:18:28.760]  跟我的僕人一起吃飯
[00:18:28.760 --> 00:18:29.760]  跟我們一起吃飯
[00:18:29.760 --> 00:18:33.760]  還要跟外族女子
[00:18:33.760 --> 00:18:37.760]  怎樣吃飯,將餅點燥
[00:18:37.760 --> 00:18:41.760]  叫那些僕人不要欺負她
[00:18:41.760 --> 00:18:43.760]  如果她執錯手
[00:18:43.760 --> 00:18:46.760]  在我們墾中拿墨水
[00:18:46.760 --> 00:18:47.760]  都給她
[00:18:47.760 --> 00:18:50.760]  如果地上沒有抽出來,丟到地上給她執
[00:18:50.760 --> 00:18:54.760]  不要嚇她,不要凶她
[00:18:54.760 --> 00:18:56.760]  這樣就執到二十二依法
[00:18:56.760 --> 00:18:59.760]  如果其他僕人沒有主人這樣叫她
[00:18:59.760 --> 00:19:01.760]  我想個個都已經趕她走
[00:19:01.760 --> 00:19:04.760]  搞錯了,執這麼多
[00:19:04.760 --> 00:19:07.760]  路德很開心,不停地執
[00:19:07.760 --> 00:19:15.760]  還有,你要緊隨我的僕人一直到執完為止
[00:19:15.760 --> 00:19:19.760]  所以見到幫阿施是愛護路德幫他的
[00:19:19.760 --> 00:19:21.760]  我對女兒說
[00:19:21.760 --> 00:19:25.760]  女兒,你跟著他的侍女出去
[00:19:25.760 --> 00:19:29.760]  不叫人預見你在別人田間借財為好
[00:19:29.760 --> 00:19:32.760]  路德你記得,好好地跟著她
[00:19:32.760 --> 00:19:34.760]  不要去別人的田執
[00:19:34.760 --> 00:19:36.760]  不要讓人見到你去別人的田執
[00:19:36.760 --> 00:19:39.760]  不要讓人不喜歡
[00:19:39.760 --> 00:19:41.760]  在這裡執,在那裡執
[00:19:41.760 --> 00:19:46.760]  其實主要是一般人在這裡執,在那裡執
[00:19:46.760 --> 00:19:47.760]  不緊要的
[00:19:47.760 --> 00:19:53.760]  只不過其實那俄米知道幫阿施是至親
[00:19:53.760 --> 00:19:56.760]  她很想路德跟著她
[00:19:56.760 --> 00:19:59.760]  所以叫路德不要去別人的田執
[00:19:59.760 --> 00:20:02.760]  不要讓人見到你去別人的田執
[00:20:02.760 --> 00:20:05.760]  於是路德就跟幫阿施的侍女
[00:20:05.760 --> 00:20:08.760]  常常在一處拾水墨水
[00:20:08.760 --> 00:20:11.760]  直到完了大墨和小墨
[00:20:11.760 --> 00:20:13.760]  也很長時間了
[00:20:13.760 --> 00:20:15.760]  然後這裡有一句特別的
[00:20:15.760 --> 00:20:17.760]  跟上面沒有關係的
[00:20:17.760 --> 00:20:20.760]  路德仍與婆婆同住
[00:20:20.760 --> 00:20:22.760]  這表示什麼?
[00:20:22.760 --> 00:20:23.760]  這句是特別的,很重要
[00:20:23.760 --> 00:20:27.760]  是跟幫阿施愛護路德不直接有關
[00:20:27.760 --> 00:20:29.760]  不過同住的意思就是
