
[00:00:00.000 --> 00:00:05.000]  今日要講的經文是來自瓦戈
[00:03:18.000 --> 00:03:22.000]  整本書八章裡面沒有提過神的名字
[00:03:22.000 --> 00:03:25.000]  有一節提過 但是翻譯不正確
[00:03:25.000 --> 00:03:27.000]  但是全部沒有提過神的名字
[00:03:27.000 --> 00:03:29.000]  沒有提過關於敬拜的東西
[00:03:29.000 --> 00:03:31.000]  沒有提過關於舊約裡面的律法
[00:03:31.000 --> 00:03:34.000]  沒有提過關於以色列人的歷史那些東西
[00:03:34.000 --> 00:03:39.000]  所羅門的名字也在裡面 不過好像跟所羅門的人沒有什麼關係
[00:03:39.000 --> 00:03:44.000]  所以我想這首詩歌放在正典裡面 是聖經的一部分
[00:03:44.000 --> 00:03:46.000]  那怎麼看才對呢
[00:03:46.000 --> 00:03:50.000]  一首情歌放在聖經裡面 不知道她想說什麼給我們聽
[00:03:50.000 --> 00:03:52.000]  對於一些有信仰的人 舊約嘛
[00:03:52.000 --> 00:03:55.000]  對於猶太人來說 它是他們的經典
[00:03:55.000 --> 00:03:58.000]  對我們基督教來說 基督徒來說 都是我們的經典
[00:03:58.000 --> 00:04:05.000]  怎麼去看它呢 所以說爭議性就在這裡產生了
[00:04:05.000 --> 00:04:09.000]  所以特別早期教會 早期的意思差不多
[00:04:09.000 --> 00:04:13.000]  之後一直到一千幾年 到中世紀之後
[00:04:13.000 --> 00:04:20.000]  這麼長的時間 絕大部分對於這本書的理解
[00:04:20.000 --> 00:04:22.000]  都不是直接說它的
[00:04:22.000 --> 00:04:26.000]  它用一種方式 我們叫如意
[00:04:26.000 --> 00:04:28.000]  意思就是說 它不是說它表面的字
[00:04:28.000 --> 00:04:31.000]  它說這個字 或者這句話
[00:04:31.000 --> 00:04:35.000]  它不是說表面 而是說下面的東西 背後的東西
[00:04:35.000 --> 00:04:37.000]  這叫如意 我舉個例子
[00:04:37.000 --> 00:04:41.000]  譬如說 耶穌不是說個比喻嗎 撒種的比喻
[00:04:41.000 --> 00:04:44.000]  當祂撒種的時候 祂說撒種田間了
[00:04:44.000 --> 00:04:50.000]  這個就去了路旁 這個就去了荊棘 這個就去了好土
[00:04:50.000 --> 00:04:55.000]  然後祂解釋 解釋的時候 祂說路旁的就是為什麼
[00:04:55.000 --> 00:04:58.000]  荊棘的為什麼 好土的為什麼
[00:04:58.000 --> 00:05:01.000]  它完全不是按字面的意思 背後是另外一個意思
[00:05:01.000 --> 00:05:04.000]  這叫如意 意思就是說 看這個
[00:05:04.000 --> 00:05:09.000]  這個叫黑 不是黑色的黑 是罪
[00:05:09.000 --> 00:05:11.000]  或者說背後的軟弱
[00:05:11.000 --> 00:05:16.000]  它用另一種方法解釋了字面的意思 這叫如意
[00:05:16.000 --> 00:05:20.000]  在教會裡面很多年的時間 都用這個方法解釋
[00:05:20.000 --> 00:05:23.000]  不按字面解釋 因為太老骨了
[00:05:23.000 --> 00:05:27.000]  太過頂不住 它真的形容女子的身體
[00:05:27.000 --> 00:05:33.000]  頭 眼 耳朵 脖子 胸部 肚臍 這樣說的
[00:05:33.000 --> 00:05:39.000]  那時候的那些人士 在修道院的那些人
[00:05:39.000 --> 00:05:43.000]  他們是獨身的 他們是敬虔的 看到這些 為什麼呢
[00:05:43.000 --> 00:05:46.000]  他們很難去解釋的 他們就把它轉了去
[00:05:46.000 --> 00:05:49.000]  做一個和神之間的關係來解釋
[00:05:49.000 --> 00:05:53.000]  所以這個歷史有很長的源頭
[00:05:53.000 --> 00:05:56.000]  那為什麼會錯呢 又不可以說它錯的
[00:05:56.000 --> 00:06:01.000]  我等一下再說多一點 希望我昨晚保持不要過時
[00:06:01.000 --> 00:06:08.000]  簡單來說 有如意解釋 把它比喻為人和神的關係
[00:06:08.000 --> 00:06:12.000]  舊約來說 比喻為耶和華和以色列民的關係
[00:06:12.000 --> 00:06:20.000]  到基督教的處境裡 把它說成基督徒或者教會和基督的關係
[00:06:20.000 --> 00:06:22.000]  去解釋雅歌
[00:06:22.000 --> 00:06:26.000]  我們試試看一些經文
[00:06:26.000 --> 00:06:30.000]  如果我們看成為情歌的話 其實聖經也有基礎的
[00:06:30.000 --> 00:06:35.000]  因為從創世紀一開始 創世紀裡面第一首歌
[00:06:35.000 --> 00:06:38.000]  不知道大家知不知道 第一首詩歌是哪一首
[00:06:38.000 --> 00:06:41.000]  創世紀裡面一開始 第一首出現的詩歌
[00:06:41.000 --> 00:06:44.000]  其實就是亞當和夏娃說的話
[00:06:44.000 --> 00:06:48.000]  你是我骨中的骨 肉中的肉
[00:06:48.000 --> 00:06:50.000]  這首是情歌來的
[00:06:50.000 --> 00:06:56.000]  接著就說 夫妻二人赤身露體 定不羞恥
[00:06:56.000 --> 00:06:58.000]  接著就這樣說
[00:06:58.000 --> 00:07:05.000]  所以你可以說 雅歌是將這兩個形容 將它豐富
[00:07:05.000 --> 00:07:08.000]  將它很豐富地演繹出來
[00:07:08.000 --> 00:07:11.000]  什麼叫做骨中的骨 肉中的肉
[00:07:11.000 --> 00:07:15.000]  什麼叫做夫妻二人赤身露體 並不羞恥
[00:07:15.000 --> 00:07:25.000]  雅歌就將神賜給人愛情 戀情 夫妻的愛這種關係
[00:07:25.000 --> 00:07:27.000]  將它很具體地描寫出來
[00:07:27.000 --> 00:07:29.000]  雅歌就加藉在這裡
[00:07:29.000 --> 00:07:35.000]  在神眼中 原來夫妻的愛 男女之間的戀情是被重視的
[00:07:35.000 --> 00:07:40.000]  那些是屬靈的 那些是聖潔的 那些是神創造的一部分
[00:07:40.000 --> 00:07:43.000]  他要告訴我們 這是我們珍惜的東西
[00:07:43.000 --> 00:07:46.000]  這是第一個層次 可以這樣看雅歌
[00:07:46.000 --> 00:07:50.000]  但是同時之間 我看到很多舊約和新約經文
[00:07:50.000 --> 00:07:56.000]  又用了人神的關係去表達婚姻
[00:07:56.000 --> 00:07:58.000]  用婚姻去比喻人和神的關係
[00:07:58.000 --> 00:07:59.000]  我看看幾個經文好不好
[00:07:59.000 --> 00:08:02.000]  第一個就是荷西亞書二章十九節
[00:08:02.000 --> 00:08:05.000]  我們看一下就可以了
[00:08:05.000 --> 00:08:07.000]  這裡講給荷西亞先知說
[00:08:07.000 --> 00:08:12.000]  我必聘你永遠歸我妻 以仁義 公平 慈愛 憐憫 聘你歸我
[00:08:12.000 --> 00:08:15.000]  這個先知告訴我 我就是神
[00:08:15.000 --> 00:08:19.000]  我娶你以色列民為我的妻子
[00:08:19.000 --> 00:08:25.000]  聘你 什麼叫聘你 仁義 公平 慈愛 憐憫
[00:08:25.000 --> 00:08:28.000]  聘你回來娶我做我的老婆
[00:08:28.000 --> 00:08:30.000]  這個是舊約先知的說法
[00:08:30.000 --> 00:08:33.000]  荷西亞書六十二章四至五節
[00:08:33.000 --> 00:08:37.000]  那裡說 你不再被稱為撇棄
[00:08:37.000 --> 00:08:39.000]  你的地不再被稱為荒涼
[00:08:39.000 --> 00:08:42.000]  你卻要稱為我所喜悅的
[00:08:42.000 --> 00:08:45.000]  你的地也必稱為有夫之婦
[00:08:45.000 --> 00:08:48.000]  這個地含義包括了地城的民
[00:08:48.000 --> 00:08:51.000]  這個地方 以色列的地方 上面的百姓
[00:08:51.000 --> 00:08:53.000]  要稱為有夫之婦
[00:08:53.000 --> 00:08:56.000]  你的夫是誰 就是耶和華
[00:08:56.000 --> 00:08:59.000]  因為耶和華喜悅你 你的地也必歸他
[00:08:59.000 --> 00:09:02.000]  所以當那些以色列人拜偶像的時候
[00:09:02.000 --> 00:09:06.000]  聖經就說他們是犯姦淫 屬靈的姦淫
[00:09:06.000 --> 00:09:08.000]  因為好像背棄了丈夫
[00:09:08.000 --> 00:09:11.000]  去和第二個 第三者在一起
[00:09:11.000 --> 00:09:13.000]  這個就是舊約裡面
[00:09:13.000 --> 00:09:18.000]  用這個婚姻的關係去形容神門人的關係
[00:09:18.000 --> 00:09:21.000]  新約也有 已婚所書
[00:09:21.000 --> 00:09:26.000]  還有這個是 新約的已婚所書
[00:09:26.000 --> 00:09:30.000]  這個我們很熟悉
[00:09:30.000 --> 00:09:32.000]  為這個緣故 人要離開父母
[00:09:32.000 --> 00:09:34.000]  與妻子聯合 以人成為一體
[00:09:34.000 --> 00:09:36.000]  用創世紀引述那段經文
[00:09:36.000 --> 00:09:38.000]  兩個人 阿德和阿威在一起
[00:09:38.000 --> 00:09:42.000]  接著他跳去說 這是極大的奧秘
[00:09:42.000 --> 00:09:45.000]  接著說 這大我是指基督和教會說的
[00:09:45.000 --> 00:09:49.000]  就是說這個夫妻二人這麼緊密的關係
[00:09:49.000 --> 00:09:51.000]  突然之間保羅跳出去說
[00:09:51.000 --> 00:09:53.000]  其實我講的是奧秘
[00:09:53.000 --> 00:09:56.000]  這個是指基督和教會
[00:09:56.000 --> 00:09:59.000]  這個給我們另一種想像
[00:09:59.000 --> 00:10:01.000]  聖經是這樣說的
[00:10:01.000 --> 00:10:06.000]  用夫妻的緊密 親密去形容基督和教會的關係
[00:10:06.000 --> 00:10:09.000]  最後一個 去到啟示錄
[00:10:09.000 --> 00:10:11.000]  我們也熟悉這個經文
[00:10:11.000 --> 00:10:13.000]  我又看見聖城新耶路撒冷
[00:10:13.000 --> 00:10:15.000]  猶如神那裡從天而降
[00:10:15.000 --> 00:10:19.000]  耶穌回來了 新的耶路撒冷從天而降
[00:10:19.000 --> 00:10:23.000]  這個是誰來的 就好像新娘裝飾整齊
[00:10:23.000 --> 00:10:26.000]  裝扮漂亮 穿上新娘的衣服
[00:10:26.000 --> 00:10:28.000]  下來了 等候丈夫來接她
[00:10:28.000 --> 00:10:30.000]  耶穌來接她
[00:10:30.000 --> 00:10:32.000]  所以到啟示錄最後
[00:10:32.000 --> 00:10:38.000]  也是將教會和耶穌基督那種關係
[00:10:38.000 --> 00:10:43.000]  看成為結婚 嫁娶那種關係
[00:10:43.000 --> 00:10:45.000]  所以在歷代裡面
[00:10:45.000 --> 00:10:47.000]  用寓意的方法去解亞哥
[00:10:47.000 --> 00:10:51.000]  亞哥其實也有他的道理和基礎
[00:10:51.000 --> 00:10:54.000]  如果今天看我會怎樣呢
[00:10:54.000 --> 00:10:58.000]  第一 我會看看亞哥表面說什麼
[00:10:58.000 --> 00:10:59.000]  他應該說什麼
[00:10:59.000 --> 00:11:01.000]  按字面解 按當時的文化解
[00:11:01.000 --> 00:11:03.000]  他應該說什麼
[00:11:03.000 --> 00:11:06.000]  然後進而引伸到慾愛和神的關係
[00:11:06.000 --> 00:11:08.000]  這樣做比較整全一點
[00:11:08.000 --> 00:11:14.000]  戀愛 戀慕 愛慕
[00:11:14.000 --> 00:11:18.000]  我想我們中間有大部分的人都經歷過
[00:11:18.000 --> 00:11:23.000]  你可能記得大部分都是
[00:11:23.000 --> 00:11:25.000]  除了幾個年輕人坐在這裡之外
[00:11:25.000 --> 00:11:29.000]  大部分人都有這種經歷和關係
[00:11:29.000 --> 00:11:33.000]  無論是戀人的關係 神和人的關係
[00:11:33.000 --> 00:11:35.000]  都有一個相似的地方
[00:11:35.000 --> 00:11:38.000]  因為反映了一種強烈的感情
[00:11:38.000 --> 00:11:41.000]  感情是很強烈的 在戀愛裡面
[00:11:41.000 --> 00:11:45.000]  而他告訴我們 人和神的關係
[00:11:45.000 --> 00:11:48.000]  同樣可以是一種很強烈的關係
[00:11:48.000 --> 00:11:50.000]  大家有沒有留意
[00:11:50.000 --> 00:11:54.000]  無論是現今 現代的流行曲
[00:11:54.000 --> 00:11:57.000]  大部分的流行曲都是講什麼
[00:11:57.000 --> 00:12:00.000]  內容都是講愛情
[00:12:00.000 --> 00:12:02.000]  為什麼呢
[00:12:02.000 --> 00:12:05.000]  因為講極都好像講權一樣
[00:12:05.000 --> 00:12:07.000]  講極都有吸引力
[00:12:07.000 --> 00:12:11.000]  什麼單戀 婦戀 暗戀那些
[00:12:11.000 --> 00:12:14.000]  戀親那些都是很吸引人的
[00:12:14.000 --> 00:12:16.000]  令人著迷的 這種感覺
[00:12:16.000 --> 00:12:20.000]  就算是不要講現代
[00:12:20.000 --> 00:12:27.000]  中國人最熟悉的 莎士比亞的那些劇曲
[00:12:27.000 --> 00:12:30.000]  (笑聲)
[00:12:30.000 --> 00:12:34.000]  《帝女花》 《倫敏歐與茱麗葉》
[00:12:34.000 --> 00:12:37.000]  外國人認識中國人的文化裡面
[00:12:37.000 --> 00:12:39.000]  其中一個最熟悉的是什麼呢
[00:12:39.000 --> 00:12:42.000]  可能是《梁祝》
[00:12:42.000 --> 00:12:45.000]  都是戀愛 都是講愛的
[00:12:45.000 --> 00:12:49.000]  愛是一種普天下 古至今
[00:12:49.000 --> 00:12:54.000]  都是觸動人心的一種感情
[00:12:54.000 --> 00:12:56.000]  正正是因為神創造的時候
[00:12:56.000 --> 00:12:58.000]  就把這種東西放在我們裡面
[00:12:58.000 --> 00:12:59.000]  放在人類裡面
[00:12:59.000 --> 00:13:02.000]  所以無論是古代還是今天
[00:13:02.000 --> 00:13:04.000]  無論是中還是西
[00:13:04.000 --> 00:13:07.000]  我們都會對愛 戀愛
[00:13:07.000 --> 00:13:11.000]  都有一種很強烈的體會和感覺
[00:13:11.000 --> 00:13:13.000]  好了 我們看看經文
[00:13:13.000 --> 00:13:14.000]  我想講什麼呢
[00:13:14.000 --> 00:13:17.000]  透過今天我選了前面那八節聖經
[00:13:17.000 --> 00:13:18.000]  我想講兩件事
[00:13:18.000 --> 00:13:21.000]  愛慕 特別是女主角的角度去講
[00:13:21.000 --> 00:13:22.000]  什麼叫愛慕
[00:13:22.000 --> 00:13:26.000]  我想講愛慕有兩個軌跡
[00:13:26.000 --> 00:13:29.000]  開頭說所聞的歌是歌中的牙歌
[00:13:29.000 --> 00:13:32.000]  介紹一下牙歌是怎樣的
[00:13:32.000 --> 00:13:35.000]  簡單來說 它是說所聞的歌
[00:13:35.000 --> 00:13:36.000]  是不是所聞寫的呢
[00:13:36.000 --> 00:13:38.000]  可能 但也可能不是
[00:13:38.000 --> 00:13:42.000]  因為原文所聞的歌的那個字
[00:13:42.000 --> 00:13:44.000]  可以解作是他寫的
[00:13:44.000 --> 00:13:47.000]  或者是有人寫給他
[00:13:47.000 --> 00:13:49.000]  可以解有人為他而寫
[00:13:49.000 --> 00:13:50.000]  有人為他而收集
[00:13:50.000 --> 00:13:51.000]  都可以的
[00:13:51.000 --> 00:13:53.000]  那個字是一個很鬆的字
[00:13:53.000 --> 00:13:56.000]  所以其實總而言之和所聞有關
[00:13:56.000 --> 00:13:59.000]  但內文和所聞的關係不太直接
[00:13:59.000 --> 00:14:02.000]  所以暫時不是一個很重要的
[00:14:02.000 --> 00:14:04.000]  一定要解決的問題
[00:14:04.000 --> 00:14:06.000]  歌中的牙歌 簡單來說
[00:14:06.000 --> 00:14:07.000]  就是最好的歌
[00:14:07.000 --> 00:14:08.000]  最美的 最好的
[00:14:08.000 --> 00:14:09.000]  歌中的歌
[00:14:09.000 --> 00:14:11.000]  song of songs
[00:14:11.000 --> 00:14:15.000]  就好像萬王之王
[00:14:15.000 --> 00:14:17.000]  king of kings
[00:14:17.000 --> 00:14:19.000]  至聖所是什麼
[00:14:19.000 --> 00:14:21.000]  the holy of the holies
[00:14:21.000 --> 00:14:26.000]  就是這樣說 最好的
[00:14:26.000 --> 00:14:28.000]  最好的歌 最美的歌
[00:14:28.000 --> 00:14:29.000]  大家留意
[00:14:29.000 --> 00:14:31.000]  第二節到第四節
[00:14:31.000 --> 00:14:33.000]  第二節到第四節
[00:14:33.000 --> 00:14:36.000]  愛慕有什麼軌跡呢
[00:14:36.000 --> 00:14:37.000]  我給一個名稱
[00:14:37.000 --> 00:14:40.000]  愛慕其實是激情的裏面
[00:14:40.000 --> 00:14:42.000]  不過是有理智的
[00:14:42.000 --> 00:14:43.000]  激情的中間
[00:14:43.000 --> 00:14:45.000]  但有理智的
[00:14:45.000 --> 00:14:48.000]  這個女主角開波
[00:14:48.000 --> 00:14:51.000]  怨他用口怨我親了他
[00:14:51.000 --> 00:14:52.000]  因你的愛情比酒更美
[00:14:52.000 --> 00:14:53.000]  你會發覺這個女主角
[00:14:53.000 --> 00:14:55.000]  真的有一點像趙敏
[00:14:55.000 --> 00:14:58.000]  很直接 單刀直入
[00:14:58.000 --> 00:15:00.000]  一開始不用說隱言
[00:15:00.000 --> 00:15:02.000]  就說我很想他kiss我
[00:15:02.000 --> 00:15:03.000]  很想他吻我
[00:15:03.000 --> 00:15:04.000]  用口去吻我
[00:15:04.000 --> 00:15:06.000]  這個吻我不是一次的
[00:15:06.000 --> 00:15:08.000]  都是眾數來的
[00:15:08.000 --> 00:15:11.000]  東方近東那些人
[00:15:11.000 --> 00:15:13.000]  通常他們的普遍的
[00:15:13.000 --> 00:15:15.000]  那些所謂的吻
[00:15:15.000 --> 00:15:17.000]  是他們避過的
[00:15:17.000 --> 00:15:20.000]  例如朋友 親人見面
[00:15:20.000 --> 00:15:22.000]  用鼻子去kiss
[00:15:22.000 --> 00:15:23.000]  但她說不是
[00:15:23.000 --> 00:15:24.000]  要用口
[00:15:24.000 --> 00:15:25.000]  所以其實她是說一種
[00:15:25.000 --> 00:15:26.000]  很親密的接觸
[00:15:26.000 --> 00:15:27.000]  不是一次
[00:15:27.000 --> 00:15:28.000]  是很多次
[00:15:28.000 --> 00:15:29.000]  你用口去吻我
[00:15:29.000 --> 00:15:31.000]  我很想
[00:15:31.000 --> 00:15:33.000]  可能男主角不在
[00:15:33.000 --> 00:15:34.000]  他自己想的
[00:15:34.000 --> 00:15:35.000]  在那裏想像
[00:15:35.000 --> 00:15:37.000]  在那裏投入這段感情
[00:15:37.000 --> 00:15:39.000]  我很想他去吻我
[00:15:39.000 --> 00:15:41.000]  很想怨他用口怨我親嘴
[00:15:41.000 --> 00:15:43.000]  抱著我 吻我
[00:15:43.000 --> 00:15:45.000]  因你的愛情比酒更美
[00:15:45.000 --> 00:15:47.000]  這是比較的方式
[00:15:47.000 --> 00:15:49.000]  你給我的愛
[00:15:49.000 --> 00:15:50.000]  比酒更加好
[00:15:50.000 --> 00:15:52.000]  美的好的意思
[00:15:52.000 --> 00:15:56.000]  其實這裏是用很多種的方式
[00:15:56.000 --> 00:15:58.000]  去表達這種的愛慕
[00:15:58.000 --> 00:16:00.000]  她用的是一種觸覺
[00:16:00.000 --> 00:16:02.000]  因為是親吻
[00:16:02.000 --> 00:16:04.000]  親吻本身是一種觸控
[00:16:04.000 --> 00:16:07.000]  一種很具體的方法
[00:16:07.000 --> 00:16:08.000]  除此之外
[00:16:08.000 --> 00:16:11.000]  她用了酒去做一個比喻
[00:16:11.000 --> 00:16:13.000]  酒是能夠令人醉的
[00:16:13.000 --> 00:16:17.000]  不過愛情更加令我陶醉
[00:16:17.000 --> 00:16:18.000]  她想說這件事
[00:16:18.000 --> 00:16:19.000]  所以她用了一種味覺
[00:16:19.000 --> 00:16:21.000]  酒是很好喝的
[00:16:21.000 --> 00:16:23.000]  她用觸覺 用味覺
[00:16:23.000 --> 00:16:29.000]  去表達這種對她的戀人那種的愛慕
[00:16:29.000 --> 00:16:31.000]  不單止有觸覺
[00:16:31.000 --> 00:16:32.000]  不單止有味覺
[00:16:32.000 --> 00:16:34.000]  她那個愛情
[00:16:34.000 --> 00:16:37.000]  因你的愛情比酒更美
[00:16:37.000 --> 00:16:40.000]  這個愛情其實不是抽象的一種愛
[00:16:40.000 --> 00:16:44.000]  其實是在說愛撫的意思
[00:16:44.000 --> 00:16:46.000]  即是用手摸你的身體
[00:16:46.000 --> 00:16:48.000]  摸你 觸碰你
[00:16:48.000 --> 00:16:49.000]  即是說
[00:16:49.000 --> 00:16:51.000]  其實她是在告訴別人
[00:16:51.000 --> 00:16:53.000]  很坦然直露的
[00:16:53.000 --> 00:16:55.000]  告訴別人
[00:16:55.000 --> 00:16:58.000]  你很想
[00:16:58.000 --> 00:17:00.000]  我所愛的人抱著我
[00:17:00.000 --> 00:17:01.000]  親我
[00:17:01.000 --> 00:17:02.000]  好像喝酒
[00:17:02.000 --> 00:17:04.000]  我好像陶醉在中間
[00:17:04.000 --> 00:17:05.000]  她摸我
[00:17:05.000 --> 00:17:07.000]  她愛撫我
[00:17:07.000 --> 00:17:09.000]  這樣是比喝酒好
[00:17:09.000 --> 00:17:11.000]  酒已經令人陶醉
[00:17:11.000 --> 00:17:13.000]  這個更加是令我陶醉
[00:17:13.000 --> 00:17:15.000]  不單止這樣
[00:17:15.000 --> 00:17:16.000]  接著她就說
[00:17:16.000 --> 00:17:18.000]  你的膏油輕香
[00:17:18.000 --> 00:17:19.000]  意思是甚麼
[00:17:19.000 --> 00:17:21.000]  有少少味覺
[00:17:21.000 --> 00:17:23.000]  即是那種嗅覺
[00:17:23.000 --> 00:17:24.000]  即是古代的人
[00:17:24.000 --> 00:17:25.000]  近東的人
[00:17:25.000 --> 00:17:26.000]  他們通常
[00:17:26.000 --> 00:17:27.000]  因為不是經常洗澡
[00:17:27.000 --> 00:17:28.000]  乾旱的緣故
[00:17:28.000 --> 00:17:31.000]  通常女的就會塗香水
[00:17:31.000 --> 00:17:32.000]  男的就會塗膏油
[00:17:32.000 --> 00:17:37.000]  即是很香的香膏
[00:17:37.000 --> 00:17:42.000]  目的是想遮蓋身體內的體味
[00:17:42.000 --> 00:17:43.000]  即是古龍水
[00:17:43.000 --> 00:17:44.000]  好像這樣
[00:17:44.000 --> 00:17:46.000]  這裡有沒有人塗古龍水
[00:17:46.000 --> 00:17:47.000]  香港人
[00:17:47.000 --> 00:17:48.000]  我不知道
[00:17:48.000 --> 00:17:49.000]  我不太認識
[00:17:49.000 --> 00:17:52.000]  但有一種很強烈的味道
[00:17:52.000 --> 00:17:53.000]  所以即是說
[00:17:53.000 --> 00:17:54.000]  當她靠近
[00:17:54.000 --> 00:17:56.000]  她的想像就是
[00:17:56.000 --> 00:17:57.000]  你親我
[00:17:57.000 --> 00:17:59.000]  你摸我
[00:17:59.000 --> 00:18:00.000]  我好像喝酒
[00:18:00.000 --> 00:18:01.000]  這樣陶醉
[00:18:01.000 --> 00:18:03.000]  然後她就聞到你的味道
[00:18:03.000 --> 00:18:04.000]  這股味道
[00:18:04.000 --> 00:18:05.000]  我覺得很好
[00:18:05.000 --> 00:18:06.000]  我覺得很開心
[00:18:06.000 --> 00:18:07.000]  覺得很好
[00:18:07.000 --> 00:18:08.000]  膏油輕香
[00:18:08.000 --> 00:18:10.000]  你的膏油是很有味道
[00:18:10.000 --> 00:18:12.000]  好像倒出來的香膏
[00:18:12.000 --> 00:18:17.000]  所以她用了她全身所有的感官
[00:18:17.000 --> 00:18:22.000]  去表達對她的戀人那種愛慕
[00:18:22.000 --> 00:18:23.000]  然後她就說
[00:18:23.000 --> 00:18:24.000]  願你吸引我
[00:18:24.000 --> 00:18:27.000]  我們就快跑跟隨你
[00:18:27.000 --> 00:18:28.000]  你就帶我
[00:18:28.000 --> 00:18:30.000]  用黃稱呼對方
[00:18:30.000 --> 00:18:32.000]  你帶我進入內實
[00:18:32.000 --> 00:18:34.000]  我想和你一個人一起
[00:18:34.000 --> 00:18:35.000]  你拉我
[00:18:35.000 --> 00:18:36.000]  吸引就是拉
[00:18:36.000 --> 00:18:37.000]  你拉我
[00:18:37.000 --> 00:18:39.000]  我們兩個一起走走走
[00:18:39.000 --> 00:18:42.000]  走到很多兩個人的地方
[00:18:42.000 --> 00:18:44.000]  沒有其他人騷擾的
[00:18:44.000 --> 00:18:45.000]  很想和你一起
[00:18:45.000 --> 00:18:48.000]  很想單獨的和你在一起
[00:18:48.000 --> 00:18:51.000]  可以和你歡喜快樂
[00:18:51.000 --> 00:18:54.000]  你可不可以感覺到那種情感
[00:18:54.000 --> 00:18:55.000]  多麼強烈
[00:18:55.000 --> 00:18:58.000]  姐妹們
[00:18:58.000 --> 00:18:59.000]  你拍拖是不是這樣的
[00:19:02.000 --> 00:19:05.000]  另投或者不好意思
[00:19:05.000 --> 00:19:07.000]  都另投
[00:19:07.000 --> 00:19:09.000]  這個可能每個人都不同
[00:19:09.000 --> 00:19:12.000]  但她想說那種戀愛戀情
[00:19:12.000 --> 00:19:15.000]  那種吸引人的地方
[00:19:15.000 --> 00:19:18.000]  所以猶太人有一個
[00:19:18.000 --> 00:19:20.000]  我聽說有一種習慣
[00:19:20.000 --> 00:19:21.000]  有些識經書寫過
[00:19:21.000 --> 00:19:23.000]  雅歌是限制級的
[00:19:23.000 --> 00:19:26.000]  三十歲才可以讀
[00:19:26.000 --> 00:19:29.000]  意思是少年人不要讀
[00:19:29.000 --> 00:19:32.000]  免得你想歪了
[00:19:32.000 --> 00:19:37.000]  台灣的吉祥寶院
