
[00:00:00.000 --> 00:00:03.400]  今日同大家開始睇個C篇第八篇
[00:02:01.400 --> 00:02:03.400]  第八篇由頭到尾再睇
[00:02:03.400 --> 00:02:05.400]  諗下諗下 騎下肚
[00:02:05.400 --> 00:02:07.400]  啊 突然間諗到
[00:02:07.400 --> 00:02:09.400]  就叫佢做神愛世人啦
[00:02:09.400 --> 00:02:11.400]  不過呢個世字
[00:02:11.400 --> 00:02:13.400]  唔係用分三張十六字嗰個世界個世喎
[00:02:13.400 --> 00:02:15.400]  係細路仔個世喎
[00:02:15.400 --> 00:02:17.400]  咁點解要講
[00:02:17.400 --> 00:02:19.400]  神愛細路仔個世嘅世人呢
[00:02:19.400 --> 00:02:21.400]  嗱 有原因嘅
[00:02:21.400 --> 00:02:23.400]  咁我哋而家正正式式
[00:02:23.400 --> 00:02:25.400]  去睇下呢個詩篇嘅第八篇
[00:02:25.400 --> 00:02:27.400]  嗱 今次呢
[00:02:27.400 --> 00:02:29.400]  好特別喎 我呢會
[00:02:29.400 --> 00:02:31.400]  一次過講晒成篇詩篇先
[00:02:31.400 --> 00:02:33.400]  然之後先至再去
[00:02:33.400 --> 00:02:35.400]  係分析
[00:02:35.400 --> 00:02:37.400]  裏面嘅內容
[00:02:37.400 --> 00:02:39.400]  第一次 佢話 我們的主啊
[00:02:39.400 --> 00:02:41.400]  祢嘅名在全地 何其美
[00:02:41.400 --> 00:02:43.400]  祢將祢嘅榮耀
[00:02:43.400 --> 00:02:45.400]  彰顯於天
[00:02:45.400 --> 00:02:47.400]  我畀個英文嘅
[00:02:47.400 --> 00:02:49.400]  簡單嘅一個嘅
[00:02:49.400 --> 00:02:51.400]  歸納呢句聖經呢
[00:02:51.400 --> 00:02:53.400]  寫低咗俾大家嘅
[00:02:53.400 --> 00:02:55.400]  God is beautiful, majestic and glorious
[00:02:55.400 --> 00:02:57.400]  哇
[00:02:57.400 --> 00:02:59.400]  Beautiful, majestic and glorious
[00:02:59.400 --> 00:03:01.400]  咁第二節係咩啊
[00:03:01.400 --> 00:03:03.400]  祢因敵人嘅緣故
[00:03:03.400 --> 00:03:05.400]  從孩童和吃奶嘅口中
[00:03:05.400 --> 00:03:07.400]  建立了能力
[00:03:07.400 --> 00:03:09.400]  使仇敵
[00:03:09.400 --> 00:03:11.400]  和報仇的閉口無言
[00:03:11.400 --> 00:03:13.400]  呢個我畀個英文嘅
[00:03:13.400 --> 00:03:15.400]  佢就係咩啊
[00:03:15.400 --> 00:03:17.400]  God is powerful, almighty
[00:03:17.400 --> 00:03:19.400]  咁去到呢個
[00:03:19.400 --> 00:03:21.400]  第三節嗰度呢
[00:03:21.400 --> 00:03:23.400]  就係我觀看
[00:03:23.400 --> 00:03:25.400]  你手指所造的天
[00:03:25.400 --> 00:03:27.400]  並你所陳設的
[00:03:27.400 --> 00:03:29.400]  月亮星宿
[00:03:29.400 --> 00:03:31.400]  我成日以為呢個字讀星宿
[00:03:31.400 --> 00:03:33.400]  不過好似好多人都讀星宿
[00:03:33.400 --> 00:03:35.400]  咁就當星宿啦
[00:03:35.400 --> 00:03:37.400]  呢度呢 我就畀個題目
[00:03:37.400 --> 00:03:39.400]  God is the creator
[00:03:39.400 --> 00:03:41.400]  神係嗰個創造者
[00:03:41.400 --> 00:03:43.400]  去到第四節啦
[00:03:43.400 --> 00:03:45.400]  詩篇第八篇第四節
[00:03:45.400 --> 00:03:47.400]  人算乜
[00:03:47.400 --> 00:03:49.400]  你竟顧念他
[00:03:49.400 --> 00:03:51.400]  西人算乜
[00:03:51.400 --> 00:03:53.400]  你竟眷顧他
[00:03:53.400 --> 00:03:57.400]  God is TLC
[00:03:57.400 --> 00:03:59.400]  我曾經呢
[00:03:59.400 --> 00:04:01.400]  係講過
[00:04:01.400 --> 00:04:03.400]  不過唔知係呢度講定邊度講
[00:04:03.400 --> 00:04:05.400]  因為你知教會有四個崇拜
[00:04:05.400 --> 00:04:07.400]  有時我講過都唔知係邊度講過
[00:04:07.400 --> 00:04:09.400]  TLC呢 係加拿大呢
[00:04:09.400 --> 00:04:11.400]  如果你去食個Burger呢
[00:04:11.400 --> 00:04:13.400]  你話
[00:04:13.400 --> 00:04:15.400]  Tomato, Lettuce and Cucumber
[00:04:15.400 --> 00:04:17.400]  有冇聽過呀
[00:04:17.400 --> 00:04:19.400]  就叫TLC啦 即係樣樣都要
[00:04:19.400 --> 00:04:21.400]  Tomato又要Lettuce
[00:04:21.400 --> 00:04:23.400]  生菜 蕃茄生菜
[00:04:23.400 --> 00:04:25.400]  同埋嗰啲叫Cucumber
[00:04:25.400 --> 00:04:27.400]  嗰啲係咪叫青瓜
[00:04:27.400 --> 00:04:29.400]  佢通常係酸酸地嘅
[00:04:29.400 --> 00:04:31.400]  咁呢我記得
[00:04:31.400 --> 00:04:33.400]  我細佬係曾經開過一間呢啲
[00:04:33.400 --> 00:04:35.400]  快餐嘅 曾經呀
[00:04:35.400 --> 00:04:37.400]  所以而家冇開 所以我唔係呢度promote佢呀
[00:04:37.400 --> 00:04:39.400]  佢退去休啦
[00:04:39.400 --> 00:04:41.400]  咁我話點解你咁多人黎呢度食嘢嘅細佬
[00:04:41.400 --> 00:04:43.400]  佢成日話一碎呀
[00:04:43.400 --> 00:04:45.400]  佢話因為呢我擺TLC落去
[00:04:45.400 --> 00:04:49.400]  個個都擺TLC嘅咩咁特別呢
[00:04:49.400 --> 00:04:51.400]  我話細佬
[00:04:51.400 --> 00:04:53.400]  個個都擺Tomato, Lettuce
[00:04:53.400 --> 00:04:55.400]  and Cucumber㗎啦
[00:04:55.400 --> 00:04:57.400]  只要啲客人話要就擺落去
[00:04:57.400 --> 00:04:59.400]  佢話係Tender Loving Care
[00:04:59.400 --> 00:05:01.400]  係佢同我講嘅
[00:05:01.400 --> 00:05:03.400]  係Tender Loving Care
[00:05:03.400 --> 00:05:05.400]  即係我整呢個Burger
[00:05:05.400 --> 00:05:07.400]  就非一般Burger係用Tender
[00:05:07.400 --> 00:05:09.400]  Loving Care黎整嘅
[00:05:09.400 --> 00:05:11.400]  好用心嘅
[00:05:11.400 --> 00:05:13.400]  好有愛心咁樣去整嘅
[00:05:13.400 --> 00:05:15.400]  所以呢個啲客呢係好鍾意黎食嘅
[00:05:15.400 --> 00:05:17.400]  佢又講得幾好
[00:05:17.400 --> 00:05:19.400]  呢個已經係講緊
[00:05:19.400 --> 00:05:21.400]  差唔多廿幾三十年前嘅事
[00:05:21.400 --> 00:05:23.400]  我仲記得
[00:05:23.400 --> 00:05:25.400]  跟住呢就係
[00:05:25.400 --> 00:05:27.400]  第四篇第八篇嘅第五字
[00:05:27.400 --> 00:05:29.400]  你使他比神微少一點
[00:05:29.400 --> 00:05:31.400]  講到呢點呢
[00:05:31.400 --> 00:05:33.400]  我會同大家研究下呢個
[00:05:33.400 --> 00:05:35.400]  經文呢係有啲問題嘅
[00:05:35.400 --> 00:05:37.400]  吓 牧師經文有問題
[00:05:37.400 --> 00:05:39.400]  係呀
[00:05:39.400 --> 00:05:41.400]  研究下嗰度呢
[00:05:41.400 --> 00:05:43.400]  咁你會明白點解我會咁樣講法嘅
[00:05:43.400 --> 00:05:45.400]  唔好咁驚訝
[00:05:45.400 --> 00:05:47.400]  有啲嘢你第一次聽呢
[00:05:47.400 --> 00:05:49.400]  你會好驚訝嘅
[00:05:49.400 --> 00:05:51.400]  不過唔好咁驚訝
[00:05:51.400 --> 00:05:53.400]  其實有好大嘅原因嘅
[00:05:53.400 --> 00:05:55.400]  賜他榮耀尊貴為冠冕
[00:05:55.400 --> 00:05:57.400]  嘩 神賜比
[00:05:57.400 --> 00:05:59.400]  呢個係比
[00:05:59.400 --> 00:06:01.400]  你指佢呢個邊個佢呢
[00:06:01.400 --> 00:06:03.400]  呢個佢係邊個黎嘅呢
[00:06:03.400 --> 00:06:05.400]  嘩 係有榮耀尊貴
[00:06:05.400 --> 00:06:07.400]  做冠冕喎
[00:06:07.400 --> 00:06:09.400]  榮耀
[00:06:09.400 --> 00:06:11.400]  榮耀 有冇搞錯
[00:06:11.400 --> 00:06:13.400]  你知唔知聖經有句
[00:06:13.400 --> 00:06:15.400]  咩說話 神話咩呀
[00:06:15.400 --> 00:06:17.400]  我係唔會將我嘅榮耀比人嘅
[00:06:17.400 --> 00:06:21.400]  咁點解呢度會比呢
[00:06:21.400 --> 00:06:23.400]  一定有好大嘅原因
[00:06:23.400 --> 00:06:25.400]  所以呢度呢我就講
[00:06:25.400 --> 00:06:27.400]  God is generous
[00:06:27.400 --> 00:06:29.400]  跟住呢第六節
[00:06:29.400 --> 00:06:31.400]  第八節
[00:06:31.400 --> 00:06:33.400]  第六節到第八節成group黎
[00:06:33.400 --> 00:06:35.400]  就係
[00:06:35.400 --> 00:06:37.400]  你派他管理你手所做的
[00:06:37.400 --> 00:06:39.400]  此萬物就是一切嘅牛羊
[00:06:39.400 --> 00:06:41.400]  田野嘅生畜
[00:06:41.400 --> 00:06:43.400]  空中嘅鳥 海裡嘅魚
[00:06:43.400 --> 00:06:45.400]  凡游在水裡的
[00:06:45.400 --> 00:06:47.400]  都伏在他的腳下
[00:06:47.400 --> 00:06:49.400]  God is gracious
[00:06:49.400 --> 00:06:51.400]  咩叫gracious呀
[00:06:51.400 --> 00:06:53.400]  grace呢個字呢係有一個含義
[00:06:53.400 --> 00:06:55.400]  係同禮物有關係嘅
[00:06:55.400 --> 00:06:57.400]  gift 佢真係好
[00:06:57.400 --> 00:06:59.400]  gracious 嘅 神係比佢
[00:06:59.400 --> 00:07:01.400]  比佢可以咁
[00:07:01.400 --> 00:07:03.400]  呢個呢係去返第一節嘅
[00:07:03.400 --> 00:07:05.400]  而又話我唔拎住呀 你的名在
[00:07:05.400 --> 00:07:07.400]  全地何其美
[00:07:07.400 --> 00:07:09.400]  好啦而家我哋呢我從來都無試過咁
[00:07:09.400 --> 00:07:11.400]  嘅係咪呀我從來都無試過咁嘅
[00:07:11.400 --> 00:07:13.400]  我講比你聽呢個就返返去呢
[00:07:13.400 --> 00:07:15.400]  一九七四年
[00:07:15.400 --> 00:07:17.400]  嘅時候呢
[00:07:17.400 --> 00:07:19.400]  一九七四有冇搞錯呀搞錯咗
[00:07:19.400 --> 00:07:21.400]  係一九七七年呢度
[00:07:21.400 --> 00:07:23.400]  時光搞錯咗一九七七
[00:07:23.400 --> 00:07:25.400]  年呢我就開始讀神學
[00:07:25.400 --> 00:07:27.400]  咁讀神學呢就第一科呢
[00:07:27.400 --> 00:07:29.400]  要讀呢就係港道學我好記得
[00:07:29.400 --> 00:07:31.400]  呢個教授Dr.Digenchi
[00:07:31.400 --> 00:07:33.400]  係一個報道家嚟嘅
[00:07:33.400 --> 00:07:35.400]  意大利人大嘅報道家
[00:07:35.400 --> 00:07:37.400]  咁喺神學院呢佢教我哋港道學呢
[00:07:37.400 --> 00:07:39.400]  佢佢好鍾意就係咩呀
[00:07:39.400 --> 00:07:41.400]  你一開始嘅時候將你
[00:07:41.400 --> 00:07:43.400]  譬如話三個點呢你就講晒比人聽先
[00:07:43.400 --> 00:07:45.400]  然之後先至再每一點去繼續講
[00:07:45.400 --> 00:07:47.400]  我好少咁做嘅以前都有咁
[00:07:47.400 --> 00:07:49.400]  做不過今日呢又
[00:07:49.400 --> 00:07:51.400]  將所有呢八節嘅
[00:07:51.400 --> 00:07:53.400]  經文呢每一個
[00:07:53.400 --> 00:07:55.400]  裏面嘅
[00:07:55.400 --> 00:07:57.400]  細分講咗比大家聽先
[00:07:57.400 --> 00:07:59.400]  然之後我哋而家再去深入嘅去
[00:07:59.400 --> 00:08:01.400]  研究下呢一節呢個詩篇
[00:08:01.400 --> 00:08:03.400]  首先呢就係返返嚟呢度
[00:08:03.400 --> 00:08:05.400]  點解呢個詩篇
[00:08:05.400 --> 00:08:07.400]  係會叫做神愛世人呢
[00:08:07.400 --> 00:08:09.400]  咁呢個呢就去到嗰度呢
[00:08:09.400 --> 00:08:11.400]  就會講比大家聽
[00:08:11.400 --> 00:08:13.400]  係細路仔個世
[00:08:13.400 --> 00:08:15.400]  但呢個詩篇一般嘅學者呢都會比佢
[00:08:15.400 --> 00:08:17.400]  係講到神嘅榮耀同埋人嘅尊貴
[00:08:17.400 --> 00:08:19.400]  係咪
[00:08:19.400 --> 00:08:21.400]  佢係好榮耀嘅神
[00:08:21.400 --> 00:08:23.400]  講到人都好尊貴㗎喎
[00:08:23.400 --> 00:08:25.400]  點解人會咁尊貴呀
[00:08:25.400 --> 00:08:27.400]  一間又話人算什麼
[00:08:27.400 --> 00:08:29.400]  但係佢話
[00:08:29.400 --> 00:08:31.400]  你竟顧念佢喎
[00:08:31.400 --> 00:08:33.400]  神竟然都會愛我哋喎
[00:08:33.400 --> 00:08:35.400]  係咪好特別呢
[00:08:35.400 --> 00:08:37.400]  喺呢個詩篇裏面
[00:08:37.400 --> 00:08:39.400]  第一個字八章第一字
[00:08:39.400 --> 00:08:41.400]  八詩篇第一字耶和華
[00:08:41.400 --> 00:08:43.400]  耶和華呢個
[00:08:43.400 --> 00:08:45.400]  係咩名嚟嘅呢
[00:08:45.400 --> 00:08:47.400]  耶和華就係神嘅名
[00:08:47.400 --> 00:08:49.400]  神嘅名叫做
[00:08:49.400 --> 00:08:51.400]  耶和華
[00:08:51.400 --> 00:08:53.400]  大家知道神嘅名叫做耶和華
[00:08:53.400 --> 00:08:55.400]  嘅出處係邊度呢
[00:08:55.400 --> 00:08:57.400]  耶華嘅名嘅出處呢
[00:08:57.400 --> 00:08:59.400]  就係喺呢個當
[00:08:59.400 --> 00:09:01.400]  摩西喺呢個
[00:09:01.400 --> 00:09:03.400]  荊棘喺曠野荊棘
[00:09:03.400 --> 00:09:05.400]  摩西牧羊羊嘅時候
[00:09:05.400 --> 00:09:07.400]  佢喺曠野嘅荊棘嗰度
[00:09:07.400 --> 00:09:09.400]  見到個荊棘點解燒
[00:09:09.400 --> 00:09:11.400]  唔會爛嘅呢唔會燒
[00:09:11.400 --> 00:09:13.400]  佢就奇怪行埋去啦
[00:09:13.400 --> 00:09:15.400]  神就同佢講說話
[00:09:15.400 --> 00:09:17.400]  神叫佢做乜嘢呢神叫佢去返呢個
[00:09:17.400 --> 00:09:19.400]  埃及地因為摩西係
[00:09:19.400 --> 00:09:21.400]  從埃及嗰度走佬出嚟㗎嘛
[00:09:21.400 --> 00:09:23.400]  頭嗰四十年
[00:09:23.400 --> 00:09:25.400]  摩西嘅人生係四十
[00:09:25.400 --> 00:09:27.400]  四十四十頭嗰四十年
[00:09:27.400 --> 00:09:29.400]  嘩佢好富貴呀
[00:09:29.400 --> 00:09:31.400]  佢做埃及嘅公主
[00:09:31.400 --> 00:09:33.400]  嘅養子呀你話富唔富貴呀
[00:09:33.400 --> 00:09:35.400]  係咪
[00:09:35.400 --> 00:09:37.400]  但係佢殺咗人呀
[00:09:37.400 --> 00:09:39.400]  殺咗人呢
[00:09:39.400 --> 00:09:41.400]  咁跟住呢就係
[00:09:41.400 --> 00:09:43.400]  畀佢自己嘅
[00:09:43.400 --> 00:09:45.400]  同族以色列人呢
[00:09:45.400 --> 00:09:47.400]  就話我睇見你呢
[00:09:47.400 --> 00:09:49.400]  曾經殺咗人呀
[00:09:49.400 --> 00:09:51.400]  佢就好驚呀佢走佬呀
[00:09:51.400 --> 00:09:53.400]  殺人喎仲唔走佬
[00:09:53.400 --> 00:09:55.400]  就算你公主既王子係點呀
[00:09:55.400 --> 00:09:57.400]  你都唔係真真正正埃及人
[00:09:57.400 --> 00:09:59.400]  係咪你殺咗埃及
[00:09:59.400 --> 00:10:01.400]  人喎好大件事㗎喎
[00:10:01.400 --> 00:10:03.400]  係咪呀咁佢走佬呀
[00:10:03.400 --> 00:10:05.400]  走佬點呀去咗曠野嗰度
[00:10:05.400 --> 00:10:07.400]  好艱苦呀去做
[00:10:07.400 --> 00:10:09.400]  牧羊呀
[00:10:09.400 --> 00:10:11.400]  嗰四十年呢就係辛苦艱苦
[00:10:11.400 --> 00:10:13.400]  嘅時候神就畀佢
[00:10:13.400 --> 00:10:15.400]  經過富貴
[00:10:15.400 --> 00:10:17.400]  神唔用佢
[00:10:17.400 --> 00:10:19.400]  但係當佢去四十年
[00:10:19.400 --> 00:10:21.400]  艱苦嘅時候呢
[00:10:21.400 --> 00:10:23.400]  磨練呀
[00:10:23.400 --> 00:10:25.400]  我哋中國人得啦天將降大任於
[00:10:25.400 --> 00:10:27.400]  斯人也必先咩呀收咗
[00:10:27.400 --> 00:10:29.400]  佢嗰個ipad又收埋佢
[00:10:29.400 --> 00:10:31.400]  個手機而家啲人將佢作過啦係咪
[00:10:31.400 --> 00:10:33.400]  都係㗎呀如果
[00:10:33.400 --> 00:10:35.400]  嗰啲仔女成日掛住拎住個ipad
[00:10:35.400 --> 00:10:37.400]  手機又喺度打機又喺度
[00:10:37.400 --> 00:10:39.400]  睇戲呢我話畀佢聽
[00:10:39.400 --> 00:10:43.400]  我只係拎拎頭嘅啫
[00:10:43.400 --> 00:10:45.400]  有書唔好好讀成日就掛住
[00:10:45.400 --> 00:10:47.400]  佢沉迷嗰啲嘅嘢呢個都係
[00:10:47.400 --> 00:10:49.400]  一種肉體嘅情
[00:10:49.400 --> 00:10:51.400]  肉嚟㗎係迷咗落去嘅
[00:10:51.400 --> 00:10:53.400]  所以呢神呢
[00:10:53.400 --> 00:10:55.400]  就令到摩西呢洗
[00:10:55.400 --> 00:10:57.400]  盡佢嗰頭嗰四十年嗰啲咩呀
[00:10:57.400 --> 00:10:59.400]  嗰啲嘅
[00:10:59.400 --> 00:11:01.400]  富貴生活呀係咪呀
[00:11:01.400 --> 00:11:03.400]  冇啖好食呀天寒地
[00:11:03.400 --> 00:11:05.400]  凍呀仲有呢可能有野獸
[00:11:05.400 --> 00:11:07.400]  豺狼㗎嘛係咪呀
[00:11:07.400 --> 00:11:09.400]  同埋啲羊一齊喎嘩你
[00:11:09.400 --> 00:11:11.400]  估佢好多畀佢食呀
[00:11:11.400 --> 00:11:13.400]  嘩經歷
[00:11:13.400 --> 00:11:15.400]  過呢啲困難嘅時候神就
[00:11:15.400 --> 00:11:17.400]  可以用佢啦神就可以
[00:11:17.400 --> 00:11:19.400]  用佢所以有時呢當我哋經歷
[00:11:19.400 --> 00:11:21.400]  一啲嘅困難嘅時候呢
[00:11:21.400 --> 00:11:23.400]  唔好即刻就話哎呀
[00:11:23.400 --> 00:11:25.400]  點解咁慘呀點解咁辛苦呀哎呀我做錯
[00:11:25.400 --> 00:11:27.400]  咗啲乜嘢呀有時唔一定我哋做
[00:11:27.400 --> 00:11:29.400]  錯咗啲乜嘢當神要洗用我哋
[00:11:29.400 --> 00:11:31.400]  嘅時候有時神會畀我哋無端端
[00:11:31.400 --> 00:11:33.400]  無端端會
[00:11:33.400 --> 00:11:35.400]  有一啲嘅困難當然如果
[00:11:35.400 --> 00:11:37.400]  自己係一一而係
[00:11:37.400 --> 00:11:39.400]  受罰呀受到一啲困難嘅
[00:11:39.400 --> 00:11:41.400]  時候呢就快啲認罪悔改啦
[00:11:41.400 --> 00:11:43.400]  但如果唔係呢有時我哋都係話
[00:11:43.400 --> 00:11:45.400]  嗯神呀有咩功課要
[00:11:45.400 --> 00:11:47.400]  我學呀你知道嗰啲
[00:11:47.400 --> 00:11:49.400]  大隻佬呀你以為佢
[00:11:49.400 --> 00:11:51.400]  嘩演啲肌肉畀你睇
[00:11:51.400 --> 00:11:53.400]  其實呀佢練嗰陣時好辛苦呀係咪呀
[00:11:53.400 --> 00:11:55.400]  啊田亮呀咁
[00:11:55.400 --> 00:11:57.400]  出名呀係咪叫跳水
[00:11:57.400 --> 00:11:59.400]  王子呀佢係咪呀係咪呀我話畀你聽
[00:11:59.400 --> 00:12:01.400]  佢唔知呀跳過幾多次呀
[00:12:01.400 --> 00:12:03.400]  辛苦過幾多次係咪呀
[00:12:03.400 --> 00:12:05.400]  係咪呀你以為好好玩呀
[00:12:05.400 --> 00:12:07.400]  但係當佢經歷過呢啲嘅
[00:12:07.400 --> 00:12:09.400]  時候啊佢就能夠
[00:12:09.400 --> 00:12:11.400]  出人頭地啦佢
[00:12:11.400 --> 00:12:13.400]  喺呢度耀華
[00:12:13.400 --> 00:12:15.400]  我唔得主呀
[00:12:15.400 --> 00:12:17.400]  你嘅名存在何其美
[00:12:17.400 --> 00:12:19.400]  耀華個名係咩意思呢
[00:12:19.400 --> 00:12:21.400]  咁主係有咩意思呢
[00:12:21.400 --> 00:12:23.400]  主呢個字呢就係主宰嘅意思
[00:12:23.400 --> 00:12:25.400]  係統治者係與我哋有
[00:12:25.400 --> 00:12:27.400]  立約嘅關係以立約
[00:12:27.400 --> 00:12:29.400]  愛我哋
[00:12:29.400 --> 00:12:31.400]  當我哋稱呼耀華神
[00:12:31.400 --> 00:12:33.400]  做呢一個主嘅時候
[00:12:33.400 --> 00:12:35.400]  佢就係我哋嘅主人嚟嘅
[00:12:35.400 --> 00:12:37.400]  神係神嘅愛對我哋係點呀
[00:12:37.400 --> 00:12:39.400]  神嘅愛好似我哋好多時候
[00:12:39.400 --> 00:12:41.400]  喺新約叫Agape Love
[00:12:41.400 --> 00:12:43.400]  愛呢個字呢係有幾個
[00:12:43.400 --> 00:12:45.400]  希臘文嘅字眼嘅
[00:12:45.400 --> 00:12:47.400]  而呢個其中一個愛嘅
[00:12:47.400 --> 00:12:49.400]  字眼呢呢個Agape
[00:12:49.400 --> 00:12:51.400]  呢個Love呢個Agape Love呢
[00:12:51.400 --> 00:12:53.400]  係一個係有意識嘅唔係一種
[00:12:53.400 --> 00:12:55.400]  話哎呀我一時呢係好
[00:12:55.400 --> 00:12:57.400]  Emotional咁樣去嘩覺得
[00:12:57.400 --> 00:12:59.400]  哎你真係好可愛我見到你咁
[00:12:59.400 --> 00:13:01.400]  靚見到你呢
[00:13:01.400 --> 00:13:03.400]  即係咁咁咁乜嘢嘢
[00:13:03.400 --> 00:13:05.400]  哎我有一種愛你個心
[00:13:05.400 --> 00:13:07.400]  嗰個唔係有咩問題
[00:13:07.400 --> 00:13:09.400]  但係神嗰種愛呢就係
[00:13:09.400 --> 00:13:11.400]  佢決定咗要
[00:13:11.400 --> 00:13:13.400]  愛你係納若嘅愛
[00:13:13.400 --> 00:13:15.400]  好似一夫一妻當佢哋去到
[00:13:15.400 --> 00:13:17.400]  呢一個嘅婚禮
[00:13:17.400 --> 00:13:19.400]  誓言嘅時候佢哋喺度
[00:13:19.400 --> 00:13:21.400]  發誓㗎
[00:13:21.400 --> 00:13:23.400]  話諗清楚When you say
[00:13:23.400 --> 00:13:25.400]  I do
[00:13:25.400 --> 00:13:31.400]  最近呢我都聽到有一個呢
[00:13:31.400 --> 00:13:33.400]  夫婦哎
[00:13:33.400 --> 00:13:35.400]  我唔講得畀你聽
[00:13:35.400 --> 00:13:37.400]  佢係好無奈地
[00:13:37.400 --> 00:13:39.400]  say I do
[00:13:39.400 --> 00:13:41.400]  即係梗係之後先至
[00:13:41.400 --> 00:13:43.400]  講返出嚟啦係好無奈地
[00:13:43.400 --> 00:13:45.400]  say I do
[00:13:45.400 --> 00:13:47.400]  好似係畀人哋的咗上個花轎去
[00:13:47.400 --> 00:13:49.400]  要佢嫁要佢去娶咁樣
[00:13:49.400 --> 00:13:51.400]  咁結果個後果係點呀
[00:13:51.400 --> 00:13:53.400]  後果梗係有問題啦
[00:13:53.400 --> 00:13:55.400]  Even say I do
[00:13:55.400 --> 00:13:57.400]  嘅時候呢即係好似
[00:13:57.400 --> 00:13:59.400]  唔say唔得啦
[00:13:59.400 --> 00:14:01.400]  嚟到呢個環境呢個情況底下
[00:14:01.400 --> 00:14:03.400]  咁話I don't do咩係咪
