
[00:00:00.000 --> 00:00:07.000]  以賽亞書,有幾段經文是大家比較熟悉的,而且很多人喜歡看
[00:13:17.000 --> 00:13:32.000]  若我不是有這個恩慈,你和我都不可以去到上帝那裏,上帝不單止對以賽亞有恩慈,對全世界都有恩慈,因為上帝的恩慈是說我可以猜誰去,誰肯為我們去呢?
[00:13:32.000 --> 00:13:52.000]  究竟以賽亞見過的是誰呢?新約聖經十二章就告訴我們,他所見到的是耶穌基督,就是未降生,未到成肉身的耶穌基督
[00:13:52.000 --> 00:14:18.000]  為何我這樣說呢?我們看,約翰福音第十二章,耶穌在猶太人面前行了很多神蹟,但仍然不信他,這就要應驗先知以賽亞所說,主下我們所傳的有誰信呢?主的傍臂向誰顯露呢?這裏就是以賽亞書第五十三章,另一段很熟悉的聖經,是說到這位受苦的彌賽亞
[00:14:18.000 --> 00:14:38.000]  接著說以賽亞說這些話是因為看見了他的榮耀,他就是基督的榮耀,就是指著他說話,那怎樣呢?耶穌基督未降生之前就是這樣,神學上有一個名詞就是形容耶穌基督未降生之前
[00:14:38.000 --> 00:14:54.000]  如果他向一個人顯現,不止一次,曾經幾次,一個名詞叫Christophany,就是Christ顯現,未降生之前的顯現,原來他未降生之前是向以賽亞顯現
[00:14:54.000 --> 00:15:23.000]  我想到上帝不止猜拳以賽亞,他自己來到這個世界尋找我們,來拯救我們,耶穌基督對那些人說,馬太福音第八章二十節,狐狸有動,天空的飛鳥有窩,但是人子卻沒有棲身的地方,沒有枕頭的地方
[00:15:23.000 --> 00:15:42.000]  我們怎能想像這個榮耀尊貴,他的衣裳遮蓋聖殿,他坐在高高的寶座上,有撒拉夫在他面前,這樣的上帝竟然來到這個世界,沒有枕頭的地方,這是不可以想像
[00:15:42.000 --> 00:15:58.000]  所以耶穌降生的時候,聖經說天使詳細察看者事,先士都不知道What's going on,為何上帝的獨身子,為何這個創天造地的耶穌基督竟然來到這個世界
[00:15:58.000 --> 00:16:21.000]  在馬太福音第一章,當童女瑪麗亞懷孕的時候,上帝就在夢中向約瑟他的未婚夫顯現,說大衛的子孫,約瑟你儘管放膽把瑪麗亞娶過來,因為所懷的孕是從聖命來的
[00:16:21.000 --> 00:16:39.000]  他必生一個兒子,你要給他起名叫耶穌,因他要把自己的子民從罪惡裏面救出來,這件事發生是應驗先知所講,必有童女懷孕生子他的名叫以馬來利,以馬來利是神與我們同在的意思
[00:16:39.000 --> 00:16:56.000]  神親自來找我們,神親自要向我們顯現,很難解釋,有首歌叫難以解釋,為何這麼尊榮的上帝竟然來到這個世界,難以解釋為何這個永恆的上帝竟然被釘死在十字架上
[00:16:56.000 --> 00:17:11.000]  難以解釋我們這樣的罪人竟然蒙他所愛,今日值得我們做一些反思,一些很嚴肅的反思
[00:17:11.000 --> 00:17:31.000]  或者你說牧師等等,我其實沒有見過這個異象,我又沒有見過耶穌,所以你不要怪我,你見到我又見不到,我們做一些反思可以幫助你思想
[00:17:31.000 --> 00:17:48.000]  第一,你怎樣看上帝就決定你一生,我曾經講過一篇道,你的神學思想怎樣,你的神學思想決定你所有行動
[00:17:48.000 --> 00:18:05.000]  神學思想就是你對上帝的認識和經歷,我們很多時候說要傳福音,因為看到人的需要,人在罪裏面的困境,這是對的
[00:18:05.000 --> 00:18:19.000]  但我覺得自己這樣的推動力是不夠的,因為我對人的愛心很有限,我自己也有很多問題和困難,我怎樣有空去愛人呢?而且人事實上不是很可愛
[00:18:19.000 --> 00:18:30.000]  教會裏面也有爭執,何況教會以外的人也很麻煩,既然這麼麻煩,我又有心無力,又有時無心無力,我怎樣去傳福音呢?
[00:18:30.000 --> 00:18:45.000]  我發現最大的推動力不是你,不是外面的需要,不是你有愛心,最大的推動力就是上帝的榮耀,當你看見上帝的榮耀的時候,你就整個彈起來
[00:18:45.000 --> 00:18:53.000]  當你看見上帝的榮耀的時候,你就不會遲到返崇拜,因為上帝在這裏,當你看見上帝的榮耀的時候,你就傳福音
[00:18:53.000 --> 00:19:07.000]  過去一個星期對我來說發生了兩件大事,第一就是我星期一到星期四去馬來西亞和另一個警察會一起思想在台灣宣教
[00:19:07.000 --> 00:19:27.000]  星期五回來開另一個會議,和另一班人向東南亞一個國家宣教,結果很感恩,結果他們也推薦我們報道會的警察會去參與統籌
[00:19:27.000 --> 00:19:44.000]  但我覺得最大的推動力不是這些地方有需要,台灣有需要,東南亞國家有需要,最大的推動力就是上帝的榮耀,因為上帝的榮耀,因為他的尊貴,因為他的聖潔
[00:19:44.000 --> 00:19:58.000]  因為他要,他說我可以猜念誰,誰肯為我們去,是上帝的,你對上帝的認識驅使你去侍奉他,驅使你去傳福音
[00:19:58.000 --> 00:20:11.000]  驅使你去過一個聖潔的生活,因為上帝的榮耀感動你,你就去要恕你身邊的人,你就去為他付出
[00:20:11.000 --> 00:20:28.000]  你說我看不到上帝的榮耀,以賽亞看到我看不到,有沒有搞錯,你看的比以賽亞還多,以賽亞那時還未出現新約聖經,耶穌基督還未降生成人
[00:20:28.000 --> 00:20:47.000]  你現在不單止看到以賽亞,你還看到但以理,聖經裏面記載但以理,見到上帝的榮耀,聖經裏面講過耶利米見到上帝的榮耀,使徒約翰見到上帝的榮耀,保羅解釋耶穌基督
[00:20:47.000 --> 00:20:59.000]  你全部見到,你在聖經裏面找到上帝的榮耀,你所認識的上帝比以賽亞當日認識的更多,所以其實你是一個有福的人
[00:20:59.000 --> 00:21:20.000]  你今日就可以與上帝相遇,或者上帝今日就會呼召你Grace,Lister,Keith,時先生,福哥,上帝今日會呼召你
[00:21:20.000 --> 00:21:33.000]  我可在這裏,我可以參與誰,你可以對上帝說我可在這裏,請參與我,你可以對好像以賽亞,上帝無論你要我去哪裏,我都去
[00:21:33.000 --> 00:21:48.000]  我今日不是叫大家去決志做一個宣教士,放下你的工作去馬來西亞柬埔寨,我今日是鼓勵大家對上帝說,上帝我在這裏,我願意在這個崗位裏面侍奉你
[00:21:48.000 --> 00:22:04.000]  我們前幾個禮拜都講過城市宣教,做宣教士不是去外面的,做宣教士不需要放下你的工作,你就是一個宣教士,你信每一個信耶穌基督的人就是一個宣教士,在你身邊已經有很多不同的人需要福音
[00:22:04.000 --> 00:22:20.000]  今日祖堂普通話崇拜,有一位姊妹以前未試過用普通話領詩,她說我願意,她對我們的牧師說我願意,出來領領得好,就是這麼簡單,你對上帝說我願意
[00:22:20.000 --> 00:22:31.000]  所以第二點我們要學習的就是效法以賽亞的自動請應,對上帝說我願意做
[00:22:31.000 --> 00:22:50.000]  我二十四歲的時候看到沒有教會,我說上帝我願意開一間教會,還未讀神學,剛剛讀完engineer出來,做了兩年engineer,又可以,不是我可以,是上帝可以,你夠膽請應上帝就夠膽用你
[00:22:50.000 --> 00:23:10.000]  第三就不需要擔心你有沒有力量恩典,因為上帝有足夠給你力量和恩典,在一百年前亨利福達就是Henry Ford就是發明汽車,製造汽車
[00:23:10.000 --> 00:23:24.000]  有一日他在街上行就見到有個人的汽車死火,你知道如果你開車和我一樣,你就打開車流蓋,無論你識不識都好你都會打開車流蓋,看看裏面的煙出來,那怎麼辦呢
[00:23:24.000 --> 00:23:46.000]  那亨利福達就行過去,朋友我可不可以幫你,他說是這架車不著,死了火,亨利福達就幫他整車行,嘩這樣開回來,我說為何你那麼包庇,他說因為我設計這架車我當然識修你,上帝設計你,上帝一定會給你足夠力量,上帝識修你,你不用擔心行不行
[00:23:48.000 --> 00:24:08.000]  早堂完了之後有位師弟跟我說我無用的,我說我甚麼都不識,上帝我說你不用擔心,上帝會給你足夠的恩典,上帝會給你足夠的力量,他可以搞定,第四點,預備付出代價,你侍奉神是要付出代價
[00:24:10.000 --> 00:24:33.000]  我做牧師我放下工作都要付出代價,我由堂會去到總會做付出的代價都幾大,辛苦過以前那份,但很感恩很rewarding看到上帝使用,看到人因為你的侍奉而得到福氣
[00:24:34.000 --> 00:25:00.000]  頂住,今日是猜拳月最後一日,下星期開始我們不是講猜拳,我講其他,我鼓勵大家用這個機會在神面前默默立志,你不用讓人知道,但你今日對上帝說我再借呂請猜獻,我不是叫你quit一份工去做傳道人宣教士
[00:25:01.000 --> 00:25:20.000]  我叫你對上帝說我願意在這個環境上,上帝你要我做什麼我就去,我就侍奉你,我們一起做一個祈禱,我希望大家閉上眼,你不要看旁邊那個,我為你祈禱
[00:25:21.000 --> 00:25:35.000]  如果你有感動的話,當我邀請的時候,你輕輕將你的手舉起,你對上帝說,上帝會看到,其他人看不到,不要緊,上帝會使用你,帶領你,祝福你,我們一起祈禱
[00:25:36.000 --> 00:25:54.000]  上帝我們感謝你昔日以塞亞看到的景象,他和你的相遇,今日你也透過這段聖經,你要和我們相遇,你呼召我們,你在我們每一個人面前都說這句話,我可以猜獻誰呢,誰肯為我去呢
[00:25:55.000 --> 00:26:11.000]  我為在在每一位禱告,主我求你令感動他,求你接受他對你的決志,大大的使用他,叫他過一個更加豐盛的生命,比以前更加豐盛,更加經歷到主
[00:26:12.000 --> 00:26:31.000]  弟兄姊妹,我只問一次,如果你有個心智今日對上帝說,我願意,我在這裏請差,請你舉手,多謝,多謝,多謝,多謝,好,放下,我為你禱告
[00:26:32.000 --> 00:26:50.000]  今日你舉的手很簡單,但上帝在高高的寶座上看到,他要大大的使用你,好像他使用以塞亞一樣,主我們多謝你看到六七位弟兄姊妹在你面前舉手,對你說主我在這裏請猜獻我,我求你恩待他
[00:26:51.000 --> 00:27:12.000]  我表示我知道你是用心的,求你使用他,求你在他未來的日子裏面更加深入經歷,更加看到你的榮耀尊貴,他面前面對的困難,或者很多的憂患,或者無論身體,心靈,年紀,經歷面對一些阻隔,一些困難
[00:27:13.000 --> 00:27:32.000]  你讓他有一個舒服,有一個喜樂的心,你讓他有十分的平安,你讓他看到這個世界的景象,看到你自己的榮美,看到你愛人靈魂的心,叫他能夠在人生裏面更大的得著你的祝福,又成為別人的祝福
[00:27:33.000 --> 00:27:57.000]  我亦都為到在在每一位禱告,若果當中有未相信你的,求你讓他看到耶穌基督這位創天造地的真實,竟然離開天上的榮華,來到這個地方,被釘十字架,為我們受盡凌辱,原來為了拯救我們,主我們願祢的愛,願祢的榮耀來激勵我們,我們多謝禱告奉耶穌基督的名,阿們
