
[00:00:00.000 --> 00:00:04.000]  今日的講題是「明日復明日」
[00:02:24.540 --> 00:02:26.740]  有病遲一點檢查
[00:02:26.740 --> 00:02:28.240]  遲一點就醫
[00:02:28.240 --> 00:02:32.140]  我們會察覺到可大可小
[00:02:32.140 --> 00:02:33.940]  但更值得留意的是
[00:02:33.940 --> 00:02:36.620]  如果我們用藥罪
[00:02:36.620 --> 00:02:40.260]  在我們生命裡面滋生
[00:02:40.260 --> 00:02:42.880]  一直拖延不處理
[00:02:42.880 --> 00:02:47.320]  原來後果可以是不堪設想
[00:02:47.320 --> 00:02:49.500]  今天講到的範圍
[00:02:49.500 --> 00:02:51.500]  你們細心看程序表就知道了
[00:02:51.500 --> 00:02:54.440]  橫跨第六章和第七章
[00:02:54.440 --> 00:02:55.700]  如果大家還記得
[00:02:55.700 --> 00:02:57.240]  我上一次講道的時候
[00:02:57.240 --> 00:02:58.500]  講第五章
[00:02:58.500 --> 00:02:59.740]  雖然都是兩個月之前
[00:02:59.740 --> 00:03:01.580]  為什麼中間夾雜著
[00:03:01.580 --> 00:03:04.640]  唐慶和講礦唐的
[00:03:04.640 --> 00:03:06.780]  接著敬拜習美主人
[00:03:06.780 --> 00:03:08.020]  所以我就要跳了
[00:03:08.020 --> 00:03:11.120]  真面目就不能講了
[00:03:11.120 --> 00:03:11.780]  重溫一下
[00:03:11.780 --> 00:03:13.920]  講道第五章的時候講
[00:03:13.920 --> 00:03:16.660]  我們要防備外遇
[00:03:16.660 --> 00:03:18.820]  阿爾、小三那些太好聽了
[00:03:18.820 --> 00:03:21.200]  聖經是用孕婦來形容的
[00:03:21.200 --> 00:03:22.500]  一方面要防備外遇
[00:03:22.500 --> 00:03:24.500]  一方面我們要忠於內室
[00:03:24.500 --> 00:03:26.840]  就是忠於配偶
[00:03:26.840 --> 00:03:28.040]  如果我們跳了
[00:03:28.040 --> 00:03:31.300]  不看剛才我們讀的十九節的經文
[00:03:31.300 --> 00:03:32.340]  當你有聖經的時候
[00:03:32.340 --> 00:03:33.480]  你會發現
[00:03:33.480 --> 00:03:35.300]  聖經的作者又在勸喻
[00:03:35.300 --> 00:03:36.540]  我兒子你要怎樣怎樣
[00:03:36.540 --> 00:03:38.380]  就鼓勵我們要
[00:03:38.380 --> 00:03:42.120]  持新守節的六章二十節至三十五節
[00:03:42.120 --> 00:03:45.180]  過聖潔的生活
[00:03:45.180 --> 00:03:47.820]  到七章的時候
[00:03:47.820 --> 00:03:49.520]  要遠避孕婦
[00:03:49.520 --> 00:03:50.720]  再具體一點
[00:03:50.720 --> 00:03:51.620]  再講一次
[00:03:51.620 --> 00:03:56.260]  那些孕婦怎樣在街頭賣弄他們的知識
[00:03:56.260 --> 00:03:58.060]  怎樣來兜搭那些人
[00:03:58.060 --> 00:03:59.660]  來搭上
[00:03:59.660 --> 00:04:01.260]  叫人防備
[00:04:01.260 --> 00:04:03.700]  所以中間那段的經文
[00:04:03.700 --> 00:04:05.740]  其實沒理由是零零碎碎
[00:04:05.740 --> 00:04:06.700]  好像我們
[00:04:06.700 --> 00:04:07.580]  如果你有和合本
[00:04:07.580 --> 00:04:08.540]  你看大標題
[00:04:08.540 --> 00:04:10.140]  不要做擔保人
[00:04:10.140 --> 00:04:11.580]  第二就是不要懶惰
[00:04:11.580 --> 00:04:14.220]  第三就是那些作惡的人怎樣
[00:04:14.220 --> 00:04:19.860]  為甚麼好像和前文後理無關呢
[00:04:19.860 --> 00:04:22.320]  真言的作者
[00:04:22.320 --> 00:04:25.160]  在第一章至第九章是所羅門
[00:04:25.160 --> 00:04:26.700]  他在日常的生活裏面
[00:04:26.700 --> 00:04:28.020]  寫了很多很寶貴的說話
[00:04:28.020 --> 00:04:31.260]  就好像我們剛才讀的詩
[00:04:31.260 --> 00:04:33.160]  但人們會將它收集在一起
[00:04:33.160 --> 00:04:34.340]  放在一起的時候
[00:04:34.340 --> 00:04:37.700]  原來有一個訊息很想傳遞的
[00:04:37.700 --> 00:04:40.640]  我們就帶大家繼續理對思想
[00:04:40.640 --> 00:04:44.940]  六章一節五節
[00:04:44.940 --> 00:04:45.440]  所羅門說
[00:04:45.440 --> 00:04:45.940]  我兒
[00:04:45.940 --> 00:04:47.240]  你如果為朋友作保
[00:04:47.240 --> 00:04:48.320]  替愛人擊掌
[00:04:48.320 --> 00:04:49.180]  即是做擔保人
[00:04:49.180 --> 00:04:50.520]  擊掌都是那種儀式
[00:04:50.520 --> 00:04:51.880]  這就是了
[00:04:51.880 --> 00:04:52.920]  好像我們中國人說
[00:04:52.920 --> 00:04:54.860]  牙齒當金洗了
[00:04:54.860 --> 00:04:57.020]  口頭的承諾
[00:04:57.020 --> 00:04:58.700]  或者書面的簽署
[00:04:58.700 --> 00:05:01.320]  他說你就被口中的話語纏住
[00:05:01.320 --> 00:05:03.360]  被嘴裏的言語捉住
[00:05:03.360 --> 00:05:05.300]  我兒你記錄在朋友手中
[00:05:05.300 --> 00:05:06.160]  就當這樣行
[00:05:06.160 --> 00:05:07.240]  才可以救自己
[00:05:07.240 --> 00:05:08.940]  你要自卑去懇求你的朋友
[00:05:08.940 --> 00:05:10.440]  不要用你的眼睛睡覺
[00:05:10.440 --> 00:05:11.900]  不要用你的眼皮打盹
[00:05:11.900 --> 00:05:13.040]  你要救自己
[00:05:13.040 --> 00:05:15.540]  好像鹿脫離獵戶的手
[00:05:15.540 --> 00:05:19.180]  好像鳥脫離捕鳥人的手
[00:05:19.180 --> 00:05:20.120]  眼看這段經文
[00:05:20.120 --> 00:05:22.080]  真的以為不要做擔保人
[00:05:22.080 --> 00:05:25.020]  我記得在我初信主甚至做傳道人的時候
[00:05:25.020 --> 00:05:25.620]  就記得
[00:05:25.620 --> 00:05:26.120]  哎呀 糟了
[00:05:26.120 --> 00:05:27.920]  如果突然之間找自己做擔保人是怎樣呢
[00:05:27.920 --> 00:05:29.120]  我最初來到美恩堂
[00:05:29.120 --> 00:05:30.520]  就是做學生工作的
[00:05:30.520 --> 00:05:32.260]  到他們讀大專的時候
[00:05:32.260 --> 00:05:34.360]  就可以申請政府的資助
[00:05:34.360 --> 00:05:36.620]  原來要找擔保人的
[00:05:36.620 --> 00:05:38.200]  很自然就問我們
[00:05:38.200 --> 00:05:39.500]  當時我就問牧師
[00:05:39.500 --> 00:05:41.500]  傳道人可不可以做擔保人
[00:05:41.500 --> 00:05:43.200]  做得一個 做得兩個 做得三個
[00:05:43.200 --> 00:05:44.800]  那怎麼辦呢
[00:05:44.800 --> 00:05:46.300]  會不會不太好呢
[00:05:46.300 --> 00:05:48.640]  突然之間會有這些錢銀像的瓜葛
[00:05:48.640 --> 00:05:50.240]  結果好像不太好
[00:05:50.240 --> 00:05:51.140]  側面又這樣說
[00:05:51.140 --> 00:05:52.580]  結果找了什麼人做呢
[00:05:52.580 --> 00:05:53.620]  好像不太適合
[00:05:53.620 --> 00:05:55.540]  找了導師做
[00:05:55.540 --> 00:05:56.780]  將責任推到導師那裡
[00:05:56.780 --> 00:05:58.960]  你們做吧
[00:05:58.960 --> 00:06:00.660]  但真的到很後期才知道
[00:06:00.660 --> 00:06:01.280]  我就想
[00:06:01.280 --> 00:06:02.520]  是不是真的不要做擔保人
[00:06:02.520 --> 00:06:04.220]  這個世界那些怎樣生活呢
[00:06:04.220 --> 00:06:05.800]  怎樣生存呢
[00:06:05.800 --> 00:06:07.220]  我就看回聖經
[00:06:07.220 --> 00:06:08.860]  是不是也沒有這樣的例子呢
[00:06:08.860 --> 00:06:10.060]  當然聖經有的例子
[00:06:10.060 --> 00:06:11.960]  不代表我們要跟
[00:06:11.960 --> 00:06:14.540]  不過有的例子又反映著
[00:06:14.540 --> 00:06:16.740]  聖經不是要禁止的
[00:06:16.740 --> 00:06:17.940]  以下就舉兩個例子
[00:06:17.940 --> 00:06:20.040]  一舊的聖經
[00:06:20.040 --> 00:06:21.940]  我記得約瑟的故事
[00:06:21.940 --> 00:06:23.140]  被哥哥賣了
[00:06:23.140 --> 00:06:25.240]  接著他就去了埃及
[00:06:25.240 --> 00:06:28.780]  輾轉底下他做了宰相
[00:06:28.780 --> 00:06:30.020]  他自己家鄉饑荒
[00:06:30.020 --> 00:06:32.180]  家人就來到埃及找糧食
[00:06:32.180 --> 00:06:34.820]  第一次給他拿回家了
[00:06:34.820 --> 00:06:36.320]  接著不夠就再去拿
[00:06:36.320 --> 00:06:38.900]  約瑟就叫他的哥哥未相認的
[00:06:38.900 --> 00:06:40.520]  你帶你的兄弟來
[00:06:40.520 --> 00:06:41.600]  還有誰呢
[00:06:41.600 --> 00:06:43.700]  他很想見一下弟弟辯雅敏
[00:06:43.700 --> 00:06:44.860]  雅各
[00:06:44.860 --> 00:06:46.400]  就是約瑟的爸爸
[00:06:46.400 --> 00:06:47.640]  聽到尤大
[00:06:47.640 --> 00:06:48.640]  其中一個兒子說
[00:06:48.640 --> 00:06:50.000]  要帶辯雅敏去
[00:06:50.000 --> 00:06:50.600]  為什麼呢
[00:06:50.600 --> 00:06:51.640]  就在那裡責備他
[00:06:51.640 --> 00:06:53.780]  接著尤大就做了一個承諾
[00:06:53.780 --> 00:06:56.140]  在《創世紀》43章9節
[00:06:56.140 --> 00:06:58.340]  你可從我手中追討
[00:06:58.340 --> 00:07:00.040]  我如果不將辯雅敏
[00:07:00.040 --> 00:07:01.480]  帶回來在你面前
[00:07:01.480 --> 00:07:03.980]  我情願永遠擔罪
[00:07:03.980 --> 00:07:06.520]  我全負責
[00:07:06.520 --> 00:07:07.920]  如果不將她帶回來
[00:07:07.920 --> 00:07:09.260]  好像我們平時說的
[00:07:09.260 --> 00:07:12.960]  將我的人頭當椅子坐
[00:07:12.960 --> 00:07:14.220]  在《新約聖經》
[00:07:14.220 --> 00:07:15.220]  原來有另一個人
[00:07:15.220 --> 00:07:16.800]  都會為別人來做擔保
[00:07:16.800 --> 00:07:18.360]  這個就是保羅
[00:07:18.360 --> 00:07:20.560]  保羅認識了一個人叫阿尼西姆
[00:07:20.560 --> 00:07:21.640]  他原本是奴隸
[00:07:21.640 --> 00:07:24.500]  是肥利門的僕人
[00:07:24.500 --> 00:07:25.840]  估計他應該是犯了點錯
[00:07:25.840 --> 00:07:26.900]  可能是偷了別人的錢
[00:07:26.900 --> 00:07:27.540]  他逃走
[00:07:27.540 --> 00:07:28.880]  期間他就認識了保羅
[00:07:28.880 --> 00:07:30.140]  保羅帶他信主
[00:07:30.140 --> 00:07:32.180]  叫他應該要迴轉悔改
[00:07:32.180 --> 00:07:33.980]  但保羅又很想留他在身邊
[00:07:33.980 --> 00:07:36.140]  所以寫信回去給肥利門
[00:07:36.140 --> 00:07:37.880]  就跟他說
[00:07:37.880 --> 00:07:39.320]  如果他虧負你什麼
[00:07:39.320 --> 00:07:41.060]  或者他欠了你什麼
[00:07:41.060 --> 00:07:43.360]  都歸在我的帳上
[00:07:43.360 --> 00:07:44.960]  就是入我數
[00:07:44.960 --> 00:07:46.260]  我們會說
[00:07:46.260 --> 00:07:51.120]  這個是我保羅親筆寫的承諾
[00:07:51.120 --> 00:07:52.660]  不單是口頭承諾
[00:07:52.660 --> 00:07:55.560]  書面承諾
[00:07:55.560 --> 00:07:59.100]  所以《聖經》沒有禁止人做擔保人
[00:07:59.100 --> 00:08:00.000]  而事實上近期
[00:08:00.000 --> 00:08:01.380]  我和蔡先生都要做擔保人
[00:08:01.380 --> 00:08:02.400]  為什麼呢
[00:08:02.400 --> 00:08:04.840]  其中一樣就是在上水
[00:08:04.840 --> 00:08:06.740]  我們就逐租
[00:08:06.740 --> 00:08:08.740]  上水的租金一個月
[00:08:08.740 --> 00:08:09.980]  去年就二萬元
[00:08:09.980 --> 00:08:11.820]  業主一家就說二萬四
[00:08:11.820 --> 00:08:13.620]  他當然寫信去說
[00:08:13.620 --> 00:08:14.920]  我們都是服務基層
[00:08:14.920 --> 00:08:16.520]  我們很多都是來自基層的
[00:08:16.520 --> 00:08:17.560]  所以我們收入微薄
[00:08:17.560 --> 00:08:21.560]  我們又是非牟利的機構
[00:08:21.560 --> 00:08:22.700]  結果他減二萬三
[00:08:22.700 --> 00:08:24.600]  就再寫
[00:08:24.600 --> 00:08:26.200]  接著他就不減了
[00:08:26.200 --> 00:08:27.200]  就打電話來
[00:08:27.200 --> 00:08:28.600]  不再減了
[00:08:28.600 --> 00:08:30.700]  結果還要我們給兩個擔保人
[00:08:30.700 --> 00:08:31.840]  不知道是不是說得太慘
[00:08:31.840 --> 00:08:34.240]  他怕我們沒有租交
[00:08:34.240 --> 00:08:37.140]  要我們有兩個董事做擔保人
[00:08:37.140 --> 00:08:38.780]  我和蔡先生就說
[00:08:38.780 --> 00:08:39.280]  快呀
[00:08:39.280 --> 00:08:40.920]  我們兩個就搞定了
[00:08:40.920 --> 00:08:42.080]  董事會通過
[00:08:42.080 --> 00:08:45.920]  給我們兩個做擔保人
[00:08:45.920 --> 00:08:47.460]  擔保在這個社會上
[00:08:47.460 --> 00:08:48.160]  可能很多時候
[00:08:48.160 --> 00:08:50.780]  是我們生活其中一種的方式
[00:08:50.780 --> 00:08:54.460]  《聖經》究竟在說些什麼呢
[00:08:54.460 --> 00:08:55.820]  你如果為朋友作保
[00:08:55.820 --> 00:08:56.820]  替外人擊掌
[00:08:56.820 --> 00:08:58.960]  你就會被口中的壞語纏著
[00:08:58.960 --> 00:09:00.960]  被嘴裡的言語捉著
[00:09:00.960 --> 00:09:02.960]  就是說有些事情承諾了
[00:09:02.960 --> 00:09:04.960]  你就要受約束了
[00:09:04.960 --> 00:09:06.960]  就要受捆綁了
[00:09:06.960 --> 00:09:08.960]  那就受約束
[00:09:08.960 --> 00:09:10.960]  就受捆綁了
[00:09:10.960 --> 00:09:12.960]  原來這裡說的是什麼呢
[00:09:12.960 --> 00:09:14.960]  我們受約束
[00:09:14.960 --> 00:09:15.960]  受捆綁
[00:09:15.960 --> 00:09:17.960]  有時候是未必我們承擔得起
[00:09:17.960 --> 00:09:19.960]  這種約束和捆綁
[00:09:19.960 --> 00:09:21.960]  甚至是當我們受不起
[00:09:21.960 --> 00:09:23.960]  我們毀約的時候
[00:09:23.960 --> 00:09:27.960]  結果是我們沒有能力承擔那種後果
[00:09:27.960 --> 00:09:29.960]  例如我們做擔保人
[00:09:29.960 --> 00:09:31.960]  其實別人有債項
[00:09:31.960 --> 00:09:32.960]  他還不了
[00:09:32.960 --> 00:09:34.960]  結果是要我們還
[00:09:34.960 --> 00:09:36.960]  我們可能是傾家蕩產
[00:09:36.960 --> 00:09:38.960]  牽連整個家庭
[00:09:38.960 --> 00:09:40.960]  甚至可能是
[00:09:40.960 --> 00:09:42.960]  這些中間人不要做
[00:09:42.960 --> 00:09:45.960]  做了是會破壞關係的
[00:09:45.960 --> 00:09:48.960]  會有金錢的瓜葛糾紛
[00:09:48.960 --> 00:09:51.960]  連兄弟都可以反目承受
[00:09:51.960 --> 00:09:53.960]  所以中國人都有說話
[00:09:53.960 --> 00:09:58.960]  不做中,不做保,不做媒人
[00:09:58.960 --> 00:10:00.960]  三代好
[00:10:00.960 --> 00:10:03.960]  似乎都叫我們不要做中間人
[00:10:03.960 --> 00:10:04.960]  為什麼呢
[00:10:04.960 --> 00:10:06.960]  勸交那些人多數是怎樣的
[00:10:06.960 --> 00:10:08.960]  結果勸交過被人打
[00:10:08.960 --> 00:10:10.960]  做媒人呢
[00:10:10.960 --> 00:10:12.960]  介紹得好就說
[00:10:12.960 --> 00:10:14.960]  介紹得不好又怎樣
[00:10:14.960 --> 00:10:16.960]  怨你
[00:10:16.960 --> 00:10:18.960]  當然這裡說的是
[00:10:18.960 --> 00:10:19.960]  不是真的叫我們不要做
[00:10:19.960 --> 00:10:21.960]  是叫我們衡量清楚
[00:10:21.960 --> 00:10:24.960]  但當發現我答應了
[00:10:24.960 --> 00:10:25.960]  那怎樣呢
[00:10:25.960 --> 00:10:27.960]  所以來到三至五就很重要
[00:10:27.960 --> 00:10:29.960]  我而你記錄在朋友手中
[00:10:29.960 --> 00:10:31.960]  總之你答應了
[00:10:31.960 --> 00:10:34.960]  你要發現自己承擔不起
[00:10:34.960 --> 00:10:35.960]  那你要怎樣
[00:10:35.960 --> 00:10:37.960]  你應該這樣做
[00:10:37.960 --> 00:10:38.960]  你才可以救自己
[00:10:38.960 --> 00:10:39.960]  怎樣做
[00:10:39.960 --> 00:10:40.960]  其實怎樣做是一句
[00:10:40.960 --> 00:10:42.960]  你要自卑去懇求你的朋友
[00:10:42.960 --> 00:10:45.960]  你要自卑即是放下自己
[00:10:45.960 --> 00:10:47.960]  反而你求你朋友原諒
[00:10:47.960 --> 00:10:48.960]  我做不到
[00:10:48.960 --> 00:10:50.960]  我要收回承諾
[00:10:50.960 --> 00:10:51.960]  不好意思
[00:10:51.960 --> 00:10:53.960]  我背不起
[00:10:53.960 --> 00:10:55.960]  第四第五節
[00:10:55.960 --> 00:10:57.960]  已經不是說怎樣求朋友
[00:10:57.960 --> 00:10:59.960]  第四第五節是說
[00:10:59.960 --> 00:11:00.960]  求朋友的態度的過程
[00:11:00.960 --> 00:11:01.960]  我們應該怎樣
[00:11:01.960 --> 00:11:03.960]  不要用你的眼睛睡覺
[00:11:03.960 --> 00:11:05.960]  不要用你的眼皮打盹
[00:11:05.960 --> 00:11:06.960]  這個我們崇拜的時候
[00:11:06.960 --> 00:11:08.960]  很容易體會的
[00:11:08.960 --> 00:11:10.960]  我們會閉上眼睛睡覺
[00:11:10.960 --> 00:11:12.960]  有時我上課的時候
[00:11:12.960 --> 00:11:14.960]  有時很想錄影一下自己
[00:11:14.960 --> 00:11:16.960]  究竟是不是閉上眼睛
[00:11:16.960 --> 00:11:17.960]  別人看不看得到
[00:11:17.960 --> 00:11:19.960]  眼皮都打盹
[00:11:19.960 --> 00:11:21.960]  不要拖延
[00:11:21.960 --> 00:11:23.960]  不要等
[00:11:23.960 --> 00:11:25.960]  作者再講一個比喻
[00:11:25.960 --> 00:11:27.960]  你要救自己
[00:11:27.960 --> 00:11:29.960]  怎樣救
[00:11:29.960 --> 00:11:31.960]  好像拿脫離獵戶的手
[00:11:31.960 --> 00:11:33.960]  好像撩脫離捕獵人的手
[00:11:33.960 --> 00:11:37.960]  我們可能很少打獵
[00:11:37.960 --> 00:11:38.960]  但以前的人經常打獵
[00:11:38.960 --> 00:11:40.960]  打獵除了我們想像可以找槍
[00:11:40.960 --> 00:11:41.960]  找箭
[00:11:41.960 --> 00:11:43.960]  那些人還會怎樣
[00:11:43.960 --> 00:11:45.960]  就會佈下天羅地網
[00:11:45.960 --> 00:11:47.960]  可能擺個網
[00:11:47.960 --> 00:11:48.960]  可能擺個陷阱
[00:11:48.960 --> 00:11:50.960]  或者用夾子夾住
[00:11:50.960 --> 00:11:52.960]  以前家裡也有老鼠
[00:11:52.960 --> 00:11:54.960]  所以也會有老鼠籠夾住
[00:11:54.960 --> 00:11:56.960]  夾住
[00:11:56.960 --> 00:11:58.960]  你是不是第一次發現
[00:11:58.960 --> 00:12:00.960]  那些獵物落網
[00:12:00.960 --> 00:12:02.960]  獵人是不是第一次發現
[00:12:02.960 --> 00:12:04.960]  不是
[00:12:04.960 --> 00:12:06.960]  你又想像
[00:12:06.960 --> 00:12:08.960]  如果你是那隻小鳥
[00:12:08.960 --> 00:12:10.960]  或者你是那隻驢
[00:12:10.960 --> 00:12:12.960]  被那些捕獸物
[00:12:12.960 --> 00:12:14.960]  捉住
[00:12:14.960 --> 00:12:16.960]  你第一個反應是怎樣
[00:12:16.960 --> 00:12:18.960]  死了就任由它
[00:12:18.960 --> 00:12:20.960]  我們同工剛受訓練
[00:12:20.960 --> 00:12:22.960]  玩戰爭遊戲室內
[00:12:22.960 --> 00:12:24.960]  由於我們
[00:12:24.960 --> 00:12:26.960]  年紀都大了
[00:12:26.960 --> 00:12:28.960]  所以打死
[00:12:28.960 --> 00:12:30.960]  死了就任由它
[00:12:30.960 --> 00:12:34.960]  但如果你真的是那些獵物
[00:12:34.960 --> 00:12:36.960]  你第一時間不會說
[00:12:36.960 --> 00:12:38.960]  死了就任由它
[00:12:38.960 --> 00:12:40.960]  你會趁那些獵人還沒到的時候
[00:12:40.960 --> 00:12:42.960]  當然是走
[00:12:42.960 --> 00:12:44.960]  掙扎
[00:12:44.960 --> 00:12:46.960]  你要救自己
[00:12:46.960 --> 00:12:48.960]  好像那些鹿和鳥
[00:12:48.960 --> 00:12:50.960]  你怎樣爭取時間
[00:12:50.960 --> 00:12:52.960]  把握機會去走
[00:12:52.960 --> 00:12:54.960]  脫離那些獵人的手
[00:12:54.960 --> 00:12:56.960]  所以這裡說
[00:12:56.960 --> 00:12:58.960]  在我們做擔保人的時候
[00:12:58.960 --> 00:13:00.960]  發現
[00:13:00.960 --> 00:13:02.960]  不是對路的時候
[00:13:02.960 --> 00:13:04.960]  就及早去救自己
[00:13:04.960 --> 00:13:08.960]  六章六至十一節
[00:13:08.960 --> 00:13:12.960]  我們很熟悉
[00:13:12.960 --> 00:13:14.960]  很多人
[00:13:14.960 --> 00:13:16.960]  你去測看螞蟻的動作就可以得智慧
[00:13:16.960 --> 00:13:18.960]  螞蟻是怎樣的呢
[00:13:18.960 --> 00:13:20.960]  沒有元帥、沒有官長、沒有君王
[00:13:20.960 --> 00:13:22.960]  但他們懂得在夏天
[00:13:22.960 --> 00:13:24.960]  預備食物,在收割的時候
[00:13:24.960 --> 00:13:26.960]  聚殮糧食
[00:13:26.960 --> 00:13:28.960]  難道你要睡到什麼時候呢
[00:13:28.960 --> 00:13:30.960]  你何時睡醒呢
[00:13:30.960 --> 00:13:32.960]  再睡片時,打盾片時
[00:13:32.960 --> 00:13:34.960]  抱著手躺臥片時
[00:13:34.960 --> 00:13:36.960]  你的貧窮就必如強盜蓄來
[00:13:36.960 --> 00:13:38.960]  你的窮乏,你的缺乏
[00:13:38.960 --> 00:13:40.960]  就彷彿拿兵器的人來到
[00:13:40.960 --> 00:13:42.960]  很多年青人回五堂
[00:13:42.960 --> 00:13:44.960]  有些考試
[00:13:44.960 --> 00:13:46.960]  兩個學期的就說放完假考試
[00:13:46.960 --> 00:13:48.960]  三個學期制的
[00:13:48.960 --> 00:13:50.960]  就應該正在考試
[00:13:50.960 --> 00:13:52.960]  通常明天才讀
[00:13:52.960 --> 00:13:54.960]  回團契先,玩完先
[00:13:54.960 --> 00:13:56.960]  回崇拜先
[00:13:56.960 --> 00:13:58.960]  今天先吃飯
[00:13:58.960 --> 00:14:00.960]  很多這些
[00:14:00.960 --> 00:14:02.960]  不要再說了,看看螞蟻
[00:14:02.960 --> 00:14:04.960]  懶惰人,快點溫書
[00:14:04.960 --> 00:14:06.960]  是我們很多時候這樣去應用
[00:14:08.960 --> 00:14:10.960]  螞蟻是很勤力的
[00:14:10.960 --> 00:14:12.960]  為什麼它會給人一種勤力的印象呢
[00:14:12.960 --> 00:14:14.960]  或者這裡是否只鼓勵我們要勤力工作呢
[00:14:14.960 --> 00:14:16.960]  我們可以再細心看看
[00:14:16.960 --> 00:14:18.960]  不知道大家有沒有聽過
[00:14:18.960 --> 00:14:20.960]  蟋蟀和螞蟻的語言故事呢
[00:14:20.960 --> 00:14:22.960]  有沒有聽過
[00:14:22.960 --> 00:14:24.960]  有的舉手了解一下
[00:14:24.960 --> 00:14:26.960]  都有,有些沒有
[00:14:26.960 --> 00:14:28.960]  五堂時間也有一點
[00:14:28.960 --> 00:14:30.960]  可以說一下
[00:14:30.960 --> 00:14:32.960]  我昨天扮蟋蟀叫
[00:14:32.960 --> 00:14:34.960]  結果發現
[00:14:34.960 --> 00:14:36.960]  扮錯了,扮成蟬叫
[00:14:36.960 --> 00:14:38.960]  (笑)
[00:14:38.960 --> 00:14:40.960]  夏天時就這樣叫
[00:14:40.960 --> 00:14:42.960]  蟋蟀怎麼叫呢
