
[00:00:00.000 --> 00:00:05.860]  好 今天的題目叫《牧者告白:他自己的宣告》
[00:10:17.100 --> 00:10:19.060]  我們跟隨他的人
[00:10:19.060 --> 00:10:22.940]  豈能夠倖免逃避呢
[00:10:22.940 --> 00:10:24.980]  所以一個侍奉神的人
[00:10:24.980 --> 00:10:27.380]  我們有時候面對苦楚
[00:10:27.380 --> 00:10:28.460]  記住
[00:10:28.460 --> 00:10:30.980]  是一個很自然的事
[00:10:30.980 --> 00:10:32.420]  正如彼得
[00:10:32.420 --> 00:10:36.140]  都因為傳福音而被捕下獄
[00:10:36.140 --> 00:10:39.340]  那被凌辱 被鞭打
[00:10:39.340 --> 00:10:41.780]  最終彼得都是釘十字架
[00:10:41.780 --> 00:10:44.380]  不過彼得說十字架是一個榮耀
[00:10:44.380 --> 00:10:47.980]  所以相傳我不可以就這樣釘十字架
[00:10:47.980 --> 00:10:50.900]  結果是倒釘十字架
[00:10:50.900 --> 00:10:52.340]  他不單單受苦
[00:10:52.340 --> 00:10:54.180]  但也請你記住
[00:10:54.180 --> 00:10:55.860]  他是說到什麼
[00:10:55.860 --> 00:10:57.900]  是同享後來
[00:10:57.900 --> 00:11:00.900]  所要顯現我們的榮耀
[00:11:00.900 --> 00:11:04.420]  他知道今天我們為主擺上的
[00:11:04.420 --> 00:11:07.220]  絕對絕對不是白費的
[00:11:07.220 --> 00:11:09.820]  好了 接著他又怎麼說
[00:11:09.820 --> 00:11:12.820]  他說到 我就勸你們中間
[00:11:12.820 --> 00:11:15.620]  和我同作長老的人
[00:11:15.620 --> 00:11:20.060]  這句話其實背後很大的感受
[00:11:20.060 --> 00:11:22.580]  就是顯出彼得
[00:11:22.580 --> 00:11:27.820]  和那些教會的領導者認同
[00:11:27.820 --> 00:11:29.500]  絕對不是高高在上
[00:11:29.500 --> 00:11:31.420]  我再說 如果用仕途身份
[00:11:31.420 --> 00:11:33.980]  是應該高過那幫教會領導的
[00:11:33.980 --> 00:11:36.220]  但是他現在和這幫人認同
[00:11:36.220 --> 00:11:40.060]  不是把自己放在一個很高的位置裡
[00:11:40.060 --> 00:11:43.380]  那我們作為神的僕人
[00:11:43.380 --> 00:11:44.860]  教會的領導
[00:11:44.860 --> 00:11:47.660]  受神所委託的時候
[00:11:47.660 --> 00:11:49.580]  我們積分不同
[00:11:49.580 --> 00:11:52.940]  但是雖然某個程度來講
[00:11:52.940 --> 00:11:54.780]  我們的身份是很尊貴的
[00:11:54.780 --> 00:11:56.340]  但是不要忘記我們的本質
[00:11:56.340 --> 00:11:58.220]  我和大家是一樣的
[00:11:58.220 --> 00:12:00.340]  都是神的兒女
[00:12:00.340 --> 00:12:02.220]  甚至有時候我都在那個教會
[00:12:02.220 --> 00:12:05.340]  以前不是那麼聽話的兒女
[00:12:05.340 --> 00:12:08.820]  我們一定要和弟兄姊妹認同
[00:12:08.820 --> 00:12:10.780]  不能夠分割
[00:12:10.780 --> 00:12:12.420]  我自己覺得這個教會領袖
[00:12:12.420 --> 00:12:14.660]  絕對不是高高在上
[00:12:14.660 --> 00:12:17.780]  是進入到弟兄姊妹的當中
[00:12:17.780 --> 00:12:19.780]  和我們一起看齊
[00:12:19.780 --> 00:12:21.100]  正如主耶穌基督
[00:12:21.100 --> 00:12:24.700]  是升入高天至尊至榮的大祭司
[00:12:24.700 --> 00:12:26.580]  但是他和我們認同
[00:12:26.580 --> 00:12:30.380]  今天如果我們和弟兄姊妹
[00:12:30.380 --> 00:12:31.940]  有一個很遠的距離
[00:12:31.940 --> 00:12:34.540]  覺得自己身份很超然的時候
[00:12:34.540 --> 00:12:36.340]  那就很危險了
[00:12:36.340 --> 00:12:39.260]  從上而下的教導
[00:12:39.260 --> 00:12:41.180]  是沒有那種生命力的
[00:12:41.180 --> 00:12:43.580]  你只是可能在一些理論
[00:12:43.580 --> 00:12:46.180]  變成空洞無物的宣傳
[00:12:46.180 --> 00:12:48.180]  你看我們這些高官
[00:12:48.180 --> 00:12:51.060]  就是沒有進入到民間裡面
[00:12:51.060 --> 00:12:53.340]  甚至可能我們以前是在基層
[00:12:53.340 --> 00:12:56.340]  但是現在有錢有地位了
[00:12:56.340 --> 00:13:01.700]  是不會體會到民間的困難和苦楚
[00:13:01.700 --> 00:13:03.420]  但是有時候我們都要很小心
[00:13:03.420 --> 00:13:08.100]  我記得一位我們過去黑命銀堂的同工
[00:13:08.100 --> 00:13:10.300]  都已經離開了世界
[00:13:10.300 --> 00:13:13.020]  當年我們都是去旅行
[00:13:13.020 --> 00:13:15.620]  還好像是去土耳其
[00:13:15.620 --> 00:13:18.420]  我們有一班的婦女一起去
[00:13:18.420 --> 00:13:21.700]  剛剛有六個姐妹再加上她
[00:13:21.700 --> 00:13:23.460]  我們是七姐妹
[00:13:23.460 --> 00:13:26.180]  她馬上很大的反應
[00:13:26.180 --> 00:13:28.740]  不是啊 我和你不同家
[00:13:28.740 --> 00:13:31.060]  不得不承認那一班的婦女
[00:13:31.060 --> 00:13:33.380]  是一些較為基層的
[00:13:33.380 --> 00:13:35.340]  但我心想你不是吧
[00:13:35.340 --> 00:13:38.140]  她開玩笑而已
[00:13:38.140 --> 00:13:39.340]  都是說七姐妹
[00:13:39.340 --> 00:13:41.060]  只是隨便說說而已
[00:13:41.060 --> 00:13:42.220]  你用不著這麼快的來
[00:13:42.220 --> 00:13:43.780]  但是去割席呢
[00:13:43.780 --> 00:13:45.340]  這個就很糟糕了
[00:13:45.340 --> 00:13:47.580]  所以今天我們一定要怎麼樣呢
[00:13:47.580 --> 00:13:50.820]  作為教會的帶領者
[00:13:50.820 --> 00:13:54.740]  牧者不是高高在上
[00:13:54.740 --> 00:13:57.460]  是要和弟兄姊妹在一起
[00:13:57.460 --> 00:13:58.900]  了解他們的需要
[00:13:58.900 --> 00:14:01.100]  好了 接著呢
[00:14:01.100 --> 00:14:02.260]  彼得就提醒他們了
[00:14:02.260 --> 00:14:04.220]  第二節開始了
[00:14:04.220 --> 00:14:07.940]  就是要怎樣去牧養神的群養呢
[00:14:07.940 --> 00:14:12.860]  好 我們先去看第二節的上半節
[00:14:12.860 --> 00:14:16.460]  無要牧養在你們中間神的群養
[00:14:16.460 --> 00:14:19.780]  按照神旨意照管他們
[00:14:19.780 --> 00:14:20.780]  這裡很清楚
[00:14:20.780 --> 00:14:23.300]  就是按照神的旨意去管理他們
[00:14:23.300 --> 00:14:28.060]  聖經經常用羊來描繪祂的指紋
[00:14:28.060 --> 00:14:31.300]  還有祂的兒女
[00:14:31.300 --> 00:14:33.100]  主耶穌自己也宣稱
[00:14:33.100 --> 00:14:35.540]  祂是一個好牧人
[00:14:35.540 --> 00:14:37.100]  祂說我是好牧人
[00:14:37.100 --> 00:14:38.980]  好牧人為羊寫命
[00:14:38.980 --> 00:14:41.300]  楊芬第十章第十一次
[00:14:41.300 --> 00:14:43.100]  當主耶穌復活的時候
[00:14:43.100 --> 00:14:44.420]  請你記住
[00:14:44.420 --> 00:14:46.660]  彼得的生命會有改變
[00:14:46.660 --> 00:14:48.740]  彼得一開始的時候被神呼召
[00:14:48.740 --> 00:14:50.220]  我曾經說過
[00:14:50.220 --> 00:14:52.260]  他是做什麼的
[00:14:52.260 --> 00:14:53.100]  你來跟從我
[00:14:53.100 --> 00:14:55.660]  我要叫你德人 如何
[00:14:55.660 --> 00:14:57.180]  愚德愚
[00:14:57.180 --> 00:14:59.180]  他是一個打魚的漁夫
[00:14:59.180 --> 00:15:02.100]  我要你叫德人愚德愚
[00:15:02.100 --> 00:15:04.860]  但是當耶穌復活之後
[00:15:04.860 --> 00:15:08.220]  在提比利亞海邊去見到彼得
[00:15:08.220 --> 00:15:12.980]  三次問他 你愛我 比謝謝更深
[00:15:12.980 --> 00:15:14.700]  彼得不再這樣
[00:15:14.700 --> 00:15:17.020]  很自豪地說 我愛你
[00:15:17.020 --> 00:15:18.460]  他知道自己很壞
[00:15:18.460 --> 00:15:19.340]  就謙卑說
[00:15:19.340 --> 00:15:20.580]  主啊 你知道我愛你
[00:15:20.580 --> 00:15:22.860]  接著主耶穌怎麼說呢
[00:15:22.860 --> 00:15:24.540]  他說到
[00:15:24.540 --> 00:15:26.060]  約翰福音二十一章第十七節
[00:15:26.060 --> 00:15:29.660]  耶穌說 你為養我的羊
[00:15:29.660 --> 00:15:32.220]  所以他由一個漁夫
[00:15:32.220 --> 00:15:34.500]  變成了一個牧羊人
[00:15:34.500 --> 00:15:38.060]  所以他也有一個很清楚的責任
[00:15:38.060 --> 00:15:39.580]  就是牧羊
[00:15:39.580 --> 00:15:41.100]  這個牧羊是什麼
[00:15:41.100 --> 00:15:43.820]  就是有屬靈裡面的餵養
[00:15:43.820 --> 00:15:45.740]  這個是很重要的
[00:15:45.740 --> 00:15:48.060]  我曾經在實樂園教過
[00:15:48.060 --> 00:15:52.100]  也都在一些傳道童工裡面分享
[00:15:52.100 --> 00:15:55.420]  今天作為一個牧者
[00:15:55.420 --> 00:15:56.500]  很重要
[00:15:56.500 --> 00:16:00.900]  要關心那些弟兄姊妹
[00:16:00.900 --> 00:16:02.900]  但是留意我講這一句
[00:16:02.900 --> 00:16:06.140]  不只是關心就夠了
[00:16:06.140 --> 00:16:08.700]  弟兄姊妹可能互相之間的關心
[00:16:08.700 --> 00:16:11.500]  比牧者的關心來得更加的深
[00:16:11.500 --> 00:16:13.940]  更加的熱切
[00:16:13.940 --> 00:16:18.420]  我們不只是約弟兄姊妹出來
[00:16:18.420 --> 00:16:19.260]  聊聊天
[00:16:19.260 --> 00:16:20.940]  因為那時候我要求那些童工
[00:16:20.940 --> 00:16:22.580]  一定要見弟兄姊妹
[00:16:22.580 --> 00:16:25.220]  出來吃飯 喝東西 家常
[00:16:25.220 --> 00:16:27.940]  或者有儀式的探訪
[00:16:27.940 --> 00:16:31.380]  甚至可以幫你處理一些危機
[00:16:31.380 --> 00:16:32.340]  說她是喪禮
[00:16:32.340 --> 00:16:34.540]  或者婚姻的危機
[00:16:34.540 --> 00:16:37.100]  但是我想問 大家想一想
[00:16:37.100 --> 00:16:41.540]  如果一個牧者是會關心你
[00:16:41.540 --> 00:16:43.380]  來探望你 聊聊天
[00:16:43.380 --> 00:16:45.860]  最近怎樣了 生活怎樣了
[00:16:45.860 --> 00:16:49.420]  什麼的 什麼的東西又加價了
[00:16:49.420 --> 00:16:52.900]  哪家超市會便宜一點
[00:16:52.900 --> 00:16:56.500]  那完了之後就分手
[00:16:56.500 --> 00:17:00.500]  我想問 跟我們所認識的社工
[00:17:00.500 --> 00:17:02.580]  或者輔導的機構
[00:17:02.580 --> 00:17:05.020]  那些員工有什麼分別呢
[00:17:05.020 --> 00:17:08.140]  很多的機構都會提供這些的服務
[00:17:08.140 --> 00:17:10.540]  有危機處理 也都會有
[00:17:10.540 --> 00:17:13.820]  甚至他們可能那個資源很多
[00:17:13.820 --> 00:17:16.100]  甚至那些專業的社工
[00:17:16.100 --> 00:17:18.940]  比牧者做得更加好
[00:17:18.940 --> 00:17:23.500]  那究竟牧者如果只是單純去關心
[00:17:23.500 --> 00:17:26.740]  那有什麼分別
[00:17:26.740 --> 00:17:28.220]  原來最重要的就是
[00:17:28.220 --> 00:17:31.340]  必定要有屬靈的慰藥
[00:17:31.340 --> 00:17:34.460]  除了每一次關心他們之外
[00:17:34.460 --> 00:17:38.060]  我們有沒有將他們引導到神的面前
[00:17:38.060 --> 00:17:40.700]  鼓勵到他們對神有更大的信心
[00:17:40.700 --> 00:17:44.180]  用聖經的話語去分享
[00:17:44.180 --> 00:17:46.500]  去依靠讓他們有體會
[00:17:46.500 --> 00:17:48.820]  所以今天很重要
[00:17:48.820 --> 00:17:52.140]  就是你跟一些人來談的時候
[00:17:52.140 --> 00:17:55.420]  有沒有建立他們屬靈的生命
[00:17:55.420 --> 00:17:57.900]  有沒有鼓勵他們更加親近神
[00:17:57.900 --> 00:18:00.060]  或者解答他們一些信仰的問題
[00:18:00.060 --> 00:18:03.260]  幫助他們 或者他們所面對的問題
[00:18:03.260 --> 00:18:06.500]  利用信仰的角度去看待他們
[00:18:06.500 --> 00:18:08.460]  這個是很重要
[00:18:08.460 --> 00:18:10.100]  請你記住
[00:18:10.100 --> 00:18:13.900]  教會不單單要好人
[00:18:13.900 --> 00:18:15.100]  我自己都說
[00:18:15.100 --> 00:18:17.980]  做牧者你不單單要做好人
