
[00:00:00.000 --> 00:00:07.000]  在上兩次的講道,我們看到在《薛棟傳》的二十二章至二十六章
[00:03:42.000 --> 00:03:45.000]  就是我們在2019年去聖地的時候
[00:03:45.000 --> 00:03:48.000]  現在就很難去到
[00:03:48.000 --> 00:03:53.000]  這個其實很接近加薩地北上一點的沿岸
[00:03:53.000 --> 00:03:56.000]  所以這個就是蓋薩利亞的地方
[00:03:56.000 --> 00:04:00.000]  而當天我們也看見在岸邊有一個碑文
[00:04:00.000 --> 00:04:04.000]  就是講到保羅上訴蓋薩這件事跡
[00:04:04.000 --> 00:04:09.000]  所以大家可以見到它是講到薩同尊第25章
[00:04:09.000 --> 00:04:14.000]  這個記載就是保羅說我要上訴蓋薩這個事跡
[00:04:14.000 --> 00:04:17.000]  所以當天就在這個蓋薩利亞
[00:04:17.000 --> 00:04:19.000]  保羅就開始起行
[00:04:19.000 --> 00:04:25.000]  我們讀一讀27章的整個事跡的記載
[00:04:25.000 --> 00:04:28.000]  我們由第一節開始讀
[00:04:28.000 --> 00:04:30.000]  我們用啟英的方式
[00:04:30.000 --> 00:04:34.000]  有人讀一節來讀完這幾節
[00:04:34.000 --> 00:04:36.000]  先請聽我讀
[00:04:36.000 --> 00:04:45.000]  菲斯都就是剛剛保羅作見證的羅馬分封的皇帝
[00:04:45.000 --> 00:04:49.000]  既然定規了 叫我們坐船往意大利去
[00:04:49.000 --> 00:04:51.000]  意大利就是羅馬
[00:04:51.000 --> 00:04:55.000]  便將保羅和別的囚犯交給御刑女
[00:04:55.000 --> 00:04:57.000]  御刑就是皇家
[00:04:57.000 --> 00:05:01.000]  御刑女的一個百夫長名叫尤樓
[00:05:01.000 --> 00:05:02.000]  請大家讀
[00:05:24.000 --> 00:05:28.000]  第二天 到了西頓 由樓寬待保羅
[00:05:28.000 --> 00:05:32.000]  准他往朋友那裡去 受他們的照應
[00:05:32.000 --> 00:05:44.000]  貼著塞浦路斯
[00:05:44.000 --> 00:05:47.000]  塞浦路斯就是一個島
[00:05:47.000 --> 00:05:49.000]  所以我們一會兒看看地圖
[00:05:49.000 --> 00:05:55.000]  過了基利加 龐菲利亞前面的海 就到了女家的梅拉
[00:05:55.000 --> 00:05:57.000]  所以我們看看地圖
[00:05:57.000 --> 00:06:00.000]  這裡就是哥薩尼亞
[00:06:00.000 --> 00:06:04.000]  所以他們就去到西頓
[00:06:04.000 --> 00:06:07.000]  這個百夫長優待保羅
[00:06:07.000 --> 00:06:09.000]  因為在那裡有些朋友
[00:06:09.000 --> 00:06:11.000]  所以准他在他們家那邊住
[00:06:11.000 --> 00:06:13.000]  然後他就繼續開船
[00:06:13.000 --> 00:06:15.000]  因為風浪的緣故
[00:06:15.000 --> 00:06:17.000]  他們就貼近塞浦路斯
[00:06:17.000 --> 00:06:20.000]  一個很大的島 在岸邊這樣慢慢走
[00:06:20.000 --> 00:06:22.000]  因為這樣就可以避到風
[00:06:22.000 --> 00:06:23.000]  或者有事的時候
[00:06:23.000 --> 00:06:26.000]  都可以容易一點得到救援
[00:06:26.000 --> 00:06:28.000]  就去到梅拉
[00:06:28.000 --> 00:06:31.000]  所以這個就是當時這個地帶
[00:06:31.000 --> 00:06:33.000]  這個就是敘利亞的地帶
[00:06:33.000 --> 00:06:35.000]  這邊是耶路撒冷那邊的地方
[00:06:35.000 --> 00:06:38.000]  所以他們從哥薩尼亞這樣走到這裡
[00:06:38.000 --> 00:06:41.000]  他們的旅程就一路這樣過去
[00:06:41.000 --> 00:06:45.000]  一路去到歐洲 去到西歐的地方
[00:06:45.000 --> 00:06:47.000]  這個就是他們的旅程
[00:06:47.000 --> 00:06:50.000]  第六節 請你們讀
[00:06:50.000 --> 00:07:02.000]  所以他們去了那裡之後
[00:07:02.000 --> 00:07:06.000]  就遇見一隻船去羅馬南 去意大利
[00:07:06.000 --> 00:07:08.000]  所以就叫我們上船
[00:07:08.000 --> 00:07:12.000]  有一些學者考究
[00:07:12.000 --> 00:07:16.000]  認為當時的船大概就好像這樣
[00:07:16.000 --> 00:07:18.000]  所以是什麼船來的
[00:07:18.000 --> 00:07:20.000]  帆船當然
[00:07:20.000 --> 00:07:22.000]  所以二千幾年前
[00:07:22.000 --> 00:07:25.000]  當然沒有摩打那些
[00:07:25.000 --> 00:07:26.000]  就是靠風帆的
[00:07:26.000 --> 00:07:30.000]  所以天氣是非常影響他們航行的
[00:07:30.000 --> 00:07:34.000]  講起船 這次我們去仕途腳中
[00:07:34.000 --> 00:07:37.000]  剛才那些地方我們都經過
[00:07:37.000 --> 00:07:38.000]  介紹給大家
[00:07:38.000 --> 00:07:40.000]  我們都搭過很多船
[00:07:40.000 --> 00:07:43.000]  這隻就是我們去的船
[00:07:43.000 --> 00:07:46.000]  保羅當然不是搭這隻
[00:07:46.000 --> 00:07:48.000]  不過有個好消息
[00:07:48.000 --> 00:07:51.000]  待會我們報告的時候跟大家分享一下
[00:07:51.000 --> 00:07:54.000]  也有這些船
[00:07:54.000 --> 00:07:57.000]  這些船就是我們去拔摩島的時候
[00:07:57.000 --> 00:08:02.000]  搭這些從大船經西船去拔摩島的船
[00:08:02.000 --> 00:08:09.000]  也有我們弟兄姊妹一起坐的這些小船
[00:08:09.000 --> 00:08:11.000]  坐得不少人
[00:08:11.000 --> 00:08:13.000]  認不認得他們
[00:08:13.000 --> 00:08:22.000]  認不認得他們
[00:08:22.000 --> 00:08:24.000]  旁邊的人都認得
[00:08:24.000 --> 00:08:27.000]  這就是我們搭這船去聖托雷尼
[00:08:27.000 --> 00:08:29.000]  你看後面有一個
[00:08:29.000 --> 00:08:33.000]  是用火山岩形成的一個島嶼
[00:08:33.000 --> 00:08:35.000]  有一個很出名的名稱
[00:08:35.000 --> 00:08:41.000]  有非常開心的在船頂看風景
[00:08:41.000 --> 00:08:44.000]  然後在這裏行這個島
[00:08:44.000 --> 00:08:47.000]  我們也有搭過這個船
[00:08:47.000 --> 00:08:50.000]  這個船就在伊斯坦堡
[00:08:50.000 --> 00:08:54.000]  在伊斯坦堡我們包了一隻船
[00:08:54.000 --> 00:09:00.000]  旅行社幫助我們去遊覽伊斯坦堡的海峽
[00:09:00.000 --> 00:09:02.000]  所以看整個伊斯坦堡
[00:09:02.000 --> 00:09:06.000]  從歐洲到亞洲這個海峽就在它中間
[00:09:06.000 --> 00:09:08.000]  所以我們又看到亞洲又看到歐洲
[00:09:08.000 --> 00:09:10.000]  就是這個海峽
[00:09:10.000 --> 00:09:12.000]  看見這隻船我最開心
[00:09:12.000 --> 00:09:14.000]  因為全隻船都是我們包了
[00:09:14.000 --> 00:09:16.000]  大家坐得很好
[00:09:16.000 --> 00:09:18.000]  又可以拍很多照片
[00:09:18.000 --> 00:09:20.000]  看很多風景
[00:09:20.000 --> 00:09:23.000]  我們也看見很多船
[00:09:23.000 --> 00:09:24.000]  因為這個海峽裏面
[00:09:24.000 --> 00:09:26.000]  看見很多不同的船
[00:09:26.000 --> 00:09:28.000]  各式各樣的船
[00:09:28.000 --> 00:09:29.000]  真的很特別
[00:09:29.000 --> 00:09:31.000]  我最喜歡右下角那張
[00:09:31.000 --> 00:09:34.000]  因為它有大、中、小、超小
[00:09:34.000 --> 00:09:36.000]  四隻船都一隻
[00:09:36.000 --> 00:09:39.000]  一個照片可以拍到
[00:09:39.000 --> 00:09:42.000]  所以真的有各式各樣的船
[00:09:42.000 --> 00:09:45.000]  這些是很特別的
[00:09:45.000 --> 00:09:47.000]  很少見到的船
[00:09:47.000 --> 00:09:49.000]  還有一隻就很像我們香港
[00:09:49.000 --> 00:09:51.000]  那隻天星小鱗
[00:09:51.000 --> 00:09:53.000]  大家知道嗎
[00:09:53.000 --> 00:09:57.000]  然後我們也見過
[00:09:57.000 --> 00:10:01.000]  很美很美的風景
[00:10:01.000 --> 00:10:03.000]  這些都是我們自己拍的
[00:10:03.000 --> 00:10:05.000]  所以我們看見
[00:10:05.000 --> 00:10:13.000]  很美麗的船在海上的風景
[00:10:13.000 --> 00:10:15.000]  特別是黃昏日落的時候
[00:10:15.000 --> 00:10:17.000]  看見神的偉大讚嘆
[00:10:17.000 --> 00:10:18.000]  日出日落
[00:10:18.000 --> 00:10:19.000]  剛剛上個星期三
[00:10:19.000 --> 00:10:21.000]  我也跟朋友在祈禱
[00:10:21.000 --> 00:10:23.000]  分享上帝的創造
[00:10:23.000 --> 00:10:25.000]  右下角這張
[00:10:25.000 --> 00:10:27.000]  就在帖薩諾尼加
[00:10:27.000 --> 00:10:29.000]  帖薩諾尼加的海岸邊
[00:10:29.000 --> 00:10:33.000]  我們見到一隻賊船的模型
[00:10:33.000 --> 00:10:35.000]  不是真的賊船
[00:10:35.000 --> 00:10:37.000]  真是有個扮海盜的人
[00:10:37.000 --> 00:10:39.000]  幫我們拍照
[00:10:39.000 --> 00:10:42.000]  所以這隻是賊船
[00:10:42.000 --> 00:10:45.000]  真的見到很多不同的船
[00:10:45.000 --> 00:10:50.000]  在愛琴海當時的地域裡
[00:10:50.000 --> 00:10:53.000]  有很多不同的船隻
[00:10:53.000 --> 00:10:55.000]  說回這隻
[00:10:55.000 --> 00:10:57.000]  就是保羅當時坐的船
[00:10:57.000 --> 00:10:59.000]  我們繼續讀它的記載
[00:10:59.000 --> 00:11:00.000]  第七節
[00:11:00.000 --> 00:11:02.000]  一年多一日船行得慢
[00:11:02.000 --> 00:11:03.000]  讓我讀吧
[00:11:03.000 --> 00:11:06.000]  僅僅來到格里土的對面
[00:11:06.000 --> 00:11:08.000]  因為被封爛了
[00:11:08.000 --> 00:11:13.000]  就貼著克里特
[00:11:13.000 --> 00:11:17.000]  克里特又叫格里底
[00:11:17.000 --> 00:11:19.000]  所以又叫克里特
[00:11:19.000 --> 00:11:20.000]  又叫格里底
[00:11:20.000 --> 00:11:22.000]  英文叫Creeps
[00:11:22.000 --> 00:11:24.000]  背著封案
[00:11:24.000 --> 00:11:27.000]  從薩諾尼對面行過
[00:11:27.000 --> 00:11:28.000]  請讀
[00:11:28.000 --> 00:11:40.000]  走的日子多了
[00:11:40.000 --> 00:11:42.000]  已經過了禁食的日期
[00:11:42.000 --> 00:11:43.000]  行船又危險
[00:11:43.000 --> 00:11:46.000]  保羅就勸他們不要了
[00:11:46.000 --> 00:11:48.000]  所以這裡有一個字叫
[00:11:48.000 --> 00:11:52.000]  格里特島
[00:11:52.000 --> 00:11:54.000]  這次又要介紹一下
[00:11:54.000 --> 00:11:55.000]  因為我們去過這個島
[00:11:55.000 --> 00:11:57.000]  這個島就在
[00:11:57.000 --> 00:11:59.000]  這裡我們剛才說
[00:11:59.000 --> 00:12:02.000]  他們從梅拉過來這邊
[00:12:02.000 --> 00:12:04.000]  經過薩諾尼
[00:12:04.000 --> 00:12:10.000]  來到亞西拉
[00:12:10.000 --> 00:12:14.000]  這個島就叫克里特島
[00:12:14.000 --> 00:12:16.000]  所以這就是克里特島
[00:12:16.000 --> 00:12:18.000]  整個愛琴海這麼多島
[00:12:18.000 --> 00:12:21.000]  就是這邊最大的一個
[00:12:21.000 --> 00:12:22.000]  所以我們當天
[00:12:22.000 --> 00:12:25.000]  由爾弗所下來不摸海島
[00:12:25.000 --> 00:12:27.000]  然後第二天再搭船
[00:12:27.000 --> 00:12:29.000]  來到這個克里特島
[00:12:29.000 --> 00:12:32.000]  所以這個克里特島
[00:12:32.000 --> 00:12:37.000]  裡面有一個叫克洛索
[00:12:37.000 --> 00:12:40.000]  克洛索就是他們的首輔
[00:12:40.000 --> 00:12:42.000]  當然保羅當時
[00:12:42.000 --> 00:12:43.000]  就沒有去克洛索
[00:12:43.000 --> 00:12:46.000]  他是繞過來這邊
[00:12:46.000 --> 00:12:47.000]  去亞西拉這邊
[00:12:47.000 --> 00:12:49.000]  佳澳這個地方
[00:12:49.000 --> 00:12:50.000]  但是這個地方
[00:12:50.000 --> 00:12:51.000]  就是我們去的地方
[00:12:51.000 --> 00:12:52.000]  你記得這個名字
[00:12:52.000 --> 00:12:54.000]  叫克洛索
[00:12:54.000 --> 00:12:56.000]  所以這個就是
[00:12:56.000 --> 00:13:00.000]  克里特島的首輔
[00:13:00.000 --> 00:13:03.000]  一個叫赫拉克利安
[00:13:03.000 --> 00:13:06.000]  他裡面是歐洲裡面
[00:13:06.000 --> 00:13:09.000]  第一條人手所見的路
[00:13:09.000 --> 00:13:11.000]  整個歐洲他們說
[00:13:11.000 --> 00:13:13.000]  第一條是人手所見的路
[00:13:13.000 --> 00:13:14.000]  就是在這個島上面
[00:13:14.000 --> 00:13:16.000]  因為這個已經屬於歐洲地域
[00:13:16.000 --> 00:13:19.000]  然後我們這個就是克里特島
[00:13:19.000 --> 00:13:21.000]  我們去的這個地方
[00:13:21.000 --> 00:13:23.000]  現在現代的
[00:13:23.000 --> 00:13:26.000]  市集
[00:13:26.000 --> 00:13:30.000]  然後他有一個
[00:13:30.000 --> 00:13:31.000]  很重要的文明
[00:13:31.000 --> 00:13:32.000]  這個文明
[00:13:32.000 --> 00:13:34.000]  剛才我說的就是這個
[00:13:34.000 --> 00:13:36.000]  叫做克洛索
[00:13:36.000 --> 00:13:37.000]  他有個C字
[00:13:37.000 --> 00:13:38.000]  所以其實就是
[00:13:38.000 --> 00:13:39.000]  剛才我們說的
[00:13:39.000 --> 00:13:40.000]  克洛索那個地方
[00:13:40.000 --> 00:13:44.000]  這個叫做克洛索
[00:13:44.000 --> 00:13:45.000]  他有一個文明
[00:13:45.000 --> 00:13:47.000]  這個叫Minoan Civilization
[00:13:47.000 --> 00:13:49.000]  這個文明已經有
[00:13:49.000 --> 00:13:51.000]  三四千年的歷史
[00:13:51.000 --> 00:13:53.000]  但是只是在近代
[00:13:53.000 --> 00:13:54.000]  這一百多年
[00:13:54.000 --> 00:13:56.000]  一百二百年左右
[00:13:56.000 --> 00:13:58.000]  考古發現到
[00:13:58.000 --> 00:13:59.000]  所以他們才驚訝
[00:13:59.000 --> 00:14:02.000]  原來在幾千年的文明裡面
[00:14:02.000 --> 00:14:05.000]  他們已經有這麼多的建設
[00:14:05.000 --> 00:14:06.000]  所以這個就是
[00:14:06.000 --> 00:14:07.000]  那個考古的地方
[00:14:07.000 --> 00:14:10.000]  所以就是有考古的場地
[00:14:10.000 --> 00:14:13.000]  以及你看見他們的建築物
[00:14:13.000 --> 00:14:15.000]  非常的精緻
[00:14:15.000 --> 00:14:18.000]  還有甚至有地下庫
[00:14:18.000 --> 00:14:20.000]  甚至有儲藏庫
[00:14:20.000 --> 00:14:22.000]  甚至有冷藏庫
[00:14:22.000 --> 00:14:23.000]  厲害到
[00:14:23.000 --> 00:14:24.000]  就是他們沒有雪櫃
[00:14:24.000 --> 00:14:25.000]  不過有冷藏庫
[00:14:25.000 --> 00:14:26.000]  所以我見到
[00:14:26.000 --> 00:14:28.000]  原來幾千年前的文明
[00:14:28.000 --> 00:14:30.000]  竟然已經有這麼發達的
[00:14:30.000 --> 00:14:32.000]  一個情況
[00:14:32.000 --> 00:14:34.000]  是近代才發現到的
[00:14:34.000 --> 00:14:35.000]  令到他驚訝的
[00:14:35.000 --> 00:14:37.000]  一個歐洲古代文明
[00:14:37.000 --> 00:14:38.000]  那麼這個就是
[00:14:38.000 --> 00:14:40.000]  這個公園的皇宮
[00:14:40.000 --> 00:14:41.000]  這個就是皇位
[00:14:41.000 --> 00:14:43.000]  所以見到他們這個皇座
[00:14:43.000 --> 00:14:46.000]  坐在這個皇位那裡
[00:14:46.000 --> 00:14:47.000]  前面那個盤子
[00:14:47.000 --> 00:14:49.000]  不知道是什麼用來洗腳的
[00:14:49.000 --> 00:14:55.000]  另外在這個克里特島
[00:14:55.000 --> 00:14:56.000]  最重要的
[00:14:56.000 --> 00:14:57.000]  我們要看的
[00:14:57.000 --> 00:14:59.000]  就是這個提多紀念堂
[00:14:59.000 --> 00:15:04.000]  就是我們在聖經裡面提到
[00:15:04.000 --> 00:15:07.000]  保羅的真兒子
[00:15:07.000 --> 00:15:08.000]  包括提姆太
[00:15:08.000 --> 00:15:10.000]  還有一個是誰
[00:15:10.000 --> 00:15:11.000]  提多
[00:15:11.000 --> 00:15:13.000]  所以提多就是被保羅差遣
[00:15:13.000 --> 00:15:15.000]  去這個克里特島
[00:15:15.000 --> 00:15:16.000]  來傳福音
[00:15:16.000 --> 00:15:18.000]  以及建立教會
[00:15:18.000 --> 00:15:20.000]  所以後來這個東正教
[00:15:20.000 --> 00:15:22.000]  就建了這個教堂紀念他
[00:15:22.000 --> 00:15:25.000]  因為他是成為了當地的主教
[00:15:25.000 --> 00:15:27.000]  所以我們進了這個教堂
[00:15:27.000 --> 00:15:28.000]  這個是外面的
[00:15:28.000 --> 00:15:31.000]  這個提多紀念教堂
[00:15:31.000 --> 00:15:34.000]  然後裡面就是這個東正教教會
[00:15:34.000 --> 00:15:36.000]  現在他們還在用
[00:15:36.000 --> 00:15:41.000]  那麼這個就是他們裡面聚會的地方
[00:15:41.000 --> 00:15:44.000]  然後上面我們留意到這幅畫
[00:15:44.000 --> 00:15:47.000]  這個就很清楚講明提多
[00:15:47.000 --> 00:15:49.000]  我們見到他最初
[00:15:49.000 --> 00:15:52.000]  去講道比這些克里特島的人
[00:15:52.000 --> 00:15:55.000]  後來就被成為了
[00:15:55.000 --> 00:15:57.000]  這個克里特島的主教
[00:15:57.000 --> 00:16:01.000]  所以在這個畫上面
[00:16:01.000 --> 00:16:03.000]  有很清楚這個希的文這個字
[00:16:03.000 --> 00:16:05.000]  這個Titus這個字
[00:16:05.000 --> 00:16:07.000]  就是Titus
[00:16:07.000 --> 00:16:09.000]  就是提多的意思
[00:16:09.000 --> 00:16:12.000]  所以這個就是紀念提多的紀念館
[00:16:12.000 --> 00:16:15.000]  所以既然讀到聖經這個克里特島
[00:16:15.000 --> 00:16:16.000]  當然要介紹一下
[00:16:16.000 --> 00:16:17.000]  我們剛剛去完這個地方
[00:16:17.000 --> 00:16:19.000]  給大家見一見
[00:16:19.000 --> 00:16:21.000]  好了 接著我們再來看
[00:16:21.000 --> 00:16:23.000]  這個祠堂傳27章的記載
[00:16:23.000 --> 00:16:26.000]  好了 第十節
[00:16:26.000 --> 00:16:28.000]  由這裡由我讀出
[00:16:28.000 --> 00:16:31.000]  因為時間關係我們讀快一點
[00:16:31.000 --> 00:16:33.000]  眾為我看這次行船
[00:16:33.000 --> 00:16:34.000]  這個保諾勸他們
[00:16:34.000 --> 00:16:37.000]  不但貨物和船都要受虧損
[00:16:37.000 --> 00:16:38.000]  大遭破壞
[00:16:38.000 --> 00:16:40.000]  連我們一生命也難保
[00:16:40.000 --> 00:16:44.000]  但百夫長信從掌船的
[00:16:44.000 --> 00:16:45.000]  和船主
[00:16:45.000 --> 00:16:46.000]  不信從
[00:16:46.000 --> 00:16:48.000]  留意到不信從保諾所說的
[00:16:48.000 --> 00:16:50.000]  這個就是沒有這個智慧
[00:16:50.000 --> 00:16:51.000]  很可惜
[00:16:51.000 --> 00:16:54.000]  他們遇船難是因為這樣開始的
[00:16:54.000 --> 00:16:57.000]  這因在這港口過東不便
[00:16:57.000 --> 00:16:59.000]  船上的人多半船
[00:16:59.000 --> 00:17:02.000]  不如開船離開這地方
[00:17:02.000 --> 00:17:04.000]  或者到菲利基過東
[00:17:04.000 --> 00:17:07.000]  菲利基是克里特的一個港口
[00:17:07.000 --> 00:17:09.000]  一面朝東北一面朝東南
[00:17:09.000 --> 00:17:11.000]  所以我們看到
[00:17:11.000 --> 00:17:13.000]  這個第十三節
[00:17:13.000 --> 00:17:16.000]  這時微微起了南風
[00:17:16.000 --> 00:17:18.000]  他們以為得意就起了矛
[00:17:18.000 --> 00:17:21.000]  貼近克里特行去
[00:17:21.000 --> 00:17:24.000]  不知多幾時狂風從島上撲上來
[00:17:24.000 --> 00:17:29.000]  風名叫有拉格羅
[00:17:29.000 --> 00:17:32.000]  好像我們今天那些風的名字
[00:17:32.000 --> 00:17:34.000]  溫貝那些名字
[00:17:34.000 --> 00:17:36.000]  就是這個風的名字
[00:17:36.000 --> 00:17:38.000]  船被風抓住
[00:17:38.000 --> 00:17:39.000]  敵不住風
[00:17:39.000 --> 00:17:41.000]  我們就任風刮去
[00:17:41.000 --> 00:17:44.000]  貼著一個小島背風行
[00:17:44.000 --> 00:17:45.000]  那島叫做高大
[00:17:45.000 --> 00:17:47.000]  在那裡緊緊收著小船
[00:17:47.000 --> 00:17:50.000]  既然把小船拉上來
[00:17:50.000 --> 00:17:53.000]  就用藍索捆綁船底
[00:17:53.000 --> 00:17:56.000]  恐怕在塞爾底沙灘上擱了錢
[00:17:56.000 --> 00:17:58.000]  就落下凡逢來
[00:17:58.000 --> 00:17:59.000]  任船飄去
[00:17:59.000 --> 00:18:01.000]  這個就是這個
[00:18:01.000 --> 00:18:03.000]  當時這個就是克里特島
[00:18:03.000 --> 00:18:05.000]  克里特島在高大這個地方
[00:18:05.000 --> 00:18:07.000]  另外一個小島
[00:18:07.000 --> 00:18:10.000]  然後他們在這裡任船飄
[00:18:10.000 --> 00:18:12.000]  最後他們飄到
[00:18:12.000 --> 00:18:13.000]  馬爾他這個地方
[00:18:13.000 --> 00:18:15.000]  所以這個曲線就代表
[00:18:15.000 --> 00:18:18.000]  任風吹飄來飄去
[00:18:18.000 --> 00:18:21.000]  不是自己可以決定行程
[00:18:21.000 --> 00:18:24.000]  所以這個就是當時的情況
[00:18:24.000 --> 00:18:28.000]  我們被風浪迫得心急
[00:18:28.000 --> 00:18:31.000]  第二天眾人就把貨物拋在海裡
[00:18:31.000 --> 00:18:32.000]  到第三天
[00:18:32.000 --> 00:18:35.000]  他們又親手把船上的器皿拋棄了
[00:18:35.000 --> 00:18:38.000]  太陽和星辰多日不顯露
[00:18:38.000 --> 00:18:40.000]  又有狂風大浪吹迫
[00:18:40.000 --> 00:18:42.000]  我們得救的指望
[00:18:42.000 --> 00:18:44.000]  就都什麼呀
[00:18:44.000 --> 00:18:46.000]  就都絕了
[00:18:46.000 --> 00:18:50.000]  二十一節眾人多日沒有吃什麼
[00:18:50.000 --> 00:18:52.000]  保羅就出來站在偷門中間船
[00:18:52.000 --> 00:18:55.000]  眾位你們本該聽我的話
[00:18:55.000 --> 00:18:57.000]  聽我的話就沒事
[00:18:57.000 --> 00:18:59.000]  不要離開克里特
[00:18:59.000 --> 00:19:03.000]  免得遭這樣的傷損破壞
[00:19:03.000 --> 00:19:05.000]  現在我還勸你們放心
[00:19:05.000 --> 00:19:08.000]  你們的性命一個也不失喪
[00:19:08.000 --> 00:19:10.000]  唯獨失喪者船
[00:19:10.000 --> 00:19:12.000]  因我所屬所侍奉的上帝
[00:19:12.000 --> 00:19:14.000]  保羅有機會去見證實
[00:19:14.000 --> 00:19:18.000]  他的使者昨夜站在我旁邊說
[00:19:18.000 --> 00:19:19.000]  說什麼呀
[00:19:19.000 --> 00:19:21.000]  保羅不要害怕
[00:19:21.000 --> 00:19:22.000]  又有老華聖經
[00:19:22.000 --> 00:19:23.000]  詞上都有這些
[00:19:23.000 --> 00:19:24.000]  不要怕不要害怕
[00:19:24.000 --> 00:19:26.000]  神的使者和保羅說
[00:19:26.000 --> 00:19:27.000]  不要害怕
[00:19:27.000 --> 00:19:30.000]  你必定站在海撒面前
[00:19:30.000 --> 00:19:31.000]  並且願你同船的人
[00:19:31.000 --> 00:19:33.000]  上帝都賜給你了
[00:19:33.000 --> 00:19:35.000]  所以眾位可以放心
[00:19:35.000 --> 00:19:37.000]  我信上帝他怎樣對我說
[00:19:37.000 --> 00:19:41.000]  事情也要怎麼樣成就
[00:19:41.000 --> 00:19:46.000]  只是我們必要葬在一個島上
[00:19:46.000 --> 00:19:47.000]  二十七節
[00:19:47.000 --> 00:19:49.000]  到了十四天夜間
[00:19:49.000 --> 00:19:51.000]  幾個禮拜已經
