
[00:00:00.000 --> 00:00:03.500]  我們過年常常都會講祝福的說話
[00:08:58.220 --> 00:09:00.220]  叫做suhet
[00:09:00.220 --> 00:09:02.220]  如果你讀英文
[00:09:02.220 --> 00:09:04.220]  你心理學的東西
[00:09:04.220 --> 00:09:06.220]  有時
[00:09:06.220 --> 00:09:08.220]  在聖經裏面
[00:09:08.220 --> 00:09:10.220]  譯做我們的魂
[00:09:10.220 --> 00:09:12.220]  有時譯做我們的心
[00:09:12.220 --> 00:09:14.220]  我們的心
[00:09:14.220 --> 00:09:16.220]  有時候說要稱頌它
[00:09:16.220 --> 00:09:18.220]  那個就是我們的魂
[00:09:18.220 --> 00:09:20.220]  都是同一個詞
[00:09:20.220 --> 00:09:22.220]  有時會譯做思想
[00:09:22.220 --> 00:09:24.220]  有時譯做氣
[00:09:24.220 --> 00:09:26.220]  一口生氣
[00:09:26.220 --> 00:09:28.220]  一口令我們活起來
[00:09:28.220 --> 00:09:30.220]  那個
[00:09:30.220 --> 00:09:32.220]  都是這個詞
[00:09:32.220 --> 00:09:34.220]  簡單來說
[00:09:34.220 --> 00:09:36.220]  我們不分靈和魂
[00:09:36.220 --> 00:09:38.220]  靈魂
[00:09:38.220 --> 00:09:40.220]  要解釋
[00:09:40.220 --> 00:09:42.220]  我就給一個解釋
[00:09:42.220 --> 00:09:44.220]  你就是一個人
[00:09:44.220 --> 00:09:46.220]  你就望見Auntie Mary
[00:09:46.220 --> 00:09:48.220]  Auntie Mary你看到我的樣子
[00:09:48.220 --> 00:09:50.220]  你如果走過來和我握手
[00:09:50.220 --> 00:09:52.220]  你可以碰到我
[00:09:52.220 --> 00:09:54.220]  那個就是我的身體
[00:09:54.220 --> 00:09:56.220]  但Auntie Mary就不只是一個殼
[00:09:56.220 --> 00:09:58.220]  Auntie Mary有裏面
[00:09:58.220 --> 00:10:00.220]  我有我的思想
[00:10:00.220 --> 00:10:02.220]  我有我的情緒
[00:10:02.220 --> 00:10:04.220]  我有我的過去
[00:10:04.220 --> 00:10:06.220]  我有我的價值觀
[00:10:06.220 --> 00:10:08.220]  那個看不到部分的Auntie Mary
[00:10:08.220 --> 00:10:10.220]  就是我的靈魂所在
[00:10:10.220 --> 00:10:12.220]  就是說
[00:10:12.220 --> 00:10:14.220]  我們要我們的靈魂興盛
[00:10:14.220 --> 00:10:16.220]  我們看不到的部分都要興盛
[00:10:16.220 --> 00:10:18.220]  還有一個很特別的地方
[00:10:18.220 --> 00:10:20.220]  就是
[00:10:20.220 --> 00:10:22.220]  它包括了
[00:10:22.220 --> 00:10:24.220]  我們的思想、情緒、價值觀
[00:10:24.220 --> 00:10:26.220]  等等
[00:10:26.220 --> 00:10:28.220]  所有的東西
[00:10:28.220 --> 00:10:30.220]  它和我們的肉體不同
[00:10:30.220 --> 00:10:32.220]  我們的肉體會消失
[00:10:32.220 --> 00:10:34.220]  一天我們死了
[00:10:34.220 --> 00:10:36.220]  我們的肉體就消失了
[00:10:36.220 --> 00:10:38.220]  但是我們的靈魂
[00:10:38.220 --> 00:10:40.220]  是不滅的
[00:10:40.220 --> 00:10:42.220]  我們死了之後
[00:10:42.220 --> 00:10:44.220]  我們的靈魂會回到
[00:10:44.220 --> 00:10:46.220]  我們的天賦那裏
[00:10:46.220 --> 00:10:48.220]  大家都明白了
[00:10:48.220 --> 00:10:50.220]  我們再讀一次
[00:10:50.220 --> 00:10:52.220]  今天的金句
[00:10:52.220 --> 00:10:54.220]  1、2、3
[00:10:54.220 --> 00:11:06.220]  很有趣
[00:11:06.220 --> 00:11:08.220]  約翰
[00:11:08.220 --> 00:11:10.220]  祝福了他三樣東西
[00:11:10.220 --> 00:11:12.220]  A
[00:11:12.220 --> 00:11:14.220]  身體健康
[00:11:14.220 --> 00:11:16.220]  B 凡事興盛
[00:11:16.220 --> 00:11:18.220]  C 靈魂興盛
[00:11:18.220 --> 00:11:20.220]  是不是這樣
[00:11:20.220 --> 00:11:22.220]  應該是這樣
[00:11:22.220 --> 00:11:24.220]  三樣東西
[00:11:24.220 --> 00:11:26.220]  但他中間就加了兩個字
[00:11:26.220 --> 00:11:28.220]  正如
[00:11:28.220 --> 00:11:30.220]  他不是祝福你
[00:11:30.220 --> 00:11:32.220]  A、B、C
[00:11:32.220 --> 00:11:34.220]  他是這樣說的
[00:11:34.220 --> 00:11:36.220]  我祝福你A
[00:11:36.220 --> 00:11:38.220]  祝福你B
[00:11:38.220 --> 00:11:40.220]  正如你的C
[00:11:40.220 --> 00:11:44.220]  那是什麼意思
[00:11:44.220 --> 00:11:48.220]  就是說
[00:11:48.220 --> 00:11:50.220]  如果你有了C
[00:11:50.220 --> 00:11:52.220]  你就會有A
[00:11:52.220 --> 00:11:54.220]  還有B
[00:11:54.220 --> 00:11:58.220]  你靈魂興盛
[00:11:58.220 --> 00:12:00.220]  是和凡事興盛
[00:12:00.220 --> 00:12:02.220]  身體健壯
[00:12:04.220 --> 00:12:06.220]  這是基礎
[00:12:06.220 --> 00:12:10.220]  你有了靈魂興盛
[00:12:10.220 --> 00:12:12.220]  你就會身體健康
[00:12:12.220 --> 00:12:14.220]  你就會凡事興盛
[00:12:14.220 --> 00:12:18.220]  是不是
[00:12:18.220 --> 00:12:20.220]  有了C
[00:12:20.220 --> 00:12:22.220]  就會有A
[00:12:22.220 --> 00:12:24.220]  就會有B
[00:12:24.220 --> 00:12:26.220]  令我想起
[00:12:26.220 --> 00:12:28.220]  另外一段經文
[00:12:28.220 --> 00:12:30.220]  我不知道大家
[00:12:30.220 --> 00:12:32.220]  如何祝福自己
[00:12:32.220 --> 00:12:34.220]  祝福自己身體健康
[00:12:34.220 --> 00:12:36.220]  很多人都舉手
[00:12:36.220 --> 00:12:38.220]  祝福自己凡事興盛
[00:12:38.220 --> 00:12:40.220]  可能我們不是用這個詞語
[00:12:40.220 --> 00:12:42.220]  但是
[00:12:42.220 --> 00:12:44.220]  多數都是
[00:12:44.220 --> 00:12:46.220]  想那樣得那樣
[00:12:46.220 --> 00:12:48.220]  得心應手
[00:12:48.220 --> 00:12:50.220]  家和萬事興
[00:12:50.220 --> 00:12:52.220]  工作愉快
[00:12:52.220 --> 00:12:54.220]  步步高升
[00:12:54.220 --> 00:12:56.220]  順順利利
[00:12:56.220 --> 00:12:58.220]  我們可能是祝福這些
[00:12:58.220 --> 00:13:00.220]  我不知道
[00:13:00.220 --> 00:13:02.220]  但是我們通常
[00:13:02.220 --> 00:13:04.220]  祝福自己的事
[00:13:04.220 --> 00:13:06.220]  都是我們生命裏面
[00:13:06.220 --> 00:13:08.220]  要面對的問題
[00:13:08.220 --> 00:13:10.220]  我們覺得很難的事
[00:13:10.220 --> 00:13:12.220]  所以我們就想這樣祝福
[00:13:12.220 --> 00:13:14.220]  沒有那些很難的事
[00:13:14.220 --> 00:13:16.220]  沒有我們的煩惱
[00:13:16.220 --> 00:13:18.220]  就好了
[00:13:18.220 --> 00:13:20.220]  但是這段經文
[00:13:20.220 --> 00:13:22.220]  告訴我們
[00:13:22.220 --> 00:13:24.220]  你要A
[00:13:24.220 --> 00:13:26.220]  你要B
[00:13:26.220 --> 00:13:28.220]  你只要有C
[00:13:28.220 --> 00:13:30.220]  你有了C
[00:13:30.220 --> 00:13:32.220]  你就有A
[00:13:32.220 --> 00:13:34.220]  和有B
[00:13:34.220 --> 00:13:36.220]  OK
[00:13:36.220 --> 00:13:40.220]  我們
[00:13:40.220 --> 00:13:42.220]  我不說你們
[00:13:42.220 --> 00:13:44.220]  很少
[00:13:44.220 --> 00:13:46.220]  祝福自己的靈魂
[00:13:46.220 --> 00:13:48.220]  是的
[00:13:48.220 --> 00:13:50.220]  因為我們都是人
[00:13:50.220 --> 00:13:52.220]  我們都很顧念
[00:13:52.220 --> 00:13:54.220]  實體的東西
[00:13:54.220 --> 00:13:56.220]  忘記的東西
[00:13:56.220 --> 00:13:58.220]  正在經歷的東西
[00:13:58.220 --> 00:14:00.220]  很實在
[00:14:00.220 --> 00:14:02.220]  但是聖經裏面有這樣一句經文
[00:14:02.220 --> 00:14:04.220]  你們一起讀
[00:14:04.220 --> 00:14:06.220]  123
[00:14:06.220 --> 00:14:18.220]  原來神教我們
[00:14:18.220 --> 00:14:20.220]  我們很著重
[00:14:20.220 --> 00:14:22.220]  我們肉體
[00:14:22.220 --> 00:14:24.220]  實質的東西
[00:14:24.220 --> 00:14:26.220]  但是神提醒我們
[00:14:26.220 --> 00:14:28.220]  聖經裏面提醒我們
[00:14:28.220 --> 00:14:30.220]  看不到的東西最重要
[00:14:30.220 --> 00:14:32.220]  你有了C
[00:14:32.220 --> 00:14:34.220]  就會有A和B
[00:14:34.220 --> 00:14:36.220]  我們來看看
[00:14:36.220 --> 00:14:38.220]  是不是真的
[00:14:38.220 --> 00:14:40.220]  是不是這樣的
[00:14:40.220 --> 00:14:42.220]  究竟
[00:14:42.220 --> 00:14:44.220]  靈魂輕盛
[00:14:44.220 --> 00:14:46.220]  和身體健康
[00:14:46.220 --> 00:14:48.220]  是不是真的有關呢
[00:14:48.220 --> 00:14:50.220]  或者在這裏
[00:14:50.220 --> 00:14:52.220]  你的心裏面會問
[00:14:52.220 --> 00:14:54.220]  身體健不健康
[00:14:54.220 --> 00:14:56.220]  你知不知道
[00:14:56.220 --> 00:14:58.220]  知道的
[00:14:58.220 --> 00:15:00.220]  你沒有痛,沒有病,沒有癢
[00:15:00.220 --> 00:15:02.220]  沒有腫,沒有嘔,沒有暈
[00:15:02.220 --> 00:15:04.220]  你就沒有病
[00:15:04.220 --> 00:15:06.220]  你身體健康
[00:15:06.220 --> 00:15:08.220]  通常是這樣
[00:15:08.220 --> 00:15:10.220]  靈魂輕盛
[00:15:10.220 --> 00:15:12.220]  我怎知道我輕不輕
[00:15:12.220 --> 00:15:14.220]  我盛不盛
[00:15:14.220 --> 00:15:16.220]  我怎樣測度
[00:15:16.220 --> 00:15:18.220]  身體的健康
[00:15:18.220 --> 00:15:20.220]  有很多東西可以測度
[00:15:20.220 --> 00:15:22.220]  就算我沒有暈,沒有嘔
[00:15:22.220 --> 00:15:24.220]  我這個年紀都要年年驗身
[00:15:24.220 --> 00:15:26.220]  哎呀,你的血糖不行
[00:15:26.220 --> 00:15:30.220]  哎呀,你的體高體重不達標
[00:15:30.220 --> 00:15:32.220]  你的BMI不合格
[00:15:32.220 --> 00:15:34.220]  你的血脂不合格
[00:15:34.220 --> 00:15:36.220]  你的血糖不合格
[00:15:36.220 --> 00:15:38.220]  你的膽固醇太高
[00:15:38.220 --> 00:15:40.220]  是不是
[00:15:40.220 --> 00:15:42.220]  你的血壓太高
[00:15:42.220 --> 00:15:44.220]  你可能沒事的
[00:15:44.220 --> 00:15:46.220]  你感覺不到你有事
[00:15:46.220 --> 00:15:48.220]  但是有個標準
[00:15:48.220 --> 00:15:50.220]  你量一量
[00:15:50.220 --> 00:15:52.220]  驗一下血,驗一下尿
[00:15:52.220 --> 00:15:54.220]  照一下X光,照一下MRI
[00:15:54.220 --> 00:15:56.220]  就可能照出很多問題
[00:15:56.220 --> 00:15:58.220]  及早照出
[00:15:58.220 --> 00:16:00.220]  你就沒有問題
[00:16:00.220 --> 00:16:02.220]  就不要等事已經變成不可救藥
[00:16:02.220 --> 00:16:04.220]  你就去搞它
[00:16:04.220 --> 00:16:06.220]  身體
[00:16:06.220 --> 00:16:08.220]  我們除了感覺之外
[00:16:08.220 --> 00:16:10.220]  我們還有很多的指標
[00:16:10.220 --> 00:16:12.220]  去衡量
[00:16:12.220 --> 00:16:14.220]  我們是不是健康
[00:16:14.220 --> 00:16:16.220]  我們的靈魂
[00:16:16.220 --> 00:16:18.220]  怎樣衡量
[00:16:18.220 --> 00:16:20.220]  它是否輕盛
[00:16:20.220 --> 00:16:22.220]  你怎知道你的靈魂
[00:16:22.220 --> 00:16:24.220]  是否輕盛
[00:16:24.220 --> 00:16:26.220]  我們怎樣量度
[00:16:26.220 --> 00:16:28.220]  大家聽過
[00:16:28.220 --> 00:16:30.220]  FOS
[00:16:30.220 --> 00:16:32.220]  Index嗎
[00:16:32.220 --> 00:16:34.220]  有沒有人會聽過
[00:16:34.220 --> 00:16:36.220]  沒有嗎
[00:16:36.220 --> 00:16:38.220]  我都預了我
[00:16:38.220 --> 00:16:40.220]  因為是我作的
[00:16:40.220 --> 00:16:44.220]  我就想
[00:16:44.220 --> 00:16:46.220]  怎樣跟弟兄姊妹說
[00:16:46.220 --> 00:16:48.220]  他們的靈魂是否輕盛
[00:16:48.220 --> 00:16:50.220]  我怎知道自己的靈魂是否輕盛
[00:16:50.220 --> 00:16:52.220]  就彈了這句經文出來
[00:16:52.220 --> 00:16:54.220]  大家一起讀
[00:16:54.220 --> 00:17:08.220]  大家都很熟悉
[00:17:08.220 --> 00:17:10.220]  這是甚麼
