
[00:00:00.000 --> 00:00:05.600]  在一間公司裏有三類的同事
[00:04:43.800 --> 00:04:47.480]  原來這裏分了三類的人
[00:04:47.480 --> 00:04:51.200]  第一類的人就是一班的首領
[00:04:51.200 --> 00:04:54.840]  他們因為要以身作則
[00:04:54.840 --> 00:04:59.920]  和帶領著整個建立的工作
[00:04:59.920 --> 00:05:05.200]  和他們可能需要在聖殿裏面幫忙
[00:05:05.200 --> 00:05:12.720]  所以那些首領就首先帶頭住在耶路撒冷
[00:05:12.720 --> 00:05:17.880]  然後第二批就是抽籤的人
[00:05:17.880 --> 00:05:26.120]  十個裏面抽一個就住在耶路撒冷
[00:05:26.120 --> 00:05:30.120]  這批人可以說是被勉強的
[00:05:30.120 --> 00:05:36.040]  沒辦法了,抽中了我,就住在耶路撒冷
[00:05:36.040 --> 00:05:41.000]  他們就開始他們另外一個生活
[00:05:41.000 --> 00:05:44.640]  就是住在耶路撒冷
[00:05:44.640 --> 00:05:47.480]  但是有第三類的人
[00:05:47.480 --> 00:05:50.320]  這類的人聖經怎樣形容呢?
[00:05:50.320 --> 00:05:53.720]  是甘心樂意的
[00:05:53.720 --> 00:05:55.840]  是自願的
[00:05:55.840 --> 00:05:59.120]  是帶著一份好喜樂的心
[00:05:59.120 --> 00:06:02.680]  投入在他們的生活裏面
[00:06:02.680 --> 00:06:07.760]  他們可以說是一群很特殊的
[00:06:07.760 --> 00:06:13.600]  所以所有的百姓都為他們祝福
[00:06:13.600 --> 00:06:18.600]  希望他們的生活是好享受
[00:06:18.600 --> 00:06:26.040]  希望他們能夠經歷神更深的恩典
[00:06:26.040 --> 00:06:31.640]  所以原來今天我們都很需要帶著一個這樣的心
[00:06:31.640 --> 00:06:40.560]  就是喜樂地迎接神為我們所預備的工作
[00:06:40.560 --> 00:06:44.480]  我實在很盼望在座每一位弟兄姊妹
[00:06:44.480 --> 00:06:48.240]  每一次當你上班的時候
[00:06:48.240 --> 00:06:55.880]  你認定這份工作是神為我預備的
[00:06:55.880 --> 00:06:59.560]  我是可以很開心地
[00:06:59.560 --> 00:07:04.000]  很喜樂地來工作
[00:07:04.000 --> 00:07:07.280]  怎樣我們可以有這個喜樂的心呢?
[00:07:07.280 --> 00:07:13.800]  首先我們要看看我們怎樣看工作
[00:07:13.800 --> 00:07:15.520]  工作
[00:07:15.520 --> 00:07:21.440]  原來我們的神是一位工作的神
[00:07:21.440 --> 00:07:24.960]  在聖經一開始就告訴我們
[00:07:24.960 --> 00:07:29.760]  我們的神是一位創造的神
[00:07:29.760 --> 00:07:35.920]  祂用了六天做天地海和其中的萬物
[00:07:35.920 --> 00:07:40.240]  我們的神不斷地作工
[00:07:40.240 --> 00:07:43.440]  聖經一開始就讓我們認識
[00:07:43.440 --> 00:07:49.360]  這位神是一位喜愛工作
[00:07:49.360 --> 00:07:52.760]  因為祂每做完一件事之後
[00:07:52.760 --> 00:07:57.120]  祂看著是好的
[00:07:57.120 --> 00:07:59.920]  神創造萬物之後
[00:07:59.920 --> 00:08:04.080]  祂就覺得都甚好
[00:08:04.080 --> 00:08:09.520]  所以我們的神是一位不停作工的神
[00:08:09.520 --> 00:08:15.040]  祂作工直到如今
[00:08:15.040 --> 00:08:19.000]  所以可以說神給我們一個典範
[00:08:19.000 --> 00:08:22.120]  祂是一位工作的神
[00:08:22.120 --> 00:08:28.760]  第二,工作是神所命定的
[00:08:28.760 --> 00:08:32.360]  在《創世紀》裏面告訴我們
[00:08:32.360 --> 00:08:35.920]  神就賜福給他們
[00:08:35.920 --> 00:08:38.320]  又對他們說
[00:08:38.320 --> 00:08:41.400]  要生養眾多
[00:08:41.400 --> 00:08:43.840]  遍滿地面
[00:08:43.840 --> 00:08:46.280]  治理這地
[00:08:46.280 --> 00:08:49.440]  也要管理海裡的魚
[00:08:49.440 --> 00:08:56.800]  空中的鳥和地上各樣行動的活物
[00:08:56.800 --> 00:09:00.320]  當神創造了人類之後
[00:09:00.320 --> 00:09:03.360]  祂就祝福他們
[00:09:03.360 --> 00:09:06.000]  因為他們能夠設立家庭
[00:09:06.000 --> 00:09:09.600]  可以生養兒女
[00:09:09.600 --> 00:09:14.040]  然後就治理這地
[00:09:14.040 --> 00:09:17.520]  所以這是一個召命
[00:09:17.520 --> 00:09:21.080]  原來神是愛我們
[00:09:21.080 --> 00:09:23.920]  把我們放在這地上
[00:09:23.920 --> 00:09:29.600]  是叫我們去治理這地
[00:09:29.600 --> 00:09:33.480]  這裏有一個敬拜的意思
[00:09:33.480 --> 00:09:38.560]  所以當時亞當和夏娃來到神的面前
[00:09:38.560 --> 00:09:41.720]  是帶著一個敬畏的心
[00:09:41.720 --> 00:09:45.440]  活在伊甸園裏面
[00:09:45.440 --> 00:09:47.800]  所以這個治理
[00:09:47.800 --> 00:09:52.040]  是有一個敬拜侍奉的意思
[00:09:52.040 --> 00:09:55.760]  神不只是給我們一個召命
[00:09:55.760 --> 00:09:59.600]  祂更加給我們一個使命
[00:09:59.600 --> 00:10:02.320]  在詩篇第八篇裏說
[00:10:02.320 --> 00:10:07.560]  「你派他管理你手所做的
[00:10:07.560 --> 00:10:11.280]  使萬物就是一切的羊牛
[00:10:11.280 --> 00:10:12.880]  田野的獸
[00:10:12.880 --> 00:10:15.960]  空中的鳥 海裡的魚
[00:10:15.960 --> 00:10:18.400]  凡驚行海盜的
[00:10:18.400 --> 00:10:23.840]  都伏在他的腳下」
[00:10:23.840 --> 00:10:30.680]  有人形容這是神給我們一個文化的使命
[00:10:30.680 --> 00:10:32.800]  我們在這地上
[00:10:32.800 --> 00:10:37.400]  就是去管理萬有
[00:10:37.400 --> 00:10:40.920]  以致萬有能夠有秩序
[00:10:40.920 --> 00:10:46.000]  所以神是賦予我們一個任務
[00:10:46.000 --> 00:10:49.000]  所以今天我們有工作
[00:10:49.000 --> 00:10:50.760]  這一份工作
[00:10:50.760 --> 00:10:57.120]  我們需要認定是神委託給我們的
[00:10:57.120 --> 00:11:01.000]  所以我們帶著一個這樣的觀念
[00:11:01.000 --> 00:11:06.160]  來去接受神給我們的工作
[00:11:06.160 --> 00:11:14.360]  第三,我們需要接納工作是有辛勞的
[00:11:14.360 --> 00:11:17.600]  大家都知道當人犯罪之後
[00:11:17.600 --> 00:11:21.360]  神就給人有刑罰
[00:11:21.360 --> 00:11:25.760]  「地會為你的緣故受奏助
[00:11:25.760 --> 00:11:28.760]  你必終身勞苦
[00:11:28.760 --> 00:11:31.840]  才能從地裡得吃的
[00:11:31.840 --> 00:11:36.320]  地必給你長出荊棘和窒泥來
[00:11:36.320 --> 00:11:39.480]  你必汗流滿面
[00:11:39.480 --> 00:11:44.640]  才得糊口」
[00:11:44.640 --> 00:11:47.840]  當神最先的設計
[00:11:47.840 --> 00:11:52.840]  工作是非常之尊貴的
[00:11:52.840 --> 00:11:56.640]  工作是享受的
[00:11:56.640 --> 00:12:02.120]  所以我想當初亞當和夏娃在伊甸園裡
[00:12:02.120 --> 00:12:05.360]  是非常之享受
[00:12:05.360 --> 00:12:08.520]  直到他們犯了罪之後
[00:12:08.520 --> 00:12:10.720]  有一樣東西出現了
[00:12:10.720 --> 00:12:14.640]  就叫做辛勞
[00:12:14.640 --> 00:12:19.120]  原來今天我們所以這麼辛勞
[00:12:19.120 --> 00:12:23.520]  就是罪的後果
[00:12:23.520 --> 00:12:30.320]  但大家不要將辛勞和工作混在一起
[00:12:30.320 --> 00:12:35.720]  雖然辛勞是隨著工作而來
[00:12:35.720 --> 00:12:43.520]  但是工作仍然是神一個很美好的設計
[00:12:43.520 --> 00:12:53.120]  是神給我們一份可以去享受的工作
[00:12:53.120 --> 00:12:54.720]  所以下面我們看
[00:12:54.720 --> 00:12:56.720]  就是聖經告訴我們
[00:12:56.720 --> 00:12:58.520]  在工作上
[00:12:58.520 --> 00:13:05.320]  其實我們是可以找到成就和滿足的
[00:13:05.320 --> 00:13:07.720]  在傳道書那裡說
[00:13:07.720 --> 00:13:15.720]  「故此我見人莫強於在他經營的事上喜樂
[00:13:15.720 --> 00:13:20.120]  因為這是他的份」
[00:13:20.120 --> 00:13:24.320]  原來神的心意是叫我們每一個人
[00:13:24.320 --> 00:13:26.720]  透過我們的工作
[00:13:26.720 --> 00:13:31.920]  是可以獲得一份的成就
[00:13:31.920 --> 00:13:36.720]  獲得一份的滿足
[00:13:36.720 --> 00:13:40.120]  因為我們可以作出貢獻
[00:13:40.120 --> 00:13:45.920]  我們可以享受我們的工作
[00:13:45.920 --> 00:13:51.720]  如果有一天你突然之間失業
[00:13:51.720 --> 00:13:55.320]  我想你會很失落
[00:13:55.320 --> 00:14:01.720]  你會很想很快再找回一份工作
[00:14:01.720 --> 00:14:05.120]  如果工作是辛勞的話
[00:14:05.120 --> 00:14:10.520]  為什麼你這麼想找回一份工作呢?
[00:14:10.520 --> 00:14:13.320]  因為你覺得自己有用
[00:14:13.320 --> 00:14:18.120]  因為你覺得你自己是可以作出一些貢獻
[00:14:18.120 --> 00:14:20.320]  原來我們每一個人
[00:14:20.320 --> 00:14:25.520]  都很願意將我們的能力
[00:14:25.520 --> 00:14:27.320]  將我們的才幹
[00:14:27.320 --> 00:14:29.520]  貢獻出來
[00:14:29.520 --> 00:14:33.520]  神就是這樣期待我們每一個人
[00:14:33.520 --> 00:14:36.320]  可以透過工作
[00:14:36.320 --> 00:14:40.920]  來建立這個社會
[00:14:40.920 --> 00:14:47.520]  讓我們能夠一起經歷他更深的恩典
[00:14:47.520 --> 00:14:52.720]  所以我們需要有一個正確的工作觀
[00:14:52.720 --> 00:14:55.720]  然後我們就要來看看
[00:14:55.720 --> 00:14:58.720]  在《新譜及譯本》那裡說
[00:14:58.720 --> 00:15:04.720]  「我看人最好還是以自己的工作為樂
[00:15:04.720 --> 00:15:09.320]  我們正是為此而生」
[00:15:09.320 --> 00:15:12.520]  原來我們為此而生
[00:15:12.520 --> 00:15:19.320]  就是為神讓我們可以享受我們的工作
[00:15:19.320 --> 00:15:20.920]  下面我們來看看
[00:15:20.920 --> 00:15:24.320]  怎樣可以讓我們樂業
[00:15:24.320 --> 00:15:28.120]  就是享受我們的工作
[00:15:28.120 --> 00:15:34.520]  第一樣就是我們是為神而做的
[00:15:34.520 --> 00:15:37.120]  我不知道你有沒有覺得
[00:15:37.120 --> 00:15:44.120]  是神安排你做現在你這個行業
[00:15:44.120 --> 00:15:48.520]  神安排你在這個單位
[00:15:48.520 --> 00:15:53.920]  這個公司、這個機構裡面工作
[00:15:53.920 --> 00:16:00.120]  你有沒有帶著一個服侍神的心
[00:16:00.120 --> 00:16:05.320]  來做你的工作?
[00:16:05.320 --> 00:16:08.320]  保羅怎樣教我們呢?
[00:16:08.320 --> 00:16:11.520]  他說「你們作僕人的
[00:16:11.520 --> 00:16:16.520]  要凡事聽從你們肉身的主人
[00:16:16.520 --> 00:16:19.920]  不要只在眼前侍奉
[00:16:19.920 --> 00:16:23.320]  像是土人喜歡的
[00:16:23.320 --> 00:16:28.720]  總要全心誠實敬畏主
[00:16:28.720 --> 00:16:34.720]  無論作什麼都要從心裡作
[00:16:34.720 --> 00:16:37.520]  像是給主作的
[00:16:37.520 --> 00:16:40.120]  不是給人作的
[00:16:40.120 --> 00:16:43.320]  因你們知道從主那裡
[00:16:43.320 --> 00:16:47.320]  必得著基業為賞之
[00:16:47.320 --> 00:16:54.120]  你們所侍奉的乃是主基督」
[00:16:54.120 --> 00:16:57.120]  原來我們無論做什麼
[00:16:57.120 --> 00:17:00.520]  無論我的工作是什麼
[00:17:00.520 --> 00:17:04.320]  我們從我們的心裡面覺得
[00:17:04.320 --> 00:17:09.120]  我不是為老闆打工的
[00:17:09.120 --> 00:17:13.720]  我是為神而做的
[00:17:13.720 --> 00:17:19.320]  因為神才是那位最後的大老闆
[00:17:19.320 --> 00:17:23.520]  所以我們帶著一個喜樂的心
[00:17:23.520 --> 00:17:26.320]  一個敬畏的心
[00:17:26.320 --> 00:17:28.920]  一個專一的心
[00:17:28.920 --> 00:17:33.720]  來為神作工
[00:17:33.720 --> 00:17:37.920]  聖經裡面有一個人物就是若瑟
[00:17:37.920 --> 00:17:40.520]  若瑟非常之特別
[00:17:40.520 --> 00:17:43.720]  他無論去到哪一個地方
[00:17:43.720 --> 00:17:46.320]  無論他做什麼工作
[00:17:46.320 --> 00:17:50.720]  他都有很特別的效果
[00:17:50.720 --> 00:17:53.920]  若瑟因為被他哥哥妒忌
[00:17:53.920 --> 00:17:56.320]  於是出賣他
[00:17:56.320 --> 00:17:59.520]  結果還被賣到埃及
[00:17:59.520 --> 00:18:04.920]  去到當時的護衛長波提弗的家
[00:18:04.920 --> 00:18:08.720]  成為一個奴隸
[00:18:08.720 --> 00:18:11.320]  但是若瑟做奴隸
[00:18:11.320 --> 00:18:15.920]  他卻是有很美好的表現
[00:18:15.920 --> 00:18:21.120]  所以那個主人非常之欣賞他
[00:18:21.120 --> 00:18:23.920]  慢慢就提拔他
[00:18:23.920 --> 00:18:27.920]  讓他成為一個管家
[00:18:27.920 --> 00:18:32.520]  可以管理家裡所有的東西
[00:18:32.520 --> 00:18:35.720]  這個主人一點都不過問
[00:18:35.720 --> 00:18:40.320]  就將所有的東西交給若瑟
[00:18:40.320 --> 00:18:43.320]  為什麼若瑟能夠由一個奴隸
[00:18:43.320 --> 00:18:46.720]  變成一個管家呢?
[00:18:46.720 --> 00:18:50.720]  後來很不幸他的主母引誘他
[00:18:50.720 --> 00:18:52.920]  結果就誣告他
[00:18:52.920 --> 00:18:56.520]  於是若瑟就要坐牢
[00:18:56.520 --> 00:19:01.720]  從一個管家突然變成一個囚犯
[00:19:01.720 --> 00:19:04.120]  但是又是很特別
[00:19:04.120 --> 00:19:06.320]  當他坐牢的時候
[00:19:06.320 --> 00:19:14.120]  他很得到監獄的獄卒喜愛他
[00:19:14.120 --> 00:19:19.320]  因為他特別的跟人相處得好
[00:19:19.320 --> 00:19:20.920]  聖經裡面說
[00:19:20.920 --> 00:19:23.720]  那個私獄的人
[00:19:23.720 --> 00:19:30.720]  將所有的囚犯都交給若瑟去管理
[00:19:30.720 --> 00:19:32.720]  為什麼這麼特別呢?
[00:19:32.720 --> 00:19:39.720]  坐牢都變成可以管理其他的囚犯
[00:19:39.720 --> 00:19:41.720]  很特別
[00:19:41.720 --> 00:19:45.720]  然後他在監獄裡幫人解夢
[00:19:45.720 --> 00:19:50.520]  結果後來就幫法老王解夢
[00:19:50.520 --> 00:19:58.120]  結果他就被法老王任命他為埃及的宰相
[00:19:58.120 --> 00:20:00.720]  他做宰相的時候
[00:20:00.720 --> 00:20:05.120]  很能夠發揮他的智慧、他的能力
[00:20:05.120 --> 00:20:07.320]  那七個豐年
[00:20:07.320 --> 00:20:10.720]  他就將很多的糧食收藏好
[00:20:10.720 --> 00:20:14.120]  然後面對七個荒年
[00:20:14.120 --> 00:20:17.320]  他就開放這些糧倉
[00:20:17.320 --> 00:20:22.320]  以致百姓可以有糧食
[00:20:22.320 --> 00:20:26.920]  若瑟他無論打哪份工
[00:20:26.920 --> 00:20:29.920]  他無論做哪份工作
[00:20:29.920 --> 00:20:34.120]  他都能夠敬畏神
[00:20:34.120 --> 00:20:39.320]  所以他的腳步蒙神的看顧
[00:20:39.320 --> 00:20:41.520]  聖經裡面記載說
[00:20:41.520 --> 00:20:47.320]  神的手在他的身上
[00:20:47.320 --> 00:20:48.320]  各位弟兄姊妹
[00:20:48.320 --> 00:20:51.320]  我不知道你正在打哪份工
[00:20:51.320 --> 00:20:54.720]  在你的工作裡面
[00:20:54.720 --> 00:21:00.120]  有沒有神的手與你同在呢?
[00:21:00.120 --> 00:21:03.120]  以致你的表現
[00:21:03.120 --> 00:21:07.520]  你和周圍身邊的人的相處
[00:21:07.520 --> 00:21:12.520]  是贏得他們的敬愛
[00:21:12.520 --> 00:21:18.720]  你能夠好好地來服侍神
[00:21:18.720 --> 00:21:21.920]  是為神而做
[00:21:21.920 --> 00:21:23.120]  第二
[00:21:23.120 --> 00:21:29.120]  我們是帶著一個忠誠的心來做
[00:21:29.120 --> 00:21:31.520]  聖經裡面怎麼說呢?
[00:21:31.520 --> 00:21:36.520]  「你們作僕人的,要懼怕戰經」
[00:21:36.520 --> 00:21:42.720]  「用誠實的心聽從你們肉身的主人」
[00:21:42.720 --> 00:21:46.520]  「好像聽從基督一般」
[00:21:46.520 --> 00:21:50.120]  「不要只在眼前侍奉」
[00:21:50.120 --> 00:21:53.320]  「像是土人喜歡的」
[00:21:53.320 --> 00:21:56.120]  「要像基督的僕人」
[00:21:56.120 --> 00:22:01.320]  「從心裡進行神的旨意」
[00:22:01.320 --> 00:22:06.320]  「甘心侍奉,好像服侍主」
[00:22:06.320 --> 00:22:08.520]  「不像服侍人」
[00:22:08.520 --> 00:22:12.320]  「因為曉得各人所行的善事」
[00:22:12.320 --> 00:22:16.320]  「不論是為奴的,是自主的」
[00:22:16.320 --> 00:22:23.720]  「都必按所行的,得主的賞賜」
[00:22:23.720 --> 00:22:27.520]  原來我們在我們的工作上面
[00:22:27.520 --> 00:22:32.320]  要甘心地侍奉
[00:22:32.320 --> 00:22:35.320]  靠著主的恩典
[00:22:35.320 --> 00:22:37.920]  靠著神的幫助
[00:22:37.920 --> 00:22:42.320]  我可以在這個崗位上面
[00:22:42.320 --> 00:22:47.720]  盡上我最大的努力
[00:22:47.720 --> 00:22:50.120]  因為我們所行的
[00:22:50.120 --> 00:22:55.720]  將來必定得主的賞賜
[00:22:55.720 --> 00:22:59.120]  所以我們需要在我們的崗位上面
[00:22:59.120 --> 00:23:02.320]  帶著一份勇氣
[00:23:02.320 --> 00:23:06.520]  來好好地見證主
[00:23:06.520 --> 00:23:09.920]  我知道今天我們在工作的地方
[00:23:09.920 --> 00:23:12.720]  實在是很不容易的
[00:23:12.720 --> 00:23:17.320]  因為我們有時會面對不同的上司
[00:23:17.320 --> 00:23:22.720]  有些上司可能有很多無理的要求
[00:23:22.720 --> 00:23:25.320]  有時我們也會面對一些
[00:23:25.320 --> 00:23:30.720]  很難去相處的一些同事
[00:23:30.720 --> 00:23:35.520]  但我們需要求神給我們有智慧
[00:23:35.520 --> 00:23:37.520]  給我們有力量
[00:23:37.520 --> 00:23:40.920]  讓我們在我們的工作崗位上面
[00:23:40.920 --> 00:23:48.320]  可以忠心地做好我們的本份
[00:23:48.320 --> 00:23:52.320]  楊牧谷牧師曾經寫過一本書
[00:23:52.320 --> 00:23:56.320]  叫做《還我祭司的封榮》
[00:23:56.320 --> 00:24:01.720]  他說我們每一個基督徒都是神的祭司
[00:24:01.720 --> 00:24:04.320]  所以我們要在我們的生活上
[00:24:04.320 --> 00:24:07.120]  在我們的工作上
[00:24:07.120 --> 00:24:10.320]  好好地見證神
[00:24:10.320 --> 00:24:13.120]  他有幾句這樣說
[00:24:13.120 --> 00:24:17.520]  因為我們是為主活在地上
[00:24:17.520 --> 00:24:21.720]  為主在自己的事業上工作
[00:24:21.720 --> 00:24:28.320]  我們的成敗直接與主的榮辱有關
[00:24:28.320 --> 00:24:32.120]  因此是絕對輕慢不得
[00:24:32.120 --> 00:24:35.520]  只要竭盡所能
[00:24:35.520 --> 00:24:41.120]  再加一點力去追求至善
[00:24:41.120 --> 00:24:44.520]  叫主的名得稱頌
[00:24:44.520 --> 00:24:47.920]  叫人得好處
[00:24:47.920 --> 00:24:52.520]  所以我們不敢用次貨現世
[00:24:52.520 --> 00:24:56.920]  基督徒實在需要敢於保證
[00:24:56.920 --> 00:25:01.920]  「凡我出品必屬佳品」
[00:25:01.920 --> 00:25:03.920]  這不是驕傲
[00:25:03.920 --> 00:25:07.320]  乃是身負重任
[00:25:07.320 --> 00:25:12.120]  不敢輕心而言
[00:25:12.120 --> 00:25:15.720]  我不知道你在公司裏面
[00:25:15.720 --> 00:25:21.320]  你是否一位出色的員工
[00:25:21.320 --> 00:25:26.320]  贏得上司的讚賞
[00:25:26.320 --> 00:25:32.320]  贏得同事客戶對你的愛戴
[00:25:32.320 --> 00:25:35.520]  對你的尊敬
[00:25:35.520 --> 00:25:39.920]  因為你是很忠心地
[00:25:39.920 --> 00:25:46.520]  在你的工作裏能夠榮耀神的名
[00:25:46.520 --> 00:25:49.320]  所以求神幫助我們
[00:25:49.320 --> 00:25:53.520]  讓我們能夠真的靠著祂給我們的力量
[00:25:53.520 --> 00:25:59.920]  我們能夠每一個人都愛我們這一份工作
[00:25:59.920 --> 00:26:03.920]  為著神帶我們去到這個公司
[00:26:03.920 --> 00:26:06.520]  這個單位、這個地方
[00:26:06.520 --> 00:26:11.320]  讓我們願意在這個地方上
[00:26:11.320 --> 00:26:15.320]  我們能夠將愛散播出去
[00:26:15.320 --> 00:26:20.320]  將恩典帶給我們身邊的人
[00:26:20.320 --> 00:26:24.520]  所以我們不單止要落葉
[00:26:24.520 --> 00:26:28.520]  我們更加需要守葉
[00:26:28.520 --> 00:26:33.520]  請大家一起看《尼西米記》第十一章
[00:26:33.520 --> 00:26:38.520]  我們看一看第三節和第六節
[00:27:03.520 --> 00:27:05.520]  記載下面
[00:27:05.520 --> 00:27:08.520]  我們跳去看第六節
[00:27:08.520 --> 00:27:11.520]  住在耶路撒冷
[00:27:11.520 --> 00:27:15.520]  法勒斯的兒子孫
[00:27:15.520 --> 00:27:23.520]  共四百六十八名都市勇士
[00:27:23.520 --> 00:27:29.520]  《尼西米記》十一章是記載一批的名單
[00:27:29.520 --> 00:27:33.520]  就是哪些人住在耶路撒冷
[00:27:33.520 --> 00:27:37.520]  哪些人住在其他的城邑
[00:27:37.520 --> 00:27:41.520]  這些住在耶路撒冷的人
[00:27:41.520 --> 00:27:45.520]  聖經稱他們為勇士
[00:27:45.520 --> 00:27:49.520]  就是他們能夠帶著一個光魏的心
[00:27:49.520 --> 00:27:54.520]  去開荒、去開拓耶路撒冷
[00:27:54.520 --> 00:27:58.520]  去建立他們的家園
[00:27:58.520 --> 00:28:05.520]  原來在工作上很講求韌力
[00:28:05.520 --> 00:28:09.520]  要持守、要堅持下去
[00:28:09.520 --> 00:28:13.520]  要保守我們的價值觀
[00:28:13.520 --> 00:28:18.520]  要在工作上有好的操守
[00:28:18.520 --> 00:28:26.520]  所以我們都需要在工作上有那份堅持
[00:28:26.520 --> 00:28:29.520]  在《生命記》裏面有記載
[00:28:29.520 --> 00:28:35.520]  當以色列人那四十年在曠野漂流
[00:28:35.520 --> 00:28:39.520]  他們怎樣能夠渡過這四十年呢?
[00:28:39.520 --> 00:28:42.520]  怎樣可以守得住呢?
[00:28:42.520 --> 00:28:44.520]  聖經裏面怎樣說
[00:28:44.520 --> 00:28:47.520]  因為耶和華你的神
[00:28:47.520 --> 00:28:51.520]  在你手裏所辦的一切事上
[00:28:51.520 --> 00:29:00.520]  以賜福於你,你走者大曠野,他都知道了
[00:29:00.520 --> 00:29:07.520]  這四十年,耶和華你的神常與你同在
[00:29:07.520 --> 00:29:13.520]  故此你一無所缺
[00:29:13.520 --> 00:29:17.520]  原來他們能夠守住四十年
[00:29:17.520 --> 00:29:23.520]  是因為神知道他們
[00:29:23.520 --> 00:29:28.520]  神的眼目在看顧他們
[00:29:28.520 --> 00:29:31.520]  還有在這麼長的歲月裏面
[00:29:31.520 --> 00:29:37.520]  神都常與他們同在
[00:29:37.520 --> 00:29:41.520]  所以我都很盼望各位弟兄姊妹你都理解
