
[00:00:00.000 --> 00:00:02.000]  (主席) 各位節目的早晨
[00:02:45.000 --> 00:02:46.000]  (主席) 表現出來
[00:02:46.000 --> 00:02:48.000]  (主席) 我現在長大了
[00:02:48.000 --> 00:02:49.000]  (主席) 相信了主之後
[00:02:49.000 --> 00:02:51.000]  (主席) 我很認為我當年老師
[00:02:51.000 --> 00:02:53.000]  (主席) 他們是很忠於原著的
[00:02:53.000 --> 00:02:55.000]  (主席) 你們聽我說的描述
[00:02:55.000 --> 00:02:58.000]  (主席) 都是根據盧家呼音的情景去做出來
[00:02:58.000 --> 00:03:01.000]  (主席) 我還記得老師當時教我們
[00:03:01.000 --> 00:03:03.000]  (主席) 用什麼方法來表達恐懼
[00:03:03.000 --> 00:03:05.000]  (主席) 他說用「塞縮」
[00:03:05.000 --> 00:03:06.000]  (主席) 就是縮在一起
[00:03:06.000 --> 00:03:07.000]  (主席) 還有「後退兩步」
[00:03:07.000 --> 00:03:08.000]  (主席) 不可以後退太多
[00:03:08.000 --> 00:03:09.000]  (主席) 因為台不是很大
[00:03:09.000 --> 00:03:11.000]  (主席) 所以「後退兩步」就足夠了
[00:03:11.000 --> 00:03:14.000]  (主席) 我們三個人就要練「倒後行」
[00:03:14.000 --> 00:03:16.000]  (主席) 也練了一陣子
[00:03:16.000 --> 00:03:17.000]  (主席) 練到大家很齊
[00:03:17.000 --> 00:03:19.000]  (主席) 一起害怕才有氣氛
[00:03:19.000 --> 00:03:21.000]  (主席) 所以我們就用這種來表達恐懼
[00:03:21.000 --> 00:03:25.000]  (主席) 小朋友又怎會懂得開心喜悅
[00:03:25.000 --> 00:03:26.000]  (主席) 看著上蒼呢
[00:03:26.000 --> 00:03:28.000]  (主席) 老師教我們的方法就是
[00:03:28.000 --> 00:03:29.000]  (主席) 總之你笑就可以了
[00:03:29.000 --> 00:03:31.000]  (主席) 但現在回想起來
[00:03:31.000 --> 00:03:33.000]  (主席) 一口都是黑色的毛
[00:03:33.000 --> 00:03:37.000]  (主席) 其實我笑與不笑是不太看得到的
[00:03:37.000 --> 00:03:38.000]  (主席) 但總之他們叫我們笑
[00:03:38.000 --> 00:03:39.000]  (主席) 於是我們就學習
[00:03:39.000 --> 00:03:41.000]  (主席) 當聽到那一句金句
[00:03:41.000 --> 00:03:43.000]  (主席) 我們就由恐懼「後退兩步」
[00:03:43.000 --> 00:03:45.000]  (主席) 突然變成拉直的人笑
[00:03:45.000 --> 00:03:47.000]  (主席) 我不知道是不是真的看得到笑
[00:03:47.000 --> 00:03:48.000]  (主席) 然後就叫我們的頭
[00:03:48.000 --> 00:03:50.000]  (主席) 要看上舞台的天花
[00:03:50.000 --> 00:03:53.000]  (主席) 象徵我們看著天
[00:03:53.000 --> 00:03:55.000]  (主席) 用這個方法表示恐懼
[00:03:55.000 --> 00:03:57.000]  (主席) 表示一種向上蒼的
[00:03:57.000 --> 00:04:00.000]  (主席) 發自內心的一種喜悅
[00:04:00.000 --> 00:04:02.000]  (主席) 問題就來了
[00:04:03.000 --> 00:04:04.000]  (主席) 這個不是我
[00:04:04.000 --> 00:04:06.000]  (主席) 但我也不記得那隻是羊還是牧羊人
[00:04:06.000 --> 00:04:08.000]  (主席) 總之我們這個綠人團隊裏
[00:04:08.000 --> 00:04:10.000]  (主席) 有一個同學問了一個問題
[00:04:10.000 --> 00:04:14.000]  (主席) 那個問題我想老師也不料有恃一問
[00:04:14.000 --> 00:04:17.000]  (主席) 「老師,甚麼是榮耀?」
[00:04:17.000 --> 00:04:18.000]  (主席) 都很難回答
[00:04:18.000 --> 00:04:20.000]  (主席) 其實是一個很高深的神學課題
[00:04:20.000 --> 00:04:21.000]  (主席) 我想一位幼稚園老師
[00:04:21.000 --> 00:04:23.000]  (主席) 未必受過神學裝備
[00:04:23.000 --> 00:04:25.000]  (主席) 都很難回答
[00:04:25.000 --> 00:04:27.000]  (主席) 老師沒有料到有恃一問
[00:04:27.000 --> 00:04:30.000]  (主席) 不過老師也很醒目地回答
[00:04:30.000 --> 00:04:33.000]  (主席) 榮耀就是「好光好光」
[00:04:33.000 --> 00:04:35.000]  (主席) 「你看不到那盞燈射出來好光嗎?」
[00:04:35.000 --> 00:04:38.000]  (主席) 原來是用舞台設計的效果
[00:04:38.000 --> 00:04:42.000]  (主席) 來解釋甚麼是榮耀
[00:04:42.000 --> 00:04:44.000]  (主席) 當然老實說
[00:04:44.000 --> 00:04:46.000]  (主席) 對一個小朋友
[00:04:46.000 --> 00:04:49.000]  (主席) 很簡單又有力又準確地詮釋榮耀
[00:04:49.000 --> 00:04:51.000]  (主席) 我想真的很難做得到
[00:04:51.000 --> 00:04:52.000]  (主席) 對我們這些大人來說
[00:04:52.000 --> 00:04:54.000]  (主席) 還可以搬一大堆神學的理念
[00:04:54.000 --> 00:04:56.000]  (主席) 很多次聖經去講
[00:04:56.000 --> 00:04:58.000]  (主席) 對幾歲的小朋友
[00:04:58.000 --> 00:05:01.000]  (主席) 最簡單「好光好光」就是了
[00:05:01.000 --> 00:05:03.000]  (主席) 在士羅約翰的筆下
[00:05:03.000 --> 00:05:05.000]  (主席) 其實耶穌是怎樣去詮釋
[00:05:05.000 --> 00:05:08.000]  (主席) 祂自己理解的榮耀
[00:05:08.000 --> 00:05:10.000]  (主席) 耶穌所講的榮耀
[00:05:10.000 --> 00:05:12.000]  (主席) 其實當我們回到幾個星期前
[00:05:12.000 --> 00:05:15.000]  (主席) 中之主日的日子
[00:05:15.000 --> 00:05:18.000]  (主席) 耶穌騎著老驅進入耶路撒冷的時候
[00:05:18.000 --> 00:05:21.000]  (主席) 祂向耶路撒冷的百姓民眾說
[00:05:21.000 --> 00:05:24.000]  (主席) 「人子得榮耀的時候到了」
[00:05:24.000 --> 00:05:27.000]  (主席) 其實到底耶穌想說甚麼呢?
[00:05:27.000 --> 00:05:29.000]  (主席) 我們又明白
[00:05:29.000 --> 00:05:31.000]  (主席) 耶穌的說話有多少呢?
[00:05:31.000 --> 00:05:33.000]  (主席) 這個就讓我想起了
[00:05:33.000 --> 00:05:36.000]  (主席) 當年我去扮牧羊人的時候
[00:05:36.000 --> 00:05:37.000]  (主席) 那一幕
[00:05:37.000 --> 00:05:39.000]  (主席) 我按照老師的指示
[00:05:39.000 --> 00:05:43.000]  (主席) 我臉上真的嘗試戴著笑容
[00:05:43.000 --> 00:05:46.000]  (主席) 亦都舉目望天化
[00:05:46.000 --> 00:05:47.000]  (主席) 其實呢
[00:05:47.000 --> 00:05:48.000]  (主席) 說真的
[00:05:48.000 --> 00:05:50.000]  (主席) 我們真的不知道榮耀是甚麼
[00:05:50.000 --> 00:05:52.000]  (主席) 不過有氣就照做吧
[00:05:52.000 --> 00:05:54.000]  (主席) 今天講到的經文
[00:05:54.000 --> 00:05:56.000]  (主席) 其實選取了約翰福音十二章
[00:05:56.000 --> 00:05:57.000]  (主席) 到五十節
[00:05:57.000 --> 00:05:59.000]  (主席) 在整大段經文裏面
[00:05:59.000 --> 00:06:01.000]  (主席) 洩露了約翰其實總共有八次
[00:06:01.000 --> 00:06:03.000]  (主席) 用到榮耀這個字
[00:06:03.000 --> 00:06:05.000]  (主席) 有名詞有動詞
[00:06:05.000 --> 00:06:06.000]  (主席) 總共八次
[00:06:06.000 --> 00:06:08.000]  (主席) 很自然當你去看這段聖經的時候
[00:06:08.000 --> 00:06:10.000]  (主席) 就算你不是很熟悉歸納法查經也好
[00:06:10.000 --> 00:06:12.000]  (主席) 你都會很自然作為讀者
[00:06:12.000 --> 00:06:14.000]  (主席) 又見到榮耀
[00:06:14.000 --> 00:06:16.000]  (主席) 你就會發現大段經文裏面
[00:06:16.000 --> 00:06:19.000]  (主席) 榮耀很自然成為其中一個焦點
[00:06:19.000 --> 00:06:26.000]  (主席) 我們今天嘗試順著大段經文的脈絡思想一下
[00:06:26.000 --> 00:06:28.000]  (主席) 人只得榮耀是甚麼意思
[00:06:28.000 --> 00:06:30.000]  (主席) 對我們自己每一個信徒
[00:06:30.000 --> 00:06:33.000]  (主席) 我們的人生其實有甚麼意義呢
[00:06:33.000 --> 00:06:35.000]  (主席) 可能第一個問題要問的就是
[00:06:35.000 --> 00:06:37.000]  (主席) 那些榮耀是甚麼來的
[00:06:37.000 --> 00:06:39.000]  (主席) 或者那些榮耀在哪裏找到
[00:06:39.000 --> 00:06:41.000]  (主席) 怎樣見到
[00:06:41.000 --> 00:06:43.000]  (主席) 因為過了逾節的緣故
[00:06:43.000 --> 00:06:45.000]  (主席) 大家可以想像耶路撒冷真的趁虛
[00:06:45.000 --> 00:06:47.000]  (主席) 人山人海
[00:06:47.000 --> 00:06:50.000]  (主席) 很多在外地居住的猶太人
[00:06:50.000 --> 00:06:52.000]  (主席) 大家知道當年
[00:06:52.000 --> 00:06:55.000]  (主席) 有很多猶太人居住在歐洲的地方
[00:06:55.000 --> 00:06:57.000]  (主席) 無論是今天的東歐
[00:06:57.000 --> 00:06:59.000]  (主席) 或者甚至住在希臘半島的猶太人
[00:06:59.000 --> 00:07:01.000]  (主席) 都為數不少
[00:07:01.000 --> 00:07:04.000]  (主席) 甚至在羅馬首都都有猶太人居住
[00:07:04.000 --> 00:07:06.000]  (主席) 當然在北非的地方
[00:07:06.000 --> 00:07:09.000]  (主席) 羅馬人新開發的一些區域
[00:07:09.000 --> 00:07:12.000]  (主席) 在北非的地方也有猶太人居住
[00:07:12.000 --> 00:07:16.000]  (主席) 而猶太人有一個頗重要的傳統
[00:07:16.000 --> 00:07:18.000]  (主席) 就是很重視過節
[00:07:18.000 --> 00:07:20.000]  (主席) 當時有三大節期
[00:07:20.000 --> 00:07:23.000]  (主席) 特別是如月節是最關鍵的節日
[00:07:23.000 --> 00:07:27.000]  (主席) 有點像我們中國人對農曆新年的重視
[00:07:27.000 --> 00:07:29.000]  (主席) 這個是一個很重要一定要過的節日
[00:07:29.000 --> 00:07:32.000]  (主席) 所以有時間特別是有盤川的人
[00:07:32.000 --> 00:07:34.000]  (主席) 都很重視耶路撒冷
[00:07:34.000 --> 00:07:37.000]  (主席) 根據一些解英加的估算
[00:07:37.000 --> 00:07:39.000]  (主席) 甚至在過月節的時候
[00:07:39.000 --> 00:07:42.000]  (主席) 他們的常住和流動人口是過百萬
[00:07:42.000 --> 00:07:47.000]  (主席) 這個在古代來說是一個很虛幻的人山人海的事後
[00:07:47.000 --> 00:07:50.000]  (主席) 大家還記得前幾次講道的時候
[00:07:50.000 --> 00:07:52.000]  (主席) 分享到拉薩路復活的事跡
[00:07:52.000 --> 00:07:55.000]  (主席) 正正就是在如月節不久之前發生
[00:07:55.000 --> 00:07:58.000]  (主席) 所以再加上拉薩路這件事跡
[00:07:58.000 --> 00:08:00.000]  (主席) 耶穌行了這麼大的神蹟
[00:08:00.000 --> 00:08:03.000]  (主席) 你可以想像當時人傳人人傳人
[00:08:03.000 --> 00:08:05.000]  (主席) 就將這些故事傳開
[00:08:05.000 --> 00:08:09.000]  (主席) 就是當臨時的人口突然間很爆炸
[00:08:09.000 --> 00:08:13.000]  (主席) 再加上一段爆炸性的社會新聞
[00:08:13.000 --> 00:08:17.000]  (主席) 就令到當時的人有一種很大的慾望
[00:08:17.000 --> 00:08:19.000]  (主席) 希望能夠見到耶穌
[00:08:19.000 --> 00:08:23.000]  (主席) 所以可以理解耶穌進入耶路撒冷的時候
[00:08:23.000 --> 00:08:25.000]  (主席) 為什麼會引起這麼大的轟動
[00:08:25.000 --> 00:08:29.000]  (主席) 甚至乎按照其他幾個婦女科的書卷作者描述
[00:08:29.000 --> 00:08:32.000]  (主席) 人們甚至把自己的衣服鋪在路上
[00:08:32.000 --> 00:08:36.000]  (主席) 好像耶穌騎著的驢走地毯一樣
[00:08:36.000 --> 00:08:39.000]  (主席) 這些細節的記載
[00:08:39.000 --> 00:08:40.000]  (主席) 其實在約翰裡面
[00:08:40.000 --> 00:08:42.000]  (主席) 他都用他自己很深刻的記憶
[00:08:42.000 --> 00:08:44.000]  (主席) 一些很細膩的筆觸
[00:08:44.000 --> 00:08:45.000]  (主席) 一點一點地寫下來
[00:08:45.000 --> 00:08:47.000]  (主席) 所以我們順著經文的脈絡
[00:08:47.000 --> 00:08:50.000]  (主席) 你就會發現其實約翰在這裡在那裡
[00:08:50.000 --> 00:08:52.000]  (主席) 放下了很多線索
[00:08:52.000 --> 00:08:55.000]  (主席) 讓我們去比較豐富一點的畫面
[00:08:55.000 --> 00:08:59.000]  (主席) 去理解耶穌怎樣看自己的榮耀
[00:08:59.000 --> 00:09:01.000]  (主席) 有很多人上來過節
[00:09:01.000 --> 00:09:04.000]  (主席) 聽見耶穌將到耶路撒冷
[00:09:04.000 --> 00:09:06.000]  (主席) 拿著中樹枝出去迎接他
[00:09:06.000 --> 00:09:07.000]  (主席) 喊著說
[00:09:07.000 --> 00:09:08.000]  (主席) 和撒拿
[00:09:08.000 --> 00:09:11.000]  (主席) 奉主明來的以色列王子應當稱頌的
[00:09:11.000 --> 00:09:14.000]  (主席) 聖經文本是用了一句詩句
[00:09:14.000 --> 00:09:15.000]  (主席) 和撒拿
[00:09:15.000 --> 00:09:18.000]  (主席) 奉主明來的以色列王子應當稱頌的
[00:09:18.000 --> 00:09:20.000]  (主席) 和撒拿就是
[00:09:20.000 --> 00:09:22.000]  (主席) 現在就是拯救的意思
[00:09:22.000 --> 00:09:27.000]  (主席) 當時這群人帶著這麼高興的詩節
[00:09:27.000 --> 00:09:30.000]  (主席) 這個詩句其實就在詩篇
[00:09:30.000 --> 00:09:33.000]  (主席) 第113篇至118篇
[00:09:33.000 --> 00:09:35.000]  (主席) 大概那一段詩篇裏面
[00:09:35.000 --> 00:09:37.000]  (主席) 很重要的章篇
[00:09:37.000 --> 00:09:39.000]  (主席) 也是以色列人
[00:09:39.000 --> 00:09:41.000]  (主席) 特別是從巴比倫
[00:09:41.000 --> 00:09:43.000]  (主席) 或者說從秘魯之地
[00:09:43.000 --> 00:09:45.000]  (主席) 回到巴勒斯坦的地方之後
[00:09:45.000 --> 00:09:47.000]  (主席) 他們慢慢在過去那幾百年裏面
[00:09:47.000 --> 00:09:49.000]  (主席) 建立了一個很重要的傳統
[00:09:49.000 --> 00:09:51.000]  (主席) 就是大時大節的時候
[00:09:51.000 --> 00:09:53.000]  (主席) 這幾篇重要的詩句
[00:09:53.000 --> 00:09:56.000]  (主席) 成為他們經常朗誦 唱頌的一些經具
[00:09:56.000 --> 00:09:57.000]  (主席) 在這個時候
[00:09:57.000 --> 00:09:59.000]  (主席) 當耶穌要進入耶路撒冷的時候
[00:09:59.000 --> 00:10:04.000]  (主席) 他們還唱起這節大家都很熟悉的詩句
[00:10:04.000 --> 00:10:06.000]  (主席) 這個詩句就說
[00:10:06.000 --> 00:10:09.000]  (主席) 其實奉主明來的以色列王
[00:10:09.000 --> 00:10:11.000]  (主席) 是應當稱頌的
[00:10:11.000 --> 00:10:13.000]  (主席) 當時百姓的情緒是高漲的
[00:10:13.000 --> 00:10:17.000]  (主席) 而他們用一種迎接君王的氣勢
[00:10:17.000 --> 00:10:19.000]  (主席) 去歡迎耶穌進入耶路撒冷
[00:10:19.000 --> 00:10:21.000]  (主席) 按照科爾姆書的記載
[00:10:21.000 --> 00:10:23.000]  (主席) 這個都是第一次
[00:10:23.000 --> 00:10:25.000]  (主席) 有以色列人公開地
[00:10:25.000 --> 00:10:28.000]  (主席) 去稱呼耶穌做以色列王
[00:10:28.000 --> 00:10:30.000]  (主席) 當然大家知道很諷刺的
[00:10:30.000 --> 00:10:33.000]  (主席) 大概一個星期後
[00:10:33.000 --> 00:10:34.000]  (主席) 也不夠一個星期
[00:10:34.000 --> 00:10:37.000]  (主席) 耶穌所釘的十字架頂上
[00:10:37.000 --> 00:10:40.000]  (主席) 寫著的正正就是以色列的王
[00:10:40.000 --> 00:10:43.000]  (主席) 一個呼叫被稱頌的名號
[00:10:43.000 --> 00:10:45.000]  (主席) 短短不夠一個星期
[00:10:45.000 --> 00:10:47.000]  (主席) 成為耶穌可以說是被定罪的
[00:10:47.000 --> 00:10:50.000]  (主席) 一個嘲諷的字牌
[00:10:50.000 --> 00:10:52.000]  (主席) 釘在了自己的刑具上
[00:10:52.000 --> 00:10:54.000]  (主席) 後話先不說
[00:10:54.000 --> 00:10:56.000]  (主席) 說回這一刻
[00:10:56.000 --> 00:10:59.000]  (主席) 當耶穌進入耶路撒冷
[00:10:59.000 --> 00:11:02.000]  (主席) 遇到這麼情緒高漲的一群民眾
[00:11:02.000 --> 00:11:06.000]  (主席) 耶穌用什麼來回應這群百姓呢
[00:11:06.000 --> 00:11:08.000]  (主席) 祂騎著一隻驢驅
[00:11:08.000 --> 00:11:10.000]  (主席) 我們中國人很多時候都覺得
[00:11:10.000 --> 00:11:13.000]  (主席) 驢驅就是比較低檔次的動物
[00:11:13.000 --> 00:11:15.000]  (主席) 跟馬是不合
[00:11:15.000 --> 00:11:18.000]  (主席) 甚至我也聽過一些解經的
[00:11:18.000 --> 00:11:21.000]  (主席) 我說是華人的解經的學者也好
[00:11:21.000 --> 00:11:22.000]  (主席) 傳道人也好
[00:11:22.000 --> 00:11:23.000]  (主席) 就會告訴我們
[00:11:23.000 --> 00:11:25.000]  (主席) 我們要像一隻驢驅那樣謙卑
[00:11:25.000 --> 00:11:27.000]  (主席) 被耶穌騎著
[00:11:27.000 --> 00:11:29.000]  (主席) 其實也不是很準確
[00:11:29.000 --> 00:11:32.000]  (主席) 如果按照舊約的幾個記載的片段
[00:11:32.000 --> 00:11:33.000]  (主席) 讓我們知道
[00:11:33.000 --> 00:11:36.000]  (主席) 其實在猶太人的生活文化裡
[00:11:36.000 --> 00:11:40.000]  (主席) 驢驅並不是一種比較卑劣
[00:11:40.000 --> 00:11:43.000]  (主席) 或者是低檔的動物的象徵
[00:11:43.000 --> 00:11:45.000]  (主席) 舉幾個例子
[00:11:45.000 --> 00:11:46.000]  (主席) 在《釋師記》第十章
[00:11:46.000 --> 00:11:48.000]  (主席) 有位釋師叫做艾爾
[00:11:48.000 --> 00:11:49.000]  (主席) 他有三十個兒子
[00:11:49.000 --> 00:11:51.000]  (主席) 三十個兒子都騎著三十隻驢
[00:11:51.000 --> 00:11:55.000]  (主席) 你可以說是釋師年代
[00:11:55.000 --> 00:11:57.000]  (主席) 釋師就是以色列人的政治上
[00:11:57.000 --> 00:11:59.000]  (主席) 軍事上的領袖
[00:11:59.000 --> 00:12:01.000]  (主席) 他有三十個兒子
[00:12:01.000 --> 00:12:03.000]  (主席) 其實都人多勢眾
[00:12:03.000 --> 00:12:04.000]  (主席) 他們騎著三十隻驢
[00:12:04.000 --> 00:12:06.000]  (主席) 你想想導演要拍這個鏡頭的時候
[00:12:06.000 --> 00:12:08.000]  (主席) 就是三十個很威猛的男士
[00:12:08.000 --> 00:12:09.000]  (主席) 騎著三十隻驢
[00:12:09.000 --> 00:12:12.000]  (主席) 不是騎著三十隻很瘦弱的驢驅子
[00:12:12.000 --> 00:12:13.000]  (主席) 不是
[00:12:13.000 --> 00:12:16.000]  (主席) 其實都有一種很領袖的氣勢在裡面
[00:12:16.000 --> 00:12:22.000]  (主席) 又或者另一個經文提過的是當時以色列的皇室重臣
[00:12:22.000 --> 00:12:23.000]  (主席) 叫做阿希多弗
[00:12:23.000 --> 00:12:24.000]  (主席) 這個很多計謀的人
[00:12:24.000 --> 00:12:26.000]  (主席) 在《撒慕爾記》下的經文裡面記載
[00:12:26.000 --> 00:12:28.000]  (主席) 他都是一個騎驢的人
[00:12:28.000 --> 00:12:30.000]  (主席) 就是一個高官
[00:12:30.000 --> 00:12:32.000]  (主席) 他駕駛的車應該都不會差到哪裡去
[00:12:32.000 --> 00:12:35.000]  (主席) 所以驢子本身在猶太人的傳統裡面
[00:12:35.000 --> 00:12:38.000]  (主席) 都是並非一個很卑劣的感覺
[00:12:38.000 --> 00:12:40.000]  (主席) 又或者另外就是
[00:12:40.000 --> 00:12:42.000]  (主席) 數羅王的孫子米菲波切
[00:12:42.000 --> 00:12:44.000]  (主席) 他當時當然已經失去了皇位了
[00:12:46.000 --> 00:12:47.000]  (主席) 皇室的後人
[00:12:47.000 --> 00:12:49.000]  (主席) 他去見大衛的時候
[00:12:49.000 --> 00:12:50.000]  (主席) 他駕駛的車是什麼呢
[00:12:50.000 --> 00:12:52.000]  (主席) 就是一隻驢驢
[00:12:52.000 --> 00:12:53.000]  (主席) 皇室的後人
[00:12:53.000 --> 00:12:55.000]  (主席) 騎著的都是驢驢
[00:12:55.000 --> 00:12:59.000]  (主席) 可以看到在猶太人的傳統文化裡面
[00:12:59.000 --> 00:13:01.000]  (主席) 驢驢本身絕對不是一種卑劣的
[00:13:01.000 --> 00:13:03.000]  (主席) 或者低等一點的動物
[00:13:03.000 --> 00:13:05.000]  (主席) 所以我們就錯誤地去理解
[00:13:05.000 --> 00:13:06.000]  (主席) 耶穌真的很謙卑
[00:13:06.000 --> 00:13:07.000]  (主席) 騎著驢子進來
[00:13:07.000 --> 00:13:09.000]  (主席) 其實正正不是
[00:13:09.000 --> 00:13:16.000]  (主席) 耶穌說他其實是一種貴族的身份
[00:13:16.000 --> 00:13:22.000]  (主席) 騎著的是一個有質素的
[00:13:22.000 --> 00:13:24.000]  (主席) 有身份象徵的動物
[00:13:24.000 --> 00:13:28.000]  (主席) 有什麼特別的含義呢
[00:13:28.000 --> 00:13:31.000]  (主席) 耶穌不是像騎馬的軍王
[00:13:31.000 --> 00:13:34.000]  (主席) 騎著戰馬的軍王是做什麼的呢
[00:13:34.000 --> 00:13:36.000]  (主席) 都是從事跟戰爭有關的事情
[00:13:36.000 --> 00:13:39.000]  (主席) 一是出征打仗 御駕親征
[00:13:39.000 --> 00:13:42.000]  (主席) 又或者回來海船而歸的時候
[00:13:42.000 --> 00:13:44.000]  (主席) 都是騎著戰馬
[00:13:44.000 --> 00:13:47.000]  (主席) 耶穌不是一個要用地上的戰爭
[00:13:47.000 --> 00:13:52.000]  (主席) 去建立他的王國的一位君主
[00:13:52.000 --> 00:13:54.000]  (主席) 正如以下所說的
[00:13:54.000 --> 00:13:56.000]  (主席) 耶穌其實是和平之君
[00:13:56.000 --> 00:13:59.000]  (主席) 和平之君正正就是很尊貴地
[00:13:59.000 --> 00:14:01.000]  (主席) 騎著驢驅進入耶路撒冷
[00:14:01.000 --> 00:14:05.000]  (主席) 這件事其實先知已經一早預言了
