
[00:00:00.000 --> 00:00:06.000]  (主席)早晨,請我們繼續打開我們今天思想的經文,奴家康康第六章。
[00:04:13.000 --> 00:04:39.000]  過晚,我女兒在David開車送我們,我們三個人抱著抱頭痛哭,生離死別真的不容易,轉眼又十三年,今年十一月,我和我太太決定回美國。
[00:04:40.000 --> 00:05:03.000]  回想起來,時間過得很快,不單是家庭的轉變,我的面貌,我的身材也都變了很多。難怪有很多弟兄姊妹來到我家探望我的時候,問了一句非常令我尷尬的問題。
[00:05:04.000 --> 00:05:19.000]  蘇Sir,站在師母旁邊的英俊小生是誰?這些都不用問的,雖然樣子不太像,但都曾經試過英俊小生。
[00:05:20.000 --> 00:05:37.000]  回想起來,《三國演義》一首詩很有意思:「滾滾長江,東勢遂,浪花途盡英雄,是非成敗轉成空,江山依舊在,幾度夕陽紅。
[00:05:38.000 --> 00:06:07.000]  白髮如潮江島上,觀看秋月春風,一壺濁酒喜相逢,古今多少事盡在笑談中。我不是英雄,更加枉論得失成敗,但環越太平洋好幾次,眼看幾度夕陽紅,想想往事,人生就好像打了個Round一樣。
[00:06:08.000 --> 00:06:17.000]  我問:究竟我一生有沒有枉過?心裡難免有唏噓之感。
[00:06:18.000 --> 00:06:38.000]  很多年前,我朋友有個會友,音樂很有造詣,他叫做吳炳堅,他跟我說:蘇Sir,突破舉行文歌創作比賽,不如我們參賽吧,我作曲,你填詞吧。
[00:06:39.000 --> 00:06:52.000]  他說:什麼叫做文歌?我連文歌都不知道,就去創作?他說:是啊,文歌創作嘛,所有創作的東西,什麼東西都屬於創作範圍之內,所以沒有規定。
[00:06:53.000 --> 00:07:11.000]  他說:好啊,那就試試吧,其實我一生人只填過兩首詞,一首就是這一首,我跟樂隊合作,叫做《追》,一首就是《城市哀歌》,香港電台主辦,我有跟他合作,寫了一首去參加香港電台的文歌創作比賽。
[00:07:12.000 --> 00:07:33.000]  問你天真何處去,只是三四歲,問你笑面在哪裡,盡取功名你我都追,追了你什麼,得到什麼,人生又是什麼,一切都好像過去。
[00:07:34.000 --> 00:07:44.000]  想不到我們的歌曲竟然拿到冠軍,是我驚喜,也永遠不能夠明白的一件事。
[00:07:44.000 --> 00:08:00.000]  人生就好像打了一個回合一樣,我們在尋找一些東西,大多數中國人都說人生就是尋找兩餐,為求飽溫,難道人生只是為了吃?
[00:08:01.000 --> 00:08:25.000]  我想起很久以前聽過一個這樣的故事,有一個老人家,一頭白白拿著燈籠在鬧市裡面穿梭,在混混行人當中,他孤獨在流蕩,然後喃喃自語說,為什麼人不見了,我去找人,我去找人。
[00:08:26.000 --> 00:08:42.000]  一個多麼荒謬的故事,剛天化日,拿起一個燈籠,已經證明他是一個癡呆的人,熙來攘往的人群當中,他說找人,究竟去找什麼人?
[00:08:44.000 --> 00:09:13.000]  我想起上個星期,我和我太太去看一齣話劇,《南海十三郎》,開始的時候,警察聽到有人報案,就走去,原來是一個流浪漢,一個癡癡的,他說有人偷了他的鞋子,警察問他誰偷了鞋子,他說右鞋子被英國人偷了,左鞋子被日本人偷了,中國人什麼都被人偷了。
[00:09:14.000 --> 00:09:40.000]  聽起來好像癡呆,但蠻有道理,我想起這個故事,這個老人一點都不是癡呆,是我們說他癡呆的人才是癡呆,他告訴我們,雖然是剛天化日,但這個世界仍然是很黑暗,需要明燈照亮,雖然人來人往,但有幾多是知己,
[00:09:41.000 --> 00:10:04.000]  人,魂,眾生,誰可以了解我,誰是我的知己,其實想想做人怎麼只兩餐這麼簡單,耶穌也說,人活著不是單靠食物,乃是靠神考慮一切的話,美國很出名的心理學家Abraham Maslow說過,人的需要不只是最低的層次就是吃的,
[00:10:05.000 --> 00:10:23.000]  但還有更高的層次,尋求安全感,再尋求人生的保障,尋求到愛,可以傾訴的對象,更加尋求人生的目的,人生的意義,我覺得在香港只有兩種人生觀,
[00:10:24.000 --> 00:10:43.000]  一是被狗追,一是追狗,被狗追是很痛苦的,只懂得逃避逃避,追狗是很爽的,你有目標,但我們追求什麼呢?耶穌說你找錯了,他對著這群人說,不要為那必壞的食物勞力,要為那存到永生的食物勞力,
[00:10:44.000 --> 00:10:57.000]  我們詳細看看這段非常有意思的約翰福音,是耶穌行完五餅二魚的時候和這群人所說的,首先我們看看第22至24節,食過番尋味,
[00:10:58.000 --> 00:11:14.000]  話說耶穌用五餅二魚餵飽了五千個男人之後,在第15節,耶穌既知道眾人要來強迫他作王,就獨自退到山上去了,然後他到加伯隆去會門徒,
[00:11:15.000 --> 00:11:30.000]  第24節,他就說了一番說話對著這些猶太人說,約翰就告訴他們這些眾人的情況是怎樣,第二天,站在那海邊的眾人,知道那裡沒有別的船,只有一隻小船,
[00:11:31.000 --> 00:11:47.000]  又知道耶穌沒有和他的門徒上船,乃是門徒自己去的,然而有幾隻小船從提比利亞來靠近主祝謝後分餅給人吃的地方,眾人見耶穌和門徒都不在那裡,就上了船往加伯隆去找耶穌。
[00:11:48.000 --> 00:12:17.000]  但約翰是不厭其煩去描繪當時的情景,五餅二魚吃飽了之後,猶太人就見到在加利利裡面有一隻船,只有一隻船,他就見到有一班人去,他們看清楚,明明看到只是那些門徒去,耶穌沒有跟著去,於是他們就想一想,那些門徒走了,耶穌還在,所以我應該去找一找耶穌,看看還有沒有得吃。
[00:12:18.000 --> 00:12:44.000]  於是他們整晚在那裡等耶穌,整晚在那裡找耶穌,但是整晚都找不到,到了第二天,隔了一段時間,仍然見不到耶穌,他們知道耶穌一定不在那裡了,就在這個時候見到有幾隻小船從提比利亞避大風來到這個地方,於是他們就上了船去加伯隆找耶穌。
[00:12:45.000 --> 00:13:07.000]  這一段的描繪是描繪得很精細的,是描繪這一班人怎樣去找耶穌,無可否認,他們找耶穌是非常熱心的,非常熱心,約翰是用了一個希臘文的字,是一個很熱切的去找,
[00:13:08.000 --> 00:13:35.000]  所以我們中間有些人不見了他們的聯繫鏡頭,在那裡找,那種熱切的去找,細細的去找,焦急的去找,又或者你不見了你的小朋友,你去找回一樣,於是他們發覺不見了耶穌,他們以為耶穌一定已經過了海,去到加伯隆地方,所以甚至願意付上船費去找耶穌,他們那種熱切的心,找耶穌熱切的心,雖然他們的動機有些問題,
[00:13:36.000 --> 00:13:59.000]  但是他們的熱切心可能比我們中間有很多很多弟兄姊妹去追求耶穌熱切得多,我們的同工都已經發覺,窩福的崇拜的出席率是有一個模式的,就是有一個模式的,什麼時候是最少人來呢?就是細蚊仔考試的時候,出席率是最低的,
[00:14:00.000 --> 00:14:17.000]  不是因為他們要考試,而是因為他們要陪細蚊仔考試,或者緊張的時候要陪細蚊仔考試,這些是很明白在香港那種心態,又或者交通不便,天氣不佳,於是他們就不來了,
[00:14:18.000 --> 00:14:31.000]  但是這一幫人,他們找耶穌熱切的心,他甚至不知道耶穌是不是在加伯隆,他們都去,他們這麼熱心來找耶穌,是不是聽耶穌講道呢?
[00:14:32.000 --> 00:14:53.000]  聖經畫面有兩個原因,第一個原因是二十六字,耶穌回答說,我實實在在的告訴你們,你們找我並不是因為見了神蹟,乃是因為吃餅得飽,是吃過番尋味,他們甚至不是來看耶穌行神蹟,這個已經不是一個很好的動機,來看耶穌做show,
[00:14:54.000 --> 00:15:13.000]  現在不是,現在是為了口福,為了免費餐,所以他們這麼熱心,難怪很多教會都有養一養得食,第二個原因是第十五字,他們既然知道耶穌眾人要強迫他做王,他們就想捧耶穌做王,
[00:15:14.000 --> 00:15:35.000]  因為可以捧耶穌做領治領袖,將來行政會有一官半職,有利益有利益做權,為了名為了利,不惜去等去追去搵,
[00:15:36.000 --> 00:15:51.000]  有時我都奇怪,為何有些人這麼拼命,真的很拼命,你叫他領袖,叫他讀聖經去侍奉,他又沒那麼熱心,但為了他們的事業,為了要爬上去,
[00:15:52.000 --> 00:16:11.000]  晚上一點鐘下班都想,每天十二小時茶飯不思,甚至不理家庭,不領袖,不回教會,不理婚姻會破裂,仍然在搞,安靜嗎?安靜嗎?
[00:16:12.000 --> 00:16:27.000]  南非有一個很出名的醫生,Bernard,是第一個開心臟換心的醫生,他一舉成名,自此之後,生活完全不同了,
[00:16:28.000 --> 00:16:48.000]  去這裡說話,去那裡說話,去那裡做事,有一次他去紐約開會,回到南非,他太太沒有來接機,於是他坐的士回到家裡,回到家裡的時候,沒有人在,子女不見,太太不見,
[00:16:49.000 --> 00:17:09.000]  奇怪,進去房間的時候就見到一封信,是他太太寫給他,她說你回來的時候,我和小孩已經走了,過去幾年,我沒有了我丈夫,子女沒有了他爸爸,因為他失蹤了,
[00:17:10.000 --> 00:17:29.000]  他在那裡搏,在那裡爬上去,沒有了我的家庭,這位醫生在他的自傳裡面說,他看完這封信,突然之間呆了,流出眼淚,
[00:17:30.000 --> 00:17:54.000]  然後說,如果讓我再來一次,我不會做這麼愚蠢的事,值不值得?我們也會問問自己,我們為了什麼去搏?是為了那些壞的成分去操勞?值不值得?
[00:17:55.000 --> 00:18:02.000]  耶穌說,找錯了,我們看二十五節至二十七節,我讀和學本給大家聽,
[00:18:03.000 --> 00:18:25.000]  在海邊找著了,就對他說,拉比,是幾時到這裡來的?耶穌回答說,我實實在在告訴你們,你們找我並不是因為見了神蹟,乃是因吃餅得飽,不要為那壁壞的食物勞力,要為那存到永生的食物勞力,就是人子要賜給你們的,因為人子是父神所印證的。
[00:18:26.000 --> 00:18:35.000]  你覺得奇怪嗎?當猶太人一見到耶穌的時候,踢頭第一句話就問,拉比,你幾時到這裡來的?
[00:18:35.000 --> 00:18:54.000]  首先他就稱呼耶穌為拉比,拉比是什麼?老師,阿sir,五餅二魚的神蹟,耶穌基督的教訓沒有打開他們的心竅,他們仍然體會不到這位耶穌基督不是教主,而是救主。
[00:18:55.000 --> 00:19:12.000]  他們更加看不到耶穌給他們的,不只是吃完就會肚餓的餅,而是有永生盼望的永生,他們看不到,而他們的問題就更加奇怪,阿sir,你幾時到這裡來的?
[00:19:13.000 --> 00:19:28.000]  其實他們心裡的問題就是,耶穌,你怎麼來的?明明我們見到只有一艘船,那些門徒就搭著船離開,你又沒有上船,為什麼突然間你在這裡出現呢?
[00:19:28.000 --> 00:19:40.000]  你游水過來?你走路過來?我們都是搭船過來的,但是他們不是問how,他們問when,你幾時來這裡?
[00:19:41.000 --> 00:19:59.000]  為什麼?因為他們沒有興趣知道耶穌是怎麼來的,這是神蹟,他們沒有興趣知道這些神蹟,他們只有興趣知道你幾時來,我們現在肚餓了,你知道嗎?我們肚餓了,他們是為餅而來的,所以耶穌就一語道破,
[00:20:00.000 --> 00:20:23.000]  然後再告訴你,你們找我並不是因為見神蹟,而是因為吃餅而來,然後耶穌就告訴你,不要為那些必壞的食物努力,要為那傳到永遠的食物去努力,耶穌說你們找錯了,那些食物會壞的,那些是短暫的,是不給你真正的滿足,那些是肥皂,
[00:20:24.000 --> 00:20:51.000]  我弟弟說過,他有一次帶茶經,參加茶會有一個人姓許,叫許冠文,他去茶經的時候跟那些人說,你們不要拼命爬上去,上到那邊空空的,什麼都沒有,其他人就說,你上了去不要說那些風涼話,他說真的沒有,不要花費你的精力,
[00:20:54.000 --> 00:21:17.000]  沒上過去的人都是要上的,爬到上去你發覺,原來是空的,空的,耶穌說為什麼不為那傳到永遠的食物努力,35節說,我就是生命的糧,在耶穌的記錄裡面才有永恆的生命,
[00:21:18.000 --> 00:21:47.000]  但大多數的人就說,信耶穌有沒有飯吃,信耶穌有沒有錢派,信耶穌有沒有好處,他們似乎全部是梅艷芳的徒弟,與其天長地久,不如曾經擁有,耶穌接著說了一句很古怪的話,就是人子要賜給你們的,因為人子是父神所印證的,
[00:21:48.000 --> 00:22:11.000]  首先我們要明白什麼叫印證,印證這個字是印鑒,英文叫sill,古時候一切文件一定要用印鑒去印,簽名不算數,現在有些文件也是,我簽了名打回頭不行,要有教會的印章印下去才叫正正式式,
[00:22:12.000 --> 00:22:36.000]  有些人不信人,不信人那些簽名,是信印鑒,耶穌在這裡說是什麼意思,耶穌的意思是不要為那些必壞的食物勞力,要為那些傳到永生的食物勞力,誰能給你這些傳到永生的食物,耶穌說我就是生命的糧,賜永生生命就是我,為什麼這麼說,
[00:22:37.000 --> 00:23:00.000]  人子就是父神的印證,你有這個印證就行得通,有這個印證你就能夠得到真正的滿足,耶穌是給我們真正的滿足,當然了,有誰不想得到滿足,有誰不想得到一個真正的幸福的人生,於是他們就問,
[00:23:01.000 --> 00:23:21.000]  中人問他說,我們當行什麼才算做神的功,你說要得著上帝的永生,我們要做什麼才能得著這個永生,耶穌回答說,信神所差來的就是神的功,這兩支聖經是非常非常重要,
[00:23:22.000 --> 00:23:40.000]  它不單止是說出猶太人對永生的看法,和耶穌對永生的看法不同,也是告訴你今天我們大部分人對永生的看法會不同,猶太人問耶穌什麼問題,我們當行什麼才算做神的功呢,
[00:23:41.000 --> 00:23:58.000]  首先,在原文,這個功字是重數的,猶太人就是說,我還要做多少,一件不夠兩件,兩件不夠三件,要做多少件我才算夠,才算合格,
[00:23:59.000 --> 00:24:28.000]  在原文做功的功,一樣是做功的字,不過它有一個很有趣的文法,我們叫做Present Subjunctive Mood,意思就是說,我要不住的做的,不停的做的,日日做的,夜夜做的,猶太人的問題就是說,我要不停日日做很多很多很多,我是不是這樣就可以上到天堂,
[00:24:29.000 --> 00:24:53.000]  有一次有個律法師,律法師是專門研究這些法律的,走來找耶穌,他問耶穌,夫子,我當作什麼事才可以承受永生,我要做些什麼,我才可以有永生,耶穌很有趣的,耶穌給人問問題的時候,他不會直接回答的,
[00:24:54.000 --> 00:25:22.000]  他問他的問題,你是律法師,你拿了個PhD在律法,現在我問你,律法中哪條是最大的,這個律法師說,容易的,你小小的,馬上引用新命記,你要盡心盡性盡力,愛主你的神,並且要愛鄰舍兒童,愛自己,對不對,對,耶穌說,對,你就跟著去做,
[00:25:24.000 --> 00:25:53.000]  這個律法師是一個很聰明的人,他做律法師應該不是蠢,他馬上挑戰耶穌,你叫我做,做什麼,盡心盡性盡力,愛主你的上帝,又愛鄰舍兒童,愛自己,很虛妙的,於是他問,誰是我的鄰舍,誰是我的鄰舍,
[00:25:54.000 --> 00:26:21.000]  或者我用現在的情景去講,大家會明白,如果今天立法會要通過一條法案,你一定要愛國愛港,如果你不愛國愛港,罰你坐三十年牢,請舉手,有多少人贊成這條法例,我想沒有一個人贊成,為什麼,什麼叫做愛國愛港,
[00:26:22.000 --> 00:26:44.000]  你知不知道習近平在哪年哪月哪日出生,你不知道你是不愛國,你懂不懂唱我們的國歌,不懂唱你是更加不愛國,你知不知道這個國歌的作者是誰,更加不愛國,中國十大元帥是誰,更加不愛國,
[00:26:45.000 --> 00:27:13.000]  任你說,即是說欲加之罪何患無辭,所有人都不會贊成,因為太過含糊不清,愛國愛港含糊不清,我反過來問一問,如果聖經說你不盡心盡意盡力,愛主你的上帝,又愛鄰舍兒童,愛自己,就上不了天堂,你贊不贊成,
[00:27:14.000 --> 00:27:37.000]  如果上帝說給你投票,現在有條法,怎樣可以得到永生盡心盡意盡力,愛主你的上帝,又愛鄰舍兒童,愛自己,有多少人贊成,是神的話來的,聖經說的,你贊不贊成,我就不贊成,我就好像這個律法師說,誰是我的鄰舍,
[00:27:38.000 --> 00:28:00.000]  你define什麼叫鄰舍,意思就是說,是我的鄰舍,我就可以愛他,不是我的鄰舍,我就可以不用愛他,因為聖經說愛你的鄰舍,不要說愛我不是你的鄰舍,耶穌又很妙,耶穌又不直接回答他,耶穌又說一個故事給他聽,這個就是好撒瑪利亞人的故事,其實好撒瑪利亞人的故事和現在這個自殺會沒什麼關係,
[00:28:01.000 --> 00:28:22.000]  好撒瑪利亞人的故事說,有一次有一個人從耶路撒冷去到耶利哥,如果大家知道去過以色列,就知道那條路是崎嶇很危險的,走到半路果然遇到強盜,被人打個半死,跟著有一個祭司經過,一見到這個人的時候,他就繞路走了,
[00:28:23.000 --> 00:28:45.000]  第二個利尾,利尾也是聖殿祭祀的人,見到他也是繞路走了,第三個就是那些撒瑪利亞人見到的時候,就扶起他,帶他上自己的身後,送到酒店,然後就去給錢去幫助他,說完這個故事,耳熟能詳的故事,耶穌就問這個律法師一條問題,
[00:28:46.000 --> 00:29:04.000]  這條問題和律法師的問題完全不同,但是又很相似,律法師問的問題就是,誰是我的鄰舍?耶穌問這個問題就是,這三個人當中,誰是有資格做這個傷者的鄰舍?
[00:29:05.000 --> 00:29:19.000]  有什麼不同?很不同,律法師的問題就是,誰有資格做我的鄰舍?耶穌的問題就是,你問一下你自己有沒有資格做這個人的鄰舍?
[00:29:20.000 --> 00:29:45.000]  這個答案很準確,有憐憫的人,耶穌說你就跟著去做,什麼意思?永生不是做一些事情,永生不是靠守一些律法你就可以永生,永生是生命的改變,你的心的改變,
[00:29:46.000 --> 00:29:57.000]  以致能夠成為一個有憐憫的心腸的人,個個才能夠成為一個新的生命,所以當這些猶太人去問耶穌,
[00:29:58.000 --> 00:30:24.000]  我還要做多少功,我還要做多少不住去做這些功,我才能夠得到這個永生,得到這個永遠滿足,耶穌就回答他,信神差來的,這就是神的功,很有趣,耶穌說這就是神的功,在原文是單數,不是做很多,只是做一樣,只是做一樣,
[00:30:25.000 --> 00:30:43.000]  信神差來,信這個字是present tense,現在你去做,不要等,現在你去做,或者我舉一個例子大家會了解,現在我們崇拜完了,我就提議我們舉行一個游泳比賽,
[00:30:44.000 --> 00:31:05.000]  我們一齊去尖沙咀,個個跳下海,游水游去上海,Sam是游泳健將,他為了要游去上海,他已經操水操了十年,
[00:31:06.000 --> 00:31:29.000]  每天游四個小時,日以繼夜地練習,準備游去上海,那我呢,年紀問題,心智問題,我就跟Sam說,Sam你游,我知道我力有不逮,我坐港龍機去上海,我不相信我自己,我相信飛機師可以飛我去,
[00:31:30.000 --> 00:31:54.000]  誰去到上海,Sam去到海上,我就去到上海,他永遠游不到去上海,永遠游不到上海,無論你怎樣操法你都操不到,於是他就說,it's not fair,很不公平,我日練夜練,我死游,死去做,
[00:31:55.000 --> 00:32:20.000]  剛才所講做工很多份工,又不住不住,你坐上飛機就去到,很不公平,這些做法我不會做,唯有那些軟弱人,唯有那些弱者才會坐飛機,我們強者要游水游去,那些不是叫強,那些叫蠢,
[00:32:21.000 --> 00:32:39.000]  你怎樣游去,同樣是,有很多人以為靠住我自己我就可以做,憑住我的良心做人,憑住我做好人,上帝不讓我上到天堂,他是大錯特錯,
[00:32:40.000 --> 00:32:58.000]  那你就游去上海,你永遠游不到,但我信他飛機師,那我就去,中國人講這句說話講得好,匿者不能自救,壯士不能自舉其身,你幾大隻都捧你自己不去,
[00:32:59.000 --> 00:33:18.000]  有很多人他接受不到基督教這個恩典的道理,基督教他接受不到這個信這個道理,這麼簡單這麼容易就著數,你以為簡單,一點都不簡單,信是不是簡單,一點都不簡單,信是什麼意思,
[00:33:19.000 --> 00:33:31.000]  信是把命交給那個飛機師,飛機撞山你就撞山,下海就下海,不跟你講,真的,信是把命交給他,我記得我那時候在浸會教書的時候,
[00:33:31.000 --> 00:33:45.000]  我喜歡打球,完了之後就和學生打球,有一天打完球之後,渾身癢癢的,汗流得很厲害,有個學生真是好人,他說蘇Sir,你這麼辛苦我載你回家,我昨天考到車牌,
[00:33:46.000 --> 00:34:04.000]  於是就跟他去車場,看到沒有車,在角落原來有個綿羊仔,原來他說他昨天考到電單車車牌,我呆了,信不信他,昨天才考到車牌,
[00:34:05.000 --> 00:34:24.000]  現在載我去,在那個窩打路上,他又藝高人膽大,坐穿油賊,沒辦法,答應了就去,信他,我沒試過坐車這麼狠切的禱告,信一點都不容易,
[00:34:25.000 --> 00:34:47.000]  是將你的生命交給他,耶穌回答說,信神所差來的就是神的貢,是單數,是一次過,你相信他,弟兄姊妹,你已經將你的生命交給耶穌,
[00:34:48.000 --> 00:35:15.000]  有些人已經將生命交給耶穌,但另一方面一隻腳想踩下來,那你追求什麼呢?是必壞的食物,人生就像打了一個回合一樣,回望過去,一聲嘆息,
[00:35:16.000 --> 00:35:37.000]  有什麼可以給你真正的滿足呢?你追求什麼呢?是必壞的食物,是一些肥皂,就要有永恆價值,當有一天見到主的面的時候,
[00:35:38.000 --> 00:35:58.000]  你是一個忠心的僕人,當跑的路你跑過了,所信的道理你守住了,美好的仗你已經打過了,有公義的冠冕為你存留,你是否一個這樣不枉此生的基督徒,請你同心地和我們同祈禱。
