
[00:00:00.000 --> 00:00:04.160]  今天我們的題目叫"三個媽媽三個恩"
[00:01:12.760 --> 00:01:14.680]  在香港這個社會里面
[00:01:14.680 --> 00:01:17.680]  來做媽媽的真的很辛苦
[00:01:17.680 --> 00:01:18.760]  謝謝你們的掌聲
[00:01:18.760 --> 00:01:22.400]  給我們旁邊的那位女士
[00:01:22.400 --> 00:01:25.600]  我們嘗試透過三個聖經人物
[00:01:25.600 --> 00:01:28.080]  去看看三個不同的媽媽
[00:01:28.080 --> 00:01:30.560]  希望上帝透過她們生命的故事
[00:01:30.560 --> 00:01:33.320]  給我們一些安慰和鼓勵
[00:01:33.320 --> 00:01:34.280]  我都提及了
[00:01:34.280 --> 00:01:35.680]  因爲這裏不是
[00:01:35.680 --> 00:01:38.200]  兒童教會不是逐個故事講的
[00:01:38.200 --> 00:01:40.880]  早回家應該大約看看這三個人物
[00:01:40.880 --> 00:01:41.880]  她們的生平
[00:01:41.880 --> 00:01:44.000]  知道她們的兒子是怎樣的
[00:01:44.000 --> 00:01:46.520]  第一個媽媽叫做Rebekah
[00:01:46.520 --> 00:01:47.200]  黎伯嘉
[00:01:47.200 --> 00:01:48.560]  大家都很熟悉
[00:01:48.560 --> 00:01:50.720]  她生在我其中一對媽仔
[00:01:50.720 --> 00:01:52.280]  就是以素和雅各
[00:01:52.280 --> 00:01:54.800]  今天我們主題當然會講雅各
[00:01:54.800 --> 00:01:56.040]  而另外一個
[00:01:56.040 --> 00:01:56.920]  這個女人比較慘
[00:01:56.920 --> 00:01:58.320]  她連名字都沒有
[00:01:58.320 --> 00:01:59.640]  只有老公的名字
[00:01:59.640 --> 00:02:01.920]  叫做馬羅雅
[00:02:01.920 --> 00:02:04.560]  她的兒子就出名了
[00:02:04.560 --> 00:02:05.520]  阿參雪
[00:02:05.520 --> 00:02:06.520]  大家都知道
[00:02:06.520 --> 00:02:07.960]  兒童故事一定講她的
[00:02:07.960 --> 00:02:09.040]  電影
[00:02:09.040 --> 00:02:09.960]  就算舞臺劇
[00:02:09.960 --> 00:02:11.720]  常常都會用到她的
[00:02:11.720 --> 00:02:13.320]  另外一個都很熟悉的
[00:02:13.320 --> 00:02:15.800]  因爲哈娜
[00:02:15.800 --> 00:02:17.960]  大部分很多年輕
[00:02:17.960 --> 00:02:21.040]  結婚的就說不生了
[00:02:21.040 --> 00:02:22.440]  但不生不生到差不多
[00:02:22.440 --> 00:02:24.320]  突然又想生的時候又發覺
[00:02:24.320 --> 00:02:26.240]  原來不是那麼容易生的
[00:02:26.240 --> 00:02:28.960]  所以就一定會找哈娜的故事
[00:02:28.960 --> 00:02:31.160]  因爲哈娜很清楚
[00:02:31.160 --> 00:02:31.920]  就是她不能生
[00:02:31.920 --> 00:02:33.760]  然後她透過土告
[00:02:33.760 --> 00:02:36.720]  上帝應許她可以生兒子
[00:02:36.720 --> 00:02:39.240]  我們先看看這三個女人的情況
[00:02:39.240 --> 00:02:41.440]  第一個就是Rebekah
[00:02:41.440 --> 00:02:43.080]  她是一個什麼樣的女人呢
[00:02:43.080 --> 00:02:44.520]  她是一個漂亮的女人
[00:02:44.520 --> 00:02:46.480]  相信在聖經裏面
[00:02:46.480 --> 00:02:48.480]  已經看到她是一個很漂亮的女人
[00:02:48.480 --> 00:02:49.520]  而最重要的一件事
[00:02:49.520 --> 00:02:50.840]  她是很幸福的
[00:02:50.840 --> 00:02:53.080]  她得到她的先生
[00:02:53.080 --> 00:02:53.760]  她的老公
[00:02:53.760 --> 00:02:55.840]  以殺毒一的愛
[00:02:55.840 --> 00:02:57.360]  爲什麼這麼形容呢
[00:02:57.360 --> 00:02:58.240]  因爲你知道
[00:02:58.240 --> 00:02:59.760]  以前的列祖
[00:02:59.760 --> 00:03:00.720]  在獨裁世紀
[00:03:00.720 --> 00:03:01.520]  每個人都三妻四妾
[00:03:01.520 --> 00:03:02.680]  很多老婆
[00:03:02.680 --> 00:03:04.720]  她對上她爸爸阿巴拉罕
[00:03:04.720 --> 00:03:06.040]  也不止一個老婆
[00:03:06.040 --> 00:03:07.040]  她的兒子更厲害
[00:03:07.040 --> 00:03:09.000]  就是雅各
[00:03:09.000 --> 00:03:11.160]  兩個老婆兩個妾
[00:03:11.160 --> 00:03:13.520]  生了一羣
[00:03:13.520 --> 00:03:15.160]  聖經說
[00:03:15.160 --> 00:03:17.800]  以撒見到她的時候
[00:03:17.800 --> 00:03:20.920]  所有離開媽媽的不開心
[00:03:20.920 --> 00:03:21.880]  就已經沒有了
[00:03:21.880 --> 00:03:23.280]  所以我們相信
[00:03:23.280 --> 00:03:24.840]  以撒是很愛她的
[00:03:24.840 --> 00:03:25.880]  爲什麼呢
[00:03:25.880 --> 00:03:27.000]  因爲聖經裏面
[00:03:27.000 --> 00:03:28.400]  不育對於女人來說
[00:03:28.400 --> 00:03:30.120]  是一個很大的問題
[00:03:30.120 --> 00:03:31.880]  利伯加不育
[00:03:31.880 --> 00:03:32.880]  但是很有趣的
[00:03:32.880 --> 00:03:37.400]  不是他向神要一個兒子
[00:03:37.400 --> 00:03:39.440]  聖經刻意告訴我們
[00:03:39.440 --> 00:03:42.760]  是以撒爲他離家討告
[00:03:42.760 --> 00:03:45.640]  希望他能夠有孩子
[00:03:45.640 --> 00:03:47.120]  以前的年代
[00:03:47.120 --> 00:03:49.560]  如果太太沒有孩子
[00:03:49.560 --> 00:03:51.520]  男人絕對不苦
[00:03:51.520 --> 00:03:53.160]  只是多娶兩個
[00:03:53.160 --> 00:03:54.360]  你明白我的意思嗎
[00:03:54.360 --> 00:03:55.640]  但是很有趣
[00:03:55.640 --> 00:03:57.640]  偏偏在這個故事裏面
[00:03:57.640 --> 00:04:00.840]  以撒沒有選擇娶另一個女人
[00:04:00.840 --> 00:04:04.800]  他是求神讓利伯加有一個兒子
[00:04:04.800 --> 00:04:07.920]  結果神真的聽了以撒的禱告
[00:04:07.920 --> 00:04:10.040]  利伯加真的懷胎了
[00:04:10.040 --> 00:04:12.200]  懷胎的時候就出事了
[00:04:12.200 --> 00:04:13.760]  Rebecca就喊救命
[00:04:13.760 --> 00:04:17.080]  我相信我們也經歷過
[00:04:17.080 --> 00:04:19.920]  是很想做媽媽的
[00:04:19.920 --> 00:04:22.440]  見到兩條紅線路很開心
[00:04:22.440 --> 00:04:24.440]  但是到懷胎的時候就真的很辛苦
[00:04:24.440 --> 00:04:25.960]  又作嘔又辛苦
[00:04:25.960 --> 00:04:27.240]  又喫不了東西
[00:04:27.240 --> 00:04:28.760]  想做的東西又做不了
[00:04:28.760 --> 00:04:31.280]  於是利伯加在痛苦裏面
[00:04:31.280 --> 00:04:33.640]  就問神爲什麼要給我一個兒子
[00:04:33.640 --> 00:04:35.720]  這個玩意兒發生了什麼事
[00:04:35.720 --> 00:04:37.640]  你知道那時候沒有產前檢查
[00:04:37.640 --> 00:04:41.560]  又不可以檢查看到你生了什麼
[00:04:41.560 --> 00:04:43.760]  神跟他說了一個啓示
[00:04:43.760 --> 00:04:47.160]  他說原來你有兩個大個在肚子裏面打架
[00:04:47.160 --> 00:04:48.320]  是你生媽的
[00:04:48.320 --> 00:04:50.040]  很厲害吧
[00:04:50.040 --> 00:04:51.840]  但是很有趣
[00:04:51.840 --> 00:04:53.760]  神說了一個很重要的說話
[00:04:53.760 --> 00:04:55.640]  就是說他將來的
[00:04:55.640 --> 00:04:58.360]  大的是要服侍小的
[00:04:58.360 --> 00:04:59.960]  這個絕對不尋常的
[00:04:59.960 --> 00:05:01.480]  無論是在古代的社會
[00:05:01.480 --> 00:05:03.440]  或者可能現在都是這樣想
[00:05:03.440 --> 00:05:06.280]  長子是靈性不同的
[00:05:06.280 --> 00:05:08.560]  特別是在阿伯拉罕的家族裏面
[00:05:08.560 --> 00:05:09.920]  他是上帝挑選的
[00:05:09.920 --> 00:05:12.400]  他要承接上帝給他的祝福
[00:05:12.400 --> 00:05:14.400]  所以長子是很重要的
[00:05:14.400 --> 00:05:17.280]  偏偏神竟然跟他說
[00:05:17.280 --> 00:05:18.080]  不是哦
[00:05:18.080 --> 00:05:21.160]  將來承繼大統的是小孩
[00:05:21.160 --> 00:05:22.760]  不是大兒子
[00:05:22.760 --> 00:05:24.760]  結果是怎樣呢
[00:05:24.760 --> 00:05:25.720]  生了出來
[00:05:25.720 --> 00:05:26.840]  大件事
[00:05:26.840 --> 00:05:28.560]  媽兒子竟然不像樣
[00:05:28.560 --> 00:05:29.960]  我們教的那些媽兒子像樣的
[00:05:29.960 --> 00:05:32.520]  所以我們大件事很難分
[00:05:32.520 --> 00:05:33.480]  完全不像樣的
[00:05:33.480 --> 00:05:34.680]  很容易分的
[00:05:34.680 --> 00:05:37.640]  阿幹生出來黑漆漆
[00:05:37.640 --> 00:05:38.840]  無上層
[00:05:38.840 --> 00:05:40.640]  像個武俠一樣
[00:05:40.640 --> 00:05:43.400]  然後第二件生出來的時候
[00:05:43.400 --> 00:05:45.120]  青靚白淨
[00:05:45.120 --> 00:05:46.200]  怎麼會
[00:05:46.200 --> 00:05:47.600]  怎麼辦
[00:05:47.600 --> 00:05:50.120]  你會疼誰多一點
[00:05:50.120 --> 00:05:51.880]  每個人都這麼說
[00:05:51.880 --> 00:05:53.400]  沒有人拿空的
[00:05:53.400 --> 00:05:55.440]  每個人都說青靚白淨
[00:05:55.440 --> 00:05:56.280]  靚仔那個
[00:05:56.280 --> 00:05:57.200]  得意那個
[00:05:57.200 --> 00:05:58.480]  可愛那個
[00:05:58.480 --> 00:06:00.880]  就是奪得媽媽的心
[00:06:00.880 --> 00:06:02.520]  聖經很有趣
[00:06:02.520 --> 00:06:04.040]  他說這個家庭比較好
[00:06:04.040 --> 00:06:05.560]  因爲是媽媽的
[00:06:05.560 --> 00:06:07.520]  以素就是喜歡打獵
[00:06:07.520 --> 00:06:08.240]  到處走
[00:06:08.240 --> 00:06:09.400]  無限
[00:06:09.400 --> 00:06:10.880]  雅各白白淨淨
[00:06:10.880 --> 00:06:11.680]  青青靚靚
[00:06:11.680 --> 00:06:13.880]  跟着媽媽在帳篷裏面
[00:06:13.880 --> 00:06:15.720]  爸爸愛大兒子
[00:06:15.720 --> 00:06:19.120]  媽媽愛雅各
[00:06:19.120 --> 00:06:20.680]  其實我們想想
[00:06:20.680 --> 00:06:21.800]  爲什麼他愛雅各
[00:06:21.800 --> 00:06:24.680]  是不是因爲青靚白淨這麼簡單
[00:06:24.680 --> 00:06:27.160]  是不是性格令我們
[00:06:27.160 --> 00:06:29.080]  跟子女合不合
[00:06:29.080 --> 00:06:30.000]  有沒有緣
[00:06:30.000 --> 00:06:31.520]  可能你家裏
[00:06:31.520 --> 00:06:33.440]  你覺得媽媽特別不喜歡你
[00:06:33.440 --> 00:06:36.120]  因爲媽媽喜歡姐姐多一點
[00:06:36.120 --> 00:06:37.640]  其實是什麼原因
[00:06:37.640 --> 00:06:40.840]  是因爲李伯家愛他
[00:06:40.840 --> 00:06:43.760]  以致他不讓兒子跟哥哥到處走
[00:06:43.760 --> 00:06:45.480]  將兒子帶在身邊
[00:06:45.480 --> 00:06:48.760]  還是本身小朋友
[00:06:48.760 --> 00:06:49.720]  永遠都不出去
[00:06:49.720 --> 00:06:51.480]  只喜歡躲在家裏
[00:06:51.480 --> 00:06:52.360]  其實不知道
[00:06:52.360 --> 00:06:53.520]  聖經沒有說
[00:06:53.520 --> 00:06:55.680]  不過我們很明顯
[00:06:55.680 --> 00:06:58.080]  他真的愛雅各多一點
[00:06:58.080 --> 00:07:01.040]  而且原來他愛雅各背後
[00:07:01.040 --> 00:07:04.000]  是一個很重要的原因
[00:07:04.000 --> 00:07:05.760]  聖經在二十七章講到
[00:07:05.760 --> 00:07:07.960]  當以實開始年老
[00:07:07.960 --> 00:07:10.400]  他開始發現自己都不是
[00:07:10.400 --> 00:07:11.600]  可能在世太久了
[00:07:11.600 --> 00:07:13.800]  我要叫兒子來給他祝福
[00:07:13.800 --> 00:07:15.160]  所以很自然
[00:07:15.160 --> 00:07:18.080]  以實就叫了以素過來
[00:07:18.080 --> 00:07:19.040]  預備
[00:07:19.040 --> 00:07:22.440]  爸爸喫完東西我就爲你祝福
[00:07:22.440 --> 00:07:25.000]  李伯家聽到
[00:07:25.000 --> 00:07:26.880]  這個女人怎麼想
[00:07:26.880 --> 00:07:29.280]  不行
[00:07:29.280 --> 00:07:31.160]  這個老頭子
[00:07:31.160 --> 00:07:32.720]  老懵懂
[00:07:32.720 --> 00:07:35.440]  他忘記了上帝說什麼
[00:07:35.440 --> 00:07:37.040]  上帝說什麼
[00:07:37.040 --> 00:07:38.240]  大的
[00:07:38.240 --> 00:07:39.680]  服侍小的
[00:07:39.680 --> 00:07:43.040]  即是說雅各纔是成正統的
[00:07:43.040 --> 00:07:45.720]  他爲什麼會叫做以素
[00:07:45.720 --> 00:07:48.320]  看我們當中有多少李伯家
[00:07:48.320 --> 00:07:50.680]  如果你是李伯家你會怎樣
[00:07:50.680 --> 00:07:52.680]  你的老公做了一些事
[00:07:52.680 --> 00:07:56.600]  明顯地違反上帝的說法
[00:07:56.600 --> 00:07:58.680]  你出不出聲
[00:07:58.680 --> 00:07:59.240]  出聲是吧
[00:07:59.240 --> 00:08:02.040]  我們有很多李伯家
[00:08:02.040 --> 00:08:03.440]  當然出聲
[00:08:03.440 --> 00:08:05.200]  你會怎樣做
[00:08:05.200 --> 00:08:06.680]  是不是馬上阻止
[00:08:06.680 --> 00:08:08.280]  是不是馬上出聲
[00:08:08.280 --> 00:08:09.320]  以實坐下坐下
[00:08:09.320 --> 00:08:10.720]  有沒有搞錯
[00:08:10.720 --> 00:08:12.000]  你有沒有記得
[00:08:12.000 --> 00:08:13.800]  神講得很清楚
[00:08:13.800 --> 00:08:15.560]  大的服侍小的
[00:08:15.560 --> 00:08:17.600]  你不可能把最好的祝福給以素
[00:08:17.600 --> 00:08:19.520]  不是給雅各
[00:08:19.520 --> 00:08:21.040]  上帝是這麼說的
[00:08:21.040 --> 00:08:23.360]  他下手有多少人會出聲
[00:08:23.360 --> 00:08:24.000]  也有吧
[00:08:24.000 --> 00:08:26.440]  我們也有很多
[00:08:26.440 --> 00:08:29.280]  但最慘他不是這麼做
[00:08:29.280 --> 00:08:31.080]  他沒有出聲
[00:08:31.080 --> 00:08:32.120]  但是不是他不理
[00:08:32.120 --> 00:08:33.560]  也不是
[00:08:33.560 --> 00:08:35.160]  他其實很主導
[00:08:35.160 --> 00:08:38.840]  這個欺騙長子祝福的事件
[00:08:38.840 --> 00:08:40.520]  你去看就知道
[00:08:40.520 --> 00:08:41.520]  他立刻聽見
[00:08:41.520 --> 00:08:43.600]  他竟然不跟以實說
[00:08:43.600 --> 00:08:44.320]  爲什麼不跟他說
[00:08:44.320 --> 00:08:46.920]  我也在想爲什麼不跟老公說
[00:08:46.920 --> 00:08:49.720]  女人你什麼時候不跟老公說
[00:08:49.720 --> 00:08:51.320]  你覺得
[00:08:51.320 --> 00:08:54.320]  說來是廢話
[00:08:54.320 --> 00:08:55.440]  是不是這麼想
[00:08:55.440 --> 00:08:56.760]  說來是浪費力氣
[00:08:56.760 --> 00:08:57.640]  不要跟他說
[00:08:57.640 --> 00:08:59.200]  自己搞定就算了
[00:08:59.200 --> 00:09:01.560]  可能李伯家也是這麼想
[00:09:01.560 --> 00:09:03.240]  於是他就叫兒子來
[00:09:03.240 --> 00:09:04.680]  就是預備東西喫
[00:09:04.680 --> 00:09:06.200]  他知道老公喜歡喫什麼
[00:09:06.200 --> 00:09:07.680]  然後就預備了所有東西
[00:09:07.680 --> 00:09:08.800]  不過
[00:09:08.800 --> 00:09:10.400]  聖母是沒有給他機會的
[00:09:10.400 --> 00:09:13.160]  年輕人
[00:09:13.160 --> 00:09:15.600]  每個人都說不行
[00:09:15.600 --> 00:09:17.000]  我不能這樣冒充
[00:09:17.000 --> 00:09:18.200]  冒充不了媽媽
[00:09:18.200 --> 00:09:19.680]  會出事的
[00:09:19.680 --> 00:09:21.120]  哥哥呢
[00:09:21.120 --> 00:09:22.520]  毛細細的
[00:09:22.520 --> 00:09:24.360]  我青靚白淨的
[00:09:24.360 --> 00:09:26.800]  爸爸一來按手就穿布了
[00:09:26.800 --> 00:09:28.760]  千萬不可以做這種事
[00:09:28.760 --> 00:09:30.800]  但你在這裏就看見
[00:09:30.800 --> 00:09:33.120]  李伯家的答案是嚇一嚇的
[00:09:33.120 --> 00:09:34.480]  他的一意孤行
[00:09:34.480 --> 00:09:35.760]  是令我們在讀經的時候
[00:09:35.760 --> 00:09:36.560]  都會有些疑問
[00:09:36.560 --> 00:09:37.800]  如果我是媽媽
[00:09:37.800 --> 00:09:40.120]  我會不會這樣做呢
[00:09:40.120 --> 00:09:41.160]  他說我兒
[00:09:41.160 --> 00:09:43.920]  你招的詛咒歸在我身上
[00:09:43.920 --> 00:09:48.600]  你只管聽我的說話
[00:09:48.600 --> 00:09:50.240]  我們上一代都很容易的
[00:09:50.240 --> 00:09:50.920]  你不要管
[00:09:50.920 --> 00:09:52.520]  總之媽媽說了算
[00:09:52.520 --> 00:09:54.040]  媽媽這麼說你就這麼跟
[00:09:54.040 --> 00:09:55.280]  有什麼媽媽負責
[00:09:55.280 --> 00:09:56.640]  有沒有聽過這些聲音
[00:09:56.640 --> 00:09:57.960]  我們這一代有的
[00:09:57.960 --> 00:10:00.360]  我想你們這一代是少一點的
[00:10:00.360 --> 00:10:01.800]  但無論如何都好
[00:10:01.800 --> 00:10:03.320]  李伯家
[00:10:03.320 --> 00:10:04.680]  這個媽媽
[00:10:04.680 --> 00:10:07.840]  她很執着的就是
[00:10:07.840 --> 00:10:09.040]  小的
[00:10:09.040 --> 00:10:10.880]  要成這個正統
[00:10:10.880 --> 00:10:13.160]  這對不對呢
[00:10:13.160 --> 00:10:15.200]  她這個原因
[00:10:15.200 --> 00:10:16.440]  這麼堅持
[00:10:16.440 --> 00:10:18.760]  是不是神喜悅的呢
[00:10:18.760 --> 00:10:20.040]  應該這麼說
[00:10:20.040 --> 00:10:21.080]  我們常常都聽到
[00:10:21.080 --> 00:10:22.120]  違法達義的
[00:10:22.120 --> 00:10:24.680]  現在這個時間
[00:10:24.680 --> 00:10:25.760]  用在李伯家身上
[00:10:25.760 --> 00:10:26.720]  對的
[00:10:26.720 --> 00:10:27.360]  極黃啊
[00:10:27.360 --> 00:10:28.480]  我想說
[00:10:28.480 --> 00:10:31.440]  神是這麼說的
[00:10:31.440 --> 00:10:33.640]  所以我不管你老公
[00:10:33.640 --> 00:10:35.640]  我不管你是誰
[00:10:35.640 --> 00:10:37.720]  我一定用盡辦法
[00:10:37.720 --> 00:10:42.040]  我要去完成上帝的心意
[00:10:42.040 --> 00:10:43.440]  結果
[00:10:43.440 --> 00:10:45.000]  就是
[00:10:45.000 --> 00:10:47.840]  她得到祝福
[00:10:47.840 --> 00:10:49.280]  問題來了
[00:10:49.280 --> 00:10:50.480]  作爲一個媽媽來說
[00:10:50.480 --> 00:10:53.800]  她面對的是什麼後果呢
[00:10:53.800 --> 00:10:55.320]  媽媽很友好的
[00:10:55.320 --> 00:10:56.240]  我們有些媽媽就知道
[00:10:56.240 --> 00:10:58.520]  因爲睜開眼就見到對方
[00:10:58.520 --> 00:11:01.280]  她認識對方多於認識自己
[00:11:01.280 --> 00:11:03.400]  想不到因爲這件事
[00:11:03.400 --> 00:11:05.880]  以素就要追殺雅各
[00:11:05.880 --> 00:11:08.000]  兄弟成仇
[00:11:08.000 --> 00:11:09.320]  雅各更慘
[00:11:09.320 --> 00:11:11.040]  如果我們假設他真的是裙腳仔
[00:11:11.040 --> 00:11:13.120]  一向被媽媽摸頭捏臉
[00:11:13.120 --> 00:11:15.840]  照顧得很周到
[00:11:15.840 --> 00:11:18.880]  一下子他就要逃亡
[00:11:18.880 --> 00:11:21.240]  去哪裏不知道
[00:11:21.240 --> 00:11:22.800]  媽媽說你去寇府吧
[00:11:22.800 --> 00:11:23.800]  很坦白
[00:11:23.800 --> 00:11:24.440]  搭車啊
[00:11:24.440 --> 00:11:25.280]  搭幾號車啊
[00:11:25.280 --> 00:11:26.160]  那個時代
[00:11:26.160 --> 00:11:27.200]  自己走爛
[00:11:27.200 --> 00:11:29.360]  真是前路茫茫的
[00:11:29.360 --> 00:11:33.080]  最慘的是李伯家
[00:11:33.080 --> 00:11:36.360]  他最愛的是雅各
[00:11:36.360 --> 00:11:39.880]  他以爲承受以撒財產的
[00:11:39.880 --> 00:11:41.120]  權位的
[00:11:41.120 --> 00:11:42.520]  應該是雅各
[00:11:42.520 --> 00:11:44.960]  神是這樣說的
[00:11:44.960 --> 00:11:47.000]  但結果呢
[00:11:47.000 --> 00:11:48.280]  沒有
[00:11:48.280 --> 00:11:50.840]  我們知道雅各一直逃難
[00:11:50.840 --> 00:11:51.920]  所有的東西
[00:11:51.920 --> 00:11:56.040]  似乎仍然在以素身上
[00:11:56.040 --> 00:11:57.400]  最慘
[00:11:57.400 --> 00:12:00.760]  他沒辦法再見他所愛的兒子
[00:12:00.760 --> 00:12:02.200]  不過
[00:12:02.200 --> 00:12:05.160]  他還要天天對着
[00:12:05.160 --> 00:12:06.840]  對着誰
[00:12:06.840 --> 00:12:08.520]  對着以素
[00:12:08.520 --> 00:12:10.440]  你沒想過你的生活
[00:12:10.440 --> 00:12:12.120]  你的心情
[00:12:12.120 --> 00:12:14.600]  是否在一個什麼環境裏
[00:12:14.600 --> 00:12:15.640]  所以
[00:12:15.640 --> 00:12:17.520]  某程度來說
[00:12:17.520 --> 00:12:19.720]  李伯家中了這個因
[00:12:19.720 --> 00:12:21.400]  好像他喫了一個
[00:12:21.400 --> 00:12:23.400]  很慘的苦果
[00:12:23.400 --> 00:12:25.280]  另一個女人
[00:12:25.280 --> 00:12:26.640]  馬浪雅之妻
[00:12:26.640 --> 00:12:28.440]  參孫的媽媽
[00:12:28.440 --> 00:12:30.560]  這是一個沒有名字的女人
[00:12:30.560 --> 00:12:32.360]  其實聖經也是很普通的
[00:12:32.360 --> 00:12:33.440]  因爲當時的社會
[00:12:33.440 --> 00:12:36.680]  女人也是一般般的
[00:12:36.680 --> 00:12:37.960]  但她也是很有趣的
[00:12:37.960 --> 00:12:41.000]  又是一個不能生育的女人
[00:12:41.000 --> 00:12:42.400]  聖經不知爲什麼
[00:12:42.400 --> 00:12:43.720]  又沒有說原因
[00:12:43.720 --> 00:12:46.680]  爲什麼神會揀選一個這樣的女人
[00:12:46.680 --> 00:12:49.520]  竟然把兒子賜給她
[00:12:49.520 --> 00:12:50.760]  而且這個兒子
[00:12:50.760 --> 00:12:53.520]  說明是以色列的拯救者
[00:12:53.520 --> 00:12:55.400]  是一個偉大的士師
[00:12:55.400 --> 00:12:56.640]  沒有解釋
[00:12:56.640 --> 00:12:59.200]  我們從來見到上帝的揀選
[00:12:59.200 --> 00:13:02.040]  是出乎我們的意料之外的
[00:13:02.040 --> 00:13:03.240]  爲什麼那個人是這樣生
[00:13:03.240 --> 00:13:04.160]  這個我又不能生
[00:13:04.160 --> 00:13:04.920]  沒有問爲什麼
[00:13:04.920 --> 00:13:06.680]  也解釋不了
[00:13:06.680 --> 00:13:07.640]  問題來了
[00:13:07.640 --> 00:13:09.920]  問題這個女人已經聽到
[00:13:09.920 --> 00:13:11.280]  神的使徒向她顯現
[00:13:11.280 --> 00:13:13.200]  預言了她要生一個兒子
[00:13:13.200 --> 00:13:14.360]  並且告訴她
[00:13:14.360 --> 00:13:17.440]  這個兒子要一生歸耶和華爲聖
[00:13:17.440 --> 00:13:19.880]  成爲一個拿勢爾人
[00:13:19.880 --> 00:13:21.720]  拿勢爾人很簡單
[00:13:21.720 --> 00:13:23.880]  就是他好像被人打了一個刀
[00:13:23.880 --> 00:13:25.040]  打了個印
[00:13:25.040 --> 00:13:26.600]  是屬於神的
[00:13:26.600 --> 00:13:29.880]  外面是有一些不同的表現
[00:13:29.880 --> 00:13:31.360]  不是很難分的
[00:13:31.360 --> 00:13:32.360]  三樣東西而已
[00:13:32.360 --> 00:13:33.640]  很容易搞
[00:13:33.640 --> 00:13:35.520]  龍酒、青酒不準喝
[00:13:35.520 --> 00:13:37.240]  葡萄樹所結的東西不準喫
[00:13:37.240 --> 00:13:39.720]  是說喫東西的時間
[00:13:39.720 --> 00:13:40.280]  第二
[00:13:40.280 --> 00:13:42.440]  是不可以剃她的頭髮
[00:13:42.440 --> 00:13:43.400]  去扎辮
[00:13:43.400 --> 00:13:44.520]  沒問題
[00:13:44.520 --> 00:13:45.040]  第三
[00:13:45.040 --> 00:13:46.360]  是不可以印死屍
[00:13:46.360 --> 00:13:47.480]  很普通
[00:13:47.480 --> 00:13:49.920]  其實一般的祭司都不鬥的
[00:13:49.920 --> 00:13:50.720]  三樣東西
[00:13:50.720 --> 00:13:52.760]  容易做嗎父母
[00:13:52.760 --> 00:13:55.360]  很容易做的
[00:13:55.360 --> 00:13:58.640]  做了這三樣東西什麼都不用做了
[00:13:58.640 --> 00:14:01.800]  你不用理她中英數常了
[00:14:01.800 --> 00:14:04.120]  你不用每天跟她補習了
[00:14:04.120 --> 00:14:07.080]  你不用怕她考試合不合格
[00:14:07.080 --> 00:14:08.640]  不用想她讀什麼大學
[00:14:08.640 --> 00:14:10.760]  也不用想她將來做什麼工作
[00:14:10.760 --> 00:14:12.480]  因爲她有工作了
[00:14:12.480 --> 00:14:15.920]  而且一做就是做以色列最top的那個
[00:14:15.920 --> 00:14:17.720]  就是做祭司
[00:14:17.720 --> 00:14:19.240]  是不是很安心
[00:14:19.240 --> 00:14:20.680]  應該挺安心的
[00:14:20.680 --> 00:14:21.840]  就只搞這三樣東西
[00:14:21.840 --> 00:14:23.080]  什麼都不用做
[00:14:23.080 --> 00:14:24.760]  事實是不是這樣
[00:14:24.760 --> 00:14:27.800]  我爲什麼會說這個是一個
