
[00:00:00.000 --> 00:00:04.640]  今天我們要分享的題目是「耶穌幫到你」
[00:03:41.400 --> 00:03:43.360]  我還記得回香港的時候
[00:03:43.360 --> 00:03:45.560]  太太在想那些手信
[00:03:45.560 --> 00:03:48.040]  我立刻聽到這件事就拿了那支清潔劑出來
[00:03:48.040 --> 00:03:49.400]  立刻想試一下
[00:03:49.400 --> 00:03:51.680]  在我黃琴琴的波鞋上
[00:03:51.680 --> 00:03:53.960]  噓
[00:03:53.960 --> 00:03:55.880]  你猜結果是怎樣
[00:03:55.880 --> 00:03:58.440]  為甚麼不是潔白的
[00:03:58.440 --> 00:04:01.680]  為甚麼還有黃琴琴的
[00:04:01.680 --> 00:04:03.600]  擦爛了皮
[00:04:03.600 --> 00:04:05.080]  我就發現其實
[00:04:05.080 --> 00:04:08.120]  這些聲稱幫到你的產品
[00:04:08.120 --> 00:04:09.640]  都不是幫到你的
[00:04:09.640 --> 00:04:11.240]  於是我想了另一個方法
[00:04:11.240 --> 00:04:12.720]  你知道是甚麼嗎
[00:04:12.720 --> 00:04:13.680]  買了一雙新鞋
[00:04:13.680 --> 00:04:15.720]  就是我今天穿的這雙
[00:04:15.720 --> 00:04:19.640]  今天和你一樣牌子的
[00:04:19.640 --> 00:04:22.920]  我經過灣仔買過一雙新鞋
[00:04:22.920 --> 00:04:25.240]  因為是我太太的情侶鞋
[00:04:25.240 --> 00:04:26.520]  不過這雙是我下問的
[00:04:26.520 --> 00:04:27.240]  買完之後
[00:04:27.240 --> 00:04:28.840]  他說這雙鞋子其實我不太喜歡穿
[00:04:28.840 --> 00:04:30.160]  我還是買了另一雙
[00:04:30.160 --> 00:04:32.000]  雖然現在也是自己穿的
[00:04:32.000 --> 00:04:35.320]  有一些東西我們以為幫到我們
[00:04:35.320 --> 00:04:37.560]  但其實未必幫到我們
[00:04:37.560 --> 00:04:39.880]  究竟今天有甚麼
[00:04:39.880 --> 00:04:43.160]  是能夠成為我們真正的幫助
[00:04:43.160 --> 00:04:46.760]  如果說回我在屆堂機構服侍的時候
[00:04:46.760 --> 00:04:49.520]  牧師當然會叫你不要去財務公司
[00:04:49.520 --> 00:04:50.640]  叫家人不要給你錢
[00:04:50.640 --> 00:04:52.400]  但他一定說一件事
[00:04:52.400 --> 00:04:53.560]  他說你一定要相信
[00:04:53.560 --> 00:04:55.480]  只有一個人幫到你
[00:04:55.480 --> 00:04:57.560]  那個就是耶穌
[00:04:57.560 --> 00:05:00.720]  耶穌能夠幫你解決你全靈的問題
[00:05:00.720 --> 00:05:04.720]  但今天你願不願意信耶穌
[00:05:04.720 --> 00:05:06.440]  差不多每一次牧師
[00:05:06.440 --> 00:05:09.080]  都會這樣對每一個受助個案說
[00:05:09.080 --> 00:05:12.360]  今天我們會去看《仕途行傳》的記載
[00:05:12.360 --> 00:05:16.760]  裡面都會說有一個人經歷了耶穌的幫助
[00:05:16.760 --> 00:05:19.000]  但當我們去看這段記載的時候
[00:05:19.000 --> 00:05:21.600]  又帶給我們的生命甚麼功課
[00:05:21.600 --> 00:05:24.080]  如果今天耶穌幫到你
[00:05:24.080 --> 00:05:25.920]  今天耶穌又幫到我
[00:05:25.920 --> 00:05:30.880]  究竟我們的生命要怎樣去回應這個真理呢
[00:05:30.880 --> 00:05:32.400]  我們一起去看好嗎
[00:05:32.400 --> 00:05:34.600]  今天我們學的第一個功課
[00:05:34.600 --> 00:05:38.040]  是我們首先要看到別人的需要
[00:05:38.040 --> 00:05:39.640]  我們首先由《仕途行傳》
[00:05:39.640 --> 00:05:41.560]  三章第一節到第五節
[00:05:41.560 --> 00:05:42.480]  我們一起讀
[00:05:42.480 --> 00:05:43.920]  一二三
[00:05:43.920 --> 00:05:46.280]  生初禱告的時候
[00:05:46.280 --> 00:05:49.280]  彼得 約翰 上聖殿去
[00:05:49.280 --> 00:05:52.400]  有一個人 生來是渠褪的
[00:05:52.400 --> 00:05:54.520]  天天被人抬來
[00:05:54.520 --> 00:05:57.160]  放在殿的一個門口
[00:05:57.160 --> 00:05:59.360]  那門名叫美門
[00:05:59.360 --> 00:06:02.080]  要求進殿的人周祭
[00:06:02.080 --> 00:06:06.040]  他看見彼得 約翰 將要進殿
[00:06:06.040 --> 00:06:08.400]  就求他們周祭
[00:06:08.400 --> 00:06:11.040]  彼得 約翰 定精看他
[00:06:11.040 --> 00:06:13.480]  彼得 說 你看我們
[00:06:13.480 --> 00:06:16.240]  那人就留意看他們
[00:06:16.240 --> 00:06:18.240]  指望得著甚麼
[00:06:18.240 --> 00:06:20.640]  我們看完聖經一開始的時候
[00:06:20.640 --> 00:06:23.000]  首先給了我們一個時間
[00:06:23.000 --> 00:06:25.240]  生初禱告的時候
[00:06:25.240 --> 00:06:27.520]  生初即是甚麼時候呢
[00:06:27.520 --> 00:06:29.920]  原來猶太人他們有一個習俗
[00:06:29.920 --> 00:06:32.960]  就是一天會有三個時間祈禱
[00:06:32.960 --> 00:06:34.760]  分別是清早
[00:06:34.760 --> 00:06:37.440]  下午三點和黃昏
[00:06:37.440 --> 00:06:40.200]  如果他們是住得近聖殿
[00:06:40.200 --> 00:06:41.960]  他們就會這三個時間
[00:06:41.960 --> 00:06:44.440]  都上聖殿去祈禱
[00:06:44.440 --> 00:06:46.480]  所以聖經就告訴我們
[00:06:46.480 --> 00:06:48.600]  這是生初禱告
[00:06:48.600 --> 00:06:51.960]  即是下午三點的時候
[00:06:51.960 --> 00:06:53.760]  下午三點的時候
[00:06:53.760 --> 00:06:54.600]  聖經跟著說
[00:06:54.600 --> 00:06:58.960]  有一個人 生來是渠褪的
[00:06:58.960 --> 00:07:00.320]  生來是渠褪
[00:07:00.320 --> 00:07:02.880]  即是他一出世就有缺憾
[00:07:02.880 --> 00:07:04.880]  在猶太的傳統裏面
[00:07:04.880 --> 00:07:06.640]  如果有一個人
[00:07:06.640 --> 00:07:09.080]  生來就是有缺憾的呢
[00:07:09.080 --> 00:07:10.280]  一般認為
[00:07:10.280 --> 00:07:12.720]  一是這個人自己犯了罪
[00:07:12.720 --> 00:07:15.920]  一是就是他父母犯了罪
[00:07:15.920 --> 00:07:19.160]  這個人他沒有照顧自己的能力
[00:07:19.160 --> 00:07:21.720]  所以他每一天都只有一個希望
[00:07:21.720 --> 00:07:25.640]  就是將自己擺在聖殿的門口裏面
[00:07:25.640 --> 00:07:27.960]  希望有人去周祭他
[00:07:27.960 --> 00:07:29.400]  所以聖經就告訴我們
[00:07:29.400 --> 00:07:31.960]  他在一個叫做尾門的地方
[00:07:31.960 --> 00:07:33.320]  尾門在哪裏呢
[00:07:33.320 --> 00:07:36.720]  聖經學者對尾門有兩個解說
[00:07:36.720 --> 00:07:38.600]  其實兩個解說都是相似的
[00:07:38.600 --> 00:07:43.680]  第一個就是由聖殿進入外邦人院的門口
[00:07:43.680 --> 00:07:48.120]  聖殿其實最終身只是以色列的男人可以去
[00:07:48.120 --> 00:07:51.160]  原來有一個地方是以色列人可以去的
[00:07:51.160 --> 00:07:53.360]  再外面就是外邦人可以去
[00:07:53.360 --> 00:07:54.960]  所以他們想
[00:07:54.960 --> 00:07:59.320]  第一會不會是聖殿進入外邦人院的門口
[00:07:59.320 --> 00:08:05.280]  又或者是由外邦人院進到婦女院的門口
[00:08:05.280 --> 00:08:08.040]  婦女院不只是婦女才可以去的
[00:08:08.040 --> 00:08:09.120]  剛才我們說了
[00:08:09.120 --> 00:08:12.120]  有一個地方是以色列的男子和婦人都可以去
[00:08:12.120 --> 00:08:13.520]  那個就是婦女院
[00:08:13.520 --> 00:08:17.280]  再進去中間只有以色列的男人可以進去
[00:08:17.280 --> 00:08:20.320]  但是無論是第一個或者第二個解釋
[00:08:20.320 --> 00:08:23.680]  都是有一個事實就是會有很多人經過
[00:08:23.680 --> 00:08:28.520]  很多人經過對於這個人有什麼幫助呢
[00:08:28.520 --> 00:08:33.280]  通常進聖殿祈禱的人都應該是敬虔的人
[00:08:33.280 --> 00:08:35.440]  也都應該有憐憫的心
[00:08:35.440 --> 00:08:37.960]  而當時憐憫也是一個美德
[00:08:37.960 --> 00:08:40.800]  所以這個人覺得將自己放在那裡
[00:08:40.800 --> 00:08:45.000]  他唯一的希望就是如果有很多人經過的時候
[00:08:45.000 --> 00:08:47.320]  有一些人會去憐憫他
[00:08:47.320 --> 00:08:49.000]  其實他不知道誰會去憐憫他
[00:08:49.000 --> 00:08:55.040]  不過他覺得每天都希望在這裏等候有人願意憐憫他
[00:08:55.040 --> 00:08:58.000]  他就會得到金錢的幫助
[00:08:58.000 --> 00:08:59.640]  而聖經告訴我們
[00:08:59.640 --> 00:09:04.960]  他就見到彼得和約翰將要進殿
[00:09:04.960 --> 00:09:07.040]  就求他們周祭
[00:09:07.040 --> 00:09:08.920]  如果你是約翰和彼得
[00:09:08.920 --> 00:09:10.560]  你走去聖殿祈禱
[00:09:10.560 --> 00:09:12.000]  應該有很多人的
[00:09:12.000 --> 00:09:16.200]  你見不見到那個有需要幫助的人呢
[00:09:16.200 --> 00:09:20.000]  但是這段聖經就告訴我們
[00:09:20.000 --> 00:09:22.440]  彼得約翰見到他
[00:09:22.440 --> 00:09:26.120]  並且定睛望他
[00:09:26.120 --> 00:09:29.120]  你試試定睛望你旁邊那個
[00:09:29.120 --> 00:09:31.520]  你看他有什麼期望回應你
[00:09:31.520 --> 00:09:34.960]  當約翰定睛望他的時候
[00:09:34.960 --> 00:09:38.160]  彼得就說 你看看我們
[00:09:38.160 --> 00:09:40.880]  當彼得和約翰這樣說的時候
[00:09:40.880 --> 00:09:43.000]  那個人就有回應了
[00:09:43.000 --> 00:09:49.000]  那個人就留意看他們指望得到什麼
[00:09:49.000 --> 00:09:51.560]  今天我們要學的第一個功課
[00:09:51.560 --> 00:09:54.920]  是我們要見到別人的需要
[00:09:54.920 --> 00:09:58.520]  在馬太福音二十五章這一段聖經裡面
[00:09:58.520 --> 00:10:02.400]  其實耶穌用了一個比喻來告訴我們
[00:10:02.400 --> 00:10:06.560]  究竟哪些才是真正跟隨他的門徒
[00:10:06.560 --> 00:10:08.600]  在這段聖經裡面
[00:10:08.600 --> 00:10:12.200]  他說將來王要坐在寶座上面
[00:10:12.200 --> 00:10:15.640]  然後要分別好像牧羊人那樣
[00:10:15.640 --> 00:10:18.520]  分別綿羊和山羊
[00:10:18.520 --> 00:10:21.920]  綿羊在右邊 山羊在左邊
[00:10:21.920 --> 00:10:25.520]  這個比喻 耶穌已說將來要分辨哪些人
[00:10:25.520 --> 00:10:28.400]  是真正跟隨耶穌的
[00:10:28.400 --> 00:10:30.920]  而這些人在聖經裡面就是說
[00:10:30.920 --> 00:10:35.120]  那些人就能夠承受那創世以來
[00:10:35.120 --> 00:10:37.280]  為他們所預備的禍
[00:10:37.280 --> 00:10:40.120]  那究竟有些什麼的人
[00:10:40.120 --> 00:10:42.160]  是真正跟隨耶穌呢
[00:10:42.160 --> 00:10:43.360]  我們讀這段聖經好嗎
[00:10:43.360 --> 00:10:45.360]  由三十四讀到第三十六節
[00:10:45.360 --> 00:10:47.320]  我們一起讀 一二三
[00:10:47.320 --> 00:10:51.000]  於是王要向那右邊的雪
[00:10:51.000 --> 00:10:54.000]  你們者蒙我父賜福的
[00:10:54.000 --> 00:10:57.080]  可以承受那創世以來
[00:10:57.080 --> 00:10:59.600]  為你們所預備的禍
[00:10:59.600 --> 00:11:03.120]  因為我餓了 你們給我吃
[00:11:03.120 --> 00:11:05.640]  渴了 你們給我喝
[00:11:05.640 --> 00:11:08.880]  我作客裡 你們留我住
[00:11:08.880 --> 00:11:12.280]  我赤身露體 你們給我穿
[00:11:12.280 --> 00:11:15.200]  我病了 你們看顧我
[00:11:15.200 --> 00:11:18.200]  我再監裡 你們來看我
[00:11:18.200 --> 00:11:21.080]  聽到那個王說 今天這些人
[00:11:21.080 --> 00:11:24.120]  就可以承受我為他們所預備的禍
[00:11:24.120 --> 00:11:26.720]  因為我餓的時候 你們給我吃
[00:11:26.720 --> 00:11:28.960]  我口渴的時候 你們給我喝水
[00:11:28.960 --> 00:11:31.400]  我作客裡的時候 你們給我地方住
[00:11:31.400 --> 00:11:32.800]  我赤身露體 沒衣服穿
[00:11:32.800 --> 00:11:33.960]  你給我衣服穿
[00:11:33.960 --> 00:11:35.480]  我病了 你們來看我
[00:11:35.480 --> 00:11:38.520]  我再監裡 你們來看我
[00:11:38.520 --> 00:11:41.360]  於是那些人就這樣回應那個王
[00:11:41.360 --> 00:11:44.480]  他說王 我什麼時候看到你餓的時候
[00:11:44.480 --> 00:11:46.800]  給你吃 看到你口渴 給你喝水
[00:11:46.800 --> 00:11:48.960]  看到你作客裡的時候 給你地方住
[00:11:48.960 --> 00:11:50.840]  看到你沒衣服穿 給你衣服穿
[00:11:50.840 --> 00:11:52.560]  看到你病的時候來探你
[00:11:52.560 --> 00:11:55.920]  或者看到你在監裡來看你
[00:11:55.920 --> 00:11:58.680]  於是那個王就說了一句很重要的說話
[00:11:58.680 --> 00:12:00.400]  我們一起看第四十節 一起讀
[00:12:00.400 --> 00:12:01.520]  1 2 3
[00:12:01.520 --> 00:12:03.440]  王要回答說
[00:12:03.440 --> 00:12:05.880]  我實在告訴你們
[00:12:05.880 --> 00:12:10.000]  這些事你們既做在我這弟兄中
[00:12:10.000 --> 00:12:12.200]  一個最少的身上
[00:12:12.200 --> 00:12:15.120]  就是做在我身上了
[00:12:15.120 --> 00:12:18.040]  這段聖經耶穌告訴我們
[00:12:18.040 --> 00:12:21.000]  今天哪些人是真正跟隨耶穌的人
[00:12:21.000 --> 00:12:22.920]  真正跟隨耶穌的人
[00:12:22.920 --> 00:12:27.920]  是願意幫助身邊有需要幫助的人
[00:12:27.920 --> 00:12:31.200]  而如果我們去看這段聖經
[00:12:31.200 --> 00:12:32.640]  需要幫助的人
[00:12:32.640 --> 00:12:37.000]  可以大致分別為三類的人
[00:12:37.000 --> 00:12:40.040]  第一類是在我們日常生活裡
[00:12:40.040 --> 00:12:41.720]  看到有需要幫助的人
[00:12:41.720 --> 00:12:44.000]  我曾經聽過一個肢體的見證
[00:12:44.000 --> 00:12:46.200]  他說他以前每天上班
[00:12:46.200 --> 00:12:47.720]  都會經過同一個地方
[00:12:47.720 --> 00:12:49.120]  見到同一個露宿者
[00:12:49.120 --> 00:12:52.080]  在那裡去需要問人家拿食物
[00:12:52.080 --> 00:12:54.400]  於是他做了一個很簡單的決定
[00:12:54.400 --> 00:12:56.200]  就是他每天上班的時候
[00:12:56.200 --> 00:12:57.640]  買多一個麵包
[00:12:57.640 --> 00:12:58.920]  經過同一個地方
[00:12:58.920 --> 00:13:00.000]  遇見同一個露宿者
[00:13:00.000 --> 00:13:02.960]  就將這個麵包給這個露宿者
[00:13:02.960 --> 00:13:04.920]  今天如果我們在日常生活裡
[00:13:04.920 --> 00:13:06.200]  見到有需要的人
[00:13:06.200 --> 00:13:09.400]  我們的生命又怎樣去回應呢
[00:13:09.400 --> 00:13:11.480]  當我記得這位肢體的見證的時候
[00:13:11.480 --> 00:13:12.320]  有一天
[00:13:12.320 --> 00:13:14.120]  我去一個地方港道
[00:13:14.120 --> 00:13:15.120]  我不是經常去
[00:13:15.120 --> 00:13:16.480]  所以我特意去
[00:13:16.480 --> 00:13:19.360]  早一點在附近一個快餐店吃東西
[00:13:19.360 --> 00:13:20.840]  在快餐店裡面
[00:13:20.840 --> 00:13:22.000]  我見到有一個人
[00:13:22.000 --> 00:13:24.640]  那個人其實他看著
[00:13:24.640 --> 00:13:26.520]  哪些人快要吃完的時候
[00:13:26.520 --> 00:13:28.200]  他就會在你附近隔離
[00:13:28.200 --> 00:13:28.920]  為什麼呢
[00:13:28.920 --> 00:13:32.480]  因為他會趁還沒收你的碟的時候
[00:13:32.480 --> 00:13:34.400]  去拿你剩下的東西吃
[00:13:34.400 --> 00:13:36.000]  譬如說你吃一個餐
[00:13:36.000 --> 00:13:36.600]  有一個麵包
[00:13:36.600 --> 00:13:37.920]  你咬了三分之二
[00:13:37.920 --> 00:13:39.040]  你咬剩三分之一
[00:13:39.040 --> 00:13:39.760]  你放在那裡
[00:13:39.760 --> 00:13:40.920]  然後走了
[00:13:40.920 --> 00:13:43.600]  他就趁人家還沒收碟的時候
[00:13:43.600 --> 00:13:44.720]  他就會去拿
[00:13:44.720 --> 00:13:45.920]  甚至我見到他
[00:13:45.920 --> 00:13:48.120]  有一個人吃剩半碗粉
[00:13:48.120 --> 00:13:49.000]  他還沒拿的時候
[00:13:49.000 --> 00:13:50.120]  他拿來吃
[00:13:50.120 --> 00:13:52.000]  我記得
[00:13:52.000 --> 00:13:53.680]  這個肢體的見證
[00:13:53.680 --> 00:13:56.240]  之前那天我特意買了一個新的早餐
[00:13:56.240 --> 00:13:57.960]  就這樣放在他那裡隔離
[00:13:57.960 --> 00:13:58.840]  然後我走了
[00:13:58.840 --> 00:14:00.760]  然後我見到他拿來吃
[00:14:00.760 --> 00:14:02.000]  可能只是
[00:14:02.000 --> 00:14:04.200]  一天一個很小的行動
[00:14:04.200 --> 00:14:06.680]  但是今天我們有沒有去幫助
[00:14:06.680 --> 00:14:08.240]  我們日常生活
[00:14:08.240 --> 00:14:10.520]  見到有需要的人呢
[00:14:10.520 --> 00:14:11.880]  另外第二樣
[00:14:11.880 --> 00:14:13.640]  是在特別狀況裡面
[00:14:13.640 --> 00:14:15.320]  有需要幫助的人
[00:14:15.320 --> 00:14:17.120]  今天如果我作客女
[00:14:17.120 --> 00:14:18.200]  你給我地方住
[00:14:18.200 --> 00:14:20.040]  我不是天天做客女
[00:14:20.040 --> 00:14:21.320]  但是我做客女的時候
[00:14:21.320 --> 00:14:22.600]  你給我地方住
[00:14:22.600 --> 00:14:24.440]  或者我今天赤身露體
[00:14:24.440 --> 00:14:26.480]  希望我們不是天天都赤身露體
[00:14:26.480 --> 00:14:28.080]  我赤身露體的時候
[00:14:28.080 --> 00:14:29.080]  你給我衣服穿
[00:14:29.080 --> 00:14:31.280]  就是說有一些人在特別的狀況
[00:14:31.280 --> 00:14:32.600]  有需要的時候
[00:14:32.600 --> 00:14:34.840]  你去幫助他
[00:14:34.840 --> 00:14:36.880]  我記得在英國的時候
[00:14:36.880 --> 00:14:43.200]  神感動蘇兒去幫助一位患了癌症末期的婆婆
[00:14:43.200 --> 00:14:46.080]  因為婆婆一生都用她的生命去愛人
[00:14:46.080 --> 00:14:47.560]  她是打住家工的
[00:14:47.560 --> 00:14:48.560]  她在香港的時候
[00:14:48.560 --> 00:14:50.560]  為了一個家庭很努力的工作
[00:14:50.560 --> 00:14:52.240]  這個家庭後來移民到了英國
[00:14:52.240 --> 00:14:54.760]  她跟這個家庭移民到了英國
[00:14:54.760 --> 00:14:56.280]  後來她自己退休
[00:14:56.280 --> 00:14:57.280]  她自己一個人住
[00:14:57.280 --> 00:14:58.440]  她回了教會
[00:14:58.440 --> 00:15:01.520]  她在教會每個星期都做不同的事
[00:15:01.520 --> 00:15:02.720]  去祝福弟兄姊妹
[00:15:02.720 --> 00:15:03.920]  會煮些東西回來
[00:15:03.920 --> 00:15:05.360]  或者做一些禮物
[00:15:05.360 --> 00:15:06.360]  去送給弟兄姊妹
[00:15:06.360 --> 00:15:08.720]  她一生都愛別人
[00:15:08.720 --> 00:15:11.160]  但是當她自己臨終患癌症
[00:15:11.160 --> 00:15:13.080]  不能夠照顧自己的時候
[00:15:13.080 --> 00:15:14.640]  沒有人照顧她
[00:15:14.640 --> 00:15:16.800]  於是神就感動蘇兒
[00:15:16.800 --> 00:15:18.760]  在她最後幾個月的日子
[00:15:18.760 --> 00:15:20.360]  每一天去照顧她
[00:15:20.360 --> 00:15:23.320]  有一些人有特別幫助的時候
[00:15:23.320 --> 00:15:26.760]  今天我們又怎樣去回應呢
[00:15:26.760 --> 00:15:28.880]  另外這段聖經都提醒我們
[00:15:28.880 --> 00:15:31.400]  我們有沒有見到在社會裡面
[00:15:31.400 --> 00:15:35.080]  有一些被邊緣化的人呢
[00:15:35.080 --> 00:15:37.880]  如果在那段聖經裡面我病
[00:15:37.880 --> 00:15:40.360]  病呢其實你不要以為古代才被邊緣化
[00:15:40.360 --> 00:15:42.560]  今天你病你也會被邊緣化
[00:15:42.560 --> 00:15:43.560]  我記得有一次
[00:15:43.560 --> 00:15:45.080]  我在聚會裡面
[00:15:45.080 --> 00:15:47.840]  我就坐在那裡說說話
[00:15:47.840 --> 00:15:50.720]  說完之後我就咳
[00:15:50.720 --> 00:15:53.160]  我發現我兩邊的空間開始大了
[00:15:53.160 --> 00:15:55.280]  我本身的空間也需要多一點
[00:15:55.280 --> 00:15:56.200]  但是開始大了
[00:15:56.200 --> 00:15:57.560]  我咳了
[00:15:57.560 --> 00:15:59.400]  有些人再坐那些
[00:15:59.400 --> 00:16:00.920]  有些人開始離座
[00:16:00.920 --> 00:16:01.760]  離座去哪裡
[00:16:01.760 --> 00:16:03.560]  摸口罩
[00:16:03.560 --> 00:16:05.080]  但是我覺得我也不怪他
[00:16:05.080 --> 00:16:05.520]  為什麼呢
[00:16:05.520 --> 00:16:07.520]  最近我又跟朋友一起坐的士
[00:16:07.520 --> 00:16:09.040]  坐的士通常我都是坐在前面
[00:16:09.040 --> 00:16:09.600]  為什麼呢
[00:16:09.600 --> 00:16:11.680]  我坐在後面就霸佔兩個位置
[00:16:11.680 --> 00:16:14.040]  我坐在前面就一半出去了外面
[00:16:14.040 --> 00:16:14.560]  是的
[00:16:14.560 --> 00:16:17.200]  那這個司機把我咳了
[00:16:17.200 --> 00:16:19.040]  咳咳咳
[00:16:19.040 --> 00:16:19.760]  然後我就說
[00:16:19.760 --> 00:16:20.200]  嗯
[00:16:20.200 --> 00:16:22.120]  帶口罩的
[00:16:22.120 --> 00:16:23.200]  接著我怎樣
[00:16:23.200 --> 00:16:25.400]  我立刻從背包裡拿口罩出去
[00:16:25.400 --> 00:16:26.800]  其實都很明白的
[00:16:26.800 --> 00:16:28.840]  但是今天你病你也被邊緣化
[00:16:28.840 --> 00:16:31.880]  但是今天社會中被邊緣化的人
[00:16:31.880 --> 00:16:33.680]  你又有沒有去關心
[00:16:33.680 --> 00:16:35.440]  當然有些人下載監獄
