
[00:00:00.000 --> 00:00:03.000]  各位兄弟姐妹 主持人:平安!
[00:02:55.000 --> 00:02:59.000]  聖而公之教會和聖徒相通又是什麼意思
[00:02:59.000 --> 00:03:01.000]  最後會跟大家一起反思一下
[00:03:01.000 --> 00:03:03.000]  對我們有什麼意義
[00:03:03.000 --> 00:03:08.000]  相信大家還記得 公元二世紀開始
[00:03:08.000 --> 00:03:11.000]  司徒信經就開始面世了
[00:03:11.000 --> 00:03:13.000]  目的很明顯的
[00:03:13.000 --> 00:03:17.000]  就是要幫助信徒搞清楚所信的是誰
[00:03:17.000 --> 00:03:19.000]  免得被一切異教之風搖動
[00:03:19.000 --> 00:03:23.000]  飄來飄去隨從各樣異端
[00:03:23.000 --> 00:03:28.000]  剛才影片上的
[00:03:28.000 --> 00:03:31.000]  是司徒信經原文的希臘版本
[00:03:31.000 --> 00:03:33.000]  我們會看到
[00:03:33.000 --> 00:03:36.000]  我們是否認識希臘文不是最重要的
[00:03:36.000 --> 00:03:38.000]  第一段和第三段一開始的字
[00:03:38.000 --> 00:03:40.000]  我們背信徒信經就知道
[00:03:40.000 --> 00:03:41.000]  就是「我信」
[00:03:41.000 --> 00:03:43.000]  我信上帝 我信聖靈
[00:03:43.000 --> 00:03:44.000]  第一段和第三段
[00:03:45.000 --> 00:03:49.000]  第二句開始是「Kai」
[00:03:49.000 --> 00:03:51.000]  翻譯出來就是「Anne」
[00:03:51.000 --> 00:03:53.000]  與及同懷的意思
[00:03:53.000 --> 00:03:55.000]  即是我信上帝與及
[00:03:55.000 --> 00:03:58.000]  所以將「與及」不直譯成「與及」
[00:03:58.000 --> 00:03:59.000]  而譯成「我信」
[00:03:59.000 --> 00:04:01.000]  都對的 都正確的
[00:04:01.000 --> 00:04:02.000]  三個「我信」
[00:04:02.000 --> 00:04:05.000]  但希臘文的聖經你再去看一看
[00:04:05.000 --> 00:04:09.000]  你再找不到「我信」這個字
[00:04:09.000 --> 00:04:13.000]  即是中文版本是加了一堆「我信」
[00:04:16.000 --> 00:04:18.000]  三個「我信」是很清楚的
[00:04:18.000 --> 00:04:21.000]  「我信上帝 全良的父」
[00:04:21.000 --> 00:04:24.000]  「我信上帝的獨生兒子耶穌基督」
[00:04:24.000 --> 00:04:25.000]  「我信聖靈」
[00:04:25.000 --> 00:04:29.000]  那怎麼處理
[00:04:29.000 --> 00:04:31.000]  只織字的那五個「我信」呢
[00:04:31.000 --> 00:04:33.000]  既然原文是沒有的
[00:04:33.000 --> 00:04:36.000]  那也不需要織希臘文的
[00:04:36.000 --> 00:04:38.000]  我們看一看就知道了
[00:04:38.000 --> 00:04:41.000]  「我信上帝 全良的父」後面是甚麼
[00:04:42.000 --> 00:04:48.000]  「創造天地」是「上帝 全良的父」所作成的事情
[00:04:48.000 --> 00:04:53.000]  第二句「我信主耶穌基督 獨生的子」後面是甚麼
[00:04:53.000 --> 00:04:56.000]  是耶穌基督降生的事情
[00:04:56.000 --> 00:04:59.000]  是耶穌基督受苦受難受
[00:04:59.000 --> 00:05:01.000]  死埋葬降下陰間
[00:05:01.000 --> 00:05:02.000]  復活升天
[00:05:02.000 --> 00:05:04.000]  將來重要成就的事
[00:05:04.000 --> 00:05:06.000]  回來去審判的事情
[00:05:06.000 --> 00:05:08.000]  當我們這樣看的時候
[00:05:08.000 --> 00:05:10.000]  第三段很明顯了
[00:05:10.000 --> 00:05:12.000]  「我信聖靈」之後的事情
[00:05:12.000 --> 00:05:15.000]  就是說聖靈在教會在聖徒身上
[00:05:15.000 --> 00:05:17.000]  在各樣的事情所造成的事情
[00:05:17.000 --> 00:05:20.000]  那我們就不需要理希臘人文有沒有中文有沒有
[00:05:20.000 --> 00:05:21.000]  是不是翻譯錯了
[00:05:21.000 --> 00:05:22.000]  不是
[00:05:22.000 --> 00:05:25.000]  是說三個「我信上帝」三位一體
[00:05:25.000 --> 00:05:29.000]  跟後面那五個「我信」是不同的
[00:05:29.000 --> 00:05:33.000]  前面那三個「我信上帝」「我信主耶穌基督」「我信聖靈」
[00:05:33.000 --> 00:05:36.000]  就是羅馬書所說的
[00:05:36.000 --> 00:05:40.000]  「因信稱義」「因信基督」「神的義」就加在一起
[00:05:40.000 --> 00:05:42.000]  「相信的人」我們記「因信稱義」
[00:05:42.000 --> 00:05:43.000]  就跟我們的主耶穌
[00:05:43.000 --> 00:05:46.000]  「藉著主耶穌基督得以與神復活」
[00:05:46.000 --> 00:05:48.000]  後面那五個「我信」
[00:05:48.000 --> 00:05:51.000]  就是我們信聖靈在教會當中
[00:05:51.000 --> 00:05:54.000]  在各樣的事情當中的作為
[00:05:54.000 --> 00:06:00.000]  三個「我信」跟後面那五個「信」並不等同
[00:06:00.000 --> 00:06:03.000]  處理完「我信」
[00:06:03.000 --> 00:06:06.000]  那麼究竟
[00:06:06.000 --> 00:06:10.000]  「聖而公之教會」「我信聖徒相通」有什麼意思呢?
[00:06:10.000 --> 00:06:12.000]  處理的容易一點先
[00:06:12.000 --> 00:06:14.000]  何謂「聖徒相通」呢?
[00:06:14.000 --> 00:06:15.000]  我們還記得
[00:06:15.000 --> 00:06:16.000]  耶穌基督
[00:06:16.000 --> 00:06:18.000]  尤其是馬太福音
[00:06:18.000 --> 00:06:21.000]  是說到耶穌基督出來公開侍奉的時候
[00:06:21.000 --> 00:06:25.000]  他們是召人進天國
[00:06:25.000 --> 00:06:26.000]  清楚一點說
[00:06:26.000 --> 00:06:30.000]  是召門徒成為天國的子民
[00:06:30.000 --> 00:06:33.000]  約翰福音告訴我們
[00:06:33.000 --> 00:06:34.000]  耶穌基督說
[00:06:34.000 --> 00:06:37.000]  「人若不是從水和聖靈生的
[00:06:37.000 --> 00:06:40.000]  就不能進神的國」
[00:06:40.000 --> 00:06:42.000]  很清楚地告訴我們
[00:06:42.000 --> 00:06:44.000]  每一個得稱為二的信徒
[00:06:44.000 --> 00:06:46.000]  當然是因為福音
[00:06:46.000 --> 00:06:48.000]  當然是因為耶穌基督所成就的救恩
[00:06:48.000 --> 00:06:53.000]  更加重要的是因為聖靈而重生
[00:06:53.000 --> 00:06:55.000]  聖靈的工作
[00:06:55.000 --> 00:06:57.000]  所以信徒最重要的基礎
[00:06:57.000 --> 00:07:00.000]  當然也是因著聖靈
[00:07:00.000 --> 00:07:03.000]  我們才能夠與基督聯合
[00:07:03.000 --> 00:07:07.000]  我們才能夠成為基督的身體
[00:07:07.000 --> 00:07:09.000]  說到聖靈的作為
[00:07:09.000 --> 00:07:10.000]  很清楚的一卷書
[00:07:10.000 --> 00:07:13.000]  我們不能忘記的
[00:07:13.000 --> 00:07:15.000]  《士徒行傳》一章十四十五節
[00:07:15.000 --> 00:07:20.000]  是說幾個婦人和耶穌的母親
[00:07:20.000 --> 00:07:22.000]  瑪利亞和耶穌的弟兄
[00:07:22.000 --> 00:07:26.000]  都同心合意行徹禱告
[00:07:26.000 --> 00:07:30.000]  部分說出了什麼叫聖徒相通
[00:07:30.000 --> 00:07:34.000]  是同心合意行徹的禱告
[00:07:34.000 --> 00:07:36.000]  更加說出了一個事實
[00:07:36.000 --> 00:07:38.000]  耶穌召十二個門徒
[00:07:38.000 --> 00:07:40.000]  來到《士徒行傳》第一章十四節的時候
[00:07:40.000 --> 00:07:45.000]  已經有一百二十人
[00:07:45.000 --> 00:07:47.000]  第二章而已
[00:07:47.000 --> 00:07:50.000]  五旬節降臨
[00:07:50.000 --> 00:07:52.000]  《士徒行傳》二章四十一節
[00:07:52.000 --> 00:07:53.000]  彼得說道
[00:07:53.000 --> 00:07:56.000]  領受他話的人就受了誓
[00:07:56.000 --> 00:08:00.000]  那天門徒約添了三千人
[00:08:00.000 --> 00:08:02.000]  回頭四章四字
[00:08:02.000 --> 00:08:03.000]  第二次說道
[00:08:03.000 --> 00:08:05.000]  聽道之人有許多信的
[00:08:05.000 --> 00:08:09.000]  南丁數目約有五千
[00:08:09.000 --> 00:08:11.000]  教會在短短時間之內
[00:08:11.000 --> 00:08:13.000]  人數不是倍增
[00:08:13.000 --> 00:08:15.000]  不是十倍增
[00:08:15.000 --> 00:08:19.000]  是百多二百倍增加
[00:08:19.000 --> 00:08:20.000]  我們看到的
[00:08:20.000 --> 00:08:22.000]  是不是士徒彼得的能力
[00:08:22.000 --> 00:08:24.000]  是真的嗎
[00:08:24.000 --> 00:08:25.000]  如果是的話
[00:08:25.000 --> 00:08:26.000]  我們很明顯
[00:08:26.000 --> 00:08:28.000]  我們沒有看到這節經文
[00:08:28.000 --> 00:08:29.000]  我們一起讀
[00:08:29.000 --> 00:08:32.000]  《士徒行傳》二章四十六至四十七節
[00:08:32.000 --> 00:08:37.000]  他們天天同心合意行徹的在殿裡
[00:08:37.000 --> 00:08:39.000]  且在家中抹餅
[00:08:39.000 --> 00:08:42.000]  全若歡喜誠實的心用法
[00:08:42.000 --> 00:08:46.000]  讚你實得眾民的喜愛
[00:08:46.000 --> 00:08:51.000]  主張得救的人天天加給他們
[00:08:51.000 --> 00:08:53.000]  不是一條必勝的方法
[00:08:53.000 --> 00:08:55.000]  不過講出一個事實
[00:08:55.000 --> 00:08:59.000]  是主張得救的人天天加給他們
[00:08:59.000 --> 00:09:01.000]  過程就是聖靈在他們當中運作
[00:09:01.000 --> 00:09:04.000]  他們是同心合意行徹的
[00:09:04.000 --> 00:09:07.000]  無論在會堂聖殿當中
[00:09:07.000 --> 00:09:09.000]  無論在家庭教會當中
[00:09:09.000 --> 00:09:12.000]  他們都是不停聚會
[00:09:12.000 --> 00:09:13.000]  去聽道
[00:09:13.000 --> 00:09:15.000]  去讚美
[00:09:15.000 --> 00:09:16.000]  去感謝
[00:09:16.000 --> 00:09:17.000]  去同心祈求
[00:09:17.000 --> 00:09:18.000]  同手煮餐
[00:09:18.000 --> 00:09:20.000]  一同去抹餅
[00:09:20.000 --> 00:09:22.000]  他們更重要的是
[00:09:22.000 --> 00:09:24.000]  帶同未信主的去聽道
[00:09:24.000 --> 00:09:28.000]  將他們引進耶穌基督的身體
[00:09:28.000 --> 00:09:32.000]  一同成為教會的一份子
[00:09:32.000 --> 00:09:34.000]  聖徒相通
[00:09:34.000 --> 00:09:37.000]  我相信不需要再詳細解釋了
[00:09:37.000 --> 00:09:39.000]  所以當我們重讀
[00:09:39.000 --> 00:09:40.000]  我信聖兒宮之教會
[00:09:40.000 --> 00:09:41.000]  我信聖徒相通的時候
[00:09:41.000 --> 00:09:46.000]  我們就真的在宣認聖靈所作成的事情
[00:09:46.000 --> 00:09:51.000]  聖兒宮之教會是什麼意思呢?
[00:09:51.000 --> 00:09:55.000]  教會這個字是由新約聖經開始使用的
[00:09:55.000 --> 00:10:00.000]  第一次出現在馬太福音十六章十八節
[00:10:00.000 --> 00:10:02.000]  耶穌說:我還告訴你,你才給得
[00:10:02.000 --> 00:10:06.000]  我要把我的教會建造在這盤削上
[00:10:06.000 --> 00:10:09.000]  陰間的權並不能勝過他
[00:10:09.000 --> 00:10:10.000]  可以講很多東西
[00:10:10.000 --> 00:10:12.000]  不過我們今天的重點是講教會
[00:10:12.000 --> 00:10:17.000]  而Christia這個字本身的意義原文就是
[00:10:17.000 --> 00:10:20.000]  一群被呼召出來的人
[00:10:20.000 --> 00:10:21.000]  可以講得詳細一點
[00:10:21.000 --> 00:10:25.000]  一群從家裡面被呼召出來
[00:10:25.000 --> 00:10:27.000]  我們很明白
[00:10:27.000 --> 00:10:30.000]  我們原本的家就是罪裡面的家
[00:10:30.000 --> 00:10:33.000]  我們從罪裡面的家被呼召出來
[00:10:33.000 --> 00:10:35.000]  去認罪悔改
[00:10:35.000 --> 00:10:40.000]  進入神的家
[00:10:40.000 --> 00:10:45.000]  既然教會這個字是講一群被呼召出來的人
[00:10:45.000 --> 00:10:47.000]  那我們就會明白
[00:10:47.000 --> 00:10:48.000]  太古城有很多人
[00:10:48.000 --> 00:10:49.000]  鰂魚涌有很多人
[00:10:49.000 --> 00:10:50.000]  沙溪灣有很多人
[00:10:50.000 --> 00:10:52.000]  西營盤講來講去香港也有很多人
[00:10:52.000 --> 00:10:53.000]  九龍牛頭角有很多人
[00:10:53.000 --> 00:10:55.000]  尖沙咀有很多人
[00:10:55.000 --> 00:10:57.000]  所以這些我們都叫地方教會
[00:10:57.000 --> 00:10:59.000]  我們看保羅書信就知道
[00:10:59.000 --> 00:11:00.000]  哥林多教會
[00:11:00.000 --> 00:11:01.000]  以弗所教會
[00:11:01.000 --> 00:11:02.000]  貼薩羅尼加教會
[00:11:02.000 --> 00:11:04.000]  羅馬教會諸如此類
[00:11:04.000 --> 00:11:07.000]  我們慣性叫Local Church
[00:11:07.000 --> 00:11:09.000]  或者是地方教會
[00:11:09.000 --> 00:11:14.000]  但是同樣我們都是從一群被呼召出來的人
[00:11:14.000 --> 00:11:15.000]  沒有分別的
[00:11:15.000 --> 00:11:16.000]  都是因著聖靈
[00:11:16.000 --> 00:11:18.000]  都是因著耶穌基督的福音
[00:11:18.000 --> 00:11:21.000]  所以教會還有一個意思
[00:11:21.000 --> 00:11:24.000]  就是一個普世的教會
[00:11:24.000 --> 00:11:26.000]  就是所謂的大公教會
[00:11:26.000 --> 00:11:28.000]  其實就是普世的教會
[00:11:28.000 --> 00:11:30.000]  普世的教會
[00:11:30.000 --> 00:11:32.000]  Catholic Church
[00:11:32.000 --> 00:11:34.000]  是世草詩
[00:11:34.000 --> 00:11:36.000]  就是Universal這麼簡單
[00:11:39.000 --> 00:11:42.000]  使徒彼得也寫信給教會
[00:11:42.000 --> 00:11:45.000]  在彼得前書一章一至二節
[00:11:45.000 --> 00:11:46.000]  耶穌基督的使徒
[00:11:46.000 --> 00:11:49.000]  寫信給分散在不同地方
[00:11:49.000 --> 00:11:51.000]  他這裡沒有用教會的字
[00:11:51.000 --> 00:11:52.000]  但是我們一看就知道
[00:11:52.000 --> 00:11:54.000]  不同的地方教會
[00:11:54.000 --> 00:11:56.000]  這些地方教會我怎麼知道是教會
[00:11:56.000 --> 00:11:57.000]  因為彼得說
[00:11:57.000 --> 00:12:01.000]  就是照父神的先見被揀選
[00:12:01.000 --> 00:12:02.000]  藉著聖靈
[00:12:02.000 --> 00:12:03.000]  聖靈的工作
[00:12:03.000 --> 00:12:09.000]  得乘聖潔以致信服耶穌基督有蒙他血所灑的人
[00:12:09.000 --> 00:12:11.000]  教會是人
[00:12:11.000 --> 00:12:12.000]  不是那座大建築物
[00:12:12.000 --> 00:12:13.000]  說得很清楚了
[00:12:13.000 --> 00:12:15.000]  重點我們今天所說的
[00:12:15.000 --> 00:12:17.000]  就是聖靈的工作
[00:12:17.000 --> 00:12:20.000]  得乘聖潔
[00:12:20.000 --> 00:12:21.000]  Holy
[00:12:21.000 --> 00:12:22.000]  不是Holy
[00:12:22.000 --> 00:12:24.000]  是Consecrate
[00:12:24.000 --> 00:12:26.000]  聖
[00:12:26.000 --> 00:12:28.000]  是神獨有的屬性
[00:12:28.000 --> 00:12:31.000]  我們沒有一個人可以稱聖
[00:12:31.000 --> 00:12:33.000]  所以無論怎麼說都好
[00:12:33.000 --> 00:12:35.000]  其實這個真的用錯了
[00:12:35.000 --> 00:12:37.000]  誠聖都不是一個好的翻譯
[00:12:37.000 --> 00:12:39.000]  因為無論誠聖
[00:12:39.000 --> 00:12:42.000]  或者說聖潔
[00:12:42.000 --> 00:12:45.000]  其實原文的意思就是Consecrate
[00:12:45.000 --> 00:12:47.000]  Sanctify
[00:12:47.000 --> 00:12:50.000]  全部都是分別為聖的意思
[00:12:50.000 --> 00:12:52.000]  呼召出來
[00:12:52.000 --> 00:12:54.000]  就是分別為聖
[00:12:54.000 --> 00:12:56.000]  所以藉著聖靈分別為聖
[00:12:56.000 --> 00:12:58.000]  成為聖潔
[00:13:02.000 --> 00:13:04.000]  不同的教會的人
[00:13:04.000 --> 00:13:06.000]  不同的本地教會的人
[00:13:06.000 --> 00:13:08.000]  就好像我跟你一樣
[00:13:08.000 --> 00:13:10.000]  我們都是被分別為聖
[00:13:10.000 --> 00:13:12.000]  都是神呼召出來
[00:13:12.000 --> 00:13:15.000]  是藉著聖靈得乘聖潔
[00:13:15.000 --> 00:13:17.000]  要解釋分別為聖
[00:13:17.000 --> 00:13:19.000]  我想最好的例子
[00:13:19.000 --> 00:13:22.000]  就是從聖經當中回末
[00:13:22.000 --> 00:13:24.000]  我們就會看到了
[00:13:24.000 --> 00:13:27.000]  回末當中有很多的器皿
[00:13:27.000 --> 00:13:29.000]  無論這些器皿之前
[00:13:29.000 --> 00:13:31.000]  在外面
[00:13:31.000 --> 00:13:33.000]  是用來做什麼的都好
[00:13:33.000 --> 00:13:37.000]  可能Sandy是用來餵烏龜喝的
[00:13:37.000 --> 00:13:41.000]  可能Rosanna在家裡的盆栽
[00:13:41.000 --> 00:13:44.000]  用這個杯子來裝水淋花的
[00:13:44.000 --> 00:13:46.000]  又可能陳姑娘是用來
[00:13:46.000 --> 00:13:49.000]  和家人一起慶祝喝東西的
[00:13:49.000 --> 00:13:51.000]  無論這個杯子是金銀銅鐵石
[00:13:51.000 --> 00:13:53.000]  或者是木或者是石頭都好
[00:13:53.000 --> 00:13:57.000]  只要這個杯子
[00:13:57.000 --> 00:13:59.000]  經過一個簡算
[00:13:59.000 --> 00:14:02.000]  這杯子起碼沒有崩沒有裂
[00:14:02.000 --> 00:14:06.000]  當它經過一個禮儀上的潔淨
[00:14:06.000 --> 00:14:09.000]  拿進去回末
[00:14:09.000 --> 00:14:11.000]  那它們會怎樣?
[00:14:11.000 --> 00:14:14.000]  我們就說它分別為聖
[00:14:14.000 --> 00:14:16.000]  是不是杯子的本質變了?
[00:14:16.000 --> 00:14:18.000]  由木杯變成金杯?
[00:14:18.000 --> 00:14:19.000]  不是
[00:14:19.000 --> 00:14:20.000]  本質沒有變
[00:14:20.000 --> 00:14:25.000]  不過目的和身份地位就變了
[00:14:25.000 --> 00:14:28.000]  以前拿著杯子可以做任何事情
[00:14:28.000 --> 00:14:29.000]  現在不行了
[00:14:29.000 --> 00:14:31.000]  因為拿進去回末
[00:14:31.000 --> 00:14:33.000]  是擺在神面前
[00:14:33.000 --> 00:14:35.000]  功臣尊榮
[00:14:35.000 --> 00:14:40.000]  有個尊榮的地位在那裡
[00:14:40.000 --> 00:14:42.000]  它為什麼貴重?
[00:14:42.000 --> 00:14:44.000]  因為是神用的
[00:14:44.000 --> 00:14:46.000]  現在你看看
[00:14:46.000 --> 00:14:47.000]  有些自稱為
[00:14:47.000 --> 00:14:49.000]  使徒彼得用過的杯子
[00:14:49.000 --> 00:14:51.000]  拍賣的時候那麼貴
[00:14:51.000 --> 00:14:53.000]  什麼?爛鬼木杯而已
[00:14:53.000 --> 00:14:55.000]  分別為聖
[00:14:55.000 --> 00:14:59.000]  就是說被神專門使用
[00:14:59.000 --> 00:15:02.000]  所以當彼得說這句話的時候
[00:15:02.000 --> 00:15:03.000]  我們就要想清楚
[00:15:03.000 --> 00:15:05.000]  彼得究竟在說什麼?
[00:15:05.000 --> 00:15:07.000]  既然我們是被揀選
[00:15:07.000 --> 00:15:08.000]  藉著聖靈
[00:15:08.000 --> 00:15:10.000]  是被分別為聖
[00:15:10.000 --> 00:15:12.000]  以致信服耶穌基督
[00:15:12.000 --> 00:15:14.000]  那我們就很清楚了
[00:15:14.000 --> 00:15:18.000]  我們原來是等同被揀選
[00:15:18.000 --> 00:15:25.000]  經過分別為聖的過程
[00:15:25.000 --> 00:15:27.000]  我們就拿進去回末
[00:15:27.000 --> 00:15:29.000]  擺在神的面前
[00:15:29.000 --> 00:15:30.000]  功臣使用
[00:15:30.000 --> 00:15:32.000]  所以我們就會很清楚知道
[00:15:32.000 --> 00:15:35.000]  既有聖潔的生命
[00:15:35.000 --> 00:15:36.000]  我們就要怎麼樣?
[00:15:36.000 --> 00:15:39.000]  我們就要遠離罪的世界
[00:15:39.000 --> 00:15:41.000]  以前可能是用來餵豬的那隻杯子
[00:15:41.000 --> 00:15:43.000]  現在你不會拿回去了
[00:15:43.000 --> 00:15:46.000]  以前可能是那些大食會的時候
[00:15:46.000 --> 00:15:48.000]  拿來飲聖
[00:15:48.000 --> 00:15:50.000]  現在開幾個大食會
[00:15:50.000 --> 00:15:51.000]  不夠杯子用
[00:15:51.000 --> 00:15:53.000]  你不會衝進去聖殿拿一隻杯子出來
[00:15:53.000 --> 00:15:55.000]  不會拿進去回末拿一隻杯子出來
[00:15:55.000 --> 00:15:57.000]  同樣我們都是
[00:15:57.000 --> 00:15:59.000]  我們既然被分別為聖
[00:15:59.000 --> 00:16:02.000]  被揀選蒙德族聖靈的時候
[00:16:02.000 --> 00:16:05.000]  我們就要遠離罪的影響
[00:16:05.000 --> 00:16:07.000]  我們要過聖潔的生活
[00:16:07.000 --> 00:16:09.000]  就好像羅漢書六章十三節所說的
[00:16:09.000 --> 00:16:11.000]  不要將你們的肢體獻給
[00:16:11.000 --> 00:16:13.000]  罪作不義的器具
[00:16:13.000 --> 00:16:14.000]  我們一起讀
[00:16:14.000 --> 00:16:17.000]  都要將從死裡復活的人
[00:16:17.000 --> 00:16:19.000]  將自己獻給神
[00:16:19.000 --> 00:16:22.000]  並將肢體作義的器具
[00:16:22.000 --> 00:16:24.000]  獻給神
[00:16:24.000 --> 00:16:27.000]  剛才說了
[00:16:27.000 --> 00:16:29.000]  這些被呼召出來
[00:16:29.000 --> 00:16:31.000]  被分別為聖的人
[00:16:31.000 --> 00:16:34.000]  一方面是指到本地教會
[00:16:34.000 --> 00:16:36.000]  同時也是指大公教會
[00:16:36.000 --> 00:16:38.000]  圓文教會的意思
[00:16:38.000 --> 00:16:40.000]  是Universal 剛才說過了
[00:16:40.000 --> 00:16:42.000]  所以聖兒宮的教會
[00:16:42.000 --> 00:16:45.000]  其實是指被分別為聖的
[00:16:45.000 --> 00:16:47.000]  普世教會的意思
[00:16:47.000 --> 00:16:53.000]  這麼多個本地教會
[00:16:53.000 --> 00:16:55.000]  成為普世教會
[00:16:55.000 --> 00:16:56.000]  是什麼情況
[00:16:56.000 --> 00:16:59.000]  大家不言而喻
[00:16:59.000 --> 00:17:01.000]  所以大祭司耶穌基督
[00:17:01.000 --> 00:17:03.000]  在臨離世之前
[00:17:03.000 --> 00:17:04.000]  祂的禱文
[00:17:04.000 --> 00:17:07.000]  在約翰福音十七章二十至二十三節
[00:17:07.000 --> 00:17:09.000]  大祭司的禱文是說什麼
[00:17:09.000 --> 00:17:11.000]  我不但為這些人
[00:17:11.000 --> 00:17:13.000]  耶穌說的時候
[00:17:13.000 --> 00:17:14.000]  是對著門徒說的
[00:17:14.000 --> 00:17:15.000]  所以這些人
[00:17:15.000 --> 00:17:17.000]  其實就是在說門徒
[00:17:17.000 --> 00:17:21.000]  有為那些因他們的話
[00:17:21.000 --> 00:17:23.000]  信我的人祈求
[00:17:23.000 --> 00:17:26.000]  那些因他們的話
[00:17:26.000 --> 00:17:29.000]  即是說這班門徒去傳福音
[00:17:29.000 --> 00:17:30.000]  他們去講道
[00:17:30.000 --> 00:17:31.000]  那些因他們的話
[00:17:31.000 --> 00:17:32.000]  信我的人
[00:17:32.000 --> 00:17:35.000]  門徒引了那些人去信耶穌
[00:17:35.000 --> 00:17:37.000]  不是十二門徒之一
[00:17:37.000 --> 00:17:40.000]  耶穌也都為他們祈求
[00:17:40.000 --> 00:17:41.000]  門徒傳福音
[00:17:41.000 --> 00:17:43.000]  是什麼人
[00:17:43.000 --> 00:17:45.000]  耶穌無所不知
[00:17:45.000 --> 00:17:46.000]  你以為祂不知道
[00:17:46.000 --> 00:17:47.000]  祂將交託的大使命
[00:17:47.000 --> 00:17:49.000]  將會成為什麼光景嗎
[00:17:49.000 --> 00:17:51.000]  十二門徒是猶太人
[00:17:51.000 --> 00:17:53.000]  門徒接觸的很多是外邦人
[00:17:53.000 --> 00:17:55.000]  是很多的教會
[00:17:55.000 --> 00:17:57.000]  很多的外邦的教會
[00:17:57.000 --> 00:18:00.000]  所以我們看到
[00:18:00.000 --> 00:18:02.000]  耶穌大祭司的禱文就是
[00:18:02.000 --> 00:18:04.000]  祈求門徒
[00:18:04.000 --> 00:18:07.000]  和因門徒所傳福音的信的人
[00:18:07.000 --> 00:18:08.000]  無論是外邦人
[00:18:08.000 --> 00:18:09.000]  猶太人
