
[00:00:00.000 --> 00:00:01.920]  那面對這個新的一年
[00:02:13.040 --> 00:02:16.080]  他浮世的能力從哪裡來呢
[00:02:16.080 --> 00:02:18.560]  《始祿軒》二十六章十九節
[00:02:18.560 --> 00:02:21.760]  一句話就說明他浮世的動力
[00:02:21.760 --> 00:02:23.040]  我們一同來唸來
[00:02:23.040 --> 00:02:24.560]  亞七八王啊
[00:02:24.560 --> 00:02:29.840]  我故此沒有違背那從天上來的意象
[00:02:29.840 --> 00:02:33.280]  這一句話就可以說明了
[00:02:33.280 --> 00:02:36.320]  保羅一生浮世的動力
[00:02:36.320 --> 00:02:40.640]  因為他並沒有違背那個天上來的意象
[00:02:40.640 --> 00:02:43.920]  他一生是為這個意象而活
[00:02:43.920 --> 00:02:47.440]  他一生為這個意象擺上自己
[00:02:47.440 --> 00:02:49.360]  沒有任何的難處
[00:02:49.360 --> 00:02:52.480]  沒有任何的風暴能夠攔阻他
[00:02:52.480 --> 00:02:56.000]  因為他清楚看見他的意象
[00:02:56.000 --> 00:02:57.680]  同樣今天教會
[00:02:57.680 --> 00:03:01.440]  若要在這樣一個世代當中被神所使用
[00:03:01.440 --> 00:03:05.120]  我們就一定要持守神所給我們的意象
[00:03:05.120 --> 00:03:09.760]  而且整個會眾一定要同心合意來向前
[00:03:09.760 --> 00:03:10.720]  Amen
[00:03:10.720 --> 00:03:11.360]  感謝神
[00:03:11.360 --> 00:03:14.800]  這些年神的確給我們一個非常清楚的意象
[00:03:14.800 --> 00:03:18.080]  請問我們教會的意象是什麼
[00:03:18.080 --> 00:03:20.240]  考試一下
[00:03:20.240 --> 00:03:23.200]  我們教會的意象是什麼
[00:03:23.200 --> 00:03:23.680]  That's right
[00:03:23.680 --> 00:03:25.680]  建造神榮耀的教會
[00:03:25.680 --> 00:03:27.600]  你千萬不要跟我說四大意象
[00:03:27.600 --> 00:03:29.120]  我們沒有四大意象
[00:03:29.120 --> 00:03:31.680]  我們只有一個意象搞清楚
[00:03:31.680 --> 00:03:34.000]  建造神榮耀的教會
[00:03:34.000 --> 00:03:35.120]  Amen
[00:03:35.120 --> 00:03:37.600]  為什麼我們在這裡敬拜讚美
[00:03:37.600 --> 00:03:40.720]  不是為了只為我們得滿足而已
[00:03:40.720 --> 00:03:44.000]  而是為了要建造神榮耀的教會嗎
[00:03:44.000 --> 00:03:46.400]  為什麼我們在這裡有小組的士工
[00:03:46.400 --> 00:03:49.280]  彼此扶持互相幫助
[00:03:49.280 --> 00:03:52.720]  不是只是為了我們建造溫暖的家而已
[00:03:52.720 --> 00:03:55.680]  是為了要建造神榮耀的教會
[00:03:55.680 --> 00:03:59.200]  為什麼要做福音宣教進入社區
[00:03:59.200 --> 00:04:02.000]  不是只為了擴張我們的境界而已
[00:04:02.000 --> 00:04:04.640]  我們乃是要建造神榮耀的教會
[00:04:04.640 --> 00:04:05.840]  Amen
[00:04:05.840 --> 00:04:07.600]  為什麼要建造神榮耀的教會
[00:04:07.600 --> 00:04:10.400]  因為我們有一位榮耀的神
[00:04:10.400 --> 00:04:15.280]  而且這位神沒有選擇地上任何的機構來彰顯祂的榮耀
[00:04:15.280 --> 00:04:18.160]  唯獨檢選地上的教會
[00:04:18.160 --> 00:04:20.320]  就是你就是我
[00:04:20.320 --> 00:04:21.920]  來成就祂的心意
[00:04:21.920 --> 00:04:23.360]  Amen
[00:04:23.360 --> 00:04:24.000]  感謝神
[00:04:24.000 --> 00:04:26.560]  神不但給我們清楚的意象
[00:04:26.560 --> 00:04:29.520]  神更是給我們清楚的策略
[00:04:29.520 --> 00:04:33.280]  掛在牆上的四個就是我們四大策略
[00:04:33.280 --> 00:04:35.120]  我們是一個意象四大策略
[00:04:35.120 --> 00:04:39.280]  跟你們講說一個意象四大策略
[00:04:39.280 --> 00:04:41.040]  直接的敬拜讚美
[00:04:41.040 --> 00:04:42.240]  聖靈更新
[00:04:42.240 --> 00:04:43.360]  小組教會
[00:04:43.360 --> 00:04:47.840]  全地轉化來建造神榮耀的教會
[00:04:47.840 --> 00:04:49.920]  回想這二十年來
[00:04:49.920 --> 00:04:52.480]  神的確就在這四方面
[00:04:52.480 --> 00:04:55.520]  不斷地帶領我們教會向前
[00:04:55.520 --> 00:04:56.960]  不斷地成長
[00:04:56.960 --> 00:04:58.640]  不斷地突破
[00:04:58.640 --> 00:05:01.600]  特別在全地轉化這件事情上
[00:05:01.600 --> 00:05:04.160]  我們看從2007年我們把
[00:05:04.160 --> 00:05:09.440]  第四個策略從福音宣教改變成全地轉化之後
[00:05:09.440 --> 00:05:13.920]  你看見整個教會的方向上有很大的突破跟轉變
[00:05:13.920 --> 00:05:16.080]  我們開始更多進入社區
[00:05:16.080 --> 00:05:18.560]  服務我們周圍的人群
[00:05:18.560 --> 00:05:19.440]  Cindy Jacobs
[00:05:19.440 --> 00:05:21.040]  我還記得來到我們教會
[00:05:21.040 --> 00:05:23.920]  傳講影響力的信息之後
[00:05:23.920 --> 00:05:27.600]  忽然間我們好像把這一切都連結在一起
[00:05:27.600 --> 00:05:29.360]  原來神的心意
[00:05:29.360 --> 00:05:31.840]  不但是讓我們建造神榮耀的教會
[00:05:31.840 --> 00:05:34.960]  更是要成為一個有影響力的教會
[00:05:34.960 --> 00:05:36.000]  Amen
[00:05:36.000 --> 00:05:37.920]  這為什麼這麼多年來我們
[00:05:37.920 --> 00:05:40.560]  開始發展基金會的工作
[00:05:40.560 --> 00:05:41.920]  我們開始Roka
[00:05:41.920 --> 00:05:44.800]  就是生命和教育學院的施工
[00:05:44.800 --> 00:05:46.960]  我們去年更開始You Channel
[00:05:46.960 --> 00:05:48.720]  電視的頻道
[00:05:48.720 --> 00:05:50.800]  有人或許會以為說
[00:05:50.800 --> 00:05:52.720]  我們有沒有走偏了路
[00:05:52.720 --> 00:05:54.800]  是不是走向社會福音路線了
[00:05:54.800 --> 00:05:55.440]  其實沒有
[00:05:55.440 --> 00:05:56.320]  跟你們說其實沒有
[00:05:56.320 --> 00:05:58.080]  跟他說
[00:05:58.080 --> 00:06:02.240]  我們正走在神命定的心意當中
[00:06:02.240 --> 00:06:04.800]  特別是兩年前我記得神給我一段經文
[00:06:04.800 --> 00:06:06.320]  馬太福音十三章
[00:06:06.320 --> 00:06:09.200]  講到天國的擴展像什麼呢
[00:06:09.200 --> 00:06:11.600]  你還記得我講一連串的信息
[00:06:11.600 --> 00:06:14.560]  天國的擴展像芥菜種
[00:06:14.560 --> 00:06:15.760]  不但像芥菜種
[00:06:15.760 --> 00:06:19.120]  第二個像什麼
[00:06:19.120 --> 00:06:21.520]  面孝
[00:06:21.520 --> 00:06:24.560]  神的心意不但是要我們像芥菜種一樣
[00:06:24.560 --> 00:06:26.000]  憑信心擴展
[00:06:26.000 --> 00:06:27.440]  而且像面孝
[00:06:27.440 --> 00:06:29.200]  面孝就是帶著什麼
[00:06:29.200 --> 00:06:30.160]  表明什麼
[00:06:30.160 --> 00:06:31.680]  影響力
[00:06:31.680 --> 00:06:33.680]  面孝雖然很小
[00:06:33.680 --> 00:06:35.520]  可是只要在一個面團裡
[00:06:35.520 --> 00:06:37.520]  能夠使全團怎麼樣
[00:06:37.520 --> 00:06:39.120]  發起來
[00:06:39.120 --> 00:06:41.440]  面孝是帶著影響力
[00:06:41.440 --> 00:06:43.280]  生命和
[00:06:43.280 --> 00:06:46.640]  就是要從建造神榮耀的教會
[00:06:46.640 --> 00:06:49.600]  直到流向萬國萬民的宣教
[00:06:49.600 --> 00:06:53.440]  直到進入社區影響世代的使命
[00:06:53.440 --> 00:06:57.440]  這是神一步一步帶領我們直到如今
[00:06:57.440 --> 00:07:00.320]  而我們現在正按著神的心意
[00:07:00.320 --> 00:07:02.160]  走在神的道路當中
[00:07:02.160 --> 00:07:02.960]  Amen
[00:07:02.960 --> 00:07:07.840]  跟你媽說我們正是走在神的道路當中跟她說
[00:07:07.840 --> 00:07:09.200]  第一個是意向的動力
[00:07:09.200 --> 00:07:10.160]  第二個
[00:07:10.160 --> 00:07:11.120]  禱告的動力
[00:07:11.120 --> 00:07:14.080]  跟你媽說禱告的動力
[00:07:14.080 --> 00:07:16.400]  第二點我們都知道禱告
[00:07:16.400 --> 00:07:18.160]  是我們基督徒生活
[00:07:18.160 --> 00:07:21.200]  侍奉得聖的關鍵
[00:07:21.200 --> 00:07:25.120]  所以保羅在哥羅西書第四章第二節說
[00:07:25.120 --> 00:07:28.160]  你們要橫切禱告在此謹行感恩
[00:07:28.160 --> 00:07:31.280]  也要為我們禱告求神給我們開傳道的門
[00:07:31.280 --> 00:07:33.600]  能以講基督的奧秘
[00:07:33.600 --> 00:07:35.200]  這裡很清楚告訴我們
[00:07:35.200 --> 00:07:39.120]  禱告能為我們預備敞開的門
[00:07:39.120 --> 00:07:39.600]  換句話說
[00:07:39.600 --> 00:07:42.960]  今天如果我們想要在生活當中經歷神的突破
[00:07:42.960 --> 00:07:46.080]  在侍奉當中經歷神的能力
[00:07:46.080 --> 00:07:49.600]  那我們一定要付上禱告的代價
[00:07:49.600 --> 00:07:51.120]  事實上如果我們看初代的教會
[00:07:51.120 --> 00:07:54.320]  你就知道初代的教會真的就是禱告的教會
[00:07:54.320 --> 00:07:55.920]  史錄現在第一章
[00:07:55.920 --> 00:07:57.600]  耶穌就升天之後
[00:07:57.600 --> 00:08:01.120]  你看門徒們就聚集在馬可樓開始禱告
[00:08:01.120 --> 00:08:02.720]  同心合一地禱告
[00:08:02.720 --> 00:08:04.480]  第一章就講了
[00:08:04.480 --> 00:08:08.000]  第二章門徒們聚集在禱告的時候
[00:08:08.000 --> 00:08:10.720]  聖靈就降臨下來了
[00:08:10.720 --> 00:08:14.880]  第三章彼得跟約翰在聖殿裡禱告的時候
[00:08:14.880 --> 00:08:17.840]  就醫治了一個生來瘸腿的人
[00:08:17.840 --> 00:08:21.680]  第四章當他們聚集在禱告完了
[00:08:21.680 --> 00:08:24.720]  聚會的地方地大震動
[00:08:24.720 --> 00:08:27.200]  他們就都被聖靈充滿
[00:08:27.200 --> 00:08:29.760]  我們看見初代的教會就是禱告的教會
[00:08:29.760 --> 00:08:31.200]  不但是禱告的教會
[00:08:31.200 --> 00:08:35.360]  而且是同心合一地禱告
[00:08:35.360 --> 00:08:38.720]  第二點我的意思不是說你個人的禱告不重要
[00:08:38.720 --> 00:08:40.720]  個人禱告是很重要
[00:08:40.720 --> 00:08:45.200]  我們需要自己與神建立那親密的關係
[00:08:45.200 --> 00:08:48.000]  但是在神的國度裡面
[00:08:48.000 --> 00:08:50.000]  同心合一地禱告
[00:08:50.000 --> 00:08:53.760]  是真正能夠釋放神能力的禱告
[00:08:53.760 --> 00:08:57.040]  所以馬太福音十八章十九節很清楚說
[00:08:57.040 --> 00:08:58.080]  我們一同來念
[00:08:58.080 --> 00:08:59.520]  主說我又告訴你們
[00:08:59.520 --> 00:09:01.520]  若是你們中間有兩個人在地上
[00:09:01.520 --> 00:09:03.360]  同心合一求什麼
[00:09:03.360 --> 00:09:06.800]  我在天上的父必為他們成全
[00:09:06.800 --> 00:09:09.600]  這裡講到同心合一地禱告
[00:09:09.600 --> 00:09:12.800]  是能夠得蒙應允的禱告
[00:09:12.800 --> 00:09:16.800]  我們看這就是初代教會得力的秘訣
[00:09:16.800 --> 00:09:18.800]  當然也許你會說牧師
[00:09:18.800 --> 00:09:20.800]  那是初代教會
[00:09:20.800 --> 00:09:22.640]  就是個特例
[00:09:22.640 --> 00:09:23.680]  真的是特例嗎
[00:09:23.680 --> 00:09:25.200]  其實不是
[00:09:25.200 --> 00:09:29.120]  我還記得去年我有機會再次回到韓國去
[00:09:29.120 --> 00:09:31.680]  因為他們有個跨文化宣教大會
[00:09:31.680 --> 00:09:34.240]  請我做其中一個講員
[00:09:34.240 --> 00:09:36.160]  那在大會的最後的時候
[00:09:36.160 --> 00:09:38.880]  大會要求我們一定要去參觀
[00:09:38.880 --> 00:09:41.760]  韓國有個教會叫愛的教會
[00:09:41.760 --> 00:09:43.680]  他們的一個成禱會
[00:09:43.680 --> 00:09:45.360]  本來我們都不想去
[00:09:45.360 --> 00:09:47.280]  不過勉為其難
[00:09:47.280 --> 00:09:48.640]  大會說一定要去
[00:09:48.640 --> 00:09:53.600]  所以只好清早起來鬧鐘鬧起來就去了
[00:09:53.600 --> 00:09:55.520]  一去到在那裡才發現
[00:09:55.520 --> 00:09:58.720]  已經有一萬人在那裡禱告了
[00:09:58.720 --> 00:10:00.560]  而且是席家帶眷
[00:10:00.560 --> 00:10:02.560]  不只有大家連孩子們
[00:10:02.560 --> 00:10:04.320]  我們下地鐵的時候
[00:10:04.320 --> 00:10:05.520]  一堆孩子說幹什麼
[00:10:05.520 --> 00:10:07.600]  全部去禱告會去
[00:10:07.600 --> 00:10:10.080]  我看了真的非常感動
[00:10:10.080 --> 00:10:11.760]  你不能不說
[00:10:11.760 --> 00:10:17.040]  禱告是今天韓國教會得蒙神祝福的秘訣
[00:10:17.040 --> 00:10:18.960]  這些年來我真的看見
[00:10:18.960 --> 00:10:21.840]  韓國教會在各方面的成長
[00:10:21.840 --> 00:10:24.080]  不但在人數的成長
[00:10:24.080 --> 00:10:26.320]  你看見在韓國的漢城
[00:10:26.320 --> 00:10:28.880]  換句話說在首爾這個地方
[00:10:28.880 --> 00:10:30.720]  你看見有多少大型的教會
[00:10:30.720 --> 00:10:32.640]  超過十萬人的教會
[00:10:32.640 --> 00:10:33.840]  好多啊
[00:10:33.840 --> 00:10:35.520]  不是只有昭雍基牧師一個
[00:10:35.520 --> 00:10:37.280]  我們只知道有一個昭雍基牧師
[00:10:37.280 --> 00:10:39.680]  那有很多非常大型的教會
[00:10:39.680 --> 00:10:43.120]  譬如說我剛剛說愛的教會在包刮在其中
[00:10:43.120 --> 00:10:45.600]  我們看見韓國教會在宣教施工
[00:10:45.600 --> 00:10:47.840]  真的衛生大大擴展
[00:10:47.840 --> 00:10:48.800]  你知道我常常說
[00:10:48.800 --> 00:10:51.120]  我在世界各地無論走到哪裡
[00:10:51.120 --> 00:10:52.640]  一定看見兩件事情
[00:10:52.640 --> 00:10:55.600]  第一個看見中國餐館
[00:10:55.600 --> 00:10:56.720]  這我們都知道
[00:10:56.720 --> 00:10:59.440]  第二個韓國宣教士
[00:10:59.440 --> 00:11:02.160]  這讓我們中國基督徒很慚愧的一件事情
[00:11:02.160 --> 00:11:03.120]  我告訴你
[00:11:03.120 --> 00:11:06.000]  你無論到哪裡一定看見韓國宣教士
[00:11:06.000 --> 00:11:09.200]  事實上現在韓國所派出的宣教士人數
[00:11:09.200 --> 00:11:12.720]  在全世界已經第二位僅次於美國
[00:11:12.720 --> 00:11:17.600]  為什麼韓國教會能夠在短短六十年當中
[00:11:17.600 --> 00:11:19.760]  能夠這麼得蒙神的祝福呢
[00:11:19.760 --> 00:11:23.120]  我告訴你答案就在於他們肯付上
[00:11:23.120 --> 00:11:26.880]  同心合意禱告的代價
[00:11:26.880 --> 00:11:28.000]  事實上我告訴你
[00:11:28.000 --> 00:11:32.560]  禱告已經似乎成為韓國教會的文化了
[00:11:32.560 --> 00:11:34.160]  只要是韓國教會
[00:11:34.160 --> 00:11:37.040]  一定有清晨五點鐘的禱告會了
[00:11:37.040 --> 00:11:39.840]  如果沒有成禱會絕對不是韓國教會
[00:11:39.840 --> 00:11:41.440]  真的
[00:11:41.440 --> 00:11:44.560]  而且韓國信徒禱告很不一樣
[00:11:44.560 --> 00:11:46.880]  一定大聲呼求
[00:11:46.880 --> 00:11:48.160]  我還記得有一次我參加
[00:11:48.160 --> 00:11:50.400]  照相機牧師的主日崇拜
[00:11:50.400 --> 00:11:52.960]  在他們主日崇拜當中也有跟我們一樣
[00:11:52.960 --> 00:11:56.320]  為教會各樣事工禱告的時間
[00:11:56.320 --> 00:11:58.160]  可是他們一開聲禱告
[00:11:58.160 --> 00:12:00.640]  那像打雷的聲音
[00:12:00.640 --> 00:12:01.520]  真的
[00:12:01.520 --> 00:12:04.160]  你在其中不能夠不被震撼
[00:12:04.160 --> 00:12:08.320]  不像我們在這一開口禱告是蚊子叫
[00:12:08.320 --> 00:12:10.240]  我的意思不是說我們一定要大聲禱告
[00:12:10.240 --> 00:12:11.040]  神才聽得見
[00:12:11.040 --> 00:12:13.120]  我不是這個意思
[00:12:13.120 --> 00:12:17.760]  但不可否認當你同聲大聲開口禱告的時候
[00:12:17.760 --> 00:12:21.840]  能夠使我們的心在神面前火熱起來
[00:12:21.840 --> 00:12:23.120]  你們
[00:12:23.120 --> 00:12:26.160]  我知道今天很多人不敢大聲開口禱告
[00:12:26.160 --> 00:12:28.240]  就是怕別人聽見
[00:12:28.240 --> 00:12:31.200]  但你放心大家都在禱告啦
[00:12:31.200 --> 00:12:34.160]  沒有人要聽你在禱告些什麼
[00:12:34.160 --> 00:12:37.360]  你只管大聲向神來呼求吧
[00:12:37.360 --> 00:12:41.040]  神就要垂聽我們眾人同心合意
[00:12:41.040 --> 00:12:43.600]  在他面前的禱告
[00:12:43.600 --> 00:12:45.920]  你知道我好幾次去參加
[00:12:45.920 --> 00:12:48.720]  韓國禱告山的禱告
[00:12:48.720 --> 00:12:53.360]  你知道我每一次看見韓國人的禱告那種迫切
[00:12:53.360 --> 00:12:56.160]  當韓國人禱告呼求的時候
[00:12:56.160 --> 00:13:00.240]  我看他們真的全然擺上全心全力
[00:13:00.240 --> 00:13:03.600]  聲嘶力竭向神呼喊
[00:13:03.600 --> 00:13:05.760]  我每次都被他們的熱忱
[00:13:05.760 --> 00:13:06.800]  我告訴你
[00:13:06.800 --> 00:13:07.600]  我不知道他們禱告什麼
[00:13:07.600 --> 00:13:10.640]  但是被那個熱忱我很感動
[00:13:10.640 --> 00:13:14.000]  反過來看中國人的禱告到禱告山去
[00:13:14.000 --> 00:13:16.240]  看到韓國人那種迫切的禱告
[00:13:16.240 --> 00:13:17.840]  我們的反應是什麼呢
[00:13:17.840 --> 00:13:20.480]  是拿照相機
[00:13:20.480 --> 00:13:23.200]  趕快照一下相
[00:13:23.200 --> 00:13:25.200]  我們不知道跟他一起去禱告
[00:13:25.200 --> 00:13:26.800]  是去照相
[00:13:26.800 --> 00:13:28.480]  我看了真的很難過
[00:13:28.480 --> 00:13:30.880]  我們中國人怎麼會這樣子呢
[00:13:30.880 --> 00:13:33.920]  我們中國信徒怎麼這樣的冷淡呢
[00:13:33.920 --> 00:13:35.440]  多少時候我們覺得我們中國人
[00:13:35.440 --> 00:13:37.040]  我們不可能這樣禱告的
[00:13:37.040 --> 00:13:40.000]  我們禱告是要很有尊嚴的
[00:13:40.000 --> 00:13:42.080]  很有面子的
[00:13:42.080 --> 00:13:46.640]  心中充滿了熱火還是安靜莫大
[00:13:46.640 --> 00:13:49.440]  很多保持自己的面子
[00:13:49.440 --> 00:13:49.920]  第二點
[00:13:49.920 --> 00:13:53.040]  今天我的意思不是說我們要模仿別人
[00:13:53.040 --> 00:13:57.200]  而是說如果我們連敞開自己向神呼求
[00:13:57.200 --> 00:14:01.040]  我們都無法放下所謂的面子跟尊嚴
[00:14:01.040 --> 00:14:02.320]  那我請問你
[00:14:02.320 --> 00:14:04.240]  你怎麼能夠期待上帝
[00:14:04.240 --> 00:14:07.840]  做偉大奇妙的工作在我們中間呢
[00:14:07.840 --> 00:14:12.160]  如果連這個小小的代價都不肯付
[00:14:12.160 --> 00:14:16.080]  你怎麼說你要經歷神偉大的作為呢
[00:14:16.080 --> 00:14:19.040]  我真的求神今年要在我們中間
[00:14:19.040 --> 00:14:21.840]  如果說神真的要在我們中間做新的工作
[00:14:21.840 --> 00:14:23.520]  做奇妙的工作的話
[00:14:23.520 --> 00:14:25.280]  我要求神讓我們在我們中間
[00:14:25.280 --> 00:14:26.640]  從我們的生命當中
[00:14:26.640 --> 00:14:27.760]  從家庭當中
[00:14:27.760 --> 00:14:28.640]  小組當中
[00:14:28.640 --> 00:14:31.520]  重新點燃禱告的火來了
[00:14:31.520 --> 00:14:32.400]  Amen
[00:14:32.400 --> 00:14:34.160]  跟你們說你要重新點燃禱告的火
[00:14:34.160 --> 00:14:36.880]  跟他說
[00:14:36.880 --> 00:14:39.280]  記得中國教會有一句話
[00:14:39.280 --> 00:14:41.760]  說多禱告就多有能力
[00:14:41.760 --> 00:14:43.760]  少禱告少有能力
[00:14:43.760 --> 00:14:45.440]  不禱告呢
[00:14:45.440 --> 00:14:47.120]  很簡單你都明白
[00:14:47.120 --> 00:14:48.480]  不用我說了
[00:14:48.480 --> 00:14:50.800]  你都明白
[00:14:50.800 --> 00:14:54.160]  看看我們的生命吧
[00:14:54.160 --> 00:14:59.600]  我們曾經經歷過多少沒有能力的生活
[00:14:59.600 --> 00:15:04.880]  我們曾經經歷過多少沒有能力的侍奉
[00:15:04.880 --> 00:15:08.480]  為什麼還要重複舊冊
[00:15:08.480 --> 00:15:11.200]  再次經歷失敗呢
[00:15:11.200 --> 00:15:13.280]  明明知道那失敗的道路
[00:15:13.280 --> 00:15:16.720]  我們一次一次還要走上去呢
[00:15:16.720 --> 00:15:20.640]  為什麼不從今年開始走上一條嶄新的道路
[00:15:20.640 --> 00:15:23.760]  一起經歷神禱告的大能呢
[00:15:23.760 --> 00:15:24.960]  Amen
[00:15:24.960 --> 00:15:27.760]  我真的鼓勵你從今年開始
[00:15:27.760 --> 00:15:31.200]  我邀請你來參加禮拜三晚上的禱告會吧
[00:15:31.200 --> 00:15:32.880]  我們有兩百多位弟兄姊妹
[00:15:32.880 --> 00:15:35.840]  每一個禮拜三一同來這裡禱告的
[00:15:35.840 --> 00:15:37.600]  請你來參加我們吧
[00:15:37.600 --> 00:15:38.400]  為什麼我這樣說
[00:15:38.400 --> 00:15:42.080]  因為有時候你一個人禱告是很孤單的
[00:15:42.080 --> 00:15:44.800]  一個人禱告是很容易火就熄滅
[00:15:44.800 --> 00:15:46.400]  禱兩三句你就睡著了
[00:15:46.400 --> 00:15:48.480]  我知道人的軟弱對不對
[00:15:48.480 --> 00:15:50.560]  你只要在家禱告兩分鐘你就不行
[00:15:50.560 --> 00:15:52.800]  不要說一分鐘就已經不行了
[00:15:52.800 --> 00:15:54.720]  所以邀請到禱告會
[00:15:54.720 --> 00:15:57.840]  柴火要堆在一起嘛
[00:15:57.840 --> 00:16:00.800]  堆在一起才能夠燃燒嘛
[00:16:00.800 --> 00:16:01.680]  所以你一定要在
[00:16:01.680 --> 00:16:03.360]  你不要說你沒時間
[00:16:03.360 --> 00:16:05.600]  就算你不能每一個禮拜來
[00:16:05.600 --> 00:16:07.520]  一個月來一次總可以吧
[00:16:07.520 --> 00:16:12.320]  讓你的生命繼續在生命保持火熱嘛
[00:16:12.320 --> 00:16:14.080]  再一次說你不要說你沒時間
[00:16:14.080 --> 00:16:15.760]  很多人常問我說劉牧師你很忙
[00:16:15.760 --> 00:16:17.840]  其實我告訴你我也不忙
[00:16:17.840 --> 00:16:20.320]  只要我把我的appointment
[00:16:20.320 --> 00:16:22.720]  記在我的行程上我就有時間
[00:16:22.720 --> 00:16:23.840]  很簡單嘛
[00:16:23.840 --> 00:16:26.880]  我告訴你我很忙我也永遠有時間
[00:16:26.880 --> 00:16:31.040]  只要我把它記在我的行程簿上
[00:16:31.040 --> 00:16:32.480]  我就有時間
[00:16:32.480 --> 00:16:34.400]  我記下來我就會來
[00:16:34.400 --> 00:16:36.080]  我就有時間
[00:16:36.080 --> 00:16:37.040]  所以你不要說你沒時間
[00:16:37.040 --> 00:16:41.040]  你是時間的主人還是僕人
[00:16:41.040 --> 00:16:43.360]  如果你是時間的主人
[00:16:43.360 --> 00:16:45.680]  你就可以寫下來很簡單
[00:16:45.680 --> 00:16:48.800]  寫下來去禱告會你就來禱告會了嘛
[00:16:48.800 --> 00:16:51.760]  就這麼簡單都做不到嘛
[00:16:51.760 --> 00:16:53.280]  一個月一次都做不到嘛
[00:16:53.280 --> 00:16:54.320]  我們要求很多
[00:16:54.320 --> 00:16:55.440]  你到士林禮儂堂
[00:16:55.440 --> 00:16:57.200]  不是一個月一次
[00:16:57.200 --> 00:17:00.960]  每個禮拜都要來
[00:17:00.960 --> 00:17:03.600]  我們看其實在神的面前
[00:17:03.600 --> 00:17:08.400]  我明明知道禱告這麼重要
[00:17:08.400 --> 00:17:11.840]  也這麼多年我們都聽到禱告的信息
[00:17:11.840 --> 00:17:14.000]  我心中真的很渴望
