
[00:00:00.000 --> 00:00:03.360]  剛才主席讀出的一段經文
[00:05:41.080 --> 00:05:43.800]  去見證耶穌基督
[00:05:43.800 --> 00:05:48.880]  有時候在艱難裏面要做一份工作
[00:05:48.880 --> 00:05:52.760]  做好一份工作不容易
[00:05:52.760 --> 00:05:55.160]  除了職責使然之外
[00:05:55.160 --> 00:06:00.200]  更加需要的就是一份心智
[00:06:00.200 --> 00:06:02.800]  保羅在訓示提摩泰
[00:06:02.800 --> 00:06:08.320]  面對著謊言和歪理之下的社會局勢
[00:06:08.320 --> 00:06:11.440]  面對著挑戰的時候
[00:06:11.440 --> 00:06:16.400]  第三章講了很多心法 方法 教導
[00:06:16.400 --> 00:06:19.720]  而第四章其實是一份情
[00:06:19.720 --> 00:06:25.880]  一個勸勉 一個勉勵 是父親對兒子的心聲
[00:06:25.880 --> 00:06:30.880]  所以這四個字就來得很有意思
[00:06:30.880 --> 00:06:35.600]  我們先來講「時候到了」這個字
[00:06:35.600 --> 00:06:38.800]  「時候到了」出現在二 三和六節
[00:06:38.800 --> 00:06:40.960]  我們留意先看看這幾節裏面
[00:06:40.960 --> 00:06:44.040]  各個上文下理的意思
[00:06:44.040 --> 00:06:47.920]  第二節裏面是得時不得時的時候
[00:06:47.920 --> 00:06:51.040]  然後是在抗拒真理的時候
[00:06:51.040 --> 00:06:57.960]  和第六節裏面保羅提到他的生命快要終結的時候
[00:06:57.960 --> 00:07:00.400]  這幾個字的指示性
[00:07:00.400 --> 00:07:05.200]  都有他的時間和環境有關
[00:07:05.200 --> 00:07:07.000]  所以在中文的理解裏面
[00:07:07.000 --> 00:07:11.040]  作為時機的意思是合理和準確的
[00:07:11.040 --> 00:07:14.960]  而這三個時機出現的次序和處境
[00:07:14.960 --> 00:07:19.320]  引導了我們去了解保羅的寫作動機
[00:07:19.320 --> 00:07:22.640]  保羅意識到提摩泰的艱難
[00:07:22.640 --> 00:07:27.200]  但是亦都因為所謂叫做使命所託
[00:07:27.200 --> 00:07:30.080]  他仍然要堅持下去
[00:07:30.080 --> 00:07:31.960]  更加有意思的是保羅知道
[00:07:31.960 --> 00:07:36.960]  這種難題 這個困局是會完結 會結束的
[00:07:36.960 --> 00:07:41.520]  在他的信念當中 因為有上帝的審判
[00:07:41.520 --> 00:07:45.280]  始終上帝會來看著
[00:07:45.280 --> 00:07:50.800]  所以無論環境是怎樣對教會不利
[00:07:50.800 --> 00:07:53.080]  無論是怎樣艱難
[00:07:53.080 --> 00:07:57.000]  務要傳導這個就是保羅的心聲
[00:07:57.000 --> 00:08:00.600]  無論得時不得時就是這樣的意思
[00:08:00.600 --> 00:08:03.760]  怎樣都好 不要看環境
[00:08:03.760 --> 00:08:06.920]  你要看上帝給你的感動
[00:08:06.920 --> 00:08:09.720]  做好你這份工作
[00:08:09.720 --> 00:08:14.960]  一點都不容易 忠於所託
[00:08:14.960 --> 00:08:18.840]  作為牧者要做好這個職責
[00:08:18.840 --> 00:08:20.680]  這是一個要求
[00:08:20.680 --> 00:08:24.120]  而去到第六節 時候到了的時候
[00:08:24.120 --> 00:08:29.280]  是保羅自己去面對回顧自己人生一份的心聲
[00:08:29.280 --> 00:08:31.480]  是時候結束了
[00:08:31.480 --> 00:08:36.040]  神要叫我回去了 我要退下火線
[00:08:36.040 --> 00:08:39.040]  而在第六節 第七節裡面提到的
[00:08:39.040 --> 00:08:43.400]  都是在說「我是有所交代」
[00:08:43.400 --> 00:08:48.240]  從這三個關於時機 時候到了的景象
[00:08:48.240 --> 00:08:51.880]  讓我們來看到一幅什麼樣的圖畫呢?
[00:08:51.880 --> 00:08:54.840]  我在這個默想當中的時候
[00:08:54.840 --> 00:08:57.920]  在這段聖經裡面去思考的時候
[00:08:57.920 --> 00:09:01.280]  我看到的是一幅好像做完事情之後
[00:09:01.280 --> 00:09:05.840]  一幅圖畫 休息下來
[00:09:05.840 --> 00:09:10.720]  一種被肯定 被上帝讚賞的一幅圖畫
[00:09:10.720 --> 00:09:19.680]  能夠很悠閒地看著上帝
[00:09:19.680 --> 00:09:22.560]  不過在這幅圖畫裡面
[00:09:22.560 --> 00:09:26.400]  又有一部分的色彩是比較深沉
[00:09:26.400 --> 00:09:30.640]  那就是努力工作的那部分
[00:09:30.640 --> 00:09:33.600]  我借助這個景象來聯想
[00:09:33.600 --> 00:09:38.720]  我分享的第二個字就是「忍耐」
[00:09:38.720 --> 00:09:44.600]  作為目者要忍耐人對抗真理
[00:09:44.600 --> 00:09:49.200]  忍耐人對真理 對聖經不耐煩
[00:09:49.200 --> 00:09:57.680]  對於福音不耐煩 抗拒 甚至乎討厭 仇恨
[00:09:57.680 --> 00:10:01.120]  人會按著自己的感覺
[00:10:01.120 --> 00:10:04.240]  追逐自己喜歡的東西
[00:10:04.240 --> 00:10:10.000]  Painting 這個就是今天世代的人的現實
[00:10:10.000 --> 00:10:15.840]  亦都是第四節裡面提到的所謂叫做Painting
[00:10:15.840 --> 00:10:19.440]  不過作為目者 作為傳道人
[00:10:19.440 --> 00:10:23.640]  更加要做的是要帶著忍耐來面對這個現實
[00:10:23.640 --> 00:10:29.080]  面對著這班抗拒真理的人
[00:10:29.080 --> 00:10:33.920]  還要用各樣的方法來引導他們回轉
[00:10:33.920 --> 00:10:35.920]  一點都不容易
[00:10:35.920 --> 00:10:38.840]  這個就是第二節裡面對傳道者的要求
[00:10:38.840 --> 00:10:41.880]  忍耐是一個屬靈上的美德
[00:10:41.880 --> 00:10:46.320]  失去忍耐的人很容易衝動 很容易犯錯
[00:10:46.320 --> 00:10:50.000]  傷害人 傷害自己
[00:10:50.000 --> 00:10:52.200]  很多時候我們今天在社會當中
[00:10:52.200 --> 00:10:55.400]  見到很多很不幸的消息
[00:10:55.400 --> 00:10:57.600]  亦都有頂尖的分享
[00:10:57.600 --> 00:11:00.720]  很多時候傷害人 傷害自己的消息
[00:11:00.720 --> 00:11:02.800]  都是一時衝動
[00:11:02.800 --> 00:11:07.120]  所以保羅提醒作為目者要忍耐
[00:11:07.120 --> 00:11:12.360]  忍耐來反映出現實的張力
[00:11:12.360 --> 00:11:15.520]  作為目者要忍耐 因為不容易
[00:11:15.520 --> 00:11:21.520]  叫你忍耐 即是你面對的難題是大
[00:11:21.520 --> 00:11:24.520]  傳道者要忍耐一群失去耐性
[00:11:24.520 --> 00:11:27.720]  對真理失去耐性的人要挽回他們
[00:11:27.720 --> 00:11:31.600]  需要的不單純粹是個人自己的耐性
[00:11:31.600 --> 00:11:37.160]  而更加是背後要有對人憐憫愛惜的心腸
[00:11:37.160 --> 00:11:40.920]  因為要去愛一個對你不友善
[00:11:40.920 --> 00:11:46.760]  對你有敵意的人 很艱難
[00:11:46.760 --> 00:11:48.920]  不單止是心智上的艱難
[00:11:48.920 --> 00:11:52.480]  更加是技巧上的艱難
[00:11:52.480 --> 00:11:54.920]  你想伸出你友誼的手
[00:11:54.920 --> 00:11:59.520]  對方未必能夠懂得回應
[00:11:59.520 --> 00:12:05.200]  今天的難題正正就是人都是自以為是
[00:12:05.200 --> 00:12:08.960]  所以面對著第三節的現象
[00:12:08.960 --> 00:12:12.480]  保羅提到要忍耐就是這個意思
[00:12:12.480 --> 00:12:18.240]  人會隨心所欲去為自己增添好些教師
[00:12:18.240 --> 00:12:21.560]  偏聽 outdater
[00:12:21.560 --> 00:12:25.960]  聖經不切符我的需要 離地
[00:12:25.960 --> 00:12:28.160]  這是現實
[00:12:28.160 --> 00:12:31.360]  在這個努力的圖畫裏面
[00:12:31.360 --> 00:12:36.680]  另一個字很重要 就是道
[00:12:36.680 --> 00:12:40.040]  在這個圖畫裏面我們看到的
[00:12:40.040 --> 00:12:45.160]  是真理和迷惑人的言論的爭戰
[00:12:45.160 --> 00:12:50.640]  而這種爭戰當中我們看到道就是那個光
[00:12:50.640 --> 00:12:54.320]  在這裏這個光輝就是真理
[00:12:54.320 --> 00:12:59.520]  真理這個字出現在第二節
[00:12:59.520 --> 00:13:04.680]  第四節和第七節裏面
[00:13:04.680 --> 00:13:08.520]  傳道是傳福音
[00:13:08.520 --> 00:13:15.440]  傳福音來抗拒今天很多迷惑人心的事情
[00:13:15.440 --> 00:13:24.720]  或者這麼說 真理成為去糾正人生錯誤的一個很有力的力量
[00:13:24.720 --> 00:13:28.680]  真理同樣是教會的基石
[00:13:28.680 --> 00:13:31.480]  教會能夠去面對著世代的挑戰
[00:13:31.480 --> 00:13:33.640]  經歷了兩千年的磨難
[00:13:33.640 --> 00:13:38.040]  靠的都是主的道 是聖經的教訓
[00:13:38.040 --> 00:13:40.080]  而且很實在的
[00:13:40.080 --> 00:13:45.840]  大家可能都經歷過道在你生命裏面的改變 帶來的改變
[00:13:45.840 --> 00:13:49.120]  聖經怎樣去改變你的價值觀
[00:13:49.120 --> 00:13:55.440]  甚至聖經可以改變你生活裏面的判斷 帶來的後果
[00:13:55.440 --> 00:13:59.200]  彌補我們的過錯
[00:13:59.200 --> 00:14:02.680]  這個就是道的力量 聖經的力量
[00:14:02.680 --> 00:14:07.680]  今天的教會仍然要面對著各種各樣的理論
[00:14:07.680 --> 00:14:12.200]  不同的觀點的挑戰 普世價值等等
[00:14:12.200 --> 00:14:17.520]  很多很多不同的現實環境的挑戰
[00:14:17.520 --> 00:14:20.200]  怎樣去面向世界
[00:14:20.200 --> 00:14:24.000]  是今天眼前教會要面對的現實
[00:14:24.000 --> 00:14:26.560]  這場爭戰絕不容易
[00:14:26.560 --> 00:14:30.440]  我們要回應今天這個世代對教會的挑戰
[00:14:30.440 --> 00:14:32.640]  是無可逃避的現實
[00:14:32.640 --> 00:14:37.240]  我們怎樣跟抗拒真理的人有溝通
[00:14:37.240 --> 00:14:40.600]  不是為了要辯駁贏得它
[00:14:40.600 --> 00:14:44.120]  而是帶著一份愛和憐憫
[00:14:44.120 --> 00:14:47.960]  讓他們回歸真理
[00:14:47.960 --> 00:14:49.080]  不容易
[00:14:49.080 --> 00:14:51.360]  但是保羅在這個戰場上
[00:14:51.360 --> 00:14:54.640]  他引導我們去想到的是得勝的那一刻
[00:14:54.640 --> 00:14:56.840]  就是上帝得勝的時刻
[00:14:56.840 --> 00:14:59.640]  上帝會審判這個世界
[00:14:59.640 --> 00:15:03.520]  他會結束這場的爭戰
[00:15:03.520 --> 00:15:07.400]  第一第八節裏面 審判這個字出現在這個段落裏面
[00:15:07.400 --> 00:15:09.240]  首尾呼應
[00:15:09.240 --> 00:15:15.400]  形成了一個很重要的一個保羅思路的基礎
[00:15:15.400 --> 00:15:17.720]  他想到的是因為有上帝的審判
[00:15:17.720 --> 00:15:20.640]  所以中間這個東西他就怎樣去演繹出
[00:15:20.640 --> 00:15:24.920]  在審判之下我們要怎樣處理面對的難題
[00:15:24.920 --> 00:15:30.720]  上帝的掌管成為了保羅一生服侍主的最大的力量來源
[00:15:30.720 --> 00:15:35.560]  上帝的臨在同樣令到每一個願意跟隨真理的人
[00:15:35.560 --> 00:15:40.120]  都有這個得勝的力量 得勝的把握
[00:15:40.120 --> 00:15:43.320]  不知道你在什麼時候曾經經歷過
[00:15:43.320 --> 00:15:49.400]  依靠主來勝過內心裏面的艱難呢
[00:15:49.400 --> 00:15:53.480]  在這個過程不容易
[00:15:53.480 --> 00:15:58.040]  是有血有淚的時刻
[00:15:58.040 --> 00:16:01.840]  不會說是三兩天的事
[00:16:01.840 --> 00:16:05.160]  甚至乎不會是三兩年的事
[00:16:05.160 --> 00:16:08.000]  一個漫長的日子
[00:16:08.000 --> 00:16:11.840]  就好像一艘船在大海裏面航行一樣
[00:16:11.840 --> 00:16:18.560]  經歷過暴風雨一次又一次地向著目標走
[00:16:18.560 --> 00:16:24.000]  靠的是因為有一個人的信念來驅使
[00:16:24.000 --> 00:16:28.120]  上帝的審判就是保羅心底裏面的信念
[00:16:28.120 --> 00:16:30.080]  他的肯定
[00:16:30.080 --> 00:16:32.720]  這個是主耶穌的預告
[00:16:32.720 --> 00:16:34.960]  今天我們在聖餐裏面說
[00:16:34.960 --> 00:16:36.560]  守主的約
[00:16:36.560 --> 00:16:39.040]  我們領受主的杯
[00:16:39.040 --> 00:16:41.400]  有這個含義在當中
[00:16:41.400 --> 00:16:44.400]  就是這個意思
[00:16:44.400 --> 00:16:45.880]  耶穌的承諾
[00:16:45.880 --> 00:16:47.320]  是我們的信念
[00:16:47.320 --> 00:16:51.840]  是我們信心的基石
[00:16:51.840 --> 00:16:55.320]  我們由剛才這四個字來看
[00:16:55.320 --> 00:16:59.080]  由上帝來審判
[00:16:59.080 --> 00:17:03.400]  我們要面對的是一個混亂的世代
[00:17:03.400 --> 00:17:07.400]  我們要去持守的是道
[00:17:07.400 --> 00:17:10.120]  來成為我們面對世界
[00:17:10.120 --> 00:17:13.480]  面對世代的一個基礎
[00:17:13.480 --> 00:17:22.360]  但是否只是做到只剩下一個的即時呢
[00:17:22.360 --> 00:17:26.280]  我們怎樣去帶著一份的熱切
[00:17:26.280 --> 00:17:28.560]  來看我們的即時呢
[00:17:28.560 --> 00:17:32.880]  這個將來的盼望怎樣成為我們的動力呢
[00:17:32.880 --> 00:17:36.600]  整個的四個字的建構
[00:17:36.600 --> 00:17:40.560]  成為了第五節的一個骨幹
[00:17:40.560 --> 00:17:41.760]  就是第五節裏面說
[00:17:41.760 --> 00:17:44.120]  至於你凡事要謹慎
[00:17:44.120 --> 00:17:47.360]  忍受苦難做傳福音的工作
[00:17:47.360 --> 00:17:51.320]  盡你的職份
[00:17:51.320 --> 00:17:56.000]  這幅圖畫顯示了教會在現實挑戰之下
[00:17:56.000 --> 00:17:58.800]  經得到信心的考驗
[00:17:58.800 --> 00:18:03.560]  是靠主終必得勝享受獎賞
[00:18:03.560 --> 00:18:07.440]  雖然我們在面對主的肯定加許的時候
[00:18:07.440 --> 00:18:10.080]  我們仍然處於壓力當中
[00:18:10.080 --> 00:18:14.280]  甚至乎我們會在我們的工作崗位上面
[00:18:14.280 --> 00:18:17.240]  特別是傳道同工
[00:18:17.240 --> 00:18:19.120]  傳道者
[00:18:19.120 --> 00:18:20.960]  我們會失去了方向
[00:18:20.960 --> 00:18:25.600]  可能我們會為了很多問題要解決而忙亂
[00:18:25.600 --> 00:18:30.160]  甚至乎我們在侍奉當中失去了熱誠
[00:18:30.160 --> 00:18:31.840]  為了工作而工作
[00:18:31.840 --> 00:18:35.840]  為了職責來侍奉
[00:18:35.840 --> 00:18:42.880]  傳道者不單止是受職的牧師同工
[00:18:42.880 --> 00:18:46.080]  侍奉當中的教導的
[00:18:46.080 --> 00:18:50.440]  你們都是一位傳道者
[00:18:50.440 --> 00:18:53.400]  甚至乎我再推廣一點
[00:18:53.400 --> 00:18:57.480]  每一個帶著使命在你的職場裏面作見證的人
[00:18:57.480 --> 00:19:00.200]  同樣都是傳道者
[00:19:00.200 --> 00:19:04.240]  保羅雖然這段說話很明顯是對牧者說的
[00:19:04.240 --> 00:19:09.400]  但如果你同樣帶著這份見證耶穌基督的心志
[00:19:09.400 --> 00:19:12.880]  為你生命裏面首要的心志
[00:19:12.880 --> 00:19:17.760]  同樣這段說話都跟你有關
[00:19:17.760 --> 00:19:20.040]  不要為做而做
[00:19:20.040 --> 00:19:23.320]  不要只是為了見證而見證
[00:19:23.320 --> 00:19:25.880]  而需要有一份熱誠
[00:19:25.880 --> 00:19:29.920]  我們可以看到由第一至第八節的整個鋪排當中
[00:19:29.920 --> 00:19:34.600]  保羅很有意思地建構了一個很有力量的圖畫出來
[00:19:34.600 --> 00:19:39.720]  正正就是為了要做好第五節的預備
[00:19:39.720 --> 00:19:42.200]  是心智上的預備
[00:19:42.200 --> 00:19:43.640]  從寫作手法而言
[00:19:43.640 --> 00:19:47.040]  第五節是整個段落的另一個轉軸
[00:19:47.040 --> 00:19:50.400]  由一個以提摩太為焦點的鼓勵
[00:19:50.400 --> 00:19:56.360]  而轉變到保羅自己的一個生命的見證
[00:19:56.360 --> 00:20:02.480]  你看回秩序表裏面的經文就看到這個很美妙的轉變
[00:20:02.480 --> 00:20:08.520]  保羅再次看回自己能夠完成使命這份滿足
[00:20:08.520 --> 00:20:13.520]  成為了鼓勵提摩太的力量
[00:20:13.520 --> 00:20:18.960]  保羅這份滿足是因為他是以生命來見證耶穌基督的滿足
[00:20:18.960 --> 00:20:25.400]  這份滿足背後充滿了保羅對基督的熱心
[00:20:25.400 --> 00:20:29.200]  保羅的一生一點都不容易
[00:20:29.200 --> 00:20:32.000]  有很多很多大的患難壓迫
[00:20:32.000 --> 00:20:36.720]  被人拒絕甚至生命的危險
[00:20:36.720 --> 00:20:40.520]  但是他仍然服事主至死方休
[00:20:40.520 --> 00:20:44.360]  保羅的熱誠帶來創造力
[00:20:44.360 --> 00:20:48.040]  他建立信徒建立教會至死方休
[00:20:48.040 --> 00:20:52.800]  正正反映了福音的大能在他身上的力量
[00:20:52.800 --> 00:21:00.240]  保羅的生命見證成為了第五節的一個很大的很重要的一個推動
[00:21:00.240 --> 00:21:04.760]  盡你的積分不要只是剩下責任
[00:21:04.760 --> 00:21:09.040]  剩下責任不足以持續你的服事
[00:21:09.040 --> 00:21:12.320]  持續你的生命的見證
[00:21:12.320 --> 00:21:18.480]  要有一份對基督的熱誠是愛
[00:21:18.480 --> 00:21:22.400]  你愛基督你就懂得去愛身邊的人
[00:21:22.400 --> 00:21:23.840]  你懂得愛身邊的人
[00:21:23.840 --> 00:21:30.040]  你就能夠面對著和你不友善的人
[00:21:30.040 --> 00:21:33.280]  讓我們在這個很沉鬱的日子裏面
[00:21:33.280 --> 00:21:36.120]  在這個充滿了謊言的世代
[00:21:36.120 --> 00:21:40.160]  很混亂的日子當中
[00:21:40.160 --> 00:21:46.240]  去思想保羅在這段臨別的贈言
[00:21:46.240 --> 00:21:50.120]  讓保羅的說話成為我們的鼓勵
[00:21:50.120 --> 00:21:53.960]  當我自己在這段聖經預備的時候
[00:21:53.960 --> 00:21:56.920]  我去默想的時候
[00:21:56.920 --> 00:22:03.360]  來到這裏我的感覺是主人祢真是偉大
[00:22:03.360 --> 00:22:07.480]  祢帶給我們很多很多的福氣和恩典
[00:22:07.480 --> 00:22:11.240]  願祢我們能夠帶著這份信心
[00:22:11.240 --> 00:22:15.000]  認定、認賞這個挑戰為主作供
[00:22:15.000 --> 00:22:19.520]  讓我們一起同心圖告
[00:22:19.520 --> 00:22:24.920]  再次多謝祢給我們這份寶貴的恩典
[00:22:24.920 --> 00:22:31.760]  我們深信我們面對的難題只有一個
[00:22:31.760 --> 00:22:37.560]  就是好好學曉去傳福音
[00:22:37.560 --> 00:22:39.520]  而解決這個難題的
[00:22:39.520 --> 00:22:41.760]  是有上帝的恩典在當中
[00:22:41.760 --> 00:22:44.520]  怎樣去教導、引導我們
[00:22:44.520 --> 00:22:46.120]  預備我們的心
[00:22:46.120 --> 00:22:48.080]  讓我們帶著忍耐
[00:22:48.080 --> 00:22:50.960]  帶著真理給我們的鼓勵
[00:22:50.960 --> 00:22:53.200]  帶著上帝給我們的肯定
[00:22:53.200 --> 00:22:56.640]  來到在生活當中去見證主
[00:22:56.640 --> 00:22:59.600]  我們看萬事為分土
[00:22:59.600 --> 00:23:05.560]  我們向得到上帝的稱許為我們的致寶
[00:23:05.560 --> 00:23:09.040]  但願我們都能夠好像保羅那樣
[00:23:09.040 --> 00:23:15.600]  為自己最後的人生裏面留下一個說話
[00:23:15.600 --> 00:23:18.960]  我已經守住所信之道
[00:23:18.960 --> 00:23:23.600]  這是我相信每一位愛主的人的心願
[00:23:23.600 --> 00:23:26.760]  願聖靈親自來激亮我們
[00:23:26.760 --> 00:23:28.720]  更好的見證主
[00:23:28.720 --> 00:23:30.720]  我們祈禱過奉耶穌基督的聖名祈求
[00:23:30.720 --> 00:23:32.720]  阿們
