
[00:00:00.000 --> 00:00:04.220]  在俄國的民間流傳著一個這樣的故事
[00:03:53.960 --> 00:03:56.060]  這裡「詩章頌詞靈歌」
[00:03:56.060 --> 00:04:01.360]  是不同種類的詩歌來讚美神
[00:04:01.360 --> 00:04:03.360]  即是說新舊約
[00:04:03.360 --> 00:04:06.060]  其實很多經文都提到
[00:04:06.060 --> 00:04:08.460]  我們要用詩歌來讚美神
[00:04:08.460 --> 00:04:10.460]  用音樂來讚美神
[00:04:10.460 --> 00:04:12.560]  甚至跳舞
[00:04:12.560 --> 00:04:15.760]  在舊約亦有提到
[00:04:15.760 --> 00:04:17.760]  在《尼希米記》提到
[00:04:17.760 --> 00:04:20.060]  古時在大衛和阿薩的日子
[00:04:20.060 --> 00:04:21.460]  有歌唱的靈長
[00:04:21.460 --> 00:04:24.160]  並有讚美、稱謝神的詩歌
[00:04:24.160 --> 00:04:25.260]  即是說
[00:04:25.260 --> 00:04:29.060]  特別有些人是專職唱詩讚美神
[00:04:29.060 --> 00:04:35.060]  亦有些詩歌是專用來讚美、稱謝神
[00:04:35.060 --> 00:04:37.860]  在這些經文中我們看到
[00:04:37.860 --> 00:04:39.960]  在以色列人的敬拜中
[00:04:39.960 --> 00:04:42.560]  詩歌是佔一個相當重要的位置
[00:04:42.560 --> 00:04:44.260]  這亦是神所喜悅
[00:04:44.260 --> 00:04:48.560]  神喜悅我們要用不同的因此才幹
[00:04:48.560 --> 00:04:50.460]  來敬拜祂、讚美祂
[00:04:50.460 --> 00:04:52.760]  這些因此才幹包括
[00:04:52.760 --> 00:04:55.160]  唱詩、讀經、祈禱
[00:04:55.160 --> 00:04:57.060]  我們口中所說的信息
[00:04:57.060 --> 00:04:59.960]  我們所說的道
[00:04:59.960 --> 00:05:02.760]  還有
[00:05:02.760 --> 00:05:05.060]  舞蹈也可以
[00:05:05.060 --> 00:05:07.560]  我前陣子亦參加了一個崇拜
[00:05:07.560 --> 00:05:09.060]  在崇拜中
[00:05:09.060 --> 00:05:14.860]  在禮堂擺設了很多陶瓷藝術品
[00:05:14.860 --> 00:05:16.760]  原來
[00:05:16.760 --> 00:05:18.960]  神給人有不同的恩賜
[00:05:18.960 --> 00:05:21.360]  甚至我們可以做出一些藝術品
[00:05:21.360 --> 00:05:26.860]  也可以作為祭品獻給神
[00:05:26.860 --> 00:05:29.760]  所以既然神給我們這麼多能力
[00:05:29.760 --> 00:05:31.760]  我們便要好好發揮
[00:05:31.760 --> 00:05:33.860]  去榮耀神
[00:05:33.860 --> 00:05:36.760]  聖樂到底是甚麼呢?
[00:05:36.760 --> 00:05:39.860]  聖樂是教會音樂
[00:05:39.860 --> 00:05:41.060]  又稱為教會音樂
[00:05:41.060 --> 00:05:42.860]  是Church Music
[00:05:42.860 --> 00:05:46.760]  音樂原本沒有聖俗之分
[00:05:46.760 --> 00:05:48.560]  按照聖經所說
[00:05:48.560 --> 00:05:50.960]  凡是歸屬於神的
[00:05:50.960 --> 00:05:53.260]  都是聖潔的
[00:05:53.260 --> 00:05:58.860]  所以即使坊間某些音樂
[00:05:58.860 --> 00:06:00.760]  如果配上合適的詞
[00:06:00.760 --> 00:06:02.860]  也可以在崇拜中
[00:06:02.860 --> 00:06:07.260]  作為詩歌獻給神
[00:06:07.260 --> 00:06:11.860]  但並非所有音樂都可以
[00:06:11.860 --> 00:06:14.260]  即使是純音樂本身
[00:06:14.260 --> 00:06:16.260]  其實也有訊息
[00:06:16.260 --> 00:06:19.060]  我們聽聽以下這一首
[00:06:19.060 --> 00:06:34.160]  (音樂)
[00:06:34.160 --> 00:06:38.160]  其實我剛才看到你們的時候很興奮
[00:06:38.160 --> 00:06:41.460]  但很明顯這種興奮不是因為敬拜神而來
[00:06:41.460 --> 00:06:43.660]  是因為歌曲本身
[00:06:43.660 --> 00:06:45.660]  你聽到音樂就會很開心
[00:06:45.660 --> 00:06:46.360]  覺得很有趣
[00:06:46.360 --> 00:06:48.360]  為何崇拜會有這樣的音樂
[00:06:48.360 --> 00:06:51.960]  其實這個音樂是19世紀的作品
[00:06:51.960 --> 00:06:57.160]  是著名的威廉泰爾序曲
[00:06:57.160 --> 00:06:59.960]  這首序曲原本是描寫
[00:06:59.960 --> 00:07:03.960]  一個瑞士農民對抗暴政
[00:07:03.960 --> 00:07:05.560]  寫這個故事
[00:07:05.560 --> 00:07:08.160]  但香港某個機構
[00:07:08.160 --> 00:07:14.360]  作為某種活動的主題曲
[00:07:14.360 --> 00:07:18.760]  由這首樂曲我們可以看到
[00:07:18.760 --> 00:07:23.560]  這首樂曲能否被定義為聖樂呢?
[00:07:23.560 --> 00:07:25.260]  其實不單是看音樂
[00:07:25.260 --> 00:07:28.960]  而是看音樂本身帶出來的訊息
[00:07:28.960 --> 00:07:31.960]  到底是否適合來敬拜神
[00:07:31.960 --> 00:07:34.760]  還有歌詞唱甚麼
[00:07:34.760 --> 00:07:36.960]  誰去唱
[00:07:36.960 --> 00:07:38.360]  在哪裏唱
[00:07:38.360 --> 00:07:39.460]  唱給誰聽
[00:07:39.460 --> 00:07:43.260]  其實都是重要的
[00:07:43.260 --> 00:07:44.660]  舉個例子
[00:07:44.660 --> 00:07:45.260]  另外一首
[00:07:45.260 --> 00:07:53.960]  Hallelujah
[00:07:53.960 --> 00:07:57.660]  這個樂章和樂曲
[00:07:57.660 --> 00:07:59.360]  我們都熟悉
[00:07:59.360 --> 00:08:01.160]  甚至教會的師班
[00:08:01.160 --> 00:08:03.560]  曾經在唐慶崇拜時
[00:08:03.560 --> 00:08:06.860]  獻唱過這首詩歌
[00:08:06.860 --> 00:08:11.460]  這首詩歌是18世紀韓德爾的作品
[00:08:11.460 --> 00:08:15.860]  內容其實是講耶穌降生、受死和復活
[00:08:15.860 --> 00:08:18.260]  很明顯這是一首宗教性的作品
[00:08:18.260 --> 00:08:21.260]  不過如果在歌劇院裏
[00:08:21.260 --> 00:08:23.860]  由一位非基督徒的歌唱家
[00:08:23.860 --> 00:08:29.060]  在演奏會裏演唱
[00:08:29.060 --> 00:08:32.760]  我們就不可以視它為聖樂
[00:08:32.760 --> 00:08:33.660]  相反
[00:08:33.660 --> 00:08:36.760]  如果在崇拜裏
[00:08:36.760 --> 00:08:39.860]  由一群即使音樂造物藝不是很高
[00:08:39.860 --> 00:08:42.060]  但是由一群敬虔的基督徒
[00:08:42.060 --> 00:08:45.060]  在崇拜裏獻唱
[00:08:45.060 --> 00:08:47.760]  讚美神、見證神的時候
[00:08:47.760 --> 00:08:51.360]  那就很不同了
[00:08:51.360 --> 00:08:52.460]  換句話說
[00:08:52.460 --> 00:08:56.360]  當我們講聖樂或教會音樂的時候
[00:08:56.360 --> 00:08:59.460]  我們除了要注意音樂本身
[00:08:59.460 --> 00:09:03.360]  我們同時要顧及唱的內容
[00:09:03.360 --> 00:09:07.460]  唱的目的和歌者的態度
[00:09:07.460 --> 00:09:11.960]  這些正正與崇拜有密切的關係
[00:09:11.960 --> 00:09:15.760]  今天我想藉著剛才我們所讀的《摩西之歌》
[00:09:15.760 --> 00:09:17.460]  來看看這幾方面
[00:09:17.460 --> 00:09:21.960]  今天我們會特別看《摩西之歌》的背景和內容
[00:09:21.960 --> 00:09:25.660]  首先我們看看這首詩歌的背景
[00:09:25.660 --> 00:09:29.160]  這首詩歌其實是神藉著十災
[00:09:29.160 --> 00:09:34.360]  迫使法老准許以色列人離開埃及
[00:09:34.360 --> 00:09:38.560]  之後法老後悔出爾反爾
[00:09:38.560 --> 00:09:40.260]  說了不算數
[00:09:40.260 --> 00:09:42.860]  在埃及人離開之後
[00:09:42.860 --> 00:09:45.460]  他又派兵來追捕
[00:09:45.460 --> 00:09:49.160]  那些埃及人去到紅海
[00:09:49.160 --> 00:09:52.260]  發現前無去路後有追兵
[00:09:52.260 --> 00:09:55.560]  這個時候在徬徨之際
[00:09:55.560 --> 00:09:59.060]  神藉著摩西舉起他手中的杖
[00:09:59.060 --> 00:10:02.560]  於是紅海的海水一分為二
[00:10:02.560 --> 00:10:06.260]  以色列人在乾地之中行走
[00:10:06.260 --> 00:10:08.160]  過了紅海
[00:10:08.160 --> 00:10:12.660]  而那些埃及的軍兵來到
[00:10:12.660 --> 00:10:15.060]  那些海水卻復歸原位
[00:10:15.060 --> 00:10:20.860]  結果將全部埃及的軍兵淹沒了
[00:10:20.860 --> 00:10:27.460]  以色列人當時看到這個奇妙的景象的時候
[00:10:27.460 --> 00:10:33.860]  他們不約而同一齊唱這首詩歌讚美神
[00:10:33.860 --> 00:10:36.260]  這首詩歌也叫做摩西之歌
[00:10:36.260 --> 00:10:40.760]  或者海之歌
[00:10:40.760 --> 00:10:43.660]  當時的景象
[00:10:43.660 --> 00:10:46.460]  你們能否想像到是怎樣的?
[00:10:46.460 --> 00:10:49.160]  老實說我想像不到
[00:10:49.160 --> 00:10:49.660]  為甚麼呢?
[00:10:49.660 --> 00:10:52.760]  因為聖經說到當時有多少人唱這首詩歌
[00:10:52.760 --> 00:10:54.560]  你們知不知道?
[00:10:54.560 --> 00:10:59.860]  當時聖經說到出埃及的以色列人有多少人?
[00:10:59.860 --> 00:11:01.760]  單是男丁也有60萬
[00:11:01.760 --> 00:11:04.460]  不是60個,是60萬個男丁
[00:11:04.460 --> 00:11:09.460]  加上婦女和小朋友的時候
[00:11:09.460 --> 00:11:12.160]  2、300萬人也有
[00:11:12.160 --> 00:11:13.760]  你們有沒有見過這麼大型的屍斑?
[00:11:13.760 --> 00:11:16.060]  2、300萬人的屍斑有沒有見過?
[00:11:16.060 --> 00:11:17.260]  我沒有見過
[00:11:17.260 --> 00:11:23.260]  所以我也難以想像那個景象會是怎樣
[00:11:23.260 --> 00:11:27.860]  為甚麼這麼多以色列人會一齊唱詩敬拜?
[00:11:27.860 --> 00:11:29.060]  去讚美神?
[00:11:29.060 --> 00:11:30.860]  他們不單是唱
[00:11:30.860 --> 00:11:33.460]  我們看看這節聖經
[00:11:33.460 --> 00:11:37.060]  法老的馬匹車輛和馬兵下到海中
[00:11:37.060 --> 00:11:38.960]  耶和華使海水回流
[00:11:38.960 --> 00:11:43.160]  淹沒他們唯有以色列人在海中走乾地
[00:11:43.160 --> 00:11:46.960]  阿倫的子子女仙子米利暗手裡拿著鼓
[00:11:46.960 --> 00:11:51.160]  眾婦女也跟他出去拿鼓跳舞
[00:11:51.160 --> 00:11:53.060]  米利暗應聲說
[00:11:53.060 --> 00:11:56.360]  你們要歌頌耶和華因他大大戰勝
[00:11:56.360 --> 00:11:59.160]  將馬和騎馬的頭在海中
[00:11:59.160 --> 00:12:02.160]  在這段經文前半節就說了
[00:12:02.160 --> 00:12:05.360]  他們是因為經歷了過紅海這件事
[00:12:05.360 --> 00:12:10.860]  於是他們就拿起樂器擊鼓跳舞
[00:12:10.860 --> 00:12:14.960]  我們可以看到他們是因為有這樣的經歷
[00:12:14.960 --> 00:12:16.460]  有感而發
[00:12:16.460 --> 00:12:20.560]  藉著唱歌跳舞來表達出來
[00:12:20.560 --> 00:12:25.460]  這也是我們人類神給我們的權利
[00:12:25.460 --> 00:12:27.860]  我們能夠有感情
[00:12:27.860 --> 00:12:31.760]  我們也可以藉著歌聲跳舞
[00:12:31.760 --> 00:12:36.460]  來將心中的感受表達
[00:12:36.460 --> 00:12:39.260]  中國《詩經》
[00:12:39.260 --> 00:12:41.060]  不是詩篇
[00:12:41.060 --> 00:12:45.760]  《詩經》是中國最早的一部詩歌總集
[00:12:45.760 --> 00:12:46.860]  在漢朝的時候
[00:12:46.860 --> 00:12:50.360]  有人為《詩經》寫了一篇序言
[00:12:50.360 --> 00:12:52.060]  稱為「無詩序」
[00:12:52.060 --> 00:12:53.360]  裏面這樣說
[00:12:53.360 --> 00:12:56.660]  「詩者,知之所知也
[00:12:56.660 --> 00:12:58.760]  在心為志,發言為師
[00:12:58.760 --> 00:13:00.960]  情動於中而盈於言
[00:13:00.960 --> 00:13:02.860]  言之不足,故遮嘆之
[00:13:02.860 --> 00:13:04.860]  遮嘆之不足,故詠歌之
[00:13:04.860 --> 00:13:07.160]  詠歌之不足,不知守之
[00:13:07.160 --> 00:13:10.460]  舞之足之,道之也」
[00:13:10.460 --> 00:13:15.360]  這段話其實大意就是說
[00:13:15.360 --> 00:13:19.460]  人高興到極點的時候
[00:13:19.460 --> 00:13:23.860]  語言、文字都不足以表達我們內心的感受
[00:13:23.860 --> 00:13:27.360]  以致人高興到唱起歌
[00:13:27.360 --> 00:13:29.260]  情不自禁地唱歌
[00:13:29.260 --> 00:13:31.160]  甚至跳舞
[00:13:31.160 --> 00:13:35.760]  這正正就是以色列人的情況
[00:13:35.760 --> 00:13:37.260]  換句話說
[00:13:37.260 --> 00:13:39.660]  我們是先有經歷
[00:13:39.660 --> 00:13:43.060]  然後我們用詩歌來讚美神
[00:13:43.060 --> 00:13:45.660]  去唱出我們心中的感受
[00:13:45.660 --> 00:13:48.260]  好了,我想問
[00:13:48.260 --> 00:13:52.260]  到底這個經歷是何時發生的呢?
[00:13:52.260 --> 00:13:55.160]  是在我們崇拜之前
[00:13:55.160 --> 00:13:56.160]  有了這個經歷
[00:13:56.160 --> 00:13:57.760]  然後我們來到崇拜的時候
[00:13:57.760 --> 00:14:01.260]  藉著詩歌來表達、讚美神
[00:14:01.260 --> 00:14:04.960]  還是在崇拜裏面
[00:14:04.960 --> 00:14:07.660]  由帶領者帶領我們藉著詩歌
[00:14:07.660 --> 00:14:09.360]  在詩歌裏面去經歷
[00:14:09.360 --> 00:14:11.660]  再去表達出來呢?
[00:14:11.660 --> 00:14:16.660]  你覺得是哪一樣呢?
[00:14:16.660 --> 00:14:18.960]  其實兩樣都有
[00:14:18.960 --> 00:14:20.660]  其實很多時候
[00:14:20.660 --> 00:14:22.260]  我們都會在崇拜裏面
[00:14:22.260 --> 00:14:25.460]  我們唱的詩歌會越唱越有感受
[00:14:25.460 --> 00:14:27.260]  我們越唱會真情流露
[00:14:27.260 --> 00:14:29.160]  甚至會流眼淚
[00:14:29.160 --> 00:14:30.760]  這是常有的
[00:14:30.760 --> 00:14:32.360]  不過
[00:14:32.360 --> 00:14:34.860]  十九世紀的神學家兼哲學家
[00:14:34.860 --> 00:14:37.060]  奇克果曾經說過
[00:14:37.060 --> 00:14:39.560]  崇拜就像是一齣戲劇
[00:14:39.560 --> 00:14:41.160]  領會是導演
[00:14:41.160 --> 00:14:43.060]  即是領會的人是導演
[00:14:43.060 --> 00:14:44.660]  會眾是演員
[00:14:44.660 --> 00:14:48.260]  而神是唯一的觀眾
[00:14:48.260 --> 00:14:51.760]  如果他說的話是成立的話
[00:14:51.760 --> 00:14:54.060]  我們很難想像
[00:14:54.060 --> 00:14:56.260]  會眾買票入場看戲
[00:14:56.260 --> 00:14:58.360]  見到台上的演員
[00:14:58.360 --> 00:15:00.360]  在台上才熱身
[00:15:00.360 --> 00:15:02.360]  還要熱到過了半場
[00:15:02.360 --> 00:15:04.860]  才投入那套戲裏面
[00:15:04.860 --> 00:15:07.960]  你是觀眾你會怎樣呢?
[00:15:07.960 --> 00:15:09.560]  因此
[00:15:09.560 --> 00:15:11.560]  敬拜者在敬拜之前
[00:15:11.560 --> 00:15:13.260]  預備好自己
[00:15:13.260 --> 00:15:16.360]  讓自己進入最佳的狀態下
[00:15:16.360 --> 00:15:18.860]  在崇拜之中讚美神
[00:15:18.860 --> 00:15:21.160]  這是必須的
[00:15:21.160 --> 00:15:23.760]  如果我們明白了這一點
[00:15:23.760 --> 00:15:26.160]  我們就不需要將一首詩歌
[00:15:26.160 --> 00:15:28.160]  唱來唱去唱很多次
[00:15:28.160 --> 00:15:30.160]  唱到自己有感覺為止
[00:15:30.160 --> 00:15:33.760]  因為我們知道崇拜中的主角和對象是神
[00:15:33.760 --> 00:15:34.560]  不是我們
[00:15:34.560 --> 00:15:36.660]  我們不是去滿足自己
[00:15:36.660 --> 00:15:38.060]  讓自己有感覺
[00:15:38.060 --> 00:15:41.460]  我們是去滿足神
[00:15:41.460 --> 00:15:43.460]  我們也不會問
[00:15:43.460 --> 00:15:45.460]  為何我們去崇拜
[00:15:45.460 --> 00:15:47.460]  不能遲到早退呢?
[00:15:47.460 --> 00:15:49.460]  理由很簡單
[00:15:49.460 --> 00:15:51.460]  你有沒有見過演員
[00:15:51.460 --> 00:15:53.460]  會被觀眾遲入場
[00:15:53.460 --> 00:15:55.460]  又會被觀眾
[00:15:55.460 --> 00:15:57.460]  早離場呢?
[00:15:57.460 --> 00:15:59.460]  我們也不會問
[00:15:59.460 --> 00:16:01.460]  為何我們崇拜時
[00:16:01.460 --> 00:16:03.460]  要衣著整齊呢?
[00:16:03.460 --> 00:16:05.460]  因為我們要尊重觀眾
[00:16:05.460 --> 00:16:07.460]  剛才我說到
[00:16:07.460 --> 00:16:09.460]  經歷神
[00:16:09.460 --> 00:16:12.460]  敬拜者是因為在生命當中
[00:16:12.460 --> 00:16:14.460]  經歷到神的實在
[00:16:14.460 --> 00:16:16.460]  然後我們在崇拜當中
[00:16:16.460 --> 00:16:21.460]  發出油蔥的讚美
[00:16:21.460 --> 00:16:23.460]  我們怎樣可以促進
[00:16:23.460 --> 00:16:26.460]  我們這種經歷呢?
[00:16:26.460 --> 00:16:28.460]  如果我們一個星期
[00:16:28.460 --> 00:16:30.460]  有六天
[00:16:30.460 --> 00:16:32.460]  在世界中
[00:16:32.460 --> 00:16:34.460]  我們心中沒有神
[00:16:34.460 --> 00:16:38.460]  但我們指望來到星期日的早上
[00:16:38.460 --> 00:16:41.460]  在敬拜當中經歷神
[00:16:41.460 --> 00:16:43.460]  其實是很困難的事
[00:16:43.460 --> 00:16:45.460]  真實的崇拜
[00:16:45.460 --> 00:16:49.460]  應該是由我們每一天的生活開始
[00:16:49.460 --> 00:16:51.460]  在每一天的生活當中
[00:16:51.460 --> 00:16:53.460]  我們藉著禱告
[00:16:53.460 --> 00:16:55.460]  將我們的心聲告訴神
[00:16:55.460 --> 00:16:56.460]  聖經亦告訴我們
[00:16:56.460 --> 00:16:59.460]  我們要不住地去禱告
[00:16:59.460 --> 00:17:01.460]  即是說你不只是靈修早上
[00:17:01.460 --> 00:17:03.460]  或是謝飯前
[00:17:03.460 --> 00:17:04.460]  才去祈禱
[00:17:04.460 --> 00:17:06.460]  而是我們每一天的生活當中
[00:17:06.460 --> 00:17:08.460]  你被老闆罵完
[00:17:08.460 --> 00:17:10.460]  你馬上心中去禱告
[00:17:10.460 --> 00:17:11.460]  你加薪金
[00:17:11.460 --> 00:17:13.460]  心中馬上感恩
[00:17:13.460 --> 00:17:15.460]  這是我們不住地禱告
[00:17:15.460 --> 00:17:16.460]  在每一天的生活當中
[00:17:16.460 --> 00:17:17.460]  我們就是這樣
[00:17:17.460 --> 00:17:18.460]  在禱告當中
[00:17:18.460 --> 00:17:19.460]  要與神交流
[00:17:19.460 --> 00:17:20.460]  我們亦在禱告當中
[00:17:20.460 --> 00:17:22.460]  聆聽神對我們的說話
[00:17:22.460 --> 00:17:24.460]  我們更加可以在聖經當中
[00:17:24.460 --> 00:17:27.460]  知道神的心意
[00:17:27.460 --> 00:17:29.460]  同時
[00:17:29.460 --> 00:17:30.460]  不可以缺少的是
[00:17:30.460 --> 00:17:32.460]  我們每一天都應該有一段時間
[00:17:32.460 --> 00:17:35.460]  起碼十分鐘、十五分鐘
[00:17:35.460 --> 00:17:37.460]  那段時間專門給神
[00:17:37.460 --> 00:17:38.460]  去親近祂
[00:17:38.460 --> 00:17:40.460]  去做靈修
[00:17:40.460 --> 00:17:43.460]  去讀經、祈禱
[00:17:43.460 --> 00:17:45.460]  唯有這樣的時候
[00:17:45.460 --> 00:17:47.460]  我們才能夠保持著
[00:17:47.460 --> 00:17:51.460]  與上帝有溝通、有經歷
[00:17:51.460 --> 00:17:53.460]  並且我們每一天的生活
[00:17:53.460 --> 00:17:54.460]  都好像一個祭品
[00:17:54.460 --> 00:17:57.460]  來獻給我們的神
[00:17:57.460 --> 00:17:58.460]  除此之外
[00:17:58.460 --> 00:18:00.460]  我又發現
[00:18:00.460 --> 00:18:02.460]  同樣我們越是能夠
[00:18:02.460 --> 00:18:04.460]  投入一個敬拜的群體
[00:18:04.460 --> 00:18:06.460]  我們就更加容易
[00:18:06.460 --> 00:18:08.460]  投入去敬拜
[00:18:08.460 --> 00:18:10.460]  為什麼這樣說呢?
[00:18:10.460 --> 00:18:11.460]  我記得
[00:18:11.460 --> 00:18:12.460]  有一位
[00:18:12.460 --> 00:18:14.460]  我們當中的一位會友
[00:18:14.460 --> 00:18:15.460]  他去這間教會
[00:18:15.460 --> 00:18:17.460]  已經十幾二十年了
[00:18:17.460 --> 00:18:18.460]  他有一次跟我說
[00:18:18.460 --> 00:18:19.460]  他說
[00:18:19.460 --> 00:18:21.460]  他曾經有一段時間
[00:18:21.460 --> 00:18:23.460]  很痛苦
[00:18:23.460 --> 00:18:25.460]  他知道他不可以離開神
[00:18:25.460 --> 00:18:26.460]  因為離開了神
[00:18:26.460 --> 00:18:28.460]  他就不能夠做到什麼
[00:18:28.460 --> 00:18:30.460]  但他又真的很不想
[00:18:30.460 --> 00:18:32.460]  再回到這裡崇拜
[00:18:32.460 --> 00:18:34.460]  但是什麼
[00:18:34.460 --> 00:18:35.460]  令他到今天
[00:18:35.460 --> 00:18:37.460]  仍然留在這裡呢?
[00:18:37.460 --> 00:18:38.460]  他說
[00:18:38.460 --> 00:18:40.460]  因為在教會裡
[00:18:40.460 --> 00:18:42.460]  他看到有好幾個弟兄姊妹
[00:18:42.460 --> 00:18:44.460]  他們對這位會友的
[00:18:44.460 --> 00:18:46.460]  關心和支持
[00:18:46.460 --> 00:18:48.460]  讓他體會到
[00:18:48.460 --> 00:18:50.460]  讓他看到這些是見證
[00:18:50.460 --> 00:18:52.460]  讓他體會到
[00:18:52.460 --> 00:18:54.460]  這個地方仍然是他的家
[00:18:54.460 --> 00:18:56.460]  他在這裡不是一個陌生人
[00:18:56.460 --> 00:18:58.460]  他不是孤單一個人
[00:18:58.460 --> 00:19:00.460]  來去敬拜神
[00:19:02.460 --> 00:19:04.460]  在崇拜裡面
[00:19:04.460 --> 00:19:06.460]  我常常都會特別留意
[00:19:06.460 --> 00:19:08.460]  輕輕的來了
[00:19:08.460 --> 00:19:10.460]  又輕輕的走
[00:19:10.460 --> 00:19:12.460]  揮一揮衣袖
[00:19:12.460 --> 00:19:14.460]  然後不帶走一張程序表的弟兄姊妹
[00:19:14.460 --> 00:19:16.460]  我會想
[00:19:16.460 --> 00:19:18.460]  這些弟兄姊妹
[00:19:18.460 --> 00:19:20.460]  在教會裡面
[00:19:20.460 --> 00:19:22.460]  有沒有同路人呢?
[00:19:22.460 --> 00:19:24.460]  在他們有事的時候
[00:19:24.460 --> 00:19:26.460]  有沒有人跟他們分擔
[00:19:26.460 --> 00:19:28.460]  去分享呢?
[00:19:30.460 --> 00:19:32.460]  既然教會是一個家
