
[00:00:00.000 --> 00:00:02.720]  今日的題目是很想大家思想
[00:02:10.000 --> 00:02:14.160]  有沒有一些令你覺得很快慰的事情呢
[00:02:14.160 --> 00:02:16.960]  昨晚我講完道的時候
[00:02:16.960 --> 00:02:21.280]  在外面遇到一個八十多歲的老人家
[00:02:21.280 --> 00:02:23.760]  他一直握著我的手不放
[00:02:23.760 --> 00:02:25.600]  一直跟我聊
[00:02:25.600 --> 00:02:28.320]  他的家人見證之下
[00:02:28.320 --> 00:02:32.240]  結果我引導他去決志信主
[00:02:32.240 --> 00:02:34.240]  原來他是多倫多回來的
[00:02:34.240 --> 00:02:38.080]  他跟他那邊的親人都回教會一段時間
[00:02:38.080 --> 00:02:43.680]  但一直臨門這一腳他沒有去板立
[00:02:43.680 --> 00:02:45.040]  沒有去決志信主
[00:02:45.040 --> 00:02:46.320]  我就鼓勵邀請他
[00:02:46.320 --> 00:02:47.920]  結果他信了主
[00:02:47.920 --> 00:02:50.240]  感謝主
[00:02:50.240 --> 00:02:55.520]  我在這個月初在教會的禮儀裡面
[00:02:55.520 --> 00:02:57.200]  遇到一位弟兄
[00:02:57.200 --> 00:03:04.240]  他是20年前原來我在加拿大帶他去決志信主
[00:03:04.240 --> 00:03:06.960]  他告訴我你認不認得我
[00:03:06.960 --> 00:03:08.400]  我當然認得
[00:03:08.400 --> 00:03:11.200]  他在校園裡面那時候是大學生
[00:03:11.200 --> 00:03:15.600]  現在是一個別人的丈夫
[00:03:15.600 --> 00:03:20.720]  也是一個兒子的父親
[00:03:20.720 --> 00:03:23.680]  人生是有這些成長路
[00:03:23.680 --> 00:03:28.400]  有這些漫長的改變
[00:03:28.400 --> 00:03:29.840]  我看到這些事情
[00:03:29.840 --> 00:03:32.720]  我心裡真的很感恩
[00:03:32.720 --> 00:03:36.640]  我看到別人能夠去信主
[00:03:36.640 --> 00:03:39.280]  見到別人能夠在主裡面去成長
[00:03:39.280 --> 00:03:42.160]  我心裡很感恩
[00:03:42.160 --> 00:03:47.280]  昨天我處理了兩個安息禮拜
[00:03:47.280 --> 00:03:50.080]  其中指令團的Terry Ho姊妹
[00:03:50.080 --> 00:03:54.080]  她的戰症也令很多人感動
[00:03:54.080 --> 00:03:57.760]  姊妹雖然過去五年患有癌症
[00:03:57.760 --> 00:04:00.800]  現在已經安息在主的懷抱
[00:04:00.800 --> 00:04:03.360]  但她信了主之後
[00:04:03.360 --> 00:04:06.960]  雖然那個病都是帶來她身體有疼痛
[00:04:06.960 --> 00:04:10.640]  但她有一個內心不一樣的平安
[00:04:10.640 --> 00:04:14.160]  臨終前兩天我記得我和她的好朋友
[00:04:14.160 --> 00:04:19.040]  Kitty Ko姊妹一起到醫院探望她的時候
[00:04:19.040 --> 00:04:20.560]  她是很堅定的
[00:04:20.560 --> 00:04:24.800]  仍然很有信心去依靠神
[00:04:24.800 --> 00:04:27.600]  我們今天人生最需要的是什麼呢?
[00:04:27.600 --> 00:04:29.200]  就是我們有了主耶穌的時候
[00:04:29.200 --> 00:04:32.400]  你會發覺我們的生命不再一樣
[00:04:32.400 --> 00:04:35.280]  信耶穌不代表我們的生命是一帆風順
[00:04:35.280 --> 00:04:38.240]  信耶穌也不代表我們無災無難
[00:04:38.240 --> 00:04:41.760]  但信耶穌是給我們生命有這種承載力
[00:04:41.760 --> 00:04:44.320]  當我們面對衝擊 面對困難
[00:04:44.320 --> 00:04:48.480]  甚至面對人生的一種起跌
[00:04:48.480 --> 00:04:51.760]  在這些甚至困境 困惑的裏面
[00:04:51.760 --> 00:04:57.360]  你也有一個不一樣的平安
[00:04:57.360 --> 00:04:58.800]  臨到十二月尾
[00:04:58.800 --> 00:05:03.440]  你會發覺電視的記者都會在街頭訪問一些途人
[00:05:03.440 --> 00:05:07.280]  通常問你「2013年來了 你的新年願望是什麼?」
[00:05:07.280 --> 00:05:11.120]  很多人都會說「希望身體健康」
[00:05:11.120 --> 00:05:13.040]  這個好不好?
[00:05:13.040 --> 00:05:15.600]  這個當然好 每個人都想的
[00:05:15.600 --> 00:05:17.440]  但也不是我們控制的
[00:05:17.440 --> 00:05:19.200]  我們真的不知道
[00:05:19.200 --> 00:05:24.080]  但有很多人都會說「希望祝願世界和平」
[00:05:24.080 --> 00:05:28.640]  我想你每年都會聽到這些年終的願望
[00:05:28.640 --> 00:05:30.720]  你想不想世界和平?
[00:05:30.720 --> 00:05:32.160]  我想我們人都想
[00:05:32.160 --> 00:05:35.440]  不過這件事都是頗難去實現的
[00:05:35.440 --> 00:05:39.040]  這是一個頗大路的願望
[00:05:39.040 --> 00:05:43.680]  但為什麼世界和平更難達至呢?
[00:05:43.680 --> 00:05:45.760]  是因為人的心
[00:05:45.760 --> 00:05:46.720]  正如聖經所說
[00:05:46.720 --> 00:05:50.000]  「被萬惡都詭詐 壞到極處」
[00:05:50.000 --> 00:05:52.800]  當人不以神為他們的上帝
[00:05:52.800 --> 00:05:54.880]  我們偏行幾路的時候
[00:05:54.880 --> 00:05:57.520]  人有自私 自利 貪婪
[00:05:57.520 --> 00:06:04.640]  就會造成這個世界有很多的黑暗混亂和苦難
[00:06:04.640 --> 00:06:08.720]  我們看見這個世界充斥著罪
[00:06:08.720 --> 00:06:11.040]  我們要世界真正有和平的時候
[00:06:11.040 --> 00:06:14.160]  就是各人能夠回歸於上帝
[00:06:14.160 --> 00:06:19.200]  「Do right thing and do thing right」
[00:06:19.200 --> 00:06:22.400]  如果我們每一個人都是「Do right thing and do thing right」
[00:06:22.400 --> 00:06:24.240]  這個世界就會很不同
[00:06:24.240 --> 00:06:27.360]  不過很多時候我們看見這個世界
[00:06:27.360 --> 00:06:32.640]  很多人會「Do wrong things right」
[00:06:32.640 --> 00:06:35.520]  那就糟糕了 「Do wrong things right」
[00:06:35.520 --> 00:06:39.040]  今天越幫越忙 越搞越錯
[00:06:39.040 --> 00:06:41.920]  我們今天看我們香港這個社會一樣
[00:06:41.920 --> 00:06:43.760]  要社會和諧的時候
[00:06:43.760 --> 00:06:46.880]  不同的階層都有不同的訴求
[00:06:46.880 --> 00:06:48.880]  但我們怎樣能夠達至
[00:06:48.880 --> 00:06:51.680]  一起在這個社會裏面
[00:06:51.680 --> 00:06:54.960]  可以和平共處 有共識呢?
[00:06:54.960 --> 00:06:57.040]  我相信如果在聖經裏面
[00:06:57.040 --> 00:07:02.480]  我們要尋找到一種真正的人生永恆價值觀
[00:07:02.480 --> 00:07:08.880]  是可以導致不同的人可以彼此相愛
[00:07:08.880 --> 00:07:11.680]  2013年很快就會來到了
[00:07:11.680 --> 00:07:15.360]  影音使團近期有一個最新的製作
[00:07:15.360 --> 00:07:20.960]  就是去回應2012年的虛假末日預言
[00:07:20.960 --> 00:07:23.680]  但2013年明日之後會怎樣呢?
[00:07:23.680 --> 00:07:26.640]  我想在餘下一個短的時間
[00:07:26.640 --> 00:07:28.400]  看看這套短片
[00:07:28.400 --> 00:07:38.400]  我相信這段片段會給我們帶來很大的反思
[00:07:38.400 --> 00:07:41.200]  看完這段片之後我會繼續拍攝
[00:07:59.360 --> 00:08:02.560]  各種世界終結的傳言廣泛流傳
[00:08:28.400 --> 00:08:54.160]  當時間逼近十二月
[00:08:54.160 --> 00:08:57.840]  美國太空總署收到超過五千個末日查訊
[00:08:57.840 --> 00:09:00.560]  部份人更加表示寢食不安
[00:09:00.560 --> 00:09:02.480]  有自殺傾向
[00:09:02.480 --> 00:09:03.760]  人心惶惶
[00:09:03.760 --> 00:09:12.400]  令美國太空總署唯有作出公開回應
[00:09:12.400 --> 00:09:20.240]  你可能預料到2013年5月會發生最大增強的太陽活動
[00:09:20.240 --> 00:09:28.560]  但是沒有證據顯示會有太陽風暴
[00:09:28.560 --> 00:09:34.560]  尼泊爾應該是一個四倍大地球的星球
[00:09:34.560 --> 00:09:38.480]  它會靠近地球而造成各種災難
[00:09:38.480 --> 00:09:41.040]  如果它真的存在,我們早就看到了
[00:09:41.040 --> 00:09:42.720]  然後有些人認為
[00:09:42.720 --> 00:09:45.600]  NASA的工程師其實藏起了這些資訊
[00:09:45.600 --> 00:09:48.320]  以防止人們恐慌
[00:09:48.320 --> 00:09:53.680]  你可以想像有千萬個科學家在夜間觀察天空
[00:09:53.680 --> 00:09:55.280]  保持同樣的秘密
[00:09:55.280 --> 00:09:58.240]  對公眾保持了幾年
[00:09:58.240 --> 00:10:02.320]  不過,美國太空總署回應之後
[00:10:02.320 --> 00:10:05.600]  仍然有人懷疑他們刻意隱瞞真相
[00:10:05.600 --> 00:10:08.560]  反映出人心裡沒有安全感
[00:10:08.560 --> 00:10:10.400]  不知道可以信任誰
[00:10:10.400 --> 00:10:13.280]  而2012年5月
[00:10:13.280 --> 00:10:16.160]  路透社調查全球21個國家
[00:10:16.160 --> 00:10:18.080]  超過1.6萬人之後
[00:10:18.080 --> 00:10:21.520]  發現每7個受訪者只有1個相信
[00:10:21.520 --> 00:10:24.480]  12月21日是世界末日
[00:10:24.480 --> 00:10:28.080]  英國倫敦大學學院考古學院
[00:10:28.080 --> 00:10:31.600]  長期研究瑪雅文化的葛利茲教授認為
[00:10:31.600 --> 00:10:34.160]  瑪雅人並沒有預言末日
[00:10:34.160 --> 00:10:37.920]  瑪雅人有一個非常詳細的日曆
[00:10:37.920 --> 00:10:39.920]  我們做到那種程度
[00:10:39.920 --> 00:10:41.760]  應該說他們預計了
[00:10:41.760 --> 00:10:44.960]  我們可以追蹤日期
[00:10:44.960 --> 00:10:51.520]  我們知道1月或2月會來臨
[00:10:51.520 --> 00:10:56.960]  但沒有預計世界末日會來臨
[00:10:56.960 --> 00:10:58.800]  不僅葛利茲教授
[00:10:58.800 --> 00:11:00.080]  也有學者指出
[00:11:00.080 --> 00:11:02.560]  瑪雅人並沒有預言末日
[00:11:02.560 --> 00:11:04.960]  只是經過傳媒的廣泛報導
[00:11:04.960 --> 00:11:08.960]  很多人仍然掙扎相信末日的出現
[00:11:14.960 --> 00:11:20.960]  末日傳言未必真確
[00:11:20.960 --> 00:11:24.960]  但地球正面對嚴峻的生態環境危機
[00:11:24.960 --> 00:11:26.960]  已經是不爭的事實
[00:11:26.960 --> 00:11:28.960]  有人甚至提出
[00:11:28.960 --> 00:11:34.960]  目前人類正面對至少10種毀滅性的生態變異威脅
[00:11:34.960 --> 00:11:38.960]  全球暖化以及骨牌效應
[00:11:38.960 --> 00:11:42.960]  氣候變遷加速
[00:11:42.960 --> 00:11:44.960]  毀滅性龍捲風
[00:11:44.960 --> 00:11:48.960]  颶風和洪水頻繁
[00:11:48.960 --> 00:11:51.960]  地震規模和頻率大幅激增
[00:11:51.960 --> 00:11:54.960]  生物多樣性加速減少
[00:11:54.960 --> 00:11:57.960]  不斷有物種滅絕
[00:11:57.960 --> 00:12:01.960]  工業、都市和農業污染更嚴惡化
[00:12:01.960 --> 00:12:05.960]  臭氧層進一步被破壞
[00:12:05.960 --> 00:12:11.960]  人為因素令毒素累積在土壤、空氣、食水之中
[00:12:11.960 --> 00:12:13.960]  人口不斷增加
[00:12:13.960 --> 00:12:16.960]  貧窮情況日益嚴重
[00:12:16.960 --> 00:12:22.960]  糧食、飲水和能源短缺
[00:12:22.960 --> 00:12:28.960]  社會和政治衝突日益增加
[00:12:28.960 --> 00:12:30.960]  戰爭陰影加劇
[00:12:30.960 --> 00:12:33.960]  2012年6月
[00:12:33.960 --> 00:12:37.960]  北極再度傳出震驚科學家的考察結果
[00:12:37.960 --> 00:12:41.960]  北冰洋冰層下面拍攝到大量藻類聚積
[00:12:41.960 --> 00:12:43.960]  甚至令海水變色
[00:12:43.960 --> 00:12:49.960]  今次這樣的發生其實在科學界來說
[00:12:49.960 --> 00:12:53.960]  是一個比較異常、令人驚訝的現象
[00:12:53.960 --> 00:12:58.960]  海洋藻類研究的國際權威何健宗教授說
[00:12:58.960 --> 00:13:00.960]  北冰洋冰層下面
[00:13:00.960 --> 00:13:04.960]  本身並無條件給大量藻類生長積聚
[00:13:04.960 --> 00:13:07.960]  這個現象可能包括冰層嚴重變角
[00:13:07.960 --> 00:13:09.960]  地球羊毛改變方向
[00:13:09.960 --> 00:13:14.960]  人為污染導致海水含有多量營養物質等因素
[00:13:32.960 --> 00:13:37.960]  藻類異常積聚可能引致魚類分布和生長變異
[00:13:37.960 --> 00:13:41.960]  最壞情況會影響生物鏈以及整個生態實行
[00:13:41.960 --> 00:13:45.960]  令物種滅絕帶來災難性後果
[00:13:45.960 --> 00:13:57.960]  一講起末日,大家就會想到災難
[00:13:57.960 --> 00:14:00.960]  一想到災難,自然就想起怎樣逃生
[00:14:00.960 --> 00:14:05.960]  在這兩年期間,有各種不同的逃生方法在全球湧現
[00:14:05.960 --> 00:14:12.960]  但明知逃生工具是為了命、為了利、為了人類,還是恐懼呢?
[00:14:12.960 --> 00:14:15.960]  攝製隊過敏不同國家的發明家
[00:14:15.960 --> 00:14:19.960]  地球環境異變帶來的危機感
[00:14:19.960 --> 00:14:23.960]  每個人或多或少都已經察覺得到
[00:14:23.960 --> 00:14:28.960]  而對各種末日預言,很多人的心態是寧可信其有
[00:14:28.960 --> 00:14:33.960]  因此,在世界各地都有人為末日逃生做各樣準備
[00:14:33.960 --> 00:14:40.960]  法國,大批人想到生存是末日唯一可以幸運的省鎮為加拉什避難
[00:14:40.960 --> 00:14:45.960]  日本,又可以容納一家三口的小型載床
[00:14:45.960 --> 00:14:49.960]  新疆,有男子傾盡家產遭損避難
[00:14:49.960 --> 00:14:55.960]  在美國加州一個保密地點,由五年前開始
[00:14:55.960 --> 00:14:59.960]  地底就超然堅在一個大型末日避難中心
[00:15:26.960 --> 00:15:31.960]  而離我們最近的,是中國挪亞方舟
[00:15:55.960 --> 00:16:01.960]  在義烏拍攝當日,中國挪亞方舟,啱啱在一間學校裏面做點覽
[00:16:01.960 --> 00:16:15.960]  暫時說我要併多少個,我要買多少個,怎樣怎樣的
[00:16:15.960 --> 00:16:17.960]  暫時是有二十三個
[00:16:17.960 --> 00:16:19.960]  都說要二十三個
[00:16:19.960 --> 00:16:25.960]  暫時說我要併多少個,我要買多少個,怎樣怎樣的
[00:16:25.960 --> 00:16:26.960]  暫時是有二十三個
[00:16:26.960 --> 00:16:29.960]  都是三百萬至五百萬之間的人民幣
[00:16:29.960 --> 00:16:37.960]  因為我們分析過,所有的造型裏面,只有圓形是最安全的,最靈活的
[00:16:37.960 --> 00:16:41.960]  也遭受無外力撞擊的時候,最能夠迅速把力量向外散發的
[00:16:41.960 --> 00:16:44.960]  因為可能隕石會砸下來,可能天崩地裂
[00:16:44.960 --> 00:16:47.960]  可能會被山砸下來,等等等等
[00:16:47.960 --> 00:16:50.960]  所以我們做的最基本的就是氮和碳纖維
[00:16:50.960 --> 00:16:53.960]  這種一些材質,做成幾層外殼
[00:16:53.960 --> 00:16:58.960]  第二,我們可能在這個時候,如果是說地球兩極轉換
[00:16:58.960 --> 00:17:02.960]  那麼這個時候我們地球的磁場是比較弱的
[00:17:02.960 --> 00:17:07.960]  那麼這個時候宇宙射線,包括宇宙中很多的那個射線,紫外線,等等等等
[00:17:07.960 --> 00:17:09.960]  它都可以直射地面
[00:17:09.960 --> 00:17:13.960]  所以說我們用目前最為先進的純銀纖維
[00:17:13.960 --> 00:17:16.960]  它就是一種隔離輻射的一種材質
[00:17:16.960 --> 00:17:20.960]  是讓你如何活下來,如何生存下去
[00:17:20.960 --> 00:17:24.960]  面對未知的災難
[00:17:24.960 --> 00:17:27.960]  人的本能都會尋求拯救
[00:17:27.960 --> 00:17:30.960]  而古籍中記載的奧亞方舟
[00:17:30.960 --> 00:17:34.960]  成為了廣泛流傳的末日拯救符號
[00:17:34.960 --> 00:17:44.960]  剛剛我們看完這條短片的時候
[00:17:44.960 --> 00:17:49.960]  如果你要看完,你自己可以去買這套DVD
[00:17:49.960 --> 00:17:51.960]  有40分鐘
[00:17:51.960 --> 00:17:57.960]  剛剛看完這個中國羅亞方舟
[00:17:57.960 --> 00:18:03.960]  我想如果你用300萬到500萬人民幣去買一個方舟
[00:18:03.960 --> 00:18:07.960]  你戴上頭盔進去滾動的話
[00:18:07.960 --> 00:18:10.960]  我想都不會剩下多少出來
[00:18:11.960 --> 00:18:15.960]  其實今天面對這個所謂末世的一種危機
[00:18:15.960 --> 00:18:20.960]  往往我們會看見人有兩種極端的反應
[00:18:20.960 --> 00:18:24.960]  一是有些人過度恐慌
[00:18:24.960 --> 00:18:29.960]  而且恐慌到做了一些不可思議的事
[00:18:29.960 --> 00:18:34.960]  我們會看見今天這個末世的時代
[00:18:34.960 --> 00:18:36.960]  確是有這種危機感
[00:18:36.960 --> 00:18:39.960]  當然每個人都需要有這種意識
[00:18:39.960 --> 00:18:45.960]  但如果變成一種傾家蕩產
[00:18:45.960 --> 00:18:47.960]  為了買一個安全
[00:18:47.960 --> 00:18:51.960]  其實真正末世的方舟在哪裏呢?
[00:18:51.960 --> 00:18:53.960]  是在主耶穌基督裏面
[00:18:53.960 --> 00:18:57.960]  人若果能夠去接受耶穌基督做他們的救主
[00:18:57.960 --> 00:19:01.960]  他們的內心有一個真正不一樣的平安
[00:19:01.960 --> 00:19:04.960]  我們面對人生各樣的風暴
[00:19:04.960 --> 00:19:06.960]  我們都可以笑於暴風
[00:19:06.960 --> 00:19:09.960]  在黑夜裏依然可以歌唱
[00:19:09.960 --> 00:19:15.960]  這是神給我們兒子的真正最偉大的禮物
[00:19:15.960 --> 00:19:16.960]  神極愛世人
[00:19:16.960 --> 00:19:18.960]  甚至將他獨生子賜給我們
[00:19:18.960 --> 00:19:22.960]  叫一切信他的不至滅亡 凡得永生
[00:19:22.960 --> 00:19:24.960]  不過可惜有另外一個極端
[00:19:24.960 --> 00:19:26.960]  就是有些人包括基督徒
[00:19:26.960 --> 00:19:30.960]  他們對於末世是掉以輕心
[00:19:30.960 --> 00:19:32.960]  甚至有些是漠不關心
[00:19:32.960 --> 00:19:36.960]  他覺得不會的 或者甚麼時候來都與我無關
[00:19:36.960 --> 00:19:39.960]  我們千萬不要走這兩種極端
[00:19:39.960 --> 00:19:41.960]  我們看回聖經的時候
[00:19:41.960 --> 00:19:44.960]  聖經其實給我們一個很中肯
[00:19:44.960 --> 00:19:47.960]  亦都是很平衡的一個看法
[00:19:47.960 --> 00:19:51.960]  有幾個肯定我們可以來看
[00:19:51.960 --> 00:19:55.960]  就是主必然要再回來
[00:19:55.960 --> 00:19:57.960]  耶穌第二次的回來
[00:19:57.960 --> 00:20:00.960]  這是聖經很清楚的預言
[00:20:00.960 --> 00:20:02.960]  而且必然要應驗
[00:20:02.960 --> 00:20:06.960]  在舊的聖經有超過一千五百處的地方
[00:20:06.960 --> 00:20:12.960]  是說到理昌主耶穌來到這個世界的預言
[00:20:12.960 --> 00:20:16.960]  這包含到他第一次和第二次的再來
[00:20:16.960 --> 00:20:20.960]  而新約聖經若有三百二十次的地方
[00:20:20.960 --> 00:20:22.960]  是提及基督第二次的再來
[00:20:22.960 --> 00:20:25.960]  差不多每二十五節的新約聖經
[00:20:25.960 --> 00:20:29.960]  就有一個地方提到主一定要回來
[00:20:29.960 --> 00:20:33.960]  所以我們看見聖經透過他的啟示
[00:20:33.960 --> 00:20:38.960]  透過歷史 透過以色列這個民族
[00:20:38.960 --> 00:20:41.960]  我們看到聖經每一個的預言
[00:20:41.960 --> 00:20:43.960]  那個應驗率是百分之一百的
[00:20:43.960 --> 00:20:45.960]  一定不會錯的
[00:20:45.960 --> 00:20:47.960]  耶穌一定會回來
[00:20:47.960 --> 00:20:52.960]  問題是耶穌回來那天是無人知曉的
[00:20:52.960 --> 00:20:55.960]  所以你何時聽到有人說某年某月某日
[00:20:55.960 --> 00:20:57.960]  你就要小心
[00:20:57.960 --> 00:21:00.960]  但是耶穌也告訴我們
[00:21:00.960 --> 00:21:03.960]  他回來之前是有徵兆的
[00:21:03.960 --> 00:21:07.960]  最好的一段聖經就是在《馬太福音》二十四章
[00:21:07.960 --> 00:21:10.960]  耶穌當時親口和門徒說
[00:21:10.960 --> 00:21:12.960]  在這個世界沒了
[00:21:12.960 --> 00:21:16.960]  他回來之前有甚麼徵兆呢
[00:21:16.960 --> 00:21:19.960]  我們一起詳細看這一段聖經
[00:21:19.960 --> 00:21:22.960]  這段聖經其實在第一到第三節
[00:21:22.960 --> 00:21:25.960]  耶穌說你看這個聖殿
[00:21:25.960 --> 00:21:28.960]  用了幾十年來興建
[00:21:28.960 --> 00:21:33.960]  但是一塊石頭都不會疊在另一個石頭上
[00:21:33.960 --> 00:21:38.960]  耶穌是預言在公元後七十年的時候
[00:21:38.960 --> 00:21:42.960]  羅馬將軍提多帶兵入侵耶路撒冷
[00:21:42.960 --> 00:21:45.960]  燒了這個聖殿所說這件事
[00:21:45.960 --> 00:21:47.960]  門徒聽到的時候就很奇怪
[00:21:47.960 --> 00:21:51.960]  說主耶穌何時會發生這件事呢
[00:21:51.960 --> 00:21:56.960]  世界的沒了和你降臨之前有甚麼徵兆呢
[00:21:56.960 --> 00:21:57.960]  請大家留意
[00:21:57.960 --> 00:22:01.960]  由第四節一直講到這一章的沒了
[00:22:01.960 --> 00:22:03.960]  是將整個過程
[00:22:03.960 --> 00:22:07.960]  主耶穌讓我們講得很清楚
[00:22:07.960 --> 00:22:09.960]  我們來看這段經文
[00:22:09.960 --> 00:22:12.960]  我想大家留意黃色的字
[00:22:12.960 --> 00:22:18.960]  在這段經文有一些所謂時間性的描述句子
[00:22:18.960 --> 00:22:20.960]  就是一個很自然的分段
[00:22:20.960 --> 00:22:24.960]  耶穌說你們要謹慎小心
[00:22:24.960 --> 00:22:25.960]  不要被人迷惑你們
[00:22:25.960 --> 00:22:29.960]  因為將來有很多人會假冒基督的名利
[00:22:29.960 --> 00:22:31.960]  說他是基督其實他不是的
[00:22:31.960 --> 00:22:33.960]  他要迷惑很多人之後
[00:22:33.960 --> 00:22:37.960]  你們又要聽到那些rumors about war
[00:22:37.960 --> 00:22:39.960]  打仗和打仗的風聲
[00:22:39.960 --> 00:22:40.960]  但你都不用怕
[00:22:40.960 --> 00:22:43.960]  因為這些事是必須有的
[00:22:43.960 --> 00:22:44.960]  指示甚麼
[00:22:44.960 --> 00:22:47.960]  末期還沒有到
[00:22:47.960 --> 00:22:49.960]  如果在聖經的陳述裏面
[00:22:49.960 --> 00:22:52.960]  講末世其實是在講一個過程
[00:22:52.960 --> 00:22:55.960]  我們在希伯來書第一章就會看到
[00:22:55.960 --> 00:23:02.960]  原來神說在遠古之前
[00:23:02.960 --> 00:23:04.960]  上帝都是透過不同的先知
[00:23:04.960 --> 00:23:05.960]  向人來說話
[00:23:05.960 --> 00:23:07.960]  直至到在末世的時候
[00:23:07.960 --> 00:23:09.960]  親自透過他的兒子
[00:23:09.960 --> 00:23:12.960]  向我們來去曉喻
[00:23:12.960 --> 00:23:13.960]  向我們來說話
[00:23:13.960 --> 00:23:15.960]  這個就是講耶穌第一次來的時候
[00:23:15.960 --> 00:23:17.960]  已經開始了這個末世
[00:23:17.960 --> 00:23:20.960]  末世其實就是一個過程
[00:23:20.960 --> 00:23:22.960]  而主耶穌在這裏提及這個末期
[00:23:22.960 --> 00:23:24.960]  就是講這個末世的過程
[00:23:24.960 --> 00:23:26.960]  一直到耶穌第二次回來的時候
[00:23:26.960 --> 00:23:28.960]  那個就是末期
[00:23:28.960 --> 00:23:30.960]  所以你能夠掌握到這個觀念的時候
[00:23:30.960 --> 00:23:32.960]  你就不會混亂
[00:23:32.960 --> 00:23:34.960]  我們再看下去
[00:23:34.960 --> 00:23:36.960]  在第七節到第十四節
[00:23:36.960 --> 00:23:38.960]  耶穌又給我們看到
[00:23:38.960 --> 00:23:40.960]  有兩個時間星
[00:23:40.960 --> 00:23:42.960]  你見到紅色那些字
[00:23:42.960 --> 00:23:43.960]  我highlight了
[00:23:43.960 --> 00:23:45.960]  那些就是災難的
[00:23:45.960 --> 00:23:47.960]  只不過是起頭
[00:23:47.960 --> 00:23:48.960]  有了紅色那些的事
[00:23:48.960 --> 00:23:50.960]  發生了之後
[00:23:50.960 --> 00:23:53.960]  才有末期才到
[00:23:53.960 --> 00:23:55.960]  The end of the ages
[00:23:55.960 --> 00:23:58.960]  人類歷史是會有一個大結局的
[00:23:58.960 --> 00:24:00.960]  但我們不需要驚恐
[00:24:00.960 --> 00:24:02.960]  我們需要留意
[00:24:02.960 --> 00:24:04.960]  這些徵兆的時候
[00:24:04.960 --> 00:24:06.960]  你就今天應該好好警醒
[00:24:06.960 --> 00:24:08.960]  我應該怎樣來生活呢
[00:24:08.960 --> 00:24:12.960]  我要用一個怎樣的態度
[00:24:12.960 --> 00:24:14.960]  去過每一天的我的生活呢
[00:24:14.960 --> 00:24:16.960]  這個是重要的
[00:24:16.960 --> 00:24:18.960]  主耶穌在這裡提到
