
[00:00:00.000 --> 00:00:03.040]  今天我們踏入到九月的時間
[00:01:38.600 --> 00:01:41.800]  為什麼我不是像他們那麼聰明呢
[00:01:41.800 --> 00:01:44.400]  我為什麼不能像他們那麼聰明呢
[00:01:44.400 --> 00:01:46.000]  人家讀一次就懂的
[00:01:46.000 --> 00:01:47.600]  他們讀一遍就會了
[00:01:47.600 --> 00:01:49.600]  而且有些人一聽就懂的
[00:01:49.600 --> 00:01:51.000]  有些人一聽就知道了
[00:01:51.000 --> 00:01:54.400]  但是我竟然是需要重複反覆很多次
[00:01:54.400 --> 00:01:59.400]  對那個題目的溫習、思想、做練習
[00:01:59.400 --> 00:02:03.000]  才可以掌握到其中的一些竅門
[00:02:03.000 --> 00:02:05.200]  所以我自己要經過反反覆覆的
[00:02:05.200 --> 00:02:07.000]  經常去複習、去思考
[00:02:07.000 --> 00:02:09.000]  才能掌握其中的竅門
[00:02:09.000 --> 00:02:13.000]  雖然到讀完中學的時候成績都OK
[00:02:13.000 --> 00:02:15.800]  雖然到中學的時候成績還可以
[00:02:15.800 --> 00:02:18.400]  但是這個問題一直在我腦海中浮現
[00:02:18.400 --> 00:02:20.600]  這個問題一直在我的腦海中浮現
[00:02:20.600 --> 00:02:22.000]  後來讀大學
[00:02:22.000 --> 00:02:24.400]  甚至入到神學院讀書之後
[00:02:24.400 --> 00:02:26.800]  後來讀大學甚至到了神學院讀書之後
[00:02:26.800 --> 00:02:29.000]  這個問題就經常在我腦海中出現
[00:02:29.000 --> 00:02:32.200]  這個問題更加出現在我的腦海裏
[00:02:32.200 --> 00:02:34.000]  不知道大家有沒有見過一些
[00:02:34.000 --> 00:02:35.400]  你身邊的朋友
[00:02:35.400 --> 00:02:39.000]  他們有一種叫做photographic memory的人
[00:02:39.000 --> 00:02:41.400]  有沒有你發現你身邊有的朋友
[00:02:41.400 --> 00:02:45.600]  是那種叫做過目不忘的人
[00:02:45.600 --> 00:02:48.200]  我有一個朋友以前在神學院
[00:02:48.200 --> 00:02:50.800]  我們要讀希臘文的時候
[00:02:50.800 --> 00:02:52.400]  他就跟我同一班
[00:02:52.400 --> 00:02:55.800]  但有一個同學在讀神學院的時候
[00:02:55.800 --> 00:02:58.000]  他讀希臘文的時候跟他同班
[00:02:58.000 --> 00:03:00.400]  讀希臘文就有很多東西要背
[00:03:00.400 --> 00:03:03.200]  讀希臘文有很多東西要背
[00:03:03.200 --> 00:03:06.400]  我就背得很辛苦
[00:03:06.400 --> 00:03:08.200]  我就背得很辛苦
[00:03:08.200 --> 00:03:11.400]  但運用上我就比任何同學都做得好
[00:03:11.400 --> 00:03:14.000]  但在實際運用上就做得更好
[00:03:14.000 --> 00:03:15.800]  但我有一個同學他有這個叫做
[00:03:15.800 --> 00:03:18.200]  photographic memory真的很厲害
[00:03:18.200 --> 00:03:21.000]  我有一個同學他是過目不忘這個能力的人
[00:03:21.000 --> 00:03:21.800]  真的很厲害
[00:03:21.800 --> 00:03:25.800]  老師上課拿著一段希臘文讀一次
[00:03:25.800 --> 00:03:29.000]  老師拿著一段希臘文讀了一遍
[00:03:29.000 --> 00:03:31.400]  他說一會兒我們下午就要默寫
[00:03:31.400 --> 00:03:33.800]  老師說下午就要默寫
[00:03:33.800 --> 00:03:37.000]  那個中午飯我就茶飯不思
[00:03:37.000 --> 00:03:39.000]  中午飯茶飯不思
[00:03:39.000 --> 00:03:44.800]  我見他周圍跟人聊天打牙架自在的
[00:03:44.800 --> 00:03:48.800]  我那同學反而是很自在跟人聊天
[00:03:48.800 --> 00:03:52.600]  老師就說好了拿張紙出來默寫了
[00:03:52.600 --> 00:03:54.600]  下午的時候老師說拿出紙來默寫了
[00:03:54.600 --> 00:03:56.600]  老師很壞的
[00:03:56.600 --> 00:03:58.600]  老師很有意思
[00:03:58.600 --> 00:04:01.000]  他又不是由頭到尾默寫一次
[00:04:01.000 --> 00:04:03.400]  他不是從頭到尾默寫一次
[00:04:03.400 --> 00:04:05.600]  默書其中一個竅門是甚麼呢
[00:04:05.600 --> 00:04:09.800]  就是將頭句加點駁去下一句來記
[00:04:09.800 --> 00:04:13.800]  背書就是將頭尾和怎樣去背
[00:04:13.800 --> 00:04:17.800]  神學院的希律文老師就不是
[00:04:17.800 --> 00:04:19.800]  突然間在那段說
[00:04:19.800 --> 00:04:22.800]  我只是想你們背一句給我聽
[00:04:22.800 --> 00:04:25.800]  這個老師只是說從中間抽出一句
[00:04:25.800 --> 00:04:27.800]  我只是希望你們背一句
[00:04:27.800 --> 00:04:30.800]  我想你們背第三章第七節
[00:04:30.800 --> 00:04:32.800]  我希望你們背第三章第七節
[00:04:32.800 --> 00:04:34.800]  那裏有十幾二十節
[00:04:34.800 --> 00:04:36.800]  你句句不問問其中第七節
[00:04:36.800 --> 00:04:38.800]  我真的不知道哪一節
[00:04:38.800 --> 00:04:41.800]  故事從頭到尾只是中間來抽一段
[00:04:41.800 --> 00:04:43.800]  真是不知道怎麼背
[00:04:43.800 --> 00:04:45.800]  從頭開始背
[00:04:45.800 --> 00:04:48.800]  我還在數第幾節是第七節的時候
[00:04:48.800 --> 00:04:50.800]  我剛才數在第七節的時候
[00:04:50.800 --> 00:04:52.800]  我同學已經交了
[00:04:52.800 --> 00:04:53.800]  同學已經交卷了
[00:04:53.800 --> 00:04:55.800]  教授都改了一百分
[00:04:55.800 --> 00:04:56.800]  教授也改了
[00:04:56.800 --> 00:04:57.800]  很驚人啊
[00:04:57.800 --> 00:04:59.800]  很多這樣的奇人異事
[00:04:59.800 --> 00:05:00.800]  這樣很驚奇啊
[00:05:00.800 --> 00:05:02.800]  在神學院見到很多這樣的人
[00:05:02.800 --> 00:05:04.800]  在神學院有很多這樣的人
[00:05:04.800 --> 00:05:05.800]  我經常都問
[00:05:05.800 --> 00:05:07.800]  為甚麼人家有這樣的能力呢
[00:05:07.800 --> 00:05:09.800]  為甚麼他們有這樣的能力呢
[00:05:09.800 --> 00:05:11.800]  我為甚麼要很勤
[00:05:11.800 --> 00:05:13.800]  很辛苦地熬
[00:05:13.800 --> 00:05:14.800]  很辛苦的
[00:05:14.800 --> 00:05:16.800]  才能熬出一些成績
[00:05:16.800 --> 00:05:18.800]  才能有一些成績
[00:05:18.800 --> 00:05:20.800]  我昨天都跟師母聊天
[00:05:20.800 --> 00:05:22.800]  昨天我跟師母來聊天的時候
[00:05:22.800 --> 00:05:24.800]  師母就一語道破了
[00:05:24.800 --> 00:05:26.800]  師母就一語道破了
[00:05:26.800 --> 00:05:27.800]  她說你為甚麼有這樣的情況呢
[00:05:27.800 --> 00:05:29.800]  她說你為甚麼有這樣的情況呢
[00:05:29.800 --> 00:05:31.800]  就因為你的資質差
[00:05:31.800 --> 00:05:33.800]  就是因為你的資質差
[00:05:33.800 --> 00:05:35.800]  資質和勤力是兩回事
[00:05:35.800 --> 00:05:37.800]  她說資質和勤快是兩回事
[00:05:37.800 --> 00:05:39.800]  有些人有資質就不勤力
[00:05:39.800 --> 00:05:41.800]  有些人有資質但是不勤勞
[00:05:41.800 --> 00:05:43.800]  有些人就沒甚麼資質就勤力
[00:05:43.800 --> 00:05:45.800]  有些人沒甚麼資質就勤勞
[00:05:45.800 --> 00:05:46.800]  那當然了
[00:05:46.800 --> 00:05:48.800]  有資質又沒資質又不勤力
[00:05:48.800 --> 00:05:49.800]  那些就死定了
[00:05:49.800 --> 00:05:51.800]  有些人沒有資質又不勤奮
[00:05:51.800 --> 00:05:52.800]  那就是麻煩了
[00:05:52.800 --> 00:05:54.800]  你就是屬於後者
[00:05:54.800 --> 00:05:55.800]  所以你就屬於後者
[00:05:55.800 --> 00:05:56.800]  沒甚麼資質
[00:05:56.800 --> 00:05:57.800]  沒有資質
[00:05:57.800 --> 00:05:58.800]  不過就夠勤力
[00:05:58.800 --> 00:05:59.800]  就有勤奮
[00:05:59.800 --> 00:06:00.800]  那都好
[00:06:00.800 --> 00:06:01.800]  那都有些成績
[00:06:01.800 --> 00:06:03.800]  這樣都有些成績
[00:06:03.800 --> 00:06:05.800]  但無論怎樣都好啦
[00:06:05.800 --> 00:06:06.800]  不管怎樣
[00:06:06.800 --> 00:06:08.800]  最後都要派成績表的
[00:06:08.800 --> 00:06:09.800]  最後都有成績單
[00:06:09.800 --> 00:06:11.800]  最後的成績表就代表了
[00:06:11.800 --> 00:06:13.800]  你的資質和你的能力
[00:06:13.800 --> 00:06:15.800]  怎樣彼此配合了
[00:06:15.800 --> 00:06:16.800]  成績單就代表了
[00:06:16.800 --> 00:06:19.800]  你的資質和你的勤力怎樣配合了
[00:06:19.800 --> 00:06:21.800]  那我都很慶幸師母能夠一語道破
[00:06:21.800 --> 00:06:24.800]  都很慶幸師母一語道破
[00:06:24.800 --> 00:06:26.800]  不用等到我白髮蒼蒼的時候
[00:06:26.800 --> 00:06:28.800]  老人家才明白
[00:06:28.800 --> 00:06:30.800]  原來我又沒資質又沒能力的
[00:06:30.800 --> 00:06:34.800]  不用等到我白髮蒼蒼的時候
[00:06:34.800 --> 00:06:35.800]  才能明白
[00:06:35.800 --> 00:06:37.800]  原來我又沒資質又沒勤奮
[00:06:37.800 --> 00:06:39.800]  原來我是沒那麼高資質
[00:06:39.800 --> 00:06:41.800]  不過勤力都可以的
[00:06:41.800 --> 00:06:43.800]  沒有這樣好的資質
[00:06:43.800 --> 00:06:44.800]  但勤快都行
[00:06:44.800 --> 00:06:47.800]  而成績表其實就反映到這件事
[00:06:47.800 --> 00:06:49.800]  成績表就反映了這樣的事
[00:06:49.800 --> 00:06:53.800]  香港人有些時候就怕小孩子自殺
[00:06:53.800 --> 00:06:56.800]  香港是有些怕小孩子自殺
[00:06:56.800 --> 00:06:58.800]  所以經常推廣一句說話
[00:06:58.800 --> 00:06:59.800]  經常說一句話
[00:06:59.800 --> 00:07:01.800]  讀書不是求分數
[00:07:01.800 --> 00:07:03.800]  讀書不是求分數
[00:07:03.800 --> 00:07:05.800]  我是挺相信這句話的
[00:07:05.800 --> 00:07:07.800]  那我就不是相信這句話
[00:07:07.800 --> 00:07:09.800]  因為如果讀書不求分數
[00:07:09.800 --> 00:07:10.800]  如果你讀書不看分數
[00:07:10.800 --> 00:07:12.800]  你又看看學校有沒有給你升班
[00:07:12.800 --> 00:07:14.800]  你看學校有沒有給你升級
[00:07:14.800 --> 00:07:16.800]  在加拿大來計算
[00:07:16.800 --> 00:07:17.800]  在加拿大呢
[00:07:17.800 --> 00:07:19.800]  我就發現這個現象
[00:07:19.800 --> 00:07:20.800]  我發現有這樣的現象
[00:07:20.800 --> 00:07:22.800]  低年級的時候
[00:07:22.800 --> 00:07:23.800]  在低年級的時候
[00:07:23.800 --> 00:07:25.800]  又不是很講分數
[00:07:25.800 --> 00:07:26.800]  也不講什麼分數
[00:07:26.800 --> 00:07:28.800]  但是升到中學的時候
[00:07:28.800 --> 00:07:30.800]  就很講分數了
[00:07:30.800 --> 00:07:32.800]  這個之間的改變
[00:07:32.800 --> 00:07:36.800]  是很多加拿大的青年人很難習慣
[00:07:36.800 --> 00:07:38.800]  在加拿大很多青年人很難習慣
[00:07:38.800 --> 00:07:40.800]  不過無論怎樣
[00:07:40.800 --> 00:07:42.800]  你有個成績表
[00:07:42.800 --> 00:07:43.800]  你有成績表
[00:07:43.800 --> 00:07:47.800]  最重要就是看期間反映了什麼現象
[00:07:47.800 --> 00:07:49.800]  就看看其中反映了什麼現象
[00:07:49.800 --> 00:07:51.800]  而今天我們看這段聖經
[00:07:51.800 --> 00:07:53.800]  約書亞記第十二章
[00:07:53.800 --> 00:07:55.800]  今天我們看的這段聖經約書亞十二章
[00:07:55.800 --> 00:07:57.800]  這章有一份成績表
[00:07:57.800 --> 00:07:58.800]  這是一份成績表
[00:07:58.800 --> 00:08:04.800]  是耶和華神給以色列人和約書亞的成績表
[00:08:04.800 --> 00:08:07.800]  是耶和華神給以色列人和約書亞的成績表
[00:08:07.800 --> 00:08:09.800]  而我們可以透過這份成績表
[00:08:09.800 --> 00:08:11.800]  透過這份成績表
[00:08:11.800 --> 00:08:13.800]  就看看背後其實神有什麼意思
[00:08:13.800 --> 00:08:15.800]  是想以色列人知道的
[00:08:15.800 --> 00:08:18.800]  看看神在背後有什麼意思呢
[00:08:18.800 --> 00:08:19.800]  讓以色列人知道
[00:08:19.800 --> 00:08:21.800]  成績表最重要就是
[00:08:21.800 --> 00:08:22.800]  它帶來什麼意義呢
[00:08:22.800 --> 00:08:25.800]  這是我們今天一起思想的題目
[00:08:25.800 --> 00:08:27.800]  成績表背後帶來什麼意義呢
[00:08:27.800 --> 00:08:29.800]  這是我們今天思考的題目
[00:08:29.800 --> 00:08:33.800]  剛才姊妹已經幫我們讀出了約書亞記第十二章
[00:08:33.800 --> 00:08:36.800]  剛才姊妹已經幫我們讀出了約書亞十二章
[00:08:36.800 --> 00:08:40.800]  我相信當信徒去到約書亞記第十二章
[00:08:40.800 --> 00:08:42.800]  這一類的經文的時候
[00:08:42.800 --> 00:08:47.800]  我相信信徒讀到約書亞十二章這類經文的時候
[00:08:47.800 --> 00:08:50.800]  他只要一看就已經不想再讀下去了
[00:08:50.800 --> 00:08:53.800]  他只是瞄一瞄就已經不想再讀下去了
[00:08:53.800 --> 00:08:55.800]  因為讀下去有一個原因
[00:08:55.800 --> 00:08:57.800]  就是很悶
[00:08:57.800 --> 00:08:58.800]  就是太悶了
[00:08:58.800 --> 00:09:00.800]  第二個原因就是他講了很多地名
[00:09:00.800 --> 00:09:02.800]  我根本不知道是哪個
[00:09:02.800 --> 00:09:04.800]  第二講了很多地名都不知道是哪裡
[00:09:04.800 --> 00:09:07.800]  我又不想去查聖經的地圖
[00:09:07.800 --> 00:09:09.800]  也不想去查聖經地圖
[00:09:09.800 --> 00:09:11.800]  於是就會跳過了
[00:09:11.800 --> 00:09:13.800]  於是就會跳過了
[00:09:13.800 --> 00:09:15.800]  希望大家今天上完課
[00:09:15.800 --> 00:09:18.800]  聽完這個主要崇拜的講道之後
[00:09:18.800 --> 00:09:21.800]  希望大家聽完今天的主要講道
[00:09:21.800 --> 00:09:24.800]  以後對這類經文就會有不同的看法
[00:09:24.800 --> 00:09:26.800]  以後對這類經文就會有不同的看法
[00:09:26.800 --> 00:09:27.800]  為了方便大家
[00:09:27.800 --> 00:09:28.800]  我在程序表裡面
[00:09:28.800 --> 00:09:32.800]  將第十二章的成章的結構已經登出來了
[00:09:32.800 --> 00:09:34.800]  為了方便大家
[00:09:34.800 --> 00:09:37.800]  我將十二章的整個結構已經編寫出來
[00:09:37.800 --> 00:09:39.800]  如果是放上網的
[00:09:39.800 --> 00:09:41.800]  麻煩可以把這一章也放上網
[00:09:41.800 --> 00:09:43.800]  給弟兄姊妹容易看
[00:09:43.800 --> 00:09:46.800]  在這個副頁裡面
[00:09:46.800 --> 00:09:51.800]  我將整個結構分開ABC三個類別
[00:09:51.800 --> 00:09:53.800]  將它解拆了出來
[00:09:53.800 --> 00:09:55.800]  在這個程序表中的插頁當中
[00:09:55.800 --> 00:09:59.800]  我將ABC全部插開來
[00:09:59.800 --> 00:10:03.800]  我將整段十二章分為三個類別
[00:10:03.800 --> 00:10:06.800]  將整個十二章分到三個類別
[00:10:06.800 --> 00:10:09.800]  你們只需要看著
[00:10:09.800 --> 00:10:11.800]  左手邊最右手邊的地方
[00:10:11.800 --> 00:10:15.800]  就會寫著ABCAPI1
[00:10:15.800 --> 00:10:17.800]  然後BPICPI
[00:10:17.800 --> 00:10:18.800]  然後API2
[00:10:18.800 --> 00:10:20.800]  然後B這樣的結構
[00:10:20.800 --> 00:10:23.800]  你只需要注意左手邊的ABC
[00:10:23.800 --> 00:10:26.800]  或者A1P1 C1P1和A1P2
[00:10:26.800 --> 00:10:28.800]  ABC是什麼呢?
[00:10:28.800 --> 00:10:30.800]  ABC是什麼呢?
[00:10:30.800 --> 00:10:33.800]  A基本上是講一個前奏
[00:10:33.800 --> 00:10:35.800]  或者一個簡介
[00:10:35.800 --> 00:10:37.800]  A是講前奏或者簡介
[00:10:37.800 --> 00:10:41.800]  勾畫以色列民贏到的地域是什麼地方
[00:10:41.800 --> 00:10:43.800]  勾畫以色列民贏的是什麼地方
[00:10:43.800 --> 00:10:45.800]  然後B是指什麼呢?
[00:10:45.800 --> 00:10:50.800]  B是指所打贏的
[00:10:50.800 --> 00:10:52.800]  戰勝了的一些王
[00:10:52.800 --> 00:10:54.800]  究竟他們的名字是什麼
[00:10:54.800 --> 00:10:58.800]  講的戰勝的兩個王是什麼人
[00:10:58.800 --> 00:11:00.800]  而去到C的部分
[00:11:00.800 --> 00:11:01.800]  在C呢
[00:11:01.800 --> 00:11:03.800]  就是專門講耶和華神
[00:11:03.800 --> 00:11:04.800]  有兩位的僕人
[00:11:04.800 --> 00:11:06.800]  一個叫摩西尼
[00:11:06.800 --> 00:11:07.800]  一個叫約書
[00:11:07.800 --> 00:11:08.800]  他們怎樣去將地
[00:11:08.800 --> 00:11:11.800]  按照先前神的應許
[00:11:11.800 --> 00:11:13.800]  去分派給以色列民
[00:11:13.800 --> 00:11:15.800]  所以是講耶和華的僕人
[00:11:15.800 --> 00:11:16.800]  是摩西和約書
[00:11:16.800 --> 00:11:18.800]  是怎樣按以前的分配
[00:11:18.800 --> 00:11:20.800]  來得到這個地為業
[00:11:20.800 --> 00:11:22.800]  其實當你有這個結構表之後
[00:11:22.800 --> 00:11:24.800]  你就很容易了解這段聖經
[00:11:24.800 --> 00:11:26.800]  你看這個結構表之後
[00:11:26.800 --> 00:11:28.800]  很能了解這段聖經
[00:11:28.800 --> 00:11:29.800]  其實他們的結構很簡單
[00:11:29.800 --> 00:11:32.800]  就是按照希伯來人的寫作的習慣
[00:11:32.800 --> 00:11:36.800]  他們的結構是按照希伯來人的寫作
[00:11:36.800 --> 00:11:37.800]  我們簡單去看
[00:11:37.800 --> 00:11:39.800]  從第一節到第六節的時候
[00:11:39.800 --> 00:11:41.800]  在一到六節的時候
[00:11:41.800 --> 00:11:43.800]  是ABC齊全的三樣東西
[00:11:43.800 --> 00:11:45.800]  基本上是ABC全
[00:11:45.800 --> 00:11:47.800]  A第一就是講
[00:11:47.800 --> 00:11:49.800]  以色列民在約旦河東德勝的地位
[00:11:49.800 --> 00:11:50.800]  A呢
[00:11:50.800 --> 00:11:53.800]  是在以色列人得到東邊的地位
[00:11:53.800 --> 00:11:54.800]  B呢
[00:11:54.800 --> 00:11:55.800]  接著就講
[00:11:55.800 --> 00:11:56.800]  原來他們戰勝了
[00:11:56.800 --> 00:11:59.800]  以色列人戰勝了兩位的王
[00:11:59.800 --> 00:12:00.800]  B呢
[00:12:00.800 --> 00:12:01.800]  是講以色列戰勝兩個王
[00:12:01.800 --> 00:12:02.800]  哪兩個王啊
[00:12:02.800 --> 00:12:04.800]  就是阿摩利王西王
[00:12:04.800 --> 00:12:07.800]  和利弗欽人巴山王岳
[00:12:07.800 --> 00:12:09.800]  就是亞摩利王西弘
[00:12:09.800 --> 00:12:12.800]  和利弗欽人王的巴山王岳
[00:12:12.800 --> 00:12:15.800]  然後C就講到第十二章六節
[00:12:15.800 --> 00:12:18.800]  就講到摩西是怎樣分了這塊地
[00:12:18.800 --> 00:12:21.800]  約旦河東北兩個半支牌
[00:12:21.800 --> 00:12:22.800]  B呢
[00:12:22.800 --> 00:12:23.800]  就十二章六節講
[00:12:23.800 --> 00:12:25.800]  耶和華的僕人摩西呢
[00:12:25.800 --> 00:12:26.800]  怎樣得到這個地
[00:12:26.800 --> 00:12:27.800]  下半節呢
[00:12:27.800 --> 00:12:31.800]  就是講到約旦河西岸的分地的情況
[00:12:31.800 --> 00:12:32.800]  下面就講
[00:12:32.800 --> 00:12:35.800]  就講約旦河西的得勝
[00:12:35.800 --> 00:12:37.800]  那個結構有一點點的變動
[00:12:37.800 --> 00:12:40.800]  那個基本的結構是反轉了上半的
[00:12:40.800 --> 00:12:43.800]  就是先由A派一
[00:12:43.800 --> 00:12:47.800]  就講以色列約旦河西所得勝的地域
[00:12:47.800 --> 00:12:49.800]  現在從講A一撇
[00:12:49.800 --> 00:12:53.800]  講以色列人在約旦河西得勝的地域
[00:12:53.800 --> 00:12:55.800]  他夾住中間有一句說話
[00:12:55.800 --> 00:12:57.800]  就是第七章下半節
[00:12:57.800 --> 00:13:00.800]  就是約書亞怎樣將這些所得的地
[00:13:00.800 --> 00:13:02.800]  分派了給十個半支牌
[00:13:02.800 --> 00:13:03.800]  在C一撇呢
[00:13:03.800 --> 00:13:06.800]  在十二節的七下半節
[00:13:06.800 --> 00:13:09.800]  是約書亞怎樣分派他們所得的地
[00:13:09.800 --> 00:13:10.800]  然後十二章八節
[00:13:10.800 --> 00:13:14.800]  也都是再次講所得的分地的地域
[00:13:14.800 --> 00:13:16.800]  十二章的八節是講
[00:13:16.800 --> 00:13:18.800]  接著講他們所分的地域
[00:13:18.800 --> 00:13:19.800]  然後B那裏呢
[00:13:19.800 --> 00:13:21.800]  就講戰勝了原來總共三十一個王
[00:13:21.800 --> 00:13:22.800]  那B呢
[00:13:22.800 --> 00:13:23.800]  一點就是講
[00:13:23.800 --> 00:13:25.800]  他們總共戰勝了三十一個王
[00:13:25.800 --> 00:13:26.800]  已經三十一個王
[00:13:26.800 --> 00:13:27.800]  是總共有六個族裔
[00:13:27.800 --> 00:13:28.800]  六個區域
[00:13:28.800 --> 00:13:30.800]  這個三十一個王呢
[00:13:30.800 --> 00:13:31.800]  是包括六個族裔
[00:13:31.800 --> 00:13:32.800]  六個區域
[00:13:32.800 --> 00:13:35.800]  那為甚麼要給這張結構表大家看呢
[00:13:35.800 --> 00:13:37.800]  為甚麼給大家看這個結構表呢
[00:13:37.800 --> 00:13:39.800]  方便容易講到
[00:13:39.800 --> 00:13:40.800]  因為方便可以講到
[00:13:40.800 --> 00:13:42.800]  原來希伯來文的寫作呢
[00:13:42.800 --> 00:13:43.800]  很特別
[00:13:43.800 --> 00:13:44.800]  很喜歡用一種叫做
[00:13:44.800 --> 00:13:48.800]  ABCCBA這樣的隔心寫法
[00:13:48.800 --> 00:13:49.800]  希伯來文呢
[00:13:49.800 --> 00:13:50.800]  就是很喜歡用這種
[00:13:50.800 --> 00:13:53.800]  ABC或CBC這種夾心的寫法
[00:13:53.800 --> 00:13:55.800]  所以當我們去看的時候
[00:13:55.800 --> 00:13:57.800]  我們發現原來C的部分呢
[00:13:57.800 --> 00:14:00.800]  是作者夾在這個成章中間的部分
[00:14:00.800 --> 00:14:01.800]  我們來看呢
[00:14:01.800 --> 00:14:02.800]  C的部分呢
[00:14:02.800 --> 00:14:04.800]  是整個作者中間的部分
[00:14:04.800 --> 00:14:06.800]  作者最重要的目的
[00:14:06.800 --> 00:14:07.800]  想講甚麼呢
[00:14:07.800 --> 00:14:08.800]  作者最重要的目的
[00:14:08.800 --> 00:14:10.800]  不是純粹講贏了哪一套
[00:14:10.800 --> 00:14:12.800]  不是只是講贏了哪一部分
[00:14:12.800 --> 00:14:14.800]  而是想講兩個僕人
[00:14:14.800 --> 00:14:17.800]  將這些地分了給十二個支派
[00:14:17.800 --> 00:14:19.800]  而是講這兩個僕人
[00:14:19.800 --> 00:14:21.800]  將地分給十二個支派
[00:14:21.800 --> 00:14:22.800]  當我們知道這樣的時候呢
[00:14:22.800 --> 00:14:23.800]  我們就容易去了解
[00:14:23.800 --> 00:14:24.800]  究竟這段聖經
[00:14:24.800 --> 00:14:26.800]  想帶些甚麼意義給我們呢
[00:14:26.800 --> 00:14:27.800]  究竟這段聖經
[00:14:27.800 --> 00:14:29.800]  要帶來甚麼意義給我們呢
[00:14:29.800 --> 00:14:30.800]  第一
[00:14:30.800 --> 00:14:32.800]  想告訴我們
[00:14:32.800 --> 00:14:34.800]  以色列人民
[00:14:34.800 --> 00:14:37.800]  你們現在整體上的得地為業
[00:14:37.800 --> 00:14:38.800]  以色列人民呢
[00:14:38.800 --> 00:14:40.800]  現在得到整體的為業
[00:14:40.800 --> 00:14:42.800]  你們要好好把握呀
[00:14:42.800 --> 00:14:43.800]  要好好的把握
[00:14:43.800 --> 00:14:46.800]  這個是很難得而得到的一個機遇
[00:14:46.800 --> 00:14:48.800]  這是很難得到的一個機遇
[00:14:48.800 --> 00:14:50.800]  你要把握好這個時機
[00:14:50.800 --> 00:14:51.800]  要把握好時機
[00:14:51.800 --> 00:14:53.800]  當一份成績表出來的時候
[00:14:53.800 --> 00:14:56.800]  當一份成績表出來的時候
[00:14:56.800 --> 00:14:58.800]  說你做到些甚麼東西
[00:14:58.800 --> 00:14:59.800]  你做了甚麼
[00:14:59.800 --> 00:15:00.800]  最重要不是說
[00:15:00.800 --> 00:15:02.800]  我多開心
[00:15:02.800 --> 00:15:03.800]  我做了多少東西
[00:15:03.800 --> 00:15:04.800]  不是說我很開心
[00:15:04.800 --> 00:15:05.800]  我做了多少
[00:15:05.800 --> 00:15:08.800]  而是從這個你的成績上面
[00:15:08.800 --> 00:15:09.800]  而是說從這個成績上面
[00:15:09.800 --> 00:15:11.800]  看見你做得好的東西之後
[00:15:11.800 --> 00:15:12.800]  看見你做好了
[00:15:12.800 --> 00:15:14.800]  怎樣承接這個情況
