
[00:00:00.000 --> 00:00:06.200]  我想任何人都想不到
[00:02:58.640 --> 00:03:03.440]  這個紀宮公主
[00:03:03.440 --> 00:03:08.320]  她就決定下嫁一個百姓 平民百姓
[00:03:08.320 --> 00:03:10.560]  當然我們要知道
[00:03:10.560 --> 00:03:14.080]  一個公主下嫁一個平民百姓
[00:03:14.080 --> 00:03:18.240]  她必須卸下皇室的銜頭
[00:03:18.240 --> 00:03:26.280]  並且停止來自皇室的供應
[00:03:26.280 --> 00:03:28.640]  最近2020年1月18日
[00:03:28.640 --> 00:03:33.600]  白金的漢宮發表了聲明
[00:03:33.600 --> 00:03:40.480]  指出哈利王子的夫婦會在2020年的春天
[00:03:40.480 --> 00:03:44.080]  辭去皇室的一切職務
[00:03:44.080 --> 00:03:47.760]  包括她所有的軍銜
[00:03:47.760 --> 00:03:54.440]  同時間她也放棄了很多銜頭
[00:03:54.440 --> 00:04:01.520]  與此之間也不能領受身為皇室職務的納稅人的資助
[00:04:01.520 --> 00:04:05.840]  她與英國的皇室劃清界線
[00:04:05.840 --> 00:04:11.680]  並且開始負擔自己的經濟開支
[00:04:11.680 --> 00:04:21.360]  以至能夠換取自由的往來美國和英國的自由
[00:04:21.360 --> 00:04:25.040]  這兩個是她們的選擇
[00:04:25.040 --> 00:04:33.680]  同時她們也選擇了要承擔自己所選擇的
[00:04:33.680 --> 00:04:40.400]  以弗所書整章的聖經提醒我們
[00:04:40.400 --> 00:04:46.240]  我們每一個進入基督的都成為了一個新人
[00:04:46.240 --> 00:04:48.160]  是新人類
[00:04:48.160 --> 00:04:52.880]  我想之前我們也聽過以弗所書的講道
[00:04:52.880 --> 00:04:57.200]  這個新人類是屬於上帝的國民
[00:04:57.200 --> 00:05:05.200]  自然有屬上帝的生活模式
[00:05:05.200 --> 00:05:09.680]  如果我們選擇去跟隨耶穌基督的話
[00:05:09.680 --> 00:05:13.840]  聖經告訴我們我們可以承受神的產業
[00:05:13.840 --> 00:05:16.240]  如果我們放棄呢?
[00:05:16.240 --> 00:05:24.160]  聖經告訴我們我們會被神的震怒淋到我們
[00:05:24.160 --> 00:05:29.680]  在第四章的二十五至三十一節
[00:05:29.680 --> 00:05:32.960]  如果我們看回這幾節的經文
[00:05:32.960 --> 00:05:35.280]  要講論到一個新人
[00:05:35.280 --> 00:05:38.560]  即是我們每一個基督徒
[00:05:38.560 --> 00:05:42.320]  是應該有的行為是甚麼
[00:05:42.320 --> 00:05:44.880]  而今天我們這段經文
[00:05:44.880 --> 00:05:50.800]  保羅更加告訴我們不單是應有
[00:05:50.800 --> 00:05:54.640]  也強調我們禁絕的行為
[00:05:54.640 --> 00:05:57.760]  是甚麼行為呢?一會兒我們會講
[00:05:57.760 --> 00:06:01.760]  在這兩段經文當中
[00:06:01.760 --> 00:06:07.280]  保羅在第五章的第一和第二節
[00:06:07.280 --> 00:06:09.520]  經文告訴我們
[00:06:09.520 --> 00:06:15.040]  我們既然是蒙愛的兒女就當效法神
[00:06:15.040 --> 00:06:18.160]  要憑著愛心行善
[00:06:18.160 --> 00:06:22.480]  好像基督愛我們、為我們捨己
[00:06:22.480 --> 00:06:24.720]  要我們效法基督
[00:06:24.720 --> 00:06:33.280]  當作輕鄉的貢物來獻給神
[00:06:33.280 --> 00:06:36.560]  應有和禁絕的行為
[00:06:36.560 --> 00:06:40.000]  是基於上帝的愛
[00:06:40.000 --> 00:06:48.080]  而我們效法耶穌基督那種捨己犧牲的愛
[00:06:48.080 --> 00:06:53.440]  就是一個獻祭
[00:06:53.440 --> 00:07:00.640]  今天我跟大家分享兩個主題
[00:07:00.640 --> 00:07:06.800]  第一是以感恩的話來替代無益的言行
[00:07:06.800 --> 00:07:13.680]  第二是以基督的真光揭露暗昧的行為
[00:07:13.680 --> 00:07:18.320]  以感謝的話來替代無益的言行
[00:07:18.320 --> 00:07:26.560]  第三節的經文主要提到聖的罪行
[00:07:26.560 --> 00:07:31.600]  「至於淫亂和任何的污穢或貪心的事
[00:07:31.600 --> 00:07:34.480]  在你們中間連提都不可」
[00:07:34.480 --> 00:07:40.000]  淫亂、任何的污穢或貪心的事
[00:07:40.000 --> 00:07:47.680]  這些都是指著有關聖方面的行為和慾念
[00:07:47.680 --> 00:07:51.760]  貪心不單是指貪財
[00:07:51.760 --> 00:07:58.160]  是對淫念的一個慾念
[00:07:58.160 --> 00:08:06.800]  第四節指到污穢的言語
[00:08:06.800 --> 00:08:14.320]  污穢、愚妄的話和下流的笑話
[00:08:14.320 --> 00:08:17.520]  這些不是說一些不好聽的話
[00:08:17.520 --> 00:08:23.200]  當然粗言穢語都是不好聽的
[00:08:23.200 --> 00:08:31.120]  特別是指一些有關聖的粗言穢語
[00:08:31.120 --> 00:08:34.800]  或者我們通俗講一句的
[00:08:34.800 --> 00:08:38.640]  這些是好色的笑話
[00:08:38.640 --> 00:08:45.840]  這些聖經告訴我們是無益的
[00:08:45.840 --> 00:08:49.120]  自古以來
[00:08:49.120 --> 00:08:59.120]  人類將上主原本創造的聖潔的聖的關係、聖的行為
[00:08:59.120 --> 00:09:06.880]  弄到污穢了、扭曲了
[00:09:06.880 --> 00:09:09.920]  他們不單止做出來
[00:09:09.920 --> 00:09:16.080]  還把笑話掛在嘴邊,像閒話家常一樣
[00:09:16.080 --> 00:09:20.000]  經常跟別人分享、談論
[00:09:20.000 --> 00:09:22.240]  我不知道你們有沒有留意到
[00:09:22.240 --> 00:09:24.400]  現在的電影和電視
[00:09:24.400 --> 00:09:29.280]  講到男女之間的性關係、婚姻的關係
[00:09:29.280 --> 00:09:32.800]  是不同於以前
[00:09:32.800 --> 00:09:38.480]  都有一些避諱的,但現在沒有
[00:09:38.480 --> 00:09:43.280]  我留意到很多電影、電視
[00:09:43.280 --> 00:09:48.400]  都講到他們是同居的
[00:09:48.400 --> 00:09:52.400]  一些很高質素的電影
[00:09:52.400 --> 00:09:58.160]  都不真真正正講男女關係正正常常,都是同居的
[00:09:58.160 --> 00:10:04.400]  還有拍了很久拖的,都不結婚的
[00:10:04.400 --> 00:10:10.480]  如果大家留意,現在的電視就是這樣
[00:10:10.480 --> 00:10:16.320]  以前這些是那些在我們所謂的
[00:10:16.320 --> 00:10:20.240]  低俗的電影、電視節目裡面出現的
[00:10:20.240 --> 00:10:22.800]  現在不是了
[00:10:22.800 --> 00:10:28.240]  一些很高情操的電影、電視都出現了
[00:10:28.240 --> 00:10:31.600]  我們可以看到
[00:10:31.600 --> 00:10:38.560]  人越來越不禁說關於
[00:10:38.560 --> 00:10:41.840]  我們所說的色情笑話
[00:10:41.840 --> 00:10:45.200]  你都不避忌說什麼婚前性行為、同居
[00:10:45.200 --> 00:10:49.280]  你都不避忌了
[00:10:49.280 --> 00:10:52.400]  但是第五章第一、第二節告訴我們
[00:10:52.400 --> 00:10:55.680]  我們要效法耶穌基督的愛
[00:10:55.680 --> 00:10:58.160]  因為耶穌基督
[00:10:58.160 --> 00:11:08.400]  我們是將自己當作輕輕的祭品要獻給神
[00:11:08.400 --> 00:11:13.920]  祭品我們都知道在上帝裡面是很嚴謹的
[00:11:13.920 --> 00:11:16.560]  是必須無瑕疵的
[00:11:16.560 --> 00:11:23.760]  是完全的要獻給上帝
[00:11:23.760 --> 00:11:28.320]  第三、第四節告訴我們
[00:11:28.320 --> 00:11:32.240]  我們屬神的人對於這兩方面的事情
[00:11:32.240 --> 00:11:36.320]  性行為、色情笑話、粗言穢語的事情
[00:11:36.320 --> 00:11:40.640]  是連提都不可
[00:11:40.640 --> 00:11:45.520]  還有,這些是跟我們不相稱的
[00:11:45.520 --> 00:11:49.200]  因為神召我們是聖潔的
[00:11:49.200 --> 00:11:54.080]  神要求我們是聖潔的、是我們是君尊的祭司
[00:11:54.080 --> 00:11:57.520]  屬神的國度的子民
[00:11:57.520 --> 00:11:59.840]  所以不合我們的體統
[00:11:59.840 --> 00:12:05.120]  不合我們跟我們的身份不相稱的
[00:12:05.120 --> 00:12:09.360]  為什麼連提都不可呢?
[00:12:09.360 --> 00:12:12.240]  第三節告訴我們
[00:12:12.240 --> 00:12:14.880]  這個不合聖徒的體統
[00:12:14.880 --> 00:12:17.120]  第五節告訴我們
[00:12:17.120 --> 00:12:21.920]  這個得不到基督和神的國度裡面的基業
[00:12:21.920 --> 00:12:27.520]  也就是說在神的國度裡面無份的
[00:12:27.520 --> 00:12:29.280]  第六節
[00:12:29.280 --> 00:12:38.640]  神的震怒必定臨到那些活躍的人
[00:12:38.640 --> 00:12:45.200]  無益的言行都於我們無益
[00:12:45.200 --> 00:12:53.840]  我們是要避開連提都不可
[00:12:53.840 --> 00:12:57.360]  因為跟我們的身份是不符的
[00:12:57.360 --> 00:12:59.360]  那要怎樣呢?
[00:12:59.360 --> 00:13:09.680]  保羅告訴我們要說感謝的說話
[00:13:09.680 --> 00:13:11.760]  第四節說
[00:13:11.760 --> 00:13:16.720]  不要說淫穢和愚妄的說話
[00:13:16.720 --> 00:13:18.720]  或下流的笑話
[00:13:18.720 --> 00:13:20.720]  這些都與你們不相稱
[00:13:20.720 --> 00:13:27.440]  卻要說感謝的說話
[00:13:27.440 --> 00:13:34.160]  感謝在《耳福所書》第一章和第五章
[00:13:34.160 --> 00:13:37.200]  二十節都提過
[00:13:37.200 --> 00:13:38.800]  第一章第十六節說
[00:13:38.800 --> 00:13:42.080]  就不絕地為你們獻上感謝
[00:13:42.080 --> 00:13:45.120]  得到的時候要常常提到你們
[00:13:45.120 --> 00:13:46.400]  五章二十節說
[00:13:46.400 --> 00:13:49.520]  凡是要奉我們主耶穌基督的名
[00:13:49.520 --> 00:13:52.560]  常常感謝父神
[00:13:52.560 --> 00:13:56.000]  所以在這裡提到感謝
[00:13:56.000 --> 00:14:00.400]  可以對人說的感謝的說話
[00:14:00.400 --> 00:14:08.240]  也帶有感謝神的感恩的說話的意思
[00:14:08.240 --> 00:14:14.880]  感謝是我們作為神兒女的基本人生態度
[00:14:14.880 --> 00:14:22.320]  是我們在主內要常常聽到的聲音
[00:14:22.320 --> 00:14:28.720]  不是聽一些埋怨的聲音
[00:14:28.720 --> 00:14:31.280]  常常說感謝的說話
[00:14:31.280 --> 00:14:40.240]  會催促我們的目光放在上帝和他的恩典之上
[00:14:40.240 --> 00:14:44.880]  而不是放在我們自己的慾念裡面
[00:14:44.880 --> 00:14:50.240]  你想想如果我們常常地去稱謝神
[00:14:50.240 --> 00:14:54.000]  常常地去對人有感恩
[00:14:54.000 --> 00:14:58.160]  我們自自然然地會想到
[00:14:58.160 --> 00:15:04.320]  何謂神的善良、純全、可喜悅的旨意
[00:15:04.320 --> 00:15:08.880]  有人說感恩會讓我們的注意力
[00:15:08.880 --> 00:15:12.240]  集中在正面的事物上
[00:15:12.240 --> 00:15:16.960]  創造了幸福的自覺
[00:15:16.960 --> 00:15:19.600]  感恩有一種神奇的力量
[00:15:19.600 --> 00:15:24.720]  能夠化剛果為玉白
[00:15:24.720 --> 00:15:27.040]  一句的感謝禮
[00:15:27.040 --> 00:15:32.160]  通常就能夠讓對方的態度軟化下來
[00:15:32.160 --> 00:15:34.960]  不知道你有沒有感覺呢?
[00:15:34.960 --> 00:15:40.880]  感謝的威力
[00:15:40.880 --> 00:15:47.200]  但今天我們太看輕感謝的話
[00:15:47.200 --> 00:15:49.040]  我們純純抱怨
[00:15:49.040 --> 00:15:53.280]  遇到什麼就怨聲尤人
[00:15:53.280 --> 00:15:57.920]  甚至我們埋怨天父
[00:15:57.920 --> 00:16:03.200]  我們真的需要在社會裡面
[00:16:03.200 --> 00:16:08.400]  我們常常說感謝的話
[00:16:08.400 --> 00:16:11.040]  我們要保持神家裡面
[00:16:11.040 --> 00:16:16.880]  或者我們個人、我們新人類的一個獨特的聖潔
[00:16:16.880 --> 00:16:19.280]  我們口出感謝的話
[00:16:19.280 --> 00:16:25.280]  代替無益的言行
[00:16:25.280 --> 00:16:27.120]  第二方面
[00:16:27.120 --> 00:16:32.160]  我們以基督的真光潔露、暗昧的行為
[00:16:32.160 --> 00:16:35.280]  我們是屬神的人
[00:16:35.280 --> 00:16:37.360]  上帝已經指示我們
[00:16:37.360 --> 00:16:44.000]  如何在這個邪惡的世代裡面生活
[00:16:44.000 --> 00:16:46.080]  這些和我們無益的
[00:16:46.080 --> 00:16:49.440]  這些我們連提都不可
[00:16:49.440 --> 00:16:57.120]  但是我們如何繼續保持我們的新鮮呢?
[00:16:57.120 --> 00:16:59.520]  我們如何去保質呢?
[00:16:59.520 --> 00:17:05.200]  保羅提供我們三個的方法
[00:17:05.200 --> 00:17:08.400]  不要與他同流合污
[00:17:08.400 --> 00:17:11.440]  要行在光明的當中
[00:17:11.440 --> 00:17:17.680]  要讓光發揮作用
[00:17:17.680 --> 00:17:22.320]  不要與那些人同流合污
[00:17:22.320 --> 00:17:24.240]  新漢與逆本
[00:17:24.240 --> 00:17:28.800]  反而是不要跟他們勾搭
[00:17:28.800 --> 00:17:32.960]  這是很煽動的
[00:17:32.960 --> 00:17:37.200]  不要跟他們勾搭
[00:17:37.200 --> 00:17:43.280]  我們常常聽說不要跟這些人勾三搭四
[00:17:43.280 --> 00:17:50.640]  和盤翻譯為不要與他們同火
[00:17:50.640 --> 00:17:52.560]  我們既然與耶穌基督聯合的時候
[00:17:52.560 --> 00:17:56.960]  我們就不可以跟這些惡言惡行
[00:17:56.960 --> 00:18:03.120]  有合夥、勾搭
[00:18:03.120 --> 00:18:07.280]  聖經不是說叫我們不要與這些人往來
[00:18:07.280 --> 00:18:11.440]  否則如何向他們傳福音呢?
[00:18:11.440 --> 00:18:16.400]  而是叫我們不要與他們合作
[00:18:16.400 --> 00:18:21.200]  做他們的惡行
[00:18:21.200 --> 00:18:22.560]  不要與他們同火
[00:18:22.560 --> 00:18:24.000]  不要與他們同流合污
[00:18:24.000 --> 00:18:28.880]  不要與他們勾三搭四
[00:18:28.880 --> 00:18:36.160]  否則我們會容易變質
[00:18:36.160 --> 00:18:38.480]  有一個人很喜歡養小鳥
[00:18:38.480 --> 00:18:40.880]  他買了一隻黃鶯
[00:18:40.880 --> 00:18:45.520]  大家都知道黃鶯唱歌非常好聽
[00:18:45.520 --> 00:18:47.760]  他心想
[00:18:47.760 --> 00:18:53.120]  如果有兩隻黃鶯一起對唱就很好
[00:18:53.120 --> 00:19:01.040]  整間屋都充滿美妙的黃鶯歌聲
[00:19:01.040 --> 00:19:04.560]  但是黃鶯很貴
[00:19:04.560 --> 00:19:07.120]  他又捨不得
[00:19:07.120 --> 00:19:13.600]  他想到一個以為自己很聰明的方法
[00:19:13.600 --> 00:19:18.080]  他買了一隻小鳥、一隻麻鳥回家
[00:19:18.080 --> 00:19:23.680]  希望麻鳥可以學黃鶯唱歌
[00:19:23.680 --> 00:19:27.760]  誰不知令他很失望
[00:19:27.760 --> 00:19:31.200]  大家都猜到了
[00:19:31.200 --> 00:19:36.640]  麻鳥學不到黃鶯美妙的歌聲
[00:19:36.640 --> 00:19:44.080]  反而黃鶯學了小鳥、麻鳥的叫聲
[00:19:44.080 --> 00:19:50.080]  從此這個很喜歡養鳥的人
[00:19:50.080 --> 00:19:53.520]  都聽不到黃鶯的聲音
[00:19:53.520 --> 00:19:56.720]  得不償失
[00:19:56.720 --> 00:19:59.280]  求主幫助我們不要落入一個陷阱
[00:19:59.280 --> 00:20:04.080]  以為可以踩下鋼線
[00:20:04.080 --> 00:20:05.600]  不要緊
[00:20:05.600 --> 00:20:08.640]  試下無償
[00:20:08.640 --> 00:20:10.320]  不行的
[00:20:10.320 --> 00:20:14.960]  我們不要跟他同流合污
[00:20:14.960 --> 00:20:16.960]  我們要行在光明的當中
[00:20:16.960 --> 00:20:19.840]  第八至第十節這樣教導我們
[00:20:19.840 --> 00:20:25.360]  我們不單止不要跟他們同流合污
[00:20:25.360 --> 00:20:28.240]  並且保羅提醒我們
[00:20:28.240 --> 00:20:35.280]  我們要由黑變成光明
[00:20:35.280 --> 00:20:38.400]  如果由黑變成光明
[00:20:38.400 --> 00:20:41.760]  保羅講得很清楚
[00:20:41.760 --> 00:20:46.080]  不是某一些轉變
[00:20:46.080 --> 00:20:48.960]  不只是口變光明
[00:20:48.960 --> 00:20:52.560]  不只是心變光明
[00:20:52.560 --> 00:20:55.200]  保羅講到這個轉變
[00:20:55.200 --> 00:21:01.680]  是本質上的完全改變
[00:21:01.680 --> 00:21:06.400]  從前是黑暗的
[00:21:06.400 --> 00:21:13.360]  現在在主裡面確是光明的
[00:21:13.360 --> 00:21:16.080]  從前是黑暗的
[00:21:16.080 --> 00:21:20.400]  現在在主裡面確是光明的
[00:21:20.400 --> 00:21:25.760]  是整個人的本質起了變化
[00:21:25.760 --> 00:21:29.280]  當然我們都知道我們不是光
[00:21:29.280 --> 00:21:36.160]  唯有在主裡面我們才是光
[00:21:36.160 --> 00:21:42.560]  只有我們在本身是光的主裡面
[00:21:42.560 --> 00:21:45.760]  我們就是成為光
[00:21:45.760 --> 00:21:52.000]  所以我們這班已經成為光的人
[00:21:52.000 --> 00:21:58.960]  就應該有光的特質和特徵
[00:21:58.960 --> 00:22:02.640]  就是我們要在光明中的生活
[00:22:02.640 --> 00:22:04.000]  接著保羅說
[00:22:04.000 --> 00:22:08.800]  光明的特徵是甚麼呢?良善公義誠實
[00:22:08.800 --> 00:22:11.360]  這些我不多解釋了
[00:22:11.360 --> 00:22:20.160]  保羅說這些就是我們光明所結的果子
[00:22:20.160 --> 00:22:30.720]  對比之前的淫亂污穢貪心
[00:22:30.720 --> 00:22:33.440]  是一個對比
[00:22:33.440 --> 00:22:35.920]  既然我們是光明的
[00:22:35.920 --> 00:22:37.680]  我們整個人是光明的
[00:22:37.680 --> 00:22:44.880]  我們就要活出這些光明生活的特徵
[00:22:44.880 --> 00:22:46.080]  而保羅說
[00:22:46.080 --> 00:22:51.040]  這些就是我們光明所結的果子
[00:22:51.040 --> 00:22:55.360]  黑暗不能夠結出光明的果子
[00:22:55.360 --> 00:23:02.720]  唯有我們是光才可以結出光明的果子
[00:23:02.720 --> 00:23:04.240]  而這些光明果子
[00:23:04.240 --> 00:23:05.440]  保羅進一步告訴我們
[00:23:05.440 --> 00:23:08.400]  可以幫助我們測驗
[00:23:08.400 --> 00:23:11.120]  甚麼是主所喜悅的
[00:23:11.120 --> 00:23:14.240]  意思就是說
[00:23:14.240 --> 00:23:16.960]  這些光明的特質、光明的果子
[00:23:16.960 --> 00:23:20.800]  能夠幫助我們找出
[00:23:20.800 --> 00:23:25.200]  甚麼是主所喜悅、喜歡的
[00:23:25.200 --> 00:23:28.000]  然後我們去做
[00:23:28.000 --> 00:23:31.040]  這些就是果子了
[00:23:31.040 --> 00:23:32.880]  所以我們光明之子
[00:23:32.880 --> 00:23:35.600]  我們不單止行在光明當中
[00:23:35.600 --> 00:23:40.480]  我們還要行主所喜悅的
[00:23:40.480 --> 00:23:48.400]  做一個體貼主的心意的人
[00:23:48.400 --> 00:23:50.080]  第三
[00:23:50.080 --> 00:23:53.760]  讓光發揮作用
[00:23:53.760 --> 00:24:01.440]  第十一節 不要參與暗蔑無益的事
[00:24:01.440 --> 00:24:03.920]  再次了解第七節的
[00:24:03.920 --> 00:24:07.520]  不要與他們同流合污的原因
[00:24:07.520 --> 00:24:08.640]  為甚麼不要與他們同流合污
[00:24:08.640 --> 00:24:14.080]  因為這是暗蔑無益的事
[00:24:14.080 --> 00:24:17.920]  我們光明之子不單止不做這些事
[00:24:17.920 --> 00:24:24.560]  更要讓光發揮我們的作用
[00:24:24.560 --> 00:24:31.520]  怎樣發揮呢?
[00:24:31.520 --> 00:24:40.160]  第十一節 將它揭露
[00:24:40.160 --> 00:24:48.080]  揭露在畫本裏面是有責備的意思
[00:24:48.080 --> 00:24:50.640]  而第十二節告訴我們
[00:24:50.640 --> 00:24:52.160]  因為你暗中作色的事
[00:24:52.160 --> 00:24:56.560]  連提起來都是羞恥的
[00:24:56.560 --> 00:24:57.600]  第十三節說
[00:24:57.600 --> 00:25:01.280]  凡被光揭露的都是顯而易見
[00:25:01.280 --> 00:25:03.600]  因為一切顯露出來的光
[00:25:03.600 --> 00:25:07.360]  出來的就是光
[00:25:07.360 --> 00:25:15.680]  我們知道
[00:25:15.680 --> 00:25:20.000]  光可以揭露黑暗
[00:25:20.000 --> 00:25:24.160]  將黑暗的事顯明出來
[00:25:24.160 --> 00:25:30.400]  亦有使它蒙羞辱的意思
[00:25:30.400 --> 00:25:32.800]  當然 保羅沒有說到
[00:25:32.800 --> 00:25:37.440]  怎樣去責備、怎樣去揭露
[00:25:37.440 --> 00:25:40.400]  但是一個光明之子
[00:25:40.400 --> 00:25:44.480]  如果行在黑暗裏面的時候
[00:25:44.480 --> 00:25:50.560]  我們自然地看不到光
[00:25:50.560 --> 00:25:51.360]  第十三節說
[00:25:51.360 --> 00:25:54.000]  凡被光顯露的都是顯而易見
[00:25:54.000 --> 00:25:56.400]  換句話說
[00:25:56.400 --> 00:26:03.920]  那些行那些暗蔑無知的事的人
[00:26:03.920 --> 00:26:08.000]  因為我們有光
[00:26:08.000 --> 00:26:11.120]  發揮光的作用的
[00:26:11.120 --> 00:26:14.640]  叫他們蒙羞
[00:26:14.640 --> 00:26:21.520]  所以將這個黑暗揭露出來
[00:26:21.520 --> 00:26:27.600]  不是需要你怎樣去畫去蒼巴的
[00:26:27.600 --> 00:26:29.760]  這裡說到用你的行為
[00:26:29.760 --> 00:26:31.760]  用你的光
[00:26:31.760 --> 00:26:33.440]  將它反照出來
[00:26:33.440 --> 00:26:41.680]  讓它蒙羞
[00:26:41.680 --> 00:26:45.120]  我不知道你有沒有經驗
[00:26:45.120 --> 00:26:50.000]  當你有一個人去罵你
[00:26:50.000 --> 00:26:52.880]  他詆毀你
[00:26:52.880 --> 00:26:56.400]  而你很冷靜地去面對
[00:26:56.400 --> 00:27:02.640]  用微笑的回應去惡待你
[00:27:02.640 --> 00:27:05.280]  你會感覺什麼
[00:27:05.280 --> 00:27:10.000]  你會感覺對方是不好意思的
[00:27:10.000 --> 00:27:11.520]  即是說
[00:27:11.520 --> 00:27:14.560]  你的生命、你的光
[00:27:14.560 --> 00:27:19.760]  是反照出他的惡行
[00:27:19.760 --> 00:27:24.240]  令到他蒙羞
[00:27:24.240 --> 00:27:26.800]  在我試用的生命裡面
[00:27:26.800 --> 00:27:32.640]  都試過一兩次
[00:27:32.640 --> 00:27:35.440]  傳道人不可以發怒的
[00:27:35.440 --> 00:27:36.720]  也不是的
[00:27:36.720 --> 00:27:38.960]  但遇到一些很惡勤的時候
[00:27:38.960 --> 00:27:42.960]  你沒有辦法去發怒的
[00:27:42.960 --> 00:27:44.720]  你要和善
[00:27:44.720 --> 00:27:46.480]  你要冷靜
[00:27:46.480 --> 00:27:49.760]  你要忍耐、要面對的時候
[00:27:49.760 --> 00:27:55.520]  對方自自然覺得很無人
[00:27:55.520 --> 00:27:58.400]  對方自自然覺得
[00:27:58.400 --> 00:28:05.440]  還有從中暴露了他的不是
[00:28:05.440 --> 00:28:08.560]  光發揮的作用
[00:28:08.560 --> 00:28:12.240]  不單讓他知罪
[00:28:12.240 --> 00:28:21.680]  並且因為光以至對方可以成為光
[00:28:21.680 --> 00:28:23.920]  第十四節
[00:28:23.920 --> 00:28:28.320]  因為一切顯露出來的就是光
[00:28:28.320 --> 00:28:31.120]  可以翻譯成什麼呢?
[00:28:31.120 --> 00:28:34.160]  每一件被光顯明的
[00:28:34.160 --> 00:28:39.120]  就成了光
[00:28:39.120 --> 00:28:45.200]  即是我們不單止讓他的東西揭露出來
[00:28:45.200 --> 00:28:47.520]  讓他蒙羞
[00:28:47.520 --> 00:28:50.080]  讓他知道他的問題
[00:28:50.080 --> 00:28:54.480]  並且光發揮的作用
[00:28:54.480 --> 00:29:01.920]  就讓他成為光
[00:29:01.920 --> 00:29:03.520]  弟兄姊妹
[00:29:03.520 --> 00:29:09.120]  可能你說我們要做一些大事
[00:29:09.120 --> 00:29:10.320]  做一些乾乾烈烈的事
[00:29:10.320 --> 00:29:14.080]  才能夠讓他成為光
[00:29:14.080 --> 00:29:15.840]  但是你有沒有發覺
[00:29:15.840 --> 00:29:19.520]  有時候我們從小
[00:29:19.520 --> 00:29:22.400]  小小做下做下
[00:29:22.400 --> 00:29:26.880]  就能夠成就神的工作嗎?
[00:29:26.880 --> 00:29:30.320]  我們每個人做小小的事
[00:29:30.320 --> 00:29:36.080]  可能我們可以改變很多東西
[00:29:36.080 --> 00:29:39.920]  有一個穆斯林的教主這樣說
[00:29:39.920 --> 00:29:43.600]  他說如果世界上每一個基督徒都做好的話
[00:29:43.600 --> 00:29:52.400]  今天就沒有穆斯林了
[00:29:52.400 --> 00:29:56.240]  我們要讓光發揮作用
[00:29:56.240 --> 00:29:58.320]  照亮黑暗
[00:29:58.320 --> 00:30:07.600]  也要讓這些黑暗真的成為光
[00:30:07.600 --> 00:30:10.080]  在開始的時候我講到
[00:30:10.080 --> 00:30:13.280]  我們每個人可以選擇自己的生活
[00:30:13.280 --> 00:30:19.840]  但要承擔我們選擇的後果
[00:30:19.840 --> 00:30:25.280]  我們都是屬於耶穌基督的
[00:30:25.280 --> 00:30:32.560]  耶穌基督很希望我們選擇跟隨祂
