
[00:00:00.000 --> 00:00:06.120]  崇拜的弟兄姊妹,會記得聖經的主題是天國
[00:03:07.080 --> 00:03:13.840]  因為在十字架上的耶穌是代表全人類的罪
[00:03:13.840 --> 00:03:20.960]  所以上帝不能看著一個承擔著全人類的罪的耶穌
[00:03:20.960 --> 00:03:24.040]  故此要暫時離開祂
[00:03:24.040 --> 00:03:27.160]  甚至有一篇文章我看到牧師說
[00:03:27.160 --> 00:03:32.200]  上帝的兒子在十字架上受苦這麼痛苦
[00:03:32.200 --> 00:03:38.280]  一定要離開,因為情難以堪
[00:03:38.280 --> 00:03:42.360]  不過,我從前對聖經不太熟悉
[00:03:42.360 --> 00:03:44.640]  就相信著名學者的說法
[00:03:44.640 --> 00:03:48.280]  但現在對聖經研究得比較深入之後
[00:03:48.280 --> 00:03:51.880]  我就不贊成這個解釋
[00:03:51.880 --> 00:03:58.280]  一般來說,按字面意義解釋聖經是好的
[00:03:58.280 --> 00:04:00.120]  是正確的
[00:04:00.120 --> 00:04:05.320]  但我們不能夠絕對字面化解經
[00:04:05.320 --> 00:04:09.640]  很多時候我們要考慮語言的運用
[00:04:09.640 --> 00:04:13.920]  其他根據聖經發展出來的教義
[00:04:13.920 --> 00:04:17.440]  文學的體裁、文化、歷史
[00:04:17.440 --> 00:04:22.920]  甚至有時要考慮地理的因素來解釋聖經
[00:04:22.920 --> 00:04:25.120]  說上帝離開了耶穌
[00:04:25.120 --> 00:04:28.200]  我有四個不贊成的理由
[00:04:28.200 --> 00:04:34.600]  第一,基督教的教義叫做「三維一體」
[00:04:34.600 --> 00:04:39.800]  我以前曾經用過空氣來做類比解釋這個教義
[00:04:39.800 --> 00:04:43.480]  空氣裡面有氧氣、氮氣和二氧化碳
[00:04:43.480 --> 00:04:45.480]  是完全混合的
[00:04:45.480 --> 00:04:48.640]  而主耶穌自己說過
[00:04:48.640 --> 00:04:51.120]  「誰看見我,就是看見父親」
[00:04:51.120 --> 00:04:53.080]  「你們要信我」
[00:04:53.080 --> 00:04:57.400]  「在我父親的生命裡」
[00:04:57.400 --> 00:05:01.120]  「父親在我的生命裡」
[00:05:01.120 --> 00:05:05.320]  天父和耶穌的生命是完全結合的
[00:05:05.320 --> 00:05:07.400]  是否可以分開呢?
[00:05:07.400 --> 00:05:11.440]  其實很難有確實的答案
[00:05:11.440 --> 00:05:14.680]  第二個原因是
[00:05:14.680 --> 00:05:17.480]  其實上帝是無所不在的
[00:05:17.480 --> 00:05:23.160]  在詩篇139篇第七至第十節說
[00:05:23.160 --> 00:05:26.200]  「我往哪裡才能躲開你呢?」
[00:05:26.200 --> 00:05:29.000]  「我往哪裡才能逃避你呢?」
[00:05:29.000 --> 00:05:31.800]  「我上了天,你一定在那裡」
[00:05:31.800 --> 00:05:34.840]  「我潛伏陰間,你也在那裡」
[00:05:34.840 --> 00:05:37.560]  「我縱使飛往日出的東方」
[00:05:37.560 --> 00:05:39.440]  「或往西方的海極」
[00:05:39.440 --> 00:05:42.240]  「你一定也在那裡帶領我」
[00:05:42.240 --> 00:05:45.800]  「你會在那裡幫助我」
[00:05:45.800 --> 00:05:48.280]  很清楚地說到上帝是無所不在
[00:05:48.280 --> 00:05:49.560]  如果上帝離開了耶穌
[00:05:49.560 --> 00:05:51.040]  祂躲藏在哪裡
[00:05:51.040 --> 00:05:54.280]  可以真的離開耶穌呢?
[00:05:54.280 --> 00:05:56.600]  很難躲的
[00:05:56.600 --> 00:05:59.200]  第三個理由是
[00:05:59.200 --> 00:06:02.400]  耶穌是在逾越節死的
[00:06:02.400 --> 00:06:06.480]  逾越節的起源是要殺一隻羊
[00:06:06.480 --> 00:06:09.400]  來洗以色列人的長子
[00:06:09.400 --> 00:06:11.600]  投生的不用死
[00:06:11.600 --> 00:06:16.360]  這是象徵用血去救贖生命
[00:06:16.360 --> 00:06:21.640]  亦象徵或預表主耶穌是那隻無罪的羊
[00:06:21.640 --> 00:06:25.120]  是藉著祂的血救贖我們的生命
[00:06:25.120 --> 00:06:26.960]  而不是單單代表罪人
[00:06:26.960 --> 00:06:29.720]  背負我們的罪
[00:06:29.720 --> 00:06:32.480]  來接受上帝的懲罰
[00:06:32.480 --> 00:06:36.440]  即使主耶穌是代表罪人
[00:06:36.440 --> 00:06:39.440]  祂本身仍然是無罪的
[00:06:39.440 --> 00:06:45.040]  上帝不需要離開一位聖潔的耶穌
[00:06:45.040 --> 00:06:47.640]  第四個原因
[00:06:47.640 --> 00:06:52.520]  其實耶穌要死是出於上帝的計劃
[00:06:52.520 --> 00:06:56.800]  和耶穌自己自願來信服
[00:06:56.800 --> 00:06:58.480]  在《約翰福音》說得很清楚
[00:06:58.480 --> 00:07:01.320]  第十章十七至十八節說
[00:07:01.320 --> 00:07:02.840]  父親愛我
[00:07:02.840 --> 00:07:06.200]  因為我願意犧牲自己的生命
[00:07:06.200 --> 00:07:09.400]  為要再得到生命
[00:07:09.400 --> 00:07:11.280]  沒有人能奪走我的生命
[00:07:11.280 --> 00:07:13.320]  是我自願犧牲的
[00:07:13.320 --> 00:07:14.840]  我有權犧牲
[00:07:14.840 --> 00:07:16.880]  也有權再得回
[00:07:16.880 --> 00:07:20.840]  這是我父親命令我做的
[00:07:20.840 --> 00:07:25.240]  上帝命令耶穌去犧牲肉體的生命
[00:07:25.240 --> 00:07:28.200]  祂也知道耶穌死後會復活
[00:07:28.200 --> 00:07:30.160]  再得回生命
[00:07:30.160 --> 00:07:35.560]  所以上帝沒有理由一定要離開十字架上的耶穌
[00:07:35.560 --> 00:07:37.440]  如果上帝離開
[00:07:37.440 --> 00:07:38.960]  好像很不公義
[00:07:38.960 --> 00:07:40.200]  把兒子推走
[00:07:40.200 --> 00:07:45.440]  死了就不看了
[00:07:45.440 --> 00:07:47.920]  或者有人會問
[00:07:47.920 --> 00:07:50.320]  主耶穌為什麼說那句話
[00:07:50.320 --> 00:07:52.240]  我的上帝我的上帝
[00:07:52.240 --> 00:07:54.720]  你為什麼離棄我
[00:07:54.720 --> 00:07:57.600]  我相信有一個很簡單的解釋
[00:07:57.600 --> 00:08:01.080]  就是主耶穌正在背誦詩篇
[00:08:01.080 --> 00:08:04.080]  第二十二篇第一節
[00:08:04.080 --> 00:08:07.800]  這個可能是表達祂心靈的痛苦
[00:08:07.800 --> 00:08:13.120]  也有可能是激勵祂自己要堅持下去完成任務
[00:08:13.120 --> 00:08:16.760]  但更有一個可能是提醒祂的門徒
[00:08:16.760 --> 00:08:19.640]  不要因為看到耶穌釘在十字架上
[00:08:19.640 --> 00:08:23.240]  過分的憂愁
[00:08:23.240 --> 00:08:27.520]  詩篇二十二篇是一篇預言彌賽亞受苦
[00:08:27.520 --> 00:08:30.680]  和暗示祂復活的詩篇
[00:08:30.680 --> 00:08:36.200]  裡面提到有幾樣主耶穌被釘十字架的情景
[00:08:36.200 --> 00:08:37.600]  是很奇妙的
[00:08:37.600 --> 00:08:41.040]  按著字面的意思去應驗的
[00:08:41.040 --> 00:08:47.680]  包括第六節到第八節
[00:08:47.680 --> 00:08:49.720]  然而我不再像一個人
[00:08:49.720 --> 00:08:51.040]  我像一條蟲
[00:08:51.040 --> 00:08:53.520]  被人藐視嘲笑
[00:08:53.520 --> 00:08:56.840]  看見我的人都譏笑我
[00:08:56.840 --> 00:08:58.600]  對我搖頭吐舌
[00:08:58.600 --> 00:09:00.680]  說你依靠上主
[00:09:00.680 --> 00:09:02.560]  他為什麼不來救你
[00:09:02.560 --> 00:09:03.960]  上主若是喜歡你
[00:09:03.960 --> 00:09:07.360]  為什麼不來幫助你
[00:09:07.360 --> 00:09:09.520]  第十八節也這麼說
[00:09:09.520 --> 00:09:11.800]  他們分了我的外衣
[00:09:11.800 --> 00:09:14.960]  又為我的內衣抽籤
[00:09:14.960 --> 00:09:17.160]  如果我們熟悉福音書記載
[00:09:17.160 --> 00:09:19.320]  耶穌受死的時候的情景
[00:09:19.320 --> 00:09:25.040]  這些是完完全全按字面應驗的
[00:09:25.040 --> 00:09:26.520]  但是詩篇二十二篇
[00:09:26.520 --> 00:09:29.280]  不是單單說耶穌受苦
[00:09:29.280 --> 00:09:31.120]  到最後的時候
[00:09:31.120 --> 00:09:33.160]  三十節到三十一節
[00:09:33.160 --> 00:09:43.280]  他是這麼說的
[00:09:43.280 --> 00:09:45.280]  詩篇最後那兩節
[00:09:45.280 --> 00:09:48.080]  是二十二篇三十節到三十一節說
[00:09:48.080 --> 00:09:53.040]  世世代代的人要侍奉他
[00:09:53.040 --> 00:09:58.160]  人人要向後代述說上主的事
[00:09:58.160 --> 00:10:01.480]  未出生的將要聽人說
[00:10:01.480 --> 00:10:05.600]  上主拯救了他的子民
[00:10:05.600 --> 00:10:10.160]  這個結束暗示主耶穌是會復活的
[00:10:10.160 --> 00:10:13.080]  也說明主耶穌死在十字架上
[00:10:13.080 --> 00:10:15.040]  是上主的旨意
[00:10:15.040 --> 00:10:16.480]  祂死的目的
[00:10:16.480 --> 00:10:19.960]  最主要是要拯救祂的子民
[00:10:19.960 --> 00:10:21.640]  故此主耶穌在十字架上
[00:10:21.640 --> 00:10:26.640]  背誦這篇詩是很有意義的
[00:10:26.640 --> 00:10:28.520]  猶太人就熟悉詩篇
[00:10:28.520 --> 00:10:30.760]  我們可能不是很熟悉
[00:10:30.760 --> 00:10:32.800]  所以當主耶穌背了第一節
[00:10:32.800 --> 00:10:35.080]  他們就可以繼續背下去
[00:10:35.080 --> 00:10:39.200]  就好像我背《藏前明月光》
[00:10:39.200 --> 00:10:41.000]  大家都會繼續背下去
[00:10:41.000 --> 00:10:44.840]  整篇詩是說什麼的
[00:10:44.840 --> 00:10:46.920]  故此主耶穌背這一句詩篇
[00:10:46.920 --> 00:10:48.920]  其實是可以激勵他的門徒
[00:10:48.920 --> 00:10:51.840]  不要以為十字架是失敗
[00:10:51.840 --> 00:10:57.680]  反而是上帝救贖計劃的重要成份
[00:10:57.680 --> 00:10:59.200]  說過主耶穌的死
[00:10:59.200 --> 00:11:03.360]  我們看今天經文15章42至47節
[00:11:03.360 --> 00:11:06.560]  是說主耶穌的安葬
[00:11:06.560 --> 00:11:10.760]  這件事其實也是上主預言過的
[00:11:10.760 --> 00:11:15.600]  在《以賽亞先知書》53章第9節
[00:11:15.600 --> 00:11:19.840]  所說「他卻跟邪惡人葬在一起
[00:11:19.840 --> 00:11:22.920]  他和財主共無穴」
[00:11:22.920 --> 00:11:29.480]  這句話一開始說「他」是指彌賽亞即主耶穌
[00:11:29.480 --> 00:11:32.760]  但看起來好像有點矛盾
[00:11:32.760 --> 00:11:37.400]  彌賽亞怎麼會跟邪惡人一起葬呢?
[00:11:37.400 --> 00:11:42.160]  葬了之後怎麼會跟財主共無穴呢?
[00:11:42.160 --> 00:11:49.560]  原來主耶穌不是單獨一個人釘十字架
[00:11:49.560 --> 00:11:52.520]  在今年的壽難節四月份的時候
[00:11:52.520 --> 00:11:56.280]  我也說過有兩個邪惡人和主耶穌
[00:11:56.280 --> 00:11:58.600]  一起被釘十字架
[00:11:58.600 --> 00:12:00.960]  由於他們是邪惡人
[00:12:00.960 --> 00:12:03.840]  在十字架上被釘死之後
[00:12:03.840 --> 00:12:07.960]  那些羅馬官兵肯定不會把屍體拿下來
[00:12:07.960 --> 00:12:10.960]  好好地跟他們埋葬
[00:12:10.960 --> 00:12:13.200]  很可能在犯人死後
[00:12:13.200 --> 00:12:16.680]  拿下來丟到亂葬崗裡就算了
[00:12:16.680 --> 00:12:22.160]  所以十字架就成為了他們的葬身之地
[00:12:22.160 --> 00:12:25.760]  不過耶穌的屍體就有點不同
[00:12:25.760 --> 00:12:27.760]  今天有經文告訴我們
[00:12:27.760 --> 00:12:30.480]  受人尊敬的議員
[00:12:30.480 --> 00:12:35.120]  約瑟向比拉多要求收斂耶穌的身體
[00:12:35.120 --> 00:12:38.760]  在44至45節提到比拉多
[00:12:38.760 --> 00:12:43.320]  聽到耶穌死了覺得很驚奇
[00:12:43.320 --> 00:12:47.320]  為什麼他覺得驚奇呢?
[00:12:47.320 --> 00:12:49.680]  他覺得驚奇的原因
[00:12:49.680 --> 00:12:52.880]  其實就是被釘十字架的人
[00:12:52.880 --> 00:12:55.440]  一般來說不會這麼快死
[00:12:55.440 --> 00:12:58.800]  起碼要一兩天之後才死
[00:12:58.800 --> 00:13:02.000]  所以耶穌竟然死得這麼快
[00:13:02.000 --> 00:13:03.760]  當天就死了
[00:13:03.760 --> 00:13:06.800]  釘了幾個小時就死了
[00:13:06.800 --> 00:13:09.800]  所以他就覺得驚奇
[00:13:09.800 --> 00:13:12.400]  無論如何犯人的屍體
[00:13:12.400 --> 00:13:16.920]  對比拉多來說不過是垃圾
[00:13:16.920 --> 00:13:20.480]  而約瑟是猶太人的議員
[00:13:20.480 --> 00:13:23.920]  所以比拉多就賣個人情給他
[00:13:23.920 --> 00:13:28.280]  把耶穌的屍體給了他
[00:13:28.280 --> 00:13:32.360]  46節提到約瑟買了麻沙
[00:13:32.360 --> 00:13:34.520]  把耶穌的身體取下來
[00:13:34.520 --> 00:13:35.960]  用麻沙包好
[00:13:35.960 --> 00:13:39.440]  安放在岩石造成的墓穴裡
[00:13:39.440 --> 00:13:41.760]  又把一塊石頭滾過來
[00:13:41.760 --> 00:13:43.400]  堵住墓門
[00:13:43.400 --> 00:13:49.800]  由這個描寫我們知道這是猶太人安葬死人的其中一種方式
[00:13:49.800 --> 00:13:51.200]  一般來說
[00:13:51.200 --> 00:13:55.320]  是有錢的猶太人才可以這樣做的
[00:13:55.320 --> 00:13:58.280]  如果他沒什麼錢的話
[00:13:58.280 --> 00:14:02.640]  就會像華人一樣隨便找些東西包著屍體埋在地上
[00:14:02.640 --> 00:14:05.080]  不會放在一個洞穴裡
[00:14:05.080 --> 00:14:07.600]  因為要造一個洞穴還要造一塊大石
[00:14:07.600 --> 00:14:10.880]  是圓圓的可以滾過去堵住墓門
[00:14:10.880 --> 00:14:14.080]  當然要很多錢才有人幫你做
[00:14:14.080 --> 00:14:21.880]  如果馬可福音來到這裡就結束
[00:14:21.880 --> 00:14:24.200]  主耶穌來到這個世界上
[00:14:24.200 --> 00:14:25.960]  行了不少的神蹟
[00:14:25.960 --> 00:14:29.160]  最後被釘在十字架上死了
[00:14:29.160 --> 00:14:31.800]  後來被埋葬了
[00:14:31.800 --> 00:14:34.280]  這樣就不是福音了
[00:14:34.280 --> 00:14:37.480]  我們也不知道天國來了沒有
[00:14:37.480 --> 00:14:39.720]  但我們感謝上帝
[00:14:39.720 --> 00:14:41.360]  馬可福音還有幾節
[00:14:41.360 --> 00:14:42.960]  十六章一至八節
[00:14:42.960 --> 00:14:48.080]  告訴我們主耶穌是從死裡復活了
[00:14:48.080 --> 00:14:51.280]  這當然是一件驚天動地的事
[00:14:51.280 --> 00:14:54.920]  也是前無古人後無來者
[00:14:54.920 --> 00:15:02.320]  因此第八節記載那幾位看到天使的婦女
[00:15:02.320 --> 00:15:05.440]  她們又驚訝又恐懼
[00:15:05.440 --> 00:15:07.520]  立刻逃離墓穴
[00:15:07.520 --> 00:15:11.040]  飛奔而去,她們沒有把傘子告訴任何人
[00:15:11.040 --> 00:15:13.160]  因為她們害怕
[00:15:13.160 --> 00:15:20.320]  今天我不打算為主耶穌的復活提供詳細的證據
[00:15:20.320 --> 00:15:25.960]  但今天經文記載了一個空的墳墓
[00:15:25.960 --> 00:15:30.080]  是一個非常重要的物證
[00:15:30.080 --> 00:15:34.840]  這個墳墓仍然在耶路撒冷附近可以看到
[00:15:34.840 --> 00:15:37.560]  有機會的話大家可以親身去看看
[00:15:37.560 --> 00:15:39.880]  Peter 和 Rose 去過
[00:15:39.880 --> 00:15:42.960]  去看看這個空墳墓
[00:15:42.960 --> 00:15:48.520]  耶穌的門徒後來也見過復活了的耶穌
[00:15:48.520 --> 00:15:51.240]  不止一次,是好幾次
[00:15:51.240 --> 00:15:55.320]  不是一兩個人看到,而是一大群人看到
[00:15:55.320 --> 00:16:03.760]  然後門徒是用生命去見證主耶穌真的復活了
[00:16:03.760 --> 00:16:11.680]  所以主耶穌的復活是有人證和物證
[00:16:11.680 --> 00:16:17.440]  那麼天國是不是近呢?還是開始了呢?
[00:16:17.440 --> 00:16:22.360]  天國其實從主耶穌復活升天之後就開始了
[00:16:22.360 --> 00:16:24.160]  為什麼這樣說呢?
[00:16:24.160 --> 00:16:27.080]  今天的經文沒有直接說明
[00:16:27.080 --> 00:16:31.840]  不過可以說有些少暗示
[00:16:31.840 --> 00:16:35.280]  在《馬可福音》十五章四十二節說
[00:16:35.280 --> 00:16:37.280]  是這樣描寫那個「約瑟」
[00:16:37.280 --> 00:16:40.160]  「他是一個受人尊敬的議員
[00:16:40.160 --> 00:16:43.520]  一向盼望上帝主權的實現」
[00:16:43.520 --> 00:16:46.240]  在《和合本》將上帝主權的實現
[00:16:46.240 --> 00:16:50.520]  譯作「等候上帝國的」
[00:16:50.520 --> 00:16:55.600]  這個描寫反映出約瑟是一個怎樣的人呢?
[00:16:55.600 --> 00:17:00.960]  把耶穌釘死的是祭司和議員的陰謀
[00:17:00.960 --> 00:17:03.520]  但約瑟雖然本身是議員
[00:17:03.520 --> 00:17:08.280]  我相信他應該是沒有同意他們的做法
[00:17:08.280 --> 00:17:12.120]  並且他是一個盼望天國的人
[00:17:12.120 --> 00:17:14.400]  盼望天國來到的人
[00:17:14.400 --> 00:17:15.600]  換句話說
[00:17:15.600 --> 00:17:17.240]  他從舊約聖經
[00:17:17.240 --> 00:17:19.240]  那個時候沒有新約
[00:17:19.240 --> 00:17:24.400]  他從舊約聖經當中都看到天國是要來的
[00:17:24.400 --> 00:17:29.200]  所以他是憑信心盼望天國的來臨
[00:17:29.200 --> 00:17:34.720]  他亦相信耶穌是上帝在舊約中
[00:17:34.720 --> 00:17:37.880]  應許預言要來的微塞
[00:17:37.880 --> 00:17:40.320]  所以他尊敬耶穌
[00:17:40.320 --> 00:17:41.600]  雖然耶穌死了
[00:17:41.600 --> 00:17:44.760]  他一定會像其他門徒一樣
[00:17:44.760 --> 00:17:47.560]  感覺到有點失望
[00:17:47.560 --> 00:17:50.880]  但他仍然願意出錢出力
[00:17:50.880 --> 00:17:55.480]  拿了耶穌的屍體來埋葬
[00:17:55.480 --> 00:17:58.320]  然後十六章記載主耶穌的復活
[00:17:58.320 --> 00:18:01.240]  其實就是暗示天國的來臨
[00:18:01.240 --> 00:18:05.800]  約瑟的盼望是實現了
[00:18:05.800 --> 00:18:08.840]  他所埋葬的舊世主微塞
[00:18:08.840 --> 00:18:11.680]  是從死裡復活
[00:18:11.680 --> 00:18:12.920]  十六章第七節
[00:18:12.920 --> 00:18:14.400]  天使對那些婦女說
[00:18:14.400 --> 00:18:18.080]  「你們快去告訴她們的門徒,尤其是彼得
[00:18:18.080 --> 00:18:20.640]  說他要讓你們先到加利利去
[00:18:20.640 --> 00:18:22.320]  在那裡你們可以見到他
[00:18:22.320 --> 00:18:24.880]  正像他告訴過你們的」
[00:18:24.880 --> 00:18:28.320]  馬可沒有繼續記載在加利利發生什麼事
[00:18:28.320 --> 00:18:31.720]  但是馬太福音就有記載
[00:18:31.720 --> 00:18:36.680]  我們可以看到主耶穌在加利利對門徒說
[00:18:36.680 --> 00:18:41.240]  「上帝已經把天上和人間
[00:18:41.240 --> 00:18:47.040]  所有的權柄都賜給我了」
[00:18:47.040 --> 00:18:52.840]  如果主耶穌有天上和人間所有的權柄
[00:18:52.840 --> 00:18:57.200]  其實他就是宣告他是天國的王
[00:18:57.200 --> 00:18:59.440]  他是最有權的那個
[00:18:59.440 --> 00:19:04.720]  他正式開始管轄天上和人間的事務
[00:19:04.720 --> 00:19:10.920]  所以天國是從主耶穌復活開始做
[00:19:10.920 --> 00:19:16.400]  天國已經開始對我們來說有什麼意義呢?
[00:19:16.400 --> 00:19:19.440]  對已經信了主的弟兄姊妹
[00:19:19.440 --> 00:19:23.760]  可以說我們大家都已經移民入天國
[00:19:23.760 --> 00:19:29.360]  天國不是人死後才去的地方
[00:19:29.360 --> 00:19:31.440]  是一信主耶穌的時候
[00:19:31.440 --> 00:19:34.600]  我們就已經進入天國
[00:19:34.600 --> 00:19:37.400]  所以聖經告訴我們
[00:19:37.400 --> 00:19:42.640]  我們都已經有了天上各樣屬靈的福氣
[00:19:42.640 --> 00:19:45.240]  是耶穌賜了給我們
[00:19:45.240 --> 00:19:50.040]  可能很多基督徒都不知道自己是有福的人
[00:19:50.040 --> 00:19:54.880]  所以仍然會追求世上的名利所帶來的福氣
[00:19:54.880 --> 00:19:58.240]  我鼓勵大家要認識清楚
[00:19:58.240 --> 00:20:02.360]  自從主耶穌復活
[00:20:02.360 --> 00:20:08.360]  復活之後他已經得到天上地下所有的權柄
[00:20:08.360 --> 00:20:09.880]  其實他就是作王
[00:20:09.880 --> 00:20:11.800]  天國就是開始的
[00:20:11.800 --> 00:20:15.600]  我們要順從主耶穌這一位王
[00:20:15.600 --> 00:20:20.520]  我們做基督徒要追求天上的事
[00:20:20.520 --> 00:20:22.880]  什麼是天上的事呢?
[00:20:22.880 --> 00:20:24.920]  首先是我們的品格
[00:20:24.920 --> 00:20:30.680]  保羅在提科泰前書六章十一節鼓勵我們
[00:20:30.680 --> 00:20:40.720]  要追求正義、敬虔、信心、愛心、忍耐和溫柔
[00:20:40.720 --> 00:20:44.760]  第二方面很多人為明天憂慮
[00:20:44.760 --> 00:20:49.520]  我們要記得主耶穌的教導有正確的要求
[00:20:49.520 --> 00:20:53.520]  我們不要為我們吃什麼、喝什麼、穿什麼粗心
[00:20:53.520 --> 00:20:58.160]  這些事是不順的人所追逐的
[00:20:58.160 --> 00:21:01.360]  你們的天父知道你們需要這一切東西
[00:21:01.360 --> 00:21:06.440]  你們要先追求上帝主權的實現
[00:21:06.440 --> 00:21:13.640]  遵行祂的旨意祂就會把這一切都供給你們了
[00:21:13.640 --> 00:21:19.080]  第三方面是我們對錢財的態度
[00:21:19.080 --> 00:21:21.120]  主耶穌教導過我們
[00:21:21.120 --> 00:21:25.080]  要為自己積聚財寶在天上
[00:21:25.080 --> 00:21:28.280]  那裡沒有蟲蛛不會生鏽
[00:21:28.280 --> 00:21:31.960]  也沒有盜賊進來偷竊
[00:21:31.960 --> 00:21:35.760]  如果我們對錢財有正確的態度
[00:21:35.760 --> 00:21:39.680]  我們就會樂於奉獻、支持教會的發展
[00:21:39.680 --> 00:21:42.800]  並且看到世人有難的時候
[00:21:42.800 --> 00:21:45.760]  我們也會慷慨捐助
[00:21:45.760 --> 00:21:49.880]  例如最近尼泊爾地震很嚴重
[00:21:49.880 --> 00:21:53.160]  我們也可以盡力捐助
[00:21:53.160 --> 00:21:58.960]  捐錢救濟窮人其實也等於積財於天
[00:21:58.960 --> 00:22:01.120]  因為主耶穌也說過
[00:22:01.120 --> 00:22:04.240]  在路加福音六章三十三節
[00:22:04.240 --> 00:22:08.440]  「要買掉你們所有的把錢救濟窮人」
[00:22:08.440 --> 00:22:14.880]  「要為自己預備不會破損的錢袋把財寶存在天上」
[00:22:14.880 --> 00:22:17.240]  因此要為自己積財於天
[00:22:17.240 --> 00:22:19.800]  不只是要捐錢給教會
[00:22:19.800 --> 00:22:24.600]  也要捐錢救濟窮人也是一樣
[00:22:24.600 --> 00:22:26.960]  追求天上的事
[00:22:26.960 --> 00:22:29.440]  信服主
[00:22:29.440 --> 00:22:32.760]  還有一點很重要的就是一定要傳福音
[00:22:32.760 --> 00:22:37.880]  在《馬太福音》二十八章十九節至二十節
[00:22:37.880 --> 00:22:40.040]  耶穌說「所以你們要去
[00:22:40.040 --> 00:22:42.480]  使萬個萬民都作我的門徒
[00:22:42.480 --> 00:22:45.080]  逢父子聖靈的命給他們施洗
[00:22:45.080 --> 00:22:49.040]  並且教導他們遵守我所給你們的一切命令
[00:22:49.040 --> 00:22:50.240]  記住
[00:22:50.240 --> 00:22:52.280]  我要常與你們同在
[00:22:52.280 --> 00:22:56.440]  直到世界的末日」
[00:22:56.440 --> 00:22:58.920]  最近在手機微信裡
[00:22:58.920 --> 00:23:00.520]  朋友圈傳了一篇文章
[00:23:00.520 --> 00:23:07.120]  題目是「慘無人道的基督徒是你嗎?」
[00:23:07.120 --> 00:23:11.920]  「慘無人道的基督徒是不是你?」
[00:23:11.920 --> 00:23:14.120]  文章提到在十九世紀
[00:23:14.120 --> 00:23:17.920]  英國一位很傑出的大報導家斯布珍
[00:23:17.920 --> 00:23:20.160]  他就說了一件這樣的事
[00:23:20.160 --> 00:23:23.320]  他說有一個不信神的店主
