
[00:00:00.000 --> 00:00:03.480]  好 新年了 大家先拜年
[00:01:53.720 --> 00:01:56.720]  中國人喜歡過年
[00:01:56.720 --> 00:01:58.320]  揮春
[00:01:58.320 --> 00:01:59.920]  當然是貼在門口
[00:01:59.920 --> 00:02:01.520]  人們一進來就看到
[00:02:01.520 --> 00:02:02.720]  好像一進入這個家
[00:02:02.720 --> 00:02:04.920]  是一個祝福的家庭
[00:02:04.920 --> 00:02:06.320]  如月節是紀念什麼
[00:02:06.320 --> 00:02:08.720]  是紀念很多千年前
[00:02:08.720 --> 00:02:10.720]  有一個大災難
[00:02:10.720 --> 00:02:13.920]  就是當以色列人要離開埃及的時候
[00:02:13.920 --> 00:02:16.120]  神給他們一個應許
[00:02:16.120 --> 00:02:18.320]  你將這些血
[00:02:18.320 --> 00:02:20.320]  從門邊裡面
[00:02:20.320 --> 00:02:23.920]  殺戮就會越過你的家
[00:02:23.920 --> 00:02:26.920]  所以當時以色列人被拯救
[00:02:26.920 --> 00:02:30.120]  那些埃及人就很害怕
[00:02:30.120 --> 00:02:33.320]  然後以色列人就離開埃及
[00:02:33.320 --> 00:02:34.520]  為奴之地
[00:02:34.520 --> 00:02:35.520]  詳細的歷史
[00:02:35.520 --> 00:02:36.720]  你們回去看一下
[00:02:36.720 --> 00:02:38.520]  舊約聖經的記載
[00:02:38.520 --> 00:02:40.120]  但是看到有一個
[00:02:40.120 --> 00:02:41.920]  好像覺得
[00:02:41.920 --> 00:02:42.920]  在門口裡面
[00:02:42.920 --> 00:02:44.920]  有一些可以辟邪
[00:02:44.920 --> 00:02:46.920]  或者祝福的句語
[00:02:46.920 --> 00:02:48.520]  當然今天我們發覺
[00:02:48.520 --> 00:02:50.120]  進來聖殿不需要辟邪
[00:02:50.120 --> 00:02:51.120]  是不是
[00:02:51.120 --> 00:02:54.120]  進來這裡當然是一個祝福
[00:02:54.120 --> 00:02:57.920]  但是我們覺得是一種喜慶
[00:02:57.920 --> 00:03:00.320]  一種紀念神的祝福
[00:03:00.320 --> 00:03:01.920]  已經在這裡了
[00:03:01.920 --> 00:03:05.320]  我們今天是奉主耶穌的名在這裡聚會
[00:03:05.320 --> 00:03:07.320]  還有一個很相似的
[00:03:07.320 --> 00:03:08.920]  就是猶太人在逾節的時候
[00:03:08.920 --> 00:03:10.320]  大家在不同的地方
[00:03:10.320 --> 00:03:13.320]  都回到聖殿裡面去敬拜神
[00:03:13.320 --> 00:03:14.920]  就好像我們中國人的春運
[00:03:14.920 --> 00:03:16.320]  是不是很厲害
[00:03:16.320 --> 00:03:18.520]  不惜各種的錢
[00:03:18.520 --> 00:03:19.920]  各種的途徑
[00:03:19.920 --> 00:03:22.720]  為著想回鄉來過年
[00:03:22.720 --> 00:03:25.520]  這裡也是一種小小的心態
[00:03:25.520 --> 00:03:28.120]  所以耶穌也不例外
[00:03:28.120 --> 00:03:30.520]  祂在逾月節近的時候
[00:03:30.520 --> 00:03:32.720]  祂就上耶路撒冷去
[00:03:32.720 --> 00:03:34.720]  進到聖殿
[00:03:34.720 --> 00:03:37.320]  我們年廿八做些什麼
[00:03:37.320 --> 00:03:38.520]  洗邋遢
[00:03:38.520 --> 00:03:40.920]  我年初一做了
[00:03:40.920 --> 00:03:42.320]  年初一才放假
[00:03:42.320 --> 00:03:44.920]  年廿八沒得放
[00:03:44.920 --> 00:03:46.520]  我們看看經節裡面
[00:03:46.520 --> 00:03:53.720]  他說耶穌進到殿裡面要做些什麼
[00:03:53.720 --> 00:03:56.320]  他真是大掃除
[00:03:56.320 --> 00:04:00.320]  把牛羊都趕出去
[00:04:00.320 --> 00:04:03.320]  他說這個殿本來是用來做什麼的
[00:04:03.320 --> 00:04:05.920]  聖殿用來做什麼的
[00:04:05.920 --> 00:04:07.920]  敬拜 還有呢
[00:04:07.920 --> 00:04:13.520]  他們有難的時候去那裡做什麼
[00:04:13.520 --> 00:04:16.520]  哈拿母子生的聖殿去做什麼
[00:04:16.520 --> 00:04:17.920]  祈求
[00:04:17.920 --> 00:04:20.520]  做錯事的時候又做什麼
[00:04:20.520 --> 00:04:24.920]  認罪 獻贖罪的禮
[00:04:24.920 --> 00:04:28.120]  那個是聖殿本來的意義
[00:04:28.120 --> 00:04:29.720]  但是耶穌進去一見的時候
[00:04:29.720 --> 00:04:31.120]  不是
[00:04:31.120 --> 00:04:32.720]  進去見到的殿是做什麼
[00:04:32.720 --> 00:04:34.920]  買賣 好像是市集
[00:04:34.920 --> 00:04:36.520]  有買賣的地方
[00:04:36.520 --> 00:04:38.920]  當然有人要謀利
[00:04:38.920 --> 00:04:40.520]  商人謀利的地方
[00:04:40.520 --> 00:04:44.320]  所以耶穌當時就拿起一條繩變成一條鞭
[00:04:44.320 --> 00:04:45.720]  趕走那些牛羊
[00:04:45.720 --> 00:04:50.520]  然後推倒那些換錢的人的桌子
[00:04:50.520 --> 00:04:53.120]  其實耶穌還很環保的
[00:04:53.120 --> 00:04:54.720]  不會虐畜
[00:04:54.720 --> 00:04:56.520]  唯有那些甲子
[00:04:56.520 --> 00:04:59.120]  你知道甲子一定會放在那裡嗎
[00:04:59.120 --> 00:05:00.120]  籠子裡
[00:05:00.120 --> 00:05:01.720]  他不會把籠子都推倒
[00:05:01.720 --> 00:05:03.320]  那些甲子就死了
[00:05:03.320 --> 00:05:04.720]  他就說那些甲子
[00:05:04.720 --> 00:05:06.920]  他就說你們快點搬出去
[00:05:06.920 --> 00:05:10.920]  我看到這裡其實耶穌不是生氣起來就把籠子都推倒
[00:05:10.920 --> 00:05:13.720]  有時候我們生氣起來打兒子
[00:05:13.720 --> 00:05:16.320]  火者眼的時候就什麼都掃了
[00:05:16.320 --> 00:05:17.920]  但是耶穌不是
[00:05:17.920 --> 00:05:19.720]  他把那些牛羊趕了出去
[00:05:19.720 --> 00:05:21.720]  錢可以倒在地上
[00:05:21.720 --> 00:05:27.320]  然後他叫他們把那些甲子搬出去
[00:05:27.320 --> 00:05:32.120]  不要把我扶的殿當作買賣的地方
[00:05:32.120 --> 00:05:37.520]  所以耶穌在逾越節之前去聖殿洗垃圾
[00:05:37.520 --> 00:05:41.320]  去潔淨聖殿
[00:05:41.320 --> 00:05:46.320]  我們看看那些人的反應
[00:05:46.320 --> 00:05:50.120]  在十八節之前
[00:05:50.120 --> 00:05:58.520]  其實那些猶太人知不知道自己做得不對
[00:05:58.520 --> 00:06:01.320]  我們看看十八節他說什麼
[00:06:01.320 --> 00:06:06.320]  你既做這些事還顯什麼神蹟給我們看
[00:06:06.320 --> 00:06:08.920]  照理來說耶穌掃了那些東西
[00:06:08.920 --> 00:06:11.120]  去清場去掃場
[00:06:11.120 --> 00:06:13.120]  那些人應該說快點賠給我
[00:06:13.120 --> 00:06:14.120]  有沒有搞錯
[00:06:14.120 --> 00:06:15.120]  把我的東西都趕走了
[00:06:15.120 --> 00:06:15.720]  把我的錢都倒了
[00:06:15.720 --> 00:06:17.120]  不知道哪個錢是我的
[00:06:17.120 --> 00:06:18.920]  哪個錢是他的
[00:06:18.920 --> 00:06:19.520]  明白嗎
[00:06:19.520 --> 00:06:23.120]  如果當時你在當中被人這樣掃場的時候
[00:06:23.120 --> 00:06:25.920]  你關心的應該是你的錢那些東西
[00:06:25.920 --> 00:06:28.320]  你覺得快點賠給我
[00:06:28.320 --> 00:06:32.120]  但似乎那些人沒有這樣問
[00:06:32.120 --> 00:06:37.720]  表示那些人心中有數
[00:06:37.720 --> 00:06:40.920]  他們不應該在那裡做買賣
[00:06:40.920 --> 00:06:43.320]  所以他不敢拒絕
[00:06:43.320 --> 00:06:45.120]  但是他又心有不甘
[00:06:45.120 --> 00:06:46.520]  所以他就說
[00:06:46.520 --> 00:06:48.120]  掃點品質來
[00:06:48.120 --> 00:06:49.520]  這裡是聖殿
[00:06:49.520 --> 00:06:50.720]  你做主的嗎
[00:06:50.720 --> 00:06:51.920]  為什麼你來清場
[00:06:51.920 --> 00:06:54.720]  你是警察嗎
[00:06:54.720 --> 00:06:56.120]  你既然來清場的時候
[00:06:56.120 --> 00:06:57.320]  你掃點品質給我看
[00:06:57.320 --> 00:06:59.920]  這個殿的主人是誰
[00:06:59.920 --> 00:07:01.120]  是神
[00:07:01.120 --> 00:07:02.520]  你是不是代表神來的
[00:07:02.520 --> 00:07:03.720]  你掃點品質給我看
[00:07:03.720 --> 00:07:05.520]  你顯個神蹟給我看
[00:07:05.520 --> 00:07:06.120]  你明白嗎
[00:07:06.120 --> 00:07:10.720]  即是他帶他
[00:07:10.720 --> 00:07:12.520]  耶穌是一針見血
[00:07:12.520 --> 00:07:13.120]  他怎麼回答
[00:07:13.120 --> 00:07:14.920]  十九節
[00:07:14.920 --> 00:07:16.320]  你們拆毀這個殿
[00:07:16.320 --> 00:07:20.520]  我三天之內要再建立起來
[00:07:20.520 --> 00:07:22.720]  即是他不是馬上展示神蹟
[00:07:22.720 --> 00:07:26.520]  但他又在說一個將要發生的神蹟
[00:07:26.520 --> 00:07:29.320]  他說你們既然都不珍惜這個殿
[00:07:29.320 --> 00:07:31.920]  你說你用了四十六年去建
[00:07:31.920 --> 00:07:33.320]  如果建一個市集市場
[00:07:33.320 --> 00:07:35.320]  用四十六年嗎
[00:07:35.320 --> 00:07:38.320]  你將這裡變成一個市集的市場
[00:07:38.320 --> 00:07:40.120]  你們都沒有珍惜這個殿
[00:07:40.120 --> 00:07:41.120]  是你們去拆毀
[00:07:41.120 --> 00:07:42.720]  你聽不聽到耶穌說
[00:07:42.720 --> 00:07:44.120]  他不是說我拆毀這個殿
[00:07:44.120 --> 00:07:45.120]  我三天建起來
[00:07:45.120 --> 00:07:46.720]  他沒有這樣說
[00:07:46.720 --> 00:07:47.720]  他不是來破壞的
[00:07:47.720 --> 00:07:49.520]  耶穌不是搞破壞
[00:07:49.520 --> 00:07:53.520]  他說你們拆毀這個殿
[00:07:53.520 --> 00:07:56.520]  你都沒有當這個聖殿是殿
[00:07:56.520 --> 00:07:58.120]  是你們拆毀這個殿
[00:07:58.120 --> 00:08:01.320]  你說覺得用四十六年嗎
[00:08:01.320 --> 00:08:03.720]  其實那個殿當時還沒有建完
[00:08:03.720 --> 00:08:04.920]  是正在建
[00:08:04.920 --> 00:08:06.120]  一邊建一邊用
[00:08:06.120 --> 00:08:06.920]  因為他們沒有錢
[00:08:06.920 --> 00:08:08.520]  或者各方面壓迫
[00:08:08.520 --> 00:08:10.720]  其實那個殿還沒有建完
[00:08:10.720 --> 00:08:13.320]  他說你四十六年建嗎
[00:08:13.320 --> 00:08:17.520]  我三天就可以幫你建立起來
[00:08:17.520 --> 00:08:23.120]  那你說耶穌這個說話是什麼意思呢
[00:08:23.120 --> 00:08:26.320]  為什麼不是一天
[00:08:26.320 --> 00:08:27.720]  為什麼不是七天
[00:08:27.720 --> 00:08:31.120]  為什麼是三天
[00:08:31.120 --> 00:08:33.520]  耶穌是三天復活
[00:08:33.520 --> 00:08:34.720]  所以他們說
[00:08:34.720 --> 00:08:36.720]  到耶穌死了之後
[00:08:36.720 --> 00:08:39.320]  門徒就想起來了
[00:08:39.320 --> 00:08:45.120]  因為耶穌的意思是以他的身體為那個殿
[00:08:45.120 --> 00:08:48.320]  我不是譚占中
[00:08:48.320 --> 00:08:51.920]  你發覺警察不是去清場的
[00:08:51.920 --> 00:08:54.320]  為什麼清了這麼久都清不完
[00:08:54.320 --> 00:08:55.520]  你這裡清完
[00:08:55.520 --> 00:08:58.720]  他第二天就去這裡建場
[00:08:58.720 --> 00:09:00.720]  他不睡這裡就睡那裡
[00:09:00.720 --> 00:09:02.920]  我不是去評論誰對誰錯
[00:09:02.920 --> 00:09:03.520]  我的意思是
[00:09:03.520 --> 00:09:05.920]  耶穌這樣去掃了場
[00:09:05.920 --> 00:09:07.720]  有沒有意義呢
[00:09:07.720 --> 00:09:11.120]  耶穌第二天走了
[00:09:11.120 --> 00:09:14.320]  那些市集的人會不會回頭
[00:09:14.320 --> 00:09:16.520]  肯定會
[00:09:16.520 --> 00:09:21.720]  他們做生意的地方一定會回頭
[00:09:21.720 --> 00:09:23.520]  所以耶穌明白的
[00:09:23.520 --> 00:09:25.320]  我今天掃了這個場
[00:09:25.320 --> 00:09:29.320]  你幾天之後你們會回來
[00:09:29.320 --> 00:09:32.520]  所以耶穌說我這個神蹟
[00:09:32.520 --> 00:09:33.720]  是三天起的
[00:09:33.720 --> 00:09:37.120]  就是以我的身體為那個殿
[00:09:37.120 --> 00:09:38.920]  我們今天其實很明白了
[00:09:38.920 --> 00:09:40.320]  這個是一個殿
[00:09:40.320 --> 00:09:42.720]  如果用我們現代的體會
[00:09:42.720 --> 00:09:43.720]  但我們最重要的
[00:09:43.720 --> 00:09:47.120]  其實你在不在這裡聚會也不是最重要的
[00:09:47.120 --> 00:09:48.520]  你看到有些地震
[00:09:48.520 --> 00:09:49.120]  塌了
[00:09:49.120 --> 00:09:50.520]  那些人都要搬去別的地方
[00:09:50.520 --> 00:09:54.320]  甚至乘坐棚也可以聚會
[00:09:54.320 --> 00:09:55.720]  最主要的是什麼
[00:09:55.720 --> 00:09:59.720]  我們是奉主耶穌的命
[00:09:59.720 --> 00:10:02.120]  在那個地方聚會
[00:10:02.120 --> 00:10:03.720]  當我們犯了罪的時候
[00:10:03.720 --> 00:10:07.920]  我們怎樣
[00:10:07.920 --> 00:10:10.920]  我們是奉主的命求
[00:10:10.920 --> 00:10:12.520]  求主赦免我們
[00:10:12.520 --> 00:10:14.120]  你們要認自己的罪
[00:10:14.120 --> 00:10:14.920]  神是信實的
[00:10:14.920 --> 00:10:15.520]  是公義的
[00:10:15.520 --> 00:10:16.520]  必要赦免你的罪
[00:10:16.520 --> 00:10:18.520]  洗淨你一切的不義
[00:10:18.520 --> 00:10:21.520]  是靠耶穌的洗淨
[00:10:21.520 --> 00:10:25.120]  不是因為他們去到殿裡面去告解
[00:10:25.120 --> 00:10:26.720]  你就會得到釋放
[00:10:26.720 --> 00:10:29.720]  是耶穌的補血洗淨
[00:10:29.720 --> 00:10:31.120]  當你有難要求的時候
[00:10:31.120 --> 00:10:31.720]  我們很明顯
[00:10:31.720 --> 00:10:33.720]  我們最後一句一定是什麼
[00:10:33.720 --> 00:10:34.720]  說完你的需要
[00:10:34.720 --> 00:10:36.320]  最後一句
[00:10:36.320 --> 00:10:38.520]  奉主耶穌的命求
[00:10:38.520 --> 00:10:39.520]  阿門
[00:10:39.520 --> 00:10:40.920]  明白嗎
[00:10:40.920 --> 00:10:42.320]  所以他說三天起的殿
[00:10:42.320 --> 00:10:45.720]  就是他自己的身體為我們的罪流血
[00:10:45.720 --> 00:10:47.120]  死了之後
[00:10:47.120 --> 00:10:49.920]  我們今天不是在哪個地方
[00:10:49.920 --> 00:10:52.720]  而是在耶穌裡面
[00:10:52.720 --> 00:10:56.120]  你就做了當天聖殿要做的事情
[00:10:56.120 --> 00:10:56.720]  好了
[00:10:56.720 --> 00:11:02.320]  說了這麼多這些屬於理論的事情
[00:11:02.320 --> 00:11:04.520]  舉個例子
[00:11:04.520 --> 00:11:06.320]  所謂潔淨是什麼意思呢
[00:11:06.320 --> 00:11:09.920]  潔淨就是恢復那個事情
[00:11:09.920 --> 00:11:12.720]  本來那個意義和本質
[00:11:12.720 --> 00:11:13.320]  是不是
[00:11:13.320 --> 00:11:14.920]  耶穌推走一些東西
[00:11:14.920 --> 00:11:19.120]  就說聖殿不是用來做買賣市集的
[00:11:19.120 --> 00:11:22.320]  那耶穌有時候會推倒我們的生命
[00:11:22.320 --> 00:11:23.520]  是告訴我們
[00:11:23.520 --> 00:11:25.120]  你的生命的本質
[00:11:25.120 --> 00:11:27.120]  本來不是這樣的
[00:11:27.120 --> 00:11:27.520]  好
[00:11:27.520 --> 00:11:31.320]  我想跟大家舉個例子
[00:11:31.320 --> 00:11:32.320]  有一本書
[00:11:32.320 --> 00:11:35.120]  我這次去到香港
[00:11:35.120 --> 00:11:36.520]  我其實也不太敢買書
[00:11:36.520 --> 00:11:37.320]  如果你去過我家
[00:11:37.320 --> 00:11:37.920]  我知道
[00:11:37.920 --> 00:11:41.320]  我上班以後大概有三千至五千本書
[00:11:41.320 --> 00:11:43.120]  從他的書房裡一直逼到出來
[00:11:43.120 --> 00:11:46.320]  從客廳逼到我的琴房裡
[00:11:46.320 --> 00:11:47.920]  你知道書是不會扔掉的
[00:11:47.920 --> 00:11:49.720]  只會買在那裡
[00:11:49.720 --> 00:11:51.720]  但我這次去到書局
[00:11:51.720 --> 00:11:54.320]  就讓我多留意一本書
[00:11:54.320 --> 00:11:55.320]  我覺得
[00:11:55.320 --> 00:11:56.920]  這些書真的要買
[00:11:56.920 --> 00:11:58.520]  因為太少了
[00:11:58.520 --> 00:12:00.720]  見證書很多
[00:12:00.720 --> 00:12:05.720]  是一位女同志不可思議的信主過程
[00:12:05.720 --> 00:12:08.920]  The Secret Thoughts of an Unlikely Convert
[00:12:08.920 --> 00:12:10.920]  有沒有人看過這本書
[00:12:10.920 --> 00:12:11.520]  沒有了
[00:12:11.520 --> 00:12:14.720]  華人社會比較少談這件事
[00:12:14.720 --> 00:12:17.720]  你知道我們澳洲已經談得很火熱
[00:12:17.720 --> 00:12:22.320]  究竟同性婚姻合法化等等這些議題
[00:12:22.320 --> 00:12:26.320]  我相信在今年裡面一定會再提出來
[00:12:26.320 --> 00:12:27.920]  這本書叫
[00:12:27.920 --> 00:12:31.120]  《一位女同志不可思議的信主過程》
[00:12:31.120 --> 00:12:32.320]  我就回來看
[00:12:32.320 --> 00:12:33.720]  一看就不停
[00:12:33.720 --> 00:12:35.720]  我由香港看到上飛機
[00:12:35.720 --> 00:12:37.720]  由飛機上到下機
[00:12:37.720 --> 00:12:39.120]  沒辦法停
[00:12:39.120 --> 00:12:42.120]  十分推薦大家看
[00:12:42.120 --> 00:12:44.720]  我講講它的背景
[00:12:44.720 --> 00:12:47.320]  可以給大家看看樣子
[00:12:47.320 --> 00:12:50.120]  在YouTube裡面有的
[00:12:50.120 --> 00:12:53.320]  如果你說我這本書要在香港才買到回來
[00:12:53.320 --> 00:12:55.320]  在YouTube裡面有中文名
[00:12:55.320 --> 00:12:56.320]  中文名沒有
[00:12:56.320 --> 00:12:57.520]  YouTube要用英文名
[00:12:57.520 --> 00:12:58.520]  剛才那一幅
[00:12:58.520 --> 00:13:01.120]  Miscellaneous Champagne Butterfield
[00:13:01.120 --> 00:13:05.320]  我講講它的背景
[00:13:05.320 --> 00:13:07.520]  它在28歲那年
[00:13:07.520 --> 00:13:11.320]  它開始大膽地宣告自己是一位女同志
[00:13:11.320 --> 00:13:13.720]  即是女同性戀者
[00:13:13.720 --> 00:13:16.120]  當時它將要完成英國文學
[00:13:16.120 --> 00:13:19.120]  和文化研究的博士學位
[00:13:19.120 --> 00:13:24.520]  那個是全國首創陣容最強的一個女性研究所
[00:13:24.520 --> 00:13:26.720]  在那裡擔任助教
[00:13:26.720 --> 00:13:28.520]  因為它快要畢業
[00:13:28.520 --> 00:13:31.720]  已經有好幾間大學要邀請它擔任教職
[00:13:31.720 --> 00:13:33.720]  或者做行政的工作
[00:13:33.720 --> 00:13:37.120]  要推展極進左派的意識形態
[00:13:37.120 --> 00:13:38.920]  當時它很相信
[00:13:38.920 --> 00:13:42.920]  它要幫助這個世界變得更好的
[00:13:42.920 --> 00:13:46.520]  它很有抱負要推廣這件事
[00:13:46.520 --> 00:13:48.520]  所以36歲那年
[00:13:48.520 --> 00:13:53.520]  它已經在一間規模很大的研究型的大學裡面
[00:13:53.520 --> 00:13:57.920]  成為少數獲得終身教職的女性
[00:13:57.920 --> 00:13:59.320]  終身教職即是tenure
[00:13:59.320 --> 00:14:00.520]  如果你在大學你會明白
[00:14:00.520 --> 00:14:02.320]  tenure很難拿的
[00:14:02.320 --> 00:14:04.320]  意思是終身教職
[00:14:04.320 --> 00:14:09.320]  通常大概人們都要四五十歲才拿到tenure
[00:14:09.320 --> 00:14:11.520]  當然要教得好
[00:14:11.520 --> 00:14:14.120]  學院珍惜你成為終身教授
[00:14:14.120 --> 00:14:19.520]  但它36歲以一個女性就拿到終身教職
[00:14:19.520 --> 00:14:23.720]  並且它在行政崗位上也步步高升
[00:14:23.720 --> 00:14:27.920]  在社會那裡它也是一位社運人士
[00:14:27.920 --> 00:14:31.120]  所以從任何一個角度看
[00:14:31.120 --> 00:14:33.920]  它是一個成功的人士
[00:14:33.920 --> 00:14:36.520]  就在同一年
[00:14:36.520 --> 00:14:40.720]  基督宣告我是屬於祂的
[00:14:40.720 --> 00:14:43.320]  所以剛才說的所有的成功
[00:14:43.320 --> 00:14:49.320]  從此就要收場
[00:14:49.320 --> 00:14:54.320]  究竟它怎樣能夠去到耶穌面前呢?
[00:14:54.320 --> 00:14:55.320]  它說了一句話
[00:14:55.320 --> 00:14:56.920]  它說基督的補血
[00:14:56.920 --> 00:14:59.920]  怎樣在我的生命裡結出果子
[00:14:59.920 --> 00:15:02.920]  這個才是最重要
[00:15:02.920 --> 00:15:04.320]  意思是剛才我們說
[00:15:04.320 --> 00:15:07.320]  耶穌說我要身體為那個電
[00:15:07.320 --> 00:15:09.920]  意思是耶穌流出的補血
[00:15:09.920 --> 00:15:10.920]  是有功效的
[00:15:10.920 --> 00:15:15.520]  可以改變一個人的生命
[00:15:15.520 --> 00:15:17.120]  我再看下去的時候
[00:15:17.120 --> 00:15:17.920]  為什麼我喜歡看呢?
[00:15:17.920 --> 00:15:20.120]  因為有時候我們見證
[00:15:20.120 --> 00:15:21.520]  三分鐘見證也好
[00:15:21.520 --> 00:15:24.920]  或者有時候那些刊物裡面那些
[00:15:24.920 --> 00:15:26.320]  兩三頁那些
[00:15:26.320 --> 00:15:27.520]  多數就會說
[00:15:27.520 --> 00:15:29.920]  它未信主之前是怎樣怎樣不好
[00:15:29.920 --> 00:15:31.320]  在哪一刻裡面信得住
[00:15:31.320 --> 00:15:33.920]  有人信了主之後就變成怎樣好
[00:15:33.920 --> 00:15:35.320]  是沒有問題的
[00:15:35.320 --> 00:15:37.920]  因為這是讓我們很快地去看一看
[00:15:37.920 --> 00:15:39.520]  耶穌真是頂呱呱
[00:15:39.520 --> 00:15:41.520]  可以改變人
[00:15:41.520 --> 00:15:43.320]  但是我在教會這麼多年
[00:15:43.320 --> 00:15:44.720]  還有我自己覺得
[00:15:44.720 --> 00:15:46.720]  在人的生命裡面
[00:15:46.720 --> 00:15:48.320]  就沒有這麼簡單
[00:15:48.320 --> 00:15:49.720]  那個人不是一信了主之後
[00:15:49.720 --> 00:15:52.520]  突然間變成聖人這樣很好
[00:15:52.520 --> 00:15:54.320]  其實那裡面有很多很多
[00:15:54.320 --> 00:15:56.720]  生命的細節是要處理的
[00:15:56.720 --> 00:15:58.120]  不過在這個羅塞尼亞
[00:15:58.120 --> 00:16:00.320]  那個生命細節就更加明顯了
[00:16:00.320 --> 00:16:03.120]  因為它的背景很特殊
[00:16:03.120 --> 00:16:04.920]  那我為什麼很想看呢?
[00:16:04.920 --> 00:16:06.320]  我就不是看它怎樣改變
[00:16:06.320 --> 00:16:08.320]  或者注視看看它是什麼事
[00:16:08.320 --> 00:16:09.520]  我想看一下究竟
[00:16:09.520 --> 00:16:10.920]  它的生命裡面是怎樣
[00:16:10.920 --> 00:16:16.120]  一節一節這樣可以改變到
[00:16:16.120 --> 00:16:18.320]  那我就看到了
[00:16:18.320 --> 00:16:19.320]  在當時呢
[00:16:19.320 --> 00:16:23.520]  它初初因為這麼成功的時候
[00:16:23.520 --> 00:16:27.320]  那它就很想去寫一些文章
[00:16:27.320 --> 00:16:30.120]  去攻擊那些右派基督徒
[00:16:30.120 --> 00:16:31.920]  那些激進的基督徒
[00:16:31.920 --> 00:16:33.720]  就是猛想做好一點
[00:16:33.720 --> 00:16:36.120]  那些Promise Keeper
[00:16:36.120 --> 00:16:39.120]  那些反對墮胎
[00:16:39.120 --> 00:16:41.520]  就是反對那些女權主義
[00:16:41.520 --> 00:16:42.520]  那些基督徒
[00:16:42.520 --> 00:16:43.720]  它就想寫一些文章
[00:16:43.720 --> 00:16:45.520]  專攻擊這些人的
[00:16:45.520 --> 00:16:46.720]  那所以呢
[00:16:46.720 --> 00:16:48.120]  就令到一些基督教的人
[00:16:48.120 --> 00:16:49.920]  開始注意到它了
[00:16:49.920 --> 00:16:51.920]  那有一天在大學附近的
[00:16:51.920 --> 00:16:54.520]  一間教會的牧師
[00:16:54.520 --> 00:16:55.720]  不是牧師是一個長老
[00:16:55.720 --> 00:16:57.320]  一個年輕的長老
[00:16:57.320 --> 00:16:59.520]  就跟那個牧師說過
[00:16:59.520 --> 00:17:01.720]  這個女人你真的要搞一搞她
[00:17:01.720 --> 00:17:03.920]  她在那裡越搞越多事情
[00:17:03.920 --> 00:17:04.720]  在大學裡面
[00:17:04.720 --> 00:17:07.520]  在社會裡面搞到我們雞犬不寧
[00:17:07.520 --> 00:17:08.520]  你快點去搞一搞她
[00:17:08.520 --> 00:17:10.120]  想想辦法怎樣去駁斥她
[00:17:10.120 --> 00:17:11.320]  意思就是用文章
[00:17:11.320 --> 00:17:13.120]  或者用言論去駁斥一下她
[00:17:13.120 --> 00:17:15.320]  要出一下聲才行
[00:17:15.320 --> 00:17:16.720]  那那個牧者呢
