
[00:00:00.000 --> 00:00:02.540]  有些訊息大家都很喜歡聽的
[00:01:23.460 --> 00:01:26.580]  我又好開心,我不是,我只是想統計
[00:01:26.580 --> 00:01:27.860]  所以幫幫忙好嗎
[00:01:27.860 --> 00:01:32.580]  過往半年裏面你有試過在資源或金錢上幫助其他人的
[00:01:32.580 --> 00:01:34.580]  請你舉手
[00:01:34.580 --> 00:01:36.580]  有沒有
[00:01:36.580 --> 00:01:38.580]  OK
[00:01:38.580 --> 00:01:40.580]  差不多一半
[00:01:40.580 --> 00:01:43.540]  過往半年裏面你試過至少有一次
[00:01:43.540 --> 00:01:45.540]  是祈禱的
[00:01:45.540 --> 00:01:47.540]  祈禱的請你舉手
[00:01:47.540 --> 00:01:49.540]  這個應該多一點
[00:01:49.540 --> 00:01:51.540]  正常都是這樣
[00:01:51.540 --> 00:01:53.540]  好,過往半年裏面
[00:01:53.540 --> 00:01:55.540]  你試過
[00:01:55.540 --> 00:01:57.540]  為了讀聖經
[00:01:57.540 --> 00:01:59.540]  或者為了祈禱
[00:01:59.540 --> 00:02:01.540]  為了親近神的緣故
[00:02:01.540 --> 00:02:03.540]  你禁食的,有沒有試過
[00:02:03.540 --> 00:02:05.540]  過往半年有沒有
[00:02:05.540 --> 00:02:09.540]  這個就好像沒有
[00:02:09.540 --> 00:02:11.540]  那隻手不知道是不是
[00:02:11.540 --> 00:02:13.540]  可能在拗,不是
[00:02:13.540 --> 00:02:16.740]  剛才我問這三個問題
[00:02:16.740 --> 00:02:18.740]  為什麼我這樣問呢
[00:02:18.740 --> 00:02:22.740]  因為耶穌在登山寶訓
[00:02:22.740 --> 00:02:24.740]  在《瑪德福音》第六章的時候
[00:02:24.740 --> 00:02:26.740]  祂就和門徒說
[00:02:26.740 --> 00:02:28.740]  祂說了三樣東西
[00:02:28.740 --> 00:02:32.740]  祂說當你們去施捨的時候
[00:02:32.740 --> 00:02:34.740]  施捨好像說得很難聽
[00:02:34.740 --> 00:02:36.740]  我想中文和日本的翻譯
[00:02:36.740 --> 00:02:38.740]  就好像給乞兒
[00:02:38.740 --> 00:02:40.740]  但其實祂最主要是說
[00:02:40.740 --> 00:02:44.740]  你在資源和金錢上幫助其他人的時候
[00:02:44.740 --> 00:02:46.740]  祂說當你去幫助其他人
[00:02:46.740 --> 00:02:48.740]  當你用你的資源和金錢
[00:02:48.740 --> 00:02:50.740]  去分享給其他人的時候
[00:02:50.740 --> 00:02:52.740]  你要怎樣做,怎樣做,怎樣做
[00:02:52.740 --> 00:02:54.740]  然後祂又說
[00:02:54.740 --> 00:02:56.740]  當你祈禱的時候
[00:02:56.740 --> 00:02:58.740]  你要怎樣做,怎樣做,怎樣做
[00:02:58.740 --> 00:03:00.740]  然後祂又再說
[00:03:00.740 --> 00:03:02.740]  是不是沒有聲音,聽到嗎
[00:03:02.740 --> 00:03:04.740]  是較小聲
[00:03:04.740 --> 00:03:06.740]  第三祂就說
[00:03:06.740 --> 00:03:08.740]  當你禁食的時候
[00:03:08.740 --> 00:03:10.740]  你要怎樣做,怎樣做,怎樣做
[00:03:10.740 --> 00:03:12.740]  但剛才很明顯
[00:03:12.740 --> 00:03:14.740]  我看到大家舉手的情況
[00:03:14.740 --> 00:03:16.740]  我看到一樣東西
[00:03:16.740 --> 00:03:18.740]  其實不單止在這裡
[00:03:18.740 --> 00:03:22.740]  我也問過同樣的問題
[00:03:22.740 --> 00:03:24.740]  在另外一些教會,不是宣道會的教會
[00:03:24.740 --> 00:03:26.740]  當我說類似的訊息的時候
[00:03:26.740 --> 00:03:28.740]  有這樣的統計,或者在南堂
[00:03:28.740 --> 00:03:30.740]  好像也有類似的問過
[00:03:30.740 --> 00:03:32.740]  情況也是類似的
[00:03:32.740 --> 00:03:34.740]  我發覺一樣東西
[00:03:34.740 --> 00:03:40.740]  就是我們帶著選擇性地去依從
[00:03:40.740 --> 00:03:44.740]  或者去將神在聖經裡面的教導實行出來
[00:03:44.740 --> 00:03:46.740]  因為那三樣東西都是耶穌說的
[00:03:46.740 --> 00:03:48.740]  登山補訓
[00:03:48.740 --> 00:03:50.740]  當你施捨的時候你要怎樣
[00:03:50.740 --> 00:03:52.740]  當你祈禱的時候你要怎樣
[00:03:52.740 --> 00:03:54.740]  當你禁食的時候你要怎樣
[00:03:54.740 --> 00:03:56.740]  祂預了我們是一個正常的基督徒
[00:03:56.740 --> 00:03:58.740]  那個生命是會這樣的
[00:03:58.740 --> 00:04:00.740]  但剛才我看到好像是祈禱比較多
[00:04:00.740 --> 00:04:02.740]  祈禱是最多
[00:04:02.740 --> 00:04:04.740]  然後就是奉獻
[00:04:04.740 --> 00:04:06.740]  或者幫助其他人
[00:04:06.740 --> 00:04:08.740]  然後在禁食那方面
[00:04:08.740 --> 00:04:10.740]  我不知道有沒有看錯
[00:04:10.740 --> 00:04:12.740]  但我就看不到有一隻手舉起來
[00:04:12.740 --> 00:04:18.740]  我們對禁食的了解
[00:04:18.740 --> 00:04:22.740]  一般的教會都比較少
[00:04:22.740 --> 00:04:24.740]  其實甚至乎
[00:04:24.740 --> 00:04:26.740]  我先講我自己
[00:04:26.740 --> 00:04:28.740]  我自己其實一直對禁食
[00:04:28.740 --> 00:04:30.740]  這件事的了解
[00:04:30.740 --> 00:04:32.740]  很皮毛
[00:04:32.740 --> 00:04:34.740]  非常膚淺
[00:04:34.740 --> 00:04:36.740]  特別我在2008年之前
[00:04:36.740 --> 00:04:40.740]  信主十幾年的經歷裏面
[00:04:40.740 --> 00:04:42.740]  我禁食禱告
[00:04:42.740 --> 00:04:44.740]  禁食親近神的次數
[00:04:44.740 --> 00:04:46.740]  用十隻手指
[00:04:46.740 --> 00:04:48.740]  數到的
[00:04:48.740 --> 00:04:50.740]  十幾年信主經歷裏面
[00:04:50.740 --> 00:04:52.740]  其實有好幾年我已經作為一個傳道人
[00:04:52.740 --> 00:04:54.740]  十隻手指數到
[00:04:54.740 --> 00:04:56.740]  我有沒有禁食禱告
[00:04:56.740 --> 00:04:58.740]  在十幾年的信主的
[00:04:58.740 --> 00:05:00.740]  生命裏面
[00:05:00.740 --> 00:05:02.740]  過往是一些大難臨頭的時候
[00:05:02.740 --> 00:05:04.740]  嘩真是死了
[00:05:04.740 --> 00:05:06.740]  或者去想一下
[00:05:06.740 --> 00:05:08.740]  究竟我前路是怎樣
[00:05:08.740 --> 00:05:10.740]  在澳洲還是回香港
[00:05:10.740 --> 00:05:12.740]  還是在那裏的時候
[00:05:12.740 --> 00:05:14.740]  我就會想起禁食祈禱
[00:05:14.740 --> 00:05:16.740]  去尋求神
[00:05:16.740 --> 00:05:18.740]  其餘就是我記得
[00:05:18.740 --> 00:05:20.740]  以前都有一個同工
[00:05:20.740 --> 00:05:22.740]  他就帶領
[00:05:22.740 --> 00:05:24.740]  禱告會的時候
[00:05:24.740 --> 00:05:26.740]  他就鼓勵好像每一季
[00:05:26.740 --> 00:05:28.740]  都會有一個教會性的禁食祈禱會
[00:05:28.740 --> 00:05:30.740]  但是
[00:05:30.740 --> 00:05:32.740]  這個我真的要有一個
[00:05:32.740 --> 00:05:34.740]  這樣的懺悔
[00:05:34.740 --> 00:05:36.740]  但是在那些禁食祈禱會裏面
[00:05:36.740 --> 00:05:38.740]  我初初頭幾次
[00:05:38.740 --> 00:05:40.740]  我都會禁食去
[00:05:40.740 --> 00:05:42.740]  但是之後
[00:05:42.740 --> 00:05:44.740]  太激動了
[00:05:44.740 --> 00:05:46.740]  之後的禁食祈禱會通常我吃得很飽才去
[00:05:46.740 --> 00:05:48.740]  吃得很飽才去
[00:05:48.740 --> 00:05:50.740]  你知道為什麼嗎
[00:05:50.740 --> 00:05:52.740]  因為我不覺得禁食祈禱有什麼不同
[00:05:52.740 --> 00:05:54.740]  禁食禱告和吃得很飽的
[00:05:54.740 --> 00:05:56.740]  祈禱有什麼分別
[00:05:56.740 --> 00:05:58.740]  我看不到那個分別
[00:05:58.740 --> 00:06:00.740]  所以有一個階段禁食禱告會我真的吃得很飽
[00:06:00.740 --> 00:06:02.740]  其它的影子我見到就很辛苦
[00:06:02.740 --> 00:06:04.740]  在那裏有咕咕聲
[00:06:04.740 --> 00:06:06.740]  但我就很爽
[00:06:06.740 --> 00:06:08.740]  很舒暢地在那裏祈禱
[00:06:08.740 --> 00:06:10.740]  我就不明白為什麼要這樣去祈禱
[00:06:10.740 --> 00:06:14.740]  我就反省了
[00:06:14.740 --> 00:06:16.740]  在想為什麼今天
[00:06:16.740 --> 00:06:18.740]  我們
[00:06:18.740 --> 00:06:20.740]  好像這個
[00:06:20.740 --> 00:06:22.740]  屬靈的操練是失傳了
[00:06:22.740 --> 00:06:24.740]  為什麼呢
[00:06:24.740 --> 00:06:26.740]  我自己
[00:06:26.740 --> 00:06:28.740]  其實都很少
[00:06:28.740 --> 00:06:30.740]  我信了主之後
[00:06:30.740 --> 00:06:32.740]  都很少聽這方面的訊息
[00:06:32.740 --> 00:06:34.740]  我都聽過有一個
[00:06:34.740 --> 00:06:36.740]  牧者的分享
[00:06:36.740 --> 00:06:38.740]  他說我在過往20年裏面
[00:06:38.740 --> 00:06:40.740]  我從來沒有試過禁食祈禱
[00:06:40.740 --> 00:06:42.740]  也都沒有在神學院裏面
[00:06:42.740 --> 00:06:44.740]  聽過禁食禱告的訊息
[00:06:44.740 --> 00:06:46.740]  也都沒有在教會聽過
[00:06:46.740 --> 00:06:48.740]  這方面的訊息
[00:06:48.740 --> 00:06:50.740]  所以不能怪的
[00:06:50.740 --> 00:06:52.740]  當教會不講或者傳道人
[00:06:52.740 --> 00:06:54.740]  我想回我自己也是
[00:06:54.740 --> 00:06:56.740]  2008年之前
[00:06:56.740 --> 00:06:58.740]  這麼膚淺的了解
[00:06:58.740 --> 00:07:00.740]  在這方面沒有操練的話
[00:07:00.740 --> 00:07:04.740]  神學院也沒有講
[00:07:04.740 --> 00:07:06.740]  教會也沒有講
[00:07:06.740 --> 00:07:08.740]  大家就不會在這方面有學習
[00:07:08.740 --> 00:07:12.740]  我就在想
[00:07:12.740 --> 00:07:14.740]  實質上為什麼會有這些
[00:07:14.740 --> 00:07:16.740]  誤解呢
[00:07:16.740 --> 00:07:18.740]  我相信當中一定有些誤解
[00:07:18.740 --> 00:07:20.740]  令到
[00:07:20.740 --> 00:07:22.740]  這麼重要的屬靈的操練
[00:07:22.740 --> 00:07:24.740]  會失傳了
[00:07:24.740 --> 00:07:26.740]  我想可能
[00:07:26.740 --> 00:07:28.740]  我們看
[00:07:28.740 --> 00:07:30.740]  舊約的猶太人
[00:07:30.740 --> 00:07:32.740]  他們的宗教儀式
[00:07:32.740 --> 00:07:34.740]  來到我們新約的基督徒
[00:07:34.740 --> 00:07:36.740]  我們通常都不會再繼續的
[00:07:36.740 --> 00:07:38.740]  你有沒有人守禦月節的
[00:07:38.740 --> 00:07:40.740]  有沒有的
[00:07:40.740 --> 00:07:42.740]  你有沒有贖罪日
[00:07:42.740 --> 00:07:44.740]  你有沒有做些什麼的
[00:07:44.740 --> 00:07:46.740]  一來我們不是那個民族
[00:07:46.740 --> 00:07:48.740]  二來舊約猶太教的
[00:07:48.740 --> 00:07:50.740]  一些東西就好像
[00:07:50.740 --> 00:07:52.740]  留在那裏
[00:07:52.740 --> 00:07:54.740]  有耶穌講恩典
[00:07:54.740 --> 00:07:56.740]  講主的補血
[00:07:56.740 --> 00:07:58.740]  我們就新約了
[00:07:58.740 --> 00:08:00.740]  很自然有很多東西在那裏
[00:08:00.740 --> 00:08:02.740]  就失傳了
[00:08:02.740 --> 00:08:04.740]  然後當我們看科音書
[00:08:04.740 --> 00:08:06.740]  或者看少唐人傳
[00:08:06.740 --> 00:08:08.740]  都有講到禁食的
[00:08:08.740 --> 00:08:10.740]  但是在少唐人傳之後
[00:08:10.740 --> 00:08:12.740]  羅馬書開始一直落到後面
[00:08:12.740 --> 00:08:14.740]  是沒有怎麼提禁食的
[00:08:14.740 --> 00:08:18.740]  很有趣
[00:08:18.740 --> 00:08:20.740]  這個當中
[00:08:20.740 --> 00:08:22.740]  解釋一下
[00:08:22.740 --> 00:08:24.740]  簡單來說
[00:08:24.740 --> 00:08:26.740]  當時一些初期教會
[00:08:26.740 --> 00:08:28.740]  有一些異端
[00:08:28.740 --> 00:08:30.740]  某某主義
[00:08:30.740 --> 00:08:32.740]  叫人不要碰這個
[00:08:32.740 --> 00:08:34.740]  不要吃那個
[00:08:34.740 --> 00:08:36.740]  是不問的
[00:08:36.740 --> 00:08:38.740]  純粹是一個迷信的心態
[00:08:38.740 --> 00:08:40.740]  所以在羅馬書之後
[00:08:40.740 --> 00:08:42.740]  保羅就叫人要小心一點
[00:08:42.740 --> 00:08:44.740]  特別叫人不要吃
[00:08:44.740 --> 00:08:46.740]  不要碰不要什麼
[00:08:46.740 --> 00:08:48.740]  要很小心
[00:08:48.740 --> 00:08:50.740]  禁食就一定好
[00:08:50.740 --> 00:08:52.740]  反而是一個這樣的教導
[00:08:52.740 --> 00:08:54.740]  然後
[00:08:54.740 --> 00:08:56.740]  更加重要的一件事
[00:08:56.740 --> 00:08:58.740]  就是一個顧客的心態
[00:08:58.740 --> 00:09:00.740]  我早些之前講到
[00:09:00.740 --> 00:09:02.740]  今天有沒有人貼錢買難受的
[00:09:02.740 --> 00:09:04.740]  嘩 正呀
[00:09:04.740 --> 00:09:06.740]  整個水扔出來
[00:09:06.740 --> 00:09:08.740]  就是希望去一間餐館吃得很慘
[00:09:08.740 --> 00:09:10.740]  食物又不好吃
[00:09:10.740 --> 00:09:12.740]  又坐在廁所旁邊
[00:09:12.740 --> 00:09:14.740]  服務態度又差
[00:09:14.740 --> 00:09:16.740]  有沒有人喜歡這樣
[00:09:16.740 --> 00:09:18.740]  沒有吧
[00:09:18.740 --> 00:09:20.740]  你去吃東西
[00:09:20.740 --> 00:09:22.740]  去一個賣東西的地方
[00:09:22.740 --> 00:09:24.740]  你都是想有些好東西
[00:09:24.740 --> 00:09:26.740]  值得的
[00:09:26.740 --> 00:09:28.740]  很自然來到教會都覺得
[00:09:28.740 --> 00:09:30.740]  嘩 今天這篇訊息
[00:09:30.740 --> 00:09:32.740]  嘩 講怎樣
[00:09:32.740 --> 00:09:34.740]  得到神的祝福
[00:09:34.740 --> 00:09:36.740]  神的祝福怎樣呢
[00:09:36.740 --> 00:09:38.740]  恩雨降下 嘩 這樣就最棒了
[00:09:38.740 --> 00:09:40.740]  嘩 傾倒在我和我的家庭身上
[00:09:40.740 --> 00:09:42.740]  就最棒了 這些最喜歡聽
[00:09:42.740 --> 00:09:44.740]  你說要怎樣去操練自己
[00:09:44.740 --> 00:09:46.740]  嘩 還要不吃東西
[00:09:46.740 --> 00:09:48.740]  嘩 吃小餐
[00:09:48.740 --> 00:09:50.740]  嘩 這樣是想像不到的
[00:09:50.740 --> 00:09:54.740]  你準備
[00:09:54.740 --> 00:09:56.740]  繼續聽下去了嗎
[00:09:56.740 --> 00:10:00.740]  我這個都是一個
[00:10:00.740 --> 00:10:02.740]  隱言來的
[00:10:02.740 --> 00:10:04.740]  繼續講下去
[00:10:04.740 --> 00:10:06.740]  我不知道你準備好聽了沒有
[00:10:06.740 --> 00:10:08.740]  我們一起祈禱先好嗎
[00:10:08.740 --> 00:10:10.740]  將以下時間交託給主
[00:10:14.740 --> 00:10:16.740]  天父我求祢
[00:10:16.740 --> 00:10:18.740]  今天在我們當中
[00:10:18.740 --> 00:10:20.740]  藉著祢自己的愛
[00:10:20.740 --> 00:10:22.740]  來到去
[00:10:22.740 --> 00:10:24.740]  讓我們看到
[00:10:24.740 --> 00:10:26.740]  祢對我們的心意
[00:10:26.740 --> 00:10:28.740]  也願意
[00:10:28.740 --> 00:10:30.740]  祢透過
[00:10:30.740 --> 00:10:32.740]  祢自己的說話
[00:10:32.740 --> 00:10:34.740]  來鼓勵我們
[00:10:34.740 --> 00:10:36.740]  幫助我們
[00:10:36.740 --> 00:10:38.740]  特別讓我們
[00:10:38.740 --> 00:10:40.740]  在這個時候
[00:10:40.740 --> 00:10:42.740]  作基督徒
[00:10:42.740 --> 00:10:44.740]  也不容易
[00:10:44.740 --> 00:10:46.740]  有很多不同的物質主義
[00:10:46.740 --> 00:10:48.740]  或者一些顧客的心態
[00:10:48.740 --> 00:10:50.740]  來讓很多信耶穌的人
[00:10:50.740 --> 00:10:52.740]  都來失去了一些很寶貴
[00:10:52.740 --> 00:10:54.740]  屬靈的操練
[00:10:54.740 --> 00:10:56.740]  來親近主
[00:10:56.740 --> 00:10:58.740]  所以懇求主祢幫助
[00:10:58.740 --> 00:11:00.740]  也幫助孩子
[00:11:00.740 --> 00:11:02.740]  有膽量說需要的
[00:11:02.740 --> 00:11:04.740]  禁止我
[00:11:04.740 --> 00:11:06.740]  去說那些不應該在這裡出現的東西
[00:11:06.740 --> 00:11:08.740]  求主祢自己帶領
[00:11:08.740 --> 00:11:10.740]  聖靈在我們當中自由的運行
[00:11:10.740 --> 00:11:12.740]  帶領我們
[00:11:12.740 --> 00:11:14.740]  奉主耶穌的名頭
[00:11:14.740 --> 00:11:18.740]  事實上如果說禁食的訊息
[00:11:18.740 --> 00:11:20.740]  我相信要說好幾次
[00:11:20.740 --> 00:11:22.740]  起碼要說好幾篇的訊息
[00:11:22.740 --> 00:11:24.740]  才能夠
[00:11:24.740 --> 00:11:26.740]  有個稍微全面一點
[00:11:26.740 --> 00:11:28.740]  但是
[00:11:28.740 --> 00:11:30.740]  沒辦法了,今天我在這裡說
[00:11:30.740 --> 00:11:32.740]  下個星期好像我太太
[00:11:32.740 --> 00:11:34.740]  過來這裡,不過她應該不會說這方面的訊息
[00:11:34.740 --> 00:11:36.740]  所以我只能夠
[00:11:36.740 --> 00:11:38.740]  將它濃縮起來
[00:11:38.740 --> 00:11:40.740]  很濃縮地
[00:11:40.740 --> 00:11:42.740]  也都以我
[00:11:42.740 --> 00:11:44.740]  很膚淺
[00:11:44.740 --> 00:11:46.740]  依然很膚淺的認識裡面
[00:11:46.740 --> 00:11:48.740]  分享兩三樣
[00:11:48.740 --> 00:11:50.740]  屬靈的操練
[00:11:50.740 --> 00:11:52.740]  如果當我們看
[00:11:52.740 --> 00:11:54.740]  《馬太福音》第六章的時候
[00:11:54.740 --> 00:11:56.740]  我們看到
[00:11:56.740 --> 00:11:58.740]  耶穌對禁食
[00:11:58.740 --> 00:12:00.740]  或者對屬靈操練
[00:12:00.740 --> 00:12:02.740]  的要求
[00:12:02.740 --> 00:12:06.740]  這些字體不知道能否看到
[00:12:06.740 --> 00:12:08.740]  因為不是我預期的
[00:12:08.740 --> 00:12:10.740]  我本身弄了另外一些字體,不過可能機器出現了
[00:12:10.740 --> 00:12:12.740]  如果看到,大家一起讀好不好
[00:12:12.740 --> 00:12:14.740]  請讀
[00:12:14.740 --> 00:12:16.740]  你施捨的時候
[00:12:16.740 --> 00:12:18.740]  不要叫左手知道右手所做的
[00:12:18.740 --> 00:12:20.740]  你負在暗中察看
[00:12:20.740 --> 00:12:22.740]  必然報答你
[00:12:22.740 --> 00:12:24.740]  再讀
[00:12:34.740 --> 00:12:36.740]  你禁食的時候
[00:12:36.740 --> 00:12:38.740]  要梳頭洗臉
[00:12:38.740 --> 00:12:40.740]  你負在暗中察看
[00:12:40.740 --> 00:12:42.740]  必然報答你
[00:12:42.740 --> 00:12:44.740]  這個就是我早些之前提到的
[00:12:44.740 --> 00:12:46.740]  那幾節的經文
[00:12:46.740 --> 00:12:48.740]  中文聖經翻譯
[00:12:48.740 --> 00:12:50.740]  就是這樣
[00:12:50.740 --> 00:12:52.740]  如果你看英文
[00:12:52.740 --> 00:12:54.740]  或者比較接近原文的時候
[00:12:54.740 --> 00:12:56.740]  其實它有個意思
[00:12:56.740 --> 00:12:58.740]  它有個「當」字在這裡
[00:12:58.740 --> 00:13:00.740]  你看到有個「當」字在這裡
[00:13:00.740 --> 00:13:02.740]  它原本的意思,當你施捨的時候
[00:13:02.740 --> 00:13:04.740]  你要這樣做
[00:13:04.740 --> 00:13:06.740]  當你祈禱的時候,你要這樣做
[00:13:06.740 --> 00:13:08.740]  當你禁食的時候,你要這樣做
[00:13:08.740 --> 00:13:10.740]  你想想,如果
[00:13:10.740 --> 00:13:12.740]  一個人跟你說,當你這樣做的時候
[00:13:12.740 --> 00:13:14.740]  你要這樣,這樣,這樣做
[00:13:14.740 --> 00:13:16.740]  意思是什麼?
[00:13:16.740 --> 00:13:18.740]  它不是一個假設性
[00:13:18.740 --> 00:13:20.740]  它不是說,如果你祈禱的話
[00:13:20.740 --> 00:13:22.740]  你就這樣
[00:13:22.740 --> 00:13:24.740]  它是說,當你這樣做的時候
[00:13:24.740 --> 00:13:26.740]  當你祈禱的時候
[00:13:26.740 --> 00:13:28.740]  你要盡你的內屋
[00:13:28.740 --> 00:13:30.740]  當你禁食的時候,你要梳頭洗臉
[00:13:30.740 --> 00:13:32.740]  耶穌在跟那些門徒說
[00:13:32.740 --> 00:13:34.740]  當你這樣做
[00:13:34.740 --> 00:13:36.740]  你就要這樣
[00:13:36.740 --> 00:13:38.740]  就好像我們有時候
[00:13:38.740 --> 00:13:40.740]  教小朋友也是這樣
[00:13:40.740 --> 00:13:42.740]  當你這樣,這樣,這樣
[00:13:42.740 --> 00:13:44.740]  你下次就怎樣,怎樣,怎樣
[00:13:44.740 --> 00:13:46.740]  你預了,很明顯耶穌
[00:13:46.740 --> 00:13:48.740]  的心意就是
[00:13:48.740 --> 00:13:50.740]  祂覺得那些門徒
[00:13:50.740 --> 00:13:52.740]  是會這樣做的
[00:13:52.740 --> 00:13:54.740]  跟隨耶穌的人
[00:13:54.740 --> 00:13:56.740]  是會很自然
[00:13:56.740 --> 00:13:58.740]  會施捨,會祈禱
[00:13:58.740 --> 00:14:00.740]  還有會禁食
[00:14:00.740 --> 00:14:04.740]  很自然的
[00:14:04.740 --> 00:14:06.740]  祂不是說,如果你這樣做
[00:14:06.740 --> 00:14:08.740]  祂不是說,假設,你試一下
[00:14:08.740 --> 00:14:10.740]  耶穌說,當你
[00:14:10.740 --> 00:14:12.740]  祈禱,當你施捨
[00:14:12.740 --> 00:14:14.740]  當你禁食的時候
[00:14:14.740 --> 00:14:18.740]  你有沒有這方面的參與?
[00:14:18.740 --> 00:14:20.740]  打不打算去
[00:14:20.740 --> 00:14:22.740]  跟隨神的說話?
[00:14:22.740 --> 00:14:26.740]  有一個故事,它說
[00:14:26.740 --> 00:14:28.740]  有一個爸爸,他決定
[00:14:28.740 --> 00:14:30.740]  學習禁食祈禱
[00:14:30.740 --> 00:14:32.740]  禁食這麼好
[00:14:32.740 --> 00:14:34.740]  禁食祈禱,親近神好
[00:14:34.740 --> 00:14:36.740]  於是
[00:14:36.740 --> 00:14:38.740]  他回到家
[00:14:38.740 --> 00:14:40.740]  也要跟家人
[00:14:40.740 --> 00:14:42.740]  有少許交代
[00:14:42.740 --> 00:14:44.740]  讓他們知道,今餐
[00:14:44.740 --> 00:14:46.740]  他不吃東西了
[00:14:46.740 --> 00:14:48.740]  專心去祈禱,讀聖經
[00:14:48.740 --> 00:14:50.740]  當他說完出來
[00:14:50.740 --> 00:14:52.740]  之後,他
[00:14:52.740 --> 00:14:54.740]  一個女兒,四五歲的女兒就說
[00:14:54.740 --> 00:14:56.740]  因為她剛剛在
[00:14:56.740 --> 00:14:58.740]  主學學校
[00:14:58.740 --> 00:15:00.740]  聽到什麼叫禁食
[00:15:00.740 --> 00:15:02.740]  知道禁食即是不吃東西
[00:15:02.740 --> 00:15:04.740]  所以這個女兒就立刻說
[00:15:04.740 --> 00:15:06.740]  「爸爸,不要,你不要禁食」
[00:15:06.740 --> 00:15:08.740]  「禁食是會死的」
[00:15:08.740 --> 00:15:10.740]  因為不吃東西
[00:15:10.740 --> 00:15:12.740]  不吃東西是會死的
[00:15:12.740 --> 00:15:14.740]  這個爸爸就嘗試一下
[00:15:14.740 --> 00:15:16.740]  怎樣去解釋
[00:15:16.740 --> 00:15:18.740]  解釋禁食的好處
[00:15:18.740 --> 00:15:20.740]  解釋
[00:15:20.740 --> 00:15:22.740]  沒什麼問題的,是可以來親近神
[00:15:22.740 --> 00:15:24.740]  這樣
[00:15:24.740 --> 00:15:26.740]  他解釋完之後,女兒
[00:15:26.740 --> 00:15:28.740]  想了一會,好像明明的
[00:15:28.740 --> 00:15:30.740]  但接著又覺得
[00:15:30.740 --> 00:15:32.740]  眨眉頭
[00:15:32.740 --> 00:15:34.740]  接著她就說,「爸爸」
[00:15:34.740 --> 00:15:36.740]  「就是,你看,聖經是這樣說的」
[00:15:36.740 --> 00:15:38.740]  「所以聖經裏面的人」
[00:15:38.740 --> 00:15:40.740]  「都已經死了」
[00:15:40.740 --> 00:15:42.740]  「聖經裏面禁食的人」
[00:15:42.740 --> 00:15:44.740]  「都已經死了」
[00:15:44.740 --> 00:15:46.740]  「我們知道」
[00:15:46.740 --> 00:15:48.740]  「禁食不禁食」
[00:15:48.740 --> 00:15:50.740]  「我們都會死的」
[00:15:50.740 --> 00:15:52.740]  這個女孩
[00:15:52.740 --> 00:15:54.740]  她從一個角度去看
[00:15:54.740 --> 00:15:56.740]  禁食的人都已經死了
[00:15:56.740 --> 00:15:58.740]  但其實我們知道,禁食不禁食
[00:15:58.740 --> 00:16:00.740]  我們都會死
[00:16:00.740 --> 00:16:02.740]  而且聖經
[00:16:02.740 --> 00:16:04.740]  其實
[00:16:04.740 --> 00:16:06.740]  在聖經裏面
[00:16:06.740 --> 00:16:08.740]  也很少說到
[00:16:08.740 --> 00:16:10.740]  一定要禁食祈禱才可以
[00:16:10.740 --> 00:16:12.740]  除了有兩處
[00:16:12.740 --> 00:16:14.740]  經文裏面,耶穌說
[00:16:14.740 --> 00:16:16.740]  門徒趕不出一個鬼
