
[00:00:00.000 --> 00:00:02.640]  各位聽眾、各位朋友 新年快樂
[00:02:44.600 --> 00:02:46.680]  在神的國度的工作裡面
[00:02:46.680 --> 00:02:48.520]  在教會的事工裡面
[00:02:48.520 --> 00:02:52.080]  如果我們真的花時間去想多一點
[00:02:52.080 --> 00:02:53.560]  去想像多一點
[00:02:53.560 --> 00:02:57.480]  分分鐘會有驚人的效果也說不定
[00:02:57.480 --> 00:02:59.360]  我很想趁著新年的時間
[00:02:59.360 --> 00:03:00.400]  用兩次主日
[00:03:00.400 --> 00:03:02.080]  和大家仔細去讀一讀
[00:03:02.080 --> 00:03:03.360]  今天所看的經文
[00:03:03.360 --> 00:03:06.120]  以賽亞書第54章第一到第三節
[00:03:06.120 --> 00:03:08.320]  我們一起看一看這段經文好嗎?
[00:03:08.320 --> 00:03:10.600]  以賽亞書第54章第一到第三節
[00:03:10.600 --> 00:03:11.280]  聖經說
[00:03:11.280 --> 00:03:14.880]  「你這不懷仁不心養的要過場」
[00:03:14.880 --> 00:03:18.680]  「你這未曾經過慘難的要發聲過場」
[00:03:18.680 --> 00:03:20.800]  「揚聲歡呼」
[00:03:20.800 --> 00:03:24.720]  「因為會有丈夫的比有丈夫的兒女更多」
[00:03:24.720 --> 00:03:27.280]  「這是耶和華說的」
[00:03:27.280 --> 00:03:29.720]  「要擴張你丈母之地」
[00:03:29.720 --> 00:03:32.120]  「要張大你居所的萬字」
[00:03:32.120 --> 00:03:33.360]  「不要限子」
[00:03:33.360 --> 00:03:35.160]  「要放長你的繩子」
[00:03:35.160 --> 00:03:37.120]  「堅固你的決志」
[00:03:37.120 --> 00:03:41.200]  「因為你要向左向右開展」
[00:03:41.200 --> 00:03:44.160]  「你的後裔必得多國為業」
[00:03:44.160 --> 00:03:50.400]  「有使荒涼的城邑有人居住」
[00:03:50.400 --> 00:03:55.240]  其實以賽亞書第54章是一首詩歌
[00:03:55.240 --> 00:03:57.920]  以賽亞書裏面有四首很經典
[00:03:57.920 --> 00:04:01.880]  很著名的所謂「獨人之詩」
[00:04:01.880 --> 00:04:06.080]  第一首是記載在第42章的第一到第九節
[00:04:06.080 --> 00:04:10.440]  第二首是記載在第49章的第一到第六節
[00:04:10.440 --> 00:04:14.920]  第三首是記載在第50章的第四到第九節
[00:04:14.920 --> 00:04:17.720]  最後一首是記載在第52章的第十三節
[00:04:17.720 --> 00:04:20.560]  一直到第53章的第十二節
[00:04:20.560 --> 00:04:23.200]  是比較長的詩歌
[00:04:23.200 --> 00:04:25.960]  我們覺得哪有聽過?
[00:04:25.960 --> 00:04:27.280]  這是什麼歌?
[00:04:27.280 --> 00:04:29.200]  其實裏面有很多經文
[00:04:29.200 --> 00:04:30.360]  你一定記得的
[00:04:30.360 --> 00:04:32.000]  如果你讀過聖經的話
[00:04:32.000 --> 00:04:33.200]  你大概都記得
[00:04:33.200 --> 00:04:34.480]  特別在壽難節
[00:04:34.480 --> 00:04:36.280]  特別在復活節那段時間
[00:04:36.280 --> 00:04:38.720]  就更加多人來中讀
[00:04:38.720 --> 00:04:41.840]  更加多人來認識這些經文
[00:04:41.840 --> 00:04:42.800]  而在新約裏面
[00:04:42.800 --> 00:04:47.720]  亦引用過不少這四首「獨人之詩」裏面的經文
[00:04:47.720 --> 00:04:49.360]  舉幾個例子給大家認識
[00:04:49.360 --> 00:04:51.560]  例如第一首詩歌裏面
[00:04:51.560 --> 00:04:55.280]  第42章裏面
[00:04:55.280 --> 00:04:56.720]  有一節你應該會記得
[00:04:56.720 --> 00:04:58.240]  第42章的第三節
[00:04:58.240 --> 00:05:00.440]  「壓傷的爐爐,他不折斷
[00:05:00.440 --> 00:05:03.800]  張燦的燈火,他不催眠」
[00:05:03.800 --> 00:05:05.760]  你一定記得的
[00:05:05.760 --> 00:05:08.800]  另外第二篇裏面可能你有少許印象
[00:05:08.800 --> 00:05:12.080]  在49章的第五到第六節
[00:05:12.080 --> 00:05:14.120]  「耶和華從我出無態
[00:05:14.120 --> 00:05:16.400]  詛咒我作他的僕人
[00:05:16.400 --> 00:05:18.120]  要使雅各歸向他
[00:05:18.120 --> 00:05:20.280]  使以色列到他那裏聚集
[00:05:20.280 --> 00:05:22.920]  原來耶和華看我為尊貴
[00:05:22.920 --> 00:05:25.320]  我的上帝也成為我的力量
[00:05:25.320 --> 00:05:26.320]  現在他說
[00:05:26.320 --> 00:05:27.640]  你作我的僕人
[00:05:27.640 --> 00:05:29.680]  使雅各眾志快復興
[00:05:29.680 --> 00:05:34.320]  使以色列中不保存的歸回尚為小事
[00:05:34.320 --> 00:05:37.200]  我還要使你作愛幫人的光
[00:05:37.200 --> 00:05:41.560]  叫你施行我的救恩直到地極」
[00:05:41.560 --> 00:05:43.040]  是不是有少許印象?
[00:05:43.040 --> 00:05:47.720]  再看第50章第三首的僕人之詩第九節
[00:05:47.720 --> 00:05:49.560]  主耶和華要幫助我
[00:05:49.560 --> 00:05:52.160]  誰能定我有罪呢?
[00:05:52.160 --> 00:05:54.000]  最後一段你一定記得的
[00:05:54.000 --> 00:05:57.440]  在第四首的詩歌
[00:05:57.440 --> 00:06:01.120]  是第53章的第四到第六節
[00:06:01.120 --> 00:06:01.840]  很經典
[00:06:01.840 --> 00:06:02.360]  一起看看
[00:06:02.360 --> 00:06:03.440]  一起讀讀
[00:06:03.440 --> 00:06:05.320]  「他誠然擔當我們的憂患
[00:06:05.320 --> 00:06:06.840]  背負我們的痛苦
[00:06:06.840 --> 00:06:09.000]  我們卻以他受責罰
[00:06:09.000 --> 00:06:11.240]  被上帝擊打腐敗了
[00:06:11.240 --> 00:06:14.440]  那知他為我們的過分受寒
[00:06:14.440 --> 00:06:16.840]  為我們的罪孽壓傷
[00:06:16.840 --> 00:06:18.360]  因他受的刑罰
[00:06:18.360 --> 00:06:19.600]  我們得平安
[00:06:19.600 --> 00:06:21.160]  因他受的鞭傷
[00:06:21.160 --> 00:06:22.400]  我們得醫治
[00:06:22.400 --> 00:06:25.360]  我們都如羊走為
[00:06:25.360 --> 00:06:27.120]  各人偏行幾路
[00:06:27.120 --> 00:06:29.520]  耶和華使我們眾人的罪孽
[00:06:29.520 --> 00:06:32.200]  都歸在他身上」
[00:06:33.800 --> 00:06:37.000]  我們知道這四首的詩歌
[00:06:37.000 --> 00:06:39.280]  都是提到僕人
[00:06:39.280 --> 00:06:41.480]  這個僕人到底是誰呢?
[00:06:41.480 --> 00:06:43.760]  猶太人認為這裡所說的僕人
[00:06:43.760 --> 00:06:46.040]  就是指以色列人自己
[00:06:46.040 --> 00:06:47.520]  不少學者認為
[00:06:47.520 --> 00:06:51.280]  這裡說的是以塞亞書寫的時代
[00:06:51.280 --> 00:06:53.840]  大概可能是說到這個僕人
[00:06:53.840 --> 00:06:55.760]  是理解為以塞亞
[00:06:55.760 --> 00:06:57.600]  又或者有些人認為是耶利米
[00:06:57.600 --> 00:06:59.480]  又或者有些人認為是所羅巴巴
[00:06:59.480 --> 00:07:04.880]  甚至有些人認為是夏子被以色列人回歸的古獵
[00:07:04.880 --> 00:07:08.560]  但對於基督徒熟悉舊新約的人來說
[00:07:08.560 --> 00:07:11.000]  我們相信讀過《基督生平》的話
[00:07:11.000 --> 00:07:13.840]  你一定會相信這裡是在說預表的
[00:07:13.840 --> 00:07:16.440]  就是終極是在說耶穌基督
[00:07:16.440 --> 00:07:19.440]  就是終極預表我們的主耶穌
[00:07:19.440 --> 00:07:21.200]  祂在世上的生活
[00:07:21.200 --> 00:07:25.240]  祂完全符合了這個僕人的描述
[00:07:25.240 --> 00:07:27.560]  四首的《僕人》之歌
[00:07:27.560 --> 00:07:29.080]  都是強調主耶穌
[00:07:29.080 --> 00:07:32.360]  如何成為一位受苦的僕人
[00:07:32.360 --> 00:07:37.680]  這位僕人的工作促成了五十四章所強調的復興
[00:07:37.680 --> 00:07:41.320]  在以塞亞書第五十四章繼續用詩歌的模式
[00:07:41.320 --> 00:07:45.840]  而先知以塞亞特別去用一個苦人作為比喻
[00:07:45.840 --> 00:07:47.160]  作為寓意
[00:07:47.160 --> 00:07:53.120]  我們首先看看先知以塞亞如何描述這位苦人
[00:07:53.120 --> 00:07:57.400]  在五十四章的第一節有提到
[00:07:57.400 --> 00:07:59.720]  這個苦人的意象的時候
[00:07:59.720 --> 00:08:03.160]  就提到這位苦人有幾個特色
[00:08:03.160 --> 00:08:06.880]  第一個特色就是他是不能生育的
[00:08:06.880 --> 00:08:11.760]  聖經說「不懷孕不生育」
[00:08:11.760 --> 00:08:14.040]  「不懷孕」這個意思就是不育
[00:08:14.040 --> 00:08:15.320]  不能生育
[00:08:15.320 --> 00:08:16.400]  不孕
[00:08:16.400 --> 00:08:19.160]  例如在舊約裡面我們見過撒拉
[00:08:19.160 --> 00:08:20.600]  或者叫撒萊
[00:08:20.600 --> 00:08:21.600]  哈拿
[00:08:21.600 --> 00:08:23.160]  就是撒姆爾的母親
[00:08:23.160 --> 00:08:25.080]  又或者是參孫的母親
[00:08:25.080 --> 00:08:27.720]  都是用同一個字去講到他們不能生
[00:08:27.720 --> 00:08:28.360]  不育
[00:08:28.360 --> 00:08:29.560]  但是奇奇在
[00:08:29.560 --> 00:08:34.440]  作者接著就說他們更加是不生養
[00:08:34.440 --> 00:08:36.160]  更加說他們是不生養
[00:08:36.160 --> 00:08:38.360]  這個字的意思就是指生產
[00:08:38.360 --> 00:08:39.520]  就是指生
[00:08:39.520 --> 00:08:41.880]  在這裡的意思就是講到這個苦人
[00:08:41.880 --> 00:08:43.360]  沒有生產過
[00:08:43.360 --> 00:08:44.600]  不能生
[00:08:44.600 --> 00:08:45.840]  不孕
[00:08:45.840 --> 00:08:48.200]  自然就不能生
[00:08:48.200 --> 00:08:50.040]  今時今日對很多人來說
[00:08:50.040 --> 00:08:51.840]  沒有生比生好
[00:08:51.840 --> 00:08:54.600]  一來哪有這麼多錢
[00:08:54.600 --> 00:08:59.000]  有些人說現在生一個月要多少港幣
[00:08:59.000 --> 00:09:01.160]  分分鐘五百萬
[00:09:01.160 --> 00:09:06.080]  二來社會和政治氣氛又很沉重
[00:09:06.080 --> 00:09:07.840]  生來做什麼呢?
[00:09:07.840 --> 00:09:09.240]  還有第三
[00:09:09.240 --> 00:09:10.800]  自己都不知道怎麼教
[00:09:10.800 --> 00:09:11.680]  不懂得教
[00:09:11.680 --> 00:09:13.000]  怎麼照顧
[00:09:13.000 --> 00:09:15.760]  所以寧願兩個人二人世界算了
[00:09:15.760 --> 00:09:19.160]  有些人就覺得不生更好
[00:09:19.160 --> 00:09:20.720]  不過很可惜
[00:09:20.720 --> 00:09:26.160]  這句話是出於幾千年前古代近東的一代婦女的嘴巴
[00:09:26.160 --> 00:09:27.760]  那就完全不同了
[00:09:27.760 --> 00:09:29.440]  因為你知道不能生
[00:09:29.440 --> 00:09:32.560]  對於當時的古代近東的婦女來說
[00:09:32.560 --> 00:09:33.760]  這是一個恥辱
[00:09:33.760 --> 00:09:35.920]  對她的家庭來說也是一個恥辱
[00:09:35.920 --> 00:09:39.160]  甚至外面的人都會取笑你
[00:09:39.160 --> 00:09:40.160]  還有第二件事
[00:09:40.160 --> 00:09:42.520]  這個婦人的意象就是講到
[00:09:42.520 --> 00:09:46.720]  她從來都沒有經歷過生產的貧窮
[00:09:46.720 --> 00:09:49.800]  產難這個字的意思是指扭曲
[00:09:49.800 --> 00:09:50.560]  痛
[00:09:50.560 --> 00:09:52.400]  陣痛的那種痛楚
[00:09:52.400 --> 00:09:54.440]  我想對於女士來說
[00:09:54.440 --> 00:09:57.680]  我們經歷過生兒女的時候
[00:09:57.680 --> 00:10:00.920]  都一定會體會到這種疼痛的感受
[00:10:00.920 --> 00:10:04.280]  我知道現在有所謂的止痛藥
[00:10:04.280 --> 00:10:05.680]  你打一些麻啡進去
[00:10:05.680 --> 00:10:07.200]  那就不會那麼痛了
[00:10:07.200 --> 00:10:12.560]  所以先知繼續進一步講到這位不孕的婦人
[00:10:12.560 --> 00:10:17.680]  她根本沒有辦法經歷到女士們生兒女所經歷的那種疼痛
[00:10:17.680 --> 00:10:22.200]  那種痛苦、那種痛楚的過程
[00:10:22.200 --> 00:10:25.560]  當時代如果沒有生過兒女
[00:10:25.560 --> 00:10:28.760]  沒有經歷過這些陣痛、這些痛苦
[00:10:28.760 --> 00:10:30.440]  沒有教養過的話
[00:10:30.440 --> 00:10:34.280]  對當時的女性來說簡直是一個被告
[00:10:34.280 --> 00:10:38.080]  而且她們會覺得這樣都不算自己是一個女人
[00:10:38.080 --> 00:10:39.440]  還有第三件事
[00:10:39.440 --> 00:10:41.000]  提到這個婦人的時候
[00:10:41.000 --> 00:10:43.640]  她就是被遺棄的一個婦人
[00:10:43.640 --> 00:10:45.440]  我想你留意這裡說
[00:10:45.440 --> 00:10:49.720]  聖經說因為沒有丈夫的比有丈夫的兒女更多
[00:10:49.720 --> 00:10:53.080]  沒有丈夫就是不孕的這個婦人
[00:10:53.080 --> 00:10:55.640]  沒有丈夫的人就是不孕的婦人
[00:10:55.640 --> 00:11:01.320]  但是原文這個分詞是指到被遺棄的人
[00:11:01.320 --> 00:11:03.520]  所以這裡應該直接譯為
[00:11:03.520 --> 00:11:09.600]  因為被遺棄的人比有丈夫的人的兒女更多
[00:11:09.600 --> 00:11:11.000]  如果是這樣的話
[00:11:11.000 --> 00:11:12.120]  就有兩個可能性
[00:11:12.120 --> 00:11:15.960]  第一就是她們根本不能生就自然被人笑
[00:11:15.960 --> 00:11:17.720]  被人看不起
[00:11:17.720 --> 00:11:19.400]  甚至因為這樣的緣故
[00:11:19.400 --> 00:11:21.000]  她丈夫也不要她們
[00:11:21.000 --> 00:11:22.640]  其實也有很多這樣的例子
[00:11:22.640 --> 00:11:23.720]  舉一個例子
[00:11:23.720 --> 00:11:26.040]  在2019年3月有一宗新聞
[00:11:26.040 --> 00:11:29.000]  中國有一個年輕人經人介紹之後
[00:11:29.000 --> 00:11:34.200]  認識了一個年紀差不多一樣的女孩子
[00:11:34.200 --> 00:11:36.960]  後期經過短時間的交往
[00:11:36.960 --> 00:11:39.600]  在2017年就閃婚了
[00:11:39.600 --> 00:11:43.360]  誰知道他懷疑太太是不孕的
[00:11:43.360 --> 00:11:45.600]  而母親經常催促他
[00:11:45.600 --> 00:11:49.360]  為什麼他這麼久都不能生出任何東西
[00:11:49.360 --> 00:11:55.240]  結果這個男孩子就和這個女孩子離婚收場
[00:11:55.240 --> 00:11:57.200]  其實我們也知道
[00:11:57.200 --> 00:11:59.320]  想不到現代也有這樣的情況
[00:11:59.320 --> 00:12:01.760]  古代更加有這樣的情況
[00:12:01.760 --> 00:12:03.120]  再加上第二件事
[00:12:03.120 --> 00:12:06.600]  當然這裡不一定是指他們實際離婚
[00:12:06.600 --> 00:12:09.720]  又或者可能是不緊張他
[00:12:09.720 --> 00:12:12.440]  又或者是不理他冷落他
[00:12:12.440 --> 00:12:16.160]  其實這裡如果是這樣的話
[00:12:16.160 --> 00:12:19.560]  就變相是另一類的遺棄
[00:12:19.560 --> 00:12:22.120]  到底是哪個解釋比較準確呢
[00:12:22.120 --> 00:12:26.200]  其實不需要太關注什麼解釋才對
[00:12:26.200 --> 00:12:27.640]  問題反而是
[00:12:27.640 --> 00:12:33.160]  怎麼能夠本來不育的婦女
[00:12:33.160 --> 00:12:35.320]  完全沒有經驗的婦女
[00:12:35.320 --> 00:12:37.320]  完全被人遺棄的婦女
[00:12:37.320 --> 00:12:40.040]  她和誰生了這麼多兒女
[00:12:40.040 --> 00:12:42.520]  就算你接納她老公冷落他們也好
[00:12:42.520 --> 00:12:43.640]  不理他們也好
[00:12:43.640 --> 00:12:45.720]  但是不育、不孕
[00:12:45.720 --> 00:12:48.080]  始終不能生的嘛
[00:12:48.080 --> 00:12:52.000]  生兒養女根本是一個人做不到的事情
[00:12:52.000 --> 00:12:53.400]  一個人怎麼生
[00:12:53.400 --> 00:12:55.600]  所以以《賽亞書》54章第一節
[00:12:55.600 --> 00:12:59.880]  開始就被人看到這個婦人是一個不育的婦人
[00:12:59.880 --> 00:13:01.920]  強調她不能生
[00:13:01.920 --> 00:13:05.720]  沒有出產任何東西的特色
[00:13:05.720 --> 00:13:10.600]  但是這個婦人到底是什麼人呢?
[00:13:10.600 --> 00:13:12.360]  我們要知道
[00:13:12.360 --> 00:13:15.080]  這裡其實是一個比喻
[00:13:15.080 --> 00:13:18.800]  這個比喻嚴格來說應該是一個寓意
[00:13:18.800 --> 00:13:21.800]  《賽亞書》54章這裡說的是不育
[00:13:21.800 --> 00:13:26.240]  從來都沒有經歷過生產之苦的這種經歷
[00:13:26.240 --> 00:13:30.080]  這種被人看不起、被人嘲笑、被人遺棄
[00:13:30.080 --> 00:13:32.120]  生命裡面被人冷落
[00:13:32.120 --> 00:13:34.520]  失去了生命意義的這個女人
[00:13:34.520 --> 00:13:36.720]  當然我們會感覺到
[00:13:36.720 --> 00:13:39.560]  我們會覺得這個比喻似乎是否在說
[00:13:39.560 --> 00:13:42.640]  以色列人的命運呢?
[00:13:42.640 --> 00:13:47.800]  以色列人的際遇是不是很像這個婦女那樣呢?
[00:13:47.800 --> 00:13:48.480]  沒錯
[00:13:48.480 --> 00:13:50.120]  我們可以這樣去理解
[00:13:50.120 --> 00:13:52.480]  不過如果我們再收窄一點
[00:13:52.480 --> 00:13:54.240]  又或者再準確一點
[00:13:54.240 --> 00:13:58.000]  這裡應該特定是說到一個場景
[00:13:58.000 --> 00:14:01.200]  而這個場景牽涉兩個城市
[00:14:01.200 --> 00:14:08.600]  第一個城市就是被老、被滅亡的耶路撒冷
[00:14:08.600 --> 00:14:15.360]  這裡大概有如《加拉太書》第四章二十七節的比喻
[00:14:15.360 --> 00:14:17.560]  說到兩個耶路撒冷成一樣
[00:14:17.560 --> 00:14:21.640]  這裡第一個城市就是說到耶路撒冷的兩個處境
[00:14:21.640 --> 00:14:25.960]  這個處境就好像《加拉太書》四章二十五到二十七節那裡
[00:14:25.960 --> 00:14:29.560]  它說這下甲兩個字就是指阿拉伯的西奈山
[00:14:29.560 --> 00:14:31.480]  與現在的耶路撒冷同類
[00:14:31.480 --> 00:14:35.240]  因耶路撒冷和他的兒女都為奴的
[00:14:35.240 --> 00:14:39.600]  但在那在上的耶路撒冷是自主的
[00:14:39.600 --> 00:14:41.120]  他是我們的母
[00:14:41.120 --> 00:14:42.800]  因為經上記著
[00:14:42.800 --> 00:14:45.600]  經上記著就引返五十四章的第一節
[00:14:45.600 --> 00:14:50.640]  保羅就引返五十四章的第一節經文出來
[00:14:50.640 --> 00:14:56.560]  所以這裡其實是說到當時耶路撒冷的兩個處境
[00:14:56.560 --> 00:14:57.720]  或者兩個城市
[00:14:57.720 --> 00:15:02.760]  第一個城市就是被亡的耶路撒冷
[00:15:02.760 --> 00:15:04.320]  他們有些人被老
[00:15:04.320 --> 00:15:06.960]  被老的裡面有年輕的、有貴族的
[00:15:06.960 --> 00:15:09.480]  有些人就帶著僅有的少許的資金
[00:15:09.480 --> 00:15:12.240]  來流亡海外
[00:15:12.240 --> 00:15:14.000]  流亡的就跑去哪裡?
[00:15:14.000 --> 00:15:15.160]  跑去埃及
[00:15:15.160 --> 00:15:18.800]  剩下來的耶路撒冷就變成一個荒涼的地方
[00:15:18.800 --> 00:15:21.440]  這個就是第一個城市或者第一個處境
[00:15:21.440 --> 00:15:23.560]  而另一個城市、另一個處境就是
[00:15:23.560 --> 00:15:25.360]  從這個荒涼的絕境
[00:15:25.360 --> 00:15:29.560]  去到回歸復興的耶路撒冷
[00:15:29.560 --> 00:15:31.400]  以塞亞先知就要凸顯出
[00:15:31.400 --> 00:15:34.360]  耶路撒冷就好像這個婦人一樣
[00:15:34.360 --> 00:15:37.600]  這位不育、這位不仁被遺棄的女士
[00:15:37.600 --> 00:15:41.400]  最後怎樣成為復興多有疑慮
[00:15:41.400 --> 00:15:44.080]  而在應用和神學的層面裡面
[00:15:44.080 --> 00:15:48.240]  如果和先前的四首《獨人之詩》拉在一起來看
[00:15:48.240 --> 00:15:51.840]  和祂所強調的救贖、救恩拉在一起來看的話
[00:15:51.840 --> 00:15:54.560]  這樣我們就可以去到新約的角度
[00:15:54.560 --> 00:15:56.000]  或者將祂理解
[00:15:56.000 --> 00:16:01.520]  將祂應用到屬神的群體、教會身上
[00:16:01.520 --> 00:16:04.200]  五十四章透過這個比喻
[00:16:04.200 --> 00:16:06.440]  讓我們學習幾件很重要的事情
[00:16:06.440 --> 00:16:08.520]  今天我們就看第一件事
[00:16:08.520 --> 00:16:14.840]  就是擴張這麼重要的教導
[00:16:14.840 --> 00:16:17.600]  在五十四章的第二節
[00:16:17.600 --> 00:16:21.040]  聖經提到一件很重要的事情
[00:16:21.040 --> 00:16:23.920]  就是要擴張你障目之地
[00:16:23.920 --> 00:16:26.240]  張大你的慢子
[00:16:26.240 --> 00:16:27.960]  不要閒子
[00:16:27.960 --> 00:16:30.640]  要放長你的誠指
[00:16:30.640 --> 00:16:33.280]  要堅固你的決志
[00:16:33.280 --> 00:16:38.680]  這一節的經文有三個完全一樣的時態的動詞
[00:16:38.680 --> 00:16:42.160]  都是冥靈式或者也可以說是祈願式
[00:16:42.160 --> 00:16:45.640]  意思就是祂很想要去做到那件事
[00:16:45.640 --> 00:16:47.400]  那哪三個動詞呢?
[00:16:47.400 --> 00:16:50.320]  哪三個含有冥靈語氣的動詞呢?
[00:16:50.320 --> 00:16:53.400]  第一個動詞就是指擴張
[00:16:53.400 --> 00:16:55.840]  這個字的意思就是指張開
[00:16:55.840 --> 00:16:57.960]  就是指寬闊
[00:16:57.960 --> 00:16:59.520]  而在《摩西五經》裡面
[00:16:59.520 --> 00:17:04.400]  用這個字幾乎大部分都是說到變大、擴大、擴張
[00:17:04.400 --> 00:17:06.440]  特別是指到地界
[00:17:06.440 --> 00:17:07.920]  特別是指到境界
[00:17:07.920 --> 00:17:10.440]  地業的界線的變大
[00:17:10.440 --> 00:17:12.640]  在歷代至上第四章第十節
[00:17:12.640 --> 00:17:16.040]  我相信大家都略略記得這個經文
[00:17:16.040 --> 00:17:18.640]  因為這裡是亞比斯的土稿
[00:17:18.640 --> 00:17:21.160]  你記不記得亞比斯說:
[00:17:21.160 --> 00:17:26.520]  「甚願你賜福於我,擴張我的境界」
[00:17:26.520 --> 00:17:30.960]  雖然「擴張」這個字並不是以塞亞書這裡用的同一個字
[00:17:30.960 --> 00:17:34.400]  但是意思上都似乎有異曲同工之妙
[00:17:34.400 --> 00:17:37.440]  第十四章第二節這裡所說到的
[00:17:37.440 --> 00:17:41.960]  是要令到你的漲幕的地方變大、擴張
[00:17:41.960 --> 00:17:43.360]  換句話說
[00:17:43.360 --> 00:17:47.720]  就好像一個當時的遊牧民族貝多恩人
[00:17:47.720 --> 00:17:50.640]  他們住的帳幕、居住的地方
[00:17:50.640 --> 00:17:53.040]  要擴大、要變大
[00:17:53.040 --> 00:17:56.120]  我不知道大家有沒有住利斯的朋友、弟兄姊妹
[00:17:56.120 --> 00:17:59.840]  有沒有去過見過利斯·格瑪的舊址呢?
[00:17:59.840 --> 00:18:02.600]  他們以前沒有這麼漂亮的
[00:18:02.600 --> 00:18:05.480]  他們以前的入口沒有這麼寬廣的
[00:18:05.480 --> 00:18:08.000]  後期合併了利斯·格瑪之後
[00:18:08.000 --> 00:18:10.600]  就更加越來越漂亮、更加越來越大
[00:18:10.600 --> 00:18:14.080]  當然了,人流多了、學生也多了
[00:18:14.080 --> 00:18:16.320]  家長也多了、車也多了
[00:18:16.320 --> 00:18:17.600]  老師也多了
[00:18:17.600 --> 00:18:20.800]  自然要更大的地方、更大的入口
[00:18:20.800 --> 00:18:23.280]  所以就要搞過了
[00:18:23.280 --> 00:18:24.480]  不僅如此
[00:18:24.480 --> 00:18:26.440]  如果你去過利斯·格瑪的球場
[00:18:26.440 --> 00:18:27.960]  就是列斯聯的球場
[00:18:27.960 --> 00:18:30.160]  你會發現今時今日的列斯聯球場
[00:18:30.160 --> 00:18:32.120]  比起去年已經不同了
