
[00:00:00.000 --> 00:00:01.760]  在1918年
[00:03:41.800 --> 00:03:43.800]  怎樣讓他們能夠加入教會
[00:03:43.800 --> 00:03:45.800]  我組織一些的重聚日
[00:03:45.800 --> 00:03:48.800]  或者在一個浸禮的安排上面
[00:03:48.800 --> 00:03:50.800]  我都有份去籌備
[00:03:50.800 --> 00:03:52.800]  每一次在浸禮的時候
[00:03:52.800 --> 00:03:58.800]  我都會看所有參與浸禮的弟兄姊妹的生命得救見證
[00:03:58.800 --> 00:04:01.800]  然後在當中
[00:04:01.800 --> 00:04:04.800]  我希望可以選到一些合適的見證
[00:04:04.800 --> 00:04:07.800]  邀請他們在台上公開的
[00:04:07.800 --> 00:04:11.800]  將神的恩典跟會眾說
[00:04:11.800 --> 00:04:14.800]  而我在牧區裏面的侍奉
[00:04:14.800 --> 00:04:18.800]  我都有時會見一些新的組員加入小組
[00:04:18.800 --> 00:04:19.800]  每一次見他們的時候
[00:04:19.800 --> 00:04:20.800]  我都會問他們
[00:04:20.800 --> 00:04:22.800]  你怎樣經歷神的
[00:04:22.800 --> 00:04:26.800]  神怎樣讓你得著這個救恩
[00:04:26.800 --> 00:04:27.800]  很感謝神
[00:04:27.800 --> 00:04:30.800]  我一直聽了很多很多的見證
[00:04:30.800 --> 00:04:34.800]  這些見證就好像希伯來書所說
[00:04:34.800 --> 00:04:38.800]  好像雲彩一樣包圍著我
[00:04:38.800 --> 00:04:39.800]  在牧區裏面
[00:04:39.800 --> 00:04:41.800]  在過往的大半年
[00:04:41.800 --> 00:04:44.800]  我都是用使徒行傳來預備一些查經資料
[00:04:44.800 --> 00:04:48.800]  給我們的小組去查考神的說話
[00:04:48.800 --> 00:04:53.800]  今天想跟大家分享一個神很重用的僕人的生命見證
[00:04:53.800 --> 00:04:56.800]  他不單只是一個使徒
[00:04:56.800 --> 00:04:58.800]  他是一個牧師
[00:04:58.800 --> 00:05:00.800]  而且他是一個宣教士
[00:05:00.800 --> 00:05:02.800]  更加是一個神學家
[00:05:02.800 --> 00:05:05.800]  使徒行傳九章一至三十一節
[00:05:05.800 --> 00:05:08.800]  就是使徒保羅的得救見證
[00:05:08.800 --> 00:05:13.800]  亦都是他侍奉之前的一個夢照的見證
[00:05:13.800 --> 00:05:17.800]  我們之後再看看使徒行傳的二十二章和二十六章
[00:05:17.800 --> 00:05:24.800]  都記載了他自己親身重提他得救的經歷
[00:05:24.800 --> 00:05:27.800]  讓我們先看看保羅信主之前
[00:05:27.800 --> 00:05:28.800]  他的背景
[00:05:28.800 --> 00:05:30.800]  他究竟是一個怎樣的人
[00:05:30.800 --> 00:05:34.800]  在保羅信主之前
[00:05:34.800 --> 00:05:35.800]  他稱為素羅
[00:05:35.800 --> 00:05:39.800]  我們一起讀下面幾節的聖經
[00:05:39.800 --> 00:05:40.800]  我原是猶太人
[00:05:40.800 --> 00:05:42.800]  生在基里加的大素
[00:05:42.800 --> 00:05:44.800]  長在這城裏
[00:05:44.800 --> 00:05:46.800]  在加瑪列門下
[00:05:46.800 --> 00:05:49.800]  按著我們祖宗嚴謹的律法受教
[00:05:49.800 --> 00:05:51.800]  以心侍奉神
[00:05:51.800 --> 00:05:53.800]  像你們眾人今天一樣
[00:05:53.800 --> 00:05:55.800]  我第八天受割禮
[00:05:55.800 --> 00:05:57.800]  我是以色列人
[00:05:57.800 --> 00:05:59.800]  變亞敏支派的人
[00:05:59.800 --> 00:06:02.800]  是希伯來人生所生的基伯來人
[00:06:02.800 --> 00:06:04.800]  就律法說我是法利塞人
[00:06:04.800 --> 00:06:07.800]  就義心說我是碧巴教會的
[00:06:07.800 --> 00:06:09.800]  就律法上的義說
[00:06:09.800 --> 00:06:12.800]  我是無可指責的
[00:06:12.800 --> 00:06:13.800]  我們看到
[00:06:13.800 --> 00:06:15.800]  素羅很重視他自己
[00:06:15.800 --> 00:06:20.800]  出身在一個明門正派的成長背景裏
[00:06:20.800 --> 00:06:22.800]  所以後來我們可以看到
[00:06:22.800 --> 00:06:26.800]  素羅就憑著他一些主觀的判斷
[00:06:26.800 --> 00:06:27.800]  和一些經驗
[00:06:27.800 --> 00:06:29.800]  他就對著一班
[00:06:29.800 --> 00:06:32.800]  忽然興起跟隨耶穌的使徒和門徒
[00:06:32.800 --> 00:06:34.800]  大大的逼迫他們
[00:06:34.800 --> 00:06:35.800]  不單止這樣
[00:06:35.800 --> 00:06:40.800]  他以為自己對神是一個忠心的表現
[00:06:40.800 --> 00:06:42.800]  去到使徒行傳的第七章
[00:06:42.800 --> 00:06:43.800]  我們看到
[00:06:43.800 --> 00:06:45.800]  執事使提反殉道
[00:06:45.800 --> 00:06:47.800]  保羅都在當中
[00:06:47.800 --> 00:06:49.800]  我們讀以下的經文
[00:06:49.800 --> 00:06:52.800]  作見證的人把衣裳放在一個少年人
[00:06:52.800 --> 00:06:54.800]  名叫素羅的腳前
[00:06:54.800 --> 00:06:57.800]  素羅也喜悅他被害
[00:06:57.800 --> 00:06:59.800]  素羅卻殘害教會
[00:06:59.800 --> 00:07:01.800]  進各人的家
[00:07:01.800 --> 00:07:04.800]  拉著男女下到監去
[00:07:04.800 --> 00:07:06.800]  素羅仍然向主的門徒
[00:07:06.800 --> 00:07:08.800]  口吐威嚇兇殺的話
[00:07:08.800 --> 00:07:10.800]  去見大祭司
[00:07:10.800 --> 00:07:12.800]  求聞書給大馬式的國會堂
[00:07:12.800 --> 00:07:15.800]  若是找著信奉者道的人
[00:07:15.800 --> 00:07:20.800]  無論男女都准他捆綁帶到耶路撒冷
[00:07:20.800 --> 00:07:25.800]  在使徒行傳二十二章的時候
[00:07:25.800 --> 00:07:29.800]  素羅亦都畏著他自己昔日所做的
[00:07:29.800 --> 00:07:31.800]  有這樣的評語
[00:07:31.800 --> 00:07:35.800]  我也曾逼迫奉者道的人直到死地
[00:07:35.800 --> 00:07:38.800]  無論男女都所拿下監
[00:07:38.800 --> 00:07:43.800]  所以素羅是一個很堅定的人
[00:07:43.800 --> 00:07:47.800]  因著他所受教的成長
[00:07:47.800 --> 00:07:50.800]  他篤定這群人就是異教徒
[00:07:50.800 --> 00:07:53.800]  他要趕盡殺絕他們
[00:07:53.800 --> 00:07:55.800]  所以信主之前的素羅
[00:07:55.800 --> 00:07:58.800]  大大逼迫基督徒
[00:07:58.800 --> 00:08:00.800]  要拉他們坐監
[00:08:00.800 --> 00:08:03.800]  甚至捆綁他們回耶路撒冷
[00:08:03.800 --> 00:08:05.800]  接下來我們就看看
[00:08:05.800 --> 00:08:07.800]  當素羅在一個經歷裡
[00:08:07.800 --> 00:08:09.800]  他從耶路撒冷
[00:08:09.800 --> 00:08:15.800]  上到今天叫大馬士革的路上的時候
[00:08:15.800 --> 00:08:18.800]  耶穌親自遇見他
[00:08:18.800 --> 00:08:24.800]  讓他經歷一個很震撼的經歷的時候
[00:08:24.800 --> 00:08:28.800]  生命就經歷了一個180度的轉變
[00:08:28.800 --> 00:08:30.800]  我們讀以下的經文
[00:08:30.800 --> 00:08:33.800]  素羅行路將到大馬士革
[00:08:33.800 --> 00:08:35.800]  忽然從天上發光
[00:08:35.800 --> 00:08:36.800]  四面照著他
[00:08:36.800 --> 00:08:38.800]  他就突倒在地
[00:08:38.800 --> 00:08:40.800]  聽見有聲音對他說
[00:08:40.800 --> 00:08:43.800]  素羅 素羅 你為什麼逼迫我
[00:08:43.800 --> 00:08:46.800]  他說 主啊 你是誰
[00:08:46.800 --> 00:08:50.800]  主啊 我就是你所逼迫的耶穌
[00:08:50.800 --> 00:08:54.800]  就在簡簡單單的三句對話裡
[00:08:54.800 --> 00:08:57.800]  素羅的生命徹底的改變
[00:08:57.800 --> 00:08:59.800]  因為他遇著耶穌
[00:08:59.800 --> 00:09:01.800]  耶穌向素羅顯現
[00:09:01.800 --> 00:09:05.800]  問他 你為什麼逼迫我
[00:09:05.800 --> 00:09:10.800]  當素羅很激烈去逼迫一些信徒的時候
[00:09:10.800 --> 00:09:13.800]  耶穌出來為著這些門徒
[00:09:13.800 --> 00:09:15.800]  為這些信徒去承擔
[00:09:15.800 --> 00:09:17.800]  他不是問素羅
[00:09:17.800 --> 00:09:19.800]  你為什麼去逼迫我的門徒
[00:09:19.800 --> 00:09:23.800]  而是他問 你為什麼要去逼迫我
[00:09:23.800 --> 00:09:25.800]  我們作為信耶穌的
[00:09:25.800 --> 00:09:26.800]  我們在這裡看到
[00:09:26.800 --> 00:09:29.800]  耶穌基督對我們的愛有多大
[00:09:29.800 --> 00:09:31.800]  正如以賽亞書所說
[00:09:31.800 --> 00:09:36.800]  耶穌誠然擔當我們的憂患 背負我們的痛苦
[00:09:36.800 --> 00:09:38.800]  而詩篇也說
[00:09:38.800 --> 00:09:40.800]  耶和華是我們生命的保障
[00:09:40.800 --> 00:09:43.800]  我們還懼誰呢
[00:09:43.800 --> 00:09:45.800]  祂在我們敵人面前
[00:09:45.800 --> 00:09:48.800]  祢為我們擺設筵席
[00:09:48.800 --> 00:09:51.800]  耶穌就是這樣願意為一群
[00:09:51.800 --> 00:09:53.800]  愛祂 跟隨祂的門徒
[00:09:53.800 --> 00:09:57.800]  全然的去承擔 全然的去保護
[00:09:57.800 --> 00:09:59.800]  當素羅去逼迫他
[00:09:59.800 --> 00:10:01.800]  對於素羅來說
[00:10:01.800 --> 00:10:05.800]  他當時也經歷了一個很震撼的經歷
[00:10:05.800 --> 00:10:07.800]  就是當他問主啊
[00:10:07.800 --> 00:10:09.800]  你是誰的時候
[00:10:09.800 --> 00:10:11.800]  耶穌就回答他
[00:10:11.800 --> 00:10:15.800]  我就是你所逼迫的耶穌
[00:10:15.800 --> 00:10:17.800]  素羅不單止在逼迫人
[00:10:17.800 --> 00:10:21.800]  其實他正在逼迫一個
[00:10:21.800 --> 00:10:23.800]  那位勝過死亡
[00:10:23.800 --> 00:10:25.800]  而又經歷了復活的彌賽亞
[00:10:25.800 --> 00:10:29.800]  耶穌基督
[00:10:29.800 --> 00:10:33.800]  及後 耶穌當然也沒有就這樣
[00:10:33.800 --> 00:10:36.800]  讓素羅停在這個震撼的經歷裡
[00:10:36.800 --> 00:10:39.800]  讓他撲倒 讓他受驚嚇
[00:10:39.800 --> 00:10:42.800]  就將他撇下
[00:10:42.800 --> 00:10:45.800]  耶穌親自差派了三個人
[00:10:45.800 --> 00:10:48.800]  將初信的素羅帶到教會
[00:10:48.800 --> 00:10:50.800]  讓他經歷神
[00:10:50.800 --> 00:10:54.800]  也不單止是帶到他
[00:10:54.800 --> 00:10:58.800]  也讓他完全的生命轉化
[00:10:58.800 --> 00:11:00.800]  經歷了一個新心靈
[00:11:00.800 --> 00:11:02.800]  一個徹底的拯救
[00:11:02.800 --> 00:11:04.800]  一個徹底的轉化和更新
[00:11:04.800 --> 00:11:06.800]  我們就看看神究竟為素羅
[00:11:06.800 --> 00:11:10.800]  預備了哪三個人去幫助他
[00:11:10.800 --> 00:11:14.800]  第一個是一個彭信的同行者
[00:11:14.800 --> 00:11:18.800]  就是當中為素羅帶來了肉身的救贖
[00:11:18.800 --> 00:11:21.800]  我們去看《使徒行傳》的九章八節
[00:11:21.800 --> 00:11:24.800]  素羅從地上起來 睜開眼睛
[00:11:24.800 --> 00:11:26.800]  竟不能看見什麼
[00:11:26.800 --> 00:11:30.800]  有人拉他的手 領他進了大馬式
[00:11:30.800 --> 00:11:33.800]  聖經裡面有很多的無名氏
[00:11:33.800 --> 00:11:36.800]  在這裡 這些無名氏就叫做友人
[00:11:36.800 --> 00:11:39.800]  友人就將素羅 一個看不到東西的素羅
[00:11:39.800 --> 00:11:41.800]  就將他帶到大馬式
[00:11:41.800 --> 00:11:43.800]  將他安頓下來
[00:11:43.800 --> 00:11:45.800]  假若沒有了這個友人
[00:11:45.800 --> 00:11:48.800]  我們今天可能就不需要看那麼多聖經了
[00:11:48.800 --> 00:11:49.800]  因為已經沒有了素羅這個人
[00:11:49.800 --> 00:11:52.800]  寫不了那麼多的保羅書信出來
[00:11:52.800 --> 00:11:54.800]  因為看不到東西的素羅
[00:11:54.800 --> 00:11:56.800]  可能已經在大馬式的路上
[00:11:56.800 --> 00:11:58.800]  被野獸吃了也說不定
[00:11:58.800 --> 00:12:01.800]  掉進了深坑 跌死了也說不定
[00:12:01.800 --> 00:12:05.800]  或者迷失路 走到沙漠 曠野
[00:12:05.800 --> 00:12:07.800]  永遠都走不到去大馬式
[00:12:07.800 --> 00:12:11.800]  永遠都走不到回去耶路撒冷 也說不定
[00:12:11.800 --> 00:12:16.800]  所以這個友人對於初信的保羅
[00:12:16.800 --> 00:12:19.800]  是非常重要的
[00:12:19.800 --> 00:12:21.800]  就是將他的肉身得著
[00:12:21.800 --> 00:12:23.800]  讓他的肉身得著救贖
[00:12:23.800 --> 00:12:26.800]  在美國有一個調查告訴我們
[00:12:26.800 --> 00:12:29.800]  我們一個人平均
[00:12:29.800 --> 00:12:31.800]  一個人信主 決志信主的時候
[00:12:31.800 --> 00:12:36.800]  平均有28個人和我們傳過福音
[00:12:36.800 --> 00:12:41.800]  當中可能有很多我們連名字都忘記了
[00:12:41.800 --> 00:12:43.800]  但求神幫助我們
[00:12:43.800 --> 00:12:45.800]  讓我們懂得有感恩的心
[00:12:45.800 --> 00:12:48.800]  我們感恩神為我們預備
[00:12:48.800 --> 00:12:53.800]  讓我們預備了很多很多
[00:12:53.800 --> 00:12:56.800]  這些友人或者無名氏
[00:12:56.800 --> 00:13:00.800]  在我們決志的生命裏成為了我們的幫助
[00:13:00.800 --> 00:13:04.800]  第二個 我稱他為一個彭信的代討者
[00:13:04.800 --> 00:13:08.800]  他讓素羅得著靈性的救贖
[00:13:08.800 --> 00:13:12.800]  我們一起讀九章的十七節
[00:13:12.800 --> 00:13:15.800]  這位弟兄叫做阿拿利亞
[00:13:15.800 --> 00:13:18.800]  阿拿利亞把手按在素羅身上說
[00:13:18.800 --> 00:13:21.800]  兄弟素羅 在你來的路上
[00:13:21.800 --> 00:13:23.800]  向你顯現的主就是耶穌
[00:13:23.800 --> 00:13:26.800]  打發我來 叫你能看見
[00:13:26.800 --> 00:13:28.800]  右臂聖靈充滿
[00:13:28.800 --> 00:13:30.800]  大家有沒有看過一本書叫做
[00:13:30.800 --> 00:13:33.800]  「彪竿人生」 看過就舉手吧
[00:13:33.800 --> 00:13:36.800]  都很多 是一本好書
[00:13:36.800 --> 00:13:40.800]  他的作者叫華里克 是美國一位牧師
[00:13:40.800 --> 00:13:42.800]  在這裏記載 華里克在十九歲
[00:13:42.800 --> 00:13:44.800]  他仍然是大學生的時代
[00:13:44.800 --> 00:13:47.800]  他曾經聽過一位牧師
[00:13:47.800 --> 00:13:49.800]  叫做W.A. Criswell
[00:13:49.800 --> 00:13:51.800]  即是克威爾牧師的講道
[00:13:51.800 --> 00:13:54.800]  當時克威爾牧師已經是一個
[00:13:54.800 --> 00:13:57.800]  二萬五千人的大教會
[00:13:57.800 --> 00:14:00.800]  叫做達拉斯第一浸信會的牧師
[00:14:00.800 --> 00:14:02.800]  據華里克他自己這樣說
[00:14:02.800 --> 00:14:04.800]  在他的信息裏面
[00:14:04.800 --> 00:14:07.800]  他已經確定神對他的呼召
[00:14:07.800 --> 00:14:09.800]  當聚會完結的時候
[00:14:09.800 --> 00:14:12.800]  他就和其他人一起排隊
[00:14:12.800 --> 00:14:15.800]  要和牧師握手 去問候
[00:14:15.800 --> 00:14:17.800]  當輪到華里克的時候
[00:14:17.800 --> 00:14:20.800]  克威爾牧師就和華里克說
[00:14:20.800 --> 00:14:23.800]  年輕人 神感動我要按手
[00:14:23.800 --> 00:14:25.800]  為你去禱告
[00:14:25.800 --> 00:14:28.800]  於是他就按手在華里克的頭上
[00:14:28.800 --> 00:14:30.800]  這樣去祈禱
[00:14:30.800 --> 00:14:33.800]  他說 父啊 我求你
[00:14:33.800 --> 00:14:36.800]  給這位年輕的弟兄雙倍的聖靈
[00:14:36.800 --> 00:14:39.800]  願他的教會的成長
[00:14:39.800 --> 00:14:42.800]  能夠達到達拉斯教會的兩倍
[00:14:42.800 --> 00:14:45.800]  願神大大的祝福他
[00:14:45.800 --> 00:14:48.800]  後來華里克牧師就認定了
[00:14:48.800 --> 00:14:52.800]  神已經聽了克威爾牧師的祈禱
[00:14:52.800 --> 00:14:55.800]  因為他後來在加州
[00:14:55.800 --> 00:14:57.800]  創立的馬鞍峰教會
[00:14:57.800 --> 00:14:59.800]  到今時今日已經成長到
[00:14:59.800 --> 00:15:01.800]  超過二萬五千人
[00:15:01.800 --> 00:15:05.800]  而且仍然不斷在成長裏面
[00:15:05.800 --> 00:15:07.800]  我們說說蘇羅吧
[00:15:07.800 --> 00:15:10.800]  阿拿利亞為他的代禱
[00:15:10.800 --> 00:15:13.800]  也讓蘇羅得著醫治
[00:15:13.800 --> 00:15:16.800]  讓他的眼能夠看見一件事
[00:15:16.800 --> 00:15:18.800]  我們看《雅各書》的五章十六節
[00:15:18.800 --> 00:15:19.800]  我們一起讀
[00:15:19.800 --> 00:15:21.800]  所以你們要彼此認罪
[00:15:21.800 --> 00:15:22.800]  互相代求
[00:15:22.800 --> 00:15:24.800]  使你們可以得醫治
[00:15:24.800 --> 00:15:26.800]  二人祈禱所發的力量
[00:15:26.800 --> 00:15:29.800]  是大有功效的
[00:15:29.800 --> 00:15:32.800]  在這裏想介紹一下我岳母
[00:15:32.800 --> 00:15:35.800]  我今年信了主二十一年
[00:15:35.800 --> 00:15:38.800]  當我初初信主二十一年前
[00:15:38.800 --> 00:15:41.800]  其實當時她已經病了二十年
[00:15:41.800 --> 00:15:43.800]  試過不同的醫生
[00:15:43.800 --> 00:15:44.800]  吃過不同的藥
[00:15:44.800 --> 00:15:47.800]  都找不出甚麼原因
[00:15:47.800 --> 00:15:49.800]  總之就是病
[00:15:49.800 --> 00:15:53.800]  我們在那時候一來未信主
[00:15:53.800 --> 00:15:55.800]  我們從來都不會相信
[00:15:55.800 --> 00:15:56.800]  我都沒有相信過
[00:15:56.800 --> 00:15:58.800]  其實她會康復
[00:15:58.800 --> 00:16:00.800]  後期我們去到加拿大的時候
[00:16:00.800 --> 00:16:02.800]  我們信了主
[00:16:02.800 --> 00:16:03.800]  因著我們的小信
[00:16:03.800 --> 00:16:07.800]  我們也沒有將岳母的需要
[00:16:07.800 --> 00:16:09.800]  放在袋子裏面
[00:16:09.800 --> 00:16:11.800]  也沒有和我們小組組員分享
[00:16:11.800 --> 00:16:14.800]  讓他們去為我們祈禱
[00:16:14.800 --> 00:16:17.800]  就有一次家人回來香港
[00:16:17.800 --> 00:16:19.800]  去探望我岳母的時候
[00:16:19.800 --> 00:16:22.800]  發覺她原來已經病得很嚴重
[00:16:22.800 --> 00:16:25.800]  差不多要接近死亡
[00:16:25.800 --> 00:16:27.800]  但礙於一些原因
[00:16:27.800 --> 00:16:30.800]  我們不能即時飛回香港
[00:16:30.800 --> 00:16:32.800]  去探望我們的岳母
[00:16:32.800 --> 00:16:33.800]  當時我們焦急
[00:16:33.800 --> 00:16:35.800]  我們在困難之中
[00:16:35.800 --> 00:16:37.800]  我們終於沒有辦法
[00:16:37.800 --> 00:16:40.800]  我們要在小組組員那裏分享
[00:16:40.800 --> 00:16:41.800]  我們在教會裏面
[00:16:41.800 --> 00:16:45.800]  我們希望組員去為著
[00:16:45.800 --> 00:16:48.800]  岳母病這件事去祈禱
[00:16:48.800 --> 00:16:50.800]  我們組員對我們很好
[00:16:50.800 --> 00:16:52.800]  馬上和我們一起
[00:16:52.800 --> 00:16:54.800]  為岳母去祈禱
[00:16:54.800 --> 00:16:56.800]  為她的病去祈禱
[00:16:56.800 --> 00:16:59.800]  原來祈禱的能力真的很大
[00:16:59.800 --> 00:17:01.800]  當祈禱完之後
[00:17:01.800 --> 00:17:02.800]  我們後來發現
[00:17:02.800 --> 00:17:04.800]  岳母在香港
[00:17:04.800 --> 00:17:06.800]  竟然遇上了一個
[00:17:06.800 --> 00:17:09.800]  她所信任的親戚
[00:17:09.800 --> 00:17:11.800]  原來那個親戚的兒子
[00:17:11.800 --> 00:17:13.800]  就在一間政府醫院裏面
[00:17:13.800 --> 00:17:15.800]  做精神科醫生
[00:17:15.800 --> 00:17:20.800]  原來他尋醫蜜藥20年
[00:17:20.800 --> 00:17:24.800]  但他一直都不覺得自己患了精神病
[00:17:24.800 --> 00:17:26.800]  所以他看盡很多的專科
[00:17:26.800 --> 00:17:27.800]  吃盡很多的藥
[00:17:27.800 --> 00:17:29.800]  都找不到什麼原因
[00:17:29.800 --> 00:17:30.800]  什麼病源
[00:17:30.800 --> 00:17:33.800]  但當見到這個親戚的兒子
[00:17:33.800 --> 00:17:34.800]  經過診斷之後
[00:17:34.800 --> 00:17:37.800]  原來說他患了一個
[00:17:37.800 --> 00:17:39.800]  抑鬱的情緒病
[00:17:39.800 --> 00:17:41.800]  因著家裏很多的問題
[00:17:41.800 --> 00:17:44.800]  他又情緒又抑鬱
[00:17:44.800 --> 00:17:46.800]  醫生就開了藥給他
[00:17:46.800 --> 00:17:48.800]  吃了藥之後
[00:17:48.800 --> 00:17:51.800]  他就慢慢的健康過來
[00:17:51.800 --> 00:17:54.800]  慢慢的康復
[00:17:54.800 --> 00:17:56.800]  我們很感謝主
[00:17:56.800 --> 00:17:59.800]  第三個我們在保羅裏面
[00:17:59.800 --> 00:18:02.800]  蘇羅為神為他預備的
[00:18:02.800 --> 00:18:03.800]  我們看到是一個
[00:18:03.800 --> 00:18:05.800]  彭遜的商代的人
[00:18:05.800 --> 00:18:08.800]  帶來蘇羅內心的豐盛
[00:18:08.800 --> 00:18:11.800]  我們看看九章27節
[00:18:11.800 --> 00:18:13.800]  唯有巴拿巴接待他
[00:18:13.800 --> 00:18:15.800]  領他去見使徒
[00:18:15.800 --> 00:18:17.800]  把他在路上怎樣看見主
[00:18:17.800 --> 00:18:19.800]  主怎樣向他說話
[00:18:19.800 --> 00:18:21.800]  他在大馬色怎樣奉耶穌的名
[00:18:21.800 --> 00:18:25.800]  放膽傳道都述說出來
[00:18:25.800 --> 00:18:26.800]  在這裏看到
[00:18:26.800 --> 00:18:28.800]  其實一個初信主的人
[00:18:28.800 --> 00:18:30.800]  在教會裏面
[00:18:30.800 --> 00:18:32.800]  怎樣去避主裏面的肢體
[00:18:32.800 --> 00:18:34.800]  去接受他過去
[00:18:34.800 --> 00:18:37.800]  和去接納他生命的改變
