
[00:00:00.000 --> 00:00:06.900]  教會今年我們慶祝成立教會五十週年
[00:02:02.300 --> 00:02:04.100]  我們有甚麼表現呢?
[00:02:04.100 --> 00:02:05.900]  我們一起讀這段聖經
[00:02:05.900 --> 00:02:07.600]  以弗所書第四章第一節六節
[00:02:07.600 --> 00:02:09.300]  準備 1、2、3
[00:02:09.300 --> 00:02:10.500]  我愛你們
[00:02:10.500 --> 00:02:12.500]  被囚的勸你們
[00:02:12.500 --> 00:02:15.100]  既然蒙召行事為人
[00:02:15.100 --> 00:02:18.100]  就當蒙召的恩相請
[00:02:18.100 --> 00:02:21.400]  凡是謙虛、溫柔、忍耐
[00:02:21.400 --> 00:02:23.600]  用愛心互相寬容
[00:02:23.600 --> 00:02:26.000]  用和平彼此聯絡
[00:02:26.000 --> 00:02:30.100]  竭力保守聖靈所賜合而唯一的心
[00:02:30.100 --> 00:02:31.900]  身體只有一個
[00:02:31.900 --> 00:02:33.700]  聖靈只有一個
[00:02:33.700 --> 00:02:35.600]  正如你們蒙召
[00:02:35.600 --> 00:02:37.400]  同有一個指望
[00:02:37.400 --> 00:02:40.400]  一主一信一浸一神
[00:02:40.400 --> 00:02:42.200]  就是眾人的符
[00:02:42.200 --> 00:02:44.100]  超乎眾人之上
[00:02:44.100 --> 00:02:46.100]  貫乎眾人之中
[00:02:46.100 --> 00:02:48.700]  也住在眾人之內
[00:02:48.700 --> 00:02:50.900]  教會有甚麼核心價值呢?
[00:02:50.900 --> 00:02:53.900]  我們要看教會是怎樣開始的
[00:02:53.900 --> 00:02:56.900]  聖經說我們是蒙召的
[00:02:56.900 --> 00:03:00.800]  我們是被耶穌基督呼召來跟隨祂
[00:03:00.800 --> 00:03:02.600]  成為祂的兒女
[00:03:02.600 --> 00:03:06.500]  我們是被耶穌基督呼召來走在一起
[00:03:06.500 --> 00:03:09.000]  組成一個教會
[00:03:09.000 --> 00:03:13.600]  所以我們是被耶穌基督呼召一切的
[00:03:13.600 --> 00:03:15.600]  而我們被呼召的時間
[00:03:15.600 --> 00:03:18.000]  我們能夠成為基督徒
[00:03:18.000 --> 00:03:20.400]  我們有一個很重要的東西
[00:03:20.400 --> 00:03:23.700]  就是我們是依賴耶穌基督的恩典
[00:03:23.700 --> 00:03:26.200]  在《伊索所書》第二章那裡
[00:03:26.200 --> 00:03:28.200]  之前有提過
[00:03:28.200 --> 00:03:30.400]  很強調耶穌的恩典
[00:03:30.400 --> 00:03:32.000]  在第五節那裡開始說
[00:03:32.000 --> 00:03:34.200]  當我們死於過凡中的時候
[00:03:34.200 --> 00:03:36.600]  叫我們跟基督一同活過來
[00:03:36.600 --> 00:03:38.600]  你們得救是本福恩
[00:03:38.600 --> 00:03:40.800]  祂又叫我們與基督耶穌一同復活
[00:03:40.800 --> 00:03:42.200]  一同坐在天上
[00:03:42.200 --> 00:03:44.400]  要將祂極豐富的恩典
[00:03:44.400 --> 00:03:46.000]  就是祂在基督耶穌裡
[00:03:46.000 --> 00:03:48.000]  向我們所施的恩賜
[00:03:48.000 --> 00:03:50.200]  顯明給後來的世代看
[00:03:50.200 --> 00:03:52.800]  你們得救是本福恩
[00:03:52.800 --> 00:03:54.000]  也因著信
[00:03:54.000 --> 00:03:56.200]  這並不是出於自己
[00:03:56.200 --> 00:03:57.800]  乃是神所賜的
[00:03:57.800 --> 00:03:59.400]  也不是出於行為
[00:03:59.400 --> 00:04:01.400]  免得由人自誇
[00:04:01.400 --> 00:04:06.600]  所以教會一個很重要的核心價值
[00:04:06.600 --> 00:04:08.600]  就是神的恩典
[00:04:08.600 --> 00:04:12.600]  我們都懂得說
[00:04:12.600 --> 00:04:15.800]  特別每當教會在這些週年紀念
[00:04:15.800 --> 00:04:18.800]  或者特殊的聚會日子裡面
[00:04:18.800 --> 00:04:21.800]  我們都會搞一個感恩崇拜
[00:04:21.800 --> 00:04:23.800]  我們不只是搞一個崇拜
[00:04:23.800 --> 00:04:25.800]  我們要搞感恩崇拜
[00:04:25.800 --> 00:04:27.200]  因為我們知道
[00:04:27.200 --> 00:04:29.800]  當我們回看過去的時間
[00:04:29.800 --> 00:04:33.800]  在教會裡面一個很重要的特徵
[00:04:33.800 --> 00:04:37.800]  就是我們是上帝的恩典幫助我們
[00:04:37.800 --> 00:04:40.400]  所以我們不會搞一個信心崇拜
[00:04:40.400 --> 00:04:42.400]  我們搞感恩崇拜
[00:04:42.400 --> 00:04:45.800]  我們知道恩典比信心更加重要
[00:04:45.800 --> 00:04:48.800]  所以恩典是我們的核心價值
[00:04:48.800 --> 00:04:51.800]  但是當我們依賴恩典的時候
[00:04:51.800 --> 00:04:53.800]  我們就不依賴自己的行為
[00:04:53.800 --> 00:04:58.800]  我們就不依賴我們自己的工作
[00:04:58.800 --> 00:05:02.800]  這是一個很重要的相對的東西
[00:05:02.800 --> 00:05:05.800]  當我們是依賴恩典的時候
[00:05:05.800 --> 00:05:09.800]  我們應該會有什麼特徵出現呢
[00:05:09.800 --> 00:05:13.800]  這個世界就不是依賴恩典的
[00:05:13.800 --> 00:05:15.800]  我們在社會上的價值
[00:05:15.800 --> 00:05:18.800]  就是強調人的努力
[00:05:18.800 --> 00:05:21.800]  有些人覺得這個也是香港的核心價值
[00:05:21.800 --> 00:05:22.800]  個人要努力
[00:05:22.800 --> 00:05:24.800]  努力我們就有前途
[00:05:24.800 --> 00:05:25.800]  我們就有成就
[00:05:25.800 --> 00:05:27.800]  我們能夠讓社會發展
[00:05:27.800 --> 00:05:30.800]  但是我們在教會裡面強調的
[00:05:30.800 --> 00:05:33.800]  應該就不是個人的努力
[00:05:33.800 --> 00:05:36.800]  而是上帝的恩典
[00:05:36.800 --> 00:05:38.800]  因為我們得救是本乎恩
[00:05:38.800 --> 00:05:40.800]  也是恩著信
[00:05:40.800 --> 00:05:44.800]  所以當我們真的是一個恩典的群體的時候
[00:05:44.800 --> 00:05:46.800]  我們有什麼特徵呢
[00:05:46.800 --> 00:05:51.800]  所書這裡提到六樣東西
[00:05:51.800 --> 00:05:52.800]  有六個特徵
[00:05:52.800 --> 00:05:55.800]  是一個恩典的群體要有的特徵
[00:05:55.800 --> 00:05:59.800]  一個行事為人和蒙召的恩相稱的人
[00:05:59.800 --> 00:06:01.800]  是會有的特徵
[00:06:01.800 --> 00:06:05.800]  第一個特徵就是謙虛
[00:06:05.800 --> 00:06:09.800]  謙虛的相反就是驕傲
[00:06:09.800 --> 00:06:11.800]  什麼人會驕傲呢
[00:06:11.800 --> 00:06:14.800]  依賴自己的人是會驕傲的
[00:06:14.800 --> 00:06:16.800]  因為如果我們認為
[00:06:16.800 --> 00:06:18.800]  我們的成就
[00:06:18.800 --> 00:06:21.800]  我們的成功
[00:06:21.800 --> 00:06:24.800]  是因為我們自己的努力的話
[00:06:24.800 --> 00:06:27.800]  是因為我們自己的貢獻的話
[00:06:27.800 --> 00:06:29.800]  我們是會驕傲的
[00:06:29.800 --> 00:06:30.800]  我行的
[00:06:30.800 --> 00:06:31.800]  我行的
[00:06:31.800 --> 00:06:33.800]  我做到這些事
[00:06:33.800 --> 00:06:36.800]  我自然就很容易驕傲
[00:06:36.800 --> 00:06:40.800]  驕傲的人就會重視自己的成就
[00:06:40.800 --> 00:06:43.800]  就會重視自己的優點
[00:06:43.800 --> 00:06:46.800]  就會重視自己的強項
[00:06:46.800 --> 00:06:50.800]  我們在這個社會是被鼓勵我們驕傲的
[00:06:50.800 --> 00:06:54.800]  因為你要常常去想你自己有什麼優點
[00:06:54.800 --> 00:06:56.800]  你要常常去推銷你自己的優點
[00:06:56.800 --> 00:06:59.800]  特別當你見工的時候
[00:06:59.800 --> 00:07:01.800]  我不知道有沒有人經常見工
[00:07:01.800 --> 00:07:06.800]  見工的時候是一個你要被迫
[00:07:06.800 --> 00:07:11.800]  要去將自己好的東西說出來的一個機會
[00:07:11.800 --> 00:07:13.800]  如果你見得工多
[00:07:13.800 --> 00:07:17.800]  一來你可能會有一點點內疚
[00:07:17.800 --> 00:07:19.800]  因為常常都不是說一些很真實的東西
[00:07:19.800 --> 00:07:22.800]  或者你是常常說得多的時候
[00:07:22.800 --> 00:07:24.800]  你真的以為自己是這樣的
[00:07:24.800 --> 00:07:26.800]  你真的以為自己是很厲害的
[00:07:26.800 --> 00:07:29.800]  以致你能夠獲得工作
[00:07:29.800 --> 00:07:31.800]  以致你能夠獲得成就
[00:07:31.800 --> 00:07:33.800]  你獲得一些東西
[00:07:33.800 --> 00:07:34.800]  我們就相信自己
[00:07:34.800 --> 00:07:36.800]  我們就依賴自己
[00:07:36.800 --> 00:07:39.800]  而驕傲的人因為相信自己
[00:07:39.800 --> 00:07:43.800]  所以他們不是很喜歡別人說他們
[00:07:43.800 --> 00:07:48.800]  不是很喜歡別人指出他們自己的弱點
[00:07:48.800 --> 00:07:50.800]  當然他自己都不會特別去說
[00:07:50.800 --> 00:07:54.800]  我當然要常常去推銷我自己的長處
[00:07:54.800 --> 00:07:55.800]  見工的人教我們
[00:07:55.800 --> 00:07:57.800]  見工的技巧都是這樣的
[00:07:57.800 --> 00:07:59.800]  就是一定問你有什麼優點
[00:07:59.800 --> 00:08:00.800]  你就拿很多東西說
[00:08:00.800 --> 00:08:02.800]  你問我自己有什麼缺點
[00:08:02.800 --> 00:08:05.800]  我們都要繞個圈去說自己的優點
[00:08:05.800 --> 00:08:07.800]  正如別人問你有什麼優點
[00:08:07.800 --> 00:08:08.800]  我很勤力的
[00:08:08.800 --> 00:08:09.800]  我很努力工作的
[00:08:09.800 --> 00:08:10.800]  你有什麼缺點
[00:08:10.800 --> 00:08:11.800]  我就因為太勤力
[00:08:11.800 --> 00:08:13.800]  所以沒什麼時間
[00:08:13.800 --> 00:08:15.800]  沒什麼時間做自己的事
[00:08:15.800 --> 00:08:17.800]  我們都是繞個圈去說自己的優點
[00:08:17.800 --> 00:08:21.800]  所以驕傲的人是不喜歡提自己的缺點
[00:08:21.800 --> 00:08:24.800]  如果有人提他缺點的時候
[00:08:24.800 --> 00:08:26.800]  他不高興的
[00:08:26.800 --> 00:08:28.800]  心裡是不舒服的
[00:08:28.800 --> 00:08:30.800]  為什麼要說這些呢
[00:08:30.800 --> 00:08:33.800]  當然心裡不舒服
[00:08:33.800 --> 00:08:35.800]  盡量會避開
[00:08:35.800 --> 00:08:36.800]  說另一個話題
[00:08:36.800 --> 00:08:38.800]  或者走開了
[00:08:38.800 --> 00:08:40.800]  或者甚至會生氣
[00:08:40.800 --> 00:08:41.800]  會發脾氣
[00:08:41.800 --> 00:08:43.800]  你不理睬這個人
[00:08:43.800 --> 00:08:44.800]  我見你講那些壞話
[00:08:44.800 --> 00:08:46.800]  我不想再見到你
[00:08:46.800 --> 00:08:49.800]  這些是一種驕傲的表現
[00:08:49.800 --> 00:08:51.800]  謙虛的人
[00:08:51.800 --> 00:08:54.800]  就是願意接受自己的缺點
[00:08:54.800 --> 00:08:57.800]  我們講到謙虛或者謙卑的時間
[00:08:57.800 --> 00:08:58.800]  就不要搞錯
[00:08:58.800 --> 00:09:01.800]  有時我們在教會就很容易有種錯覺
[00:09:01.800 --> 00:09:03.800]  就覺得一個謙虛的人
[00:09:03.800 --> 00:09:05.800]  就會覺得自己什麼都不行
[00:09:05.800 --> 00:09:06.800]  那些叫自卑
[00:09:06.800 --> 00:09:07.800]  什麼都不行
[00:09:07.800 --> 00:09:08.800]  我什麼都不行
[00:09:08.800 --> 00:09:09.800]  我什麼都不懂
[00:09:09.800 --> 00:09:10.800]  我什麼都不行
[00:09:10.800 --> 00:09:11.800]  這個不是謙虛的
[00:09:11.800 --> 00:09:15.800]  謙虛的人就是實話實說的
[00:09:15.800 --> 00:09:16.800]  就是可以就可以
[00:09:16.800 --> 00:09:18.800]  不可以就不可以
[00:09:18.800 --> 00:09:19.800]  而謙虛呢
[00:09:19.800 --> 00:09:20.800]  因為他的相反是驕傲
[00:09:20.800 --> 00:09:21.800]  他最重要的一件事
[00:09:21.800 --> 00:09:24.800]  就是他夠膽面對自己不行的事
[00:09:24.800 --> 00:09:26.800]  不是騙人的
[00:09:26.800 --> 00:09:27.800]  明明可以就說不行
[00:09:27.800 --> 00:09:28.800]  那些不是叫謙虛
[00:09:28.800 --> 00:09:29.800]  那些叫自卑
[00:09:29.800 --> 00:09:31.800]  那些基本上是騙人的
[00:09:31.800 --> 00:09:32.800]  幫手令師兄
[00:09:32.800 --> 00:09:33.800]  我不會唱歌的
[00:09:33.800 --> 00:09:36.800]  原來他卡拉OK唱得很好聽
[00:09:36.800 --> 00:09:38.800]  這些就不是叫謙虛
[00:09:38.800 --> 00:09:42.800]  這些叫自卑或者自欺欺人
[00:09:42.800 --> 00:09:45.800]  或者找個藉口推掉他
[00:09:45.800 --> 00:09:47.800]  真正謙虛的人
[00:09:47.800 --> 00:09:50.800]  他們都會承認自己可以的事
[00:09:50.800 --> 00:09:52.800]  但是他們又很樂意
[00:09:52.800 --> 00:09:55.800]  去說自己不行的事
[00:09:55.800 --> 00:09:57.800]  而他不會覺得不安心
[00:09:57.800 --> 00:09:59.800]  不會覺得不舒服
[00:09:59.800 --> 00:10:01.800]  有些事我是很差的
[00:10:01.800 --> 00:10:03.800]  有些事我是很不濟的
[00:10:03.800 --> 00:10:06.800]  所以我不怕說的
[00:10:06.800 --> 00:10:08.800]  你叫我出來講道
[00:10:08.800 --> 00:10:09.800]  講給大家聽
[00:10:09.800 --> 00:10:10.800]  我都很高興的
[00:10:10.800 --> 00:10:12.800]  我都很有信心的
[00:10:12.800 --> 00:10:13.800]  但是你叫我去那邊
[00:10:13.800 --> 00:10:14.800]  講話給小朋友聽
[00:10:14.800 --> 00:10:15.800]  我就很害怕的
[00:10:15.800 --> 00:10:17.800]  我不行的
[00:10:17.800 --> 00:10:19.800]  我那幾十年都是不懂的
[00:10:19.800 --> 00:10:21.800]  我不敢跟小朋友講道
[00:10:21.800 --> 00:10:22.800]  我不懂的
[00:10:22.800 --> 00:10:24.800]  找郭姑娘吧
[00:10:24.800 --> 00:10:27.800]  我們是可以很容易去講
[00:10:27.800 --> 00:10:30.800]  自己不擅長的事
[00:10:30.800 --> 00:10:32.800]  不會覺得很尷尬
[00:10:32.800 --> 00:10:35.800]  不會覺得很醜
[00:10:35.800 --> 00:10:37.800]  為什麼小朋友這麼小
[00:10:37.800 --> 00:10:39.800]  你都不敢跟他說話
[00:10:39.800 --> 00:10:40.800]  不敢不敢的
[00:10:40.800 --> 00:10:41.800]  沒有你的信心
[00:10:41.800 --> 00:10:43.800]  這不是我擅長的事
[00:10:43.800 --> 00:10:45.800]  我們去學習謙卑
[00:10:45.800 --> 00:10:49.800]  是因為我們知道耶穌有恩典
[00:10:49.800 --> 00:10:51.800]  因為我們不是靠自己
[00:10:51.800 --> 00:10:54.800]  我們靠自己的時候就會驕傲
[00:10:54.800 --> 00:10:55.800]  因為我可以的
[00:10:55.800 --> 00:10:57.800]  如果我們知道我們所做到的事
[00:10:57.800 --> 00:10:59.800]  是上帝的恩典幫助我們
[00:10:59.800 --> 00:11:01.800]  所以我們做不到的事
[00:11:01.800 --> 00:11:03.800]  是很正常的
[00:11:03.800 --> 00:11:05.800]  是很自然的事
[00:11:05.800 --> 00:11:07.800]  人都有做不到的事
[00:11:07.800 --> 00:11:09.800]  沒有問題的
[00:11:09.800 --> 00:11:10.800]  另外一些我做到的
[00:11:10.800 --> 00:11:12.800]  是因為耶穌的恩典幫助我
[00:11:12.800 --> 00:11:14.800]  我不需要去隱瞞
[00:11:14.800 --> 00:11:15.800]  我做不到的事
[00:11:15.800 --> 00:11:17.800]  或者我不懂的事
[00:11:17.800 --> 00:11:19.800]  一個恩典的群體
[00:11:19.800 --> 00:11:23.800]  是一個謙虛的群體
[00:11:23.800 --> 00:11:26.800]  教會是一個著重恩典的話
[00:11:26.800 --> 00:11:28.800]  我們就願意學習謙虛
[00:11:28.800 --> 00:11:30.800]  教會怎樣謙虛呢
[00:11:30.800 --> 00:11:34.800]  教會都肯面對自己的不足
[00:11:34.800 --> 00:11:38.800]  很多時候我們去論述教會的時候
[00:11:38.800 --> 00:11:40.800]  我們提到教會的時候
[00:11:40.800 --> 00:11:42.800]  特別我們在周年紀念
[00:11:42.800 --> 00:11:44.800]  當我們去周年紀念
[00:11:44.800 --> 00:11:46.800]  講教會歷史的時候
[00:11:46.800 --> 00:11:48.800]  我們總是講好的事
[00:11:48.800 --> 00:11:52.800]  我們總是講我們的成就
[00:11:52.800 --> 00:11:54.800]  我們過去五十年
[00:11:54.800 --> 00:11:56.800]  我們帶了多少人信耶穌
[00:11:56.800 --> 00:11:57.800]  我們買了多少地方
[00:11:57.800 --> 00:11:59.800]  我們籌到多少奉獻
[00:11:59.800 --> 00:12:01.800]  我們訓練了多少傳道人出來
[00:12:01.800 --> 00:12:03.800]  我們訓練了多少執事出來
[00:12:03.800 --> 00:12:05.800]  都是好的事
[00:12:05.800 --> 00:12:09.800]  很少教會肯將自己的失敗講出來
[00:12:09.800 --> 00:12:12.800]  過去五十年我們走了多少會友
[00:12:12.800 --> 00:12:14.800]  我們流失了多少人
[00:12:14.800 --> 00:12:15.800]  我們沒有一些chart
[00:12:15.800 --> 00:12:17.800]  我們的chart只是我們每年有多少人受浸
[00:12:17.800 --> 00:12:18.800]  有多少人信主
[00:12:18.800 --> 00:12:21.800]  我們沒有去執別去留心
[00:12:21.800 --> 00:12:22.800]  知不知道呢
[00:12:22.800 --> 00:12:23.800]  都知的
[00:12:23.800 --> 00:12:25.800]  有些人大家都知的
[00:12:25.800 --> 00:12:26.800]  是走了的
[00:12:26.800 --> 00:12:27.800]  有些人不信
[00:12:27.800 --> 00:12:30.800]  我們不會統計這些事
[00:12:30.800 --> 00:12:32.800]  我們訓練了多少傳道人
[00:12:32.800 --> 00:12:33.800]  訓練了多少執事
[00:12:33.800 --> 00:12:36.800]  但我們沒有訓練多少人
[00:12:36.800 --> 00:12:39.800]  很多人其實很有潛質
[00:12:39.800 --> 00:12:41.800]  上帝呼召他做傳道人或做執事
[00:12:41.800 --> 00:12:42.800]  但他沒有做到
[00:12:42.800 --> 00:12:44.800]  我們又沒有怎麼留意這些事
[00:12:44.800 --> 00:12:48.800]  所以我們很多時候都是講我們好的事
[00:12:48.800 --> 00:12:49.800]  講得好的事多
[00:12:49.800 --> 00:12:51.800]  我們很容易驕傲
[00:12:51.800 --> 00:12:53.800]  我們以為是我們的能力
[00:12:53.800 --> 00:12:57.800]  但如果我們怎樣可以願意去講不好的事
[00:12:57.800 --> 00:13:01.800]  我們怎樣願意去尋找我們不足之處
[00:13:01.800 --> 00:13:02.800]  就是因為我們相信
[00:13:02.800 --> 00:13:05.800]  我們好的事是耶穌的恩典
[00:13:06.800 --> 00:13:07.800]  既然是恩典
[00:13:07.800 --> 00:13:09.800]  不好的亦都沒有問題
[00:13:09.800 --> 00:13:10.800]  可以講
[00:13:10.800 --> 00:13:13.800]  不要覺得自己做得不好
[00:13:13.800 --> 00:13:15.800]  所以是不夠的
[00:13:15.800 --> 00:13:18.800]  當我們講到教會不足的時候
[00:13:18.800 --> 00:13:20.800]  我們很容易去怪人
[00:13:20.800 --> 00:13:23.800]  以前的牧師做得不好
[00:13:23.800 --> 00:13:25.800]  以前的執事做得不好
[00:13:25.800 --> 00:13:28.800]  你又不是很相信恩典
[00:13:28.800 --> 00:13:30.800]  恩典的意思就是說
[00:13:30.800 --> 00:13:32.800]  人所做的事不是最重要的
[00:13:32.800 --> 00:13:35.800]  我們不是依靠人的行為
[00:13:35.800 --> 00:13:39.800]  教會的成長和發展不是依靠人的行為
[00:13:39.800 --> 00:13:40.800]  我們講感恩
[00:13:40.800 --> 00:13:43.800]  我們是依靠上帝的恩典
[00:13:43.800 --> 00:13:44.800]  所以不好就講出來
[00:13:44.800 --> 00:13:45.800]  不是怪誰
[00:13:45.800 --> 00:13:46.800]  不需要怪
[00:13:46.800 --> 00:13:48.800]  因為每個人都不好
[00:13:48.800 --> 00:13:51.800]  不是上帝的恩典沒有人做得好
[00:13:51.800 --> 00:13:55.800]  不是上帝的恩典沒有人可以帶到人信耶穌
[00:13:55.800 --> 00:13:56.800]  我們帶到人信耶穌
[00:13:56.800 --> 00:13:57.800]  這個一定是恩典
[00:13:57.800 --> 00:13:58.800]  那些人帶不到人信耶穌
[00:13:58.800 --> 00:14:00.800]  有問題就沒有問題
[00:14:00.800 --> 00:14:03.800]  自然其實個個都帶不到
[00:14:03.800 --> 00:14:06.800]  不過某些人在上帝的恩典來不及的時候
[00:14:06.800 --> 00:14:07.800]  就信了耶穌
[00:14:07.800 --> 00:14:11.800]  所以我們依靠上帝的恩典的時候
[00:14:11.800 --> 00:14:16.800]  我們是可以提醒我們自己不好的地方
[00:14:16.800 --> 00:14:18.800]  我們可以講
[00:14:18.800 --> 00:14:20.800]  而且保羅常常都講
[00:14:20.800 --> 00:14:22.800]  保羅說在人的軟弱上面
[00:14:22.800 --> 00:14:26.800]  就看見上帝的恩典豐富
[00:14:26.800 --> 00:14:28.800]  所以保羅說他自己有軟弱
[00:14:28.800 --> 00:14:31.800]  保羅說他自己有刺
[00:14:31.800 --> 00:14:34.800]  但是耶穌說我的恩典夠你用
[00:14:34.800 --> 00:14:36.800]  所以不要緊繼續軟弱就可以了
[00:14:36.800 --> 00:14:38.800]  在那方面繼續有刺就可以了
[00:14:38.800 --> 00:14:42.800]  因為在那方面你會看見上帝的幫助是很大的
[00:14:42.800 --> 00:14:45.800]  我們越肯看我們的不足
[00:14:45.800 --> 00:14:47.800]  無論我們自己或者教會
[00:14:47.800 --> 00:14:50.800]  我們就越看見上帝的恩典
[00:14:50.800 --> 00:14:52.800]  我們越不肯看我們的不足
[00:14:52.800 --> 00:14:54.800]  只是看我們的強項
[00:14:54.800 --> 00:14:56.800]  我們就越看不見上帝的恩典
[00:14:56.800 --> 00:14:58.800]  以致我們會越來越驕傲
[00:14:58.800 --> 00:15:01.800]  所以讓我們去學習謙卑的功課
[00:15:01.800 --> 00:15:03.800]  謙虛的功課
[00:15:03.800 --> 00:15:06.800]  就是我們相信上帝有恩典
[00:15:06.800 --> 00:15:09.800]  因為是上帝的恩典令我們今天來到這個地步
[00:15:09.800 --> 00:15:14.800]  所以我們又不怕去講我們不足的地方
[00:15:14.800 --> 00:15:16.800]  我們願意去分享
[00:15:16.800 --> 00:15:21.800]  一個恩典的群體第二個特徵是溫柔
[00:15:21.800 --> 00:15:25.800]  溫柔的相反就是發怒
[00:15:25.800 --> 00:15:28.800]  經常發怒的人你不會覺得他是溫柔的人
[00:15:28.800 --> 00:15:30.800]  所以溫柔最重要的意義
[00:15:30.800 --> 00:15:33.800]  就是能夠控制我們的脾氣
[00:15:33.800 --> 00:15:37.800]  能夠控制我們的憤怒
[00:15:37.800 --> 00:15:40.800]  控制我們這方面的情緒
[00:15:40.800 --> 00:15:42.800]  人為什麼會發怒呢
[00:15:42.800 --> 00:15:43.800]  人通常發怒
[00:15:43.800 --> 00:15:46.800]  我們是在講對別人發怒的
[00:15:46.800 --> 00:15:48.800]  對自己的不計
[00:15:48.800 --> 00:15:50.800]  因為我們都不會講你對自己溫柔
[00:15:50.800 --> 00:15:52.800]  講溫柔當然講你對人溫柔
[00:15:52.800 --> 00:15:54.800]  對自己溫柔沒有什麼意思
[00:15:54.800 --> 00:15:57.800]  所以我們為什麼很容易對別人發怒呢
[00:15:57.800 --> 00:16:01.800]  因為我們很多時候看不起別人
[00:16:01.800 --> 00:16:03.800]  我們看不順眼別人做的事
[00:16:03.800 --> 00:16:07.800]  我們覺得那些做法是不行的
[00:16:07.800 --> 00:16:10.800]  那些做法是不可以這樣做的
[00:16:10.800 --> 00:16:13.800]  特別當我們自己不是這樣做的時候
[00:16:13.800 --> 00:16:15.800]  我們覺得自己可以做得到
[00:16:15.800 --> 00:16:18.800]  我們自己很勤力讀書的
[00:16:18.800 --> 00:16:20.800]  所以當我們的小朋友不勤力讀書
[00:16:20.800 --> 00:16:22.800]  我們就很生氣
[00:16:22.800 --> 00:16:24.800]  為什麼我做得到他做不到呢
[00:16:24.800 --> 00:16:28.800]  當我們可以很能夠控制我們的飲食
[00:16:28.800 --> 00:16:30.800]  大人通常都可以的
[00:16:30.800 --> 00:16:32.800]  但是小朋友控制不了
[00:16:32.800 --> 00:16:34.800]  一想起想吃的時候
[00:16:34.800 --> 00:16:36.800]  你就很容易生氣
[00:16:36.800 --> 00:16:37.800]  我們生氣的時候
[00:16:37.800 --> 00:16:41.800]  因為我們看見別人有很多的錯誤
[00:16:41.800 --> 00:16:43.800]  別人有很多事情做得不好
[00:16:43.800 --> 00:16:45.800]  我們就會生氣
[00:16:45.800 --> 00:16:48.800]  正因為我們看見別人眼中的刺
[00:16:48.800 --> 00:16:51.800]  我們看不到自己眼中的良莫
[00:16:51.800 --> 00:16:54.800]  如果我們是依靠自己的
[00:16:54.800 --> 00:16:58.800]  我們覺得今天我做人做得好好的
[00:16:58.800 --> 00:17:00.800]  是因為我的能力好
[00:17:00.800 --> 00:17:02.800]  那我們一定很容易生氣的
[00:17:02.800 --> 00:17:04.800]  因為我們覺得別人做不到
[00:17:04.800 --> 00:17:06.800]  那為什麼我做到你做不到呢
