
[00:00:00.000 --> 00:00:02.080]  觀眾姐妹新年快樂
[00:02:06.800 --> 00:02:08.640]  肥納比書第四章
[00:02:08.640 --> 00:02:10.680]  肥納比書第四章
[00:02:10.680 --> 00:02:17.960]  我們找到章我們一起讀好不好,第十二節
[00:02:17.960 --> 00:02:19.640]  第十二節
[00:02:19.640 --> 00:02:21.720]  或者我們從十一節開始讀
[00:02:21.720 --> 00:02:23.200]  好,我們讀十一節開始
[00:02:23.200 --> 00:02:25.000]  好,我們一起讀
[00:02:25.000 --> 00:02:28.280]  我並不是因缺乏說者說
[00:02:28.280 --> 00:02:32.120]  我無論在什麼境況都可以知足
[00:02:32.120 --> 00:02:34.760]  這是我已經學會了
[00:02:34.760 --> 00:02:37.520]  我知道怎樣處悲戰
[00:02:37.520 --> 00:02:40.200]  也知道怎樣處豐富
[00:02:40.200 --> 00:02:42.480]  或飽足或飢餓
[00:02:42.480 --> 00:02:44.640]  或有餘或缺乏
[00:02:44.640 --> 00:02:46.440]  隨時隨在
[00:02:46.440 --> 00:02:48.880]  我都得了被缺
[00:02:48.880 --> 00:02:52.160]  這句聖經可以說是很多基督徒特別
[00:02:52.160 --> 00:02:57.320]  甚至我自己都很欣賞的一句聖經的啟示
[00:02:57.320 --> 00:03:00.120]  這句話不管很多基督徒包括我自己
[00:03:00.120 --> 00:03:03.040]  也都得了很多啟示
[00:03:03.040 --> 00:03:09.440]  他能夠將保羅他在多年的侍奉人生當中的要旨
[00:03:09.440 --> 00:03:12.960]  很透徹地去剖析了出來
[00:03:12.960 --> 00:03:17.440]  他將保羅多年的侍奉的祕訣給剖析出來
[00:03:17.440 --> 00:03:19.680]  基本上這句話是說什麼呢?
[00:03:19.680 --> 00:03:21.080]  這句話是講什麼呢?
[00:03:21.080 --> 00:03:25.120]  就是說無論在什麼境況
[00:03:25.120 --> 00:03:31.440]  包括有悲戰、豐富、飽足、飢餓
[00:03:31.440 --> 00:03:35.320]  就是有豐富、飽足、飢餓
[00:03:35.320 --> 00:03:39.520]  或有餘或缺乏
[00:03:39.520 --> 00:03:43.360]  在任何時間、任何境況
[00:03:43.360 --> 00:03:47.000]  都得到一個祕訣
[00:03:47.000 --> 00:03:49.320]  問題是什麼祕訣呢?
[00:03:49.320 --> 00:03:51.120]  問題是什麼祕訣呢?
[00:03:51.120 --> 00:03:54.960]  保羅在這裡其實沒有詳細再解釋這個祕訣是什麼
[00:03:54.960 --> 00:03:57.520]  保羅沒有詳細解釋這個祕訣是什麼
[00:03:57.520 --> 00:04:03.080]  不過他說這個祕訣能夠使得他有力量地去繼續
[00:04:03.080 --> 00:04:04.760]  凡事都能做
[00:04:04.760 --> 00:04:08.320]  在這十三節的大經文裡面
[00:04:08.320 --> 00:04:10.080]  就是說得了這個祕訣以後
[00:04:10.080 --> 00:04:11.400]  凡事都能做
[00:04:11.400 --> 00:04:12.760]  並且怎麼樣呢?
[00:04:12.760 --> 00:04:16.960]  他說你們和我同受患癌源氏尾氏
[00:04:16.960 --> 00:04:20.640]  你們和我同受患癌源氏尾氏
[00:04:20.640 --> 00:04:23.680]  如果我們單看之前那一句金句
[00:04:23.680 --> 00:04:25.480]  或者第十二節的時候
[00:04:25.480 --> 00:04:28.280]  如果我們只看這個金句十二節的時候
[00:04:28.280 --> 00:04:30.520]  可能會給人一種感覺就是
[00:04:30.520 --> 00:04:33.080]  做人都沒有什麼大志
[00:04:33.080 --> 00:04:36.080]  做人都沒有什麼大志
[00:04:36.080 --> 00:04:37.840]  你什麼都說上帝主管
[00:04:37.840 --> 00:04:39.360]  那你很被動的
[00:04:39.360 --> 00:04:42.080]  什麼事都是由上帝主管的很被動
[00:04:42.080 --> 00:04:45.000]  但是其實這句經文最重要想說的
[00:04:45.000 --> 00:04:47.240]  是去到第十三和十四節
[00:04:47.240 --> 00:04:50.680]  這句經文最重要想講的是十三、十四節
[00:04:50.680 --> 00:04:52.880]  十二節就是講不同的際遇
[00:04:52.880 --> 00:04:55.280]  十二節是講不同的角度
[00:04:55.280 --> 00:05:02.600]  這個祕訣提供了什麼方向給保羅繼續活下去呢?
[00:05:02.600 --> 00:05:05.920]  這個祕訣提供了什麼方向讓他生活下去呢?
[00:05:05.920 --> 00:05:06.720]  第一件事
[00:05:06.720 --> 00:05:08.480]  他知道他有力量
[00:05:08.480 --> 00:05:09.440]  知道他有力量
[00:05:09.440 --> 00:05:11.520]  可以做到一些事
[00:05:11.520 --> 00:05:13.120]  在任何時間都能做到一些事
[00:05:13.120 --> 00:05:14.800]  在任何時間都能做到一些事
[00:05:14.800 --> 00:05:16.600]  這是第一個祕訣
[00:05:16.600 --> 00:05:16.680]  這是第一個祕訣
[00:05:16.680 --> 00:05:17.640]  這是第一個祕訣
[00:05:17.640 --> 00:05:18.920]  這祕訣第一件事
[00:05:18.920 --> 00:05:19.760]  第二件事
[00:05:19.760 --> 00:05:20.520]  第二件事
[00:05:20.520 --> 00:05:22.000]  他欣賞到
[00:05:22.000 --> 00:05:22.680]  他欣賞到
[00:05:22.680 --> 00:05:24.880]  在患難的裏面
[00:05:24.880 --> 00:05:26.240]  在患難的裏面
[00:05:26.240 --> 00:05:29.120]  只要能夠和弟兄姊妹在一起的話
[00:05:29.120 --> 00:05:30.960]  只要和弟兄姊妹在一起的時候
[00:05:30.960 --> 00:05:31.560]  和弟兄姊妹在一起的話
[00:05:31.560 --> 00:05:34.080]  和心合意的人走在一起
[00:05:34.080 --> 00:05:36.200]  和同性合意的人在一起
[00:05:36.200 --> 00:05:38.800]  就算患難也是一件美事
[00:05:38.800 --> 00:05:40.680]  就算患難也是一件美事
[00:05:40.680 --> 00:05:43.480]  這件事我們作為信徒
[00:05:43.480 --> 00:05:46.480]  應該是值得去欣賞和看重的事
[00:05:46.480 --> 00:05:49.200]  這作為信徒應該欣賞和看重的事
[00:05:49.200 --> 00:05:51.600]  特別是在現在這個世界裏面
[00:05:51.600 --> 00:05:51.600]  特別是在這個世界裏面
[00:05:51.600 --> 00:05:53.040]  特別是在這個世界裏面
[00:05:53.040 --> 00:05:57.760]  如果大家開始留意新聞近幾年
[00:05:57.760 --> 00:05:59.600]  特別留意新聞這幾年
[00:05:59.600 --> 00:06:01.520]  有一種叫做民粹主義
[00:06:01.520 --> 00:06:02.960]  叫做民粹主義
[00:06:02.960 --> 00:06:04.160]  知道什麼叫民粹主義嗎?
[00:06:04.160 --> 00:06:04.200]  知道什麼叫民粹主義嗎?
[00:06:04.200 --> 00:06:04.200]  知道什麼叫民粹主義嗎?
[00:06:04.200 --> 00:06:05.800]  知道什麼叫民粹主義嗎?
[00:06:05.800 --> 00:06:08.880]  民粹主義就是人民決定一切
[00:06:08.880 --> 00:06:08.920]  民粹主義就是人民決定一切
[00:06:08.920 --> 00:06:10.640]  民粹主義就是人民決定一切
[00:06:10.640 --> 00:06:14.960]  這個比民主更走向另一個端的看法
[00:06:14.960 --> 00:06:15.000]  比民主更走向極端的看法
[00:06:15.000 --> 00:06:17.720]  比民主更走向極端的看法
[00:06:17.720 --> 00:06:19.720]  民主都是大眾決定
[00:06:19.720 --> 00:06:20.920]  民主是大家的決定
[00:06:20.920 --> 00:06:22.600]  現在民粹主義就是
[00:06:22.600 --> 00:06:24.720]  哪些人能夠在那個時候
[00:06:24.720 --> 00:06:28.120]  有自己的能力去爭取到大眾呢?
[00:06:28.120 --> 00:06:30.320]  如果在這個民粹的思想
[00:06:30.320 --> 00:06:33.080]  這個時候誰有能力去爭取到大眾
[00:06:33.080 --> 00:06:34.320]  他們就決定一切
[00:06:34.320 --> 00:06:35.200]  他們決定一切
[00:06:35.200 --> 00:06:37.600]  在這個大環境的世界發展
[00:06:37.600 --> 00:06:39.920]  在這個大環境的世界發展當中
[00:06:39.920 --> 00:06:41.480]  我們開始發現到一件事
[00:06:41.480 --> 00:06:42.720]  我們開始發現一件事
[00:06:42.720 --> 00:06:44.520]  這個世界開始是什麼呢?
[00:06:44.520 --> 00:06:45.720]  這個世界開始怎麼樣呢?
[00:06:45.720 --> 00:06:48.080]  不是說做官的說事那麼簡單
[00:06:48.080 --> 00:06:50.480]  這個世界不是說當官的時候說什麼
[00:06:50.480 --> 00:06:54.480]  現在每個人都有不同層次的說事能力
[00:06:54.480 --> 00:06:57.760]  在每一個不同層次有自己說話的能力
[00:06:57.760 --> 00:07:01.520]  你在你的能力那裡去展現、發揮
[00:07:01.520 --> 00:07:05.200]  甚至可以說欺壓你下面受你控制的人
[00:07:05.200 --> 00:07:11.280]  你就可以有能力去控制你下面的人
[00:07:11.280 --> 00:07:13.560]  所以我們越來越面對這些
[00:07:13.560 --> 00:07:18.320]  真是叫做逆境的情況是很普遍、很容易
[00:07:18.320 --> 00:07:21.560]  就我們所面對這種逆境就很容易
[00:07:21.560 --> 00:07:23.680]  有時遇到這種情況之下
[00:07:23.680 --> 00:07:24.960]  遇到這種情況之下
[00:07:24.960 --> 00:07:26.680]  有冤無路訴
[00:07:26.680 --> 00:07:28.080]  就有冤無出訴
[00:07:28.080 --> 00:07:29.360]  被迫著
[00:07:29.360 --> 00:07:31.400]  就一直沒有解決的方法
[00:07:31.400 --> 00:07:33.240]  一直沒有解決的方法
[00:07:33.240 --> 00:07:36.560]  在這樣的情況、在這樣的世界環境之下
[00:07:36.560 --> 00:07:37.880]  在這個世界環境之下
[00:07:37.880 --> 00:07:39.720]  不過我剛剛說過的話就很重要
[00:07:39.720 --> 00:07:40.920]  保羅哥經常說很重要
[00:07:40.920 --> 00:07:44.280]  為我們今天的作為信徒提供了一個很重要的方向
[00:07:44.280 --> 00:07:46.360]  我們今天信徒提供了一個很重要的方向
[00:07:46.360 --> 00:07:51.120]  這個世界現在越來越走向一個沒有道理的現象
[00:07:51.120 --> 00:07:53.200]  在這個世界走向一個沒有道理的現象
[00:07:53.200 --> 00:07:54.480]  在這種情況之下
[00:07:54.480 --> 00:07:55.520]  在這種情況之下
[00:07:55.520 --> 00:07:56.480]  作為基督徒
[00:07:56.480 --> 00:07:57.760]  作為基督徒
[00:07:57.760 --> 00:07:58.640]  怎麼活呢?
[00:07:58.640 --> 00:07:59.240]  怎麼就活了?
[00:07:59.240 --> 00:08:02.560]  是不是走向一個世界這些人走的情況呢?
[00:08:02.560 --> 00:08:04.560]  這是一個世界的人的情況呢?
[00:08:04.560 --> 00:08:05.440]  還是
[00:08:05.440 --> 00:08:06.040]  還是
[00:08:06.040 --> 00:08:07.000]  就像保羅一樣
[00:08:07.000 --> 00:08:07.480]  像保羅一樣
[00:08:07.480 --> 00:08:09.120]  只要有一羣同心的人
[00:08:09.120 --> 00:08:10.360]  就是一羣同心的人
[00:08:10.360 --> 00:08:13.440]  就算面對逆境、患難也好
[00:08:13.440 --> 00:08:15.200]  只是念久犯難以後
[00:08:15.200 --> 00:08:16.440]  都是一件美事
[00:08:16.440 --> 00:08:17.320]  都是一件美事
[00:08:17.320 --> 00:08:19.640]  但是這樣是不是很扭曲的思維呢?
[00:08:19.640 --> 00:08:21.320]  可能是一個很扭曲的思維
[00:08:21.320 --> 00:08:21.960]  不是
[00:08:21.960 --> 00:08:22.440]  不是
[00:08:22.440 --> 00:08:24.640]  今天我們所看的《使徒函卷》第28章
[00:08:24.640 --> 00:08:25.920]  今天我們所看的《使徒函卷》第28章
[00:08:25.920 --> 00:08:29.160]  其實正正就是在說其中一個保羅的經歷
[00:08:29.160 --> 00:08:31.400]  這就是講保羅的一個經歷
[00:08:31.400 --> 00:08:33.200]  讓我們看見
[00:08:33.200 --> 00:08:37.560]  如果一羣信徒能夠彼此守望在同一個環境的裏面
[00:08:37.560 --> 00:08:40.680]  如果地獄準備在一個彼此守望的環境當中
[00:08:40.680 --> 00:08:42.040]  好景固然好
[00:08:42.040 --> 00:08:43.120]  好景當然好
[00:08:43.120 --> 00:08:45.400]  不好景其實都可以很好的一件事來的
[00:08:45.400 --> 00:08:47.360]  即使地獄也是一個很好的事
[00:08:47.360 --> 00:08:50.760]  最重要信徒有沒有秉持著上帝的說話
[00:08:50.760 --> 00:08:53.320]  最重要信徒有沒有秉持上帝的話
[00:08:53.320 --> 00:08:54.840]  彼此守望
[00:08:54.840 --> 00:08:55.400]  彼此守望
[00:08:55.400 --> 00:08:56.400]  有期盼
[00:08:56.400 --> 00:08:57.120]  有期盼
[00:08:57.120 --> 00:08:58.520]  活在這個世界當中
[00:08:58.520 --> 00:08:59.840]  活在這個世界當中
[00:08:59.840 --> 00:09:03.480]  而不是只是在這個世界做一些多多修修補補的活動
[00:09:03.480 --> 00:09:06.720]  不是只是在這個世界做一些修修補補的活動
[00:09:06.720 --> 00:09:09.720]  今天普世教會其中一個最大的問題是
[00:09:09.720 --> 00:09:11.400]  普世教會一個最大的問題是
[00:09:11.400 --> 00:09:14.480]  我們失卻了這種彼此守望的情況
[00:09:14.480 --> 00:09:16.280]  我們失卻了這種彼此守望的情況
[00:09:16.280 --> 00:09:17.960]  今天很多人回教會是為了什麼?
[00:09:17.960 --> 00:09:19.280]  很多人回教會是為了什麼?
[00:09:19.280 --> 00:09:20.680]  我感覺良好
[00:09:20.680 --> 00:09:21.920]  我感覺良好
[00:09:21.920 --> 00:09:24.240]  我覺得我這裏得到釋放
[00:09:24.240 --> 00:09:25.480]  我這裏得到了釋放
[00:09:25.480 --> 00:09:29.840]  我這裏可以展現我的才幹
[00:09:29.840 --> 00:09:31.920]  而這個世界不曉得欣賞的
[00:09:31.920 --> 00:09:34.280]  我這裏可以展現我的才幹
[00:09:34.280 --> 00:09:36.520]  但是世界並不欣賞
[00:09:36.520 --> 00:09:37.680]  甚至怎麼樣
[00:09:37.680 --> 00:09:43.480]  將教會漸漸做成一個自我享受一個慈善機構的一個做法
[00:09:43.480 --> 00:09:46.680]  把教會變成一個自我享受的慈善機構
[00:09:46.680 --> 00:09:51.480]  您要知道教會跟一般的慈善機構是不同的
[00:09:51.480 --> 00:09:51.520]  您要知道教會跟一般的慈善機構是不同的
[00:09:51.520 --> 00:09:51.520]  您要知道教會跟一般的慈善機構是不同的
[00:09:51.520 --> 00:09:51.520]  您要知道教會跟一般的慈善機構是不同的
[00:09:51.520 --> 00:09:51.520]  您要知道教會跟一般的慈善機構是不同的
[00:09:51.520 --> 00:09:51.520]  您要知道教會跟一般的慈善機構是不同的
[00:09:51.520 --> 00:09:55.520]  您要知道教會跟一般的慈善機構是不同的
[00:09:55.520 --> 00:09:57.520]  雖然現在整個世界包括加拿大也好
[00:09:57.520 --> 00:09:57.520]  雖然現在整個世界包括加拿大也好
[00:09:57.520 --> 00:09:59.520]  雖然現在整個世界包括加拿大也好
[00:09:59.520 --> 00:10:01.520]  教會也包括了慈善機構系列
[00:10:01.520 --> 00:10:01.520]  教會也包括了慈善機構系列
[00:10:01.520 --> 00:10:03.520]  教會也包括了慈善機構系列
[00:10:03.520 --> 00:10:03.520]  教會也包括了慈善機構系列
[00:10:03.520 --> 00:10:05.520]  教會也包括了慈善機構系列
[00:10:05.520 --> 00:10:05.520]  在加拿大其實教會是屬於慈善機構系列
[00:10:05.520 --> 00:10:07.520]  在加拿大其實教會是屬於慈善機構系列
[00:10:07.520 --> 00:10:07.520]  在加拿大其實教會是屬於慈善機構系列
[00:10:07.520 --> 00:10:27.520]  但教會從來不是為了做慈善而存在的,最起碼耶穌基督建立教會的時候,不是為了將羣體的人施以慈善給這個世界
[00:10:27.520 --> 00:10:35.520]  教會的存在或者耶穌建造教會的最重要目的
[00:10:35.520 --> 00:10:38.520]  是讓這羣被召集出來的人
[00:10:38.520 --> 00:10:40.520]  是讓這羣被召集出來的人
[00:10:40.520 --> 00:10:42.520]  是讓這羣被召集出來的人
[00:10:42.520 --> 00:10:44.520]  能夠不斷彼此守望
[00:10:44.520 --> 00:10:44.520]  是讓這羣被召集出來的人
[00:10:44.520 --> 00:10:46.520]  能夠不斷彼此守望
[00:10:46.520 --> 00:10:48.520]  在這段時間同行
[00:10:48.520 --> 00:10:50.520]  在這段時間同行
[00:10:50.520 --> 00:10:51.520]  同行做什麼?
[00:10:51.520 --> 00:10:56.520]  預備進入永恆的國度
[00:10:56.520 --> 00:10:59.520]  這是主耶穌建立教會的原因
[00:10:59.520 --> 00:10:59.520]  這是主耶穌建立教會的原因
[00:10:59.520 --> 00:11:01.520]  這是主耶穌建立教會的原因
[00:11:01.520 --> 00:11:06.520]  在這個過程當中,有行慈善並不出奇
[00:11:06.520 --> 00:11:06.520]  在這個過程當中,有行慈善並不出奇
[00:11:06.520 --> 00:11:09.520]  有行慈善並不出奇
[00:11:09.520 --> 00:11:11.520]  但教會絕對不能本末倒置
[00:11:11.520 --> 00:11:13.520]  但教會絕對不能本末倒置
[00:11:13.520 --> 00:11:15.520]  將行慈善變成主題
[00:11:15.520 --> 00:11:17.520]  將行慈善變成主題
[00:11:17.520 --> 00:11:23.520]  失卻了彼此守望,預備進入永恆國度的主題
[00:11:23.520 --> 00:11:26.520]  失卻了彼此守望,進入永恆的主題
[00:11:26.520 --> 00:11:27.520]  失卻了彼此守望,進入永恆的主題
[00:11:27.520 --> 00:11:31.520]  今天的教會因為很多時候變成本末倒置
[00:11:31.520 --> 00:11:34.520]  今天的教會因為很多時候變成本末倒置
[00:11:34.520 --> 00:11:37.520]  失去了保羅剛才我們所看的,在菲拉比書所說的
[00:11:37.520 --> 00:11:37.520]  失去了保羅剛才我們所看的,在菲拉比書所說的
[00:11:37.520 --> 00:11:41.520]  就算在患難,仍舊與弟兄姊妹同心守望是一件美事
[00:11:41.520 --> 00:11:41.520]  就算在患難,仍舊與弟兄姊妹同心守望是一件美事
[00:11:41.520 --> 00:11:41.520]  就算在患難,仍舊與弟兄姊妹同心守望是一件美事
[00:11:41.520 --> 00:11:41.520]  就算在患難,仍舊與弟兄姊妹同心守望是一件美事
[00:11:41.520 --> 00:11:44.520]  失去了保羅在菲律賓所講的
[00:11:44.520 --> 00:11:44.520]  失去了保羅在菲律賓所講的
[00:11:44.520 --> 00:11:58.520]  在患難中彼此持守的美事
[00:11:58.520 --> 00:11:59.520]  在這個世界患難的時候我們就要處理患難
[00:11:59.520 --> 00:11:59.520]  在這個世界患難的時候我們就要處理患難
[00:11:59.520 --> 00:11:59.520]  在這個世界患難的時候我們就要處理患難
[00:11:59.520 --> 00:11:59.520]  在這個世界患難的時候我們就要處理患難
[00:11:59.520 --> 00:11:59.520]  在這個世界患難的時候我們就要處理患難
[00:11:59.520 --> 00:11:59.520]  在這個世界患難的時候我們就要處理患難
[00:11:59.520 --> 00:11:59.520]  在這個世界患難的時候我們就要處理患難
[00:11:59.520 --> 00:11:59.520]  在這個世界患難的時候我們就要處理患難
[00:11:59.520 --> 00:11:59.520]  在這個世界患難的時候我們就要處理患難
[00:11:59.520 --> 00:11:59.520]  在這個世界患難的時候我們就要處理患難
[00:11:59.520 --> 00:11:59.520]  在這個世界患難的時候我們就要處理患難
[00:11:59.520 --> 00:11:59.520]  在這個世界患難的時候我們就要處理患難
[00:11:59.520 --> 00:12:14.520]  在這個世界患難的時候我們就要處理患難
[00:12:14.520 --> 00:12:14.520]  在這個世界患難的時候我們就要處理患難
[00:12:14.520 --> 00:12:14.520]  在這個世界患難的時候我們就要處理患難
[00:12:14.520 --> 00:12:14.520]  在這個世界患難的時候我們就要處理患難
[00:12:14.520 --> 00:12:14.520]  在這個世界患難的時候我們就要處理患難
[00:12:14.520 --> 00:12:14.520]  在這個世界患難的時候我們就要處理患難
[00:12:14.520 --> 00:12:14.520]  在這個世界患難的時候我們就要處理患難
[00:12:14.520 --> 00:12:14.520]  在這個世界患難的時候我們就要處理患難
[00:12:14.520 --> 00:12:14.520]  在這個世界患難的時候我們就要處理患難
[00:12:14.520 --> 00:12:14.520]  在這個世界患難的時候我們就要處理患難
[00:12:14.520 --> 00:12:14.520]  在這個世界患難的時候我們就要處理患難
[00:12:14.520 --> 00:12:14.520]  在這個世界患難的時候我們就要處理患難
[00:12:14.520 --> 00:12:34.520]  在這個世界患難的時候我們就要處理患難
[00:12:34.520 --> 00:12:34.520]  在這個世界患難的時候我們就要處理患難
[00:12:34.520 --> 00:12:34.520]  在這個世界患難的時候我們就要處理患難
[00:12:34.520 --> 00:12:34.520]  在這個世界患難的時候我們就要處理患難
[00:12:34.520 --> 00:12:34.520]  在這個世界患難的時候我們就要處理患難
[00:12:34.520 --> 00:12:34.520]  在這個世界患難的時候我們就要處理患難
[00:12:34.520 --> 00:12:34.520]  在這個世界患難的時候我們就要處理患難
[00:12:34.520 --> 00:12:34.520]  在這個世界患難的時候我們就要處理患難
[00:12:34.520 --> 00:12:34.520]  在這個世界患難的時候我們就要處理患難
[00:12:34.520 --> 00:12:34.520]  在這個世界患難的時候我們就要處理患難
[00:12:34.520 --> 00:12:34.520]  在這個世界患難的時候我們就要處理患難
[00:12:34.520 --> 00:12:34.520]  在這個世界患難的時候我們就要處理患難
[00:12:34.520 --> 00:12:54.520]  在這個世界患難的時候我們就要處理患難
[00:12:54.520 --> 00:12:54.520]  在這個世界患難的時候我們就要處理患難
[00:12:54.520 --> 00:12:54.520]  在這個世界患難的時候我們就要處理患難
[00:12:54.520 --> 00:12:54.520]  在這個世界患難的時候我們就要處理患難
[00:12:54.520 --> 00:12:54.520]  在這個世界患難的時候我們就要處理患難
[00:12:54.520 --> 00:12:54.520]  在這個世界患難的時候我們就要處理患難
[00:12:54.520 --> 00:12:54.520]  在這個世界患難的時候我們就要處理患難
[00:12:54.520 --> 00:12:54.520]  在這個世界患難的時候我們就要處理患難
[00:12:54.520 --> 00:12:54.520]  在這個世界患難的時候我們就要處理患難
[00:12:54.520 --> 00:12:54.520]  在這個世界患難的時候我們就要處理患難
[00:12:54.520 --> 00:12:54.520]  在這個世界患難的時候我們就要處理患難
[00:12:54.520 --> 00:12:54.520]  在這個世界患難的時候我們就要處理患難
[00:12:54.520 --> 00:13:14.520]  在這個世界患難的時候我們就要處理患難
[00:13:14.520 --> 00:13:24.520]  在這個世界患難的時候我們就要處理患難
[00:13:24.520 --> 00:13:44.520]  在這個世界患難的時候我們就要處理患難
[00:13:44.520 --> 00:13:44.520]  在這個世界患難的時候我們就要處理患難
[00:13:44.520 --> 00:13:44.520]  在這個世界患難的時候我們就要處理患難
[00:13:44.520 --> 00:13:44.520]  在這個世界患難的時候我們就要處理患難
[00:13:44.520 --> 00:13:44.520]  在這個世界患難的時候我們就要處理患難
[00:13:44.520 --> 00:13:44.520]  在這個世界患難的時候我們就要處理患難
[00:13:44.520 --> 00:13:44.520]  在這個世界患難的時候我們就要處理患難
[00:13:44.520 --> 00:13:44.520]  在這個世界患難的時候我們就要處理患難
[00:13:44.520 --> 00:13:44.520]  在這個世界患難的時候我們就要處理患難
[00:13:44.520 --> 00:13:44.520]  在這個世界患難的時候我們就要處理患難
[00:13:44.520 --> 00:13:44.520]  在這個世界患難的時候我們就要處理患難
[00:13:44.520 --> 00:13:44.520]  在這個世界患難的時候我們就要處理患難
[00:13:44.520 --> 00:14:04.520]  在這個世界患難的時候我們就要處理患難
[00:14:04.520 --> 00:14:24.520]  在這個世界患難的時候我們就要處理患難
[00:14:24.520 --> 00:14:24.520]  在這個世界患難的時候我們就要處理患難
[00:14:24.520 --> 00:14:24.520]  在這個世界患難的時候我們就要處理患難
[00:14:24.520 --> 00:14:24.520]  在這個世界患難的時候我們就要處理患難
[00:14:24.520 --> 00:14:24.520]  在這個世界患難的時候我們就要處理患難
[00:14:24.520 --> 00:14:24.520]  在這個世界患難的時候我們就要處理患難
[00:14:24.520 --> 00:14:24.520]  在這個世界患難的時候我們就要處理患難
[00:14:24.520 --> 00:14:24.520]  在這個世界患難的時候我們就要處理患難
[00:14:24.520 --> 00:14:24.520]  在這個世界患難的時候我們就要處理患難
[00:14:24.520 --> 00:14:24.520]  在這個世界患難的時候我們就要處理患難
[00:14:24.520 --> 00:14:24.520]  在這個世界患難的時候我們就要處理患難
[00:14:24.520 --> 00:14:24.520]  在這個世界患難的時候我們就要處理患難
[00:14:24.520 --> 00:14:39.520]  在這個世界患難的時候我們就要處理患難
[00:14:54.520 --> 00:15:14.520]  在這個世界患難的時候我們就要處理患難
[00:15:14.520 --> 00:15:34.520]  在這個世界患難的時候我們就要處理患難
[00:15:34.520 --> 00:15:34.520]  在這個世界患難的時候我們就要處理患難
[00:15:34.520 --> 00:15:34.520]  在這個世界患難的時候我們就要處理患難
[00:15:34.520 --> 00:15:34.520]  在這個世界患難的時候我們就要處理患難
[00:15:34.520 --> 00:15:34.520]  在這個世界患難的時候我們就要處理患難
