
[00:00:00.000 --> 00:00:03.080]  今天和大家來到思想的題目
[00:02:46.000 --> 00:02:48.520]  真知識與真生命
[00:02:48.520 --> 00:02:51.240]  在彼得頭十一節
[00:02:51.240 --> 00:02:53.200]  在這個後書的時候
[00:02:53.200 --> 00:02:55.080]  他提到這兩方面
[00:02:55.080 --> 00:02:57.320]  可以說是一個很重要的重點
[00:02:57.320 --> 00:03:01.120]  就是之間有一個很關係的連接
[00:03:01.120 --> 00:03:02.280]  我們在末世的時候
[00:03:02.280 --> 00:03:04.840]  需要對真理有認識
[00:03:04.840 --> 00:03:07.080]  就是對神有認識
[00:03:07.080 --> 00:03:09.640]  究竟這個說他是真的
[00:03:09.640 --> 00:03:10.840]  那個說他是真的
[00:03:10.840 --> 00:03:11.720]  這個說他是神
[00:03:11.720 --> 00:03:12.520]  那個說他是神
[00:03:12.520 --> 00:03:17.120]  究竟我們用什麼來幫助我們認識
[00:03:17.120 --> 00:03:19.000]  哪一位是真神呢
[00:03:19.000 --> 00:03:20.440]  今天有很多道理
[00:03:20.440 --> 00:03:22.560]  有很多學說
[00:03:22.560 --> 00:03:24.960]  究竟哪些我們能夠分辨到
[00:03:24.960 --> 00:03:26.880]  是合乎神的心意
[00:03:26.880 --> 00:03:29.840]  是有真理在當中呢
[00:03:29.840 --> 00:03:33.240]  所以這些都是彼得提醒我們
[00:03:33.240 --> 00:03:35.200]  但是有了知識
[00:03:35.200 --> 00:03:36.920]  如果沒有生命
[00:03:36.920 --> 00:03:40.360]  就沒辦法能夠得神的喜悅
[00:03:40.360 --> 00:03:43.000]  因爲只有頭腦的知識
[00:03:43.000 --> 00:03:44.320]  不能夠幫助我們
[00:03:44.320 --> 00:03:45.920]  在神面前得到
[00:03:45.920 --> 00:03:48.640]  真正生命結出來的果子
[00:03:48.640 --> 00:03:51.360]  當然這兩個彼之之間沒有排斥
[00:03:51.360 --> 00:03:54.120]  就是說如果你有真正的知識
[00:03:54.120 --> 00:03:56.840]  是幫助我們有真正重生的生命
[00:03:56.840 --> 00:03:58.520]  因爲我們信耶穌
[00:03:58.520 --> 00:04:01.480]  是需要認知和認信
[00:04:01.480 --> 00:04:03.440]  如果我們不知道福音說什麼
[00:04:03.440 --> 00:04:05.440]  我們沒辦法能夠信
[00:04:05.440 --> 00:04:08.720]  所以我們需要真理的知識
[00:04:08.720 --> 00:04:11.200]  解釋給人聽福音是什麼
[00:04:11.200 --> 00:04:13.760]  然後叫他真的相信
[00:04:13.760 --> 00:04:17.600]  是聖靈的工作產生真正的生命
[00:04:17.600 --> 00:04:23.000]  所以我們在這裏先看看彼得的前書
[00:04:23.000 --> 00:04:24.720]  最後如果大家記得上兩次
[00:04:24.720 --> 00:04:28.400]  我們來看最後一段
[00:04:28.400 --> 00:04:29.960]  我想讓大家知道
[00:04:29.960 --> 00:04:33.080]  這個彼得前書和後書的連接
[00:04:33.080 --> 00:04:35.640]  所以我們讀一讀前書最後的三節
[00:04:35.640 --> 00:04:38.640]  第五章十二到十四節
[00:04:38.640 --> 00:04:39.640]  請讀
[00:04:39.640 --> 00:04:41.840]  我略略地寫了這信
[00:04:41.840 --> 00:04:45.080]  託我所捍衛忠心的兄弟
[00:04:45.080 --> 00:04:47.400]  西拉轉交你們
[00:04:47.400 --> 00:04:48.600]  勸勉你們
[00:04:48.600 --> 00:04:52.480]  又證明這恩是上帝的真恩
[00:04:52.480 --> 00:04:56.760]  你們務要在這恩上站立得住
[00:04:56.760 --> 00:04:59.600]  在巴比倫與你們同盟
[00:04:59.600 --> 00:05:01.280]  揀選的教會
[00:05:01.280 --> 00:05:02.480]  問你們安
[00:05:02.480 --> 00:05:05.840]  我兒子馬可也問你們安
[00:05:05.840 --> 00:05:08.560]  你們要用愛心彼此親嘴
[00:05:08.560 --> 00:05:11.880]  問安願平安歸於你們
[00:05:11.880 --> 00:05:14.880]  凡在基督裏的人
[00:05:14.880 --> 00:05:16.280]  這個就是結尾
[00:05:16.280 --> 00:05:19.160]  接下去彼得後書第一章開始
[00:05:19.160 --> 00:05:21.120]  一到二節我們再讀
[00:05:21.120 --> 00:05:25.600]  作耶穌基督瀑人和仕途的西門
[00:05:25.600 --> 00:05:29.600]  彼得寫信給那恩我們的上帝
[00:05:29.600 --> 00:05:32.520]  和救主耶穌基督之義
[00:05:32.520 --> 00:05:37.040]  與我們同德一樣寶貴信心的人
[00:05:37.040 --> 00:05:39.240]  願因爲平安
[00:05:39.240 --> 00:05:43.640]  因你們認識上帝和我們主耶穌
[00:05:43.640 --> 00:05:47.120]  多多地加級你們
[00:05:47.120 --> 00:05:50.560]  所以你留意到彼得後書結尾的時候
[00:05:50.560 --> 00:05:54.280]  願平安歸於凡在基督裏的人
[00:05:54.280 --> 00:05:56.040]  接下去這裏又說
[00:05:56.040 --> 00:05:57.280]  願因爲平安
[00:05:57.280 --> 00:06:00.160]  因你們認識上帝和我們主耶穌基督
[00:06:00.160 --> 00:06:01.720]  多多加級你們
[00:06:01.720 --> 00:06:03.760]  你們就是那些
[00:06:03.760 --> 00:06:07.320]  因信上帝和救主耶穌基督之義
[00:06:07.320 --> 00:06:10.840]  與我們同德一樣寶貴信心的人
[00:06:10.840 --> 00:06:13.960]  所以你看到這兩封書信是彼此連接着
[00:06:13.960 --> 00:06:15.400]  和互相呼應
[00:06:15.400 --> 00:06:18.440]  好像產生了一種迴響的作用
[00:06:18.440 --> 00:06:21.080]  來鼓勵增加堅強
[00:06:21.080 --> 00:06:23.040]  所有在基督裏
[00:06:23.040 --> 00:06:26.000]  信靠上帝和救主耶穌基督的
[00:06:26.000 --> 00:06:31.320]  凡所有的信徒們
[00:06:31.320 --> 00:06:34.640]  不知道大家有沒有讀過
[00:06:34.640 --> 00:06:35.800]  保羅書信也好
[00:06:35.800 --> 00:06:36.960]  普通書信
[00:06:36.960 --> 00:06:39.880]  我們主學今天開的普通書信
[00:06:39.880 --> 00:06:41.480]  很多時候開始的時候
[00:06:41.480 --> 00:06:43.320]  有一些問安語
[00:06:43.320 --> 00:06:44.560]  寫給誰
[00:06:44.560 --> 00:06:46.120]  到結尾的時候
[00:06:46.120 --> 00:06:49.680]  他們願平安歸於凡在基督裏的人
[00:06:49.680 --> 00:06:52.640]  好像這個彼得前書的結尾
[00:06:52.640 --> 00:06:53.960]  所以開頭問安
[00:06:53.960 --> 00:06:54.960]  結尾問安
[00:06:54.960 --> 00:06:56.480]  彼此來問候
[00:06:56.480 --> 00:06:58.000]  有時提到某些人
[00:06:58.000 --> 00:07:00.640]  或者提到寫信的對象
[00:07:00.640 --> 00:07:02.520]  大家不知道讀到這些開頭語
[00:07:02.520 --> 00:07:04.800]  或者結尾語的時候有什麼感覺
[00:07:04.800 --> 00:07:07.560]  有時我們覺得很快就略過了
[00:07:07.560 --> 00:07:10.160]  沒有很大作用
[00:07:10.160 --> 00:07:12.600]  當然其實它的作用是不少的
[00:07:12.600 --> 00:07:14.880]  第一我們知道它交代的背景
[00:07:14.880 --> 00:07:17.160]  很多時候透過問安語
[00:07:17.160 --> 00:07:18.680]  我們知道這封信寫給誰
[00:07:18.680 --> 00:07:19.360]  誰寫的
[00:07:19.360 --> 00:07:20.440]  這個很重要的
[00:07:20.440 --> 00:07:21.800]  因爲知道誰寫
[00:07:21.800 --> 00:07:23.360]  我們就瞭解那個背景
[00:07:23.360 --> 00:07:24.760]  爲什麼他這樣寫
[00:07:24.760 --> 00:07:25.520]  寫給什麼人
[00:07:25.520 --> 00:07:26.520]  我們就知道那個背景
[00:07:26.520 --> 00:07:27.560]  原來他有個對象
[00:07:27.560 --> 00:07:30.280]  特別是針對當時教會的情況
[00:07:30.280 --> 00:07:34.280]  或者是當時一些在不同地方的教會
[00:07:34.280 --> 00:07:36.280]  他們的實況
[00:07:36.280 --> 00:07:38.360]  所以這裏交代一些背景很重要
[00:07:38.360 --> 00:07:39.400]  第二
[00:07:39.400 --> 00:07:41.320]  相信我們都明白到
[00:07:41.320 --> 00:07:44.520]  其實有很多信息在裏面混合着
[00:07:44.520 --> 00:07:47.040]  好像這些很重要的信息
[00:07:47.040 --> 00:07:49.280]  譬如寶貴的信心
[00:07:49.280 --> 00:07:50.800]  我們信什麼
[00:07:50.800 --> 00:07:53.600]  就是信上帝和我們的救主耶穌基督
[00:07:53.600 --> 00:07:54.520]  賜給我們的義
[00:07:54.520 --> 00:07:55.440]  所以這些
[00:07:55.440 --> 00:07:57.440]  其實如果在很多的書信裏面
[00:07:57.440 --> 00:07:59.920]  都有很多真理
[00:07:59.920 --> 00:08:01.800]  譬如他們提到
[00:08:01.800 --> 00:08:03.960]  在哥倫多前書裏寫給宗聖徒
[00:08:03.960 --> 00:08:06.880]  爲什麼這羣信徒這麼混亂
[00:08:06.880 --> 00:08:08.560]  真理這麼糊塗
[00:08:08.560 --> 00:08:10.800]  都可以稱爲聖徒等等
[00:08:10.800 --> 00:08:13.360]  這些有很多的真理混合在裏面
[00:08:13.360 --> 00:08:16.320]  證明救恩的寶貴
[00:08:16.320 --> 00:08:19.920]  超越了我們人的行爲等等
[00:08:19.920 --> 00:08:22.600]  所以很多時候這些開頭結尾
[00:08:22.600 --> 00:08:24.480]  都給我們一些信息
[00:08:24.480 --> 00:08:27.360]  或者一些混合了的很重要的真理
[00:08:27.360 --> 00:08:29.360]  當然未必每一次都是
[00:08:29.360 --> 00:08:31.800]  但我們不忽略它
[00:08:31.800 --> 00:08:33.880]  但其實最重要的是什麼呢
[00:08:33.880 --> 00:08:35.520]  就是最重要的是
[00:08:35.520 --> 00:08:37.040]  原來我們明白到
[00:08:37.040 --> 00:08:39.320]  我們今天作爲現代的信徒
[00:08:39.320 --> 00:08:40.960]  二十一世紀的信徒
[00:08:40.960 --> 00:08:43.920]  我們是連於過往的
[00:08:43.920 --> 00:08:46.440]  所有的歷世歷代信主
[00:08:46.440 --> 00:08:48.360]  在基督裏面的人
[00:08:48.360 --> 00:08:51.760]  所以當這些書信寫給某些人的時候
[00:08:51.760 --> 00:08:53.760]  我們知道很多時候他告訴我們
[00:08:53.760 --> 00:08:56.680]  不只是單單侷限於當時的處境
[00:08:56.680 --> 00:08:58.760]  或者當時的地理環境
[00:08:58.760 --> 00:09:01.160]  他是超越了這個時代
[00:09:01.160 --> 00:09:03.920]  告訴我們所有凡在基督裏面
[00:09:03.920 --> 00:09:05.920]  信靠神而稱爲義的人
[00:09:05.920 --> 00:09:07.640]  有這個寶貴信心的人
[00:09:07.640 --> 00:09:10.520]  都在這個範圍裏面
[00:09:10.520 --> 00:09:12.280]  所以這是一個很重要的
[00:09:12.280 --> 00:09:13.120]  給我們的激勵
[00:09:13.120 --> 00:09:15.800]  就是我們今天來到行主的道路
[00:09:15.800 --> 00:09:16.960]  沒有面對的末世
[00:09:16.960 --> 00:09:19.680]  可能在二千年前他們已經在面對
[00:09:19.680 --> 00:09:21.160]  主還沒回來
[00:09:21.160 --> 00:09:22.560]  彼得後書會交代
[00:09:22.560 --> 00:09:24.200]  熟悉的人都知道
[00:09:24.200 --> 00:09:27.720]  就是主等待人悔改的時候
[00:09:27.720 --> 00:09:29.000]  二千年過去
[00:09:29.000 --> 00:09:29.880]  一千年過去
[00:09:29.880 --> 00:09:30.880]  到我們現在
[00:09:30.880 --> 00:09:33.520]  究竟我們仍然存在一個什麼的心理等待呢
[00:09:33.520 --> 00:09:37.960]  原來我們從這些在初期教會的信徒
[00:09:37.960 --> 00:09:42.160]  並列在這個歷代仕途的行列當中
[00:09:42.160 --> 00:09:44.800]  叫我們一同繼續邁進
[00:09:44.800 --> 00:09:45.920]  向着聖城
[00:09:45.920 --> 00:09:48.440]  就是我們榮耀的盼望
[00:09:48.440 --> 00:09:51.400]  來到一切的向前
[00:09:51.400 --> 00:09:52.160]  所以感謝神
[00:09:52.160 --> 00:09:53.480]  我們今天不是孤單的
[00:09:53.480 --> 00:09:56.720]  我們不單止有我們的弟兄姊妹
[00:09:56.720 --> 00:09:58.960]  在我們聚會這裏
[00:09:58.960 --> 00:10:01.360]  在家裏面可能是你連着線
[00:10:01.360 --> 00:10:03.800]  更加我們知道我們超越了時間
[00:10:03.800 --> 00:10:05.760]  不單止超越了空間
[00:10:05.760 --> 00:10:07.360]  與歷代的信徒
[00:10:07.360 --> 00:10:10.480]  一同來仰望上帝
[00:10:10.480 --> 00:10:12.360]  我們一同來打美好的仗
[00:10:12.360 --> 00:10:15.680]  一同來等候主的顯現
[00:10:15.680 --> 00:10:16.960]  而且也一同守望
[00:10:16.960 --> 00:10:18.520]  在這個末世的時候
[00:10:18.520 --> 00:10:21.480]  我們如何來預備我們自己
[00:10:21.480 --> 00:10:24.320]  所以這個成爲我們一個很大的鼓勵
[00:10:24.320 --> 00:10:27.920]  因爲我們知道基督教
[00:10:27.920 --> 00:10:29.080]  今天我們所信的
[00:10:29.080 --> 00:10:31.720]  不是一種我們自己
[00:10:31.720 --> 00:10:35.000]  純粹自我安慰的信仰
[00:10:35.000 --> 00:10:38.840]  而是一種具有歷史性
[00:10:38.840 --> 00:10:42.640]  和具有一個非常偉大的
[00:10:42.640 --> 00:10:48.400]  背後神的救恩所創立的一種信仰
[00:10:48.400 --> 00:10:49.760]  所以今天我們在這裏
[00:10:49.760 --> 00:10:51.920]  看見這個真知識
[00:10:51.920 --> 00:10:53.560]  面對我們再說
[00:10:53.560 --> 00:10:55.320]  在這個末世的時候
[00:10:55.320 --> 00:10:57.320]  基督教的教義
[00:10:57.320 --> 00:11:00.840]  當時還沒有正典完成
[00:11:00.840 --> 00:11:03.440]  所以在彼得寫書信的時候
[00:11:03.440 --> 00:11:07.760]  這個新約正典還沒有確立
[00:11:07.760 --> 00:11:10.360]  我們知道當時他們面對有很多
[00:11:10.360 --> 00:11:14.000]  究竟這封書信是否出自神的啓示
[00:11:14.000 --> 00:11:17.720]  這封書信有沒有仕途的分量
[00:11:17.720 --> 00:11:21.080]  這封書信有沒有基督教教義
[00:11:21.080 --> 00:11:23.280]  所重要的真理
[00:11:23.280 --> 00:11:26.080]  能不能夠經歷時代的考驗
[00:11:26.080 --> 00:11:28.240]  等等這些當時的信徒
[00:11:28.240 --> 00:11:31.280]  是特別留意去思考的
[00:11:31.280 --> 00:11:34.920]  當然今天我們自從這個新約正典
[00:11:34.920 --> 00:11:36.320]  舊約新約正典
[00:11:36.320 --> 00:11:38.680]  來到成書和確立之後
[00:11:38.680 --> 00:11:42.240]  我們對於正典的互惠就容易了很多
[00:11:42.240 --> 00:11:44.240]  因爲已經經歷了很多重
[00:11:44.240 --> 00:11:45.440]  這些filter
[00:11:45.440 --> 00:11:48.160]  幫助我們有很多的大會開過
[00:11:48.160 --> 00:11:50.560]  有很多的原則去確立
[00:11:50.560 --> 00:11:54.360]  有很多的考古和驗證
[00:11:54.360 --> 00:11:59.280]  玄文等等這些聖經的驗證學
[00:11:59.280 --> 00:12:03.960]  幫助我們來確立正典的可信性
[00:12:03.960 --> 00:12:06.600]  但同時我們仍然會面對
[00:12:06.600 --> 00:12:10.280]  我們如何守住這個聖經的啓示
[00:12:10.280 --> 00:12:17.720]  去面對今天不斷而來的一些新的道理呢
[00:12:17.720 --> 00:12:20.920]  當時初期教會是面對異端的
[00:12:20.920 --> 00:12:22.920]  他們有不同的學說
[00:12:22.920 --> 00:12:25.880]  不同的一些異端的理論
[00:12:25.880 --> 00:12:26.880]  衝擊教會
[00:12:26.880 --> 00:12:30.360]  我們上過主學或者一些神學訓練的
[00:12:30.360 --> 00:12:33.160]  大兄姐妹可能都聽過很多這些
[00:12:33.160 --> 00:12:37.960]  所謂當時所承行的一些異端
[00:12:37.960 --> 00:12:39.720]  但其實來到我們今天
[00:12:39.720 --> 00:12:42.240]  經歷了教會時代二千多年之後
[00:12:42.240 --> 00:12:46.000]  我們知道這個異端的產生是更加多的
[00:12:46.000 --> 00:12:49.440]  所以今天雖然聖經正典
[00:12:49.440 --> 00:12:52.640]  我們確立比較容易和肯定了
[00:12:52.640 --> 00:12:56.360]  但面對異端仍然是充滿着新的挑戰
[00:12:56.360 --> 00:12:58.360]  每一個時代都有一些
[00:12:58.360 --> 00:13:03.640]  給我們需要思考和防衛的一些情景
[00:13:03.640 --> 00:13:05.000]  所以只是這樣
[00:13:05.000 --> 00:13:08.680]  今天的彼得後書仍然是非常適合於
[00:13:08.680 --> 00:13:12.320]  我們這個時代去面對我們今天的考驗
[00:13:12.320 --> 00:13:17.960]  究竟什麼能夠面對主再來之前這些考驗呢?
[00:13:17.960 --> 00:13:22.160]  在這裏我們發覺第一方面就是真知識
[00:13:22.160 --> 00:13:25.240]  在知識這個詞
[00:13:25.240 --> 00:13:27.160]  在彼得後書這三張經文
[00:13:27.160 --> 00:13:28.600]  只有三張
[00:13:28.600 --> 00:13:31.040]  三張經文出現了有五次
[00:13:31.040 --> 00:13:32.960]  我們可以看看很快的
[00:13:32.960 --> 00:13:36.880]  第一個就是彼得後書的一章
[00:13:36.880 --> 00:13:39.840]  第二第三和第八節
[00:13:39.840 --> 00:13:42.440]  我們一起讀讀這五節經文
[00:13:42.440 --> 00:13:43.920]  請大家同聲讀出
[00:13:43.920 --> 00:13:45.640]  願因爲平安
[00:13:45.640 --> 00:13:50.320]  因你們認識上帝和我們主耶穌
[00:13:50.320 --> 00:13:52.960]  多多加給你們
[00:13:52.960 --> 00:13:53.800]  然後第三節
[00:13:53.800 --> 00:13:59.400]  上帝的神能已將一切關乎生命和乾淨的事
[00:13:59.400 --> 00:14:00.800]  賜給我們
[00:14:00.800 --> 00:14:06.040]  皆因我們認識那用自己榮耀和美德
[00:14:06.040 --> 00:14:07.600]  召我們的主
[00:14:07.600 --> 00:14:09.400]  第一章第八節
[00:14:09.400 --> 00:14:12.880]  你們匆匆促促地有這幾樣
[00:14:12.880 --> 00:14:18.400]  就必使你們在認識我們的主耶穌基督上
[00:14:18.400 --> 00:14:22.920]  不至於患難不結果子了
[00:14:22.920 --> 00:14:24.720]  這是第一章
[00:14:24.720 --> 00:14:27.400]  第二章我們又看見再出現一次
[00:14:27.400 --> 00:14:28.120]  請讀
[00:14:28.120 --> 00:14:31.080]  倘若他們因認識主
[00:14:31.080 --> 00:14:32.960]  救主耶穌基督
[00:14:32.960 --> 00:14:35.640]  得以脫離世上的污穢
[00:14:35.640 --> 00:14:39.400]  後來又在其中被潛着制服
[00:14:39.400 --> 00:14:41.200]  他們門後的景況
[00:14:41.200 --> 00:14:44.000]  就比先前更不好了
[00:14:44.000 --> 00:14:46.520]  這裏再提到認識主
[00:14:46.520 --> 00:14:48.360]  第三章又是第一次
[00:14:48.360 --> 00:14:49.560]  這是最後一章
[00:14:49.560 --> 00:14:54.200]  你們卻要在我們主耶穌基督的
[00:14:54.200 --> 00:14:59.040]  救主耶穌基督的恩典和知識上有長進
[00:14:59.040 --> 00:15:01.840]  願榮耀歸給他
[00:15:01.840 --> 00:15:04.080]  從今直到永遠
[00:15:04.080 --> 00:15:07.400]  這是第三章最後一節
[00:15:07.400 --> 00:15:09.080]  就是結尾了
[00:15:09.080 --> 00:15:15.840]  所以這幾個認識或者知識
[00:15:15.840 --> 00:15:18.840]  都是這封簡短的書信裏出現很多次的
[00:15:18.840 --> 00:15:22.240]  剛纔我只是提了這五次
[00:15:22.240 --> 00:15:25.560]  其實在不同的書法
[00:15:25.560 --> 00:15:27.640]  在原文裏有統計過
[00:15:27.640 --> 00:15:30.080]  應該有十三次之多
[00:15:30.080 --> 00:15:32.440]  所以在五章裏出現有十三次
[00:15:32.440 --> 00:15:36.040]  直接用這個字或者間接用這個字
[00:15:36.040 --> 00:15:41.520]  所以這不僅是我們在理性上的理解
[00:15:41.520 --> 00:15:42.840]  對真理的理解
[00:15:42.840 --> 00:15:43.800]  我們再說
[00:15:43.800 --> 00:15:45.680]  基督教的真理非常豐富
[00:15:45.680 --> 00:15:49.240]  所以我們窮一生之力
[00:15:49.240 --> 00:15:50.880]  都未能完全通透
[00:15:50.880 --> 00:15:52.560]  真的要繼續努力
[00:15:52.560 --> 00:15:53.880]  因爲有很多的真理
[00:15:53.880 --> 00:15:54.920]  很多的神學
[00:15:54.920 --> 00:15:58.040]  我們需要不斷地去認識
[00:15:58.040 --> 00:15:59.720]  去討論
[00:15:59.720 --> 00:16:01.200]  去學習
[00:16:01.200 --> 00:16:05.200]  去在實行的時候去發現
[00:16:05.200 --> 00:16:08.280]  所以這些不斷地在我們的認知裏面
[00:16:08.280 --> 00:16:09.200]  越來越瞭解
[00:16:09.200 --> 00:16:13.320]  所以基督徒是應該在理性上越來越聰明的
[00:16:13.320 --> 00:16:17.320]  所以我以前記得有一些基督徒作見證
[00:16:17.320 --> 00:16:19.680]  他說他以前不太喜歡讀書
[00:16:19.680 --> 00:16:21.720]  不過上了耶穌之後很喜歡看聖經
[00:16:21.720 --> 00:16:23.400]  慢慢就喜歡看書
[00:16:23.400 --> 00:16:26.960]  慢慢越來越發覺自己
[00:16:26.960 --> 00:16:28.280]  越來越會思考
[00:16:28.280 --> 00:16:30.440]  在知識上增進
[00:16:30.440 --> 00:16:32.680]  我自己也有這樣的感覺
[00:16:32.680 --> 00:16:35.040]  因爲我以前讀書
[00:16:35.040 --> 00:16:41.040]  在中學階段都是中上
[00:16:41.040 --> 00:16:42.280]  考會考沒有A
[00:16:42.280 --> 00:16:45.640]  有兩個B 幾個C
[00:16:45.640 --> 00:16:46.880]  普普通通
[00:16:46.880 --> 00:16:48.440]  也不算差
[00:16:48.440 --> 00:16:50.080]  但後來到神學的時候
[00:16:50.080 --> 00:16:51.640]  真的很有興趣
[00:16:51.640 --> 00:16:54.200]  很用心去讀
[00:16:54.200 --> 00:16:59.000]  特別是知道去學習之後
[00:16:59.000 --> 00:17:00.480]  去幫助其他人去侍奉神
[00:17:00.480 --> 00:17:01.320]  去傳揚神的道
[00:17:01.320 --> 00:17:02.440]  所以很認真地讀
[00:17:02.440 --> 00:17:04.560]  所以我讀神學的時候
[00:17:04.560 --> 00:17:08.120]  成績比起我普通讀書要好很多
[00:17:08.120 --> 00:17:11.000]  我發覺真的有時候一個人
[00:17:11.000 --> 00:17:12.600]  當你一路讀聖經
[00:17:12.600 --> 00:17:15.520]  一路去讀屬靈的書籍
[00:17:15.520 --> 00:17:16.840]  讀神學的時候
[00:17:16.840 --> 00:17:18.800]  就會幫助我們思考
[00:17:18.800 --> 00:17:21.600]  讓我們在知識上增進
[00:17:21.600 --> 00:17:25.480]  在理性上擴闊我們的領域
[00:17:25.480 --> 00:17:31.400]  但是基督教也不只是着重在知識上的層面
[00:17:31.400 --> 00:17:35.360]  雖然我們有去到PhD這些學位
[00:17:35.360 --> 00:17:38.160]  絕對現在越來越普遍化
[00:17:38.160 --> 00:17:39.960]  但是我們又發覺
[00:17:39.960 --> 00:17:45.560]  這個絕對不是我們單單追求的東西
[00:17:45.560 --> 00:17:46.440]  所以在這裏
[00:17:46.440 --> 00:17:47.880]  認識這個字
[00:17:47.880 --> 00:17:49.960]  其實希利文的意思是一個
[00:17:49.960 --> 00:17:52.920]  完全的知識或者徹底
[00:17:52.920 --> 00:17:54.680]  和正確的認識的意思
[00:17:54.680 --> 00:17:57.160]  這裏是指向神的認識
[00:17:57.160 --> 00:17:59.360]  真理是神啓示的
[00:17:59.360 --> 00:18:03.400]  是目的爲了讓我們認識上帝
[00:18:03.400 --> 00:18:07.520]  所以幫助我們能夠認識上帝
[00:18:07.520 --> 00:18:13.520]  能夠更加了解神是哪一位
[00:18:13.520 --> 00:18:17.000]  以至我們能夠看回我們自己
[00:18:17.000 --> 00:18:20.040]  和看回我們這個世界所發生的事的時候
[00:18:20.040 --> 00:18:22.600]  有一個正確的認知
[00:18:22.600 --> 00:18:27.520]  所以這種是指向神的救恩和啓示的一種知識
[00:18:27.520 --> 00:18:30.840]  在《若寒福音》同樣用的字是耶穌自己說的
[00:18:30.840 --> 00:18:32.640]  這個很寶貴的一節金句
[00:18:32.640 --> 00:18:34.760]  希望頂尖會識唸了它
[00:18:34.760 --> 00:18:37.240]  這是《若寒福音》第17章第3節
