
[00:00:00.000 --> 00:00:02.700]  (主席) 兄弟姐妹 午安
[00:08:17.900 --> 00:08:19.900]  (主席) 都要面向正事
[00:08:19.900 --> 00:08:22.900]  (主席) 所以縱然面對著這麼多的艱難
[00:08:22.900 --> 00:08:25.900]  (主席) 彼得怎樣去教導
[00:08:25.900 --> 00:08:28.900]  (主席) 或者提醒面對我們一班信主的人
[00:08:28.900 --> 00:08:31.900]  (主席) 他說既然基督在肉身受苦
[00:08:31.900 --> 00:08:33.900]  (主席) 一開始第一句就這樣說
[00:08:33.900 --> 00:08:35.900]  (主席) 即是告訴我們
[00:08:35.900 --> 00:08:37.900]  (主席) 不是只有你苦
[00:08:37.900 --> 00:08:40.900]  (主席) 其實耶穌都經歷過
[00:08:40.900 --> 00:08:43.900]  (主席) 不是只有你一個辛苦
[00:08:43.900 --> 00:08:46.900]  (主席) 耶穌都知道你這麼辛苦
[00:08:46.900 --> 00:08:48.900]  (主席) 既然基督在肉身受苦
[00:08:48.900 --> 00:08:50.900]  (主席) 其實是在回應
[00:08:50.900 --> 00:08:53.900]  (主席) 上星期三章十八節的第一句說話
[00:08:53.900 --> 00:08:56.900]  (主席) 因為基督也曾一次畏罪受苦
[00:08:56.900 --> 00:08:58.900]  (主席) 主耶穌在世的日子
[00:08:58.900 --> 00:09:01.900]  (主席) 祂經歷的艱難辛苦
[00:09:01.900 --> 00:09:03.900]  (主席) 一點都不容易
[00:09:03.900 --> 00:09:05.900]  (主席) 正如我剛才分享到
[00:09:05.900 --> 00:09:09.900]  (主席) 彼得他面對著當時很多的環境
[00:09:09.900 --> 00:09:11.900]  (主席) 其實都是同樣的艱難
[00:09:11.900 --> 00:09:15.900]  (主席) 耶穌祂面對著這麼多的艱難
[00:09:15.900 --> 00:09:17.900]  (主席) 這裡說祂畏罪去受苦
[00:09:17.900 --> 00:09:20.900]  (主席) 但是祂卻沒有犯罪
[00:09:20.900 --> 00:09:23.900]  (主席) 祂只是忍受艱難
[00:09:23.900 --> 00:09:26.900]  (主席) 那些辛苦的情況
[00:09:26.900 --> 00:09:28.900]  (主席) 並且祂勝過
[00:09:28.900 --> 00:09:31.900]  (主席) 所以我們一群信主的弟兄姊妹
[00:09:31.900 --> 00:09:32.900]  (主席) 我們一群信徒
[00:09:32.900 --> 00:09:34.900]  (主席) 這裡彼得一開口第一句
[00:09:34.900 --> 00:09:37.900]  (主席) 告訴我們知道你苦的
[00:09:37.900 --> 00:09:38.900]  (主席) 明白的
[00:09:38.900 --> 00:09:41.900]  (主席) 耶穌都曾經經歷過的
[00:09:41.900 --> 00:09:43.900]  (主席) 彼得就是這樣去勉勵我們
[00:09:43.900 --> 00:09:47.900]  (主席) 教我們用一個這樣的生活態度
[00:09:47.900 --> 00:09:50.900]  (主席) 去幫我們去面向
[00:09:50.900 --> 00:09:51.900]  (主席) 所以祂第一句的說話
[00:09:51.900 --> 00:09:56.900]  (主席) 這裡說你們也該將這樣的心智作為兵器
[00:09:56.900 --> 00:09:58.900]  (主席) 用這樣的態度
[00:09:58.900 --> 00:10:00.900]  (主席) 去面向我們的生活
[00:10:00.900 --> 00:10:04.900]  (主席) 作為兵器去抵擋那些艱難的日子
[00:10:04.900 --> 00:10:05.900]  (主席) 去裝備我們
[00:10:05.900 --> 00:10:08.900]  (主席) 以致我們能夠過著每一天的生活裡面
[00:10:08.900 --> 00:10:11.900]  (主席) 你不會百過枉過
[00:10:11.900 --> 00:10:14.900]  (主席) 每天在叫苦地去過
[00:10:14.900 --> 00:10:15.900]  (主席) 這個這樣的生活
[00:10:15.900 --> 00:10:16.900]  (主席) 這樣的向度
[00:10:16.900 --> 00:10:17.900]  (主席) 這樣的態度
[00:10:17.900 --> 00:10:19.900]  (主席) 是非常的珍貴
[00:10:19.900 --> 00:10:21.900]  (主席) 非常的寶貴
[00:10:21.900 --> 00:10:22.900]  (主席) 弟兄姊妹
[00:10:22.900 --> 00:10:26.900]  (主席) 彼得就是這樣用這一句的說話
[00:10:26.900 --> 00:10:28.900]  (主席) 去勉勵當時的信徒
[00:10:28.900 --> 00:10:32.900]  (主席) 也盼望成為我們今天的一個鼓勵
[00:10:32.900 --> 00:10:36.900]  (主席) 怎樣去生活呢
[00:10:36.900 --> 00:10:38.900]  (主席) 祂更加將一些叫做
[00:10:38.900 --> 00:10:41.900]  (主席) 兩個不同時段的生活展現出來
[00:10:41.900 --> 00:10:43.900]  (主席) 給我們一班的信徒看
[00:10:43.900 --> 00:10:45.900]  (主席) 一個叫做從前的生活
[00:10:45.900 --> 00:10:47.900]  (主席) 一個叫做餘下的光陰
[00:10:47.900 --> 00:10:49.900]  (主席) 在這裡告訴我們怎樣
[00:10:49.900 --> 00:10:52.900]  (主席) 從前的生活是怎樣的
[00:10:52.900 --> 00:10:53.900]  (主席) 有六樣東西
[00:10:53.900 --> 00:10:55.900]  (主席) 第一樣東西就是淫蕩
[00:10:55.900 --> 00:10:58.900]  (主席) 一些沒有約束性的生活
[00:10:58.900 --> 00:11:00.900]  (主席) 情慾
[00:11:00.900 --> 00:11:03.900]  (主席) 一些影響人行為那種的惡念
[00:11:03.900 --> 00:11:04.900]  (主席) 醉酒
[00:11:04.900 --> 00:11:06.900]  (主席) 酒能使人放蕩
[00:11:06.900 --> 00:11:09.900]  (主席) 宴會 謊言 狂飲
[00:11:09.900 --> 00:11:12.900]  (主席) 一些很淫亂的聚會
[00:11:12.900 --> 00:11:15.900]  (主席) 可憎的偶像崇拜
[00:11:15.900 --> 00:11:18.900]  (主席) 一些邪惡不道德的偶像敬拜
[00:11:18.900 --> 00:11:22.900]  (主席) 頭三樣是關於一些性的慾念
[00:11:22.900 --> 00:11:25.900]  (主席) 接著兩樣是一些酒
[00:11:25.900 --> 00:11:27.900]  (主席) 最後一樣是關於
[00:11:27.900 --> 00:11:30.900]  (主席) 講到十戒不可有別的神
[00:11:30.900 --> 00:11:34.900]  (主席) 這件事是很重要
[00:11:34.900 --> 00:11:36.900]  (主席) 雖然是放在最後
[00:11:36.900 --> 00:11:39.900]  (主席) 很多時候我們面對一些很艱難的時候
[00:11:39.900 --> 00:11:44.900]  (主席) 或者一些很辛苦的場景
[00:11:44.900 --> 00:11:50.900]  (主席) 我們很多時候都會忘記了有神
[00:11:50.900 --> 00:11:53.900]  (主席) 千萬不要像這裡所說
[00:11:53.900 --> 00:11:56.900]  (主席) 踏入了那些可憎的偶像敬拜
[00:11:56.900 --> 00:12:02.900]  (主席) 一些沒有神沒有上帝的生活當中
[00:12:02.900 --> 00:12:07.900]  (主席) 最後第三節這句話
[00:12:07.900 --> 00:12:09.900]  (主席) 一句語重心長的
[00:12:09.900 --> 00:12:13.900]  (主席) 事後已經夠了
[00:12:13.900 --> 00:12:15.900]  (主席) 過去的日子
[00:12:15.900 --> 00:12:20.900]  (主席) 或者一些在沒有管束約束的日子當中
[00:12:20.900 --> 00:12:24.900]  (主席) 給得這樣去展現出來
[00:12:24.900 --> 00:12:31.900]  (主席) 不要在艱難的歲月裡面去重蹈覆轍
[00:12:31.900 --> 00:12:34.900]  (主席) 犯上罪
[00:12:34.900 --> 00:12:37.900]  (主席) 我們今天未必在行為上
[00:12:37.900 --> 00:12:40.900]  (主席) 你會做到剛才那六件事
[00:12:40.900 --> 00:12:42.900]  (主席) 但是可能在不多不少
[00:12:42.900 --> 00:12:44.900]  (主席) 我們的內心
[00:12:44.900 --> 00:12:47.900]  (主席) 我們的思想裡面
[00:12:47.900 --> 00:12:52.900]  (主席) 可能都會做了或者想了這些事
[00:12:52.900 --> 00:12:53.900]  (主席) 求神幫助我們
[00:12:53.900 --> 00:12:56.900]  (主席) 事後已經夠了
[00:12:56.900 --> 00:12:58.900]  (主席) 不要再做
[00:12:58.900 --> 00:13:01.900]  (主席) 反而抓住主耶穌給我們的恩典
[00:13:01.900 --> 00:13:03.900]  (主席) 給我們的心智
[00:13:03.900 --> 00:13:07.900]  (主席) 作為兵器去度如下的降任
[00:13:07.900 --> 00:13:10.900]  (主席) 基督畏罪受苦
[00:13:10.900 --> 00:13:14.900]  (主席) 祂是順從神的心意
[00:13:14.900 --> 00:13:17.900]  (主席) 讓我們一同去學習
[00:13:17.900 --> 00:13:19.900]  (主席) 在不同的日子當中
[00:13:19.900 --> 00:13:22.900]  (主席) 同樣去順從神的旨意
[00:13:22.900 --> 00:13:25.900]  (主席) 保持著這個態度
[00:13:25.900 --> 00:13:28.900]  (主席) 去度我們每一天的降任
[00:13:28.900 --> 00:13:30.900]  (主席) 態度很重要
[00:13:30.900 --> 00:13:31.900]  (主席) 有句說話叫做
[00:13:31.900 --> 00:13:34.900]  (主席) 態度決定你的高度
[00:13:34.900 --> 00:13:36.900]  (主席) 你可以自己去詮釋一下
[00:13:36.900 --> 00:13:38.900]  (主席) 這句說話是什麼意思
[00:13:38.900 --> 00:13:40.900]  (主席) 但是態度真的很重要
[00:13:40.900 --> 00:13:42.900]  (主席) 我講過故事
[00:13:42.900 --> 00:13:44.900]  (主席) 有三個朋友
[00:13:44.900 --> 00:13:47.900]  (主席) 他們一起去砌一幅牆
[00:13:47.900 --> 00:13:50.900]  (主席) 有個叫做路人甲的經過
[00:13:50.900 --> 00:13:52.900]  (主席) 就問他們
[00:13:52.900 --> 00:13:56.900]  (主席) 你們在做什麼
[00:13:56.900 --> 00:13:59.900]  (主席) 第一個就冷眼閒
[00:13:59.900 --> 00:14:01.900]  (主席) 愛理不理地去回答他們
[00:14:01.900 --> 00:14:03.900]  (主席) 你們看不到的嗎
[00:14:03.900 --> 00:14:06.900]  (主席) 正在砌一幅牆 正在砌磚
[00:14:06.900 --> 00:14:12.900]  (主席) 第二個就很誠懇地去回應
[00:14:12.900 --> 00:14:17.900]  (主席) 我們正在建造一間樓房
[00:14:17.900 --> 00:14:26.900]  (主席) 第三個轉身 很自信地去跟路人甲說
[00:14:26.900 --> 00:14:31.900]  (主席) 我們正在規劃建造一個很大的城市
[00:14:31.900 --> 00:14:36.900]  (主席) 先生 不同人回答的問題
[00:14:36.900 --> 00:14:40.900]  (主席) 雖然面向同一個事情
[00:14:40.900 --> 00:14:44.900]  (主席) 他可以有不同的態度去做
[00:14:44.900 --> 00:14:48.900]  (主席) 十年之後 第二位回答的
[00:14:48.900 --> 00:14:51.900]  (主席) 成為一個建築師
[00:14:51.900 --> 00:14:57.900]  (主席) 第三個卻是成為一個房地產公司的大老闆
[00:14:57.900 --> 00:14:58.900]  (主席) 而第一個呢
[00:14:58.900 --> 00:15:03.900]  (主席) 他繼續每一天在地盤裏面砌磚
[00:15:03.900 --> 00:15:07.900]  (主席) 要留意 我並不是在說不同職業
[00:15:07.900 --> 00:15:08.900]  (主席) 職業無分貴賤
[00:15:08.900 --> 00:15:11.900]  (主席) 每個人有不同的恩賜去工作
[00:15:11.900 --> 00:15:15.900]  (主席) 但我卻是在說 你做同一件事
[00:15:15.900 --> 00:15:18.900]  (主席) 你保持著不同的態度
[00:15:18.900 --> 00:15:21.900]  (主席) 卻是會有不同的結果
[00:15:21.900 --> 00:15:26.900]  (主席) 一個不同的態度
[00:15:26.900 --> 00:15:30.900]  (主席) 卻是會規劃出不同的人生
[00:15:30.900 --> 00:15:32.900]  (主席) 這個是很重要
[00:15:32.900 --> 00:15:36.900]  (主席) 等於我們一個願意順從神的旨意
[00:15:36.900 --> 00:15:39.900]  (主席) 作為我們心智 作為這個兵器
[00:15:39.900 --> 00:15:42.900]  (主席) 主耶穌這樣去勉勵我們
[00:15:42.900 --> 00:15:45.900]  (主席) 彼得這樣去鼓勵我們的時候
[00:15:45.900 --> 00:15:52.900]  (主席) 我們用這個態度去度餘下的光陰
[00:15:52.900 --> 00:15:56.900]  (主席) 一個很不同的生活取向
[00:15:56.900 --> 00:15:58.900]  (主席) 在今天的日子裏面
[00:15:58.900 --> 00:16:02.900]  (主席) 可以有人每天在哀聲嘆氣
[00:16:02.900 --> 00:16:07.900]  (主席) 可以有人在迷失當中究竟是發生什麼事
[00:16:07.900 --> 00:16:12.900]  (主席) 可以有人用很多不同的方法去詮釋 去講述
[00:16:12.900 --> 00:16:15.900]  (主席) 究竟現在究竟發生什麼事
[00:16:15.900 --> 00:16:19.900]  (主席) 這個都不像是我生活了幾十年的地方
[00:16:19.900 --> 00:16:22.900]  (主席) 但是我們一群有信仰的弟兄姊妹
[00:16:22.900 --> 00:16:24.900]  (主席) 我們一群信徒
[00:16:24.900 --> 00:16:31.900]  (主席) 我們在用什麼去度過每一天的生活呢
[00:16:31.900 --> 00:16:36.900]  (主席) 當我們知道 看到 聽到每一件事的時候
[00:16:36.900 --> 00:16:43.900]  (主席) 我們是怎樣去回應 怎樣去踏入每一件事的情況裏面
[00:16:43.900 --> 00:16:46.900]  (主席) 彼得教我們一樣東西
[00:16:46.900 --> 00:16:49.900]  (主席) 順著神的旨意
[00:16:49.900 --> 00:16:52.900]  (主席) 作為兵器
[00:16:52.900 --> 00:16:55.900]  (主席) 去度我們餘下的光陰
[00:16:55.900 --> 00:16:58.900]  (主席) 一個這樣的態度
[00:16:58.900 --> 00:17:01.900]  (主席) 這樣去面向上帝
[00:17:01.900 --> 00:17:05.900]  (主席) 面向著我們每一天的生活
[00:17:05.900 --> 00:17:06.900]  (主席) 弟兄姊妹
[00:17:06.900 --> 00:17:09.900]  (主席) 我們是不是這樣去活
[00:17:09.900 --> 00:17:12.900]  (主席) 我們每一天的生活呢
[00:17:12.900 --> 00:17:16.900]  (主席) 因為我們都要交帳
[00:17:16.900 --> 00:17:21.900]  (主席) 我們都有結帳的日子
[00:17:21.900 --> 00:17:23.900]  (主席) 第五節這裡說
[00:17:23.900 --> 00:17:30.900]  (主席) 因為必須在那位將要審判活人死人的主面前交帳
[00:17:30.900 --> 00:17:32.900]  (主席) 這個是事實
[00:17:32.900 --> 00:17:36.900]  (主席) 人人都有一死 死後且有審判
[00:17:36.900 --> 00:17:40.900]  (主席) 聖經說得很清楚
[00:17:40.900 --> 00:17:43.900]  (主席) 人人都會死 有這個結局
[00:17:43.900 --> 00:17:47.900]  (主席) 我們都是正視或者面向著一個結局
[00:17:47.900 --> 00:17:48.900]  (主席) 有人開玩笑說
[00:17:48.900 --> 00:17:52.900]  (主席) 一出世就是死路一條
[00:17:52.900 --> 00:17:55.900]  (主席) 事實上真的是
[00:17:55.900 --> 00:17:56.900]  (主席) 不要太消極
[00:17:56.900 --> 00:17:59.900]  (主席) 上帝給我們生命我們珍惜
[00:17:59.900 --> 00:18:02.900]  (主席) 不要忽視 是真的
[00:18:02.900 --> 00:18:04.900]  (主席) 無論你是什麼人
[00:18:04.900 --> 00:18:07.900]  (主席) 好人壞人聰明人蠢人
[00:18:07.900 --> 00:18:11.900]  (主席) 都是面向著一個結局
[00:18:11.900 --> 00:18:14.900]  (主席) 這個是人人都知道的事
[00:18:14.900 --> 00:18:20.900]  (主席) 很多時候我們信徒和一些未信主的家人去傳福音的時候
[00:18:20.900 --> 00:18:22.900]  (主席) 或者講見證的時候
