
[00:00:00.000 --> 00:00:04.360]  今天我的題目是《御虎奇》
[00:02:13.800 --> 00:02:15.920]  不知道你坐在這裡會不會想
[00:02:15.920 --> 00:02:16.920]  Iris傳道
[00:02:16.920 --> 00:02:19.240]  今天這個題目應該是不適合我的
[00:02:19.240 --> 00:02:21.600]  因為我沒有做錯事
[00:02:21.600 --> 00:02:23.640]  不知道會不會心裡面有這個想法
[00:02:23.640 --> 00:02:27.600]  我們看看耶穌說什麼人要悔改呢
[00:02:27.600 --> 00:02:30.440]  這裡我首先說一點背景
[00:02:30.440 --> 00:02:35.400]  正當那時在十三章的一節說正當那時
[00:02:35.400 --> 00:02:37.040]  是一個什麼時候呢
[00:02:37.040 --> 00:02:40.280]  其實就是由十二章開始
[00:02:40.280 --> 00:02:42.000]  去到十三章的九節
[00:02:42.000 --> 00:02:45.160]  我們剛剛讀完的那幾節經文
[00:02:45.160 --> 00:02:50.200]  就是耶穌是要挑戰一班聚集在
[00:02:50.200 --> 00:02:52.200]  和耶穌一起的人
[00:02:52.200 --> 00:02:57.000]  要為將來受審判去做預備
[00:02:57.000 --> 00:03:00.000]  十二章開始
[00:03:00.000 --> 00:03:02.200]  其實在十二章的一節就說
[00:03:02.200 --> 00:03:04.640]  這個時候有幾萬人聚集
[00:03:04.640 --> 00:03:08.320]  就是耶穌和一大班群眾聚在一起
[00:03:08.320 --> 00:03:11.080]  然後整個十二章都是說一些
[00:03:11.080 --> 00:03:14.680]  群眾又有些事情去問耶穌
[00:03:14.680 --> 00:03:16.320]  耶穌又作一些教導
[00:03:16.320 --> 00:03:18.640]  群眾又再問耶穌一些事情
[00:03:18.640 --> 00:03:20.800]  耶穌又去作一些教導
[00:03:20.800 --> 00:03:25.920]  所以當時耶穌是和一大班人
[00:03:25.920 --> 00:03:29.640]  不只是某部分的人
[00:03:29.640 --> 00:03:32.520]  而是有幾萬人
[00:03:32.520 --> 00:03:35.160]  就是一大班人聚集的
[00:03:35.160 --> 00:03:40.640]  而這時候耶穌說的是什麼呢
[00:03:40.640 --> 00:03:43.400]  他說就和一大班人說
[00:03:43.400 --> 00:03:47.680]  在這時候有人就將比拉多
[00:03:47.680 --> 00:03:51.440]  令到加利利人的血參雜在
[00:03:51.440 --> 00:03:55.000]  他們的祭物中的事告訴耶穌
[00:03:55.000 --> 00:03:57.120]  這件究竟是一件什麼事呢
[00:03:57.120 --> 00:03:59.280]  就是當他們看到
[00:03:59.280 --> 00:04:01.520]  拉比在的時候就問耶穌
[00:04:01.520 --> 00:04:05.640]  我們最近他們大家都知道的
[00:04:05.640 --> 00:04:07.320]  一些大的事件
[00:04:07.320 --> 00:04:09.880]  就好像一些大新聞一樣
[00:04:09.880 --> 00:04:12.800]  他們就說最近有些人
[00:04:12.800 --> 00:04:18.000]  他們的比拉多使到加利利人的血
[00:04:18.000 --> 00:04:20.360]  參雜在他們的祭物中的事
[00:04:20.360 --> 00:04:22.040]  是什麼意思呢
[00:04:22.040 --> 00:04:24.520]  就是說當時其實這段經文
[00:04:24.520 --> 00:04:25.920]  是記載了一個
[00:04:25.920 --> 00:04:30.080]  關於比拉多殺害加利利人的事件
[00:04:30.080 --> 00:04:33.080]  就是根據在聖經裡面
[00:04:33.080 --> 00:04:35.560]  沒有很多詳細描述這件事件
[00:04:35.560 --> 00:04:39.800]  不過我們看到其他的一些的
[00:04:39.800 --> 00:04:41.480]  對聖經的歷史
[00:04:41.480 --> 00:04:45.280]  當時歷史有記載的文獻裡面
[00:04:45.280 --> 00:04:48.640]  就是在約瑟夫的《猶太史記》當中
[00:04:48.640 --> 00:04:54.480]  我們會看到比拉多他逼迫和殘害猶太人
[00:04:54.480 --> 00:04:56.440]  但是我們在現今
[00:04:56.440 --> 00:04:58.840]  都沒有發現一些的文獻
[00:04:58.840 --> 00:05:02.520]  提到比拉多為什麼要殺害加利利人
[00:05:02.520 --> 00:05:05.040]  我們只可以推算大概
[00:05:05.040 --> 00:05:06.720]  可能是因為加利利人
[00:05:06.720 --> 00:05:08.760]  當時在憲制的時候
[00:05:08.760 --> 00:05:11.640]  涉及一些要起革命的事
[00:05:11.640 --> 00:05:14.560]  所以比拉多和他的軍隊
[00:05:14.560 --> 00:05:18.880]  就鎮壓和殺傷加利利人
[00:05:18.880 --> 00:05:19.840]  我們可以看到
[00:05:19.840 --> 00:05:23.680]  其實這是一件很殘酷的事件
[00:05:23.680 --> 00:05:26.440]  當很殘酷的事件發生
[00:05:26.440 --> 00:05:28.160]  耶穌怎麼去回應呢
[00:05:28.160 --> 00:05:30.040]  我們一會兒再說
[00:05:30.040 --> 00:05:33.200]  耶穌說了一些教導之後
[00:05:33.200 --> 00:05:35.800]  接著耶穌再說
[00:05:35.800 --> 00:05:38.480]  這件事件是耶穌提及的
[00:05:38.480 --> 00:05:41.920]  就是說從前西羅亞樓倒塌了
[00:05:41.920 --> 00:05:44.080]  壓死了十八個人
[00:05:44.080 --> 00:05:46.640]  這件事又是一件什麼事件呢
[00:05:46.640 --> 00:05:48.400]  同樣都是一件
[00:05:48.400 --> 00:05:52.320]  發生在他們當中的一件大新聞
[00:05:52.320 --> 00:05:56.040]  西羅亞樓可能我們有人
[00:05:56.040 --> 00:05:58.840]  對聖經有些印象
[00:05:58.840 --> 00:06:02.600]  都會對西羅亞有一點印象
[00:06:02.600 --> 00:06:06.080]  西羅亞就是一個西羅亞池
[00:06:06.080 --> 00:06:08.560]  西羅亞樓有機會可能
[00:06:08.560 --> 00:06:11.520]  它是在西羅亞池的旁邊
[00:06:11.520 --> 00:06:13.880]  其實西羅亞池是一個什麼的池
[00:06:13.880 --> 00:06:16.520]  就是當時的人認為
[00:06:16.520 --> 00:06:19.520]  西羅亞池的水一動的時候
[00:06:19.520 --> 00:06:23.800]  先落到水的病人就可以得醫治
[00:06:23.800 --> 00:06:27.400]  所以住在西羅亞樓那裡的人
[00:06:27.400 --> 00:06:29.720]  都可能是病人
[00:06:29.720 --> 00:06:31.320]  西羅亞樓塌了
[00:06:31.320 --> 00:06:33.480]  壓死了十八個人
[00:06:33.480 --> 00:06:35.840]  為什麼在同一個地方
[00:06:35.840 --> 00:06:39.800]  有一些人等待要被醫治
[00:06:39.800 --> 00:06:43.280]  但是卻壓死了呢
[00:06:43.280 --> 00:06:46.840]  這兩件都是慘的事
[00:06:46.840 --> 00:06:49.600]  我們看看耶穌怎樣回應
[00:06:49.600 --> 00:06:53.960]  就是這兩件是令人很不開心
[00:06:53.960 --> 00:06:57.120]  很慘的事情發生了
[00:06:57.120 --> 00:07:03.280]  當時的民眾就提出第一件事
[00:07:03.280 --> 00:07:05.960]  然後耶穌就再提及另一件
[00:07:05.960 --> 00:07:08.440]  就是西羅亞樓塌了的事件
[00:07:08.440 --> 00:07:09.960]  而耶穌就說
[00:07:09.960 --> 00:07:12.560]  你們以為這些人
[00:07:12.560 --> 00:07:18.720]  比其他的人更有罪嗎
[00:07:18.720 --> 00:07:19.920]  耶穌就問
[00:07:19.920 --> 00:07:22.680]  你以為這些受害的人
[00:07:22.680 --> 00:07:26.160]  比沒有受害的人更有罪嗎
[00:07:26.160 --> 00:07:30.040]  耶穌是知道他們的心在想什麼
[00:07:30.040 --> 00:07:32.680]  耶穌知道他們心裡面在想
[00:07:32.680 --> 00:07:34.760]  我覺得受害的人
[00:07:34.760 --> 00:07:37.560]  比沒有受害的人更有罪
[00:07:37.560 --> 00:07:41.520]  我們都可以理解到
[00:07:41.520 --> 00:07:45.360]  當時的人他們會有這個想法
[00:07:45.360 --> 00:07:47.840]  從另一件事可以看到
[00:07:47.840 --> 00:07:49.920]  就是有一個核子
[00:07:49.920 --> 00:07:51.800]  身體是核眼的
[00:07:51.800 --> 00:07:53.680]  門徒就問耶穌
[00:07:53.680 --> 00:07:56.880]  拉比這個人生來是核眼的
[00:07:56.880 --> 00:07:58.680]  究竟是誰犯了罪
[00:07:58.680 --> 00:07:59.920]  是這個人犯了罪
[00:07:59.920 --> 00:08:01.480]  還是祂的父母呢
[00:08:01.480 --> 00:08:03.080]  就是當時的人會覺得
[00:08:03.080 --> 00:08:04.960]  當我們一個人
[00:08:04.960 --> 00:08:10.240]  他有一些不好的事發生在他生命裡面
[00:08:10.240 --> 00:08:13.040]  應該都是跟他的罪
[00:08:13.040 --> 00:08:16.760]  或者他的上一代的罪有關的
[00:08:16.760 --> 00:08:18.720]  不會無緣無故一個人
[00:08:18.720 --> 00:08:22.640]  有不好的事發生在他身上
[00:08:22.640 --> 00:08:25.880]  這個就是當時的人的想法
[00:08:25.880 --> 00:08:28.560]  不知道我們會不會這樣想呢
[00:08:28.560 --> 00:08:32.600]  就是我們今天
[00:08:32.600 --> 00:08:35.480]  當我們面對不同的事情
[00:08:35.480 --> 00:08:37.400]  不知道我們會不會這樣想呢
[00:08:37.400 --> 00:08:41.800]  就是如果有開車的時候
[00:08:41.800 --> 00:08:43.520]  你開車的時候遇到
[00:08:43.520 --> 00:08:47.360]  旁邊那條線有一些車禍發生
[00:08:47.360 --> 00:08:48.520]  有一些意外
[00:08:48.520 --> 00:08:50.760]  你會不會心裡面心存僥倖
[00:08:50.760 --> 00:08:54.880]  幸好我開車醒醒定定
[00:08:54.880 --> 00:08:57.000]  不然可能撞到的是我
[00:08:57.000 --> 00:08:59.080]  我們可能都會有一點點
[00:08:59.080 --> 00:09:03.080]  這種僥倖的心態
[00:09:03.080 --> 00:09:05.240]  又或者是覺得
[00:09:05.240 --> 00:09:07.680]  幸好我醒了
[00:09:07.680 --> 00:09:10.760]  幸好我行事為人端正
[00:09:10.760 --> 00:09:13.880]  所以沒有一些不好的事發生在我身上
[00:09:13.880 --> 00:09:16.840]  可能我們都會有這種想法的
[00:09:16.840 --> 00:09:19.920]  那麼耶穌說什麼呢
[00:09:19.920 --> 00:09:21.480]  耶穌說
[00:09:21.480 --> 00:09:23.080]  我告訴你們
[00:09:23.080 --> 00:09:24.080]  不是的
[00:09:24.080 --> 00:09:26.280]  你們若不悔改
[00:09:26.280 --> 00:09:29.920]  都要如此滅亡
[00:09:29.920 --> 00:09:34.080]  兩次耶穌都是說同一番話
[00:09:34.080 --> 00:09:35.200]  不是的
[00:09:35.200 --> 00:09:37.760]  你們若不悔改
[00:09:37.760 --> 00:09:40.520]  都要如此滅亡
[00:09:40.520 --> 00:09:44.240]  所以悔改是對什麼人說呢
[00:09:44.240 --> 00:09:47.040]  耶穌對什麼人說要悔改
[00:09:47.040 --> 00:09:49.200]  就是對所有人
[00:09:49.200 --> 00:09:51.800]  沒有例外
[00:09:51.800 --> 00:09:54.600]  所有人都要警醒
[00:09:54.600 --> 00:09:56.520]  要留心
[00:09:56.520 --> 00:09:59.520]  我們不要以為我們的生命
[00:09:59.520 --> 00:10:02.880]  到了今天多好啊
[00:10:02.880 --> 00:10:05.600]  就覺得自己OK
[00:10:05.600 --> 00:10:07.920]  沒什麼要去反省
[00:10:07.920 --> 00:10:08.960]  不是的
[00:10:08.960 --> 00:10:12.760]  其實我們縱使我們覺得自己多好
[00:10:12.760 --> 00:10:13.720]  但是呢
[00:10:13.720 --> 00:10:17.760]  我們都有一些東西是需要去反省
[00:10:17.760 --> 00:10:19.800]  去想一下
[00:10:19.800 --> 00:10:28.760]  有一位輔導員
[00:10:28.760 --> 00:10:30.600]  看看時間
[00:10:30.600 --> 00:10:31.480]  要留意一下
[00:10:31.480 --> 00:10:37.560]  因為今天大家都要去有孕婦的三合一運動
[00:10:37.560 --> 00:10:39.640]  有一位輔導員
[00:10:39.640 --> 00:10:43.200]  他就說
[00:10:43.200 --> 00:10:49.720]  他記得他有一段時間認識了兩對夫婦
[00:10:49.720 --> 00:10:53.720]  他們的孩子到了青少年階段
[00:10:53.720 --> 00:10:58.440]  都開始有一些反叛的行為出現
[00:10:58.440 --> 00:11:03.800]  令到這兩對夫婦都很頭痛
[00:11:03.800 --> 00:11:08.720]  甚至是覺得他們的生命都很崩潰
[00:11:08.720 --> 00:11:12.720]  面對他們的子女在青少年階段的反叛期
[00:11:12.720 --> 00:11:14.120]  都很崩潰
[00:11:14.120 --> 00:11:16.880]  這個輔導員跟他們談的時候
[00:11:16.880 --> 00:11:19.840]  就有一個感受就是覺得
[00:11:19.840 --> 00:11:21.560]  因為他們的孩子
[00:11:21.560 --> 00:11:25.640]  跟這個輔導員的孩子的子女年紀差不多
[00:11:25.640 --> 00:11:30.120]  這個輔導員當他跟他們做輔導的時候
[00:11:30.120 --> 00:11:35.080]  心裡面就想
[00:11:35.080 --> 00:11:39.880]  幸好我的子女沒有這些問題
[00:11:39.880 --> 00:11:42.040]  但是當幾個星期之後
[00:11:42.040 --> 00:11:45.680]  他就去看《老家福音》的十三章
[00:11:45.680 --> 00:11:47.040]  一到九節
[00:11:47.040 --> 00:11:49.720]  就是剛剛我們讀的經文
[00:11:49.720 --> 00:11:53.200]  他看到的時候
[00:11:53.200 --> 00:11:57.240]  他就突然間有一個想法
[00:11:57.240 --> 00:11:58.880]  就是
[00:11:58.880 --> 00:11:59.680]  是啊
[00:11:59.680 --> 00:12:02.320]  原來我心裡面是在想
[00:12:02.320 --> 00:12:07.760]  他們的子女有很多青少年的問題
[00:12:07.760 --> 00:12:11.560]  但是自己的子女沒有
[00:12:11.560 --> 00:12:15.240]  因此他心裡面就覺得
[00:12:15.240 --> 00:12:19.320]  對方都不太懂得教子女
[00:12:19.320 --> 00:12:22.600]  覺得對方都是比較差
[00:12:22.600 --> 00:12:25.080]  但是他看到一句說話
[00:12:25.080 --> 00:12:27.840]  就是我們剛剛看到耶穌的回應
[00:12:27.840 --> 00:12:34.120]  「不是的,你若不悔改,都要如此滅亡」
[00:12:34.120 --> 00:12:36.320]  那他就明白到
[00:12:36.320 --> 00:12:38.160]  耶穌所說的話就是
[00:12:38.160 --> 00:12:40.400]  當我們在順境的日子
[00:12:40.400 --> 00:12:44.800]  我們很容易心裡面自以為意
[00:12:44.800 --> 00:12:49.240]  這個原來是我們最難處理的一部分
[00:12:49.240 --> 00:12:50.760]  所以弟兄姊妹
[00:12:50.760 --> 00:12:55.200]  當我覺得自己都挺好的時候
[00:12:55.200 --> 00:12:58.480]  原來我們要小心留意
[00:12:58.480 --> 00:13:00.400]  我們需要悔改
[00:13:00.400 --> 00:13:02.440]  那悔改些什麼呢?
[00:13:02.440 --> 00:13:05.200]  那我們就再看下去
[00:13:05.200 --> 00:13:08.560]  耶穌隨即就說了一個比喻
[00:13:08.560 --> 00:13:10.920]  就是說一個無花果的比喻
[00:13:10.920 --> 00:13:13.480]  災在哪裡呢?
[00:13:13.480 --> 00:13:16.600]  有一棵無花果樹
[00:13:16.600 --> 00:13:19.800]  災在葡萄園裡面
[00:13:19.800 --> 00:13:22.280]  它不是災在一個果園裡面
[00:13:22.280 --> 00:13:24.040]  而是災在葡萄園裡面
[00:13:24.040 --> 00:13:29.880]  葡萄園可能對我們來說不算很陌生
[00:13:29.880 --> 00:13:32.920]  因為我們周邊都有很多酒莊
[00:13:32.920 --> 00:13:34.560]  有很多葡萄園
[00:13:34.560 --> 00:13:40.920]  我還沒有看到葡萄園盛開的日子
[00:13:40.920 --> 00:13:42.560]  因為我去年六月來
[00:13:42.560 --> 00:13:44.520]  這幾個月應該是沒有的
[00:13:44.520 --> 00:13:46.840]  還是我沒有去呢?
[00:13:46.840 --> 00:13:48.520]  是不是我沒去?
[00:13:48.520 --> 00:13:52.560]  我沒去就已經盛開了
[00:13:52.560 --> 00:13:55.920]  其實告訴大家一個秘密
[00:13:55.920 --> 00:14:00.000]  其實我對植物真的不是很敏感
[00:14:00.000 --> 00:14:03.160]  但是我要開始要慢慢去習慣
[00:14:03.160 --> 00:14:06.040]  熟悉一下植物的不同季節
[00:14:06.040 --> 00:14:08.200]  一個葡萄園
[00:14:08.200 --> 00:14:12.080]  葡萄園我們看到的葡萄樹
[00:14:12.080 --> 00:14:14.440]  不會長得很高的
[00:14:14.440 --> 00:14:17.520]  如果我說錯的話
[00:14:17.520 --> 00:14:18.320]  大家可以理解我
[00:14:18.320 --> 00:14:20.880]  因為我真的對植物不是很熟悉
[00:14:20.880 --> 00:14:23.080]  但是我去過酒莊
[00:14:23.080 --> 00:14:25.720]  看到的樹都是矮矮的
[00:14:25.720 --> 00:14:27.840]  不是很高的
[00:14:27.840 --> 00:14:31.600]  如果一棵無花果樹
[00:14:31.600 --> 00:14:33.400]  災在葡萄園裡面
[00:14:33.400 --> 00:14:38.960]  會有什麼樣的景象呢?
[00:14:38.960 --> 00:14:42.680]  我也是隨隨便便的
[00:14:42.680 --> 00:14:43.920]  但是這一棵
[00:14:43.920 --> 00:14:47.440]  真的是我在網上找的無花果樹
[00:14:47.440 --> 00:14:50.520]  我也做了一點資料搜集
[00:14:50.520 --> 00:14:55.800]  無花果樹的高度大概是多高呢?
[00:14:55.800 --> 00:14:59.160]  就是大概九至十二尺高
[00:14:59.160 --> 00:15:03.200]  所以在一般的葡萄園當中
[00:15:03.200 --> 00:15:06.560]  如果有一棵無花果樹種出來的話
[00:15:06.560 --> 00:15:10.280]  它一定是像鶴立雞群一樣
[00:15:10.280 --> 00:15:12.040]  那你就要想一件事
[00:15:12.040 --> 00:15:15.560]  究竟無花果樹
[00:15:15.560 --> 00:15:18.560]  不要看這幅圖畫
[00:15:18.560 --> 00:15:23.160]  大概讓大家看到那個對比而已
[00:15:23.160 --> 00:15:25.440]  一棵無花果樹
[00:15:25.440 --> 00:15:27.800]  種在葡萄園當中
[00:15:27.800 --> 00:15:31.680]  會不會是不小心有人吃了無花果
[00:15:31.680 --> 00:15:33.320]  然後掉了一些核在裡面
[00:15:33.320 --> 00:15:34.840]  而種出來的呢?
[00:15:34.840 --> 00:15:36.160]  你覺得
[00:15:36.160 --> 00:15:38.280]  會不會呢?
[00:15:38.280 --> 00:15:41.600]  如果是偶然發生的話
[00:15:41.600 --> 00:15:44.800]  那應該那個園主
[00:15:44.800 --> 00:15:47.320]  他會看到它長出來
[00:15:47.320 --> 00:15:48.840]  和大家不同類
[00:15:48.840 --> 00:15:50.440]  我不是想種無花果樹
[00:15:50.440 --> 00:15:52.480]  我是想種葡萄樹的
[00:15:52.480 --> 00:15:54.480]  就會砍掉它,是不是?
[00:15:54.480 --> 00:15:57.240]  為什麼還要等它等這麼久呢?
[00:15:57.240 --> 00:15:59.360]  等到它成長
[00:15:59.360 --> 00:16:03.240]  還要很期望它有果實出現
[00:16:03.240 --> 00:16:06.680]  這是不是一件很匪夷所思的事?
[00:16:06.680 --> 00:16:08.440]  明明這個是葡萄園
[00:16:08.440 --> 00:16:10.520]  它不是一個果園
[00:16:10.520 --> 00:16:13.480]  它不是說想種一下蘋果
[00:16:13.480 --> 00:16:14.440]  種一下橙
[00:16:14.440 --> 00:16:15.760]  種一下什麼都種一下
[00:16:15.760 --> 00:16:16.880]  不是的
[00:16:16.880 --> 00:16:18.800]  這個是一個葡萄園
[00:16:18.800 --> 00:16:21.000]  耶穌明明說了這一點
[00:16:21.000 --> 00:16:24.440]  葡萄園裡面種了一棵無花果樹
[00:16:24.440 --> 00:16:26.640]  所以其實是一件很奇怪
[00:16:26.640 --> 00:16:28.560]  很匪夷所思的事
[00:16:28.560 --> 00:16:30.680]  一定不是偶然
[00:16:30.680 --> 00:16:33.760]  而是故意種下去
[00:16:33.760 --> 00:16:36.920]  就好像我們的生命一樣
[00:16:36.920 --> 00:16:41.120]  其實我們配不配
[00:16:41.120 --> 00:16:43.440]  在葡萄園裡面呢?
[00:16:43.440 --> 00:16:46.560]  我們的生命其實我們配不配
[00:16:46.560 --> 00:16:51.160]  得到這個永生的禮物呢?
[00:16:51.160 --> 00:16:53.920]  其實我們的生命都不配
[00:16:53.920 --> 00:16:57.440]  不過我們能夠相信耶穌
[00:16:57.440 --> 00:16:58.640]  能夠同神
[00:16:58.640 --> 00:17:01.360]  我們全部都是一幫罪人
[00:17:01.360 --> 00:17:04.960]  但是我們能夠同神有一個連接
[00:17:04.960 --> 00:17:08.840]  其實全是因典
[00:17:08.840 --> 00:17:11.600]  所以當我們需要
[00:17:11.600 --> 00:17:14.560]  知道每個人都要悔改之先
[00:17:14.560 --> 00:17:16.720]  其實我們要有一個心
[00:17:16.720 --> 00:17:18.640]  明白一件事就是
[00:17:18.640 --> 00:17:21.000]  我們今天能夠坐在這裡
[00:17:21.000 --> 00:17:22.640]  能夠相信耶穌
[00:17:22.640 --> 00:17:25.880]  能夠成為神的子女
[00:17:25.880 --> 00:17:28.480]  我們被稱為神的子女
[00:17:28.480 --> 00:17:30.920]  全是因典
[00:17:30.920 --> 00:17:32.520]  在禦虎期的當中
[00:17:32.520 --> 00:17:34.720]  我們要明白這個道理
[00:17:34.720 --> 00:17:37.960]  我們需要存著一個感恩的心
[00:17:37.960 --> 00:17:41.480]  感謝主 今天我坐在這裡
[00:17:41.480 --> 00:17:46.800]  感謝主 今天我相信了耶穌
[00:17:46.800 --> 00:17:48.920]  接著之後呢
[00:17:48.920 --> 00:17:53.720]  當這個無花果樹
[00:17:53.720 --> 00:17:57.280]  它的主人就找果子
[00:17:57.280 --> 00:17:58.280]  但是又找不到
[00:17:58.280 --> 00:17:59.680]  於是他就說
[00:17:59.680 --> 00:18:01.240]  在這三年裡面
[00:18:01.240 --> 00:18:04.720]  三年都找不到果子
[00:18:04.720 --> 00:18:09.200]  不如斬了它算了
[00:18:09.200 --> 00:18:11.080]  好了 在無花果樹
[00:18:11.080 --> 00:18:13.080]  我們看看無花果樹
[00:18:13.080 --> 00:18:17.320]  它是沒有花的
[00:18:17.320 --> 00:18:20.880]  所以它是不是可以作觀賞用途呢?
[00:18:20.880 --> 00:18:23.000]  不是作觀賞用途的
[00:18:23.000 --> 00:18:24.440]  很重要的一件事就是
[00:18:24.440 --> 00:18:27.680]  它需要有果實
[00:18:27.680 --> 00:18:29.680]  如果它沒有果實的話
[00:18:29.680 --> 00:18:35.280]  其實它是一棵無用的樹
[00:18:35.280 --> 00:18:37.520]  它是百佔地土的
[00:18:37.520 --> 00:18:40.680]  所以我們要留心一件事
[00:18:40.680 --> 00:18:42.880]  我們的生命
[00:18:42.880 --> 00:18:47.240]  如果好像這棵不結果的無花果樹的話
[00:18:47.240 --> 00:18:52.400]  其實我們只是百佔地土
[00:18:52.400 --> 00:18:53.800]  如果我的生命
[00:18:53.800 --> 00:18:55.080]  我坐在這裡了
[00:18:55.080 --> 00:18:58.560]  OK啊 挺好啊 我得到這份白白的恩典
[00:18:58.560 --> 00:19:00.040]  我坐在這裡了
[00:19:00.040 --> 00:19:03.960]  但是你的生命是不結果果子的話
[00:19:03.960 --> 00:19:10.000]  不好意思 原來是霸佔了一個位置
[00:19:10.000 --> 00:19:13.280]  我們的生命要留心一件事
[00:19:13.280 --> 00:19:14.160]  我的生命
[00:19:14.160 --> 00:19:16.440]  今天說悔改
[00:19:16.440 --> 00:19:17.920]  其實我們的生命
[00:19:17.920 --> 00:19:22.200]  是不是一個能夠結果果子的生命呢?
[00:19:22.200 --> 00:19:27.680]  我的生命是不是可以能夠為神去發光
[00:19:27.680 --> 00:19:31.840]  在我身邊能夠影響人的一個生命呢?
[00:19:31.840 --> 00:19:36.040]  還是我好像這棵無花果樹一樣
[00:19:36.040 --> 00:19:38.560]  百佔地土呢?
[00:19:38.560 --> 00:19:41.320]  所以我們需要自我檢視
[00:19:41.320 --> 00:19:43.880]  檢視一下我的生命
[00:19:43.880 --> 00:19:47.240]  怎樣可以能夠成為一棵
[00:19:47.240 --> 00:19:51.400]  可以結果實的無花果樹呢?
[00:19:51.400 --> 00:19:56.440]  好了 那我們可以如何結果實呢?
[00:19:56.440 --> 00:20:00.280]  這裡就是說
[00:20:00.280 --> 00:20:02.280]  管轅的就說
[00:20:02.280 --> 00:20:07.080]  主啊 今年不如你先留下這棵無花果樹吧
[00:20:07.080 --> 00:20:10.320]  讓我挖開土 加上糞
[00:20:10.320 --> 00:20:13.920]  再看一下它能否結果子
[00:20:13.920 --> 00:20:17.520]  所以就是說我們很重要的一件事
[00:20:17.520 --> 00:20:23.160]  原來就是需要被主去挖開
[00:20:23.160 --> 00:20:26.120]  被主去挖開我的生命
[00:20:26.120 --> 00:20:28.760]  我的生命才可以結果實
[00:20:28.760 --> 00:20:30.880]  以及加上糞
[00:20:30.880 --> 00:20:31.960]  加上一些
[00:20:31.960 --> 00:20:33.600]  加上糞的意思是什麼呢?
[00:20:33.600 --> 00:20:38.040]  可能就是加上一些我不喜歡的東西
[00:20:38.040 --> 00:20:42.360]  咦?
[00:20:42.360 --> 00:20:45.040]  我們其實在服侍的當中
[00:20:45.040 --> 00:20:49.280]  就是服侍的弟兄姊妹可能都會經歷過
[00:20:49.280 --> 00:20:51.120]  這一種的滋味
[00:20:51.120 --> 00:20:54.560]  就是其實有些東西我真的不太想做的
[00:20:54.560 --> 00:20:56.480]  就是譬如好像
[00:20:56.480 --> 00:20:57.800]  你問我呢
[00:20:57.800 --> 00:21:01.360]  我其實我本身我的人呢
