
[00:00:00.000 --> 00:00:02.760]  好 今天跟大家分享「恃求必應」
[00:02:06.400 --> 00:02:08.740]  永善念騰就說願咒
[00:02:08.740 --> 00:02:12.120]  我就說到在詩篇裡面有咒助詩
[00:02:12.120 --> 00:02:17.020]  同樣在詩篇裡面有幾篇很重要的懺悔詩
[00:02:17.020 --> 00:02:20.480]  CP51篇就是表表者
[00:02:20.480 --> 00:02:27.280]  其餘的第6、32、38、102、130、143
[00:02:27.280 --> 00:02:31.500]  都是關於懺悔的一些詩篇
[00:02:31.500 --> 00:02:33.180]  不是講六合彩
[00:02:33.180 --> 00:02:36.360]  可能大家記不切的話不要緊
[00:02:36.360 --> 00:02:39.580]  你有我的筆記你就自然會知道了
[00:02:39.580 --> 00:02:43.340]  但是這次我們會看CP51篇
[00:02:43.340 --> 00:02:48.700]  我想我自己先讀一次給大家
[00:02:48.700 --> 00:02:51.220]  給大家對CP51篇有個印象
[00:02:51.220 --> 00:02:52.400]  是什麼東西
[00:02:52.400 --> 00:02:55.360]  然後我們再逐節逐節去分享
[00:02:55.360 --> 00:02:57.620]  CP51篇1到第19節
[00:02:57.620 --> 00:03:02.600]  一開始的時候是講什麼背景寫這篇的詩篇
[00:03:02.600 --> 00:03:05.460]  先知拿丹來見他
[00:03:05.460 --> 00:03:08.900]  求你按你的慈愛憐恤我
[00:03:08.900 --> 00:03:12.860]  按你豐盛的慈悲 討沒我的過犯
[00:03:12.860 --> 00:03:15.720]  求你將我的罪孽洗除正盡
[00:03:15.720 --> 00:03:18.000]  並結除我的罪
[00:03:18.000 --> 00:03:20.940]  因為我知道我的過犯
[00:03:20.940 --> 00:03:23.520]  我的罪尚在我面前
[00:03:23.520 --> 00:03:27.440]  我向你犯罪 唯獨得罪了你
[00:03:27.440 --> 00:03:29.720]  在你眼前行了正惡
[00:03:29.720 --> 00:03:33.640]  以致你責備我的時候 顯為公義
[00:03:33.640 --> 00:03:37.780]  判斷我的時候 顯為清正
[00:03:37.780 --> 00:03:40.140]  我是在罪孽裡生的
[00:03:40.140 --> 00:03:44.420]  在我母親懷胎的時候 就有了罪
[00:03:44.420 --> 00:03:48.420]  你所喜愛的 是內裡誠實
[00:03:48.420 --> 00:03:53.080]  你在我隱密處 必使我得智慧
[00:03:53.080 --> 00:03:56.840]  求你用牛膝草潔淨我 我就潔淨
[00:03:56.840 --> 00:04:00.840]  求你洗滌我 我就給雪陰白
[00:04:00.840 --> 00:04:05.000]  求你使我得聽歡喜快樂的聲音
[00:04:05.000 --> 00:04:09.040]  使你所壓傷的骨頭 可以踴躍
[00:04:09.040 --> 00:04:12.000]  求你以免不看我的罪
[00:04:12.000 --> 00:04:14.620]  塗抹我一切的罪孽
[00:04:14.620 --> 00:04:19.100]  神啊 求你為我做清潔的心
[00:04:19.100 --> 00:04:23.240]  使我裡面重新有正直的靈
[00:04:23.240 --> 00:04:26.780]  不要丟棄我 使我離開你的面
[00:04:26.780 --> 00:04:29.600]  不要從我收回你的聖靈
[00:04:29.600 --> 00:04:33.260]  求你使我認得救恩之樂
[00:04:33.260 --> 00:04:36.540]  賜我樂意的靈 扶持我
[00:04:36.540 --> 00:04:40.580]  我就把你的道 指教有過犯的人
[00:04:40.580 --> 00:04:42.800]  罪人必歸順你
[00:04:42.800 --> 00:04:45.940]  神啊 你是拯救我的神
[00:04:45.940 --> 00:04:49.620]  求你救我脫離 流人血的罪
[00:04:49.620 --> 00:04:53.400]  我的舌頭就高聲歌唱你的公義
[00:04:53.400 --> 00:04:56.800]  主啊 求你使我的嘴唇張開
[00:04:56.800 --> 00:05:00.460]  我的口變全陽讚美你的話
[00:05:00.460 --> 00:05:04.580]  你本不喜愛祭物 若喜愛 我就獻上
[00:05:04.580 --> 00:05:06.820]  凡祭你也不喜悅
[00:05:06.820 --> 00:05:10.020]  神所要的祭 就是憂傷的靈
[00:05:10.020 --> 00:05:13.240]  神啊 憂傷痛悔的心
[00:05:13.240 --> 00:05:15.140]  你迫不輕看
[00:05:15.140 --> 00:05:18.120]  求你隨你的美意善待錫安
[00:05:18.120 --> 00:05:20.740]  建造耶路撒冷的城牆
[00:05:20.740 --> 00:05:24.880]  那時 你必喜愛公義的祭和凡祭
[00:05:24.880 --> 00:05:26.960]  並全心的凡祭
[00:05:26.960 --> 00:05:32.720]  那時 人將功劳獻在你壇上
[00:05:32.720 --> 00:05:38.640]  我們看到CP51篇是一篇懺悔詩
[00:05:38.640 --> 00:05:43.640]  剛才一開始已經說出標題就已經指出了
[00:05:43.640 --> 00:05:46.740]  拿丹因為大衛犯了罪之後
[00:05:46.740 --> 00:05:51.340]  指責他 但大衛真的有這個反省
[00:05:51.340 --> 00:05:55.420]  在神面前承認自己的錯誤
[00:05:55.420 --> 00:05:59.320]  更加有不少的聖經學者說到
[00:05:59.320 --> 00:06:01.840]  這篇CP很可能是大衛
[00:06:01.840 --> 00:06:05.320]  為他自己病重的兒子
[00:06:05.320 --> 00:06:09.200]  祈求神醫治 拯救的時候
[00:06:09.200 --> 00:06:11.200]  是他自己寫出來的
[00:06:11.200 --> 00:06:15.740]  當他禁食的時候
[00:06:15.740 --> 00:06:18.480]  他就更加親近神
[00:06:18.480 --> 00:06:21.200]  但那次強求無效
[00:06:21.200 --> 00:06:23.200]  神沒有聽他父母的哀求
[00:06:23.200 --> 00:06:25.620]  讓這個孩子離開世界
[00:06:25.620 --> 00:06:31.840]  為什麼呢 因為這個孩子是在奸淫裏面而生的
[00:06:31.840 --> 00:06:36.840]  還有很可能這個孩子都不是屬於大衛的
[00:06:36.840 --> 00:06:39.700]  上一次已經跟大家分享了
[00:06:39.700 --> 00:06:43.100]  如果你沒有參加過上一次的神經班
[00:06:43.100 --> 00:06:46.300]  可以在YouTube裏面去看看
[00:06:46.300 --> 00:06:50.040]  但是當我們有悔究的禱告
[00:06:50.040 --> 00:06:52.480]  求生命聖潔的祈禱
[00:06:52.480 --> 00:06:55.960]  告訴你 神必定會遂聽
[00:06:55.960 --> 00:06:57.960]  就好像我有一個小朋友
[00:06:57.960 --> 00:07:00.640]  他覺得自己的學業不是很夠
[00:07:00.640 --> 00:07:02.640]  有些科目不是很夠
[00:07:02.640 --> 00:07:05.540]  於是就要求父母買些作業給他做
[00:07:05.540 --> 00:07:07.540]  或者給他去補習
[00:07:07.540 --> 00:07:09.540]  父母一定會答應的 是不是
[00:07:09.540 --> 00:07:13.320]  所以今天我們就從大衛這首懺悔書裏面學習
[00:07:13.320 --> 00:07:15.320]  怎樣為自己的罪
[00:07:15.320 --> 00:07:17.320]  去祈求
[00:07:17.320 --> 00:07:19.320]  求神赦免
[00:07:19.320 --> 00:07:21.320]  還有怎樣才能蒙神的答允呢
[00:07:21.320 --> 00:07:23.320]  好了
[00:07:23.320 --> 00:07:25.320]  我們首先看一看
[00:07:25.320 --> 00:07:27.320]  求赦免的基礎在哪裏
[00:07:27.320 --> 00:07:32.120]  大衛康臣祈求的時候赦免他的罪
[00:07:32.120 --> 00:07:34.120]  他一定要認識神的屬性
[00:07:34.120 --> 00:07:36.120]  我們看看在詩篇 五十一篇
[00:07:36.120 --> 00:07:38.120]  的第一第二節
[00:07:38.120 --> 00:07:40.120]  我請二位幫我讀出來 好嗎
[00:07:40.120 --> 00:07:42.120]  求祢按祢的慈愛憐恤我
[00:07:42.120 --> 00:07:44.120]  按祢豐盛的慈悲
[00:07:44.120 --> 00:07:46.120]  討沒我的過犯
[00:07:46.120 --> 00:07:48.120]  這裏很清楚講
[00:07:48.120 --> 00:07:50.120]  按祢的慈愛憐恤我
[00:07:50.120 --> 00:07:52.120]  按祢豐盛的慈悲
[00:07:52.120 --> 00:07:54.120]  討沒我的過犯
[00:07:54.120 --> 00:07:58.120]  因為知道神是一個樂於的寬恕
[00:07:58.120 --> 00:08:00.120]  樂於的憐憫
[00:08:00.120 --> 00:08:02.120]  樂於的接納
[00:08:02.120 --> 00:08:04.120]  人的神
[00:08:04.120 --> 00:08:06.120]  所以他就向神
[00:08:06.120 --> 00:08:08.120]  發出呼求
[00:08:08.120 --> 00:08:10.120]  如果
[00:08:10.120 --> 00:08:12.120]  他不認識神的屬性
[00:08:12.120 --> 00:08:14.120]  這一方面
[00:08:14.120 --> 00:08:16.120]  他只是以為神是個
[00:08:16.120 --> 00:08:18.120]  冷酷的審判官
[00:08:18.120 --> 00:08:20.120]  他就不會發出呼求
[00:08:20.120 --> 00:08:22.120]  這只是言穆求如
[00:08:22.120 --> 00:08:24.120]  很簡單舉一個例
[00:08:24.120 --> 00:08:26.120]  你不會向一個
[00:08:26.120 --> 00:08:28.120]  非常窮的人問他借錢
[00:08:28.120 --> 00:08:30.120]  因為他比你窮
[00:08:30.120 --> 00:08:32.120]  他怎麼借錢給你呢
[00:08:32.120 --> 00:08:34.120]  又或者你不會向一個
[00:08:34.120 --> 00:08:36.120]  一毛不拔的有錢人去呼求
[00:08:36.120 --> 00:08:38.120]  叫他借錢給你 為什麼呢
[00:08:38.120 --> 00:08:40.120]  因為
[00:08:40.120 --> 00:08:42.120]  他肯定不會借給你
[00:08:42.120 --> 00:08:44.120]  我剛剛
[00:08:44.120 --> 00:08:46.120]  發了一些訊息出去
[00:08:46.120 --> 00:08:48.120]  為什麼呢
[00:08:48.120 --> 00:08:50.120]  主裡面一個
[00:08:50.120 --> 00:08:52.120]  身體都很熟悉的
[00:08:52.120 --> 00:08:54.120]  他就發了一個訊息給我
[00:08:54.120 --> 00:08:56.120]  說牧師
[00:08:56.120 --> 00:08:58.120]  有一個你不認識的人
[00:08:58.120 --> 00:09:00.120]  他很可悲
[00:09:00.120 --> 00:09:02.120]  他剛剛生完寶寶
[00:09:02.120 --> 00:09:04.120]  他媽媽在香港飛過來
[00:09:04.120 --> 00:09:06.120]  怎麼知道
[00:09:06.120 --> 00:09:08.120]  一來到英國就馬上中風了
[00:09:08.120 --> 00:09:10.120]  現在都很嚴重
[00:09:10.120 --> 00:09:12.120]  我將他的資料
[00:09:12.120 --> 00:09:14.120]  發給你 你可不可以
[00:09:14.120 --> 00:09:16.120]  給我發出去
[00:09:16.120 --> 00:09:18.120]  為什麼他會
[00:09:18.120 --> 00:09:20.120]  這樣要求我呢
[00:09:20.120 --> 00:09:22.120]  因為
[00:09:22.120 --> 00:09:24.120]  在過去兩個月裡面
[00:09:24.120 --> 00:09:26.120]  我都為了兩個家庭
[00:09:26.120 --> 00:09:28.120]  一個是患了血癌
[00:09:28.120 --> 00:09:30.120]  一個是很嚴重的
[00:09:30.120 --> 00:09:32.120]  身體完全動不了
[00:09:32.120 --> 00:09:34.120]  的人 我不斷發訊息
[00:09:34.120 --> 00:09:36.120]  給我自己銘金堂的弟兄姊妹
[00:09:36.120 --> 00:09:38.120]  請他們來代討
[00:09:38.120 --> 00:09:40.120]  現在第三個
[00:09:40.120 --> 00:09:42.120]  都是銘金堂的肢體
[00:09:42.120 --> 00:09:44.120]  他知道我會這樣做
[00:09:44.120 --> 00:09:46.120]  於是就請我來做
[00:09:46.120 --> 00:09:48.120]  所以你一定要留意到
[00:09:48.120 --> 00:09:50.120]  神是怎樣的一位神
[00:09:50.120 --> 00:09:52.120]  所以我求你
[00:09:52.120 --> 00:09:54.120]  按你的慈愛
[00:09:54.120 --> 00:09:56.120]  憐憫恤我
[00:09:56.120 --> 00:09:58.120]  按你豐盛的慈悲
[00:09:58.120 --> 00:10:00.120]  討沒我的過犯
[00:10:00.120 --> 00:10:02.120]  慈愛這個字
[00:10:02.120 --> 00:10:04.120]  是一個十分重要的
[00:10:04.120 --> 00:10:06.120]  盟約的字
[00:10:06.120 --> 00:10:08.120]  是要立約的
[00:10:08.120 --> 00:10:10.120]  他心知神是一位信實的神
[00:10:10.120 --> 00:10:12.120]  神是會守信的
[00:10:12.120 --> 00:10:14.120]  所以他宣告
[00:10:14.120 --> 00:10:16.120]  祂赦免我
[00:10:16.120 --> 00:10:18.120]  是基於祂對神的了解
[00:10:18.120 --> 00:10:20.120]  很熟悉的
[00:10:20.120 --> 00:10:22.120]  我們一起來看出
[00:10:22.120 --> 00:10:24.120]  第六到第七節
[00:10:24.120 --> 00:10:26.120]  耶和華在他面前宣告說
[00:10:26.120 --> 00:10:28.120]  耶和華
[00:10:28.120 --> 00:10:30.120]  是有憐憫 有恩典的神
[00:10:30.120 --> 00:10:32.120]  不輕而白露
[00:10:32.120 --> 00:10:34.120]  並有豐盛的慈愛和誠實
[00:10:34.120 --> 00:10:36.120]  為千萬人串流慈愛
[00:10:36.120 --> 00:10:38.120]  赦免罪孽
[00:10:38.120 --> 00:10:40.120]  和犯和罪惡
[00:10:40.120 --> 00:10:42.120]  萬不以有罪的為無罪
[00:10:42.120 --> 00:10:44.120]  自負及子
[00:10:44.120 --> 00:10:46.120]  直到三四代
[00:10:46.120 --> 00:10:48.120]  剛好在星期一
[00:10:48.120 --> 00:10:50.120]  我和一群少年人有個聚會
[00:10:50.120 --> 00:10:52.120]  講述聖經的矛盾
[00:10:52.120 --> 00:10:54.120]  我列出了
[00:10:54.120 --> 00:10:56.120]  在《生命記》
[00:10:56.120 --> 00:10:58.120]  和《以西結書》裡
[00:10:58.120 --> 00:11:00.120]  講到父親犯罪
[00:11:00.120 --> 00:11:02.120]  不會危及兒子
[00:11:02.120 --> 00:11:04.120]  兒子犯罪是不會危及父親的
[00:11:04.120 --> 00:11:06.120]  是不應該這樣連累他們的
[00:11:06.120 --> 00:11:08.120]  不像現在有些國家
[00:11:08.120 --> 00:11:10.120]  或者有些極權社會
[00:11:10.120 --> 00:11:12.120]  有些連坐法
[00:11:12.120 --> 00:11:14.120]  一個人犯錯
[00:11:14.120 --> 00:11:16.120]  連他的家人都受累
[00:11:16.120 --> 00:11:18.120]  但現在又說到
[00:11:18.120 --> 00:11:20.120]  神是會追討他的罪
[00:11:20.120 --> 00:11:22.120]  自負及子直到三四代
[00:11:22.120 --> 00:11:24.120]  我們怎樣解釋呢
[00:11:24.120 --> 00:11:26.120]  我首先拆開來講
[00:11:26.120 --> 00:11:28.120]  《生命記》和《以西結書》
[00:11:28.120 --> 00:11:30.120]  是律法上的條文
[00:11:30.120 --> 00:11:32.120]  這裡是講神的屬性
[00:11:32.120 --> 00:11:34.120]  這裡是追討他的罪
[00:11:34.120 --> 00:11:36.120]  自負及子直到三四代
[00:11:36.120 --> 00:11:38.120]  是指罪的牽連性
[00:11:38.120 --> 00:11:40.120]  很多無辜的人受害
[00:11:40.120 --> 00:11:42.120]  就像我問小朋友
[00:11:42.120 --> 00:11:44.120]  為什麼你會來到英國
[00:11:44.120 --> 00:11:46.120]  原來是因為一個人
[00:11:46.120 --> 00:11:48.120]  叫做陳同佳
[00:11:48.120 --> 00:11:49.120]  和林鄭月娥
[00:11:49.120 --> 00:11:50.120]  影響到我們這樣
[00:11:50.120 --> 00:11:52.120]  當然這個重點
[00:11:52.120 --> 00:11:54.120]  不是在這句
[00:11:54.120 --> 00:11:56.120]  這裡是很清楚
[00:11:56.120 --> 00:11:58.120]  這句就是神講的
[00:11:58.120 --> 00:12:00.120]  自己的本性是怎樣
[00:12:00.120 --> 00:12:02.120]  是有憐憫有恩典的神
[00:12:02.120 --> 00:12:04.120]  不輕易發怒
[00:12:04.120 --> 00:12:06.120]  並且有豐盛的慈愛和誠實
[00:12:06.120 --> 00:12:08.120]  就是不會說謊
[00:12:08.120 --> 00:12:10.120]  說的話必定會來做
[00:12:10.120 --> 00:12:12.120]  人是信不過的
[00:12:12.120 --> 00:12:14.120]  你想想拜登
[00:12:14.120 --> 00:12:16.120]  說了不會特赦兒子
[00:12:16.120 --> 00:12:18.120]  現在就突然特赦兒子
[00:12:18.120 --> 00:12:20.120]  下個星期的永善連潭就會講這一點
[00:12:20.120 --> 00:12:22.120]  原來神是絕對不會說謊的
[00:12:22.120 --> 00:12:24.120]  所以我才有這個得救的把握
[00:12:24.120 --> 00:12:26.120]  《約翰一書》第一章第九節
[00:12:26.120 --> 00:12:28.120]  謝謝二位
[00:12:28.120 --> 00:12:30.120]  我們若認自己的罪
[00:12:30.120 --> 00:12:32.120]  神是信實的
[00:12:32.120 --> 00:12:34.120]  是公義的
[00:12:34.120 --> 00:12:36.120]  必要赦免我們的罪
[00:12:36.120 --> 00:12:38.120]  洗去我們一切的不義
[00:12:38.120 --> 00:12:40.120]  這裡說我們若認自己的罪
[00:12:40.120 --> 00:12:42.120]  神是信實的
[00:12:42.120 --> 00:12:44.120]  是公義的
[00:12:44.120 --> 00:12:46.120]  必要赦免我們的罪
[00:12:46.120 --> 00:12:48.120]  洗去我們一切的不義
[00:12:48.120 --> 00:12:50.120]  你留意到公義就是審判
[00:12:50.120 --> 00:12:52.120]  但怎會赦免呢
[00:12:52.120 --> 00:12:54.120]  神是不會說謊的
[00:12:54.120 --> 00:12:56.120]  所以原來神的赦罪
[00:12:56.120 --> 00:12:58.120]  是基於祂的信實
[00:12:58.120 --> 00:13:00.120]  剛剛我們看到慈愛媽媽還有憐憫
[00:13:00.120 --> 00:13:04.120]  是在這裡不斷的出現
[00:13:04.120 --> 00:13:06.120]  但你知不知道這個字
[00:13:06.120 --> 00:13:08.120]  單獨的一個字
[00:13:08.120 --> 00:13:10.120]  是解什麼呢 是子宮
[00:13:10.120 --> 00:13:12.120]  就是女性的子宮
[00:13:12.120 --> 00:13:14.120]  那是指著一份
[00:13:14.120 --> 00:13:16.120]  很深厚的感情
[00:13:16.120 --> 00:13:18.120]  就好像媽媽孕育著
[00:13:18.120 --> 00:13:20.120]  腹裡面的胎兒那樣
[00:13:20.120 --> 00:13:22.120]  這個胎兒和媽媽的生命
[00:13:22.120 --> 00:13:24.120]  是緊緊的結連
[00:13:24.120 --> 00:13:26.120]  在子宮裡面
[00:13:26.120 --> 00:13:28.120]  不過有時候很可悲
[00:13:28.120 --> 00:13:30.120]  出了世之後
[00:13:30.120 --> 00:13:32.120]  慢慢長大
[00:13:32.120 --> 00:13:34.120]  距離就越來越遠
[00:13:34.120 --> 00:13:36.120]  至此關係是非常緊密
[00:13:36.120 --> 00:13:38.120]  你留意到
[00:13:38.120 --> 00:13:40.120]  這個憐憫
[00:13:40.120 --> 00:13:42.120]  還是豐盛的憐憫
[00:13:42.120 --> 00:13:44.120]  豐盛就是多而又多
[00:13:44.120 --> 00:13:46.120]  這個時候
[00:13:46.120 --> 00:13:48.120]  今天有沒有想到神
[00:13:48.120 --> 00:13:50.120]  原來是滿有慈愛恩典
[00:13:50.120 --> 00:13:52.120]  憐憫的神
[00:13:52.120 --> 00:13:54.120]  去求神做什麼呢
[00:13:54.120 --> 00:13:56.120]  有幾個字
[00:13:56.120 --> 00:13:58.120]  洗除 淨盡 結除
[00:13:58.120 --> 00:14:00.120]  這三個字
[00:14:00.120 --> 00:14:02.120]  相同的意思
[00:14:02.120 --> 00:14:04.120]  都是抹去的
[00:14:04.120 --> 00:14:06.120]  就好像
[00:14:06.120 --> 00:14:08.120]  我們的桌面很骯髒
[00:14:08.120 --> 00:14:10.120]  拿一塊布來抹一抹塵埃
[00:14:10.120 --> 00:14:12.120]  抹一抹那些骯髒東西
[00:14:12.120 --> 00:14:14.120]  洗除 淨盡
[00:14:14.120 --> 00:14:16.120]  就好像我們的衣服
[00:14:16.120 --> 00:14:18.120]  骯髒了
[00:14:18.120 --> 00:14:20.120]  要噴那些
[00:14:20.120 --> 00:14:22.120]  洗滌污漬的東西
[00:14:22.120 --> 00:14:24.120]  在洗衣機裡面
[00:14:24.120 --> 00:14:26.120]  就是洗滌
[00:14:26.120 --> 00:14:28.120]  和洗濁的意思
[00:14:28.120 --> 00:14:30.120]  這個禱告包含兩方面
[00:14:30.120 --> 00:14:32.120]  去求神不單單
[00:14:32.120 --> 00:14:34.120]  除去他過去所犯的罪
[00:14:34.120 --> 00:14:36.120]  是外在的行動
[00:14:36.120 --> 00:14:38.120]  更加要求神
[00:14:38.120 --> 00:14:40.120]  清潔
[00:14:40.120 --> 00:14:42.120]  他內裡的生命
[00:14:42.120 --> 00:14:44.120]  這個是內外都要
[00:14:44.120 --> 00:14:46.120]  潔淨
[00:14:46.120 --> 00:14:48.120]  接著他就要坦承認罪
[00:14:48.120 --> 00:14:50.120]  CP51篇
[00:14:50.120 --> 00:14:52.120]  第3到第5節
[00:14:52.120 --> 00:14:54.120]  第3節就說到
[00:14:54.120 --> 00:14:56.120]  因為我知道我的過犯
[00:14:56.120 --> 00:14:58.120]  我的罪
[00:14:58.120 --> 00:15:00.120]  常在我面前
[00:15:00.120 --> 00:15:02.120]  如果你自己去研讀的時候
[00:15:02.120 --> 00:15:04.120]  短短頭
[00:15:04.120 --> 00:15:06.120]  那5節的經文
[00:15:06.120 --> 00:15:08.120]  就出現了9節
[00:15:08.120 --> 00:15:10.120]  不同的罪
[00:15:10.120 --> 00:15:12.120]  或者過犯
[00:15:12.120 --> 00:15:14.120]  這些字
[00:15:14.120 --> 00:15:16.120]  他很深的體會到
[00:15:16.120 --> 00:15:18.120]  罪的壓力
[00:15:18.120 --> 00:15:20.120]  他說到
[00:15:20.120 --> 00:15:22.120]  我的罪
[00:15:22.120 --> 00:15:24.120]  常在我面前
[00:15:24.120 --> 00:15:26.120]  當我們犯了錯的時候
[00:15:26.120 --> 00:15:28.120]  我們很想盡快去掩飾
[00:15:28.120 --> 00:15:30.120]  不讓人知道
[00:15:30.120 --> 00:15:32.120]  甚至我們會掩飾得到
[00:15:32.120 --> 00:15:34.120]  未即時揭發
[00:15:34.120 --> 00:15:36.120]  但雖然是這樣
[00:15:36.120 --> 00:15:38.120]  但我又很深信這個罪
[00:15:38.120 --> 00:15:40.120]  不時會浮現在我們腦海裡
[00:15:40.120 --> 00:15:42.120]  又或者當你犯了錯
[00:15:42.120 --> 00:15:44.120]  有人來扎比利的時候
[00:15:44.120 --> 00:15:46.120]  你會怎樣
[00:15:46.120 --> 00:15:48.120]  保持我們正常反應
[00:15:48.120 --> 00:15:50.120]  反彈的
[00:15:50.120 --> 00:15:52.120]  如果我們地位高過你
[00:15:52.120 --> 00:15:54.120]  你的心就說 你很厲害嗎
[00:15:54.120 --> 00:15:56.120]  但是我們很少
[00:15:56.120 --> 00:15:58.120]  立刻樂意的接受
[00:15:58.120 --> 00:16:00.120]  別人給我們的指証
[00:16:00.120 --> 00:16:02.120]  那你有沒有留意到
[00:16:02.120 --> 00:16:04.120]  大衛是怎樣說
[00:16:04.120 --> 00:16:06.120]  他說 你責備我的時候
[00:16:06.120 --> 00:16:08.120]  顯為公義
[00:16:08.120 --> 00:16:10.120]  判斷我的時候
[00:16:10.120 --> 00:16:12.120]  顯為清正
[00:16:12.120 --> 00:16:14.120]  臣是聖潔公義的臣
[00:16:14.120 --> 00:16:16.120]  故此臣的責備
[00:16:16.120 --> 00:16:18.120]  臣是不容讓有罪出現
[00:16:18.120 --> 00:16:20.120]  所以你留意到的時候
[00:16:20.120 --> 00:16:22.120]  這個就在顯示
[00:16:22.120 --> 00:16:24.120]  一個高尚的情操
[00:16:24.120 --> 00:16:26.120]  這裡讓我想起
[00:16:26.120 --> 00:16:28.120]  很多年前
[00:16:28.120 --> 00:16:30.120]  當我回教會
[00:16:30.120 --> 00:16:32.120]  那時候教會還在租人兄街
[00:16:32.120 --> 00:16:34.120]  所以已經是十幾年前的事
[00:16:34.120 --> 00:16:36.120]  但我都很深印象
[00:16:36.120 --> 00:16:38.120]  我走回去的時候
[00:16:38.120 --> 00:16:40.120]  看到有個媽咪拖著一個小朋友
[00:16:40.120 --> 00:16:42.120]  這個小朋友
[00:16:42.120 --> 00:16:44.120]  吃完那些糖
[00:16:44.120 --> 00:16:46.120]  把那些糖煮到地上
[00:16:46.120 --> 00:16:48.120]  旁邊有個小朋友
[00:16:48.120 --> 00:16:50.120]  說他 你不對
[00:16:50.120 --> 00:16:52.120]  你扔垃圾
[00:16:52.120 --> 00:16:54.120]  快點撿起來
[00:16:54.120 --> 00:16:56.120]  我以為是兩兄弟
[00:16:56.120 --> 00:16:58.120]  原來不是
[00:16:58.120 --> 00:17:00.120]  那是跟他沒有關係
[00:17:00.120 --> 00:17:02.120]  另一個小朋友說 關你什麼事
[00:17:02.120 --> 00:17:04.120]  媽媽就很尷尬
[00:17:04.120 --> 00:17:06.120]  但是我就很欣賞
[00:17:06.120 --> 00:17:08.120]  說他的小孩子
[00:17:08.120 --> 00:17:10.120]  所謂童言無忌
[00:17:10.120 --> 00:17:12.120]  他不會理 你扔垃圾就不對
[00:17:12.120 --> 00:17:14.120]  我就覺得這個小朋友
[00:17:14.120 --> 00:17:16.120]  至少他知道扔垃圾是不對
[00:17:16.120 --> 00:17:18.120]  所以都指出
[00:17:18.120 --> 00:17:20.120]  扔垃圾其他小朋友
[00:17:20.120 --> 00:17:22.120]  都是不對的
[00:17:22.120 --> 00:17:24.120]  今天神責備我們
[00:17:24.120 --> 00:17:26.120]  是顯示出他的公義
[00:17:26.120 --> 00:17:28.120]  他的聖潔
