
[00:00:00.000 --> 00:00:04.000]  好 今天我們來看《思唐傳》第十五章
[00:02:21.000 --> 00:02:24.000]  或者幫助我們操練我們的靈命
[00:02:24.000 --> 00:02:26.000]  能夠學習甚麼叫謙卑
[00:02:26.000 --> 00:02:29.000]  甚麼叫看別人比自己強
[00:02:29.000 --> 00:02:30.000]  等等這些
[00:02:30.000 --> 00:02:32.000]  所以神是透過這些機會
[00:02:32.000 --> 00:02:36.000]  讓我們能夠去學習成熟和成長的
[00:02:36.000 --> 00:02:37.000]  亦都有很多時候
[00:02:37.000 --> 00:02:39.000]  當我們了解一件事
[00:02:39.000 --> 00:02:41.000]  甚麼是真理的時候
[00:02:41.000 --> 00:02:43.000]  有時候是透過其他人給的提醒
[00:02:43.000 --> 00:02:45.000]  長者的指導
[00:02:45.000 --> 00:02:48.000]  以及我們一邊聊天的時候
[00:02:48.000 --> 00:02:51.000]  越能夠明白
[00:02:51.000 --> 00:02:54.000]  所以神有時候都會使用這些
[00:02:54.000 --> 00:02:56.000]  不同的意見 甚至有分歧
[00:02:56.000 --> 00:02:57.000]  但重要的
[00:02:57.000 --> 00:02:59.000]  這個題目就是
[00:02:59.000 --> 00:03:02.000]  有效去解決分歧
[00:03:02.000 --> 00:03:04.000]  這個就是很重要
[00:03:04.000 --> 00:03:07.000]  分歧可以演變成為分裂
[00:03:07.000 --> 00:03:09.000]  成為紛爭
[00:03:09.000 --> 00:03:10.000]  因為分裂 紛爭
[00:03:10.000 --> 00:03:12.000]  一定不是神的旨意
[00:03:12.000 --> 00:03:16.000]  但如果分歧能夠成為我們成熟
[00:03:16.000 --> 00:03:17.000]  成長的機會
[00:03:17.000 --> 00:03:20.000]  這就是神透過這些
[00:03:20.000 --> 00:03:23.000]  讓我們能夠在當中得到的益處
[00:03:23.000 --> 00:03:24.000]  Amen
[00:03:24.000 --> 00:03:27.000]  所以有沒有效解決分歧
[00:03:27.000 --> 00:03:28.000]  是很重要的
[00:03:28.000 --> 00:03:29.000]  固然要解決
[00:03:29.000 --> 00:03:31.000]  更加有沒有效去解決
[00:03:31.000 --> 00:03:35.000]  是更加神希望我們能夠不斷學習
[00:03:35.000 --> 00:03:37.000]  在教會的初期裡
[00:03:37.000 --> 00:03:39.000]  的確都有好幾次
[00:03:39.000 --> 00:03:41.000]  一些意見的分歧
[00:03:41.000 --> 00:03:43.000]  特別是當教會成長的階段
[00:03:43.000 --> 00:03:45.000]  有很多新的事物要適應的時候
[00:03:45.000 --> 00:03:47.000]  的確有很多不同的意見
[00:03:47.000 --> 00:03:49.000]  有很多不同的看法
[00:03:49.000 --> 00:03:51.000]  我們過往在前十幾章裡
[00:03:51.000 --> 00:03:54.000]  都見過有幾次類似的情況
[00:03:54.000 --> 00:03:57.000]  不過這次可以說是最大的
[00:03:57.000 --> 00:03:58.000]  為甚麼呢
[00:03:58.000 --> 00:04:00.000]  這次就是影響整個後來
[00:04:00.000 --> 00:04:03.000]  新約教會的神學思想
[00:04:03.000 --> 00:04:05.000]  究竟是要用舊約
[00:04:05.000 --> 00:04:09.000]  延伸下來守律法才得救
[00:04:09.000 --> 00:04:14.000]  還是不用守猶太人的律法
[00:04:14.000 --> 00:04:16.000]  完全與我們沒有關係
[00:04:16.000 --> 00:04:20.000]  所以這就奠定了日後
[00:04:20.000 --> 00:04:22.000]  整個新約教會
[00:04:22.000 --> 00:04:24.000]  發展的神學的根基
[00:04:24.000 --> 00:04:28.000]  以及對於福音傳給其他人
[00:04:28.000 --> 00:04:30.000]  究竟傳甚麼內容
[00:04:30.000 --> 00:04:32.000]  是很有關係
[00:04:32.000 --> 00:04:34.000]  所以這在《士堂傳》裡
[00:04:34.000 --> 00:04:37.000]  可以說是一個很出名的一章
[00:04:37.000 --> 00:04:40.000]  這章叫耶路撒冷的會議
[00:04:40.000 --> 00:04:42.000]  因為耶路撒冷的會議
[00:04:42.000 --> 00:04:46.000]  大家知道當時耶路撒冷的教會是舞會
[00:04:46.000 --> 00:04:49.000]  所有的使徒在那裡建立
[00:04:49.000 --> 00:04:52.000]  可以說是最有權威性
[00:04:52.000 --> 00:04:54.000]  對於耶穌基督的心意
[00:04:54.000 --> 00:04:57.000]  和方式的內容最能夠明白
[00:04:57.000 --> 00:05:00.000]  但是當福音一直傳開去的時候
[00:05:00.000 --> 00:05:02.000]  以往我們看過
[00:05:02.000 --> 00:05:04.000]  福音從耶路撒冷到猶太傳遞
[00:05:04.000 --> 00:05:05.000]  到撒瑪利亞
[00:05:05.000 --> 00:05:07.000]  現在開始去到外邦的地方
[00:05:07.000 --> 00:05:09.000]  上個禮拜我們說到
[00:05:09.000 --> 00:05:13.000]  保羅的宣教行程開始去到
[00:05:13.000 --> 00:05:17.000]  這些集中很多外邦人的地區
[00:05:17.000 --> 00:05:20.000]  當然保羅向猶太人傳福音
[00:05:20.000 --> 00:05:22.000]  但是他更加有一個使命
[00:05:22.000 --> 00:05:24.000]  就是福音不單止停在猶太人那裡
[00:05:24.000 --> 00:05:26.000]  一定要去突破
[00:05:26.000 --> 00:05:30.000]  因為神愛所有世界上的人
[00:05:30.000 --> 00:05:31.000]  不單是猶太人
[00:05:31.000 --> 00:05:33.000]  我們這些所有的中國人
[00:05:33.000 --> 00:05:35.000]  都是神所愛的
[00:05:35.000 --> 00:05:38.000]  所以福音就去到外邦
[00:05:38.000 --> 00:05:39.000]  問題就來了
[00:05:39.000 --> 00:05:41.000]  當他們去到外邦的時候
[00:05:41.000 --> 00:05:43.000]  究竟那些外邦人
[00:05:43.000 --> 00:05:46.000]  要不要守回猶太教
[00:05:46.000 --> 00:05:49.000]  猶太人這些最初一班基督徒
[00:05:49.000 --> 00:05:52.000]  那些人的傳統背景
[00:05:52.000 --> 00:05:55.000]  所很體重的摩西律法
[00:05:55.000 --> 00:05:57.000]  割禮這些問題呢
[00:05:57.000 --> 00:05:59.000]  所以後來保羅就寫了
[00:05:59.000 --> 00:06:01.000]  很多的書信
[00:06:01.000 --> 00:06:04.000]  最出名的我們知道就是羅馬書
[00:06:04.000 --> 00:06:06.000]  和迦拉泰書
[00:06:06.000 --> 00:06:08.000]  他特別針對這個問題
[00:06:08.000 --> 00:06:12.000]  有很詳細的禪識和教導
[00:06:12.000 --> 00:06:15.000]  但是當時保羅還沒有寫這些書信
[00:06:15.000 --> 00:06:17.000]  所以他們在這方面
[00:06:17.000 --> 00:06:20.000]  沒有一個對真理的了解
[00:06:20.000 --> 00:06:23.000]  還有面對這個新的挑戰
[00:06:23.000 --> 00:06:25.000]  和一個新的轉變的時候
[00:06:25.000 --> 00:06:27.000]  他們有些束手無策
[00:06:27.000 --> 00:06:28.000]  再加上有些
[00:06:28.000 --> 00:06:29.000]  如果大家還記得
[00:06:29.000 --> 00:06:31.000]  有些頑固的猶太人
[00:06:31.000 --> 00:06:33.000]  專門去敵黨保羅
[00:06:33.000 --> 00:06:35.000]  他們也滲入教會
[00:06:35.000 --> 00:06:37.000]  所以保羅後來就說
[00:06:37.000 --> 00:06:39.000]  有些假弟兄
[00:06:39.000 --> 00:06:40.000]  有些假弟兄
[00:06:40.000 --> 00:06:43.000]  他們的猶太人專門去搗亂
[00:06:43.000 --> 00:06:44.000]  專門去搞鬼
[00:06:44.000 --> 00:06:46.000]  專門去敵黨真理
[00:06:46.000 --> 00:06:48.000]  所以面對這些的時候
[00:06:48.000 --> 00:06:51.000]  究竟怎樣去處理這個問題呢
[00:06:51.000 --> 00:06:54.000]  所以就引發出耶路撒冷的會議
[00:06:54.000 --> 00:06:56.000]  所以我們看到
[00:06:56.000 --> 00:06:57.000]  如果大家還記得
[00:06:57.000 --> 00:07:00.000]  保羅的宣教旅程有多少次
[00:07:00.000 --> 00:07:02.000]  主要有三次
[00:07:02.000 --> 00:07:04.000]  但是中間夾雜了一些東西
[00:07:04.000 --> 00:07:07.000]  就是其中夾雜了這個
[00:07:07.000 --> 00:07:09.000]  所以有些人說四次
[00:07:09.000 --> 00:07:11.000]  甚至有些人說五次
[00:07:11.000 --> 00:07:12.000]  是什麼原因呢
[00:07:12.000 --> 00:07:14.000]  因為說四次那些
[00:07:14.000 --> 00:07:15.000]  這個也算進去
[00:07:15.000 --> 00:07:17.000]  因為他回到耶路撒冷
[00:07:17.000 --> 00:07:18.000]  處理這個問題
[00:07:18.000 --> 00:07:21.000]  然後最後一次
[00:07:21.000 --> 00:07:26.000]  就是他被捉拿去羅馬上訴那次
[00:07:26.000 --> 00:07:27.000]  如果不算這兩次
[00:07:27.000 --> 00:07:28.000]  單單是保羅
[00:07:28.000 --> 00:07:31.000]  由教會差派出去向外幫人宣教
[00:07:31.000 --> 00:07:33.000]  就是主要那三次
[00:07:33.000 --> 00:07:35.000]  所以我們都認為有三次
[00:07:35.000 --> 00:07:37.000]  但是為什麼會有這個說法呢
[00:07:37.000 --> 00:07:40.000]  就是因為有這個耶路撒冷的會議
[00:07:40.000 --> 00:07:42.000]  所以我們看到
[00:07:42.000 --> 00:07:44.000]  最終很感謝神
[00:07:44.000 --> 00:07:46.000]  如果大家熟悉這張聖經
[00:07:46.000 --> 00:07:49.000]  你知道他們是圓滿解決這個問題的
[00:07:49.000 --> 00:07:52.000]  所以是很值得我們去參考借鏡
[00:07:52.000 --> 00:07:55.000]  因為這個結果是好的
[00:07:55.000 --> 00:07:57.000]  我們看到他們能夠
[00:07:57.000 --> 00:07:59.000]  透過這個過程裡面
[00:07:59.000 --> 00:08:02.000]  奠定了教會發展的神學基礎
[00:08:02.000 --> 00:08:06.000]  又奠定了福音外展的重要的內容
[00:08:06.000 --> 00:08:09.000]  以致他們能夠有一個合一的見證
[00:08:09.000 --> 00:08:11.000]  我們看看這個記載
[00:08:11.000 --> 00:08:13.000]  在第十五章第一第二節
[00:08:13.000 --> 00:08:14.000]  我們一起讀到
[00:08:14.000 --> 00:08:15.000]  請讀
[00:08:15.000 --> 00:08:18.000]  有幾個人從猶太下來
[00:08:18.000 --> 00:08:20.000]  教訓弟兄們
[00:08:20.000 --> 00:08:24.000]  說你們若不按摩西的規條
[00:08:24.000 --> 00:08:26.000]  老割禮
[00:08:26.000 --> 00:08:27.000]  不能得救
[00:08:27.000 --> 00:08:28.000]  很嚴重
[00:08:28.000 --> 00:08:30.000]  保羅巴拿巴與他們
[00:08:30.000 --> 00:08:34.000]  大大地紛爭辯論
[00:08:34.000 --> 00:08:36.000]  眾門徒就定規
[00:08:36.000 --> 00:08:40.000]  叫保羅巴拿巴和本會中幾個人
[00:08:40.000 --> 00:08:42.000]  為所辯論的
[00:08:42.000 --> 00:08:46.000]  上耶路撒冷去見司徒和長老
[00:08:46.000 --> 00:08:48.000]  所以故事就在這裡開始
[00:08:48.000 --> 00:08:49.000]  大家明白嗎
[00:08:49.000 --> 00:08:51.000]  剛才我已經講解了這個意思
[00:08:51.000 --> 00:08:53.000]  看經文你就完全明白了
[00:08:53.000 --> 00:08:56.000]  當時有些人很厲害地說
[00:08:56.000 --> 00:08:59.000]  如果不守割禮就怎樣
[00:08:59.000 --> 00:09:00.000]  不能得救
[00:09:00.000 --> 00:09:03.000]  這個會影響整個福音內容
[00:09:03.000 --> 00:09:07.000]  究竟得救是否需要守割禮才得救呢
[00:09:07.000 --> 00:09:09.000]  我們現在就知道
[00:09:09.000 --> 00:09:10.000]  現在我們有了羅馬書
[00:09:10.000 --> 00:09:11.000]  有了迦拉太書
[00:09:11.000 --> 00:09:12.000]  我們就知道
[00:09:12.000 --> 00:09:15.000]  因信稱義
[00:09:15.000 --> 00:09:17.000]  是否需要守割禮
[00:09:17.000 --> 00:09:19.000]  有誰是行割禮的
[00:09:19.000 --> 00:09:22.000]  基督徒有沒有
[00:09:22.000 --> 00:09:23.000]  如果是的話
[00:09:23.000 --> 00:09:29.000]  都是父母幫我們割包皮的
[00:09:29.000 --> 00:09:31.000]  不是因為猶太教
[00:09:31.000 --> 00:09:33.000]  不是因為我要得救
[00:09:33.000 --> 00:09:37.000]  所以要牧師幫我行割禮
[00:09:37.000 --> 00:09:45.000]  有沒有誰想試試
[00:09:45.000 --> 00:09:46.000]  不用了
[00:09:46.000 --> 00:09:47.000]  為甚麼呢
[00:09:47.000 --> 00:09:49.000]  因為我們今天有了新約
[00:09:49.000 --> 00:09:52.000]  整本的正典
[00:09:52.000 --> 00:09:54.000]  包括了剛才我講的很重要的
[00:09:54.000 --> 00:09:55.000]  羅馬書和迦拉太書
[00:09:55.000 --> 00:09:56.000]  解釋得很清楚了
[00:09:56.000 --> 00:10:00.000]  加上現在我們上主學的亞國書
[00:10:00.000 --> 00:10:02.000]  所以我們就明白到
[00:10:02.000 --> 00:10:07.000]  因信稱義的道理
[00:10:07.000 --> 00:10:09.000]  我們體會到
[00:10:09.000 --> 00:10:12.000]  當時他們有些人是
[00:10:12.000 --> 00:10:14.000]  我們再講不同於我們今天
[00:10:14.000 --> 00:10:16.000]  所以就引起很大的紛爭
[00:10:16.000 --> 00:10:19.000]  即使今天也有 不要說認識人
[00:10:19.000 --> 00:10:20.000]  今天如果有些人
[00:10:20.000 --> 00:10:21.000]  不是很明白真理的話
[00:10:21.000 --> 00:10:24.000]  或者跟猶太教的人講的時候
[00:10:24.000 --> 00:10:27.000]  他們也需要了解這些真理
[00:10:27.000 --> 00:10:29.000]  但是當天就有很多這些
[00:10:29.000 --> 00:10:30.000]  很激烈的辯論
[00:10:30.000 --> 00:10:33.000]  保羅巴拿巴就很心急
[00:10:33.000 --> 00:10:34.000]  要讓他們明白
[00:10:34.000 --> 00:10:36.000]  他們自己都是猶太人
[00:10:36.000 --> 00:10:37.000]  保羅是守律法
[00:10:37.000 --> 00:10:39.000]  很嚴格守律法的
[00:10:39.000 --> 00:10:41.000]  但是他知道耶穌來了
[00:10:41.000 --> 00:10:43.000]  已經解決了這些問題
[00:10:43.000 --> 00:10:45.000]  不可以靠我們自己
[00:10:45.000 --> 00:10:47.000]  用守律法行割禮
[00:10:47.000 --> 00:10:50.000]  用自己的行為來賺到救恩
[00:10:50.000 --> 00:10:52.000]  他很清楚
[00:10:52.000 --> 00:10:55.000]  所以他們就跟他們大大的辯論
[00:10:55.000 --> 00:10:57.000]  再加上剛才我們有些壞動機的人
[00:10:57.000 --> 00:10:58.000]  魔鬼的搞擾
[00:10:58.000 --> 00:11:00.000]  透過那些壞蛋
[00:11:00.000 --> 00:11:01.000]  搞搞震的
[00:11:01.000 --> 00:11:03.000]  來破壞教會的
[00:11:03.000 --> 00:11:08.000]  所以就更加在這方面
[00:11:08.000 --> 00:11:12.000]  產生了很激烈的一種衝突
[00:11:12.000 --> 00:11:13.000]  但是我們再講
[00:11:13.000 --> 00:11:17.000]  這個就成為了一個神容許的
[00:11:17.000 --> 00:11:20.000]  讓當時的教會成熟
[00:11:20.000 --> 00:11:22.000]  去面對這些問題
[00:11:22.000 --> 00:11:25.000]  了解什麼叫做福音的真理
[00:11:25.000 --> 00:11:27.000]  以至他們能夠更加成長
[00:11:27.000 --> 00:11:31.000]  在日後能夠有一個更加清楚的根基
[00:11:31.000 --> 00:11:33.000]  和清楚的做法
[00:11:33.000 --> 00:11:35.000]  怎樣去配合這些猶太人
[00:11:35.000 --> 00:11:36.000]  和外邦人在一起
[00:11:36.000 --> 00:11:37.000]  同一個教會
[00:11:37.000 --> 00:11:39.000]  怎樣處理他們之間的
[00:11:39.000 --> 00:11:42.000]  一些不同的意見的一個原則
[00:11:42.000 --> 00:11:43.000]  所以我們看到
[00:11:43.000 --> 00:11:45.000]  這是一個非常寶貴的學習
[00:11:45.000 --> 00:11:47.000]  所以綜合這兩樣東西
[00:11:47.000 --> 00:11:49.000]  今天我會講很多東西
[00:11:49.000 --> 00:11:51.000]  你什麼都不記得都好
[00:11:51.000 --> 00:11:52.000]  記得這兩樣東西
[00:11:52.000 --> 00:11:55.000]  就成為了我們面對
[00:11:55.000 --> 00:11:56.000]  無論在家庭
[00:11:56.000 --> 00:11:57.000]  在工作
[00:11:57.000 --> 00:11:58.000]  在教會
[00:11:58.000 --> 00:11:59.000]  在不同的情況
[00:11:59.000 --> 00:12:01.000]  有時候有紛爭的時候
[00:12:01.000 --> 00:12:03.000]  兩個很重要的原則
[00:12:03.000 --> 00:12:05.000]  大家知道嗎
[00:12:05.000 --> 00:12:06.000]  第一個就是
[00:12:06.000 --> 00:12:08.000]  一起讀好不好
[00:12:08.000 --> 00:12:09.000]  無要
[00:12:09.000 --> 00:12:12.000]  最終合神心意
[00:12:12.000 --> 00:12:14.000]  這個就是很重要的
[00:12:14.000 --> 00:12:17.000]  如果你所有這些東西
[00:12:17.000 --> 00:12:18.000]  最終解決了
[00:12:18.000 --> 00:12:20.000]  或者不解決了都好
[00:12:20.000 --> 00:12:22.000]  是違反了神的心意
[00:12:22.000 --> 00:12:24.000]  那結果一定是不好的
[00:12:24.000 --> 00:12:26.000]  因為不是神的心意
[00:12:26.000 --> 00:12:28.000]  但是如果我們能夠
[00:12:28.000 --> 00:12:30.000]  集中在神的心意那裡
[00:12:30.000 --> 00:12:33.000]  而有效地解決這些紛爭
[00:12:33.000 --> 00:12:34.000]  或者不同的意見
[00:12:34.000 --> 00:12:35.000]  這個一定是好的
[00:12:35.000 --> 00:12:37.000]  因為神就透過這些
[00:12:37.000 --> 00:12:39.000]  讓我們能夠可以學習
[00:12:39.000 --> 00:12:40.000]  什麼叫做謙卑
[00:12:40.000 --> 00:12:42.000]  什麼叫做合一
[00:12:42.000 --> 00:12:43.000]  什麼叫做相愛
[00:12:43.000 --> 00:12:45.000]  什麼叫做
[00:12:45.000 --> 00:12:49.000]  大家有尊重彼此的看法
[00:12:49.000 --> 00:12:52.000]  所以這個是大前提
[00:12:52.000 --> 00:12:54.000]  一會讀這段聖經的時候
[00:12:54.000 --> 00:12:55.000]  你會看到的
[00:12:55.000 --> 00:12:56.000]  這個很清楚
[00:12:56.000 --> 00:12:58.000]  我自己讀這段聖經的時候
[00:12:58.000 --> 00:12:59.000]  很清楚看見
[00:12:59.000 --> 00:13:01.000]  這個是最重要的原則
[00:13:01.000 --> 00:13:03.000]  第二個就是
[00:13:03.000 --> 00:13:05.000]  讀一讀好不好
[00:13:05.000 --> 00:13:08.000]  用智力達成良好的溝通
[00:13:08.000 --> 00:13:11.000]  這段聖經應該會一直讀到
[00:13:11.000 --> 00:13:14.000]  就是看見他們很努力地
[00:13:14.000 --> 00:13:17.000]  要找到一個好的溝通
[00:13:17.000 --> 00:13:19.000]  以致大家明白大家的想法
[00:13:19.000 --> 00:13:20.000]  有好的方案
[00:13:20.000 --> 00:13:22.000]  去解決大家的分歧
[00:13:22.000 --> 00:13:25.000]  這個可以說是一個技巧
[00:13:25.000 --> 00:13:26.000]  更加好的
[00:13:26.000 --> 00:13:29.000]  可以說是一個藝術
[00:13:29.000 --> 00:13:31.000]  這個是人際的藝術
[00:13:31.000 --> 00:13:33.000]  就是說大家不同意見
[00:13:33.000 --> 00:13:35.000]  都是爭拗到面紅耳赤的
[00:13:35.000 --> 00:13:39.000]  學習能夠可以溫和地表達
[00:13:39.000 --> 00:13:40.000]  清楚地溝通
[00:13:40.000 --> 00:13:43.000]  尋求雙贏
[00:13:43.000 --> 00:13:45.000]  雙贏就是大家都得到好處
[00:13:45.000 --> 00:13:47.000]  尋求解決的方案
[00:13:47.000 --> 00:13:49.000]  這個就是最好的
[00:13:49.000 --> 00:13:51.000]  一個我們人生的藝術
[00:13:51.000 --> 00:13:54.000]  也是聖經給我們的智慧
[00:13:54.000 --> 00:13:56.000]  所以這個我們都能夠看到
[00:13:56.000 --> 00:13:58.000]  在這段的記載裡面
[00:13:58.000 --> 00:14:00.000]  可以看到這兩個很重要的
[00:14:00.000 --> 00:14:01.000]  第一個
[00:14:01.000 --> 00:14:02.000]  有一個很清楚的原則方向
[00:14:02.000 --> 00:14:05.000]  就是我們一定要追求神的心意
[00:14:05.000 --> 00:14:06.000]  如果在神的心意裡面
[00:14:06.000 --> 00:14:08.000]  我們怎樣來學習
[00:14:08.000 --> 00:14:09.000]  有好的溝通
[00:14:09.000 --> 00:14:11.000]  以致達成一個好的方案
[00:14:11.000 --> 00:14:14.000]  去解決這種的分歧
[00:14:14.000 --> 00:14:16.000]  第一我們看一下
[00:14:16.000 --> 00:14:19.000]  務求最終合神心意
[00:14:19.000 --> 00:14:21.000]  一齊讀一讀這段經文
[00:14:21.000 --> 00:14:22.000]  我們一齊讀
[00:14:22.000 --> 00:14:23.000]  讀到這裏
[00:14:23.000 --> 00:14:25.000]  我停下解釋一下
[00:14:25.000 --> 00:14:27.000]  我們由第三節一路讀下去
[00:14:27.000 --> 00:14:30.000]  請大家同聲一齊讀
[00:14:30.000 --> 00:14:31.000]  請讀
[00:14:31.000 --> 00:14:34.000]  「於是教會送他們起合光
[00:14:34.000 --> 00:14:37.000]  他們經過肥靈基、撒瑪利亞
[00:14:37.000 --> 00:14:41.000]  隨說傳說外邦人歸主的時
[00:14:41.000 --> 00:14:44.000]  叫眾弟兄都甚歡喜
[00:14:44.000 --> 00:14:46.000]  到了耶路撒冷
[00:14:46.000 --> 00:14:50.000]  教會和使徒並長老都接待他們
[00:14:50.000 --> 00:14:53.000]  他們就述說上帝
[00:14:53.000 --> 00:14:56.000]  和他們所行的一切事
[00:14:56.000 --> 00:14:58.000]  唯有幾個信徒
[00:14:58.000 --> 00:15:01.000]  自法利塞教門的日起來時
[00:15:01.000 --> 00:15:04.000]  必須給外邦人行割禮
[00:15:04.000 --> 00:15:07.000]  吩咐他們遵守摩西的律法」
[00:15:07.000 --> 00:15:11.000]  所以不單止於是教會
[00:15:11.000 --> 00:15:12.000]  即是我們剛才說了
[00:15:12.000 --> 00:15:13.000]  如果他們有紛爭
[00:15:13.000 --> 00:15:16.000]  於是教會就送他們起行
[00:15:16.000 --> 00:15:17.000]  教會是甚麼教會
[00:15:17.000 --> 00:15:19.000]  哪個教會
[00:15:19.000 --> 00:15:20.000]  安提柯教會
[00:15:20.000 --> 00:15:22.000]  他們本來是安提柯的
[00:15:22.000 --> 00:15:24.000]  安提柯的教會
[00:15:24.000 --> 00:15:26.000]  不單止安提柯的教會
[00:15:26.000 --> 00:15:29.000]  還有外邦人和猶太人之間的紛爭
[00:15:29.000 --> 00:15:31.000]  到了耶路撒冷
[00:15:31.000 --> 00:15:32.000]  有沒有
[00:15:32.000 --> 00:15:33.000]  一樣有
[00:15:33.000 --> 00:15:35.000]  那些猶太人一直跟著來也好
[00:15:35.000 --> 00:15:37.000]  或者當地的猶太人都有這個看法
[00:15:37.000 --> 00:15:40.000]  所以特別是這些法利塞人教門的人
[00:15:40.000 --> 00:15:42.000]  他們都同意說
[00:15:42.000 --> 00:15:45.000]  需要守割禮行摩西的律法
[00:15:45.000 --> 00:15:47.000]  那就糟糕了
[00:15:47.000 --> 00:15:49.000]  來到耶路撒冷教會都有爭辯
[00:15:49.000 --> 00:15:50.000]  那怎麼辦呢
[00:15:50.000 --> 00:15:52.000]  所以他們就從安提柯
[00:15:52.000 --> 00:15:54.000]  到了耶路撒冷
[00:15:54.000 --> 00:15:56.000]  教會的使徒和長老接待他們
[00:15:56.000 --> 00:15:58.000]  留意他們一開始
[00:15:58.000 --> 00:16:00.000]  為甚麼我們說無要
[00:16:00.000 --> 00:16:02.000]  最終合神心意呢
[00:16:02.000 --> 00:16:04.000]  他們開始
[00:16:04.000 --> 00:16:05.000]  開場白就是
[00:16:05.000 --> 00:16:06.000]  他們述說
[00:16:06.000 --> 00:16:09.000]  上帝和他們所行的一切事
[00:16:09.000 --> 00:16:11.000]  頂知每事上都是這樣的
[00:16:11.000 --> 00:16:13.000]  如果我們只是憑自己的意見
[00:16:13.000 --> 00:16:14.000]  我的看法
[00:16:14.000 --> 00:16:19.000]  很多時候就越爭辯就越糟糕
[00:16:19.000 --> 00:16:20.000]  如果大家都說
[00:16:20.000 --> 00:16:22.000]  究竟神的心意是甚麼呢
[00:16:22.000 --> 00:16:23.000]  神的怎樣做呢
[00:16:23.000 --> 00:16:25.000]  過往他怎樣帶領我們呢
[00:16:25.000 --> 00:16:27.000]  將焦點帶回到神那裡
[00:16:27.000 --> 00:16:29.000]  這個就很重要
[00:16:29.000 --> 00:16:30.000]  神怎樣想
[00:16:30.000 --> 00:16:31.000]  不是你怎樣想
[00:16:31.000 --> 00:16:32.000]  神的心意是甚麼
[00:16:32.000 --> 00:16:34.000]  不只是我們的心意是甚麼
