
[00:00:00.000 --> 00:00:02.240]  好 各位親愛的大英姊妹 我們很開心
[00:01:31.480 --> 00:01:36.340]  但是我都不會忘記耶穌基督的受苦受死
[00:01:36.340 --> 00:01:39.020]  十字架是一個羞辱的記號
[00:01:39.020 --> 00:01:41.540]  剛剛這個月的學是學非
[00:01:41.540 --> 00:01:45.420]  我都和一些小朋友講到關於耶穌被釘十字架
[00:01:45.420 --> 00:01:46.700]  以及祂的復活
[00:01:46.700 --> 00:01:50.420]  其中我抽了一套電影叫《Passion of Christ》
[00:01:50.420 --> 00:01:53.740]  在香港譯為《受難曲》
[00:01:53.740 --> 00:01:56.220]  是米勞吉遜做導演的
[00:01:56.220 --> 00:01:57.660]  是很多年前的了
[00:01:57.660 --> 00:02:01.700]  特別有很多鏡頭描繪到耶穌的受苦
[00:02:01.700 --> 00:02:04.780]  特別有一個問題可能大家都沒怎麼去留意的
[00:02:04.780 --> 00:02:06.600]  插開來講
[00:02:06.600 --> 00:02:08.220]  你記不記得耶穌被釘十字架
[00:02:08.220 --> 00:02:09.420]  我說我渴尿
[00:02:09.420 --> 00:02:12.460]  有些冰丁就拿一些海藻沾了一些醋
[00:02:12.460 --> 00:02:15.060]  在耶穌的口裡面叫祂賞
[00:02:15.060 --> 00:02:16.860]  耶穌賞了口馬上就不去賞
[00:02:16.860 --> 00:02:19.340]  接著就說成鳥 就離開世界了
[00:02:19.340 --> 00:02:22.140]  我說為什麼冰丁拿這些海藻
[00:02:22.140 --> 00:02:26.540]  拿這些醋去給耶穌賞呢?
[00:02:26.540 --> 00:02:28.860]  有些人就說是解渴的
[00:02:28.860 --> 00:02:31.140]  但最新的教導是什麼呢?
[00:02:31.140 --> 00:02:33.020]  其實是一個很大的羞辱
[00:02:33.020 --> 00:02:35.140]  因為在那個年代裡面
[00:02:35.140 --> 00:02:38.140]  你去完廁所 撲撲完之後
[00:02:38.140 --> 00:02:41.780]  你是沒有T恤 沒有廁紙來擦的 是不是?
[00:02:41.780 --> 00:02:47.140]  原來那些就拿來洗乾淨你的屁股的
[00:02:47.140 --> 00:02:49.980]  他就拿這些給耶穌去賞
[00:02:49.980 --> 00:02:52.100]  其實這是一個很大的羞辱
[00:02:52.100 --> 00:02:54.340]  正如我們講的那些人
[00:02:54.340 --> 00:02:56.140]  你吃屎吧你
[00:02:56.140 --> 00:02:57.900]  就是這個意思
[00:02:57.900 --> 00:03:01.500]  所以我們的主為我們受了很多苦楚
[00:03:01.500 --> 00:03:03.100]  但是就說要拯救我們
[00:03:03.100 --> 00:03:05.540]  我們覺得這個世界有很多事情很不公平 是不是?
[00:03:05.540 --> 00:03:07.620]  但是其實最不公平的是什麼呢?
[00:03:07.620 --> 00:03:10.380]  當然現在仍然有很多事情是很不公平的
[00:03:10.380 --> 00:03:11.740]  但是我想最不公平的就是
[00:03:11.740 --> 00:03:14.260]  我們看到耶穌基督是完全沒有罪
[00:03:14.260 --> 00:03:16.100]  但是祂是為我們來受苦
[00:03:16.100 --> 00:03:17.780]  承擔這個罪的代價
[00:03:17.780 --> 00:03:22.020]  這個就是我們要去感恩
[00:03:22.020 --> 00:03:24.220]  因為其實義代替不義
[00:03:24.220 --> 00:03:26.620]  好了 今天我們就會集中去看
[00:03:26.620 --> 00:03:31.860]  復活 期盼和奉猜這三個課題
[00:03:31.860 --> 00:03:33.580]  當新年的時候
[00:03:33.580 --> 00:03:35.620]  我們就會恭祝新年快樂
[00:03:35.620 --> 00:03:38.180]  如果是生日的時候就Happy Birthday
[00:03:38.180 --> 00:03:41.540]  但是我經常都會和他們寄一些訊息給他們
[00:03:41.540 --> 00:03:43.020]  就不會只是說生日快樂
[00:03:43.020 --> 00:03:45.020]  我期望你天天都快樂
[00:03:45.020 --> 00:03:47.620]  不過生日是特別的快樂
[00:03:47.620 --> 00:03:50.020]  復活節 我們紀念主耶穌的復活
[00:03:50.020 --> 00:03:52.700]  但是不要忘記 我們的主已經復活了
[00:03:52.700 --> 00:03:56.260]  所以天天其實我們都在經歷著主復活的真實
[00:03:56.260 --> 00:03:58.020]  天天都在過復活節
[00:03:58.020 --> 00:04:02.460]  但是當然在受苦和在復活節這些期間
[00:04:02.460 --> 00:04:05.820]  我們是更加專注或者我們集中思想
[00:04:05.820 --> 00:04:08.140]  就是主的受苦和受死
[00:04:08.140 --> 00:04:12.700]  如果我們發現研究主耶穌基督的復活和受死的時候
[00:04:12.700 --> 00:04:18.420]  你會發覺到有兩個很特別的情況出現
[00:04:18.420 --> 00:04:23.180]  第一方面就是 門徒面對主耶穌復活的時候
[00:04:23.180 --> 00:04:26.420]  他大部分都不去相信的
[00:04:26.420 --> 00:04:29.100]  覺得不是吧
[00:04:29.100 --> 00:04:31.340]  第二個的處境是什麼呢
[00:04:31.340 --> 00:04:34.260]  就是每一個經歷到主復活的人
[00:04:34.260 --> 00:04:36.900]  都會接受一個使命
[00:04:36.900 --> 00:04:39.180]  是要接受主所差遣的
[00:04:39.180 --> 00:04:41.780]  我們就從這兩方面來看
[00:04:41.780 --> 00:04:44.500]  第一就是跟隨主的人
[00:04:44.500 --> 00:04:47.180]  去面對主的復活是什麼呢
[00:04:47.180 --> 00:04:48.660]  就是不相信
[00:04:48.660 --> 00:04:50.460]  如果我們去研讀聖經的時候
[00:04:50.460 --> 00:04:52.060]  發現這些跟隨主的人
[00:04:52.060 --> 00:04:53.900]  得悉主耶穌的復活
[00:04:53.900 --> 00:04:56.420]  都是懷著一個質疑的態度
[00:04:56.420 --> 00:04:57.740]  是不相信的
[00:04:57.740 --> 00:04:59.420]  我們看看這些經文好不好
[00:04:59.420 --> 00:05:03.500]  請Ivan和我讀出這兩段經文
[00:05:03.500 --> 00:05:06.780]  他去告訴那向來跟隨耶穌的人
[00:05:06.780 --> 00:05:09.220]  那時他們正哀動哭泣
[00:05:09.220 --> 00:05:11.140]  他們聽見耶穌活了
[00:05:11.140 --> 00:05:14.460]  被瑪利亞看見卻是不信
[00:05:14.460 --> 00:05:18.300]  這時以後門徒中間有兩個人往鄉下去
[00:05:18.300 --> 00:05:19.540]  走路的時候
[00:05:19.540 --> 00:05:21.060]  耶穌變了形象
[00:05:21.060 --> 00:05:22.500]  向他們顯現
[00:05:22.500 --> 00:05:25.020]  他們就去告訴其餘的門徒
[00:05:25.020 --> 00:05:27.340]  其餘的門徒也是不信
[00:05:27.340 --> 00:05:28.140]  看到嗎
[00:05:28.140 --> 00:05:30.100]  相同點是什麼
[00:05:30.100 --> 00:05:33.260]  他們聽到耶穌復活的時候
[00:05:33.260 --> 00:05:34.420]  他們是不相信的
[00:05:34.420 --> 00:05:35.900]  不是吧
[00:05:35.900 --> 00:05:37.460]  不止這兩段經文
[00:05:37.460 --> 00:05:39.580]  我們再看多兩段
[00:05:39.580 --> 00:05:42.700]  後來十一個門徒坐席的時候
[00:05:42.700 --> 00:05:44.300]  耶穌向他們顯現
[00:05:44.300 --> 00:05:45.580]  責備他們不信
[00:05:45.580 --> 00:05:46.940]  心裡剛硬
[00:05:46.940 --> 00:05:48.020]  因為他們不信
[00:05:48.020 --> 00:05:51.540]  那些在他復活以後看見他的人
[00:05:51.540 --> 00:05:53.300]  便從墳墓那裡回去
[00:05:53.300 --> 00:05:54.380]  把這一切的事
[00:05:54.380 --> 00:05:57.220]  告訴十一個使徒和其餘的人
[00:05:57.220 --> 00:05:58.380]  他們這些話
[00:05:58.380 --> 00:05:59.980]  使徒以為是胡言
[00:05:59.980 --> 00:06:01.380]  就不相信
[00:06:01.380 --> 00:06:02.020]  看到嗎
[00:06:02.020 --> 00:06:03.220]  耶穌責備這幫人
[00:06:03.220 --> 00:06:04.620]  為什麼你不信呢
[00:06:04.620 --> 00:06:07.300]  那幫婦女見到耶穌復活
[00:06:07.300 --> 00:06:09.580]  告訴使徒記住
[00:06:09.580 --> 00:06:11.020]  是跟隨耶穌的人
[00:06:11.020 --> 00:06:13.300]  耶穌不斷都說他會復活的
[00:06:13.300 --> 00:06:15.540]  但是他們仍然是不相信的
[00:06:15.540 --> 00:06:16.820]  為什麼呢
[00:06:16.820 --> 00:06:18.780]  有幾個可能性
[00:06:18.780 --> 00:06:19.660]  第一
[00:06:19.660 --> 00:06:20.300]  大家有沒有想過
[00:06:20.300 --> 00:06:23.740]  耶穌復活之後的樣子是怎樣的呢
[00:06:23.740 --> 00:06:26.820]  很可能耶穌的形象
[00:06:26.820 --> 00:06:29.140]  樣子是變了
[00:06:29.140 --> 00:06:31.260]  跟受死之前的樣子
[00:06:31.260 --> 00:06:32.740]  是可能有差異的
[00:06:32.740 --> 00:06:34.220]  特別是受死的時候
[00:06:34.220 --> 00:06:36.540]  可能是滿面鮮血
[00:06:36.540 --> 00:06:38.540]  還有受著迫害
[00:06:38.540 --> 00:06:40.940]  是很枯骨的樣子
[00:06:40.940 --> 00:06:43.260]  所以門徒看到他復活之後
[00:06:43.260 --> 00:06:44.620]  耶穌絕對不是這樣的樣子
[00:06:44.620 --> 00:06:46.580]  所以門徒認不出他的樣子
[00:06:46.580 --> 00:06:49.140]  你還有沒有留意到聖經很特別的
[00:06:49.140 --> 00:06:53.460]  描繪了耶穌很多的行事的事情
[00:06:53.460 --> 00:06:54.820]  言論
[00:06:54.820 --> 00:06:56.980]  但是從來沒有怎麼講到
[00:06:56.980 --> 00:06:58.780]  耶穌的樣子
[00:06:58.780 --> 00:06:59.820]  是不是
[00:06:59.820 --> 00:07:01.340]  為什麼呢
[00:07:01.340 --> 00:07:02.500]  就是我很相信
[00:07:02.500 --> 00:07:05.140]  是不想人們特意去做一些像
[00:07:05.140 --> 00:07:06.340]  或者一些照片
[00:07:06.340 --> 00:07:08.340]  讓人們去什麼呢
[00:07:08.340 --> 00:07:09.860]  去敬拜他
[00:07:09.860 --> 00:07:12.380]  我們在西方的社會裡面
[00:07:12.380 --> 00:07:13.780]  如果你特別去一些
[00:07:13.780 --> 00:07:15.860]  譬如英國的
[00:07:15.860 --> 00:07:16.900]  我也很喜歡去看
[00:07:16.900 --> 00:07:17.620]  National Gallery
[00:07:17.620 --> 00:07:18.900]  我很喜歡看這些
[00:07:18.900 --> 00:07:19.940]  這些油畫
[00:07:19.940 --> 00:07:22.100]  特別是中世紀裡面的
[00:07:22.100 --> 00:07:23.540]  在你描繪到耶穌的時候
[00:07:23.540 --> 00:07:25.180]  都是純紅齒白的
[00:07:25.180 --> 00:07:27.540]  其實這是一個很錯誤的形象
[00:07:27.540 --> 00:07:30.100]  耶穌其實一點都不帥
[00:07:30.100 --> 00:07:30.820]  《二塞厚書》
[00:07:30.820 --> 00:07:33.820]  53章第二節的下半節怎麼說呢
[00:07:33.820 --> 00:07:36.660]  他無皆名 皆應美容
[00:07:36.660 --> 00:07:38.660]  我們看見他的時候
[00:07:38.660 --> 00:07:41.620]  也無美貌 使我們羨慕他
[00:07:41.620 --> 00:07:43.260]  這裡很清楚的說
[00:07:43.260 --> 00:07:44.940]  他無皆名 皆應美容
[00:07:44.940 --> 00:07:46.860]  他一點都不帥
[00:07:46.860 --> 00:07:49.380]  近期 前兩天
[00:07:49.380 --> 00:07:51.820]  有一位姐姐婆婆
[00:07:51.820 --> 00:07:53.820]  竟然傳了一條影片給我
[00:07:53.820 --> 00:07:56.260]  原來是1999年的時候
[00:07:56.260 --> 00:07:58.100]  我拍《基督二千》的時候
[00:07:58.100 --> 00:07:59.420]  那些是片頭
[00:07:59.420 --> 00:08:01.780]  牧師 那時候你真的很帥
[00:08:01.780 --> 00:08:04.740]  現在不帥了
[00:08:04.740 --> 00:08:06.860]  但是這句話就安慰了我們
[00:08:06.860 --> 00:08:08.140]  我們的主都沒有一個
[00:08:08.140 --> 00:08:09.660]  很美麗的樣貌
[00:08:09.660 --> 00:08:11.300]  俊俏的臉龐
[00:08:11.300 --> 00:08:12.620]  來吸引人的
[00:08:12.620 --> 00:08:13.980]  我們是不會的
[00:08:13.980 --> 00:08:15.980]  而且耶穌因為
[00:08:15.980 --> 00:08:19.140]  經歷了很多的愛上
[00:08:19.140 --> 00:08:21.380]  飽受痛苦 常經憂患
[00:08:21.380 --> 00:08:22.860]  所以他的樣子
[00:08:22.860 --> 00:08:24.860]  其實應該是蒼老的
[00:08:24.860 --> 00:08:28.700]  當耶穌跟一幫猶太人說
[00:08:28.700 --> 00:08:31.020]  其實你們的先祖阿伯拉罕
[00:08:31.020 --> 00:08:34.300]  都有來仰望我
[00:08:34.300 --> 00:08:36.300]  這幫人馬上怎麼回應呢
[00:08:36.300 --> 00:08:37.660]  我們看看《二塞厚書》第八章
[00:08:37.660 --> 00:08:39.420]  第57節
[00:08:39.420 --> 00:08:40.540]  猶太人說
[00:08:40.540 --> 00:08:42.140]  你還沒有五十歲
[00:08:42.140 --> 00:08:44.100]  豈見過阿伯拉罕
[00:08:44.100 --> 00:08:45.780]  不是吧 說話嗎
[00:08:45.780 --> 00:08:47.140]  你還沒有五十歲
[00:08:47.140 --> 00:08:50.500]  你怎麼可能見到阿伯拉罕呢
[00:08:50.500 --> 00:08:52.940]  他這句話不是說
[00:08:52.940 --> 00:08:54.580]  你都還沒有三十五歲
[00:08:54.580 --> 00:08:55.740]  或者四十歲
[00:08:55.740 --> 00:08:57.020]  就是說你還沒有五十歲
[00:08:57.020 --> 00:08:58.580]  就是差不多五十歲了
[00:08:58.580 --> 00:09:01.220]  就是說耶穌那個實際的樣貌
[00:09:01.220 --> 00:09:02.860]  和他的實際年齡
[00:09:02.860 --> 00:09:04.620]  是有一定的差距的
[00:09:04.620 --> 00:09:05.980]  但是主耶穌復活之後
[00:09:05.980 --> 00:09:08.300]  一定有一個榮美的身體
[00:09:08.300 --> 00:09:13.060]  所以他們就認不出
[00:09:13.060 --> 00:09:16.260]  記不記得耶穌受死之前
[00:09:16.260 --> 00:09:18.020]  跟門徒裡面有三個
[00:09:18.020 --> 00:09:21.300]  彼得、亞國、約翰登山變像
[00:09:21.300 --> 00:09:23.460]  就是登上了一個山
[00:09:23.460 --> 00:09:24.580]  突然之間
[00:09:24.580 --> 00:09:27.420]  他整個形象是不同了的
[00:09:27.420 --> 00:09:28.780]  這個形象的描繪
[00:09:28.780 --> 00:09:30.340]  和啟示錄第一章
[00:09:30.340 --> 00:09:31.740]  耶穌的形象的描繪
[00:09:31.740 --> 00:09:33.420]  是很相似的
[00:09:33.420 --> 00:09:35.940]  他的臉是會發光的
[00:09:35.940 --> 00:09:38.020]  衣裳也是會發光的
[00:09:38.020 --> 00:09:40.500]  有摩西和以利亞出現
[00:09:40.500 --> 00:09:41.860]  這個時候我們看看
[00:09:41.860 --> 00:09:44.380]  馬丹佛第十七章第二節
[00:09:44.380 --> 00:09:47.220]  就在他們面前變了形象
[00:09:47.220 --> 00:09:49.660]  你的臉明亮如日頭
[00:09:49.660 --> 00:09:51.780]  衣裳潔白如光
[00:09:51.780 --> 00:09:53.820]  是他的樣子完全變了
[00:09:53.820 --> 00:09:56.820]  那塊臉簡直發光到像日光一樣
[00:09:56.820 --> 00:09:58.460]  你不能夠直視
[00:09:58.460 --> 00:10:01.420]  衣裳也潔白如光
[00:10:01.420 --> 00:10:03.420]  其實這個我經常這麼說
[00:10:03.420 --> 00:10:04.500]  簡單一點
[00:10:04.500 --> 00:10:06.420]  這個是trailer
[00:10:06.420 --> 00:10:10.220]  就是一個電影最精彩的部分
[00:10:10.220 --> 00:10:11.340]  拿出來吸引你
[00:10:11.340 --> 00:10:12.860]  繼續去下一次
[00:10:12.860 --> 00:10:14.420]  就來看這部電影
[00:10:14.420 --> 00:10:15.940]  因為耶穌快要受死
[00:10:15.940 --> 00:10:17.980]  他特別要給彼得雅各約翰
[00:10:17.980 --> 00:10:19.500]  這個叫教會領袖
[00:10:19.500 --> 00:10:22.460]  要知道他這個受死只是暫時
[00:10:22.460 --> 00:10:24.380]  他將來是一個很榮耀的形象
[00:10:24.380 --> 00:10:25.740]  加強他們的信心
[00:10:25.740 --> 00:10:29.140]  所以耶穌改變了形象
[00:10:29.140 --> 00:10:31.220]  同樣當耶穌復活的時候
[00:10:31.220 --> 00:10:33.260]  可能形象都變了
[00:10:33.260 --> 00:10:35.860]  所以那些門徒就算見到耶穌的時候
[00:10:35.860 --> 00:10:36.660]  稍後我們會看
[00:10:36.660 --> 00:10:38.260]  都認不出耶穌的
[00:10:38.260 --> 00:10:40.580]  那我跟大家講過
[00:10:40.580 --> 00:10:42.180]  你有沒有想過
[00:10:42.180 --> 00:10:44.260]  當你有一天離開世界
[00:10:44.260 --> 00:10:45.620]  你會復活的
[00:10:45.620 --> 00:10:47.700]  你復活之後你的身體會怎樣呢
[00:10:47.700 --> 00:10:50.260]  你的樣子會怎樣呢
[00:10:50.260 --> 00:10:53.620]  會不會跟你在世上的樣子一樣呢
[00:10:53.620 --> 00:10:54.860]  如果是的時候
[00:10:54.860 --> 00:10:56.660]  究竟是哪個年齡階段呢
[00:10:56.660 --> 00:10:58.700]  17、18歲青春少艾
[00:10:58.700 --> 00:11:01.540]  還是27、28歲的時候
[00:11:01.540 --> 00:11:03.300]  芳華正某的時候
[00:11:03.300 --> 00:11:05.780]  還是7、80歲的時候
[00:11:05.780 --> 00:11:07.940]  已經稍為蒼老的形象呢
[00:11:07.940 --> 00:11:09.620]  聖經裡面沒有說到
[00:11:09.620 --> 00:11:13.620]  但是聖經的重點告訴我們
[00:11:13.620 --> 00:11:16.420]  我們著重的是現今在這個世界上
[00:11:16.420 --> 00:11:17.540]  怎樣活著
[00:11:17.540 --> 00:11:20.300]  而不需要太著重在將來
[00:11:20.300 --> 00:11:21.820]  總之你有這個確據
[00:11:21.820 --> 00:11:23.500]  有一天我離開世界的時候
[00:11:23.500 --> 00:11:25.180]  我是會復活的
[00:11:25.180 --> 00:11:27.460]  主耶穌復活之後
[00:11:27.460 --> 00:11:29.100]  門徒認不出你的樣子
[00:11:29.100 --> 00:11:31.580]  還有一樣很特別
[00:11:31.580 --> 00:11:35.780]  耶穌是超越了空間的限制
[00:11:35.780 --> 00:11:37.820]  當祂還沒復活之前
[00:11:37.820 --> 00:11:41.420]  耶穌也會受到空間的限制
[00:11:41.420 --> 00:11:42.860]  我曾經和大家分享過一首歌
[00:11:42.860 --> 00:11:44.460]  叫《Love Was When》
[00:11:44.460 --> 00:11:46.060]  就是愛就是
[00:11:46.060 --> 00:11:48.060]  但是我這首歌一定要唱英文的
[00:11:48.060 --> 00:11:50.020]  它說 Love was when God became a man
[00:11:50.020 --> 00:11:52.500]  locked in time and space
[00:11:52.500 --> 00:11:54.620]  主耶穌本來是零
[00:11:54.620 --> 00:11:55.620]  祂是沒有肉體
[00:11:55.620 --> 00:11:57.060]  但是祂成為人的時候
[00:11:57.060 --> 00:11:59.620]  是有肉體的規範
[00:11:59.620 --> 00:12:01.100]  所以祂不能夠同時出現在
[00:12:01.100 --> 00:12:02.940]  不同的地方裡面
[00:12:02.940 --> 00:12:04.700]  但是你有沒有留意到
[00:12:04.700 --> 00:12:07.580]  耶穌和我們分享了之後
[00:12:07.580 --> 00:12:09.460]  可以突然之間
[00:12:09.460 --> 00:12:10.860]  噓
[00:12:10.860 --> 00:12:11.900]  我配音了
[00:12:11.900 --> 00:12:13.340]  是不見了
[00:12:13.340 --> 00:12:15.140]  我們看看《六九方》二十四章
[00:12:15.140 --> 00:12:16.620]  第三十一節
[00:12:16.620 --> 00:12:18.500]  他們的眼睛明亮了
[00:12:18.500 --> 00:12:20.100]  這才映出他來
[00:12:20.100 --> 00:12:21.780]  忽然 耶穌不見了
[00:12:21.780 --> 00:12:23.940]  看到嗎 噓
[00:12:23.940 --> 00:12:25.420]  忽然之間
[00:12:25.420 --> 00:12:26.660]  耶穌不見了
[00:12:26.660 --> 00:12:27.900]  祂不是開門走了
[00:12:27.900 --> 00:12:30.020]  是忽然之間不見了
[00:12:30.020 --> 00:12:31.660]  還有
[00:12:31.660 --> 00:12:32.860]  門都關上了
[00:12:32.860 --> 00:12:35.260]  那時候是很害怕的
[00:12:35.260 --> 00:12:36.500]  但是忽然之間
[00:12:36.500 --> 00:12:37.740]  沒有開門的
[00:12:37.740 --> 00:12:40.140]  耶穌沒有敲門
[00:12:40.140 --> 00:12:41.820]  耶穌出現在他們中間
[00:12:41.820 --> 00:12:43.180]  《六九方》二十四章
[00:12:43.180 --> 00:12:45.300]  三十六 三十七 兩節
[00:12:45.300 --> 00:12:46.260]  正說話
[00:12:46.260 --> 00:12:47.900]  正說這話的時候
[00:12:47.900 --> 00:12:50.820]  耶穌親自站在他們當中說
[00:12:50.820 --> 00:12:52.220]  願你們平安
[00:12:52.220 --> 00:12:54.340]  他們卻驚慌害怕
[00:12:54.340 --> 00:12:56.940]  以為所看見的是雲
[00:12:56.940 --> 00:12:57.420]  你想一下
[00:12:57.420 --> 00:12:58.220]  現在你突然之間
[00:12:58.220 --> 00:12:59.740]  門都關上了
[00:12:59.740 --> 00:13:01.660]  在你後面突然間穿了一個人
[00:13:01.660 --> 00:13:02.820]  願你們平安
[00:13:02.820 --> 00:13:03.540]  那個人是我
[00:13:03.540 --> 00:13:04.620]  你驚不驚慌
[00:13:04.620 --> 00:13:06.380]  你不是在鏡頭前面嗎
[00:13:06.380 --> 00:13:07.340]  你不是住在這個區
[00:13:07.340 --> 00:13:08.900]  突然間上來蘇格蘭
[00:13:08.900 --> 00:13:10.460]  或者上來紐卡索
[00:13:10.460 --> 00:13:12.140]  怎麼可能是這樣呢
[00:13:12.140 --> 00:13:15.060]  所以門徒是很害怕的
[00:13:15.060 --> 00:13:16.660]  這裡至少看到一件事
[00:13:16.660 --> 00:13:18.300]  原來耶穌復活之後
[00:13:18.300 --> 00:13:19.980]  祂有身體
[00:13:19.980 --> 00:13:21.740]  祂的樣子可能變了
[00:13:21.740 --> 00:13:22.900]  但是祂的身體
[00:13:22.900 --> 00:13:25.300]  又不會像我們現在的肉體那樣
[00:13:25.300 --> 00:13:27.340]  是有規範的
[00:13:27.340 --> 00:13:29.180]  祂可以某個程度是
[00:13:29.180 --> 00:13:30.420]  穿牆破壁
[00:13:30.420 --> 00:13:31.460]  突然之間出現
[00:13:31.460 --> 00:13:33.460]  突然之間不見了
[00:13:33.460 --> 00:13:34.660]  還有
[00:13:34.660 --> 00:13:36.100]  你記不記得
[00:13:36.100 --> 00:13:37.580]  耶穌復活之後
[00:13:37.580 --> 00:13:38.940]  對著門徒
[00:13:38.940 --> 00:13:41.180]  有些人不相信
[00:13:41.180 --> 00:13:42.620]  可能樣子不同了
[00:13:42.620 --> 00:13:43.860]  正在質疑
[00:13:43.860 --> 00:13:45.460]  那個人叫什麼名字
[00:13:45.460 --> 00:13:47.300]  叫多瑪
[00:13:47.300 --> 00:13:49.140]  耶穌就伸開祂的手
[00:13:49.140 --> 00:13:50.220]  你摸一摸
[00:13:50.220 --> 00:13:53.020]  我手上的釘痕
[00:13:53.020 --> 00:13:55.900]  和我肋下的被刺傷的傷痕
[00:13:55.900 --> 00:13:57.340]  還在
[00:13:57.340 --> 00:14:00.020]  這就是《約翰福音》第20章第25節
[00:14:00.020 --> 00:14:01.420]  我們沒有打出來
[00:14:01.420 --> 00:14:04.260]  就是說耶穌復活的身體
[00:14:04.260 --> 00:14:07.220]  仍然帶著傷痕
[00:14:07.220 --> 00:14:10.140]  我們只可以從這些片段裡面
[00:14:10.140 --> 00:14:11.260]  來推測
[00:14:11.260 --> 00:14:12.820]  仍然不是很清晰的
[00:14:12.820 --> 00:14:15.300]  究竟耶穌復活之後會怎樣呢
[00:14:15.300 --> 00:14:17.660]  但是仕途保羅
[00:14:17.660 --> 00:14:20.420]  在神的靈啟示之下
[00:14:20.420 --> 00:14:23.260]  就寫下了一段經文
[00:14:23.260 --> 00:14:24.940]  就是哥林多前書
[00:14:24.940 --> 00:14:26.100]  第15章
[00:14:26.100 --> 00:14:27.700]  這裡是講耶穌基督復活
[00:14:27.700 --> 00:14:31.020]  他就提到我們復活之後的身體會是怎樣的
[00:14:31.020 --> 00:14:33.820]  第15章的42到44節
[00:14:33.820 --> 00:14:35.820]  和第49節
[00:14:35.820 --> 00:14:37.900]  死人復活也是這樣
[00:14:37.900 --> 00:14:40.220]  所中的是必扭壞的
[00:14:40.220 --> 00:14:42.100]  復活的是不扭壞的
[00:14:42.100 --> 00:14:44.180]  所中的是羞辱的
[00:14:44.180 --> 00:14:46.020]  復活的是榮耀的
[00:14:46.020 --> 00:14:48.220]  所中的是軟弱的
[00:14:48.220 --> 00:14:50.100]  復活的是強壯的
[00:14:50.100 --> 00:14:52.500]  所中的是血氣的身體
[00:14:52.500 --> 00:14:54.860]  復活的是靈性的身體
[00:14:54.860 --> 00:14:56.420]  若有血氣的身體
[00:14:56.420 --> 00:14:58.540]  也必有靈性的身體
[00:14:58.540 --> 00:15:00.820]  我們既有屬土的形狀
[00:15:00.820 --> 00:15:03.620]  將來也必有屬天的形狀
[00:15:03.620 --> 00:15:05.420]  聖經沒有告訴我們
[00:15:05.420 --> 00:15:08.060]  將來我們復活之後的樣子是怎樣的
[00:15:08.060 --> 00:15:09.980]  但是很清晰的
[00:15:09.980 --> 00:15:13.140]  我們復活之後我們的身體是不再扭壞
[00:15:13.140 --> 00:15:15.380]  而且是榮耀的
[00:15:15.380 --> 00:15:17.340]  強壯的不再有疾病
[00:15:17.340 --> 00:15:18.300]  不再有罪惡
[00:15:18.300 --> 00:15:20.860]  但是去糾纏著我們
