
[00:00:00.000 --> 00:00:01.940]  鄧小妹 新年快樂
[00:05:43.780 --> 00:05:46.800]  但是如果真的要說規矩 去到這個位置的時候
[00:05:46.800 --> 00:05:50.240]  就是要這樣
[00:05:50.240 --> 00:05:52.980]  遲到的 關門
[00:05:52.980 --> 00:05:54.080]  不能崇拜
[00:05:54.080 --> 00:05:56.880]  或者進來的 麻煩出去
[00:05:56.880 --> 00:05:57.880]  可以嗎
[00:05:57.880 --> 00:06:01.280]  其實規矩就是這樣
[00:06:01.280 --> 00:06:02.480]  突然之間你會覺得
[00:06:02.480 --> 00:06:04.100]  嘩 林全導搞錯了
[00:06:04.100 --> 00:06:06.100]  這個不是你來的
[00:06:06.100 --> 00:06:07.100]  是不是
[00:06:07.100 --> 00:06:08.880]  所以
[00:06:08.880 --> 00:06:11.320]  大概大家會明白了
[00:06:11.320 --> 00:06:13.320]  舉個例子
[00:06:14.060 --> 00:06:15.920]  影響生命的
[00:06:15.920 --> 00:06:18.480]  大概不是律法
[00:06:18.480 --> 00:06:21.080]  我指那種的影響 大家明白
[00:06:21.080 --> 00:06:24.040]  很令你有那種
[00:06:24.040 --> 00:06:26.380]  改變生命那種的影響
[00:06:26.380 --> 00:06:27.980]  大概改變生命的
[00:06:27.980 --> 00:06:30.180]  影響生命的不是律法
[00:06:30.180 --> 00:06:33.480]  而是去靠生命
[00:06:33.480 --> 00:06:35.480]  來影響生命
[00:06:35.480 --> 00:06:38.580]  對於明白律法背後目的的人
[00:06:38.580 --> 00:06:42.080]  他們是會比較考慮人的處境
[00:06:42.080 --> 00:06:46.080]  比較了解對方做錯事的原因
[00:06:46.080 --> 00:06:48.480]  然後再去思考怎樣將律法
[00:06:48.480 --> 00:06:52.480]  來去形容在對方的身上
[00:06:52.480 --> 00:06:55.480]  就好像舉當才的例子
[00:06:55.480 --> 00:06:57.480]  一塊鐵板壓下來
[00:06:57.480 --> 00:06:59.080]  遲到的 麻煩出去
[00:06:59.080 --> 00:07:01.080]  不過 我經常都說
[00:07:01.080 --> 00:07:03.480]  靜姐妹 當然有原因
[00:07:03.480 --> 00:07:07.480]  有時候我都跟年輕一點的導師說
[00:07:07.480 --> 00:07:09.980]  其實要查找的
[00:07:09.980 --> 00:07:11.680]  是他這件事
[00:07:11.680 --> 00:07:14.080]  我們經常說冰山下面那塊東西
[00:07:14.080 --> 00:07:15.880]  才是真正的原因
[00:07:15.880 --> 00:07:18.280]  他背後一定發生了一些事
[00:07:18.280 --> 00:07:21.480]  你先理解了他發生了什麼事
[00:07:21.480 --> 00:07:25.080]  或者起碼你先聽了他有什麼說
[00:07:25.080 --> 00:07:28.080]  然後再去問
[00:07:28.080 --> 00:07:30.580]  其實可以在這件事情上面
[00:07:30.580 --> 00:07:34.580]  我們怎樣可以再去做好
[00:07:34.580 --> 00:07:39.080]  再思考將法律去形容在對方的身上
[00:07:39.880 --> 00:07:45.680]  這樣的人並不代表他不重視原則上的對或錯
[00:07:45.680 --> 00:07:48.680]  而他們認為法律不是硬梆梆
[00:07:48.680 --> 00:07:51.080]  在執法的時候都會思考到
[00:07:51.080 --> 00:07:56.880]  究竟這條法律怎樣可以在這個人的身上
[00:07:56.880 --> 00:08:00.680]  有公平 公正 也可以情理兼備的
[00:08:00.680 --> 00:08:03.680]  形容在這個人的處境的身上
[00:08:03.680 --> 00:08:05.080]  我舉一個例子
[00:08:05.080 --> 00:08:08.680]  發生在我們香港的房署
[00:08:08.680 --> 00:08:12.280]  之前有一宗訴訟
[00:08:12.280 --> 00:08:16.280]  就是發生在一個公屋的家庭
[00:08:16.280 --> 00:08:20.080]  原來法律上有一條這樣的要求
[00:08:20.080 --> 00:08:22.080]  在房屋的條例上
[00:08:22.080 --> 00:08:24.880]  他們會在對方申請政府
[00:08:24.880 --> 00:08:26.280]  就是房屋的時候
[00:08:26.280 --> 00:08:28.480]  要求申請者的一家
[00:08:28.480 --> 00:08:33.280]  不可以在政府的屋內做任何違法的行為
[00:08:33.280 --> 00:08:36.280]  否則會即時被趕走
[00:08:36.280 --> 00:08:40.080]  早前有一件司法覆核的案件
[00:08:40.080 --> 00:08:45.080]  就是說到父母申請了一間政府屋
[00:08:45.080 --> 00:08:46.480]  但是兒子不長進
[00:08:46.480 --> 00:08:48.680]  在屋內來吸毒
[00:08:48.680 --> 00:08:50.680]  最後就被人抓了
[00:08:50.680 --> 00:08:55.880]  其實父母就不知道自己的兒子在屋內吸毒
[00:08:55.880 --> 00:08:59.280]  但是房署沒有考慮到這個因素
[00:08:59.280 --> 00:09:02.680]  就即時趕走了兩位老人家
[00:09:02.680 --> 00:09:05.680]  最後兩個老人家就告上法庭
[00:09:05.680 --> 00:09:08.080]  法庭亦都認為
[00:09:08.080 --> 00:09:13.280]  房署應該根據不同的案件和處境
[00:09:13.280 --> 00:09:17.080]  來去正當和合理地使用他們的酌情權
[00:09:17.080 --> 00:09:22.880]  最後就判這兩位老人家來去勝訴
[00:09:22.880 --> 00:09:24.880]  丙姐妹
[00:09:24.880 --> 00:09:25.680]  你看到嗎
[00:09:25.680 --> 00:09:27.080]  在聖經裏面
[00:09:27.080 --> 00:09:29.680]  耶穌的教導是怎樣的
[00:09:29.680 --> 00:09:32.680]  祂教導我們說
[00:09:32.680 --> 00:09:34.880]  要活著的是怎樣
[00:09:34.880 --> 00:09:36.480]  得生命的是要怎樣
[00:09:36.480 --> 00:09:37.880]  是要跟從祂
[00:09:37.880 --> 00:09:42.080]  去呼召門徒來跟從祂
[00:09:42.080 --> 00:09:44.280]  律法就去到這裏
[00:09:44.280 --> 00:09:46.080]  但是真是影響生命的
[00:09:46.080 --> 00:09:52.480]  可能是要求會再高一點
[00:09:52.480 --> 00:09:53.680]  你來看看
[00:09:53.680 --> 00:09:58.280]  主耶穌是不斷的來呼召我們
[00:09:58.280 --> 00:10:00.080]  來呼喚我們
[00:10:00.080 --> 00:10:02.680]  你來看看我怎樣生活
[00:10:02.680 --> 00:10:06.080]  你也跟著這樣來生活
[00:10:06.080 --> 00:10:09.280]  這就是耶穌和法利塞人
[00:10:09.280 --> 00:10:12.480]  一個很不同的地方
[00:10:12.480 --> 00:10:14.280]  我將我的生命
[00:10:14.280 --> 00:10:16.480]  甚至我的軟弱
[00:10:16.480 --> 00:10:19.080]  都展現給你看
[00:10:19.080 --> 00:10:22.880]  而法利塞人在旁邊告訴你
[00:10:22.880 --> 00:10:24.280]  根據法例
[00:10:24.280 --> 00:10:26.280]  你應該要怎樣做怎樣做
[00:10:26.280 --> 00:10:29.280]  不過我和你的生命
[00:10:29.280 --> 00:10:30.680]  有沒有距離呢
[00:10:30.680 --> 00:10:34.080]  和法利塞人即是和當時的人民的生命
[00:10:34.080 --> 00:10:36.280]  可能有一段距離
[00:10:36.280 --> 00:10:41.680]  但是耶穌的生命是包著我們的生命
[00:10:41.680 --> 00:10:44.680]  這就是分別
[00:10:44.680 --> 00:10:48.080]  牧羊人的職責是要帶領羊群
[00:10:48.080 --> 00:10:49.480]  保護羊群
[00:10:49.480 --> 00:10:52.680]  而《約翰福音》第十章一至十八節
[00:10:52.680 --> 00:10:54.880]  就在這裏再延伸
[00:10:54.880 --> 00:11:02.080]  去解釋牧羊人和羊群之間的關係
[00:11:02.080 --> 00:11:03.680]  究竟怎樣
[00:11:03.680 --> 00:11:05.680]  你看看我怎樣生活
[00:11:05.680 --> 00:11:07.680]  你也跟著怎樣去生活
[00:11:07.680 --> 00:11:10.080]  一個這樣的情況
[00:11:10.080 --> 00:11:12.880]  當時的羊圈是這樣的
[00:11:12.880 --> 00:11:15.880]  先拿出一個標誌
[00:11:15.880 --> 00:11:18.080]  舊時的羊圈
[00:11:18.080 --> 00:11:20.480]  就是一個圓圓的
[00:11:20.480 --> 00:11:23.280]  用石頭砌的建築
[00:11:23.280 --> 00:11:25.280]  這個就是羊的門
[00:11:25.280 --> 00:11:26.880]  就是這樣的
[00:11:26.880 --> 00:11:28.880]  下一頁
[00:11:28.880 --> 00:11:33.880]  網上找到一些正方形的
[00:11:33.880 --> 00:11:39.080]  這些可能是一些其他的形態
[00:11:39.080 --> 00:11:40.880]  羊圈的形態
[00:11:40.880 --> 00:11:42.880]  接著下一頁
[00:11:42.880 --> 00:11:45.880]  在羊的門那裏
[00:11:45.880 --> 00:11:49.080]  就有一個看守門口的人
[00:11:49.080 --> 00:11:50.680]  保護羊群
[00:11:50.680 --> 00:11:53.480]  旁邊就有一隻狼
[00:11:53.480 --> 00:11:55.880]  這個就是一些聖經圖畫裏面
[00:11:55.880 --> 00:11:58.680]  去表達出那個情況
[00:11:58.680 --> 00:12:01.880]  狼其實除了真的是一隻狼
[00:12:01.880 --> 00:12:02.680]  聖經在說
[00:12:02.680 --> 00:12:05.280]  這隻狼其實背後是代表了
[00:12:05.280 --> 00:12:07.880]  一些不同的人
[00:12:07.880 --> 00:12:09.680]  好了
[00:12:09.680 --> 00:12:11.080]  大家可以
[00:12:11.080 --> 00:12:14.480]  圖畫可以出去了
[00:12:14.480 --> 00:12:17.480]  羊圈就是由石頭圍成一個圈
[00:12:17.480 --> 00:12:19.080]  有個門口
[00:12:19.080 --> 00:12:22.680]  只有真正的牧人才有資格
[00:12:22.680 --> 00:12:25.680]  可以由這個門口出入
[00:12:25.680 --> 00:12:28.680]  看守門口的人有責任來看守羊群
[00:12:28.680 --> 00:12:31.480]  等到牧人回來之後
[00:12:31.480 --> 00:12:34.080]  然後在當中離開
[00:12:34.080 --> 00:12:38.880]  門是代表一個合法正當的途徑
[00:12:38.880 --> 00:12:40.080]  真正的牧人
[00:12:40.080 --> 00:12:41.680]  是會由門口
[00:12:41.680 --> 00:12:43.280]  很強調一件事
[00:12:43.280 --> 00:12:45.480]  門口那裏進去
[00:12:45.480 --> 00:12:49.480]  大家都知道門是代表著耶穌基督
[00:12:49.480 --> 00:12:52.880]  盜賊不能夠從正門那裏進出
[00:12:52.880 --> 00:12:57.680]  因為有守門的人在門口那裏把關
[00:12:57.680 --> 00:13:01.480]  他不會讓陌生的人隨便出入
[00:13:01.480 --> 00:13:06.280]  而羊圈通常都是一大片的石頭圍起來
[00:13:06.280 --> 00:13:09.680]  一個公共使用的空間
[00:13:09.680 --> 00:13:10.680]  在夜間那裏
[00:13:10.680 --> 00:13:16.880]  可以安全地放置好幾群的新畜
[00:13:16.880 --> 00:13:21.480]  晚上會有一個看守羊群的守護者
[00:13:21.480 --> 00:13:24.080]  把守著門口的出入
[00:13:24.080 --> 00:13:25.280]  到了清晨
[00:13:25.280 --> 00:13:26.880]  真正的牧人來到
[00:13:26.880 --> 00:13:30.480]  就會將屬於自己的群羊
[00:13:30.480 --> 00:13:35.280]  帶領他們出來
[00:13:35.280 --> 00:13:39.080]  牧羊人裏面是一個公共集體
[00:13:39.080 --> 00:13:41.280]  困著羊群的空間
[00:13:41.280 --> 00:13:44.280]  那裏面的羊是怎樣分辨的呢?
[00:13:44.280 --> 00:13:46.480]  原來是很厲害的
[00:13:46.480 --> 00:13:52.880]  聖經形容到牧羊人會幫他的羊改名
[00:13:52.880 --> 00:13:58.680]  而且是按著每隻羊的特色或特性來改名
[00:13:58.680 --> 00:14:04.080]  表示他對自己每一隻的羊仔
[00:14:04.080 --> 00:14:06.480]  都非常熟悉
[00:14:06.480 --> 00:14:11.280]  也知道每一隻羊的性情和性格
[00:14:11.280 --> 00:14:15.280]  羊也會聽牧人的聲音
[00:14:15.280 --> 00:14:18.280]  真正的牧人會認識自己的羊
[00:14:18.280 --> 00:14:21.680]  羊也會信任自己的牧人
[00:14:21.680 --> 00:14:25.880]  如果你懂得牧羊的撒尿方法
[00:14:25.880 --> 00:14:29.680]  跟我們不懂得牧羊的撒尿方法是不同的
[00:14:29.680 --> 00:14:31.080]  羊是會撒尿的
[00:14:31.080 --> 00:14:32.480]  可能牠撒尿會長一點
[00:14:32.480 --> 00:14:39.280]  咩咩咩可能牠肚餓 咩咩咩可能有其他事情發生
[00:14:39.280 --> 00:14:44.280]  這個就是大家耳熟能詳
[00:14:44.280 --> 00:14:47.080]  當你很熟 尤其是新年
[00:14:47.080 --> 00:14:50.480]  當你去到親朋戚友的家拜年
[00:14:50.480 --> 00:14:54.080]  可能你跟這個親戚比較熟 跟那個親戚沒那麼熟
[00:14:54.080 --> 00:14:56.280]  可能你對他的理解會不同
[00:14:56.280 --> 00:15:00.080]  甚至自己家吃團年飯的時候
[00:15:00.080 --> 00:15:03.080]  都會有這樣的情況發生
[00:15:03.080 --> 00:15:07.080]  一年見一次 有些是這樣的
[00:15:07.080 --> 00:15:10.280]  就會大概不太理解他的情況
[00:15:10.280 --> 00:15:11.680]  就會問多一點
[00:15:11.680 --> 00:15:14.480]  但是會見得多一點的
[00:15:14.480 --> 00:15:18.080]  就是近一點的 近身一點的親戚
[00:15:18.080 --> 00:15:22.280]  就會那種解讀是會不同的
[00:15:22.280 --> 00:15:24.280]  那種感受也會不同
[00:15:24.280 --> 00:15:27.280]  所以羊在裡面來到去
[00:15:27.280 --> 00:15:33.480]  跟牧羊人有一段很親密 很密切的關係
[00:15:33.480 --> 00:15:37.280]  牧羊人發出聲音去呼喚牠的羊群
[00:15:37.280 --> 00:15:40.880]  屬於牠的羊就會跟著牠走
[00:15:40.880 --> 00:15:47.880]  真正的牧者是會將羊從門那裡帶著牠們走
[00:15:47.880 --> 00:15:51.080]  因此羊牠們有草食
[00:15:51.080 --> 00:15:55.080]  羊有草食就會得以維持牠們的生命
[00:15:55.080 --> 00:15:59.880]  這個就是我們久不久都會問的
[00:15:59.880 --> 00:16:02.880]  我們的牧羊
[00:16:02.880 --> 00:16:07.480]  傳到最近我們沒有牧羊
[00:16:07.480 --> 00:16:09.680]  如果是熟悉的就說
[00:16:09.680 --> 00:16:11.080]  我知道你在說什麼
[00:16:11.080 --> 00:16:12.080]  你知道沒有牧羊
[00:16:12.080 --> 00:16:14.480]  當然是我最近跟你少聊天
[00:16:14.480 --> 00:16:16.680]  WhatsApp少了
[00:16:16.680 --> 00:16:20.080]  但是如果關係還沒到的時候
[00:16:20.080 --> 00:16:21.680]  我們沒有牧羊
[00:16:21.680 --> 00:16:24.280]  你說什麼 你想要什麼呢
[00:16:24.280 --> 00:16:28.880]  其實大家明不明白那個互動的關係
[00:16:28.880 --> 00:16:34.080]  不是去定義什麼叫牧羊的問題
[00:16:34.080 --> 00:16:35.480]  那是搞砸了
[00:16:35.480 --> 00:16:38.880]  可能你問頂智媒什麼叫牧羊
[00:16:38.880 --> 00:16:41.080]  牠會睜大眼睛看著你
[00:16:41.080 --> 00:16:43.280]  你問這些東西
[00:16:43.280 --> 00:16:46.080]  你不是吧 林傳道
[00:16:46.080 --> 00:16:49.080]  作為牧者他自己就會知道
[00:16:49.080 --> 00:16:51.880]  當你這樣去說的時候
[00:16:51.880 --> 00:16:54.680]  大概我會明白
[00:16:54.680 --> 00:16:58.080]  你真正的需要是什麼
[00:16:58.080 --> 00:17:02.080]  這個就是牧羊人和羊的關係
[00:17:02.080 --> 00:17:06.880]  不是去定義什麼叫大靈
[00:17:06.880 --> 00:17:10.680]  什麼叫牧羊 什麼叫領導
[00:17:10.680 --> 00:17:15.080]  生命 影響生命就是一種這樣的關係
[00:17:15.080 --> 00:17:18.080]  而假的牧者 聖經很強調的
[00:17:18.080 --> 00:17:20.080]  有真有假的
[00:17:20.080 --> 00:17:22.880]  假不會從正門那裡出入的
[00:17:22.880 --> 00:17:24.080]  牠會從外面
[00:17:24.080 --> 00:17:27.080]  就是你看到那些石頭不是很高的 是不是
[00:17:27.080 --> 00:17:29.480]  就是你真的走去偷羊的時候
[00:17:29.480 --> 00:17:31.680]  其實你一個空翻已經
[00:17:31.680 --> 00:17:36.680]  就是旋轉782已經打進羊圈裡面
[00:17:36.680 --> 00:17:39.080]  真正會偷羊的
[00:17:39.080 --> 00:17:42.280]  就是一班強盜和一班盜賊
[00:17:42.280 --> 00:17:44.080]  他們會爬牆進去
[00:17:44.080 --> 00:17:46.880]  他們是一班偷竊羊的
[00:17:46.880 --> 00:17:48.280]  殺害羊的
[00:17:48.280 --> 00:17:49.880]  毀壞他們生命的
[00:17:49.880 --> 00:17:52.280]  在他們的生命拿著數
[00:17:52.280 --> 00:17:54.680]  意思就是
[00:17:54.680 --> 00:17:58.280]  回到聖經那裡大家去看一下
[00:17:58.280 --> 00:18:04.480]  真正的牧者是會將人帶到耶穌那裡
[00:18:04.480 --> 00:18:10.080]  當你說林全道我們要牧羊
[00:18:10.080 --> 00:18:13.280]  你不是靠我 我幫你做多少事
[00:18:13.280 --> 00:18:15.080]  我幫不到你做太多事
[00:18:15.080 --> 00:18:17.080]  但我可以幫你做的
[00:18:17.080 --> 00:18:20.480]  是帶你回到耶穌那裡
[00:18:20.480 --> 00:18:22.280]  你要去依靠
[00:18:22.280 --> 00:18:24.680]  是要依靠上帝
[00:18:24.680 --> 00:18:28.880]  我最多陪你走完這段的路程
[00:18:28.880 --> 00:18:31.280]  腳骨好的就走遠一點
[00:18:31.280 --> 00:18:32.680]  腳骨不好的
[00:18:32.680 --> 00:18:34.880]  就可能走到這個位置
[00:18:34.880 --> 00:18:37.880]  我繼續來紀念你
[00:18:37.880 --> 00:18:40.280]  去祝福你 去保守你
[00:18:40.280 --> 00:18:42.280]  這個就是一個好牧人
[00:18:42.280 --> 00:18:44.480]  他首要的關注
[00:18:44.480 --> 00:18:49.280]  是要和羊一起帶羊到主的裡面
[00:18:49.280 --> 00:18:53.480]  去讓牠經歷主的生命
[00:18:53.480 --> 00:18:56.280]  讓牠自己去學習
[00:18:56.280 --> 00:18:58.280]  來信靠耶穌
[00:18:58.280 --> 00:19:00.280]  而強盜呢
[00:19:00.280 --> 00:19:01.880]  其實是指那班凡尼賽人
[00:19:01.880 --> 00:19:03.880]  大家都知道
[00:19:03.880 --> 00:19:06.080]  那一班
[00:19:06.080 --> 00:19:08.480]  你以為他懂了很多聖經
[00:19:08.480 --> 00:19:15.480]  你以為他有了這麼高的聖經認知的時候
[00:19:15.480 --> 00:19:17.880]  他一定可以帶領起
[00:19:17.880 --> 00:19:20.880]  殊不知他們的關注
[00:19:20.880 --> 00:19:24.280]  不是羊和主的關係本身
[00:19:24.280 --> 00:19:29.480]  他們反而是叫羊去看別的東西
[00:19:29.480 --> 00:19:31.080]  別的東西是什麼
[00:19:31.080 --> 00:19:33.880]  別的東西走了去轉空子
[00:19:33.880 --> 00:19:37.080]  在律法條文上面轉空子
[00:19:37.080 --> 00:19:41.280]  令到人生命的負擔越來越重
[00:19:41.280 --> 00:19:42.480]  感覺信耶穌
[00:19:42.480 --> 00:19:45.280]  為什麼信得越來越困難
[00:19:45.280 --> 00:19:48.880]  我只會覺得越來越跟隨不到耶穌
[00:19:48.880 --> 00:19:51.480]  這個就是假的牧人
[00:19:51.480 --> 00:19:56.280]  他沒有將人帶到主自己的身上
[00:19:56.280 --> 00:19:58.880]  這個就是假牧人和真牧人
[00:19:58.880 --> 00:20:00.680]  最大的分別
[00:20:00.680 --> 00:20:02.280]  甚至有些假牧人
[00:20:02.280 --> 00:20:05.880]  我想大家如果看一下一些邪教
[00:20:05.880 --> 00:20:10.280]  他會將焦點放在教主自己的身上
[00:20:10.280 --> 00:20:12.280]  以至在羊的身上
[00:20:12.280 --> 00:20:16.280]  騙騙詐取或者欺騙他們
[00:20:16.280 --> 00:20:17.880]  刮到多少就多少
[00:20:17.880 --> 00:20:20.480]  這個如果大家這樣就明白了
[00:20:20.480 --> 00:20:22.680]  就是邪教
[00:20:22.680 --> 00:20:27.680]  但是在當中不是這麼容易去看見
[00:20:27.680 --> 00:20:30.680]  而是有些我們真的以為你在說耶穌
[00:20:30.680 --> 00:20:33.680]  但是好像不是
