
[00:00:00.000 --> 00:00:03.020]  今天節目讓我們聽神的道理
[00:06:51.620 --> 00:06:54.520]  只不過這些神學家、哲學家
[00:06:54.520 --> 00:06:56.820]  比較有系統上去解釋的意思
[00:06:56.820 --> 00:07:00.300]  就神學家他只嘗試有系統的去解釋
[00:07:00.300 --> 00:07:01.600]  其實今天你和我很多人
[00:07:01.600 --> 00:07:03.440]  就算不懂什麼叫存在主義
[00:07:03.440 --> 00:07:05.240]  你都可能活在這樣的狀態裡面
[00:07:05.240 --> 00:07:08.480]  就是以後我也許不懂什麼是存在主義
[00:07:08.480 --> 00:07:10.600]  都是生活在這種狀態當中
[00:07:10.600 --> 00:07:11.800]  譬如你找到一份工作
[00:07:11.800 --> 00:07:12.880]  譬如你找到一份工作
[00:07:12.880 --> 00:07:13.980]  在這份工作裡面
[00:07:13.980 --> 00:07:15.580]  你活在這樣的公司
[00:07:15.580 --> 00:07:17.520]  譬如你在找到這間公司
[00:07:17.520 --> 00:07:18.680]  在這間銀行
[00:07:18.680 --> 00:07:19.580]  在這間銀行
[00:07:19.580 --> 00:07:21.080]  也不知道為什麼做了這個位置
[00:07:21.080 --> 00:07:22.560]  不知道為什麼做了這個位置
[00:07:22.560 --> 00:07:24.160]  為什麼你做了這個位置呢?
[00:07:24.160 --> 00:07:25.220]  做了這個位置之後呢?
[00:07:25.220 --> 00:07:28.660]  其實你的工作是不是對銀行很大影響呢?
[00:07:28.660 --> 00:07:31.420]  所以你的工作是不是對銀行有很大影響呢?
[00:07:31.420 --> 00:07:32.360]  好像不是
[00:07:32.360 --> 00:07:33.000]  好像也不是
[00:07:33.000 --> 00:07:34.760]  你存在和不存在
[00:07:34.760 --> 00:07:36.300]  可能沒什麼意思的
[00:07:36.300 --> 00:07:37.900]  你存在和不存在
[00:07:37.900 --> 00:07:40.040]  在這個銀行好像都沒有什麼影響
[00:07:40.040 --> 00:07:42.540]  但是銀行聘請你在這裡
[00:07:42.540 --> 00:07:44.100]  可能有它本身的意義
[00:07:44.100 --> 00:07:45.600]  但是銀行既然聘請你
[00:07:45.600 --> 00:07:46.840]  它肯定有它的意義
[00:07:46.840 --> 00:07:48.880]  在你公司裡面也都可能是一樣
[00:07:48.880 --> 00:07:50.340]  但是你公司可能也一樣
[00:07:50.340 --> 00:07:52.940]  我放假不上班一個月
[00:07:52.940 --> 00:07:54.280]  好像沒什麼影響
[00:07:54.280 --> 00:07:56.680]  譬如說我放假一個月
[00:07:56.680 --> 00:07:58.320]  好像對公司沒有任何影響
[00:07:58.320 --> 00:08:00.160]  但是當我上班又好像公司沒有了我
[00:08:00.160 --> 00:08:01.260]  好像不行
[00:08:01.260 --> 00:08:02.160]  好像我回到公司
[00:08:02.160 --> 00:08:04.000]  好像公司沒有我也不行
[00:08:04.000 --> 00:08:04.960]  那你就會問
[00:08:04.960 --> 00:08:05.800]  你就會問
[00:08:05.800 --> 00:08:07.400]  我存在在那裡有什麼意義?
[00:08:07.400 --> 00:08:09.100]  我存在在那裡到底有什麼意義?
[00:08:10.500 --> 00:08:11.200]  人
[00:08:11.200 --> 00:08:12.400]  人
[00:08:12.400 --> 00:08:13.840]  如果
[00:08:13.840 --> 00:08:15.900]  只是存留在這樣的狀態
[00:08:15.900 --> 00:08:18.040]  如果只是存留在這種狀態
[00:08:18.040 --> 00:08:19.480]  是一種很無奈
[00:08:19.480 --> 00:08:20.600]  是一種很無奈
[00:08:20.600 --> 00:08:21.740]  沒有方向
[00:08:21.740 --> 00:08:22.740]  沒有方向
[00:08:22.740 --> 00:08:23.540]  沒有盼望
[00:08:23.540 --> 00:08:24.340]  沒有盼望
[00:08:24.340 --> 00:08:25.380]  沒有意義
[00:08:25.380 --> 00:08:26.280]  沒有意義
[00:08:26.280 --> 00:08:27.320]  或者可以你說
[00:08:27.320 --> 00:08:28.820]  它的意義就是無意義
[00:08:28.820 --> 00:08:30.220]  它的意義可能就是無意義
[00:08:30.220 --> 00:08:30.960]  就存在在這裡
[00:08:30.960 --> 00:08:32.260]  就存在在這裡
[00:08:32.260 --> 00:08:36.860]  甚至做到另一個更極端的地步
[00:08:36.860 --> 00:08:38.960]  做到這個更極端的地步
[00:08:38.960 --> 00:08:40.360]  就變成享樂主義
[00:08:40.360 --> 00:08:41.560]  就變成享樂主義
[00:08:41.560 --> 00:08:42.440]  Hedonism
[00:08:42.440 --> 00:08:44.760]  就是今天你存在在這裡
[00:08:44.760 --> 00:08:46.600]  今天你存在在這裡
[00:08:46.600 --> 00:08:53.940]  你喜歡就放任你今天有的身軀、身體、感情、思維、感受
[00:08:53.940 --> 00:08:58.420]  你放任你的身體、思維、感受
[00:08:58.420 --> 00:09:00.240]  我認為是什麼就是什麼
[00:09:00.240 --> 00:09:01.920]  我認為怎樣就怎樣
[00:09:01.920 --> 00:09:03.960]  我覺得這樣有意義就有意義
[00:09:03.960 --> 00:09:05.420]  我覺得有意義
[00:09:05.420 --> 00:09:08.020]  今天這個世界就叫做自由了
[00:09:08.260 --> 00:09:09.720]  這個世界稱之為自由
[00:09:09.720 --> 00:09:13.760]  甚至將它掛上一個牌子叫做民主
[00:09:13.760 --> 00:09:15.660]  甚至掛上一個牌子叫民主
[00:09:15.660 --> 00:09:18.400]  其實你掛什麼牌子都好
[00:09:18.400 --> 00:09:19.700]  你掛什麼牌子都好
[00:09:19.700 --> 00:09:22.400]  其實真正所謂自由也好
[00:09:22.400 --> 00:09:23.400]  民主也好
[00:09:23.400 --> 00:09:25.600]  其實都是在乎你感覺
[00:09:25.600 --> 00:09:27.240]  你自己想什麼而已
[00:09:27.240 --> 00:09:28.780]  就是說在於你的感覺
[00:09:28.780 --> 00:09:29.780]  你自己想什麼
[00:09:29.780 --> 00:09:31.940]  所以存在主義走向一個極端
[00:09:31.940 --> 00:09:34.680]  就叫做極端個人主義
[00:09:34.680 --> 00:09:37.020]  走到一個極端就極端個人主義
[00:09:37.020 --> 00:09:38.060]  不要問將來
[00:09:38.060 --> 00:09:38.880]  不問將來
[00:09:38.880 --> 00:09:39.760]  不要問過去
[00:09:39.760 --> 00:09:40.460]  不問過去
[00:09:40.460 --> 00:09:41.220]  只問這一刻
[00:09:41.220 --> 00:09:42.420]  只問這一刻
[00:09:42.420 --> 00:09:44.220]  你覺得怎樣就怎樣
[00:09:44.220 --> 00:09:45.300]  你覺得怎麼樣
[00:09:45.300 --> 00:09:48.000]  所以廣告也有一個大家很熟悉的
[00:09:48.000 --> 00:09:49.500]  有廣告大家都很熟悉的
[00:09:49.500 --> 00:09:52.900]  叫做不在乎天長地久
[00:09:52.900 --> 00:09:54.140]  不在乎天長地久
[00:09:54.140 --> 00:09:55.940]  只在乎曾經擁有
[00:09:55.940 --> 00:09:57.040]  只在乎曾經擁有
[00:09:57.040 --> 00:09:58.540]  Enjoy every moment
[00:09:58.540 --> 00:10:01.200]  享受每一刻
[00:10:01.200 --> 00:10:02.240]  享受每一刻
[00:10:02.240 --> 00:10:04.340]  而今天就轉用了另一句話
[00:10:04.340 --> 00:10:05.940]  今天轉用了另外一句話
[00:10:05.940 --> 00:10:07.920]  活在當下
[00:10:08.120 --> 00:10:09.520]  活在當下
[00:10:09.520 --> 00:10:11.520]  這一刻我覺得是什麼是什麼
[00:10:11.520 --> 00:10:12.980]  我這一刻我覺得是什麼是什麼
[00:10:12.980 --> 00:10:15.620]  這一刻我覺得不是什麼就不是什麼
[00:10:15.620 --> 00:10:16.560]  我就不是什麼就不是什麼
[00:10:16.560 --> 00:10:18.860]  你無權批評我
[00:10:18.860 --> 00:10:20.260]  你無權批評我
[00:10:20.260 --> 00:10:22.200]  我也都不會批評你
[00:10:22.200 --> 00:10:23.640]  我也不會批評你
[00:10:23.640 --> 00:10:24.700]  Fair
[00:10:24.700 --> 00:10:25.540]  自由
[00:10:25.540 --> 00:10:27.300]  人權
[00:10:27.300 --> 00:10:28.500]  公平
[00:10:28.500 --> 00:10:29.100]  自由
[00:10:29.100 --> 00:10:29.740]  民主
[00:10:29.740 --> 00:10:31.080]  很可怕這個世界
[00:10:31.080 --> 00:10:31.880]  這個世界非常可怕
[00:10:31.880 --> 00:10:33.240]  我剛才所講的東西
[00:10:33.240 --> 00:10:34.340]  我剛才所講的
[00:10:34.340 --> 00:10:35.980]  你們以為很哲學
[00:10:35.980 --> 00:10:36.920]  你們覺得很哲學
[00:10:36.920 --> 00:10:38.240]  但是大家都活著
[00:10:38.240 --> 00:10:39.640]  都是這樣的思維
[00:10:39.640 --> 00:10:41.120]  大家都活在這樣的思維當中
[00:10:41.120 --> 00:10:43.020]  而這個世界就是走向這樣的思維
[00:10:43.020 --> 00:10:44.760]  這個世界就是走向這樣的思維
[00:10:44.760 --> 00:10:45.820]  人與人之間
[00:10:45.820 --> 00:10:47.560]  再不要講什麼關係
[00:10:47.560 --> 00:10:49.660]  人與人之間不講什麼關係
[00:10:49.660 --> 00:10:50.320]  父母
[00:10:50.320 --> 00:10:51.060]  兄弟
[00:10:51.060 --> 00:10:52.260]  子女
[00:10:52.260 --> 00:10:53.700]  全部不要講
[00:10:53.700 --> 00:10:54.460]  父母
[00:10:54.460 --> 00:10:55.100]  兄弟
[00:10:55.100 --> 00:10:55.700]  兒女
[00:10:55.700 --> 00:10:56.500]  全部不講
[00:10:56.500 --> 00:10:58.060]  你覺得是什麼就什麼
[00:10:58.060 --> 00:10:59.040]  你覺得是什麼就什麼
[00:10:59.040 --> 00:10:59.900]  你不要理我
[00:10:59.900 --> 00:11:00.500]  你不要理我
[00:11:00.500 --> 00:11:01.440]  我也不會理你
[00:11:01.440 --> 00:11:02.480]  我也不會理你
[00:11:02.480 --> 00:11:04.380]  所以為什麼早十年前
[00:11:04.380 --> 00:11:07.180]  我們經常在美國聽到所謂什麼家庭
[00:11:07.180 --> 00:11:08.940]  The meaning of family
[00:11:08.940 --> 00:11:10.840]  為什麼經常要講這件事呢?
[00:11:10.840 --> 00:11:11.680]  就在十年前
[00:11:11.680 --> 00:11:13.880]  為什麼美國拿了這個家庭的意義呢?
[00:11:13.880 --> 00:11:15.880]  因為美國人發現了
[00:11:15.880 --> 00:11:16.680]  因為美國人發現了
[00:11:16.680 --> 00:11:19.820]  當他走向所謂自由、民主的時候
[00:11:19.820 --> 00:11:21.760]  原來開始家庭解體
[00:11:21.760 --> 00:11:23.560]  然後發現走向民主、自由的時候
[00:11:23.560 --> 00:11:24.320]  家庭解體
[00:11:24.320 --> 00:11:27.460]  當這個世界每一個人都是一個獨立個體的時候
[00:11:27.460 --> 00:11:29.300]  當一個人都是獨立個體的時候
[00:11:29.300 --> 00:11:30.960]  是一件非常危險的事情
[00:11:30.960 --> 00:11:32.500]  是一件非常危險的事情
[00:11:32.500 --> 00:11:34.940]  每個人都喜歡做自己喜歡做的事情
[00:11:34.940 --> 00:11:36.840]  每個人都做自己喜歡做的事情
[00:11:36.840 --> 00:11:37.880]  現在更好了
[00:11:37.880 --> 00:11:39.080]  我喜歡看手機
[00:11:39.080 --> 00:11:39.880]  我看手機
[00:11:39.880 --> 00:11:41.380]  你不要管我看什麼
[00:11:41.380 --> 00:11:43.040]  我喜歡看手機就看手機
[00:11:43.040 --> 00:11:45.320]  你不要理我在看什麼
[00:11:45.320 --> 00:11:46.680]  以前不是這樣的
[00:11:46.680 --> 00:11:47.720]  一家人很罕有
[00:11:47.720 --> 00:11:49.280]  有一部電視機一起聚在一起看
[00:11:49.280 --> 00:11:51.420]  一起討論電視說什麼
[00:11:51.420 --> 00:11:54.700]  以前家裡有一部電視機都很稀有
[00:11:54.700 --> 00:11:56.260]  大家都會聚在一起看
[00:11:56.260 --> 00:11:58.160]  為什麼今天我和你說這些話呢?
[00:11:58.160 --> 00:11:59.500]  為什麼今天我和你講這些話呢?
[00:11:59.500 --> 00:12:00.500]  因為今天這件事情
[00:12:00.500 --> 00:12:01.760]  因為今天這個事情
[00:12:01.760 --> 00:12:03.740]  有其中一件事想要告訴我們
[00:12:03.740 --> 00:12:05.140]  其實有一件事想要告訴我們
[00:12:05.140 --> 00:12:08.040]  作為基督徒不應該走向這樣的極端
[00:12:08.040 --> 00:12:10.540]  作為基督徒不應該走向這樣的極端
[00:12:10.540 --> 00:12:12.740]  如果我們每個人都像柯克一樣
[00:12:12.740 --> 00:12:15.080]  像柯克一樣
[00:12:15.080 --> 00:12:16.640]  不是這樣就是這樣
[00:12:16.640 --> 00:12:18.280]  如果不是這樣就是那樣的話
[00:12:18.280 --> 00:12:19.780]  或者這樣或者那樣
[00:12:19.780 --> 00:12:21.420]  要麼這樣要麼那樣
[00:12:21.420 --> 00:12:22.820]  是一件很危險的事情
[00:12:22.820 --> 00:12:24.080]  是一件很危險的事情
[00:12:24.080 --> 00:12:28.820]  因為這個世界不是非此即彼的情況
[00:12:28.820 --> 00:12:30.700]  因為這個世界不是非此即彼的
[00:12:30.700 --> 00:12:33.400]  因為每一件事都在彼此關聯
[00:12:33.400 --> 00:12:34.960]  因為每一件事都互相關聯
[00:12:34.960 --> 00:12:37.160]  這個在上帝創造這個世界的時候
[00:12:37.160 --> 00:12:38.960]  已經鋪排了的結構
[00:12:38.960 --> 00:12:41.740]  因為上帝創造這個世界所鋪排的結構
[00:12:41.740 --> 00:12:44.680]  現在這個世界的人將這個結構解散
[00:12:44.680 --> 00:12:47.040]  因為現在的人把這個結構解散
[00:12:47.040 --> 00:12:49.080]  所以如果大家看回創世紀的時候
[00:12:49.080 --> 00:12:50.880]  上帝創造這個世界的時候
[00:12:50.880 --> 00:12:54.580]  由創造光暗開始到創造有地
[00:12:54.580 --> 00:12:57.420]  到有植物有動物等等
[00:12:57.420 --> 00:12:59.320]  其實彼此互相關聯
[00:12:59.320 --> 00:13:01.860]  首先是創造光和暗
[00:13:01.860 --> 00:13:02.820]  創造地
[00:13:02.820 --> 00:13:05.360]  創造動物
[00:13:05.360 --> 00:13:06.900]  事情都是相互關聯
[00:13:06.900 --> 00:13:09.100]  而我們作為基督徒在這個世界的上面
[00:13:09.100 --> 00:13:11.340]  在這個時候
[00:13:11.340 --> 00:13:14.840]  我們應該更加維持看到上帝創造的意義
[00:13:14.840 --> 00:13:16.600]  我們應該看到上帝創造的意義
[00:13:16.600 --> 00:13:18.580]  而不是跌進去和這個世界一樣
[00:13:18.580 --> 00:13:20.280]  每個人喜歡怎樣就怎樣
[00:13:20.280 --> 00:13:21.440]  我喜歡怎樣想就怎樣
[00:13:21.440 --> 00:13:22.940]  你不要管我我不管你
[00:13:22.940 --> 00:13:24.540]  就不是說
[00:13:24.540 --> 00:13:26.040]  我創造這個你不要管我
[00:13:26.040 --> 00:13:27.020]  我不要管你
[00:13:27.020 --> 00:13:28.280]  我想怎樣就怎樣
[00:13:28.280 --> 00:13:30.580]  你和這個世界是彼此關聯
[00:13:30.580 --> 00:13:32.320]  你和這個世界是彼此關聯
[00:13:32.320 --> 00:13:34.420]  當這個世界要走向破裂的時候
[00:13:34.420 --> 00:13:36.020]  當這個世界要走向破裂的時候
[00:13:36.020 --> 00:13:38.120]  基督徒不是參與這個破裂裡面
[00:13:38.120 --> 00:13:39.900]  就是不參與這個破裂
[00:13:39.900 --> 00:13:40.960]  反正都破裂了
[00:13:40.960 --> 00:13:42.560]  無所謂全部都破裂了
[00:13:42.560 --> 00:13:43.300]  是不是這樣
[00:13:43.300 --> 00:13:44.560]  那就是破裂了
[00:13:44.560 --> 00:13:46.200]  不是
[00:13:46.200 --> 00:13:46.900]  不是這樣
[00:13:46.900 --> 00:13:48.000]  不是
[00:13:48.000 --> 00:13:49.900]  基督徒反而會在這個世界上面
[00:13:49.900 --> 00:13:51.340]  基督徒會在這個世界上面
[00:13:51.340 --> 00:13:54.940]  成為在這個世界走向破裂的其中一個
[00:13:54.940 --> 00:13:59.080]  將它維繫回來 連結起來的一個動力
[00:13:59.080 --> 00:14:00.280]  在走向破裂的時候
[00:14:00.280 --> 00:14:01.920]  實際上是要連繫起來
[00:14:01.920 --> 00:14:03.880]  走向一個動力
[00:14:03.880 --> 00:14:05.060]  這個動力
[00:14:05.060 --> 00:14:05.580]  這個動力
[00:14:05.580 --> 00:14:06.380]  就是力量的源泉
[00:14:06.380 --> 00:14:07.760]  也都不是從人而來的
[00:14:07.760 --> 00:14:09.260]  這個動力不是從人而來
[00:14:09.260 --> 00:14:10.860]  人當然有他的一份子
[00:14:10.860 --> 00:14:12.660]  人有他的角色
[00:14:12.660 --> 00:14:13.760]  有他的角色
[00:14:13.760 --> 00:14:14.840]  但是最重要的是
[00:14:14.840 --> 00:14:17.500]  上帝和人之間彼此的連結
[00:14:17.500 --> 00:14:20.200]  最主要的是上帝與人之間的彼此連結
[00:14:20.200 --> 00:14:22.600]  基督徒就看見上帝的道
[00:14:22.600 --> 00:14:24.340]  基督徒看見上帝的道
[00:14:24.340 --> 00:14:27.940]  上帝的道不是很律法式的去提醒我們做什麼
[00:14:27.940 --> 00:14:28.440]  那麼簡單
